,APTV
2021-02-25,39854506400
2021-02-26,40503250400
2021-03-01,41833175600
2021-03-02,41684505100
2021-03-03,42046720500
2021-03-04,39573384000
2021-03-05,39511212700
2021-03-08,39086826000
2021-03-09,38789485000
2021-03-10,40192393900
2021-03-11,41224978100
2021-03-12,40789779000
2021-03-15,41311477300
2021-03-16,39830178500
2021-03-17,41419601300
2021-03-18,40249159000
2021-03-19,39449041400
2021-03-22,39205762400
2021-03-23,37702838800
2021-03-24,37802853500
2021-03-25,38567830800
2021-03-26,38016398400
2021-03-29,36513474800
2021-03-30,37110859900
2021-03-31,37300571000
2021-04-01,38068762600
2021-04-05,38412284900
2021-04-06,39026297200
2021-04-07,38060647900
2021-04-08,37909173500
2021-04-09,38525890700
2021-04-12,38720643500
2021-04-13,38193188000
2021-04-14,38477202500
2021-04-15,38366301600
2021-04-16,38152614500
2021-04-19,37955156800
2021-04-20,36526969600
2021-04-21,37646798200
2021-04-22,37579175700
2021-04-23,39191296100
2021-04-26,39275148000
2021-04-27,39683587900
2021-04-28,39740390800
2021-04-29,39096624600
2021-04-30,38920806100
2021-05-03,38799085600
2021-05-04,37798272600
2021-05-05,38658430800
2021-05-06,38263515400
2021-05-07,40240797300
2021-05-10,38891052200
2021-05-11,38039008700
2021-05-12,36345741300
2021-05-13,37038195700
2021-05-14,37646798200
2021-05-17,37608929600
2021-05-18,37146391700
2021-05-19,37035490800
2021-05-20,37140981900
2021-05-21,37993025400
2021-05-24,38263515400
2021-05-25,38371711400
2021-05-26,38782856200
2021-05-27,40814236100
2021-05-28,40687105800
2021-06-01,41901605900
2021-06-02,41925950000
2021-06-03,42193735100
2021-06-04,43210777500
2021-06-07,42534552500
2021-06-08,43080942300
2021-06-09,42826681700
2021-06-10,42072014600
2021-06-11,42402012400
2021-06-14,42594060300
2021-06-15,42466930000
2021-06-16,41755541300
2021-06-17,40941366400
2021-06-18,39835062300
2021-06-21,40692515600
2021-06-22,41017103600
2021-06-23,41317347500
2021-06-24,41961113700
2021-06-25,42134227300
2021-06-28,41844803000
2021-06-29,42818567000
2021-06-30,42559338300
2021-07-01,42938052300
2021-07-02,43246433700
2021-07-06,42632376000
2021-07-07,41658540000
2021-07-08,40922752800
2021-07-09,42094061100
2021-07-12,42881245200
2021-07-13,42613440300
2021-07-14,42148163100
2021-07-15,41547630900
2021-07-16,40508872500
2021-07-19,39810956700
2021-07-20,41428606500
2021-07-21,42213085500
2021-07-22,41791089900
2021-07-23,42575568900
2021-07-26,43213972500
2021-07-27,42984039000
2021-07-28,43909183200
2021-07-29,45351001500
2021-07-30,45134593500
2021-08-02,45353706600
2021-08-03,45754061400
2021-08-04,44828917200
2021-08-05,43186921500
2021-08-06,44133706500
2021-08-09,44718008100
2021-08-10,45921777600
2021-08-11,45483551400
2021-08-12,45045325200
2021-08-13,44615214300
2021-08-16,44428562400
2021-08-17,42808207500
2021-08-18,42356455800
2021-08-19,41366389200
2021-08-20,41834371500
2021-08-23,41983152000
2021-08-24,42643196400
2021-08-25,42583684200
2021-08-26,41715347100
2021-08-27,42310469100
2021-08-30,41417786100
2021-08-31,41168916900
2021-09-01,40955214000
2021-09-02,40865945700
2021-09-03,40557564300
2021-09-07,40741511100
2021-09-08,40046300400
2021-09-09,40287054300
2021-09-10,39613484400
2021-09-13,40103107500
2021-09-14,40530513300
2021-09-15,41731577700
2021-09-16,40354681800
2021-09-17,39610779300
2021-09-20,38812774800
2021-09-21,38493573000
2021-09-22,39269936700
2021-09-23,41323107600
2021-09-24,40855125300
2021-09-27,41712642000
2021-09-28,41715347100
2021-09-29,40749626400
2021-09-30,40299364400
2021-10-01,41308404000
2021-10-04,42650183200
2021-10-05,42769212000
2021-10-06,42661004000
2021-10-07,44581696000
2021-10-08,44668262400
2021-10-11,43323778000
2021-10-12,44100170400
2021-10-13,44603337600
2021-10-14,45263406400
2021-10-15,45647544800
2021-10-18,45393256000
2021-10-19,45063221600
2021-10-20,45712469600
2021-10-21,45855845200
2021-10-22,45550157600
2021-10-25,46066850800
2021-10-26,45766573600
2021-10-27,45777394400
2021-10-28,46548376400
2021-10-29,46770202800
2021-11-01,47538479600
2021-11-02,47235497200
2021-11-03,48185022400
2021-11-04,48006479200
2021-11-05,47349115600
2021-11-08,46862179600
2021-11-09,46656584400
2021-11-10,46372538400
2021-11-11,45720585200
2021-11-12,46123660000
2021-11-15,46564607600
2021-11-16,47240907600
2021-11-17,47749485200
2021-11-18,47681855200
2021-11-19,47627751200
2021-11-22,47476260000
2021-11-23,46069556000
2021-11-24,45869371200
2021-11-26,44205673200
2021-11-29,44768354800
2021-11-30,43377882000
2021-12-01,43283200000
2021-12-02,44844100400
2021-12-03,43918922000
2021-12-06,44476193200
2021-12-07,45344562400
2021-12-08,46091197600
2021-12-09,45122736000
2021-12-10,45709764400
2021-12-13,44083939200
2021-12-14,43505026400
2021-12-15,44484308800
2021-12-16,43867523200
2021-12-17,42855778400
2021-12-20,41486947200
2021-12-21,42747570400
2021-12-22,43505026400
2021-12-23,43932448000
2021-12-27,44216494000
2021-12-28,43994667600
2021-12-29,44151569200
2021-12-30,44132632800
2021-12-31,44666810500
2022-01-03,44959263700
2022-01-04,46632745900
2022-01-05,45568541200
2022-01-06,47149954800
2022-01-07,45890781300
2022-01-10,44699305300
2022-01-11,43245163000
2022-01-12,43269534100
2022-01-13,42939170300
2022-01-14,41322554000
2022-01-18,40499352400
2022-01-19,39502845200
2022-01-20,38452180000
2022-01-21,37962050100
2022-01-24,37880813100
2022-01-25,36808484700
2022-01-26,36613515900
2022-01-27,35746987900
2022-01-28,35468074200
2022-01-31,36984498200
2022-02-01,37907892100
2022-02-02,37853734100
2022-02-03,35706369400
2022-02-04,35798438000
2022-02-07,35430163600
2022-02-08,36350849600
2022-02-09,37715631200
2022-02-10,36805776800
2022-02-11,36285860000
2022-02-14,36989914000
2022-02-15,38888151900
2022-02-16,39605745400
2022-02-17,38758172700
2022-02-18,38222008500
2022-02-22,37239040800
2022-02-23,36082767500
2022-02-24,36345433800
2022-02-25,36827440000
2022-02-28,35051057600
2022-03-01,31966759500
2022-03-02,32957850900
2022-03-03,31647227300
2022-03-04,28668537300
2022-03-07,26437227700
2022-03-08,27116910600
2022-03-09,28327341900
2022-03-10,28617087200
2022-03-11,28744358500
2022-03-14,28289431300
2022-03-15,29264275300
2022-03-16,31603900900
2022-03-17,31330403000
2022-03-18,32142773000
2022-03-21,31463090100
2022-03-22,32034457000
2022-03-23,31936972600
2022-03-24,32164436200
2022-03-25,32018209600
2022-03-28,32183391500
2022-03-29,34157450600
2022-03-30,33079706400
2022-03-31,31749173876
2022-04-01,31579434746
2022-04-04,31489260833
2022-04-05,29911217356
2022-04-06,29542565183
2022-04-07,29232260836
2022-04-08,28741608662
2022-04-11,28699173880
2022-04-12,29401999966
2022-04-13,28882173879
2022-04-14,28513521706
2022-04-18,28054695619
2022-04-19,29298565183
2022-04-20,29449739096
2022-04-21,29030695618
2022-04-22,28240347793
2022-04-25,28545347793
2022-04-26,27187434751
2022-04-27,27505695620
2022-04-28,28601043445
2022-04-29,28219130402
2022-05-02,28826478227
2022-05-03,28540043445
2022-05-04,29285304314
2022-05-05,27749695620
2022-05-06,27009739099
2022-05-09,25251347797
2022-05-10,25434347796
2022-05-11,24065826059
2022-05-12,24264739102
2022-05-13,26025782578
2022-05-16,25227478231
2022-05-17,26301608665
2022-05-18,24970217362
2022-05-19,25177086927
2022-05-20,24819043449
2022-05-23,24930434754
2022-05-24,24153347798
2022-05-25,24797826058
2022-05-26,26985869534
2022-05-27,27675434750
2022-05-31,28176695619
2022-06-01,28516173880
2022-06-02,29409956487
2022-06-03,28187304315
2022-06-06,29144739096
2022-06-07,29083739097
2022-06-08,29112913010
2022-06-09,28436608663
2022-06-10,26871826056
2022-06-13,25259304318
2022-06-14,25174434753
2022-06-15,25317652144
2022-06-16,22851130408
2022-06-17,23031478234
2022-06-21,24052565189
2022-06-22,24124173885
2022-06-23,24437130406
2022-06-24,25749956492
2022-06-27,25858695622
2022-06-28,25357434753
2022-06-29,24604217363
2022-06-30,24131735100
2022-07-01,24776548500
2022-07-05,24554385900
2022-07-06,23717212200
2022-07-07,25115211000
2022-07-08,25050187800
2022-07-11,23709084300
2022-07-12,24359316300
2022-07-13,24288874500
2022-07-14,23728049400
2022-07-15,24781967100
2022-07-18,24605862600
2022-07-19,26310012300
2022-07-20,26656802700
2022-07-21,27204081300
2022-07-22,26450895900
2022-07-25,26515919100
2022-07-26,26074303200
2022-07-27,27171569700
2022-07-28,28057510800
2022-07-29,28417847700
2022-08-01,28821533400
2022-08-02,29379649200
2022-08-03,29731858200
2022-08-04,26841035100
2022-08-05,26662221300
2022-08-08,27764906400
2022-08-09,26938569900
2022-08-10,28537056900
2022-08-11,29431125900
2022-08-12,30189729900
2022-08-15,29474474700
2022-08-16,29279405100
2022-08-17,28745673000
2022-08-18,28921777500
2022-08-19,28114406100
2022-08-22,26041791600
2022-08-23,26017407900
2022-08-24,26415675000
2022-08-25,27055069800
2022-08-26,25616431500
2022-08-29,25638105900
2022-08-30,25554117600
2022-08-31,25312989900
2022-09-01,25348210800
2022-09-02,24738618300
2022-09-06,24088386300
2022-09-07,24949943700
2022-09-08,25310280600
2022-09-09,26209768200
2022-09-12,27025267500
2022-09-13,26288337900
2022-09-14,26453605200
2022-09-15,26212477500
2022-09-16,25272350400
2022-09-19,26063466000
2022-09-20,25204617900
2022-09-21,24613990500
2022-09-22,23535689100
2022-09-23,22636201500
2022-09-26,22657875900
2022-09-27,22487190000
2022-09-28,23283724200
2022-09-29,21796318500
2022-09-30,21190999500
2022-10-03,22499688000
2022-10-04,23878823500
2022-10-05,23599745000
2022-10-06,23943851500
2022-10-07,23082230500
2022-10-10,22597230000
2022-10-11,22196224000
2022-10-12,22166419500
2022-10-13,22608068000
2022-10-14,22052620500
2022-10-17,23122873000
2022-10-18,23886952000
2022-10-19,23288152500
2022-10-20,22938627000
2022-10-21,23583488000
2022-10-24,24000751000
2022-10-25,24466785000
2022-10-26,24222930000
2022-10-27,23981784500
2022-10-28,24531813000
2022-10-31,24675416500
2022-11-01,24816310500
2022-11-02,23843600000
2022-11-03,24824439000
2022-11-04,26452848500
2022-11-07,26870111500
2022-11-08,27401173500
2022-11-09,26409496500
2022-11-10,29620254000
2022-11-11,30267824500
2022-11-14,29704248500
2022-11-15,30116092500
2022-11-16,29503745500
2022-11-17,28915784000
2022-11-18,29270728500
2022-11-21,28677348000
2022-11-22,29010616500
2022-11-23,28967264500
2022-11-25,28682767000
2022-11-28,27642319000
2022-11-29,27604386000
2022-11-30,28902236500
2022-12-01,28501230500
2022-12-02,28105643500
2022-12-05,27536648500
2022-12-06,27016424500
2022-12-07,26496200500
2022-12-08,25322987000
2022-12-09,25274216000
2022-12-12,26041004500
2022-12-13,26439301000
2022-12-14,26173770000
2022-12-15,26003071500
2022-12-16,25328406000
2022-12-19,25228154500
2022-12-20,25388015000
2022-12-21,25507233000
2022-12-22,24656450000
2022-12-23,24726897000
2022-12-27,24791925000
2022-12-28,24461366000
2022-12-29,25417819500
2022-12-30,25233573500
2023-01-03,25190379500
2023-01-04,25984438800
2023-01-05,25979018600
2023-01-06,26642993100
2023-01-09,26553559800
2023-01-10,27003436400
2023-01-11,26905872800
2023-01-12,27553586700
2023-01-13,27521065500
2023-01-17,27792075500
2023-01-18,27816466400
2023-01-19,27399111000
2023-01-20,28206720800
2023-01-23,29092923500
2023-01-24,28732480200
2023-01-25,28664727700
2023-01-26,28943868000
2023-01-27,29970995900
2023-01-30,29765028300
2023-01-31,30648520900
2023-02-01,31098397500
2023-02-02,32163466800
2023-02-03,31363987300
2023-02-06,31152599500
2023-02-07,31412769100
2023-02-08,31380247900
2023-02-09,31439870100
2023-02-10,30569928000
2023-02-13,30567217900
2023-02-14,32819311000
2023-02-15,33353200700
2023-02-16,32719037300
2023-02-17,32423636400
2023-02-21,31518463000
2023-02-22,31464261000
2023-02-23,31556404400
2023-02-24,31149889400
2023-02-27,31515752900
2023-02-28,31513042800
2023-03-01,32006281000
2023-03-02,31689199300
2023-03-03,32331493000
2023-03-06,32101134500
2023-03-07,31594345800
2023-03-08,31681069000
2023-03-09,30740664300
2023-03-10,30103790800
2023-03-13,29878852500
2023-03-14,30624130000
2023-03-15,29475047600
2023-03-16,30399191700
2023-03-17,29052272000
2023-03-20,29488598100
2023-03-21,30076689800
2023-03-22,29204037600
2023-03-23,29187777000
2023-03-24,29046851800
2023-03-27,29296181000
2023-03-28,29263659800
2023-03-29,29691855600
2023-03-30,29783999000
2023-03-31,30404611900
2023-04-03,30129518100
2023-04-04,29237821800
2023-04-05,28496105000
2023-04-06,28092523800
2023-04-10,28452474600
2023-04-11,28624269300
2023-04-12,28411571100
2023-04-13,28916047600
2023-04-14,29196918300
2023-04-17,29341444000
2023-04-18,29316901900
2023-04-19,29289632900
2023-04-20,28926955200
2023-04-21,28711530100
2023-04-24,28798790900
2023-04-25,27901640800
2023-04-26,28048893400
2023-04-27,27718938500
2023-04-28,28048893400
2023-05-01,27866191100
2023-05-02,27604408700
2023-05-03,27225369600
2023-05-04,25101114500
2023-05-05,25474699800
2023-05-08,25624679300
2023-05-09,25461065300
2023-05-10,25881007900
2023-05-11,25711940100
2023-05-12,25275636100
2023-05-15,25341081700
2023-05-16,24787521000
2023-05-17,25594683400
2023-05-18,25859192700
2023-05-19,25733755300
2023-05-22,25750116700
2023-05-23,25218371200
2023-05-24,24678445000
2023-05-25,24463019900
2023-05-26,25122929700
2023-05-30,24877508700
2023-05-31,24018535200
2023-06-01,24599364900
2023-06-02,25548326100
2023-06-05,25161106300
2023-06-06,26028260500
2023-06-07,26202782100
2023-06-08,26560006000
2023-06-09,26720893100
2023-06-12,27342626300
2023-06-13,27582593500
2023-06-14,27544416900
2023-06-15,27618043200
2023-06-16,27661673600
2023-06-20,27312630400
2023-06-21,27206281300
2023-06-22,26887234000
2023-06-23,26560006000
2023-06-26,26688170300
2023-06-27,27416252600
2023-06-28,27588047300
2023-06-29,27511694100
2023-06-30,28875135600
2023-07-03,29141005200
2023-07-05,29265454800
2023-07-06,29664259200
2023-07-07,30419442000
2023-07-10,30730566000
2023-07-11,31219879200
2023-07-12,31791216000
2023-07-13,31782730800
2023-07-14,31398068400
2023-07-17,30894613200
2023-07-18,30812589600
2023-07-19,31219879200
2023-07-20,30722080800
2023-07-21,30897441600
2023-07-24,30951181200
2023-07-25,31084116000
2023-07-26,31222707600
2023-07-27,30900270000
2023-07-28,30877642800
2023-07-31,30968151600
2023-08-01,30968151600
2023-08-02,30060235200
2023-08-03,30993607200
2023-08-04,30207312000
2023-08-07,30306306000
2023-08-08,30071548799
2023-08-09,29505868799
2023-08-10,29183431200
2023-08-11,27916308000
2023-08-14,28122781200
2023-08-15,27520332000
2023-08-16,27045160800
2023-08-17,27169610400
2023-08-18,27118699200
2023-08-21,27311030400
2023-08-22,27189409200
2023-08-23,27740947200
2023-08-24,27254462400
2023-08-25,27608012400
2023-08-28,27964390800
2023-08-29,28515928799
2023-08-30,28747857600
2023-08-31,28694118000
2023-09-01,29553951600
2023-09-05,29177774400
2023-09-06,28948674000
2023-09-07,28476331200
2023-09-08,28419763200
2023-09-11,28218946800
2023-09-12,29039182800
2023-09-13,28648863600
2023-09-14,28931703600
2023-09-15,28979786400
2023-09-18,28677147600
2023-09-19,29010898799
2023-09-20,28807254000
2023-09-21,27690036000
2023-09-22,27698521200
2023-09-25,28023787200
2023-09-26,27279918000
2023-09-27,27113042400
2023-09-28,28040757600
2023-09-29,27885195600
2023-10-02,27322387500
2023-10-03,26569441499
2023-10-04,27100437000
2023-10-05,26426157000
2023-10-06,27243721500
2023-10-09,27207198000
2023-10-10,27566814000
2023-10-11,27791574000
2023-10-12,27252150000
2023-10-13,26679012000
2023-10-16,27148198500
2023-10-17,27134151000
2023-10-18,25850209500
2023-10-19,25355737500
2023-10-20,25847400000
2023-10-23,25187167500
2023-10-24,25507450500
2023-10-25,25108501500
2023-10-26,25114120500
2023-10-27,24164509500
2023-10-30,24271270500
2023-10-31,24498840000
2023-11-01,24184176000
2023-11-02,21689340000
2023-11-03,21773625000
2023-11-06,20916727500
2023-11-07,21273534000
2023-11-08,20779062000
2023-11-09,20455969500
2023-11-10,21332533500
2023-11-13,21192058500
2023-11-14,22310239500
2023-11-15,22557475500
2023-11-16,22237192500
2023-11-17,22807521000
2023-11-20,22886187000
2023-11-21,22709188500
2023-11-22,22933948500
2023-11-24,23349754500
2023-11-27,22984519500
2023-11-28,23023852500
2023-11-29,23113756500
2023-11-30,23273898000
2023-12-01,23602609500
2023-12-04,23271088500
2023-12-05,22714807500
2023-12-06,22723236000
2023-12-07,22714807500
2023-12-08,22428238500
2023-12-11,22647379500
2023-12-12,22599618000
2023-12-13,22919901000
2023-12-14,24962407500
2023-12-15,24498840000
2023-12-18,24526935000
2023-12-19,24959598000
2023-12-20,24341508000
2023-12-21,25024216499
2023-12-22,25010169000
2023-12-26,25128168000
2023-12-27,25181548500
2023-12-28,25417546500
2023-12-29,25206834000
2024-01-02,24813882300
2024-01-03,23250803100
2024-01-04,23003132100
2024-01-05,22972861200
2024-01-08,23270066400
2024-01-09,22637129400
2024-01-10,22818754800
2024-01-11,23005884000
2024-01-12,22257367200
2024-01-16,22232600100
2024-01-17,21701483400
2024-01-18,21742761900
2024-01-19,21740010000
2024-01-22,22015200000
2024-01-23,22466511600
2024-01-24,22862785200
2024-01-25,23259058800
2024-01-26,23677347600
2024-01-29,24062613600
2024-01-30,23864476800
2024-01-31,22381202700
2024-02-01,22978365000
2024-02-02,22978365000
2024-02-05,22628873700
2024-02-06,23168246100
2024-02-07,22571083800
2024-02-08,22370195100
2024-02-09,22571083800
2024-02-12,23055418200
2024-02-13,21764777100
2024-02-14,21778536600
2024-02-15,21852837900
2024-02-16,21729002400
2024-02-20,21398774400
2024-02-21,21362999700
2024-02-22,21409782000
2024-02-23,21252923700
2024-02-26,21332728800
2024-02-27,21693227700
2024-02-28,21676716300
2024-02-29,21874853100
2024-03-01,21753769500
2024-03-04,21599663100
2024-03-05,21858341700
2024-03-06,21500594700
2024-03-07,21676716300
2024-03-08,21517106100
2024-03-11,21605166900
2024-03-12,21660204900
2024-03-13,21938146800
2024-03-14,20969478000
2024-03-15,21255675600
2024-03-18,21412533900
2024-03-19,21442804800
2024-03-20,21742761900
2024-03-21,22169306400
2024-03-22,21662956800
2024-03-25,21764777100
2024-03-26,21076802100
2024-03-27,21640941600
2024-03-28,21918883500
2024-04-01,21682220100
2024-04-02,21233660400
2024-04-03,21346488300
2024-04-04,20713551300
2024-04-05,20564948700
2024-04-08,20933703300
2024-04-09,21720746700
2024-04-10,20625490500
2024-04-11,20851146300
2024-04-12,20416346100
2024-04-15,20091621900
2024-04-16,19797168600
2024-04-17,19084426500
2024-04-18,19076170800
2024-04-19,19161479700
2024-04-22,19290819000
2024-04-23,19332097500
2024-04-24,19648566000
2024-04-25,19299074700
2024-04-26,19596279900
2024-04-29,19926507900
2024-04-30,19538490000
2024-05-01,19194502500
2024-05-02,21407030100
2024-05-03,22240855800
2024-05-06,23226036000
2024-05-07,22840770000
2024-05-08,22895808000
2024-05-09,23030651100
2024-05-10,22780228200
2024-05-13,22769220600
2024-05-14,22796739600
2024-05-15,22491278700
2024-05-16,22645385100
2024-05-17,22595850900
2024-05-20,22549068600
2024-05-21,22650888900
2024-05-22,22485774900
2024-05-23,22092253200
2024-05-24,22716934500
2024-05-28,22876544700
2024-05-29,22433488800
2024-05-30,22554572400
2024-05-31,22912319400
2024-06-03,23294833500
2024-06-04,23058170100
2024-06-05,22452752100
2024-06-06,22372947000
2024-06-07,22405969800
2024-06-10,21921635400
2024-06-11,20991493200
2024-06-12,20713551300
2024-06-13,20504406900
2024-06-14,19345857000
2024-06-17,19524730500
2024-06-18,19433917800
2024-06-20,20157667500
2024-06-21,20697039900
2024-06-24,20939207100
2024-06-25,20187938400
2024-06-26,18586332600
2024-06-27,18982606200
2024-06-28,19378879800
2024-07-01,18834003600
2024-07-02,19109193600
2024-07-03,19205510100
2024-07-05,19312834200
2024-07-08,19175239200
2024-07-09,19010125200
2024-07-10,19153224000
2024-07-11,19744882500
2024-07-12,20011816800
2024-07-15,19885229400
2024-07-16,20201697900
2024-07-17,19926507900
2024-07-18,19725619200
2024-07-19,18952335300
2024-07-22,19244036700
2024-07-23,18875282100
2024-07-24,18459745200
2024-07-25,18666137700
2024-07-26,18916560600
2024-07-29,18632627000
2024-07-30,18289180900
2024-07-31,18748484100
2024-08-01,19758994700
2024-08-02,18813329700
2024-08-05,18675532800
2024-08-06,18656619500
2024-08-07,18348602900
2024-08-08,18626898600
2024-08-09,18275651600
