,ILMN
2010-04-19,4597598250
2010-04-20,4614831550
2010-04-21,4575441150
2010-04-22,4582826850
2010-04-23,4569286400
2010-04-26,4543436450
2010-04-27,4545898350
2010-04-28,4633295800
2010-04-29,5233999400
2010-04-30,5149063850
2010-05-03,5144140050
2010-05-04,5113366300
2010-05-05,5172451900
2010-05-06,5011197450
2010-05-07,4913952400
2010-05-10,5156449550
2010-05-11,5189685200
2010-05-12,5270927900
2010-05-13,5190916150
2010-05-14,5162604300
2010-05-17,5107211550
2010-05-18,5088747300
2010-05-19,4995195100
2010-05-20,4858559650
2010-05-21,4837633500
2010-05-24,4804397850
2010-05-25,4878254850
2010-05-26,4986578450
2010-05-27,5200763750
2010-05-28,5174913800
2010-06-01,5107211550
2010-06-02,5284468350
2010-06-03,5343553950
2010-06-04,5120752000
2010-06-07,5225382750
2010-06-08,5187223300
2010-06-09,5252463650
2010-06-10,5409409775
2010-06-11,5538044050
2010-06-14,5471572750
2010-06-15,5514656000
2010-06-16,5540505950
2010-06-17,5519579800
2010-06-18,5478958450
2010-06-21,5487575100
2010-06-22,5405101450
2010-06-23,5384175300
2010-06-24,5369403900
2010-06-25,5492498900
2010-06-28,5546660700
2010-06-29,5338630150
2010-06-30,5358325350
2010-07-01,5269696950
2010-07-02,5304163550
2010-07-06,5295329480
2010-07-07,5463652880
2010-07-08,5540956960
2010-07-09,5575868480
2010-07-12,5436222400
2010-07-13,5567140600
2010-07-14,5517267000
2010-07-15,5588336880
2010-07-16,5439962920
2010-07-19,5472380760
2010-07-20,5405051400
2010-07-21,5300316840
2010-07-22,5366399360
2010-07-23,5299070000
2010-07-26,5330241000
2010-07-27,5144461840
2010-07-28,5492330200
2010-07-29,5492330200
2010-07-30,5589583720
2010-08-02,5660653600
2010-08-03,5600805280
2010-08-04,5740451360
2010-08-05,5799052840
2010-08-06,5886331640
2010-08-09,5887578480
2010-08-10,5786584440
2010-08-11,5726736120
2010-08-12,5664394120
2010-08-13,5705539840
2010-08-16,5664394120
2010-08-17,5715514560
2010-08-18,5735464000
2010-08-19,5598311600
2010-08-20,5610780000
2010-08-23,5574621640
2010-08-24,5425000840
2010-08-25,5473627600
2010-08-26,5425000840
2010-08-27,5489836520
2010-08-30,5407545080
2010-08-31,5347696760
2010-09-01,5472380760
2010-09-02,5580855840
2010-09-03,5562153240
2010-09-07,5558412720
2010-09-08,5610780000
2010-09-09,5612026840
2010-09-10,5615767360
2010-09-13,5553425360
2010-09-14,5737957680
2010-09-15,5857654320
2010-09-16,6103281800
2010-09-17,6022237200
2010-09-20,6138193320
2010-09-21,6190560600
2010-09-22,6160636440
2010-09-23,6183079560
2010-09-24,6255396280
2010-09-27,6174351680
2010-09-28,6227965800
2010-09-29,6234200000
2010-09-30,6134452800
2010-10-01,6120737560
2010-10-04,7525224000
2010-10-05,7735391999
2010-10-06,7677936000
2010-10-07,7467768000
2010-10-08,7428456000
2010-10-11,7390656000
2010-10-12,7523712000
2010-10-13,7482888000
2010-10-14,7339248000
2010-10-15,7369488000
2010-10-18,7484400000
2010-10-19,7534296000
2010-10-20,7680960000
2010-10-21,7602336000
2010-10-22,7696080000
2010-10-25,7744464000
2010-10-26,7809480000
2010-10-27,8302391999
2010-10-28,8243424000
2010-10-29,8211672000
2010-11-01,8182944000
2010-11-02,8279712000
2010-11-03,8450568000
2010-11-04,8462664000
2010-11-05,8511048000
2010-11-08,8645616000
2010-11-09,8580600000
2010-11-10,8577576000
2010-11-11,8603280000
2010-11-12,8545824000
2010-11-15,8721216000
2010-11-16,8612352000
2010-11-17,8754480000
2010-11-18,8886024000
2010-11-19,9058392000
2010-11-22,9203544000
2010-11-23,9102240000
2010-11-24,9254952000
2010-11-26,9223200000
2010-11-29,9173304000
2010-11-30,9090144000
2010-12-01,9342648000
2010-12-02,9401616000
2010-12-03,9504432000
2010-12-06,9510480000
2010-12-07,9409176000
2010-12-08,9389520000
2010-12-09,9518040000
2010-12-10,9545256000
2010-12-13,9784152000
2010-12-14,9903600000
2010-12-15,9731232000
2010-12-16,9564912000
2010-12-17,9640512000
2010-12-20,9762983999
2010-12-21,9722160000
2010-12-22,9676800000
2010-12-23,9617832000
2010-12-27,9669240000
2010-12-28,9614808000
2010-12-29,9682848000
2010-12-30,9673776000
2010-12-31,9577008000
2011-01-03,8140103780
2011-01-04,8126186910
2011-01-05,8350122000
2011-01-06,8476639000
2011-01-07,8307106220
2011-01-10,8343796150
2011-01-11,8519654780
2011-01-12,8470313150
2011-01-13,8799257350
2011-01-14,8735998850
2011-01-18,8978911490
2011-01-19,8790401160
2011-01-20,8706899940
2011-01-21,8698043750
2011-01-24,8824560750
2011-01-25,8827091090
2011-01-26,8937160880
2011-01-27,8934630540
2011-01-28,8735998850
2011-01-31,8772688780
2011-02-01,8959933940
2011-02-02,9021927270
2011-02-03,8939691220
2011-02-04,8997889040
2011-02-07,9011805910
2011-02-08,8887819250
2011-02-09,8785340480
2011-02-10,9018131760
2011-02-11,9319242220
2011-02-14,9331893920
2011-02-15,9094041960
2011-02-16,9126936380
2011-02-17,9138322910
2011-02-18,9143383590
2011-02-22,8958668770
2011-02-23,8491821040
2011-02-24,8615807700
2011-02-25,8797992180
2011-02-28,8780279800
2011-03-01,8441214240
2011-03-02,8534836819
2011-03-03,8695513410
2011-03-04,8642376270
2011-03-07,8531041310
2011-03-08,8489290699
2011-03-09,8326083770
2011-03-10,8066723920
2011-03-11,8166672350
2011-03-14,8131247589
2011-03-15,8121126230
2011-03-16,8054072220
2011-03-17,7927555220
2011-03-18,7857970870
2011-03-21,7976896850
2011-03-22,7993344060
2011-03-23,7997139570
2011-03-24,8338735470
2011-03-25,8280537650
2011-03-28,8343796150
2011-03-29,8585443620
2011-03-30,8846068640
2011-03-31,8865046190
2011-04-01,8952342920
2011-04-04,8687598720
2011-04-05,8522167680
2011-04-06,8524636800
2011-04-07,8380193279
2011-04-08,8436983040
2011-04-11,8486365439
2011-04-12,8309823360
2011-04-13,8390069759
2011-04-14,8306119680
2011-04-15,8344391040
2011-04-18,8224638720
2011-04-19,8262910080
2011-04-20,8467847040
2011-04-21,8617228800
2011-04-25,8634512640
2011-04-26,8650561920
2011-04-27,8722166400
2011-04-28,8823400320
2011-04-29,8762906880
2011-05-02,8791301760
2011-05-03,8881424640
2011-05-04,8701178880
2011-05-05,8571550080
2011-05-06,8787598080
2011-05-09,9045621120
2011-05-10,9340680960
2011-05-11,9227101440
2011-05-12,9287594880
2011-05-13,9414754560
2011-05-16,9244385280
2011-05-17,8970312960
2011-05-18,9070312320
2011-05-19,8998707840
2011-05-20,8995004160
2011-05-23,8857968000
2011-05-24,8790067200
2011-05-25,8917226880
2011-05-26,8972782080
2011-05-27,8904881280
2011-05-31,8898708480
2011-06-01,8966609280
2011-06-02,8986362240
2011-06-03,8904881280
2011-06-06,8882659200
2011-06-07,8976485760
2011-06-08,9045621120
2011-06-09,9097472640
2011-06-10,8977720320
2011-06-13,8785128960
2011-06-14,8919696000
2011-06-15,8751795840
2011-06-16,8767845120
2011-06-17,8817227520
2011-06-20,8938214400
2011-06-21,9111052800
2011-06-22,9209817600
2011-06-23,9151793280
2011-06-24,9012288000
2011-06-27,9154262400
2011-06-28,9349940160
2011-06-29,9296236800
2011-06-30,9277718400
2011-07-01,9383890560
2011-07-05,9501408570
2011-07-06,9507512520
2011-07-07,9282887160
2011-07-08,9292653480
2011-07-11,9008209410
2011-07-12,8985014400
2011-07-13,9035066790
2011-07-14,8994780720
2011-07-15,8889792780
2011-07-18,8683479270
2011-07-19,8814103800
2011-07-20,8911767000
2011-07-21,9049716270
2011-07-22,9091223130
2011-07-25,8822649330
2011-07-26,8502802350
2011-07-27,6998789070
2011-07-28,7355259750
2011-07-29,7623833550
2011-08-01,7432169520
2011-08-02,7159933350
2011-08-03,7168478880
2011-08-04,6653305500
2011-08-05,6540992820
2011-08-08,6226029000
2011-08-09,6714345000
2011-08-10,6310263510
2011-08-11,6405485130
2011-08-12,6342004050
2011-08-15,6604473900
2011-08-16,6403043550
2011-08-17,6268756650
2011-08-18,5749920900
2011-08-19,5712076410
2011-08-22,5644932960
2011-08-23,5933039400
2011-08-24,5882987010
2011-08-25,5736492210
2011-08-26,6058780770
2011-08-29,6307821930
2011-08-30,6306601140
2011-08-31,6360315900
2011-09-01,6180859770
2011-09-02,6075871830
2011-09-06,6040468920
2011-09-07,6202833990
2011-09-08,6130807380
2011-09-09,5925714660
2011-09-12,5896415700
2011-09-13,6123482640
2011-09-14,6298055610
2011-09-15,6017273910
2011-09-16,5845142520
2011-09-19,5790206970
2011-09-20,5491113420
2011-09-21,5087031930
2011-09-22,5181032760
2011-09-23,5087031930
2011-09-26,5083369560
2011-09-27,5212773300
2011-09-28,5044304280
2011-09-29,5071161660
2011-09-30,4995472680
2011-10-03,4641803550
2011-10-04,4766994900
2011-10-05,4863015450
2011-10-06,4853291850
2011-10-07,3303593100
2011-10-10,3219727050
2011-10-11,3185694450
2011-10-12,3165031800
2011-10-13,3299946750
2011-10-14,3270775950
2011-10-17,3278068650
2011-10-18,3236743350
2011-10-19,3185694450
2011-10-20,3269560500
2011-10-21,3319393950
2011-10-24,3490772400
2011-10-25,3743586000
2011-10-26,3646350000
2011-10-27,3827452050
2011-10-28,3907671750
2011-10-31,3721707900
2011-11-01,3690106200
2011-11-02,3673089900
2011-11-03,3730216050
2011-11-04,3983029650
2011-11-07,3979383300
2011-11-08,4052310300
2011-11-09,3896732700
2011-11-10,3815297550
2011-11-11,3863915550
2011-11-14,3873639150
2011-11-15,3884578200
2011-11-16,3722923350
2011-11-17,3656073600
2011-11-18,3541821300
2011-11-21,3451878000
2011-11-22,3368011950
2011-11-23,3299946750
2011-11-25,3318178500
2011-11-28,3292654050
2011-11-29,3276853200
2011-11-30,3381381900
2011-12-01,3395967300
2011-12-02,3376520100
2011-12-05,3578284800
2011-12-06,3613532850
2011-12-07,3615963750
2011-12-08,3502926900
2011-12-09,3448231650
2011-12-12,3269560500
2011-12-13,3155308200
2011-12-14,3307239450
2011-12-15,3282930450
2011-12-16,3270775950
2011-12-19,3180832650
2011-12-20,3246466950
2011-12-21,3302377650
2011-12-22,3533313150
2011-12-23,3536959500
2011-12-27,3622041000
2011-12-28,3577069350
2011-12-29,3667012650
2011-12-30,3704691600
2012-01-03,3891430660
2012-01-04,3854638060
2012-01-05,3863223000
2012-01-06,3896336340
2012-01-09,3902468440
2012-01-10,4048412419
2012-01-11,4171054419
2012-01-12,4443319660
2012-01-13,4379545820
2012-01-17,4415112000
2012-01-18,4451904600
2012-01-19,4507093500
2012-01-20,4451904600
2012-01-23,4453131020
2012-01-24,4621763770
2012-01-25,6763706300
2012-01-26,6457101300
2012-01-27,6338751770
2012-01-30,6249836320
2012-01-31,6360214120
2012-02-01,6373704740
2012-02-02,6361440540
2012-02-03,6357761280
2012-02-06,6373704740
2012-02-07,6352855600
2012-02-08,6395167090
2012-02-09,6520875140
2012-02-10,6609177380
2012-02-13,6628800100
2012-02-14,6664366280
2012-02-15,6693800360
2012-02-16,6615309480
2012-02-17,6355308440
2012-02-21,6309930900
2012-02-22,6268232620
2012-02-23,6290308180
2012-02-24,6281723240
2012-02-27,6303798800
2012-02-28,6309930900
2012-02-29,6285402500
2012-03-01,6267006200
2012-03-02,6297666700
2012-03-05,6240024960
2012-03-06,6175024700
2012-03-07,6188515320
2012-03-08,6198326680
2012-03-09,6146817040
2012-03-12,6154175560
2012-03-13,6173798280
2012-03-14,6154175560
2012-03-15,6128420740
2012-03-16,6123515060
2012-03-19,6086722460
2012-03-20,6187288900
2012-03-21,6145590620
2012-03-22,6159081240
2012-03-23,6188515320
2012-03-26,6216722980
2012-03-27,6156628400
2012-03-28,6117382960
2012-03-29,6426440800
2012-03-30,6452195620
2012-04-02,6329503180
2012-04-03,6407128000
2012-04-04,6441627920
2012-04-05,6447788620
2012-04-09,6483520680
2012-04-10,6460110020
2012-04-11,6477359980
2012-04-12,6100325140
2012-04-13,5812004380
2012-04-16,5540933580
2012-04-17,5421416000
2012-04-18,5484255140
2012-04-19,5428808840
2012-04-20,5465773040
2012-04-23,5409094600
2012-04-24,5359809000
2012-04-25,5455915920
2012-04-26,5516290780
2012-04-27,5480558720
2012-04-30,5486719420
2012-05-01,5657986880
2012-05-02,5730683140
2012-05-03,5646897620
2012-05-04,5534772880
2012-05-07,5661683300
2012-05-08,5577897780
2012-05-09,5508897940
2012-05-10,5558183540
2012-05-11,5502737240
2012-05-14,5549558560
2012-05-15,5491647980
2012-05-16,5499040820
2012-05-17,5327773360
2012-05-18,5279719900
2012-05-21,5402933900
2012-05-22,5301898420
2012-05-23,5354880440
2012-05-24,5354880440
2012-05-25,5401701760
2012-05-29,5446058800
2012-05-30,5462076620
2012-05-31,5305594840
2012-06-01,5163898740
2012-06-04,4990167000
2012-06-05,5049309720
2012-06-06,4990167000
2012-06-07,4846006620
2012-06-08,4871881560
2012-06-11,4783167480
2012-06-12,4844774480
2012-06-13,4874345840
2012-06-14,4837381640
2012-06-15,4905149340
2012-06-18,4976613460
2012-06-19,5083809640
2012-06-20,5060398980
2012-06-21,4794256740
2012-06-22,4999408050
2012-06-25,4908845760
2012-06-26,4827524520
2012-06-27,4919935020
2012-06-28,4828756660
2012-06-29,4976613460
2012-07-02,5060413450
2012-07-03,5052423000
2012-07-05,5025378400
2012-07-06,4941786000
2012-07-09,4990958000
2012-07-10,4904907000
2012-07-11,4844671300
2012-07-12,4908594900
2012-07-13,4977435700
2012-07-16,5021690500
2012-07-17,5127410300
2012-07-18,5229442200
2012-07-19,5288448600
2012-07-20,5250340300
2012-07-23,5270009100
2012-07-24,5104053600
2012-07-25,5126181000
2012-07-26,5052423000
2012-07-27,5199939000
2012-07-30,5207314800
2012-07-31,5097907100
2012-08-01,5151996300
2012-08-02,5100365700
2012-08-03,5179040900
2012-08-06,5230671500
2012-08-07,5363435900
2012-08-08,5360977300
2012-08-09,5281072800
2012-08-10,5359748000
2012-08-13,5163060000
2012-08-14,5112658700
2012-08-15,5120034500
2012-08-16,5072091800
2012-08-17,5008168200
2012-08-20,5067174600
2012-08-21,5131098200
2012-08-22,5118805200
2012-08-23,5122493100
2012-08-24,5118805200
2012-08-27,5133556800
2012-08-28,5113888000
2012-08-29,5198709700
2012-08-30,5163060000
2012-08-31,5172894400
2012-09-04,5215919900
2012-09-05,5183958100
2012-09-06,5279843500
2012-09-07,5577334100
2012-09-10,5494971000
2012-09-11,5522015600
2012-09-12,5539225800
2012-09-13,5713786400
2012-09-14,5874824700
2012-09-17,5863761000
2012-09-18,5888347000
2012-09-19,5861302400
2012-09-20,5916620900
2012-09-21,5959646400
2012-09-24,5915391600
2012-09-25,5836716400
2012-09-26,5759270500
2012-09-27,5775251400
2012-09-28,5923996700
2012-10-01,6040801229
2012-10-02,6283761000
2012-10-03,6335509620
2012-10-04,6437774750
2012-10-05,6381097690
2012-10-08,6400811450
2012-10-09,6267743570
2012-10-10,6294849990
2012-10-11,6435310530
2012-10-12,6303474760
2012-10-15,5922752770
2012-10-16,5937636658
2012-10-17,5903039010
2012-10-18,5806934430
2012-10-19,5751489480
2012-10-22,5744096820
2012-10-23,5567905090
2012-10-24,5682491320
2012-10-25,5864843600
2012-10-26,5905503230
2012-10-31,5852522500
2012-11-01,6042267440
2012-11-02,5905503230
2012-11-05,5948627080
2012-11-06,5874700480
2012-11-07,5940002310
2012-11-08,5940002310
2012-11-09,6016393130
2012-11-12,5941234420
2012-11-13,6000375700
2012-11-14,5968340840
2012-11-15,5946162860
2012-11-16,6090319730
2012-11-19,6169174770
2012-11-20,6224619720
2012-11-21,6368776590
2012-11-23,6521558230
2012-11-26,6304706870
2012-11-27,6307171090
2012-11-28,6305938980
2012-11-29,6436542640
2012-11-30,6617662810
2012-12-03,6426685760
2012-12-04,6377401360
2012-12-05,6368788911
2012-12-06,6393418790
2012-12-07,6355223380
2012-12-10,6425453650
2012-12-11,6451327960
2012-12-12,6557289420
2012-12-13,6556057310
2012-12-14,6310867420
2012-12-17,6389722460
2012-12-18,6388490350
2012-12-19,6427338778
2012-12-20,6926922420
2012-12-21,6947868290
2012-12-24,6912137100
2012-12-26,6865316920
2012-12-27,6827121510
2012-12-28,6745802250
2012-12-31,6880263120
2013-01-02,6859222560
2013-01-03,6875312400
2013-01-04,6777535680
2013-01-07,6299320881
2013-01-08,6484329288
2013-01-09,6501533040
2013-01-10,6638915520
2013-01-11,6520098240
2013-01-14,6512672160
2013-01-15,6388904160
2013-01-16,6261423120
2013-01-17,6385191120
2013-01-18,6315881040
2013-01-22,6281226000
2013-01-23,6262660800
2013-01-24,6305979600
2013-01-25,6443362080
2013-01-28,6388904160
2013-01-29,6213153600
2013-01-30,6296078160
2013-01-31,6266373840
2013-02-01,6374052000
2013-02-04,6262660800
2013-02-05,6312168000
2013-02-06,6413657760
2013-02-07,6349298400
2013-02-08,6297315840
2013-02-11,6219342000
2013-02-12,6221817360
2013-02-13,6158695680
2013-02-14,6038640720
2013-02-15,6031214640
2013-02-19,6067107360
2013-02-20,6041116080
2013-02-21,5985420480
2013-02-22,6068345040
2013-02-25,6034927680
2013-02-26,6038640720
2013-02-27,6067107360
2013-02-28,6204489840
2013-03-01,6463164960
2013-03-04,6516385200
2013-03-05,6559704000
2013-03-06,6589408320
2013-03-07,6600547440
2013-03-08,6655005360
2013-03-11,6657480720
2013-03-12,6593121360
2013-03-13,6506483760
2013-03-14,6527524320
2013-03-15,6470591040
2013-03-18,6458214240
2013-03-19,6402518640
2013-03-20,6546089520
2013-03-21,6575793840
2013-03-22,6557228640
2013-03-25,6544851840
2013-03-26,6668619840
2013-03-27,6680996640
2013-03-28,6680996640
2013-04-01,6745394880
2013-04-02,6781459860
2013-04-03,6750369360
2013-04-04,6831204660
2013-04-05,6769023660
2013-04-08,6868513260
2013-04-09,6905821860
2013-04-10,7122211740
2013-04-11,7206777900
2013-04-12,7193098080
2013-04-15,6909552720
2013-04-16,7195585320
2013-04-17,7171956540
2013-04-18,7005311460
2013-04-19,6975464580
2013-04-22,6854833440
2013-04-23,7765163280
2013-04-24,7792522920
2013-04-25,7777599480
2013-04-26,7786304820
2013-04-29,8007669180
2013-04-30,8044977780
2013-05-01,7936782840
2013-05-02,8077311900
2013-05-03,8072337420
2013-05-06,8236495260
2013-05-07,8243956980
2013-05-08,8340959339
2013-05-09,8352151920
2013-05-10,8702852760
2013-05-13,8556105600
2013-05-14,8797367880
2013-05-15,8751353940
2013-05-16,8661813300
2013-05-17,8954064000
2013-05-20,9088374960
2013-05-21,9026193960
2013-05-22,8791149780
2013-05-23,8839650960
2013-05-24,8743892220
2013-05-28,8906806440
2013-05-29,8840894580
2013-05-30,8890639380
2013-05-31,8745135840
2013-06-03,8814778560
2013-06-04,8691660180
2013-06-05,8567298180
2013-06-06,8609581260
2013-06-07,8704096380
2013-06-10,8671762260
2013-06-11,8518797000
2013-06-12,8390704140
2013-06-13,8442936180
2013-06-14,8455372379
2013-06-17,8782444440
2013-06-18,8915511780
2013-06-19,8755084800
2013-06-20,8613312120
2013-06-21,8696634660
2013-06-24,8973961920
2013-06-25,9160504920
2013-06-26,9288597780
2013-06-27,9320931900
2013-06-28,9307252080
2013-07-01,9569215550
2013-07-02,9214149600
2013-07-03,9204112400
2013-07-05,9445005200
2013-07-08,9325813450
2013-07-09,9289428600
2013-07-10,9362198300
2013-07-11,9535340000
2013-07-12,9397328500
2013-07-15,9490172600
2013-07-16,9270608850
2013-07-17,9332086700
2013-07-18,9397328500
2013-07-19,9323304150
2013-07-22,9375999450
2013-07-23,9255553050
2013-07-24,10234180050
2013-07-25,10145099900
2013-07-26,10217869600
2013-07-29,10150118500
2013-07-30,10148863850
2013-07-31,10014616300
2013-08-01,9968194250
2013-08-02,9695935200
2013-08-05,9832692050
2013-08-06,9914244300
2013-08-07,9855275750
2013-08-08,9822654850
2013-08-09,9875350150
2013-08-12,9876604800
2013-08-13,9992032600
2013-08-14,10018380250
2013-08-15,9795052550
2013-08-16,9665321740
2013-08-19,9747375850
2013-08-20,9854021100
2013-08-21,9815126950
2013-08-22,10003324450
2013-08-23,9950629150
2013-08-26,10003324450
2013-08-27,9616892250
2013-08-28,9687152650
2013-08-29,9739847950
2013-08-30,9766195600
2013-09-03,9620656200
2013-09-04,9747375850
2013-09-05,9970703550
2013-09-06,9929300100
2013-09-09,9984253770
2013-09-10,10151373150
2013-09-11,10530277450
2013-09-12,10478836800
2013-09-13,10608065750
2013-09-16,10707183100
2013-09-17,10593009950
2013-09-18,10444961250
2013-09-19,10246726550
2013-09-20,10155137100
2013-09-23,10240453300
2013-09-24,10157646400
2013-09-25,10074839500
2013-09-26,10316986950
2013-09-27,10163919650
2013-09-30,10242050130
2013-10-01,10287666090
2013-10-02,10226844810
2013-10-03,9989895240
2013-10-04,10287666090
2013-10-07,9963285930
2013-10-08,9576817380
2013-10-09,9623700450
2013-10-10,9883711422
2013-10-11,10263591000
2013-10-14,10288933200
2013-10-15,10166023530
2013-10-16,10468862820
2013-10-17,10402973100
2013-10-18,10318076730
2013-10-21,10359891360
2013-10-22,11410325550
2013-10-23,11722034610
2013-10-24,11760047910
2013-10-25,11820869190
2013-10-28,11753712360
2013-10-29,11957717070
2013-10-30,11786657220
2013-10-31,11848745610
2013-11-01,12128016654
2013-11-04,12268159020
2013-11-05,12093297840
2013-11-06,11964052620
2013-11-07,11782855890
2013-11-08,12170591550
2013-11-11,12189598200
2013-11-12,12230145720
2013-11-13,12076825410
2013-11-14,11923505100
2013-11-15,11851279830
2013-11-18,11670083100
2013-11-19,11576316960
2013-11-20,11695425300
2013-11-21,12525382350
2013-11-22,12649559130
2013-11-25,12462026850
2013-11-26,12454424190
2013-11-27,12591272070
2013-11-29,12417678000
2013-12-02,12478499280
2013-12-03,12327713190
2013-12-04,12426547770
2013-12-05,12373329150
2013-12-06,12576066750
2013-12-09,12839625630
2013-12-10,12667298670
2013-12-11,12577333860
2013-12-12,12797811000
2013-12-13,12979007730
2013-12-16,13000548600
2013-12-17,12924522000
2013-12-18,13256504820
2013-12-19,13115855610
2013-12-20,13294518120
2013-12-23,13606227180
2013-12-24,13699993320
2013-12-26,13768417260
2013-12-27,13986360180
2013-12-30,14121689200
2013-12-31,14171666140
2014-01-02,14139629640
2014-01-03,13917937060
2014-01-06,13951255020
2014-01-07,14417706460
2014-01-08,14604799620
2014-01-09,14711160800
2014-01-10,14950793820
2014-01-13,14599673780
2014-01-14,15571020460
2014-01-15,15521043520
2014-01-16,16051567960
2014-01-17,17471425640
2014-01-21,18094215200
2014-01-22,18546570580
2014-01-23,18465838600
2014-01-24,17763598520
2014-01-27,17972476500
2014-01-28,18520941380
2014-01-29,18795173820
2014-01-30,19326979720
2014-01-31,19478192000
2014-02-03,19351327460
2014-02-04,19425652140
2014-02-05,19321853880
2014-02-06,19229588760
2014-02-07,20106107400
2014-02-10,20726334040
2014-02-11,20644320600
2014-02-12,20367525240
2014-02-13,20986470420
2014-02-14,21058232180
2014-02-18,21836078400
2014-02-19,21805323360
2014-02-20,22258960200
2014-02-21,22303811300
2014-02-24,22877905380
2014-02-25,23007332840
2014-02-26,22642116740
2014-02-27,22824084060
2014-02-28,21975757540
2014-03-03,22166695080
2014-03-04,22916349180
2014-03-05,22836898660
2014-03-06,21960380020
2014-03-07,21573379100
2014-03-10,21342716300
2014-03-11,21358093820
2014-03-12,21633607720
2014-03-13,20400843200
2014-03-14,21108209120
2014-03-17,20467479120
2014-03-18,20754526160
2014-03-19,20708393600
2014-03-20,20675716370
2014-03-21,19555079600
2014-03-24,19342357240
2014-03-25,18951511940
2014-03-26,17939158540
2014-03-27,18321033620
2014-03-28,18199294920
2014-03-31,19412468780
2014-04-01,20352666380
2014-04-02,20445380310
2014-04-03,19383740520
2014-04-04,18094886310
2014-04-07,18341688180
2014-04-08,18519281060
2014-04-09,19044224720
2014-04-10,17725336420
2014-04-11,17660044920
2014-04-14,17229121020
2014-04-15,17112902150
2014-04-16,17788016260
2014-04-17,17687467350
2014-04-21,18439625430
2014-04-22,19323672340
2014-04-23,20069301270
2014-04-24,19806829440
2014-04-25,18243750930
2014-04-28,17465476250
2014-04-29,17513791960
2014-04-30,17739700550
2014-05-01,18239833440
2014-05-02,18171930280
2014-05-05,18498387780
2014-05-06,18221551820
2014-05-07,18494470290
2014-05-08,18271173360
2014-05-09,18716461390
2014-05-12,19356318090
2014-05-13,19441197040
2014-05-14,18899277590
2014-05-15,18901889250
2014-05-16,18806563660
2014-05-19,19862980130
2014-05-20,19369376390
2014-05-21,20105864510
2014-05-22,20551152540
2014-05-23,20788813600
2014-05-27,20854105100
2014-05-28,20552458370
2014-05-29,20876304210
2014-05-30,20664759750
2014-06-02,20720910440
2014-06-03,20838435140
2014-06-04,21014722190
2014-06-05,21427364470
2014-06-06,22061997850
2014-06-09,22375397050
2014-06-10,22904258200
2014-06-11,23165424200
2014-06-12,22461581830
2014-06-13,22268318990
2014-06-16,22118148540
2014-06-17,22179522550
2014-06-18,22330998830
2014-06-19,22551684100
2014-06-20,22854636660
2014-06-23,22286600610
2014-06-24,22035881250
2014-06-25,22311411380
2014-06-26,22327081340
2014-06-27,22551684100
2014-06-30,25199492680
2014-07-01,25786643400
2014-07-02,25470485320
2014-07-03,25809226120
2014-07-07,25128921680
2014-07-08,24126813480
2014-07-09,24732312660
2014-07-10,24557296580
2014-07-11,24931322879
2014-07-14,25099281860
2014-07-15,24239727080
2014-07-16,24147984780
2014-07-17,23452154720
2014-07-18,24565765100
2014-07-21,24825466379
2014-07-22,24884746020
2014-07-23,25495890879
2014-07-24,24248195600
2014-07-25,24139516260
2014-07-28,23440863360
2014-07-29,23532605660
2014-07-30,23294075680
2014-07-31,22570017220
2014-08-01,22705513540
2014-08-04,22824072820
2014-08-05,22550963050
2014-08-06,22484202884
2014-08-07,22466983560
2014-08-08,23634227900
2014-08-11,23167047879
2014-08-12,22994854640
2014-08-13,23447920460
2014-08-14,23713267420
2014-08-15,23792306940
2014-08-18,24315943760
2014-08-19,24063299580
2014-08-20,24411920320
2014-08-21,24289126780
2014-08-22,24276424000
2014-08-25,25110573220
2014-08-26,25327931900
2014-08-27,25397091480
2014-08-28,25275709360
2014-08-29,25315229120
2014-09-02,25367451660
2014-09-03,25092224760
2014-09-04,25010362400
2014-09-05,25229132500
2014-09-08,25432376980
2014-09-09,24721021300
2014-09-10,25143035879
2014-09-11,25001893879
2014-09-12,24382280500
2014-09-15,23725970200
2014-09-16,24420388840
2014-09-17,24982134000
2014-09-18,25111984640
2014-09-19,24313120920
2014-09-22,24060476740
2014-09-23,23608822340
2014-09-24,23802186879
2014-09-25,23130350960
2014-09-26,23350532480
2014-09-29,23517745240
2014-09-30,23332700640
2014-10-01,22589675400
2014-10-02,22709242680
2014-10-03,23243025180
2014-10-06,23218827040
2014-10-07,22485765740
2014-10-08,23244448600
2014-10-09,22662269820
2014-10-10,21909280640
2014-10-13,21354146840
2014-10-14,21226039040
2014-10-15,21862307780
2014-10-16,22807458660
2014-10-17,23473619220
2014-10-20,23410988740
2014-10-21,25557506100
2014-10-22,26307648440
2014-10-23,26452837280
2014-10-24,26919719040
2014-10-27,27231448020
2014-10-28,27137502300
2014-10-29,26885556960
2014-10-30,27531789640
2014-10-31,27412222360
2014-11-03,27661320860
2014-11-04,27245682220
2014-11-05,26528278540
2014-11-06,27026475540
2014-11-07,26525431700
2014-11-10,26798728340
2014-11-11,26765989680
2014-11-12,26606566640
2014-11-13,26333270000
2014-11-14,25692731000
2014-11-17,26035775220
2014-11-18,27023628700
2014-11-19,27049250260
2014-11-20,26512620920
2014-11-21,26451413860
2014-11-24,27210096720
2014-11-25,26932529820
2014-11-26,27315429800
2014-11-28,27171664379
2014-12-01,26992313460
2014-12-02,26784494140
