,CSCO
2009-04-13,103851450000
2009-04-14,104083650000
2009-04-15,101935800000
2009-04-16,104954399999
2009-04-17,104431949999
2009-04-20,100484550000
2009-04-21,102690450000
2009-04-22,101239200000
2009-04-23,102284100000
2009-04-24,106928100000
2009-04-27,106178600000
2009-04-28,107912600000
2009-04-29,111265000000
2009-04-30,111669600000
2009-05-01,113172399999
2009-05-04,112710000000
2009-05-05,113461400000
2009-05-06,113345800000
2009-05-07,109531000000
2009-05-08,108259400000
2009-05-11,107565800000
2009-05-12,108201600000
2009-05-13,104329000000
2009-05-14,104560200000
2009-05-15,103577600000
2009-05-18,108201600000
2009-05-19,109126400000
2009-05-20,107508000000
2009-05-21,104618000000
2009-05-22,103461999999
2009-05-26,106872199999
2009-05-27,105311600000
2009-05-28,106987800000
2009-05-29,106930000000
2009-06-01,112710000000
2009-06-02,113345800000
2009-06-03,111900800000
2009-06-04,113692600000
2009-06-05,114848600000
2009-06-08,114848600000
2009-06-09,116062399999
2009-06-10,115311000000
2009-06-11,116178000000
2009-06-12,115079800000
2009-06-15,111900800000
2009-06-16,110282399999
2009-06-17,110976000000
2009-06-18,109762199999
2009-06-19,109357600000
2009-06-22,106409800000
2009-06-23,107334600000
2009-06-24,107565800000
2009-06-25,109993400000
2009-06-26,109299800000
2009-06-29,109762199999
2009-06-30,107796999999
2009-07-01,108664000000
2009-07-02,106930000000
2009-07-06,107103400000
2009-07-07,105427199999
2009-07-08,104791400000
2009-07-09,105022600000
2009-07-10,106005200000
2009-07-13,107334600000
2009-07-14,108259400000
2009-07-15,114501800000
2009-07-16,116293600000
2009-07-17,118547800000
2009-07-20,122246999999
2009-07-21,124790200000
2009-07-22,123981000000
2009-07-23,126581999999
2009-07-24,126466400000
2009-07-27,125951280000
2009-07-28,126470310000
2009-07-29,125259240000
2009-07-30,126758660000
2009-07-31,126931670000
2009-08-03,130161190000
2009-08-04,129411480000
2009-08-05,127854390000
2009-08-06,128661770000
2009-08-07,127969730000
2009-08-10,124797880000
2009-08-11,122087390000
2009-08-12,123586810000
2009-08-13,124048170000
2009-08-14,122894770000
2009-08-17,119549910000
2009-08-18,121164670000
2009-08-19,122491079999
2009-08-20,126239630000
2009-08-21,127969730000
2009-08-24,127220020000
2009-08-25,126874000000
2009-08-26,126470310000
2009-08-27,126181960000
2009-08-28,126874000000
2009-08-31,124567200000
2009-09-01,122087390000
2009-09-02,124278850000
2009-09-03,123932829999
2009-09-04,125951280000
2009-09-08,126412640000
2009-09-09,128200410000
2009-09-10,132698670000
2009-09-11,133160030000
2009-09-14,131429930000
2009-09-15,132525660000
2009-09-16,134717120000
2009-09-17,134890130000
2009-09-18,134947799999
2009-09-21,136274210000
2009-09-22,135005470000
2009-09-23,131487600000
2009-09-24,130622549999
2009-09-25,130449540000
2009-09-28,136158870000
2009-09-29,134371100000
2009-09-30,135755180000
2009-10-01,133160030000
2009-10-02,130737890000
2009-10-05,132294980000
2009-10-06,134659450000
2009-10-07,136158870000
2009-10-08,136504890000
2009-10-09,138581010000
2009-10-12,137139260000
2009-10-13,137773630000
2009-10-14,140599460000
2009-10-15,140541790000
2009-10-16,138523340000
2009-10-19,139849750000
2009-10-20,139042370000
2009-10-21,138177320000
2009-10-22,139446060000
2009-10-23,139388390000
2009-10-26,136061700000
2009-10-27,135143140000
2009-10-28,132157820000
2009-10-29,135028320000
2009-10-30,130952210000
2009-11-02,132043000000
2009-11-03,131526310000
2009-11-04,133707890000
2009-11-05,137382130000
2009-11-06,136750620000
2009-11-09,137726590000
2009-11-10,135774649999
2009-11-11,137324720000
2009-11-12,134339399999
2009-11-13,136119110000
2009-11-16,137037670000
2009-11-17,138300690000
2009-11-18,137784000000
2009-11-19,135946880000
2009-11-20,134683860000
2009-11-23,137209899999
2009-11-24,136291339999
2009-11-25,136291339999
2009-11-27,134224580000
2009-11-30,134339399999
2009-12-01,137324720000
2009-12-02,137037670000
2009-12-03,136808029999
2009-12-04,138702560000
2009-12-07,138989610000
2009-12-08,136693210000
2009-12-09,136980260000
2009-12-10,137439540000
2009-12-11,136463570000
2009-12-14,136865440000
2009-12-15,134798680000
2009-12-16,134626450000
2009-12-17,133076380000
2009-12-18,133937529999
2009-12-21,135717240000
2009-12-22,136348750000
2009-12-23,136520980000
2009-12-24,137554360000
2009-12-28,138243280000
2009-12-29,138358100000
2009-12-30,138817380000
2009-12-31,137439540000
2010-01-04,141745290000
2010-01-05,141113780000
2010-01-06,140195220000
2010-01-07,140826730000
2010-01-08,141573060000
2010-01-11,141171190000
2010-01-12,138932200000
2010-01-13,141458240000
2010-01-14,143237950000
2010-01-15,140080400000
2010-01-19,142663850000
2010-01-20,140137810000
2010-01-21,137669180000
2010-01-22,131870770000
2010-01-25,131755689999
2010-01-26,131239899999
2010-01-27,132672649999
2010-01-28,129062120000
2010-01-29,128775570000
2010-02-01,130265630000
2010-02-02,131927620000
2010-02-03,132214170000
2010-02-04,132729960000
2010-02-05,135824700000
2010-02-08,134678500000
2010-02-09,136913590000
2010-02-10,136168560000
2010-02-11,137142830000
2010-02-12,136168560000
2010-02-16,137544000000
2010-02-17,137945170000
2010-02-18,139148680000
2010-02-19,139607160000
2010-02-22,139263300000
2010-02-23,137830550000
2010-02-24,139492540000
2010-02-25,139435230000
2010-02-26,139435230000
2010-03-01,140982600000
2010-03-02,141039910000
2010-03-03,142358040000
2010-03-04,142988450000
2010-03-05,144478510000
2010-03-08,149751030000
2010-03-09,149751030000
2010-03-10,148260970000
2010-03-11,148834070000
2010-03-12,148318280000
2010-03-15,149464480000
2010-03-16,149865650000
2010-03-17,150496060000
2010-03-18,150954540000
2010-03-19,149865650000
2010-03-22,150610680000
2010-03-23,152673840000
2010-03-24,151584950000
2010-03-25,151470330000
2010-03-26,151699570000
2010-03-29,151928810000
2010-03-30,152731150000
2010-03-31,149177930000
2010-04-01,148031730000
2010-04-05,149980270000
2010-04-06,150266820000
2010-04-07,150954540000
2010-04-08,150610680000
2010-04-09,152444600000
2010-04-12,152043430000
2010-04-13,151527640000
2010-04-14,154049280000
2010-04-15,155940510000
2010-04-16,154622380000
2010-04-19,155138170000
2010-04-20,155768580000
2010-04-21,156112440000
2010-04-22,156570920000
2010-04-23,157430570000
2010-04-26,158003670000
2010-04-27,154794310000
2010-04-28,154966240000
2010-04-29,157774430000
2010-04-30,154335830000
2010-05-03,156702600000
2010-05-04,151126400000
2010-05-05,151069500000
2010-05-06,145038100000
2010-05-07,140599900000
2010-05-10,148679700000
2010-05-11,147712400000
2010-05-12,152150600000
2010-05-13,145265700000
2010-05-14,141908600000
2010-05-17,141510300000
2010-05-18,138608400000
2010-05-19,138039400000
2010-05-20,132633900000
2010-05-21,133487400000
2010-05-24,132975300000
2010-05-25,132633900000
2010-05-26,130244100000
2010-05-27,134682300000
2010-05-28,131780400000
2010-06-01,130870000000
2010-06-02,132861500000
2010-06-03,134966800000
2010-06-04,130642400000
2010-06-07,129504400000
2010-06-08,130642400000
2010-06-09,129618200000
2010-06-10,129561300000
2010-06-11,130357900000
2010-06-14,129504400000
2010-06-15,132747699999
2010-06-16,132520100000
2010-06-17,131837300000
2010-06-18,133658099999
2010-06-21,132804600000
2010-06-22,130699300000
2010-06-23,130073400000
2010-06-24,128423300000
2010-06-25,126204200000
2010-06-28,127569800000
2010-06-29,123017800000
2010-06-30,121253900000
2010-07-01,120969400000
2010-07-02,120229700000
2010-07-06,121424600000
2010-07-07,127911200000
2010-07-08,128309500000
2010-07-09,129163000000
2010-07-12,130073400000
2010-07-13,131382100000
2010-07-14,135080599999
2010-07-15,136104800000
2010-07-16,129447500000
2010-07-19,129333700000
2010-07-20,131154500000
2010-07-21,128366400000
2010-07-22,132406300000
2010-07-23,132861500000
2010-07-26,134340900000
2010-07-27,132577000000
2010-07-28,133089100000
2010-07-29,132064900000
2010-07-30,131268300000
2010-08-02,133161000000
2010-08-03,133272900000
2010-08-04,135063300000
2010-08-05,135231150000
2010-08-06,134671650000
2010-08-09,138588150000
2010-08-10,136014450000
2010-08-11,132769350000
2010-08-12,119509200000
2010-08-13,119509200000
2010-08-16,122586450000
2010-08-17,123369750000
2010-08-18,125383950000
2010-08-19,124320900000
2010-08-20,124376850000
2010-08-23,121299600000
2010-08-24,118222350000
2010-08-25,118669950000
2010-08-26,115816500000
2010-08-27,116431950000
2010-08-30,113690400000
2010-08-31,111844049999
2010-09-01,113354700000
2010-09-02,114809400000
2010-09-03,117718800000
2010-09-07,115145099999
2010-09-08,115480800000
2010-09-09,115312950000
2010-09-10,115368900000
2010-09-13,118949700000
2010-09-14,120012750000
2010-09-15,120796050000
2010-09-16,122698350000
2010-09-17,122306700000
2010-09-20,121691250000
2010-09-21,121075800000
2010-09-22,121243650000
2010-09-23,120460350000
2010-09-24,123593550000
2010-09-27,123705450000
2010-09-28,122306700000
2010-09-29,122362650000
2010-09-30,122530499999
2010-10-01,122586450000
2010-10-04,121747200000
2010-10-05,123034049999
2010-10-06,124768500000
2010-10-07,125272050000
2010-10-08,125775600000
2010-10-11,125719650000
2010-10-12,126558900000
2010-10-13,129692100000
2010-10-14,129076650000
2010-10-15,130699200000
2010-10-18,130363500000
2010-10-19,128517150000
2010-10-20,130922999999
2010-10-21,130139700000
2010-10-22,131370600000
2010-10-25,132097950000
2010-10-26,130922999999
2010-10-27,130307550000
2010-10-28,129748050000
2010-10-29,127901700000
2010-11-01,126770520000
2010-11-02,128153270000
2010-11-03,131140010000
2010-11-04,133905510000
2010-11-05,134182060000
2010-11-08,134901090000
2010-11-09,134679850000
2010-11-10,135454189999
2010-11-11,113496120000
2010-11-12,111449649999
2010-11-15,110343450000
2010-11-16,107467330000
2010-11-17,107356710000
2010-11-18,108462910000
2010-11-19,108462910000
2010-11-22,108186360000
2010-11-23,106195200000
2010-11-24,107633260000
2010-11-26,108075740000
2010-11-29,107522640000
2010-11-30,105973960000
2010-12-01,106858920000
2010-12-02,106305820000
2010-12-03,105476170000
2010-12-06,107467330000
2010-12-07,107246090000
2010-12-08,107024850000
2010-12-09,108960700000
2010-12-10,108960700000
2010-12-13,108296979999
2010-12-14,108075740000
2010-12-15,107688570000
2010-12-16,109237250000
2010-12-17,108131050000
2010-12-20,108518220000
2010-12-21,108020430000
2010-12-22,108186360000
2010-12-23,108905390000
2010-12-27,111504960000
2010-12-28,112555850000
2010-12-29,112002750000
2010-12-30,111892130000
2010-12-31,111892130000
2011-01-03,113330189999
2011-01-04,113496120000
2011-01-05,114878870000
2011-01-06,115874450000
2011-01-07,115985070000
2011-01-10,114989490000
2011-01-11,115487280000
2011-01-12,116814720000
2011-01-13,116593479999
2011-01-14,117312510000
2011-01-18,117367820000
2011-01-19,115155420000
2011-01-20,114878870000
2011-01-21,114657630000
2011-01-24,117091270000
2011-01-25,119137740000
2011-01-26,118474020000
2011-01-27,118584640000
2011-01-28,115763830000
2011-01-31,116494199999
2011-02-01,118256760000
2011-02-02,119082960000
2011-02-03,120680280000
2011-02-04,121451400000
2011-02-07,121341240000
2011-02-08,121120919999
2011-02-09,121396320000
2011-02-10,104211360000
2011-02-11,102999600000
2011-02-14,103605480000
2011-02-15,102834360000
2011-02-16,102338639999
2011-02-17,102889440000
2011-02-18,103825800000
2011-02-22,102393720000
2011-02-23,101347199999
2011-02-24,101126880000
2011-02-25,102669120000
2011-02-28,102228480000
2011-03-01,102228480000
2011-03-02,101898000000
2011-03-03,102063240000
2011-03-04,101347199999
2011-03-07,100245600000
2011-03-08,100355760000
2011-03-09,99804960000
2011-03-10,98703360000
2011-03-11,98868600000
2011-03-14,98317800000
2011-03-15,95784120000
2011-03-16,93911400000
2011-03-17,93636000000
2011-03-18,94407120000
2011-03-21,95784120000
2011-03-22,96114600000
2011-03-23,96830639999
2011-03-24,95618880000
2011-03-25,95178240000
2011-03-28,94682520000
2011-03-29,96059520000
2011-03-30,95453639999
2011-03-31,94462199999
2011-04-01,93856320000
2011-04-04,93966480000
2011-04-05,94847760000
2011-04-06,99529560000
2011-04-07,98648280000
2011-04-08,97216199999
2011-04-11,96224760000
2011-04-12,96059520000
2011-04-13,95013000000
2011-04-14,94572360000
2011-04-15,93801240000
2011-04-18,92148840000
2011-04-19,91487880000
2011-04-20,93250440000
2011-04-21,93305520000
2011-04-25,94186800000
2011-04-26,96500160000
2011-04-27,94682520000
2011-04-28,95233320000
2011-04-29,96500160000
2011-05-02,96355979999
2011-05-03,95424210000
2011-05-04,95753070000
2011-05-05,95807880000
2011-05-06,96246360000
2011-05-09,96465600000
2011-05-10,97506990000
2011-05-11,97452180000
2011-05-12,92793330000
2011-05-13,92519280000
2011-05-16,90984600000
2011-05-17,91203840000
2011-05-18,91258649999
2011-05-19,91313460000
2011-05-20,90600930000
2011-05-23,89614350000
2011-05-24,89175870000
2011-05-25,88737390000
2011-05-26,89066250000
2011-05-27,90217260000
2011-05-31,92080800000
2011-06-01,89778780000
2011-06-02,89066250000
2011-06-03,87750810000
2011-06-06,87641190000
2011-06-07,85010310000
2011-06-08,83859300000
2011-06-09,83914110000
2011-06-10,82872720000
2011-06-13,82543860000
2011-06-14,82653480000
2011-06-15,81338040000
2011-06-16,82489050000
2011-06-17,82050570000
2011-06-20,82982340000
2011-06-21,85010310000
2011-06-22,84188160000
2011-06-23,84791070000
2011-06-24,81831330000
2011-06-27,82489050000
2011-06-28,82927530000
2011-06-29,84078540000
2011-06-30,85558410000
2011-07-01,86928660000
2011-07-05,85887270000
2011-07-06,85284360000
2011-07-07,87147900000
2011-07-08,86270940000
2011-07-11,84571830000
2011-07-12,85503600000
2011-07-13,85339170000
2011-07-14,84571830000
2011-07-15,85448790000
2011-07-18,84626640000
2011-07-19,85832460000
2011-07-20,86709420000
2011-07-21,89614350000
2011-07-22,90217260000
2011-07-25,89230680000
2011-07-26,89285490000
2011-07-27,85996890000
2011-07-28,87750810000
2011-07-29,87531570000
2011-08-01,85387020000
2011-08-02,83391240000
2011-08-03,83553060000
2011-08-04,79939080000
2011-08-05,80586360000
2011-08-08,75192360000
2011-08-09,75839640000
2011-08-10,74059620000
2011-08-11,85872480000
2011-08-12,86250060000
2011-08-15,86465820000
2011-08-16,86304000000
2011-08-17,85494900000
2011-08-18,80963940000
2011-08-19,81341520000
2011-08-22,80963940000
2011-08-23,83283360000
2011-08-24,83391240000
2011-08-25,81341520000
2011-08-26,82636080000
2011-08-29,84901560000
2011-08-30,84308220000
2011-08-31,84523980000
2011-09-01,85333080000
2011-09-02,83121540000
2011-09-06,82420320000
2011-09-07,85656720000
2011-09-08,87868260000
2011-09-09,85333080000
2011-09-12,86789460000
2011-09-13,88191900000
2011-09-14,88084019999
2011-09-15,89917980000
2011-09-16,89648280000
2011-09-19,89054940000
2011-09-20,89162820000
2011-09-21,85440960000
2011-09-22,82690020000
2011-09-23,84200340000
2011-09-26,86250060000
2011-09-27,86681580000
2011-09-28,85440960000
2011-09-29,85494900000
2011-09-30,83607000000
2011-10-03,81934860000
2011-10-04,84038520000
2011-10-05,87167040000
2011-10-06,90349500000
2011-10-07,89864040000
2011-10-10,92183460000
2011-10-11,91644059999
2011-10-12,93046500000
2011-10-13,93963480000
2011-10-14,94664700000
2011-10-17,92614980000
2011-10-18,94448940000
2011-10-19,92561040000
2011-10-20,92722860000
2011-10-21,93747720000
2011-10-24,94610760000
2011-10-25,95042280000
2011-10-26,94988340000
2011-10-27,99465360000
2011-10-28,100112640000
2011-10-31,99469040000
2011-11-01,94423120000
2011-11-02,95818800000
2011-11-03,97590240000
2011-11-04,96785040000
2011-11-07,96677680000
2011-11-08,98288080000
2011-11-09,94530480000
2011-11-10,99898480000
2011-11-11,102099360000
2011-11-14,101669920000
2011-11-15,102636160000
2011-11-16,100918400000
2011-11-17,99200640000
2011-11-18,98878560000
2011-11-21,96624000000
2011-11-22,96194560000
2011-11-23,93456880000
2011-11-25,93940000000
2011-11-28,96677680000
2011-11-29,94906240000
2011-11-30,100059520000
2011-12-01,99737439999
2011-12-02,99576400000
2011-12-05,100864720000
2011-12-06,100542640000
2011-12-07,101938319999
2011-12-08,99683760000
2011-12-09,101347840000
2011-12-12,99469040000
2011-12-13,99146960000
2011-12-14,96516640000
2011-12-15,96838720000
2011-12-16,96301920000
2011-12-19,94959920000
2011-12-20,98824880000
2011-12-21,96194560000
2011-12-22,97321840000
2011-12-23,99146960000
2011-12-27,99737439999
2011-12-28,97482880000
2011-12-29,97966000000
2011-12-30,97053439999
2012-01-03,100005840000
2012-01-04,101938319999
2012-01-05,101562560000
2012-01-06,101186800000
2012-01-09,101830960000
2012-01-10,101079439999
2012-01-11,102367760000
2012-01-12,102797200000
2012-01-13,102314080000
2012-01-17,103602400000
2012-01-18,104890720000
2012-01-19,106232720000
2012-01-20,106930560000
2012-01-23,106447439999
2012-01-24,106393760000
2012-01-25,106447439999
2012-01-26,106447439999
2012-01-27,104998080000
2012-01-30,105389280000
2012-01-31,105874199999
2012-02-01,106682400000
2012-02-02,106682400000
2012-02-03,108244920000
2012-02-06,108783720000
2012-02-07,108837600000
2012-02-08,110076840000
2012-02-09,107760000000
2012-02-10,107221199999
2012-02-13,107921640000
2012-02-14,108137160000
2012-02-15,107275080000
2012-02-16,108783720000
2012-02-17,109322520000
2012-02-21,109699680000
2012-02-22,108406560000
2012-02-23,108999240000
2012-02-24,108514320000
2012-02-27,108675960000
2012-02-28,108837600000
2012-02-29,107113440000
2012-03-01,107113440000
2012-03-02,106466880000
2012-03-05,105604800000
2012-03-06,104958240000
2012-03-07,104581080000
2012-03-08,106035840000
2012-03-09,106682400000
2012-03-12,106844039999
2012-03-13,108945360000
2012-03-14,108837600000
2012-03-15,107275080000
2012-03-16,107921640000
2012-03-19,108514320000
2012-03-20,110831160000
2012-03-21,110454000000
2012-03-22,109807440000
2012-03-23,110615640000
2012-03-26,112285920000
2012-03-27,112663080000
2012-03-28,113579039999
2012-03-29,113309640000
2012-03-30,113956199999
2012-04-02,114171720000
2012-04-03,112178160000
2012-04-04,109699680000
2012-04-05,108945360000
2012-04-09,107544480000
2012-04-10,105335400000
2012-04-11,107867760000
2012-04-12,108083280000
2012-04-13,106951800000
2012-04-16,106305240000
2012-04-17,108191039999
2012-04-18,108083280000
2012-04-19,107275080000
2012-04-20,107275080000
2012-04-23,106035840000
2012-04-24,104634960000
2012-04-25,105012119999
2012-04-26,105604800000
2012-04-27,107652240000
2012-04-30,107472960000
2012-05-01,106513380000
2012-05-02,105767040000
2012-05-03,105127320000
2012-05-04,101928720000
2012-05-07,101715479999
2012-05-08,99743010000
2012-05-09,100116180000
2012-05-10,89614110000
2012-05-11,88014810000
2012-05-14,89027700000
2012-05-15,88174740000
2012-05-16,88974390000
2012-05-17,88228050000
2012-05-18,87801570000
2012-05-21,88867770000
2012-05-22,89187630000
2012-05-23,88974390000
2012-05-24,87375090000
2012-05-25,87055229999
2012-05-29,88441290000
2012-05-30,87375090000
2012-05-31,87055229999
2012-06-01,85082760000
2012-06-04,85882410000
2012-06-05,85935720000
2012-06-06,88921080000
2012-06-07,88387979999
2012-06-08,89187630000
2012-06-11,87854880000
2012-06-12,89507490000
2012-06-13,88814460000
2012-06-14,90200520000
2012-06-15,91160100000
2012-06-18,91373340000
2012-06-19,91586580000
2012-06-20,93345810000
2012-06-21,90253830000
2012-06-22,91320030000
2012-06-25,90253830000
2012-06-26,89667420000
2012-06-27,89187630000
2012-06-28,87854880000
2012-06-29,91533270000
2012-07-02,91053479999
2012-07-03,91426650000
2012-07-05,90307140000
2012-07-06,89400870000
2012-07-09,88761150000
2012-07-10,87481710000
2012-07-11,87321780000
2012-07-12,85189380000
2012-07-13,86948610000
2012-07-16,86308890000
2012-07-17,86522130000
2012-07-18,89027700000
2012-07-19,88921080000
2012-07-20,87215160000
2012-07-23,85669170000
2012-07-24,80604720000
2012-07-25,82204020000
2012-07-26,81990780000
2012-07-27,83643390000
2012-07-30,84126870000
2012-07-31,84550950000
2012-08-01,84709980000
2012-08-02,83437740000
2012-08-03,86671350000
2012-08-06,88473690000
2012-08-07,90859140000
2012-08-08,90965160000
2012-08-09,93827700000
2012-08-10,92979540000
2012-08-13,91919340000
2012-08-14,91018170000
2012-08-15,91972350000
2012-08-16,100825020000
2012-08-17,101037060000
2012-08-20,100400940000
2012-08-21,101567160000
2012-08-22,101885220000
2012-08-23,101408130000
2012-08-24,101779200000
2012-08-27,102627360000
2012-08-28,101885220000
2012-08-29,101779200000
2012-08-30,100188900000
2012-08-31,101143079999
2012-09-04,100719000000
2012-09-05,100188900000
2012-09-06,104588730000
2012-09-07,103687560000
2012-09-10,101514150000
2012-09-11,100931040000
2012-09-12,101143079999
2012-09-13,102627360000
2012-09-14,103316489999
2012-09-17,101567160000
2012-09-18,100984050000
2012-09-19,101355120000
2012-09-20,101302110000
2012-09-21,100188900000
2012-09-24,99658800000
2012-09-25,98916660000
2012-09-26,98492579999
2012-09-27,99658800000
2012-09-28,101249100000
2012-10-01,100931040000
2012-10-02,100029870000
2012-10-03,100347930000
2012-10-04,100188900000
2012-10-05,99976860000
2012-10-08,100188900000
2012-10-09,99658800000
2012-10-10,97061310000
2012-10-11,96796260000
2012-10-12,97591410000
2012-10-15,98333550000
2012-10-16,99923850000
2012-10-17,99128700000
2012-10-18,98651610000
2012-10-19,95630040000
2012-10-22,96425190000
2012-10-23,95471010000
2012-10-24,92131380000
2012-10-25,91177200000
2012-10-26,91654290000
2012-10-31,91203700000
2012-11-01,93118180000
2012-11-02,92267300000
2012-11-05,92533200000
2012-11-06,92958640000
2012-11-07,91522780000
2012-11-08,89501939999
2012-11-09,89448760000
2012-11-12,89661480000
2012-11-13,89608300000
2012-11-14,93915880000
2012-11-15,95404920000
2012-11-16,95670819999
2012-11-19,97319400000
2012-11-20,97532120000
2012-11-21,98276640000
2012-11-23,100191120000
2012-11-26,101307900000
2012-11-27,100829280000
2012-11-28,100137939999
2012-11-29,101095180000
2012-11-30,100563380000
2012-12-03,101201540000
2012-12-04,101946060000
2012-12-05,102158780000
2012-12-06,103594640000
2012-12-07,102850120000
2012-12-10,105243220000
2012-12-11,105190040000
2012-12-12,104924140000
2012-12-13,104977319999
2012-12-14,105615480000
2012-12-17,106944980000
2012-12-18,108380840000
2012-12-19,107795860000
2012-12-20,107636319999
2012-12-21,106147280000
2012-12-24,105455939999
2012-12-26,105934560000
2012-12-27,104498700000
2012-12-28,103435100000
2012-12-31,104498700000
2013-01-02,108168120000
2013-01-03,108753100000
2013-01-04,108912640000
2013-01-07,107902220000
2013-01-08,108008580000
2013-01-09,107955400000
2013-01-10,108699920000
2013-01-11,108912640000
2013-01-14,111518460000
2013-01-15,111571640000
2013-01-16,111837540000
2013-01-17,111412100000
2013-01-18,111784360000
2013-01-22,110986660000
2013-01-23,109657160000
2013-01-24,111784360000
2013-01-25,112475700000
2013-01-28,112228740000
2013-01-29,110736620000
2013-01-30,109670819999
2013-01-31,109617530000
2013-02-01,111003069999
2013-02-04,110949780000
2013-02-05,112335319999
2013-02-06,112921510000
2013-02-07,112441900000
2013-02-08,112761640000
2013-02-11,113347830000
2013-02-12,111749130000
2013-02-13,112655060000
2013-02-14,111855709999
2013-02-15,111855709999
2013-02-19,114360340000
2013-02-20,112495190000
2013-02-21,110630040000
2013-02-22,111376100000
2013-02-25,110097140000
2013-02-26,109830690000
2013-02-27,111322810000
2013-02-28,111162940000
2013-03-01,111003069999
2013-03-04,110523459999
2013-03-05,113081380000
2013-03-06,115745880000
2013-03-07,116172200000
2013-03-08,116332069999
2013-03-11,116598520000
2013-03-12,115639300000
2013-03-13,114999819999
2013-03-14,115053110000
2013-03-15,116864970000
2013-03-18,115479430000
2013-03-19,114680080000
2013-03-20,115479430000
2013-03-21,111056360000
2013-03-22,110576750000
2013-03-25,111109650000
2013-03-26,111109650000
2013-03-27,111003069999
2013-03-28,111376100000
2013-04-01,111003069999
2013-04-02,113081380000
2013-04-03,112974800000
2013-04-04,112122160000
2013-04-05,109830690000
2013-04-08,109617530000
2013-04-09,111749130000
2013-04-10,114413630000
2013-04-11,115586010000
2013-04-12,114786660000
2013-04-15,112175450000
2013-04-16,112761640000
2013-04-17,109937270000
2013-04-18,109670819999
2013-04-19,109031340000
2013-04-22,109724110000
2013-04-23,111429390000
2013-04-24,108658310000
2013-04-25,109990560000
2013-04-26,110150430000
2013-04-29,112620640000
2013-04-30,112298560000
2013-05-01,109399840000
2013-05-02,111278640000
2013-05-03,111815439999
2013-05-06,111708080000
2013-05-07,109399840000
2013-05-08,111224960000
2013-05-09,111815439999
2013-05-10,113264800000
2013-05-13,114177360000
2013-05-14,114177360000
2013-05-15,113855280000
2013-05-16,128241520000
2013-05-17,130120319999
2013-05-20,128563600000
2013-05-21,128885680000
2013-05-22,125289120000
2013-05-23,126201680000
2013-05-24,126309040000
2013-05-28,128241520000
2013-05-29,129476160000
2013-05-30,130818160000
2013-05-31,129476160000
2013-06-03,130871840000
2013-06-04,130764480000
2013-06-05,130549760000
2013-06-06,131784400000
2013-06-07,131462319999
2013-06-10,130764480000
2013-06-11,129207760000
2013-06-12,128778319999
2013-06-13,130710800000
2013-06-14,129315120000
2013-06-17,132589600000
2013-06-18,133233760000
2013-06-19,132482240000
2013-06-20,131193920000
2013-06-21,131408640000
2013-06-24,129100400000
2013-06-25,128885680000
2013-06-26,130871840000
2013-06-27,132213840000
2013-06-28,130657120000
2013-07-01,130657120000
2013-07-02,130549760000
2013-07-03,131999120000
2013-07-05,131891760000
2013-07-08,132213840000
2013-07-09,135058880000
2013-07-10,136400880000
2013-07-11,138870160000
2013-07-12,139245920000
2013-07-15,139192240000
2013-07-16,138011280000
2013-07-17,138064960000
2013-07-18,138816480000
2013-07-19,138601760000
2013-07-22,138064960000
2013-07-23,137206080000
2013-07-24,137367120000
2013-07-25,136884000000
2013-07-26,136884000000
2013-07-29,136224739999
2013-07-30,138053260000
2013-07-31,137623020000
2013-08-01,139236420000
2013-08-02,140849820000
2013-08-05,141495180000
2013-08-06,140957380000
2013-08-07,140473360000
2013-08-08,141226280000
2013-08-09,140096900000
2013-08-12,141656520000
2013-08-13,141548960000
2013-08-14,141871640000
2013-08-15,131707219999
2013-08-16,130524060000
2013-08-19,130524060000
2013-08-20,130792960000
2013-08-21,129448460000
2013-08-22,129125780000
2013-08-23,128319080000
2013-08-26,128157739999
2013-08-27,126329219999
2013-08-28,126114100000
2013-08-29,126114100000
2013-08-30,125361180000
2013-09-03,126275440000
2013-09-04,127835060000
2013-09-05,127404820000
2013-09-06,126651900000
2013-09-09,128641760000
2013-09-10,129932480000
2013-09-11,131115640000
2013-09-12,130631620000
2013-09-13,130792960000
2013-09-16,131115640000
2013-09-17,131061860000
2013-09-18,133374400000
2013-09-19,132406360000
2013-09-20,131814780000
2013-09-23,130524060000
2013-09-24,129824920000
2013-09-25,131384540000
2013-09-26,127835060000
2013-09-27,125468739999
2013-09-30,126006540000
2013-10-01,124984719999
2013-10-02,125414960000
2013-10-03,123747780000
2013-10-04,123801560000
2013-10-07,123102420000
2013-10-08,121704140000
2013-10-09,121005000000
2013-10-10,123747780000
2013-10-11,125199840000
2013-10-14,125522520000
2013-10-15,124662040000
2013-10-16,123694000000
2013-10-17,122510840000
2013-10-18,123478880000
2013-10-21,123317540000
2013-10-22,121811699999
2013-10-23,119714280000
2013-10-24,120305860000
2013-10-25,120789880000
2013-10-28,119379700000
2013-10-29,120862019999
2013-10-30,120226740000
2013-10-31,119432640000
2013-11-01,119485580000
2013-11-04,119538519999
2013-11-05,122132580000
2013-11-06,123244320000
2013-11-07,122344340000
2013-11-08,124461940000
2013-11-11,124144300000
2013-11-12,125626620000
2013-11-13,127056000000
2013-11-14,113132780000
2013-11-15,114032760000
2013-11-18,112709260000
2013-11-19,113397480000
2013-11-20,112391620000
2013-11-21,113662180000
2013-11-22,113609240000
2013-11-25,112603380000
