,ORLY
2013-12-30,13732117080
2013-12-31,13667843610
2014-01-02,13673153159
2014-01-03,13702886640
2014-01-06,13753858320
2014-01-07,14124464909
2014-01-08,14078802780
2014-01-09,14069245590
2014-01-10,14122341090
2014-01-13,13828192020
2014-01-14,14080926600
2014-01-15,14138269739
2014-01-16,14199860520
2014-01-17,14386756679
2014-01-21,14440914090
2014-01-22,14444099820
2014-01-23,14266760850
2014-01-24,14076678960
2014-01-27,14129774460
2014-01-28,14023583460
2014-01-29,13836687300
2014-01-30,14048007390
2014-01-31,13908897179
2014-02-03,13911021000
2014-02-04,14281627590
2014-02-05,14289060960
2014-02-06,15580343520
2014-02-07,15843697199
2014-02-10,15736444290
2014-02-11,15987055050
2014-02-12,16069884030
2014-02-13,16228108620
2014-02-14,16439428710
2014-02-18,16434119159
2014-02-19,16269523110
2014-02-20,16381023659
2014-02-21,16331113890
2014-02-24,16339609170
2014-02-25,16283327940
2014-02-26,16080503130
2014-02-27,15981745500
2014-02-28,16018912350
2014-03-03,16048645830
2014-03-04,16076255489
2014-03-05,15979621679
2014-03-06,15902102250
2014-03-07,15978559770
2014-03-10,16021036170
2014-03-11,15880864050
2014-03-12,15843697199
2014-03-13,15576095880
2014-03-14,15692905980
2014-03-17,15762992040
2014-03-18,15766177770
2014-03-19,15633439020
2014-03-20,15580343520
2014-03-21,15811839900
2014-03-24,15589900710
2014-03-25,15580343520
2014-03-26,15587776890
2014-03-27,15469904880
2014-03-28,15708834630
2014-03-31,15695507079
2014-04-01,15797048200
2014-04-02,15801279079
2014-04-03,15710315160
2014-04-04,15336940000
2014-04-07,15128569160
2014-04-08,15247033800
2014-04-09,15332709120
2014-04-10,15066163680
2014-04-11,15012219960
2014-04-14,15125396000
2014-04-15,15109530200
2014-04-16,15288284880
2014-04-17,15489251680
2014-04-21,15650025120
2014-04-22,15648967399
2014-04-23,15666948640
2014-04-24,15621466680
2014-04-25,15620408960
2014-04-28,15705026559
2014-04-29,15863684559
2014-04-30,15737815880
2014-05-01,15644736520
2014-05-02,15751566239
2014-05-05,15619351239
2014-05-06,15553772600
2014-05-07,15448000600
2014-05-08,15501944320
2014-05-09,15718776920
2014-05-12,15931378640
2014-05-13,15766374320
2014-05-14,15629928440
2014-05-15,15454346920
2014-05-16,15478674480
2014-05-19,15514636960
2014-05-20,15412038120
2014-05-21,15491367120
2014-05-22,15666948640
2014-05-23,15721950079
2014-05-27,15541079960
2014-05-28,15515694680
2014-05-29,15497713440
2014-05-30,15648967399
2014-06-02,15745219920
2014-06-03,15706084280
2014-06-04,15955706200
2014-06-05,16019169399
2014-06-06,16222251640
2014-06-09,16115421920
2014-06-10,16060420480
2014-06-11,15973687440
2014-06-12,15733585000
2014-06-13,15817144880
2014-06-16,15717719200
2014-06-17,15736758160
2014-06-18,15985322360
2014-06-19,15926090040
2014-06-20,15970514280
2014-06-23,15846761040
2014-06-24,15776951520
2014-06-25,15785413280
2014-06-26,15792817320
2014-06-27,15840414719
2014-06-30,15586798800
2014-07-01,15680981980
2014-07-02,15721346200
2014-07-03,15830019099
2014-07-07,15783445000
2014-07-08,15738940860
2014-07-09,16109463700
2014-07-10,15896257820
2014-07-11,15949041800
2014-07-14,16134303219
2014-07-15,15964566500
2014-07-16,15930412159
2014-07-17,15737905880
2014-07-18,15817599340
2014-07-21,15545399599
2014-07-22,15098288240
2014-07-23,15173841780
2014-07-24,15707891460
2014-07-25,15704786520
2014-07-28,15688226840
2014-07-29,15551609480
2014-07-30,15778270099
2014-07-31,15524700000
2014-08-01,15534014820
2014-08-04,15610603340
2014-08-05,15525734980
2014-08-06,15532979840
2014-08-07,15406712280
2014-08-08,15800004680
2014-08-11,15845543800
2014-08-12,15732730980
2014-08-13,15630267960
2014-08-14,15930412159
2014-08-15,15725486120
2014-08-18,15927307219
2014-08-19,15929377180
2014-08-20,16054609760
2014-08-21,15987336060
2014-08-22,16085659159
2014-08-25,16245046080
2014-08-26,16035980120
2014-08-27,16073239400
2014-08-28,16193297080
2014-08-29,16143618039
2014-09-02,16207786800
2014-09-03,16264193210
2014-09-04,16293690140
2014-09-05,16409607900
2014-09-08,16377523520
2014-09-09,16192262099
2014-09-10,16164317640
2014-09-11,16020455420
2014-09-12,15962496539
2014-09-15,15926272240
2014-09-16,16044259960
2014-09-17,16009070640
2014-09-18,16060819640
2014-09-19,15921097340
2014-09-22,15702716560
2014-09-23,15611638320
2014-09-24,15692366760
2014-09-25,15480195860
2014-09-26,15663387320
2014-09-29,15712031380
2014-09-30,15282590400
2014-10-01,15189081600
2014-10-02,15342557999
2014-10-03,15573280800
2014-10-06,15513313200
2014-10-07,15379148400
2014-10-08,15560067600
2014-10-09,15252098400
2014-10-10,15403542000
2014-10-13,15096589200
2014-10-14,15144360000
2014-10-15,15207376800
2014-10-16,15191114400
2014-10-17,15457919400
2014-10-20,15750134400
2014-10-21,16150596000
2014-10-22,15994070400
2014-10-23,17018601600
2014-10-24,17327587200
2014-10-27,17410932000
2014-10-28,17617261200
2014-10-29,17691458400
2014-10-30,17776836000
2014-10-31,17876443200
2014-11-03,17874410400
2014-11-04,18001460400
2014-11-05,18037034400
2014-11-06,18255560400
2014-11-07,18193560000
2014-11-10,18304347600
2014-11-11,18227101200
2014-11-12,18296216400
2014-11-13,18460873200
2014-11-14,18283003200
2014-11-17,18020772000
2014-11-18,18149854800
2014-11-19,18111231600
2014-11-20,18164084400
2014-11-21,18197625600
2014-11-24,18341954400
2014-11-25,18188478000
2014-11-26,18327724800
2014-11-28,18573693600
2014-12-01,18449692800
2014-12-02,18697694400
2014-12-03,19176418800
2014-12-04,19202845200
2014-12-05,19102221600
2014-12-08,18963991200
2014-12-09,19569765600
2014-12-10,19395961200
2014-12-11,19501666800
2014-12-12,19513863600
2014-12-15,19536224400
2014-12-16,19328878800
2014-12-17,19535208000
2014-12-18,19675471200
2014-12-19,19630749600
2014-12-22,19815226200
2014-12-23,19825898400
2014-12-24,19713078000
2014-12-26,19717143600
2014-12-29,19868587200
2014-12-30,19733406000
2014-12-31,19572503440
2015-01-02,19520681320
2015-01-05,19176216640
2015-01-06,19111184960
2015-01-07,19284941480
2015-01-08,19635502880
2015-01-09,19083749720
2015-01-12,18857154960
2015-01-13,18569593000
2015-01-14,18539617460
2015-01-15,18286095520
2015-01-16,18585850920
2015-01-20,18942509040
2015-01-21,18795171640
2015-01-22,19237183840
2015-01-23,19314408960
2015-01-26,19436343360
2015-01-27,19404843640
2015-01-28,19435327240
2015-01-29,19575551800
2015-01-30,19038024320
2015-02-02,19334731360
2015-02-03,19639567360
2015-02-04,19581648520
2015-02-05,21159682880
2015-02-06,21010821300
2015-02-09,20837572840
2015-02-10,20935120360
2015-02-11,21079409400
2015-02-12,20989990840
2015-02-13,20886346600
2015-02-17,20901588400
2015-02-18,20909717360
2015-02-19,20821314920
2015-02-20,20915814080
2015-02-23,21188134240
2015-02-24,21088554480
2015-02-25,21205408280
2015-02-26,21271456080
2015-02-27,21148505560
2015-03-02,21541744000
2015-03-03,21507195920
2015-03-04,21118021960
2015-03-05,21137328240
2015-03-06,20748154280
2015-03-09,20991006960
2015-03-10,20633332720
2015-03-11,20756791300
2015-03-12,21292794600
2015-03-13,21361890760
2015-03-16,21852168660
2015-03-17,21749032480
2015-03-18,21776975780
2015-03-19,21843531640
2015-03-20,21825241480
2015-03-23,21876047480
2015-03-24,21797298180
2015-03-25,21234875760
2015-03-26,21459438280
2015-03-27,21889257040
2015-03-30,22291640560
2015-03-31,21742283280
2015-04-01,21647769100
2015-04-02,21675922260
2015-04-06,21738261400
2015-04-07,21730720375
2015-04-08,21929300700
2015-04-09,21971530440
2015-04-10,22121848205
2015-04-13,21941366340
2015-04-14,21822720880
2015-04-15,21709102770
2015-04-16,21658829270
2015-04-17,21522085350
2015-04-20,21833781050
2015-04-21,21825737290
2015-04-22,21785518490
2015-04-23,22955885570
2015-04-24,23060454450
2015-04-27,22636146110
2015-04-28,22749764220
2015-04-29,22216865120
2015-04-30,21902153010
2015-05-01,22325455880
2015-05-04,22400866130
2015-05-05,22072077440
2015-05-06,21856906860
2015-05-07,22058000860
2015-05-08,22229936230
2015-05-11,22168602560
2015-05-12,22139946665
2015-05-13,22078110260
2015-05-14,22349587160
2015-05-15,22427008350
2015-05-18,22549675690
2015-05-19,22515489710
2015-05-20,22354614510
2015-05-21,22617042180
2015-05-22,22562746800
2015-05-26,22404888010
2015-05-27,22375729380
2015-05-28,22388800490
2015-05-29,22073082910
2015-06-01,22370702030
2015-06-02,22411926300
2015-06-03,22544648340
2015-06-04,22333499640
2015-06-05,22330483230
2015-06-08,22305346480
2015-06-09,22414942710
2015-06-10,22691446960
2015-06-11,22726638410
2015-06-12,22668321150
2015-06-15,22454156040
2015-06-16,22709545420
2015-06-17,22745742340
2015-06-18,23061459920
2015-06-19,23070509150
2015-06-22,23190160080
2015-06-23,23302772720
2015-06-24,23144913930
2015-06-25,23303778190
2015-06-26,23368128270
2015-06-29,22766857210
2015-06-30,22433034600
2015-07-01,22929384600
2015-07-02,22955194800
2015-07-06,23078289600
2015-07-07,23233150800
2015-07-08,22913005050
2015-07-09,22969092600
2015-07-10,23417793000
2015-07-13,23806931400
2015-07-14,23554785600
2015-07-15,23595486300
2015-07-16,23722551900
2015-07-17,23694756300
2015-07-20,23844654000
2015-07-21,23796011700
2015-07-22,23889325500
2015-07-23,23891310900
2015-07-24,24008449500
2015-07-27,23808916800
2015-07-28,23919106500
2015-07-29,23994551700
2015-07-30,23641150500
2015-07-31,23855573700
2015-08-03,23974697700
2015-08-04,24159339900
2015-08-05,24238755900
2015-08-06,23941938600
2015-08-07,24267544200
2015-08-10,24588186300
2015-08-11,24583222800
2015-08-12,24543514800
2015-08-13,25206638400
2015-08-14,25251309900
2015-08-17,25278112800
2015-08-18,25259251500
2015-08-19,25459776900
2015-08-20,24948536400
2015-08-21,23643135900
2015-08-24,23015749500
2015-08-25,22999866300
2015-08-26,23728508100
2015-08-27,24118639200
2015-08-28,23923077300
2015-08-31,23831748900
2015-09-01,22984975800
2015-09-02,23791048200
2015-09-03,23620303800
2015-09-04,23293705500
2015-09-08,23675895000
2015-09-09,23748362100
2015-09-10,23947894800
2015-09-11,24405529500
2015-09-14,24248682900
2015-09-15,24756945300
2015-09-16,25065675000
2015-09-17,24885003600
2015-09-18,24451193700
2015-09-21,24500828700
2015-09-22,24310230300
2015-09-23,24604069500
2015-09-24,24616974600
2015-09-25,25037879400
2015-09-28,24408507600
2015-09-29,24120624600
2015-09-30,24618500000
2015-10-01,24805600600
2015-10-02,24846959680
2015-10-05,25033075540
2015-10-06,24991716460
2015-10-07,24793783720
2015-10-08,24969067440
2015-10-09,24982853800
2015-10-12,25314711180
2015-10-13,24762272040
2015-10-14,24351635460
2015-10-15,24761287300
2015-10-16,25016334960
2015-10-19,24837112280
2015-10-20,24849913900
2015-10-21,24933616800
2015-10-22,25305848520
2015-10-23,25606194219
2015-10-26,25846470780
2015-10-27,25617026360
2015-10-28,25902600960
2015-10-29,27173900300
2015-10-30,27204427240
2015-11-02,26966120159
2015-11-03,26736675740
2015-11-04,26836134480
2015-11-05,26930669520
2015-11-06,26915898420
2015-11-09,26547605659
2015-11-10,26808561760
2015-11-11,26683499780
2015-11-12,26282710599
2015-11-13,25586499420
2015-11-16,26240366780
2015-11-17,26263015800
2015-11-18,26528895599
2015-11-19,26485567039
2015-11-20,26637217000
2015-11-23,26415650500
2015-11-24,26337856039
2015-11-25,26409742060
2015-11-27,26400879400
2015-11-30,25984334380
2015-12-01,25832684420
2015-12-02,25770645800
2015-12-03,24950357380
2015-12-04,25466361140
2015-12-07,25297970599
2015-12-08,25480147500
2015-12-09,25378719280
2015-12-10,25251687820
2015-12-11,24513132820
2015-12-14,24788860020
2015-12-15,24694324980
2015-12-16,25370841360
2015-12-17,25046861900
2015-12-18,24754394120
2015-12-21,24985808020
2015-12-22,24987777500
2015-12-23,25027167100
2015-12-24,24955281080
2015-12-28,25203435560
2015-12-29,25455529000
2015-12-30,25372810840
2015-12-31,24617218800
2016-01-04,23907125400
2016-01-05,24086834400
2016-01-06,23417539800
2016-01-07,23330113800
2016-01-08,22794872400
2016-01-11,23113491600
2016-01-12,23617648200
2016-01-13,22893955200
2016-01-14,22924068600
2016-01-15,22552022400
2016-01-19,22894926600
2016-01-20,22986238200
2016-01-21,22994009400
2016-01-22,23259201600
2016-01-25,23691474600
2016-01-26,24270429000
2016-01-27,23937238800
2016-01-28,24900867599
2016-01-29,25343825999
2016-02-01,25766385000
2016-02-02,25206858600
2016-02-03,24636646800
2016-02-04,24370483200
2016-02-05,23514679800
2016-02-08,22685104200
2016-02-09,22953210600
2016-02-10,22993038000
2016-02-11,24239344200
2016-02-12,24578362800
2016-02-16,24844526400
2016-02-17,24733786800
2016-02-18,24616247400
2016-02-19,25046577599
2016-02-22,25211715600
2016-02-23,25137889199
2016-02-24,25622617800
2016-02-25,25962607800
2016-02-26,25541020200
2016-02-29,25287484800
2016-03-01,26443450800
2016-03-02,26184087000
2016-03-03,26026720200
2016-03-04,25772213400
2016-03-07,25451651400
2016-03-08,25723643400
2016-03-09,25719757800
2016-03-10,26047119600
2016-03-11,26442479399
2016-03-14,26385166800
2016-03-15,26337568200
2016-03-16,26228771400
2016-03-17,26009235000
2016-03-18,26085004199
2016-03-21,26189915400
2016-03-22,26493963600
2016-03-23,26853381600
2016-03-24,26690186400
2016-03-28,26554190400
2016-03-29,26743613400
2016-03-30,26872809600
2016-03-31,26262329220
2016-04-01,26661551940
2016-04-04,26117419049
2016-04-05,25960033170
2016-04-06,26070395220
2016-04-07,25846792110
2016-04-08,25893815940
2016-04-11,25616471310
2016-04-12,25791131250
2016-04-13,25850630790
2016-04-14,25890936930
2016-04-15,25791131250
2016-04-18,26186515290
2016-04-19,26324707770
2016-04-20,26254651860
2016-04-21,25888057920
2016-04-22,25877501549
2016-04-25,25939880100
2016-04-26,26135652779
2016-04-27,26186515290
2016-04-28,25434134009
2016-04-29,25208611560
2016-05-02,25362158759
2016-05-03,25738349400
2016-05-04,25770978180
2016-05-05,25282506150
2016-05-06,25519544640
2016-05-09,25641422730
2016-05-10,25798808610
2016-05-11,25216288920
2016-05-12,25443730710
2016-05-13,24780598740
2016-05-16,25127999279
2016-05-17,24390972720
2016-05-18,24532044210
2016-05-19,24515729820
2016-05-20,24643365930
2016-05-23,24310360440
2016-05-24,24711502500
2016-05-25,25299780210
2016-05-26,25346804040
2016-05-27,25515705960
2016-05-31,25376553810
2016-06-01,25291143180
2016-06-02,25209571230
2016-06-03,24906315509
2016-06-06,24833380590
2016-06-07,24978290759
2016-06-08,25086733470
2016-06-09,25176942450
2016-06-10,25051225680
2016-06-13,24936065279
2016-06-14,24917831549
2016-06-15,24995564819
2016-06-16,24933186270
2016-06-17,24949500660
2016-06-20,25108805880
2016-06-21,25025314590
2016-06-22,25215329250
2016-06-23,25359279750
2016-06-24,25686527220
2016-06-27,25693244910
2016-06-28,26048322810
2016-06-29,26263288890
2016-06-30,25724950100
2016-07-01,26021958930
2016-07-05,26166193250
2016-07-06,26320865580
2016-07-07,26121594479
2016-07-08,26627363510
2016-07-11,26366413260
2016-07-12,26202251830
2016-07-13,26210792020
2016-07-14,26346486149
2016-07-15,25965024330
2016-07-18,26026703479
2016-07-19,25926119020
2016-07-20,26013418740
2016-07-21,25746775030
2016-07-22,25997287270
2016-07-25,26449917340
2016-07-26,26737437070
2016-07-27,26333201410
2016-07-28,27392184970
2016-07-29,27578171330
2016-08-01,27424447910
2016-08-02,27235614820
2016-08-03,27203351880
2016-08-04,27395980609
2016-08-05,27563937680
2016-08-08,27295396149
2016-08-09,27206198609
2016-08-10,27372257859
2016-08-11,27338097100
2016-08-12,27208096430
2016-08-15,27247001740
2016-08-16,27131234720
2016-08-17,27113205430
2016-08-18,27139774910
2016-08-19,27112256520
2016-08-22,27189118229
2016-08-23,27058168649
2016-08-24,26991744950
2016-08-25,26965175470
2016-08-26,26403420750
2016-08-29,26572326729
2016-08-30,26376851270
2016-08-31,26564735450
2016-09-01,26771597830
2016-09-02,26814298780
2016-09-06,26862693189
2016-09-07,26828532430
2016-09-08,26754517450
2016-09-09,26399625109
2016-09-12,26496413930
2016-09-13,26419552220
2016-09-14,26235463680
2016-09-15,26193711640
2016-09-16,25874877880
2016-09-19,26138674859
2016-09-20,26109258649
2016-09-21,26526779050
2016-09-22,26910138689
2016-09-23,26737437070
2016-09-26,26755466359
2016-09-27,27000285140
2016-09-28,26756415270
2016-09-29,26465099899
2016-09-30,26277959430
2016-10-03,25899893040
2016-10-04,25739472810
2016-10-05,25785441180
2016-10-06,26038736280
2016-10-07,25834223940
2016-10-10,26054684490
2016-10-11,25760111669
2016-10-12,25916779380
2016-10-13,26163507570
2016-10-14,26203847160
2016-10-17,26077199610
2016-10-18,26086580910
2016-10-19,26085642780
2016-10-20,25693504440
2016-10-21,25851110280
2016-10-24,26201032770
2016-10-25,26292969510
2016-10-26,26001211080
2016-10-27,23734689000
2016-10-28,24719725500
2016-10-31,24807909720
2016-11-01,24789147120
2016-11-02,24644675100
2016-11-03,24563995919
2016-11-04,24503955600
2016-11-07,24354792930
2016-11-08,24351978540
2016-11-09,24780703949
2016-11-10,24629665020
2016-11-11,24653118270
2016-11-14,24592139820
2016-11-15,25146574650
2016-11-16,25320128699
2016-11-17,25422384870
2016-11-18,24929866620
2016-11-21,25330448130
2016-11-22,25798575000
2016-11-23,25842667110
2016-11-25,25949613930
2016-11-28,25763864190
2016-11-29,25835162070
2016-11-30,25751668500
2016-12-01,25616577780
2016-12-02,25699133220
2016-12-05,25936480110
2016-12-06,26049993840
2016-12-07,26755467600
2016-12-08,26015283030
2016-12-09,25888635479
2016-12-12,25974005310
2016-12-13,26504986889
2016-12-14,25970252790
2016-12-15,26083766520
2016-12-16,26201970900
2016-12-19,26559398430
2016-12-20,26750776949
2016-12-21,26786425889
2016-12-22,26548140870
2016-12-23,26569717860
2016-12-27,26610057449
2016-12-28,26330494710
2016-12-29,26421493320
2016-12-30,26118477330
2017-01-03,25835720820
2017-01-04,25954402110
2017-01-05,26018802810
2017-01-06,25924041779
2017-01-09,25705079399
2017-01-10,25879881300
2017-01-11,25882641330
2017-01-12,25905641580
2017-01-13,25682079149
2017-01-17,25646198760
2017-01-18,25834800810
2017-01-19,25304875050
2017-01-20,25209194010
2017-01-23,24379344990
2017-01-24,24606587460
2017-01-25,24478706070
2017-01-26,24196263000
2017-01-27,24268943790
2017-01-30,24094141890
2017-01-31,24129102270
2017-02-01,23400454350
2017-02-02,23615736690
2017-02-03,23905539839
2017-02-06,23773058399
2017-02-07,24121742190
2017-02-08,24992071649
2017-02-09,25280034779
2017-02-10,25005871800
2017-02-13,24700428480
2017-02-14,24796109520
2017-02-15,24897310620
2017-02-16,24550466850
2017-02-17,24667308120
2017-02-21,24720668700
2017-02-22,24664548089
2017-02-23,24466745940
2017-02-24,24723428730
2017-02-27,24679268250
2017-02-28,24997591710
2017-03-01,24980111520
2017-03-02,25022431980
2017-03-03,24900070649
2017-03-06,24735388860
2017-03-07,24823709820
2017-03-08,24973671450
2017-03-09,24761149140
2017-03-10,24806229630
2017-03-13,25247834430
2017-03-14,25336155390
2017-03-15,24905590710
2017-03-16,25029792060
2017-03-17,25226674200
2017-03-20,25123633080
2017-03-21,24886270500
2017-03-22,24969071399
2017-03-23,24973671450
2017-03-24,25002191760
2017-03-27,24821869800
2017-03-28,24813589710
2017-03-29,25280034779
2017-03-30,25061992410
2017-03-31,24293695199
2017-04-03,23289860700
2017-04-04,23003565300
2017-04-05,22972955100
2017-04-06,22900931100
2017-04-07,22794695700
2017-04-10,22949547300
2017-04-11,22934242200
2017-04-12,22780290900
2017-04-13,22686659700
2017-04-17,22863118500
2017-04-18,23053081800
2017-04-19,23306066100
2017-04-20,23677890000
2017-04-21,23890360800
2017-04-24,24243278399
2017-04-25,23764318800
2017-04-26,23864252100
2017-04-27,23154815700
2017-04-28,22340944500
2017-05-01,21760251000
2017-05-02,22131174600
2017-05-03,22232008200
2017-05-04,22581324600
2017-05-05,22750581000
2017-05-08,22851414600
2017-05-09,23025172500
2017-05-10,23181824700
2017-05-11,23072888399
2017-05-12,23002665000
2017-05-15,23239443900
2017-05-16,22949547300
2017-05-17,22409367300
2017-05-18,22487693400
2017-05-19,22629940800
2017-05-22,22368853800
2017-05-23,21623405400
2017-05-24,21608100300
2017-05-25,21953815500
2017-05-26,22370654400
2017-05-30,22294128900
2017-05-31,21794462400
2017-06-01,22115869500
2017-06-02,22140177600
2017-06-05,21623405400
2017-06-06,21193962300
2017-06-07,21147146700
2017-06-08,20762718600
2017-06-09,20962585200
2017-06-12,21131841600
2017-06-13,21115636200
2017-06-14,21096729900
2017-06-15,21064319100
2017-06-16,20832041700
2017-06-19,20741111400
2017-06-20,20257650300
2017-06-21,19875923100
2017-06-22,19818303900
2017-06-23,19813802400
2017-06-26,20073989100
2017-06-27,19974956100
2017-06-28,19538310600
2017-06-29,19450081200
2017-06-30,19018786780
2017-07-03,19163988270
2017-07-05,15543515190
2017-07-06,15348753910
2017-07-07,15028788950
2017-07-10,15056611989
2017-07-11,15137472700
2017-07-12,15398313700
2017-07-13,16053024610
2017-07-14,16017376340
2017-07-17,16128668500
2017-07-18,16306040380
2017-07-19,16251263770
2017-07-20,16406029430
2017-07-21,16362555930
2017-07-24,16035635210
2017-07-25,16246046950
2017-07-26,16296476210
2017-07-27,17503300570
2017-07-28,17392008410
2017-07-31,17763272100
2017-08-01,18098887520
2017-08-02,18229308020
2017-08-03,17876303200
2017-08-04,17828482350
2017-08-07,17831960230
2017-08-08,17656327290
2017-08-09,17665021990
2017-08-10,17147687340
2017-08-11,17294627770
2017-08-14,17253762680
2017-08-15,17041612000
2017-08-16,17526776260
2017-08-17,17444176610
2017-08-18,17208550240
2017-08-21,17198116600
2017-08-22,17214636530
2017-08-23,16977271220
2017-08-24,17079868680
2017-08-25,17587639160
2017-08-28,17220722820
2017-08-29,17130297940
2017-08-30,17223331230
2017-08-31,17052915110
2017-09-01,17127689530
2017-09-05,17422439860
2017-09-06,17587639160
2017-09-07,17422439860
2017-09-08,17311147700
2017-09-11,17077260270
2017-09-12,17325928690
2017-09-13,18085845470
2017-09-14,18009332110
2017-09-15,18246697420
2017-09-18,18265825760
2017-09-19,17642415770
2017-09-20,17672847220
2017-09-21,17585900220
2017-09-22,18223221730
2017-09-25,18706647050
2017-09-26,18515363650
2017-09-27,18651000970
2017-09-28,18717950160
2017-09-29,18725775390
2017-10-02,18272382000
2017-10-03,18149378500
2017-10-04,17997532800
2017-10-05,17914399400
2017-10-06,18063700200
2017-10-09,17629370600
2017-10-10,17803272100
2017-10-11,17680268600
2017-10-12,17560658300
2017-10-13,17790547600
2017-10-16,17731166600
2017-10-17,17984808300
2017-10-18,18067941700
2017-10-19,17754919000
2017-10-20,17466497000
2017-10-23,17445289500
2017-10-24,17248483900
2017-10-25,17196737600
2017-10-26,18153620000
2017-10-27,18411503200
2017-10-30,18135805700
2017-10-31,17894888500
2017-11-01,17607314800
2017-11-02,18197731600
2017-11-03,18026375000
2017-11-06,17717593800
2017-11-07,17653971300
2017-11-08,17784609500
2017-11-09,17906764700
2017-11-10,18190096900
2017-11-13,18168041100
2017-11-14,18313948700
2017-11-15,18303769100
2017-11-16,18633757800
2017-11-17,18704166700
2017-11-20,18694835400
2017-11-21,18296982700
2017-11-22,18548079500
2017-11-24,18345335800
2017-11-27,18352122200
2017-11-28,19381110100
2017-11-29,20047025600
2017-11-30,20037694300
2017-12-01,19884152000
2017-12-04,21240583700
2017-12-05,21225314300
2017-12-06,20853758900
2017-12-07,20771473800
2017-12-08,21298268100
2017-12-11,20973369200
2017-12-12,20941133800
2017-12-13,20861393600
2017-12-14,20482203500
2017-12-15,20376166000
2017-12-18,20858000400
2017-12-19,20616234900
2017-12-20,20533101500
2017-12-21,20486445000
2017-12-22,20571275000
2017-12-26,20753659500
2017-12-27,20555157300
2017-12-28,20559398800
2017-12-29,20405008200
2018-01-02,20820687800
2018-01-03,21203255200
2018-01-04,21524010400
2018-01-05,21741188399
2018-01-08,21717800000
2018-01-09,21823047800
2018-01-10,21588328500
2018-01-11,21696917500
2018-01-12,21600858000
2018-01-16,21541551700
2018-01-17,22138791200
2018-01-18,22246544900
2018-01-19,22805360600
2018-01-22,22745219000
2018-01-23,22654171300
2018-01-24,23048432900
2018-01-25,22793666400
2018-01-26,23010009100
2018-01-29,22882208200
2018-01-30,22408593100
2018-01-31,22109555700
2018-02-01,21916601400
2018-02-02,21103019200
2018-02-05,20589309700
2018-02-06,21291797000
2018-02-07,21056242400
2018-02-08,21067936600
2018-02-09,20868299900
2018-02-12,20736322500
2018-02-13,20490744300
2018-02-14,20677851500
2018-02-15,21073783700
2018-02-16,20974383000
2018-02-20,21081301400
2018-02-21,20689545700
2018-02-22,20661980800
2018-02-23,21227478900
2018-02-26,21297644100
2018-02-27,19928587400
2018-02-28,20397190700
2018-03-01,20319507800
2018-03-02,20131565300
2018-03-05,20619380500
2018-03-06,21027842200
2018-03-07,20279413400
2018-03-08,20242660200
2018-03-09,20925100300
2018-03-12,20808993600
2018-03-13,20950994600
2018-03-14,20810664200
2018-03-15,20785605200
2018-03-16,20979394800
2018-03-19,20773911000
2018-03-20,20682863300
2018-03-21,20636086500
2018-03-22,20144094800
2018-03-23,20000423200
2018-03-26,20498262000
2018-03-27,19961164100
2018-03-28,20274401600
2018-03-29,20663651400
2018-04-02,19295526640
2018-04-03,19433655410
2018-04-04,19781837990
2018-04-05,19932226710
2018-04-06,19386250270
2018-04-09,18984941240
2018-04-10,19345383770
2018-04-11,19026625070
2018-04-12,18786330050
2018-04-13,18379299710
2018-04-16,18534592410
2018-04-17,18309009330
2018-04-18,18531323090
2018-04-19,18222372350
2018-04-20,18102224840
2018-04-23,18192131140
2018-04-24,18359683790
2018-04-25,18608152110
2018-04-26,21038074200
2018-04-27,21519481570
2018-04-30,20929369310
2018-05-01,21149231080
2018-05-02,21209713500
2018-05-03,21163943020
2018-05-04,21210530830
2018-05-07,21509673610
2018-05-08,21719727420
2018-05-09,21692755530
2018-05-10,21675591600
2018-05-11,22036851460
2018-05-14,22300849050
2018-05-15,22268155850
2018-05-16,22170893580
2018-05-17,22304118370
2018-05-18,22238731969
2018-05-21,22573019940
2018-05-22,21859490850
2018-05-23,22169258920
2018-05-24,21956753120
2018-05-25,21928146570
2018-05-29,21998436950
2018-05-30,22358879480
2018-05-31,22019687530
2018-06-01,22270607840
2018-06-04,22698888760
2018-06-05,22543596060
2018-06-06,22814132290
2018-06-07,23110823080
2018-06-08,23141064290
2018-06-11,23275923739
2018-06-12,23275923739
2018-06-13,23020099450
2018-06-14,23039715370
2018-06-15,23124717690
2018-06-18,23057696630
2018-06-19,23049523330
2018-06-20,23226883940
2018-06-21,23463092310
2018-06-22,23388715280
2018-06-25,22911394560
2018-06-26,22970242320
2018-06-27,22300031719
2018-06-28,22579558580
2018-06-29,22359696810
2018-07-02,22124390360
2018-07-03,22306530539
2018-07-05,22544279890
2018-07-06,22803789350
2018-07-09,23322002340
2018-07-10,23219649230
2018-07-11,22835220619
2018-07-12,22961751630
2018-07-13,23049598000
2018-07-16,22994794760
2018-07-17,23331673500
2018-07-18,23413072430
2018-07-19,24115843390
2018-07-20,23962716690
2018-07-23,24140021289
2018-07-24,23706430950
2018-07-25,23952239600
2018-07-26,24480929680
2018-07-27,24213360920
2018-07-30,24547821869
2018-07-31,24661458000
2018-08-01,24395501100
2018-08-02,24892759910
2018-08-03,25135344840
2018-08-06,25424673710
2018-08-07,25440792310
2018-08-08,25631797720
2018-08-09,25691436539
2018-08-10,25704331420
2018-08-13,25335215480
2018-08-14,26053299110
2018-08-15,26172576750
