,CCL
2009-04-13,20619400000
2009-04-14,19895360000
2009-04-15,20320340000
2009-04-16,21571670000
2009-04-17,21445750000
2009-04-20,19871750000
2009-04-21,20123590000
2009-04-22,20926330000
2009-04-23,21815640000
2009-04-24,22374410000
2009-04-27,19352330000
2009-04-28,20107850000
2009-04-29,20879110000
2009-04-30,21154560000
2009-05-01,20572180000
2009-05-04,23271590000
2009-05-05,23074840000
2009-05-06,23192890000
2009-05-07,22138310000
2009-05-08,21933690000
2009-05-11,21453620000
2009-05-12,21138820000
2009-05-13,19895360000
2009-05-14,20115720000
2009-05-15,19675000000
2009-05-18,20847630000
2009-05-19,20886980000
2009-05-20,19714350000
2009-05-21,19423160000
2009-05-22,19635650000
2009-05-26,20391170000
2009-05-27,19517600000
2009-05-28,19194930000
2009-05-29,20021280000
2009-06-01,20997160000
2009-06-02,21091600000
2009-06-03,20650880000
2009-06-04,20454130000
2009-06-05,20115720000
2009-06-08,19675000000
2009-06-09,19698610000
2009-06-10,18769950000
2009-06-11,18675510000
2009-06-12,19021790000
2009-06-15,18226920000
2009-06-16,17731110000
2009-06-17,18140350000
2009-06-18,19493990000
2009-06-19,20934200000
2009-06-22,19328720000
2009-06-23,19312980000
2009-06-24,20052760000
2009-06-25,20257380000
2009-06-26,19950450000
2009-06-29,20532830000
2009-06-30,20280990000
2009-07-01,20674490000
2009-07-02,19950450000
2009-07-06,20021280000
2009-07-07,19619910000
2009-07-08,19289370000
2009-07-09,19895360000
2009-07-10,19423160000
2009-07-13,19730090000
2009-07-14,20060630000
2009-07-15,21453620000
2009-07-16,21437880000
2009-07-17,20729580000
2009-07-20,21784160000
2009-07-21,21744810000
2009-07-22,21886470000
2009-07-23,22468850000
2009-07-24,22429500000
2009-07-27,22224880000
2009-07-28,22374410000
2009-07-29,21477230000
2009-07-30,22161920000
2009-07-31,22028130000
2009-08-03,22823000000
2009-08-04,23153540000
2009-08-05,22791520000
2009-08-06,22752170000
2009-08-07,23885450000
2009-08-10,23507690000
2009-08-11,23224370000
2009-08-12,23979890000
2009-08-13,23877580000
2009-08-14,23491950000
2009-08-17,22232750000
2009-08-18,22712820000
2009-08-19,23122060000
2009-08-20,23712310000
2009-08-21,24302560000
2009-08-24,24153030000
2009-08-25,24444220000
2009-08-26,24011370000
2009-08-27,23657220000
2009-08-28,23877580000
2009-08-31,23019750000
2009-09-01,22516070000
2009-09-02,22437370000
2009-09-03,23082710000
2009-09-04,23098450000
2009-09-08,24271080000
2009-09-09,25089560000
2009-09-10,25365009999
2009-09-11,25695550000
2009-09-14,25530280000
2009-09-15,25923780000
2009-09-16,26144140000
2009-09-17,25860820000
2009-09-18,25388620000
2009-09-21,25184000000
2009-09-22,26380240000
2009-09-23,26065439999
2009-09-24,26718650000
2009-09-25,25978870000
2009-09-28,26458939999
2009-09-29,26364500000
2009-09-30,26191360000
2009-10-01,25758509999
2009-10-02,25538150000
2009-10-05,25624720000
2009-10-06,25679810000
2009-10-07,25624720000
2009-10-08,26175620000
2009-10-09,25695550000
2009-10-12,25695550000
2009-10-13,25679810000
2009-10-14,26222840000
2009-10-15,26262189999
2009-10-16,26026090000
2009-10-19,26238580000
2009-10-20,26089050000
2009-10-21,25254830000
2009-10-22,25978870000
2009-10-23,25207610000
2009-10-26,24074330000
2009-10-27,23791010000
2009-10-28,22964660000
2009-10-29,24145160000
2009-10-30,22917440000
2009-11-02,23200760000
2009-11-03,23066970000
2009-11-04,23413250000
2009-11-05,24255340000
2009-11-06,24058590000
2009-11-09,25121040000
2009-11-10,24940030000
2009-11-11,24869200000
2009-11-12,24696060000
2009-11-13,25404360000
2009-11-16,25939520000
2009-11-17,25766380000
2009-11-18,25774250000
2009-11-19,25089560000
2009-11-20,25254830000
2009-11-23,25412230000
2009-11-24,25270570000
2009-11-25,25994610000
2009-11-27,25199740000
2009-11-30,25207610000
2009-12-01,25286310000
2009-12-02,25742770000
2009-12-03,25695550000
2009-12-04,25860820000
2009-12-07,25506669999
2009-12-08,25050210000
2009-12-09,24664580000
2009-12-10,25333530000
2009-12-11,25522410000
2009-12-14,26521900000
2009-12-15,26663560000
2009-12-16,26616340000
2009-12-17,26254320000
2009-12-18,25357140000
2009-12-21,25475189999
2009-12-22,25758509999
2009-12-23,25601110000
2009-12-24,25561759999
2009-12-28,25380750000
2009-12-29,25435840000
2009-12-30,25262700000
2009-12-31,24940030000
2010-01-04,25231220000
2010-01-05,25475189999
2010-01-06,25018730000
2010-01-07,25294180000
2010-01-08,26144140000
2010-01-11,26301540000
2010-01-12,25876560000
2010-01-13,26797349999
2010-01-14,27600090000
2010-01-15,26939009999
2010-01-19,27552870000
2010-01-20,27001970000
2010-01-21,26923270000
2010-01-22,26207099999
2010-01-25,26411720000
2010-01-26,26553380000
2010-01-27,26663560000
2010-01-28,27080669999
2010-01-29,26230710000
2010-02-01,26868180000
2010-02-02,27222330000
2010-02-03,27222330000
2010-02-04,25892300000
2010-02-05,25601110000
2010-02-08,26096919999
2010-02-09,25813599999
2010-02-10,25664070000
2010-02-11,26112660000
2010-02-12,25829340000
2010-02-16,26348759999
2010-02-17,26765870000
2010-02-18,26584860000
2010-02-19,26671430000
2010-02-22,26844570000
2010-02-23,26498290000
2010-02-24,28174599999
2010-02-25,28064419999
2010-02-26,28300520000
2010-03-01,28446800000
2010-03-02,28171000000
2010-03-03,28139480000
2010-03-04,28486200000
2010-03-05,29187520000
2010-03-08,29108720000
2010-03-09,29108720000
2010-03-10,29289960000
2010-03-11,29353000000
2010-03-12,29542120000
2010-03-15,29274200000
2010-03-16,29250559999
2010-03-17,29628800000
2010-03-18,29676079999
2010-03-19,29644559999
2010-03-22,29873079999
2010-03-23,30582280000
2010-03-24,30306480000
2010-03-25,30369520000
2010-03-26,30574399999
2010-03-29,30716239999
2010-03-30,30881720000
2010-03-31,30637440000
2010-04-01,30921120000
2010-04-05,31039320000
2010-04-06,30992040000
2010-04-07,30180399999
2010-04-08,30408920000
2010-04-09,30716239999
2010-04-12,30590160000
2010-04-13,30621680000
2010-04-14,30858079999
2010-04-15,31110239999
2010-04-16,30708360000
2010-04-19,30653200000
2010-04-20,31456960000
2010-04-21,31701239999
2010-04-22,32780800000
2010-04-23,33702760000
2010-04-26,34553800000
2010-04-27,33434840000
2010-04-28,32772920000
2010-04-29,34010079999
2010-04-30,32859600000
2010-05-03,33426960000
2010-05-04,31992800000
2010-05-05,31204800000
2010-05-06,29967640000
2010-05-07,28903840000
2010-05-10,30897480000
2010-05-11,30637440000
2010-05-12,31583040000
2010-05-13,30653200000
2010-05-14,29605160000
2010-05-17,30038559999
2010-05-18,29486960000
2010-05-19,29171760000
2010-05-20,27674559999
2010-05-21,28060680000
2010-05-24,27863680000
2010-05-25,27753360000
2010-05-26,27548480000
2010-05-27,28982640000
2010-05-28,28549239999
2010-06-01,28143630000
2010-06-02,29224560000
2010-06-03,29327130000
2010-06-04,27847755000
2010-06-07,27267840000
2010-06-08,27583440000
2010-06-09,27386190000
2010-06-10,28664370000
2010-06-11,28648590000
2010-06-14,28695929999
2010-06-15,29532270000
2010-06-16,28995750000
2010-06-17,28404000000
2010-06-18,27938489999
2010-06-21,27409860000
2010-06-22,26186910000
2010-06-23,26281590000
2010-06-24,25524150000
2010-06-25,25705620000
2010-06-28,25326900000
2010-06-29,23780460000
2010-06-30,23859360000
2010-07-01,24703590000
2010-07-02,24159180000
2010-07-06,24056610000
2010-07-07,24900840000
2010-07-08,24916620000
2010-07-09,25342679999
2010-07-12,24987630000
2010-07-13,25894980000
2010-07-14,25839750000
2010-07-15,25879199999
2010-07-16,24782490000
2010-07-19,24774600000
2010-07-20,25019190000
2010-07-21,24798270000
2010-07-22,26565630000
2010-07-23,26975910000
2010-07-26,27733350000
2010-07-27,27236280000
2010-07-28,27323070000
2010-07-29,27141600000
2010-07-30,27362520000
2010-08-02,28025280000
2010-08-03,27922710000
2010-08-04,28388219999
2010-08-05,28277760000
2010-08-06,28112070000
2010-08-09,27741239999
2010-08-10,27078480000
2010-08-11,25942320000
2010-08-12,25737179999
2010-08-13,25650390000
2010-08-16,25618830000
2010-08-17,26123790000
2010-08-18,26068560000
2010-08-19,25374239999
2010-08-20,25082310000
2010-08-23,24869280000
2010-08-24,24017160000
2010-08-25,24182850000
2010-08-26,24111840000
2010-08-27,24821940000
2010-08-30,24332760000
2010-08-31,24569840000
2010-09-01,25925200000
2010-09-02,26642280000
2010-09-03,27319960000
2010-09-07,26689559999
2010-09-08,27241160000
2010-09-09,27721840000
2010-09-10,27800640000
2010-09-13,28234040000
2010-09-14,28281320000
2010-09-15,28052800000
2010-09-16,27989760000
2010-09-17,28304960000
2010-09-20,29203280000
2010-09-21,29605160000
2010-09-22,29195399999
2010-09-23,28959000000
2010-09-24,29778520000
2010-09-27,29959760000
2010-09-28,30211920000
2010-09-29,30558640000
2010-09-30,30089780000
2010-10-01,30251320000
2010-10-04,30014920000
2010-10-05,31409680000
2010-10-06,31480600000
2010-10-07,31614559999
2010-10-08,31740640000
2010-10-11,31606680000
2010-10-12,31661840000
2010-10-13,31669720000
2010-10-14,31244200000
2010-10-15,30992040000
2010-10-18,31275720000
2010-10-19,30913239999
2010-10-20,31291480000
2010-10-21,31464840000
2010-10-22,31630320000
2010-10-25,31914000000
2010-10-26,33947040000
2010-10-27,33466360000
2010-10-28,33939160000
2010-10-29,34017960000
2010-11-01,34088880000
2010-11-02,34151920000
2010-11-03,34333160000
2010-11-04,35113280000
2010-11-05,35223600000
2010-11-08,34632600000
2010-11-09,34175559999
2010-11-10,34278000000
2010-11-11,33742160000
2010-11-12,33521520000
2010-11-15,33190559999
2010-11-16,32560160000
2010-11-17,32788680000
2010-11-18,33166920000
2010-11-19,33032960000
2010-11-22,33174800000
2010-11-23,32260720000
2010-11-24,33482120000
2010-11-26,32906880000
2010-11-29,32418320000
2010-11-30,32634900000
2010-12-01,33630300000
2010-12-02,34143800000
2010-12-03,34199100000
2010-12-06,33962100000
2010-12-07,33970000000
2010-12-08,34404500000
2010-12-09,34554600000
2010-12-10,34736300000
2010-12-13,34270200000
2010-12-14,33811999999
2010-12-15,33298500000
2010-12-16,33606600000
2010-12-17,33582900000
2010-12-20,34167500000
2010-12-21,35692200000
2010-12-22,36806100000
2010-12-23,36577000000
2010-12-27,36308400000
2010-12-28,36324200000
2010-12-29,36434800000
2010-12-30,36276800000
2010-12-31,36426900000
2011-01-03,36979900000
2011-01-04,37201100000
2011-01-05,37564500000
2011-01-06,37343300000
2011-01-07,37240600000
2011-01-10,36632300000
2011-01-11,36569100000
2011-01-12,37374900000
2011-01-13,37145800000
2011-01-14,37801500000
2011-01-18,37201100000
2011-01-19,36545400000
2011-01-20,36363700000
2011-01-21,36434800000
2011-01-24,36505900000
2011-01-25,36513800000
2011-01-26,37359100000
2011-01-27,36545400000
2011-01-28,35241900000
2011-01-31,35320900000
2011-02-01,36150400000
2011-02-02,36103000000
2011-02-03,35984500000
2011-02-04,36174100000
2011-02-07,36663900000
2011-02-08,36995700000
2011-02-09,37090500000
2011-02-10,37201100000
2011-02-11,37627700000
2011-02-14,37011500000
2011-02-15,37011500000
2011-02-16,37090500000
2011-02-17,36308400000
2011-02-18,36103000000
2011-02-22,33251100000
2011-02-23,33211600000
2011-02-24,33108899999
2011-02-25,33796200000
2011-02-28,33751970000
2011-03-01,31703280000
2011-03-02,32114600000
2011-03-03,32502190000
2011-03-04,31924760000
2011-03-07,31584630000
2011-03-08,32336080000
2011-03-09,32620840000
2011-03-10,31995950000
2011-03-11,31592540000
2011-03-14,31529260000
2011-03-15,30936010000
2011-03-16,30706620000
2011-03-17,30936010000
2011-03-18,31347330000
2011-03-21,32436932500
2011-03-22,30975559999
2011-03-23,30809450000
2011-03-24,30872730000
2011-03-25,30674980000
2011-03-28,30303210000
2011-03-29,30089640000
2011-03-30,30696732499
2011-03-31,30342760000
2011-04-01,30255750000
2011-04-04,30358580000
2011-04-05,30437679999
2011-04-06,30714530000
2011-04-07,30160830000
2011-04-08,29583400000
2011-04-11,29939350000
2011-04-12,30398130000
2011-04-13,29765330000
2011-04-14,29638770000
2011-04-15,30042179999
2011-04-18,29702049999
2011-04-19,30065910000
2011-04-20,29702049999
2011-04-21,29749510000
2011-04-25,29282820000
2011-04-26,29322370000
2011-04-27,30224110000
2011-04-28,30319030000
2011-04-29,30113370000
2011-05-02,30097549999
2011-05-03,30698710000
2011-05-04,30769900000
2011-05-05,32383540000
2011-05-06,31782380000
2011-05-09,31331510000
2011-05-10,32114600000
2011-05-11,31908940000
2011-05-12,32699940000
2011-05-13,32446820000
2011-05-16,31497620000
2011-05-17,31932669999
2011-05-18,31814020000
2011-05-19,31750740000
2011-05-20,31291960000
2011-05-23,30682890000
2011-05-24,30097549999
2011-05-25,30216200000
2011-05-26,30121280000
2011-05-27,30374400000
2011-05-31,30659900000
2011-06-01,29364300000
2011-06-02,29680300000
2011-06-03,28953500000
2011-06-06,28779700000
2011-06-07,29064100000
2011-06-08,28147700000
2011-06-09,28432100000
2011-06-10,28281999999
2011-06-13,27863300000
2011-06-14,28353100000
2011-06-15,27491999999
2011-06-16,27460400000
2011-06-17,27863300000
2011-06-20,28226699999
2011-06-21,29419600000
2011-06-22,28724400000
2011-06-23,29735600000
2011-06-24,29466999999
2011-06-27,29585500000
2011-06-28,29869900000
2011-06-29,29530200000
2011-06-30,29727700000
2011-07-01,30644100000
2011-07-05,30280700000
2011-07-06,29909400000
2011-07-07,30099000000
2011-07-08,29530200000
2011-07-11,28748100000
2011-07-12,28305700000
2011-07-13,28447900000
2011-07-14,27894900000
2011-07-15,27800100000
2011-07-18,27436699999
2011-07-19,28179300000
2011-07-20,27981800000
2011-07-21,28661200000
2011-07-22,28874499999
2011-07-25,28550600000
2011-07-26,28487400000
2011-07-27,27626300000
2011-07-28,26757299999
2011-07-29,26306999999
2011-08-01,25919900000
2011-08-02,25098300000
2011-08-03,25461699999
2011-08-04,24877100000
2011-08-05,25453800000
2011-08-08,24118700000
2011-08-09,25153600000
2011-08-10,23241800000
2011-08-11,24347800000
2011-08-12,24569000000
2011-08-15,24908700000
2011-08-16,24861300000
2011-08-17,24821800000
2011-08-18,23723700000
2011-08-19,23320800000
2011-08-22,23573600000
2011-08-23,24395200000
2011-08-24,24924500000
2011-08-25,23905400000
2011-08-26,24418900000
2011-08-29,26030500000
2011-08-30,25817200000
2011-08-31,25697340000
2011-09-01,24864880000
2011-09-02,24009080000
2011-09-06,23705660000
2011-09-07,24763740000
2011-09-08,24592580000
2011-09-09,23869040000
2011-09-12,24499220000
2011-09-13,25090500000
2011-09-14,25635100000
2011-09-15,25922960000
2011-09-16,26078560000
2011-09-19,25090500000
2011-09-20,26358640000
2011-09-21,25487280000
2011-09-22,24328060000
2011-09-23,24366960000
2011-09-26,24966020000
2011-09-27,25090500000
2011-09-28,24296940000
2011-09-29,24950460000
2011-09-30,23573400000
2011-10-03,23036580000
2011-10-04,23853480000
2011-10-05,23923500000
2011-10-06,24763740000
2011-10-07,24592580000
2011-10-10,25619540000
2011-10-11,25596200000
2011-10-12,26000760000
2011-10-13,26203040000
2011-10-14,26475340000
2011-10-17,25852939999
2011-10-18,26654280000
2011-10-19,26241939999
2011-10-20,26374200000
2011-10-21,27292240000
2011-10-24,27961320000
2011-10-25,27338920000
2011-10-26,27852399999
2011-10-27,28630399999
2011-10-28,28101359999
2011-10-31,27393380000
2011-11-01,25876280000
2011-11-02,26389760000
2011-11-03,26747640000
2011-11-04,26514240000
2011-11-07,26413100000
2011-11-08,26763200000
2011-11-09,25308340000
2011-11-10,25627320000
2011-11-11,26039660000
2011-11-14,25814040000
2011-11-15,25705120000
2011-11-16,24763740000
2011-11-17,24156900000
2011-11-18,25067160000
2011-11-21,24981580000
2011-11-22,24538120000
2011-11-23,23705660000
2011-11-25,23705660000
2011-11-28,24701500000
2011-11-29,24934899999
2011-11-30,25829600000
2011-12-01,25705120000
2011-12-02,26008540000
2011-12-05,26576479999
2011-12-06,26537580000
2011-12-07,26700960000
2011-12-08,26008540000
2011-12-09,26452000000
2011-12-12,26397540000
2011-12-13,26234160000
2011-12-14,25611760000
2011-12-15,25728460000
2011-12-16,26350859999
2011-12-19,25518399999
2011-12-20,25479500000
2011-12-21,25502840000
2011-12-22,25393920000
2011-12-23,25821820000
2011-12-27,25922960000
2011-12-28,25277220000
2011-12-29,25572859999
2011-12-30,25393920000
2012-01-03,25642880000
2012-01-04,25845160000
2012-01-05,25884060000
2012-01-06,25603979999
2012-01-09,25736240000
2012-01-10,26047439999
2012-01-11,26732080000
2012-01-12,27338920000
2012-01-13,26669840000
2012-01-17,23028800000
2012-01-18,23767900000
2012-01-19,24825980000
2012-01-20,24553680000
2012-01-23,24514780000
2012-01-24,24724840000
2012-01-25,24234700000
2012-01-26,23713440000
2012-01-27,23713440000
2012-01-30,23441140000
2012-01-31,23495600000
2012-02-01,24047980000
2012-02-02,24242480000
2012-02-03,24896000000
2012-02-06,24872660000
2012-02-07,24732620000
2012-02-08,24896000000
2012-02-09,24872660000
2012-02-10,24156900000
2012-02-13,23752340000
2012-02-14,23682320000
2012-02-15,23542280000
2012-02-16,23799020000
2012-02-17,24094660000
2012-02-21,23915720000
2012-02-22,23417800000
2012-02-23,23464480000
2012-02-24,23316660000
2012-02-27,23308880000
2012-02-28,23347780000
2012-02-29,23595910000
2012-03-01,23759500000
2012-03-02,23814030000
2012-03-05,23619280000
2012-03-06,22964920000
2012-03-07,23704970000
2012-03-08,24110050000
2012-03-09,23814030000
2012-03-12,24055520000
2012-03-13,24959160000
2012-03-14,24873470000
2012-03-15,25231810000
2012-03-16,25177280000
2012-03-19,25574570000
2012-03-20,25301919999
2012-03-21,24982530000
2012-03-22,24818940000
2012-03-23,24857890000
2012-03-26,25395400000
2012-03-27,25286340000
2012-03-28,25255180000
2012-03-29,24959160000
2012-03-30,24990320000
2012-04-02,24686510000
2012-04-03,24670930000
2012-04-04,23923090000
2012-04-05,23899720000
2012-04-09,24164580000
2012-04-10,23751710000
2012-04-11,24343750000
2012-04-12,24487865000
2012-04-13,24320380000
2012-04-16,24491760000
2012-04-17,24873470000
2012-04-18,24951370000
2012-04-19,25395400000
2012-04-20,24678720000
2012-04-23,24515130000
2012-04-24,24896840000
2012-04-25,24998110000
2012-04-26,25379820000
2012-04-27,25582360000
2012-04-30,25313604999
2012-05-01,25714790000
2012-05-02,25753740000
2012-05-03,25348660000
2012-05-04,25130540000
2012-05-07,24920210000
2012-05-08,24803360000
2012-05-09,24413860000
2012-05-10,24437230000
2012-05-11,24507340000
2012-05-14,24639770000
2012-05-15,24865680000
2012-05-16,24741040000
2012-05-17,24600820000
2012-05-18,24039940000
2012-05-21,24725460000
2012-05-22,24951370000
2012-05-23,24811150000
2012-05-24,25052639999
2012-05-25,24889050000
2012-05-29,25130540000
2012-05-30,24865680000
2012-05-31,24966020000
2012-06-01,24180240000
2012-06-04,24133560000
2012-06-05,24176350000
2012-06-06,24755960000
2012-06-07,25012700000
2012-06-08,25697340000
2012-06-11,25456160000
2012-06-12,26311960000
2012-06-13,26125240000
2012-06-14,26887680000
2012-06-15,27043280000
2012-06-18,27012160000
2012-06-19,27315580000
2012-06-20,27494520000
2012-06-21,26903240000
2012-06-22,26187479999
2012-06-25,26063000000
2012-06-26,26241939999
2012-06-27,26257500000
2012-06-28,26249720000
2012-06-29,26662060000
2012-07-02,26778760000
2012-07-03,26677620000
2012-07-05,26444220000
2012-07-06,26203040000
2012-07-09,25907399999
2012-07-10,25627320000
2012-07-11,25526180000
2012-07-12,24973800000
2012-07-13,25238320000
2012-07-16,25253880000
2012-07-17,25510620000
2012-07-18,25627320000
2012-07-19,25985200000
2012-07-20,25603979999
2012-07-23,25113840000
2012-07-24,24802640000
2012-07-25,25222760000
2012-07-26,25452270000
2012-07-27,26296399999
2012-07-30,26257500000
2012-07-31,25891840000
2012-08-01,26148580000
2012-08-02,25697340000
2012-08-03,26475340000
2012-08-06,26592040000
2012-08-07,26786540000
2012-08-08,26529800000
2012-08-09,26459780000
2012-08-10,26490899999
2012-08-13,26444220000
2012-08-14,26444220000
2012-08-15,26203040000
2012-08-16,26452000000
2012-08-17,26560920000
2012-08-20,26646500000
2012-08-21,26918800000
2012-08-22,26522020000
2012-08-23,25915180000
2012-08-24,25884060000
2012-08-27,26420880000
2012-08-28,27214439999
2012-08-29,27370040000
2012-08-30,27253340000
2012-08-31,26946360000
2012-09-04,27031830000
2012-09-05,26977440000
2012-09-06,27917610000
2012-09-07,28787849999
2012-09-10,28376040000
2012-09-11,28663530000
2012-09-12,28632450000
2012-09-13,29386140000
2012-09-14,29494920000
2012-09-17,29246280000
2012-09-18,29207430000
2012-09-19,29300670000
2012-09-20,29215200000
2012-09-21,29052030000
2012-09-24,28749000000
2012-09-25,28811160000
2012-09-26,28562520000
2012-09-27,28360500000
2012-09-28,28306110000
2012-10-01,27987540000
2012-10-02,28088550000
2012-10-03,28414890000
2012-10-04,28647989999
2012-10-05,28850010000
2012-10-08,28865550000
2012-10-09,28655760000
2012-10-10,28461510000
2012-10-11,28647989999
2012-10-12,28562520000
2012-10-15,28966560000
2012-10-16,29370599999
2012-10-17,29961120000
2012-10-18,30155370000
2012-10-19,29673630000
2012-10-22,29875650000
2012-10-23,29323980000
2012-10-24,29347290000
2012-10-25,30038819999
2012-10-26,29409450000
2012-10-31,29424989999
2012-11-01,30186450000
2012-11-02,30108750000
2012-11-05,30038819999
2012-11-06,30279690000
2012-11-07,30031050000
2012-11-08,29735790000
2012-11-09,30427319999
2012-11-12,29883420000
2012-11-13,29844569999
2012-11-14,29393910000
2012-11-15,29052030000
2012-11-16,28943250000
2012-11-19,29712480000
2012-11-20,29665860000
2012-11-21,29759099999
2012-11-23,30365160000
2012-11-26,29898959999
2012-11-27,29619239999
2012-11-28,30038819999
2012-11-29,29992200000
2012-11-30,30000159999
2012-12-03,29782880000
2012-12-04,29317280000
2012-12-05,28874960000
2012-12-06,29146560000
2012-12-07,29418159999
2012-12-10,29387119999
2012-12-11,29371600000
2012-12-12,29387119999
2012-12-13,29262960000
2012-12-14,29270720000
2012-12-17,29953600000
2012-12-18,30512320000
2012-12-19,30310560000
2012-12-20,28704240000
2012-12-21,28727520000
2012-12-24,28774080000
2012-12-26,28401600000
2012-12-27,28479200000
2012-12-28,27959280000
2012-12-31,28533520000
2013-01-02,29100000000
2013-01-03,28735280000
2013-01-04,28758560000
2013-01-07,28665440000
2013-01-08,28712000000
2013-01-09,28789600000
2013-01-10,28820640000
2013-01-11,28735280000
2013-01-14,28999119999
2013-01-15,29216400000
2013-01-16,29348320000
2013-01-17,29635440000
2013-01-18,29938080000
2013-01-22,29821680000
2013-01-23,30007920000
2013-01-24,30186400000
2013-01-25,30357119999
2013-01-28,30287280000
2013-01-29,30046720000
2013-01-30,30178640000
2013-01-31,30046720000
2013-02-01,30380400000
2013-02-04,29868240000
2013-02-05,29922560000
2013-02-06,30108799999
2013-02-07,30248479999
2013-02-08,30271760000
2013-02-11,30046720000
2013-02-12,30279520000
2013-02-13,29068960000
2013-02-14,28983600000
2013-02-15,28649920000
2013-02-19,28331760000
2013-02-20,27493680000
2013-02-21,27439360000
2013-02-22,27152240000
2013-02-25,26717680000
2013-02-26,26872880000
2013-02-27,27586799999
2013-02-28,27721750000
2013-03-01,27783750000
2013-03-04,28008500000
2013-03-05,28055000000
2013-03-06,28008500000
2013-03-07,28086000000
2013-03-08,27644250000
2013-03-11,27621000000
2013-03-12,27388500000
2013-03-13,27675250000
2013-03-14,27690749999
2013-03-15,27086250000
2013-03-18,26288000000
2013-03-19,25737750000
2013-03-20,26071000000
2013-03-21,26063250000
2013-03-22,26381000000
2013-03-25,26071000000
2013-03-26,26171750000
2013-03-27,26063250000
2013-03-28,26582499999
2013-04-01,26319000000
2013-04-02,26520500000
2013-04-03,26063250000
2013-04-04,25652500000
2013-04-05,26001249999
2013-04-08,26148500000
2013-04-09,26295750000
2013-04-10,26412000000
2013-04-11,26442999999
2013-04-12,26450750000
2013-04-15,25706750000
2013-04-16,25815250000
2013-04-17,25753249999
2013-04-18,25784250000
2013-04-19,25877250000
2013-04-22,25698999999
2013-04-23,25985750000
2013-04-24,25823000000
2013-04-25,26822750000
2013-04-26,26706500000
2013-04-29,26985500000
2013-04-30,26745250000
2013-05-01,26295750000
2013-05-02,26660000000
2013-05-03,27388500000
2013-05-06,27163749999
2013-05-07,27543500000
2013-05-08,27597750000
2013-05-09,27295500000
2013-05-10,27217999999
2013-05-13,26962250000
2013-05-14,27280000000
2013-05-15,27163749999
2013-05-16,27094000000
2013-05-17,27125000000
2013-05-20,27373000000
2013-05-21,26202750000
2013-05-22,25606000000
2013-05-23,25567250000
2013-05-24,25482000000
2013-05-28,25575000000
2013-05-29,25652500000
2013-05-30,25970250000
2013-05-31,25652500000
2013-06-03,25311499999
2013-06-04,25079000000
2013-06-05,24955000000
2013-06-06,24978249999
2013-06-07,25350250000
2013-06-10,25164250000
2013-06-11,25063500000
2013-06-12,25358000000
2013-06-13,26288000000
2013-06-14,26226000000
2013-06-17,26117500000
2013-06-18,26590250000
2013-06-19,26210500000
2013-06-20,25916000000
2013-06-21,25908250000
2013-06-24,25745500000
2013-06-25,27039750000
2013-06-26,26954500000
2013-06-27,26574750000
2013-06-28,26574750000
2013-07-01,26853750000
2013-07-02,27032000000
2013-07-03,27008750000
2013-07-05,27272250000
2013-07-08,27210250000
2013-07-09,27248999999
2013-07-10,27411749999
2013-07-11,27923250000
2013-07-12,27946500000
2013-07-15,27931000000
2013-07-16,28093750000
2013-07-17,28132499999
2013-07-18,28411499999
2013-07-19,28388250000
2013-07-22,28295250000
2013-07-23,28458000000
2013-07-24,28613000000
2013-07-25,28605249999
2013-07-26,28954000000
2013-07-29,28713749999
2013-07-30,28667250000
2013-07-31,28698250000
2013-08-01,29225250000
2013-08-02,29217500000
2013-08-05,29202000000
2013-08-06,28946250000
2013-08-07,28675000000
2013-08-08,28620750000
2013-08-09,28295250000
2013-08-12,28124750000
2013-08-13,28357250000
2013-08-14,28605249999
2013-08-15,28434750000
2013-08-16,28303000000
2013-08-19,27814750000
2013-08-20,28023999999
2013-08-21,28233250000
2013-08-22,28992749999
2013-08-23,28961749999
2013-08-26,29046999999
2013-08-27,28341750000
2013-08-28,27876750000
2013-08-29,27954250000
2013-08-30,27969750000
2013-09-03,27884499999
2013-09-04,27807000000
2013-09-05,27853500000
2013-09-06,27791500000
2013-09-09,28233250000
2013-09-10,28822250000
2013-09-11,28992749999
2013-09-12,28814500000
2013-09-13,29008250000
2013-09-16,28938500000
2013-09-17,29155499999
2013-09-18,29178750000
2013-09-19,29217500000
2013-09-20,28737000000
2013-09-23,28985000000
2013-09-24,26768500000
2013-09-25,25342500000
2013-09-26,25520750000
2013-09-27,25482000000
2013-09-30,25296000000
2013-10-01,25249500000
2013-10-02,25055750000
2013-10-03,25079000000
2013-10-04,25133250000
2013-10-07,24947250000
2013-10-08,24583000000
2013-10-09,24490000000
2013-10-10,24691500000
2013-10-11,24993750000
2013-10-14,24877500000
2013-10-15,24769000000
2013-10-16,24923999999
2013-10-17,25489750000
2013-10-18,25373500000
2013-10-21,25946999999
2013-10-22,26489500000
2013-10-23,26233750000
2013-10-24,26884750000
2013-10-25,26838250000
2013-10-28,27039750000
2013-10-29,27101750000
2013-10-30,27047500000
2013-10-31,26853750000
2013-11-01,27001000000
2013-11-04,27280000000
2013-11-05,27427250000
2013-11-06,28148000000
2013-11-07,27636499999
2013-11-08,28109250000
2013-11-11,27977500000
2013-11-12,27644250000
2013-11-13,27768250000
2013-11-14,27985250000
2013-11-15,27900000000
2013-11-18,27644250000
2013-11-19,27597750000
2013-11-20,27706250000
2013-11-21,27807000000
2013-11-22,27992999999
2013-11-25,28132499999
