,GIS
2009-04-09,16711108000
2009-04-13,16559906000
2009-04-14,16270650000
2009-04-15,16395556000
2009-04-16,16520462000
2009-04-17,16402130000
2009-04-20,16408704000
2009-04-21,16645368000
2009-04-22,16270650000
2009-04-23,16329816000
2009-04-24,16020838000
2009-04-27,16158891999
2009-04-28,16448148000
2009-04-29,16691386000
2009-04-30,16665090000
2009-05-01,16592775999
2009-05-04,17243602000
2009-05-05,17144991999
2009-05-06,17046382000
2009-05-07,17578876000
2009-05-08,17552580000
2009-05-11,17394804000
2009-05-12,17631468000
2009-05-13,17572302000
2009-05-14,17559154000
2009-05-15,17296194000
2009-05-18,17315916000
2009-05-19,17138418000
2009-05-20,17230454000
2009-05-21,17230454000
2009-05-22,17302768000
2009-05-26,17296194000
2009-05-27,16757125999
2009-05-28,16836014000
2009-05-29,16822866000
2009-06-01,16710270000
2009-06-02,17173900000
2009-06-03,17213080000
2009-06-04,16971469999
2009-06-05,17030239999
2009-06-08,17702830000
2009-06-09,17768130000
2009-06-10,17807310000
2009-06-11,17866080000
2009-06-12,17931380000
2009-06-15,17644060000
2009-06-16,17506930000
2009-06-17,17820370000
2009-06-18,18114220000
2009-06-19,17866080000
2009-06-22,18048920000
2009-06-23,17944440000
2009-06-24,17983620000
2009-06-25,18270940000
2009-06-26,18048920000
2009-06-29,18231760000
2009-06-30,18290530000
2009-07-01,18995770000
2009-07-02,19100250000
2009-07-06,19720600000
2009-07-07,19557350000
2009-07-08,19217790000
2009-07-09,19159020000
2009-07-10,19061070000
2009-07-13,19296150000
2009-07-14,19335330000
2009-07-15,19505110000
2009-07-16,19452870000
2009-07-17,19204730000
2009-07-20,19185140000
2009-07-21,19106780000
2009-07-22,19185140000
2009-07-23,19315740000
2009-07-24,19289620000
2009-07-27,19250440000
2009-07-28,19289620000
2009-07-29,19289620000
2009-07-30,19348390000
2009-07-31,19237380000
2009-08-03,19021890000
2009-08-04,19021890000
2009-08-05,18937000000
2009-08-06,18884760000
2009-08-07,18786810000
2009-08-10,18982710000
2009-08-11,19002300000
2009-08-12,18884760000
2009-08-13,18747630000
2009-08-14,18858640000
2009-08-17,18773750000
2009-08-18,18825990000
2009-08-19,19015360000
2009-08-20,19126370000
2009-08-21,19465930000
2009-08-24,19367980000
2009-08-25,19341860000
2009-08-26,19465930000
2009-08-27,19354920000
2009-08-28,19256970000
2009-08-31,19636538000
2009-09-01,19465614000
2009-09-02,19314412000
2009-09-03,19268394000
2009-09-04,19228950000
2009-09-08,19886350000
2009-09-09,19899498000
2009-09-10,20017830000
2009-09-11,19912646000
2009-09-14,19912646000
2009-09-15,19820610000
2009-09-16,19800888000
2009-09-17,19741722000
2009-09-18,19827184000
2009-09-21,19938942000
2009-09-22,20044126000
2009-09-23,20971060000
2009-09-24,20859302000
2009-09-25,20800136000
2009-09-28,21201150000
2009-09-29,20898746000
2009-09-30,21161706000
2009-10-01,20872450000
2009-10-02,21003930000
2009-10-05,21023652000
2009-10-06,21332630000
2009-10-07,21247168000
2009-10-08,21266890000
2009-10-09,21188001999
2009-10-12,21266890000
2009-10-13,21299760000
2009-10-14,21306333999
2009-10-15,21457536000
2009-10-16,21694200000
2009-10-19,21799383999
2009-10-20,21805958000
2009-10-21,21503554000
2009-10-22,21549572000
2009-10-23,21352351999
2009-10-26,21365500000
2009-10-27,21516701999
2009-10-28,21332630000
2009-10-29,21924290000
2009-10-30,21667904000
2009-11-02,21615312000
2009-11-03,21378648000
2009-11-04,21339204000
2009-11-05,21779662000
2009-11-06,21819106000
2009-11-09,21930864000
2009-11-10,22082066000
2009-11-11,22009751999
2009-11-12,22114936000
2009-11-13,22220120000
2009-11-16,22266138000
2009-11-17,22213546000
2009-11-18,22187250000
2009-11-19,22187250000
2009-11-20,22331878000
2009-11-23,22463358000
2009-11-24,22686874000
2009-11-25,22588264000
2009-11-27,22384470000
2009-11-30,22562400000
2009-12-01,22788024000
2009-12-02,22748208000
2009-12-03,22628760000
2009-12-04,22867656000
2009-12-07,22894200000
2009-12-08,22807932000
2009-12-09,22761480000
2009-12-10,22807932000
2009-12-11,22914108000
2009-12-14,22867656000
2009-12-15,22821204000
2009-12-16,22655304000
2009-12-17,22907472000
2009-12-18,22880927999
2009-12-21,23093280000
2009-12-22,23524620000
2009-12-23,23531256000
2009-12-24,23544527999
2009-12-28,23823240000
2009-12-29,23869692000
2009-12-30,23829875999
2009-12-31,23498075999
2010-01-04,23524620000
2010-01-05,23305632000
2010-01-06,23444988000
2010-01-07,23657340000
2010-01-08,23464896000
2010-01-11,23484804000
2010-01-12,23663975999
2010-01-13,23770152000
2010-01-14,23770152000
2010-01-15,23670612000
2010-01-19,23863056000
2010-01-20,23697156000
2010-01-21,23597616000
2010-01-22,23544527999
2010-01-25,23484804000
2010-01-26,23544527999
2010-01-27,23730336000
2010-01-28,23876327999
2010-01-29,23663975999
2010-02-01,23571072000
2010-02-02,23571072000
2010-02-03,23405172000
2010-02-04,22894200000
2010-02-05,22774752000
2010-02-08,22754844000
2010-02-09,23046827999
2010-02-10,23053464000
2010-02-11,23033556000
2010-02-12,23060100000
2010-02-16,23431716000
2010-02-17,23551164000
2010-02-18,23902872000
2010-02-19,24009048000
2010-02-22,23982504000
2010-02-23,23849784000
2010-02-24,23863056000
2010-02-25,23790060000
2010-02-26,23889600000
2010-03-01,24071211999
2010-03-02,24150940000
2010-03-03,24237311999
2010-03-04,24044636000
2010-03-05,24150940000
2010-03-08,23964908000
2010-03-09,23944976000
2010-03-10,24004772000
2010-03-11,24124364000
2010-03-12,24044636000
2010-03-15,24104432000
2010-03-16,24343616000
2010-03-17,24310396000
2010-03-18,24463208000
2010-03-19,24363548000
2010-03-22,24243956000
2010-03-23,24443276000
2010-03-24,23978196000
2010-03-25,23632708000
2010-03-26,23413456000
2010-03-29,23539692000
2010-03-30,23645996000
2010-03-31,23513116000
2010-04-01,23712436000
2010-04-05,23533048000
2010-04-06,23420100000
2010-04-07,23300508000
2010-04-08,23307152000
2010-04-09,23526403999
2010-04-12,23373592000
2010-04-13,23479896000
2010-04-14,23546336000
2010-04-15,23459964000
2010-04-16,23320440000
2010-04-19,23360303999
2010-04-20,23420100000
2010-04-21,23466608000
2010-04-22,23386880000
2010-04-23,23466608000
2010-04-26,23459964000
2010-04-27,23081256000
2010-04-28,23353660000
2010-04-29,23652640000
2010-04-30,23639352000
2010-05-03,23745656000
2010-05-04,23778876000
2010-05-05,24104432000
2010-05-06,23559624000
2010-05-07,23147696000
2010-05-10,23891824000
2010-05-11,24024703999
2010-05-12,24416700000
2010-05-13,24390124000
2010-05-14,24164228000
2010-05-17,24556224000
2010-05-18,24489784000
2010-05-19,24436632000
2010-05-20,23758944000
2010-05-21,23825384000
2010-05-24,23778876000
2010-05-25,23546336000
2010-05-26,23420100000
2010-05-27,23719080000
2010-05-28,23665928000
2010-06-01,23302800000
2010-06-02,24047195000
2010-06-03,24189601000
2010-06-04,23723545000
2010-06-07,24131344000
2010-06-08,24319061000
2010-06-09,24273750000
2010-06-10,24545616000
2010-06-11,24377317999
2010-06-14,24655657000
2010-06-15,24707441000
2010-06-16,24811009000
2010-06-17,25199389000
2010-06-18,24946942000
2010-06-21,24565035000
2010-06-22,24409683000
2010-06-23,24493832000
2010-06-24,24319061000
2010-06-25,24170182000
2010-06-28,24209020000
2010-06-29,23885370000
2010-06-30,22992096000
2010-07-01,22946785000
2010-07-02,22927366000
2010-07-06,23179813000
2010-07-07,23587612000
2010-07-08,23768856000
2010-07-09,23399895000
2010-07-12,23445206000
2010-07-13,23548774000
2010-07-14,23464625000
2010-07-15,23348111000
2010-07-16,23005042000
2010-07-19,22907947000
2010-07-20,22888528000
2010-07-21,22674919000
2010-07-22,22888528000
2010-07-23,22992096000
2010-07-26,22940312000
2010-07-27,23231597000
2010-07-28,22940312000
2010-07-29,22092349000
2010-07-30,22137660000
2010-08-02,22234755000
2010-08-03,21995253999
2010-08-04,22409526000
2010-08-05,21911105000
2010-08-06,21729861000
2010-08-09,21814010000
2010-08-10,21995253999
2010-08-11,21885213000
2010-08-12,22286539000
2010-08-13,22564878000
2010-08-16,22752595000
2010-08-17,22901474000
2010-08-18,22920892999
2010-08-19,22739649000
2010-08-20,22746122000
2010-08-23,22920892999
2010-08-24,22985623000
2010-08-25,22817325000
2010-08-26,22791433000
2010-08-27,23302800000
2010-08-30,22897285999
2010-08-31,23218335999
2010-09-01,23154126000
2010-09-02,23224757000
2010-09-03,23154126000
2010-09-07,23083495000
2010-09-08,23333914000
2010-09-09,23532965000
2010-09-10,23879699000
2010-09-13,23526544000
2010-09-14,23417387000
2010-09-15,23513702000
2010-09-16,23590754000
2010-09-17,23224757000
2010-09-20,23224757000
2010-09-21,22903707000
2010-09-22,23520123000
2010-09-23,23205494000
2010-09-24,23911804000
2010-09-27,23590754000
2010-09-28,23732016000
2010-09-29,23674227000
2010-09-30,23462334000
2010-10-01,23725595000
2010-10-04,23751279000
2010-10-05,23898962000
2010-10-06,23950330000
2010-10-07,23873278000
2010-10-08,23744857999
2010-10-11,23488018000
2010-10-12,23667806000
2010-10-13,24065907999
2010-10-14,23918225000
2010-10-15,23937488000
2010-10-18,24020960999
2010-10-19,23828331000
2010-10-20,23866857000
2010-10-21,23834752000
2010-10-22,23950330000
2010-10-25,24078750000
2010-10-26,24008119000
2010-10-27,23866857000
2010-10-28,24040224000
2010-10-29,24117276000
2010-11-01,23847594000
2010-11-02,23693490000
2010-11-03,23584332999
2010-11-04,23423807999
2010-11-05,23455913000
2010-11-08,23571491000
2010-11-09,23224757000
2010-11-10,23179810000
2010-11-11,23494439000
2010-11-12,23333914000
2010-11-15,23025706000
2010-11-16,22839497000
2010-11-17,22537710000
2010-11-18,22672551000
2010-11-19,22544131000
2010-11-22,22666130000
2010-11-23,22467079000
2010-11-24,22627604000
2010-11-26,22544131000
2010-11-29,22649005000
2010-11-30,22572337000
2010-12-01,22770396000
2010-12-02,22783173999
2010-12-03,22751229000
2010-12-06,22508446999
2010-12-07,22387056000
2010-12-08,22636227000
2010-12-09,22789563000
2010-12-10,22808730000
2010-12-13,22987621999
2010-12-14,23281516000
2010-12-15,23243182000
2010-12-16,23377351000
2010-12-17,23243182000
2010-12-20,23185681000
2010-12-21,22636227000
2010-12-22,22751229000
2010-12-23,22834286000
2010-12-27,22795952000
2010-12-28,22738451000
2010-12-29,22629838000
2010-12-30,22680950000
2010-12-31,22738451000
2011-01-03,22680950000
2011-01-04,22802341000
2011-01-05,23396518000
2011-01-06,22974844000
2011-01-07,22757618000
2011-01-10,22898176000
2011-01-11,23038734000
2011-01-12,23422073999
2011-01-13,23211237000
2011-01-14,22872620000
2011-01-18,22904565000
2011-01-19,22949288000
2011-01-20,23715968000
2011-01-21,23307071999
2011-01-24,23243182000
2011-01-25,22994011000
2011-01-26,22789563000
2011-01-27,22610671000
2011-01-28,22323166000
2011-01-31,22220942000
2011-02-01,22105940000
2011-02-02,22144273999
2011-02-03,22335944000
2011-02-04,22712895000
2011-02-07,22597893000
2011-02-08,22840675000
2011-02-09,22885398000
2011-02-10,22783173999
2011-02-11,22942898999
2011-02-14,23070679000
2011-02-15,22840675000
2011-02-16,22936510000
2011-02-17,23070679000
2011-02-18,23064290000
2011-02-22,23485964000
2011-02-23,23767080000
2011-02-24,23409296000
2011-02-25,23728746000
2011-02-28,23858736000
2011-03-01,23633896000
2011-03-02,23666016000
2011-03-03,23672440000
2011-03-04,23614624000
2011-03-07,23633896000
2011-03-08,23948672000
2011-03-09,24057880000
2011-03-10,23794496000
2011-03-11,23967944000
2011-03-14,23717408000
2011-03-15,23479720000
2011-03-16,23158520000
2011-03-17,23209912000
2011-03-18,23543960000
2011-03-21,23845888000
2011-03-22,23710983999
2011-03-23,23280576000
2011-03-24,23479720000
2011-03-25,23447600000
2011-03-28,23492568000
2011-03-29,23511840000
2011-03-30,23608200000
2011-03-31,23479720000
2011-04-01,23376936000
2011-04-04,23473296000
2011-04-05,23331968000
2011-04-06,23428328000
2011-04-07,23119976000
2011-04-08,23261304000
2011-04-11,23447600000
2011-04-12,23505416000
2011-04-13,23505416000
2011-04-14,23800920000
2011-04-15,23993640000
2011-04-18,23884432000
2011-04-19,24122120000
2011-04-20,24417624000
2011-04-21,24353383999
2011-04-25,24546104000
2011-04-26,24725976000
2011-04-27,24751672000
2011-04-28,24732400000
2011-04-29,24783792000
2011-05-02,25008632000
2011-05-03,25233472000
2011-05-04,24931544000
2011-05-05,24674583999
2011-05-06,24841608000
2011-05-09,24867304000
2011-05-10,25053600000
2011-05-11,24925120000
2011-05-12,25381224000
2011-05-13,25516128000
2011-05-16,25445464000
2011-05-17,25612488000
2011-05-18,25625336000
2011-05-19,25663880000
2011-05-20,25516128000
2011-05-23,25541824000
2011-05-24,25413344000
2011-05-25,25169232000
2011-05-26,25137112000
2011-05-27,25239896000
2011-05-31,25766983000
2011-06-01,25410638000
2011-06-02,24911755000
2011-06-03,24581326000
2011-06-06,24497099000
2011-06-07,24523015000
2011-06-08,24574847000
2011-06-09,24659074000
2011-06-10,24335124000
2011-06-13,24678511000
2011-06-14,24801612000
2011-06-15,24445266999
2011-06-16,24542452000
2011-06-17,24587805000
2011-06-20,24834007000
2011-06-21,24834007000
2011-06-22,24574847000
2011-06-23,24095401000
2011-06-24,23875115000
2011-06-27,24134275000
2011-06-28,24108359000
2011-06-29,24218502000
2011-06-30,24114838000
2011-07-01,24199065000
2011-07-05,24075963999
2011-07-06,24166670000
2011-07-07,23978779000
2011-07-08,23849199000
2011-07-11,23881594000
2011-07-12,24004695000
2011-07-13,23894552000
2011-07-14,24205544000
2011-07-15,24458225000
2011-07-18,24231460000
2011-07-19,24497099000
2011-07-20,24445266999
2011-07-21,24523015000
2011-07-22,24503578000
2011-07-25,24432309000
2011-07-26,24490620000
2011-07-27,24309208000
2011-07-28,24160191000
2011-07-29,24199065000
2011-08-01,24043569000
2011-08-02,23648350000
2011-08-03,23784409000
2011-08-04,23194820000
2011-08-05,23635391999
2011-08-08,23071719000
2011-08-09,23330879000
2011-08-10,22644105000
2011-08-11,23181862000
2011-08-12,23434543000
2011-08-15,23719619000
2011-08-16,23758493000
2011-08-17,23797366999
2011-08-18,23518770000
2011-08-19,23201299000
2011-08-22,23460459000
2011-08-23,23810325000
2011-08-24,23965821000
2011-08-25,23706661000
2011-08-26,23764972000
2011-08-29,24268565000
2011-08-30,24339657999
2011-08-31,24501232999
2011-09-01,24371973000
2011-09-02,24178082999
2011-09-06,23842007000
2011-09-07,24275028000
2011-09-08,24494770000
2011-09-09,24249176000
2011-09-12,24042360000
2011-09-13,23893711000
2011-09-14,24035897000
2011-09-15,24430140000
2011-09-16,24365510000
2011-09-19,24262102000
2011-09-20,24229787000
2011-09-21,24843772000
2011-09-22,25528850000
2011-09-23,25121681000
2011-09-26,25515923999
2011-09-27,25496535000
2011-09-28,24973032000
2011-09-29,25147532999
2011-09-30,24876087000
2011-10-03,24533548000
2011-10-04,24585252000
2011-10-05,24520622000
2011-10-06,24669271000
2011-10-07,25044125000
2011-10-10,25406053000
2011-10-11,25800296000
2011-10-12,25709814000
2011-10-13,25412516000
2011-10-14,25632257999
2011-10-17,25438368000
2011-10-18,25683962000
2011-10-19,25496535000
2011-10-20,25444831000
2011-10-21,25716277000
2011-10-24,25270330000
2011-10-25,25089366000
2011-10-26,25199237000
2011-10-27,25393127000
2011-10-28,25289719000
2011-10-31,24901939000
2011-11-01,24759753000
2011-11-02,24940717000
2011-11-03,25179848000
2011-11-04,24992421000
2011-11-07,25438368000
2011-11-08,25528850000
2011-11-09,25089366000
2011-11-10,25309107999
2011-11-11,25567628000
2011-11-14,25386664000
2011-11-15,25593480000
2011-11-16,25147532999
2011-11-17,24960106000
2011-11-18,24914865000
2011-11-21,24798531000
2011-11-22,24863161000
2011-11-23,24533548000
2011-11-25,24708048999
2011-11-28,24944150000
2011-11-29,25306974000
2011-11-30,25883605000
2011-12-01,25851210000
2011-12-02,25890084000
2011-12-05,26052059000
2011-12-06,26207555000
2011-12-07,26278824000
2011-12-08,26071496000
2011-12-09,26188118000
2011-12-12,25974311000
2011-12-13,25779941000
2011-12-14,25741066999
2011-12-15,25890084000
2011-12-16,25734588000
2011-12-19,25650361000
2011-12-20,25443033000
2011-12-21,26019663999
2011-12-22,26116849000
2011-12-23,26285303000
2011-12-27,26311219000
2011-12-28,26201076000
2011-12-29,26343613999
2011-12-30,26181638999
2012-01-03,26110370000
2012-01-04,26265866000
2012-01-05,26382488000
2012-01-06,25961353000
2012-01-09,25916000000
2012-01-10,26129807000
2012-01-11,26188118000
2012-01-12,26330656000
2012-01-13,26330656000
2012-01-17,26414883000
2012-01-18,26596295000
2012-01-19,26531505000
2012-01-20,26350093000
2012-01-23,26324177000
2012-01-24,25980790000
2012-01-25,26317698000
2012-01-26,26168681000
2012-01-27,25935437000
2012-01-30,25825294000
2012-01-31,25805857000
2012-02-01,25928958000
2012-02-02,25870647000
2012-02-03,25818815000
2012-02-06,25702193000
2012-02-07,25520781000
2012-02-08,25281058000
2012-02-09,25319932000
2012-02-10,25326411000
2012-02-13,25488386000
2012-02-14,25786420000
2012-02-15,25663319000
2012-02-16,25773462000
2012-02-17,24840486000
2012-02-21,24769216999
2012-02-22,25047813999
2012-02-23,25028377000
2012-02-24,24717385000
2012-02-27,24733608000
2012-02-28,24766118000
2012-02-29,24909162000
2012-03-01,24818134000
2012-03-02,24831138000
2012-03-05,25097720000
2012-03-06,24941672000
2012-03-07,25006692000
2012-03-08,25013194000
2012-03-09,25084716000
2012-03-12,25039202000
2012-03-13,25091218000
2012-03-14,25032700000
2012-03-15,25156238000
2012-03-16,25247266000
2012-03-19,25175744000
2012-03-20,25201752000
2012-03-21,25084716000
2012-03-22,25104222000
2012-03-23,25260270000
2012-03-26,25513848000
2012-03-27,25429322000
2012-03-28,25455330000
2012-03-29,25435824000
2012-03-30,25650390000
2012-04-02,25760924000
2012-04-03,25773928000
2012-04-04,25806438000
2012-04-05,25357800000
2012-04-09,25169242000
2012-04-10,25039202000
2012-04-11,25078214000
2012-04-12,25201752000
2012-04-13,25162740000
2012-04-16,25188748000
2012-04-17,25435824000
2012-04-18,25429322000
2012-04-19,25370804000
2012-04-20,25318788000
2012-04-23,25104222000
2012-04-24,25123728000
2012-04-25,25227760000
2012-04-26,25292780000
2012-04-27,25312286000
2012-04-30,25286278000
2012-05-01,25312286000
2012-05-02,25156238000
2012-05-03,25013194000
2012-05-04,24915664000
2012-05-07,25052206000
2012-05-08,25240764000
2012-05-09,25299281999
2012-05-10,25520350000
2012-05-11,25533354000
2012-05-14,25461831999
2012-05-15,25734916000
2012-05-16,25773928000
2012-05-17,25481338000
2012-05-18,25325290000
2012-05-21,25065210000
2012-05-22,25084716000
2012-05-23,25091218000
2012-05-24,25344795999
2012-05-25,25409816000
2012-05-29,25411128000
2012-05-30,25053408000
2012-05-31,24897312000
2012-06-01,24650160000
2012-06-04,24611136000
2012-06-05,24585120000
2012-06-06,24669672000
2012-06-07,24728208000
2012-06-08,24845280000
2012-06-11,24656663999
2012-06-12,24676176000
2012-06-13,24734712000
2012-06-14,24773736000
2012-06-15,25014384000
2012-06-18,25137960000
2012-06-19,25235520000
2012-06-20,25183488000
2012-06-21,24949344000
2012-06-22,25001376000
2012-06-25,24994872000
2012-06-26,24812760000
2012-06-27,24422520000
2012-06-28,24585120000
2012-06-29,25066416000
2012-07-02,25352591999
2012-07-03,25378608000
2012-07-05,25391616000
2012-07-06,25209504000
2012-07-09,25014384000
2012-07-10,25137960000
2012-07-11,25450152000
2012-07-12,25248528000
2012-07-13,25391616000
2012-07-16,25216008000
2012-07-17,25268040000
2012-07-18,25372104000
2012-07-19,25352591999
2012-07-20,25222512000
2012-07-23,24851784000
2012-07-24,24656663999
2012-07-25,24689184000
2012-07-26,24838776000
2012-07-27,25053408000
2012-07-30,25196496000
2012-07-31,25170480000
2012-08-01,24994872000
2012-08-02,24728208000
2012-08-03,25053408000
2012-08-06,25033896000
2012-08-07,24936336000
2012-08-08,24975360000
2012-08-09,25059912000
2012-08-10,25124952000
2012-08-13,25040400000
2012-08-14,24988368000
2012-08-15,24942840000
2012-08-16,25033896000
2012-08-17,25040400000
2012-08-20,25242024000
2012-08-21,25124952000
2012-08-22,25014384000
2012-08-23,24929832000
2012-08-24,25391616000
2012-08-27,25541620999
2012-08-28,25561064000
2012-08-29,25645317000
2012-08-30,25496254000
2012-08-31,25489773000
2012-09-04,25489773000
2012-09-05,25269419000
2012-09-06,25483292000
2012-09-07,25431444000
2012-09-10,25463849000
2012-09-11,25463849000
2012-09-12,25470330000
2012-09-13,25574026000
2012-09-14,25204609000
2012-09-17,25249976000
2012-09-18,25476811000
2012-09-19,25936962000
2012-09-20,26209164000
2012-09-21,26118430000
2012-09-24,26073062999
2012-09-25,25995291000
2012-09-26,25891595000
2012-09-27,25852709000
2012-09-28,25826785000
2012-10-01,25904557000
2012-10-02,26001772000
2012-10-03,26034177000
2012-10-04,26131392000
2012-10-05,25956405000
2012-10-08,25800861000
2012-10-09,25606431000
2012-10-10,25651798000
2012-10-11,25599950000
2012-10-12,25399039000
2012-10-15,25470330000
2012-10-16,25729570000
2012-10-17,25969367000
2012-10-18,26248050000
2012-10-19,25917519000
2012-10-22,25807342000
2012-10-23,25586987999
2012-10-24,25651798000
2012-10-25,25865670999
2012-10-26,25826785000
2012-10-31,25975848000
2012-11-01,26040658000
2012-11-02,25800861000
2012-11-05,25774937000
2012-11-06,25794380000
2012-11-07,25742532000
2012-11-08,25476811000
2012-11-09,25515697000
2012-11-12,25405520000
2012-11-13,25502735000
2012-11-14,25833266000
2012-11-15,25839747000
2012-11-16,25787899000
2012-11-19,26222126000
2012-11-20,26196202000
2012-11-21,26222126000
2012-11-23,26423037000
2012-11-26,26231825000
2012-11-27,26342070000
2012-11-28,26361525000
2012-11-29,26458800000
2012-11-30,26582015000
2012-12-03,26251279999
2012-12-04,26348555000
2012-12-05,26556075000
2012-12-06,26413404999
2012-12-07,26549590000
2012-12-10,26588500000
2012-12-11,26841415000
2012-12-12,26770080000
2012-12-13,26906265000
2012-12-14,26880325000
2012-12-17,27061904999
2012-12-18,27087845000
2012-12-19,26763595000
2012-12-20,26958145000
2012-12-21,26653350000
2012-12-24,26588500000
2012-12-26,26393950000
2012-12-27,26316130000
2012-12-28,25978910000
2012-12-31,26212370000
2013-01-02,26796020000
2013-01-03,26808990000
2013-01-04,27087845000
2013-01-07,26977600000
2013-01-08,26763595000
2013-01-09,26737654999
2013-01-10,26977600000
2013-01-11,26342070000
2013-01-14,26543105000
2013-01-15,26471770000
2013-01-16,26484740000
2013-01-17,26685775000
2013-01-18,26828445000
2013-01-22,26906265000
2013-01-23,26919235000
2013-01-24,27042450000
2013-01-25,27074875000
2013-01-28,27068390000
2013-01-29,27217545000
2013-01-30,27262940000
2013-01-31,27198090000
2013-02-01,27321305000
2013-02-04,27074875000
2013-02-05,27321305000
2013-02-06,27470460000
2013-02-07,27541795000
2013-02-08,27626100000
2013-02-11,27671495000
2013-02-12,27866045000
2013-02-13,27872529999
2013-02-14,28735035000
2013-02-15,28916615000
2013-02-19,29461355000
2013-02-20,29487295000
2013-02-21,29396505000
2013-02-22,29616995000
2013-02-25,29404908000
2013-02-26,29786874000
2013-02-27,29961672000
2013-02-28,29942250000
2013-03-01,30032886000
2013-03-04,30071730000
2013-03-05,30097626000
2013-03-06,30058782000
2013-03-07,30078204000
2013-03-08,29994042000
2013-03-11,29586180000
2013-03-12,29955198000
2013-03-13,30091151999
2013-03-14,30052308000
2013-03-15,29935776000
2013-03-18,29994042000
2013-03-19,30052308000
2013-03-20,30822714000
2013-03-21,30984564000
2013-03-22,31172310000
2013-03-25,31126992000
2013-03-26,31483062000
2013-03-27,31586646000
2013-03-28,31923294000
2013-04-01,31515432000
2013-04-02,31599594000
2013-04-03,31249998000
2013-04-04,31735548000
2013-04-05,31554276000
2013-04-08,31528380000
2013-04-09,31521906000
2013-04-10,31742022000
2013-04-11,31884450000
2013-04-12,31949190000
2013-04-15,31761444000
2013-04-16,32279364000
2013-04-17,32072196000
2013-04-18,32279364000
2013-04-19,32590116000
2013-04-22,32661330000
2013-04-23,32810232000
2013-04-24,31942716000
2013-04-25,31975086000
2013-04-26,32162832000
2013-04-29,32505954000
2013-04-30,32641908000
2013-05-01,32628960000
2013-05-02,32661330000
2013-05-03,32836128000
2013-05-06,32104566000
2013-05-07,32862024000
2013-05-08,32331156000
2013-05-09,32130462000
2013-05-10,32311733999
2013-05-13,32428266000
2013-05-14,32777862000
2013-05-15,32972082000
2013-05-16,32674278000
2013-05-17,32603064000
2013-05-20,31806762000
2013-05-21,31955664000
2013-05-22,31742022000
2013-05-23,31625490000
2013-05-24,31709651999
2013-05-28,31577730000
2013-05-29,30979740000
2013-05-30,30761120000
2013-05-31,30272440000
2013-06-03,30542500000
2013-06-04,30780410000
2013-06-05,30343170000
2013-06-06,30478200000
2013-06-07,30915440000
2013-06-10,30992600000
2013-06-11,31076190000
2013-06-12,31159780000
2013-06-13,31519860000
2013-06-14,31693470000
2013-06-17,32021400000
2013-06-18,32092129999
2013-06-19,31622740000
2013-06-20,30999030000
2013-06-21,31275520000
2013-06-24,31069760000
2013-06-25,31076190000
2013-06-26,30928300000
2013-06-27,31082620000
2013-06-28,31204790000
2013-07-01,31371970000
2013-07-02,31616310000
2013-07-03,31474850000
2013-07-05,31526290000
2013-07-08,31699900000
2013-07-09,31847790000
2013-07-10,32092129999
2013-07-11,32812290000
2013-07-12,32850870000
2013-07-15,32934460000
2013-07-16,32889450000
2013-07-17,32883020000
2013-07-18,32960180000
2013-07-19,33230240000
2013-07-22,33133790000
2013-07-23,33088780000
2013-07-24,32831580000
2013-07-25,33069490000
2013-07-26,33120930000
2013-07-29,33326690000
2013-07-30,33365270000
2013-07-31,33436000000
2013-08-01,33905389999
2013-08-02,33661050000
2013-08-05,33802510000
2013-08-06,33828230000
2013-08-07,33718920000
2013-08-08,33866810000
2013-08-09,33706060000
2013-08-12,33751070000
2013-08-13,33706060000
2013-08-14,33468150000
2013-08-15,32503650000
2013-08-16,31751340000
2013-08-19,31828500000
2013-08-20,31764200000
2013-08-21,31552010000
2013-08-22,31699900000
2013-08-23,32034260000
2013-08-26,31267416000
2013-08-27,31115448000
2013-08-28,30862168000
2013-08-29,31159772000
2013-08-30,31229424000
2013-09-03,31147108000
2013-09-04,31090120000
2013-09-05,31090120000
2013-09-06,31147108000
2013-09-09,31064792000
2013-09-10,30843172000
2013-09-11,30900160000
2013-09-12,30950816000
2013-09-13,31185100000
2013-09-16,31489035999
2013-09-17,31520696000
2013-09-18,31754980000
2013-09-19,30919156000
2013-09-20,30811511999
2013-09-23,30798848000
2013-09-24,30931820000
2013-09-25,30634216000
2013-09-26,30722864000
2013-09-27,30444256000
2013-09-30,30342944000
2013-10-01,30380935999
2013-10-02,30399932000
2013-10-03,30159316000
2013-10-04,30361940000
2013-10-07,30387268000
2013-10-08,30020011999
2013-10-09,30190976000
2013-10-10,30678540000
2013-10-11,30615220000
2013-10-14,30608888000
2013-10-15,30336611999
2013-10-16,30881164000
2013-10-17,31007804000
2013-10-18,31147108000
2013-10-21,31007804000
2013-10-22,31438380000
2013-10-23,31672664000
2013-10-24,31603011999
2013-10-25,31697992000
2013-10-28,32103240000
2013-10-29,32331192000
2013-10-30,32065248000
2013-10-31,31925944000
2013-11-01,31862624000
2013-11-04,31951272000
2013-11-05,32103240000
2013-11-06,32388180000
2013-11-07,31913280000
2013-11-08,32001928000
2013-11-11,31944940000
2013-11-12,31951272000
2013-11-13,32217216000
2013-11-14,32628796000
2013-11-15,32489492000
2013-11-18,32261540000
2013-11-19,31900616000
2013-11-20,31178768000
2013-11-21,31292744000
2013-11-22,31735984000
