,GIS
2004-08-23,17646240000
2004-08-24,17676560000
2004-08-25,17744780000
2004-08-26,17813000000
2004-08-27,17888800000
2004-08-30,17408404030
2004-08-31,17519616151
2004-09-01,17549272717
2004-09-02,17593757565
2004-09-03,17623414131
2004-09-07,17541858576
2004-09-08,17252707061
2004-09-09,17289777768
2004-09-10,17289777768
2004-09-13,17319434333
2004-09-14,17371333323
2004-09-15,17467717161
2004-09-16,17341676757
2004-09-17,17512202010
2004-09-20,17178565646
2004-09-21,16815272717
2004-09-22,16652161606
2004-09-23,16644747465
2004-09-24,16718888879
2004-09-27,16644747465
2004-09-28,16607676758
2004-09-29,16718888879
2004-09-30,16644747465
2004-10-01,16793030293
2004-10-04,16778202010
2004-10-05,16718888879
2004-10-06,16704060596
2004-10-07,16563191909
2004-10-08,16570606051
2004-10-11,16392666657
2004-10-12,16385252516
2004-10-13,16437151505
2004-10-14,16303696960
2004-10-15,16259212112
2004-10-18,16303696960
2004-10-19,16281454536
2004-10-20,16177656556
2004-10-21,16207313122
2004-10-22,16051616152
2004-10-25,16088686859
2004-10-26,16222141405
2004-10-27,16244383829
2004-10-28,16229555546
2004-10-29,16407494940
2004-11-01,16348181809
2004-11-02,16296282819
2004-11-03,16496464637
2004-11-04,16704060596
2004-11-05,16755959586
2004-11-08,16696646455
2004-11-09,16733717162
2004-11-10,16785616152
2004-11-11,16904242414
2004-11-12,17015454535
2004-11-15,16830101000
2004-11-16,16733717162
2004-11-17,16815272717
2004-11-18,16822686859
2004-11-19,16548363627
2004-11-22,16518707061
2004-11-23,16570606051
2004-11-24,16674404031
2004-11-26,16666989889
2004-11-29,16486984123
2004-11-30,16611111107
2004-12-01,17027301583
2004-12-02,17195238091
2004-12-03,17005396821
2004-12-06,16895873012
2004-12-07,16720634916
2004-12-08,16859365075
2004-12-09,17107619043
2004-12-10,17180634916
2004-12-13,17260952377
2004-12-14,17713650789
2004-12-15,17677142853
2004-12-16,17655238091
2004-12-17,17786666662
2004-12-20,17932698408
2004-12-21,17859682535
2004-12-22,17918095234
2004-12-23,17969206345
2004-12-27,17983809519
2004-12-28,18188253964
2004-12-29,18173650789
2004-12-30,18188253964
2004-12-31,18151746027
2005-01-03,17852380948
2005-01-04,17801269837
2005-01-05,18166349202
2005-01-06,18180952377
2005-01-07,18597142853
2005-01-10,18655555551
2005-01-11,18611746027
2005-01-12,18604444440
2005-01-13,18473015869
2005-01-14,18487619043
2005-01-18,18918412694
2005-01-19,19049841265
2005-01-20,19115555551
2005-01-21,18954920630
2005-01-24,18925714281
2005-01-25,18947619043
2005-01-26,19013333329
2005-01-27,19232380948
2005-01-28,19312698408
2005-01-31,19349206345
2005-02-01,19480634916
2005-02-02,19385714281
2005-02-03,19378412694
2005-02-04,19349206345
2005-02-07,19276190472
2005-02-08,19334603170
2005-02-09,19217777773
2005-02-10,19217777773
2005-02-11,19217777773
2005-02-14,19210476186
2005-02-15,19217777773
2005-02-16,19239682535
2005-02-17,19049841265
2005-02-18,18889206345
2005-02-22,18531428567
2005-02-23,18750476186
2005-02-24,18896507932
2005-02-25,18998730154
2005-02-28,21318660000
2005-03-01,21505880000
2005-03-02,21302380000
2005-03-03,21302380000
2005-03-04,21286100000
2005-03-07,21107020000
2005-03-08,21041900000
2005-03-09,20813980000
2005-03-10,21074460000
2005-03-11,20887240000
2005-03-14,21115160000
2005-03-15,21334940000
2005-03-16,21147720000
2005-03-17,20757000000
2005-03-18,20976780000
2005-03-21,20968640000
2005-03-22,20113940000
2005-03-23,20406980000
2005-03-24,20293020000
2005-03-28,20350000000
2005-03-29,20073240000
2005-03-30,20130220000
2005-03-31,19999980000
2005-04-01,19796480000
2005-04-04,19853460000
2005-04-05,20081380000
2005-04-06,20146500000
2005-04-07,20122080000
2005-04-08,20040680000
2005-04-11,20097660000
2005-04-12,20170920000
2005-04-13,19975560000
2005-04-14,19894160000
2005-04-15,19682520000
2005-04-18,19763920000
2005-04-19,19739500000
2005-04-20,19601120000
2005-04-21,19747640000
2005-04-22,19763920000
2005-04-25,19959280000
2005-04-26,19723220000
2005-04-27,19877880000
2005-04-28,19967420000
2005-04-29,20105800000
2005-05-02,20056960000
2005-05-03,20333720000
2005-05-04,20219760000
2005-05-05,20203480000
2005-05-06,20130220000
2005-05-09,20170920000
2005-05-10,20040680000
2005-05-11,20187200000
2005-05-12,20032540000
2005-05-13,19918580000
2005-05-16,20105800000
2005-05-17,20113940000
2005-05-18,20016260000
2005-05-19,20130220000
2005-05-20,20122080000
2005-05-23,20162780000
2005-05-24,20113940000
2005-05-25,20081380000
2005-05-26,20252320000
2005-05-27,20219760000
2005-05-31,18067500000
2005-06-01,18461700000
2005-06-02,18498200000
2005-06-03,18469000000
2005-06-06,18563900000
2005-06-07,18636900000
2005-06-08,18563900000
2005-06-09,18658800000
2005-06-10,18717200000
2005-06-13,18622300000
2005-06-14,18563900000
2005-06-15,18615000000
2005-06-16,18600400000
2005-06-17,18709900000
2005-06-20,18615000000
2005-06-21,18629600000
2005-06-22,18644200000
2005-06-23,18615000000
2005-06-24,18505500000
2005-06-27,18396000000
2005-06-28,18476300000
2005-06-29,17235300000
2005-06-30,17074700000
2005-07-01,17052800000
2005-07-05,17191500000
2005-07-06,16804600000
2005-07-07,16746200000
2005-07-08,16863000000
2005-07-11,17030899999
2005-07-12,17220700000
2005-07-13,17140400000
2005-07-14,17118500000
2005-07-15,17096600000
2005-07-18,16972500000
2005-07-19,16972500000
2005-07-20,16892200000
2005-07-21,16979800000
2005-07-22,17030899999
2005-07-25,17118500000
2005-07-26,17103900000
2005-07-27,17125800000
2005-07-28,17352100000
2005-07-29,17301000000
2005-08-01,17271800000
2005-08-02,17286400000
2005-08-03,17242600000
2005-08-04,17125800000
2005-08-05,17052800000
2005-08-08,17103900000
2005-08-09,17264500000
2005-08-10,17330200000
2005-08-11,17395900000
2005-08-12,17410500000
2005-08-15,17417800000
2005-08-16,17308300000
2005-08-17,17359400000
2005-08-18,17425100000
2005-08-19,17461600000
2005-08-22,17461600000
2005-08-23,17381300000
2005-08-24,17344800000
2005-08-25,17169600000
2005-08-26,17118500000
2005-08-29,16735384626
2005-08-30,16507692318
2005-08-31,16408076933
2005-09-01,16393846164
2005-09-02,16415192318
2005-09-06,16529038472
2005-09-07,16564615395
2005-09-08,16415192318
2005-09-09,16585961549
2005-09-12,16742500010
2005-09-13,16657115395
2005-09-14,16479230779
2005-09-15,16365384626
2005-09-16,16500576933
2005-09-19,16272884625
2005-09-20,16080769241
2005-09-21,15895769241
2005-09-22,16436538472
2005-09-23,16365384626
2005-09-26,16322692318
2005-09-27,16536153856
2005-09-28,16685576933
2005-09-29,16877692318
2005-09-30,17148076934
2005-10-03,17119615395
2005-10-04,17091153857
2005-10-05,17027115395
2005-10-06,17176538472
2005-10-07,17091153857
2005-10-10,16991538472
2005-10-11,17027115395
2005-10-12,17055576934
2005-10-13,17027115395
2005-10-14,17425576934
2005-10-17,17461153857
2005-10-18,17446923088
2005-10-19,17432692319
2005-10-20,17219230780
2005-10-21,17176538472
2005-10-24,17340192318
2005-10-25,17283269241
2005-10-26,17347307703
2005-10-27,17219230780
2005-10-28,17347307703
2005-10-31,17169423088
2005-11-01,17340192318
2005-11-02,17226346165
2005-11-03,17062692318
2005-11-04,16948846164
2005-11-07,16948846164
2005-11-08,16913269241
2005-11-09,17012884626
2005-11-10,17169423088
2005-11-11,17105384626
2005-11-14,17084038472
2005-11-15,17062692318
2005-11-16,17020000011
2005-11-17,16948846164
2005-11-18,16984423087
2005-11-21,16970192318
2005-11-22,17062692318
2005-11-23,17119615395
2005-11-25,17112500011
2005-11-28,17047100000
2005-11-29,17111000000
2005-11-30,16876700000
2005-12-01,17224600000
2005-12-02,17139400000
2005-12-05,17082600000
2005-12-06,17068400000
2005-12-07,17139400000
2005-12-08,17082600000
2005-12-09,17089700000
2005-12-12,17466000000
2005-12-13,17693200000
2005-12-14,17764200000
2005-12-15,17586700000
2005-12-16,17664800000
2005-12-19,17572500000
2005-12-20,17515700000
2005-12-21,17522800000
2005-12-22,17785500000
2005-12-23,17629300000
2005-12-27,17664800000
2005-12-28,17707400000
2005-12-29,17721600000
2005-12-30,17508600000
2006-01-03,17600900000
2006-01-04,17750000000
2006-01-05,17650600000
2006-01-06,17657700000
2006-01-09,17657700000
2006-01-10,17700300000
2006-01-11,17821000000
2006-01-12,17742900000
2006-01-13,17735800000
2006-01-17,17572500000
2006-01-18,17714500000
2006-01-19,17700300000
2006-01-20,17480200000
2006-01-23,17352400000
2006-01-24,17309800000
2006-01-25,17267200000
2006-01-26,17132300000
2006-01-27,17309800000
2006-01-30,17338200000
2006-01-31,17260100000
2006-02-01,17302700000
2006-02-02,17182000000
2006-02-03,16883800000
2006-02-06,16862500000
2006-02-07,16862500000
2006-02-08,16770200000
2006-02-09,16777300000
2006-02-10,16862500000
2006-02-13,16912200000
2006-02-14,16912200000
2006-02-15,17032899999
2006-02-16,17245900000
2006-02-17,17373700000
2006-02-21,17345300000
2006-02-22,17324000000
2006-02-23,17437600000
2006-02-24,17622200000
2006-02-27,17654464000
2006-02-28,17575968000
2006-03-01,17490336000
2006-03-02,17547424000
2006-03-03,17426112000
2006-03-06,17390432000
2006-03-07,17418976000
2006-03-08,17468928000
2006-03-09,17418976000
2006-03-10,17433248000
2006-03-13,17397568000
2006-03-14,17454656000
2006-03-15,17504608000
2006-03-16,17476064000
2006-03-17,17604512000
2006-03-20,17611648000
2006-03-21,17561696000
2006-03-22,17832864000
2006-03-23,17925632000
2006-03-24,18068352000
2006-03-27,18046944000
2006-03-28,18032672000
2006-03-29,18146848000
2006-03-30,18061216000
2006-03-31,18082624000
2006-04-03,18161120000
2006-04-04,18075488000
2006-04-05,18111168000
2006-04-06,17932768000
2006-04-07,17868544000
2006-04-10,17875680000
2006-04-11,17583104000
2006-04-12,17604512000
2006-04-13,17354752000
2006-04-17,17454656000
2006-04-18,17468928000
2006-04-19,17504608000
2006-04-20,17504608000
2006-04-21,17468928000
2006-04-24,17390432000
2006-04-25,17526016000
2006-04-26,17468928000
2006-04-27,17568832000
2006-04-28,17604512000
2006-05-01,17840000000
2006-05-02,17775776000
2006-05-03,17690144000
2006-05-04,17697280000
2006-05-05,17732960000
2006-05-08,17840000000
2006-05-09,17811456000
2006-05-10,17768640000
2006-05-11,17483200000
2006-05-12,17476064000
2006-05-15,17761504000
2006-05-16,17732960000
2006-05-17,17711552000
2006-05-18,17704416000
2006-05-19,17683008000
2006-05-22,17754368000
2006-05-23,17925632000
2006-05-24,18061216000
2006-05-25,18589280000
2006-05-26,18475104000
2006-05-30,18205440000
2006-05-31,18268800000
2006-06-01,18240640000
2006-06-02,18268800000
2006-06-05,18050560000
2006-06-06,18198400000
2006-06-07,18142080000
2006-06-08,18142080000
2006-06-09,18022400000
2006-06-12,17980160000
2006-06-13,17874560000
2006-06-14,18113920000
2006-06-15,17895680000
2006-06-16,17754880000
2006-06-19,17409920000
2006-06-20,17585920000
2006-06-21,17747840000
2006-06-22,18064640000
2006-06-23,17994240000
2006-06-26,18128000000
2006-06-27,17952000000
2006-06-28,18113920000
2006-06-29,18219520000
2006-06-30,18184320000
2006-07-03,18261760000
2006-07-05,18289920000
2006-07-06,17959040000
2006-07-07,18296960000
2006-07-10,18522240000
2006-07-11,18578560000
2006-07-12,18430720000
2006-07-13,18388480000
2006-07-14,18275840000
2006-07-17,18353280000
2006-07-18,18444800000
2006-07-19,18536320000
2006-07-20,18444800000
2006-07-21,18191360000
2006-07-24,18177280000
2006-07-25,18374400000
2006-07-26,18416640000
2006-07-27,18304000000
2006-07-28,18423680000
2006-07-31,18268800000
2006-08-01,18304000000
2006-08-02,18289920000
2006-08-03,18304000000
2006-08-04,18437760000
2006-08-07,18275840000
2006-08-08,18705280000
2006-08-09,18677120000
2006-08-10,18719360000
2006-08-11,18726400000
2006-08-14,18782720000
2006-08-15,18846080000
2006-08-16,18937600000
2006-08-17,18670080000
2006-08-18,18775680000
2006-08-21,18740480000
2006-08-22,18705280000
2006-08-23,18754560000
2006-08-24,18846080000
2006-08-25,19050240000
2006-08-28,18611868000
2006-08-29,18529332000
2006-08-30,18666892000
2006-08-31,18653136000
2006-09-01,18694404000
2006-09-05,18680648000
2006-09-06,18728794000
2006-09-07,18488064000
2006-09-08,18288602000
2006-09-11,18219822000
2006-09-12,18164798000
2006-09-13,18054750000
2006-09-14,17937824000
2006-09-15,18212944000
2006-09-18,18123530000
2006-09-19,18123530000
2006-09-20,18233578000
2006-09-21,18831964000
2006-09-22,18997036000
2006-09-25,18942012000
2006-09-26,19134596000
2006-09-27,19354692000
2006-09-28,19526642000
2006-09-29,19464740000
2006-10-02,19402838000
2006-10-03,19168986000
2006-10-04,19292790000
2006-10-05,19272156000
2006-10-06,19107084000
2006-10-09,19168986000
2006-10-10,19175864000
2006-10-11,19058938000
2006-10-12,19003914000
2006-10-13,18935134000
2006-10-16,19024548000
2006-10-17,19196498000
2006-10-18,19258400000
2006-10-19,19224010000
2006-10-20,19182742000
2006-10-23,19402838000
2006-10-24,19347814000
2006-10-25,19416594000
2006-10-26,19402838000
2006-10-27,19478496000
2006-10-30,19395960000
2006-10-31,19540398000
2006-11-01,19478496000
2006-11-02,19251522000
2006-11-03,19224010000
2006-11-06,19292790000
2006-11-07,19272156000
2006-11-08,19334058000
2006-11-09,19347814000
2006-11-10,19038304000
2006-11-13,19113962000
2006-11-14,19285912000
2006-11-15,19230888000
2006-11-16,19182742000
2006-11-17,19430350000
2006-11-20,19561032000
2006-11-21,19595422000
2006-11-22,19526642000
2006-11-24,19478496000
2006-11-27,19322988000
2006-11-28,19364424000
2006-11-29,19336800000
2006-11-30,19322988000
2006-12-01,19336800000
2006-12-04,19509450000
2006-12-05,19758066000
2006-12-06,19737348000
2006-12-07,19633758000
2006-12-08,19792596000
2006-12-11,19737348000
2006-12-12,19813314000
2006-12-13,19916904000
2006-12-14,19868562000
2006-12-15,19903092000
2006-12-18,20048118000
2006-12-19,20124084000
2006-12-20,20027400000
2006-12-21,20358888000
2006-12-22,20213862000
2006-12-26,20227674000
2006-12-27,20061930000
2006-12-28,20013588000
2006-12-29,19889280000
2007-01-03,19827126000
2007-01-04,19820220000
2007-01-05,19675194000
2007-01-08,19764972000
2007-01-09,19530168000
2007-01-10,19599228000
2007-01-11,19792596000
2007-01-12,19647570000
2007-01-16,19537074000
2007-01-17,19543980000
2007-01-18,19509450000
2007-01-19,19557792000
2007-01-22,19606134000
2007-01-23,19550886000
2007-01-24,19523262000
2007-01-25,19606134000
2007-01-26,19530168000
2007-01-29,19606134000
2007-01-30,19778784000
2007-01-31,19764972000
2007-02-01,19840938000
2007-02-02,19792596000
2007-02-05,19737348000
2007-02-06,19751160000
2007-02-07,19592322000
2007-02-08,19606134000
2007-02-09,19695912000
2007-02-12,19654476000
2007-02-13,19764972000
2007-02-14,19792596000
2007-02-15,19854750000
2007-02-16,20061930000
2007-02-20,19999776000
2007-02-21,19854750000
2007-02-22,19937622000
2007-02-23,19744254000
2007-02-26,19923660000
2007-02-27,19523808000
2007-02-28,19413504000
2007-03-01,19344564000
2007-03-02,19130850000
2007-03-05,19248048000
2007-03-06,19275624000
2007-03-07,18924030000
2007-03-08,19013652000
2007-03-09,19027440000
2007-03-12,19344564000
2007-03-13,18972288000
2007-03-14,19068804000
2007-03-15,19372140000
2007-03-16,19330776000
2007-03-19,19468656000
2007-03-20,19778886000
2007-03-21,19951236000
2007-03-22,20102904000
2007-03-23,20061540000
2007-03-26,19944342000
2007-03-27,19771992000
2007-03-28,19861614000
2007-03-29,19965024000
2007-03-30,20068434000
2007-04-02,19978812000
2007-04-03,20137374000
2007-04-04,20330406000
2007-04-05,20254572000
2007-04-09,20185632000
2007-04-10,20289042000
2007-04-11,20233890000
2007-04-12,20164950000
2007-04-13,20158056000
2007-04-16,20199420000
2007-04-17,20406240000
2007-04-18,20302830000
2007-04-19,20330406000
2007-04-20,20378664000
2007-04-23,20530332000
2007-04-24,20509650000
2007-04-25,20647530000
2007-04-26,20682000000
2007-04-27,20709576000
2007-04-30,20647530000
2007-05-01,20716470000
2007-05-02,20640636000
2007-05-03,20482074000
2007-05-04,20495862000
2007-05-07,20585484000
2007-05-08,20592378000
2007-05-09,20619954000
2007-05-10,20585484000
2007-05-11,20564802000
2007-05-14,20668212000
2007-05-15,20806092000
2007-05-16,20937078000
2007-05-17,20785410000
2007-05-18,21019806000
2007-05-21,20978442000
2007-05-22,20992230000
2007-05-23,20737152000
2007-05-24,20744046000
2007-05-25,20730258000
2007-05-29,19965548000
2007-05-30,19912764000
2007-05-31,20203076000
2007-06-01,20236066000
2007-06-04,20282252000
2007-06-05,19596060000
2007-06-06,19615854000
2007-06-07,19391522000
2007-06-08,19530080000
2007-06-11,19642246000
2007-06-12,19510286000
2007-06-13,19642246000
2007-06-14,19582864000
2007-06-15,19662040000
2007-06-18,19767608000
2007-06-19,19747814000
2007-06-20,19483894000
2007-06-21,19497090000
2007-06-22,19285954000
2007-06-25,19391522000
2007-06-26,19556472000
2007-06-27,19615854000
2007-06-28,19226572000
2007-06-29,19272758000
2007-07-02,19431110000
2007-07-03,19417914000
2007-07-05,19338738000
2007-07-06,19127602000
2007-07-09,19226572000
2007-07-10,19107808000
2007-07-11,19121004000
2007-07-12,19483894000
2007-07-13,19530080000
2007-07-16,19358532000
2007-07-17,19246366000
2007-07-18,19371728000
2007-07-19,19411316000
2007-07-20,19292552000
2007-07-23,19219974000
2007-07-24,18850486000
2007-07-25,18751516000
2007-07-26,18349038000
2007-07-27,18335842000
2007-07-30,18553576000
2007-07-31,18349038000
2007-08-01,18507390000
2007-08-02,18507390000
2007-08-03,18335842000
2007-08-06,18949456000
2007-08-07,18936260000
2007-08-08,18777908000
2007-08-09,18091716000
2007-08-10,18256666000
2007-08-13,18283058000
2007-08-14,18474400000
2007-08-15,18302852000
2007-08-16,18322646000
2007-08-17,18401822000
2007-08-20,18316048000
2007-08-21,18401822000
2007-08-22,18718526000
2007-08-23,18738320000
2007-08-24,18909868000
2007-08-27,18807520000
2007-08-28,18420480000
2007-08-29,18545120000
2007-08-30,18335200000
2007-08-31,18328640000
2007-09-04,18604160000
2007-09-05,18453280000
2007-09-06,18919040000
2007-09-07,19024000000
2007-09-10,19010880000
2007-09-11,18853440000
2007-09-12,19384800000
2007-09-13,19115840000
2007-09-14,18919040000
2007-09-17,18958400000
2007-09-18,19247040000
2007-09-19,19306080000
2007-09-20,19338880000
2007-09-21,19188000000
2007-09-24,18984640000
2007-09-25,18925600000
2007-09-26,19155200000
2007-09-27,19115840000
2007-09-28,19024000000
2007-10-01,19102720000
2007-10-02,19043680000
2007-10-03,18958400000
2007-10-04,18860000000
2007-10-05,18866560000
2007-10-08,18814080000
2007-10-09,19142080000
2007-10-10,19135520000
2007-10-11,18984640000
2007-10-12,19181440000
2007-10-15,19181440000
2007-10-16,19115840000
2007-10-17,18951840000
2007-10-18,18938720000
2007-10-19,18617280000
2007-10-22,18466400000
2007-10-23,18413920000
2007-10-24,18394240000
2007-10-25,18689440000
2007-10-26,18932160000
2007-10-29,18768160000
2007-10-30,18741920000
2007-10-31,18938720000
2007-11-01,18558240000
2007-11-02,18669760000
2007-11-05,18781280000
2007-11-06,18814080000
2007-11-07,18656640000
2007-11-08,18919040000
2007-11-09,18682880000
2007-11-12,18564800000
2007-11-13,18899360000
2007-11-14,19030560000
2007-11-15,18689440000
2007-11-16,18833760000
2007-11-19,18354880000
2007-11-20,18499200000
2007-11-21,18479520000
2007-11-23,18728800000
2007-11-26,19323580000
2007-11-27,19559480000
2007-11-28,20112160000
2007-11-29,20206520000
2007-11-30,20267180000
2007-12-03,20213260000
2007-12-04,20186300000
2007-12-05,20361540000
2007-12-06,20590700000
2007-12-07,20395240000
2007-12-10,20523300000
2007-12-11,20044760000
2007-12-12,19970620000
2007-12-13,20199780000
2007-12-14,19883000000
2007-12-17,19775160000
2007-12-18,19909960000
2007-12-19,19546000000
2007-12-20,19438160000
2007-12-21,19566220000
2007-12-24,19532520000
2007-12-26,19579700000
2007-12-27,19276400000
2007-12-28,19377500000
2007-12-31,19209000000
2008-01-02,19053980000
2008-01-03,18966360000
2008-01-04,18770900000
2008-01-07,19155080000
2008-01-08,19215740000
2008-01-09,19249440000
2008-01-10,19323580000
2008-01-11,18919180000
2008-01-14,19053980000
2008-01-15,18582180000
2008-01-16,18393460000
2008-01-17,18326060000
2008-01-18,18231700000
2008-01-22,17813820000
2008-01-23,17901440000
2008-01-24,17962100000
2008-01-25,17840780000
2008-01-28,18265400000
2008-01-29,18433900000
2008-01-30,18171040000
2008-01-31,18373240000
2008-02-01,18797860000
2008-02-04,18723720000
2008-02-05,18353020000
2008-02-06,18339540000
2008-02-07,18481080000
2008-02-08,18144080000
2008-02-11,18508040000
2008-02-12,18575440000
2008-02-13,18703500000
2008-02-14,18474340000
2008-02-15,19006800000
2008-02-19,19027020000
2008-02-20,19047240000
2008-02-21,18932660000
2008-02-22,19175300000
2008-02-25,19398702000
2008-02-26,19479558000
2008-02-27,19317846000
2008-02-28,19142658000
2008-02-29,18866400000
2008-03-03,19048326000
2008-03-04,18839448000
2008-03-05,18866400000
2008-03-06,18502548000
2008-03-07,18441906000
2008-03-10,18852924000
2008-03-11,19250466000
2008-03-12,19466082000
2008-03-13,19418916000
2008-03-14,19270680000
2008-03-17,19129182000
2008-03-18,19607580000
2008-03-19,19850148000
2008-03-20,20254428000
2008-03-24,20092716000
2008-03-25,19964694000
2008-03-26,19877100000
2008-03-27,20112930000
2008-03-28,20234214000
2008-03-31,20173572000
2008-04-01,20537424000
2008-04-02,20234214000
2008-04-03,20227476000
2008-04-04,20402664000
2008-04-07,20523948000
2008-04-08,20240952000
2008-04-09,20308332000
2008-04-10,20153358000
2008-04-11,20059026000
2008-04-14,20153358000
2008-04-15,20261166000
2008-04-16,20618280000
2008-04-17,20604804000
2008-04-18,21022560000
2008-04-21,20934966000
2008-04-22,20739564000
2008-04-23,21056250000
2008-04-24,20759778000
2008-04-25,20517210000
2008-04-28,20638494000
2008-04-29,20645232000
2008-04-30,20348760000
2008-05-01,20651970000
2008-05-02,20779992000
2008-05-05,20833896000
2008-05-06,20813682000
2008-05-07,20517210000
2008-05-08,20753040000
2008-05-09,20490258000
2008-05-12,20645232000
2008-05-13,20759778000
2008-05-14,20847372000
2008-05-15,20914752000
2008-05-16,20948442000
2008-05-19,20860848000
2008-05-20,20860848000
2008-05-21,20719350000
2008-05-22,20806944000
2008-05-23,20584590000
2008-05-27,20991360000
2008-05-28,21051912000
2008-05-29,21240296000
2008-05-30,21260480000
2008-06-02,21146104000
2008-06-03,21206656000
2008-06-04,21435408000
2008-06-05,21334488000
2008-06-06,20735696000
2008-06-09,20998088000
2008-06-10,21112464000
2008-06-11,20950992000
2008-06-12,20816432000
2008-06-13,21099008000
2008-06-16,20695328000
2008-06-17,20432936000
2008-06-18,21072096000
2008-06-19,21119192000
2008-06-20,21199928000
2008-06-23,21327760000
2008-06-24,20991360000
2008-06-25,20587680000
2008-06-26,20473304000
2008-06-27,20143632000
2008-06-30,20446392000
2008-07-01,20500216000
2008-07-02,20379112000
2008-07-03,20439664000
2008-07-07,20614592000
2008-07-08,20742424000
2008-07-09,21085552000
2008-07-10,21354672000
2008-07-11,21240296000
2008-07-14,21273936000
2008-07-15,21543056000
2008-07-16,21489232000
2008-07-17,21549784000
2008-07-18,21354672000
2008-07-21,21327760000
2008-07-22,21839088000
2008-07-23,21926552000
2008-07-24,21697800000
2008-07-25,21522872000
2008-07-28,21502688000
2008-07-29,21704528000
2008-07-30,21791992000
2008-07-31,21664160000
2008-08-01,21650704000
2008-08-04,22101480000
2008-08-05,22269680000
2008-08-06,22437880000
2008-08-07,22108208000
2008-08-08,22565712000
2008-08-11,22693543999
2008-08-12,22558984000
2008-08-13,22572439999
2008-08-14,22606080000
2008-08-15,22774280000
2008-08-18,22323504000
2008-08-19,22148576000
2008-08-20,22484976000
2008-08-21,22565712000
2008-08-22,22693543999
2008-08-25,22331064000
2008-08-26,22257760000
2008-08-27,22417696000
2008-08-28,22477671999
2008-08-29,22051176000
2008-09-02,22464344000
2008-09-03,22231104000
2008-09-04,22297744000
2008-09-05,22604288000
2008-09-08,22810871999
2008-09-09,22550976000
2008-09-10,22550976000
2008-09-11,22930823999
2008-09-12,23024120000
2008-09-15,22704248000
2008-09-16,22844192000
2008-09-17,23237368000
2008-09-18,23210712000
2008-09-19,23343992000
2008-09-22,22717576000
2008-09-23,22677592000
2008-09-24,22770888000
2008-09-25,22944152000
2008-09-26,23197384000
2008-09-29,22697584000
2008-09-30,22897504000
2008-10-01,23377312000
2008-10-02,23157400000
2008-10-03,23370648000
2008-10-06,22817536000
2008-10-07,22324400000
2008-10-08,21744632000
2008-10-09,20065304000
2008-10-10,19365584000
2008-10-13,21191520000
2008-10-14,21464744000
2008-10-15,21231504000
2008-10-16,21611352000
2008-10-17,21571368000
2008-10-20,21811271999
2008-10-21,22071168000
2008-10-22,21478071999
2008-10-23,22044512000
2008-10-24,21404768000
2008-10-27,21231504000
2008-10-28,22517656000
2008-10-29,22264423999
2008-10-30,22517656000
2008-10-31,22570968000
2008-11-03,22624280000
2008-11-04,22544312000
2008-11-05,21911232000
2008-11-06,21304808000
2008-11-07,21971208000
2008-11-10,21904568000
2008-11-11,21884576000
2008-11-12,21251496000
2008-11-13,22251096000
2008-11-14,22071168000
2008-11-17,21831264000
2008-11-18,21771288000
2008-11-19,20765024000
2008-11-20,20491800000
2008-11-21,21558040000
2008-11-24,21233400000
2008-11-25,20706680000
2008-11-26,20713264000
2008-11-28,20798856000
2008-12-01,20120704000
2008-12-02,20502576000
2008-12-03,20660592000
2008-12-04,20311640000
2008-12-05,21029296000
2008-12-08,21325576000
2008-12-09,20094368000
2008-12-10,20068032000
2008-12-11,19916600000
2008-12-12,20127288000
2008-12-15,19784920000
2008-12-16,20166792000
2008-12-17,20199712000
2008-12-18,19798088000
2008-12-19,19422800000
2008-12-22,19218696000
2008-12-23,19106768000
2008-12-24,19245032000
2008-12-26,19330624000
2008-12-29,19324040000
2008-12-30,19659824000
2008-12-31,20002192000
2009-01-02,19870512000
2009-01-05,20015360000
2009-01-06,19593984000
2009-01-07,19370128000
2009-01-08,19258200000
2009-01-09,19139688000
2009-01-12,19712496000
2009-01-13,19561064000
2009-01-14,19343792000
2009-01-15,19442552000
2009-01-16,19942936000
2009-01-20,19679576000
2009-01-21,19646656000
2009-01-22,19719080000
2009-01-23,19528144000
2009-01-26,19561064000
2009-01-27,19890264000
2009-01-28,19857344000
2009-01-29,19784920000
2009-01-30,19468888000
2009-02-02,19514976000
2009-02-03,19916600000
2009-02-04,19449136000
2009-02-05,19462304000
2009-02-06,19370128000
2009-02-09,19356960000
2009-02-10,18896080000
2009-02-11,18869744000
2009-02-12,19034344000
2009-02-13,18711728000
2009-02-17,18553712000
2009-02-18,18264016000
2009-02-19,18343024000
2009-02-20,18119168000
2009-02-23,17920724000
2009-02-24,18242850000
2009-02-25,18012760000
2009-02-26,17375082000
2009-02-27,17250176000
2009-03-02,17197584000
2009-03-03,17138418000
2009-03-04,16882032000
2009-03-05,16435000000
2009-03-06,16750552000
2009-03-09,16336390000
2009-03-10,16500740000
2009-03-11,16244354000
2009-03-12,17092400000
2009-03-13,17289620000
2009-03-16,17552580000
2009-03-17,17638042000
2009-03-18,15659268000
2009-03-19,15540936000
2009-03-20,15521214000
2009-03-23,16336390000
2009-03-24,16369260000
2009-03-25,16283798000
2009-03-26,16172040000
2009-03-27,16717682000
2009-03-30,16520462000
2009-03-31,16395556000
2009-04-01,16697960000
2009-04-02,16770274000
2009-04-03,16717682000
2009-04-06,16704534000
2009-04-07,16704534000
2009-04-08,16704534000
