,ABBV
2022-03-15,276063480000
2022-03-16,276364550000
2022-03-17,280862890000
2022-03-18,281943200000
2022-03-21,283448550000
2022-03-22,283377710000
2022-03-23,280561820000
2022-03-24,283855880000
2022-03-25,285715430000
2022-03-28,286848870000
2022-03-29,287220780000
2022-03-30,290001250000
2022-03-31,286934700000
2022-04-01,287943600000
2022-04-04,286545300000
2022-04-05,289271100000
2022-04-06,298970700000
2022-04-07,306705600000
2022-04-08,309679200000
2022-04-11,300599100000
2022-04-12,296138700000
2022-04-13,281341500000
2022-04-14,287288700000
2022-04-18,282067200000
2022-04-19,276739500000
2022-04-20,277359000000
2022-04-21,280580400000
2022-04-22,274332300000
2022-04-25,276651000000
2022-04-26,276438600000
2022-04-27,278987400000
2022-04-28,276668700000
2022-04-29,259977600000
2022-05-02,261729900000
2022-05-03,264792000000
2022-05-04,268314300000
2022-05-05,269358600000
2022-05-06,270509100000
2022-05-09,267199200000
2022-05-10,269199300000
2022-05-11,268969200000
2022-05-12,273093300000
2022-05-13,271695000000
2022-05-16,275181900000
2022-05-17,273960600000
2022-05-18,269801100000
2022-05-19,268544400000
2022-05-20,267287699999
2022-05-23,262013100000
2022-05-24,263924700000
2022-05-25,268969200000
2022-05-26,266508900000
2022-05-27,265500000000
2022-05-31,260844900000
2022-06-01,258455400000
2022-06-02,259747500000
2022-06-03,260490899999
2022-06-06,259358100000
2022-06-07,263977799999
2022-06-08,264172500000
2022-06-09,257411100000
2022-06-10,253463999999
2022-06-13,246773399999
2022-06-14,243587400000
2022-06-15,244419300000
2022-06-16,246295500000
2022-06-17,244755600000
2022-06-21,253941900000
2022-06-22,261181200000
2022-06-23,264526499999
2022-06-24,269641800000
2022-06-27,271057799999
2022-06-28,269907300000
2022-06-29,272827799999
2022-06-30,271246360000
2022-07-01,272379800000
2022-07-05,272610030000
2022-07-06,270130630000
2022-07-07,269192000000
2022-07-08,270697350000
2022-07-11,271370329999
2022-07-12,270006660000
2022-07-13,269457650000
2022-07-14,266429240000
2022-07-15,272061020000
2022-07-18,264888470000
2022-07-19,265189540000
2022-07-20,261558990000
2022-07-21,261665250000
2022-07-22,262940370000
2022-07-25,266039620000
2022-07-26,267190770000
2022-07-27,267686650000
2022-07-28,265207250000
2022-07-29,254156209999
2022-08-01,248329620000
2022-08-02,248630689999
2022-08-03,250065199999
2022-08-04,246027319999
2022-08-05,244468840000
2022-08-08,248542140000
2022-08-09,248382750000
2022-08-10,249604740000
2022-08-11,251623680000
2022-08-12,252544600000
2022-08-15,251995590000
2022-08-16,252456050000
2022-08-17,250490240000
2022-08-18,250224590000
2022-08-19,251216350000
2022-08-22,248542140000
2022-08-23,246204420000
2022-08-24,244238610000
2022-08-25,246753430000
2022-08-26,241475850000
2022-08-29,240342410000
2022-08-30,240059050000
2022-08-31,238128660000
2022-09-01,245194949999
2022-09-02,241351880000
2022-09-06,243671890000
2022-09-07,245655410000
2022-09-08,248860920000
2022-09-09,250454819999
2022-09-12,251907040000
2022-09-13,245336630000
2022-09-14,247143050000
2022-09-15,252385209999
2022-09-16,255130260000
2022-09-19,252650860000
2022-09-20,251074670000
2022-09-21,248489010000
2022-09-22,253270709999
2022-09-23,253359260000
2022-09-26,250082910000
2022-09-27,250986120000
2022-09-28,256086600000
2022-09-29,252757120000
2022-09-30,237441821467
2022-10-03,244713156586
2022-10-04,251206051935
2022-10-05,253576754869
2022-10-06,248198443735
2022-10-07,245491596355
2022-10-10,244695464773
2022-10-11,250356844913
2022-10-12,247649997534
2022-10-13,252851390538
2022-10-14,252886774164
2022-10-17,255487470666
2022-10-18,255823615112
2022-10-19,253222918610
2022-10-20,252869082351
2022-10-21,260175801095
2022-10-24,266951765451
2022-10-25,265058741467
2022-10-26,269817839147
2022-10-27,271569328629
2022-10-28,261148850807
2022-10-31,259008141441
2022-11-01,259910423901
2022-11-02,255682080608
2022-11-03,255505162479
2022-11-04,257026658392
2022-11-07,262015749641
2022-11-08,262776497597
2022-11-09,261166542620
2022-11-10,264881823337
2022-11-11,265660263107
2022-11-14,268455569551
2022-11-15,270755505233
2022-11-16,268685563119
2022-11-17,269198625695
2022-11-18,274187716944
2022-11-21,277956073100
2022-11-22,282697478968
2022-11-23,281989806450
2022-11-25,282396718148
2022-11-28,280291392408
2022-11-29,279884480710
2022-11-30,285156640966
2022-12-01,285952772549
2022-12-02,289544210576
2022-12-05,290039581338
2022-12-06,289650361453
2022-12-07,292622586027
2022-12-08,293666402991
2022-12-09,288482701799
2022-12-12,292481051524
2022-12-13,291543385438
2022-12-14,291667228128
2022-12-15,288553469051
2022-12-16,283918214061
2022-12-19,285705087168
2022-12-20,284095132190
2022-12-21,286978897699
2022-12-22,288854229871
2022-12-23,288553469051
2022-12-27,288358859109
2022-12-28,287014281325
2022-12-29,287598111152
2022-12-30,285917388923
2023-01-03,287412600000
2023-01-04,289731300000
2023-01-05,289377300000
2023-01-06,294793500000
2023-01-09,286138200000
2023-01-10,282562800000
2023-01-11,278190900000
2023-01-12,269429400000
2023-01-13,271872000000
2023-01-17,270509100000
2023-01-18,264083999999
2023-01-19,263216700000
2023-01-20,264774300000
2023-01-23,262933500000
2023-01-24,261411300000
2023-01-25,261588300000
2023-01-26,260898000000
2023-01-27,258915600000
2023-01-30,257800500000
2023-01-31,261517500000
2023-02-01,259482000000
2023-02-02,256366800000
2023-02-03,257003999999
2023-02-06,256685400000
2023-02-07,256897799999
2023-02-08,255959700000
2023-02-09,263198999999
2023-02-10,269128500000
2023-02-13,272102099999
2023-02-14,270084300000
2023-02-15,267376200000
2023-02-16,264668100000
2023-02-17,267818700000
2023-02-21,269040000000
2023-02-22,266685899999
2023-02-23,269163900000
2023-02-24,270296700000
2023-02-27,273075600000
2023-02-28,272403000000
2023-03-01,274827900000
2023-03-02,273252600000
2023-03-03,276226200000
2023-03-06,274845600000
2023-03-07,270686100000
2023-03-08,264792000000
2023-03-09,260809500000
2023-03-10,264986700000
2023-03-13,268951499999
2023-03-14,272314500000
2023-03-15,272686200000
2023-03-16,274881000000
2023-03-17,272969400000
2023-03-20,276332400000
2023-03-21,277482900000
2023-03-22,271995899999
2023-03-23,274881000000
2023-03-24,279695400000
2023-03-27,278845800000
2023-03-28,280102500000
2023-03-29,279660000000
2023-03-30,279518400000
2023-03-31,281606790000
2023-04-03,283462140000
2023-04-04,282331260000
2023-04-05,284133600000
2023-04-06,285458850000
2023-04-10,284981760000
2023-04-11,285158460000
2023-04-12,286890120000
2023-04-13,287473230000
2023-04-14,285529530000
2023-04-17,284805060000
2023-04-18,281995530000
2023-04-19,284858070000
2023-04-20,285794580000
2023-04-21,286978470000
2023-04-24,289929360000
2023-04-25,291378300000
2023-04-26,285900600000
2023-04-27,263053290000
2023-04-28,267029040000
2023-05-01,271605570000
2023-05-02,267912540000
2023-05-03,263724750000
2023-05-04,260385120000
2023-05-05,261569010000
2023-05-08,260544149999
2023-05-09,259448610000
2023-05-10,258724139999
2023-05-11,259024530000
2023-05-12,260014050000
2023-05-15,259024530000
2023-05-16,253193430000
2023-05-17,253299450000
2023-05-18,253458480000
2023-05-19,256409370000
2023-05-22,256038300000
2023-05-23,251832840000
2023-05-24,249412050000
2023-05-25,244941540000
2023-05-26,243068520000
2023-05-30,241089480000
2023-05-31,243775320000
2023-06-01,235788480000
2023-06-02,241849290000
2023-06-05,241831620000
2023-06-06,239304810000
2023-06-07,241195500000
2023-06-08,243209879999
2023-06-09,244164060000
2023-06-12,243368909999
2023-06-13,244393770000
2023-06-14,240718409999
2023-06-15,240117629999
2023-06-16,244976879999
2023-06-20,243527940000
2023-06-21,241831620000
2023-06-22,242803470000
2023-06-23,240170639999
2023-06-26,238456649999
2023-06-27,234304200000
2023-06-28,234145169999
2023-06-29,235417409999
2023-06-30,238067909999
2023-07-03,238562669999
2023-07-05,243174540000
2023-07-06,242520750000
2023-07-07,239428500000
2023-07-10,237643830000
2023-07-11,239552190000
2023-07-12,238509659999
2023-07-13,236053530000
2023-07-14,240329669999
2023-07-17,238244610000
2023-07-18,241336860000
2023-07-19,243280560000
2023-07-20,251249730000
2023-07-21,253988580000
2023-07-24,252999060000
2023-07-25,250260210000
2023-07-26,250737300000
2023-07-27,263017950000
2023-07-28,266551950000
2023-07-31,264307860000
2023-08-01,262470180000
2023-08-02,263954460000
2023-08-03,263371350000
2023-08-04,261038909999
2023-08-07,265633110000
2023-08-08,264378540000
2023-08-09,266410590000
2023-08-10,267594480000
2023-08-11,268902060000
2023-08-14,269061090000
2023-08-15,268796040000
2023-08-16,267788850000
2023-08-17,265085340000
2023-08-18,265297379999
2023-08-21,265332720000
2023-08-22,261940080000
2023-08-23,259890360000
2023-08-24,259095210000
2023-08-25,259201230000
2023-08-28,260508810000
2023-08-29,260791530000
2023-08-30,262081440000
2023-08-31,259678320000
2023-09-01,261869399999
2023-09-05,258158700000
2023-09-06,257292870000
2023-09-07,263123970000
2023-09-08,263318340000
2023-09-11,263353680000
2023-09-12,263760090000
2023-09-13,267099720000
2023-09-14,271481879999
2023-09-15,268796040000
2023-09-18,272011980000
2023-09-19,271216830000
2023-09-20,271428870000
2023-09-21,271110810000
2023-09-22,269891580000
2023-09-25,273266550000
2023-09-26,271958970000
2023-09-27,270580710000
2023-09-28,269025750000
2023-09-29,263389020000
2023-10-02,261800713667
2023-10-03,260352642266
2023-10-04,260811786856
2023-10-05,260387961080
2023-10-06,261783054259
2023-10-09,263319422697
2023-10-10,262930915736
2023-10-11,263725589066
2023-10-12,261889010703
2023-10-13,261288590854
2023-10-16,259999454119
2023-10-17,263443038548
2023-10-18,263619632622
2023-10-19,256979695466
2023-10-20,258233513386
2023-10-23,255584602287
2023-10-24,258374788645
2023-10-25,256520550875
2023-10-26,256414594431
2023-10-27,245342146035
2023-10-30,250569330605
2023-10-31,249315512684
2023-11-01,251593576230
2023-11-02,252988669409
2023-11-03,249739338460
2023-11-06,249350831499
2023-11-07,251046134603
2023-11-08,250816562307
2023-11-09,243770458783
2023-11-10,244741726186
2023-11-13,244830023223
2023-11-14,243805777597
2023-11-15,242993444860
2023-11-16,244194284559
2023-11-17,244229603373
2023-11-20,244247262781
2023-11-21,244988957889
2023-11-22,244529813298
2023-11-24,244883001445
2023-11-27,245624696552
2023-11-28,243841096412
2023-11-29,244582791520
2023-11-30,251452300971
2023-12-01,253253560519
2023-12-04,254560356661
2023-12-05,255302051769
2023-12-06,258498404496
2023-12-07,261306250262
2023-12-08,263619632622
2023-12-11,267080876458
2023-12-12,270612757924
2023-12-13,272484655101
2023-12-14,273508900727
2023-12-15,272025510511
2023-12-18,270930627256
2023-12-19,271248496588
2023-12-20,267875549788
2023-12-21,269464896448
2023-12-22,273614857171
2023-12-26,273049756136
2023-12-27,273508900727
2023-12-28,273279328431
2023-12-29,273667835393
2024-01-02,282721580000
2024-01-03,283853740000
2024-01-04,285622740000
2024-01-05,286825660000
2024-01-08,285569670000
2024-01-09,287126390000
2024-01-10,291690410000
2024-01-11,289726820000
2024-01-12,287285600000
2024-01-16,285658120000
2024-01-17,286648760000
2024-01-18,288877700000
2024-01-19,291478130000
2024-01-22,292574910000
2024-01-23,296307500000
2024-01-24,290505180000
2024-01-25,292114970000
2024-01-26,290823600000
2024-01-29,289956790000
2024-01-30,291743480000
2024-01-31,290823600000
2024-02-01,296466710000
2024-02-02,298377230000
2024-02-05,302958940000
2024-02-06,306550010000
2024-02-07,309592690000
2024-02-08,309203510000
2024-02-09,307947520000
2024-02-12,306160830000
2024-02-13,306550010000
2024-02-14,308548980000
2024-02-15,312387710000
2024-02-16,313979810000
2024-02-20,310901750000
2024-02-21,309822660000
2024-02-22,312670750000
2024-02-23,315041210000
2024-02-26,316314890000
2024-02-27,316633310000
2024-02-28,314882000000
2024-02-29,311432450000
2024-03-01,316491790000
2024-03-04,313201450000
2024-03-05,316934040000
2024-03-06,320295140000
2024-03-07,319428330000
2024-03-08,316385650000
2024-03-11,317765470000
2024-03-12,320047480000
2024-03-13,318172340000
2024-03-14,320542800000
2024-03-15,314669720000
2024-03-18,315748810000
2024-03-19,317818540000
2024-03-20,311821630000
2024-03-21,313997500000
2024-03-22,315678050000
2024-03-25,315819570000
2024-03-26,316987110000
2024-03-27,319039150000
2024-03-28,322134900000
2024-04-01,319764440000
2024-04-02,319640610000
2024-04-03,313696770000
2024-04-04,297015100000
2024-04-05,300730000000
2024-04-08,300376200000
2024-04-09,300977660000
2024-04-10,299014070000
2024-04-11,296342880000
2024-04-12,287073320000
2024-04-15,285994230000
2024-04-16,287533260000
2024-04-17,290558250000
2024-04-18,291283540000
2024-04-19,294379290000
2024-04-22,296997410000
2024-04-23,299916260000
2024-04-24,296838200000
2024-04-25,295936010000
2024-04-26,282367780000
2024-04-29,285728880000
2024-04-30,287710160000
2024-05-01,286082680000
2024-05-02,284472890000
2024-05-03,289744510000
2024-05-06,287869370000
2024-05-07,287550950000
2024-05-08,283836050000
2024-05-09,283747600000
2024-05-10,284366750000
2024-05-13,285304320000
2024-05-14,285852710000
2024-05-15,289744510000
2024-05-16,290735150000
2024-05-17,294396980000
2024-05-20,291106640000
2024-05-21,288223170000
2024-05-22,282350090000
2024-05-23,279961940000
2024-05-24,277839140000
2024-05-28,274796460000
2024-05-29,273823510000
2024-05-30,276512390000
2024-05-31,285233560000
2024-06-03,283376110000
2024-06-04,286825660000
2024-06-05,292663360000
2024-06-06,298200330000
2024-06-07,299703980000
2024-06-10,301543740000
2024-06-11,296661300000
2024-06-12,293813210000
2024-06-13,294644640000
2024-06-14,298235710000
2024-06-17,300163920000
2024-06-18,303135840000
2024-06-20,304497970000
2024-06-21,301419910000
2024-06-24,305577060000
2024-06-25,302056750000
2024-06-26,302764350000
2024-06-27,298943310000
2024-06-28,303418880000
2024-07-01,301384530000
2024-07-02,293583240000
2024-07-03,289832960000
2024-07-05,295865250000
2024-07-08,294573880000
2024-07-09,297280450000
2024-07-10,297439660000
2024-07-11,300570790000
2024-07-12,301225320000
2024-07-15,297245070000
2024-07-16,299314800000
2024-07-17,310052630000
2024-07-18,302746660000
2024-07-19,304834080000
2024-07-22,307116090000
2024-07-23,306302350000
2024-07-24,311715490000
2024-07-25,322258730000
2024-07-26,327548040000
2024-07-29,321851860000
2024-07-30,330413820000
2024-07-31,327831080000
2024-08-01,335596990000
2024-08-02,334854010000
2024-08-05,326132840000
2024-08-06,328520990000
2024-08-07,331705190000
2024-08-08,336817600000
2024-08-09,335986170000
