,AMGN
2009-04-09,48461920000
2009-04-13,48168150000
2009-04-14,48705040000
2009-04-15,48239060000
2009-04-16,47793340000
2009-04-17,47681910000
2009-04-20,46334620000
2009-04-21,46689170000
2009-04-22,45696430000
2009-04-23,47428660000
2009-04-24,50477790000
2009-04-27,50832340000
2009-04-28,51095720000
2009-04-29,51693390000
2009-04-30,49100110000
2009-05-01,49241930000
2009-05-04,49140630000
2009-05-05,48613870000
2009-05-06,48249190000
2009-05-07,47692040000
2009-05-08,47813600000
2009-05-11,48542960000
2009-05-12,48846860000
2009-05-13,48674650000
2009-05-14,48806340000
2009-05-15,48786080000
2009-05-18,49981420000
2009-05-19,50589220000
2009-05-20,51247670000
2009-05-21,50133370000
2009-05-22,49940900000
2009-05-26,50984290000
2009-05-27,50396750000
2009-05-28,50731040000
2009-05-29,50589220000
2009-06-01,50751300000
2009-06-02,51389490000
2009-06-03,52594960000
2009-06-04,51673130000
2009-06-05,51551570000
2009-06-08,51581960000
2009-06-09,51409750000
2009-06-10,50761430000
2009-06-11,50528440000
2009-06-12,51055200000
2009-06-15,50082720000
2009-06-16,51875730000
2009-06-17,53496530000
2009-06-18,53719390000
2009-06-19,53020420000
2009-06-22,51652870000
2009-06-23,51804820000
2009-06-24,51673130000
2009-06-25,52594960000
2009-06-26,53486400000
2009-06-29,53800430000
2009-06-30,53787040000
2009-07-01,53604160000
2009-07-02,52293520000
2009-07-06,52882800000
2009-07-07,53065680000
2009-07-08,60452000000
2009-07-09,59060080000
2009-07-10,58734960000
2009-07-13,58938160000
2009-07-14,59029600000
2009-07-15,58795920000
2009-07-16,59405520000
2009-07-17,59730640000
2009-07-20,59202320000
2009-07-21,59568080000
2009-07-22,59303920000
2009-07-23,60797440000
2009-07-24,61894720000
2009-07-27,61742320000
2009-07-28,63418720000
2009-07-29,64241680000
2009-07-30,64119760000
2009-07-31,63306960000
2009-08-03,63886080000
2009-08-04,65440560000
2009-08-05,63306960000
2009-08-06,61661040000
2009-08-07,61457840000
2009-08-10,62219840000
2009-08-11,63814960000
2009-08-12,63154560000
2009-08-13,61833760000
2009-08-14,61823600000
2009-08-17,60797440000
2009-08-18,60716160000
2009-08-19,61102240000
2009-08-20,61254640000
2009-08-21,61610240000
2009-08-24,61346080000
2009-08-25,61325760000
2009-08-26,62219840000
2009-08-27,61214000000
2009-08-28,60563760000
2009-08-31,60736480000
2009-09-01,59923680000
2009-09-02,60045600000
2009-09-03,59405520000
2009-09-04,59893200000
2009-09-08,60106560000
2009-09-09,60126880000
2009-09-10,59974480000
2009-09-11,59476640000
2009-09-14,60157360000
2009-09-15,59415680000
2009-09-16,60645040000
2009-09-17,61488320000
2009-09-18,61772800000
2009-09-21,63306960000
2009-09-22,61803280000
2009-09-23,61518800000
2009-09-24,61752480000
2009-09-25,61234320000
2009-09-28,61417200000
2009-09-29,61427360000
2009-09-30,59145860000
2009-10-01,57938000000
2009-10-02,57525560000
2009-10-05,57260420000
2009-10-06,57800520000
2009-10-07,57486280000
2009-10-08,57829980000
2009-10-09,58350440000
2009-10-12,58438820000
2009-10-13,58203140000
2009-10-14,59479740000
2009-10-15,60717060000
2009-10-16,60216240000
2009-10-19,59155680000
2009-10-20,57093480000
2009-10-21,58330800000
2009-10-22,55826700000
2009-10-23,55158940000
2009-10-26,53352060000
2009-10-27,53430620000
2009-10-28,52743220000
2009-10-29,53312780000
2009-10-30,52654840000
2009-11-02,51486260000
2009-11-03,51594280000
2009-11-04,51181840000
2009-11-05,53077100000
2009-11-06,53705580000
2009-11-09,53921620000
2009-11-10,53126200000
2009-11-11,53793960000
2009-11-12,54226040000
2009-11-13,54412620000
2009-11-16,55129480000
2009-11-17,55266960000
2009-11-18,55129480000
2009-11-19,55050920000
2009-11-20,54383160000
2009-11-23,55237500000
2009-11-24,55777600000
2009-11-25,56052560000
2009-11-27,55483000000
2009-11-30,55335700000
2009-12-01,56052560000
2009-12-02,56465000000
2009-12-03,55532100000
2009-12-04,55826700000
2009-12-07,55463360000
2009-12-08,54923260000
2009-12-09,55070560000
2009-12-10,55188400000
2009-12-11,55296420000
2009-12-14,55836520000
2009-12-15,54746500000
2009-12-16,54078740000
2009-12-17,53597560000
2009-12-18,54795600000
2009-12-21,55708860000
2009-12-22,56190040000
2009-12-23,56317700000
2009-12-24,56386440000
2009-12-28,56622120000
2009-12-29,56484640000
2009-12-30,56504280000
2009-12-31,55551740000
2010-01-04,56681040000
2010-01-05,56190040000
2010-01-06,55767780000
2010-01-07,55257140000
2010-01-08,55748140000
2010-01-11,55993640000
2010-01-12,55021460000
2010-01-13,55512460000
2010-01-14,55149120000
2010-01-15,55237500000
2010-01-19,56514100000
2010-01-20,56170400000
2010-01-21,55610660000
2010-01-22,55581200000
2010-01-25,54707220000
2010-01-26,55561560000
2010-01-27,56700680000
2010-01-28,57034560000
2010-01-29,57427360000
2010-02-01,57663040000
2010-02-02,58163860000
2010-02-03,58006740000
2010-02-04,56494460000
2010-02-05,56641760000
2010-02-08,56425720000
2010-02-09,56180220000
2010-02-10,55816880000
2010-02-11,55483000000
2010-02-12,55463360000
2010-02-16,55964180000
2010-02-17,56170400000
2010-02-18,56239140000
2010-02-19,56347160000
2010-02-22,56072200000
2010-02-23,55365160000
2010-02-24,55718680000
2010-02-25,55237500000
2010-02-26,55591020000
2010-03-01,55875800000
2010-03-02,55846340000
2010-03-03,55875800000
2010-03-04,55748140000
2010-03-05,56209680000
2010-03-08,56573020000
2010-03-09,56720320000
2010-03-10,56739960000
2010-03-11,56455180000
2010-03-12,56396260000
2010-03-15,55865980000
2010-03-16,56386440000
2010-03-17,56396260000
2010-03-18,57260420000
2010-03-19,58920000000
2010-03-22,59008380000
2010-03-23,58978920000
2010-03-24,58006740000
2010-03-25,58193320000
2010-03-26,58340620000
2010-03-29,58831620000
2010-03-30,59008380000
2010-03-31,57386560000
2010-04-01,58307200000
2010-04-05,57942780000
2010-04-06,57818110000
2010-04-07,57875650000
2010-04-08,58038680000
2010-04-09,58403100000
2010-04-12,57894830000
2010-04-13,58192120000
2010-04-14,58633260000
2010-04-15,58153760000
2010-04-16,58230480000
2010-04-19,58566130000
2010-04-20,57712620000
2010-04-21,56302890000
2010-04-22,55775440000
2010-04-23,56465920000
2010-04-26,56034370000
2010-04-27,55468560000
2010-04-28,55794620000
2010-04-29,56187810000
2010-04-30,54960290000
2010-05-03,55228810000
2010-05-04,54499970000
2010-05-05,54279400000
2010-05-06,52505250000
2010-05-07,52227140000
2010-05-10,53301220000
2010-05-11,53636870000
2010-05-12,54279400000
2010-05-13,53588920000
2010-05-14,52447710000
2010-05-17,52562790000
2010-05-18,52428530000
2010-05-19,52994340000
2010-05-20,50769460000
2010-05-21,50289960000
2010-05-24,50500940000
2010-05-25,50395450000
2010-05-26,48295240000
2010-05-27,49321370000
2010-05-28,49657020000
2010-06-01,48678840000
2010-06-02,53790310000
2010-06-03,53358760000
2010-06-04,52112060000
2010-06-07,51316090000
2010-06-08,51613380000
2010-06-09,50970850000
2010-06-10,51795590000
2010-06-11,51881900000
2010-06-14,51853130000
2010-06-15,52860080000
2010-06-16,52955980000
2010-06-17,53166960000
2010-06-18,52936800000
2010-06-21,54202680000
2010-06-22,53819080000
2010-06-23,53895800000
2010-06-24,53847850000
2010-06-25,53953340000
2010-06-28,53138190000
2010-06-29,51901080000
2010-06-30,50390800000
2010-07-01,49835160000
2010-07-02,49528600000
2010-07-06,49145400000
2010-07-07,49241200000
2010-07-08,50036340000
2010-07-09,50352480000
2010-07-12,50237520000
2010-07-13,50544080000
2010-07-14,50409960000
2010-07-15,50697360000
2010-07-16,49978860000
2010-07-19,51348800000
2010-07-20,50965600000
2010-07-21,50055500000
2010-07-22,51070980000
2010-07-23,50534500000
2010-07-26,51415860000
2010-07-27,52220580000
2010-07-28,51502080000
2010-07-29,51128460000
2010-07-30,52239740000
2010-08-02,52565460000
2010-08-03,52412180000
2010-08-04,53418080000
2010-08-05,52996560000
2010-08-06,53590520000
2010-08-09,53322280000
2010-08-10,53379760000
2010-08-11,51435020000
2010-08-12,52450500000
2010-08-13,52709160000
2010-08-16,51808640000
2010-08-17,51693680000
2010-08-18,51866120000
2010-08-19,50505760000
2010-08-20,50141720000
2010-08-23,49768100000
2010-08-24,48915480000
2010-08-25,49662720000
2010-08-26,48790940000
2010-08-27,49892640000
2010-08-30,49461540000
2010-08-31,48896320000
2010-09-01,50381220000
2010-09-02,50304580000
2010-09-03,50687780000
2010-09-07,50304580000
2010-09-08,50716520000
2010-09-09,51530820000
2010-09-10,52067300000
2010-09-13,52115200000
2010-09-14,52230160000
2010-09-15,52977400000
2010-09-16,52785800000
2010-09-17,52900760000
2010-09-20,53590520000
2010-09-21,53408500000
2010-09-22,53906660000
2010-09-23,53379760000
2010-09-24,53954560000
2010-09-27,53351020000
2010-09-28,53648000000
2010-09-29,52632520000
2010-09-30,51417630000
2010-10-01,51790830000
2010-10-04,51361650000
2010-10-05,52359960000
2010-10-06,52089390000
2010-10-07,52210680000
2010-10-08,52611870000
2010-10-11,52341300000
2010-10-12,52192020000
2010-10-13,51772170000
2010-10-14,51184380000
2010-10-15,52910430000
2010-10-18,54076680000
2010-10-19,53488890000
2010-10-20,53862090000
2010-10-21,53759460000
2010-10-22,53694150000
2010-10-25,54067350000
2010-10-26,53423580000
2010-10-27,53208990000
2010-10-28,53432910000
2010-10-29,53358270000
2010-11-01,53582190000
2010-11-02,53498220000
2010-11-03,53460900000
2010-11-04,52257330000
2010-11-05,51706860000
2010-11-08,51585570000
2010-11-09,51249690000
2010-11-10,51035100000
2010-11-11,50960460000
2010-11-12,50820510000
2010-11-15,50857830000
2010-11-16,50409990000
2010-11-17,50260710000
2010-11-18,51445620000
2010-11-19,51315000000
2010-11-22,51072420000
2010-11-23,50008800000
2010-11-24,50223390000
2010-11-26,49971480000
2010-11-29,49747560000
2010-11-30,49159770000
2010-12-01,49934160000
2010-12-02,50232720000
2010-12-03,50130090000
2010-12-06,49822200000
2010-12-07,49570290000
2010-12-08,49710240000
2010-12-09,49822200000
2010-12-10,50279370000
2010-12-13,50484630000
2010-12-14,52957080000
2010-12-15,51940110000
2010-12-16,52835790000
2010-12-17,53572860000
2010-12-20,53787450000
2010-12-21,53544870000
2010-12-22,53134350000
2010-12-23,52910430000
2010-12-27,52658520000
2010-12-28,52210680000
2010-12-29,52126710000
2010-12-30,51809490000
2010-12-31,51221700000
2011-01-03,51828150000
2011-01-04,52947750000
2011-01-05,52929090000
2011-01-06,52761150000
2011-01-07,53162340000
2011-01-10,52658520000
2011-01-11,52425270000
2011-01-12,53041050000
2011-01-13,52546560000
2011-01-14,52714500000
2011-01-18,53451570000
2011-01-19,53162340000
2011-01-20,53470230000
2011-01-21,53153010000
2011-01-24,53451570000
2011-01-25,53330280000
2011-01-26,52695840000
2011-01-27,52695840000
2011-01-28,51585570000
2011-01-31,51389640000
2011-02-01,51977430000
2011-02-02,51902790000
2011-02-03,51734850000
2011-02-04,51501600000
2011-02-07,51203040000
2011-02-08,51259020000
2011-02-09,50783190000
2011-02-10,50633910000
2011-02-11,50139420000
2011-02-14,50251380000
2011-02-15,50232720000
2011-02-16,49402350000
2011-02-17,48898530000
2011-02-18,48739920000
2011-02-22,48404040000
2011-02-23,47648310000
2011-02-24,47536350000
2011-02-25,48758580000
2011-02-28,47890890000
2011-03-01,48432030000
2011-03-02,47946870000
2011-03-03,48861210000
2011-03-04,48814560000
2011-03-07,48273420000
2011-03-08,49001160000
2011-03-09,48963840000
2011-03-10,48366720000
2011-03-11,49943490000
2011-03-14,49934160000
2011-03-15,49449000000
2011-03-16,49159770000
2011-03-17,49971480000
2011-03-18,49393020000
2011-03-21,49532970000
2011-03-22,49243740000
2011-03-23,49159770000
2011-03-24,49700910000
2011-03-25,49588950000
2011-03-28,49122450000
2011-03-29,49850190000
2011-03-30,50288700000
2011-03-31,49548150000
2011-04-01,49205160000
2011-04-04,50085810000
2011-04-05,50122890000
2011-04-06,50085810000
2011-04-07,50030190000
2011-04-08,49965300000
2011-04-11,50345370000
2011-04-12,50632740000
2011-04-13,50929380000
2011-04-14,50827410000
2011-04-15,51457770000
2011-04-18,51188940000
2011-04-19,51151860000
2011-04-20,52078860000
2011-04-21,49770630000
2011-04-25,50697630000
2011-04-26,52115940000
2011-04-27,52672140000
2011-04-28,52968780000
2011-04-29,52699950000
2011-05-02,53191260000
2011-05-03,53302500000
2011-05-04,53469360000
2011-05-05,53228340000
2011-05-06,53423010000
2011-05-09,53478630000
2011-05-10,54044100000
2011-05-11,54563220000
2011-05-12,55304820000
2011-05-13,56055690000
2011-05-16,55490220000
2011-05-17,56445030000
2011-05-18,56704590000
2011-05-19,56584080000
2011-05-20,56417220000
2011-05-23,56046420000
2011-05-24,55545840000
2011-05-25,55471680000
2011-05-26,55397520000
2011-05-27,55017450000
2011-05-31,56120580000
2011-06-01,55341900000
2011-06-02,54924750000
2011-06-03,54405630000
2011-06-06,54322200000
2011-06-07,54535410000
2011-06-08,54646650000
2011-06-09,54581760000
2011-06-10,53756730000
2011-06-13,54127530000
2011-06-14,54257310000
2011-06-15,53664030000
2011-06-16,54081180000
2011-06-17,53775270000
2011-06-20,54183150000
2011-06-21,53923590000
2011-06-22,53905050000
2011-06-23,53701110000
2011-06-24,52876080000
2011-06-27,53654760000
2011-06-28,54368550000
2011-06-29,53562060000
2011-06-30,52923450000
2011-07-01,52859960000
2011-07-05,52533440000
2011-07-06,52333900000
2011-07-07,52524370000
2011-07-08,52279480000
2011-07-11,51608300000
2011-07-12,51608300000
2011-07-13,51345270000
2011-07-14,50501760000
2011-07-15,49930350000
2011-07-18,49576620000
2011-07-19,50129890000
2011-07-20,49875930000
2011-07-21,50329430000
2011-07-22,50084540000
2011-07-25,49794300000
2011-07-26,49612900000
2011-07-27,48796600000
2011-07-28,48461010000
2011-07-29,49612900000
2011-08-01,48769390000
2011-08-02,48352170000
2011-08-03,48361240000
2011-08-04,46764920000
2011-08-05,47272840000
2011-08-08,45241160000
2011-08-09,45848850000
2011-08-10,43780890000
2011-08-11,45023480000
2011-08-12,45350000000
2011-08-15,46801200000
2011-08-16,46501890000
2011-08-17,46910040000
2011-08-18,46656080000
2011-08-19,47145860000
2011-08-22,47445170000
2011-08-23,48633340000
2011-08-24,49204750000
2011-08-25,48488220000
2011-08-26,49050560000
2011-08-29,49694530000
2011-08-30,50102680000
2011-08-31,50247800000
2011-09-01,49903140000
2011-09-02,49068700000
2011-09-06,49449640000
2011-09-07,50229660000
2011-09-08,50166170000
2011-09-09,49014280000
2011-09-12,49032420000
2011-09-13,49803370000
2011-09-14,50120820000
2011-09-15,51027820000
2011-09-16,51435970000
2011-09-19,51272710000
2011-09-20,52034590000
2011-09-21,50828280000
2011-09-22,49921280000
2011-09-23,49975700000
2011-09-26,50275010000
2011-09-27,51263640000
2011-09-28,50492690000
2011-09-29,50592460000
2011-09-30,43473360000
2011-10-03,42634900000
2011-10-04,42990850000
2011-10-05,44240630000
2011-10-06,44952530000
2011-10-07,44509570000
2011-10-10,45379670000
2011-10-11,45158190000
2011-10-12,44802240000
2011-10-13,45071180000
2011-10-14,45474590000
2011-10-17,44644040000
2011-10-18,45308480000
2011-10-19,45340120000
2011-10-20,45300570000
2011-10-21,46344690000
2011-10-24,46629450000
2011-10-25,44667770000
2011-10-26,45047450000
2011-10-27,45925460000
2011-10-28,45276840000
2011-10-31,45300570000
2011-11-01,43932140000
2011-11-02,43346800000
2011-11-03,44058700000
2011-11-04,43639470000
2011-11-07,46218130000
2011-11-08,45878000000
2011-11-09,45490410000
2011-11-10,45846360000
2011-11-11,45767260000
2011-11-14,45348030000
2011-11-15,44762690000
2011-11-16,44303910000
2011-11-17,44224810000
2011-11-18,43955870000
2011-11-21,43481270000
2011-11-22,44027060000
2011-11-23,43457540000
2011-11-25,43228150000
2011-11-28,44216900000
2011-11-29,44406740000
2011-11-30,45806810000
2011-12-01,45878000000
2011-12-02,45957100000
2011-12-05,45482500000
2011-12-06,45790990000
2011-12-07,46146940000
2011-12-08,46194400000
2011-12-09,46344690000
2011-12-12,45213560000
2011-12-13,45427130000
2011-12-14,45577420000
2011-12-15,46368420000
2011-12-16,47499550000
2011-12-19,47594470000
2011-12-20,48377560000
2011-12-21,49943740000
2011-12-22,50101940000
2011-12-23,50378790000
2011-12-27,50956220000
2011-12-28,50624000000
2011-12-29,51209339999
2011-12-30,50790109999
2012-01-03,50711010000
2012-01-04,50434160000
2012-01-05,50948310000
2012-01-06,51225160000
2012-01-09,50782200000
2012-01-10,51944970000
2012-01-11,52522400000
2012-01-12,53424140000
2012-01-13,53471599999
2012-01-17,53843369999
2012-01-18,54753020000
2012-01-19,54689740000
2012-01-20,55029869999
2012-01-23,53613980000
2012-01-24,53938290000
2012-01-25,54745109999
2012-01-26,53851280000
2012-01-27,54056940000
2012-01-30,54049030000
2012-01-31,53732630000
2012-02-01,55243440000
2012-02-02,55069420000
2012-02-03,54800480000
2012-02-06,54673920000
2012-02-07,54713470000
2012-02-08,53835460000
2012-02-09,52870440000
2012-02-10,53281760000
2012-02-13,53946200000
2012-02-14,53661440000
2012-02-15,53708900000
2012-02-16,54491990000
2012-02-17,53613980000
2012-02-21,52751790000
2012-02-22,52830890000
2012-02-23,53265940000
2012-02-24,53574430000
2012-02-27,53345040000
2012-02-28,53906650000
2012-02-29,53795910000
2012-03-01,53463690000
2012-03-02,53574430000
2012-03-05,53178930000
2012-03-06,52633140000
2012-03-07,52957450000
2012-03-08,53629800000
2012-03-09,53795910000
2012-03-12,53811730000
2012-03-13,54507810000
2012-03-14,53993660000
2012-03-15,53993660000
2012-03-16,53297580000
2012-03-19,53827550000
2012-03-20,53455780000
2012-03-21,53036550000
2012-03-22,52696420000
2012-03-23,52728060000
2012-03-26,53408320000
2012-03-27,53637710000
2012-03-28,53534880000
2012-03-29,53250119999
2012-03-30,53764270000
2012-04-02,52853360000
2012-04-03,52713680000
2012-04-04,52651599999
2012-04-05,52783520000
2012-04-09,52007520000
2012-04-10,51363440000
2012-04-11,51782480000
2012-04-12,51929920000
2012-04-13,50897840000
2012-04-16,51417760000
2012-04-17,52263599999
2012-04-18,52108400000
2012-04-19,52092880000
2012-04-20,53132720000
2012-04-23,52993040000
2012-04-24,53256880000
2012-04-25,54467440000
2012-04-26,54933040000
2012-04-27,55592640000
2012-04-30,55181360000
2012-05-01,54855440000
2012-05-02,55227920000
2012-05-03,55026160000
2012-05-04,54141520000
2012-05-07,54017360000
2012-05-08,54863200000
2012-05-09,54025120000
2012-05-10,54389840000
2012-05-11,54925280000
2012-05-14,54475200000
2012-05-15,54847680000
2012-05-16,55080480000
2012-05-17,54739040000
2012-05-18,53660400000
2012-05-21,53792319999
2012-05-22,53474160000
2012-05-23,53062880000
2012-05-24,53621599999
2012-05-25,53582800000
2012-05-29,53761280000
2012-05-30,54001840000
2012-05-31,53947520000
2012-06-01,52574000000
2012-06-04,53311200000
2012-06-05,53117200000
2012-06-06,54304480000
2012-06-07,53621599999
2012-06-08,53443120000
2012-06-11,52605040000
2012-06-12,53249120000
2012-06-13,53404319999
2012-06-14,54645920000
2012-06-15,55321040000
2012-06-18,55887520000
2012-06-19,56663520000
2012-06-20,56485040000
2012-06-21,55600400000
2012-06-22,56228959999
2012-06-25,55398640000
2012-06-26,55452959999
2012-06-27,56159120000
2012-06-28,55421920000
2012-06-29,56578160000
2012-07-02,57331560000
2012-07-03,57948360000
2012-07-05,57308430000
2012-07-06,56938349999
2012-07-09,57670800000
2012-07-10,57771030000
2012-07-11,58665390000
2012-07-12,58449510000
2012-07-13,59336159999
2012-07-16,59575170000
2012-07-17,60723960000
2012-07-18,61387020000
2012-07-19,61402440000
2012-07-20,59960670000
2012-07-23,59775630000
2012-07-24,58888980000
2012-07-25,60107159999
2012-07-26,61132590000
2012-07-27,64702320000
2012-07-30,64347659999
2012-07-31,63684599999
2012-08-01,63083219999
2012-08-02,62481840000
2012-08-03,63383909999
2012-08-06,63553530000
2012-08-07,62890469999
2012-08-08,62736270000
2012-08-09,63198870000
2012-08-10,63784830000
2012-08-13,63399330000
2012-08-14,64409340000
2012-08-15,64494150000
2012-08-16,64070099999
2012-08-17,64285980000
2012-08-20,64178039999
2012-08-21,64077810000
2012-08-22,64663770000
2012-08-23,64501860000
2012-08-24,65218890000
2012-08-27,65095530000
2012-08-28,64771710000
2012-08-29,64548120000
2012-08-30,64108650000
2012-08-31,64702320000
2012-09-04,65018430000
2012-09-05,64825680000
2012-09-06,65388510000
2012-09-07,64733159999
2012-09-10,64802550000
2012-09-11,64717740000
2012-09-12,64108650000
2012-09-13,64239719999
2012-09-14,62728560000
2012-09-17,63291390000
2012-09-18,63252840000
2012-09-19,62998409999
2012-09-20,63453300000
2012-09-21,63245130000
2012-09-24,63923610000
2012-09-25,64617510000
2012-09-26,64347659999
2012-09-27,64949039999
2012-09-28,64987590000
2012-10-01,64916040000
2012-10-02,65885049999
2012-10-03,66228400000
2012-10-04,65915570000
2012-10-05,66335220000
2012-10-08,65648520000
2012-10-09,65183090000
2012-10-10,64587950000
2012-10-11,64557430000
2012-10-12,64092000000
2012-10-15,65785860000
2012-10-16,67174520000
2012-10-17,68059600000
2012-10-18,68509770000
2012-10-19,66503080000
2012-10-22,66991400000
2012-10-23,66625159999
2012-10-24,66762500000
2012-10-25,67182150000
2012-10-26,66861690000
2012-10-31,65991869999
2012-11-01,66541229999
2012-11-02,65961350000
2012-11-05,65885049999
2012-11-06,66602270000
2012-11-07,65114420000
2012-11-08,64656619999
2012-11-09,64984710000
2012-11-12,65251760000
2012-11-13,65442510000
2012-11-14,64107260000
2012-11-15,64206450000
2012-11-16,64504020000
2012-11-19,65160200000
2012-11-20,66052909999
2012-11-21,66113950000
2012-11-23,66838799999
2012-11-26,66602270000
2012-11-27,66365740000
2012-11-28,66411520000
2012-11-29,67609430000
2012-11-30,67754400000
2012-12-03,67449200000
2012-12-04,67395790000
2012-12-05,67914630000
2012-12-06,67556020000
2012-12-07,67388159999
2012-12-10,68471619999
2012-12-11,68631850000
2012-12-12,68799710000
2012-12-13,68021450000
2012-12-14,68059600000
2012-12-17,68288500000
2012-12-18,68128270000
2012-12-19,67517869999
2012-12-20,67456830000
2012-12-21,66503080000
2012-12-24,66686200000
2012-12-26,66297070000
2012-12-27,65732450000
2012-12-28,65038119999
2012-12-31,64736200000
2013-01-02,66951650000
2013-01-03,66531090000
2013-01-04,66823980000
2013-01-07,66486030000
2013-01-08,66200650000
2013-01-09,66591170000
2013-01-10,65945310000
2013-01-11,65306959999
2013-01-14,65276920000
2013-01-15,63895080000
2013-01-16,63324319999
2013-01-17,63038940000
2013-01-18,61642080000
2013-01-22,62550790000
2013-01-23,62385569999
2013-01-24,62047620000
2013-01-25,62648420000
2013-01-28,64278090000
2013-01-29,65029090000
2013-01-30,64120380000
2013-01-31,64180459999
2013-02-01,64811300000
2013-02-04,64390739999
2013-02-05,64984030000
2013-02-06,65029090000
2013-02-07,64000220000
2013-02-08,65164270000
2013-02-11,63774920000
2013-02-12,63489540000
2013-02-13,63789940000
2013-02-14,63624720000
2013-02-15,62791110000
2013-02-19,63181630000
2013-02-20,63572150000
2013-02-21,63932630000
2013-02-22,65201819999
2013-02-25,67252050000
2013-02-26,67191970000
2013-02-27,68363530000
2013-02-28,68754050000
2013-03-01,69527580000
2013-03-04,69640230000
2013-03-05,70173440000
2013-03-06,70045770000
2013-03-07,69805450000
2013-03-08,69843000000
2013-03-11,68671440000
2013-03-12,68904250000
2013-03-13,68746540000
2013-03-14,69227180000
2013-03-15,68949310000
2013-03-18,67882890000
2013-03-19,69392400000
2013-03-20,70631550000
2013-03-21,70826810000
2013-03-22,72516560000
2013-03-25,72704310000
2013-03-26,74093660000
2013-03-27,75212650000
2013-03-28,76985010000
2013-04-01,76937120000
2013-04-02,80012800000
2013-04-03,78817120000
2013-04-04,79621760000
2013-04-05,78238080000
2013-04-08,79035200000
2013-04-09,78433600000
2013-04-10,81404000000
2013-04-11,81381440000
2013-04-12,83900640000
2013-04-15,81576960000
2013-04-16,83359200000
2013-04-17,82298880000
2013-04-18,80809920000
2013-04-19,83757760000
2013-04-22,85291840000
2013-04-23,84795520000
2013-04-24,78907360000
2013-04-25,81712320000
2013-04-26,81501760000
2013-04-29,80215840000
2013-04-30,78365920000
2013-05-01,78614080000
2013-05-02,79403680000
2013-05-03,80072960000
2013-05-06,78832160000
2013-05-07,78553920000
2013-05-08,79012640000
2013-05-09,78629120000
2013-05-10,80253440000
2013-05-13,80381280000
2013-05-14,81170880000
2013-05-15,80779840000
2013-05-16,78937440000
2013-05-17,79433760000
2013-05-20,76839360000
2013-05-21,78388480000
2013-05-22,78606560000
2013-05-23,79426240000
2013-05-24,79644320000
2013-05-28,79862400000
2013-05-29,78501280000
2013-05-30,79125440000
2013-05-31,75598560000
2013-06-03,74545760000
2013-06-04,73162080000
2013-06-05,71139200000
2013-06-06,73312480000
2013-06-07,74305120000
2013-06-10,73929120000
2013-06-11,73643360000
2013-06-12,72470240000
2013-06-13,74079520000
2013-06-14,73259840000
2013-06-17,74508160000
2013-06-18,76328000000
2013-06-19,74583360000
2013-06-20,72402560000
2013-06-21,73906560000
2013-06-24,72297280000
2013-06-25,72477760000
2013-06-26,74899200000
2013-06-27,74440480000
2013-06-28,74192320000
2013-07-01,73507460000
2013-07-02,72429240000
2013-07-03,72240740000
2013-07-05,73620560000
2013-07-08,74027720000
2013-07-09,74140820000
2013-07-10,76953240000
2013-07-11,77858040000
2013-07-12,78619580000
2013-07-15,78755300000
2013-07-16,78453700000
2013-07-17,78649740000
2013-07-18,78996580000
2013-07-19,82480060000
2013-07-22,82148300000
2013-07-23,80391480000
2013-07-24,80376400000
2013-07-25,82570540000
2013-07-26,82638400000
2013-07-29,82464980000
2013-07-30,83844800000
2013-07-31,81650660000
2013-08-01,82480060000
2013-08-02,82231240000
2013-08-05,81002220000
2013-08-06,79335880000
2013-08-07,84749600000
2013-08-08,83226520000
2013-08-09,82661020000
2013-08-12,81590340000
2013-08-13,81326440000
2013-08-14,80406560000
2013-08-15,79743040000
2013-08-16,79102140000
2013-08-19,78770380000
2013-08-20,79622400000
2013-08-21,78906100000
2013-08-22,80142660000
2013-08-23,79622400000
2013-08-26,85767500000
2013-08-27,82284020000
2013-08-28,82336800000
2013-08-29,82080440000
2013-08-30,82140760000
2013-09-03,83701540000
2013-09-04,85217080000
2013-09-05,85149220000
2013-09-06,83701540000
2013-09-09,84199180000
2013-09-10,83814640000
2013-09-11,84425380000
2013-09-12,85548840000
2013-09-13,86755240000
2013-09-16,88353720000
2013-09-17,87260420000
2013-09-18,88610080000
2013-09-19,88353720000
2013-09-20,88104900000
2013-09-23,86747700000
2013-09-24,86544120000
2013-09-25,84809920000
2013-09-26,85088900000
2013-09-27,85345260000
2013-09-30,84387680000
2013-10-01,86393320000
2013-10-02,85247240000
2013-10-03,83784480000
2013-10-04,85134140000
2013-10-07,83105880000
2013-10-08,81251040000
2013-10-09,80135120000
2013-10-10,82879680000
2013-10-11,83611060000
2013-10-14,84131320000
2013-10-15,84025760000
2013-10-16,86167120000
2013-10-17,87350900000
2013-10-18,86649680000
2013-10-21,85684560000
2013-10-22,87622340000
2013-10-23,87215180000
2013-10-24,87614800000
2013-10-25,87705280000
2013-10-28,89220820000
2013-10-29,89175580000
2013-10-30,88127520000
2013-10-31,87569560000
2013-11-01,89492260000
2013-11-04,88429120000
2013-11-05,86815560000
2013-11-06,85450820000
2013-11-07,83716620000
2013-11-08,85360340000
2013-11-11,85330180000
2013-11-12,84983340000
2013-11-13,85601620000
2013-11-14,87019140000
2013-11-15,86694920000
2013-11-18,87486620000
2013-11-19,87056840000
2013-11-20,87132240000
2013-11-21,84636500000
2013-11-22,85224620000
