,AMGN
2004-08-23,73839600000
2004-08-24,74831760000
2004-08-25,75442320000
2004-08-26,75251520000
2004-08-27,75912960000
2004-08-30,75060720000
2004-08-31,75416880000
2004-09-01,75480480000
2004-09-02,76205520000
2004-09-03,75722160000
2004-09-07,76218240000
2004-09-08,76294560000
2004-09-09,75124320000
2004-09-10,72885600000
2004-09-13,73674240000
2004-09-14,74208480000
2004-09-15,73966800000
2004-09-16,74017680000
2004-09-17,73865040000
2004-09-20,73648800000
2004-09-21,74488320000
2004-09-22,73229040000
2004-09-23,73229040000
2004-09-24,72682080000
2004-09-27,72046080000
2004-09-28,72949200000
2004-09-29,73763280000
2004-09-30,70955690000
2004-10-01,72142240000
2004-10-04,71979870000
2004-10-05,71817500000
2004-10-06,71917420000
2004-10-07,70643440000
2004-10-08,69531830000
2004-10-11,69806610000
2004-10-12,69531830000
2004-10-13,68682510000
2004-10-14,67446000000
2004-10-15,68969780000
2004-10-18,70730870000
2004-10-19,70743360000
2004-10-20,70456090000
2004-10-21,67795720000
2004-10-22,65822300000
2004-10-25,66434310000
2004-10-26,68595080000
2004-10-27,69968980000
2004-10-28,70468580000
2004-10-29,70943200000
2004-11-01,69531830000
2004-11-02,68682510000
2004-11-03,73128950000
2004-11-04,73691000000
2004-11-05,75764340000
2004-11-08,75002450000
2004-11-09,74715180000
2004-11-10,74115660000
2004-11-11,74790120000
2004-11-12,74902530000
2004-11-15,74840080000
2004-11-16,74740160000
2004-11-17,74777630000
2004-11-18,75039920000
2004-11-19,74790120000
2004-11-22,75402130000
2004-11-23,74877550000
2004-11-24,75502050000
2004-11-26,75202290000
2004-11-29,75864260000
2004-11-30,74989960000
2004-12-01,76139040000
2004-12-02,78612060000
2004-12-03,77450490000
2004-12-06,78512140000
2004-12-07,77375550000
2004-12-08,78774430000
2004-12-09,80348170000
2004-12-10,79873550000
2004-12-13,79873550000
2004-12-14,80385640000
2004-12-15,79361460000
2004-12-16,78986760000
2004-12-17,78811900000
2004-12-20,78624550000
2004-12-21,79936000000
2004-12-22,79274030000
2004-12-23,80123350000
2004-12-27,79423910000
2004-12-28,80685400000
2004-12-29,80885240000
2004-12-30,80285720000
2004-12-31,80123350000
2005-01-03,80285720000
2005-01-04,79011740000
2005-01-05,77762740000
2005-01-06,78487160000
2005-01-07,78649530000
2005-01-10,79486360000
2005-01-11,79661220000
2005-01-12,81022630000
2005-01-13,79798610000
2005-01-14,79698690000
2005-01-18,80135840000
2005-01-19,79286520000
2005-01-20,78137440000
2005-01-21,78149930000
2005-01-24,77587880000
2005-01-25,77650330000
2005-01-26,79386440000
2005-01-27,76913420000
2005-01-28,76563700000
2005-01-31,77737760000
2005-02-01,78099970000
2005-02-02,78249850000
2005-02-03,77612860000
2005-02-04,78374750000
2005-02-07,78874350000
2005-02-08,78724470000
2005-02-09,77550410000
2005-02-10,78412220000
2005-02-11,79211580000
2005-02-14,78999250000
2005-02-15,79548810000
2005-02-16,79111660000
2005-02-17,77875150000
2005-02-18,77438000000
2005-02-22,76988360000
2005-02-23,76613660000
2005-02-24,77313100000
2005-02-25,78449690000
2005-02-28,76950890000
2005-03-01,77737760000
2005-03-02,76738560000
2005-03-03,77400530000
2005-03-04,77487960000
2005-03-07,77575390000
2005-03-08,77125750000
2005-03-09,76351370000
2005-03-10,76226470000
2005-03-11,74702690000
2005-03-14,75477070000
2005-03-15,73203890000
2005-03-16,72417020000
2005-03-17,73628550000
2005-03-18,73516140000
2005-03-21,72529430000
2005-03-22,72666820000
2005-03-23,73516140000
2005-03-24,73666020000
2005-03-28,73029030000
2005-03-29,72766740000
2005-03-30,73678510000
2005-03-31,71772930000
2005-04-01,70712550000
2005-04-04,70687890000
2005-04-05,71341380000
2005-04-06,71575650000
2005-04-07,72438750000
2005-04-08,72352440000
2005-04-11,73153890000
2005-04-12,74695140000
2005-04-13,74559510000
2005-04-14,73573110000
2005-04-15,73918350000
2005-04-18,72783990000
2005-04-19,72229140000
2005-04-20,71674290000
2005-04-21,73055250000
2005-04-22,72611370000
2005-04-25,71550990000
2005-04-26,70527600000
2005-04-27,71403030000
2005-04-28,70712550000
2005-04-29,71772930000
2005-05-02,72426420000
2005-05-03,71698950000
2005-05-04,72697680000
2005-05-05,72537390000
2005-05-06,72241470000
2005-05-09,74386890000
2005-05-10,75249990000
2005-05-11,75730860000
2005-05-12,76199400000
2005-05-13,76593960000
2005-05-16,77666670000
2005-05-17,77555700000
2005-05-18,76877550000
2005-05-19,76224060000
2005-05-20,76285710000
2005-05-23,76581630000
2005-05-24,77099490000
2005-05-25,76914540000
2005-05-26,77309100000
2005-05-27,77494050000
2005-05-31,77161140000
2005-06-01,77900940000
2005-06-02,77531040000
2005-06-03,75817170000
2005-06-06,75225330000
2005-06-07,74226600000
2005-06-08,74041650000
2005-06-09,74473200000
2005-06-10,74238930000
2005-06-13,73992330000
2005-06-14,74189610000
2005-06-15,73782720000
2005-06-16,74312910000
2005-06-17,74744460000
2005-06-20,75385620000
2005-06-21,75397950000
2005-06-22,75065040000
2005-06-23,74917080000
2005-06-24,75607560000
2005-06-27,75311640000
2005-06-28,76187070000
2005-06-29,75286980000
2005-06-30,74547180000
2005-07-01,75040380000
2005-07-05,77074830000
2005-07-06,78418800000
2005-07-07,82524690000
2005-07-08,85237290000
2005-07-11,85040010000
2005-07-12,85656510000
2005-07-13,85027679999
2005-07-14,86840190000
2005-07-15,87086790000
2005-07-18,86926500000
2005-07-19,86951160000
2005-07-20,100082610000
2005-07-21,101044350000
2005-07-22,100255230000
2005-07-25,99959309999
2005-07-26,101278620000
2005-07-27,100218240000
2005-07-28,99873000000
2005-07-29,98356410000
2005-08-01,100649790000
2005-08-02,101882790000
2005-08-03,103572000000
2005-08-04,101944440000
2005-08-05,100970370000
2005-08-08,99133200000
2005-08-09,98837280000
2005-08-10,97998840000
2005-08-11,99675720000
2005-08-12,99157860000
2005-08-15,99367470000
2005-08-16,98035830000
2005-08-17,97407000000
2005-08-18,98109809999
2005-08-19,98220780000
2005-08-22,97641270000
2005-08-23,97185059999
2005-08-24,97086420000
2005-08-25,98122140000
2005-08-26,97012440000
2005-08-29,98750970000
2005-08-30,98837280000
2005-08-31,98516700000
2005-09-01,98726309999
2005-09-02,99046890000
2005-09-06,101574540000
2005-09-07,100686780000
2005-09-08,101463570000
2005-09-09,104200830000
2005-09-12,102795210000
2005-09-13,102055410000
2005-09-14,101562210000
2005-09-15,103054140000
2005-09-16,104632380000
2005-09-19,106247610000
2005-09-20,104780340000
2005-09-21,104003550000
2005-09-22,103572000000
2005-09-23,102696570000
2005-09-26,101167650000
2005-09-27,98603010000
2005-09-28,98418059999
2005-09-29,98356410000
2005-09-30,95763340000
2005-10-03,95703240000
2005-10-04,96280200000
2005-10-05,93768020000
2005-10-06,91303920000
2005-10-07,92578040000
2005-10-10,92193400000
2005-10-11,91760680000
2005-10-12,89873540000
2005-10-13,91135639999
2005-10-14,91051500000
2005-10-17,90630800000
2005-10-18,91195740000
2005-10-19,93864180000
2005-10-20,89068200000
2005-10-21,88190740000
2005-10-24,90522620000
2005-10-25,91339980000
2005-10-26,90390400000
2005-10-27,88407100000
2005-10-28,91087560000
2005-10-31,90895240000
2005-11-01,90498580000
2005-11-02,88827800000
2005-11-03,93167020000
2005-11-04,95186380000
2005-11-07,96027780000
2005-11-08,95919600000
2005-11-09,96424440000
2005-11-10,98335620000
2005-11-11,97482200000
2005-11-14,98143300000
2005-11-15,98143300000
2005-11-16,97662500000
2005-11-17,99862160000
2005-11-18,100030440000
2005-11-21,101472840000
2005-11-22,100799720000
2005-11-23,99549639999
2005-11-25,99513580000
2005-11-28,97758660000
2005-11-29,97398060000
2005-11-30,97277860000
2005-12-01,98131280000
2005-12-02,97097560000
2005-12-05,96989380000
2005-12-06,95895560000
2005-12-07,94970020000
2005-12-08,95823440000
2005-12-09,94212760000
2005-12-12,93106920000
2005-12-13,93106920000
2005-12-14,92289560000
2005-12-15,96688880000
2005-12-16,94945980000
2005-12-19,93311260000
2005-12-20,94332960000
2005-12-21,95066180000
2005-12-22,97470180000
2005-12-23,97205740000
2005-12-27,96484540000
2005-12-28,95799400000
2005-12-29,94982040000
2005-12-30,94789720000
2006-01-03,96592720000
2006-01-04,96135960000
2006-01-05,94741639999
2006-01-06,93876200000
2006-01-09,94933960000
2006-01-10,93731960000
2006-01-11,93527620000
2006-01-12,92794400000
2006-01-13,93275200000
2006-01-17,94020440000
2006-01-18,94753660000
2006-01-19,94224780000
2006-01-20,90967360000
2006-01-23,90029800000
2006-01-24,90077880000
2006-01-25,90714940000
2006-01-26,86423800000
2006-01-27,85714620000
2006-01-30,86928639999
2006-01-31,87613780000
2006-02-01,91580380000
2006-02-02,89741320000
2006-02-03,89693240000
2006-02-06,88347000000
2006-02-07,87673880000
2006-02-08,86604100000
2006-02-09,85354020000
2006-02-10,85882900000
2006-02-13,85510280000
2006-02-14,86459860000
2006-02-15,87709940000
2006-02-16,88911940000
2006-02-17,90017780000
2006-02-21,89585060000
2006-02-22,90246160000
2006-02-23,89777380000
2006-02-24,89849500000
2006-02-27,90726960000
2006-02-28,90726960000
2006-03-01,91412100000
2006-03-02,91916940000
2006-03-03,90618780000
2006-03-06,88407100000
2006-03-07,88695580000
2006-03-08,89188400000
2006-03-09,88443160000
2006-03-10,88334980000
2006-03-13,88455180000
2006-03-14,90162020000
2006-03-15,90017780000
2006-03-16,88755680000
2006-03-17,88046500000
2006-03-20,87565700000
2006-03-21,86507940000
2006-03-22,87060860000
2006-03-23,87505600000
2006-03-24,87962360000
2006-03-27,87866200000
2006-03-28,87277220000
2006-03-29,86568040000
2006-03-30,87289240000
2006-03-31,85335750000
2006-04-03,84315240000
2006-04-04,84479460000
2006-04-05,85464780000
2006-04-06,84280050000
2006-04-07,83318190000
2006-04-10,82978020000
2006-04-11,82391520000
2006-04-12,82074810000
2006-04-13,82192109999
2006-04-17,81652530000
2006-04-18,83247810000
2006-04-19,80115900000
2006-04-20,80362230000
2006-04-21,78379859999
2006-04-24,78286020000
2006-04-25,78063150000
2006-04-26,77981040000
2006-04-27,79025010000
2006-04-28,79412100000
2006-05-01,78426780000
2006-05-02,77406270000
2006-05-03,77875470000
2006-05-04,78532350000
2006-05-05,78720030000
2006-05-08,79822650000
2006-05-09,79646700000
2006-05-10,79224420000
2006-05-11,78919440000
2006-05-12,79893030000
2006-05-15,81910590000
2006-05-16,81394470000
2006-05-17,80198010000
2006-05-18,78708300000
2006-05-19,79400370000
2006-05-22,79517670000
2006-05-23,78415050000
2006-05-24,79846109999
2006-05-25,79951680000
2006-05-26,80714130000
2006-05-30,78391590000
2006-05-31,79283070000
2006-06-01,80690670000
2006-06-02,81148140000
2006-06-05,79154040000
2006-06-06,79306530000
2006-06-07,78837330000
2006-06-08,80244930000
2006-06-09,79341720000
2006-06-12,78461970000
2006-06-13,78520620000
2006-06-14,79001550000
2006-06-15,79107120000
2006-06-16,78379859999
2006-06-19,77124750000
2006-06-20,76198080000
2006-06-21,76901880000
2006-06-22,76209810000
2006-06-23,76162890000
2006-06-26,76069050000
2006-06-27,75048540000
2006-06-28,75001620000
2006-06-29,76362300000
2006-06-30,76123410000
2006-07-03,76776930000
2006-07-05,76426830000
2006-07-06,76951980000
2006-07-07,77477130000
2006-07-10,77722200000
2006-07-11,77850570000
2006-07-12,77278740000
2006-07-13,76566870000
2006-07-14,75096450000
2006-07-17,75341520000
2006-07-18,74898060000
2006-07-19,75341520000
2006-07-20,74594640000
2006-07-21,77197050000
2006-07-24,78037290000
2006-07-25,79157610000
2006-07-26,81234870000
2006-07-27,80849760000
2006-07-28,80604689999
2006-07-31,81351570000
2006-08-01,81760020000
2006-08-02,82588590000
2006-08-03,82763640000
2006-08-04,80277930000
2006-08-07,79204290000
2006-08-08,78212340000
2006-08-09,78515760000
2006-08-10,78083970000
2006-08-11,77488800000
2006-08-14,76660230000
2006-08-15,76660230000
2006-08-16,77733870000
2006-08-17,78095640000
2006-08-18,78550770000
2006-08-21,78200670000
2006-08-22,77885580000
2006-08-23,78562439999
2006-08-24,78317370000
2006-08-25,78795840000
2006-08-28,79659420000
2006-08-29,80032860000
2006-08-30,79636080000
2006-08-31,79391010000
2006-09-01,79811130000
2006-09-05,80826420000
2006-09-06,79927830000
2006-09-07,79741110000
2006-09-08,79274310000
2006-09-11,79694430000
2006-09-12,80709720000
2006-09-13,80698050000
2006-09-14,81188189999
2006-09-15,81421590000
2006-09-18,81409920000
2006-09-19,81048150000
2006-09-20,82833660000
2006-09-21,84035670000
2006-09-22,82728630000
2006-09-25,83113740000
2006-09-26,82565250000
2006-09-27,84187380000
2006-09-28,83498850000
2006-09-29,83475510000
2006-10-02,82040100000
2006-10-03,83242110000
2006-10-04,85155990000
2006-10-05,87209910000
2006-10-06,86369670000
2006-10-09,86264640000
2006-10-10,86042910000
2006-10-11,85739490000
2006-10-12,86463030000
2006-10-13,85447740000
2006-10-16,84525810000
2006-10-17,83778930000
2006-10-18,84467460000
2006-10-19,85249350000
2006-10-20,86299650000
2006-10-23,85622790000
2006-10-24,87454980000
2006-10-25,88026810000
2006-10-26,88668660000
2006-10-27,88131840000
2006-10-30,89275500000
2006-10-31,88586970000
2006-11-01,87851760000
2006-11-02,87863430000
2006-11-03,87373290000
2006-11-06,87653370000
2006-11-07,87770070000
2006-11-08,87244920000
2006-11-09,85809510000
2006-11-10,85727820000
2006-11-13,84840900000
2006-11-14,85354380000
2006-11-15,85902870000
2006-11-16,84537480000
2006-11-17,84619170000
2006-11-20,85097640000
2006-11-21,85167660000
2006-11-22,84817560000
2006-11-24,84607500000
2006-11-27,83883960000
2006-11-28,83743920000
2006-11-29,84514140000
2006-11-30,82903680000
2006-12-01,80966460000
2006-12-04,80698050000
2006-12-05,80593020000
2006-12-06,81561630000
2006-12-07,80756400000
2006-12-08,81549960000
2006-12-11,81561630000
2006-12-12,81304890000
2006-12-13,81503280000
2006-12-14,81748350000
2006-12-15,81946740000
2006-12-18,81748350000
2006-12-19,82040100000
2006-12-20,81048150000
2006-12-21,80779740000
2006-12-22,80184570000
2006-12-26,80161230000
2006-12-27,79892820000
2006-12-28,79986180000
2006-12-29,79717770000
2007-01-03,79822800000
2007-01-04,83242110000
2007-01-05,83440500000
2007-01-08,82775310000
2007-01-09,83172090000
2007-01-10,82903680000
2007-01-11,83918970000
2007-01-12,85506090000
2007-01-16,85774500000
2007-01-17,86276310000
2007-01-18,85996230000
2007-01-19,86649750000
2007-01-22,88516950000
2007-01-23,87058200000
2007-01-24,87688380000
2007-01-25,87349950000
2007-01-26,83440500000
2007-01-29,81654990000
2007-01-30,82075110000
2007-01-31,82121790000
2007-02-01,81094830000
2007-02-02,81048150000
2007-02-05,81503280000
2007-02-06,81293220000
2007-02-07,81690000000
2007-02-08,81433260000
2007-02-09,80581350000
2007-02-12,79927830000
2007-02-13,80289600000
2007-02-14,80289600000
2007-02-15,79682760000
2007-02-16,77873910000
2007-02-20,77430450000
2007-02-21,78667470000
2007-02-22,77885580000
2007-02-23,77290410000
2007-02-26,77255400000
2007-02-27,74979750000
2007-02-28,74991420000
2007-03-01,72003900000
2007-03-02,72062250000
2007-03-05,72540720000
2007-03-06,72704100000
2007-03-07,72377340000
2007-03-08,72552390000
2007-03-09,71023620000
2007-03-12,70813560000
2007-03-13,70475130000
2007-03-14,70825230000
2007-03-15,70031670000
2007-03-16,69203100000
2007-03-19,69016380000
2007-03-20,69354810000
2007-03-21,70720200000
2007-03-22,70568490000
2007-03-23,67709340000
2007-03-26,66682380000
2007-03-27,65597070000
2007-03-28,65025240000
2007-03-29,65153610000
2007-03-30,65211960000
2007-04-02,62715950000
2007-04-03,62919170000
2007-04-04,63991720000
2007-04-05,65854570000
2007-04-09,64567510000
2007-04-10,64488480000
2007-04-11,63607860000
2007-04-12,65075560000
2007-04-13,66644870000
2007-04-16,67344850000
2007-04-17,67852900000
2007-04-18,67751290000
2007-04-19,70359280000
2007-04-20,69964130000
2007-04-23,70212510000
2007-04-24,69117380000
2007-04-25,69648010000
2007-04-26,70618950000
2007-04-27,71431830000
2007-04-30,72414060000
2007-05-01,73497900000
2007-05-02,73464029999
2007-05-03,72154390000
2007-05-04,71962460000
2007-05-07,71985040000
2007-05-08,70743140000
2007-05-09,71239900000
2007-05-10,64725570000
2007-05-11,63562700000
2007-05-14,63303030000
2007-05-15,60977290000
2007-05-16,61338570000
2007-05-17,60604720000
2007-05-18,61011160000
2007-05-21,61169220000
2007-05-22,60920840000
2007-05-23,61801460000
2007-05-24,61609530000
2007-05-25,61586950000
2007-05-29,61654690000
2007-05-30,62388540000
2007-05-31,63732050000
2007-06-01,64285260000
2007-06-04,64251389999
2007-06-05,65041690000
2007-06-06,64680410000
2007-06-07,63946560000
2007-06-08,64770730000
2007-06-11,64815889999
2007-06-12,64872340000
2007-06-13,65640060000
2007-06-14,65741670000
2007-06-15,66644870000
2007-06-18,66170690000
2007-06-19,65628770000
2007-06-20,65143300000
2007-06-21,64657830000
2007-06-22,63178840000
2007-06-25,63065940000
2007-06-26,62207900000
2007-06-27,62659500000
2007-06-28,62444990000
2007-06-29,62422410000
2007-07-02,59990640000
2007-07-03,59936340000
2007-07-05,59577960000
2007-07-06,59534520000
2007-07-09,59241300000
2007-07-10,58958940000
2007-07-11,59871180000
2007-07-12,60761700000
2007-07-13,61825980000
2007-07-16,60848580000
2007-07-17,60370740000
2007-07-18,60598800000
2007-07-19,60349020000
2007-07-20,61011480000
2007-07-23,61684800000
2007-07-24,61293840000
2007-07-25,62075760000
2007-07-26,60989760000
2007-07-27,60403320000
2007-07-30,61022340000
2007-07-31,58361640000
2007-08-01,56569740000
2007-08-02,55863840000
2007-08-03,55277400000
2007-08-06,56222220000
2007-08-07,55809540000
2007-08-08,56472000000
2007-08-09,55375140000
2007-08-10,54386880000
2007-08-13,55668360000
2007-08-14,55733520000
2007-08-15,54940740000
2007-08-16,53659260000
2007-08-17,54386880000
2007-08-20,54071940000
2007-08-21,53474640000
2007-08-22,53539800000
2007-08-23,54571500000
2007-08-24,54593220000
2007-08-27,54213120000
2007-08-28,53224860000
2007-08-29,54506340000
2007-08-30,54386880000
2007-08-31,54419460000
2007-09-04,55755240000
2007-09-05,56819520000
2007-09-06,56482860000
2007-09-07,55277400000
2007-09-10,55429440000
2007-09-11,58513680000
2007-09-12,60425040000
2007-09-13,62032320000
2007-09-14,61163520000
2007-09-17,60229560000
2007-09-18,60826860000
2007-09-19,60598800000
2007-09-20,60066660000
2007-09-21,60186120000
2007-09-24,60044940000
2007-09-25,59599680000
2007-09-26,60902880000
2007-09-27,61424160000
2007-09-28,61435020000
2007-10-01,61430490000
2007-10-02,61027560000
2007-10-03,60461280000
2007-10-04,60319710000
2007-10-05,61898760000
2007-10-08,61615620000
2007-10-09,62160120000
2007-10-10,62748180000
2007-10-11,62976870000
2007-10-12,63347130000
2007-10-15,62802630000
2007-10-16,61833420000
2007-10-17,61430490000
2007-10-18,61757190000
2007-10-19,60929550000
2007-10-22,61114680000
2007-10-23,62835300000
2007-10-24,63303570000
2007-10-25,62410590000
2007-10-26,62269020000
2007-10-29,61844310000
2007-10-30,62138340000
2007-10-31,63281790000
2007-11-01,62334360000
2007-11-02,61659180000
2007-11-05,62573940000
2007-11-06,63042210000
2007-11-07,61201800000
2007-11-08,61016670000
2007-11-09,59110920000
2007-11-12,59350500000
2007-11-13,59285160000
2007-11-14,58403070000
2007-11-15,59666310000
2007-11-16,60428610000
2007-11-19,59524740000
2007-11-20,58947570000
2007-11-21,57542760000
2007-11-23,58544640000
2007-11-26,57368520000
2007-11-27,58827780000
2007-11-28,59579190000
2007-11-29,60395940000
2007-11-30,60167250000
2007-12-03,59993010000
2007-12-04,59796990000
2007-12-05,59775210000
2007-12-06,60058350000
2007-12-07,56736900000
2007-12-10,55528110000
2007-12-11,54210420000
2007-12-12,54439110000
2007-12-13,53818380000
2007-12-14,52707600000
2007-12-17,50943420000
2007-12-18,51498810000
2007-12-19,51389910000
2007-12-20,51792840000
2007-12-21,52293780000
2007-12-24,52446240000
2007-12-26,51727500000
2007-12-27,51575040000
2007-12-28,51248340000
2007-12-31,50573160000
2008-01-02,50747400000
2008-01-03,49756410000
2008-01-04,48787200000
2008-01-07,49429710000
2008-01-08,50453370000
2008-01-09,51890850000
2008-01-10,51792840000
2008-01-11,51858180000
2008-01-14,52195770000
2008-01-15,51596820000
2008-01-16,51716610000
2008-01-17,51640380000
2008-01-18,51673050000
2008-01-22,49440600000
2008-01-23,48732750000
2008-01-24,50224680000
2008-01-25,52424460000
2008-01-28,52119540000
2008-01-29,52272000000
2008-01-30,51487920000
2008-01-31,50736510000
2008-02-01,51575040000
2008-02-04,51379020000
2008-02-05,50431590000
2008-02-06,50671170000
2008-02-07,50888970000
2008-02-08,50703840000
2008-02-11,50507820000
2008-02-12,50682060000
2008-02-13,51248340000
2008-02-14,50932530000
2008-02-15,50790960000
2008-02-19,51030540000
2008-02-20,51564150000
2008-02-21,50899860000
2008-02-22,50562270000
2008-02-25,50910750000
2008-02-26,52075980000
2008-02-27,50747400000
2008-02-28,49582170000
2008-02-29,49571280000
2008-03-03,49560390000
2008-03-04,49701960000
2008-03-05,49277250000
2008-03-06,48177360000
2008-03-07,48112020000
2008-03-10,48656520000
2008-03-11,48591180000
2008-03-12,48994110000
2008-03-13,51379020000
2008-03-14,48416940000
2008-03-17,46914120000
2008-03-18,44877690000
2008-03-19,43527330000
2008-03-20,43679790000
2008-03-24,44627220000
2008-03-25,44474760000
2008-03-26,45738000000
2008-03-27,45182610000
2008-03-28,45139050000
2008-03-31,45038840000
2008-04-01,45448480000
2008-04-02,45761100000
2008-04-03,44812460000
2008-04-04,44769340000
2008-04-07,44726220000
2008-04-08,44726220000
2008-04-09,44834020000
2008-04-10,47410440000
2008-04-11,46364780000
2008-04-14,46300100000
2008-04-15,46742080000
2008-04-16,46795980000
2008-04-17,45955140000
2008-04-18,46429460000
2008-04-21,45933580000
2008-04-22,45383800000
2008-04-23,46019820000
2008-04-24,45707200000
2008-04-25,45545500000
2008-04-28,45114300000
2008-04-29,45416140000
2008-04-30,45135860000
2008-05-01,46601940000
2008-05-02,46278540000
2008-05-05,46127620000
2008-05-06,46354000000
2008-05-07,45491600000
2008-05-08,45297560000
2008-05-09,45329900000
2008-05-12,46300100000
2008-05-13,45815000000
2008-05-14,45491600000
2008-05-15,45329900000
2008-05-16,45308340000
2008-05-19,45642520000
2008-05-20,45761100000
2008-05-21,45383800000
2008-05-22,46106060000
2008-05-23,45685640000
2008-05-27,46397120000
2008-05-28,46159960000
2008-05-29,46806760000
2008-05-30,47464340000
2008-06-02,47669160000
2008-06-03,47593700000
2008-06-04,47971000000
2008-06-05,48434540000
2008-06-06,47690720000
2008-06-09,47755400000
2008-06-10,47237960000
2008-06-11,46300100000
2008-06-12,46591160000
2008-06-13,47399660000
2008-06-16,47421220000
2008-06-17,47852420000
2008-06-18,47669160000
2008-06-19,48359080000
2008-06-20,48693260000
2008-06-23,49469420000
2008-06-24,49976080000
2008-06-25,50471960000
2008-06-26,49976080000
2008-06-27,49986860000
2008-06-30,49895280000
2008-07-01,51461120000
2008-07-02,51672720000
2008-07-03,53788720000
2008-07-07,53185660000
2008-07-08,53302040000
2008-07-09,53799300000
2008-07-10,54688020000
2008-07-11,53979160000
2008-07-14,53947420000
2008-07-15,55714280000
2008-07-16,55470940000
2008-07-17,56275020000
2008-07-18,55608480000
2008-07-21,56243280000
2008-07-22,57766800000
2008-07-23,57047360000
2008-07-24,56962720000
2008-07-25,57047360000
2008-07-28,63987840000
2008-07-29,65892240000
2008-07-30,65913400000
2008-07-31,66262540000
2008-08-01,66421240000
2008-08-04,67362860000
2008-08-05,67384020000
2008-08-06,67172420000
2008-08-07,65638320000
2008-08-08,67500400000
2008-08-11,67722580000
2008-08-12,67235900000
2008-08-13,67172420000
2008-08-14,67934179999
2008-08-15,68833480000
2008-08-18,68241000000
2008-08-19,67648520000
2008-08-20,67257060000
2008-08-21,67510980000
2008-08-22,67722580000
2008-08-25,67669680000
2008-08-26,67637940000
2008-08-27,67405180000
2008-08-28,67796640000
2008-08-29,66495300000
2008-09-02,66135580000
2008-09-03,66759800000
2008-09-04,64411040000
2008-09-05,63913780000
2008-09-08,63247240000
2008-09-09,64019580000
2008-09-10,65701800000
2008-09-11,67066620000
2008-09-12,66516460000
2008-09-15,65797020000
2008-09-16,69711620000
2008-09-17,65310340000
2008-09-18,63469420000
2008-09-19,63448260000
2008-09-22,60898480000
2008-09-23,60909060000
2008-09-24,61766040000
2008-09-25,63405940000
2008-09-26,64188860000
2008-09-29,58719000000
2008-09-30,61166640000
2008-10-01,61073760000
2008-10-02,60464880000
2008-10-03,60774480000
2008-10-06,56739360000
2008-10-07,53344080000
2008-10-08,53787840000
2008-10-09,51868320000
2008-10-10,50134560000
2008-10-13,55521600000
2008-10-14,53261520000
2008-10-15,49288320000
2008-10-16,52425600000
2008-10-17,51796080000
2008-10-20,55057200000
2008-10-21,54004560000
2008-10-22,51290400000
2008-10-23,57327600000
2008-10-24,58999440000
2008-10-27,56491680000
2008-10-28,61920000000
2008-10-29,60764160000
2008-10-30,62466960000
2008-10-31,61806480000
2008-11-03,63519600000
2008-11-04,62508240000
2008-11-05,61321440000
2008-11-06,58369920000
2008-11-07,60753840000
2008-11-10,60660960000
2008-11-11,60299760000
2008-11-12,57245040000
2008-11-13,61507200000
2008-11-14,60093360000
2008-11-17,57884880000
2008-11-18,58142880000
2008-11-19,55356480000
2008-11-20,51734160000
2008-11-21,56656800000
2008-11-24,57781680000
2008-11-25,56687760000
2008-11-26,57688800000
2008-11-28,57317280000
2008-12-01,56522640000
2008-12-02,56388480000
2008-12-03,59309040000
2008-12-04,58142880000
2008-12-05,59236800000
2008-12-08,60031440000
2008-12-09,59814720000
2008-12-10,59907600000
2008-12-11,59082000000
2008-12-12,59990160000
2008-12-15,59556720000
2008-12-16,61280160000
2008-12-17,60289440000
2008-12-18,59876640000
2008-12-19,59680560000
2008-12-22,58958160000
2008-12-23,59205840000
2008-12-24,58989120000
2008-12-26,59195520000
2008-12-29,58689840000
2008-12-30,59432880000
2008-12-31,59598000000
2009-01-02,60877680000
2009-01-05,61558800000
2009-01-06,60206880000
2009-01-07,60062400000
2009-01-08,61156320000
2009-01-09,59628960000
2009-01-12,58885920000
2009-01-13,59556720000
2009-01-14,57874560000
2009-01-15,58989120000
2009-01-16,59360640000
2009-01-20,56760000000
2009-01-21,57306960000
2009-01-22,56997360000
2009-01-23,54892080000
2009-01-26,56151120000
2009-01-27,54788880000
2009-01-28,56502000000
2009-01-29,56574240000
2009-01-30,56605200000
2009-02-02,57131520000
2009-02-03,58473120000
2009-02-04,58586640000
2009-02-05,58937520000
2009-02-06,59886960000
2009-02-09,60619680000
2009-02-10,59247120000
2009-02-11,59866320000
2009-02-12,60279120000
2009-02-13,59752800000
2009-02-17,58215120000
2009-02-18,59226480000
2009-02-19,58906560000
2009-02-20,58504080000
2009-02-23,57926160000
2009-02-24,58617600000
2009-02-25,58369920000
2009-02-26,52869360000
2009-02-27,50495760000
2009-03-02,49412160000
2009-03-03,49236720000
2009-03-04,50144880000
2009-03-05,48710400000
2009-03-06,47864160000
2009-03-09,47750640000
2009-03-10,49886880000
2009-03-11,48782640000
2009-03-12,51878640000
2009-03-13,52890000000
2009-03-16,52404960000
2009-03-17,53406000000
2009-03-18,52126320000
2009-03-19,50413200000
2009-03-20,50175840000
2009-03-23,52539120000
2009-03-24,50568000000
2009-03-25,51414240000
2009-03-26,53117040000
2009-03-27,53302800000
2009-03-30,52136640000
2009-03-31,50163760000
2009-04-01,48958290000
2009-04-02,47904770000
2009-04-03,47175410000
2009-04-06,48461920000
2009-04-07,47995940000
2009-04-08,48593610000
