,RTX
2009-04-13,26825610000
2009-04-14,26347730000
2009-04-15,27046170000
2009-04-16,27468910000
2009-04-17,27367820000
2009-04-20,26494770000
2009-04-21,27753800000
2009-04-22,27119690000
2009-04-23,27781370000
2009-04-24,28553330000
2009-04-27,28029500000
2009-04-28,27744610000
2009-04-29,28286820000
2009-04-30,28250060000
2009-05-01,28636040000
2009-05-04,29600990000
2009-05-05,29977779999
2009-05-06,30244289999
2009-05-07,29913449999
2009-05-08,30970300000
2009-05-11,30363760000
2009-05-12,30556750000
2009-05-13,29270150000
2009-05-14,29793980000
2009-05-15,29656130000
2009-05-18,30639460000
2009-05-19,30244289999
2009-05-20,29922640000
2009-05-21,29352860000
2009-05-22,29518279999
2009-05-26,30501609999
2009-05-27,29748029999
2009-05-28,30290240000
2009-05-29,30428090000
2009-06-01,31962820000
2009-06-02,32146619999
2009-06-03,31631980000
2009-06-04,31880109999
2009-06-05,32615310000
2009-06-08,32670449999
2009-06-09,32109859999
2009-06-10,32100670000
2009-06-11,32128240000
2009-06-12,32293660000
2009-06-15,31650359999
2009-06-16,31567650000
2009-06-17,31622789999
2009-06-18,31769830000
2009-06-19,31347090000
2009-06-22,30409710000
2009-06-23,29977779999
2009-06-24,29389620000
2009-06-25,30088060000
2009-06-26,29812359999
2009-06-29,30345380000
2009-06-30,29985900000
2009-07-01,30169300000
2009-07-02,28995540000
2009-07-06,29371510000
2009-07-07,28527870000
2009-07-08,28665420000
2009-07-09,28656250000
2009-07-10,28647080000
2009-07-13,29674120000
2009-07-14,29765820000
2009-07-15,31022110000
2009-07-16,31141320000
2009-07-17,31049620000
2009-07-20,31719030000
2009-07-21,31141320000
2009-07-22,30655310000
2009-07-23,30802030000
2009-07-24,30141789999
2009-07-27,30068430000
2009-07-28,30261000000
2009-07-29,30701159999
2009-07-30,31297210000
2009-07-31,31434760000
2009-08-03,31847409999
2009-08-04,31618159999
2009-08-05,31288039999
2009-08-06,31774050000
2009-08-07,32076659999
2009-08-10,32250890000
2009-08-11,32186700000
2009-08-12,33571370000
2009-08-13,33122039999
2009-08-14,33012000000
2009-08-17,32388440000
2009-08-18,32782750000
2009-08-19,32315080000
2009-08-20,33048680000
2009-08-21,33883150000
2009-08-24,34222440000
2009-08-25,34460860000
2009-08-26,34488370000
2009-08-27,34635090000
2009-08-28,34415010000
2009-08-31,34259120000
2009-09-01,34084890000
2009-09-02,33965680000
2009-09-03,34424180000
2009-09-04,34928530000
2009-09-08,34846000000
2009-09-09,35341180000
2009-09-10,35753830000
2009-09-11,35772170000
2009-09-14,35524580000
2009-09-15,35368690000
2009-09-16,35753830000
2009-09-17,36083950000
2009-09-18,36249010000
2009-09-21,36166480000
2009-09-22,36487430000
2009-09-23,36203160000
2009-09-24,35973910000
2009-09-25,35515410000
2009-09-28,35570430000
2009-09-29,35377860000
2009-09-30,35042760000
2009-10-01,34503500000
2009-10-02,34302420000
2009-10-05,34759420000
2009-10-06,35371800000
2009-10-07,35125020000
2009-10-08,35536320000
2009-10-09,35764820000
2009-10-12,35353520000
2009-10-13,35646000000
2009-10-14,36678820000
2009-10-15,37044420000
2009-10-16,37327760000
2009-10-19,37638520000
2009-10-20,37620240000
2009-10-21,37620240000
2009-10-22,37903580000
2009-10-23,37857880000
2009-10-26,37291200000
2009-10-27,36861620000
2009-10-28,36011600000
2009-10-29,36569140000
2009-10-30,35344380000
2009-11-02,36039020000
2009-11-03,36349780000
2009-11-04,36569140000
2009-11-05,37647660000
2009-11-06,37428300000
2009-11-09,38378860000
2009-11-10,38378860000
2009-11-11,38525100000
2009-11-12,38369720000
2009-11-13,39110060000
2009-11-16,39886960000
2009-11-17,40225140000
2009-11-18,39576200000
2009-11-19,39119200000
2009-11-20,39100920000
2009-11-23,39530500000
2009-11-24,39265440000
2009-11-25,39292860000
2009-11-27,38653060000
2009-11-30,38680480000
2009-12-01,39110060000
2009-12-02,39201460000
2009-12-03,38689620000
2009-12-04,39302000000
2009-12-07,39612760000
2009-12-08,39247160000
2009-12-09,38771880000
2009-12-10,39073500000
2009-12-11,39923520000
2009-12-14,40216000000
2009-12-15,40407940000
2009-12-16,40407940000
2009-12-17,40024060000
2009-12-18,39950940000
2009-12-21,39896100000
2009-12-22,39886960000
2009-12-23,39978360000
2009-12-24,40471920000
2009-12-28,40526760000
2009-12-29,40435360000
2009-12-30,40545040000
2009-12-31,39923520000
2010-01-04,41203120000
2010-01-05,40590740000
2010-01-06,40371380000
2010-01-07,40545040000
2010-01-08,40627300000
2010-01-11,41504740000
2010-01-12,41267100000
2010-01-13,41733240000
2010-01-14,41879480000
2010-01-15,41413340000
2010-01-19,41577860000
2010-01-20,41084300000
2010-01-21,40334820000
2010-01-22,39731580000
2010-01-25,39457380000
2010-01-26,39384260000
2010-01-27,38890700000
2010-01-28,38753600000
2010-01-29,38817580000
2010-02-01,38854140000
2010-02-02,39128340000
2010-02-03,39256300000
2010-02-04,38177780000
2010-02-05,38250900000
2010-02-08,37620240000
2010-02-09,38260040000
2010-02-10,38333160000
2010-02-11,38369720000
2010-02-12,37784760000
2010-02-16,38150360000
2010-02-17,38744460000
2010-02-18,39174040000
2010-02-19,39411680000
2010-02-22,39347700000
2010-02-23,38991240000
2010-02-24,39466520000
2010-02-25,39503080000
2010-02-26,39484800000
2010-03-01,40060620000
2010-03-02,40124600000
2010-03-03,40033200000
2010-03-04,40481060000
2010-03-05,40983760000
2010-03-08,40700420000
2010-03-09,41285380000
2010-03-10,41294520000
2010-03-11,41440760000
2010-03-12,41148280000
2010-03-15,41321940000
2010-03-16,41641840000
2010-03-17,41523020000
2010-03-18,41705820000
2010-03-19,42126260000
2010-03-22,41769800000
2010-03-23,42044000000
2010-03-24,42016580000
2010-03-25,42144540000
2010-03-26,42345620000
2010-03-29,42564980000
2010-03-30,42638100000
2010-03-31,42151200000
2010-04-01,42451500000
2010-04-05,42870100000
2010-04-06,42760900000
2010-04-07,42369600000
2010-04-08,42205800000
2010-04-09,42369600000
2010-04-12,42242200000
2010-04-13,42069300000
2010-04-14,42378700000
2010-04-15,42724500000
2010-04-16,42205800000
2010-04-19,42242200000
2010-04-20,42497000000
2010-04-21,44053100000
2010-04-22,43771000000
2010-04-23,43789200000
2010-04-26,43752800000
2010-04-27,42560700000
2010-04-28,42760900000
2010-04-29,43534400000
2010-04-30,42924700000
2010-05-03,43689100000
2010-05-04,42469700000
2010-05-05,42142100000
2010-05-06,40795300000
2010-05-07,39776100000
2010-05-10,41832700000
2010-05-11,41878200000
2010-05-12,41896400000
2010-05-13,41723500000
2010-05-14,40995500000
2010-05-17,40677000000
2010-05-18,40476800000
2010-05-19,39712400000
2010-05-20,38047100000
2010-05-21,38047100000
2010-05-24,37874200000
2010-05-25,37892400000
2010-05-26,37883300000
2010-05-27,39002600000
2010-05-28,38584000000
2010-06-01,37828700000
2010-06-02,38629500000
2010-06-03,38857000000
2010-06-04,37300900000
2010-06-07,36208900000
2010-06-08,36773100000
2010-06-09,36318100000
2010-06-10,37501100000
2010-06-11,37928800000
2010-06-14,38311000000
2010-06-15,39284700000
2010-06-16,39284700000
2010-06-17,39266500000
2010-06-18,39621400000
2010-06-21,39730600000
2010-06-22,38938900000
2010-06-23,38938900000
2010-06-24,38574900000
2010-06-25,38866100000
2010-06-28,38429300000
2010-06-29,37209900000
2010-06-30,37010100000
2010-07-01,36711120000
2010-07-02,36656760000
2010-07-06,36828900000
2010-07-07,37943280000
2010-07-08,38332860000
2010-07-09,38495940000
2010-07-12,38015760000
2010-07-13,38631840000
2010-07-14,38776800000
2010-07-15,38858340000
2010-07-16,37644300000
2010-07-19,37852680000
2010-07-20,38505000000
2010-07-21,38215080000
2010-07-22,39646560000
2010-07-23,40425720000
2010-07-26,40815300000
2010-07-27,40534440000
2010-07-28,40543500000
2010-07-29,40570680000
2010-07-30,40543500000
2010-08-02,41404200000
2010-08-03,41068980000
2010-08-04,41431380000
2010-08-05,41739420000
2010-08-06,41467620000
2010-08-09,41820960000
2010-08-10,41848140000
2010-08-11,40634100000
2010-08-12,40244520000
2010-08-13,40307940000
2010-08-16,40108620000
2010-08-17,40199220000
2010-08-18,39873060000
2010-08-19,39066720000
2010-08-20,38840220000
2010-08-23,38323800000
2010-08-24,37435920000
2010-08-25,37209420000
2010-08-26,37091640000
2010-08-27,37952340000
2010-08-30,37281900000
2010-08-31,37182240000
2010-09-01,38414400000
2010-09-02,38450640000
2010-09-03,38921760000
2010-09-07,38758680000
2010-09-08,39039540000
2010-09-09,39121080000
2010-09-10,39275100000
2010-09-13,39220740000
2010-09-14,39184500000
2010-09-15,38921760000
2010-09-16,39075780000
2010-09-17,39646560000
2010-09-20,40126740000
2010-09-21,40253580000
2010-09-22,40244520000
2010-09-23,39800580000
2010-09-24,40770000000
2010-09-27,40434780000
2010-09-28,40824360000
2010-09-29,40760940000
2010-09-30,40302170000
2010-10-01,40239240000
2010-10-04,39906610000
2010-10-05,41021370000
2010-10-06,41228140000
2010-10-07,41174200000
2010-10-08,41246120000
2010-10-11,41264100000
2010-10-12,41291070000
2010-10-13,41965320000
2010-10-14,41947340000
2010-10-15,41920370000
2010-10-18,42181080000
2010-10-19,41641680000
2010-10-20,41821480000
2010-10-21,42414820000
2010-10-22,42396840000
2010-10-25,42441790000
2010-10-26,42244010000
2010-10-27,42127140000
2010-10-28,42261990000
2010-10-29,42297950000
2010-11-01,42226030000
2010-11-02,42576640000
2010-11-03,42459770000
2010-11-04,43134020000
2010-11-05,43421700000
2010-11-08,43358770000
2010-11-09,43385740000
2010-11-10,43080080000
2010-11-11,42648560000
2010-11-12,42360880000
2010-11-15,42603610000
2010-11-16,41956330000
2010-11-17,41659660000
2010-11-18,42450780000
2010-11-19,42603610000
2010-11-22,42495730000
2010-11-23,41965320000
2010-11-24,43053110000
2010-11-26,42594620000
2010-11-29,42315930000
2010-11-30,42585630000
2010-12-01,44275750000
2010-12-02,44527470000
2010-12-03,44545450000
2010-12-06,44365650000
2010-12-07,44437570000
2010-12-08,43952110000
2010-12-09,43916150000
2010-12-10,44356660000
2010-12-13,44212820000
2010-12-14,44608380000
2010-12-15,44671310000
2010-12-16,44707270000
2010-12-17,44581410000
2010-12-20,44635350000
2010-12-21,44896060000
2010-12-22,44985960000
2010-12-23,44976970000
2010-12-27,44851110000
2010-12-28,44860100000
2010-12-29,44752220000
2010-12-30,44608380000
2010-12-31,44536460000
2011-01-03,44689290000
2011-01-04,44761210000
2011-01-05,44824140000
2011-01-06,44779190000
2011-01-07,44743230000
2011-01-10,44392620000
2011-01-11,44653330000
2011-01-12,44941010000
2011-01-13,44976970000
2011-01-14,44743230000
2011-01-18,45021920000
2011-01-19,45210710000
2011-01-20,45003940000
2011-01-21,45372530000
2011-01-24,46118700000
2011-01-25,46235570000
2011-01-26,46055770000
2011-01-27,46730020000
2011-01-28,46073750000
2011-01-31,45992840000
2011-02-01,46298500000
2011-02-02,46487290000
2011-02-03,46514260000
2011-02-04,46685070000
2011-02-07,47332350000
2011-02-08,47458210000
2011-02-09,47512150000
2011-02-10,47952660000
2011-02-11,48204380000
2011-02-14,48204380000
2011-02-15,48051550000
2011-02-16,48123470000
2011-02-17,47826800000
2011-02-18,48096500000
2011-02-22,47278410000
2011-02-23,46837900000
2011-02-24,46801940000
2011-02-25,47170530000
2011-02-28,47260430000
2011-03-01,46442340000
2011-03-02,46424360000
2011-03-03,47440230000
2011-03-04,46882850000
2011-03-07,46550220000
2011-03-08,47107600000
2011-03-09,46891840000
2011-03-10,45786070000
2011-03-11,45983850000
2011-03-14,45678190000
2011-03-15,44985960000
2011-03-16,44320700000
2011-03-17,44976970000
2011-03-18,45354550000
2011-03-21,46082740000
2011-03-22,45759100000
2011-03-23,46316480000
2011-03-24,46819920000
2011-03-25,47251440000
2011-03-28,47224470000
2011-03-29,47593060000
2011-03-30,47655990000
2011-03-31,47570110000
2011-04-01,47945170000
2011-04-04,47900520000
2011-04-05,47989820000
2011-04-06,48141630000
2011-04-07,47971960000
2011-04-08,47659410000
2011-04-11,47757640000
2011-04-12,47195050000
2011-04-13,47329000000
2011-04-14,47195050000
2011-04-15,46900360000
2011-04-18,45918060000
2011-04-19,46284190000
2011-04-20,48275580000
2011-04-21,48945330000
2011-04-25,48632780000
2011-04-26,49373970000
2011-04-27,49373970000
2011-04-28,50025860000
2011-04-29,50347340000
2011-05-02,50579520000
2011-05-03,50490220000
2011-05-04,50231250000
2011-05-05,49749030000
2011-05-06,50133020000
2011-05-09,50311620000
2011-05-10,50472360000
2011-05-11,50311620000
2011-05-12,50338410000
2011-05-13,50008000000
2011-05-16,49945490000
2011-05-17,49356110000
2011-05-18,48981050000
2011-05-19,49507920000
2011-05-20,49177510000
2011-05-23,48382740000
2011-05-24,48114840000
2011-05-25,48480970000
2011-05-26,48552410000
2011-05-27,48516690000
2011-05-31,49329320000
2011-06-01,47373650000
2011-06-02,47373650000
2011-06-03,46784270000
2011-06-06,47043240000
2011-06-07,46784270000
2011-06-08,46668180000
2011-06-09,47257560000
2011-06-10,46480650000
2011-06-13,46516370000
2011-06-14,47221840000
2011-06-15,46793200000
2011-06-16,47400440000
2011-06-17,47525460000
2011-06-20,48070190000
2011-06-21,48088050000
2011-06-22,48016610000
2011-06-23,47838010000
2011-06-24,47391510000
2011-06-27,47954100000
2011-06-28,48641710000
2011-06-29,48597060000
2011-06-30,49517300000
2011-07-01,50424080000
2011-07-05,50077370000
2011-07-06,50584100000
2011-07-07,51126390000
2011-07-08,50548540000
2011-07-11,49864010000
2011-07-12,49490630000
2011-07-13,49330610000
2011-07-14,49135030000
2011-07-15,49410620000
2011-07-18,49019460000
2011-07-19,49695100000
2011-07-20,48797210000
2011-07-21,49348390000
2011-07-22,49063910000
2011-07-25,48850550000
2011-07-26,48219360000
2011-07-27,46850300000
2011-07-28,46388020000
2011-07-29,46343570000
2011-08-01,46067980000
2011-08-02,44156630000
2011-08-03,44369990000
2011-08-04,41605200000
2011-08-05,41480740000
2011-08-08,39018210000
2011-08-09,40040560000
2011-08-10,37729160000
2011-08-11,39018210000
2011-08-12,40529510000
2011-08-15,41142920000
2011-08-16,40591740000
2011-08-17,40307260000
2011-08-18,38111430000
2011-08-19,37738050000
2011-08-22,37862510000
2011-08-23,39124890000
2011-08-24,39951660000
2011-08-25,39578280000
2011-08-26,40031670000
2011-08-29,41329610000
2011-08-30,41267380000
2011-08-31,41542970000
2011-09-01,40867330000
2011-09-02,39747190000
2011-09-06,39444930000
2011-09-07,40822880000
2011-09-08,40636190000
2011-09-09,39462710000
2011-09-12,39791640000
2011-09-13,40529510000
2011-09-14,41222930000
2011-09-15,42298620000
2011-09-16,42236390000
2011-09-19,42271950000
2011-09-20,42529760000
2011-09-21,41889680000
2011-09-22,38218110000
2011-09-23,38555930000
2011-09-26,40031670000
2011-09-27,40929560000
2011-09-28,40200580000
2011-09-29,40520620000
2011-09-30,39320640000
2011-10-03,38761200000
2011-10-04,38858880000
2011-10-05,38903280000
2011-10-06,39666960000
2011-10-07,39933360000
2011-10-10,41212080000
2011-10-11,41212080000
2011-10-12,41487360000
2011-10-13,41096640000
2011-10-14,41709360000
2011-10-17,40306320000
2011-10-18,41425200000
2011-10-19,40936800000
2011-10-20,41496240000
2011-10-21,42224400000
2011-10-24,42837120000
2011-10-25,42073440000
2011-10-26,42508560000
2011-10-27,44320080000
2011-10-28,44435520000
2011-10-31,43574160000
2011-11-01,42020160000
2011-11-02,42979200000
2011-11-03,43831680000
2011-11-04,43476480000
2011-11-07,43778400000
2011-11-08,44071440000
2011-11-09,42721680000
2011-11-10,43290000000
2011-11-11,44613120000
2011-11-14,44178000000
2011-11-15,44328960000
2011-11-16,43281120000
2011-11-17,42295440000
2011-11-18,42535200000
2011-11-21,41389680000
2011-11-22,40821360000
2011-11-23,39658080000
2011-11-25,39702480000
2011-11-28,40874640000
2011-11-29,40785840000
2011-11-30,42810480000
2011-12-01,42792720000
2011-12-02,42774960000
2011-12-05,42828240000
2011-12-06,42641760000
2011-12-07,42615120000
2011-12-08,41558400000
2011-12-09,42641760000
2011-12-12,41620560000
2011-12-13,41469600000
2011-12-14,40892400000
2011-12-15,41087760000
2011-12-16,40457280000
2011-12-19,40093200000
2011-12-20,41576160000
2011-12-21,41141040000
2011-12-22,41078880000
2011-12-23,41451840000
2011-12-27,41371920000
2011-12-28,40865760000
2011-12-29,41256480000
2011-12-30,40848000000
2012-01-03,41863391000
2012-01-04,42077207000
2012-01-05,41676302000
2012-01-06,41435759000
2012-01-09,41542667000
2012-01-10,42629565000
2012-01-11,43003743000
2012-01-12,43306649000
2012-01-13,42656292000
2012-01-17,43190832000
2012-01-18,43511556000
2012-01-19,43279922000
2012-01-20,42994834000
2012-01-23,43092833000
2012-01-24,43609555000
2012-01-25,43538283000
2012-01-26,43404648000
2012-01-27,43520465000
2012-01-30,43511556000
2012-01-31,43930279000
2012-02-01,44972632000
2012-02-02,44865724000
2012-02-03,45444809000
2012-02-06,45168630000
2012-02-07,45008268000
2012-02-08,45827896000
2012-02-09,46968248000
2012-02-10,46816795000
2012-02-13,47591878000
2012-02-14,47458243000
2012-02-15,46308982000
2012-02-16,46656433000
2012-02-17,46968248000
2012-02-21,47075156000
2012-02-22,47066247000
2012-02-23,46807886000
2012-02-24,47075156000
2012-02-27,46888067000
2012-02-28,46798977000
2012-02-29,47021702000
2012-03-01,47182064000
2012-03-02,47395880000
2012-03-05,46700978000
2012-03-06,45631898000
2012-03-07,46291164000
2012-03-08,46834613000
2012-03-09,46843522000
2012-03-12,47092974000
2012-03-13,48536232000
2012-03-14,48669867000
2012-03-15,48714412000
2012-03-16,47921511000
2012-03-19,47440425000
2012-03-20,46683160000
2012-03-21,46380254000
2012-03-22,46014985000
2012-03-23,45863532000
2012-03-26,46816795000
2012-03-27,46594070000
2012-03-28,45703170000
2012-03-29,46157529000
2012-03-30,46504980000
2012-04-02,46713297281
2012-04-03,46417189173
2012-04-04,46255675660
2012-04-05,46076216200
2012-04-09,45304540525
2012-04-10,44317513498
2012-04-11,44963567552
2012-04-12,45833945930
2012-04-13,45062270255
2012-04-16,45107135120
2012-04-17,45878810795
2012-04-18,45851891876
2012-04-19,45403243228
2012-04-20,45744216201
2012-04-23,45035351336
2012-04-24,45089189174
2012-04-25,45071243228
2012-04-26,45878810795
2012-04-27,46300540525
2012-04-30,46103135119
2012-05-01,45986486471
2012-05-02,46049297282
2012-05-03,45690378363
2012-05-04,44882810795
2012-05-07,44559783769
2012-05-08,44505945931
2012-05-09,43483027012
2012-05-10,43644540526
2012-05-11,43581729715
2012-05-14,42890810796
2012-05-15,43016432418
2012-05-16,42181945931
2012-05-17,41410270256
2012-05-18,40871891878
2012-05-21,41616648634
2012-05-22,41751243229
2012-05-23,41823027013
2012-05-24,41508972959
2012-05-25,41230810797
2012-05-29,42406270256
2012-05-30,41643567553
2012-05-31,41849945932
2012-06-01,40665513500
2012-06-04,40351459446
2012-06-05,40028432419
2012-06-06,41580756742
2012-06-07,42576756742
2012-06-08,42630594580
2012-06-11,42137081067
2012-06-12,41984540526
2012-06-13,41526918905
2012-06-14,41867891878
2012-06-15,42065297283
2012-06-18,42352432418
2012-06-19,43142054039
2012-06-20,42863891877
2012-06-21,42253729715
2012-06-22,42469081067
2012-06-25,41643567553
2012-06-26,41580756742
2012-06-27,41876864850
2012-06-28,40997513499
2012-06-29,42648540526
2012-07-02,42288797456
2012-07-03,42691803785
2012-07-05,42485822772
2012-07-06,41760411380
2012-07-09,41894746823
2012-07-10,41787278469
2012-07-11,40864841760
2012-07-12,40488702520
2012-07-13,41473829102
2012-07-16,41258892393
2012-07-17,41482784798
2012-07-18,42190284798
2012-07-19,42736582266
2012-07-20,41832056950
2012-07-23,41303670874
2012-07-24,40542436697
2012-07-25,40927531634
2012-07-26,41106645558
2012-07-27,41867879735
2012-07-30,42252974671
2012-07-31,41957436697
2012-08-01,42154462013
2012-08-02,41957436697
2012-08-03,43291835430
2012-08-06,43202278468
2012-08-07,44026202519
2012-08-08,43667974671
2012-08-09,43417215177
2012-08-10,43900822772
2012-08-13,43659018975
2012-08-14,43838132899
2012-08-15,43954556949
2012-08-16,44393386063
2012-08-17,45297911379
2012-08-20,45136708848
2012-08-21,44679968341
2012-08-22,44894905050
2012-08-23,44635189860
2012-08-24,45136708848
2012-08-27,45405379734
2012-08-28,45450158215
2012-08-29,45181487329
2012-08-30,44554588595
2012-08-31,45002373405
2012-09-04,44160537962
2012-09-05,43981424038
2012-09-06,44751613911
2012-09-07,44751613911
2012-09-10,44303829101
2012-09-11,44393386063
2012-09-12,44429208848
2012-09-13,45387468341
2012-09-14,46471107581
2012-09-17,46300949354
2012-09-18,45924810113
2012-09-19,46059145556
2012-09-20,45611360746
2012-09-21,45512848088
2012-09-24,45109841759
2012-09-25,44393386063
2012-09-26,44259050620
2012-09-27,44160537962
2012-09-28,44124715177
2012-10-01,44292868990
2012-10-02,44310834055
2012-10-03,44409641916
2012-10-04,44391676850
2012-10-05,44382694317
2012-10-08,44301851523
2012-10-09,43717986894
2012-10-10,42972436676
2012-10-11,42990401741
2012-10-12,42936506545
2012-10-15,43044296938
2012-10-16,43870689951
2012-10-17,44400659383
2012-10-18,44786908291
2012-10-19,44086270737
2012-10-22,43996445409
2012-10-23,43565283837
2012-10-24,44032375540
2012-10-25,43691039296
2012-10-26,44203043662
2012-10-31,44185078597
2012-11-01,44688100431
2012-11-02,44131183400
2012-11-05,44032375540
2012-11-06,45209087330
2012-11-07,43915602614
2012-11-08,43053279470
2012-11-09,42873628815
2012-11-12,43502406108
2012-11-13,43529353706
2012-11-14,42199938859
2012-11-15,42307729252
2012-11-16,42541275104
2012-11-19,43286825322
2012-11-20,43349703051
2012-11-21,43717986894
2012-11-23,44436589514
2012-11-26,44481502178
2012-11-27,44562344972
2012-11-28,45110279470
2012-11-29,45092314405
2012-11-30,45289930125
2012-12-03,45110279470
2012-12-04,45298912658
2012-12-05,45352807854
2012-12-06,45712109164
2012-12-07,45783969426
2012-12-10,45792951959
2012-12-11,45900742352
2012-12-12,45792951959
2012-12-13,45433650649
2012-12-14,45209087330
2012-12-17,45218069863
2012-12-18,46484606981
2012-12-19,46933733618
2012-12-20,47014576413
2012-12-21,46655275103
2012-12-24,46493589514
2012-12-26,46412746719
2012-12-27,46394781653
2012-12-28,45685161566
2012-12-31,46500610000
2013-01-02,47626860000
2013-01-03,47807060000
2013-01-04,48185480000
2013-01-07,47951220000
2013-01-08,47374580000
2013-01-09,47942210000
2013-01-10,48176470000
2013-01-11,48302610000
2013-01-14,48654000000
2013-01-15,48744100000
2013-01-16,48518850000
2013-01-17,48987370000
2013-01-18,49302720000
2013-01-22,49600050000
2013-01-23,49933420000
2013-01-24,50419960000
2013-01-25,50915510000
2013-01-28,50915510000
2013-01-29,50897490000
2013-01-30,50519070000
2013-01-31,49654110000
2013-02-01,50942540000
2013-02-04,50771350000
2013-02-05,50609170000
2013-02-06,50672240000
2013-02-07,51005610000
2013-02-08,51086700000
2013-02-11,50807390000
2013-02-12,51023630000
2013-02-13,50744320000
2013-02-14,50852440000
2013-02-15,51474130000
2013-02-19,51609280000
2013-02-20,51122740000
2013-02-21,50699270000
2013-02-22,51311950000
2013-02-25,50104610000
2013-02-26,50582140000
2013-02-27,51357000000
2013-02-28,51347990000
2013-03-01,51104720000
2013-03-04,50537090000
2013-03-05,51609280000
2013-03-06,51636310000
2013-03-07,52005720000
2013-03-08,52203940000
2013-03-11,52681470000
2013-03-12,52816620000
2013-03-13,52780580000
2013-03-14,52987810000
2013-03-15,52888700000
2013-03-18,52600380000
2013-03-19,52798600000
2013-03-20,52987810000
2013-03-21,52411170000
2013-03-22,53068900000
2013-03-25,52618400000
2013-03-26,52537310000
2013-03-27,52510280000
2013-03-28,52978800000
2013-04-01,52690480000
2013-04-02,52726520000
2013-04-03,52843650000
2013-04-04,52825630000
2013-04-05,52528300000
2013-04-08,53131970000
2013-04-09,53555440000
2013-04-10,53969900000
2013-04-11,54330300000
2013-04-12,54258220000
2013-04-15,53023850000
2013-04-16,53591480000
2013-04-17,52645430000
2013-04-18,51906610000
2013-04-19,52861670000
2013-04-22,53086920000
2013-04-23,52672460000
2013-04-24,52167900000
2013-04-25,52230970000
2013-04-26,51681360000
2013-04-29,51951660000
2013-04-30,51762450000
2013-05-01,51627300000
2013-05-02,52023740000
2013-05-03,52798600000
2013-05-06,53014840000
2013-05-07,53222070000
2013-05-08,53519400000
2013-05-09,53726630000
2013-05-10,54005940000
2013-05-13,53834750000
2013-05-14,54393370000
2013-05-15,54330300000
2013-05-16,53960890000
2013-05-17,55195260000
2013-05-20,55132190000
2013-05-21,55312390000
2013-05-22,54573570000
2013-05-23,54141090000
2013-05-24,53888810000
2013-05-28,54420400000
2013-05-29,53933860000
2013-05-30,54411390000
2013-05-31,53807720000
2013-06-03,53996930000
2013-06-04,53456330000
2013-06-05,52735530000
2013-06-06,52591370000
2013-06-07,53582470000
2013-06-10,53375240000
2013-06-11,53122960000
2013-06-12,52555330000
2013-06-13,53465340000
2013-06-14,53312170000
2013-06-17,53852770000
2013-06-18,54528520000
2013-06-19,53402270000
2013-06-20,52366120000
2013-06-21,52267010000
2013-06-24,51879580000
2013-06-25,52041760000
2013-06-26,52717510000
2013-06-27,53023850000
2013-06-28,52699490000
2013-07-01,53717620000
2013-07-02,53186030000
2013-07-03,53717620000
2013-07-05,54735750000
2013-07-08,54988030000
2013-07-09,55582690000
2013-07-10,55447540000
2013-07-11,56528740000
2013-07-12,56609830000
2013-07-15,56835080000
2013-07-16,56699930000
2013-07-17,57186470000
2013-07-18,57465780000
2013-07-19,58105489999
2013-07-22,57898260000
2013-07-23,59601150000
2013-07-24,59529069999
2013-07-25,59420950000
2013-07-26,59520060000
2013-07-29,59574120000
2013-07-30,59862440000
2013-07-31,59862440000
2013-08-01,60772450000
2013-08-02,61105819999
2013-08-05,60466110000
2013-08-06,59655209999
2013-08-07,60123730000
2013-08-08,60249870000
2013-08-09,59889470000
2013-08-12,59844420000
2013-08-13,60556209999
2013-08-14,59574120000
2013-08-15,58393810000
2013-08-16,58447870000
2013-08-19,58195590000
2013-08-20,58060440000
2013-08-21,57664000000
2013-08-22,58384800000
2013-08-23,58285690000
2013-08-26,58006379999
2013-08-27,56663890000
2013-08-28,56690920000
2013-08-29,56961220000
2013-08-30,56763000000
2013-09-03,58213610000
2013-09-04,58610050000
2013-09-05,58790250000
2013-09-06,58537970000
2013-09-09,59240750000
2013-09-10,60249870000
2013-09-11,61141860000
2013-09-12,61141860000
2013-09-13,61457209999
2013-09-16,62205040000
2013-09-17,62592470000
2013-09-18,62943860000
2013-09-19,63502480000
2013-09-20,62132959999
2013-09-23,62042860000
2013-09-24,62376230000
2013-09-25,61952760000
2013-09-26,62178010000
2013-09-27,62006819999
2013-09-30,61132849999
2013-10-01,60889580000
2013-10-02,59529069999
2013-10-03,58790250000
2013-10-04,59123620000
2013-10-07,58988470000
2013-10-08,58267670000
2013-10-09,58312720000
2013-10-10,60060660000
2013-10-11,60673340000
2013-10-14,60619280000
2013-10-15,59988580000
2013-10-16,60348980000
2013-10-17,61249980000
2013-10-18,61087800000
2013-10-21,61024730000
2013-10-22,60177790000
2013-10-23,60321950000
2013-10-24,60709379999
2013-10-25,60970670000
2013-10-28,60096700000
2013-10-29,60339970000
2013-10-30,60078680000
2013-10-31,60249870000
2013-11-01,60961660000
2013-11-04,61222950000
2013-11-05,61060770000
2013-11-06,61619390000
2013-11-07,60826510000
2013-11-08,61547310000
2013-11-11,61286020000
2013-11-12,60925620000
2013-11-13,60934629999
2013-11-14,61628400000
2013-11-15,61574340000
2013-11-18,61880680000
2013-11-19,61862660000
2013-11-20,61709489999
2013-11-21,62241080000
2013-11-22,62484349999
2013-11-25,62547420000
