,ESS
2009-07-07,1800896851
2009-07-08,1764812760
2009-07-09,1739553896
2009-07-10,1715497835
2009-07-13,1784057609
2009-07-14,1785561112
2009-07-15,1833673234
2009-07-16,1844197761
2009-07-17,1794882836
2009-07-20,1851113878
2009-07-21,1816833991
2009-07-22,1807812969
2009-07-23,1856827193
2009-07-24,1906142117
2009-07-27,1959366152
2009-07-28,1974701890
2009-07-29,1948841625
2009-07-30,1996051644
2009-07-31,1954855640
2009-08-03,1969589978
2009-08-04,2115129145
2009-08-05,2177374203
2009-08-06,2180982612
2009-08-07,2260066912
2009-08-10,2199325358
2009-08-11,2198723957
2009-08-12,2199926760
2009-08-13,2209248483
2009-08-14,2198723957
2009-08-17,2106108123
2009-08-18,2149709733
2009-08-19,2138884505
2009-08-20,2179479108
2009-08-21,2209248483
2009-08-24,2212255491
2009-08-25,2227591230
2009-08-26,2222479317
2009-08-27,2242325567
2009-08-28,2228794033
2009-08-31,2243528370
2009-09-01,2173164392
2009-09-02,2108213028
2009-09-03,2130765585
2009-09-04,2168954581
2009-09-08,2229996836
2009-09-09,2266983029
2009-09-10,2269388635
2009-09-11,2251947991
2009-09-14,2290136988
2009-09-15,2334941401
2009-09-16,2498522614
2009-09-17,2494914205
2009-09-18,2535508808
2009-09-21,2533103202
2009-09-22,2587830740
2009-09-23,2485592482
2009-09-24,2440186667
2009-09-25,2423648125
2009-09-28,2458228713
2009-09-29,2419739015
2009-09-30,2392976648
2009-10-01,2276304753
2009-10-02,2250143787
2009-10-05,2306074128
2009-10-06,2279913162
2009-10-07,2277206855
2009-10-08,2340955416
2009-10-09,2365312178
2009-10-12,2343661723
2009-10-13,2332235094
2009-10-14,2414326402
2009-10-15,2371927594
2009-10-16,2333137196
2009-10-19,2406508182
2009-10-20,2333437897
2009-10-21,2276906154
2009-10-22,2336144204
2009-10-23,2314493749
2009-10-26,2320507764
2009-10-27,2331934393
2009-10-28,2269087934
2009-10-29,2325920378
2009-10-30,2260668313
2009-11-02,2281115965
2009-11-03,2309381836
2009-11-04,2330430890
2009-11-05,2373731799
2009-11-06,2325018276
2009-11-09,2395682954
2009-11-10,2417333409
2009-11-11,2463942027
2009-11-12,2448305587
2009-11-13,2452515398
2009-11-16,2502131023
2009-11-17,2419739015
2009-11-18,2436277557
2009-11-19,2379144413
2009-11-20,2347270132
2009-11-23,2388766837
2009-11-24,2333738598
2009-11-25,2352983447
2009-11-27,2285626476
2009-11-30,2398088561
2009-12-01,2446501383
2009-12-02,2491305796
2009-12-03,2441088769
2009-12-04,2486795285
2009-12-07,2442291572
2009-12-08,2444396478
2009-12-09,2449207690
2009-12-10,2465144830
2009-12-11,2504837330
2009-12-14,2532802501
2009-12-15,2552047350
2009-12-16,2549040342
2009-12-17,2522879376
2009-12-18,2549942444
2009-12-21,2574900607
2009-12-22,2601662975
2009-12-23,2599257369
2009-12-24,2626320437
2009-12-28,2616698013
2009-12-29,2566781687
2009-12-30,2552949452
2009-12-31,2423161070
2010-01-04,2393324180
2010-01-05,2407808107
2010-01-06,2424609463
2010-01-07,2449811497
2010-01-08,2424609463
2010-01-11,2426347534
2010-01-12,2394193215
2010-01-13,2441700497
2010-01-14,2458212175
2010-01-15,2441700497
2010-01-19,2475013531
2010-01-20,2482255494
2010-01-21,2417657178
2010-01-22,2342920112
2010-01-25,2359431789
2010-01-26,2346396255
2010-01-27,2375364110
2010-01-28,2358562754
2010-01-29,2308448364
2010-02-01,2346106576
2010-02-02,2386661573
2010-02-03,2318007757
2010-02-04,2249643619
2010-02-05,2266734653
2010-02-08,2255726868
2010-02-09,2266734653
2010-02-10,2271659189
2010-02-11,2301206401
2010-02-12,2323511649
2010-02-16,2381737038
2010-02-17,2423161070
2010-02-18,2440541783
2010-02-19,2438803712
2010-02-22,2451259890
2010-02-23,2450390854
2010-02-24,2468640603
2010-02-25,2474434174
2010-02-26,2488338744
2010-03-01,2506298814
2010-03-02,2523100170
2010-03-03,2523969206
2010-03-04,2550909311
2010-03-05,2618114734
2010-03-08,2622749591
2010-03-09,2602472093
2010-03-10,2603051450
2010-03-11,2620432163
2010-03-12,2638971590
2010-03-15,2620432163
2010-03-16,2675760766
2010-03-17,2706177014
2010-03-18,2691693086
2010-03-19,2669967195
2010-03-22,2691113729
2010-03-23,2658380053
2010-03-24,2657800696
2010-03-25,2639550947
2010-03-26,2601603057
2010-03-29,2563655167
2010-03-30,2601892736
2010-03-31,2638168106
2010-04-01,2664857744
2010-04-05,2737887634
2010-04-06,2815610208
2010-04-07,2783934593
2010-04-08,2787747398
2010-04-09,2866056557
2010-04-12,2866643143
2010-04-13,2951404741
2010-04-14,2912983394
2010-04-15,2856964482
2010-04-16,2825875453
2010-04-19,2820009598
2010-04-20,2879254730
2010-04-21,2945832180
2010-04-22,2970468769
2010-04-23,3049951099
2010-04-26,3084559641
2010-04-27,3015049264
2010-04-28,3050244392
2010-04-29,3219181004
2010-04-30,3103623668
2010-05-03,3233259055
2010-05-04,3253789546
2010-05-05,3226220030
2010-05-06,3082213299
2010-05-07,3007716946
2010-05-10,3185159047
2010-05-11,3210382222
2010-05-12,3259948693
2010-05-13,3205982831
2010-05-14,3139698674
2010-05-17,3195131000
2010-05-18,3144391358
2010-05-19,3127966965
2010-05-20,2971935233
2010-05-21,3081040128
2010-05-24,3016809020
2010-05-25,3021794997
2010-05-26,3023848046
2010-05-27,3157296238
2010-05-28,3086319397
2010-06-01,2992465724
2010-06-02,3029127315
2010-06-03,3010356580
2010-06-04,2837313870
2010-06-07,2861657166
2010-06-08,2910930345
2010-06-09,2990999260
2010-06-10,3096584643
2010-06-11,3125327330
2010-06-14,3132952941
2010-06-15,3174893802
2010-06-16,3166095020
2010-06-17,3164628556
2010-06-18,3170787704
2010-06-21,3146444407
2010-06-22,3028247437
2010-06-23,3039099268
2010-06-24,2965189500
2010-06-25,3091012081
2010-06-28,3046138293
2010-06-29,2927648030
2010-06-30,2896051361
2010-07-01,2875267724
2010-07-02,2823011722
2010-07-06,2775209357
2010-07-07,2946228999
2010-07-08,3024019183
2010-07-09,3067664821
2010-07-12,3067071003
2010-07-13,3134766277
2010-07-14,3089042276
2010-07-15,3092308276
2010-07-16,2997594273
2010-07-19,3051037911
2010-07-20,3069446275
2010-07-21,2996109728
2010-07-22,3104184640
2010-07-23,3106559913
2010-07-26,3165051006
2010-07-27,3187022279
2010-07-28,3177818097
2010-07-29,3106856822
2010-07-30,3120811550
2010-08-02,3206618280
2010-08-03,3180193370
2010-08-04,3178411915
2010-08-05,3158222096
2010-08-06,3148424096
2010-08-09,3184943915
2010-08-10,3170098460
2010-08-11,3083401003
2010-08-12,3045099729
2010-08-13,3045693547
2010-08-16,3018377910
2010-08-17,3093495912
2010-08-18,3094089731
2010-08-19,3040943002
2010-08-20,3043615184
2010-08-23,3026988274
2010-08-24,3030551183
2010-08-25,3083697912
2010-08-26,3074493730
2010-08-27,3118139368
2010-08-30,3067071003
2010-08-31,3140407550
2010-09-01,3239872099
2010-09-02,3260655736
2010-09-03,3285596100
2010-09-07,3265109372
2010-09-08,3235418462
2010-09-09,3218494644
2010-09-10,3250857735
2010-09-13,3293612646
2010-09-14,3260952645
2010-09-15,3277282645
2010-09-16,3251154645
2010-09-17,3288268282
2010-09-20,3406141195
2010-09-21,3323897374
2010-09-22,3284705373
2010-09-23,3196523370
2010-09-24,3282923918
2010-09-27,3224432826
2010-09-28,3213447189
2010-09-29,3221166825
2010-09-30,3249373190
2010-10-01,3238684462
2010-10-04,3256795917
2010-10-05,3283814646
2010-10-06,3250263917
2010-10-07,3261843372
2010-10-08,3260358827
2010-10-11,3267781554
2010-10-12,3309942646
2010-10-13,3325975738
2010-10-14,3313505556
2010-10-15,3305192101
2010-10-18,3352697557
2010-10-19,3346759375
2010-10-20,3419502104
2010-10-21,3431378468
2010-10-22,3437019741
2010-10-25,3445927014
2010-10-26,3407625740
2010-10-27,3383873012
2010-10-28,3344681011
2010-10-29,3353885193
2010-11-01,3373778103
2010-11-02,3371402830
2010-11-03,3365761557
2010-11-04,3445630105
2010-11-05,3472055015
2010-11-08,3421580468
2010-11-09,3266890827
2010-11-10,3328647920
2010-11-11,3326569556
2010-11-12,3302816828
2010-11-15,3293018828
2010-11-16,3171583006
2010-11-17,3197414097
2010-11-18,3225620462
2010-11-19,3233637008
2010-11-22,3241950462
2010-11-23,3218494644
2010-11-24,3276095009
2010-11-26,3258874281
2010-11-29,3282330100
2010-11-30,3290940464
2010-12-01,3361307921
2010-12-02,3391295740
2010-12-03,3384169921
2010-12-06,3395749376
2010-12-07,3416236104
2010-12-08,3344681011
2010-12-09,3279657918
2010-12-10,3347056284
2010-12-13,3361011012
2010-12-14,3325085010
2010-12-15,3283517736
2010-12-16,3282330100
2010-12-17,3271047554
2010-12-20,3310239555
2010-12-21,3355963557
2010-12-22,3385951376
2010-12-23,3372293557
2010-12-27,3412970104
2010-12-28,3420689741
2010-12-29,3411485559
2010-12-30,3389217376
2010-12-31,3561125803
2011-01-03,3653723803
2011-01-04,3594797803
2011-01-05,3619740025
2011-01-06,3596980247
2011-01-07,3543666247
2011-01-10,3534312914
2011-01-11,3529324469
2011-01-12,3549590025
2011-01-13,3530571580
2011-01-14,3541483803
2011-01-18,3576402914
2011-01-19,3502199802
2011-01-20,3453562469
2011-01-21,3463227580
2011-01-24,3534312914
2011-01-25,3599786247
2011-01-26,3600721581
2011-01-27,3631275803
2011-01-28,3574844025
2011-01-31,3616622248
2011-02-01,3616310470
2011-02-02,3601656914
2011-02-03,3647800026
2011-02-04,3508123580
2011-02-07,3550213580
2011-02-08,3558319803
2011-02-09,3595421358
2011-02-10,3606021803
2011-02-11,3613504470
2011-02-14,3633458248
2011-02-15,3629716914
2011-02-16,3620987136
2011-02-17,3607892470
2011-02-18,3652164914
2011-02-22,3670248026
2011-02-23,3663388915
2011-02-24,3663700692
2011-02-25,3775628915
2011-02-28,3859185360
2011-03-01,3753180915
2011-03-02,3688331137
2011-03-03,3706102470
2011-03-04,3679601359
2011-03-07,3640005581
2011-03-08,3705790693
2011-03-09,3703920026
2011-03-10,3658088692
2011-03-11,3719508915
2011-03-14,3706726026
2011-03-15,3735097804
2011-03-16,3713273359
2011-03-17,3755051582
2011-03-18,3773758249
2011-03-21,3788411804
2011-03-22,3776252471
2011-03-23,3732291804
2011-03-24,3749751360
2011-03-25,3805247804
2011-03-28,3789658915
2011-03-29,3765340249
2011-03-30,3804312471
2011-03-31,3973072096
2011-04-01,4003510954
2011-04-04,4007355863
2011-04-05,4030745723
2011-04-06,4030745723
2011-04-07,4010239544
2011-04-08,4007035454
2011-04-11,4003831363
2011-04-12,3966984324
2011-04-13,3956731234
2011-04-14,3969227187
2011-04-15,4056378446
2011-04-18,4025298769
2011-04-19,4064068263
2011-04-20,4109886756
2011-04-21,4136160297
2011-04-25,4197358424
2011-04-26,4251187142
2011-04-27,4290277045
2011-04-28,4390565075
2011-04-29,4340901673
2011-05-02,4342183310
2011-05-03,4309501588
2011-05-04,4274577002
2011-05-05,4285470910
2011-05-06,4260479004
2011-05-09,4294121954
2011-05-10,4378069122
2011-05-11,4317832223
2011-05-12,4296364817
2011-05-13,4281626001
2011-05-16,4282266819
2011-05-17,4307579133
2011-05-18,4312705678
2011-05-19,4322317949
2011-05-20,4252468778
2011-05-23,4205048240
2011-05-24,4235487099
2011-05-25,4273936184
2011-05-26,4312705678
2011-05-27,4324240403
2011-05-31,4409148799
2011-06-01,4295083181
2011-06-02,4280664774
2011-06-03,4345387400
2011-06-06,4318152632
2011-06-07,4395050801
2011-06-08,4374544623
2011-06-09,4365893579
2011-06-10,4277781093
2011-06-13,4272334139
2011-06-14,4327124085
2011-06-15,4238370781
2011-06-16,4265285140
2011-06-17,4312705678
2011-06-20,4366854806
2011-06-21,4412352889
2011-06-22,4351154763
2011-06-23,4266246367
2011-06-24,4292199499
2011-06-27,4270732094
2011-06-28,4284830091
2011-06-29,4300850543
2011-06-30,4521627069
2011-07-01,4598497069
2011-07-05,4643282199
2011-07-06,4730512938
2011-07-07,4772958546
2011-07-08,4779308677
2011-07-11,4743881633
2011-07-12,4754576590
2011-07-13,4678040807
2011-07-14,4639940025
2011-07-15,4678375025
2011-07-18,4660327286
2011-07-19,4719149546
2011-07-20,4762597807
2011-07-21,4771955894
2011-07-22,4795685329
2011-07-25,4775298068
2011-07-26,4775632285
2011-07-27,4647961242
2011-07-28,4624231808
2011-07-29,4691075286
2011-08-01,4726502329
2011-08-02,4645955938
2011-08-03,4570088590
2011-08-04,4341149678
2011-08-05,4255255809
2011-08-08,4035674984
2011-08-09,4399971939
2011-08-10,4371563461
2011-08-11,4620221199
2011-08-12,4567414851
2011-08-15,4691075286
2011-08-16,4662332590
2011-08-17,4673361764
2011-08-18,4488539547
2011-08-19,4417685461
2011-08-22,4405987852
2011-08-23,4558056764
2011-08-24,4642947981
2011-08-25,4535998417
2011-08-26,4628910851
2011-08-29,4735860416
2011-08-30,4748894894
2011-08-31,4797690633
2011-09-01,4713133633
2011-09-02,4666343199
2011-09-06,4653308720
2011-09-07,4815738372
2011-09-08,4818077894
2011-09-09,4695420112
2011-09-12,4709123025
2011-09-13,4719149546
2011-09-14,4716141590
2011-09-15,4738534155
2011-09-16,4759924068
2011-09-19,4622560721
2011-09-20,4554714590
2011-09-21,4258597983
2011-09-22,4116889810
2011-09-23,4143292983
2011-09-26,4153987940
2011-09-27,4147637809
2011-09-28,4018295679
2011-09-29,4117892462
2011-09-30,4011945549
2011-10-03,3830131289
2011-10-04,4047372592
2011-10-05,4014953506
2011-10-06,4138279722
2011-10-07,4054391158
2011-10-10,4300375157
2011-10-11,4139282375
2011-10-12,4256592679
2011-10-13,4187743896
2011-10-14,4291017070
2011-10-17,4275308852
2011-10-18,4428380417
2011-10-19,4456788895
2011-10-20,4430385721
2011-10-21,4530650938
2011-10-24,4684056720
2011-10-25,4659324633
2011-10-26,4709123025
2011-10-27,4894613676
2011-10-28,4768613720
2011-10-31,4771287459
2011-11-01,4589807416
2011-11-02,4626571329
2011-11-03,4550703982
2011-11-04,4611197329
2011-11-07,4609860460
2011-11-08,4629913503
2011-11-09,4443420200
2011-11-10,4487202678
2011-11-11,4584459938
2011-11-14,4498900286
2011-11-15,4568751721
2011-11-16,4500905591
2011-11-17,4366550200
2011-11-18,4370895026
2011-11-21,4249908331
2011-11-22,4210136461
2011-11-23,4088815549
2011-11-25,4110873897
2011-11-28,4174709418
2011-11-29,4210136461
2011-11-30,4440078026
2011-12-01,4476507721
2011-12-02,4460799504
2011-12-05,4441414895
2011-12-06,4412672200
2011-12-07,4504916199
2011-12-08,4418353895
2011-12-09,4502576678
2011-12-12,4418019678
2011-12-13,4408327374
2011-12-14,4443085982
2011-12-15,4542682764
2011-12-16,4596825982
2011-12-19,4544019634
2011-12-20,4655648242
2011-12-21,4675032851
2011-12-22,4738534155
2011-12-23,4750900198
2011-12-27,4793345807
2011-12-28,4716141590
2011-12-29,4698428068
2011-12-30,4696088546
2012-01-03,4758393784
2012-01-04,4680053754
2012-01-05,4767211276
2012-01-06,4747202351
2012-01-09,4729906500
2012-01-10,4746184948
2012-01-11,4701080082
2012-01-12,4644105515
2012-01-13,4786202799
2012-01-17,4798411635
2012-01-18,4776367903
2012-01-19,4713288918
2012-01-20,4683445097
2012-01-23,4750254560
2012-01-24,4810281336
2012-01-25,4890317038
2012-01-26,4937795844
2012-01-27,4892351844
2012-01-30,4868951575
2012-01-31,4883534352
2012-02-01,4995109546
2012-02-02,4989005128
2012-02-03,5056831994
2012-02-06,4968317934
2012-02-07,4960178710
2012-02-08,4926604411
2012-02-09,4874716859
2012-02-10,4831307665
2012-02-13,4841481695
2012-02-14,4816724888
2012-02-15,4801463844
2012-02-16,4826898918
2012-02-17,4872682053
2012-02-21,4741776202
2012-02-22,4686836440
2012-02-23,4742115336
2012-02-24,4788576739
2012-02-27,4773993963
2012-02-28,4700740948
2012-02-29,4747541485
2012-03-01,4776028769
2012-03-02,4757715515
2012-03-05,4849620919
2012-03-06,4806889993
2012-03-07,4853690530
2012-03-08,4862168889
2012-03-09,4968657068
2012-03-12,4948987277
2012-03-13,5044284024
2012-03-14,4992057337
2012-03-15,4979848501
2012-03-16,4995109546
2012-03-19,5019188084
2012-03-20,5033770860
2012-03-21,4990361665
2012-03-22,4943561128
2012-03-23,4982900710
2012-03-26,5075145248
2012-03-27,5076840920
2012-03-28,5038857875
2012-03-29,5083962741
2012-03-30,5138224233
2012-04-02,5224335064
2012-04-03,5244040404
2012-04-04,5210506755
2012-04-05,5208432509
2012-04-09,5172478906
2012-04-10,5085014853
2012-04-11,5149662197
2012-04-12,5212581002
2012-04-13,5216038079
2012-04-16,5315947610
2012-04-17,5327010257
2012-04-18,5320096103
2012-04-19,5333578704
2012-04-20,5423808419
2012-04-23,5403065955
2012-04-24,5464256222
2012-04-25,5464947637
2012-04-26,5480158777
2012-04-27,5487764347
2012-04-30,5461144852
2012-05-01,5487764347
2012-05-02,5461144852
2012-05-03,5403065955
2012-05-04,5395460386
2012-05-07,5467713299
2012-05-08,5464601930
2012-05-09,5463910514
2012-05-10,5446279420
2012-05-11,5457687775
2012-05-14,5396497509
2012-05-15,5370223722
2012-05-16,5318713272
2012-05-17,5188035754
2012-05-18,5179047353
2012-05-21,5228829265
2012-05-22,5245423235
2012-05-23,5254757344
2012-05-24,5256140174
2012-05-25,5230557803
2012-05-29,5278956884
2012-05-30,5152773566
2012-05-31,5201518355
2012-06-01,5115091425
2012-06-04,5080866360
2012-06-05,5206358263
2012-06-06,5305922086
2012-06-07,5235052003
2012-06-08,5292439485
2012-06-11,5162799090
2012-06-12,5184578676
2012-06-13,5171096075
2012-06-14,5248880312
2012-06-15,5268585652
2012-06-18,5268585652
2012-06-19,5270659899
2012-06-20,5249226020
2012-06-21,5182504430
2012-06-22,5158650597
2012-06-25,5192875662
2012-06-26,5224335064
2012-06-27,5153810689
2012-06-28,5210161048
2012-06-29,5321133226
2012-07-02,5667886155
2012-07-03,5683933191
2012-07-05,5683568486
2012-07-06,5721133139
2012-07-09,5744109577
2012-07-10,5690133182
2012-07-11,5673356735
2012-07-12,5738274291
2012-07-13,5823250642
2012-07-16,5821427115
2012-07-17,5847321197
2012-07-18,5796262445
2012-07-19,5741191934
2012-07-20,5719309612
2012-07-23,5712380210
2012-07-24,5708733156
2012-07-25,5760521319
2012-07-26,5706544924
2012-07-27,5735356648
2012-07-30,5750674274
2012-07-31,5739003702
2012-08-01,5703991986
2012-08-02,5699250816
2012-08-03,5687215539
2012-08-06,5675180262
2012-08-07,5598227429
2012-08-08,5500121684
2012-08-09,5517262837
2012-08-10,5532215757
2012-08-13,5524556944
2012-08-14,5488815818
2012-08-15,5508874613
2012-08-16,5492098166
2012-08-17,5503404033
2012-08-20,5465474674
2012-08-21,5490639345
2012-08-22,5530756936
2012-08-23,5545345150
2012-08-24,5567956883
2012-08-27,5571239232
2012-08-28,5579992161
2012-08-29,5558109838
2012-08-30,5524192239
2012-08-31,5542792213
2012-09-04,5589109795
2012-09-05,5597862724
2012-09-06,5617921519
2012-09-07,5641992073
2012-09-10,5594580375
2012-09-11,5602603893
2012-09-12,5573792169
2012-09-13,5657674404
2012-09-14,5668980271
2012-09-17,5643450895
2012-09-18,5629227385
2012-09-19,5619015635
2012-09-20,5530756936
2012-09-21,5526380471
2012-09-24,5509604024
2012-09-25,5443227647
2012-09-26,5416604155
2012-09-27,5430098253
2012-09-28,5406392404
2012-10-01,5248698790
2012-10-02,5324798102
2012-10-03,5293927626
2012-10-04,5301106807
2012-10-05,5306850151
2012-10-08,5261262356
2012-10-09,5231468757
2012-10-10,5259826520
2012-10-11,5243314405
2012-10-12,5222853741
2012-10-15,5226443331
2012-10-16,5265928823
2012-10-17,5241519610
2012-10-18,5344181889
2012-10-19,5317618922
2012-10-22,5277415512
2012-10-23,5234699388
2012-10-24,5237571060
2012-10-25,5204905790
2012-10-26,5205264749
2012-10-31,5384385300
2012-11-01,5305773274
2012-11-02,5324798102
2012-11-05,5264851946
2012-11-06,5254083175
2012-11-07,5207059544
2012-11-08,5142087961
2012-11-09,5124498969
2012-11-12,5082500764
2012-11-13,5080705969
2012-11-14,4986299746
2012-11-15,4956506148
2012-11-16,4970864508
2012-11-19,5011785837
2012-11-20,5026144198
2012-11-21,4994914763
2012-11-23,5034041296
2012-11-26,5028656911
2012-11-27,5027221075
2012-11-28,5003170820
2012-11-29,5044092149
2012-11-30,5043015271
2012-12-03,5079988051
2012-12-04,5110499567
2012-12-05,5051271329
2012-12-06,5116242912
2012-12-07,5119473543
2012-12-10,5110858526
2012-12-11,5134190863
2012-12-12,5162907584
2012-12-13,5146754428
2012-12-14,5142446920
2012-12-17,5156087363
2012-12-18,5187316798
2012-12-19,5165420297
2012-12-20,5264492987
2012-12-21,5249057749
2012-12-24,5291055954
2012-12-26,5269877372
2012-12-27,5305055356
2012-12-28,5243314405
2012-12-31,5426632200
2013-01-02,5485838552
2013-01-03,5504710577
2013-01-04,5510631212
2013-01-07,5519882204
2013-01-08,5538754229
2013-01-09,5559476452
2013-01-10,5597220502
2013-01-11,5591669906
2013-01-14,5619052844
2013-01-15,5666787965
2013-01-16,5654946695
2013-01-17,5649026060
2013-01-18,5654206616
2013-01-22,5691950665
2013-01-23,5714153047
2013-01-24,5714523087
2013-01-25,5708602451
2013-01-28,5718223484
2013-01-29,5737465548
2013-01-30,5676408998
2013-01-31,5690470506
2013-02-01,5708972491
2013-02-04,5683439752
2013-02-05,5645325663
2013-02-06,5595370303
2013-02-07,5568727445
2013-02-08,5619422884
2013-02-11,5619422884
2013-02-12,5648656020
2013-02-13,5656056814
2013-02-14,5642735385
2013-02-15,5613132209
2013-02-19,5685659990
2013-02-20,5639775067
2013-02-21,5597220502
2013-02-22,5605361375
2013-02-25,5529873276
2013-02-26,5545044904
2013-02-27,5540974467
2013-02-28,5513221490
2013-03-01,5522472482
2013-03-04,5495829624
2013-03-05,5580198676
2013-03-06,5579828636
2013-03-07,5536533991
2013-03-08,5552445698
2013-03-11,5546525063
2013-03-12,5537274070
2013-03-13,5549855420
2013-03-14,5592039946
2013-03-15,5646435782
2013-03-18,5617572685
2013-03-19,5626453638
2013-03-20,5607581613
2013-03-21,5561326651
2013-03-22,5549485380
2013-03-25,5531723475
2013-03-26,5561326651
2013-03-27,5582048874
2013-03-28,5572057802
2013-04-01,5640774654
2013-04-02,5673539549
2013-04-03,5655667788
2013-04-04,5798269550
2013-04-05,5831406774
2013-04-08,5860076058
2013-04-09,5800875848
2013-04-10,5788589012
2013-04-11,5835130057
2013-04-12,5888000685
2013-04-15,5771461908
2013-04-16,5842204296
2013-04-17,5735718385
2013-04-18,5734229072
2013-04-19,5778908475
2013-04-22,5733856744
2013-04-23,5729016475
2013-04-24,5696251579
2013-04-25,5679869131
2013-04-26,5686943370
2013-04-29,5771834236
2013-04-30,5847416893
2013-05-01,5808322416
2013-05-02,5763643012
2013-05-03,5762526027
2013-05-06,5767366296
2013-05-07,5873479879
2013-05-08,5909595729
2013-05-09,5923744207
2013-05-10,6030974775
2013-05-13,6100972506
2013-05-14,6134482059
2013-05-15,6172831880
2013-05-16,6205969104
2013-05-17,6264424657
2013-05-20,6291604627
2013-05-21,6347081552
2013-05-22,6244691253
2013-05-23,6117727283
2013-05-24,6102461820
2013-05-28,6089057999
2013-05-29,5999326864
2013-05-30,5895074923
2013-05-31,5850767849
2013-06-03,5880926446
2013-06-04,5806088445
2013-06-05,5750611520
2013-06-06,5814651998
2013-06-07,5806460774
2013-06-10,5808322416
2013-06-11,5735346057
2013-06-12,5685454057
2013-06-13,5848906207
2013-06-14,5834385401
2013-06-17,5787472027
2013-06-18,5794173938
2013-06-19,5674656534
2013-06-20,5526469847
2013-06-21,5681730773
2013-06-24,5715612654
2013-06-25,5826938834
2013-06-26,5820981580
2013-06-27,5960977043
2013-06-28,5917042297
2013-07-01,5939567442
2013-07-02,5998160724
2013-07-03,5944792320
2013-07-05,5916801899
2013-07-08,5958600928
2013-07-09,6074294671
2013-07-10,6083624811
2013-07-11,6257911836
2013-07-12,6191108030
2013-07-15,6193720469
2013-07-16,6217978834
2013-07-17,6288887902
2013-07-18,6294112781
2013-07-19,6298591248
2013-07-22,6329567315
2013-07-23,6249328106
2013-07-24,6097433419
2013-07-25,6139605654
2013-07-26,6209768311
2013-07-29,6103031503
2013-07-30,6122438196
2013-07-31,6019433444
2013-08-01,6005998042
2013-08-02,5898514824
2013-08-05,5920907161
2013-08-06,5891797122
2013-08-07,5875376075
2013-08-08,5826112933
2013-08-09,5883213393
2013-08-12,5842907186
2013-08-13,5751098604
2013-08-14,5707060341
2013-08-15,5605548412
2013-08-16,5409242256
2013-08-19,5398792498
2013-08-20,5494706343
2013-08-21,5452534108
2013-08-22,5499184810
2013-08-23,5499184810
2013-08-26,5504782895
2013-08-27,5451041285
2013-08-28,5402151349
2013-08-29,5390955180
2013-08-30,5348409740
2013-09-03,5280486317
2013-09-04,5359979114
2013-09-05,5303625065
2013-09-06,5389462358
2013-09-09,5551433597
2013-09-10,5583156075
2013-09-11,5620476637
2013-09-12,5593979038
2013-09-13,5624208693
2013-09-16,5668993367
2013-09-17,5646601030
2013-09-18,5866045935
2013-09-19,5812304325
2013-09-20,5691012499
2013-09-23,5626074721
2013-09-24,5548074746
2013-09-25,5611146496
2013-09-26,5592113010
2013-09-27,5582782869
2013-09-30,5538576304
2013-10-01,5629323458
2013-10-02,5679946871
2013-10-03,5561450587
2013-10-04,5591449646
2013-10-07,5634573294
2013-10-08,5618448799
2013-10-09,5594074564
2013-10-10,5785318566
2013-10-11,5808567837
2013-10-14,5814567649
2013-10-15,5836316967
2013-10-16,5940938686
2013-10-17,6025686028
2013-10-18,6001686781
2013-10-21,5995686969
2013-10-22,6011436475
2013-10-23,6047810334
2013-10-24,5997186922
2013-10-25,6120183065
2013-10-28,6097683770
2013-10-29,6083809205
2013-10-30,6023061110
2013-10-31,6037310664
2013-11-01,6145682265
2013-11-04,6149807136
2013-11-05,6009186546
2013-11-06,5984812310
2013-11-07,5895190121
2013-11-08,5811942731
2013-11-11,5868565956
2013-11-12,5881315556
2013-11-13,6052685181
2013-11-14,5997936898
2013-11-15,5976937557
2013-11-18,5922939250
2013-11-19,5810817767
2013-11-20,5741819930
2013-11-21,5795068260
2013-11-22,5744444848
2013-11-25,5718195671
2013-11-26,5700571224
2013-11-27,5739195013
2013-11-29,5692696471
2013-12-02,5710320918
2013-12-03,5775943860
2013-12-04,5649197835
2013-12-05,5783068637
2013-12-06,5774068919
2013-12-09,5784568590
2013-12-10,5723445507
2013-12-11,5572325246
2013-12-12,5484952986
2013-12-13,5437704468
2013-12-16,5426829809
2013-12-17,5456453880
2013-12-18,5538576304
2013-12-19,5354082090
2013-12-20,5329332866
2013-12-23,5408830373
2013-12-24,5414455197
2013-12-26,5448204138
2013-12-27,5435829527
2013-12-30,5391205926
2013-12-31,5408184826
2014-01-02,5513326179
2014-01-03,5584550967
2014-01-06,5613945324
2014-01-07,5663689621
2014-01-08,5626758249
2014-01-09,5631657309
2014-01-10,5692707127
2014-01-13,5704389500
2014-01-14,5749988438
2014-01-15,5762801363
2014-01-16,5794079973
2014-01-17,5773730034
2014-01-21,5820459524
2014-01-22,5846839075
2014-01-23,5827619688
2014-01-24,5749988438
2014-01-27,5708534858
2014-01-28,5770338377
2014-01-29,5763555064
2014-01-30,5892814865
2014-01-31,5968185011
2014-02-03,5901105581
2014-02-04,6007377486
2014-02-05,6073703215
2014-02-06,6165277942
2014-02-07,6232734223
2014-02-10,6285493325
2014-02-11,6305843265
2014-02-12,6281347967
2014-02-13,6277579460
2014-02-14,6262882281
2014-02-18,6276072057
2014-02-19,6243286043
2014-02-20,6188642688
2014-02-21,6244793446
