,POM
2019-04-23,11102153611198
2019-04-24,11441754177011
2019-04-25,11493995396529
2019-04-26,11363391980482
2019-04-29,11363391980482
2019-04-30,11363391980482
2019-05-01,11363391980482
2019-05-02,10840931377011
2019-05-03,10840931377011
2019-05-06,10449089591681
2019-05-07,10449089591681
2019-05-08,10762569180482
2019-05-09,10762569180482
2019-05-10,10762569180482
2019-05-13,10579708408318
2019-05-14,10083368781860
2019-05-15,10449089591681
2019-05-16,10449089591681
2019-05-17,10422968614669
2019-05-20,10318485441127
2019-05-21,10318485441127
2019-05-22,10253176032809
2019-05-23,10436036803470
2019-05-24,10436036803470
2019-05-28,9796025570661
2019-05-29,10031126829338
2019-05-30,9796025570661
2019-05-31,9156013604848
2019-06-03,8881723181860
2019-06-04,9129892629338
2019-06-05,8855602204848
2019-06-06,8359277980482
2019-06-07,8516017041127
2019-06-10,8516017041127
2019-06-11,8738051577011
2019-06-12,8947032591681
2019-06-13,8947032591681
2019-06-14,8816428441127
2019-06-17,8881723181860
2019-06-18,8489881396529
2019-06-19,8489881396529
2019-06-20,8489881396529
2019-06-21,8476828608318
2019-06-24,7967436195151
2019-06-25,7575594408318
2019-06-26,7836817377011
2019-06-27,7954368004848
2019-06-28,7823764588801
2019-07-01,4986778131072
2019-07-02,4902262540560
2019-07-03,5147371704744
2019-07-05,5147371704744
2019-07-08,5147371704744
2019-07-09,5147371704744
2019-07-10,5147371704744
2019-07-11,5147371704744
2019-07-12,5147371704744
2019-07-15,5493909164184
2019-07-16,5493909164184
2019-07-17,5578434246276
2019-07-18,5662959328368
2019-07-19,5493909164184
2019-07-22,5155828295256
2019-07-23,5155828295256
2019-07-24,5147371704744
2019-07-25,5147371704744
2019-07-26,5147371704744
2019-07-29,5147371704744
2019-07-30,5147371704744
2019-07-31,5324868492552
2019-08-01,5324868492552
2019-08-02,5282605951020
2019-08-05,5282605951020
2019-08-06,5282605951020
2019-08-07,5231896786836
2019-08-08,5316421868928
2019-08-09,5316421868928
2019-08-12,5367131507448
2019-08-13,5367131507448
2019-08-14,5240343410460
2019-08-15,5240343410460
2019-08-16,5240343410460
2019-08-19,5240343410460
2019-08-20,5240343410460
2019-08-21,5071303213164
2019-08-22,4944525082092
2019-08-23,5155828295256
2019-08-26,5155828295256
2019-08-27,5493909164184
2019-08-28,5493909164184
2019-08-29,5324868492552
2019-08-30,5493909164184
2019-09-03,5113565753724
2019-09-04,5324868492552
2019-09-05,5282605951020
2019-09-06,5324868492552
2019-09-09,5324868492552
2019-09-10,5198090835816
2019-09-11,5324868492552
2019-09-12,5409394048980
2019-09-13,5409394048980
2019-09-16,5409394048980
2019-09-17,5409394048980
2019-09-18,5409394048980
2019-09-19,5324868492552
2019-09-20,5324868492552
2019-09-23,5324868492552
2019-09-24,5409394048980
2019-09-25,5409394048980
2019-09-26,5155828295256
2019-09-27,5155828295256
2019-09-30,5414959269195
2019-10-01,5076520603301
2019-10-02,5161132645354
2019-10-03,5288040730805
2019-10-04,5406493979460
2019-10-07,5245734710265
2019-10-08,5245734710265
2019-10-09,5414959269195
2019-10-10,5414959269195
2019-10-11,5414959269195
2019-10-14,5414959269195
2019-10-15,5406493979460
2019-10-16,5330346752318
2019-10-17,5330346752318
2019-10-18,5414959269195
2019-10-21,5414959269195
2019-10-22,5288040730805
2019-10-23,5288040730805
2019-10-24,5288040730805
2019-10-25,5161132645354
2019-10-28,5076520603301
2019-10-29,5076520603301
2019-10-30,5076520603301
2019-10-31,4991908561248
2019-11-01,4991908561248
2019-11-04,4865000000000
2019-11-05,4738091438752
2019-11-06,4738091438752
2019-11-07,4704240730805
2019-11-08,4881920603301
2019-11-11,4831159269195
2019-11-12,4839614581788
2019-11-13,4907306020540
2019-11-14,5034214581788
2019-11-15,5034214581788
2019-11-18,4991908561248
2019-11-19,4991908561248
2019-11-20,4991908561248
2019-11-21,4991908561248
2019-11-22,4865000000000
2019-11-25,4907306020540
2019-11-26,4865000000000
2019-11-27,5076520603301
2019-11-29,5076520603301
2019-12-02,5076520603301
2019-12-06,5076520603301
2019-12-09,5076520603301
2019-12-10,5076520603301
2019-12-11,5076520603301
2019-12-12,4721161334106
2019-12-13,4738091438752
2019-12-16,4738091438752
2019-12-17,4991908561248
2019-12-18,4991908561248
2019-12-19,4653479396699
2019-12-20,4974987957947
2019-12-23,4941146752318
2019-12-24,5076520603301
2019-12-26,5068065289735
2019-12-27,5068065289735
2019-12-30,5076520603301
2019-12-31,5086955383575
2020-01-02,5002169421600
2020-01-03,5086955383575
2020-01-06,5019134326050
2020-01-07,5086955383575
2020-01-08,5086955383575
2020-01-09,5120865673950
2020-01-10,5086955383575
2020-01-13,5137830578400
2020-01-14,5086955383575
2020-01-15,5086955383575
2020-01-16,5440500000000
2020-01-17,5752500000000
2020-01-21,5352750000000
2020-01-22,5265000000000
2020-01-23,5265000000000
2020-01-24,5265000000000
2020-01-27,5265000000000
2020-01-28,5265000000000
2020-01-29,5265000000000
2020-01-30,4904250000000
2020-01-31,4592250000000
2020-02-03,4777500000000
2020-02-04,4875000000000
2020-02-05,4680000000000
2020-02-06,4680000000000
2020-02-07,4689750000000
2020-02-10,4709250000000
2020-02-11,4699500000000
2020-02-12,4836000000000
2020-02-13,4777500000000
2020-02-14,4533750000000
2020-02-18,4582500000000
2020-02-19,4407000000000
2020-02-20,4533750000000
2020-02-21,4543500000000
2020-02-24,4582500000000
2020-02-25,4611750000000
2020-02-26,4504500000000
2020-02-27,4631250000000
2020-02-28,4631250000000
2020-03-02,4533750000000
2020-03-03,4631250000000
2020-03-04,4777500000000
2020-03-05,4777500000000
2020-03-06,4758000000000
2020-03-09,4426500000000
2020-03-10,4621500000000
2020-03-11,4680000000000
2020-03-12,4358250000000
2020-03-13,4660500000000
2020-03-16,4338750000000
2020-03-17,4329000000000
2020-03-18,4563000000000
2020-03-19,4251000000000
2020-03-20,4358250000000
2020-03-23,4056000000000
2020-03-24,4056000000000
2020-03-25,4309500000000
2020-03-26,4368000000000
2020-03-27,4290000000000
2020-03-30,3997500000000
2020-03-31,4241250000000
2020-04-01,3997500000000
2020-04-02,3997500000000
2020-04-03,4085250000000
2020-04-06,4095000000000
2020-04-07,4085250000000
2020-04-08,3997500000000
2020-04-09,3978000000000
2020-04-13,3900000000000
2020-04-14,3890250000000
2020-04-15,4036500000000
2020-04-16,3987750000000
2020-04-17,3997500000000
2020-04-20,4007250000000
2020-04-21,3900000000000
2020-04-22,3929250000000
2020-04-23,4075500000000
2020-04-24,4095000000000
2020-04-27,4270500000000
2020-04-28,4153500000000
2020-04-29,4153500000000
2020-04-30,4153500000000
2020-05-01,4153500000000
2020-05-04,4104750000000
2020-05-05,4046250000000
2020-05-06,4095000000000
2020-05-07,4095000000000
2020-05-08,4192500000000
2020-05-11,4192500000000
2020-05-12,4192500000000
2020-05-13,4465500000000
2020-05-14,4719000000000
2020-05-15,4719000000000
2020-05-18,4719000000000
2020-05-19,4660500000000
2020-05-20,4660500000000
2020-05-21,4641000000000
2020-05-22,4680000000000
2020-05-26,5216250000000
2020-05-27,5577000000000
2020-05-28,5967000000000
2020-05-29,6376500000000
2020-06-01,6727500000000
2020-06-02,6259500000000
2020-06-03,5850000000000
2020-06-04,5655000000000
2020-06-05,6045000000000
2020-06-08,6045000000000
2020-06-09,6045000000000
2020-06-10,6727500000000
2020-06-11,6288750000000
2020-06-12,5947500000000
2020-06-15,5567250000000
2020-06-16,5947500000000
2020-06-17,6240000000000
2020-06-18,6220500000000
2020-06-19,6191250000000
2020-06-22,6045000000000
2020-06-23,6084000000000
2020-06-24,5947500000000
2020-06-25,5947500000000
2020-06-26,5850000000000
2020-06-29,5440500000000
2020-06-30,5411250000000
2020-07-01,5265000000000
2020-07-02,5070000000000
2020-07-06,5001750000000
2020-07-07,5118750000000
2020-07-08,5021250000000
2020-07-09,5099250000000
2020-07-10,5099250000000
2020-07-13,5070000000000
2020-07-14,4923750000000
2020-07-15,4923750000000
2020-07-16,4943250000000
2020-07-17,4992000000000
2020-07-20,4992000000000
2020-07-21,4962750000000
2020-07-22,4923750000000
2020-07-23,4689750000000
2020-07-24,4972500000000
2020-07-27,4631250000000
2020-07-28,4953000000000
2020-07-29,4680000000000
2020-07-30,4680000000000
2020-07-31,4777500000000
2020-08-03,4855500000000
2020-08-04,4972500000000
2020-08-05,4972500000000
2020-08-06,4875000000000
2020-08-07,4875000000000
2020-08-10,4875000000000
2020-08-11,4777500000000
2020-08-12,4875000000000
2020-08-13,4875000000000
2020-08-14,5050500000000
2020-08-17,4923750000000
2020-08-18,4972500000000
2020-08-19,4992000000000
2020-08-20,5021250000000
2020-08-21,5011500000000
2020-08-24,4972500000000
2020-08-25,4884750000000
2020-08-26,4875000000000
2020-08-27,4904250000000
2020-08-28,4972500000000
2020-08-31,4953000000000
2020-09-01,4953000000000
2020-09-02,4953000000000
2020-09-03,5040750000000
2020-09-04,4982250000000
2020-09-08,4972500000000
2020-09-09,4972500000000
2020-09-10,4972500000000
2020-09-11,4972500000000
2020-09-14,5167500000000
2020-09-15,5157750000000
2020-09-16,5167500000000
2020-09-17,5167500000000
2020-09-18,5167500000000
2020-09-21,5070000000000
2020-09-22,5148000000000
2020-09-23,5070000000000
2020-09-24,5070000000000
2020-09-25,5138250000000
2020-09-28,5138250000000
2020-09-29,5118750000000
2020-09-30,5118750000000
2020-10-01,5138250000000
2020-10-02,5109000000000
2020-10-05,5118750000000
2020-10-06,5118750000000
2020-10-07,5118750000000
2020-10-08,5099250000000
2020-10-09,5099250000000
2020-10-12,5050500000000
2020-10-13,5070000000000
2020-10-14,5099250000000
2020-10-15,5148000000000
2020-10-16,5411250000000
2020-10-19,5382000000000
2020-10-20,5382000000000
2020-10-21,5265000000000
2020-10-22,5128500000000
2020-10-23,5216250000000
2020-10-26,5265000000000
2020-10-27,5070000000000
2020-10-28,5079750000000
2020-10-29,5118750000000
2020-10-30,5216250000000
2020-11-02,5265000000000
2020-11-03,5265000000000
2020-11-04,5265000000000
2020-11-05,5362500000000
2020-11-06,5313750000000
2020-11-09,5265000000000
2020-11-10,5216250000000
2020-11-11,5557500000000
2020-11-12,5937750000000
2020-11-13,6347250000000
2020-11-16,6786000000000
2020-11-17,7254000000000
2020-11-18,7761000000000
2020-11-19,8297250000000
2020-11-20,8043750000000
2020-11-23,8599500000000
2020-11-24,9194250000000
2020-11-25,9798750000000
2020-11-27,11212500000000
2020-11-30,11992500000000
2020-12-01,12821250000000
2020-12-02,13698750000000
2020-12-03,14283750000000
2020-12-04,13308750000000
2020-12-07,12382500000000
2020-12-08,11553750000000
2020-12-09,10773750000000
2020-12-10,11505000000000
2020-12-11,12090000000000
2020-12-14,12138750000000
2020-12-15,11992500000000
2020-12-16,12431250000000
2020-12-17,12090000000000
2020-12-18,11992500000000
2020-12-21,11700000000000
2020-12-22,11700000000000
2020-12-23,13308750000000
2020-12-24,12772500000000
2020-12-28,12870000000000
2020-12-29,12626250000000
2020-12-30,12577500000000
2020-12-31,12480000000000
2021-01-04,13308750000000
2021-01-05,13552500000000
2021-01-06,13162500000000
2021-01-07,12918750000000
2021-01-08,13016250000000
2021-01-11,12918750000000
2021-01-12,13650000000000
2021-01-13,13747500000000
2021-01-14,13747500000000
2021-01-15,13796250000000
2021-01-19,13016250000000
2021-01-20,12577500000000
2021-01-21,13455000000000
2021-01-22,13650000000000
2021-01-25,13650000000000
2021-01-26,13065000000000
2021-01-27,12577500000000
2021-01-28,11700000000000
2021-01-29,12187500000000
2021-02-01,12675000000000
2021-02-02,12772500000000
2021-02-03,12918750000000
2021-02-04,12918750000000
2021-02-05,12918750000000
2021-02-08,12870000000000
2021-02-09,12870000000000
2021-02-10,12870000000000
2021-02-11,12870000000000
2021-02-12,12870000000000
2021-02-16,12870000000000
2021-02-17,13650000000000
2021-02-18,13260000000000
2021-02-19,13455000000000
2021-02-22,13747500000000
2021-02-23,13552500000000
2021-02-24,13260000000000
2021-02-25,13260000000000
2021-02-26,14186250000000
2021-03-01,15161250000000
2021-03-02,15941250000000
2021-03-03,17013750000000
2021-03-04,18037500000000
2021-03-05,18183750000000
2021-03-08,18476250000000
2021-03-09,18135000000000
2021-03-10,17111250000000
2021-03-11,17355000000000
2021-03-12,17160000000000
2021-03-15,16867500000000
2021-03-16,16721250000000
2021-03-17,17062500000000
2021-03-18,16965000000000
2021-03-19,17257500000000
2021-03-22,16916250000000
2021-03-23,16575000000000
2021-03-24,15795000000000
2021-03-25,15697500000000
2021-03-26,15405000000000
2021-03-29,15697500000000
2021-03-30,15795000000000
2021-03-31,16428750000000
2021-04-01,16575000000000
2021-04-05,16380000000000
2021-04-06,15990000000000
2021-04-07,16380000000000
2021-04-08,16428750000000
2021-04-09,16380000000000
2021-04-12,16672500000000
2021-04-13,16818750000000
2021-04-14,17988750000000
2021-04-15,18427500000000
2021-04-16,17842500000000
2021-04-19,19061250000000
2021-04-20,18915000000000
2021-04-21,18915000000000
2021-04-22,17745000000000
2021-04-23,18622500000000
2021-04-26,17355000000000
2021-04-27,17550000000000
2021-04-28,17550000000000
2021-04-29,17647500000000
2021-04-30,17647500000000
2021-05-03,17647500000000
2021-05-04,17793750000000
2021-05-05,17745000000000
2021-05-06,17501250000000
2021-05-07,18330000000000
2021-05-10,19597500000000
2021-05-11,19743750000000
2021-05-12,19500000000000
2021-05-13,19451250000000
2021-05-14,18720000000000
2021-05-17,17940000000000
2021-05-18,18427500000000
2021-05-19,18232500000000
2021-05-20,17452500000000
2021-05-21,17062500000000
2021-05-24,16916250000000
2021-05-25,17647500000000
2021-05-26,17306250000000
2021-05-27,16867500000000
2021-05-28,16965000000000
2021-06-01,17062500000000
2021-06-02,16575000000000
2021-06-03,16526250000000
2021-06-04,17013750000000
2021-06-07,16575000000000
2021-06-08,16575000000000
2021-06-09,15795000000000
2021-06-10,15502500000000
2021-06-11,15697500000000
2021-06-14,15892500000000
2021-06-15,15600000000000
2021-06-16,15502500000000
2021-06-17,15502500000000
2021-06-18,16185000000000
2021-06-21,16380000000000
2021-06-22,16185000000000
2021-06-29,17013750000000
2021-06-30,17013750000000
2021-07-01,16818750000000
2021-07-02,16282500000000
2021-07-06,16282500000000
2021-07-07,16282500000000
2021-07-08,16282500000000
2021-07-09,14527500000000
2021-07-12,14527500000000
2021-07-13,13650000000000
2021-07-14,13650000000000
2021-07-15,13845000000000
2021-07-16,13845000000000
2021-07-19,12918750000000
2021-07-20,13162500000000
2021-07-21,13162500000000
2021-07-22,13308750000000
2021-07-23,13065000000000
2021-07-26,12675000000000
2021-07-27,13065000000000
2021-07-28,13065000000000
2021-07-29,13162500000000
2021-07-30,13308750000000
2021-08-02,13308750000000
2021-08-03,13552500000000
2021-08-04,13552500000000
2021-08-05,13893750000000
2021-08-06,14625000000000
2021-08-09,14625000000000
2021-08-10,14625000000000
2021-08-11,14527500000000
2021-08-12,14381250000000
2021-08-13,14186250000000
2021-08-16,14527500000000
2021-08-17,14527500000000
2021-08-18,16428750000000
2021-08-19,16770000000000
2021-08-20,15600000000000
2021-08-23,14868750000000
2021-08-24,15161250000000
2021-08-25,15990000000000
2021-08-26,15600000000000
2021-08-27,15697500000000
2021-08-30,16477500000000
2021-08-31,16380000000000
2021-09-01,16233750000000
2021-09-02,16233750000000
2021-09-03,16233750000000
2021-09-07,16575000000000
2021-09-08,16575000000000
2021-09-09,16770000000000
2021-09-10,16575000000000
2021-09-13,16185000000000
2021-09-14,15795000000000
2021-09-15,16867500000000
2021-09-16,16818750000000
2021-09-17,16818750000000
2021-09-20,16526250000000
2021-09-21,16526250000000
2021-09-22,16526250000000
2021-09-23,16477500000000
2021-09-24,16087500000000
2021-09-27,15600000000000
2021-09-28,16282500000000
2021-09-29,16136250000000
2021-09-30,16136250000000
2021-10-01,16038750000000
2021-10-04,16916250000000
2021-10-05,16721250000000
2021-10-06,16721250000000
2021-10-07,17793750000000
2021-10-08,17793750000000
2021-10-11,17793750000000
2021-10-12,17306250000000
2021-10-13,17160000000000
2021-10-14,17160000000000
2021-10-15,17940000000000
2021-10-18,17940000000000
2021-10-19,17745000000000
2021-10-20,17745000000000
2021-10-21,17891250000000
2021-10-22,17745000000000
2021-10-25,17745000000000
2021-10-26,17745000000000
2021-10-27,17745000000000
2021-10-28,17257500000000
2021-10-29,16965000000000
2021-11-01,16965000000000
2021-11-02,16721250000000
2021-11-03,16428750000000
2021-11-04,16575000000000
2021-11-05,16721250000000
2021-11-08,16623750000000
2021-11-09,16477500000000
2021-11-10,16380000000000
2021-11-11,16185000000000
2021-11-12,16428750000000
2021-11-15,16331250000000
2021-11-16,16233750000000
2021-11-17,16038750000000
2021-11-18,15551250000000
2021-11-19,15551250000000
2021-11-22,15112500000000
2021-11-23,15112500000000
2021-11-24,14966250000000
2021-11-26,15453750000000
2021-11-29,15843750000000
2021-11-30,15697500000000
2021-12-01,15356250000000
2021-12-02,15161250000000
2021-12-03,14868750000000
2021-12-06,13942500000000
2021-12-07,14381250000000
2021-12-08,14381250000000
2021-12-09,14430000000000
2021-12-10,14430000000000
2021-12-13,14576250000000
2021-12-14,15551250000000
2021-12-15,15307500000000
2021-12-16,14917500000000
2021-12-17,14478750000000
2021-12-20,14527500000000
2021-12-21,14478750000000
2021-12-22,14283750000000
2021-12-23,13991250000000
2021-12-27,14137500000000
2021-12-28,14088750000000
2021-12-29,14088750000000
2021-12-30,14186250000000
2021-12-31,14283750000000
2022-01-04,14283750000000
2022-01-05,14137500000000
2022-01-06,14137500000000
2022-01-07,14088750000000
2022-01-10,13893750000000
2022-01-11,13893750000000
2022-01-12,13650000000000
2022-01-13,13796250000000
2022-01-14,13552500000000
2022-01-18,12187500000000
2022-01-19,12138750000000
2022-01-20,12870000000000
2022-01-21,12967500000000
2022-01-24,12187500000000
2022-01-25,12577500000000
2022-01-26,12675000000000
2022-01-27,12675000000000
2022-01-28,12626250000000
2022-01-31,12626250000000
2022-02-07,12967500000000
2022-02-08,13845000000000
2022-02-09,14771250000000
2022-02-10,14527500000000
2022-02-11,14478750000000
2022-02-14,14137500000000
2022-02-15,14137500000000
2022-02-16,14235000000000
2022-02-17,14235000000000
2022-02-18,14186250000000
2022-02-22,13845000000000
2022-02-23,14040000000000
2022-02-24,13503750000000
2022-02-25,13650000000000
2022-02-28,14283750000000
2022-03-01,14235000000000
2022-03-02,14137500000000
