,NSC
2009-04-13,13567932000
2009-04-14,13369860000
2009-04-15,13575268000
2009-04-16,13652296000
2009-04-17,13861372000
2009-04-20,13076420000
2009-04-21,13707316000
2009-04-22,13755000000
2009-04-23,14004424000
2009-04-24,13861372000
2009-04-27,13175456000
2009-04-28,12753636000
2009-04-29,13025068000
2009-04-30,13087424000
2009-05-01,13131439999
2009-05-04,13905387999
2009-05-05,13556928000
2009-05-06,13828360000
2009-05-07,13582604000
2009-05-08,13942068000
2009-05-11,13366192000
2009-05-12,13391868000
2009-05-13,12823328000
2009-05-14,12654600000
2009-05-15,12867344000
2009-05-18,13296500000
2009-05-19,13226808000
2009-05-20,13450556000
2009-05-21,12628924000
2009-05-22,12915028000
2009-05-26,13373528000
2009-05-27,12812324000
2009-05-28,12977384000
2009-05-29,13644960000
2009-06-01,14492268000
2009-06-02,14719684000
2009-06-03,14305200000
2009-06-04,14833392000
2009-06-05,14928760000
2009-06-08,15016792000
2009-06-09,15086484000
2009-06-10,14870072000
2009-06-11,14837060000
2009-06-12,15123163999
2009-06-15,14382228000
2009-06-16,14268520000
2009-06-17,14070448000
2009-06-18,13982416000
2009-06-19,14107128000
2009-06-22,13351520000
2009-06-23,13369860000
2009-06-24,13534920000
2009-06-25,14297863999
2009-06-26,14374892000
2009-06-29,14019096000
2009-06-30,13836191000
2009-07-01,14023514000
2009-07-02,13553370000
2009-07-06,13641522000
2009-07-07,13175051000
2009-07-08,13259530000
2009-07-09,13307278999
2009-07-10,13461545000
2009-07-13,13733347000
2009-07-14,14243894000
2009-07-15,14820555000
2009-07-16,15029916000
2009-07-17,15202547000
2009-07-20,15738805000
2009-07-21,15929801000
2009-07-22,16120797000
2009-07-23,16660728000
2009-07-24,16469732000
2009-07-27,16572576000
2009-07-28,16025299000
2009-07-29,15720439999
2009-07-30,15775535000
2009-07-31,15885725000
2009-08-03,16293428000
2009-08-04,16322812000
2009-08-05,15955512000
2009-08-06,15841649000
2009-08-07,17031701000
2009-08-10,16590941000
2009-08-11,17057412000
2009-08-12,17208005000
2009-08-13,17847107000
2009-08-14,17362271000
2009-08-17,16649709000
2009-08-18,16936203000
2009-08-19,16774591000
2009-08-20,17064758000
2009-08-21,17461442000
2009-08-24,17266773000
2009-08-25,17215351000
2009-08-26,16972933000
2009-08-27,17079450000
2009-08-28,17230043000
2009-08-31,16848051000
2009-09-01,16657055000
2009-09-02,16341177000
2009-09-03,17196986000
2009-09-04,17615708000
2009-09-08,17450423000
2009-09-09,17773647000
2009-09-10,18082179000
2009-09-11,17880164000
2009-09-14,18008719000
2009-09-15,17913221000
2009-09-16,17443077000
2009-09-17,17130872000
2009-09-18,17020682000
2009-09-21,16862742999
2009-09-22,17068431000
2009-09-23,16807648000
2009-09-24,16546864999
2009-09-25,16146508000
2009-09-28,16330158000
2009-09-29,16106105000
2009-09-30,15864480000
2009-10-01,16052160000
2009-10-02,15919680000
2009-10-05,16217760000
2009-10-06,16324480000
2009-10-07,16342879999
2009-10-08,16869120000
2009-10-09,16986879999
2009-10-12,16909600000
2009-10-13,16810240000
2009-10-14,17767040000
2009-10-15,17895840000
2009-10-16,18087200000
2009-10-19,18282240000
2009-10-20,18223360000
2009-10-21,17892160000
2009-10-22,17903200000
2009-10-23,17251840000
2009-10-26,17270240000
2009-10-27,16946399999
2009-10-28,17020000000
2009-10-29,17343840000
2009-10-30,17156160000
2009-11-02,17159840000
2009-11-03,18087200000
2009-11-04,18348480000
2009-11-05,18768000000
2009-11-06,19161760000
2009-11-09,19117600000
2009-11-10,19062400000
2009-11-11,19121280000
2009-11-12,18863680000
2009-11-13,19014560000
2009-11-16,19010880000
2009-11-17,19018240000
2009-11-18,18996160000
2009-11-19,18738560000
2009-11-20,18915200000
2009-11-23,19143360000
2009-11-24,18948320000
2009-11-25,19077120000
2009-11-27,18837920000
2009-11-30,18915200000
2009-12-01,19264800000
2009-12-02,19216960000
2009-12-03,18944640000
2009-12-04,19445120000
2009-12-07,19257440000
2009-12-08,18878400000
2009-12-09,18867360000
2009-12-10,19224320000
2009-12-11,19216960000
2009-12-14,19533440000
2009-12-15,19423040000
2009-12-16,19452480000
2009-12-17,19158080000
2009-12-18,19150720000
2009-12-21,19533440000
2009-12-22,19507680000
2009-12-23,19805760000
2009-12-24,19960320000
2009-12-28,19721120000
2009-12-29,19614400000
2009-12-30,19592320000
2009-12-31,19369190000
2010-01-04,19432005000
2010-01-05,19731300000
2010-01-06,19675875000
2010-01-07,19417225000
2010-01-08,20086020000
2010-01-11,20037985000
2010-01-12,19960390000
2010-01-13,19953000000
2010-01-14,19638925000
2010-01-15,19502210000
2010-01-19,19601975000
2010-01-20,19121625000
2010-01-21,18622800000
2010-01-22,18345675000
2010-01-25,18426965000
2010-01-26,18382625000
2010-01-27,18633885000
2010-01-28,17769255000
2010-01-29,17388670000
2010-02-01,17765560000
2010-02-02,18105500000
2010-02-03,17902275000
2010-02-04,17303685000
2010-02-05,17403450000
2010-02-08,17111545000
2010-02-09,17418230000
2010-02-10,17362805000
2010-02-11,17950310000
2010-02-12,17913360000
2010-02-16,18434355000
2010-02-17,18201570000
2010-02-18,18567375000
2010-02-19,18848195000
2010-02-22,18896230000
2010-02-23,18726260000
2010-02-24,18885145000
2010-02-25,19084675000
2010-02-26,19003385000
2010-03-01,19450480000
2010-03-02,19476345000
2010-03-03,19295290000
2010-03-04,19387665000
2010-03-05,19572415000
2010-03-08,19572415000
2010-03-09,19856930000
2010-03-10,19904965000
2010-03-11,20086020000
2010-03-12,20119275000
2010-03-15,20159920000
2010-03-16,20370535000
2010-03-17,20425960000
2010-03-18,20573760000
2010-03-19,20444435000
2010-03-22,20470300000
2010-03-23,20411180000
2010-03-24,20196870000
2010-03-25,20211650000
2010-03-26,20259685000
2010-03-29,20621795000
2010-03-30,20765900000
2010-03-31,20662533000
2010-04-01,21069203000
2010-04-05,21279932000
2010-04-06,21291023000
2010-04-07,21324296000
2010-04-08,21612662000
2010-04-09,21409327000
2010-04-12,21586783000
2010-04-13,21875149000
2010-04-14,22230061000
2010-04-15,22407517000
2010-04-16,21986059000
2010-04-19,21956483000
2010-04-20,22252243000
2010-04-21,22252243000
2010-04-22,22381638000
2010-04-23,22507336000
2010-04-26,22584973000
2010-04-27,22052605000
2010-04-28,21875149000
2010-04-29,22370547000
2010-04-30,21934301000
2010-05-03,22607155000
2010-05-04,22052605000
2010-05-05,21568298000
2010-05-06,20843686000
2010-05-07,20414834000
2010-05-10,21734663000
2010-05-11,21867755000
2010-05-12,22451881000
2010-05-13,22104363000
2010-05-14,21549813000
2010-05-17,21490661000
2010-05-18,21113567000
2010-05-19,20695806000
2010-05-20,19745677000
2010-05-21,20263257000
2010-05-24,20100589000
2010-05-25,20078407000
2010-05-26,20329803000
2010-05-27,20969384000
2010-05-28,20873262000
2010-06-01,20344591000
2010-06-02,20958293000
2010-06-03,20998960000
2010-06-04,19741980000
2010-06-07,19294643000
2010-06-08,19719798000
2010-06-09,19815920000
2010-06-10,20762352000
2010-06-11,20998960000
2010-06-14,20769746000
2010-06-15,21612662000
2010-06-16,21549813000
2010-06-17,21686602000
2010-06-18,21845573000
2010-06-21,22170909000
2010-06-22,21246659000
2010-06-23,21246659000
2010-06-24,20788231000
2010-06-25,20954596000
2010-06-28,20925020000
2010-06-29,19756768000
2010-06-30,19432215000
2010-07-01,19304010000
2010-07-02,18648333000
2010-07-06,18498150000
2010-07-07,18959688000
2010-07-08,19032948000
2010-07-09,19710603000
2010-07-12,19849797000
2010-07-13,20252727000
2010-07-14,20146500000
2010-07-15,20157489000
2010-07-16,19545768000
2010-07-19,19391922000
2010-07-20,19776537000
2010-07-21,19468845000
2010-07-22,20043936000
2010-07-23,20681298000
2010-07-26,20937708000
2010-07-27,20703276000
2010-07-28,20523789000
2010-07-29,20487159000
2010-07-30,20611701000
2010-08-02,21062250000
2010-08-03,21036609000
2010-08-04,21102543000
2010-08-05,21216096000
2010-08-06,20901078000
2010-08-09,21216096000
2010-08-10,21142836000
2010-08-11,20241738000
2010-08-12,20113533000
2010-08-13,20029284000
2010-08-16,19981665000
2010-08-17,20322324000
2010-08-18,20545767000
2010-08-19,19985328000
2010-08-20,19941372000
2010-08-23,19582398000
2010-08-24,19300347000
2010-08-25,19424889000
2010-08-26,19432215000
2010-08-27,19981665000
2010-08-30,19615365000
2010-08-31,19662984000
2010-09-01,20520126000
2010-09-02,20926719000
2010-09-03,21212433000
2010-09-07,21120858000
2010-09-08,21384594000
2010-09-09,21216096000
2010-09-10,21556755000
2010-09-13,21681297000
2010-09-14,21527451000
2010-09-15,21608037000
2010-09-16,21402909000
2010-09-17,21410235000
2010-09-20,21586059000
2010-09-21,21743568000
2010-09-22,21586059000
2010-09-23,21241737000
2010-09-24,21934044000
2010-09-27,21820491000
2010-09-28,21846132000
2010-09-29,21893751000
2010-09-30,21137952000
2010-10-01,20963904000
2010-10-04,20733024000
2010-10-05,21137952000
2010-10-06,21194784000
2010-10-07,21180576000
2010-10-08,21500256000
2010-10-11,21546432000
2010-10-12,21216096000
2010-10-13,22096992000
2010-10-14,21944256000
2010-10-15,21848352000
2010-10-18,21841248000
2010-10-19,21503808000
2010-10-20,21976224000
2010-10-21,21866112000
2010-10-22,22057920000
2010-10-25,22011744000
2010-10-26,22093440000
2010-10-27,21791520000
2010-10-28,21592608000
2010-10-29,21841248000
2010-11-01,21940704000
2010-11-02,22157376000
2010-11-03,22068576000
2010-11-04,22278144000
2010-11-05,22132512000
2010-11-08,22150272000
2010-11-09,21908736000
2010-11-10,22057920000
2010-11-11,22011744000
2010-11-12,21652992000
2010-11-15,21784416000
2010-11-16,21507360000
2010-11-17,21432768000
2010-11-18,21720480000
2010-11-19,21802176000
2010-11-22,21688512000
2010-11-23,21180576000
2010-11-24,21674304000
2010-11-26,21610368000
2010-11-29,21635232000
2010-11-30,21372384000
2010-12-01,21851904000
2010-12-02,22196448000
2010-12-03,22334976000
2010-12-06,22274592000
2010-12-07,22317216000
2010-12-08,22043712000
2010-12-09,22196448000
2010-12-10,22267488000
2010-12-13,22107648000
2010-12-14,22150272000
2010-12-15,22207104000
2010-12-16,22374048000
2010-12-17,22260384000
2010-12-20,22125408000
2010-12-21,22253280000
2010-12-22,22260384000
2010-12-23,22178688000
2010-12-27,22299456000
2010-12-28,22274592000
2010-12-29,22285248000
2010-12-30,22285248000
2010-12-31,22313664000
2011-01-03,22636896000
2011-01-04,22516128000
2011-01-05,22633344000
2011-01-06,22661760000
2011-01-07,23102208000
2011-01-10,23304672000
2011-01-11,23073791999
2011-01-12,23237184000
2011-01-13,23329536000
2011-01-14,23230080000
2011-01-18,23187456000
2011-01-19,23034719999
2011-01-20,22796736000
2011-01-21,22651104000
2011-01-24,22842912000
2011-01-25,22349184000
2011-01-26,22281696000
2011-01-27,22132512000
2011-01-28,21446976000
2011-01-31,21734688000
2011-02-01,22065024000
2011-02-02,21631680000
2011-02-03,21606816000
2011-02-04,21692064000
2011-02-07,21844800000
2011-02-08,21880320000
2011-02-09,22065024000
2011-02-10,22391808000
2011-02-11,22768319999
2011-02-14,22885536000
2011-02-15,22896191999
2011-02-16,23056032000
2011-02-17,23159040000
2011-02-18,23088000000
2011-02-22,22874880000
2011-02-23,22626240000
2011-02-24,22771872000
2011-02-25,22967232000
2011-02-28,23294016000
2011-03-01,23016960000
2011-03-02,23144832000
2011-03-03,23347296000
2011-03-04,23194560000
2011-03-07,23031168000
2011-03-08,23322432000
2011-03-09,23230080000
2011-03-10,23070240000
2011-03-11,23631456000
2011-03-14,23418336000
2011-03-15,23286912000
2011-03-16,22850016000
2011-03-17,23386368000
2011-03-18,23542656000
2011-03-21,24086112000
2011-03-22,23904960000
2011-03-23,23684736000
2011-03-24,24064800000
2011-03-25,24395136000
2011-03-28,24427104000
2011-03-29,24707712000
2011-03-30,24505248000
2011-03-31,24313770000
2011-04-01,24331319999
2011-04-04,24422580000
2011-04-05,24131250000
2011-04-06,24092640000
2011-04-07,23913630000
2011-04-08,23759190000
2011-04-11,23748660000
2011-04-12,23787270000
2011-04-13,23808330000
2011-04-14,23509980000
2011-04-15,23776740000
2011-04-18,23481900000
2011-04-19,23604750000
2011-04-20,23404680000
2011-04-21,23260770000
2011-04-25,23531040000
2011-04-26,24015420000
2011-04-27,24011910000
2011-04-28,25928370000
2011-04-29,26212680000
2011-05-02,26188110000
2011-05-03,26202150000
2011-05-04,25380810000
2011-05-05,25349220000
2011-05-06,25605450000
2011-05-09,25672140000
2011-05-10,26051220000
2011-05-11,25633530000
2011-05-12,25615980000
2011-05-13,25121069999
2011-05-16,25050870000
2011-05-17,24868349999
2011-05-18,25310610000
2011-05-19,25521209999
2011-05-20,25363260000
2011-05-23,25194780000
2011-05-24,24984180000
2011-05-25,25321140000
2011-05-26,25275510000
2011-05-27,25472069999
2011-05-31,25731810000
2011-06-01,24847290000
2011-06-02,25138620000
2011-06-03,24822720000
2011-06-06,24699870000
2011-06-07,25019280000
2011-06-08,24756030000
2011-06-09,25075440000
2011-06-10,24699870000
2011-06-13,24777090000
2011-06-14,25310610000
2011-06-15,24924510000
2011-06-16,24643709999
2011-06-17,24910470000
2011-06-20,25135110000
2011-06-21,25686180000
2011-06-22,25693200000
2011-06-23,25401870000
2011-06-24,25156170000
2011-06-27,25314120000
2011-06-28,25633530000
2011-06-29,26047709999
2011-06-30,25715976000
2011-07-01,26402376000
2011-07-05,26069471999
2011-07-06,26230776000
2011-07-07,26422968000
2011-07-08,25973376000
2011-07-11,25626744000
2011-07-12,25369344000
2011-07-13,25606152000
2011-07-14,25410528000
2011-07-15,25365912000
2011-07-18,25204608000
2011-07-19,25613016000
2011-07-20,25770888000
2011-07-21,26306280000
2011-07-22,26155271999
2011-07-25,26237640000
2011-07-26,25928760000
2011-07-27,26124384000
2011-07-28,26258232000
2011-07-29,25980240000
2011-08-01,25822368000
2011-08-02,25039871999
2011-08-03,24662352000
2011-08-04,23632752000
2011-08-05,23746008000
2011-08-08,22277112000
2011-08-09,23296416000
2011-08-10,22894871999
2011-08-11,23337600000
2011-08-12,23395944000
2011-08-15,23787192000
2011-08-16,23413104000
2011-08-17,23440560000
2011-08-18,22047168000
2011-08-19,21642192000
2011-08-22,21470592000
2011-08-23,22136400000
2011-08-24,22455576000
2011-08-25,22043736000
2011-08-26,22369776000
2011-08-29,22809071999
2011-08-30,23203752000
2011-08-31,23227776000
2011-09-01,22942919999
2011-09-02,22349184000
2011-09-06,22318296000
2011-09-07,22946352000
2011-09-08,22815936000
2011-09-09,22249656000
2011-09-12,22225632000
2011-09-13,22953216000
2011-09-14,23440560000
2011-09-15,23927904000
2011-09-16,24168144000
2011-09-19,23413104000
2011-09-20,23179728000
2011-09-21,21254376000
2011-09-22,20743008000
2011-09-23,21117096000
2011-09-26,21491184000
2011-09-27,21789768000
2011-09-28,21065616000
2011-09-29,21782904000
2011-09-30,20032866000
2011-10-03,19701283000
2011-10-04,20272525000
2011-10-05,20787956000
2011-10-06,21487235000
2011-10-07,21296821000
2011-10-10,22143835000
2011-10-11,22065042999
2011-10-12,22140552000
2011-10-13,22009232000
2011-10-14,22380211000
2011-10-17,21792554000
2011-10-18,22475417999
2011-10-19,22120854000
2011-10-20,22583757000
2011-10-21,23276470000
2011-10-24,23171414000
2011-10-25,22777454000
2011-10-26,22905491000
2011-10-27,24675028000
2011-10-28,24615934000
2011-10-31,24290917000
2011-11-01,23867410000
2011-11-02,23939636000
2011-11-03,24261370000
2011-11-04,24143182000
2011-11-07,24238389000
2011-11-08,24418954000
2011-11-09,23621185000
2011-11-10,24225257000
2011-11-11,24849027000
2011-11-14,24625783000
2011-11-15,24740688000
2011-11-16,24320464000
2011-11-17,23857561000
2011-11-18,24061107000
2011-11-21,23542392999
2011-11-22,23522695000
2011-11-23,23095905000
2011-11-25,23125452000
2011-11-28,23979032000
2011-11-29,23952767999
2011-11-30,24799782000
2011-12-01,24550274000
2011-12-02,24625783000
2011-12-05,24868725000
2011-12-06,24576538000
2011-12-07,24537142000
2011-12-08,23979032000
2011-12-09,24225257000
2011-12-12,23992164000
2011-12-13,23443903000
2011-12-14,22987566000
2011-12-15,22869378000
2011-12-16,22921905999
2011-12-19,22715077000
2011-12-20,23263338000
2011-12-21,23499714000
2011-12-22,23729524000
2011-12-23,23887108000
2011-12-27,23887108000
2011-12-28,23565374000
2011-12-29,23916655000
2011-12-30,23919938000
2012-01-03,24225257000
2012-01-04,24638915000
2012-01-05,24872008000
2012-01-06,24724273000
2012-01-09,25095252000
2012-01-10,25515476000
2012-01-11,25607400000
2012-01-12,25686192000
2012-01-13,25114950000
2012-01-17,25052573000
2012-01-18,25059139000
2012-01-19,25587702000
2012-01-20,25364458000
2012-01-23,24934385000
2012-01-24,24780084000
2012-01-25,24678311000
2012-01-26,24579821000
2012-01-27,24274502000
2012-01-30,24024994000
2012-01-31,23703260000
2012-02-01,23860844000
2012-02-02,23762354000
2012-02-03,24166163000
2012-02-06,23683562000
2012-02-07,23749222000
2012-02-08,23818165000
2012-02-09,23745939000
2012-02-10,23483299000
2012-02-13,23325715000
2012-02-14,23112320000
2012-02-15,22271872000
2012-02-16,22468852000
2012-02-17,22590323000
2012-02-21,22560776000
2012-02-22,22472135000
2012-02-23,22754473000
2012-02-24,22990849000
2012-02-27,23174697000
2012-02-28,22839830999
2012-02-29,22619870000
2012-03-01,22642851000
2012-03-02,22357230000
2012-03-05,22219344000
2012-03-06,21651385000
2012-03-07,21428141000
2012-03-08,21920591000
2012-03-09,21825384000
2012-03-12,21697347000
2012-03-13,22012515000
2012-03-14,21323085000
2012-03-15,22498399000
2012-03-16,22646134000
2012-03-19,22422890000
2012-03-20,21979685000
2012-03-21,22061760000
2012-03-22,21241010000
2012-03-23,21158935000
2012-03-26,21710479000
2012-03-27,21766290000
2012-03-28,21634970000
2012-03-29,21723611000
2012-03-30,21611989000
2012-04-02,21627354000
2012-04-03,21388556000
2012-04-04,21614446000
2012-04-05,21888741000
2012-04-09,21527316999
2012-04-10,21078763999
2012-04-11,21353059000
2012-04-12,21914557000
2012-04-13,21762888000
2012-04-16,22021048000
2012-04-17,22282435000
2012-04-18,22482509000
2012-04-19,22169490000
2012-04-20,22437331000
2012-04-23,22395380000
2012-04-24,22659994000
2012-04-25,23528057000
2012-04-26,23631321000
2012-04-27,23676499000
2012-04-30,23534511000
2012-05-01,24012107000
2012-05-02,23789444000
2012-05-03,23547419000
2012-05-04,23115001000
2012-05-07,23231173000
2012-05-08,22663221000
2012-05-09,22069453000
2012-05-10,21998459000
2012-05-11,22085588000
2012-05-14,21946827000
2012-05-15,21908103000
2012-05-16,21924238000
2012-05-17,21365966999
2012-05-18,21085218000
2012-05-21,21753207000
2012-05-22,21711256000
2012-05-23,21972643000
2012-05-24,21762888000
2012-05-25,21436961000
2012-05-29,21459550000
2012-05-30,21085218000
2012-05-31,21143304000
2012-06-01,20746383000
2012-06-04,20552763000
2012-06-05,20546309000
2012-06-06,21152985000
2012-06-07,21298200000
2012-06-08,21440188000
2012-06-11,21272384000
2012-06-12,21682213000
2012-06-13,21675759000
2012-06-14,22008140000
2012-06-15,22256619000
2012-06-18,22934288999
2012-06-19,23011737000
2012-06-20,23134363000
2012-06-21,22956878000
2012-06-22,22589000000
2012-06-25,22182398000
2012-06-26,22366337000
2012-06-27,22511552000
2012-06-28,22611588999
2012-06-29,23160179000
2012-07-02,22690134000
2012-07-03,22845807000
2012-07-05,22845807000
2012-07-06,22937940000
2012-07-09,22896638999
2012-07-10,22553523000
2012-07-11,22642479000
2012-07-12,22823568000
2012-07-13,23411313000
2012-07-16,23430375000
2012-07-17,23474853000
2012-07-18,23446260000
2012-07-19,23566986000
2012-07-20,23188923000
2012-07-23,22934763000
2012-07-24,22861691999
2012-07-25,22779090000
2012-07-26,23192100000
2012-07-27,23729013000
2012-07-30,23566986000
2012-07-31,23525685000
2012-08-01,23290587000
2012-08-02,23319180000
2012-08-03,23808438000
2012-08-06,23738544000
2012-08-07,23817969000
2012-08-08,23767137000
2012-08-09,23411313000
2012-08-10,23687712000
2012-08-13,23598756000
2012-08-14,23538393000
2012-08-15,23738544000
2012-08-16,23729013000
2012-08-17,23859270000
2012-08-20,23773491000
2012-08-21,23789376000
2012-08-22,23722659000
2012-08-23,23376366000
2012-08-24,23382720000
2012-08-27,23309649000
2012-08-28,23401782000
2012-08-29,23401782000
2012-08-30,23077728000
2012-08-31,23020541999
2012-09-04,22575762000
2012-09-05,22264416000
2012-09-06,22880754000
2012-09-07,22848984000
2012-09-10,23001480000
2012-09-11,23357304000
2012-09-12,23516154000
2012-09-13,23678181000
2012-09-14,23729013000
2012-09-17,23582871000
2012-09-18,23487561000
2012-09-19,23093613000
2012-09-20,21003147000
2012-09-21,20650500000
2012-09-24,21057156000
2012-09-25,20672738999
2012-09-26,20513888999
2012-09-27,20389986000
2012-09-28,20215251000
2012-10-01,20288860000
2012-10-02,20468296000
2012-10-03,20650880000
2012-10-04,20833464000
2012-10-05,21060120000
2012-10-08,21179744000
2012-10-09,21075860000
2012-10-10,20902720000
2012-10-11,20764207999
2012-10-12,21179744000
2012-10-15,21283628000
2012-10-16,21315107999
2012-10-17,21157707999
2012-10-18,20997160000
2012-10-19,20663472000
2012-10-22,21038084000
2012-10-23,20779948000
2012-10-24,19231132000
2012-10-25,19697036000
2012-10-26,19759996000
2012-10-31,19312980000
2012-11-01,19445196000
2012-11-02,19243724000
2012-11-05,19199652000
2012-11-06,19360200000
2012-11-07,18881704000
2012-11-08,18617272000
2012-11-09,18258400000
2012-11-12,18277288000
2012-11-13,18418948000
2012-11-14,18104148000
2012-11-15,17949896000
2012-11-16,17735832000
2012-11-19,18267844000
2012-11-20,17915268000
2012-11-21,17953044000
2012-11-23,18182848000
2012-11-26,18337100000
2012-11-27,18554312000
2012-11-28,18796708000
2012-11-29,19039104000
2012-11-30,19007624000
2012-12-03,18708564000
2012-12-04,18954108000
2012-12-05,19388532000
2012-12-06,19322424000
2012-12-07,19363348000
2012-12-10,19542784000
2012-12-11,19375940000
2012-12-12,19369644000
2012-12-13,19278352000
2012-12-14,19316128000
2012-12-17,19397976000
2012-12-18,19656112000
2012-12-19,19564820000
2012-12-20,19822956000
2012-12-21,19690740000
2012-12-24,19514452000
2012-12-26,19391680000
2012-12-27,19272056000
2012-12-28,19224836000
2012-12-31,19448680000
2013-01-02,19904705000
2013-01-03,19958170000
2013-01-04,20558865000
2013-01-07,20389035000
2013-01-08,20124855000
2013-01-09,20363875000
2013-01-10,20338715000
2013-01-11,20140580000
2013-01-14,20401615000
2013-01-15,20587169999
2013-01-16,20584025000
2013-01-17,20741275000
2013-01-18,20977150000
2013-01-22,21052630000
2013-01-23,21514945000
2013-01-24,21961535000
2013-01-25,21917505000
2013-01-28,21999275000
2013-01-29,22244585000
2013-01-30,21665905000
2013-01-31,21659615000
2013-02-01,21889200000
2013-02-04,21580990000
2013-02-05,21656470000
2013-02-06,21747675000
2013-02-07,21631310000
2013-02-08,21700500000
2013-02-11,22194264999
2013-02-12,22530780000
2013-02-13,22606260000
2013-02-14,22634565000
2013-02-15,22486750000
2013-02-19,23021400000
2013-02-20,22722625000
2013-02-21,22502475000
2013-02-22,22993095000
2013-02-25,22467880000
2013-02-26,22436430000
2013-02-27,22864150000
2013-02-28,22974225000
2013-03-01,23194375000
2013-03-04,23357915000
2013-03-05,23678705000
2013-03-06,23398800000
2013-03-07,23081155000
2013-03-08,23515165000
2013-03-11,23593790000
2013-03-12,23423960000
2013-03-13,23367350000
2013-03-14,23606370000
2013-03-15,23782490000
2013-03-18,23622095000
2013-03-19,23729025000
2013-03-20,23908290000
2013-03-21,23543470000
2013-03-22,23477425000
2013-03-25,23392510000
2013-03-26,23823375000
2013-03-27,23990060000
2013-03-28,24241660000
2013-04-01,23909292000
2013-04-02,23950125000
2013-04-03,23607756000
2013-04-04,23199426000
2013-04-05,23406732000
2013-04-08,23670576000
2013-04-09,23362758000
2013-04-10,23818203000
2013-04-11,23931279000
2013-04-12,24126021000
2013-04-15,23277951000
2013-04-16,23830767000
2013-04-17,23152310999
2013-04-18,23199426000
2013-04-19,23478975000
2013-04-22,23576346000
2013-04-23,23821344000
2013-04-24,23532372000
2013-04-25,23821344000
2013-04-26,23733396000
2013-04-29,24060060000
2013-04-30,24317622000
2013-05-01,23620320000
2013-05-02,24019227000
2013-05-03,24440121000
2013-05-06,24443261999
2013-05-07,24628581000
2013-05-08,24845310000
2013-05-09,24685119000
2013-05-10,24817041000
2013-05-13,24625440000
2013-05-14,25143705000
2013-05-15,25241076000
2013-05-16,24917553000
2013-05-17,25200243000
2013-05-20,25206525000
2013-05-21,25121718000
2013-05-22,24446403000
2013-05-23,24327045000
2013-05-24,24386724000
2013-05-28,24377301000
2013-05-29,24151149000
2013-05-30,24427557000
2013-05-31,24056919000
2013-06-03,24207686999
2013-06-04,24185700000
2013-06-05,23758524000
2013-06-06,24126021000
2013-06-07,24314481000
2013-06-10,24493518000
2013-06-11,24031791000
2013-06-12,23761665000
2013-06-13,24185700000
2013-06-14,23924997000
2013-06-17,24016085999
2013-06-18,24195123000
2013-06-19,23698845000
2013-06-20,23080068000
2013-06-21,22897890000
2013-06-24,22131485999
2013-06-25,22772250000
2013-06-26,23039235000
2013-06-27,23083209000
2013-06-28,22819365000
2013-07-01,22538144000
2013-07-02,22423296000
2013-07-03,22243264000
2013-07-05,22451232000
2013-07-08,22615744000
2013-07-09,23090656000
2013-07-10,22789568000
2013-07-11,23261376000
2013-07-12,23342080000
2013-07-15,23475552000
2013-07-16,23640064000
2013-07-17,23736288000
2013-07-18,24099456000
2013-07-19,24236032000
2013-07-22,24018752000
2013-07-23,23860448000
2013-07-24,23174464000
2013-07-25,22991327999
2013-07-26,22944768000
2013-07-29,22926144000
2013-07-30,22829920000
2013-07-31,22708864000
2013-08-01,23590400000
2013-08-02,23435200000
2013-08-05,23224127999
2013-08-06,22947872000
2013-08-07,22997536000
2013-08-08,23096864000
2013-08-09,22963392000
2013-08-12,23078240000
2013-08-13,23059616000
2013-08-14,22898208000
2013-08-15,22829920000
2013-08-16,22969600000
2013-08-19,22643680000
2013-08-20,22665408000
2013-08-21,22510208000
2013-08-22,22892000000
2013-08-23,23112383999
2013-08-26,23171360000
2013-08-27,22625056000
2013-08-28,22684032000
2013-08-29,22566080000
2013-08-30,22398464000
2013-09-03,22525727999
2013-09-04,22950976000
2013-09-05,23009952000
2013-09-06,23090656000
2013-09-09,23270688000
2013-09-10,23695936000
2013-09-11,23689727999
2013-09-12,23404160000
2013-09-13,23478656000
2013-09-16,23726976000
2013-09-17,23857344000
2013-09-18,24155327999
2013-09-19,24263968000
2013-09-20,24124288000
2013-09-23,24245344000
2013-09-24,24298112000
2013-09-25,24167744000
2013-09-26,24304320000
2013-09-27,24146016000
2013-09-30,23877945000
2013-10-01,24149601000
2013-10-02,24239124000
2013-10-03,23884119000
2013-10-04,23927337000
2013-10-07,23714333999
2013-10-08,23544549000
2013-10-09,23732856000
2013-10-10,24374951999
2013-10-11,24310125000
2013-10-14,24405822000
2013-10-15,24307038000
2013-10-16,24668217000
2013-10-17,24239124000
2013-10-18,24662043000
2013-10-21,24696000000
2013-10-22,24881220000
2013-10-23,26566722000
2013-10-24,27125469000
2013-10-25,27057555000
2013-10-28,27199557000
2013-10-29,27162513000
2013-10-30,26708724000
2013-10-31,26554374000
2013-11-01,26856900000
2013-11-04,26807508000
2013-11-05,26680941000
2013-11-06,26690201999
2013-11-07,26387676000
2013-11-08,26430894000
2013-11-11,26659332000
2013-11-12,26748855000
2013-11-13,27048294000
2013-11-14,26961858000
2013-11-15,26903205000
2013-11-18,26927901000
2013-11-19,26640810000
2013-11-20,26563635000
2013-11-21,26801333999
2013-11-22,26893944000
2013-11-25,26863074000
