,VRTS
2022-03-14,1612202900
2022-03-15,1646537200
2022-03-16,1745767100
2022-03-17,1786590960
2022-03-18,1799796460
2022-03-21,1810059020
2022-03-22,1835036280
2022-03-23,1795721620
2022-03-24,1823717280
2022-03-25,1845223380
2022-03-28,1812775580
2022-03-29,1866654020
2022-03-30,1830131380
2022-03-31,1787685510
2022-04-01,1785748770
2022-04-04,1770105870
2022-04-05,1728614940
2022-04-06,1647346350
2022-04-07,1626265680
2022-04-08,1518106200
2022-04-11,1481531610
2022-04-12,1476987720
2022-04-13,1542017490
2022-04-14,1512147000
2022-04-18,1479520380
2022-04-19,1561310400
2022-04-20,1562353260
2022-04-21,1515871500
2022-04-22,1464771360
2022-04-25,1470581580
2022-04-26,1378288470
2022-04-27,1358921070
2022-04-28,1370616000
2022-04-29,1319664840
2022-05-02,1339777140
2022-05-03,1324506690
2022-05-04,1369647630
2022-05-05,1312513800
2022-05-06,1301936220
2022-05-09,1267745310
2022-05-10,1276833090
2022-05-11,1232288070
2022-05-12,1263871830
2022-05-13,1288006590
2022-05-16,1275939210
2022-05-17,1348641450
2022-05-18,1303575000
2022-05-19,1321750560
2022-05-20,1367263950
2022-05-23,1358921070
2022-05-24,1350429210
2022-05-25,1373223150
2022-05-26,1428345750
2022-05-27,1444808040
2022-05-31,1435124340
2022-06-01,1411585500
2022-06-02,1453225410
2022-06-03,1434751890
2022-06-06,1470432600
2022-06-07,1450022340
2022-06-08,1424099820
2022-06-09,1399518120
2022-06-10,1355718000
2022-06-13,1281600450
2022-06-14,1313705640
2022-06-15,1330391400
2022-06-16,1254709560
2022-06-17,1271171850
2022-06-21,1309459710
2022-06-22,1305213780
2022-06-23,1362571080
2022-06-24,1417246740
2022-06-27,1398922200
2022-06-28,1376128260
2022-06-29,1340373060
2022-06-30,1249814160
2022-07-01,1269765000
2022-07-05,1310105160
2022-07-06,1280800080
2022-07-07,1315951560
2022-07-08,1278534600
2022-07-11,1224016920
2022-07-12,1260995400
2022-07-13,1266476400
2022-07-14,1287888840
2022-07-15,1319240160
2022-07-18,1299581640
2022-07-19,1349568360
2022-07-20,1384792920
2022-07-21,1400139720
2022-07-22,1389835440
2022-07-25,1412271000
2022-07-26,1395097200
2022-07-27,1432879560
2022-07-28,1478993040
2022-07-29,1507786560
2022-08-01,1495070640
2022-08-02,1482939360
2022-08-03,1516190760
2022-08-04,1517433120
2022-08-05,1498943880
2022-08-08,1517213880
2022-08-09,1492805160
2022-08-10,1546372800
2022-08-11,1559527200
2022-08-12,1594020960
2022-08-15,1614848760
2022-08-16,1606006080
2022-08-17,1582182000
2022-08-18,1602498240
2022-08-19,1544911200
2022-08-22,1505228760
2022-08-23,1495655280
2022-08-24,1499893920
2022-08-25,1526129640
2022-08-26,1455534360
2022-08-29,1443841560
2022-08-30,1422648360
2022-08-31,1397655000
2022-09-01,1389104640
2022-09-02,1358776440
2022-09-06,1355634000
2022-09-07,1377558000
2022-09-08,1411028640
2022-09-09,1440333720
2022-09-12,1468615680
2022-09-13,1385742960
2022-09-14,1365645960
2022-09-15,1361041920
2022-09-16,1358337960
2022-09-19,1406351520
2022-09-20,1365134400
2022-09-21,1326328920
2022-09-22,1289204280
2022-09-23,1252225800
2022-09-26,1232713440
2022-09-27,1211227920
2022-09-28,1219705200
2022-09-29,1185357600
2022-09-30,1158434240
2022-10-03,1188135820
2022-10-04,1228730400
2022-10-05,1209631340
2022-10-06,1198810960
2022-10-07,1137301820
2022-10-10,1135123220
2022-10-11,1102589460
2022-10-12,1072960500
2022-10-13,1134251780
2022-10-14,1074703380
2022-10-17,1111594340
2022-10-18,1130185060
2022-10-19,1099321560
2022-10-20,1117767040
2022-10-21,1175935660
2022-10-24,1205564620
2022-10-25,1245941340
2022-10-26,1249064000
2022-10-27,1249717580
2022-10-28,1272302400
2022-10-31,1245360380
2022-11-01,1256471240
2022-11-02,1220088620
2022-11-03,1184867920
2022-11-04,1220016000
2022-11-07,1230400660
2022-11-08,1245287760
2022-11-09,1212318280
2022-11-10,1361988100
2022-11-11,1468594260
2022-11-14,1373607300
2022-11-15,1403526740
2022-11-16,1388421780
2022-11-17,1375132320
2022-11-18,1364021460
2022-11-21,1369685820
2022-11-22,1377819260
2022-11-23,1397136180
2022-11-25,1406576780
2022-11-28,1380506200
2022-11-29,1373970400
2022-11-30,1408392280
2022-12-01,1445283240
2022-12-02,1439981980
2022-12-05,1397208800
2022-12-06,1378182360
2022-12-07,1372154900
2022-12-08,1393868280
2022-12-09,1389801560
2022-12-12,1407956560
2022-12-13,1440345080
2022-12-14,1411442320
2022-12-15,1364892900
2022-12-16,1374841840
2022-12-19,1363222640
2022-12-20,1377601400
2022-12-21,1406939880
2022-12-22,1361189280
2022-12-23,1379344280
2022-12-27,1396700460
2022-12-28,1339475900
2022-12-29,1385008640
2022-12-30,1390237280
2023-01-03,1406326950
2023-01-04,1464286950
2023-01-05,1435234500
2023-01-06,1485225000
2023-01-09,1490224050
2023-01-10,1534563450
2023-01-11,1547821800
2023-01-12,1543692150
2023-01-13,1556081100
2023-01-17,1532389950
2023-01-18,1534998150
2023-01-19,1534998150
2023-01-20,1579337550
2023-01-23,1582452900
2023-01-24,1559558700
2023-01-25,1520653050
2023-01-26,1548328950
2023-01-27,1553038200
2023-01-30,1514784600
2023-01-31,1556805600
2023-02-01,1606723650
2023-02-02,1670769450
2023-02-03,1775025000
2023-02-06,1571440500
2023-02-07,1595566350
2023-02-08,1572165000
2023-02-09,1550792250
2023-02-10,1543619700
2023-02-13,1565716950
2023-02-14,1571078250
2023-02-15,1571802750
2023-02-16,1555573950
2023-02-17,1569484350
2023-02-21,1515654000
2023-02-22,1519204050
2023-02-23,1528115400
2023-02-24,1508119200
2023-02-27,1509495750
2023-02-28,1524565350
2023-03-01,1497251700
2023-03-02,1477762650
2023-03-03,1508264100
2023-03-06,1465735950
2023-03-07,1424946600
2023-03-08,1452912300
2023-03-09,1394807400
2023-03-10,1321560450
2023-03-13,1253892150
2023-03-14,1249327800
2023-03-15,1239474600
2023-03-16,1276713900
2023-03-17,1242372600
2023-03-20,1231070400
2023-03-21,1283089500
2023-03-22,1247371650
2023-03-23,1227013200
2023-03-24,1218971250
2023-03-27,1272946500
2023-03-28,1275916950
2023-03-29,1291928400
2023-03-30,1303013250
2023-03-31,1391370120
2023-04-03,1353807000
2023-04-04,1326475080
2023-04-05,1313832240
2023-04-06,1309666680
2023-04-10,1316316960
2023-04-11,1338533280
2023-04-12,1321286400
2023-04-13,1332175320
2023-04-14,1346060520
2023-04-17,1371273120
2023-04-18,1369884600
2023-04-19,1378434960
2023-04-20,1368715320
2023-04-21,1381650480
2023-04-24,1370323080
2023-04-25,1330275240
2023-04-26,1300020120
2023-04-27,1301554800
2023-04-28,1331590680
2023-05-01,1286865720
2023-05-02,1279923120
2023-05-03,1264868640
2023-05-04,1222482240
2023-05-05,1233444240
2023-05-08,1220874480
2023-05-09,1225259280
2023-05-10,1243894680
2023-05-11,1251714240
2023-05-12,1253175840
2023-05-15,1274953680
2023-05-16,1256318280
2023-05-17,1304770320
2023-05-18,1339117920
2023-05-19,1341237240
2023-05-22,1354903200
2023-05-23,1374707880
2023-05-24,1353880080
2023-05-25,1381650480
2023-05-26,1420309800
2023-05-30,1425060000
2023-05-31,1394220240
2023-06-01,1422940680
2023-06-02,1475412120
2023-06-05,1453999680
2023-06-06,1512829080
2023-06-07,1555288560
2023-06-08,1543741920
2023-06-09,1536360840
2023-06-12,1554557760
2023-06-13,1571220000
2023-06-14,1548565200
2023-06-15,1573997040
2023-06-16,1546811280
2023-06-20,1523937240
2023-06-21,1494851400
2023-06-22,1458019080
2023-06-23,1437995160
2023-06-26,1440041400
2023-06-27,1463427000
2023-06-28,1452830400
2023-06-29,1462184640
2023-06-30,1433237260
2023-07-03,1447317780
2023-07-05,1425035720
2023-07-06,1398689180
2023-07-07,1402608500
2023-07-10,1415382580
2023-07-11,1432293720
2023-07-12,1461035400
2023-07-13,1492680280
2023-07-14,1499575380
2023-07-17,1508938200
2023-07-18,1570994100
2023-07-19,1571719900
2023-07-20,1572663440
2023-07-21,1558945820
2023-07-24,1586453640
2023-07-25,1574768260
2023-07-26,1573897300
2023-07-27,1530131560
2023-07-28,1464519240
2023-07-31,1493188340
2023-08-01,1490067400
2023-08-02,1475406240
2023-08-03,1482156180
2023-08-04,1494785100
2023-08-07,1523671940
2023-08-08,1494059300
2023-08-09,1475769140
2023-08-10,1469745000
2023-08-11,1454938680
2023-08-14,1447971000
2023-08-15,1416326120
2023-08-16,1420535760
2023-08-17,1456027380
2023-08-18,1433455000
2023-08-21,1423584120
2023-08-22,1417342240
2023-08-23,1456390280
2023-08-24,1432366300
2023-08-25,1457333820
2023-08-28,1473882060
2023-08-29,1482591660
2023-08-30,1485930340
2023-08-31,1503131800
2023-09-01,1528389640
2023-09-05,1467857920
2023-09-06,1459293480
2023-09-07,1452180640
2023-09-08,1454067720
2023-09-11,1452180640
2023-09-12,1465970840
2023-09-13,1466043420
2023-09-14,1491446420
2023-09-15,1500591500
2023-09-18,1484623900
2023-09-19,1488252900
2023-09-20,1475986880
2023-09-21,1463575700
2023-09-22,1458059620
2023-09-25,1473954640
2023-09-26,1440350100
2023-09-27,1451745160
2023-09-28,1468728880
2023-09-29,1466043420
2023-10-02,1424976560
2023-10-03,1374658780
2023-10-04,1376812180
2023-10-05,1391455300
2023-10-06,1384420860
2023-10-09,1388727660
2023-10-10,1384851540
2023-10-11,1365255600
2023-10-12,1336400040
2023-10-13,1303811920
2023-10-16,1308190500
2023-10-17,1302950560
2023-10-18,1273807880
2023-10-19,1237200080
2023-10-20,1227007320
2023-10-23,1227509780
2023-10-24,1236195160
2023-10-25,1227509780
2023-10-26,1245598340
2023-10-27,1249115560
2023-10-30,1289958380
2023-10-31,1322402940
2023-11-01,1341783540
2023-11-02,1394757180
2023-11-03,1442993340
2023-11-06,1431364980
2023-11-07,1396838800
2023-11-08,1391383520
2023-11-09,1385210440
2023-11-10,1387148500
2023-11-13,1381118980
2023-11-14,1461297240
2023-11-15,1450673800
2023-11-16,1420813320
2023-11-17,1428924460
2023-11-20,1421531120
2023-11-21,1391311740
2023-11-22,1406816220
2023-11-24,1421531120
2023-11-27,1393465140
2023-11-28,1377242860
2023-11-29,1400068900
2023-11-30,1404160360
2023-12-01,1444428940
2023-12-04,1467039640
2023-12-05,1450386680
2023-12-06,1457923580
2023-12-07,1483620820
2023-12-08,1481826320
2023-12-11,1472423140
2023-12-12,1492808660
2023-12-13,1557913120
2023-12-14,1619715700
2023-12-15,1578585760
2023-12-18,1564660440
2023-12-19,1626606580
2023-12-20,1693146640
2023-12-21,1690490780
2023-12-22,1725088740
2023-12-26,1745689600
2023-12-27,1761481200
2023-12-28,1773755580
2023-12-29,1735353280
2024-01-02,1677449970
2024-01-03,1631034090
2024-01-04,1694464380
2024-01-05,1667269800
2024-01-08,1697525550
2024-01-09,1661361030
2024-01-10,1660506750
2024-01-11,1657160820
2024-01-12,1688342040
2024-01-16,1640288790
2024-01-17,1632315510
2024-01-18,1650682530
2024-01-19,1709627850
2024-01-22,1741948110
2024-01-23,1728137250
2024-01-24,1715679000
2024-01-25,1741663350
2024-01-26,1750989240
2024-01-29,1756114920
2024-01-30,1730842470
2024-01-31,1680867090
2024-02-01,1702935990
2024-02-02,1644346620
2024-02-05,1655096310
2024-02-06,1637370000
2024-02-07,1652604660
2024-02-08,1649401110
2024-02-09,1666557900
2024-02-12,1693966050
2024-02-13,1624413420
2024-02-14,1644702570
2024-02-15,1678660200
2024-02-16,1660435560
2024-02-20,1648048500
2024-02-21,1637370000
2024-02-22,1671825960
2024-02-23,1676595690
2024-02-26,1644133050
2024-02-27,1648190880
2024-02-28,1628613630
2024-02-29,1653886080
2024-03-01,1681223040
2024-03-04,1617935130
2024-03-05,1617294420
2024-03-06,1748639970
2024-03-07,1767006990
2024-03-08,1783451880
2024-03-11,1773200520
2024-03-12,1760528700
2024-03-13,1720875870
2024-03-14,1665846000
2024-03-15,1646838270
2024-03-18,1647123030
2024-03-19,1665632430
2024-03-20,1709770230
2024-03-21,1751060430
2024-03-22,1732764600
2024-03-25,1735683390
2024-03-26,1704003840
2024-03-27,1762735590
2024-03-28,1765369620
2024-04-01,1722513240
2024-04-02,1726072740
2024-04-03,1740666690
2024-04-04,1713187350
2024-04-05,1718384220
2024-04-08,1705997160
2024-04-09,1705997160
2024-04-10,1625410080
2024-04-11,1648404450
2024-04-12,1606259970
2024-04-15,1594513620
2024-04-16,1562406930
2024-04-17,1556071020
2024-04-18,1564756200
2024-04-19,1604195460
2024-04-22,1650041820
2024-04-23,1659723660
2024-04-24,1670829300
2024-04-25,1642709250
2024-04-26,1620142020
2024-04-29,1581770610
2024-04-30,1561339080
2024-05-01,1565468100
2024-05-02,1589530320
2024-05-03,1613165400
2024-05-06,1619999640
2024-05-07,1598998590
2024-05-08,1666985040
2024-05-09,1669690260
2024-05-10,1642210920
2024-05-13,1641926160
2024-05-14,1655096310
2024-05-15,1668907170
2024-05-16,1675883790
2024-05-17,1661147460
2024-05-20,1661289840
2024-05-21,1687203000
2024-05-22,1668693600
2024-05-23,1635020730
2024-05-24,1656164160
2024-05-28,1626976260
2024-05-29,1606615920
2024-05-30,1613806110
2024-05-31,1627332210
2024-06-03,1637370000
2024-06-04,1617579180
2024-06-05,1613877300
2024-06-06,1580275620
2024-06-07,1551942000
2024-06-10,1540195650
2024-06-11,1530513810
2024-06-12,1557352440
2024-06-13,1519550550
2024-06-14,1513712970
2024-06-17,1534358070
2024-06-18,1547172270
2024-06-20,1566180000
2024-06-21,1560555990
2024-06-24,1604480220
2024-06-25,1585401300
2024-06-26,1568529270
2024-06-27,1572088770
2024-06-28,1607826150
2024-07-01,1586967480
2024-07-02,1604836170
2024-07-03,1613877300
2024-07-05,1576573740
2024-07-08,1580987520
2024-07-09,1585614870
2024-07-10,1617152040
2024-07-11,1635875010
2024-07-12,1643990670
2024-07-15,1648333260
2024-07-16,1734401970
2024-07-17,1743158340
2024-07-18,1732693410
2024-07-19,1710695700
2024-07-22,1721954470
2024-07-23,1718889860
2024-07-24,1691949800
2024-07-25,1751745330
2024-07-26,1671138960
2024-07-29,1612768830
2024-07-30,1634506180
2024-07-31,1610702000
2024-08-01,1530950870
2024-08-02,1476928210
2024-08-05,1397533430
2024-08-06,1402878680
2024-08-07,1371163530
2024-08-08,1410219490
2024-08-09,1407511230
