,RJF
2009-04-27,1777794750
2009-04-28,1825556400
2009-04-29,1869780150
2009-04-30,1850321700
2009-05-01,1862704350
2009-05-04,2064364650
2009-05-05,2050213050
2009-05-06,2129815799
2009-05-07,2039599350
2009-05-08,2237721750
2009-05-11,2083823100
2009-05-12,1979455050
2009-05-13,1836170100
2009-05-14,1868011200
2009-05-15,1825556400
2009-05-18,1968841350
2009-05-19,1972379250
2009-05-20,1924617600
2009-05-21,1848552749
2009-05-22,1880393850
2009-05-26,1887469650
2009-05-27,1804328999
2009-05-28,1906928100
2009-05-29,1875087000
2009-06-01,1883931750
2009-06-02,1878624899
2009-06-03,1816711650
2009-06-04,1947613950
2009-06-05,2009527200
2009-06-08,2028985650
2009-06-09,2018371950
2009-06-10,1972379250
2009-06-11,2085592049
2009-06-12,2092667850
2009-06-15,2064364650
2009-06-16,1984761900
2009-06-17,1938769200
2009-06-18,1968841350
2009-06-19,2027216700
2009-06-22,1850321700
2009-06-23,1809635850
2009-06-24,1873318050
2009-06-25,1970610300
2009-06-26,1982992950
2009-06-29,2025447749
2009-06-30,2043317415
2009-07-01,2043317415
2009-07-02,1943556495
2009-07-06,1915053375
2009-07-07,1874080140
2009-07-08,1909709040
2009-07-09,1947119385
2009-07-10,1975622505
2009-07-13,2080727760
2009-07-14,2137734000
2009-07-15,2178707235
2009-07-16,2184051570
2009-07-17,2153767005
2009-07-20,2223243360
2009-07-21,2150204115
2009-07-22,2191177350
2009-07-23,2314097055
2009-07-24,2314097055
2009-07-27,2342600175
2009-07-28,2335474395
2009-07-29,2330130060
2009-07-30,2363977515
2009-07-31,2437016760
2009-08-03,2575969470
2009-08-04,2599128255
2009-08-05,2629412820
2009-08-06,2602691145
2009-08-07,2698889175
2009-08-10,2654353050
2009-08-11,2534996235
2009-08-12,2670386055
2009-08-13,2706014955
2009-08-14,2624068485
2009-08-17,2551029240
2009-08-18,2634757155
2009-08-19,2624068485
2009-08-20,2649008715
2009-08-21,2691763395
2009-08-24,2729173740
2009-08-25,2787961425
2009-08-26,2798650095
2009-08-27,2759458305
2009-08-28,2755895415
2009-08-31,2702452065
2009-09-01,2508274560
2009-09-02,2488678665
2009-09-03,2567062245
2009-09-04,2597346810
2009-09-08,2657915940
2009-09-09,2777272755
2009-09-10,2741643855
2009-09-11,2702452065
2009-09-14,2745206745
2009-09-15,2709577845
2009-09-16,2707796400
2009-09-17,2706014955
2009-09-18,2750551080
2009-09-21,2727392295
2009-09-22,2912662575
2009-09-23,3001734825
2009-09-24,2841404775
2009-09-25,2729173740
2009-09-28,2812901655
2009-09-29,2805775875
2009-09-30,2764802640
2009-10-01,2666823165
2009-10-02,2625849930
2009-10-05,2686419060
2009-10-06,2722047960
2009-10-07,2739862410
2009-10-08,2828934660
2009-10-09,2850312000
2009-10-12,2823590325
2009-10-13,2850312000
2009-10-14,2983920375
2009-10-15,2928695580
2009-10-16,2923351245
2009-10-19,2941165695
2009-10-20,2923351245
2009-10-21,2855656335
2009-10-22,3062303955
2009-10-23,3001734825
2009-10-26,2926914135
2009-10-27,2884159455
2009-10-28,2789742870
2009-10-29,2884159455
2009-10-30,2803994430
2009-11-02,2802212985
2009-11-03,2820027435
2009-11-04,2780835645
2009-11-05,2884159455
2009-11-06,2857437780
2009-11-09,2999953380
2009-11-10,3090807075
2009-11-11,3128217420
2009-11-12,3069429735
2009-11-13,3028456500
2009-11-16,3133561755
2009-11-17,3108621525
2009-11-18,3119310195
2009-11-19,3033800835
2009-11-20,3015986385
2009-11-23,3030237945
2009-11-24,3001734825
2009-11-25,2969668815
2009-11-27,2816464545
2009-11-30,2884159455
2009-12-01,2898411015
2009-12-02,2869907895
2009-12-03,2782617090
2009-12-04,2866345005
2009-12-07,2780835645
2009-12-08,2745206745
2009-12-09,2750551080
2009-12-10,2729173740
2009-12-11,2734518075
2009-12-14,2764802640
2009-12-15,2768365530
2009-12-16,2805775875
2009-12-17,2793305760
2009-12-18,2843186220
2009-12-21,2821808880
2009-12-22,2844967665
2009-12-23,2868126450
2009-12-24,2884159455
2009-12-28,2850312000
2009-12-29,2852093445
2009-12-30,2859219225
2009-12-31,2836072200
2010-01-04,2895119760
2010-01-05,2941642080
2010-01-06,2982796440
2010-01-07,2964903240
2010-01-08,2932695480
2010-01-11,2925538200
2010-01-12,2868279960
2010-01-13,2975639160
2010-01-14,2995321679
2010-01-15,2957745960
2010-01-19,2988164400
2010-01-20,2997111000
2010-01-21,3186778920
2010-01-22,3154571160
2010-01-25,3134888640
2010-01-26,3108048840
2010-01-27,3133099320
2010-01-28,3065105160
2010-01-29,3018582840
2010-02-01,3050790600
2010-02-02,3143835240
2010-02-03,3188568240
2010-02-04,3049001280
2010-02-05,3002478960
2010-02-08,3013214880
2010-02-09,3047211960
2010-02-10,3072262440
2010-02-11,3059737200
2010-02-12,3090155640
2010-02-16,3136677960
2010-02-17,3152781840
2010-02-18,3143835240
2010-02-19,3183200280
2010-02-22,3197514840
2010-02-23,3118784760
2010-02-24,3086577000
2010-02-25,3050790600
2010-02-26,3084787679
2010-03-01,3143835240
2010-03-02,3179621640
2010-03-03,3202882799
2010-03-04,3224354640
2010-03-05,3267298320
2010-03-08,3312031320
2010-03-09,3294138120
2010-03-10,3310242000
2010-03-11,3294138120
2010-03-12,3279823559
2010-03-15,3322767240
2010-03-16,3312031320
2010-03-17,3337081799
2010-03-18,3337081799
2010-03-19,3322767240
2010-03-22,3354975000
2010-03-23,3347817720
2010-03-24,3313820640
2010-03-25,3308452679
2010-03-26,3240458520
2010-03-29,3265509000
2010-03-30,3272666280
2010-03-31,3199290389
2010-04-01,3242354310
2010-04-05,3303361530
2010-04-06,3362574419
2010-04-07,3389489370
2010-04-08,3432553290
2010-04-09,3457673910
2010-04-12,3472028550
2010-04-13,3524064120
2010-04-14,3611986290
2010-04-15,3619163610
2010-04-16,3518681130
2010-04-19,3559950720
2010-04-20,3583277010
2010-04-21,3592248660
2010-04-22,3646078560
2010-04-23,3723234750
2010-04-26,3676582169
2010-04-27,3597631650
2010-04-28,3617369280
2010-04-29,3669404850
2010-04-30,3665816190
2010-05-03,3703497120
2010-05-04,3554567730
2010-05-05,3529447110
2010-05-06,3387695040
2010-05-07,3378723389
2010-05-10,3547390410
2010-05-11,3540213090
2010-05-12,3601220310
2010-05-13,3585071340
2010-05-14,3437936280
2010-05-17,3398461020
2010-05-18,3303361530
2010-05-19,3306950190
2010-05-20,3145460490
2010-05-21,3287212560
2010-05-24,3260297610
2010-05-25,3260297610
2010-05-26,3278240910
2010-05-27,3418198650
2010-05-28,3382312050
2010-06-01,3281829570
2010-06-02,3414609990
2010-06-03,3400255350
2010-06-04,3303361530
2010-06-07,3260297610
2010-06-08,3296184210
2010-06-09,3254914620
2010-06-10,3355397100
2010-06-11,3385900710
2010-06-14,3367957410
2010-06-15,3428964630
2010-06-16,3423581639
2010-06-17,3353602770
2010-06-18,3289006889
2010-06-21,3263886270
2010-06-22,3251325960
2010-06-23,3219028020
2010-06-24,3184935750
2010-06-25,3177758430
2010-06-28,3195701730
2010-06-29,2998325430
2010-06-30,2991316950
2010-07-01,2931345225
2010-07-02,2951335799
2010-07-06,3018576825
2010-07-07,3107625750
2010-07-08,3098539125
2010-07-09,3143972250
2010-07-12,3171232125
2010-07-13,3254829075
2010-07-14,3211213275
2010-07-15,3180318750
2010-07-16,3002220900
2010-07-19,3040384725
2010-07-20,3045836700
2010-07-21,3060375300
2010-07-22,3120347025
2010-07-23,3185770725
2010-07-26,3305714175
2010-07-27,3302079525
2010-07-28,3262098375
2010-07-29,3240290474
2010-07-30,3233021175
2010-08-02,3312983475
2010-08-03,3263915700
2010-08-04,3325704750
2010-08-05,3318435450
2010-08-06,3312983475
2010-08-09,3291175575
2010-08-10,3229386525
2010-08-11,3091269825
2010-08-12,3071279249
2010-08-13,3033115425
2010-08-16,3018576825
2010-08-17,3064009950
2010-08-18,3076731225
2010-08-19,2978595675
2010-08-20,3018576825
2010-08-23,2956787775
2010-08-24,2878642800
2010-08-25,2889546750
2010-08-26,2833209675
2010-08-27,2911354650
2010-08-30,2818671075
2010-08-31,2796863175
2010-09-01,2924075925
2010-09-02,2956787775
2010-09-03,3022211475
2010-09-07,2944066500
2010-09-08,2945883825
2010-09-09,2976778350
2010-09-10,2960422425
2010-09-13,3053106000
2010-09-14,3036750075
2010-09-15,3073096575
2010-09-16,3076731225
2010-09-17,3093087150
2010-09-20,3084000525
2010-09-21,3054923325
2010-09-22,2967691724
2010-09-23,2936797200
2010-09-24,3024028800
2010-09-27,3024028800
2010-09-28,3076731225
2010-09-29,3073096575
2010-09-30,3069461925
2010-10-01,3145789575
2010-10-04,3100356450
2010-10-05,3193040025
2010-10-06,3222117225
2010-10-07,3243925125
2010-10-08,3283906275
2010-10-11,3296627550
2010-10-12,3334791375
2010-10-13,3363868575
2010-10-14,3362051250
2010-10-15,3362051250
2010-10-18,3407484375
2010-10-19,3396580425
2010-10-20,3431109600
2010-10-21,3465638775
2010-10-22,3471090750
2010-10-25,3442013550
2010-10-26,3443830875
2010-10-27,3440196225
2010-10-28,3454734825
2010-10-29,3418388325
2010-11-01,3458369475
2010-11-02,3511071900
2010-11-03,3563774325
2010-11-04,3654640575
2010-11-05,3720064275
2010-11-08,3694621724
2010-11-09,3663727200
2010-11-10,3718246950
2010-11-11,3714612300
2010-11-12,3605572800
2010-11-15,3629198025
2010-11-16,3536514450
2010-11-17,3538331775
2010-11-18,3591034200
2010-11-19,3592851525
2010-11-22,3545601075
2010-11-23,3481994700
2010-11-24,3545601075
2010-11-26,3520158525
2010-11-29,3512889224
2010-11-30,3474725400
2010-12-01,3572860950
2010-12-02,3738237525
2010-12-03,3743689500
2010-12-06,3738237525
2010-12-07,3743689500
2010-12-08,3756410775
2010-12-09,3770949375
2010-12-10,3810930525
2010-12-13,3840007725
2010-12-14,3838190400
2010-12-15,3865450275
2010-12-16,3865450275
2010-12-17,3890892825
2010-12-20,3983576400
2010-12-21,3998115000
2010-12-22,4025374874
2010-12-23,4023557550
2010-12-27,4047182775
2010-12-28,4068990675
2010-12-29,4007201625
2010-12-30,3992663025
2010-12-31,4002349200
2011-01-03,4040903940
2011-01-04,3969302280
2011-01-05,3978481980
2011-01-06,4006021080
2011-01-07,3961958519
2011-01-10,3993169500
2011-01-11,4002349200
2011-01-12,4088638380
2011-01-13,4114341540
2011-01-14,4163911920
2011-01-18,4187779140
2011-01-19,4112505599
2011-01-20,4325474640
2011-01-21,4389732540
2011-01-24,4463170140
2011-01-25,4391568480
2011-01-26,4398912240
2011-01-27,4459498260
2011-01-28,4411763820
2011-01-31,4433795100
2011-02-01,4512740520
2011-02-02,4481529540
2011-02-03,4477857660
2011-02-04,4534771800
2011-02-07,4545787440
2011-02-08,4575162480
2011-02-09,4595357820
2011-02-10,4643092260
2011-02-11,4733053320
2011-02-14,4747740840
2011-02-15,4756920540
2011-02-16,4800983100
2011-02-17,4823014380
2011-02-18,4830358140
2011-02-22,4610045340
2011-02-23,4510904580
2011-02-24,4562310900
2011-02-25,4632076620
2011-02-28,4690826700
2011-03-01,4543951500
2011-03-02,4610045340
2011-03-03,4696334520
2011-03-04,4615553160
2011-03-07,4602701580
2011-03-08,4793639340
2011-03-09,4749576780
2011-03-10,4569654660
2011-03-11,4562310900
2011-03-14,4534771800
2011-03-15,4492545180
2011-03-16,4404420060
2011-03-17,4424615400
2011-03-18,4441138860
2011-03-21,4580670300
2011-03-22,4532935860
2011-03-23,4525592100
2011-03-24,4575162480
2011-03-25,4639420380
2011-03-28,4584342180
2011-03-29,4580670300
2011-03-30,4597193760
2011-03-31,4712004930
2011-04-01,4760067750
2011-04-04,4750824900
2011-04-05,4723096350
2011-04-06,4704610650
2011-04-07,4680579240
2011-04-08,4638062130
2011-04-11,4656547830
2011-04-12,4630667850
2011-04-13,4612182150
2011-04-14,4604787870
2011-04-15,4693519230
2011-04-18,4492025100
2011-04-19,4467993690
2011-04-20,4553027910
2011-04-21,4614030720
2011-04-25,4556725050
2011-04-26,4623273570
2011-04-27,4632516420
2011-04-28,4634364990
2011-04-29,4621425000
2011-05-02,4584453600
2011-05-03,4545633630
2011-05-04,4512359370
2011-05-05,4370019480
2011-05-06,4375565190
2011-05-09,4327502370
2011-05-10,4349685210
2011-05-11,4284985260
2011-05-12,4345988070
2011-05-13,4229528160
2011-05-16,4190708190
2011-05-17,4164828210
2011-05-18,4310865240
2011-05-19,4320108090
2011-05-20,4297925250
2011-05-23,4214739600
2011-05-24,4227679590
2011-05-25,4264650990
2011-05-26,4294228110
2011-05-27,4338593790
2011-05-31,4405142310
2011-06-01,4198102470
2011-06-02,4209193890
2011-06-03,4098279690
2011-06-06,3987365490
2011-06-07,4039125450
2011-06-08,3998456910
2011-06-09,4057611150
2011-06-10,4002154049
2011-06-13,3983668350
2011-06-14,4077945420
2011-06-15,4005851190
2011-06-16,3950394090
2011-06-17,3974425500
2011-06-20,3992911200
2011-06-21,4068702570
2011-06-22,4024336890
2011-06-23,3917119830
2011-06-24,3859814160
2011-06-27,3856117020
2011-06-28,3863511299
2011-06-29,3961485510
2011-06-30,3961067625
2011-07-01,4023912375
2011-07-05,4025760750
2011-07-06,4029457500
2011-07-07,4131118125
2011-07-08,4094150624
2011-07-11,4009125375
2011-07-12,4003580250
2011-07-13,4022064000
2011-07-14,3874194000
2011-07-15,3857558625
2011-07-18,3883435875
2011-07-19,3913009875
2011-07-20,4007277000
2011-07-21,4188417750
2011-07-22,4205053125
2011-07-25,4164388875
2011-07-26,4219840124
2011-07-27,3988793249
2011-07-28,3951825750
2011-07-29,3913009875
2011-08-01,3937038750
2011-08-02,3805804125
2011-08-03,3898222875
2011-08-04,3641298750
2011-08-05,3526699499
2011-08-08,3221717625
2011-08-09,3434280749
2011-08-10,3138540750
2011-08-11,3336316875
2011-08-12,3290107500
2011-08-15,3436129125
2011-08-16,3345558750
2011-08-17,3328923375
2011-08-18,3075696000
2011-08-19,3011002875
2011-08-22,3009154500
2011-08-23,3169963124
2011-08-24,3267927000
2011-08-25,3182901750
2011-08-26,3282714000
2011-08-29,3449067750
2011-08-30,3425038875
2011-08-31,3460158000
2011-09-01,3325226624
2011-09-02,3210627375
2011-09-06,3188446875
2011-09-07,3369587625
2011-09-08,3243898125
2011-09-09,3129298875
2011-09-12,3184750125
2011-09-13,3249443249
2011-09-14,3297501000
2011-09-15,3417645374
2011-09-16,3436129125
2011-09-19,3347407125
2011-09-20,3312288000
2011-09-21,3153327750
2011-09-22,3144085875
2011-09-23,3251291625
2011-09-26,3321529875
2011-09-27,3388071374
2011-09-28,3242049750
2011-09-29,3395464875
2011-09-30,3199537125
2011-10-03,2970338625
2011-10-04,3225414375
2011-10-05,3240201375
2011-10-06,3380677875
2011-10-07,3242049750
2011-10-10,3413948625
2011-10-11,3410251875
2011-10-12,3487883625
2011-10-13,3425038875
2011-10-14,3443522625
2011-10-17,3317833125
2011-10-18,3506367375
2011-10-19,3434280749
2011-10-20,3552576750
2011-10-21,3672721125
2011-10-24,3820591125
2011-10-25,3600634500
2011-10-26,3637602000
2011-10-27,3959219250
2011-10-28,3894526125
2011-10-31,3742959375
2011-11-01,3569212125
2011-11-02,3713385375
2011-11-03,3853861875
2011-11-04,3815046000
2011-11-07,3839074875
2011-11-08,3868648875
2011-11-09,3602482874
2011-11-10,3650540625
2011-11-11,3728172375
2011-11-14,3656085750
2011-11-15,3702295125
2011-11-16,3567363750
2011-11-17,3497125500
2011-11-18,3502670625
2011-11-21,3425038875
2011-11-22,3340013625
2011-11-23,3206930625
2011-11-25,3229111125
2011-11-28,3412100250
2011-11-29,3443522625
2011-11-30,3672721125
2011-12-01,3622815000
2011-12-02,3646843875
2011-12-05,3802107375
2011-12-06,3815046000
2011-12-07,3837226500
2011-12-08,3678266249
2011-12-09,3783623625
2011-12-12,3680114625
2011-12-13,3620966625
2011-12-14,3587695875
2011-12-15,3583999125
2011-12-16,3643147125
2011-12-19,3563667000
2011-12-20,3748504500
2011-12-21,3750352875
2011-12-22,3787320374
2011-12-23,3800259000
2011-12-27,3850165124
2011-12-28,3792865500
2011-12-29,3868648875
2011-12-30,3815046000
2012-01-03,4146410415
2012-01-04,4138649234
2012-01-05,4258947525
2012-01-06,4241484870
2012-01-09,4264768410
2012-01-10,4421932305
2012-01-11,4421932305
2012-01-12,4262828115
2012-01-13,4192977495
2012-01-17,4200738674
2012-01-18,4266708704
2012-01-19,4484021745
2012-01-20,4485962040
2012-01-23,4476260565
2012-01-24,4429693485
2012-01-25,4435514370
2012-01-26,4449096435
2012-01-27,4464618795
2012-01-30,4468499385
2012-01-31,4526708235
2012-02-01,4612081215
2012-02-02,4524767940
2012-02-03,4654767705
2012-02-06,4596558855
2012-02-07,4569394725
2012-02-08,4544170890
2012-02-09,4567454430
2012-02-10,4466559090
2012-02-13,4515066465
2012-02-14,4485962040
2012-02-15,4454917320
2012-02-16,4520887350
2012-02-17,4584917085
2012-02-21,4569394725
2012-02-22,4515066465
2012-02-23,4581036495
2012-02-24,4577155905
2012-02-27,4561633545
2012-02-28,4530588825
2012-02-29,4575215610
2012-03-01,4674170655
2012-03-02,4615961805
2012-03-05,4559693250
2012-03-06,4421932305
2012-03-07,4464618795
2012-03-08,4520887350
2012-03-09,4584917085
2012-03-12,4582976790
2012-03-13,4780886880
2012-03-14,4740140685
2012-03-15,4790588355
2012-03-16,4806110715
2012-03-19,4813871895
2012-03-20,4829394255
2012-03-21,4817752485
2012-03-22,4763424225
2012-03-23,4841036025
2012-03-26,4908946350
2012-03-27,4833274845
2012-03-28,4784767470
2012-03-29,4695513900
2012-03-30,4724618325
2012-04-02,4942254240
2012-04-03,4954427280
2012-04-04,4846898760
2012-04-05,4846898760
2012-04-09,4745456760
2012-04-10,4698793440
2012-04-11,4781975880
2012-04-12,4887475560
2012-04-13,4741399080
2012-04-16,4747485600
2012-04-17,4857042960
2012-04-18,4794148920
2012-04-19,4761687480
2012-04-20,4749514440
2012-04-23,4676476200
2012-04-24,4721110680
2012-04-25,4765745160
2012-04-26,4982831040
2012-04-27,5003119440
2012-04-30,4952398440
2012-05-01,4984859880
2012-05-02,4990946400
2012-05-03,4932110040
2012-05-04,4903706280
2012-05-07,4871244840
2012-05-08,4861100640
2012-05-09,4777918200
2012-05-10,4796177760
2012-05-11,4761687480
2012-05-14,4700822280
2012-05-15,4680533880
2012-05-16,4587207240
2012-05-17,4504024800
2012-05-18,4418813520
2012-05-21,4526342040
2012-05-22,4542572760
2012-05-23,4536486240
2012-05-24,4595322600
2012-05-25,4595322600
2012-05-29,4688649240
2012-05-30,4579091880
2012-05-31,4623726360
2012-06-01,4437073080
2012-06-04,4366063680
2012-06-05,4428957720
2012-06-06,4550688120
2012-06-07,4528370880
2012-06-08,4516197840
2012-06-11,4443159600
2012-06-12,4501995960
2012-06-13,4469534520
2012-06-14,4497938280
2012-06-15,4589236080
2012-06-18,4623726360
2012-06-19,4690678080
2012-06-20,4668360840
2012-06-21,4461419160
2012-06-22,4544601600
2012-06-25,4380265560
2012-06-26,4441130760
2012-06-27,4477649880
2012-06-28,4481707560
2012-06-29,4631841720
2012-07-02,4684996500
2012-07-03,4711476915
2012-07-05,4689070410
2012-07-06,4640183490
2012-07-09,4605555255
2012-07-10,4511855325
2012-07-11,4542409650
2012-07-12,4520003145
2012-07-13,4627961760
2012-07-16,4597407435
2012-07-17,4617776985
2012-07-18,4621850895
2012-07-19,4623887850
2012-07-20,4548520515
2012-07-23,4471116225
2012-07-24,4426303215
2012-07-25,4471116225
2012-07-26,4314270690
2012-07-27,4627961760
2012-07-30,4638146535
2012-07-31,4564816155
2012-08-01,4458894495
2012-08-02,4399822800
2012-08-03,4560742245
2012-08-06,4564816155
2012-08-07,4674811725
2012-08-08,4678885635
2012-08-09,4676848680
2012-08-10,4693144320
2012-08-13,4695181275
2012-08-14,4784807295
2012-08-15,4792955115
2012-08-16,4805176845
2012-08-17,4805176845
2012-08-20,4768511655
2012-08-21,4801102935
2012-08-22,4794992070
2012-08-23,4723698645
2012-08-24,4742031240
2012-08-27,4695181275
2012-08-28,4731846465
2012-08-29,4739994285
2012-08-30,4768511655
2012-08-31,4780733385
2012-09-04,4866285495
2012-09-05,4849989855
2012-09-06,4982391930
2012-09-07,5025167985
2012-09-10,4994613660
2012-09-11,5059796220
2012-09-12,5078128815
2012-09-13,5204420025
2012-09-14,5241085215
2012-09-17,5202383070
2012-09-18,5184050475
2012-09-19,5127015735
2012-09-20,5114794005
2012-09-21,5106646185
2012-09-24,5076091860
2012-09-25,5010909300
2012-09-26,4972207155
2012-09-27,5000724525
2012-09-28,4976281065
2012-10-01,5015209140
2012-10-02,5037735600
2012-10-03,5011113420
2012-10-04,5056166340
2012-10-05,5119650000
2012-10-08,5097123540
2012-10-09,5047974900
2012-10-10,5031592020
2012-10-11,5076644940
2012-10-12,4988586960
2012-10-15,5084836380
2012-10-16,5125793580
2012-10-17,5240473740
2012-10-18,5213851560
2012-10-19,5125793580
2012-10-22,5076644940
2012-10-23,5068453500
2012-10-24,5035687740
2012-10-25,5215899420
2012-10-26,5226138720
2012-10-31,5207707980
2012-11-01,5310100980
2012-11-02,5244569460
2012-11-05,5328531720
2012-11-06,5437068300
2012-11-07,5183133660
2012-11-08,5115554280
2012-11-09,5131937160
2012-11-12,5185181520
2012-11-13,5174942220
2012-11-14,5019304860
2012-11-15,5031592020
2012-11-16,5043879180
2012-11-19,5127841440
2012-11-20,5125793580
2012-11-21,5121697860
2012-11-23,5174942220
2012-11-26,5150367900
2012-11-27,5105314980
2012-11-28,5111458560
2012-11-29,5170846500
2012-11-30,5154463620
2012-12-03,5129889300
2012-12-04,5093027820
2012-12-05,5093027820
2012-12-06,5027496300
2012-12-07,5039783460
2012-12-10,5013161280
2012-12-11,5025448440
2012-12-12,5045927040
2012-12-13,5052070620
2012-12-14,5113506420
2012-12-17,5265048060
2012-12-18,5381776080
2012-12-19,5361297480
2012-12-20,5392015380
2012-12-21,5359249620
2012-12-24,5297813820
2012-12-26,5244569460
2012-12-27,5219995140
2012-12-28,5195420820
2012-12-31,5310778095
2013-01-02,5509234575
2013-01-03,5490629280
2013-01-04,5637404385
2013-01-07,5651875170
2013-01-08,5645673405
2013-01-09,5709758310
2013-01-10,5695287525
2013-01-11,5736632625
2013-01-14,5736632625
2013-01-15,5755237920
2013-01-16,5722161840
2013-01-17,5790381255
2013-01-18,5825524590
2013-01-22,5827591845
2013-01-23,5773843215
2013-01-24,6026048325
2013-01-25,6104604015
2013-01-28,6139747350
2013-01-29,6230706570
2013-01-30,6207966765
2013-01-31,6150083625
2013-02-01,6243110100
2013-02-04,6174890685
2013-02-05,6226572060
2013-02-06,6236908335
2013-02-07,6265849905
2013-02-08,6245177355
2013-02-11,6245177355
2013-02-12,6257580885
2013-02-13,6282387945
2013-02-14,6284455200
2013-02-15,6257580885
2013-02-19,6371279910
2013-02-20,6255513630
2013-02-21,6145949115
2013-02-22,6191428725
2013-02-25,6050855385
2013-02-26,6040519110
2013-02-27,6096334995
2013-02-28,6046720875
2013-03-01,5980568715
2013-03-04,6019846560
2013-03-05,6168688920
2013-03-06,6228639315
2013-03-07,6344405595
2013-03-08,6433297560
2013-03-11,6472575405
2013-03-12,6437432070
2013-03-13,6509785995
2013-03-14,6553198350
2013-03-15,6590408940
2013-03-18,6530458545
2013-03-19,6534593055
2013-03-20,6631754040
2013-03-21,6338203830
2013-03-22,6336136575
2013-03-25,6282387945
2013-03-26,6340271085
2013-03-27,6298925985
2013-03-28,6352674615
2013-04-01,6307454325
2013-04-02,6236979975
2013-04-03,6087740175
2013-04-04,6154068975
2013-04-05,6098104050
2013-04-08,6122977350
2013-04-09,6207961125
2013-04-10,6406947525
2013-04-11,6357200925
2013-04-12,6357200925
2013-04-15,6079449075
2013-04-16,6232834425
2013-04-17,6127122900
2013-04-18,6017265825
2013-04-19,6098104050
2013-04-22,6087740175
2013-04-23,6176869500
2013-04-24,6168578400
2013-04-25,5646239100
2013-04-26,5571619200
2013-04-29,5561255325
2013-04-30,5722931775
2013-05-01,5567473650
2013-05-02,5751950625
2013-05-03,5865953250
2013-05-06,5830716075
2013-05-07,5847298275
2013-05-08,5932282050
2013-05-09,5884608225
2013-05-10,5907408750
2013-05-13,5868026025
2013-05-14,6062866875
2013-05-15,6168578400
2013-05-16,6315745425
2013-05-17,6311599875
2013-05-20,6317818200
2013-05-21,6241125525
2013-05-22,6114686250
2013-05-23,5909481525
2013-05-24,5839007175
2013-05-28,6021411375
2013-05-29,6029702475
2013-05-30,6154068975
2013-05-31,6075303525
2013-06-03,5955082575
2013-06-04,5874244350
2013-06-05,5764387275
2013-06-06,5892899325
2013-06-07,5963373675
2013-06-10,5909481525
2013-06-11,5809988325
2013-06-12,5727077325
2013-06-13,5880462675
2013-06-14,5870098800
2013-06-17,5975810325
2013-06-18,6013120275
2013-06-19,5988246975
2013-06-20,5872171575
2013-06-21,5884608225
2013-06-24,5762314500
2013-06-25,5876317125
2013-06-26,5876317125
2013-06-27,5971664775
2013-06-28,5938500375
2013-07-01,6012060975
2013-07-02,5985063810
2013-07-03,5962220055
2013-07-05,6103435995
2013-07-08,6078515535
2013-07-09,6157430325
2013-07-10,6144970095
2013-07-11,6149123505
2013-07-12,6178197375
2013-07-15,6190657605
2013-07-16,6122126340
2013-07-17,5987140515
2013-07-18,6076438830
2013-07-19,6014137680
2013-07-22,6090975765
2013-07-23,6109666110
2013-07-24,6066055305
2013-07-25,6061901895
2013-07-26,6074362125
2013-07-29,6045288255
2013-07-30,6055671780
2013-07-31,6101359290
2013-08-01,6240498525
2013-08-02,6232191705
2013-08-05,6194811015
2013-08-06,6111742815
2013-08-07,6107589405
2013-08-08,6093052470
2013-08-09,6101359290
2013-08-12,6049441665
2013-08-13,6101359290
2013-08-14,6053595075
2013-08-15,5916532545
2013-08-16,5908225725
2013-08-19,5839694460
2013-08-20,5904072315
2013-08-21,5825157525
2013-08-22,5802313770
2013-08-23,5787776835
2013-08-26,5806467180
2013-08-27,5744166030
2013-08-28,5750396145
2013-08-29,5812697295
2013-08-30,5791930245
2013-09-03,5775316605
2013-09-04,5839694460
2013-09-05,5864614920
2013-09-06,5872921740
2013-09-09,5941453005
2013-09-10,6020367795
2013-09-11,6043211550
2013-09-12,6016214385
2013-09-13,6009984270
2013-09-16,6061901895
2013-09-17,6103435995
2013-09-18,6149123505
2013-09-19,6090975765
2013-09-20,6016214385
2013-09-23,5906149020
2013-09-24,5870845035
2013-09-25,5872921740
2013-09-26,5866691625
2013-09-27,5808543885
2013-09-30,5795838630
2013-10-01,5827133655
2013-10-02,5668572195
2013-10-03,5620586490
2013-10-04,5708212560
2013-10-07,5637277170
2013-10-08,5568428115
2013-10-09,5660226855
2013-10-10,5827133655
2013-10-11,5873033025
2013-10-14,5898069045
2013-10-15,5852169675
2013-10-16,5977349775
2013-10-17,6060803175
2013-10-18,6108788880
2013-10-21,6085839195
2013-10-22,6090011865
2013-10-23,6044112495
2013-10-24,6221450970
2013-10-25,6377926095
2013-10-28,6457206825
2013-10-29,6530228550
2013-10-30,6386271435
2013-10-31,6348717405
2013-11-01,6348717405
2013-11-04,6302818035
2013-11-05,6329940390
2013-11-06,6373753425
2013-11-07,6240227985
2013-11-08,6434257140
2013-11-11,6425911800
2013-11-12,6388357770
2013-11-13,6509365200
2013-11-14,6496847190
2013-11-15,6526055880
2013-11-18,6503106195
2013-11-19,6453034155
2013-11-20,6536487555
2013-11-21,6703394355
2013-11-22,6711739695
2013-11-25,6765984405
2013-11-26,6699221685
2013-11-27,6695049015
2013-11-29,6701308019
2013-12-02,6736775715
2013-12-03,6684617340
2013-12-04,6717998700
2013-12-05,6755552730
2013-12-06,6791020424
2013-12-09,6818142780
2013-12-10,6834833460
