,LEG
2009-04-13,2291685000
2009-04-14,2201245000
2009-04-15,2325600000
2009-04-16,2348210000
2009-04-17,2422500000
2009-04-20,2317525000
2009-04-21,2382125000
2009-04-22,2441880000
2009-04-23,2343365000
2009-04-24,2409580000
2009-04-27,2306220000
2009-04-28,2294915000
2009-04-29,2333675000
2009-04-30,2319140000
2009-05-01,2343365000
2009-05-04,2437035000
2009-05-05,2416040000
2009-05-06,2451570000
2009-05-07,2437035000
2009-05-08,2537165000
2009-05-11,2440265000
2009-05-12,2386970000
2009-05-13,2351440000
2009-05-14,2362745000
2009-05-15,2372435000
2009-05-18,2466105000
2009-05-19,2409580000
2009-05-20,2396660000
2009-05-21,2311065000
2009-05-22,2298145000
2009-05-26,2432190000
2009-05-27,2335290000
2009-05-28,2311065000
2009-05-29,2370820000
2009-06-01,2482255000
2009-06-02,2524245000
2009-06-03,2496790000
2009-06-04,2495175000
2009-06-05,2538780000
2009-06-08,2625990000
2009-06-09,2645370000
2009-06-10,2621145000
2009-06-11,2543625000
2009-06-12,2503250000
2009-06-15,2451570000
2009-06-16,2380510000
2009-06-17,2401505000
2009-06-18,2372435000
2009-06-19,2388585000
2009-06-22,2346595000
2009-06-23,2311065000
2009-06-24,2351440000
2009-06-25,2428960000
2009-06-26,2404735000
2009-06-29,2493560000
2009-06-30,2432231000
2009-07-01,2393903000
2009-07-02,2325232000
2009-07-06,2307665000
2009-07-07,2243785000
2009-07-08,2250173000
2009-07-09,2274128000
2009-07-10,2278919000
2009-07-13,2336411000
2009-07-14,2368351000
2009-07-15,2467365000
2009-07-16,2516872000
2009-07-17,2518469000
2009-07-20,2572767000
2009-07-21,2539230000
2009-07-22,2545618000
2009-07-23,2635050000
2009-07-24,2583946000
2009-07-27,2633452999
2009-07-28,2673377999
2009-07-29,2692542000
2009-07-30,2730870000
2009-07-31,2770795000
2009-08-03,2815511000
2009-08-04,2836272000
2009-08-05,2829884000
2009-08-06,2809123000
2009-08-07,2863421000
2009-08-10,2837869000
2009-08-11,2812317000
2009-08-12,2885779000
2009-08-13,2847450999
2009-08-14,2778780000
2009-08-17,2772392000
2009-08-18,2845854000
2009-08-19,2911331000
2009-08-20,2933689000
2009-08-21,3015136000
2009-08-24,2986390000
2009-08-25,3016733000
2009-08-26,3016733000
2009-08-27,2983196000
2009-08-28,2960838000
2009-08-31,2914525000
2009-09-01,2914525000
2009-09-02,2941674000
2009-09-03,2896958000
2009-09-04,2952852999
2009-09-08,2957644000
2009-09-09,2997569000
2009-09-10,3032702999
2009-09-11,2976808000
2009-09-14,3003957000
2009-09-15,2960838000
2009-09-16,2997569000
2009-09-17,2965629000
2009-09-18,3123732000
2009-09-21,3146090000
2009-09-22,3187612000
2009-09-23,3139702000
2009-09-24,3029509000
2009-09-25,3003957000
2009-09-28,3091792000
2009-09-29,3120538000
2009-09-30,2960440000
2009-10-01,2807840000
2009-10-02,2789528000
2009-10-05,2813944000
2009-10-06,2850568000
2009-10-07,2833782000
2009-10-08,2868880000
2009-10-09,2882614000
2009-10-12,2908556000
2009-10-13,2960440000
2009-10-14,3024532000
2009-10-15,3048948000
2009-10-16,3010798000
2009-10-19,3047422000
2009-10-20,2952810000
2009-10-21,2939076000
2009-10-22,2961966000
2009-10-23,3177132000
2009-10-26,3167976000
2009-10-27,3142034000
2009-10-28,2971122000
2009-10-29,3013850000
2009-10-30,2949757999
2009-11-02,2940602000
2009-11-03,2965018000
2009-11-04,2943654000
2009-11-05,2984856000
2009-11-06,2966544000
2009-11-09,2986382000
2009-11-10,3023006000
2009-11-11,3026057999
2009-11-12,3003168000
2009-11-13,3029110000
2009-11-16,3070312000
2009-11-17,3070312000
2009-11-18,3062682000
2009-11-19,2994012000
2009-11-20,2980278000
2009-11-23,3006220000
2009-11-24,3018428000
2009-11-25,3052000000
2009-11-27,2986382000
2009-11-30,2969596000
2009-12-01,3048948000
2009-12-02,3058104000
2009-12-03,3012323999
2009-12-04,3056578000
2009-12-07,3045896000
2009-12-08,3026057999
2009-12-09,3047422000
2009-12-10,3024532000
2009-12-11,3090150000
2009-12-14,3067260000
2009-12-15,3021480000
2009-12-16,3076416000
2009-12-17,3053526000
2009-12-18,3047422000
2009-12-21,3070312000
2009-12-22,3123722000
2009-12-23,3116092000
2009-12-24,3120670000
2009-12-28,3125248000
2009-12-29,3148138000
2009-12-30,3137456000
2009-12-31,3113040000
2010-01-04,3129826000
2010-01-05,3096254000
2010-01-06,3132878000
2010-01-07,3233594000
2010-01-08,3232068000
2010-01-11,3218334000
2010-01-12,3116092000
2010-01-13,3155768000
2010-01-14,3160346000
2010-01-15,3203073999
2010-01-19,3229016000
2010-01-20,3204600000
2010-01-21,3106936000
2010-01-22,3055052000
2010-01-25,3087098000
2010-01-26,3077942000
2010-01-27,3059630000
2010-01-28,3023006000
2010-01-29,2786476000
2010-02-01,2881088000
2010-02-02,2946706000
2010-02-03,2922290000
2010-02-04,2847516000
2010-02-05,2815470000
2010-02-08,2801736000
2010-02-09,2847516000
2010-02-10,2824626000
2010-02-11,2861250000
2010-02-12,2865828000
2010-02-16,2958914000
2010-02-17,2972648000
2010-02-18,2989434000
2010-02-19,2961966000
2010-02-22,2969596000
2010-02-23,2929920000
2010-02-24,2949757999
2010-02-25,2876510000
2010-02-26,2891770000
2010-03-01,2949757999
2010-03-02,2978752000
2010-03-03,3038266000
2010-03-04,3093202000
2010-03-05,3145086000
2010-03-08,3174080000
2010-03-09,3210704000
2010-03-10,3288530000
2010-03-11,3244276000
2010-03-12,3248854000
2010-03-15,3225964000
2010-03-16,3262588000
2010-03-17,3285478000
2010-03-18,3312946000
2010-03-19,3276322000
2010-03-22,3287004000
2010-03-23,3312946000
2010-03-24,3282426000
2010-03-25,3297686000
2010-03-26,3297686000
2010-03-29,3285478000
2010-03-30,3323628000
2010-03-31,3278460000
2010-04-01,3286035000
2010-04-05,3292095000
2010-04-06,3298155000
2010-04-07,3261795000
2010-04-08,3284520000
2010-04-09,3317850000
2010-04-12,3307244999
2010-04-13,3308760000
2010-04-14,3354210000
2010-04-15,3372390000
2010-04-16,3343605000
2010-04-19,3351180000
2010-04-20,3429960000
2010-04-21,3505710000
2010-04-22,3605700000
2010-04-23,3629940000
2010-04-26,3651150000
2010-04-27,3602670000
2010-04-28,3695085000
2010-04-29,3752655000
2010-04-30,3716295000
2010-05-03,3790530000
2010-05-04,3692055000
2010-05-05,3611760000
2010-05-06,3479955000
2010-05-07,3366330000
2010-05-10,3613275000
2010-05-11,3657210000
2010-05-12,3731445000
2010-05-13,3682965000
2010-05-14,3648119999
2010-05-17,3663270000
2010-05-18,3610244999
2010-05-19,3575400000
2010-05-20,3414810000
2010-05-21,3454200000
2010-05-24,3401175000
2010-05-25,3411780000
2010-05-26,3404205000
2010-05-27,3564795000
2010-05-28,3526920000
2010-06-01,3484500000
2010-06-02,3555705000
2010-06-03,3557220000
2010-06-04,3389055000
2010-06-07,3278460000
2010-06-08,3322395000
2010-06-09,3336030000
2010-06-10,3476925000
2010-06-11,3445110000
2010-06-14,3454200000
2010-06-15,3528435000
2010-06-16,3498135000
2010-06-17,3420869999
2010-06-18,3410265000
2010-06-21,3410265000
2010-06-22,3329970000
2010-06-23,3289065000
2010-06-24,3202710000
2010-06-25,3251190000
2010-06-28,3242100000
2010-06-29,3095145000
2010-06-30,3023042000
2010-07-01,2959748000
2010-07-02,2940157000
2010-07-06,2913030999
2010-07-07,3054689000
2010-07-08,3077294000
2010-07-09,3110448000
2010-07-12,3078801000
2010-07-13,3151137000
2010-07-14,3128532000
2010-07-15,3113462000
2010-07-16,3014000000
2010-07-19,3042633000
2010-07-20,3080308000
2010-07-21,3095378000
2010-07-22,3212924000
2010-07-23,3220459000
2010-07-26,3328963000
2010-07-27,3226487000
2010-07-28,3134560000
2010-07-29,3130039000
2010-07-30,3140588000
2010-08-02,3196347000
2010-08-03,3146616000
2010-08-04,3200868000
2010-08-05,3185798000
2010-08-06,3175249000
2010-08-09,3229501000
2010-08-10,3146616000
2010-08-11,3036605000
2010-08-12,2998930000
2010-08-13,2965776000
2010-08-16,2965776000
2010-08-17,3024549000
2010-08-18,3044140000
2010-08-19,2968790000
2010-08-20,2950705999
2010-08-23,2938650000
2010-08-24,2873849000
2010-08-25,2925087000
2010-08-26,2864807000
2010-08-27,2935636000
2010-08-30,2879877000
2010-08-31,2888919000
2010-09-01,3027563000
2010-09-02,3101405999
2010-09-03,3170728000
2010-09-07,3137574000
2010-09-08,3158672000
2010-09-09,3193333000
2010-09-10,3223473000
2010-09-13,3226487000
2010-09-14,3221966000
2010-09-15,3259641000
2010-09-16,3235529000
2010-09-17,3255120000
2010-09-20,3359103000
2010-09-21,3368145000
2010-09-22,3307865000
2010-09-23,3303344000
2010-09-24,3435960000
2010-09-27,3417876000
2010-09-28,3473635000
2010-09-29,3457058000
2010-09-30,3416281917
2010-10-01,3455307985
2010-10-04,3456808987
2010-10-05,3558877164
2010-10-06,3545368141
2010-10-07,3542366136
2010-10-08,3564881175
2010-10-11,3576889195
2010-10-12,3578390198
2010-10-13,3614414260
2010-10-14,3570885185
2010-10-15,3572386188
2010-10-18,3575388193
2010-10-19,3518350094
2010-10-20,3434293948
2010-10-21,3450804977
2010-10-22,3153606462
2010-10-25,3045534275
2010-10-26,3068049314
2010-10-27,3069550317
2010-10-28,3056041293
2010-10-29,3059043298
2010-11-01,2999003194
2010-11-02,3054540291
2010-11-03,3057542296
2010-11-04,3089063350
2010-11-05,3077055330
2010-11-08,3060544301
2010-11-09,3039530265
2010-11-10,3060544301
2010-11-11,3062045304
2010-11-12,3020017231
2010-11-15,3024520239
2010-11-16,2976488155
2010-11-17,3002005200
2010-11-18,3027522244
2010-11-19,3053039288
2010-11-22,3059043298
2010-11-23,3038029262
2010-11-24,3104073376
2010-11-26,3081558337
2010-11-29,3084560343
2010-11-30,3107075382
2010-12-01,3186628519
2010-12-02,3228656592
2010-12-03,3273686670
2010-12-06,3272185668
2010-12-07,3291698701
2010-12-08,3302205720
2010-12-09,3321718753
2010-12-10,3329223766
2010-12-13,3356241813
2010-12-14,3378756852
2010-12-15,3368249834
2010-12-16,3429790941
2010-12-17,3486829039
2010-12-20,3453806982
2010-12-21,3456808987
2010-12-22,3467316006
2010-12-23,3447802972
2010-12-27,3474821019
2010-12-28,3462812998
2010-12-29,3464314000
2010-12-30,3444800967
2010-12-31,3473176000
2011-01-03,3531164000
2011-01-04,3514378000
2011-01-05,3532690000
2011-01-06,3512852000
2011-01-07,3491488000
2011-01-10,3477754000
2011-01-11,3491488000
2011-01-12,3512852000
2011-01-13,3500644000
2011-01-14,3502170000
2011-01-18,3493014000
2011-01-19,3468598000
2011-01-20,3450286000
2011-01-21,3416714000
2011-01-24,3442656000
2011-01-25,3460968000
2011-01-26,3506748000
2011-01-27,3544898000
2011-01-28,3451812000
2011-01-31,3438078000
2011-02-01,3503696000
2011-02-02,3488436000
2011-02-03,3456390000
2011-02-04,3442656000
2011-02-07,3470123999
2011-02-08,3508273999
2011-02-09,3488436000
2011-02-10,3512852000
2011-02-11,3605938000
2011-02-14,3555580000
2011-02-15,3512852000
2011-02-16,3584573999
2011-02-17,3586100000
2011-02-18,3604412000
2011-02-22,3511326000
2011-02-23,3413662000
2011-02-24,3424344000
2011-02-25,3499118000
2011-02-28,3518956000
2011-03-01,3473176000
2011-03-02,3551002000
2011-03-03,3639510000
2011-03-04,3619672000
2011-03-07,3554054000
2011-03-08,3631880000
2011-03-09,3650192000
2011-03-10,3572366000
2011-03-11,3543372000
2011-03-14,3511326000
2011-03-15,3503696000
2011-03-16,3451812000
2011-03-17,3442656000
2011-03-18,3486910000
2011-03-21,3576944000
2011-03-22,3552528000
2011-03-23,3569314000
2011-03-24,3615094000
2011-03-25,3624250000
2011-03-28,3610516000
2011-03-29,3659348000
2011-03-30,3752434000
2011-03-31,3567200000
2011-04-01,3519152000
2011-04-04,3524976000
2011-04-05,3446352000
2011-04-06,3436160000
2011-04-07,3446352000
2011-04-08,3377920000
2011-04-11,3376464000
2011-04-12,3319680000
2011-04-13,3308032000
2011-04-14,3329872000
2011-04-15,3358992000
2011-04-18,3331328000
2011-04-19,3344432000
2011-04-20,3409952000
2011-04-21,3440528000
2011-04-25,3447808000
2011-04-26,3510416000
2011-04-27,3520608000
2011-04-28,3573024000
2011-04-29,3827824000
2011-05-02,3810352000
2011-05-03,3807440000
2011-05-04,3794336000
2011-05-05,3763760000
2011-05-06,3803072000
2011-05-09,3807440000
2011-05-10,3839472000
2011-05-11,3776864000
2011-05-12,3803072000
2011-05-13,3781232000
2011-05-16,3792880000
2011-05-17,3800160000
2011-05-18,3814720000
2011-05-19,3836560000
2011-05-20,3755024000
2011-05-23,3709888000
2011-05-24,3701152000
2011-05-25,3698240000
2011-05-26,3721536000
2011-05-27,3725904000
2011-05-31,3760847999
2011-06-01,3658928000
2011-06-02,3625440000
2011-06-03,3533712000
2011-06-06,3484208000
2011-06-07,3466736000
2011-06-08,3465280000
2011-06-09,3492944000
2011-06-10,3389568000
2011-06-13,3369184000
2011-06-14,3441984000
2011-06-15,3376464000
2011-06-16,3379376000
2011-06-17,3415776000
2011-06-20,3441984000
2011-06-21,3452176000
2011-06-22,3388112000
2011-06-23,3385200000
2011-06-24,3331328000
2011-06-27,3367728000
2011-06-28,3409952000
2011-06-29,3491488000
2011-06-30,3505844000
2011-07-01,3580620000
2011-07-05,3560488000
2011-07-06,3550422000
2011-07-07,3566240000
2011-07-08,3484274000
2011-07-11,3428192000
2011-07-12,3397994000
2011-07-13,3393680000
2011-07-14,3347664000
2011-07-15,3343350000
2011-07-18,3294458000
2011-07-19,3386490000
2011-07-20,3364920000
2011-07-21,3405184000
2011-07-22,3379300000
2011-07-25,3382176000
2011-07-26,3330408000
2011-07-27,3249880000
2011-07-28,3177980000
2011-07-29,3120460000
2011-08-01,3032742000
2011-08-02,2913388000
2011-08-03,2959403999
2011-08-04,2775340000
2011-08-05,2775340000
2011-08-08,2569706000
2011-08-09,2749456000
2011-08-10,2696250000
2011-08-11,2867372000
2011-08-12,2890380000
2011-08-15,2979536000
2011-08-16,2922016000
2011-08-17,2884628000
2011-08-18,2759522000
2011-08-19,2779653999
2011-08-22,2743703999
2011-08-23,2858744000
2011-08-24,2970908000
2011-08-25,2922016000
2011-08-26,2980974000
2011-08-29,3111832000
2011-08-30,3133402000
2011-08-31,3190922000
2011-09-01,3179418000
2011-09-02,3090262000
2011-09-06,3045684000
2011-09-07,3173666000
2011-09-08,3090262000
2011-09-09,2999668000
2011-09-12,2970908000
2011-09-13,2972346000
2011-09-14,3055750000
2011-09-15,3080196000
2011-09-16,3100328000
2011-09-19,3071568000
2011-09-20,3045684000
2011-09-21,2922016000
2011-09-22,2812728000
2011-09-23,2831422000
2011-09-26,2933520000
2011-09-27,3011172000
2011-09-28,2903322000
2011-09-29,2959403999
2011-09-30,2829970000
2011-10-03,2661230000
2011-10-04,2821390000
2011-10-05,2928640000
2011-10-06,3027310000
2011-10-07,2952950000
2011-10-10,3074500000
2011-10-11,3128840000
2011-10-12,3105960000
2011-10-13,3094520000
2011-10-14,3150290000
2011-10-17,3084510000
2011-10-18,3160300000
2011-10-19,3158870000
2011-10-20,3198910000
2011-10-21,3294720000
2011-10-24,3396250000
2011-10-25,3353350000
2011-10-26,3420560000
2011-10-27,3370510000
2011-10-28,3203200000
2011-10-31,3131700000
2011-11-01,3003000000
2011-11-02,3088800000
2011-11-03,3124550000
2011-11-04,3124550000
2011-11-07,3141710000
2011-11-08,3196050000
2011-11-09,3081650000
2011-11-10,3161730000
2011-11-11,3238950000
2011-11-14,3226080000
2011-11-15,3238950000
2011-11-16,3187470000
2011-11-17,3135990000
2011-11-18,3127410000
2011-11-21,3014439999
2011-11-22,3028740000
2011-11-23,2944370000
2011-11-25,2928640000
2011-11-28,3021590000
2011-11-29,3057340000
2011-11-30,3200340000
2011-12-01,3211780000
2011-12-02,3204630000
2011-12-05,3270410000
2011-12-06,3267550000
2011-12-07,3316170000
2011-12-08,3234660000
2011-12-09,3303300000
2011-12-12,3291860000
2011-12-13,3144570000
2011-12-14,3060200000
2011-12-15,3067350000
2011-12-16,3113110000
2011-12-19,3127410000
2011-12-20,3237520000
2011-12-21,3289000000
2011-12-22,3340480000
2011-12-23,3384810000
2011-12-27,3394820000
2011-12-28,3353350000
2011-12-29,3404830000
2011-12-30,3294720000
2012-01-03,3322904000
2012-01-04,3351624000
2012-01-05,3321468000
2012-01-06,3268336000
2012-01-09,3232436000
2012-01-10,3218076000
2012-01-11,3220948000
2012-01-12,3251104000
2012-01-13,3229564000
2012-01-17,3268336000
2012-01-18,3353060000
2012-01-19,3388960000
2012-01-20,3328648000
2012-01-23,3295620000
2012-01-24,3345880000
2012-01-25,3350187999
2012-01-26,3297056000
2012-01-27,3255412000
2012-01-30,3164944000
2012-01-31,3081656000
2012-02-01,3162072000
2012-02-02,3226692000
2012-02-03,3334392000
2012-02-06,3358804000
2012-02-07,3159200000
2012-02-08,3152020000
2012-02-09,3126172000
2012-02-10,3067296000
2012-02-13,3091708000
2012-02-14,3083092000
2012-02-15,3085964000
2012-02-16,3126172000
2012-02-17,3152020000
2012-02-21,3131916000
2012-02-22,3144840000
2012-02-23,3200844000
2012-02-24,3243924000
2012-02-27,3258284000
2012-02-28,3253976000
2012-02-29,3249668000
2012-03-01,3212332000
2012-03-02,3154892000
2012-03-05,3256848000
2012-03-06,3176432000
2012-03-07,3160636000
2012-03-08,3196536000
2012-03-09,3219512000
2012-03-12,3275516000
2012-03-13,3314287999
2012-03-14,3287004000
2012-03-15,3335828000
2012-03-16,3340136000
2012-03-19,3314287999
2012-03-20,3281260000
2012-03-21,3282696000
2012-03-22,3246796000
2012-03-23,3216640000
2012-03-26,3271208000
2012-03-27,3288440000
2012-03-28,3291312000
2012-03-29,3294184000
2012-03-30,3304236000
2012-04-02,3340238000
2012-04-03,3341679000
2012-04-04,3322946000
2012-04-05,3341679000
2012-04-09,3279716000
2012-04-10,3134175000
2012-04-11,3173082000
2012-04-12,3233604000
2012-04-13,3216312000
2012-04-16,3230722000
2012-04-17,3309977000
2012-04-18,3334474000
2012-04-19,3297008000
2012-04-20,3324387000
2012-04-23,3327269000
2012-04-24,3366176000
2012-04-25,3400760000
2012-04-26,3410847000
2012-04-27,3168759000
2012-04-30,3137057000
2012-05-01,3173082000
2012-05-02,3164436000
2012-05-03,3137057000
2012-05-04,3096709000
2012-05-07,3076535000
2012-05-08,3057802000
2012-05-09,2987193000
2012-05-10,2998721000
2012-05-11,3001602999
2012-05-14,2958373000
2012-05-15,2938199000
2012-05-16,2941081000
2012-05-17,2892087000
2012-05-18,2866149000
2012-05-21,2918025000
2012-05-22,2939640000
2012-05-23,2974224000
2012-05-24,2994398000
2012-05-25,2985752000
2012-05-29,3027541000
2012-05-30,2994398000
2012-05-31,2995839000
2012-06-01,2925230000
2012-06-04,2850298000
2012-06-05,2903615000
2012-06-06,2935317000
2012-06-07,2933876000
2012-06-08,3003044000
2012-06-11,2951168000
2012-06-12,3008808000
2012-06-13,2907938000
2012-06-14,2925230000
2012-06-15,2961255000
2012-06-18,2977106000
2012-06-19,2995839000
2012-06-20,2952609000
2012-06-21,2870472000
2012-06-22,2864708000
2012-06-25,2808509000
2012-06-26,2853180000
2012-06-27,2899292000
2012-06-28,2935317000
2012-06-29,3044833000
2012-07-02,3038176000
2012-07-03,3071388000
2012-07-05,3069944000
2012-07-06,3038176000
2012-07-09,3023736000
2012-07-10,3012184000
2012-07-11,3010740000
2012-07-12,3022292000
2012-07-13,3084384000
2012-07-16,3058392000
2012-07-17,3091604000
2012-07-18,3114708000
2012-07-19,3172468000
2012-07-20,3119040000
2012-07-23,3104600000
2012-07-24,3100268000
2012-07-25,3155140000
2012-07-26,3247556000
2012-07-27,3267772000
2012-07-30,3316868000
2012-07-31,3347192000
2012-08-01,3348636000
2012-08-02,3316868000
2012-08-03,3332751999
2012-08-06,3287988000
2012-08-07,3322644000
2012-08-08,3360188000
2012-08-09,3347192000
2012-08-10,3338528000
2012-08-13,3350080000
2012-08-14,3352968000
2012-08-15,3351524000
2012-08-16,3412172000
2012-08-17,3446828000
2012-08-20,3406396000
2012-08-21,3403508000
2012-08-22,3403508000
2012-08-23,3402064000
2012-08-24,3449716000
2012-08-27,3430944000
2012-08-28,3422280000
2012-08-29,3426612000
2012-08-30,3426612000
2012-08-31,3428056000
2012-09-04,3464156000
2012-09-05,3451160000
2012-09-06,3484372000
2012-09-07,3498812000
2012-09-10,3508920000
2012-09-11,3549351999
2012-09-12,3521916000
2012-09-13,3575344000
2012-09-14,3610000000
2012-09-17,3598448000
2012-09-18,3573900000
2012-09-19,3634548000
2012-09-20,3594116000
2012-09-21,3624440000
2012-09-24,3588340000
2012-09-25,3582564000
2012-09-26,3508920000
2012-09-27,3576788000
2012-09-28,3617220000
2012-10-01,3601382000
2012-10-02,3547695000
2012-10-03,3611539000
2012-10-04,3602832999
2012-10-05,3640559000
2012-10-08,3646363000
2012-10-09,3628951000
2012-10-10,3608637000
2012-10-11,3599931000
2012-10-12,3585421000
2012-10-15,3652167000
2012-10-16,3698599000
2012-10-17,3759541000
2012-10-18,3790012000
2012-10-19,3752286000
2012-10-22,3742129000
2012-10-23,3711657999
2012-10-24,3688442000
2012-10-25,3669579000
2012-10-26,3685540000
2012-10-31,3849503000
2012-11-01,3981544000
2012-11-02,3945269000
2012-11-05,3952524000
2012-11-06,3977191000
2012-11-07,3919151000
2012-11-08,3894484000
2012-11-09,3877072000
2012-11-12,3849503000
2012-11-13,3821934000
2012-11-14,3791463000
2012-11-15,3794365000
2012-11-16,3853856000
2012-11-19,3907543000
2012-11-20,3916249000
2012-11-21,3914798000
2012-11-23,3980093000
2012-11-26,3945269000
2012-11-27,3943818000
2012-11-28,3959779000
2012-11-29,3940916000
2012-11-30,4041035000
2012-12-03,3980093000
2012-12-04,4041035000
2012-12-05,3942367000
2012-12-06,3917700000
2012-12-07,3897386000
2012-12-10,3875621000
2012-12-11,3848052000
2012-12-12,3850954000
2012-12-13,3855307000
2012-12-14,3824836000
2012-12-17,3874170000
2012-12-18,3965582999
2012-12-19,3962681000
2012-12-20,3988799000
2012-12-21,3893032999
2012-12-24,3875621000
2012-12-26,3871268000
2012-12-27,3878523000
2012-12-28,3836444000
2012-12-31,3971398000
2013-01-02,4048725000
2013-01-03,4069151000
2013-01-04,4088118000
2013-01-07,3997660000
2013-01-08,4009332000
2013-01-09,4021004000
2013-01-10,4067692000
2013-01-11,4085200000
2013-01-14,4092495000
2013-01-15,4112921000
2013-01-16,4099790000
2013-01-17,4172740000
2013-01-18,4165445000
2013-01-22,4209215000
2013-01-23,4266116000
2013-01-24,4292378000
2013-01-25,4314263000
2013-01-28,4308427000
2013-01-29,4334689000
2013-01-30,4333230000
2013-01-31,4295296000
2013-02-01,4314263000
2013-02-04,4236936000
2013-02-05,4318640000
2013-02-06,4292378000
2013-02-07,4340525000
2013-02-08,4339066000
2013-02-11,4315722000
2013-02-12,4362410000
2013-02-13,4412016000
2013-02-14,4464540000
2013-02-15,4479130000
2013-02-19,4471835000
2013-02-20,4365328000
2013-02-21,4327394000
2013-02-22,4344902000
2013-02-25,4258821000
2013-02-26,4324476000
2013-02-27,4438278000
2013-02-28,4461622000
2013-03-01,4474753000
2013-03-04,4505392000
2013-03-05,4590014000
2013-03-06,4591473000
2013-03-07,4611899000
2013-03-08,4652751000
2013-03-11,4714029000
2013-03-12,4744668000
2013-03-13,4715488000
2013-03-14,4738832000
2013-03-15,4700898000
2013-03-18,4718406000
2013-03-19,4743209000
2013-03-20,4827831000
2013-03-21,4760717000
2013-03-22,4791356000
2013-03-25,4786979000
2013-03-26,4839503000
2013-03-27,4862847000
2013-03-28,4928502000
2013-04-01,4882842000
2013-04-02,4888674000
2013-04-03,4739958000
2013-04-04,4757454000
2013-04-05,4757454000
2013-04-08,4842018000
2013-04-09,4795362000
2013-04-10,4865346000
2013-04-11,4926582000
2013-04-12,4926582000
2013-04-15,4745790000
2013-04-16,4843476000
2013-04-17,4735584000
2013-04-18,4655394000
2013-04-19,4735584000
2013-04-22,4786614000
2013-04-23,4869720000
2013-04-24,4866804000
2013-04-25,4906170000
2013-04-26,4750164000
2013-04-29,4713714000
2013-04-30,4700592000
2013-05-01,4602906000
2013-05-02,4680180000
2013-05-03,4788072000
2013-05-06,4754538000
2013-05-07,4821606000
2013-05-08,4849308000
2013-05-09,4833270000
2013-05-10,4881384000
2013-05-13,4901796000
2013-05-14,4946994000
2013-05-15,4974696000
2013-05-16,4917834000
2013-05-17,4984902000
2013-05-20,4938246000
2013-05-21,4928040000
2013-05-22,4837644000
2013-05-23,4860972000
2013-05-24,4811400000
2013-05-28,4846392000
2013-05-29,4718088000
2013-05-30,4722462000
2013-05-31,4665600000
2013-06-03,4621860000
2013-06-04,4575204000
2013-06-05,4511052000
2013-06-06,4594158000
2013-06-07,4645188000
2013-06-10,4646646000
2013-06-11,4646646000
2013-06-12,4602906000
2013-06-13,4707882000
2013-06-14,4706424000
2013-06-17,4744332000
2013-06-18,4779324000
2013-06-19,4681638000
2013-06-20,4497930000
2013-06-21,4458564000
2013-06-24,4387122000
2013-06-25,4443984000
2013-06-26,4490640000
2013-06-27,4547502000
2013-06-28,4532922000
2013-07-01,4529574000
2013-07-02,4475961000
2013-07-03,4491900000
2013-07-05,4531023000
2013-07-08,4489002000
2013-07-09,4591881000
2013-07-10,4603473000
2013-07-11,4686066000
2013-07-12,4675923000
2013-07-15,4664331000
2013-07-16,4606371000
2013-07-17,4638249000
2013-07-18,4626657000
2013-07-19,4628106000
2013-07-22,4603473000
2013-07-23,4631004000
2013-07-24,4568697000
2013-07-25,4594779000
2013-07-26,4449879000
2013-07-29,4457124000
2013-07-30,4504941000
2013-07-31,4551309000
2013-08-01,4615065000
2013-08-02,4625208000
2013-08-05,4596228000
2013-08-06,4522329000
2013-08-07,4460022000
2013-08-08,4490451000
2013-08-09,4478859000
2013-08-12,4487553000
2013-08-13,4460022000
2013-08-14,4393368000
2013-08-15,4326714000
2013-08-16,4384674000
2013-08-19,4319469000
2013-08-20,4326714000
2013-08-21,4254264000
2013-08-22,4274550000
2013-08-23,4299183000
2013-08-26,4299183000
2013-08-27,4212243000
2013-08-28,4206447000
2013-08-29,4225284000
2013-08-30,4190508000
2013-09-03,4181814000
2013-09-04,4225284000
2013-09-05,4233978000
2013-09-06,4258611000
2013-09-09,4380327000
2013-09-10,4384674000
2013-09-11,4429593000
2013-09-12,4438287000
2013-09-13,4441185000
2013-09-16,4468716000
2013-09-17,4462920000
2013-09-18,4526676000
2013-09-19,4467267000
2013-09-20,4426695000
2013-09-23,4391919000
2013-09-24,4429593000
2013-09-25,4435389000
2013-09-26,4446981000
2013-09-27,4399164000
2013-09-30,4341600000
2013-10-01,4384800000
2013-10-02,4350240000
2013-10-03,4259519999
2013-10-04,4262400000
2013-10-07,4188960000
2013-10-08,4124160000
2013-10-09,4180320000
2013-10-10,4255200000
2013-10-11,4276800000
2013-10-14,4272480000
2013-10-15,4201920000
2013-10-16,4219200000
2013-10-17,4226400000
2013-10-18,4219200000
2013-10-21,4229280000
2013-10-22,4272480000
2013-10-23,4272480000
2013-10-24,4296960000
2013-10-25,4370400000
2013-10-28,4301280000
2013-10-29,4370400000
2013-10-30,4324320000
2013-10-31,4282560000
2013-11-01,4248000000
2013-11-04,4284000000
2013-11-05,4260960000
2013-11-06,4262400000
2013-11-07,4191840000
2013-11-08,4230720000
2013-11-11,4232160000
2013-11-12,4233600000
2013-11-13,4246560000
2013-11-14,4246560000
2013-11-15,4294080000
2013-11-18,4294080000
2013-11-19,4288320000
2013-11-20,4265280000
2013-11-21,4309920000
2013-11-22,4330080000
2013-11-25,4327200000
