,AIV
2014-08-27,4807026000
2014-08-28,4816917000
2014-08-29,4842351000
2014-09-02,4877676000
2014-09-03,4907349000
2014-09-04,4877676000
2014-09-05,4921479000
2014-09-08,4896045000
2014-09-09,4879089000
2014-09-10,4790070000
2014-09-11,4788657000
2014-09-12,4653009000
2014-09-15,4620510000
2014-09-16,4684095000
2014-09-17,4665726000
2014-09-18,4595076000
2014-09-19,4621923000
2014-09-22,4585185000
2014-09-23,4547034000
2014-09-24,4513122000
2014-09-25,4497579000
2014-09-26,4518774000
2014-09-29,4521600000
2014-09-30,4512076000
2014-10-01,4523420000
2014-10-02,4524838000
2014-10-03,4568796000
2014-10-06,4597156000
2014-10-07,4558870000
2014-10-08,4672310000
2014-10-09,4648204000
2014-10-10,4643950000
2014-10-13,4741792000
2014-10-14,4865158000
2014-10-15,4829708000
2014-10-16,4787168000
2014-10-17,4751718000
2014-10-20,4825454000
2014-10-21,4879337999
2014-10-22,4856650000
2014-10-23,4904862000
2014-10-24,4876502000
2014-10-27,4890682000
2014-10-28,4872248000
2014-10-29,4859486000
2014-10-30,4890682000
2014-10-31,5075022000
2014-11-03,5164356000
2014-11-04,5141668000
2014-11-05,5150176000
2014-11-06,5094874000
2014-11-07,5099128000
2014-11-10,5212568000
2014-11-11,5178536000
2014-11-12,5120398000
2014-11-13,5206896000
2014-11-14,5134578000
2014-11-17,5196970000
2014-11-18,5242346000
2014-11-19,5179954000
2014-11-20,5199806000
2014-11-21,5253690000
2014-11-24,5239510000
2014-11-25,5243764000
2014-11-26,5297648000
2014-11-28,5282050000
2014-12-01,5257944000
2014-12-02,5274960000
2014-12-03,5238092000
2014-12-04,5260780000
2014-12-05,5229584000
2014-12-08,5301902000
2014-12-09,5324590000
2014-12-10,5259362000
2014-12-11,5248018000
2014-12-12,5177118000
2014-12-15,5096292000
2014-12-16,5056587999
2014-12-17,5121816000
2014-12-18,5218240000
2014-12-19,5318918000
2014-12-22,5433776000
2014-12-23,5406834000
2014-12-24,5360040000
2014-12-26,5391236000
2014-12-29,5408252000
2014-12-30,5381310000
2014-12-31,5267870000
2015-01-02,5372802000
2015-01-05,5419596000
2015-01-06,5463554000
2015-01-07,5518856000
2015-01-08,5578412000
2015-01-09,5608190000
2015-01-12,5715958000
2015-01-13,5510348000
2015-01-14,5588337999
2015-01-15,5594010000
2015-01-16,5704614000
2015-01-20,5623787999
2015-01-21,5656402000
2015-01-22,5742900000
2015-01-23,5749990000
2015-01-26,5799620000
2015-01-27,5825144000
2015-01-28,5799620000
2015-01-29,5784022000
2015-01-30,5652148000
2015-02-02,5653566000
2015-02-03,5680508000
2015-02-04,5689016000
2015-02-05,5747154000
2015-02-06,5537290000
2015-02-09,5456464000
2015-02-10,5435194000
2015-02-11,5391236000
2015-02-12,5537290000
2015-02-13,5466390000
2015-02-17,5432358000
2015-02-18,5500422000
2015-02-19,5351532000
2015-02-20,5422432000
2015-02-23,5511766000
2015-02-24,5345860000
2015-02-25,5313246000
2015-02-26,5260780000
2015-02-27,5343024000
2015-03-02,5379892000
2015-03-03,5344442000
2015-03-04,5303320000
2015-03-05,5352950000
2015-03-06,5226748000
2015-03-09,5250854000
2015-03-10,5335934000
2015-03-11,5389818000
2015-03-12,5459300000
2015-03-13,5442284000
2015-03-16,5552887999
2015-03-17,5531618000
2015-03-18,5677672000
2015-03-19,5679090000
2015-03-20,5840742000
2015-03-23,5792530000
2015-03-24,5718794000
2015-03-25,5594010000
2015-03-26,5569904000
2015-03-27,5584084000
2015-03-30,5653566000
2015-03-31,4783578948
2015-04-01,4732534660
2015-04-02,4734965341
2015-04-06,4772640886
2015-04-07,4713089218
2015-04-08,4722811939
2015-04-09,4602493261
2015-04-10,4597631900
2015-04-13,4586693839
2015-04-14,4624369384
2015-04-15,4541726252
2015-04-16,4575755777
2015-04-17,4552664314
2015-04-20,4569679076
2015-04-21,4609785302
2015-04-22,4694859115
2015-04-23,4696074455
2015-04-24,4700935816
2015-04-27,4766564185
2015-04-28,4736180681
2015-04-29,4657183569
2015-04-30,4585478499
2015-05-01,4651106868
2015-05-04,4697289795
2015-05-05,4549018293
2015-05-06,4593985880
2015-05-07,4666906291
2015-05-08,4751980103
2015-05-11,4630446085
2015-05-12,4631661425
2015-05-13,4530788191
2015-05-14,4606139282
2015-05-15,4663260270
2015-05-18,4595201220
2015-05-19,4604923942
2015-05-20,4613431323
2015-05-21,4591555200
2015-05-22,4613431323
2015-05-26,4572109757
2015-05-27,4637738126
2015-05-28,4647460848
2015-05-29,4609785302
2015-06-01,4692428434
2015-06-02,4625584725
2015-06-03,4524711490
2015-06-04,4521065469
2015-06-05,4506481387
2015-06-08,4499189346
2015-06-09,4472451862
2015-06-10,4489466624
2015-06-11,4557525675
2015-06-12,4518634789
2015-06-15,4487035944
2015-06-16,4567248396
2015-06-17,4604923942
2015-06-18,4675413672
2015-06-19,4636522786
2015-06-22,4624369384
2015-06-23,4542941592
2015-06-24,4518634789
2015-06-25,4512558088
2015-06-26,4533218871
2015-06-29,4488251284
2015-06-30,4488251284
2015-07-01,4593985880
2015-07-02,4621938704
2015-07-06,4658398909
2015-07-07,4749549423
2015-07-08,4697289795
2015-07-09,4694859115
2015-07-10,4711873877
2015-07-13,4698505135
2015-07-14,4728888640
2015-07-15,4749549423
2015-07-16,4789655649
2015-07-17,4794517010
2015-07-20,4823685174
2015-07-21,4839484596
2015-07-22,4860145379
2015-07-23,4835838576
2015-07-24,4862576060
2015-07-27,4860145379
2015-07-28,4850422658
2015-07-29,4816393133
2015-07-30,4790870989
2015-07-31,4749549423
2015-08-03,4792086329
2015-08-04,4784794288
2015-08-05,4741042042
2015-08-06,4756841464
2015-08-07,4779932927
2015-08-10,4766564185
2015-08-11,4852853338
2015-08-12,4858930039
2015-08-13,4813962452
2015-08-14,4841915277
2015-08-17,4879590822
2015-08-18,4902682286
2015-08-19,4858930039
2015-08-20,4793301669
2015-08-21,4679059693
2015-08-24,4425053595
2015-08-25,4319318999
2015-08-26,4429914956
2015-08-27,4516204108
2015-08-28,4547802953
2015-08-31,4378870668
2015-09-01,4305950257
2015-09-02,4339979782
2015-09-03,4332687741
2015-09-04,4235460527
2015-09-08,4277997433
2015-09-09,4252475289
2015-09-10,4282858794
2015-09-11,4392239410
2015-09-14,4375224648
2015-09-15,4356994545
2015-09-16,4384947369
2015-09-17,4425053595
2015-09-18,4406823492
2015-09-21,4444499038
2015-09-22,4412900193
2015-09-23,4446929718
2015-09-24,4397100771
2015-09-25,4437206997
2015-09-28,4360640565
2015-09-29,4454221759
2015-09-30,4499189346
2015-10-01,4562387035
2015-10-02,4604923942
2015-10-05,4658398909
2015-10-06,4628015405
2015-10-07,4698505135
2015-10-08,4739826702
2015-10-09,4772640886
2015-10-12,4801809051
2015-10-13,4761702825
2015-10-14,4702151156
2015-10-15,4788440309
2015-10-16,4810316432
2015-10-19,4900251605
2015-10-20,4923343069
2015-10-21,4885667523
2015-10-22,4889313544
2015-10-23,4860145379
2015-10-26,4858930039
2015-10-27,4889313544
2015-10-28,4838269256
2015-10-29,4856499359
2015-10-30,4762918165
2015-11-02,4862576060
2015-11-03,4821254494
2015-11-04,4649891528
2015-11-05,4651106868
2015-11-06,4507696727
2015-11-09,4401962131
2015-11-10,4432345636
2015-11-11,4477313223
2015-11-12,4443283698
2015-11-13,4417761554
2015-11-16,4439637677
2015-11-17,4462729140
2015-11-18,4474882542
2015-11-19,4494327985
2015-11-20,4564817716
2015-11-23,4576971117
2015-11-24,4541726252
2015-11-25,4600062581
2015-11-27,4669336971
2015-11-30,4631661425
2015-12-01,4711873877
2015-12-02,4631661425
2015-12-03,4556310334
2015-12-04,4707012517
2015-12-07,4664475610
2015-12-08,4672982992
2015-12-09,4651106868
2015-12-10,4572109757
2015-12-11,4572109757
2015-12-14,4600062581
2015-12-15,4677844352
2015-12-16,4834623236
2015-12-17,4804239731
2015-12-18,4787224969
2015-12-21,4803024391
2015-12-22,4803024391
2015-12-23,4824900514
2015-12-24,4815177793
2015-12-28,4839484596
2015-12-29,4905112966
2015-12-30,4905112966
2015-12-31,6060542000
2016-01-04,6003010000
2016-01-05,6155923999
2016-01-06,6086280000
2016-01-07,6051458000
2016-01-08,5936394000
2016-01-11,5974244000
2016-01-12,5931852000
2016-01-13,5819816000
2016-01-14,5724434000
2016-01-15,5724434000
2016-01-19,5789536000
2016-01-20,5595744000
2016-01-21,5594230000
2016-01-22,5716864000
2016-01-25,5703238000
2016-01-26,5863722000
2016-01-27,5789536000
2016-01-28,5769854000
2016-01-29,5927310000
2016-02-01,5996954000
2016-02-02,5925796000
2016-02-03,5998468000
2016-02-04,6007552000
2016-02-05,5603314000
2016-02-08,5389840000
2016-02-09,5367130000
2016-02-10,5498848000
2016-02-11,5415578000
2016-02-12,5457970000
2016-02-16,5544268000
2016-02-17,5488250000
2016-02-18,5503390000
2016-02-19,5477652000
2016-02-22,5520044000
2016-02-23,5476138000
2016-02-24,5456456000
2016-02-25,5544268000
2016-02-26,5521558000
2016-02-29,5542754000
2016-03-01,5733518000
2016-03-02,5801648000
2016-03-03,5841012000
2016-03-04,5834956000
2016-03-07,5842526000
2016-03-08,5800134000
2016-03-09,5827386000
2016-03-10,5824358000
2016-03-11,5945478000
2016-03-14,5925796000
2016-03-15,5945478000
2016-03-16,6004523999
2016-03-17,6136242000
2016-03-18,6095364000
2016-03-21,6095364000
2016-03-22,6125644000
2016-03-23,6108990000
2016-03-24,6112018000
2016-03-28,6154410000
2016-03-29,6272502000
2016-03-30,6308838000
2016-03-31,6360822000
2016-04-01,6392763000
2016-04-04,6407973000
2016-04-05,6348654000
2016-04-06,6391242000
2016-04-07,6368427000
2016-04-08,6417099000
2016-04-11,6286293000
2016-04-12,6327360000
2016-04-13,6178302000
2016-04-14,6023160000
2016-04-15,6157008000
2016-04-18,6216327000
2016-04-19,6220890000
2016-04-20,6090084000
2016-04-21,6018597000
2016-04-22,6105294000
2016-04-25,6190470000
2016-04-26,6175260000
2016-04-27,6118983000
2016-04-28,6093126000
2016-04-29,6093126000
2016-05-02,6252831000
2016-05-03,6319755000
2016-05-04,6414057000
2016-05-05,6435351000
2016-05-06,6512922000
2016-05-09,6544863000
2016-05-10,6555510000
2016-05-11,6452082000
2016-05-12,6464250000
2016-05-13,6427746000
2016-05-16,6490107000
2016-05-17,6389721000
2016-05-18,6331923000
2016-05-19,6263478000
2016-05-20,6316713000
2016-05-23,6325839000
2016-05-24,6403410000
2016-05-25,6441435000
2016-05-26,6485544000
2016-05-27,6506838000
2016-05-31,6487065000
2016-06-01,6369948000
2016-06-02,6331923000
2016-06-03,6219369000
2016-06-06,6055101000
2016-06-07,6094647000
2016-06-08,6141798000
2016-06-09,6223932000
2016-06-10,6210243000
2016-06-13,6228495000
2016-06-14,6226974000
2016-06-15,6290856000
2016-06-16,6322797000
2016-06-17,6324318000
2016-06-20,6313671000
2016-06-21,6348654000
2016-06-22,6365385000
2016-06-23,6406452000
2016-06-24,6353217000
2016-06-27,6342570000
2016-06-28,6479460000
2016-06-29,6602660999
2016-06-30,6685823999
2016-07-01,6738814000
2016-07-05,6831168000
2016-07-06,6852364000
2016-07-07,6796346000
2016-07-08,6894756000
2016-07-11,6923522000
2016-07-12,6931092000
2016-07-13,6979540000
2016-07-14,6923522000
2016-07-15,6890214000
2016-07-18,6831168000
2016-07-19,6864476000
2016-07-20,6826626000
2016-07-21,6782720000
2016-07-22,6831168000
2016-07-25,6788776000
2016-07-26,6734272000
2016-07-27,6631320000
2016-07-28,6700964000
2016-07-29,6959858000
2016-08-01,6973484000
2016-08-02,6838738000
2016-08-03,6820570000
2016-08-04,6794832000
2016-08-05,6867504000
2016-08-08,6946232000
2016-08-09,6961372000
2016-08-10,6873560000
2016-08-11,6793318000
2016-08-12,6820570000
2016-08-15,6894756000
2016-08-16,6753954000
2016-08-17,6694908000
2016-08-18,6691880000
2016-08-19,6622236000
2016-08-22,6669170000
2016-08-23,6697936000
2016-08-24,6661600000
2016-08-25,6793318000
2016-08-26,6713076000
2016-08-29,6835710000
2016-08-30,6790290000
2016-08-31,6840252000
2016-09-01,6870532000
2016-09-02,6937148000
2016-09-06,7077950000
2016-09-07,7093090000
2016-09-08,6896270000
2016-09-09,6635862000
2016-09-12,6741842000
2016-09-13,6555620000
2016-09-14,6613152000
2016-09-15,6637376000
2016-09-16,6628292000
2016-09-19,6687338000
2016-09-20,6758496000
2016-09-21,6870532000
2016-09-22,7052212000
2016-09-23,7108230000
2016-09-26,7205126000
2016-09-27,7140023999
2016-09-28,7173332000
2016-09-29,7055240000
2016-09-30,6969137999
2016-10-03,6788496000
2016-10-04,6674646000
2016-10-05,6410514000
2016-10-06,6377118000
2016-10-07,6369528000
2016-10-10,6430248000
2016-10-11,6418104000
2016-10-12,6478824000
2016-10-13,6544098000
2016-10-14,6495522000
2016-10-17,6541062000
2016-10-18,6516774000
2016-10-19,6577494000
2016-10-20,6579012000
2016-10-21,6585084000
2016-10-24,6527400000
2016-10-25,6515256000
2016-10-26,6547134000
2016-10-27,6392298000
2016-10-28,6504630000
2016-10-31,6689826000
2016-11-01,6623034000
2016-11-02,6668574000
2016-11-03,6641250000
2016-11-04,6729294000
2016-11-07,6709560000
2016-11-08,6809748000
2016-11-09,6607854000
2016-11-10,6418104000
2016-11-11,6371046000
2016-11-14,6497040000
2016-11-15,6228354000
2016-11-16,6187368000
2016-11-17,6132720000
2016-11-18,6140310000
2016-11-21,6053784000
2016-11-22,6172187999
2016-11-23,6169152000
2016-11-25,6232908000
2016-11-28,6330060000
2016-11-29,6383190000
2016-11-30,6390780000
2016-12-01,6278448000
2016-12-02,6340686000
2016-12-05,6360420000
2016-12-06,6340686000
2016-12-07,6428730000
2016-12-08,6466680000
2016-12-09,6422658000
2016-12-12,6437837999
2016-12-13,6489450000
2016-12-14,6471234000
2016-12-15,6554724000
2016-12-16,6705006000
2016-12-19,6765726000
2016-12-20,6806712000
2016-12-21,6674646000
2016-12-22,6762690000
2016-12-23,6791532000
2016-12-27,6726258000
2016-12-28,6714114000
2016-12-29,6785460000
2016-12-30,6899310000
2017-01-03,6830880000
2017-01-04,6894720000
2017-01-05,6908400000
2017-01-06,6908400000
2017-01-09,6833920000
2017-01-10,6726000000
2017-01-11,6683440000
2017-01-12,6721440000
2017-01-13,6715360000
2017-01-17,6767040000
2017-01-18,6757920000
2017-01-19,6694080000
2017-01-20,6803520000
2017-01-23,6864319999
2017-01-24,6885600000
2017-01-25,6764000000
2017-01-26,6757920000
2017-01-27,6733600000
2017-01-30,6669760000
2017-01-31,6698640000
2017-02-01,6570960000
2017-02-02,6732080000
2017-02-03,6754880000
2017-02-06,6727520000
2017-02-07,6792880000
2017-02-08,6885600000
2017-02-09,6858240000
2017-02-10,6949440000
2017-02-13,6919040000
2017-02-14,6894720000
2017-02-15,6797440000
2017-02-16,6865840000
2017-02-17,6841520000
2017-02-21,6958560000
2017-02-22,6905360000
2017-02-23,6985920000
2017-02-24,7005680000
2017-02-27,7061920000
2017-02-28,7072560000
2017-03-01,6995040000
2017-03-02,6922080000
2017-03-03,6899280000
2017-03-06,6878000000
2017-03-07,6905360000
2017-03-08,6792880000
2017-03-09,6651520000
2017-03-10,6601360000
2017-03-13,6552720000
2017-03-14,6552720000
2017-03-15,6739680000
2017-03-16,6707760000
2017-03-17,6719920000
2017-03-20,6701680000
2017-03-21,6757920000
2017-03-22,6765520000
2017-03-23,6795920000
2017-03-24,6800480000
2017-03-27,6721440000
2017-03-28,6741200000
2017-03-29,6748800000
2017-03-30,6736640000
2017-03-31,6741200000
2017-04-03,6736640000
2017-04-04,6754880000
2017-04-05,6785280000
2017-04-06,6818720000
2017-04-07,6827840000
2017-04-10,6838480000
2017-04-11,6811120000
2017-04-12,6724480000
2017-04-13,6686480000
2017-04-17,6777680000
2017-04-18,6797440000
2017-04-19,6733600000
2017-04-20,6695600000
2017-04-21,6710800000
2017-04-24,6659120000
2017-04-25,6786800000
2017-04-26,6815680000
2017-04-27,6756400000
2017-04-28,6648480000
2017-05-01,6589200000
2017-05-02,6555760000
2017-05-03,6510160000
2017-05-04,6561840000
2017-05-05,6681920000
2017-05-08,6549680000
2017-05-09,6520800000
2017-05-10,6589200000
2017-05-11,6566400000
2017-05-12,6569440000
2017-05-15,6546640000
2017-05-16,6481280000
2017-05-17,6516240000
2017-05-18,6504080000
2017-05-19,6542080000
2017-05-22,6558800000
2017-05-23,6578560000
2017-05-24,6577040000
2017-05-25,6564880000
2017-05-26,6563360000
2017-05-30,6523840000
2017-05-31,6523840000
2017-06-01,6543600000
2017-06-02,6640880000
2017-06-05,6694080000
2017-06-06,6700160000
2017-06-07,6721440000
2017-06-08,6701680000
2017-06-09,6742720000
2017-06-12,6710800000
2017-06-13,6736640000
2017-06-14,6762480000
2017-06-15,6754880000
2017-06-16,6765520000
2017-06-19,6797440000
2017-06-20,6753360000
2017-06-21,6686480000
2017-06-22,6662160000
2017-06-23,6654560000
2017-06-26,6651520000
2017-06-27,6537520000
2017-06-28,6484319999
2017-06-29,6488880000
2017-06-30,6535737000
2017-07-03,6567678000
2017-07-05,6655896000
2017-07-06,6503796000
2017-07-07,6487065000
2017-07-10,6477939000
2017-07-11,6452082000
2017-07-12,6535737000
2017-07-13,6511401000
2017-07-14,6579846000
2017-07-17,6636123000
2017-07-18,6585930000
2017-07-19,6651333000
2017-07-20,6677190000
2017-07-21,6727383000
2017-07-24,6643728000
2017-07-25,6605703000
2017-07-26,6674148000
2017-07-27,6693921000
2017-07-28,6884046000
2017-07-31,6928155000
2017-08-01,6935760000
2017-08-02,6919029000
2017-08-03,6925113000
2017-08-04,6940323000
2017-08-07,6935760000
2017-08-08,7011810000
2017-08-09,6996600000
2017-08-10,6957054000
2017-08-11,6928155000
2017-08-14,7023978000
2017-08-15,6990516000
2017-08-16,6908382000
2017-08-17,6906860999
2017-08-18,6867315000
2017-08-21,6908382000
2017-08-22,6902298000
2017-08-23,6981390000
2017-08-24,6972264000
2017-08-25,6958575000
2017-08-28,6922071000
2017-08-29,6839937000
2017-08-30,6903819000
2017-08-31,6894693000
2017-09-01,6877962000
2017-09-05,6893172000
2017-09-06,6896214000
2017-09-07,6972264000
2017-09-08,7065045000
2017-09-11,7037667000
2017-09-12,6931197000
2017-09-13,6899256000
2017-09-14,6960096000
2017-09-15,6934239000
2017-09-18,6950970000
2017-09-19,6911424000
2017-09-20,6877962000
2017-09-21,6827769000
2017-09-22,6806475000
2017-09-25,6774534000
2017-09-26,6742593000
2017-09-27,6636123000
2017-09-28,6668064000
2017-09-29,6671106000
2017-10-02,6838889999
2017-10-03,6823340000
2017-10-04,6911975000
2017-10-05,6957070000
2017-10-06,6904200000
2017-10-09,6958625000
2017-10-10,6949295000
2017-10-11,6992835000
2017-10-12,7034820000
2017-10-13,6944629999
2017-10-16,6880875000
2017-10-17,6879320000
2017-10-18,6871545000
2017-10-19,6862215000
2017-10-20,6852885000
2017-10-23,6859105000
2017-10-24,6803125000
2017-10-25,6795350000
2017-10-26,6740925000
2017-10-27,6899535000
2017-10-30,6873100000
2017-10-31,6838889999
2017-11-01,6894870000
2017-11-02,6779800000
2017-11-03,6876210000
2017-11-06,6957070000
2017-11-07,6981950000
2017-11-08,7053480000
2017-11-09,7030155000
2017-11-10,7017715000
2017-11-13,7070585000
2017-11-14,7033264999
2017-11-15,6927525000
2017-11-16,6949295000
2017-11-17,6871545000
2017-11-20,6880875000
2017-11-21,6985060000
2017-11-22,6941520000
2017-11-24,6958625000
2017-11-27,6904200000
2017-11-28,6862215000
2017-11-29,6887095000
2017-11-30,6855995000
2017-12-01,6840445000
2017-12-04,6832670000
2017-12-05,6747145000
2017-12-06,6779800000
2017-12-07,6818675000
2017-12-08,6862215000
2017-12-11,6882430000
2017-12-12,6823340000
2017-12-13,6824895000
2017-12-14,6818675000
2017-12-15,6817120000
2017-12-18,6876210000
2017-12-19,6723820000
2017-12-20,6726930000
2017-12-21,6709825000
2017-12-22,6716045000
2017-12-26,6737815000
2017-12-27,6742480000
2017-12-28,6778245000
2017-12-29,6796905000
2018-01-02,6604400000
2018-01-03,6613520000
2018-01-04,6508640000
2018-01-05,6469120000
2018-01-08,6519280000
2018-01-09,6380960000
2018-01-10,6301920000
2018-01-11,6224400000
2018-01-12,6174240000
2018-01-16,6187920000
2018-01-17,6225920000
2018-01-18,6168160000
2018-01-19,6171200000
2018-01-22,6291280000
2018-01-23,6435680000
2018-01-24,6397680000
2018-01-25,6425040000
2018-01-26,6399200000
2018-01-29,6300400000
2018-01-30,6224400000
2018-01-31,6359680000
2018-02-01,6201600000
2018-02-02,6163600000
2018-02-05,6029840000
2018-02-06,6022240000
2018-02-07,5959920000
2018-02-08,5807920000
2018-02-09,5979680000
2018-02-12,5969040000
2018-02-13,5970560000
2018-02-14,5882400000
2018-02-15,5984240000
2018-02-16,6032880000
2018-02-20,5944720000
2018-02-21,5776000000
2018-02-22,5818560000
2018-02-23,5909760000
2018-02-26,5929520000
2018-02-27,5841360000
2018-02-28,5876319999
2018-03-01,5848960000
2018-03-02,5838319999
2018-03-05,5891520000
2018-03-06,5870240000
2018-03-07,5900640000
2018-03-08,5928000000
2018-03-09,6078480000
2018-03-12,6086080000
2018-03-13,6087600000
2018-03-14,6125600000
2018-03-15,6119520000
2018-03-16,6184880000
2018-03-19,6149920000
2018-03-20,6096720000
2018-03-21,6048080000
2018-03-22,5944720000
2018-03-23,5870240000
2018-03-26,5943200000
2018-03-27,6011600000
2018-03-28,6168160000
2018-03-29,6194000000
2018-04-02,6157008000
2018-04-03,6258915000
2018-04-04,6272604000
2018-04-05,6275646000
2018-04-06,6246747000
2018-04-09,6243705000
2018-04-10,6269562000
2018-04-11,6272604000
2018-04-12,6190470000
2018-04-13,6216327000
2018-04-16,6207201000
2018-04-17,6233058000
2018-04-18,6170697000
2018-04-19,6067269000
2018-04-20,5992740000
2018-04-23,5985135000
2018-04-24,5972967000
2018-04-25,5985135000
2018-04-26,6115941000
2018-04-27,6225453000
2018-04-30,6175260000
2018-05-01,6248268000
2018-05-02,6190470000
2018-05-03,6184385999
2018-05-04,6245226000
2018-05-07,6268041000
2018-05-08,6234579000
2018-05-09,6269562000
2018-05-10,6248268000
2018-05-11,6216327000
2018-05-14,6178302000
2018-05-15,6042933000
2018-05-16,5979051000
2018-05-17,5880185999
2018-05-18,5901480000
2018-05-21,5948631000
2018-05-22,5963841000
2018-05-23,6055101000
2018-05-24,6009471000
2018-05-25,6033807000
2018-05-29,6052059000
2018-05-30,6208722000
2018-05-31,6210243000
2018-06-01,6243705000
2018-06-04,6333444000
2018-06-05,6283251000
2018-06-06,6325839000
2018-06-07,6299982000
2018-06-08,6342570000
2018-06-11,6304545000
2018-06-12,6331923000
2018-06-13,6201117000
2018-06-14,6295419000
2018-06-15,6275646000
2018-06-18,6228495000
2018-06-19,6198075000
2018-06-20,6304545000
2018-06-21,6394284000
2018-06-22,6447519000
2018-06-25,6453603000
2018-06-26,6441435000
2018-06-27,6360822000
2018-06-28,6412535999
2018-06-29,6433830000
2018-07-02,6395444000
2018-07-03,6407620000
2018-07-05,6435016000
2018-07-06,6444148000
2018-07-09,6407620000
2018-07-10,6430450000
2018-07-11,6521770000
2018-07-12,6538512000
2018-07-13,6492851999
2018-07-16,6465456000
2018-07-17,6396966000
2018-07-18,6372614000
2018-07-19,6430450000
2018-07-20,6365004000
2018-07-23,6331520000
2018-07-24,6314778000
2018-07-25,6400010000
2018-07-26,6431972000
2018-07-27,6375658000
2018-07-30,6357394000
2018-07-31,6491330000
2018-08-01,6509594000
2018-08-02,6514160000
2018-08-03,6667882000
2018-08-06,6596348000
2018-08-07,6607001999
2018-08-08,6562864000
2018-08-09,6578084000
2018-08-10,6527858000
2018-08-13,6506550000
2018-08-14,6590260000
2018-08-15,6655706000
2018-08-16,6620700000
2018-08-17,6683101999
2018-08-20,6693756000
2018-08-21,6613090000
2018-08-22,6617656000
2018-08-23,6613090000
2018-08-24,6655706000
2018-08-27,6678536000
2018-08-28,6730284000
2018-08-29,6724196000
2018-08-30,6667882000
2018-08-31,6666360000
2018-09-04,6619178000
2018-09-05,6654184000
2018-09-06,6675492000
2018-09-07,6655706000
2018-09-10,6725718000
2018-09-11,6756158000
2018-09-12,6745504000
2018-09-13,6786598000
2018-09-14,6716586000
2018-09-17,6768334000
2018-09-18,6750070000
2018-09-19,6699844000
2018-09-20,6766812000
2018-09-21,6792686000
2018-09-24,6632876000
2018-09-25,6657228000
2018-09-26,6590260000
2018-09-27,6607001999
2018-09-28,6716586000
2018-10-01,6673970000
2018-10-02,6715064000
2018-10-03,6637442000
2018-10-04,6597870000
2018-10-05,6623744000
2018-10-08,6719630000
2018-10-09,6753114000
2018-10-10,6617656000
2018-10-11,6412186000
2018-10-12,6369570000
2018-10-15,6456324000
2018-10-16,6553732000
2018-10-17,6520248000
2018-10-18,6512638000
2018-10-19,6579606000
2018-10-22,6463934000
2018-10-23,6468500000
2018-10-24,6489808000
2018-10-25,6587216000
2018-10-26,6465456000
2018-10-29,6599392000
2018-10-30,6657228000
2018-10-31,6550688000
2018-11-01,6544600000
2018-11-02,6623744000
2018-11-05,6666360000
2018-11-06,6817038000
2018-11-07,6905314000
2018-11-08,6940320000
2018-11-09,6946408000
2018-11-12,6978370000
2018-11-13,7007288000
2018-11-14,6923578000
2018-11-15,6795730000
2018-11-16,6947930000
2018-11-19,6996634000
2018-11-20,6984458000
2018-11-21,7022508000
2018-11-23,7004244000
2018-11-26,7004244000
2018-11-27,7013376000
2018-11-28,7045338000
2018-11-29,7024030000
2018-11-30,7167098000
2018-12-03,7170142000
2018-12-04,7013376000
2018-12-06,7197538000
2018-12-07,7165576000
2018-12-10,7154922000
2018-12-11,7206670000
2018-12-12,7037728000
2018-12-13,7145790000
2018-12-14,7179274000
2018-12-17,6868786000
2018-12-18,6912924000
2018-12-19,6914446000
2018-12-20,6882484000
2018-12-21,6754636000
2018-12-24,6425884000
2018-12-26,6610046000
2018-12-27,6623744000
2018-12-28,6617656000
2018-12-31,6520524120
2019-01-02,6293167650
2019-01-03,6348149280
2019-01-04,6370439130
2019-01-07,6374897100
2019-01-08,6550243920
2019-01-09,6562131839
2019-01-10,6716674800
2019-01-11,6749366580
2019-01-14,6719646780
2019-01-15,6817722120
2019-01-16,6871217760
2019-01-17,6952947210
2019-01-18,6982667010
2019-01-22,6994554930
2019-01-23,7042106610
2019-01-24,7059938490
2019-01-25,7138695960
2019-01-28,7236771300
2019-01-29,7317014760
2019-01-30,7333360650
2019-01-31,7358622480
2019-02-01,7291752930
2019-02-04,7342276589
2019-02-05,7333360650
2019-02-06,7311070800
2019-02-07,7317014760
2019-02-08,7318500750
2019-02-11,7318500750
2019-02-12,7265005110
2019-02-13,7333360650
2019-02-14,7343762580
2019-02-15,7371996390
2019-02-19,7409146140
2019-02-20,7303640850
2019-02-21,7367538420
2019-02-22,7419548070
2019-02-25,7312556790
2019-02-26,7330388670
2019-02-27,7269463080
2019-02-28,7270949070
2019-03-01,7290266940
2019-03-04,7364566440
2019-03-05,7346734560
2019-03-06,7318500750
2019-03-07,7328902680
2019-03-08,7343762580
2019-03-11,7404688170
2019-03-12,7473043710
2019-03-13,7477501680
2019-03-14,7544371230
2019-03-15,7545857220
2019-03-18,7398744210
2019-03-19,7385370300
2019-03-20,7361594460
2019-03-21,7473043710
2019-03-22,7426978020
2019-03-25,7434407970
2019-03-26,7490875589
2019-03-27,7490875589
2019-03-28,7505735490
2019-03-29,7473043710
2019-04-01,7464127770
2019-04-02,7553287170
2019-04-03,7568147070
2019-04-04,7508707470
2019-04-05,7544371230
2019-04-08,7526539350
2019-04-09,7499791530
2019-04-10,7551801180
2019-04-11,7535455290
2019-04-12,7581520980
2019-04-15,7562203110
