,CCI
2004-09-16,3298046800
2004-09-17,3304732030
2004-09-20,3295818390
2004-09-21,3293589980
2004-09-22,3226737680
2004-09-23,3338158180
2004-09-24,3298046800
2004-09-27,3222280860
2004-09-28,3235651320
2004-09-29,3273534290
2004-09-30,3315040800
2004-10-01,3352914250
2004-10-04,3377420600
2004-10-05,3417521900
2004-10-06,3442028250
2004-10-07,3439800400
2004-10-08,3459851050
2004-10-11,3502180200
2004-10-12,3453167500
2004-10-13,3406382650
2004-10-14,3364053500
2004-10-15,3399699100
2004-10-18,3384104150
2004-10-19,3375192750
2004-10-20,3352914250
2004-10-21,3341775000
2004-10-22,3355142100
2004-10-25,3341775000
2004-10-26,3426433300
2004-10-27,3457623200
2004-10-28,3421977600
2004-10-29,3410838350
2004-11-01,3408610500
2004-11-02,3442028250
2004-11-03,3475446000
2004-11-04,3502180200
2004-11-05,3520003000
2004-11-08,3515547300
2004-11-09,3693775299
2004-11-10,3731648750
2004-11-11,3738332300
2004-11-12,3782889300
2004-11-15,3658129700
2004-11-16,3653673999
2004-11-17,3615800550
2004-11-18,3660357550
2004-11-19,3658129700
2004-11-22,3675952500
2004-11-23,3693775299
2004-11-24,3749471549
2004-11-26,3765066499
2004-11-29,3776205750
2004-11-30,3760610800
2004-12-01,3860864049
2004-12-02,3856408349
2004-12-03,3860864049
2004-12-06,3831902000
2004-12-07,3805167799
2004-12-08,3745015849
2004-12-09,3702686700
2004-12-10,3653673999
2004-12-13,3642534750
2004-12-14,3635851200
2004-12-15,3631395500
2004-12-16,3640306900
2004-12-17,3580154950
2004-12-20,3597977749
2004-12-21,3644762600
2004-12-22,3658129700
2004-12-23,3638079049
2004-12-27,3638079049
2004-12-28,3646990450
2004-12-29,3664813250
2004-12-30,3682636050
2004-12-31,3720720640
2005-01-03,3669292410
2005-01-04,3611156149
2005-01-05,3700596550
2005-01-06,3722956649
2005-01-07,3812397050
2005-01-10,3868297300
2005-01-11,3859353260
2005-01-12,3832521140
2005-01-13,3749788770
2005-01-14,3816869070
2005-01-18,3832521140
2005-01-19,3906309469
2005-01-20,3848173210
2005-01-21,3767676850
2005-01-24,3693888520
2005-01-25,3727428670
2005-01-26,3673764430
2005-01-27,3655876350
2005-01-28,3662584380
2005-01-31,3667056399
2005-02-01,3667056399
2005-02-02,3622336200
2005-02-03,3617864180
2005-02-04,3622336200
2005-02-07,3613392160
2005-02-08,3667056399
2005-02-09,3617864180
2005-02-10,3649168320
2005-02-11,3633516250
2005-02-14,3620100190
2005-02-15,3613392160
2005-02-16,3709540590
2005-02-17,3720720640
2005-02-18,3745316750
2005-02-22,3743080739
2005-02-23,3633516250
2005-02-24,3622336200
2005-02-25,3660348370
2005-02-28,3653640340
2005-03-01,3689416500
2005-03-02,3633516250
2005-03-03,3660348370
2005-03-04,3599976100
2005-03-07,3617864180
2005-03-08,3662584380
2005-03-09,3586560040
2005-03-10,3622336200
2005-03-11,3689416500
2005-03-14,3718484630
2005-03-15,3709540590
2005-03-16,3680472460
2005-03-17,3671528420
2005-03-18,3633516250
2005-03-21,3633516250
2005-03-22,3597740090
2005-03-23,3472523530
2005-03-24,3521715750
2005-03-28,3553019890
2005-03-29,3510535700
2005-03-30,3503827670
2005-03-31,3504886219
2005-04-01,3555080730
2005-04-04,3559445469
2005-04-05,3633646049
2005-04-06,3638010790
2005-04-07,3670746340
2005-04-08,3675111080
2005-04-11,3651105010
2005-04-12,3648922639
2005-04-13,3651105010
2005-04-14,3616187090
2005-04-15,3524527549
2005-04-18,3517980440
2005-04-19,3480880150
2005-04-20,3443779860
2005-04-21,3456874080
2005-04-22,3555080730
2005-04-25,3583451540
2005-04-26,3574722060
2005-04-27,3638010790
2005-04-28,3533257030
2005-04-29,3520162810
2005-05-02,3500521480
2005-05-03,3570357320
2005-05-04,3592181020
2005-05-05,3716576110
2005-05-06,3620551830
2005-05-09,3679475820
2005-05-10,3638010790
2005-05-11,3664199230
2005-05-12,3651105010
2005-05-13,3629281310
2005-05-16,3596545760
2005-05-17,3624916570
2005-05-18,3710029000
2005-05-19,3753676400
2005-05-20,3699117150
2005-05-23,3683840560
2005-05-24,3648922639
2005-05-25,3633646049
2005-05-26,3666381600
2005-05-27,3869342010
2005-05-31,3880253860
2005-06-01,3912989410
2005-06-02,3954454440
2005-06-03,3982825250
2005-06-06,3884618600
2005-06-07,3961001549
2005-06-08,3917354150
2005-06-09,3886800969
2005-06-10,3945724959
2005-06-13,4046113980
2005-06-14,4022107910
2005-06-15,4030837389
2005-06-16,4022107910
2005-06-17,3998101840
2005-06-20,4037384500
2005-06-21,4139955889
2005-06-22,4364740000
2005-06-23,4360375260
2005-06-24,4425846360
2005-06-27,4417116880
2005-06-28,4452034800
2005-06-29,4421481620
2005-06-30,4382292480
2005-07-01,4356412800
2005-07-05,4384449120
2005-07-06,4475028000
2005-07-07,4492281120
2005-07-08,4559136960
2005-07-11,4563450240
2005-07-12,4559136960
2005-07-13,4459931520
2005-07-14,4399545600
2005-07-15,4367196000
2005-07-18,4324063200
2005-07-19,4373665920
2005-07-20,4356412800
2005-07-21,4412485440
2005-07-22,4459931520
2005-07-25,4421112000
2005-07-26,4449148320
2005-07-27,4490124480
2005-07-28,4779114240
2005-07-29,4692848640
2005-08-01,4684222080
2005-08-02,4615209600
2005-08-03,4809307200
2005-08-04,4679908800
2005-08-05,4716571680
2005-08-08,4651872480
2005-08-09,4772644320
2005-08-10,4764017760
2005-08-11,4856753280
2005-08-12,4753234560
2005-08-15,4841656800
2005-08-16,4804993920
2005-08-17,4861066560
2005-08-18,4962428640
2005-08-19,5014188000
2005-08-22,5145743040
2005-08-23,5050850880
2005-08-24,5199659040
2005-08-25,5089670400
2005-08-26,5210442240
2005-08-29,5236321920
2005-08-30,5279454720
2005-08-31,5339840640
2005-09-01,5447672640
2005-09-02,5393756640
2005-09-06,5352780480
2005-09-07,5348467200
2005-09-08,5402383200
2005-09-09,5370033600
2005-09-12,5309647680
2005-09-13,5305334400
2005-09-14,5305334400
2005-09-15,5359250400
2005-09-16,5316117600
2005-09-19,5160839520
2005-09-20,5005561440
2005-09-21,5087513760
2005-09-22,5072417280
2005-09-23,5070260640
2005-09-26,5227695360
2005-09-27,5272984800
2005-09-28,5242791840
2005-09-29,5305334400
2005-09-30,5259367050
2005-10-03,5244419600
2005-10-04,5223066100
2005-10-05,5101351150
2005-10-06,5065050200
2005-10-07,5255096350
2005-10-10,5220930750
2005-10-11,5216660050
2005-10-12,5176088400
2005-10-13,5156870250
2005-10-14,5225201450
2005-10-17,5319156850
2005-10-18,5178223750
2005-10-19,5054373450
2005-10-20,5103486500
2005-10-21,5210254000
2005-10-24,5248690300
2005-10-25,5263637750
2005-10-26,5118433950
2005-10-27,5263637750
2005-10-28,5173953050
2005-10-31,5235878200
2005-11-01,5511338350
2005-11-02,5519879750
2005-11-03,5648000750
2005-11-04,5626647250
2005-11-07,5633053300
2005-11-08,5876483200
2005-11-09,6032363750
2005-11-10,5981115350
2005-11-11,5936273000
2005-11-14,5904242750
2005-11-15,5765445000
2005-11-16,5712061250
2005-11-17,5859400400
2005-11-18,5731279400
2005-11-21,5618105850
2005-11-22,5596752350
2005-11-23,5654406800
2005-11-25,5658677500
2005-11-28,5581804900
2005-11-29,5682166350
2005-11-30,5850859000
2005-12-01,5761174300
2005-12-02,5959761850
2005-12-05,5823099450
2005-12-06,5848723650
2005-12-07,5801745950
2005-12-08,5838046900
2005-12-09,5887159950
2005-12-12,5808152000
2005-12-13,5714196600
2005-12-14,5791069200
2005-12-15,5797475250
2005-12-16,5812422700
2005-12-19,5808152000
2005-12-20,5784663150
2005-12-21,5788933850
2005-12-22,5780392450
2005-12-23,5827370150
2005-12-27,5722738000
2005-12-28,5724873350
2005-12-29,5720602650
2005-12-30,5746226850
2006-01-03,5769323700
2006-01-04,5889428580
2006-01-05,5960204670
2006-01-06,6030980760
2006-01-09,6221861730
2006-01-10,6172532940
2006-01-11,6260466870
2006-01-12,6249743220
2006-01-13,6245453760
2006-01-17,6121059420
2006-01-18,6331242960
2006-01-19,6404163780
2006-01-20,6367703370
2006-01-23,6320519310
2006-01-24,6541426500
2006-01-25,6455637300
2006-01-26,6459926760
2006-01-27,6464216220
2006-01-30,6532847580
2006-01-31,6783780990
2006-02-01,6929622630
2006-02-02,6837399240
2006-02-03,6682978680
2006-02-06,6809517750
2006-02-07,6863136000
2006-02-08,6863136000
2006-02-09,6648663000
2006-02-10,6616492050
2006-02-13,6477084600
2006-02-14,6307650930
2006-02-15,6350545530
2006-02-16,6543571230
2006-02-17,6507110820
2006-02-21,6541426500
2006-02-22,6597189480
2006-02-23,6625070970
2006-02-24,6710860170
2006-02-27,6770912610
2006-02-28,6723728550
2006-03-01,6410597970
2006-03-02,6612202590
2006-03-03,6595044750
2006-03-06,6635794620
2006-03-07,6474939870
2006-03-08,6496387170
2006-03-09,6509255550
2006-03-10,6474939870
2006-03-13,6371992830
2006-03-14,6477084600
2006-03-15,6296927280
2006-03-16,6273335250
2006-03-17,6241164300
2006-03-20,6382716480
2006-03-21,6273335250
2006-03-22,6245453760
2006-03-23,6176822400
2006-03-24,6326953500
2006-03-27,6277624710
2006-03-28,6129638340
2006-03-29,6095322660
2006-03-30,6000954540
2006-03-31,6029336250
2006-04-03,6112279500
2006-04-04,6022956000
2006-04-05,6067617750
2006-04-06,6384503500
2006-04-07,6367489500
2006-04-10,6480207250
2006-04-11,6424911750
2006-04-12,6433418750
2006-04-13,6463193250
2006-04-17,6456813000
2006-04-18,6561023750
2006-04-19,6622699500
2006-04-20,6603558750
2006-04-21,6609939000
2006-04-24,6524869000
2006-04-25,6805600000
2006-04-26,6897050250
2006-04-27,6882163000
2006-04-28,7156513750
2006-05-01,7275611750
2006-05-02,7239457000
2006-05-03,7228823250
2006-05-04,7316020000
2006-05-05,7294752499
2006-05-08,7358555000
2006-05-09,7352174750
2006-05-10,7347921249
2006-05-11,7320273500
2006-05-12,7109725250
2006-05-15,7058683249
2006-05-16,7192668500
2006-05-17,7007641250
2006-05-18,6948092250
2006-05-19,6758811500
2006-05-22,6758811500
2006-05-23,6763065000
2006-05-24,6712023000
2006-05-25,6839627999
2006-05-26,6871529250
2006-05-30,6765191750
2006-05-31,6756684750
2006-06-01,7011894750
2006-06-02,7158640499
2006-06-05,7016148250
2006-06-06,6997007500
2006-06-07,7016148250
2006-06-08,6720530000
2006-06-09,6752431250
2006-06-12,6397264000
2006-06-13,6271785750
2006-06-14,6499348000
2006-06-15,6892796749
2006-06-16,6899176999
2006-06-19,6807726750
2006-06-20,6788586000
2006-06-21,7043795999
2006-06-22,7045922750
2006-06-23,7118232250
2006-06-26,7056556500
2006-06-27,7033162250
2006-06-28,7082077499
2006-06-29,7260724500
2006-06-30,6944957800
2006-07-03,7043482100
2006-07-05,6942947100
2006-07-06,7049514200
2006-07-07,7009300200
2006-07-10,6987182500
2006-07-11,6896700999
2006-07-12,6971096900
2006-07-13,6902733100
2006-07-14,6733834300
2006-07-17,6685577500
2006-07-18,6685577500
2006-07-19,6725791500
2006-07-20,6687588200
2006-07-21,6685577500
2006-07-24,6794155300
2006-07-25,6685577500
2006-07-26,6741877100
2006-07-27,6808230200
2006-07-28,6953000600
2006-07-31,7083696099
2006-08-01,7089728200
2006-08-02,7093749600
2006-08-03,7117878000
2006-08-04,6842412100
2006-08-07,6755952000
2006-08-08,6866540500
2006-08-09,6751930600
2006-08-10,6677534700
2006-08-11,6635310000
2006-08-14,6548849900
2006-08-15,6766005500
2006-08-16,6822305100
2006-08-17,6761984100
2006-08-18,6840401400
2006-08-21,6735845000
2006-08-22,6757962700
2006-08-23,6705684500
2006-08-24,6697641700
2006-08-25,6709705899
2006-08-28,6816273000
2006-08-29,6836380000
2006-08-30,6955011300
2006-08-31,6908765200
2006-09-01,6908765200
2006-09-05,7021364400
2006-09-06,6838390700
2006-09-07,6854476300
2006-09-08,6850454900
2006-09-11,6957022000
2006-09-12,7081685400
2006-09-13,7127931500
2006-09-14,7127931500
2006-09-15,7105813800
2006-09-18,7087717500
2006-09-19,6981150400
2006-09-20,6979139700
2006-09-21,6965064800
2006-09-22,6916808000
2006-09-25,7025385800
2006-09-26,7057557000
2006-09-27,7011310899
2006-09-28,7039460700
2006-09-29,7085706800
2006-10-02,9461577600
2006-10-03,9461577600
2006-10-04,9510799680
2006-10-05,9502596000
2006-10-06,9051393600
2006-10-09,9234609120
2006-10-10,9196325280
2006-10-11,9393213600
2006-10-12,9439701120
2006-10-13,9390479040
2006-10-16,9349460640
2006-10-17,9251016480
2006-10-18,9108819360
2006-10-19,9119757600
2006-10-20,9059597280
2006-10-23,9078739200
2006-10-24,9002171520
2006-10-25,9029517120
2006-10-26,9461577600
2006-10-27,9300238560
2006-10-30,9237343680
2006-10-31,9201794400
2006-11-01,9078739200
2006-11-02,9168979680
2006-11-03,9147103200
2006-11-06,9193590720
2006-11-07,9220936320
2006-11-08,9054128160
2006-11-09,9043189920
2006-11-10,8963887680
2006-11-13,8961153120
2006-11-14,9034986240
2006-11-15,9119757600
2006-11-16,9352195200
2006-11-17,9447904800
2006-11-20,9442435680
2006-11-21,9524472480
2006-11-22,9551818080
2006-11-24,9551818080
2006-11-27,9516268800
2006-11-28,9406886400
2006-11-29,9516268800
2006-11-30,9423293760
2006-12-01,9349460640
2006-12-04,9319380480
2006-12-05,9242812800
2006-12-06,9475250400
2006-12-07,9415090080
2006-12-08,9368602560
2006-12-11,9374071680
2006-12-12,9207263520
2006-12-13,9106084800
2006-12-14,9182652480
2006-12-15,9242812800
2006-12-18,9111553920
2006-12-19,9073270080
2006-12-20,9062331840
2006-12-21,9048659040
2006-12-22,8810752320
2006-12-26,8731450080
2006-12-27,8808017760
2006-12-28,8818956000
2006-12-29,8832628800
2007-01-03,8630271360
2007-01-04,8764264800
2007-01-05,8775203040
2007-01-08,8862708960
2007-01-09,8955684000
2007-01-10,9141634080
2007-01-11,9270158400
2007-01-12,9401417280
2007-01-16,9343991520
2007-01-17,9341256960
2007-01-18,9423293760
2007-01-19,9901841760
2007-01-22,9830743200
2007-01-23,9631120320
2007-01-24,9636589440
2007-01-25,9543614400
2007-01-26,9683076960
2007-01-29,9540879840
2007-01-30,9601040160
2007-01-31,9614712960
2007-02-01,9527207040
2007-02-02,9609243840
2007-02-05,9497126880
2007-02-06,9434232000
2007-02-07,9576429120
2007-02-08,9611978400
2007-02-09,9529941600
2007-02-12,9330318720
2007-02-13,9357664320
2007-02-14,9644793120
2007-02-15,9677607840
2007-02-16,9538145280
2007-02-20,9527207040
2007-02-21,9447904800
2007-02-22,9434232000
2007-02-23,9420559200
2007-02-26,9543614400
2007-02-27,9100615680
2007-02-28,8944745760
2007-03-01,8772468480
2007-03-02,8608394880
2007-03-05,8384160960
2007-03-06,8581049280
2007-03-07,8638475040
2007-03-08,8805283200
2007-03-09,8879116320
2007-03-12,9122492160
2007-03-13,8903727360
2007-03-14,8862708960
2007-03-15,8952949440
2007-03-16,9029517120
2007-03-19,9100615680
2007-03-20,9051393600
2007-03-21,9212732640
2007-03-22,9149837760
2007-03-23,9152572320
2007-03-26,9067800960
2007-03-27,8966622240
2007-03-28,8876381760
2007-03-29,8813486880
2007-03-30,8786141280
2007-04-02,9109407500
2007-04-03,9162992250
2007-04-04,9109407500
2007-04-05,9098126500
2007-04-09,9256060500
2007-04-10,9323746500
2007-04-11,9301184500
2007-04-12,9509883000
2007-04-13,9631153750
2007-04-16,9732682750
2007-04-17,9772166250
2007-04-18,9814470000
2007-04-19,9808829500
2007-04-20,9851133250
2007-04-23,9817290250
2007-04-24,9783447250
2007-04-25,9915998999
2007-04-26,9901897750
2007-04-27,9870875000
2007-04-30,9684738500
2007-05-01,9777806750
2007-05-02,9924459750
2007-05-03,9636794250
2007-05-04,9673457500
2007-05-07,9597310750
2007-05-08,9636794250
2007-05-09,9876515500
2007-05-10,9729862500
2007-05-11,9856773750
2007-05-14,10028809000
2007-05-15,10017528000
2007-05-16,10141619000
2007-05-17,10037269750
2007-05-18,10048550750
2007-05-21,10240327750
2007-05-22,10116236750
2007-05-23,10175462000
2007-05-24,9952662250
2007-05-25,9994966000
2007-05-29,10090854500
2007-05-30,10268530249
2007-05-31,10384160500
2007-06-01,10525173000
2007-06-04,10533633750
2007-06-05,10567476750
2007-06-06,10358778250
2007-06-07,10107776000
2007-06-08,10048550750
2007-06-11,10011887500
2007-06-12,9938561000
2007-06-13,9899077500
2007-06-14,9915998999
2007-06-15,9969583750
2007-06-18,10257249250
2007-06-19,10141619000
2007-06-20,9961123000
2007-06-21,9856773750
2007-06-22,9851133250
2007-06-25,9710120750
2007-06-26,9611412000
2007-06-27,9870875000
2007-06-28,10104955750
2007-06-29,10229046750
2007-07-02,10427091300
2007-07-03,10452523230
2007-07-05,10418613990
2007-07-06,10554250950
2007-07-09,10511864400
2007-07-10,10418613990
2007-07-11,10568379800
2007-07-12,10752054850
2007-07-13,10735100230
2007-07-16,10749229080
2007-07-17,10814221790
2007-07-18,10766183700
2007-07-19,10898994890
2007-07-20,10788789860
2007-07-23,10723797150
2007-07-24,10701190990
2007-07-25,10475129390
2007-07-26,10186900850
2007-07-27,10034309270
2007-07-30,10350795510
2007-07-31,10243416250
2007-08-01,10090824670
2007-08-02,10607940580
2007-08-03,10384704750
2007-08-06,10424265530
2007-08-07,10579682880
2007-08-08,11105276100
2007-08-09,11017677230
2007-08-10,10735100230
2007-08-13,10766183700
2007-08-14,10401659370
2007-08-15,10042786580
2007-08-16,9912801160
2007-08-17,10294280110
2007-08-20,10268848180
2007-08-21,10203855470
2007-08-22,10517515940
2007-08-23,10319712040
2007-08-24,10514690170
2007-08-27,10463826310
2007-08-28,10141688530
2007-08-29,10325363580
2007-08-30,10181249310
2007-08-31,10387530520
2007-09-04,10407310910
2007-09-05,10243416250
2007-09-06,10260370870
2007-09-07,10104953520
2007-09-10,10056915430
2007-09-11,10452523230
2007-09-12,10410136680
2007-09-13,10593811730
2007-09-14,10698365220
2007-09-17,10670107520
2007-09-18,11060063780
2007-09-19,10898994890
2007-09-20,10898994890
2007-09-21,11017677230
2007-09-24,11062889550
2007-09-25,11003548380
2007-09-26,11150488420
2007-09-27,11554573530
2007-09-28,11481103510
2007-10-01,11391485200
2007-10-02,11165219800
2007-10-03,10902640200
2007-10-04,11100971600
2007-10-05,10866326000
2007-10-08,10813251400
2007-10-09,10894260000
2007-10-10,10908227000
2007-10-11,10863532600
2007-10-12,10894260000
2007-10-15,10729449400
2007-10-16,10623300200
2007-10-17,10911020400
2007-10-18,10788110800
2007-10-19,10712689000
2007-10-22,10980855400
2007-10-23,11204327400
2007-10-24,11296509600
2007-10-25,11450146600
2007-10-26,11508808000
2007-10-29,11472493800
2007-10-30,11542328800
2007-10-31,11472493800
2007-11-01,11159633000
2007-11-02,11327237000
2007-11-05,11268575600
2007-11-06,11257402000
2007-11-07,10824425000
2007-11-08,10891466600
2007-11-09,10296472400
2007-11-12,10316026200
2007-11-13,10966888400
2007-11-14,11257402000
2007-11-15,11346790800
2007-11-16,11500427800
2007-11-19,11458526800
2007-11-20,11559089200
2007-11-21,11369138000
2007-11-23,11489254200
2007-11-26,11413832400
2007-11-27,11330030400
2007-11-28,11427799400
2007-11-29,11533948600
2007-11-30,11718313000
2007-12-03,11941785000
2007-12-04,11366344600
2007-12-05,11539535400
2007-12-06,11388691800
2007-12-07,11746247000
2007-12-10,11648478000
2007-12-11,11235054800
2007-12-12,10938954400
2007-12-13,10860739200
2007-12-14,10843978800
2007-12-17,10620506800
2007-12-18,10941747800
2007-12-19,11089798000
2007-12-20,11321650200
2007-12-21,11497634400
2007-12-24,11478080600
2007-12-26,11729486600
2007-12-27,11480874000
2007-12-28,11600990200
2007-12-31,11620544000
2008-01-02,11207120800
2008-01-03,10964095000
2008-01-04,10790904200
2008-01-07,10709895600
2008-01-08,10623300200
2008-01-09,10751796600
2008-01-10,10698722000
2008-01-11,10438935800
2008-01-14,10349547000
2008-01-15,10360720600
2008-01-16,10098141000
2008-01-17,10039479600
2008-01-18,9503146800
2008-01-22,9357890000
2008-01-23,9265707800
2008-01-24,9584155400
2008-01-25,9505940200
2008-01-28,9564601600
2008-01-29,10003165400
2008-01-30,9818801000
2008-01-31,10089760800
2008-02-01,10335580000
2008-02-04,10212670400
2008-02-05,9807627400
2008-02-06,9721032000
2008-02-07,9276881400
2008-02-08,9469626000
2008-02-11,9707065000
2008-02-12,9774106600
2008-02-13,9807627400
2008-02-14,9765726400
2008-02-15,9877462400
2008-02-19,10086967400
2008-02-20,10229430800
2008-02-21,10081380600
2008-02-22,10335580000
2008-02-25,10343960200
2008-02-26,10589779400
2008-02-27,10452902800
2008-02-28,10355133800
2008-02-29,10081380600
2008-03-03,10014339000
2008-03-04,9855115200
2008-03-05,9986405000
2008-03-06,9874669000
2008-03-07,9785280200
2008-03-10,9497560000
2008-03-11,9774106600
2008-03-12,9662370600
2008-03-13,9874669000
2008-03-14,9623263000
2008-03-17,9318782400
2008-03-18,9469626000
2008-03-19,9335542800
2008-03-20,9360683400
2008-03-24,9701478200
2008-03-25,9846735000
2008-03-26,9978024800
2008-03-27,9790867000
2008-03-28,9640023400
2008-03-31,9637471720
2008-04-01,9855425560
2008-04-02,10176767760
2008-04-03,10411487280
2008-04-04,10447812920
2008-04-07,10363984520
2008-04-08,10537229880
2008-04-09,10350013120
2008-04-10,10207504840
2008-04-11,10179562040
2008-04-14,10199122000
2008-04-15,10358395960
2008-04-16,10615469720
2008-04-17,10601498320
2008-04-18,10850189240
2008-04-21,11026228880
2008-04-22,10894897720
2008-04-23,10897692000
2008-04-24,10875337760
2008-04-25,10953577600
2008-04-28,10939606200
2008-04-29,10827835000
2008-04-30,10855777800
2008-05-01,11001080360
2008-05-02,11020640320
2008-05-05,10903280560
2008-05-06,10995491800
2008-05-07,11347571080
2008-05-08,11353159640
2008-05-09,11319628280
2008-05-12,11476107960
2008-05-13,11562730640
2008-05-14,11791861600
2008-05-15,11794655880
2008-05-16,11909221360
2008-05-19,11931575600
2008-05-20,11825392960
2008-05-21,11593467720
2008-05-22,11445370880
2008-05-23,11423016640
2008-05-27,11554347800
2008-05-28,11610233400
2008-05-29,11640970480
2008-05-30,11872895720
2008-06-02,11680090400
2008-06-03,11568319200
2008-06-04,11409045240
2008-06-05,11571113480
2008-06-06,11115645840
2008-06-09,11328011120
2008-06-10,11660530440
2008-06-11,11322422560
2008-06-12,11311245440
2008-06-13,11554347800
2008-06-16,11733181720
2008-06-17,11836570080
2008-06-18,11741564560
2008-06-19,11867307160
2008-06-20,11568319200
2008-06-23,11386691000
2008-06-24,11258154120
2008-06-25,11263742680
2008-06-26,10897692000
2008-06-27,10850189240
2008-06-30,10982782290
2008-07-01,10693537830
2008-07-02,10265342600
2008-07-03,10404293370
2008-07-07,10217135190
2008-07-08,10441157860
2008-07-09,10316385740
2008-07-10,10375936070
2008-07-11,10205792270
2008-07-14,10089527340
2008-07-15,10015798360
2008-07-16,10211463730
2008-07-17,10183106429
2008-07-18,10046991390
2008-07-21,10046991390
2008-07-22,10018634090
2008-07-23,10217135190
2008-07-24,10106541720
2008-07-25,10563094250
2008-07-28,10426979210
2008-07-29,10611301660
2008-07-30,11016811050
2008-07-31,10832488600
2008-08-01,10611301660
2008-08-04,10336235850
2008-08-05,10370264610
2008-08-06,10554587060
2008-08-07,10253999679
2008-08-08,10489365270
2008-08-11,10651001880
2008-08-12,10628316040
2008-08-13,10614137390
2008-08-14,10710552210
2008-08-15,10795624110
2008-08-18,10727566590
2008-08-19,10548915600
2008-08-20,10636823230
2008-08-21,10676523450
2008-08-22,10758759620
2008-08-25,10469515160
2008-08-26,10319221470
2008-08-27,10472350890
2008-08-28,10741745240
2008-08-29,10605630200
2008-09-02,10611301660
2008-09-03,10407129100
2008-09-04,10041319929
2008-09-05,9959083760
2008-09-08,10191613620
2008-09-09,9885354780
2008-09-10,9652824920
2008-09-11,9590438860
2008-09-12,9667003570
2008-09-15,9295522940
2008-09-16,9505366960
2008-09-17,8799270190
2008-09-18,9057321620
2008-09-19,9995948250
2008-09-22,9295522940
2008-09-23,8855984790
2008-09-24,8705691100
2008-09-25,8980756910
2008-09-26,8924042310
2008-09-29,7704678410
2008-09-30,8276381360
2008-10-01,8076399760
2008-10-02,7207908240
2008-10-03,7147913760
2008-10-06,6665101039
2008-10-07,6290849760
2008-10-08,6113723200
2008-10-09,5742328800
2008-10-10,5285228000
2008-10-13,6185145200
2008-10-14,6122293840
2008-10-15,5573772880
2008-10-16,5756613200
2008-10-17,6330846080
2008-10-20,6505115760
2008-10-21,6150862640
2008-10-22,5722330640
2008-10-23,5488066480
2008-10-24,5173809680
2008-10-27,5033822560
2008-10-28,5568059120
2008-10-29,5619482960
2008-10-30,6025159920
2008-10-31,6048014960
2008-11-03,6222284640
2008-11-04,6410838720
2008-11-05,5928026000
2008-11-06,5008110640
2008-11-07,4936688640
2008-11-10,4876694160
2008-11-11,4605290560
2008-11-12,3805364160
2008-11-13,3873929280
2008-11-14,4016773280
2008-11-17,3976776960
2008-11-18,3745369680
2008-11-19,3519676160
2008-11-20,3042577200
2008-11-21,2911160720
2008-11-24,3436826640
2008-11-25,3691088960
2008-11-26,3976776960
2008-11-28,4019630160
2008-12-01,3642522000
2008-12-02,4053912720
2008-12-03,4385310800
2008-12-04,4402452080
2008-12-05,5005253760
2008-12-08,5193807840
2008-12-09,5405216960
2008-12-10,5379505039
2008-12-11,5105244560
2008-12-12,5048106960
2008-12-15,4859552880
2008-12-16,5030965680
2008-12-17,5162382160
2008-12-18,5073818880
2008-12-19,4988112480
2008-12-22,4839554720
2008-12-23,4782417120
2008-12-24,4713852000
2008-12-26,4850982240
2008-12-29,4676712560
2008-12-30,4859552880
2008-12-31,5026350539
2009-01-02,5269376590
2009-01-05,5601035670
2009-01-06,5629626970
2009-01-07,5669654789
2009-01-08,5718260000
2009-01-09,5738273910
2009-01-12,5466656560
2009-01-13,5483811340
2009-01-14,5217912250
2009-01-15,5175025300
2009-01-16,5346573100
2009-01-20,4866239260
2009-01-21,5352291360
2009-01-22,5718260000
2009-01-23,5618190450
2009-01-26,5635345230
2009-01-27,5601035670
2009-01-28,5912680840
2009-01-29,5703964350
2009-01-30,5581021760
2009-02-02,5520980030
2009-02-03,5866934760
2009-02-04,5706823480
2009-02-05,5723978260
2009-02-06,5864075630
2009-02-09,5778301730
2009-02-10,5426628740
2009-02-11,5526698289
2009-02-12,5543853070
2009-02-13,5480952210
2009-02-17,5006336630
2009-02-18,4803338400
2009-02-19,4571748870
2009-02-20,4811915789
2009-02-23,4546016700
2009-02-24,4803338400
2009-02-25,5077814880
2009-02-26,5060660100
2009-02-27,5014914020
2009-03-02,4686114070
2009-03-03,4528861920
2009-03-04,4900548820
2009-03-05,4720423630
2009-03-06,4786183620
2009-03-09,4777606230
2009-03-10,5283672240
2009-03-11,5546712200
2009-03-12,5772583470
2009-03-13,5784019990
2009-03-16,5506684380
2009-03-17,5595317410
2009-03-18,5743992170
2009-03-19,5732555650
2009-03-20,5561007850
2009-03-23,6032764300
2009-03-24,5998454740
2009-03-25,6109960810
2009-03-26,6178579930
2009-03-27,6167143410
2009-03-30,5869793890
2009-03-31,5846424090
2009-04-01,6041209410
2009-04-02,6625565370
2009-04-03,6877640490
2009-04-06,6831808650
2009-04-07,6731551500
2009-04-08,6886233960
2009-04-09,7192734390
2009-04-13,7129715610
2009-04-14,6731551500
2009-04-15,7012271520
2009-04-16,6943523760
2009-04-17,6808892730
2009-04-20,6436509030
2009-04-21,6522443730
2009-04-22,6505256790
2009-04-23,6490934340
2009-04-24,6685719660
2009-04-27,6639887820
2009-04-28,6399270660
2009-04-29,6763060890
2009-04-30,7023729480
2009-05-01,6914878860
2009-05-04,6894827430
