,CCI
2009-05-05,6934930290
2009-05-06,6997949070
2009-05-07,6657074760
2009-05-08,6637023330
2009-05-11,6705771090
2009-05-12,6574004550
2009-05-13,6293284530
2009-05-14,6410728620
2009-05-15,6273233100
2009-05-18,6708635580
2009-05-19,6619836390
2009-05-20,6662803740
2009-05-21,6490934340
2009-05-22,6482340870
2009-05-26,6685719660
2009-05-27,6788841300
2009-05-28,7015136010
2009-05-29,6949252740
2009-06-01,7075290300
2009-06-02,6969304169
2009-06-03,6585462510
2009-06-04,6553953120
2009-06-05,6605513940
2009-06-08,6422186580
2009-06-09,6634158840
2009-06-10,6367761270
2009-06-11,6422186580
2009-06-12,6648481290
2009-06-15,6465153930
2009-06-16,6396406169
2009-06-17,6373490250
2009-06-18,6396406169
2009-06-19,6445102500
2009-06-22,6256046160
2009-06-23,6321929430
2009-06-24,6694313130
2009-06-25,6863318040
2009-06-26,7032322950
2009-06-29,6914878860
2009-06-30,6886702140
2009-07-01,6969847170
2009-07-02,6995650800
2009-07-06,6711810870
2009-07-07,6628665840
2009-07-08,6677406030
2009-07-09,6823626600
2009-07-10,6815025390
2009-07-13,6929708190
2009-07-14,6955511820
2009-07-15,7262288309
2009-07-16,7339699200
2009-07-17,7288091940
2009-07-20,7505989260
2009-07-21,7729620720
2009-07-22,7738221930
2009-07-23,7941783900
2009-07-24,7850037660
2009-07-27,7786962120
2009-07-28,7875841290
2009-07-29,7758291420
2009-07-30,8340306630
2009-07-31,8239959180
2009-08-03,8297300580
2009-08-04,8394780960
2009-08-05,8277231090
2009-08-06,8079403260
2009-08-07,8059333770
2009-08-10,7881575430
2009-08-11,7743956070
2009-08-12,7764025559
2009-08-13,8050732559
2009-08-14,7913113200
2009-08-17,7626406200
2009-08-18,7921714410
2009-08-19,8010593580
2009-08-20,8174016570
2009-08-21,8291566440
2009-08-24,8171149500
2009-08-25,8162548290
2009-08-26,8088004470
2009-08-27,8010593580
2009-08-28,7921714410
2009-08-31,7700950020
2009-09-01,7474451490
2009-09-02,7491653910
2009-09-03,7723886580
2009-09-04,7979055809
2009-09-08,8122409309
2009-09-09,8231357970
2009-09-10,8337439559
2009-09-11,8529533250
2009-09-14,8383312680
2009-09-15,8543868600
2009-09-16,8750297640
2009-09-17,8721626940
2009-09-18,8873581650
2009-09-21,9014068080
2009-09-22,9140219160
2009-09-23,9077143620
2009-09-24,8922321840
2009-09-25,8919454770
2009-09-28,9071409480
2009-09-29,8971062030
2009-09-30,9013491200
2009-10-01,8708826000
2009-10-02,8763435800
2009-10-05,8915768400
2009-10-06,9033610600
2009-10-07,9010617000
2009-10-08,8927265200
2009-10-09,9042233200
2009-10-12,9183069000
2009-10-13,9168698000
2009-10-14,9341150000
2009-10-15,9887248000
2009-10-16,9674557199
2009-10-19,9898744800
2009-10-20,9726292800
2009-10-21,9516476200
2009-10-22,9473363200
2009-10-23,9275043400
2009-10-26,9171572200
2009-10-27,8967504000
2009-10-28,8780681000
2009-10-29,8921516800
2009-10-30,8685832400
2009-11-02,8631222600
2009-11-03,9079597800
2009-11-04,9185943200
2009-11-05,9450369600
2009-11-06,9637192600
2009-11-09,10053951600
2009-11-10,10048203200
2009-11-11,10502326800
2009-11-12,10390233000
2009-11-13,10528194600
2009-11-16,10666156200
2009-11-17,10864476000
2009-11-18,10735137000
2009-11-19,10631665800
2009-11-20,10763879000
2009-11-23,10824237199
2009-11-24,10637414200
2009-11-25,10634540000
2009-11-27,10479333200
2009-11-30,10545439800
2009-12-01,10634540000
2009-12-02,10666156200
2009-12-03,10539691400
2009-12-04,10602923800
2009-12-07,10470710600
2009-12-08,10214906800
2009-12-09,10117184000
2009-12-10,10341371600
2009-12-11,10341371600
2009-12-14,10559810800
2009-12-15,10577056000
2009-12-16,10539691400
2009-12-17,10781124200
2009-12-18,11005311800
2009-12-21,11166267000
2009-12-22,11232373600
2009-12-23,11281235000
2009-12-24,11436441800
2009-12-28,11413448200
2009-12-29,11424945000
2009-12-30,11344467400
2009-12-31,11261127040
2010-01-04,11425544110
2010-01-05,11535155490
2010-01-06,11370738420
2010-01-07,11183245270
2010-01-08,11238050960
2010-01-11,11240935470
2010-01-12,11033250750
2010-01-13,11154400170
2010-01-14,11137093110
2010-01-15,11160169190
2010-01-19,11200552330
2010-01-20,11238050960
2010-01-21,11085171930
2010-01-22,10773644850
2010-01-25,10975560550
2010-01-26,10799605440
2010-01-27,11033250750
2010-01-28,10721723670
2010-01-29,10655379940
2010-02-01,10750568770
2010-02-02,10759222300
2010-02-03,10612112290
2010-02-04,10265971090
2010-02-05,10176551280
2010-02-08,10286162659
2010-02-09,10346737370
2010-02-10,10375582470
2010-02-11,10666917980
2010-02-12,10767875830
2010-02-16,10955368980
2010-02-17,11076518400
2010-02-18,11102478990
2010-02-19,11139977620
2010-02-22,11044788790
2010-02-23,10718839159
2010-02-24,10917870350
2010-02-25,10917870350
2010-02-26,10903447800
2010-03-01,11010174670
2010-03-02,11053442320
2010-03-03,11122670560
2010-03-04,11226512920
2010-03-05,11364969400
2010-03-08,11096709970
2010-03-09,11333239790
2010-03-10,11382276460
2010-03-11,11376507440
2010-03-12,11330355280
2010-03-15,11191898800
2010-03-16,11480349800
2010-03-17,11278434100
2010-03-18,11122670560
2010-03-19,11073633890
2010-03-22,11139977620
2010-03-23,11165938210
2010-03-24,11067864870
2010-03-25,10638072880
2010-03-26,10684225040
2010-03-29,10868833680
2010-03-30,11050557810
2010-03-31,10936838400
2010-04-01,10976889600
2010-04-05,11051270400
2010-04-06,10750886400
2010-04-07,10647897600
2010-04-08,10762329600
2010-04-09,10748025600
2010-04-12,10753747200
2010-04-13,10762329600
2010-04-14,10676505600
2010-04-15,10733721600
2010-04-16,10716556800
2010-04-19,10728000000
2010-04-20,10982611200
2010-04-21,10948281600
2010-04-22,10931116800
2010-04-23,10988332799
2010-04-26,10922534400
2010-04-27,10790937600
2010-04-28,10733721600
2010-04-29,10968307200
2010-04-30,10828128000
2010-05-03,10988332799
2010-05-04,10733721600
2010-05-05,10659340800
2010-05-06,10461945600
2010-05-07,10241664000
2010-05-10,10682227200
2010-05-11,10530604800
2010-05-12,10802380800
2010-05-13,10625011200
2010-05-14,10447641600
2010-05-17,10490553600
2010-05-18,10330348800
2010-05-19,10298880000
2010-05-20,9961305600
2010-05-21,10307462400
2010-05-24,10215916800
2010-05-25,10393286400
2010-05-26,10361817600
2010-05-27,10748025600
2010-05-28,10593542400
2010-06-01,10281715200
2010-06-02,10559212799
2010-06-03,10793798400
2010-06-04,10330348800
2010-06-07,10253107200
2010-06-08,10175865600
2010-06-09,10313184000
2010-06-10,10790937600
2010-06-11,11197171200
2010-06-14,11202892799
2010-06-15,11328768000
2010-06-16,11340211200
2010-06-17,11245804800
2010-06-18,11228640000
2010-06-21,11151398400
2010-06-22,11062713600
2010-06-23,11182867200
2010-06-24,10948281600
2010-06-25,11056992000
2010-06-28,11134233600
2010-06-29,10830988800
2010-06-30,10660793940
2010-07-01,10574958240
2010-07-02,10529179200
2010-07-06,10554929910
2010-07-07,10815298200
2010-07-08,11029887450
2010-07-09,10878244380
2010-07-12,10718017740
2010-07-13,10961218890
2010-07-14,10944051750
2010-07-15,10858216050
2010-07-16,10434759930
2010-07-19,10429037550
2010-07-20,11058499350
2010-07-21,10995553170
2010-07-22,11112861960
2010-07-23,11318867640
2010-07-26,11201558850
2010-07-27,11150057430
2010-07-28,11155779810
2010-07-29,11213003610
2010-07-30,11304561690
2010-08-02,11693683530
2010-08-03,11662210440
2010-08-04,11728017810
2010-08-05,11759490900
2010-08-06,11599264260
2010-08-09,11587819500
2010-08-10,11550624030
2010-08-11,11144335050
2010-08-12,11095694820
2010-08-13,11089972440
2010-08-16,11267366220
2010-08-17,11419009289
2010-08-18,11696544720
2010-08-19,11619292590
2010-08-20,11616431400
2010-08-23,11665071630
2010-08-24,11542040460
2010-08-25,11733740190
2010-08-26,11567791170
2010-08-27,11756629710
2010-08-30,11587819500
2010-08-31,11765213280
2010-09-01,11739462570
2010-09-02,11710850670
2010-09-03,12028442760
2010-09-07,12142890360
2010-09-08,12174363450
2010-09-09,12045609900
2010-09-10,12131445600
2010-09-13,12168641070
2010-09-14,12085666560
2010-09-15,12217281300
2010-09-16,11913995160
2010-09-17,11962635390
2010-09-20,12125723220
2010-09-21,12311700570
2010-09-22,12220142490
2010-09-23,12177224640
2010-09-24,12417564600
2010-09-27,12340312470
2010-09-28,12543456960
2010-09-29,12612125520
2010-09-30,12644869050
2010-10-01,12633412770
2010-10-04,12490209270
2010-10-05,12619092420
2010-10-06,12404287170
2010-10-07,12338413560
2010-10-08,12183753780
2010-10-11,12072055050
2010-10-12,11980404810
2010-10-13,12157977150
2010-10-14,12281132160
2010-10-15,12149384940
2010-10-18,12060598770
2010-10-19,11934579690
2010-10-20,12129336450
2010-10-21,12094967610
2010-10-22,12189481920
2010-10-25,12195210060
2010-10-26,12241035180
2010-10-27,12066326910
2010-10-28,12212394480
2010-10-29,12349869840
2010-11-01,12392830890
2010-11-02,12398559030
2010-11-03,12401423100
2010-11-04,12418607520
2010-11-05,12301180650
2010-11-08,12195210060
2010-11-09,11937443760
2010-11-10,12046278420
2010-11-11,12226714830
2010-11-12,12149384940
2010-11-15,12060598770
2010-11-16,11923123410
2010-11-17,11885890500
2010-11-18,12123608310
2010-11-19,12229578900
2010-11-22,12129336450
2010-11-23,11931715619
2010-11-24,12135064590
2010-11-26,12083511330
2010-11-29,11920259340
2010-11-30,11897346780
2010-12-01,12023365860
2010-12-02,12223850760
2010-12-03,12109287960
2010-12-06,12243899250
2010-12-07,12315501000
2010-12-08,12140792730
2010-12-09,12080647260
2010-12-10,12112152030
2010-12-13,12014773650
2010-12-14,12140792730
2010-12-15,12060598770
2010-12-16,12017637720
2010-12-17,11940307830
2010-12-20,12235307040
2010-12-21,12281132160
2010-12-22,12203802270
2010-12-23,12169433430
2010-12-27,12312636930
2010-12-28,12272539950
2010-12-29,12309772860
2010-12-30,12444384150
2010-12-31,12579122340
2011-01-03,12461453160
2011-01-04,12441363300
2011-01-05,12312214200
2011-01-06,12094095720
2011-01-07,12226114800
2011-01-10,12217504860
2011-01-11,12157235280
2011-01-12,12079745820
2011-01-13,12030956160
2011-01-14,11689428540
2011-01-18,12065395920
2011-01-19,11930506860
2011-01-20,12105575640
2011-01-21,12002256360
2011-01-24,12194545020
2011-01-25,12320824140
2011-01-26,12524592720
2011-01-27,12587732280
2011-01-28,12355263900
2011-01-31,12102705660
2011-02-01,12401183580
2011-02-02,12484413000
2011-02-03,12627912000
2011-02-04,12886210200
2011-02-07,12742711200
2011-02-08,12946479780
2011-02-09,12897690120
2011-02-10,13018229280
2011-02-11,13193298060
2011-02-14,13250697660
2011-02-15,13058409000
2011-02-16,12969439620
2011-02-17,12691051560
2011-02-18,12564772440
2011-02-22,12303604260
2011-02-23,12010866300
2011-02-24,12013736280
2011-02-25,12246204660
2011-02-28,12096965700
2011-03-01,11729608260
2011-03-02,11675078640
2011-03-03,11807097720
2011-03-04,11746828140
2011-03-07,11698038480
2011-03-08,11491399920
2011-03-09,11511489780
2011-03-10,11118302520
2011-03-11,11304851220
2011-03-14,11258931540
2011-03-15,11192922000
2011-03-16,11161352220
2011-03-17,11445480240
2011-03-18,11238841679
2011-03-21,10725115260
2011-03-22,10900184040
2011-03-23,11187182040
2011-03-24,11491399920
2011-03-25,11560279440
2011-03-28,11606199120
2011-03-29,11807097720
2011-03-30,12108445620
2011-03-31,12138664000
2011-04-01,12295568000
2011-04-04,12312684799
2011-04-05,12155780800
2011-04-06,12209984000
2011-04-07,12224248000
2011-04-08,12172897600
2011-04-11,12224248000
2011-04-12,12118694400
2011-04-13,12227100800
2011-04-14,12190014400
2011-04-15,12190014400
2011-04-18,12107283200
2011-04-19,12033110400
2011-04-20,12247070400
2011-04-21,12364035200
2011-04-25,12346918400
2011-04-26,12489558400
2011-04-27,12680696000
2011-04-28,12458177600
2011-04-29,12227100800
2011-05-02,12104430400
2011-05-03,12124400000
2011-05-04,11910440000
2011-05-05,11953232000
2011-05-06,11970348800
2011-05-09,11981760000
2011-05-10,12033110400
2011-05-11,12041668800
2011-05-12,12144369600
2011-05-13,11953232000
2011-05-16,11853384000
2011-05-17,11716449600
2011-05-18,11813444799
2011-05-19,11827708800
2011-05-20,11804886400
2011-05-23,11702185600
2011-05-24,11776358400
2011-05-25,11807739200
2011-05-26,11822003200
2011-05-27,11918998400
2011-05-31,11813444799
2011-06-01,11696480000
2011-06-02,11873353600
2011-06-03,11516753600
2011-06-06,11425464000
2011-06-07,11468256000
2011-06-08,11394083200
2011-06-09,11556692800
2011-06-10,11493931200
2011-06-13,11436875200
2011-06-14,11434022400
2011-06-15,11371260800
2011-06-16,11374113600
2011-06-17,11528164799
2011-06-20,11590926400
2011-06-21,11822003200
2011-06-22,11650835200
2011-06-23,11662246400
2011-06-24,11582368000
2011-06-27,11545281600
2011-06-28,11502489600
2011-06-29,11616601600
2011-06-30,11504044490
2011-07-01,12017340910
2011-07-05,11997598740
2011-07-06,12093489280
2011-07-07,12130153310
2011-07-08,12034262770
2011-07-11,11881966030
2011-07-12,11918630060
2011-07-13,12051184630
2011-07-14,11839661380
2011-07-15,11944012850
2011-07-18,11822739520
2011-07-19,11887606650
2011-07-20,11808637970
2011-07-21,11881966030
2011-07-22,11958114400
2011-07-25,11884786340
2011-07-26,11918630060
2011-07-27,11845302000
2011-07-28,12383981209
2011-07-29,12240145400
2011-08-01,12321934390
2011-08-02,11853762930
2011-08-03,12352957800
2011-08-04,11495583560
2011-08-05,11506864800
2011-08-08,10914599700
2011-08-09,11456099220
2011-08-10,11131763570
2011-08-11,11405333640
2011-08-12,11673263090
2011-08-15,11876325410
2011-08-16,11771973940
2011-08-17,11676083400
2011-08-18,11272779070
2011-08-19,11295341550
2011-08-22,11168427600
2011-08-23,11577372550
2011-08-24,11819919209
2011-08-25,11597114720
2011-08-26,11738130220
2011-08-29,11929911300
2011-08-30,11932731610
2011-08-31,12248606330
2011-09-01,12282450050
2011-09-02,11924270680
2011-09-06,11862223860
2011-09-07,12051184630
2011-09-08,11991958120
2011-09-09,11791716110
2011-09-12,11693005260
2011-09-13,11898887890
2011-09-14,12166817340
2011-09-15,12285270360
2011-09-16,12372699970
2011-09-19,12355778110
2011-09-20,12285270360
2011-09-21,12214762610
2011-09-22,11831200450
2011-09-23,11633778750
2011-09-26,11729669290
2011-09-27,11915809750
2011-09-28,11712747430
2011-09-29,11622497510
2011-09-30,11427212580
2011-10-03,11323252200
2011-10-04,11194004160
2011-10-05,11444071020
2011-10-06,11590177500
2011-10-07,11309203500
2011-10-10,11826195660
2011-10-11,11725045020
2011-10-12,11910487860
2011-10-13,11873961240
2011-10-14,12171793680
2011-10-17,12039735900
2011-10-18,12152125500
2011-10-19,12006019020
2011-10-20,11994780060
2011-10-21,12101550180
2011-10-24,12227988480
2011-10-25,12124028100
2011-10-26,11699757360
2011-10-27,11975111880
2011-10-28,11890819680
2011-10-31,11621084640
2011-11-01,11399115180
2011-11-02,11449690500
2011-11-03,11730664500
2011-11-04,11755952160
2011-11-07,11744713200
2011-11-08,11784049560
2011-11-09,11654801520
2011-11-10,11466548940
2011-11-11,11806527480
2011-11-14,11713806060
2011-11-15,11834624880
2011-11-16,11556460620
2011-11-17,11452500240
2011-11-18,11297964540
2011-11-21,11210862600
2011-11-22,11194004160
2011-11-23,11056326900
2011-11-25,11081614560
2011-11-28,11348539860
2011-11-29,11432832060
2011-11-30,11890819680
2011-12-01,11989160580
2011-12-02,12278563800
2011-12-05,12227988480
2011-12-06,12227988480
2011-12-07,12104359920
2011-12-08,11935775520
2011-12-09,12149315760
2011-12-12,12101550180
2011-12-13,12177413160
2011-12-14,12014448240
2011-12-15,12197081339
2011-12-16,12048165120
2011-12-19,11918917080
2011-12-20,12362856000
2011-12-21,12343187820
2011-12-22,12464006640
2011-12-23,12472435860
2011-12-27,12483674820
2011-12-28,12323519640
2011-12-29,12531440400
2011-12-30,12587635200
2012-01-03,12798291960
2012-01-04,12826783260
2012-01-05,12815386740
2012-01-06,12835330650
2012-01-09,13000580190
2012-01-10,13143036690
2012-01-11,13174377120
2012-01-12,13177226250
2012-01-13,13105998000
2012-01-17,13057562790
2012-01-18,13060411920
2012-01-19,13219963200
2012-01-20,13168678860
2012-01-23,13120243650
2012-01-24,13088903220
2012-01-25,13305437100
2012-01-26,13200019290
2012-01-27,13880961360
2012-01-30,13792638329
2012-01-31,13812582240
2012-02-01,13861017450
2012-02-02,13957887870
2012-02-03,14023417860
2012-02-06,14040512640
2012-02-07,13992077430
2012-02-08,14034814380
2012-02-09,14049060030
2012-02-10,14049060030
2012-02-13,14074702200
2012-02-14,14080400460
2012-02-15,14430843450
2012-02-16,14476429530
2012-02-17,14635980810
2012-02-21,14664472110
2012-02-22,14650226460
2012-02-23,14818325130
2012-02-24,14972178150
2012-02-27,14758493400
2012-02-28,14841118170
2012-02-29,14761342530
2012-03-01,15054802920
2012-03-02,15143125950
2012-03-05,15134578560
2012-03-06,14926592070
2012-03-07,14983574670
2012-03-08,15311224620
2012-03-09,15507814590
2012-03-12,15655969350
2012-03-13,15379603740
2012-03-14,14940837720
2012-03-15,14972178150
2012-03-16,14881005990
2012-03-19,15126031170
2012-03-20,15029160750
2012-03-21,15134578560
2012-03-22,15106087260
2012-03-23,15157371600
2012-03-26,15265638540
2012-03-27,15140276820
2012-03-28,15097539870
2012-03-29,15100389000
2012-03-30,15197259420
2012-04-02,15511937130
2012-04-03,15421835940
2012-04-04,15360799650
2012-04-05,15520656600
2012-04-09,15413116470
2012-04-10,15288137400
2012-04-11,15663074610
2012-04-12,15805492620
2012-04-13,15654355140
2012-04-16,15770614740
2012-04-17,15982788510
2012-04-18,15965349570
2012-04-19,15924658710
2012-04-20,15956630100
2012-04-23,15898500300
2012-04-24,15985695000
2012-04-25,16302502410
2012-04-26,16351912740
2012-04-27,16453639890
2012-04-30,16453639890
2012-05-01,16386790620
2012-05-02,16395510089
2012-05-03,16427481480
2012-05-04,16218214200
2012-05-07,16290876450
2012-05-08,16203681750
2012-05-09,16093235130
2012-05-10,16148458440
2012-05-11,16171710360
2012-05-14,15805492620
2012-05-15,15776427720
2012-05-16,15773521230
2012-05-17,15433461900
2012-05-18,15363706140
2012-05-21,15535189050
2012-05-22,15578786400
2012-05-23,15639822690
2012-05-24,15785147190
2012-05-25,15744456330
2012-05-29,15942097650
2012-05-30,15761895270
2012-05-31,15869435400
2012-06-01,15427648920
2012-06-04,15564253950
2012-06-05,15639822690
2012-06-06,15898500300
2012-06-07,16023479370
2012-06-08,16244372610
2012-06-11,16276344000
2012-06-12,16456546380
2012-06-13,16529208630
2012-06-14,16712317500
2012-06-15,16784979750
2012-06-18,17090161200
2012-06-19,16787886240
2012-06-20,16755914850
2012-06-21,16357725720
2012-06-22,16465265850
2012-06-25,16410042540
2012-06-26,16712317500
2012-06-27,16962275640
2012-06-28,16851829020
2012-06-29,17049470339
2012-07-02,17448627620
2012-07-03,17541671460
2012-07-05,17329415200
2012-07-06,17277078040
2012-07-09,17399198080
2012-07-10,17259632320
2012-07-11,17204387540
2012-07-12,17349768540
2012-07-13,17637622920
2012-07-16,17378844740
2012-07-17,17521318120
2012-07-18,17102620840
2012-07-19,17184034200
2012-07-20,17154958000
2012-07-23,17061914160
2012-07-24,16840935040
2012-07-25,16794413120
2012-07-26,17646345780
2012-07-27,17937107780
2012-07-30,18181347860
2012-07-31,17992352560
2012-08-01,17980722080
2012-08-02,18027244000
2012-08-03,18178440240
2012-08-06,18123195460
2012-08-07,18038874480
2012-08-08,18001075420
2012-08-09,17992352560
2012-08-10,18149364040
2012-08-13,18172625000
2012-08-14,18280206940
2012-08-15,18405234600
2012-08-16,18204608820
2012-08-17,18169717380
2012-08-20,18056320200
2012-08-21,18006890660
2012-08-22,18003983040
2012-08-23,17922569680
2012-08-24,17995260180
2012-08-27,18041782100
2012-08-28,18155179280
2012-08-29,18265668840
2012-08-30,18361620300
2012-08-31,18451756520
2012-09-04,18379066020
2012-09-05,18498278440
2012-09-06,18876269040
2012-09-07,18754149000
2012-09-10,18536077500
2012-09-11,18643659440
2012-09-12,18533169880
2012-09-13,18617490860
2012-09-14,18460479380
2012-09-17,18655289920
2012-09-18,18664012780
2012-09-19,18867546180
2012-09-20,18911160480
2012-09-21,18975128120
2012-09-24,18600045140
2012-09-25,18504093680
2012-09-26,18620398480
2012-09-27,18873361420
2012-09-28,18637844200
2012-10-01,18215519399
2012-10-02,18446854782
2012-10-03,18963789403
2012-10-04,18789573868
2012-10-05,18792429860
2012-10-08,18683902149
2012-10-09,18298343178
2012-10-10,18486838675
2012-10-11,18272639247
2012-10-12,18463990736
2012-10-15,19149428907
2012-10-16,19183700816
2012-10-17,19049469174
2012-10-18,19152284900
2012-10-19,18769581921
2012-10-22,18686758142
2012-10-23,18629638294
2012-10-24,18838125738
2012-10-25,18863829669
2012-10-26,18980925357
2012-10-31,19063749136
2012-11-01,19226540702
2012-11-02,19335068412
2012-11-05,19089453067
2012-11-06,19200836770
2012-11-07,19217972725
2012-11-08,19078029098
2012-11-09,19086597075
2012-11-12,18992349327
2012-11-13,19038045205
2012-11-14,18689614134
2012-11-15,18338327071
2012-11-16,18615358332
2012-11-19,18812421807
2012-11-20,18840981730
2012-11-21,19003773296
2012-11-23,19292228526
2012-11-26,19038045205
2012-11-27,18989493334
2012-11-28,19080885090
2012-11-29,19260812610
2012-11-30,19283660549
2012-12-03,19269380587
2012-12-04,19189412801
2012-12-05,19063749136
2012-12-06,19203692763
2012-12-07,19549267841
2012-12-10,19386476275
2012-12-11,19589251734
2012-12-12,20123322309
2012-12-13,20129034294
2012-12-14,20323241776
2012-12-17,20346089715
2012-12-18,20351801699
2012-12-19,20174730172
2012-12-20,20428913494
2012-12-21,20351801699
2012-12-24,20346089715
2012-12-26,20243273989
2012-12-27,20308961814
2012-12-28,20177586164
2012-12-31,21005920320
2013-01-02,21861760200
2013-01-03,21425107200
2013-01-04,21407641080
2013-01-07,21180581520
2013-01-08,21154382340
2013-01-09,21131094180
2013-01-10,21302844360
2013-01-11,21186403560
2013-01-14,21232979880
2013-01-15,21311577420
2013-01-16,21544459020
2013-01-17,21541548000
2013-01-18,21625967580
2013-01-22,21762785520
2013-01-23,21870493260
2013-01-24,21634700639
2013-01-25,21381441900
2013-01-28,21361064760
2013-01-29,21122361120
2013-01-30,20650775880
2013-01-31,20528513040
2013-02-01,20810881980
2013-02-04,20432449380
2013-02-05,20685708120
2013-02-06,20519779980
2013-02-07,20470292639
2013-02-08,20607110580
2013-02-11,20385873060
2013-02-12,19885177620
2013-02-13,19806580080
2013-02-14,19404859320
2013-02-15,19765825800
2013-02-19,19515478080
2013-02-20,19541677260
2013-02-21,19794936000
2013-02-22,20368406940
2013-02-25,20251966139
2013-02-26,20304364500
2013-02-27,20487758760
2013-02-28,20318919600
2013-03-01,20417894280
2013-03-04,20659508940
2013-03-05,20842903200
2013-03-06,20997187260
2013-03-07,20982632160
2013-03-08,20898212580
2013-03-11,20831259120
2013-03-12,20560534260
2013-03-13,20656597920
2013-03-14,20700263220
2013-03-15,20374228980
2013-03-18,20278165320
2013-03-19,20374228980
2013-03-20,20566356300
2013-03-21,20420805300
2013-03-22,20592555480
2013-03-25,20496491820
2013-03-26,20516868960
2013-03-27,20569267320
2013-03-28,20272343280
2013-04-01,20324592750
2013-04-02,20560485000
2013-04-03,20272172250
2013-04-04,20467293000
2013-04-05,20627466750
2013-04-08,21003147000
2013-04-09,21064304250
2013-04-10,21317670000
2013-04-11,21463282500
2013-04-12,21373002750
2013-04-15,21320582250
2013-04-16,21559386750
2013-04-17,21209916750
2013-04-18,21652578750
2013-04-19,21844787250
2013-04-22,21707911500
2013-04-23,21806928000
2013-04-24,21521527500
2013-04-25,22820391000
2013-04-26,22534990500
2013-04-29,22526253750
2013-04-30,22424325000
2013-05-01,22386465750
2013-05-02,22564113000
2013-05-03,22782531750
2013-05-06,22698076500
2013-05-07,22832040000
2013-05-08,23082493500
2013-05-09,23012599500
2013-05-10,22922319750
2013-05-13,22916495250
2013-05-14,23231018250
2013-05-15,23132001750
2013-05-16,22648568250
2013-05-17,22677690750
2013-05-20,22345694250
2013-05-21,22389378000
2013-05-22,21565211250
2013-05-23,21370090500
2013-05-24,21469107000
2013-05-28,21355529250
2013-05-29,20892481500
2013-05-30,20968200000
2013-05-31,20749781250
2013-06-03,20639115750
2013-06-04,20342066250
2013-06-05,20315856000
2013-06-06,20572134000
2013-06-07,20467293000
2013-06-10,20155682250
2013-06-11,20196453750
2013-06-12,19803300000
2013-06-13,20310031500
2013-06-14,20484766500
2013-06-17,20484766500
2013-06-18,20773079250
2013-06-19,20251786500
2013-06-20,19715932500
2013-06-21,19957649250
2013-06-24,19608179250
2013-06-25,19896491999
2013-06-26,20423609250
2013-06-27,21105075750
2013-06-28,21081777750
2013-07-01,20996799320
2013-07-02,20953243520
2013-07-03,21022932800
2013-07-05,20967762120
2013-07-08,21290075039
2013-07-09,21107140680
2013-07-10,21731440480
2013-07-11,22277339840
2013-07-12,22445755600
2013-07-15,22463177920
2013-07-16,22169902200
2013-07-17,22196035680
2013-07-18,22193131960
2013-07-19,22277339840
2013-07-22,22242495200
2013-07-23,22315088200
2013-07-24,22277339840
2013-07-25,21397512680
2013-07-26,21298786200
2013-07-29,21049066280
2013-07-30,20883554240
2013-07-31,20398633000
2013-08-01,20215698640
2013-08-02,20122779600
2013-08-05,20488648320
2013-08-06,20265061880
2013-08-07,19844022480
2013-08-08,19945652680
2013-08-09,19965978720
2013-08-12,19582687680
2013-08-13,19646569520
2013-08-14,19678510440
2013-08-15,19817889000
2013-08-16,19719162520
2013-08-19,19890482000
2013-08-20,20024053120
2013-08-21,19820792720
2013-08-22,19783044360
2013-08-23,20247639560
2013-08-26,20032764280
2013-08-27,20311521400
2013-08-28,20273773039
2013-08-29,20299906520
2013-08-30,20157624240
2013-09-03,20102453560
2013-09-04,20308617680
2013-09-05,20099549840
2013-09-06,20485744600
2013-09-09,21037451400
2013-09-10,21258134120
2013-09-11,21205867160
2013-09-12,20567048760
2013-09-13,20285387920
2013-09-16,20471226000
2013-09-17,20456707400
2013-09-18,20500263200
2013-09-19,20677390120
2013-09-20,20506070640
2013-09-23,20514781800
2013-09-24,20421862760
2013-09-25,20741271960
2013-09-26,21197156000
2013-09-27,21112948120
2013-09-30,22585083842
2013-10-01,22306751986
2013-10-02,22133567720
2013-10-03,21988216639
2013-10-04,21852143287
2013-10-07,22050068163
2013-10-08,21728440240
2013-10-09,21784106611
2013-10-10,21898531930
2013-10-11,22071716196
2013-10-14,22244900462
2013-10-15,22269641072
2013-10-16,22968563288
2013-10-17,23754077638
2013-10-18,23491208663
2013-10-21,23089173759
2013-10-22,23154117859
2013-10-23,22885063732
2013-10-24,23682948386
2013-10-25,23537597305
2013-10-28,23463375477
2013-10-29,23670578081
2013-10-30,23648930048
2013-10-31,23509764120
2013-11-01,23249987721
2013-11-04,23265450602
2013-11-05,23546875034
2013-11-06,23596356253
2013-11-07,23311839244
2013-11-08,23052062845
2013-11-11,23079896031
2013-11-12,22980933593
2013-11-13,23079896031
2013-11-14,23348950159
2013-11-15,23531412153
2013-11-18,23602541405
2013-11-19,23355135311
2013-11-20,23135562402
2013-11-21,23018044507
2013-11-22,22943822679
2013-11-25,22844860241
2013-11-26,23067525726
2013-11-27,23055155421
2013-11-29,22956192984
2013-12-02,23194321350
2013-12-03,23243802568
2013-12-04,23042785117
2013-12-05,23055155421
2013-12-06,23318024397
2013-12-09,23299468940
2013-12-10,23259265449
2013-12-11,22928359798
2013-12-12,22900526612
2013-12-13,22857230546
2013-12-16,22319122291
2013-12-17,22145938024
2013-12-18,22328400019
