,ATO
2014-03-05,4423042260
2014-03-06,4402845720
2014-03-07,4373031780
2014-03-10,4374955260
2014-03-11,4333600440
2014-03-12,4358605680
2014-03-13,4418233560
2014-03-14,4452856200
2014-03-17,4499019720
2014-03-18,4511522340
2014-03-19,4470167520
2014-03-20,4423042260
2014-03-21,4435544880
2014-03-24,4434583140
2014-03-25,4415348340
2014-03-26,4404769200
2014-03-27,4418233560
2014-03-28,4430736180
2014-03-31,4767765060
2014-04-01,4748544280
2014-04-02,4795078800
2014-04-03,4834531980
2014-04-04,4820369300
2014-04-07,4820369300
2014-04-08,4854764380
2014-04-09,4908380240
2014-04-10,4946821800
2014-04-11,4908380240
2014-04-14,4955926380
2014-04-15,5065181340
2014-04-16,5100588040
2014-04-17,5047983800
2014-04-21,5021681680
2014-04-22,5062146480
2014-04-23,5097553180
2014-04-24,5138017980
2014-04-25,5186575740
2014-04-28,5216924340
2014-04-29,5166343340
2014-04-30,5163308480
2014-05-01,5187587360
2014-05-02,5114750720
2014-05-05,5164320100
2014-05-06,5175447920
2014-05-07,5218947580
2014-05-08,5106657760
2014-05-09,5099576420
2014-05-12,5060123240
2014-05-13,5069227820
2014-05-14,5106657760
2014-05-15,5072262680
2014-05-16,5116773960
2014-05-19,5070239440
2014-05-20,5101599660
2014-05-21,5084402120
2014-05-22,5100588040
2014-05-23,5091483460
2014-05-27,5066192960
2014-05-28,5070239440
2014-05-29,5033821120
2014-05-30,5068216200
2014-06-02,5115762340
2014-06-03,5169378200
2014-06-04,5193657080
2014-06-05,5209843000
2014-06-06,5176459540
2014-06-09,5176459540
2014-06-10,5141052840
2014-06-11,5098564800
2014-06-12,5118797200
2014-06-13,5166343340
2014-06-16,5209843000
2014-06-17,5229063780
2014-06-18,5289760980
2014-06-19,5339330360
2014-06-20,5328202540
2014-06-23,5304935280
2014-06-24,5322132820
2014-06-25,5363609240
2014-06-26,5326179300
2014-06-27,5332249020
2014-06-30,5406643200
2014-07-01,5333744640
2014-07-02,5245658880
2014-07-03,5209209600
2014-07-07,5180860160
2014-07-08,5217309440
2014-07-09,5189972480
2014-07-10,5229459200
2014-07-11,5183897600
2014-07-14,5166685440
2014-07-15,5187947520
2014-07-16,5164660480
2014-07-17,5118086400
2014-07-18,5199084800
2014-07-21,5170735360
2014-07-22,5183897600
2014-07-23,5157573120
2014-07-24,5156560640
2014-07-25,5082649600
2014-07-28,5135298560
2014-07-29,5116061440
2014-07-30,4989501440
2014-07-31,4892303360
2014-08-01,4876103680
2014-08-04,4838641920
2014-08-05,4800167680
2014-08-06,4789030400
2014-08-07,4818392320
2014-08-08,4907490560
2014-08-11,4920652800
2014-08-12,4913565440
2014-08-13,4974314240
2014-08-14,5018863360
2014-08-15,5039112960
2014-08-18,5038100480
2014-08-19,5119098880
2014-08-20,5128211200
2014-08-21,5083662080
2014-08-22,5066449920
2014-08-25,5069487360
2014-08-26,5030000640
2014-08-27,5060375040
2014-08-28,5092774400
2014-08-29,5119098880
2014-09-02,5095811840
2014-09-03,5139348480
2014-09-04,5117073920
2014-09-05,5195034880
2014-09-08,5195034880
2014-09-09,5122136320
2014-09-10,5079612160
2014-09-11,5108974080
2014-09-12,5022913280
2014-09-15,5045187840
2014-09-16,5075562240
2014-09-17,5048225280
2014-09-18,5000638720
2014-09-19,4985451520
2014-09-22,4951027200
2014-09-23,4889265920
2014-09-24,4833579520
2014-09-25,4783968000
2014-09-26,4759668480
2014-09-29,4843704320
2014-09-30,4845413700
2014-10-01,4820018450
2014-10-02,4823065880
2014-10-03,4844397890
2014-10-06,4853540180
2014-10-07,4809860350
2014-10-08,4928710120
2014-10-09,4844397890
2014-10-10,4873856380
2014-10-13,4867761520
2014-10-14,4951057940
2014-10-15,4925662690
2014-10-16,4992706150
2014-10-17,5100382010
2014-10-20,5165393850
2014-10-21,5205010440
2014-10-22,5223295020
2014-10-23,5274085520
2014-10-24,5243611220
2014-10-27,5243611220
2014-10-28,5320812780
2014-10-29,5327923450
2014-10-30,5416298920
2014-10-31,5383793000
2014-11-03,5431536070
2014-11-04,5430520260
2014-11-05,5505690200
2014-11-06,5507721820
2014-11-07,5529053830
2014-11-10,5515848300
2014-11-11,5509753440
2014-11-12,5475215900
2014-11-13,5537180310
2014-11-14,5413251490
2014-11-17,5431536070
2014-11-18,5426457020
2014-11-19,5398014340
2014-11-20,5391919480
2014-11-21,5449820650
2014-11-24,5445757410
2014-11-25,5453883890
2014-11-26,5458962940
2014-11-28,5454899700
2014-12-01,5476231710
2014-12-02,5501626960
2014-12-03,5532101260
2014-12-04,5554449080
2014-12-05,5521943160
2014-12-08,5501626960
2014-12-09,5593049860
2014-12-10,5473184280
2014-12-11,5541243550
2014-12-12,5396998530
2014-12-15,5340113170
2014-12-16,5374650710
2014-12-17,5467089420
2014-12-18,5552417460
2014-12-19,5523974780
2014-12-22,5542259360
2014-12-23,5554449080
2014-12-24,5645871980
2014-12-26,5689551810
2014-12-29,5899824480
2014-12-30,5774879850
2014-12-31,5671322040
2015-01-02,5687601400
2015-01-05,5584837940
2015-01-06,5550244300
2015-01-07,5629606180
2015-01-08,5667252200
2015-01-09,5621466500
2015-01-12,5630623640
2015-01-13,5658095060
2015-01-14,5813766440
2015-01-15,5831063260
2015-01-16,5949088620
2015-01-20,5923652120
2015-01-21,5963333060
2015-01-22,5966385440
2015-01-23,5968420360
2015-01-26,5983682260
2015-01-27,5949088620
2015-01-28,5854464840
2015-01-29,5971472740
2015-01-30,5790364860
2015-02-02,5850395000
2015-02-03,5893128320
2015-02-04,5775102960
2015-02-05,5844290240
2015-02-06,5605187140
2015-02-09,5544139540
2015-02-10,5590942700
2015-02-11,5441376080
2015-02-12,5409834820
2015-02-13,5343699920
2015-02-17,5345734840
2015-02-18,5446463380
2015-02-19,5378293560
2015-02-20,5385415780
2015-02-23,5405764980
2015-02-24,5426114180
2015-02-25,5407799900
2015-02-26,5340647540
2015-02-27,5396607840
2015-03-02,5303001520
2015-03-03,5422044340
2015-03-04,5404747520
2015-03-05,5436288780
2015-03-06,5312158660
2015-03-09,5309106280
2015-03-10,5292826920
2015-03-11,5295879300
2015-03-12,5433236400
2015-03-13,5401695140
2015-03-16,5482074480
2015-03-17,5519720500
2015-03-18,5663182360
2015-03-19,5615361740
2015-03-20,5682514100
2015-03-23,5639780780
2015-03-24,5615361740
2015-03-25,5559401440
2015-03-26,5483091940
2015-03-27,5556349060
2015-03-30,5634693480
2015-03-31,5640600000
2015-04-01,5693640000
2015-04-02,5706900000
2015-04-06,5753820000
2015-04-07,5665080000
2015-04-08,5649780000
2015-04-09,5613060000
2015-04-10,5647740000
2015-04-13,5564100000
2015-04-14,5597760000
2015-04-15,5586540000
2015-04-16,5535540000
2015-04-17,5511060000
2015-04-20,5593680000
2015-04-21,5573280000
2015-04-22,5563080000
2015-04-23,5639580000
2015-04-24,5679360000
2015-04-27,5646720000
2015-04-28,5688540000
2015-04-29,5665080000
2015-04-30,5508000000
2015-05-01,5539620000
2015-05-04,5535540000
2015-05-05,5355000000
2015-05-06,5368260000
2015-05-07,5453940000
2015-05-08,5498820000
2015-05-11,5468220000
2015-05-12,5399880000
2015-05-13,5355000000
2015-05-14,5446800000
2015-05-15,5491680000
2015-05-18,5545740000
2015-05-19,5537580000
2015-05-20,5536560000
2015-05-21,5466180000
2015-05-22,5457000000
2015-05-26,5426400000
2015-05-27,5447820000
2015-05-28,5506980000
2015-05-29,5510040000
2015-06-01,5517180000
2015-06-02,5426400000
2015-06-03,5372340000
2015-06-04,5339700000
2015-06-05,5246880000
2015-06-08,5242800000
2015-06-09,5239740000
2015-06-10,5258100000
2015-06-11,5298900000
2015-06-12,5250960000
2015-06-15,5246880000
2015-06-16,5297880000
2015-06-17,5316240000
2015-06-18,5394780000
2015-06-19,5375400000
2015-06-22,5380500000
2015-06-23,5357040000
2015-06-24,5298900000
2015-06-25,5270340000
2015-06-26,5278500000
2015-06-29,5245860000
2015-06-30,5242559520
2015-07-01,5263006320
2015-07-02,5333547780
2015-07-06,5360128620
2015-07-07,5503256220
2015-07-08,5503256220
2015-07-09,5412267960
2015-07-10,5452139220
2015-07-13,5472586020
2015-07-14,5479742400
2015-07-15,5488943460
2015-07-16,5641272120
2015-07-17,5536993440
2015-07-20,5518591320
2015-07-21,5479742400
2015-07-22,5536993440
2015-07-23,5475653040
2015-07-24,5500189200
2015-07-27,5550283860
2015-07-28,5557440240
2015-07-29,5590155120
2015-07-30,5590155120
2015-07-31,5653540200
2015-08-03,5655584880
2015-08-04,5588110440
2015-08-05,5619802980
2015-08-06,5610601920
2015-08-07,5687277420
2015-08-10,5649450840
2015-08-11,5679098700
2015-08-12,5858008200
2015-08-13,5839606080
2015-08-14,5870276280
2015-08-17,5916281580
2015-08-18,5858008200
2015-08-19,5875387980
2015-08-20,5751684840
2015-08-21,5677054020
2015-08-24,5654562540
2015-08-25,5569708320
2015-08-26,5615713620
2015-08-27,5658651900
2015-08-28,5682165720
2015-08-31,5601400860
2015-09-01,5478720060
2015-09-02,5495077500
2015-09-03,5465429640
2015-09-04,5373419040
2015-09-08,5490988140
2015-09-09,5478720060
2015-09-10,5447027520
2015-09-11,5528814720
2015-09-14,5549261520
2015-09-15,5581976400
2015-09-16,5650473180
2015-09-17,5699545500
2015-09-18,5676031680
2015-09-21,5740439100
2015-09-22,5784399720
2015-09-23,5787466740
2015-09-24,5815069920
2015-09-25,5894812440
2015-09-28,5888678400
2015-09-29,5837561400
2015-09-30,5975842340
2015-10-01,5938865660
2015-10-02,6052877090
2015-10-05,6097043680
2015-10-06,6016927540
2015-10-07,6031307360
2015-10-08,6115532020
2015-10-09,6060067000
2015-10-12,6117586280
2015-10-13,6071365430
2015-10-14,6043632920
2015-10-15,6139156010
2015-10-16,6239814750
2015-10-19,6258303090
2015-10-20,6214136500
2015-10-21,6194621030
2015-10-22,6229543450
2015-10-23,6155590090
2015-10-26,6348690530
2015-10-27,6354853310
2015-10-28,6390802860
2015-10-29,6381558690
2015-10-30,6470919000
2015-11-02,6474000390
2015-11-03,6490434470
2015-11-04,6475027520
2015-11-05,6423671020
2015-11-06,6143264530
2015-11-09,6110396370
2015-11-10,6259330220
2015-11-11,6296306900
2015-11-12,6222353540
2015-11-13,6188458250
2015-11-16,6276791430
2015-11-17,6219272150
2015-11-18,6357934700
2015-11-19,6409291200
2015-11-20,6420589630
2015-11-23,6407236940
2015-11-24,6435996580
2015-11-25,6387721470
2015-11-27,6454484920
2015-11-30,6400047030
2015-12-01,6428806670
2015-12-02,6361016090
2015-12-03,6279872820
2015-12-04,6393884250
2015-12-07,6366151740
2015-12-08,6388748600
2015-12-09,6425725280
2015-12-10,6279872820
2015-12-11,6245977530
2015-12-14,6251113180
2015-12-15,6326093670
2015-12-16,6497624380
2015-12-17,6485298820
2015-12-18,6451403530
2015-12-21,6376423040
2015-12-22,6412372590
2015-12-23,6498651510
2015-12-24,6488380210
2015-12-28,6596228860
2015-12-29,6599310250
2015-12-30,6589038950
2015-12-31,6489715840
2016-01-04,6420742020
2016-01-05,6444419600
2016-01-06,6465008800
2016-01-07,6402211740
2016-01-08,6409417960
2016-01-11,6431036620
2016-01-12,6391917140
2016-01-13,6355886040
2016-01-14,6483539080
2016-01-15,6482509620
2016-01-19,6584426160
2016-01-20,6422800940
2016-01-21,6421771480
2016-01-22,6590602920
2016-01-25,6572072640
2016-01-26,6733697860
2016-01-27,6704872980
2016-01-28,6916941740
2016-01-29,7125922120
2016-02-01,7061066140
2016-02-02,7195925400
2016-02-03,7177395120
2016-02-04,7168129980
2016-02-05,7157835380
2016-02-08,7190778099
2016-02-09,7288576800
2016-02-10,7235044880
2016-02-11,7236074340
2016-02-12,7188719180
2016-02-16,7250486780
2016-02-17,7169159440
2016-02-18,7290635719
2016-02-19,7216514599
2016-02-22,7243280560
2016-02-23,7252545700
2016-02-24,7315342760
2016-02-25,7372992520
2016-02-26,7221661900
2016-02-29,7145481860
2016-03-01,7131069420
2016-03-02,7240192180
2016-03-03,7167100520
2016-03-04,7278282200
2016-03-07,7276223280
2016-03-08,7286517880
2016-03-09,7299900860
2016-03-10,7301959780
2016-03-11,7304018700
2016-03-14,7339020340
2016-03-15,7383287120
2016-03-16,7448143099
2016-03-17,7508881240
2016-03-18,7420347680
2016-03-21,7342108719
2016-03-22,7371963060
2016-03-23,7395640640
2016-03-24,7451231480
2016-03-28,7470791219
2016-03-29,7651976180
2016-03-30,7623151300
2016-03-31,7704475000
2016-04-01,7735600000
2016-04-04,7716925000
2016-04-05,7595537499
2016-04-06,7623550000
2016-04-07,7640150000
2016-04-08,7697212500
2016-04-11,7650524999
2016-04-12,7676462499
2016-04-13,7666087500
2016-04-14,7584124999
2016-04-15,7639112500
2016-04-18,7644300000
2016-04-19,7681650000
2016-04-20,7534325000
2016-04-21,7324749999
2016-04-22,7398412500
2016-04-25,7399449999
2016-04-26,7439912499
2016-04-27,7449250000
2016-04-28,7477262499
2016-04-29,7527062500
2016-05-02,7568562500
2016-05-03,7555074999
2016-05-04,7686837500
2016-05-05,7632887499
2016-05-06,7634962500
2016-05-09,7708625000
2016-05-10,7725224999
2016-05-11,7732487500
2016-05-12,7728337499
2016-05-13,7704475000
2016-05-16,7780212499
2016-05-17,7548850000
2016-05-18,7446137500
2016-05-19,7458587500
2016-05-20,7480374999
2016-05-23,7413974999
2016-05-24,7513575000
2016-05-25,7455475000
2016-05-26,7508387500
2016-05-27,7541587500
2016-05-31,7563375000
2016-06-01,7564412500
2016-06-02,7542625000
2016-06-03,7753237500
2016-06-06,7714850000
2016-06-07,7725224999
2016-06-08,7770875000
2016-06-09,7925462500
2016-06-10,7879812500
2016-06-13,7858024999
2016-06-14,7913012500
2016-06-15,7885000000
2016-06-16,7919237500
2016-06-17,7882925000
2016-06-20,7903675000
2016-06-21,7950362500
2016-06-22,7941025000
2016-06-23,7981487500
2016-06-24,7993937500
2016-06-27,8079012500
2016-06-28,8116362500
2016-06-29,8141262500
2016-06-30,8513146839
2016-07-01,8424162890
2016-07-05,8493256310
2016-07-06,8496396920
2016-07-07,8333085199
2016-07-08,8374960000
2016-07-11,8384381830
2016-07-12,8365538170
2016-07-13,8452428379
2016-07-14,8384381830
2016-07-15,8381241220
2016-07-18,8364491300
2016-07-19,8367631910
2016-07-20,8339366420
2016-07-21,8347741379
2016-07-22,8428350370
2016-07-25,8369725650
2016-07-26,8332038330
2016-07-27,8253523080
2016-07-28,8301679100
2016-07-29,8352975730
2016-08-01,8314241540
2016-08-02,8293304140
2016-08-03,8260851170
2016-08-04,8271319870
2016-08-05,8178148440
2016-08-08,8125804940
2016-08-09,8103820670
2016-08-10,8101726930
2016-08-11,8097539449
2016-08-12,8088117620
2016-08-15,7932133990
2016-08-16,7776150360
2016-08-17,7877696750
2016-08-18,7957258870
2016-08-19,7860946830
2016-08-22,7875603010
2016-08-23,7841056300
2016-08-24,7822212640
2016-08-25,7843150040
2016-08-26,7724853730
2016-08-29,7798134629
2016-08-30,7735322430
2016-08-31,7715431900
2016-09-01,7668322750
2016-09-02,7743697390
2016-09-06,7819072030
2016-09-07,7904915370
2016-09-08,7892352930
2016-09-09,7524901560
2016-09-12,7666229010
2016-09-13,7599229330
2016-09-14,7604463680
2016-09-15,7695541370
2016-09-16,7756259830
2016-09-19,7898634150
2016-09-20,7872462400
2016-09-21,8046242820
2016-09-22,8128945550
2016-09-23,8023211680
2016-09-26,8026352290
2016-09-27,7946790170
2016-09-28,7939462080
2016-09-29,7838962560
2016-09-30,7840499480
2016-10-03,7762589320
2016-10-04,7503590680
2016-10-05,7434103240
2016-10-06,7447790159
2016-10-07,7377249879
2016-10-10,7443578800
2016-10-11,7260384639
2016-10-12,7373038520
2016-10-13,7476216840
2016-10-14,7483586720
2016-10-17,7546757120
2016-10-18,7598346280
2016-10-19,7614138879
2016-10-20,7598346280
2016-10-21,7550968480
2016-10-24,7564655399
2016-10-25,7595187760
2016-10-26,7620455919
2016-10-27,7565708240
2016-10-28,7578342320
2016-10-31,7832076760
2016-11-01,7575183800
2016-11-02,7462529919
2016-11-03,7513066240
2016-11-04,7472005480
2016-11-07,7659411000
2016-11-08,7703630280
2016-11-09,7587817879
2016-11-10,7419363480
2016-11-11,7429891879
2016-11-14,7465688440
2016-11-15,7522541800
2016-11-16,7504643520
2016-11-17,7503590680
2016-11-18,7541492919
2016-11-21,7668886560
2016-11-22,7620455919
2016-11-23,7533070200
2016-11-25,7674150760
2016-11-28,7654146800
2016-11-29,7806808600
2016-11-30,7487798080
2016-12-01,7386725440
2016-12-02,7524647480
2016-12-05,7490956600
2016-12-06,7481481040
2016-12-07,7613086040
2016-12-08,7696260399
2016-12-09,7709947320
2016-12-12,7787857480
2016-12-13,7785751800
2016-12-14,7623614440
2016-12-15,7685732000
2016-12-16,7807861440
2016-12-19,7802597240
2016-12-20,7835235280
2016-12-21,7819442680
2016-12-22,7860503440
2016-12-23,7855239240
2016-12-27,7867873320
2016-12-28,7758377960
2016-12-29,7859450600
2016-12-30,7806808600
2017-01-03,7897454250
2017-01-04,7941946950
2017-01-05,7902750999
2017-01-06,7857198950
2017-01-09,7755501349
2017-01-10,7763976150
2017-01-11,7848724150
2017-01-12,7893216850
2017-01-13,7930294100
2017-01-17,7917581899
2017-01-18,7970549399
2017-01-19,7866733100
2017-01-20,7914403849
2017-01-23,7880504650
2017-01-24,7959955900
2017-01-25,7943006300
2017-01-26,8019279500
2017-01-27,7981142900
2017-01-30,7926056699
2017-01-31,8070128300
2017-02-01,7898513600
2017-02-02,7953599800
2017-02-03,8038347799
2017-02-06,7970549399
2017-02-07,8047881950
2017-02-08,7995973800
2017-02-09,7961015250
2017-02-10,7992795750
2017-02-13,8011864049
2017-02-14,7970549399
2017-02-15,8018220150
2017-02-16,8040466500
2017-02-17,8055297400
2017-02-21,8161232400
2017-02-22,8183478750
2017-02-23,8239624300
2017-02-24,8281998300
2017-02-27,8291532450
2017-02-28,8293651150
2017-03-01,8328609700
2017-03-02,8351915400
2017-03-03,8305304000
2017-03-06,8276701549
2017-03-07,8263989350
2017-03-08,8117799049
2017-03-09,8077543750
2017-03-10,8244921050
2017-03-13,8277760900
2017-03-14,8297888550
2017-03-15,8469503250
2017-03-16,8417595099
2017-03-17,8467384550
2017-03-20,8333906450
2017-03-21,8464206500
2017-03-22,8461028450
2017-03-23,8490690250
2017-03-24,8489630900
2017-03-27,8507639850
2017-03-28,8517174000
2017-03-29,8458909749
2017-03-30,8368865000
2017-03-31,8401692359
2017-04-03,8392119600
2017-04-04,8471892600
2017-04-05,8512310920
2017-04-06,8546347399
2017-04-07,8521883680
2017-04-10,8534647359
2017-04-11,8561238359
2017-04-12,8561238359
2017-04-13,8525074600
2017-04-17,8615484000
2017-04-18,8596338480
2017-04-19,8515501840
2017-04-20,8500610880
2017-04-21,8491038120
2017-04-24,8510183640
2017-04-25,8558047439
2017-04-26,8644202280
2017-04-27,8658029600
2017-04-28,8617611280
2017-05-01,8584638439
2017-05-02,8585702080
2017-05-03,8520820040
2017-05-04,8655902320
2017-05-05,8739929880
2017-05-08,8712275240
2017-05-09,8567620200
2017-05-10,8603783960
2017-05-11,8593147560
2017-05-12,8651647760
2017-05-15,8653775040
2017-05-16,8544220120
2017-05-17,8567620200
2017-05-18,8547411040
2017-05-19,8623993120
2017-05-22,8671856920
2017-05-23,8731420760
2017-05-24,8738866240
2017-05-25,8838848400
2017-05-26,8812257400
2017-05-30,8848421160
2017-05-31,8861184840
2017-06-01,8979248880
2017-06-02,9028176320
2017-06-05,8921812320
2017-06-06,8945212400
2017-06-07,8912239560
2017-06-08,8885648560
2017-06-09,8896284960
2017-06-12,8923939600
2017-06-13,8969676120
2017-06-14,9050512760
2017-06-15,9051576400
2017-06-16,9098376560
2017-06-19,9047321840
2017-06-20,8994139840
2017-06-21,8921812320
2017-06-22,8876075800
2017-06-23,8882457640
2017-06-26,8967548840
2017-06-27,8880330360
2017-06-28,8865439400
2017-06-29,8801621000
2017-06-30,8860221300
2017-07-03,8860221300
2017-07-05,8831381520
2017-07-06,8834585940
2017-07-07,8938195520
2017-07-10,8905083180
2017-07-11,8803609880
2017-07-12,8945672500
2017-07-13,8890129220
2017-07-14,8949945060
2017-07-17,8972376000
2017-07-18,8980921120
2017-07-19,9035396260
2017-07-20,9135801420
2017-07-21,9209503080
2017-07-24,9180663300
2017-07-25,9282136600
2017-07-26,9268250780
2017-07-27,9294954280
2017-07-28,9246887980
2017-07-31,9267182640
2017-08-01,9333407320
2017-08-02,9473333660
2017-08-03,9336611740
2017-08-04,9313112660
2017-08-07,9280000320
2017-08-08,9355838260
2017-08-09,9338748020
2017-08-10,9364383380
2017-08-11,9309908240
2017-08-14,9371860360
2017-08-15,9376132920
2017-08-16,9442357600
2017-08-17,9341952440
2017-08-18,9305635680
2017-08-21,9355838260
2017-08-22,9418858520
2017-08-23,9429539920
2017-08-24,9443425740
2017-08-25,9449834580
2017-08-28,9473333660
2017-08-29,9419926660
2017-08-30,9397495720
2017-08-31,9403904560
2017-09-01,9416722240
2017-09-05,9401768280
2017-09-06,9263978220
2017-09-07,9335543600
2017-09-08,9316317080
2017-09-11,9400700140
2017-09-12,9265046360
2017-09-13,9175322600
2017-09-14,9287477300
2017-09-15,9306703820
2017-09-18,9239411000
2017-09-19,9178527020
2017-09-20,9087735120
2017-09-21,9031123700
2017-09-22,8960626460
2017-09-25,9079190000
2017-09-26,9121915600
2017-09-27,8983057400
2017-09-28,9004420200
2017-09-29,8955285760
2017-10-02,9192113880
2017-10-03,9163887240
2017-10-04,9192113880
2017-10-05,9206227200
2017-10-06,9252909720
2017-10-09,9267023040
2017-10-10,9324561960
2017-10-11,9358216800
2017-10-12,9422269560
2017-10-13,9367987560
2017-10-16,9363645000
2017-10-17,9360388080
2017-10-18,9383186520
2017-10-19,9453753120
2017-10-20,9430954680
2017-10-23,9399471120
2017-10-24,9370158840
2017-10-25,9340846560
2017-10-26,9375587040
2017-10-27,9476551560
2017-10-30,9438554160
2017-10-31,9471123360
2017-11-01,9441811080
2017-11-02,9392957280
2017-11-03,9509120760
2017-11-06,9536261760
2017-11-07,9615513480
2017-11-08,9688251360
2017-11-09,9747961560
2017-11-10,9679566240
2017-11-13,9720820560
2017-11-14,9829384560
2017-11-15,9724077480
2017-11-16,9765331800
2017-11-17,9698022120
2017-11-20,9674138040
2017-11-21,9707792880
2017-11-22,9673052400
2017-11-24,9631798080
2017-11-27,9716478000
2017-11-28,9800072280
2017-11-29,9826127640
2017-11-30,10019371560
2017-12-01,10013943360
2017-12-04,9955318800
2017-12-05,9928177800
2017-12-06,9926006520
2017-12-07,9940119840
2017-12-08,9966175200
2017-12-11,9978117240
2017-12-12,9692593920
2017-12-13,9766417440
2017-12-14,9707792880
2017-12-15,9702364680
2017-12-18,9630712440
2017-12-19,9465695160
2017-12-20,9396214200
2017-12-21,9212741040
2017-12-22,9237710760
2017-12-26,9184514400
2017-12-27,9226854360
2017-12-28,9291992760
2017-12-29,9324561960
2018-01-02,9499478240
2018-01-03,9421284040
2018-01-04,9381069880
2018-01-05,9292822140
2018-01-08,9321865700
2018-01-09,9225798540
2018-01-10,9025844800
2018-01-11,8936480000
2018-01-12,8918607040
2018-01-16,8947650600
2018-01-17,9028078920
2018-01-18,9013557140
2018-01-19,9029195980
2018-01-22,9092868400
2018-01-23,9188935560
2018-01-24,9187818500
2018-01-25,9261544460
2018-01-26,9273832120
2018-01-29,9201223220
2018-01-30,9213510880
2018-01-31,9260427400
2018-02-01,9192286740
2018-02-02,9104039000
2018-02-05,8859402860
2018-02-06,8716419180
2018-02-07,8766686880
2018-02-08,8819188700
2018-02-09,9060473660
2018-02-12,8980045340
2018-02-13,8983396520
2018-02-14,8963289440
2018-02-15,9150955520
2018-02-16,9267129760
2018-02-20,9167711420
2018-02-21,9052654240
2018-02-22,9032547160
2018-02-23,9225798540
2018-02-26,9181116140
2018-02-27,9053771300
2018-02-28,8991215940
2018-03-01,8953235900
2018-03-02,8845998140
2018-03-05,9004620660
2018-03-06,8940948240
2018-03-07,8876158760
2018-03-08,8916372920
2018-03-09,8962172380
2018-03-12,9062707780
2018-03-13,9050420120
2018-03-14,9086166040
2018-03-15,9100687820
2018-03-16,9255959160
2018-03-19,9126380200
2018-03-20,9078346620
2018-03-21,9090634280
2018-03-22,9067176020
2018-03-23,8939831180
2018-03-26,9125263140
2018-03-27,9286119780
2018-03-28,9349792200
2018-03-29,9410113440
2018-04-02,9266855350
2018-04-03,9394365490
2018-04-04,9361928700
2018-04-05,9454765030
2018-04-06,9412261650
2018-04-09,9415617180
2018-04-10,9402195060
2018-04-11,9377587840
2018-04-12,9247840680
2018-04-13,9326136380
2018-04-16,9471542680
2018-04-17,9526349670
2018-04-18,9448053970
2018-04-19,9421209730
2018-04-20,9384298900
2018-04-23,9441342910
2018-04-24,9539771790
2018-04-25,9542008810
2018-04-26,9707548290
2018-04-27,9776895910
2018-04-30,9718733390
2018-05-01,9712022330
2018-05-02,9727681470
2018-05-03,9849599060
2018-05-04,10036390230
2018-05-07,9939079860
2018-05-08,9814925250
2018-05-09,9807095680
2018-05-10,9909998600
2018-05-11,9870850750
2018-05-14,9782488460
2018-05-15,9681822560
2018-05-16,9605763880
2018-05-17,9550956890
2018-05-18,9497268410
2018-05-21,9536416260
2018-05-22,9642674710
2018-05-23,9727681470
2018-05-24,9785843990
2018-05-25,9814925250
2018-05-29,9886509890
2018-05-30,10064352980
2018-05-31,9978227710
2018-06-01,9840650980
2018-06-04,9821636310
2018-06-05,9774658890
2018-06-06,9596815800
2018-06-07,9588986230
2018-06-08,9542008810
2018-06-11,9463713110
2018-06-12,9542008810
2018-06-13,9460357580
2018-06-14,9583393680
2018-06-15,9707548290
2018-06-18,9743340610
2018-06-19,9878680320
2018-06-20,9879798830
2018-06-21,9937961350
2018-06-22,9967042610
2018-06-25,10125871030
2018-06-26,10048693840
2018-06-27,10081130630
2018-06-28,10110211890
2018-06-29,10082249140
2018-07-02,10111394840
2018-07-03,10215486020
2018-07-05,10302788300
2018-07-06,10360989820
2018-07-09,10052074060
2018-07-10,10148330420
2018-07-11,10191981560
2018-07-12,10199816380
2018-07-13,10199816380
2018-07-16,10197577860
2018-07-17,10162880800
2018-07-18,10133780040
2018-07-19,10266971980
2018-07-20,10234513440
2018-07-23,10165119320
2018-07-24,10142734120
2018-07-25,10118110400
2018-07-26,10219963060
2018-07-27,10171834880
2018-07-30,10130422260
2018-07-31,10282641620
2018-08-01,10184146740
2018-08-02,10251302340
2018-08-03,10278164580
2018-08-06,10292714960
2018-08-07,10292714960
2018-08-08,10282641620
2018-08-09,10212128240
2018-08-10,10215486020
2018-08-13,10277045320
2018-08-14,10364347600
2018-08-15,10413595040
2018-08-16,10541190680
2018-08-17,10559098840
2018-08-20,10475154340
2018-08-21,10397925400
2018-08-22,10354274260
2018-08-23,10310623120
2018-08-24,10321815720
2018-08-27,10272568280
2018-08-28,10274806800
2018-08-29,10334127580
2018-08-30,10358751300
2018-08-31,10322934980
2018-09-04,10340843140
2018-09-05,10476273600
2018-09-06,10527759560
2018-09-07,10478512120
2018-09-10,10409118000
2018-09-11,10491943240
2018-09-12,10477392860
2018-09-13,10577007000
2018-09-14,10534475120
2018-09-17,10607227020
2018-09-18,10575887740
2018-09-19,10376659460
2018-09-20,10443815060
2018-09-21,10522163260
2018-09-24,10509851400
2018-09-25,10465081000
2018-09-26,10367705380
2018-09-27,10441576540
2018-09-28,10510970660
2018-10-01,10554950000
2018-10-02,10661922000
2018-10-03,10553812000
2018-10-04,10565192000
2018-10-05,10770032000
2018-10-08,11032910000
2018-10-09,11019254000
2018-10-10,10927076000
2018-10-11,10623230000
2018-10-12,10539018000
2018-10-15,10636886000
2018-10-16,10803034000
2018-10-17,10768894000
