,MAC
2009-06-29,1278818500
2009-06-30,1330763039
2009-07-01,1356201760
2009-07-02,1284655360
2009-07-06,1322813440
2009-07-07,1199594640
2009-07-08,1167001280
2009-07-09,1120098640
2009-07-10,1131228080
2009-07-13,1211519040
2009-07-14,1241727520
2009-07-15,1317248720
2009-07-16,1341097520
2009-07-17,1294989840
2009-07-20,1377665679
2009-07-21,1315658800
2009-07-22,1303734400
2009-07-23,1417413679
2009-07-24,1430928000
2009-07-27,1438082640
2009-07-28,1433312880
2009-07-29,1417413679
2009-07-30,1461136480
2009-07-31,1486575200
2009-08-03,1515193760
2009-08-04,1621718400
2009-08-05,1757656560
2009-08-06,1895979600
2009-08-07,2070870800
2009-08-10,2130492800
2009-08-11,2055766560
2009-08-12,2033507679
2009-08-13,2051791760
2009-08-14,2027942960
2009-08-17,1875310640
2009-08-18,1897569520
2009-08-19,1814893679
2009-08-20,1922213280
2009-08-21,1981040320
2009-08-24,1989784880
2009-08-25,2049406880
2009-08-26,2105054080
2009-08-27,2194089600
2009-08-28,2313333600
2009-08-31,2207603920
2009-09-01,2027148000
2009-09-02,1958781440
2009-09-03,2014428640
2009-09-04,2016018560
2009-09-08,2083590160
2009-09-09,2163881120
2009-09-10,2234632560
2009-09-11,2268020880
2009-09-14,2388059840
2009-09-15,2376135440
2009-09-16,2556591359
2009-09-17,2548641760
2009-09-18,2594749440
2009-09-21,2548641760
2009-09-22,2722738000
2009-09-23,2529562720
2009-09-24,2353081600
2009-09-25,2350696720
2009-09-28,2457221360
2009-09-29,2391239680
2009-09-30,2849389890
2009-10-01,2622524550
2009-10-02,2618646510
2009-10-05,2711719470
2009-10-06,2674878090
2009-10-07,2671969560
2009-10-08,2828060670
2009-10-09,2817396060
2009-10-12,2814487530
2009-10-13,2728201140
2009-10-14,2802853410
2009-10-15,2819335080
2009-10-16,2738865750
2009-10-19,2775707130
2009-10-20,2767951050
2009-10-21,2799944880
2009-10-22,2917255590
2009-10-23,2913377550
2009-10-26,2876536170
2009-10-27,2795097330
2009-10-28,2638036710
2009-10-29,2777646150
2009-10-30,2798975370
2009-11-02,2773768110
2009-11-03,2868780090
2009-11-04,2798005860
2009-11-05,2903682450
2009-11-06,2817396060
2009-11-09,3045230910
2009-11-10,2988029820
2009-11-11,3115035630
2009-11-12,3107279549
2009-11-13,3107279549
2009-11-16,3116974650
2009-11-17,3045230910
2009-11-18,3059773560
2009-11-19,2928889710
2009-11-20,2870719110
2009-11-23,2859084990
2009-11-24,2838725280
2009-11-25,2808670470
2009-11-27,2719475550
2009-11-30,2845511850
2009-12-01,2859084990
2009-12-02,2858115480
2009-12-03,2853267930
2009-12-04,2900773920
2009-12-07,2836786260
2009-12-08,2835816750
2009-12-09,2856176460
2009-12-10,2890109310
2009-12-11,2984151780
2009-12-14,3056865030
2009-12-15,3030688260
2009-12-16,3053956500
2009-12-17,3074316210
2009-12-18,3145090440
2009-12-21,3193565940
2009-12-22,3276943799
2009-12-23,3490236000
2009-12-24,3537741990
2009-12-28,3596882100
2009-12-29,3479571390
2009-12-30,3424309320
2009-12-31,3436912950
2010-01-04,3331236360
2010-01-05,3291486450
2010-01-06,3187748880
2010-01-07,3200352510
2010-01-08,3140242890
2010-01-11,3148968479
2010-01-12,3082072290
2010-01-13,3153816030
2010-01-14,3180962310
2010-01-15,3134425830
2010-01-19,3264340170
2010-01-20,3221681729
2010-01-21,3095645430
2010-01-22,3016145610
2010-01-25,3097584450
2010-01-26,2999663940
2010-01-27,3053956500
2010-01-28,2972517660
2010-01-29,2949249420
2010-02-01,3007420020
2010-02-02,3059773560
2010-02-03,2990938350
2010-02-04,2884292250
2010-02-05,2993846880
2010-02-08,2924042160
2010-02-09,2916286080
2010-02-10,2923072650
2010-02-11,2905621470
2010-02-12,2990938350
2010-02-16,3102432000
2010-02-17,3265309680
2010-02-18,3302151060
2010-02-19,3261431640
2010-02-22,3235254869
2010-02-23,3264340170
2010-02-24,3402980100
2010-02-25,3477632369
2010-02-26,3455333640
2010-03-01,3483449430
2010-03-02,3566827290
2010-03-03,3519321299
2010-03-04,3532894440
2010-03-05,3740369580
2010-03-08,3762668310
2010-03-09,3742308600
2010-03-10,3697711140
2010-03-11,3743278110
2010-03-12,3799509690
2010-03-15,3791753610
2010-03-16,3970143450
2010-03-17,3981777570
2010-03-18,3885796080
2010-03-19,3819869400
2010-03-22,3879979020
2010-03-23,3806296260
2010-03-24,3800479200
2010-03-25,3840229110
2010-03-26,3808235280
2010-03-29,3842168130
2010-03-30,3773332920
2010-03-31,4729216260
2010-04-01,4786001420
2010-04-05,4990921780
2010-04-06,5242751620
2010-04-07,4995859620
2010-04-08,4973639340
2010-04-09,5183497540
2010-04-12,5172387400
2010-04-13,5371135460
2010-04-14,5398293580
2010-04-15,5048941400
2010-04-16,4916854180
2010-04-19,4955122440
2010-04-20,5029190040
2010-04-21,5163746180
2010-04-22,5337805040
2010-04-23,5555070000
2010-04-26,5615558540
2010-04-27,5330398280
2010-04-28,5372369920
2010-04-29,5630372060
2010-04-30,5519270660
2010-05-03,5740239000
2010-05-04,5487174700
2010-05-05,5446437520
2010-05-06,5135353600
2010-05-07,5030424500
2010-05-10,5446437520
2010-05-11,5478533480
2010-05-12,5615558540
2010-05-13,5473595640
2010-05-14,5346446260
2010-05-17,5374838840
2010-05-18,5230407020
2010-05-19,5127946840
2010-05-20,4873648080
2010-05-21,4978577180
2010-05-24,4956356900
2010-05-25,4810690620
2010-05-26,4845255500
2010-05-27,5114367780
2010-05-28,5105726560
2010-06-01,4929198780
2010-06-02,4981046100
2010-06-03,4973639340
2010-06-04,4667493260
2010-06-07,4566267540
2010-06-08,4641569600
2010-06-09,4727981800
2010-06-10,4930433240
2010-06-11,5056348160
2010-06-14,5136588060
2010-06-15,5335336120
2010-06-16,5192138760
2010-06-17,5190904300
2010-06-18,5297067860
2010-06-21,5218062420
2010-06-22,5002031920
2010-06-23,4983515020
2010-06-24,4808221700
2010-06-25,4971170420
2010-06-28,4855131180
2010-06-29,4597129040
2010-06-30,4859549160
2010-07-01,4845225730
2010-07-02,4764493670
2010-07-06,4681157350
2010-07-07,5037940970
2010-07-08,5067889960
2010-07-09,5153830540
2010-07-12,5088724040
2010-07-13,5208520000
2010-07-14,5165549710
2010-07-15,5130392200
2010-07-16,4884289630
2010-07-19,5031430320
2010-07-20,5086119780
2010-07-21,4959813170
2010-07-22,5152528410
2010-07-23,5224145560
2010-07-26,5389516070
2010-07-27,5295762710
2010-07-28,5332222350
2010-07-29,5343941520
2010-07-30,5397328850
2010-08-02,5640827160
2010-08-03,5509312030
2010-08-04,5493686470
2010-08-05,5389516070
2010-08-06,5433788490
2010-08-09,5436392750
2010-08-10,5392120330
2010-08-11,5181175270
2010-08-12,5123881550
2010-08-13,5116068770
2010-08-16,5087421910
2010-08-17,5315294660
2010-08-18,5294460580
2010-08-19,5190290180
2010-08-20,5181175270
2010-08-23,5138204980
2010-08-24,5125183680
2010-08-25,5203311480
2010-08-26,5204613610
2010-08-27,5313992530
2010-08-30,5250188160
2010-08-31,5392120330
2010-09-01,5630410120
2010-09-02,5679891060
2010-09-03,5729372000
2010-09-07,5556188710
2010-09-08,5587439830
2010-09-09,5513218420
2010-09-10,5496290730
2010-09-13,5599159000
2010-09-14,5605669650
2010-09-15,5635618640
2010-09-16,5603065390
2010-09-17,5643431420
2010-09-20,5875210560
2010-09-21,5860887130
2010-09-22,5712444310
2010-09-23,5479363040
2010-09-24,5634316510
2010-09-27,5587439830
2010-09-28,5592648350
2010-09-29,5523635460
2010-09-30,5601023600
2010-10-01,5720998960
2010-10-04,5809676400
2010-10-05,5847494720
2010-10-06,5714478560
2010-10-07,5689701040
2010-10-08,5691005120
2010-10-11,5680572480
2010-10-12,5750992800
2010-10-13,5805764160
2010-10-14,5672748000
2010-10-15,5666227600
2010-10-18,5795331520
2010-10-19,5718390800
2010-10-20,5867055920
2010-10-21,5859231440
2010-10-22,5820109040
2010-10-25,5868360000
2010-10-26,5780986640
2010-10-27,5741864240
2010-10-28,5704045920
2010-10-29,5813588640
2010-11-01,5914002800
2010-11-02,5963557840
2010-11-03,6022241440
2010-11-04,6393904240
2010-11-05,6442155200
2010-11-08,6389992000
2010-11-09,6033978160
2010-11-10,6117439280
2010-11-11,6099182160
2010-11-12,5963557840
2010-11-15,5916610960
2010-11-16,5623192960
2010-11-17,5689701040
2010-11-18,5856623280
2010-11-19,5894441600
2010-11-22,5908786480
2010-11-23,5838366160
2010-11-24,6014416960
2010-11-26,6040498560
2010-11-29,6113527040
2010-11-30,6043106720
2010-12-01,6086141360
2010-12-02,6233502400
2010-12-03,6290881920
2010-12-06,6254367680
2010-12-07,6152649440
2010-12-08,5966166000
2010-12-09,5820109040
2010-12-10,5860535520
2010-12-13,5868360000
2010-12-14,5756209120
2010-12-15,5670139840
2010-12-16,5687092880
2010-12-17,5881400800
2010-12-20,5960949680
2010-12-21,6044410800
2010-12-22,6039194480
2010-12-23,5958341520
2010-12-27,6079620960
2010-12-28,6092661760
2010-12-29,6150041280
2010-12-30,6196988160
2010-12-31,6185290380
2011-01-03,6275386440
2011-01-04,6147423920
2011-01-05,6167010020
2011-01-06,6045576200
2011-01-07,6062550820
2011-01-10,6116086160
2011-01-11,6110863200
2011-01-12,6109557460
2011-01-13,6127837820
2011-01-14,6155258360
2011-01-18,6263634780
2011-01-19,6084748400
2011-01-20,6061245080
2011-01-21,6046881940
2011-01-24,6050799160
2011-01-25,6136978000
2011-01-26,6219239620
2011-01-27,6390291560
2011-01-28,6255800340
2011-01-31,6353730840
2011-02-01,6338061960
2011-02-02,6287138100
2011-02-03,6387680080
2011-02-04,6318475860
2011-02-07,6370705460
2011-02-08,6362871020
2011-02-09,6365482500
2011-02-10,6372011200
2011-02-11,6446438380
2011-02-14,6434686720
2011-02-15,6463413000
2011-02-16,6498667980
2011-02-17,6464718740
2011-02-18,6433380980
2011-02-22,6336756220
2011-02-23,6234908500
2011-02-24,6144812440
2011-02-25,6348507880
2011-02-28,6612267360
2011-03-01,6362871020
2011-03-02,6340673440
2011-03-03,6446438380
2011-03-04,6314558640
2011-03-07,6216628140
2011-03-08,6264940520
2011-03-09,6240131460
2011-03-10,6185290380
2011-03-11,6298889760
2011-03-14,6169621500
2011-03-15,6190513340
2011-03-16,6066468040
2011-03-17,6116086160
2011-03-18,6250577380
2011-03-21,6375928420
2011-03-22,6253188860
2011-03-23,6144812440
2011-03-24,6200959260
2011-03-25,6268857740
2011-03-28,6230991280
2011-03-29,6233602760
2011-03-30,6383762860
2011-03-31,6522655230
2011-04-01,6467345010
2011-04-04,6384379680
2011-04-05,6447591360
2011-04-06,6443640630
2011-04-07,6319851090
2011-04-08,6277709970
2011-04-11,6275076150
2011-04-12,6314583450
2011-04-13,6338287830
2011-04-14,6471295740
2011-04-15,6568747080
2011-04-18,6502901580
2011-04-19,6579282360
2011-04-20,6630641850
2011-04-21,6664881510
2011-04-25,6692536620
2011-04-26,6789987960
2011-04-27,6830812170
2011-04-28,6934848060
2011-04-29,6955918620
2011-05-02,6949334070
2011-05-03,6808424700
2011-05-04,6672782970
2011-05-05,6688585890
2011-05-06,6580599270
2011-05-09,6726776280
2011-05-10,6870319470
2011-05-11,6795255600
2011-05-12,6759699030
2011-05-13,6671466060
2011-05-16,6724142460
2011-05-17,6738628470
2011-05-18,6850565820
2011-05-19,6891390030
2011-05-20,6867685650
2011-05-23,6800523240
2011-05-24,6847932000
2011-05-25,6830812170
2011-05-26,6950650980
2011-05-27,6965136990
2011-05-31,7160039670
2011-06-01,7013862660
2011-06-02,6882171660
2011-06-03,6958552440
2011-06-06,6838713630
2011-06-07,6886122390
2011-06-08,6878220930
2011-06-09,6722825550
2011-06-10,6572697810
2011-06-13,6606937470
2011-06-14,6710973360
2011-06-15,6495000120
2011-06-16,6584550000
2011-06-17,6655663140
2011-06-20,6759699030
2011-06-21,6805790880
2011-06-22,6782086500
2011-06-23,6726776280
2011-06-24,6780769590
2011-06-27,6841347450
2011-06-28,6938798790
2011-06-29,7000693560
2011-06-30,7067136000
2011-07-01,7156961280
2011-07-05,7237539840
2011-07-06,7318118400
2011-07-07,7410585600
2011-07-08,7423795200
2011-07-11,7174133760
2011-07-12,7146393600
2011-07-13,7112048640
2011-07-14,7024865280
2011-07-15,7122616320
2011-07-18,7028828160
2011-07-19,7158282240
2011-07-20,7221688320
2011-07-21,7274526720
2011-07-22,7246786560
2011-07-25,7175454720
2011-07-26,7171491840
2011-07-27,6981273600
2011-07-28,7057889280
2011-07-29,7018260480
2011-08-01,6946928640
2011-08-02,6670848000
2011-08-03,6561208320
2011-08-04,6256066560
2011-08-05,6068490240
2011-08-08,5544069120
2011-08-09,6096230400
2011-08-10,6020935680
2011-08-11,6516295680
2011-08-12,6472704000
2011-08-15,6739537920
2011-08-16,6673489920
2011-08-17,6578380800
2011-08-18,6201907200
2011-08-19,5981306880
2011-08-22,6048675840
2011-08-23,6187376640
2011-08-24,6242856960
2011-08-25,6053959680
2011-08-26,6081699840
2011-08-29,6351175680
2011-08-30,6370990080
2011-08-31,6477987840
2011-09-01,6245498880
2011-09-02,6032824320
2011-09-06,5921863680
2011-09-07,6225684480
2011-09-08,6200586240
2011-09-09,5952245760
2011-09-12,6024898560
2011-09-13,6076416000
2011-09-14,6191339520
2011-09-15,6314188800
2011-09-16,6347212800
2011-09-19,6172846080
2011-09-20,6146426880
2011-09-21,5792409600
2011-09-22,5721077760
2011-09-23,5822791680
2011-09-26,5874309120
2011-09-27,6024898560
2011-09-28,5756743680
2011-09-29,5861099520
2011-09-30,5632915050
2011-10-03,5313148350
2011-10-04,5366002350
2011-10-05,5447926050
2011-10-06,5668591500
2011-10-07,5484923850
2011-10-10,5774299500
2011-10-11,5663306100
2011-10-12,5800726500
2011-10-13,5794119750
2011-10-14,5883971550
2011-10-17,5663306100
2011-10-18,5887935600
2011-10-19,5856223200
2011-10-20,5938146900
2011-10-21,6244700100
2011-10-24,6394012650
2011-10-25,6347765400
2011-10-26,6437617200
2011-10-27,6571073550
2011-10-28,6606750000
2011-10-31,6575037600
2011-11-01,6312088950
2011-11-02,6627891600
2011-11-03,6729635550
2011-11-04,6638462400
2011-11-07,6601464600
2011-11-08,6744170400
2011-11-09,6424403700
2011-11-10,6436295850
2011-11-11,6666210750
2011-11-14,6497077950
2011-11-15,6626570250
2011-11-16,6494435250
2011-11-17,6372871050
2011-11-18,6479900400
2011-11-21,6321338400
2011-11-22,6358336200
2011-11-23,6068960550
2011-11-25,6083495400
2011-11-28,6318695700
2011-11-29,6305482200
2011-11-30,6619963500
2011-12-01,6423082350
2011-12-02,6456116100
2011-12-05,6552574650
2011-12-06,6561824100
2011-12-07,6631855650
2011-12-08,6448188000
2011-12-09,6601464600
2011-12-12,6489149850
2011-12-13,6404583450
2011-12-14,6383441850
2011-12-15,6434974500
2011-12-16,6501042000
2011-12-19,6388727250
2011-12-20,6639783750
2011-12-21,6646390500
2011-12-22,6689995050
2011-12-23,6762669300
2011-12-27,6745491750
2011-12-28,6658282650
2011-12-29,6713779350
2011-12-30,6686031000
2012-01-03,6739309350
2012-01-04,6653331900
2012-01-05,6794864010
2012-01-06,6835868640
2012-01-09,6788250360
2012-01-10,6896714220
2012-01-11,7003855350
2012-01-12,6899359680
2012-01-13,6878196000
2012-01-17,6917877900
2012-01-18,6964173450
2012-01-19,7040891790
2012-01-20,7208878500
2012-01-23,7144064730
2012-01-24,7159937490
2012-01-25,7255174050
2012-01-26,7313374170
2012-01-27,7276337730
2012-01-30,7199619390
2012-01-31,7182423900
2012-02-01,7227396720
2012-02-02,7282951380
2012-02-03,7290887760
2012-02-06,7301469600
2012-02-07,7341151500
2012-02-08,7350410610
2012-02-09,7294855950
2012-02-10,7277660460
2012-02-13,7382156130
2012-02-14,7256496780
2012-02-15,7350410610
2012-02-16,7465488120
2012-02-17,7337183310
2012-02-21,7198296660
2012-02-22,7063378200
2012-02-23,7142742000
2012-02-24,7187714820
2012-02-27,7190360280
2012-02-28,7080573690
2012-02-29,7141419270
2012-03-01,7247237670
2012-03-02,7261787700
2012-03-05,7293533220
2012-03-06,7158614760
2012-03-07,7322633280
2012-03-08,7267078620
2012-03-09,7199619390
2012-03-12,7178455710
2012-03-13,7335860580
2012-03-14,7346442420
2012-03-15,7407288000
2012-03-16,7408610730
2012-03-19,7448292630
2012-03-20,7448292630
2012-03-21,7482683610
2012-03-22,7331892390
2012-03-23,7358346990
2012-03-26,7461519930
2012-03-27,7559401950
2012-03-28,7536915540
2012-03-29,7539561000
2012-03-30,7638765750
2012-04-02,7673990400
2012-04-03,7681956480
2012-04-04,7638143040
2012-04-05,7668679680
2012-04-09,7616900160
2012-04-10,7454923200
2012-04-11,7585035840
2012-04-12,7724442240
2012-04-13,7681956480
2012-04-16,7800120000
2012-04-17,7824018240
2012-04-18,7782860160
2012-04-19,7766928000
2012-04-20,7905006720
2012-04-23,7887746880
2012-04-24,8039102400
2012-04-25,8205062400
2012-04-26,8263480320
2012-04-27,8218339200
2012-04-30,8174525760
2012-05-01,8230288320
2012-05-02,8270118720
2012-05-03,8251531200
2012-05-04,8226305280
2012-05-07,8224977600
2012-05-08,8049723840
2012-05-09,8015204160
2012-05-10,8056362240
2012-05-11,8072294400
2012-05-14,7914300480
2012-05-15,7879780800
2012-05-16,7812069120
2012-05-17,7553171520
2012-05-18,7416420480
2012-05-21,7557154560
2012-05-22,7670007360
2012-05-23,7646109120
2012-05-24,7740374400
2012-05-25,7695233280
2012-05-29,7818707520
2012-05-30,7566448320
2012-05-31,7574414400
2012-06-01,7352691840
2012-06-04,7318172160
2012-06-05,7468200000
2012-06-06,7567776000
2012-06-07,7446957120
2012-06-08,7603623360
2012-06-11,7336759680
2012-06-12,7342070400
2012-06-13,7290290880
2012-06-14,7427041920
2012-06-15,7457578560
2012-06-18,7543877760
2012-06-19,7638143040
2012-06-20,7664696640
2012-06-21,7575742080
2012-06-22,7557154560
2012-06-25,7513341120
2012-06-26,7529273280
2012-06-27,7566448320
2012-06-28,7635487680
2012-06-29,7839950400
2012-07-02,7991458800
2012-07-03,8067964200
2012-07-05,8073333000
2012-07-06,8010249600
2012-07-09,8030382600
2012-07-10,7928375400
2012-07-11,7908242400
2012-07-12,7862607600
2012-07-13,7894820400
2012-07-16,7872003000
2012-07-17,7882740600
2012-07-18,7815630600
2012-07-19,7708254600
2012-07-20,7665304200
2012-07-23,7600878600
2012-07-24,7630407000
2012-07-25,7596852000
2012-07-26,7784760000
2012-07-27,7833079200
2012-07-30,7829052600
2012-07-31,7839790200
2012-08-01,7807577400
2012-08-02,7803550800
2012-08-03,7880056200
2012-08-06,7916295600
2012-08-07,7811604000
2012-08-08,7708254600
2012-08-09,7670673000
2012-08-10,7686779400
2012-08-13,7701543600
2012-08-14,7731072000
2012-08-15,7755231600
2012-08-16,7725703200
2012-08-17,7747178400
2012-08-20,7732414200
2012-08-21,7702885800
2012-08-22,7698859200
2012-08-23,7892136000
2012-08-24,8006223000
2012-08-27,8042462400
2012-08-28,8025013800
2012-08-29,8025013800
2012-08-30,7990116600
2012-08-31,7995485400
2012-09-04,8045146800
2012-09-05,8051857800
2012-09-06,8102861400
2012-09-07,8163260400
2012-09-10,8102861400
2012-09-11,8133732000
2012-09-12,8127021000
2012-09-13,8190104400
2012-09-14,8233054800
2012-09-17,8191446600
2012-09-18,8117625600
2012-09-19,8086755000
2012-09-20,7944481800
2012-09-21,7908242400
2012-09-24,7842474600
2012-09-25,7696174800
2012-09-26,7690806000
2012-09-27,7697517000
2012-09-28,7681410600
2012-10-01,7799397607
2012-10-02,7895652514
2012-10-03,8004283052
2012-10-04,8016658683
2012-10-05,8034534594
2012-10-08,8041409944
2012-10-09,8026284173
2012-10-10,8081286977
2012-10-11,8062035996
2012-10-12,8117038800
2012-10-15,8170666534
2012-10-16,8205043286
2012-10-17,8158290903
2012-10-18,8143165132
2012-10-19,8100537959
2012-10-22,7917653635
2012-10-23,7829649149
2012-10-24,7788397046
2012-10-25,7824148869
2012-10-26,7846149990
2012-10-31,7837899570
2012-11-01,7825523939
2012-11-02,7912153355
2012-11-05,7890152233
2012-11-06,7887402093
2012-11-07,7795272396
2012-11-08,7700392560
2012-11-09,7700392560
2012-11-12,7686641859
2012-11-13,7716893401
2012-11-14,7595887232
2012-11-15,7518883306
2012-11-16,7615138213
2012-11-19,7696267349
2012-11-20,7734769312
2012-11-21,7778771555
2012-11-23,7833774359
2012-11-26,7818648588
2012-11-27,7759520574
2012-11-28,7677016368
2012-11-29,7700392560
2012-11-30,7769146065
2012-12-03,7850275200
2012-12-04,7906653075
2012-12-05,7884651953
2012-12-06,7958905738
2012-12-07,7961655879
2012-12-10,7990532351
2012-12-11,8019408823
2012-12-12,8030409384
2012-12-13,7976781650
2012-12-14,7954780528
2012-12-17,7916278565
2012-12-18,7983657000
2012-12-19,7938279687
2012-12-20,8030409384
2012-12-21,8041409944
2012-12-24,8038659804
2012-12-26,7993282491
2012-12-27,8001532911
2012-12-28,7920403776
2012-12-31,8023735894
2013-01-02,8092550096
2013-01-03,8117323208
2013-01-04,8120075777
2013-01-07,8089797528
2013-01-08,8128333481
2013-01-09,8091173812
2013-01-10,8007220486
2013-01-11,7974189669
2013-01-14,7985199942
2013-01-15,8033369883
2013-01-16,7993457646
2013-01-17,7993457646
2013-01-18,8066400699
2013-01-22,8148977741
2013-01-23,8120075777
2013-01-24,8158611729
2013-01-25,8166869434
2013-01-28,8216415659
2013-01-29,8256327895
2013-01-30,8234307351
2013-01-31,8219168227
2013-02-01,8321013245
2013-02-04,8316884393
2013-02-05,8264585600
2013-02-06,8465523068
2013-02-07,8464146784
2013-02-08,8483414760
2013-02-11,8466899352
2013-02-12,8515069293
2013-02-13,8516445577
2013-02-14,8480662192
2013-02-15,8468275636
2013-02-19,8537089838
2013-02-20,8378817174
2013-02-21,8327894665
2013-02-22,8326518381
2013-02-25,8201276534
2013-02-26,8219168227
2013-02-27,8300368984
2013-02-28,8272843304
2013-03-01,8272843304
2013-03-04,8347162641
2013-03-05,8443502524
2013-03-06,8513693009
2013-03-07,8545347542
2013-03-08,8534337270
2013-03-11,8561862950
2013-03-12,8528832133
2013-03-13,8531584701
2013-03-14,8585259779
2013-03-15,8616914311
2013-03-18,8574249506
2013-03-19,8539842406
2013-03-20,8611409175
2013-03-21,8592141199
2013-03-22,8652697696
2013-03-25,8699491353
2013-03-26,8768305555
2013-03-27,8783444679
2013-03-28,8860516585
2013-04-01,8989494645
2013-04-02,9009006726
2013-04-03,8951864202
2013-04-04,9080086451
2013-04-05,9067542970
2013-04-08,9167890817
2013-04-09,9134441535
2013-04-10,9287750746
2013-04-11,9360224191
2013-04-12,9413185555
2013-04-15,9197158939
2013-04-16,9396460914
2013-04-17,9255695184
2013-04-18,9223639621
2013-04-19,9363011631
2013-04-22,9298900507
2013-04-23,9360224191
2013-04-24,9425729036
2013-04-25,9540014084
2013-04-26,9588794288
2013-04-29,9694717015
2013-04-30,9763009300
2013-05-01,9587400567
2013-05-02,9622243570
2013-05-03,9814576944
2013-05-06,9868932028
2013-05-07,9846632506
2013-05-08,9756040700
2013-05-09,9708654216
2013-05-10,9789489982
2013-05-13,9803427183
2013-05-14,9803427183
2013-05-15,9853601107
2013-05-16,9763009300
2013-05-17,9813183224
2013-05-20,9873113188
2013-05-21,9846632506
2013-05-22,9565101046
2013-05-23,9350468150
2013-05-24,9318412588
2013-05-28,9258482624
2013-05-29,9177646858
2013-05-30,9179040578
2013-05-31,9046637169
2013-06-03,8911446319
2013-06-04,8737231306
2013-06-05,8586709536
2013-06-06,8755349668
2013-06-07,8745593627
2013-06-10,8737231306
2013-06-11,8582528375
2013-06-12,8468243327
2013-06-13,8752562228
2013-06-14,8675907622
2013-06-17,8696813424
2013-06-18,8738625027
2013-06-19,8472424487
2013-06-20,8080789139
2013-06-21,8146293984
2013-06-24,8061277058
2013-06-25,8275909953
2013-06-26,8434794045
2013-06-27,8503086330
2013-06-28,8497511449
2013-07-01,8518958626
2013-07-02,8685003740
2013-07-03,8609016993
2013-07-05,8639974557
2013-07-08,8730032923
2013-07-09,8859491826
2013-07-10,8836977234
2013-07-11,9024129777
2013-07-12,8974879108
2013-07-15,9074787609
2013-07-16,9073380447
2013-07-17,9126852602
2013-07-18,9192989215
2013-07-19,9195803539
2013-07-22,9243647046
2013-07-23,9277418934
2013-07-24,9042422883
2013-07-25,9045237207
2013-07-26,8953771678
2013-07-29,8912963981
2013-07-30,8936885734
2013-07-31,8731440085
2013-08-01,8744104543
2013-08-02,8703296846
2013-08-05,8600574021
2013-08-06,8773654945
2013-08-07,8707518332
2013-08-08,8693446712
2013-08-09,8697668198
2013-08-12,8652639015
2013-08-13,8462672147
2013-08-14,8440157556
2013-08-15,8240340554
2013-08-16,7981422750
2013-08-19,7819599122
2013-08-20,7988458560
2013-08-21,7887142897
2013-08-22,7943429377
2013-08-23,7981422750
2013-08-26,7957500996
2013-08-27,7904028841
2013-08-28,7894178707
2013-08-29,7960315320
2013-08-30,7919507623
2013-09-03,7842113714
2013-09-04,7942022215
2013-09-05,7877292764
2013-09-06,7965943968
2013-09-09,8115103138
2013-09-10,8063038145
2013-09-11,8067259631
2013-09-12,8020823286
2013-09-13,8048966525
2013-09-16,8172796779
2013-09-17,8158725160
2013-09-18,8437343232
2013-09-19,8388092562
2013-09-20,8178425427
2013-09-23,8148875026
2013-09-24,8086959899
2013-09-25,8029266257
2013-09-26,8133396244
2013-09-27,8057409497
2013-09-30,7943083400
2013-10-01,8009228849
2013-10-02,8028931750
2013-10-03,7921973150
2013-10-04,7836124800
2013-10-07,7853013000
2013-10-08,7785460200
2013-10-09,7775608750
2013-10-10,7913529050
2013-10-11,7916343750
2013-10-14,7964193650
2013-10-15,7864271800
2013-10-16,8133075650
2013-10-17,8331512000
2013-10-18,8316031150
2013-10-21,8207665200
2013-10-22,8337141400
2013-10-23,8313216450
2013-10-24,8375139850
2013-10-25,8410323600
2013-10-28,8317438500
2013-10-29,8241441600
2013-10-30,8234404850
2013-10-31,8332919350
2013-11-01,8434248550
2013-11-04,8411730950
2013-11-05,8282254750
2013-11-06,8213294600
2013-11-07,8014858250
2013-11-08,7959971600
2013-11-11,8009228849
2013-11-12,7976859800
2013-11-13,8043005250
2013-11-14,8164037350
2013-11-15,8287884150
2013-11-18,8197813750
2013-11-19,8133075650
2013-11-20,8075374300
2013-11-21,8117594800
2013-11-22,8116187450
2013-11-25,8064115500
2013-11-26,8000784750
2013-11-27,8102113950
2013-11-29,8013450900
2013-12-02,7985303900
2013-12-03,8059893450
2013-12-04,8213294600
2013-12-05,8342770800
2013-12-06,8513060150
2013-12-09,8491949900
2013-12-10,8445507350
2013-12-11,8254107750
2013-12-12,8232997500
2013-12-13,8234404850
2013-12-16,8231590150
2013-12-17,8262551850
2013-12-18,8379361900
2013-12-19,8252700400
2013-12-20,8297735600
2013-12-23,8354029600
2013-12-24,8359659000
2013-12-26,8365288400
2013-12-27,8327289950
2013-12-30,8352622250
2013-12-31,8289818863
2014-01-02,8218027258
2014-01-03,8261665292
2014-01-06,8268703685
2014-01-07,8303895648
2014-01-08,8308118684
2014-01-09,8279965113
2014-01-10,8292634220
2014-01-13,8229288686
2014-01-14,8277149756
2014-01-15,8305303327
2014-01-16,8291226541
2014-01-17,8170166188
2014-01-21,8199727437
2014-01-22,8294041898
2014-01-23,8212396544
2014-01-24,8037844406
2014-01-27,7905522624
2014-01-28,7916784052
2014-01-29,7823877269
2014-01-30,7901299588
2014-01-31,7967460479
2014-02-03,7846400126
2014-02-04,7970275836
2014-02-05,8092743868
2014-02-06,8226473329
2014-02-07,8337679933
2014-02-10,8420732966
2014-02-11,8472817072
2014-02-12,8465778679
2014-02-13,8515047427
