,IVZ
2009-04-13,6980200000
2009-04-14,6425890000
2009-04-15,6742052000
2009-04-16,6692780000
2009-04-17,6561388000
2009-04-20,5920852000
2009-04-21,6475162000
2009-04-22,6351982000
2009-04-23,6429996000
2009-04-24,6027608000
2009-04-27,5740188000
2009-04-28,5584160000
2009-04-29,6109728000
2009-04-30,6044032000
2009-05-01,6093304000
2009-05-04,6577812000
2009-05-05,6631189999
2009-05-06,6824172000
2009-05-07,6512116000
2009-05-08,6873443999
2009-05-11,6401254000
2009-05-12,6269862000
2009-05-13,5966018000
2009-05-14,6175424000
2009-05-15,5908534000
2009-05-18,6397148000
2009-05-19,5748400000
2009-05-20,6007078000
2009-05-21,5949594000
2009-05-22,6023502000
2009-05-26,6368406000
2009-05-27,6015290000
2009-05-28,6253438000
2009-05-29,6425890000
2009-06-01,6688674000
2009-06-02,7050002000
2009-06-03,7156758000
2009-06-04,7329210000
2009-06-05,7136228000
2009-06-08,7214242000
2009-06-09,7407224000
2009-06-10,7411330000
2009-06-11,7616630000
2009-06-12,7690538000
2009-06-15,7284043999
2009-06-16,7099274000
2009-06-17,6848808000
2009-06-18,6881656000
2009-06-19,7177288000
2009-06-22,6594235999
2009-06-23,6770793999
2009-06-24,6988412000
2009-06-25,6959670000
2009-06-26,7238878000
2009-06-29,7259408000
2009-06-30,7691112000
2009-07-01,7635004000
2009-07-02,7242248000
2009-07-06,7199088000
2009-07-07,7060976000
2009-07-08,6784752000
2009-07-09,6961708000
2009-07-10,6806332000
2009-07-13,7363095999
2009-07-14,7315620000
2009-07-15,7699744000
2009-07-16,7742904000
2009-07-17,7691112000
2009-07-20,7958704000
2009-07-21,8036392000
2009-07-22,8062288000
2009-07-23,8424832000
2009-07-24,8355776000
2009-07-27,8321248000
2009-07-28,8239244000
2009-07-29,8135660000
2009-07-30,8489572000
2009-07-31,8524100000
2009-08-03,8541364000
2009-08-04,8757164000
2009-08-05,8744216000
2009-08-06,8640632000
2009-08-07,8856432000
2009-08-10,8757164000
2009-08-11,8679476000
2009-08-12,8882328000
2009-08-13,8951384000
2009-08-14,8528416000
2009-08-17,8092500000
2009-08-18,8230612000
2009-08-19,8200400000
2009-08-20,8554312000
2009-08-21,8739900000
2009-08-24,8692424000
2009-08-25,8860748000
2009-08-26,8692424000
2009-08-27,8873696000
2009-08-28,8994544000
2009-08-31,8955700000
2009-09-01,8515468000
2009-09-02,8614736000
2009-09-03,9059284000
2009-09-04,9344140000
2009-09-08,9646260000
2009-09-09,9926800000
2009-09-10,9801636000
2009-09-11,9667840000
2009-09-14,9771424000
2009-09-15,9741212000
2009-09-16,9896588000
2009-09-17,9844796000
2009-09-18,9736896000
2009-09-21,9685104000
2009-09-22,9922484000
2009-09-23,9624680000
2009-09-24,9279400000
2009-09-25,9059284000
2009-09-28,9512464000
2009-09-29,9538360000
2009-09-30,9884668000
2009-10-01,9463397000
2009-10-02,9980214000
2009-10-05,10206050000
2009-10-06,10206050000
2009-10-07,10245137000
2009-10-08,10236451000
2009-10-09,10340683000
2009-10-12,10041016000
2009-10-13,9862953000
2009-10-14,10410171000
2009-10-15,10032330000
2009-10-16,9880325000
2009-10-19,10041016000
2009-10-20,10119190000
2009-10-21,9897697000
2009-10-22,9988900000
2009-10-23,9710948000
2009-10-26,9419967000
2009-10-27,9250590000
2009-10-28,8703372000
2009-10-29,9376537000
2009-10-30,9185445000
2009-11-02,9432996000
2009-11-03,9650146000
2009-11-04,9758721000
2009-11-05,9941127000
2009-11-06,10027987000
2009-11-09,10193021000
2009-11-10,10045359000
2009-11-11,10323311000
2009-11-12,10253823000
2009-11-13,10271195000
2009-11-16,10310282000
2009-11-17,10206050000
2009-11-18,10101818000
2009-11-19,9689233000
2009-11-20,9598030000
2009-11-23,9793465000
2009-11-24,9867296000
2009-11-25,9849924000
2009-11-27,9415624000
2009-11-30,9663175000
2009-12-01,9645803000
2009-12-02,9663175000
2009-12-03,9472083000
2009-12-04,9393909000
2009-12-07,9250590000
2009-12-08,9155044000
2009-12-09,9333107000
2009-12-10,9402595000
2009-12-11,9324421000
2009-12-14,9580658000
2009-12-15,9472083000
2009-12-16,9702262000
2009-12-17,9450368000
2009-12-18,9224532000
2009-12-21,9754378000
2009-12-22,9902040000
2009-12-23,10041016000
2009-12-24,10101818000
2009-12-28,10140905000
2009-12-29,10106161000
2009-12-30,10206050000
2009-12-31,10312110000
2010-01-04,10246260000
2010-01-05,10303330000
2010-01-06,10088220000
2010-01-07,10118950000
2010-01-08,10061880000
2010-01-11,10373570000
2010-01-12,10224310000
2010-01-13,10263820000
2010-01-14,10097000000
2010-01-15,9969690000
2010-01-19,10110170000
2010-01-20,9837990000
2010-01-21,9416550000
2010-01-22,9144370000
2010-01-25,9293630000
2010-01-26,8924870000
2010-01-27,9521910000
2010-01-28,8872190000
2010-01-29,8472700000
2010-02-01,8801950000
2010-02-02,8885360000
2010-02-03,8591230000
2010-02-04,8161010000
2010-02-05,8156619999
2010-02-08,8042480000
2010-02-09,8169790000
2010-02-10,8231250000
2010-02-11,8125890000
2010-02-12,8095160000
2010-02-16,8402460000
2010-02-17,8411240000
2010-02-18,8556109999
2010-02-19,8578060000
2010-02-22,8613180000
2010-02-23,8362950000
2010-02-24,8582450000
2010-02-25,8670250000
2010-02-26,8604400000
2010-03-01,8815120000
2010-03-02,8924870000
2010-03-03,8999500000
2010-03-04,9179490000
2010-03-05,9377040000
2010-03-08,9254120000
2010-03-09,8775610000
2010-03-10,8766830000
2010-03-11,8740490000
2010-03-12,8942430000
2010-03-15,8916090000
2010-03-16,9082910000
2010-03-17,9398990000
2010-03-18,9293630000
2010-03-19,8977550000
2010-03-22,9069740000
2010-03-23,9122420000
2010-03-24,9030230000
2010-03-25,9043400000
2010-03-26,9249730000
2010-03-29,9425330000
2010-03-30,9530690000
2010-03-31,9969050000
2010-04-01,10050950000
2010-04-05,10078250000
2010-04-06,10310300000
2010-04-07,10114650000
2010-04-08,10041850000
2010-04-09,10237500000
2010-04-12,10060050000
2010-04-13,10101000000
2010-04-14,10310300000
2010-04-15,10319400000
2010-04-16,9919000000
2010-04-19,10041850000
2010-04-20,10251150000
2010-04-21,10028200000
2010-04-22,10023650000
2010-04-23,10091900000
2010-04-26,9818900000
2010-04-27,9432150000
2010-04-28,9832550000
2010-04-29,10765300000
2010-04-30,10460450000
2010-05-03,10647000000
2010-05-04,10242050000
2010-05-05,9800700000
2010-05-06,9495850000
2010-05-07,9150050000
2010-05-10,9791600000
2010-05-11,9641450000
2010-05-12,9937200000
2010-05-13,9928100000
2010-05-14,9473100000
2010-05-17,9327500000
2010-05-18,9031750000
2010-05-19,9077250000
2010-05-20,8453899999
2010-05-21,8722350000
2010-05-24,8408400000
2010-05-25,8463000000
2010-05-26,8376550000
2010-05-27,8654100000
2010-05-28,8444799999
2010-06-01,8253700000
2010-06-02,8576750000
2010-06-03,8517599999
2010-06-04,8117200000
2010-06-07,7794150000
2010-06-08,8121750000
2010-06-09,8030749999
2010-06-10,8403849999
2010-06-11,8599500000
2010-06-14,8608600000
2010-06-15,8895250000
2010-06-16,8858850000
2010-06-17,8708700000
2010-06-18,8740550000
2010-06-21,8781500000
2010-06-22,8576750000
2010-06-23,8517599999
2010-06-24,8144499999
2010-06-25,8408400000
2010-06-28,8385650000
2010-06-29,7862400000
2010-06-30,8021177999
2010-07-01,8083136000
2010-07-02,7925858000
2010-07-06,8064072000
2010-07-07,8392926000
2010-07-08,8521608000
2010-07-09,8845696000
2010-07-12,8697950000
2010-07-13,9260338000
2010-07-14,9179316000
2010-07-15,9150720000
2010-07-16,8645524000
2010-07-19,8697950000
2010-07-20,8912420000
2010-07-21,8721780000
2010-07-22,9179316000
2010-07-23,9269870000
2010-07-26,9450978000
2010-07-27,9274636000
2010-07-28,9217444000
2010-07-29,9360424000
2010-07-30,9312764000
2010-08-02,9589192000
2010-08-03,9379488000
2010-08-04,9393786000
2010-08-05,9346126000
2010-08-06,9207912000
2010-08-09,9446212000
2010-08-10,9446212000
2010-08-11,8888590000
2010-08-12,8798036000
2010-08-13,8821866000
2010-08-16,8840930000
2010-08-17,8998208000
2010-08-18,9060166000
2010-08-19,8745610000
2010-08-20,8817100000
2010-08-23,8678886000
2010-08-24,8378627999
2010-08-25,8397692000
2010-08-26,8540672000
2010-08-27,8750376000
2010-08-30,8659822000
2010-08-31,8645524000
2010-09-01,9055400000
2010-09-02,9188848000
2010-09-03,9412850000
2010-09-07,9298466000
2010-09-08,9465276000
2010-09-09,9574894000
2010-09-10,9574894000
2010-09-13,9832258000
2010-09-14,9798896000
2010-09-15,9941876000
2010-09-16,10013366000
2010-09-17,9999068000
2010-09-20,10294560000
2010-09-21,10265964000
2010-09-22,10265964000
2010-09-23,9889450000
2010-09-24,10437540000
2010-09-27,10308858000
2010-09-28,10327922000
2010-09-29,10156346000
2010-09-30,9975977000
2010-10-01,10041763000
2010-10-04,9896094000
2010-10-05,10248519000
2010-10-06,10304907000
2010-10-07,10427081000
2010-10-08,10530459000
2010-10-11,10572750000
2010-10-12,10544556000
2010-10-13,10746613000
2010-10-14,10779506000
2010-10-15,10741914000
2010-10-18,10803001000
2010-10-19,10539857000
2010-10-20,10647934000
2010-10-21,10474071000
2010-10-22,10488168000
2010-10-25,10389489000
2010-10-26,10506964000
2010-10-27,10582148000
2010-10-28,10558653000
2010-10-29,10807700000
2010-11-01,10746613000
2010-11-02,11009757000
2010-11-03,10986262000
2010-11-04,11277600000
2010-11-05,11390376000
2010-11-08,11075543000
2010-11-09,10901680000
2010-11-10,10474071000
2010-11-11,10549255000
2010-11-12,10398887000
2010-11-15,10422382000
2010-11-16,10192131000
2010-11-17,10107549000
2010-11-18,10248519000
2010-11-19,10304907000
2010-11-22,10201529000
2010-11-23,9943084000
2010-11-24,10314305000
2010-11-26,10201529000
2010-11-29,10192131000
2010-11-30,10215626000
2010-12-01,10553954000
2010-12-02,10746613000
2010-12-03,10803001000
2010-12-06,10723118000
2010-12-07,10798302000
2010-12-08,10845292000
2010-12-09,10887583000
2010-12-10,10915777000
2010-12-13,10821797000
2010-12-14,10727817000
2010-12-15,10638536000
2010-12-16,10624439000
2010-12-17,10704322000
2010-12-20,10723118000
2010-12-21,11084941000
2010-12-22,11160125000
2010-12-23,11127232000
2010-12-27,11146028000
2010-12-28,11127232000
2010-12-29,11155426000
2010-12-30,11122533000
2010-12-31,11305794000
2011-01-03,11493754000
2011-01-04,11470259000
2011-01-05,11460861000
2011-01-06,11442065000
2011-01-07,11432667000
2011-01-10,11395075000
2011-01-11,11634724000
2011-01-12,11691112000
2011-01-13,11620627000
2011-01-14,11747500000
2011-01-18,11738102000
2011-01-19,11554841000
2011-01-20,11240008000
2011-01-21,11240008000
2011-01-24,11329289000
2011-01-25,11230610000
2011-01-26,11169523000
2011-01-27,11667617000
2011-01-28,11587734000
2011-01-31,11625326000
2011-02-01,11893169000
2011-02-02,11738102000
2011-02-03,11752199000
2011-02-04,11935460000
2011-02-07,12029440000
2011-02-08,11930761000
2011-02-09,11794490000
2011-02-10,11864975000
2011-02-11,12099925000
2011-02-14,12226798000
2011-02-15,12452350000
2011-02-16,12847066000
2011-02-17,12884658000
2011-02-18,12851765000
2011-02-22,12283186000
2011-02-23,12085828000
2011-02-24,12043537000
2011-02-25,12405360000
2011-02-28,12612116000
2011-03-01,12193905000
2011-03-02,12269089000
2011-03-03,12795377000
2011-03-04,12499340000
2011-03-07,12306681000
2011-03-08,12475845000
2011-03-09,12452350000
2011-03-10,12038838000
2011-03-11,12142216000
2011-03-14,11944858000
2011-03-15,11705209000
2011-03-16,11319891000
2011-03-17,11597132000
2011-03-18,11677015000
2011-03-21,11958955000
2011-03-22,11916664000
2011-03-23,11949557000
2011-03-24,12184507000
2011-03-25,12038838000
2011-03-28,11921363000
2011-03-29,11963654000
2011-03-30,12024741000
2011-03-31,11898180000
2011-04-01,12103000000
2011-04-04,12089035000
2011-04-05,11986625000
2011-04-06,11986625000
2011-04-07,12005245000
2011-04-08,12070415000
2011-04-11,11856285000
2011-04-12,11563020000
2011-04-13,11446645000
2011-04-14,11441990000
2011-04-15,11628190000
2011-04-18,11372165000
2011-04-19,11330270000
2011-04-20,11493195000
2011-04-21,11544400000
2011-04-25,11451300000
2011-04-26,11567675000
2011-04-27,11553710000
2011-04-28,11623535000
2011-04-29,11576985000
2011-05-02,11707325000
2011-05-03,11665430000
2011-05-04,11437335000
2011-05-05,11237170000
2011-05-06,11297685000
2011-05-09,11362855000
2011-05-10,11404750000
2011-05-11,11423370000
2011-05-12,11730600000
2011-05-13,11642155000
2011-05-16,11469920000
2011-05-17,11316305000
2011-05-18,11493195000
2011-05-19,11488540000
2011-05-20,11637500000
2011-05-23,11306995000
2011-05-24,11190620000
2011-05-25,11176655000
2011-05-26,11279065000
2011-05-27,11325615000
2011-05-31,11483885000
2011-06-01,10939250000
2011-06-02,10962525000
2011-06-03,10734430000
2011-06-06,10497025000
2011-06-07,10604090000
2011-06-08,10566850000
2011-06-09,10785635000
2011-06-10,10678570000
2011-06-13,10687880000
2011-06-14,10827530000
2011-06-15,10664605000
2011-06-16,10706500000
2011-06-17,10725120000
2011-06-20,10757705000
2011-06-21,10878735000
2011-06-22,10743740000
2011-06-23,10543575000
2011-06-24,10203760000
2011-06-27,10389960000
2011-06-28,10571505000
2011-06-29,10874080000
2011-06-30,10752300000
2011-07-01,10825820000
2011-07-05,10752300000
2011-07-06,10697160000
2011-07-07,10982050000
2011-07-08,10830415000
2011-07-11,10357130000
2011-07-12,10200900000
2011-07-13,10421460000
2011-07-14,10260635000
2011-07-15,10196305000
2011-07-18,9847085000
2011-07-19,10058455000
2011-07-20,10035480000
2011-07-21,10403080000
2011-07-22,10435245000
2011-07-25,10380105000
2011-07-26,10586880000
2011-07-27,10228470000
2011-07-28,10279015000
2011-07-29,10191710000
2011-08-01,10191710000
2011-08-02,9709235000
2011-08-03,9837895000
2011-08-04,9162430000
2011-08-05,8987820000
2011-08-08,7779335000
2011-08-09,8588055000
2011-08-10,7636890000
2011-08-11,8362900000
2011-08-12,8165315000
2011-08-15,8422634999
2011-08-16,8238835000
2011-08-17,8206670000
2011-08-18,7453089999
2011-08-19,7402545000
2011-08-22,7356595000
2011-08-23,7857450000
2011-08-24,8169910000
2011-08-25,7834475000
2011-08-26,7848259999
2011-08-29,8321545000
2011-08-30,8243430000
2011-08-31,8408850000
2011-09-01,8312355000
2011-09-02,7816095000
2011-09-06,7733384999
2011-09-07,8252620000
2011-09-08,7926375000
2011-09-09,7563370000
2011-09-12,7636890000
2011-09-13,7673650000
2011-09-14,8009085000
2011-09-15,8459395000
2011-09-16,8578865000
2011-09-19,8280190000
2011-09-20,8197480000
2011-09-21,7765549999
2011-09-22,7310645000
2011-09-23,7250910000
2011-09-26,7508230000
2011-09-27,7595535000
2011-09-28,7273885000
2011-09-29,7563370000
2011-09-30,7046193000
2011-10-03,6746355000
2011-10-04,7241542000
2011-10-05,7455063000
2011-10-06,7664041000
2011-10-07,7359660000
2011-10-10,7773073000
2011-10-11,7695842000
2011-10-12,8168314000
2011-10-13,8041110000
2011-10-14,8245544999
2011-10-17,7972965000
2011-10-18,8363663000
2011-10-19,8077454000
2011-10-20,8218287000
2011-10-21,8513581999
2011-10-24,8936081000
2011-10-25,8540840000
2011-10-26,8731646000
2011-10-27,9467612000
2011-10-28,9494870000
2011-10-31,9117801000
2011-11-01,8549926000
2011-11-02,8895194000
2011-11-03,9290435000
2011-11-04,9099629000
2011-11-07,9067828000
2011-11-08,9213204000
2011-11-09,8604442000
2011-11-10,8967882000
2011-11-11,9240462000
2011-11-14,9131430000
2011-11-15,9208661000
2011-11-16,8940624000
2011-11-17,8767990000
2011-11-18,8808877000
2011-11-21,8468152000
2011-11-22,8281889000
2011-11-23,8086540000
2011-11-25,8136513000
2011-11-28,8568098000
2011-11-29,8618071000
2011-11-30,9199575000
2011-12-01,9190489000
2011-12-02,9213204000
2011-12-05,9408553000
2011-12-06,9390381000
2011-12-07,9522128000
2011-12-08,9163231000
2011-12-09,9440354000
2011-12-12,9095086000
2011-12-13,8777076000
2011-12-14,8681673000
2011-12-15,8649872000
2011-12-16,8740732000
2011-12-19,8481781000
2011-12-20,8904280000
2011-12-21,8931538000
2011-12-22,9040570000
2011-12-23,9185946000
2011-12-27,9131430000
2011-12-28,8936081000
2011-12-29,9131430000
2011-12-30,9126887000
2012-01-03,9340408000
2012-01-04,9245005000
2012-01-05,9344951000
2012-01-06,9435811000
2012-01-09,9490327000
2012-01-10,9821966000
2012-01-11,9672047000
2012-01-12,9867396000
2012-01-13,9821966000
2012-01-17,9826509000
2012-01-18,9980971000
2012-01-19,10071831000
2012-01-20,10194492000
2012-01-23,10176320000
2012-01-24,10171777000
2012-01-25,10076374000
2012-01-26,10348954000
2012-01-27,10444357000
2012-01-30,10244465000
2012-01-31,10253551000
2012-02-01,10530674000
2012-02-02,10517045000
2012-02-03,10848684000
2012-02-06,10853227000
2012-02-07,11030404000
2012-02-08,11048576000
2012-02-09,11103092000
2012-02-10,10948630000
2012-02-13,11066748000
2012-02-14,10880485000
2012-02-15,10835055000
2012-02-16,11234839000
2012-02-17,11221210000
2012-02-21,11266640000
2012-02-22,11248468000
2012-02-23,11334785000
2012-02-24,11302984000
2012-02-27,11253011000
2012-02-28,11339328000
2012-02-29,11253011000
2012-03-01,11302984000
2012-03-02,11253011000
2012-03-05,11094006000
2012-03-06,10848684000
2012-03-07,11021318000
2012-03-08,11175780000
2012-03-09,11298441000
2012-03-12,11384758000
2012-03-13,11807257000
2012-03-14,11798171000
2012-03-15,11979891000
2012-03-16,11875402000
2012-03-19,11948090000
2012-03-20,11839058000
2012-03-21,11984434000
2012-03-22,11711854000
2012-03-23,11943547000
2012-03-26,12193412000
2012-03-27,12025321000
2012-03-28,11952633000
2012-03-29,11870859000
2012-03-30,12116181000
2012-04-02,12148226000
2012-04-03,12066542000
2012-04-04,11789724000
2012-04-05,11807876000
2012-04-09,11431222000
2012-04-10,11095410000
2012-04-11,11258778000
2012-04-12,11512906000
2012-04-13,11213398000
2012-04-16,11199784000
2012-04-17,11376766000
2012-04-18,11118100000
2012-04-19,11022802000
2012-04-20,10972884000
2012-04-23,10764136000
2012-04-24,10904814000
2012-04-25,11095410000
2012-04-26,11372228000
2012-04-27,11390380000
2012-04-30,11272392000
2012-05-01,11426684000
2012-05-02,11231550000
2012-05-03,11045492000
2012-05-04,10755060000
2012-05-07,10723294000
2012-05-08,10627996000
2012-05-09,10541774000
2012-05-10,10319412000
2012-05-11,10550850000
2012-05-14,10237728000
2012-05-15,10205962000
2012-05-16,10010828000
2012-05-17,9806618000
2012-05-18,9588794000
2012-05-21,9747624000
2012-05-22,9693168000
2012-05-23,9815694000
2012-05-24,9802080000
2012-05-25,9774852000
2012-05-29,9965448000
2012-05-30,9779390000
2012-05-31,9870150000
2012-06-01,9461730000
2012-06-04,9434502000
2012-06-05,9774852000
2012-06-06,10192348000
2012-06-07,10201424000
2012-06-08,10355716000
2012-06-11,10142430000
2012-06-12,9969986000
2012-06-13,9829308000
2012-06-14,9942758000
2012-06-15,9997214000
2012-06-18,9888302000
2012-06-19,10146968000
2012-06-20,10074360000
2012-06-21,9765776000
2012-06-22,9856536000
2012-06-25,9611484000
2012-06-26,9752162000
2012-06-27,9811156000
2012-06-28,9897378000
2012-06-29,10255880000
2012-07-02,10181328000
2012-07-03,10325744000
2012-07-05,10045938000
2012-07-06,9991782000
2012-07-09,9874444000
2012-07-10,9942139000
2012-07-11,10014347000
2012-07-12,9869931000
2012-07-13,10221945000
2012-07-16,9978243000
2012-07-17,9987269000
2012-07-18,10073016000
2012-07-19,10082042000
2012-07-20,9721002000
2012-07-23,9572073000
2012-07-24,9337397000
2012-07-25,9247137000
2012-07-26,9436683000
2012-07-27,9982756000
2012-07-30,10050451000
2012-07-31,9987269000
2012-08-01,9883470000
2012-08-02,9797723000
2012-08-03,10203893000
2012-08-06,10163276000
2012-08-07,10429543000
2012-08-08,10429543000
2012-08-09,10646167000
2012-08-10,10695810000
2012-08-13,10713862000
2012-08-14,10664219000
2012-08-15,10736427000
2012-08-16,10858278000
2012-08-17,10849252000
2012-08-20,10740940000
2012-08-21,10781557000
2012-08-22,10795096000
2012-08-23,10677758000
2012-08-24,10740940000
2012-08-27,10673245000
2012-08-28,10754479000
2012-08-29,10695810000
2012-08-30,10601037000
2012-08-31,10686784000
2012-09-04,10749966000
2012-09-05,10763505000
2012-09-06,11178701000
2012-09-07,11287013000
2012-09-10,11101980000
2012-09-11,11187727000
2012-09-12,11273474000
2012-09-13,11575845000
2012-09-14,11652566000
2012-09-17,11666105000
2012-09-18,11602923000
2012-09-19,11544254000
2012-09-20,11490098000
2012-09-21,11458507000
2012-09-24,11440455000
2012-09-25,11219318000
2012-09-26,11101980000
2012-09-27,11327630000
2012-09-28,11277987000
2012-10-01,11244258000
2012-10-02,11226346000
2012-10-03,11360686000
2012-10-04,11499504000
2012-10-05,11423378000
2012-10-08,11414422000
2012-10-09,11275604000
2012-10-10,11181566000
2012-10-11,11199478000
2012-10-12,11065138000
2012-10-15,11078572000
2012-10-16,11203956000
2012-10-17,11329340000
2012-10-18,11280082000
2012-10-19,11029314000
2012-10-22,10984534000
2012-10-23,10774068000
2012-10-24,10783024000
2012-10-25,10832282000
2012-10-26,10859150000
2012-10-31,10890496000
2012-11-01,11078572000
2012-11-02,10926320000
2012-11-05,10957666000
2012-11-06,11047226000
2012-11-07,10702420000
2012-11-08,10635250000
2012-11-09,10702420000
2012-11-12,10778546000
2012-11-13,10720332000
2012-11-14,10442696000
2012-11-15,10393438000
2012-11-16,10478520000
2012-11-19,10765112000
2012-11-20,10859150000
2012-11-21,10890496000
2012-11-23,11118874000
2012-11-26,11092006000
2012-11-27,11078572000
2012-11-28,11096484000
2012-11-29,11208434000
2012-11-30,11190522000
2012-12-03,11083050000
2012-12-04,11015880000
2012-12-05,10953188000
2012-12-06,11092006000
2012-12-07,11132308000
2012-12-10,11127830000
2012-12-11,11181566000
2012-12-12,11383076000
2012-12-13,11306950000
2012-12-14,11400988000
2012-12-17,11544284000
2012-12-18,11777140000
2012-12-19,11678624000
2012-12-20,11795052000
2012-12-21,11745794000
2012-12-24,11759228000
2012-12-26,11709970000
2012-12-27,11629366000
2012-12-28,11544284000
2012-12-31,11683102000
2013-01-02,12072688000
2013-01-03,12095078000
2013-01-04,12341368000
2013-01-07,12305544000
2013-01-08,12193594000
2013-01-09,12256286000
2013-01-10,12341368000
2013-01-11,12421972000
2013-01-14,12242852000
2013-01-15,12327934000
2013-01-16,12193594000
2013-01-17,12305544000
2013-01-18,12386148000
2013-01-22,12489142000
2013-01-23,12354802000
2013-01-24,12435406000
2013-01-25,12627960000
2013-01-28,12533922000
2013-01-29,12686174000
2013-01-30,12663784000
2013-01-31,12202550000
2013-02-01,12435406000
2013-02-04,12215984000
2013-02-05,12354802000
2013-02-06,12314500000
2013-02-07,12242852000
2013-02-08,12229418000
2013-02-11,12283154000
2013-02-12,12408538000
2013-02-13,12372714000
2013-02-14,12439884000
2013-02-15,12251808000
2013-02-19,12386148000
2013-02-20,12162248000
2013-02-21,11777140000
2013-02-22,11907002000
2013-02-25,11611454000
2013-02-26,11481592000
2013-02-27,11839832000
2013-02-28,11996562000
2013-03-01,12014474000
2013-03-04,12296588000
2013-03-05,12404060000
2013-03-06,12439884000
2013-03-07,12511532000
2013-03-08,12587658000
2013-03-11,12650350000
2013-03-12,12592136000
2013-03-13,12739910000
2013-03-14,12910074000
2013-03-15,13044414000
2013-03-18,12945898000
2013-03-19,12695130000
2013-03-20,12807080000
2013-03-21,12659306000
2013-03-22,12713042000
2013-03-25,12681696000
2013-03-26,12869772000
2013-03-27,12829470000
2013-03-28,12968288000
2013-04-01,12740967000
2013-04-02,12947553000
2013-04-03,12637674000
2013-04-04,12884679000
2013-04-05,12740967000
2013-04-08,12916116000
2013-04-09,12970008000
2013-04-10,13419108000
2013-04-11,13553838000
2013-04-12,13531383000
2013-04-15,13001445000
2013-04-16,13252941000
2013-04-17,12880188000
2013-04-18,12718512000
2013-04-19,12974499000
2013-04-22,13113720000
2013-04-23,13333779000
2013-04-24,13329288000
2013-04-25,13338270000
2013-04-26,13270905000
2013-04-29,13342761000
2013-04-30,14254434000
2013-05-01,14119704000
2013-05-02,14281380000
2013-05-03,14577786000
2013-05-06,14631678000
2013-05-07,14645151000
2013-05-08,14820300000
2013-05-09,14806827000
2013-05-10,15318801000
2013-05-13,15287364000
2013-05-14,15484967999
2013-05-15,15538860000
2013-05-16,15404129999
2013-05-17,15534369000
2013-05-20,15538860000
2013-05-21,15467003999
2013-05-22,15287364000
2013-05-23,15062814000
2013-05-24,15071796000
2013-05-28,15489459000
2013-05-29,15345747000
2013-05-30,15556824000
2013-05-31,15152634000
2013-06-03,15026886000
2013-06-04,14955029999
2013-06-05,14631678000
2013-06-06,14883174000
2013-06-07,15467003999
2013-06-10,15386166000
2013-06-11,15098741999
2013-06-12,14892155999
2013-06-13,15273891000
2013-06-14,15053832000
2013-06-17,15426585000
2013-06-18,15511914000
2013-06-19,15273891000
2013-06-20,14730479999
2013-06-21,14734971000
2013-06-24,14056830000
2013-06-25,14146650000
2013-06-26,14335272000
2013-06-27,14600241000
2013-06-28,14281380000
2013-07-01,14220825000
2013-07-02,14104371000
2013-07-03,14086455000
2013-07-05,14296968000
2013-07-08,14301447000
2013-07-09,14355194999
2013-07-10,14037186000
2013-07-11,14364153000
2013-07-12,14220825000
2013-07-15,14391027000
2013-07-16,14305926000
2013-07-17,14252178000
2013-07-18,14565708000
2013-07-19,14552271000
2013-07-22,14780700000
2013-07-23,14771741999
2013-07-24,14641850999
2013-07-25,14691119999
2013-07-26,14713515000
2013-07-29,14435816999
2013-07-30,14440296000
2013-07-31,14417900999
2013-08-01,14798616000
2013-08-02,14825490000
2013-08-05,14834447999
2013-08-06,14785179000
2013-08-07,14632893000
2013-08-08,14601540000
2013-08-09,14588103000
2013-08-12,14467169999
2013-08-13,14834447999
2013-08-14,14726952000
2013-08-15,14382069000
2013-08-16,14350716000
2013-08-19,13974480000
2013-08-20,14090934000
2013-08-21,13925211000
2013-08-22,14153640000
2013-08-23,14140203000
2013-08-26,13987917000
2013-08-27,13580328000
2013-08-28,13656471000
2013-08-29,13822194000
2013-08-30,13598244000
2013-09-03,13701261000
2013-09-04,13880421000
2013-09-05,13777404000
2013-09-06,13638555000
2013-09-09,13808757000
2013-09-10,14050623000
2013-09-11,13987917000
2013-09-12,13907295000
2013-09-13,13911774000
2013-09-16,14158119000
2013-09-17,14184993000
2013-09-18,14579144999
2013-09-19,14614977000
2013-09-20,14614977000
2013-09-23,14547791999
2013-09-24,14422380000
2013-09-25,14359674000
2013-09-26,14435816999
2013-09-27,14373111000
2013-09-30,14195500000
2013-10-01,14337900000
2013-10-02,14400200000
2013-10-03,14257800000
2013-10-04,14409100000
2013-10-07,14204400000
2013-10-08,14017500000
2013-10-09,14311199999
2013-10-10,15094400000
2013-10-11,15285750000
2013-10-14,15419250000
2013-10-15,14426900000
2013-10-16,14271150000
2013-10-17,14444700000
2013-10-18,14582650000
2013-10-21,14475850000
2013-10-22,14462500000
2013-10-23,14444700000
2013-10-24,14529250000
2013-10-25,14627149999
2013-10-28,14573750000
2013-10-29,14845200000
2013-10-30,14644949999
2013-10-31,15018750000
2013-11-01,15058800000
2013-11-04,14845200000
2013-11-05,14644949999
2013-11-06,14711700000
2013-11-07,14404649999
2013-11-08,14827400000
2013-11-11,14938650000
2013-11-12,14778450000
2013-11-13,14809600000
2013-11-14,15161150000
2013-11-15,15058800000
2013-11-18,15000950000
2013-11-19,14952000000
2013-11-20,14898599999
2013-11-21,15032100000
2013-11-22,15085500000
2013-11-25,15245700000
