,CNXT
2019-08-09,15502182
2019-08-12,15659724
2019-08-13,16113446
2019-08-14,15691233
2019-08-15,15905490
2019-08-16,16189067
2019-08-19,16548264
2019-08-20,16446743
2019-08-21,16584814
2019-08-22,16480962
2019-08-23,16069335
2019-08-26,16283592
2019-08-27,16570320
2019-08-28,16512533
2019-08-29,16712108
2019-08-30,16457393
2019-09-03,16864546
2019-09-04,17058701
2019-09-05,17302577
2019-09-06,17291864
2019-09-09,17594346
2019-09-10,17493519
2019-09-11,17361183
2019-09-12,17436803
2019-09-13,17598127
2019-09-16,17543932
2019-09-17,17172132
2019-09-18,17115417
2019-09-19,17436803
2019-09-20,17115417
2019-09-23,17090210
2019-09-24,17121718
2019-09-25,16951573
2019-09-26,16510454
2019-09-27,16494699
2019-09-30,16520284
2019-10-01,16397023
2019-10-02,16356440
2019-10-03,16510075
2019-10-04,16528035
2019-10-07,16471887
2019-10-08,16289894
2019-10-09,16541962
2019-10-10,17083908
2019-10-11,17165830
2019-10-14,17267918
2019-10-15,17046098
2019-10-16,16999339
2019-10-17,17138229
2019-10-18,16903428
2019-10-21,17046098
2019-10-22,17175283
2019-10-23,17156567
2019-10-24,17117118
2019-10-25,17493519
2019-10-28,17774827
2019-10-29,17493519
2019-10-30,17556536
2019-10-31,17293566
2019-11-01,17657048
2019-11-04,17732983
2019-11-05,18054370
2019-11-06,17809864
2019-11-07,18191369
2019-11-08,18054370
2019-11-11,17760396
2019-11-12,17570084
2019-11-13,17669210
2019-11-14,17844145
2019-11-15,17653645
2019-11-18,17695173
2019-11-19,18054370
2019-11-20,17854102
2019-11-21,17874267
2019-11-22,17485074
2019-11-25,17398174
2019-11-26,17473668
2019-11-27,17573109
2019-11-29,17313920
2019-12-02,17242396
2019-12-03,17190470
2019-12-04,17410588
2019-12-05,17707777
2019-12-06,17896828
2019-12-09,17632156
2019-12-10,17804066
2019-12-11,17727312
2019-12-12,18041767
2019-12-13,17959845
2019-12-16,18394662
2019-12-17,18659522
2019-12-18,18596001
2019-12-19,18476584
2019-12-20,18495489
2019-12-23,17984736
2019-12-24,18226280
2019-12-26,18504689
2019-12-27,18312740
2019-12-30,18419869
2019-12-31,18740121
2020-01-02,19415537
2020-01-03,19226045
2020-01-06,19412764
2020-01-07,19661304
2020-01-08,19594442
2020-01-09,19862958
2020-01-10,19925975
2020-01-13,20455318
2020-01-14,20306787
2020-01-15,20304077
2020-01-16,20404904
2020-01-17,20480525
2020-01-21,20222155
2020-01-22,20490103
2020-01-23,19895664
2020-01-24,19664076
2020-01-27,18694308
2020-01-28,18905100
2020-01-29,19030314
2020-01-30,18725186
2020-01-31,18146375
2020-02-03,17537631
2020-02-04,18924005
2020-02-05,19182374
2020-02-06,19264296
2020-02-07,19109149
2020-02-10,19409803
2020-02-11,19709953
2020-02-12,20152836
2020-02-13,19661304
2020-02-14,19634899
2020-02-18,20304077
2020-02-19,20291474
2020-02-20,20480525
2020-02-21,20915342
2020-02-24,20650670
2020-02-25,21129600
2020-02-26,20582612
2020-02-27,20480525
2020-02-28,19799941
2020-03-02,20537240
2020-03-03,20663274
2020-03-04,20921644
2020-03-05,20871230
2020-03-06,20477248
2020-03-09,19629795
2020-03-10,20745196
2020-03-11,19913372
2020-03-12,18363153
2020-03-13,19535270
2020-03-16,17241451
2020-03-17,18066973
2020-03-18,17474614
2020-03-19,17884224
2020-03-20,17279261
2020-03-23,16932667
2020-03-24,17635244
2020-03-25,18041767
2020-03-26,18325343
2020-03-27,17386831
2020-03-30,17732983
2020-03-31,17666752
2020-04-01,17493519
2020-04-02,18268628
2020-04-03,18193007
2020-04-06,18653032
2020-04-07,18797971
2020-04-08,18829479
2020-04-09,19031134
2020-04-13,18394662
2020-04-14,18999625
2020-04-15,18747557
2020-04-16,18827400
2020-04-17,18980720
2020-04-20,19116269
2020-04-21,18741255
2020-04-22,19157168
2020-04-23,19090685
2020-04-24,18936608
2020-04-27,19150236
2020-04-28,19335884
2020-04-29,19491158
2020-04-30,19314710
2020-05-01,18684540
2020-05-04,18716049
2020-05-05,18980720
2020-05-06,19661304
2020-05-07,19875561
2020-05-08,20089819
2020-05-11,19730622
2020-05-12,19850355
2020-05-13,19918854
2020-05-14,19872095
2020-05-15,19554175
2020-05-18,19852497
2020-05-19,19789606
2020-05-20,19761564
2020-05-21,19322713
2020-05-22,19070897
2020-05-26,19295427
2020-05-27,19003028
2020-05-28,18924005
2020-05-29,19296120
2020-06-01,19986408
2020-06-02,19980989
2020-06-03,20089819
2020-06-04,19831449
2020-06-05,20332119
2020-06-08,20173506
2020-06-09,20209551
2020-06-10,20486826
2020-06-11,20171741
2020-06-12,20499430
2020-06-15,20562447
2020-06-16,20638067
2020-06-17,20789308
2020-06-18,20990962
2020-06-19,21261935
2020-06-22,21747166
2020-06-23,22081156
2020-06-24,21728261
2020-06-25,21747166
2020-06-26,21772247
2020-06-29,21873200
2020-06-30,22484465
2020-07-01,22597896
2020-07-02,22793248
2020-07-06,24784586
2020-07-07,24929651
2020-07-08,25755047
2020-07-09,26284390
2020-07-10,26385217
2020-07-13,27204438
2020-07-14,26996482
2020-07-15,26668794
2020-07-16,25112463
2020-07-17,25358040
2020-07-20,25912590
2020-07-21,25994512
2020-07-22,25950400
2020-07-23,26183563
2020-07-24,24986240
2020-07-27,25085177
2020-07-28,25206673
2020-07-29,26296994
2020-07-30,25925193
2020-07-31,26407714
2020-08-03,27494317
2020-08-04,27113064
2020-08-05,27475412
2020-08-06,27147723
2020-08-07,26410424
2020-08-10,26322200
2020-08-11,25855875
2020-08-12,25673125
2020-08-13,25452566
2020-08-14,25748746
2020-08-17,26287037
2020-08-18,26252882
2020-08-19,25509281
2020-08-20,25502979
2020-08-21,25780002
2020-08-24,26296994
2020-08-25,26259183
2020-08-26,25972456
2020-08-27,26083114
2020-08-28,26983879
2020-08-31,26473441
2020-09-01,26983879
2020-09-02,26983879
2020-09-03,26454536
2020-09-04,26511251
2020-09-08,25238308
2020-09-09,24703672
2020-09-10,24179622
2020-09-11,24790887
2020-09-14,25087067
2020-09-15,25626178
2020-09-16,25219403
2020-09-17,25376945
2020-09-18,25591203
2020-09-21,25427359
2020-09-22,25306807
2020-09-23,25181593
2020-09-24,24872809
2020-09-25,24910620
2020-09-28,24967335
2020-09-29,25446264
2020-09-30,25603807
2020-10-01,26013417
2020-10-02,25692030
2020-10-05,26013417
2020-10-06,26044926
2020-10-07,26221373
2020-10-08,26334804
2020-10-09,27009086
2020-10-12,27475412
2020-10-13,27740083
2020-10-14,27546810
2020-10-15,27368283
2020-10-16,27393489
2020-10-19,27116215
2020-10-20,27721178
2020-10-21,27437601
2020-10-22,27255545
2020-10-23,26731181
2020-10-26,26655245
2020-10-27,27075001
2020-10-28,27032276
2020-10-29,27568046
2020-10-30,27223344
2020-11-02,27702273
2020-11-03,27834734
2020-11-04,28886992
2020-11-05,29354389
2020-11-06,28731466
2020-11-09,29057138
2020-11-10,28707583
2020-11-11,28036263
2020-11-12,27996814
2020-11-13,28059768
2020-11-16,28298035
2020-11-17,27995176
2020-11-18,27486313
2020-11-19,27740083
2020-11-20,28009355
2020-11-23,27827929
2020-11-24,27730819
2020-11-25,27368283
2020-11-27,27529102
2020-11-30,27514797
2020-12-01,28331623
2020-12-02,28143392
2020-12-03,28382856
2020-12-04,28669458
2020-12-07,28628623
2020-12-08,28732601
2020-12-09,28149630
2020-12-10,28382856
2020-12-11,27787409
2020-12-14,28027377
2020-12-15,28542856
2020-12-16,28506118
2020-12-17,28549410
2020-12-18,28786102
2020-12-21,29306812
2020-12-22,28989584
2020-12-23,29189474
2020-12-24,29348592
2020-12-28,29479352
2020-12-29,29367308
2020-12-30,30125339
2020-12-31,30599353
2021-01-04,31825664
2021-01-05,32843641
2021-01-06,32680616
2021-01-07,33537647
2021-01-08,33240459
2021-01-11,32707902
2021-01-12,33698781
2021-01-13,33203657
2021-01-14,32570777
2021-01-15,32342719
2021-01-19,32214290
2021-01-20,33165847
2021-01-21,33921988
2021-01-22,34023004
2021-01-25,34092575
2021-01-26,33695189
2021-01-27,33348596
2021-01-28,32571155
2021-01-29,32184798
2021-02-01,32694416
2021-02-02,33585855
2021-02-03,33557938
2021-02-04,33269825
2021-02-05,33133834
2021-02-08,34062515
2021-02-09,35130086
2021-02-10,36037405
2021-02-11,36226204
2021-02-12,36311718
2021-02-16,36635185
2021-02-17,36846039
2021-02-18,35021382
2021-02-19,35050055
2021-02-22,33436820
2021-02-23,33058718
2021-02-24,32523073
2021-02-25,31470689
2021-02-26,31035872
2021-03-01,32214290
2021-03-02,31804679
2021-03-03,31609327
2021-03-04,30260763
2021-03-05,30386797
2021-03-08,28546701
2021-03-09,28773562
2021-03-10,28544369
2021-03-11,29498257
2021-03-12,29022038
2021-03-15,28237917
2021-03-16,28502589
2021-03-17,28760958
2021-03-18,28605180
2021-03-19,28256003
2021-03-22,28370253
2021-03-23,27828307
2021-03-24,27318310
2021-03-25,27469110
2021-03-26,28534097
2021-03-29,28099280
2021-03-30,28310387
2021-03-31,28382856
2021-04-01,28937406
2021-04-05,29170569
2021-04-06,29088647
2021-04-07,28656665
2021-04-08,28716846
2021-04-09,28231616
2021-04-12,27632954
2021-04-13,27953711
2021-04-14,28345046
2021-04-15,28357650
2021-04-16,28250521
2021-04-19,29335673
2021-04-20,29190419
2021-04-21,29758706
2021-04-22,29838549
2021-04-23,30380495
2021-04-26,29959416
2021-04-27,30122315
2021-04-28,30771201
2021-04-29,30850350
2021-04-30,30947648
2021-05-03,30821614
2021-05-04,30484599
2021-05-05,30690413
2021-05-06,30290948
2021-05-07,29709364
2021-05-10,29464291
2021-05-11,29538399
2021-05-12,29461644
2021-05-13,29516721
2021-05-14,30459897
2021-05-17,31124096
2021-05-18,31117794
2021-05-19,31206522
2021-05-20,31634597
2021-05-21,31044253
2021-05-24,31605798
2021-05-25,32770856
2021-05-26,32530131
2021-05-27,32749745
2021-05-28,32821396
2021-06-01,33235102
2021-06-02,32831857
2021-06-03,32315117
2021-06-04,32945350
2021-06-07,32731029
2021-06-08,32510470
2021-06-09,32508957
2021-06-10,33109131
2021-06-11,32705633
2021-06-14,32731029
2021-06-15,32334022
2021-06-16,31067381
2021-06-17,31732525
2021-06-18,31897503
2021-06-21,32225570
2021-06-22,32189083
2021-06-23,32710234
2021-06-24,32649107
2021-06-25,33323389
2021-06-28,33960239
2021-06-29,33789715
2021-06-30,34174560
2021-07-01,33435622
2021-07-02,32806650
2021-07-06,32501647
2021-07-07,33609990
2021-07-08,33243421
2021-07-09,33530400
2021-07-12,34261775
2021-07-13,33890542
2021-07-14,33684729
2021-07-15,34165170
2021-07-16,33305807
2021-07-19,33146942
2021-07-20,33514709
2021-07-21,34449818
2021-07-22,34371488
2021-07-23,33556489
2021-07-26,32406114
2021-07-27,30632563
2021-07-28,32428548
2021-07-29,33052416
2021-07-30,33069431
2021-08-02,33332401
2021-08-03,33167674
2021-08-04,34022878
2021-08-05,33825383
2021-08-06,33335993
2021-08-09,33476331
2021-08-10,33363405
2021-08-11,33329628
2021-08-12,32913905
2021-08-13,32586531
2021-08-16,32127326
2021-08-17,31158062
2021-08-18,31311823
2021-08-19,31868705
2021-08-20,31294242
2021-08-23,32207988
2021-08-24,32800348
2021-08-25,32819253
2021-08-26,32116488
2021-08-27,32260040
2021-08-30,32095818
2021-08-31,31557590
2021-09-01,31760568
2021-09-02,31408996
2021-09-03,31161906
2021-09-07,32321419
2021-09-08,32070611
2021-09-09,32107161
2021-09-10,32216306
2021-09-13,31940166
2021-09-14,32126066
2021-09-15,32018307
2021-09-16,31153840
2021-09-17,31481150
2021-09-20,30619960
2021-09-21,30928743
2021-09-22,31397085
2021-09-23,31545869
2021-09-24,31571517
2021-09-27,32074959
2021-09-28,31461804
2021-09-29,31124096
2021-09-30,31987429
2021-10-01,31659614
2021-10-04,31278046
2021-10-05,31312958
2021-10-06,31359464
2021-10-07,31903238
2021-10-08,32170178
2021-10-11,31681418
2021-10-12,31151508
2021-10-13,32189461
2021-10-14,31975266
2021-10-15,32451045
2021-10-18,32541852
2021-10-19,33247769
2021-10-20,32910628
2021-10-21,32719119
2021-10-22,32978497
2021-10-25,33351306
2021-10-26,33328052
2021-10-27,33104783
2021-10-28,33045799
2021-10-29,33411991
2021-11-01,33593732
2021-11-02,33496875
2021-11-03,33475890
2021-11-04,33733000
2021-11-05,33615536
2021-11-08,34029180
2021-11-09,33943287
2021-11-10,33697458
2021-11-11,34298073
2021-11-12,34273055
2021-11-15,34003973
2021-11-16,33789841
2021-11-17,34060625
2021-11-18,33628896
2021-11-19,33964020
2021-11-22,34585368
2021-11-23,34353087
2021-11-24,34110976
2021-11-26,33764256
2021-11-29,34046131
2021-11-30,34224532
2021-12-01,33720396
2021-12-02,33849707
2021-12-03,33944359
2021-12-06,33871637
2021-12-07,33525548
2021-12-08,34436963
2021-12-09,34692181
2021-12-10,34829495
2021-12-13,34843926
2021-12-14,34858042
2021-12-15,34554426
2021-12-16,34818656
2021-12-17,34178089
2021-12-20,30588577
2021-12-21,30731626
2021-12-22,30948972
2021-12-23,30978716
2021-12-27,30356738
2021-12-28,30568790
2021-12-29,30147332
2021-12-30,30556943
2021-12-31,30541189
2022-01-03,30552532
2022-01-04,29717619
2022-01-05,28804377
2022-01-06,28516578
2022-01-07,28269426
2022-01-10,28228150
2022-01-11,28048866
2022-01-12,28880817
2022-01-13,28181202
2022-01-14,28575751
2022-01-18,28753522
2022-01-19,28188512
2022-01-20,28111883
2022-01-21,27733718
2022-01-24,28003872
2022-01-25,27359334
2022-01-26,27499673
2022-01-27,26681775
2022-01-28,26565761
2022-01-31,26811969
2022-02-01,26891307
2022-02-02,26896096
2022-02-03,26813733
2022-02-04,26945376
2022-02-07,26631992
2022-02-08,26111156
2022-02-09,26454914
2022-02-10,25918829
2022-02-11,24955362
2022-02-14,24904948
2022-02-15,25901877
2022-02-16,25936284
2022-02-17,26026462
2022-02-18,25930424
2022-02-22,25427737
2022-02-23,26042468
2022-02-24,25694299
2022-02-25,26445651
2022-02-28,26567147
2022-03-01,26442563
2022-03-02,26100570
2022-03-03,25588998
2022-03-04,25168233
2022-03-07,23943876
2022-03-08,23650028
2022-03-09,23716510
2022-03-10,24097700
2022-03-11,24057432
2022-03-14,22887774
2022-03-15,22695635
2022-03-16,24953849
2022-03-17,24904318
2022-03-18,25181593
2022-03-21,24946287
2022-03-22,24671785
2022-03-23,24646452
2022-03-24,24733731
2022-03-25,24077661
2022-03-28,23642024
2022-03-29,23750603
2022-03-30,24598811
2022-03-31,24201174
2022-04-01,24385436
2022-04-04,24417575
2022-04-05,24139102
2022-04-06,23906003
2022-04-07,23528657
2022-04-08,23386806
2022-04-11,22358431
2022-04-12,22900503
2022-04-13,22625245
2022-04-14,22289112
2022-04-18,22645852
2022-04-19,22177761
2022-04-20,21250844
2022-04-21,20580785
2022-04-22,20341887
2022-04-25,18980720
2022-04-26,18781271
2022-04-27,20014199
2022-04-28,19484856
2022-04-29,20007456
2022-05-02,19843927
2022-05-03,20122588
2022-05-04,20223100
2022-05-05,19610890
2022-05-06,19352457
2022-05-09,18991307
2022-05-10,19415537
2022-05-11,20009724
2022-05-12,20046715
2022-05-13,20195057
2022-05-16,19935301
2022-05-17,20411206
2022-05-18,20051064
2022-05-19,20665416
2022-05-20,20946850
2022-05-23,21045157
2022-05-24,20234695
2022-05-25,20160209
2022-05-26,20089819
2022-05-27,20215853
2022-05-31,20929899
2022-06-01,21000604
2022-06-02,21709356
2022-06-03,21640037
2022-06-06,22324276
2022-06-07,22661984
2022-06-08,22533492
2022-06-09,21624850
2022-06-10,22053177
2022-06-13,21728261
2022-06-14,22098234
2022-06-15,22778691
2022-06-16,22528577
2022-06-17,23190256
2022-06-21,23647444
2022-06-22,23391910
2022-06-23,24195377
2022-06-24,24856866
2022-06-27,24734046
2022-06-28,24632210
2022-06-29,24226885
2022-06-30,24765681
2022-07-01,24461939
2022-07-05,24657921
2022-07-06,24464837
2022-07-07,25130927
2022-07-08,24797378
2022-07-11,24009477
2022-07-12,23436022
2022-07-13,23877330
2022-07-14,24399111
2022-07-15,23858236
2022-07-18,24198528
2022-07-19,23935116
2022-07-20,23858236
2022-07-21,23766168
2022-07-22,23547940
2022-07-25,23471815
2022-07-26,23448625
2022-07-27,23642592
2022-07-28,23486309
2022-07-29,23076825
2022-08-01,23459275
2022-08-02,23108333
2022-08-03,22812154
2022-08-04,22881472
2022-08-05,23139842
2022-08-08,23133477
2022-08-09,23276022
2022-08-10,23221764
2022-08-11,23618771
2022-08-12,23385608
2022-08-15,23398212
2022-08-16,23537542
2022-08-17,23902348
2022-08-18,23837629
2022-08-19,23291272
2022-08-22,23568358
2022-08-23,23871973
2022-08-24,22857400
2022-08-25,22881661
2022-08-26,22333224
2022-08-29,22219290
2022-08-30,21866899
2022-08-31,21611239
2022-09-01,21438383
2022-09-02,21331254
2022-09-06,21142644
2022-09-07,21614831
2022-09-08,21186315
2022-09-09,21396666
2022-09-12,21482495
2022-09-13,21056626
2022-09-14,20965755
2022-09-15,20151387
2022-09-16,19728228
2022-09-19,19617192
2022-09-20,19570244
2022-09-21,19220185
2022-09-22,19156348
2022-09-23,18778246
2022-09-26,18923500
2022-09-27,19215899
2022-09-28,18989164
2022-09-29,19188361
2022-09-30,18671937
2022-10-03,18757892
2022-10-04,19371425
2022-10-05,19516364
2022-10-06,19343635
2022-10-07,18914552
2022-10-10,18205611
2022-10-11,18295536
2022-10-12,18766462
2022-10-13,19182374
2022-10-14,19560476
2022-10-17,19825148
2022-10-18,19673907
2022-10-19,19290133
2022-10-20,19253142
2022-10-21,19377727
2022-10-24,18508092
2022-10-25,18433669
2022-10-26,19240980
2022-10-27,18621523
2022-10-28,18048068
2022-10-31,17915733
2022-11-01,18451377
2022-11-02,18621460
2022-11-03,18890417
2022-11-04,20068834
2022-11-07,19749527
2022-11-08,19560665
2022-11-09,19087849
2022-11-10,19528968
2022-11-11,19875561
2022-11-14,19566778
2022-11-15,20115719
2022-11-16,19631244
2022-11-17,19402934
2022-11-18,19437530
2022-11-21,19324541
2022-11-22,19107951
2022-11-23,19051992
2022-11-25,18593354
2022-11-28,18529014
2022-11-29,19079783
2022-11-30,19568353
2022-12-01,19628913
2022-12-02,20029890
2022-12-05,19730622
2022-12-06,19938578
2022-12-07,20140233
2022-12-08,20184345
2022-12-09,20079358
2022-12-12,19970654
2022-12-13,19858799
2022-12-14,19881611
2022-12-15,19965991
2022-12-16,19725455
2022-12-19,19514096
2022-12-20,19321264
2022-12-21,19279231
2022-12-22,18966856
2022-12-23,18979271
2022-12-27,19781666
2022-12-28,19349432
2022-12-29,19704785
2022-12-30,19674537
2023-01-03,19830315
2023-01-04,19892324
2023-01-05,20321974
2023-01-06,20883833
2023-01-09,20970293
2023-01-10,21338627
2023-01-11,21156949
2023-01-12,21421557
2023-01-13,21709671
2023-01-17,21948821
2023-01-18,21839738
2023-01-19,22148648
2023-01-20,22319550
2023-01-23,22426048
2023-01-24,22457431
2023-01-25,22566954
2023-01-26,22837927
2023-01-27,22768042
2023-01-30,22503370
2023-01-31,22330956
2023-02-01,22697084
2023-02-02,22369963
2023-02-03,21873200
2023-02-06,21713893
2023-02-07,21733933
2023-02-08,21526607
2023-02-09,21979699
2023-02-10,21589435
2023-02-13,22003519
2023-02-14,21823732
2023-02-15,21618549
2023-02-16,21216059
2023-02-17,20619792
2023-02-21,20692136
2023-02-22,20543542
2023-02-23,20555011
2023-02-24,19993466
2023-02-27,20141556
2023-02-28,20255302
2023-03-01,20637941
2023-03-02,20404904
2023-03-03,20460611
2023-03-06,20263116
2023-03-07,19688905
2023-03-08,19835104
2023-03-09,19583225
2023-03-10,19869575
2023-03-13,19939398
2023-03-14,19922572
2023-03-15,19591985
2023-03-16,19497459
2023-03-17,19303493
2023-03-20,19491599
2023-03-21,19850039
2023-03-22,19852434
2023-03-23,20123974
2023-03-24,20083517
2023-03-27,20193734
2023-03-28,20052009
2023-03-29,19985778
2023-03-30,20184219
2023-03-31,20197830
2023-04-03,20550851
2023-04-04,20408559
2023-04-05,20348189
2023-04-06,20443407
2023-04-10,20528165
2023-04-11,20476554
2023-04-12,20355625
2023-04-13,20370245
2023-04-14,20417508
2023-04-17,20452167
2023-04-18,20449646
2023-04-19,20285109
2023-04-20,20078287
2023-04-21,19628094
2023-04-24,19329393
2023-04-25,18777553
2023-04-26,19166494
2023-04-27,19356364
2023-04-28,19524431
2023-05-01,19346723
2023-05-02,19311370
2023-05-03,19287172
2023-05-04,19267195
2023-05-05,19056340
2023-05-08,19056340
2023-05-09,18844729
2023-05-10,18936671
2023-05-11,19022500
2023-05-12,18678238
2023-05-15,19252575
2023-05-16,19018971
2023-05-17,18987463
2023-05-18,18724430
2023-05-19,18844603
2023-05-22,18771566
2023-05-23,18460136
2023-05-24,18383382
2023-05-25,18323579
2023-05-26,18346139
2023-05-30,18051912
2023-05-31,17891030
2023-06-01,18108124
2023-06-02,18347399
2023-06-05,18028533
2023-06-06,17789762
2023-06-07,17357969
2023-06-08,17414747
2023-06-09,17409202
2023-06-12,17512613
2023-06-13,17623712
2023-06-14,17660577
2023-06-15,18396867
2023-06-16,18500341
2023-06-20,18344122
2023-06-21,17912330
2023-06-22,17862042
2023-06-23,17673621
2023-06-26,17569706
2023-06-27,17697694
2023-06-28,17550738
2023-06-29,17492826
2023-06-30,17825807
2023-07-03,17866957
2023-07-05,17769848
2023-07-06,17553385
2023-07-07,17557292
2023-07-10,17805453
2023-07-11,17961105
2023-07-12,17990723
2023-07-13,18326792
2023-07-14,18035465
2023-07-17,17937284
2023-07-18,17799277
2023-07-19,17547083
2023-07-20,17487154
2023-07-21,17502215
2023-07-24,17599198
2023-07-25,17914346
2023-07-26,17926509
2023-07-27,17661018
2023-07-28,18220735
2023-07-31,18281546
2023-08-01,17988013
2023-08-02,17899033
2023-08-03,18272850
2023-08-04,18360885
2023-08-07,18107178
2023-08-08,17940498
2023-08-09,17966020
2023-08-10,18046871
2023-08-11,17445185
2023-08-14,17329675
2023-08-15,17035007
2023-08-16,16857173
2023-08-17,17073195
2023-08-18,16834739
2023-08-21,16717149
2023-08-22,16582923
2023-08-23,16351651
2023-08-24,16488019
2023-08-25,16315353
2023-08-28,16507303
2023-08-29,17009107
2023-08-30,16935062
2023-08-31,16887295
2023-09-01,16948296
2023-09-05,16849800
2023-09-06,16727862
2023-09-07,16222403
2023-09-08,16179551
2023-09-11,16463317
2023-09-12,16381143
2023-09-13,16243829
2023-09-14,16113383
2023-09-15,15954644
2023-09-18,16110296
2023-09-19,15936999
2023-09-20,15843103
2023-09-21,15639243
2023-09-22,16081938
2023-09-25,15953950
2023-09-26,15835163
2023-09-27,15972162
2023-09-28,15996865
2023-09-29,16056731
2023-10-02,15982875
2023-10-03,15820543
2023-10-04,15712847
2023-10-05,15794454
2023-10-06,15949917
2023-10-09,15964852
2023-10-10,16036629
2023-10-11,16124789
2023-10-12,15984388
2023-10-13,15876881
2023-10-16,15675037
2023-10-17,15634517
2023-10-18,15327750
2023-10-19,15133028
2023-10-20,14994895
2023-10-23,14854682
2023-10-24,15180795
2023-10-25,14793177
2023-10-26,14931815
2023-10-27,15246395
2023-10-30,15745616
2023-10-31,15650271
2023-11-01,15596644
2023-11-02,15477164
2023-11-03,15786451
2023-11-06,16207216
2023-11-07,16189067
2023-11-08,16139598
2023-11-09,16018858
2023-11-10,15963151
2023-11-13,16116597
2023-11-14,16252147
2023-11-15,16218748
2023-11-16,15760551
2023-11-17,16028310
2023-11-20,16248429
2023-11-21,16098196
2023-11-22,15817267
2023-11-24,15772209
2023-11-27,15651406
2023-11-28,15797605
2023-11-29,15618133
2023-11-30,15618448
2023-12-01,15647121
2023-12-04,15502182
2023-12-05,15180795
2023-12-06,15199700
2023-12-07,15231208
2023-12-08,15231208
2023-12-11,15539992
2023-12-12,15382449
2023-12-13,15313131
2023-12-14,15287924
2023-12-15,15048459
2023-12-18,14783788
2023-12-19,14966537
2023-12-20,14575832
2023-12-21,14935029
2023-12-22,14865710
2023-12-26,14739676
2023-12-27,14733374
2023-12-28,15382449
2023-12-29,15451768
2024-01-02,15061063
2024-01-03,14909822
2024-01-04,14569530
2024-01-05,14411987
2024-01-08,14185126
2024-01-09,14096902
2024-01-10,14109506
2024-01-11,14380479
2024-01-12,14241842
2024-01-16,14071696
2024-01-17,13668387
2024-01-18,13907851
2024-01-19,13939360
2024-01-22,13517146
2024-01-23,13781817
2024-01-24,14077997
2024-01-25,13958265
2024-01-26,13674689
2024-01-29,13120139
2024-01-30,12817657
2024-01-31,12754640
2024-02-01,12899579
2024-02-02,12408047
2024-02-05,12565589
2024-02-06,13523448
2024-02-07,13744007
2024-02-08,13813326
2024-02-09,13800723
2024-02-12,13901550
2024-02-13,13851136
2024-02-14,13882645
2024-02-15,13945662
2024-02-16,14115808
2024-02-20,14065394
2024-02-21,14147316
2024-02-22,14172523
2024-02-23,14172523
2024-02-26,14115808
2024-02-27,14468703
2024-02-28,14065394
2024-02-29,14519116
2024-03-01,14708167
2024-03-04,14745978
2024-03-05,14708167
2024-03-06,14764883
2024-03-07,14449798
2024-03-08,14525418
2024-03-11,15382449
2024-03-12,15363544
2024-03-13,15262717
2024-03-14,15130381
2024-03-15,15224907
2024-03-18,15508483
2024-03-19,15357242
2024-03-20,15376148
2024-03-21,15180795
2024-03-22,14884615
2024-03-25,14664055
2024-03-26,14720771
2024-03-27,14323764
2024-03-28,14468703
2024-04-01,14991744
2024-04-02,14922425
2024-04-03,14758581
2024-04-04,14783788
2024-04-05,14733374
2024-04-08,14481306
2024-04-09,14689262
2024-04-10,14241842
2024-04-11,14235540
2024-04-12,13907851
2024-04-15,14367876
2024-04-16,14065394
2024-04-17,14393082
2024-04-18,14311160
2024-04-19,14084299
2024-04-22,14027584
2024-04-23,14065394
2024-04-24,14096902
2024-04-25,14134713
2024-04-26,14594737
2024-04-29,15212303
2024-04-30,14909822
2024-05-01,14916123
2024-05-02,15413958
2024-05-03,15407656
2024-05-06,15715799
2024-05-07,15638667
2024-05-08,15337080
2024-05-09,15682164
2024-05-10,15464889
2024-05-13,15575696
2024-05-14,15330308
2024-05-15,15291806
2024-05-16,15304640
2024-05-17,15497058
2024-05-20,15439388
2024-05-21,15362416
2024-05-22,15432974
2024-05-23,15118670
2024-05-24,15419943
2024-05-28,15393269
2024-05-29,15439891
2024-05-30,15559891
2024-05-31,15413225
2024-06-03,14974437
2024-06-04,15205702
2024-06-05,15096494
2024-06-06,15381363
2024-06-07,14979365
2024-06-10,14914103
2024-06-11,14986215
2024-06-12,14992771
2024-06-13,14894514
2024-06-14,14992806
2024-06-17,14929002
2024-06-18,15006421
2024-06-20,15018575
2024-06-21,15126629
2024-06-24,15093112
2024-06-25,14766481
2024-06-26,14943406
2024-06-27,15178773
2024-06-28,15010664
2024-07-01,14016505
2024-07-02,13892234
2024-07-03,13885693
2024-07-05,14118156
2024-07-08,13694165
2024-07-09,13891772
2024-07-10,13878598
2024-07-11,13944752
2024-07-12,13893177
2024-07-15,13725982
2024-07-16,13912599
2024-07-17,13970515
2024-07-18,13831106
2024-07-19,13875548
2024-07-22,14519379
2024-07-23,13898861
2024-07-24,13774764
2024-07-25,13781296
2024-07-26,14164272
2024-07-29,13681897
2024-07-30,13714723
2024-07-31,14226810
2024-08-01,13898838
2024-08-02,14223450
2024-08-05,14251013
2024-08-06,14298471
2024-08-07,14210335
2024-08-08,14292427
2024-08-09,14121710
