,TROW
2009-04-13,8687008000
2009-04-14,8288895999
2009-04-15,8674248000
2009-04-16,8891168000
2009-04-17,9074912000
2009-04-20,8390976000
2009-04-21,9248448000
2009-04-22,9319904000
2009-04-23,9866032000
2009-04-24,10006392000
2009-04-27,9881344000
2009-04-28,9541928000
2009-04-29,9968112000
2009-04-30,9830304000
2009-05-01,9807336000
2009-05-04,10534656000
2009-05-05,10371328000
2009-05-06,10463200000
2009-05-07,9837960000
2009-05-08,10447888000
2009-05-11,9689944000
2009-05-12,9952800000
2009-05-13,9347976000
2009-05-14,9524064000
2009-05-15,9429640000
2009-05-18,10223312000
2009-05-19,9924728000
2009-05-20,9751192000
2009-05-21,9610832000
2009-05-22,9735880000
2009-05-26,10205448000
2009-05-27,9615936000
2009-05-28,10088056000
2009-05-29,10353464000
2009-06-01,10567832000
2009-06-02,10705640000
2009-06-03,10884280000
2009-06-04,10914904000
2009-06-05,10736264000
2009-06-08,10856208000
2009-06-09,11402336000
2009-06-10,11205832000
2009-06-11,11073128000
2009-06-12,11014432000
2009-06-15,10710744000
2009-06-16,10516792000
2009-06-17,10417264000
2009-06-18,10529552000
2009-06-19,10789856000
2009-06-22,9988528000
2009-06-23,10333048000
2009-06-24,10437680000
2009-06-25,10636736000
2009-06-26,10685224000
2009-06-29,10682672000
2009-06-30,10671687000
2009-07-01,10579491000
2009-07-02,10115950000
2009-07-06,10220951000
2009-07-07,9757410000
2009-07-08,9552530000
2009-07-09,9626799000
2009-07-10,9606311000
2009-07-13,10141560000
2009-07-14,10361806000
2009-07-15,10725468000
2009-07-16,10676809000
2009-07-17,10674248000
2009-07-20,11045593000
2009-07-21,11081447000
2009-07-22,11189009000
2009-07-23,11847186000
2009-07-24,11639745000
2009-07-27,11888162000
2009-07-28,11775478000
2009-07-29,11849747000
2009-07-30,11970114000
2009-07-31,11962431000
2009-08-03,12072554000
2009-08-04,12164750000
2009-08-05,12231336000
2009-08-06,12046944000
2009-08-07,12469509000
2009-08-10,12108408000
2009-08-11,11877918000
2009-08-12,12034139000
2009-08-13,11898406000
2009-08-14,11716575000
2009-08-17,11247912000
2009-08-18,11455353000
2009-08-19,11465597000
2009-08-20,11673038000
2009-08-21,11944504000
2009-08-24,11775478000
2009-08-25,11872796000
2009-08-26,11778039000
2009-08-27,11675599000
2009-08-28,11711453000
2009-08-31,11601330000
2009-09-01,11048154000
2009-09-02,10984129000
2009-09-03,11158277000
2009-09-04,11322181000
2009-09-08,11516817000
2009-09-09,11634623000
2009-09-10,11562915000
2009-09-11,11250473000
2009-09-14,11463036000
2009-09-15,11447670000
2009-09-16,11798527000
2009-09-17,11806210000
2009-09-18,11913772000
2009-09-21,11719136000
2009-09-22,12082798000
2009-09-23,12077676000
2009-09-24,11609013000
2009-09-25,11294010000
2009-09-28,11844625000
2009-09-29,11770356000
2009-09-30,11799740000
2009-10-01,11355636000
2009-10-02,11149076000
2009-10-05,11510556000
2009-10-06,11624164000
2009-10-07,11487318000
2009-10-08,11425350000
2009-10-09,11575106000
2009-10-12,11487318000
2009-10-13,11466662000
2009-10-14,12109580000
2009-10-15,12434912000
2009-10-16,12295484000
2009-10-19,12344542000
2009-10-20,12318722000
2009-10-21,12308394000
2009-10-22,12680202000
2009-10-23,14012514000
2009-10-26,13852430000
2009-10-27,13410908000
2009-10-28,12876434000
2009-10-29,13132052000
2009-10-30,12582086000
2009-11-02,12690530000
2009-11-03,12633726000
2009-11-04,12654382000
2009-11-05,12933238000
2009-11-06,12904836000
2009-11-09,13165618000
2009-11-10,13059756000
2009-11-11,13299882000
2009-11-12,13175946000
2009-11-13,13101068000
2009-11-16,13144962000
2009-11-17,13082994000
2009-11-18,12956476000
2009-11-19,12716350000
2009-11-20,12576922000
2009-11-23,12775736000
2009-11-24,12698276000
2009-11-25,12675038000
2009-11-27,12230934000
2009-11-30,12633726000
2009-12-01,12551102000
2009-12-02,12752498000
2009-12-03,12757662000
2009-12-04,12840286000
2009-12-07,12548520000
2009-12-08,12693112000
2009-12-09,12514954000
2009-12-10,12894508000
2009-12-11,12925492000
2009-12-14,12894508000
2009-12-15,12917746000
2009-12-16,13364432000
2009-12-17,13369596000
2009-12-18,13754314000
2009-12-21,13653616000
2009-12-22,13782716000
2009-12-23,13834356000
2009-12-24,13984112000
2009-12-28,13844684000
2009-12-29,13774970000
2009-12-30,13885996000
2009-12-31,13775775000
2010-01-04,14073280000
2010-01-05,14231087000
2010-01-06,14008605000
2010-01-07,13998257000
2010-01-08,13943930000
2010-01-11,14042236000
2010-01-12,14122433000
2010-01-13,14262131000
2010-01-14,14174173000
2010-01-15,13866320000
2010-01-19,14044823000
2010-01-20,13804232000
2010-01-21,13431704000
2010-01-22,13100568000
2010-01-25,13374790000
2010-01-26,13289419000
2010-01-27,13615381000
2010-01-28,13090220000
2010-01-29,12836694000
2010-02-01,13201461000
2010-02-02,13237679000
2010-02-03,13116090000
2010-02-04,12487449000
2010-02-05,12642669000
2010-02-08,12451231000
2010-02-09,12596103000
2010-02-10,12694409000
2010-02-11,12678887000
2010-02-12,12660778000
2010-02-16,12981566000
2010-02-17,12914304000
2010-02-18,12831520000
2010-02-19,12922065000
2010-02-22,12945348000
2010-02-23,12831520000
2010-02-24,13097981000
2010-02-25,13017784000
2010-02-26,13113503000
2010-03-01,13219570000
2010-03-02,13297180000
2010-03-03,13359268000
2010-03-04,13597272000
2010-03-05,13964626000
2010-03-08,13804232000
2010-03-09,13837863000
2010-03-10,13824928000
2010-03-11,13814580000
2010-03-12,13796471000
2010-03-15,13827515000
2010-03-16,13930995000
2010-03-17,14293175000
2010-03-18,14285414000
2010-03-19,14179347000
2010-03-22,14347502000
2010-03-23,14450982000
2010-03-24,14228500000
2010-03-25,14285414000
2010-03-26,14249196000
2010-03-29,14321632000
2010-03-30,14282827000
2010-03-31,14193254000
2010-04-01,14425634000
2010-04-05,14423052000
2010-04-06,14441126000
2010-04-07,14340428000
2010-04-08,14373994000
2010-04-09,14593464000
2010-04-12,14559898000
2010-04-13,14758712000
2010-04-14,15099536000
2010-04-15,15156340000
2010-04-16,14645104000
2010-04-19,14885230000
2010-04-20,15104700000
2010-04-21,15029822000
2010-04-22,15228636000
2010-04-23,15202816000
2010-04-26,14926542000
2010-04-27,14526332000
2010-04-28,14590882000
2010-04-29,15205398000
2010-04-30,14856828000
2010-05-03,15125356000
2010-05-04,14797442000
2010-05-05,14608956000
2010-05-06,13800790000
2010-05-07,13558082000
2010-05-10,14211328000
2010-05-11,13953128000
2010-05-12,14195836000
2010-05-13,13875668000
2010-05-14,13547754000
2010-05-17,13715584000
2010-05-18,13421236000
2010-05-19,13372178000
2010-05-20,12644054000
2010-05-21,13165618000
2010-05-24,12618234000
2010-05-25,12868688000
2010-05-26,12762826000
2010-05-27,13289554000
2010-05-28,12786064000
2010-06-01,12576922000
2010-06-02,12933238000
2010-06-03,12773154000
2010-06-04,12370362000
2010-06-07,12166384000
2010-06-08,12385854000
2010-06-09,12189622000
2010-06-10,12605324000
2010-06-11,12868688000
2010-06-14,12749916000
2010-06-15,13036518000
2010-06-16,12780900000
2010-06-17,12765408000
2010-06-18,12739588000
2010-06-21,12589832000
2010-06-22,12349706000
2010-06-23,12298066000
2010-06-24,11877200000
2010-06-25,12282574000
2010-06-28,12132818000
2010-06-29,11580270000
2010-06-30,11341645000
2010-07-01,11272660000
2010-07-02,11139800000
2010-07-06,11185790000
2010-07-07,11737670000
2010-07-08,12031495000
2010-07-09,12235895000
2010-07-12,12212900000
2010-07-13,12555270000
2010-07-14,12394305000
2010-07-15,12391750000
2010-07-16,11990615000
2010-07-19,12077485000
2010-07-20,12174575000
2010-07-21,12039160000
2010-07-22,12631920000
2010-07-23,12225675000
2010-07-26,12384085000
2010-07-27,12350870000
2010-07-28,12317655000
2010-07-29,12445405000
2010-07-30,12322765000
2010-08-02,12780110000
2010-08-03,12698350000
2010-08-04,12813325000
2010-08-05,12861870000
2010-08-06,12585930000
2010-08-09,12749450000
2010-08-10,12562935000
2010-08-11,12064710000
2010-08-12,11880750000
2010-08-13,11857755000
2010-08-16,11806655000
2010-08-17,12197570000
2010-08-18,12133695000
2010-08-19,11663575000
2010-08-20,11775995000
2010-08-23,11709565000
2010-08-24,11459175000
2010-08-25,11523050000
2010-08-26,11236890000
2010-08-27,11558820000
2010-08-30,11185790000
2010-08-31,11188345000
2010-09-01,11758110000
2010-09-02,11919075000
2010-09-03,12286995000
2010-09-07,11988060000
2010-09-08,12179685000
2010-09-09,12419855000
2010-09-10,12422410000
2010-09-13,12744340000
2010-09-14,12736675000
2010-09-15,12652360000
2010-09-16,12677910000
2010-09-17,12688130000
2010-09-20,13038165000
2010-09-21,12813325000
2010-09-22,12642140000
2010-09-23,12315100000
2010-09-24,12869535000
2010-09-27,12767335000
2010-09-28,12800550000
2010-09-29,12683020000
2010-09-30,12928074000
2010-10-01,12997788000
2010-10-04,12853196000
2010-10-05,13405744000
2010-10-06,13423818000
2010-10-07,13209512000
2010-10-08,13328284000
2010-10-11,13354104000
2010-10-12,13459966000
2010-10-13,13692346000
2010-10-14,13560664000
2010-10-15,13524516000
2010-10-18,13663944000
2010-10-19,13367014000
2010-10-20,13651034000
2010-10-21,13607140000
2010-10-22,14172598000
2010-10-25,14120958000
2010-10-26,14095138000
2010-10-27,14046080000
2010-10-28,14123540000
2010-10-29,14270714000
2010-11-01,14304280000
2010-11-02,14534078000
2010-11-03,14655432000
2010-11-04,15267366000
2010-11-05,15610772000
2010-11-08,15236382000
2010-11-09,14939452000
2010-11-10,15055642000
2010-11-11,15146012000
2010-11-12,14908468000
2010-11-15,15019494000
2010-11-16,14681252000
2010-11-17,14820680000
2010-11-18,15115028000
2010-11-19,15228636000
2010-11-22,15115028000
2010-11-23,14763876000
2010-11-24,15290604000
2010-11-26,15143430000
2010-11-29,15063388000
2010-11-30,15060806000
2010-12-01,15352572000
2010-12-02,15871554000
2010-12-03,15832824000
2010-12-06,15899956000
2010-12-07,16034220000
2010-12-08,15967088000
2010-12-09,16122008000
2010-12-10,16271764000
2010-12-13,16382790000
2010-12-14,16209796000
2010-12-15,16189140000
2010-12-16,16173648000
2010-12-17,16264018000
2010-12-20,16359552000
2010-12-21,16594513999
2010-12-22,16878534000
2010-12-23,16628080000
2010-12-27,16713286000
2010-12-28,16622915999
2010-12-29,16501562000
2010-12-30,16581604000
2010-12-31,16335074000
2011-01-03,16648918000
2011-01-04,16269268000
2011-01-05,16491996000
2011-01-06,16491996000
2011-01-07,16357852999
2011-01-10,16383163000
2011-01-11,16504650999
2011-01-12,16858991000
2011-01-13,16891893999
2011-01-14,17134870000
2011-01-18,17175366000
2011-01-19,16709661999
2011-01-20,16610952999
2011-01-21,16767875000
2011-01-24,16836211999
2011-01-25,16914673000
2011-01-26,17031099000
2011-01-27,17228517000
2011-01-28,16666634999
2011-01-31,16684352000
2011-02-01,17010850999
2011-02-02,16836211999
2011-02-03,16734972000
2011-02-04,16724848000
2011-02-07,16960231000
2011-02-08,17020975000
2011-02-09,16990602999
2011-02-10,17228517000
2011-02-11,17458838000
2011-02-14,17544892000
2011-02-15,17511989000
2011-02-16,17841019000
2011-02-17,17800523000
2011-02-18,17995410000
2011-02-22,17117152999
2011-02-23,16767875000
2011-02-24,16780530000
2011-02-25,16988072000
2011-02-28,16952638000
2011-03-01,16540084999
2011-03-02,16583111999
2011-03-03,17114622000
2011-03-04,16891893999
2011-03-07,16689414000
2011-03-08,17104498000
2011-03-09,16879239000
2011-03-10,16294577999
2011-03-11,16380632000
2011-03-14,16119939000
2011-03-15,15682076000
2011-03-16,15396073000
2011-03-17,15689669000
2011-03-18,15752944000
2011-03-21,16117408000
2011-03-22,15952893000
2011-03-23,16137656000
2011-03-24,16324950000
2011-03-25,16469216999
2011-03-28,16307233000
2011-03-29,16494527000
2011-03-30,16752689000
2011-03-31,17136360000
2011-04-01,17515620000
2011-04-04,17365980000
2011-04-05,17376300000
2011-04-06,17523360000
2011-04-07,17523360000
2011-04-08,17505300000
2011-04-11,17363400000
2011-04-12,17162159999
2011-04-13,17306640000
2011-04-14,17172480000
2011-04-15,17288580000
2011-04-18,16940280000
2011-04-19,17038320000
2011-04-20,17123460000
2011-04-21,16532640000
2011-04-25,16333980000
2011-04-26,16434600000
2011-04-27,16754520000
2011-04-28,16671960000
2011-04-29,16576500000
2011-05-02,16491360000
2011-05-03,16251420000
2011-05-04,16197240000
2011-05-05,16117260000
2011-05-06,16130160000
2011-05-09,16158540000
2011-05-10,16326240000
2011-05-11,16039860000
2011-05-12,16197240000
2011-05-13,15996000000
2011-05-16,15962460000
2011-05-17,16042440000
2011-05-18,16326240000
2011-05-19,16442340000
2011-05-20,16230780000
2011-05-23,15977940000
2011-05-24,16052760000
2011-05-25,16026960000
2011-05-26,16026960000
2011-05-27,16109520000
2011-05-31,16331400000
2011-06-01,15356160000
2011-06-02,15456780000
2011-06-03,15214260000
2011-06-06,14974320000
2011-06-07,15085260000
2011-06-08,14729220000
2011-06-09,14997540000
2011-06-10,14631180000
2011-06-13,14623440000
2011-06-14,14904660000
2011-06-15,14618280000
2011-06-16,14651820000
2011-06-17,14765340000
2011-06-20,14878860000
2011-06-21,15152340000
2011-06-22,14840160000
2011-06-23,14726640000
2011-06-24,14579580000
2011-06-27,14881440000
2011-06-28,15100740000
2011-06-29,15294240000
2011-06-30,15308258000
2011-07-01,15475700000
2011-07-05,15417349000
2011-07-06,15475700000
2011-07-07,15696419000
2011-07-08,15452867000
2011-07-11,14851598000
2011-07-12,14902338000
2011-07-13,14942930000
2011-07-14,14826228000
2011-07-15,14800858000
2011-07-18,14524325000
2011-07-19,14793247000
2011-07-20,14661323000
2011-07-21,15277814000
2011-07-22,15303184000
2011-07-25,15214389000
2011-07-26,15237222000
2011-07-27,14199589000
2011-07-28,14311217000
2011-07-29,14410160000
2011-08-01,14377179000
2011-08-02,13923056000
2011-08-03,14039758000
2011-08-04,13222844000
2011-08-05,13068087000
2011-08-08,11982251000
2011-08-09,13189863000
2011-08-10,12441448000
2011-08-11,13111216000
2011-08-12,12928552000
2011-08-15,13177178000
2011-08-16,12989440000
2011-08-17,12933626000
2011-08-18,11944196000
2011-08-19,11781828000
2011-08-22,11895993000
2011-08-23,12530243000
2011-08-24,12771258000
2011-08-25,12542928000
2011-08-26,12860053000
2011-08-29,13443563000
2011-08-30,13425804000
2011-08-31,13567876000
2011-09-01,13238066000
2011-09-02,12728129000
2011-09-06,12527706000
2011-09-07,13103605000
2011-09-08,12824535000
2011-09-09,12540391000
2011-09-12,12626649000
2011-09-13,12776332000
2011-09-14,12933626000
2011-09-15,13446100000
2011-09-16,13453711000
2011-09-19,13055402000
2011-09-20,13017347000
2011-09-21,12388171000
2011-09-22,11916289000
2011-09-23,11901067000
2011-09-26,12246099000
2011-09-27,12560687000
2011-09-28,12284154000
2011-09-29,12606353000
2011-09-30,12358099000
2011-10-03,11871743000
2011-10-04,12536602000
2011-10-05,12686648000
2011-10-06,13038480000
2011-10-07,12691822000
2011-10-10,13398073000
2011-10-11,13390312000
2011-10-12,13832689000
2011-10-13,13540358000
2011-10-14,13861146000
2011-10-17,13387725000
2011-10-18,13954278000
2011-10-19,13630903000
2011-10-20,13654186000
2011-10-21,14192282000
2011-10-24,14484613000
2011-10-25,13214396000
2011-10-26,13198874000
2011-10-27,14696747000
2011-10-28,14626898000
2011-10-31,13669708000
2011-11-01,12841868000
2011-11-02,13237679000
2011-11-03,13661947000
2011-11-04,13649012000
2011-11-07,13713687000
2011-11-08,14055171000
2011-11-09,13302354000
2011-11-10,13491205000
2011-11-11,14055171000
2011-11-14,14039649000
2011-11-15,14156064000
2011-11-16,13832689000
2011-11-17,13586924000
2011-11-18,13581750000
2011-11-21,13260962000
2011-11-22,13185939000
2011-11-23,12790128000
2011-11-25,12834107000
2011-11-28,13664534000
2011-11-29,13765427000
2011-11-30,14683812000
2011-12-01,14637246000
2011-12-02,14875250000
2011-12-05,15007187000
2011-12-06,14963208000
2011-12-07,15353845000
2011-12-08,14743313000
2011-12-09,14994252000
2011-12-12,14546701000
2011-12-13,14236261000
2011-12-14,14003431000
2011-12-15,13969800000
2011-12-16,14042236000
2011-12-19,13887016000
2011-12-20,14603615000
2011-12-21,14632072000
2011-12-22,14701921000
2011-12-23,14872663000
2011-12-27,14854554000
2011-12-28,14562223000
2011-12-29,14839032000
2011-12-30,14732965000
2012-01-03,14576029000
2012-01-04,14548188000
2012-01-05,14753199000
2012-01-06,14859501000
2012-01-09,14730420000
2012-01-10,15289771000
2012-01-11,15016423000
2012-01-12,15026547000
2012-01-13,14932900000
2012-01-17,14851908000
2012-01-18,15120194000
2012-01-19,15201186000
2012-01-20,15198655000
2012-01-23,15231558000
2012-01-24,15322674000
2012-01-25,15434038000
2012-01-26,15449224000
2012-01-27,15140442000
2012-01-30,14743075000
2012-01-31,14639304000
2012-02-01,14836722000
2012-02-02,14641835000
2012-02-03,15008830000
2012-02-06,14872156000
2012-02-07,14846846000
2012-02-08,14813943000
2012-02-09,15072105000
2012-02-10,14968334000
2012-02-13,15211310000
2012-02-14,15173345000
2012-02-15,15211310000
2012-02-16,15747882000
2012-02-17,15922521000
2012-02-21,15616270000
2012-02-22,15474534000
2012-02-23,15563119000
2012-02-24,15446693000
2012-02-27,15502375000
2012-02-28,15499844000
2012-02-29,15588429000
2012-03-01,15752944000
2012-03-02,15603615000
2012-03-05,15484658000
2012-03-06,15231558000
2012-03-07,15434038000
2012-03-08,15704855000
2012-03-09,15973141000
2012-03-12,15790909000
2012-03-13,16188276000
2012-03-14,16137656000
2012-03-15,16378100999
2012-03-16,16393286999
2012-03-19,16380632000
2012-03-20,16324950000
2012-03-21,16322418999
2012-03-22,16183214000
2012-03-23,16203461999
2012-03-26,16451500000
2012-03-27,16398349000
2012-03-28,16322418999
2012-03-29,16223709999
2012-03-30,16527430000
2012-04-02,16645846000
2012-04-03,16645846000
2012-04-04,16354436000
2012-04-05,16440591999
2012-04-09,16118774000
2012-04-10,15672790000
2012-04-11,15660120000
2012-04-12,15981938000
2012-04-13,15723470000
2012-04-16,15756412000
2012-04-17,16090900000
2012-04-18,15822296000
2012-04-19,15649984000
2012-04-20,15680392000
2012-04-23,15459934000
2012-04-24,15698130000
2012-04-25,16009812000
2012-04-26,16065560000
2012-04-27,16022482000
2012-04-30,15994608000
2012-05-01,15943928000
2012-05-02,15771616000
2012-05-03,15581566000
2012-05-04,15318030000
2012-05-07,15267350000
2012-05-08,15204000000
2012-05-09,15135582000
2012-05-10,15171058000
2012-05-11,15236942000
2012-05-14,15074766000
2012-05-15,15054494000
2012-05-16,14991144000
2012-05-17,14699734000
2012-05-18,14415926000
2012-05-21,14735210000
2012-05-22,14722540000
2012-05-23,14595840000
2012-05-24,14714938000
2012-05-25,14494480000
2012-05-29,14775754000
2012-05-30,14532490000
2012-05-31,14593306000
2012-06-01,13990214000
2012-06-04,13992748000
2012-06-05,14081438000
2012-06-06,14621180000
2012-06-07,14773220000
2012-06-08,14899920000
2012-06-11,14730142000
2012-06-12,14927794000
2012-06-13,14859376000
2012-06-14,15143184000
2012-06-15,15404186000
2012-06-18,15366176000
2012-06-19,15632246000
2012-06-20,15675324000
2012-06-21,15072232000
2012-06-22,15394050000
2012-06-25,15054494000
2012-06-26,15138116000
2012-06-27,15371244000
2012-06-28,15391516000
2012-06-29,15954064000
2012-07-02,15946590000
2012-07-03,15969360000
2012-07-05,15792260000
2012-07-06,15640460000
2012-07-09,15620220000
2012-07-10,15260960000
2012-07-11,15415290000
2012-07-12,15273610000
2012-07-13,15885870000
2012-07-16,15648050000
2012-07-17,15706240000
2012-07-18,15926350000
2012-07-19,15863100000
2012-07-20,15551910000
2012-07-23,15463360000
2012-07-24,15352040000
2012-07-25,14919410000
2012-07-26,15116750000
2012-07-27,15496250000
2012-07-30,15235660000
2012-07-31,15369750000
2012-08-01,15223010000
2012-08-02,14957360000
2012-08-03,15384930000
2012-08-06,15346980000
2012-08-07,15597450000
2012-08-08,15377340000
2012-08-09,15438060000
2012-08-10,15415290000
2012-08-13,15450710000
2012-08-14,15440590000
2012-08-15,15584800000
2012-08-16,15850450000
2012-08-17,15779610000
2012-08-20,15708770000
2012-08-21,15744190000
2012-08-22,15726480000
2012-08-23,15597450000
2012-08-24,15870690000
2012-08-27,15650580000
2012-08-28,15701180000
2012-08-29,15529140000
2012-08-30,15529140000
2012-08-31,15544320000
2012-09-04,15686000000
2012-09-05,15513960000
2012-09-06,16012370000
2012-09-07,16040200000
2012-09-10,16002250000
2012-09-11,15956710000
2012-09-12,16032610000
2012-09-13,16262840000
2012-09-14,16649930000
2012-09-17,16465240000
2012-09-18,16328620000
2012-09-19,16310910000
2012-09-20,16285610000
2012-09-21,16219830000
2012-09-24,16224889999
2012-09-25,15926350000
2012-09-26,15830210000
2012-09-27,16009840000
2012-09-28,16014900000
2012-10-01,16233511000
2012-10-02,16097354000
2012-10-03,16135889000
2012-10-04,16331133000
2012-10-05,16387651000
2012-10-08,16508394000
2012-10-09,16441600000
2012-10-10,16359392000
2012-10-11,16505825000
2012-10-12,16338840000
2012-10-15,16464721000
2012-10-16,16708776000
2012-10-17,16916864999
2012-10-18,17060729000
2012-10-19,16788414999
2012-10-22,16706207000
2012-10-23,16621430000
2012-10-24,16482704000
2012-10-25,16631705999
2012-10-26,16654827000
2012-10-31,16667671999
2012-11-01,16911727000
2012-11-02,16695930999
2012-11-05,16842364000
2012-11-06,17024762999
2012-11-07,16431324000
2012-11-08,16297736000
2012-11-09,16277184000
2012-11-12,16364530000
2012-11-13,16459582999
2012-11-14,16246356000
2012-11-15,16292598000
2012-11-16,16248925000
2012-11-19,16552067000
2012-11-20,16685655000
2012-11-21,16672810000
2012-11-23,16878330000
2012-11-26,16685655000
2012-11-27,16549498000
2012-11-28,16408203000
2012-11-29,16549498000
2012-11-30,16613723000
2012-12-03,16464721000
2012-12-04,16364530000
2012-12-05,16528946000
2012-12-06,16659964999
2012-12-07,16657396000
2012-12-10,16457014000
2012-12-11,16821812000
2012-12-12,16695930999
2012-12-13,16459582999
2012-12-14,16436462000
2012-12-17,16914296000
2012-12-18,16993935000
2012-12-19,16952830999
2012-12-20,17083850000
2012-12-21,16927141000
2012-12-24,16929710000
2012-12-26,16755018000
2012-12-27,16711345000
2012-12-28,16423617000
2012-12-31,16729328000
2013-01-02,17207162000
2013-01-03,17209731000
2013-01-04,17556546000
2013-01-07,17553977000
2013-01-08,17430665000
2013-01-09,17325336000
2013-01-10,17523149000
2013-01-11,17864826000
2013-01-14,17816015000
2013-01-15,17905930000
2013-01-16,17787756000
2013-01-17,17862257000
2013-01-18,18273297000
2013-01-22,18478817000
2013-01-23,18388902000
2013-01-24,18419730000
2013-01-25,18519921000
2013-01-28,18543042000
2013-01-29,18396609000
2013-01-30,18229624000
2013-01-31,18345229000
2013-02-01,18774252000
2013-02-04,18378626000
2013-02-05,18553318000
2013-02-06,18751131000
2013-02-07,18728010000
2013-02-08,18823063000
2013-02-11,18787097000
2013-02-12,18946375000
2013-02-13,19064549000
2013-02-14,18969496000
2013-02-15,18787097000
2013-02-19,18961789000
2013-02-20,18522490000
2013-02-21,18345229000
2013-02-22,18473679000
2013-02-25,18011259000
2013-02-26,18106312000
2013-02-27,18424868000
2013-02-28,18288711000
2013-03-01,18430006000
2013-03-04,18645802000
2013-03-05,18992617000
2013-03-06,19067118000
2013-03-07,19218689000
2013-03-08,19318880000
2013-03-11,19316311000
2013-03-12,19169878000
2013-03-13,19280345000
2013-03-14,19380536000
2013-03-15,19411364000
2013-03-18,19192999000
2013-03-19,19090239000
2013-03-20,19213551000
2013-03-21,18936099000
2013-03-22,19041428000
2013-03-25,18979772000
2013-03-26,19205844000
2013-03-27,19049135000
2013-03-28,19234103000
2013-04-01,19173932000
2013-04-02,19326270000
2013-04-03,18913150000
2013-04-04,19078398000
2013-04-05,18915732000
2013-04-08,19155858000
2013-04-09,19220408000
2013-04-10,19638692000
2013-04-11,19852998000
2013-04-12,19829760000
2013-04-15,19199752000
2013-04-16,19641274000
2013-04-17,19256556000
2013-04-18,18975118000
2013-04-19,19243646000
2013-04-22,19362418000
2013-04-23,19698078000
2013-04-24,18784050000
2013-04-25,18507776000
2013-04-26,18337364000
2013-04-29,18456136000
2013-04-30,18719500000
2013-05-01,18515522000
2013-05-02,18683352000
2013-05-03,18913150000
2013-05-06,18920896000
2013-05-07,18990610000
2013-05-08,19328852000
2013-05-09,19222990000
2013-05-10,19414058000
2013-05-13,19414058000
2013-05-14,19791030000
2013-05-15,20031156000
2013-05-16,19945950000
2013-05-17,20232552000
2013-05-20,20232552000
2013-05-21,20299684000
2013-05-22,20069886000
2013-05-23,19842670000
2013-05-24,19860744000
2013-05-28,20129272000
2013-05-29,19938204000
2013-05-30,20013082000
2013-05-31,19599962000
2013-06-03,19618036000
2013-06-04,19424386000
2013-06-05,18915732000
2013-06-06,19104218000
2013-06-07,19540576000
2013-06-10,19483772000
2013-06-11,19093890000
2013-06-12,18709172000
2013-06-13,19197170000
2013-06-14,18951880000
2013-06-17,19235900000
2013-06-18,19525084000
2013-06-19,19290122000
2013-06-20,18765976000
2013-06-21,18608474000
2013-06-24,18218592000
2013-06-25,18678188000
2013-06-26,18897658000
2013-06-27,19019012000
2013-06-28,18900240000
2013-07-01,19058429000
2013-07-02,19141213000
2013-07-03,19159322000
2013-07-05,19498219000
2013-07-08,19632743000
2013-07-09,19806072000
2013-07-10,19547372000
2013-07-11,20033728000
2013-07-12,20036315000
2013-07-15,20165665000
2013-07-16,20069946000
2013-07-17,20222579000
2013-07-18,20269145000
2013-07-19,20483866000
2013-07-22,20698587000
2013-07-23,20589933000
2013-07-24,19560307000
2013-07-25,19591351000
2013-07-26,19725875000
2013-07-29,19306781000
2013-07-30,19291259000
2013-07-31,19464588000
2013-08-01,19855225000
2013-08-02,19751745000
2013-08-05,19627569000
2013-08-06,19513741000
2013-08-07,19270563000
2013-08-08,19464588000
2013-08-09,19319716000
2013-08-12,19141213000
2013-08-13,19293846000
2013-08-14,19110169000
2013-08-15,18812664000
2013-08-16,18820425000
2013-08-19,18559138000
2013-08-20,18773859000
2013-08-21,18561725000
2013-08-22,18786794000
2013-08-23,18776446000
2013-08-26,18572073000
2013-08-27,18186610000
2013-08-28,18238350000
2013-08-29,18305612000
2013-08-30,18145218000
2013-09-03,18290090000
2013-09-04,18323721000
2013-09-05,18352178000
2013-09-06,18295264000
2013-09-09,18406505000
2013-09-10,18636748000
2013-09-11,18517746000
2013-09-12,18525507000
2013-09-13,18512572000
2013-09-16,18784207000
2013-09-17,18830773000
2013-09-18,18833360000
2013-09-19,19311955000
2013-09-20,19133452000
2013-09-23,18929079000
2013-09-24,18856643000
2013-09-25,18833360000
2013-09-26,18773859000
2013-09-27,18742815000
2013-09-30,18730572000
2013-10-01,18777444000
2013-10-02,18743592000
2013-10-03,18743592000
2013-10-04,18933684000
2013-10-07,18694116000
2013-10-08,18483192000
2013-10-09,18657660000
2013-10-10,19246164000
2013-10-11,19441464000
2013-10-14,19394592000
2013-10-15,19324284000
2013-10-16,19657596000
2013-10-17,19878936000
2013-10-18,20006532000
2013-10-21,20009136000
2013-10-22,20123712000
2013-10-23,20269536000
2013-10-24,19649784000
2013-10-25,19725300000
2013-10-28,20253912000
2013-10-29,20326824000
2013-10-30,20350260000
2013-10-31,20157564000
2013-11-01,20214852000
2013-11-04,20175792000
2013-11-05,20040384000
2013-11-06,20209644000
2013-11-07,19951848000
2013-11-08,20519520000
2013-11-11,20516916000
2013-11-12,20420568000
2013-11-13,20527332000
2013-11-14,20561184000
2013-11-15,20829396000
2013-11-18,20832000000
2013-11-19,20832000000
2013-11-20,20829396000
2013-11-21,20949180000
2013-11-22,21126252000
2013-11-25,21027300000
