,BWA
2009-05-20,3088946000
2009-05-21,3039989120
2009-05-22,2998026080
2009-05-26,3182197200
2009-05-27,3175203360
2009-05-28,3189191040
2009-05-29,3305755040
2009-06-01,3545876880
2009-06-02,3597165040
2009-06-03,3466613360
2009-06-04,3625140400
2009-06-05,3587839920
2009-06-08,3517901520
2009-06-09,3583177360
2009-06-10,3594833760
2009-06-11,3601827600
2009-06-12,3494588720
2009-06-15,3364037040
2009-06-16,3310417600
2009-06-17,3263792000
2009-06-18,3210172560
2009-06-19,3338392960
2009-06-22,3161215680
2009-06-23,3135571600
2009-06-24,3203178720
2009-06-25,3406000080
2009-06-26,3338392960
2009-06-29,3454956960
2009-06-30,3506539160
2009-07-01,3532219540
2009-07-02,3373468100
2009-07-06,3322107340
2009-07-07,3161021320
2009-07-08,3090983920
2009-07-09,3097987660
2009-07-10,3095653080
2009-07-13,3133006360
2009-07-14,3207712920
2009-07-15,3284754060
2009-07-16,3340783980
2009-07-17,3389810160
2009-07-20,3459847560
2009-07-21,3564903660
2009-07-22,3532219540
2009-07-23,3590584040
2009-07-24,3681632660
2009-07-27,3676963500
2009-07-28,3651283120
2009-07-29,3333780240
2009-07-30,3245066200
2009-07-31,3408486800
2009-08-03,3480858780
2009-08-04,3462182140
2009-08-05,3424828860
2009-08-06,3312769020
2009-08-07,3326776500
2009-08-10,3224054980
2009-08-11,3189036280
2009-08-12,3133006360
2009-08-13,3140010100
2009-08-14,3107325980
2009-08-17,3009273620
2009-08-18,3093318500
2009-08-19,3111995140
2009-08-20,3189036280
2009-08-21,3118998880
2009-08-24,3034954000
2009-08-25,3114329720
2009-08-26,3069972700
2009-08-27,3079311020
2009-08-28,3002269880
2009-08-31,3046626900
2009-09-01,3060634380
2009-09-02,3011608200
2009-09-03,3154017580
2009-09-04,3245066200
2009-09-08,3368798940
2009-09-09,3422494280
2009-09-10,3473855040
2009-09-11,3438836340
2009-09-14,3401483060
2009-09-15,3401483060
2009-09-16,3375802680
2009-09-17,3198374600
2009-09-18,3168025060
2009-09-21,3135340940
2009-09-22,3186701700
2009-09-23,3130671780
2009-09-24,3079311020
2009-09-25,3076976440
2009-09-28,3137675520
2009-09-29,3149348420
2009-09-30,3097902500
2009-10-01,2941960000
2009-10-02,2851187500
2009-10-05,2918685000
2009-10-06,2972217500
2009-10-07,2988510000
2009-10-08,3111867500
2009-10-09,3111867500
2009-10-12,3305050000
2009-10-13,3216605000
2009-10-14,3305050000
2009-10-15,3300395000
2009-10-16,3230570000
2009-10-19,3309705000
2009-10-20,3244535000
2009-10-21,3344617500
2009-10-22,3395822500
2009-10-23,3384185000
2009-10-26,3409787500
2009-10-27,3321342500
2009-10-28,3093247500
2009-10-29,3218932500
2009-10-30,3102557500
2009-11-02,3153762500
2009-11-03,3172382500
2009-11-04,3153762500
2009-11-05,3200312500
2009-11-06,3258500000
2009-11-09,3381857500
2009-11-10,3344617500
2009-11-11,3346945000
2009-11-12,3286430000
2009-11-13,3279447500
2009-11-16,3314360000
2009-11-17,3316687500
2009-11-18,3253845000
2009-11-19,3165400000
2009-11-20,3163072500
2009-11-23,3146780000
2009-11-24,3151435000
2009-11-25,3174710000
2009-11-27,3114195000
2009-11-30,3093247500
2009-12-01,3146780000
2009-12-02,3179365000
2009-12-03,3135142500
2009-12-04,3172382500
2009-12-07,3172382500
2009-12-08,3104885000
2009-12-09,3125832500
2009-12-10,3123505000
2009-12-11,3197985000
2009-12-14,3270137500
2009-12-15,3293412500
2009-12-16,3344617500
2009-12-17,3384185000
2009-12-18,3384185000
2009-12-21,3400477500
2009-12-22,3447027500
2009-12-23,3465647500
2009-12-24,3491250000
2009-12-28,3488922500
2009-12-29,3467975000
2009-12-30,3467975000
2009-12-31,3400477500
2010-01-04,3458665000
2010-01-05,3621590000
2010-01-06,3756585000
2010-01-07,3807790000
2010-01-08,3737964999
2010-01-11,3730982500
2010-01-12,3635555000
2010-01-13,3661157500
2010-01-14,3877615000
2010-01-15,3824082500
2010-01-19,3856667500
2010-01-20,3805462500
2010-01-21,3770550000
2010-01-22,3733310000
2010-01-25,3791497500
2010-01-26,3707707500
2010-01-27,3609952500
2010-01-28,3521507500
2010-01-29,3591332500
2010-02-01,3675122500
2010-02-02,3707707500
2010-02-03,3791497500
2010-02-04,3614607500
2010-02-05,3554092500
2010-02-08,3619262500
2010-02-09,3682105000
2010-02-10,3707707500
2010-02-11,3649520000
2010-02-12,3749602500
2010-02-16,3789170000
2010-02-17,3807790000
2010-02-18,3796152499
2010-02-19,3824082500
2010-02-22,3917182499
2010-02-23,3835720000
2010-02-24,3903217500
2010-02-25,3891579999
2010-02-26,3835720000
2010-03-01,3886925000
2010-03-02,3956750000
2010-03-03,3949767499
2010-03-04,3907872500
2010-03-05,3854339999
2010-03-08,3863650000
2010-03-09,3812445000
2010-03-10,3758912499
2010-03-11,3775204999
2010-03-12,3796152499
2010-03-15,3775204999
2010-03-16,3807790000
2010-03-17,3775204999
2010-03-18,3751930000
2010-03-19,3740292500
2010-03-22,3882270000
2010-03-23,3889252500
2010-03-24,3875287499
2010-03-25,3826410000
2010-03-26,3791497500
2010-03-29,3793825000
2010-03-30,3810117500
2010-03-31,3873855960
2010-04-01,3979989000
2010-04-05,3894621120
2010-04-06,3860012520
2010-04-07,3802331520
2010-04-08,3860012520
2010-04-09,3876163200
2010-04-12,3931536960
2010-04-13,3945380400
2010-04-14,3961531080
2010-04-15,3961531080
2010-04-16,3892313880
2010-04-19,3973067279
2010-04-20,4042284480
2010-04-21,4023826560
2010-04-22,4079200320
2010-04-23,4176104400
2010-04-26,4171489919
2010-04-27,4012290360
2010-04-28,4053820680
2010-04-29,4471431120
2010-04-30,4397599440
2010-05-03,4399906680
2010-05-04,4245321599
2010-05-05,4081507560
2010-05-06,4016904840
2010-05-07,3763108439
2010-05-10,4104579960
2010-05-11,4053820680
2010-05-12,4176104400
2010-05-13,4136881320
2010-05-14,3977681759
2010-05-17,3908464560
2010-05-18,3783873599
2010-05-19,3626981280
2010-05-20,3511619280
2010-05-21,3675433320
2010-05-24,3673126080
2010-05-25,3613137840
2010-05-26,3645439200
2010-05-27,3862319759
2010-05-28,3781566360
2010-06-01,3698505720
2010-06-02,3952302120
2010-06-03,4056127919
2010-06-04,3816174960
2010-06-07,3721578120
2010-06-08,3707734680
2010-06-09,3689276760
2010-06-10,3834632880
2010-06-11,3836940120
2010-06-14,3931536960
2010-06-15,4183026120
2010-06-16,4155339240
2010-06-17,4169182680
2010-06-18,4192255080
2010-06-21,4243014360
2010-06-22,4083814800
2010-06-23,4111501680
2010-06-24,4026133800
2010-06-25,3986910720
2010-06-28,4023826560
2010-06-29,3804638759
2010-06-30,3702939880
2010-07-01,3781869780
2010-07-02,3716470720
2010-07-06,3578907180
2010-07-07,3799910900
2010-07-08,3856289400
2010-07-09,3960025839
2010-07-12,3953260420
2010-07-13,4167498720
2010-07-14,4235152920
2010-07-15,4223877220
2010-07-16,4009638920
2010-07-19,4063762280
2010-07-20,4187794980
2010-07-21,4011894060
2010-07-22,4183284700
2010-07-23,4262214599
2010-07-26,4341144500
2010-07-27,4203580960
2010-07-28,4176519280
2010-07-29,4212601520
2010-07-30,4350165060
2010-08-02,4568913640
2010-08-03,4546362240
2010-08-04,4589209900
2010-08-05,4654608960
2010-08-06,4663629520
2010-08-09,4710987460
2010-08-10,4568913640
2010-08-11,4541851960
2010-08-12,4512535140
2010-08-13,4494494020
2010-08-16,4523810840
2010-08-17,4629802420
2010-08-18,4668139800
2010-08-19,4489983740
2010-08-20,4514790280
2010-08-23,4449391220
2010-08-24,4320848240
2010-08-25,4323103380
2010-08-26,4284766000
2010-08-27,4372716460
2010-08-30,4291531420
2010-08-31,4329868800
2010-09-01,4535086540
2010-09-02,4634312700
2010-09-03,4803448200
2010-09-07,4722263160
2010-09-08,4620781860
2010-09-09,4580189340
2010-09-10,4600485600
2010-09-13,4729028580
2010-09-14,4701966900
2010-09-15,4729028580
2010-09-16,4726773440
2010-09-17,4726773440
2010-09-20,4798937920
2010-09-21,4825999600
2010-09-22,4841785580
2010-09-23,4731283720
2010-09-24,4927480900
2010-09-27,4995135100
2010-09-28,5130443500
2010-09-29,5123678080
2010-09-30,5120141520
2010-10-01,5078100600
2010-10-04,5067037200
2010-10-05,5184309240
2010-10-06,5078100600
2010-10-07,5016145560
2010-10-08,5140055640
2010-10-11,5111290800
2010-10-12,5168820480
2010-10-13,5261753040
2010-10-14,5230775520
2010-10-15,5272816440
2010-10-18,5268391080
2010-10-19,5193159960
2010-10-20,5281667160
2010-10-21,5266178400
2010-10-22,5261753040
2010-10-25,5281667160
2010-10-26,5237413560
2010-10-27,5372387040
2010-10-28,5432129400
2010-10-29,5460894240
2010-11-01,5454256200
2010-11-02,5476383000
2010-11-03,5518423920
2010-11-04,5695438320
2010-11-05,5766244080
2010-11-08,5752968000
2010-11-09,5615781840
2010-11-10,5708714400
2010-11-11,5726415840
2010-11-12,5609143800
2010-11-15,5620207200
2010-11-16,5496297120
2010-11-17,5662248120
2010-11-18,5786158200
2010-11-19,5828199120
2010-11-22,5912280960
2010-11-23,5830411800
2010-11-24,5927769720
2010-11-26,5899004880
2010-11-29,5832624480
2010-11-30,5872452720
2010-12-01,6155675760
2010-12-02,6352604280
2010-12-03,6465450960
2010-12-06,6449962200
2010-12-07,6396857880
2010-12-08,6520767960
2010-12-09,6534044040
2010-12-10,6509704560
2010-12-13,6505279200
2010-12-14,6562808880
2010-12-15,6633614640
2010-12-16,6885860160
2010-12-17,6914625000
2010-12-20,6996494160
2010-12-21,7060661880
2010-12-22,7034109720
2010-12-23,7118191560
2010-12-27,7025259000
2010-12-28,6945602520
2010-12-29,7054023840
2010-12-30,7091639399
2010-12-31,7040747760
2011-01-03,7138105680
2011-01-04,7056236520
2011-01-05,7120404240
2011-01-06,7054023840
2011-01-07,6808416360
2011-01-10,6919050360
2011-01-11,6861520680
2011-01-12,6821692440
2011-01-13,6702207720
2011-01-14,6852669960
2011-01-18,6952240560
2011-01-19,6792927600
2011-01-20,6699995040
2011-01-21,6618125880
2011-01-24,6711058440
2011-01-25,6629189280
2011-01-26,6852669960
2011-01-27,6865946040
2011-01-28,6580510320
2011-01-31,6558383520
2011-02-01,6547320120
2011-02-02,6396857880
2011-02-03,6394645200
2011-02-04,6522980640
2011-02-07,6857095320
2011-02-08,6996494160
2011-02-09,7009770240
2011-02-10,7177933919
2011-02-11,7525324680
2011-02-14,7788633600
2011-02-15,7733316600
2011-02-16,7815185760
2011-02-17,7786420919
2011-02-18,7808547720
2011-02-22,7567365600
2011-02-23,7392563879
2011-02-24,7332821520
2011-02-25,7487709120
2011-02-28,7551876840
2011-03-01,7381500480
2011-03-02,7388138520
2011-03-03,7554089520
2011-03-04,7565152919
2011-03-07,7359373680
2011-03-08,7476645720
2011-03-09,7525324680
2011-03-10,7441242840
2011-03-11,7266441120
2011-03-14,7259803080
2011-03-15,7177933919
2011-03-16,7085001360
2011-03-17,7169083200
2011-03-18,7244314320
2011-03-21,7416903360
2011-03-22,7124829600
2011-03-23,7242101639
2011-03-24,7368224399
2011-03-25,7520899320
2011-03-28,7430179440
2011-03-29,7589492399
2011-03-30,7649234760
2011-03-31,7624146099
2011-04-01,7752484080
2011-04-04,7811215019
2011-04-05,7626321320
2011-04-06,7439252400
2011-04-07,7267410019
2011-04-08,7210854300
2011-04-11,7108618960
2011-04-12,6893272180
2011-04-13,6912849160
2011-04-14,6828015580
2011-04-15,6886746520
2011-04-18,6782335960
2011-04-19,6854118220
2011-04-20,7145597700
2011-04-21,7360944480
2011-04-25,7286987000
2011-04-26,7426201080
2011-04-27,7515385099
2011-04-28,7326140960
2011-04-29,7389222340
2011-05-02,7339192280
2011-05-03,7160824240
2011-05-04,7110794179
2011-05-05,7121670280
2011-05-06,7295687880
2011-05-09,7371820580
2011-05-10,7432726740
2011-05-11,7378346240
2011-05-12,7278286120
2011-05-13,7062939340
2011-05-16,6999857960
2011-05-17,6754058100
2011-05-18,6780160740
2011-05-19,6801912940
2011-05-20,6756233320
2011-05-23,6519134340
2011-05-24,6340766300
2011-05-25,6699677600
2011-05-26,6701852820
2011-05-27,6878045640
2011-05-31,6936776580
2011-06-01,6647472320
2011-06-02,6640946660
2011-06-03,6593091820
2011-06-06,6543061760
2011-06-07,6499557360
2011-06-08,6440826420
2011-06-09,6632245780
2011-06-10,6499557360
2011-06-13,6445176860
2011-06-14,6777985520
2011-06-15,6662698860
2011-06-16,6638771440
2011-06-17,6841066900
2011-06-20,6999857960
2011-06-21,7228256059
2011-06-22,7195627760
2011-06-23,7310914420
2011-06-24,7478406360
2011-06-27,7513209880
2011-06-28,7556714280
2011-06-29,7658949620
2011-06-30,7729835740
2011-07-01,7725484580
2011-07-05,7716782260
2011-07-06,7692850880
2011-07-07,7749415959
2011-07-08,7673270660
2011-07-11,7555789339
2011-07-12,7551438180
2011-07-13,7503575420
2011-07-14,7381742940
2011-07-15,7318651120
2011-07-18,7188116320
2011-07-19,7281666260
2011-07-20,7277315100
2011-07-21,7307773220
2011-07-22,7288193000
2011-07-25,7233803500
2011-07-26,7098917540
2011-07-27,6857428160
2011-07-28,7605827680
2011-07-29,7618881160
2011-08-01,7638461380
2011-08-02,7268612779
2011-08-03,7283841839
2011-08-04,6731244520
2011-08-05,6550671380
2011-08-08,5985020580
2011-08-09,6385327300
2011-08-10,6126433280
2011-08-11,6467999340
2011-08-12,6668152700
2011-08-15,6824794460
2011-08-16,6753000320
2011-08-17,6600709720
2011-08-18,6317884320
2011-08-19,6069868200
2011-08-22,6050287980
2011-08-23,6357044760
2011-08-24,6544144640
2011-08-25,6431014480
2011-08-26,6548495800
2011-08-29,6772580540
2011-08-30,6746473580
2011-08-31,6831321200
2011-09-01,6835672360
2011-09-02,6513686520
2011-09-06,6459297020
2011-09-07,6685557340
2011-09-08,6500633040
2011-09-09,6298304100
2011-09-12,6324411060
2011-09-13,6346166860
2011-09-14,6485403980
2011-09-15,6652923640
2011-09-16,6642045740
2011-09-19,6628992260
2011-09-20,6602885300
2011-09-21,6058990300
2011-09-22,5754409100
2011-09-23,5730477720
2011-09-26,5658683580
2011-09-27,5939333400
2011-09-28,5737004460
2011-09-29,5889295060
2011-09-30,6102024603
2011-10-03,5659616358
2011-10-04,6063056001
2011-10-05,6159331370
2011-10-06,6468787915
2011-10-07,6491710622
2011-10-10,6918072972
2011-10-11,7009763800
2011-10-12,6938703408
2011-10-13,7014348342
2011-10-14,7142715501
2011-10-17,6973087469
2011-10-18,7167930478
2011-10-19,7012056071
2011-10-20,6998302447
2011-10-21,7282544013
2011-10-24,7509478813
2011-10-25,7351312134
2011-10-26,7310051262
2011-10-27,7729536800
2011-10-28,7695152739
2011-10-31,7711198634
2011-11-01,7445295233
2011-11-02,7500309730
2011-11-03,7612630994
2011-11-04,7637845972
2011-11-07,7518647895
2011-11-08,7161053666
2011-11-09,6656754112
2011-11-10,6837843498
2011-11-11,6851597122
2011-11-14,6789705813
2011-11-15,6798874896
2011-11-16,6615493240
2011-11-17,6510048788
2011-11-18,6438988396
2011-11-21,6306036695
2011-11-22,6363343463
2011-11-23,6251022198
2011-11-25,6170792724
2011-11-28,6365635733
2011-11-29,6269360364
2011-11-30,6645292759
2011-12-01,6762198565
2011-12-02,6766783106
2011-12-05,7032686507
2011-12-06,7069362838
2011-12-07,7048732402
2011-12-08,6881396641
2011-12-09,6970795198
2011-12-12,6865350746
2011-12-13,6448157479
2011-12-14,6239560845
2011-12-15,6345005297
2011-12-16,6285406259
2011-12-19,6262483552
2011-12-20,6386266170
2011-12-21,6473372456
2011-12-22,6521510141
2011-12-23,6610908698
2011-12-27,6480249268
2011-12-28,6416065689
2011-12-29,6438988396
2011-12-30,6425234772
2012-01-03,6240655200
2012-01-04,6297033600
2012-01-05,6303538800
2012-01-06,6210297600
2012-01-09,6138740400
2012-01-10,6891175200
2012-01-11,6917196000
2012-01-12,7053805200
2012-01-13,7027784399
2012-01-17,7014774000
2012-01-18,7138372800
2012-01-19,7181740799
2012-01-20,7140541200
2012-01-23,7168730400
2012-01-24,7246792800
2012-01-25,7298834399
2012-01-26,7188246000
2012-01-27,7125362400
2012-01-30,7177404000
2012-01-31,7116688800
2012-02-01,7196919599
2012-02-02,7235950799
2012-02-03,7582894800
2012-02-06,7559042400
2012-02-07,7454959200
2012-02-08,7342202400
2012-02-09,7383401999
2012-02-10,7348707600
2012-02-13,7520011200
2012-02-14,7572052800
2012-02-15,7684809599
2012-02-16,7810576800
2012-02-17,7745524800
2012-02-21,7658788800
2012-02-22,7650115200
2012-02-23,7699988400
2012-02-24,7860450000
2012-02-27,7882134000
2012-02-28,7940680799
2012-02-29,7899481200
2012-03-01,8029585200
2012-03-02,8146678800
2012-03-05,7905986400
2012-03-06,7587231600
2012-03-07,7606747200
2012-03-08,7851776400
2012-03-09,7997059200
2012-03-12,7918996800
2012-03-13,8151015600
2012-03-14,8263772400
2012-03-15,8300635200
2012-03-16,8177036400
2012-03-19,8094637200
2012-03-20,7955859599
2012-03-21,8055606000
2012-03-22,7947186000
2012-03-23,7994890799
2012-03-26,8135836800
2012-03-27,8200888800
2012-03-28,8007901200
2012-03-29,8007901200
2012-03-30,8042595600
2012-04-02,8430610020
2012-04-03,8390239979
2012-04-04,8300528780
2012-04-05,8320713800
2012-04-09,8069522439
2012-04-10,7849730000
2012-04-11,8031395180
2012-04-12,8253430399
2012-04-13,8069522439
2012-04-16,8148019740
2012-04-17,8244459280
2012-04-18,8269129859
2012-04-19,8033637960
2012-04-20,7948412319
2012-04-23,7896828380
2012-04-24,7849730000
2012-04-25,8139048620
2012-04-26,7890100040
2012-04-27,7863186680
2012-04-30,7795903280
2012-05-01,7914770620
2012-05-02,8062794100
2012-05-03,7863186680
2012-05-04,7692735399
2012-05-07,7775718260
2012-05-08,7668064819
2012-05-09,7618723660
2012-05-10,7623209220
2012-05-11,7652365359
2012-05-14,7529012460
2012-05-15,7407902340
2012-05-16,7419116240
2012-05-17,7268849979
2012-05-18,7230722720
2012-05-21,7526769680
2012-05-22,7537983580
2012-05-23,7587324740
2012-05-24,7475185740
2012-05-25,7331647819
2012-05-29,7524526899
2012-05-30,7174653220
2012-05-31,7078213680
2012-06-01,6569102620
2012-06-04,6389680220
2012-06-05,6495090880
2012-06-06,6645357140
2012-06-07,6634143240
2012-06-08,6719368880
2012-06-11,6477148640
2012-06-12,6510790340
2012-06-13,6367252420
2012-06-14,6230442840
2012-06-15,6430050260
2012-06-18,6504062000
2012-06-19,6766467260
2012-06-20,6701426640
2012-06-21,6456963620
2012-06-22,6461449180
2012-06-25,6322396820
2012-06-26,6324639600
2012-06-27,6333610720
2012-06-28,6362766860
2012-06-29,6470420300
2012-07-02,6558476620
2012-07-03,6661345720
2012-07-05,6752784920
2012-07-06,6560762600
2012-07-09,6460179480
2012-07-10,6393886060
2012-07-11,6375598220
2012-07-12,6352738420
2012-07-13,6505899080
2012-07-16,6389314100
2012-07-17,6432747720
2012-07-18,6485325260
2012-07-19,6565334560
2012-07-20,6432747720
2012-07-23,6311590780
2012-07-24,6087564740
2012-07-25,6245297360
2012-07-26,6332164600
2012-07-27,6768786780
2012-07-30,6750498940
2012-07-31,6745926980
2012-08-01,6629342000
2012-08-02,6407601940
2012-08-03,6629342000
2012-08-06,6816792360
2012-08-07,7040818400
2012-08-08,6972239000
2012-08-09,7036246440
2012-08-10,7171119260
2012-08-13,7219124840
2012-08-14,7077394080
2012-08-15,7111683780
2012-08-16,7173405240
2012-08-17,7164261320
2012-08-20,7081966040
2012-08-21,7024816540
2012-08-22,7020244580
2012-08-23,6940235280
2012-08-24,6880799800
2012-08-27,6899087640
2012-08-28,6862511960
2012-08-29,6949379200
2012-08-30,6798504520
2012-08-31,6915089500
2012-09-04,6764214820
2012-09-05,6729925120
2012-09-06,7004242720
2012-09-07,7276274340
2012-09-10,7200837000
2012-09-11,7374571480
2012-09-12,7436292940
2012-09-13,7637459179
2012-09-14,7850055320
2012-09-17,7644317119
2012-09-18,7605455460
2012-09-19,7648889080
2012-09-20,7452294800
2012-09-21,7267130420
2012-09-24,7287704240
2012-09-25,7022530560
2012-09-26,6935663320
2012-09-27,6974524980
2012-09-28,6947093220
2012-10-01,7208339880
2012-10-02,7261325440
2012-10-03,7187606400
2012-10-04,7413370960
2012-10-05,7466356519
2012-10-08,7355777960
2012-10-09,7035560880
2012-10-10,6768329360
2012-10-11,6775240520
2012-10-12,6745292160
2012-10-15,6772936800
2012-10-16,6812100040
2012-10-17,6791366560
2012-10-18,6779847960
2012-10-19,6664661960
2012-10-22,6671573120
2012-10-23,6531046200
2012-10-24,6484971800
2012-10-25,6551779680
2012-10-26,6455023440
2012-10-31,6669269400
2012-11-01,6772936800
2012-11-02,6722254960
2012-11-05,6819011200
2012-11-06,6899641400
2012-11-07,6597854080
2012-11-08,6293763040
2012-11-09,6406645320
2012-11-12,6332926280
2012-11-13,6296066760
2012-11-14,6224651440
2012-11-15,6275333280
2012-11-16,6256903520
2012-11-19,6431986240
2012-11-20,6436593680
2012-11-21,6455023440
2012-11-23,6616283840
2012-11-26,6563298280
2012-11-27,6579424320
2012-11-28,6604765240
2012-11-29,6722254960
2012-11-30,6717647520
2012-12-03,6717647520
2012-12-04,6749899600
2012-12-05,6733773560
2012-12-06,6729166120
2012-12-07,6814403760
2012-12-10,6844352120
2012-12-11,6793670280
2012-12-12,6789062840
2012-12-13,6733773560
2012-12-14,6733773560
2012-12-17,6733773560
2012-12-18,6839744680
2012-12-19,6885819080
2012-12-20,6945715800
2012-12-21,6954930680
2012-12-24,6982575320
2012-12-26,7033257160
2012-12-27,7139228280
2012-12-28,7097761320
2012-12-31,7256718000
2013-01-02,7549290440
2013-01-03,7537771840
2013-01-04,7475571400
2013-01-07,7445623040
2013-01-08,7344259360
2013-01-09,7355777960
2013-01-10,7341955640
2013-01-11,7263629160
2013-01-14,7291273800
2013-01-15,7459445360
2013-01-16,7655261559
2013-01-17,7701335960
2013-01-18,7662172720
2013-01-22,7655261559
2013-01-23,7611490880
2013-01-24,7754321519
2013-01-25,7830344280
2013-01-28,7726676880
2013-01-29,7692121080
2013-01-30,7616098320
2013-01-31,7514734639
2013-02-01,7549290440
2013-02-04,7427193280
2013-02-05,7523949519
2013-02-06,7510127200
2013-02-07,7436408160
2013-02-08,7593061120
2013-02-11,7590757400
2013-02-12,7641439240
2013-02-13,7616098320
2013-02-14,7613794599
2013-02-15,7710550840
2013-02-19,7781966160
2013-02-20,7666780160
2013-02-21,7535468120
2013-02-22,7542379280
2013-02-25,7374207720
2013-02-26,7431800720
2013-02-27,7581542519
2013-02-28,7540075559
2013-03-01,7606883440
2013-03-04,7563112760
2013-03-05,7650654120
2013-03-06,7818825679
2013-03-07,7853381480
2013-03-08,8053805120
2013-03-11,8051501400
2013-03-12,8033071639
2013-03-13,8016945599
2013-03-14,8097575800
2013-03-15,8081449760
2013-03-18,7961656320
2013-03-19,7901759599
2013-03-20,7947834000
2013-03-21,7814218240
2013-03-22,7742802920
2013-03-25,7701335960
2013-03-26,7839559160
2013-03-27,7883329840
2013-03-28,7834951720
2013-04-01,7740900079
2013-04-02,7603202480
2013-04-03,7515994000
2013-04-04,7467799840
2013-04-05,7389771200
2013-04-08,7325512320
2013-04-09,7320922400
2013-04-10,7541238560
2013-04-11,7610087359
2013-04-12,7550418400
2013-04-15,7249778640
2013-04-16,7476979680
2013-04-17,7229124000
2013-04-18,7151095360
2013-04-19,7336987120
2013-04-22,7343872000
2013-04-23,7403540960
2013-04-24,7587137760
2013-04-25,7828108560
2013-04-26,7864827920
2013-04-29,7991050720
2013-04-30,7890072480
2013-05-01,7834993440
2013-05-02,7848763200
2013-05-03,8007115440
2013-05-06,8009410400
2013-05-07,8135633200
2013-05-08,8287100560
2013-05-09,8252676160
2013-05-10,8298575359
2013-05-13,8268740880
2013-05-14,8411028400
2013-05-15,8466107440
2013-05-16,8399553600
2013-05-17,8615279840
2013-05-20,8560200799
2013-05-21,8472992320
2013-05-22,8344474560
2013-05-23,8291690480
2013-05-24,8273330799
2013-05-28,8346769519
2013-05-29,8362834239
2013-05-30,8355949359
2013-05-31,8181532400
2013-06-03,8128748320
2013-06-04,8112683600
2013-06-05,8018590239
2013-06-06,8094323920
2013-06-07,8339884640
2013-06-10,8461517519
2013-06-11,8438567920
2013-06-12,8406438480
2013-06-13,8649704240
2013-06-14,8532661280
2013-06-17,8709373200
2013-06-18,8752977440
2013-06-19,8658884080
2013-06-20,8390373760
2013-06-21,8404143519
2013-06-24,8264150960
2013-06-25,8381193920
2013-06-26,8532661280
2013-06-27,8723142960
2013-06-28,8695603440
2013-07-01,8634309340
2013-07-02,8506832059
2013-07-03,8456751700
2013-07-05,8638862100
2013-07-08,8645691240
2013-07-09,8682113320
2013-07-10,8734470060
2013-07-11,8896093040
2013-07-12,8939344260
2013-07-15,8891540280
2013-07-16,8732193680
2013-07-17,8946173400
2013-07-18,9091861720
2013-07-19,9128283800
2013-07-22,9176087780
2013-07-23,9171535020
2013-07-24,9228444520
2013-07-25,9335434380
2013-07-26,9264866600
2013-07-29,9362750940
2013-07-30,9456082520
2013-07-31,9553966860
2013-08-01,9881765580
2013-08-02,9756564680
2013-08-05,9690549660
2013-08-06,9597218080
2013-08-07,9442424240
2013-08-08,9654127580
2013-08-09,9588112560
2013-08-12,9767946580
2013-08-13,9995584580
2013-08-14,9859001780
2013-08-15,9642745680
2013-08-16,9629087400
2013-08-19,9556243240
2013-08-20,9681444140
2013-08-21,9613152740
2013-08-22,9886318340
2013-08-23,9854449020
2013-08-26,9777052100
2013-08-27,9485675460
2013-08-28,9679167760
2013-08-29,9795263140
2013-08-30,9670062240
2013-09-03,9692826040
2013-09-04,9963715260
2013-09-05,9938675080
2013-09-06,9788434000
2013-09-09,9859001780
2013-09-10,9961438880
2013-09-11,9965991640
2013-09-12,9843067120
2013-09-13,9920464040
2013-09-16,10057046840
2013-09-17,10059323220
2013-09-18,10127614620
2013-09-19,10127614620
2013-09-20,10098021680
2013-09-23,10132167380
2013-09-24,10243710000
2013-09-25,10230051720
2013-09-26,10211840680
2013-09-27,10161760320
2013-09-30,10163526049
2013-10-01,10179481348
2013-10-02,10256978520
2013-10-03,10206833291
2013-10-04,10375503605
2013-10-07,10186319334
2013-10-08,9855816693
2013-10-09,9821626765
2013-10-10,10172643363
2013-10-11,10316241062
2013-10-14,10325358376
2013-10-15,10209112620
2013-10-16,10434766147
2013-10-17,10491749361
2013-10-18,10592039818
2013-10-21,10592039818
2013-10-22,10680933632
2013-10-23,10605715789
2013-10-24,10692330274
2013-10-25,10653581689
2013-10-28,10639905718
2013-10-29,10516821975
2013-10-30,10104263506
2013-10-31,10339034348
2013-11-01,10288889119
2013-11-04,10325358376
2013-11-05,10318520391
2013-11-06,10432486819
2013-11-07,10133894777
2013-11-08,10149850077
2013-11-11,10131615449
2013-11-12,10067794249
2013-11-13,10113380820
2013-11-14,10234185234
2013-11-15,10457559433
2013-11-18,10407414204
2013-11-19,10241023220
2013-11-20,10277492477
2013-11-21,10642185046
2013-11-22,10642185046
2013-11-25,10601157132
2013-11-26,10589760489
2013-11-27,10699168260
2013-11-29,10742475503
2013-12-02,10628509075
2013-12-03,10482632047
2013-12-04,10455280104
2013-12-05,10578363846
2013-12-06,10733358189
2013-12-09,10817693345
2013-12-10,10922542459
2013-12-11,10646743703
2013-12-12,10701447589
2013-12-13,10783503417
2013-12-16,10965849702
2013-12-17,11104888744
2013-12-18,11198341215
2013-12-19,10945335745
2013-12-20,11031950230
2013-12-23,11193782558
2013-12-24,11198341215
2013-12-26,11177827258
2013-12-27,11193782558
2013-12-30,11218855172
2013-12-31,11185007400
2014-01-02,10991691900
2014-01-03,10980320400
2014-01-06,11003063400
