,EXR
2018-11-05,11239035908
2018-11-06,11217536683
2018-11-07,11322503486
2018-11-08,11417353007
2018-11-09,11476792041
2018-11-12,11556465638
2018-11-13,11607052049
2018-11-14,11761340604
2018-11-15,11743635360
2018-11-16,12006684698
2018-11-19,12064859071
2018-11-20,11951039646
2018-11-21,11747429340
2018-11-23,11772722546
2018-11-26,11713283513
2018-11-27,11791692450
2018-11-28,11861248766
2018-11-29,11937128382
2018-11-30,12138209367
2018-12-03,12268469376
2018-12-04,12254558113
2018-12-06,12623838914
2018-12-07,12482196963
2018-12-10,12353201615
2018-12-11,12432875212
2018-12-12,12305144524
2018-12-13,12317791127
2018-12-14,12307673844
2018-12-17,11786633809
2018-12-18,11851131483
2018-12-19,11859984105
2018-12-20,11766399245
2018-12-21,11708224872
2018-12-24,11204890080
2018-12-26,11421146988
2018-12-27,11470468739
2018-12-28,11376883878
2018-12-31,11494330108
2019-01-02,11108136877
2019-01-03,11237714869
2019-01-04,11158951776
2019-01-07,11141166561
2019-01-08,11317748335
2019-01-09,11244066731
2019-01-10,11429541112
2019-01-11,11399052173
2019-01-14,11437163347
2019-01-15,11634071080
2019-01-16,11688697096
2019-01-17,11705211938
2019-01-18,11729349015
2019-01-22,11731889760
2019-01-23,11703941566
2019-01-24,11691237841
2019-01-25,11833519558
2019-01-28,12039319898
2019-01-29,12265446197
2019-01-30,12389942699
2019-01-31,12527142926
2019-02-01,12401376052
2019-02-04,12450920578
2019-02-05,12453461323
2019-02-06,12481409517
2019-02-07,12652909801
2019-02-08,12751998853
2019-02-11,12698643210
2019-02-12,12576687453
2019-02-13,12617339372
2019-02-14,12574146708
2019-02-15,12668154270
2019-02-19,12590661550
2019-02-20,12195575712
2019-02-21,11722997153
2019-02-22,12012642076
2019-02-25,11875441849
2019-02-26,11876712222
2019-02-27,11987234626
2019-02-28,12187953477
2019-03-01,12142220068
2019-03-04,12233686886
2019-03-05,12424242756
2019-03-06,12354372270
2019-03-07,12313720351
2019-03-08,12330235193
2019-03-11,12562713355
2019-03-12,12657991291
2019-03-13,12722780287
2019-03-14,12710076562
2019-03-15,12675776505
2019-03-18,12595743040
2019-03-19,12567794845
2019-03-20,12610987509
2019-03-21,12787569283
2019-03-22,12781217420
2019-03-25,12873954610
2019-03-26,12931121372
2019-03-27,12849817534
2019-03-28,13054347501
2019-03-29,12946365841
2019-04-01,12909094414
2019-04-02,13025197161
2019-04-03,13037955704
2019-04-04,12875922201
2019-04-05,12967783715
2019-04-08,12775129706
2019-04-09,12884853181
2019-04-10,13012438617
2019-04-11,12962680297
2019-04-12,13037955704
2019-04-15,12972887132
2019-04-16,12762371163
2019-04-17,12731750658
2019-04-18,12847853405
2019-04-22,12661578668
2019-04-23,12770026289
2019-04-24,12989473239
2019-04-25,13018817889
2019-04-26,13212747752
2019-04-29,13096645005
2019-04-30,13229333858
2019-05-01,13522780361
2019-05-02,13582745516
2019-05-03,13559780138
2019-05-06,13555952575
2019-05-07,13289299013
2019-05-08,13196161645
2019-05-09,13242092402
2019-05-10,13508745963
2019-05-13,13730744622
2019-05-14,13604435040
2019-05-15,13591676497
2019-05-16,13555952575
2019-05-17,13522780361
2019-05-20,13507470109
2019-05-21,13589124788
2019-05-22,13555952575
2019-05-23,13612090166
2019-05-24,13649089943
2019-05-28,13434746410
2019-05-29,13367126129
2019-05-30,13480677167
2019-05-31,13672055321
2019-06-03,13658020923
2019-06-04,13571262827
2019-06-05,13999949892
2019-06-06,13895329834
2019-06-07,13968053533
2019-06-10,13922122776
2019-06-11,13920846921
2019-06-12,13885122999
2019-06-13,13785606359
2019-06-14,13786882214
2019-06-17,13876192019
2019-06-18,13823881990
2019-06-19,13918295213
2019-06-20,13917019358
2019-06-21,13746054874
2019-06-24,13680986302
2019-06-25,13573814536
2019-06-26,13404125906
2019-06-27,13474297895
2019-06-28,13536814759
2019-07-01,13612968994
2019-07-02,13819011473
2019-07-03,13972255566
2019-07-05,13972255566
2019-07-08,14090729991
2019-07-09,14237535257
2019-07-10,14350858620
2019-07-11,14242686319
2019-07-12,14276168222
2019-07-15,14421685722
2019-07-16,14345707558
2019-07-17,14337980965
2019-07-18,14305786828
2019-07-19,13996723110
2019-07-22,13996723110
2019-07-23,14165420390
2019-07-24,14142240611
2019-07-25,14158981562
2019-07-26,14198902292
2019-07-29,14346995324
2019-07-30,14410095833
2019-07-31,14473196342
2019-08-01,14699843068
2019-08-02,14784835590
2019-08-05,14695979771
2019-08-06,14841497272
2019-08-07,15064280702
2019-08-08,15287064131
2019-08-09,15278049773
2019-08-12,15337286985
2019-08-13,15325697096
2019-08-14,15191769485
2019-08-15,15556207119
2019-08-16,15533027340
2019-08-19,15673393778
2019-08-20,15576811367
2019-08-21,15552343822
2019-08-22,15629609752
2019-08-23,15581962429
2019-08-26,15648926234
2019-08-27,15611581035
2019-08-28,15581962429
2019-08-29,15609005504
2019-08-30,15700436854
2019-09-03,15769976190
2019-09-04,15906479332
2019-09-05,15607717738
2019-09-06,15419703977
2019-09-09,15231690215
2019-09-10,14909748843
2019-09-11,15007619020
2019-09-12,15066856233
2019-09-13,14953532869
2019-09-16,15082309418
2019-09-17,15159575348
2019-09-18,15044964219
2019-09-19,15047539750
2019-09-20,14935504153
2019-09-23,14904597781
2019-09-24,14981863710
2019-09-25,15075870591
2019-09-26,15193057251
2019-09-27,15026935502
2019-09-30,15106404588
2019-10-01,14957694048
2019-10-02,14896916697
2019-10-03,15084421291
2019-10-04,15187872101
2019-10-07,15097352642
2019-10-08,15132267291
2019-10-09,15111577129
2019-10-10,15036575291
2019-10-11,14957694048
2019-10-14,14902089238
2019-10-15,14871053995
2019-10-16,14893037292
2019-10-17,14780534535
2019-10-18,14772775725
2019-10-21,14953814643
2019-10-22,14899502967
2019-10-23,14958987183
2019-10-24,14942176427
2019-10-25,14512855563
2019-10-28,14492165401
2019-10-29,14577512320
2019-10-30,14334402916
2019-10-31,14518028104
2019-11-01,14382248915
2019-11-04,14096466052
2019-11-05,13850770377
2019-11-06,14082241565
2019-11-07,13961979998
2019-11-08,13744733296
2019-11-11,13663265783
2019-11-12,13509382703
2019-11-13,13624471729
2019-11-14,13850770377
2019-11-15,13862408593
2019-11-18,13771889134
2019-11-19,13810683188
2019-11-20,13832666485
2019-11-21,13660679513
2019-11-22,13655506972
2019-11-25,13585677675
2019-11-26,13836545891
2019-11-27,13734388215
2019-11-29,13713698053
2019-12-02,13527486594
2019-12-03,13738267621
2019-12-04,13765423458
2019-12-05,13846890972
2019-12-06,13901202647
2019-12-09,13788699891
2019-12-10,13632230540
2019-12-11,13572746324
2019-12-12,13241703731
2019-12-13,13227479244
2019-12-16,13350327082
2019-12-17,13279204649
2019-12-18,13385241730
2019-12-19,13429208325
2019-12-20,13509382703
2019-12-23,13422742649
2019-12-24,13500330757
2019-12-26,13526193459
2019-12-27,13514555243
2019-12-30,13489985676
2019-12-31,13655464994
2020-01-02,13540398115
2020-01-03,13771824761
2020-01-06,13762774557
2020-01-07,13700716015
2020-01-08,13727866627
2020-01-09,13689080038
2020-01-10,13933435547
2020-01-13,13978686567
2020-01-14,14008422952
2020-01-15,14168740852
2020-01-16,14339401842
2020-01-17,14423439451
2020-01-21,14577292919
2020-01-22,14184255487
2020-01-23,14294150822
2020-01-24,14341987614
2020-01-27,14351037819
2020-01-28,14288979277
2020-01-29,14150640444
2020-01-30,14296736594
2020-01-31,14309665457
2020-02-03,14167447965
2020-02-04,14248899802
2020-02-05,14153226216
2020-02-06,14224334962
2020-02-07,14248899802
2020-02-10,14383359976
2020-02-11,14422146564
2020-02-12,14501012628
2020-02-13,14614786622
2020-02-14,14923786445
2020-02-18,14919907786
2020-02-19,13895941844
2020-02-20,13873962777
2020-02-21,14118318286
2020-02-24,14067895721
2020-02-25,13833883303
2020-02-26,13919213798
2020-02-27,13018072054
2020-02-28,12975406806
2020-03-02,13627021496
2020-03-03,13659343653
2020-03-04,14194598577
2020-03-05,14294150822
2020-03-06,14224334962
2020-03-09,13691665811
2020-03-10,13908870707
2020-03-11,13497732867
2020-03-12,12447909200
2020-03-13,12486695788
2020-03-16,10555123671
2020-03-17,11148558478
2020-03-18,11632097951
2020-03-19,11209324134
2020-03-20,10306889503
2020-03-23,9646224609
2020-03-24,10125885423
2020-03-25,10736127752
2020-03-26,11613997543
2020-03-27,12414294156
2020-03-30,12508674855
2020-03-31,12346542875
2020-04-01,12119622288
2020-04-02,12372329305
2020-04-03,12394247771
2020-04-06,12877743341
2020-04-07,12567016855
2020-04-08,12659848004
2020-04-09,13268407762
2020-04-13,12435506060
2020-04-14,12328492374
2020-04-15,11990690136
2020-04-16,11781820049
2020-04-17,12003583351
2020-04-20,11521377102
2020-04-21,11451753740
2020-04-22,11797291908
2020-04-23,11335714803
2020-04-24,11460778991
2020-04-27,11817921052
2020-04-28,11948142525
2020-04-29,11544584890
2020-04-30,11376973092
2020-05-01,11237726368
2020-05-04,10997912565
2020-05-05,11075271856
2020-05-06,10830300768
2020-05-07,11367947841
2020-05-08,11821789016
2020-05-11,11846286125
2020-05-12,10999201887
2020-05-13,10880584307
2020-05-14,10856087198
2020-05-15,10547939355
2020-05-18,11233858403
2020-05-19,11275116692
2020-05-20,11297035158
2020-05-21,11208071973
2020-05-22,11117819466
2020-05-26,11886255092
2020-05-27,12168616505
2020-05-28,12534783817
2020-05-29,12474185706
2020-06-01,12741075260
2020-06-02,12916422987
2020-06-03,13200073721
2020-06-04,13081456141
2020-06-05,13323848587
2020-06-08,13481145813
2020-06-09,13273565048
2020-06-10,12978310420
2020-06-11,12135094146
2020-06-12,12469028419
2020-06-15,12560570247
2020-06-16,12586356678
2020-06-17,12505129422
2020-06-18,12315599159
2020-06-19,11986822171
2020-06-22,11967482348
2020-06-23,11819210373
2020-06-24,11665781112
2020-06-25,11834682232
2020-06-26,11734115153
2020-06-29,11839839518
2020-06-30,11903014438
2020-07-01,12494492583
2020-07-02,12531862662
2020-07-06,12397845827
2020-07-07,12252231382
2020-07-08,12328260163
2020-07-09,12268983486
2020-07-10,12403000321
2020-07-13,12370784736
2020-07-14,12538305779
2020-07-15,12638818405
2020-07-16,12460988374
2020-07-17,12716135809
2020-07-20,12495781206
2020-07-21,12470008738
2020-07-22,12620777677
2020-07-23,12494492583
2020-07-24,12293467331
2020-07-27,12314085305
2020-07-28,12833400540
2020-07-29,12997055713
2020-07-30,13080816234
2020-07-31,13316634318
2020-08-03,13133649794
2020-08-04,13546009285
2020-08-05,13178751614
2020-08-06,13027982675
2020-08-07,13370756502
2020-08-10,13534411675
2020-08-11,13271532499
2020-08-12,13335963670
2020-08-13,13276686993
2020-08-14,13428744555
2020-08-17,13489309855
2020-08-18,13542143415
2020-08-19,13169731250
2020-08-20,13422301438
2020-08-21,13570493130
2020-08-24,13690335107
2020-08-25,13667139886
2020-08-26,13633635677
2020-08-27,13727705186
2020-08-28,13754766278
2020-08-31,13730282433
2020-09-01,13768941135
2020-09-02,13976409504
2020-09-03,13936462179
2020-09-04,13962234647
2020-09-08,13920998698
2020-09-09,14280524629
2020-09-10,14159394029
2020-09-11,14328203695
2020-09-14,14346244423
2020-09-15,14323049202
2020-09-16,14469952270
2020-09-17,14330780942
2020-09-18,14087231118
2020-09-21,13860433397
2020-09-22,13896514853
2020-09-23,13451939776
2020-09-24,13391374476
2020-09-25,13588533858
2020-09-28,13932596308
2020-09-29,13819197448
2020-09-30,13950219716
2020-10-01,14243592876
2020-10-02,14654315299
2020-10-05,14706470528
2020-10-06,14596944548
2020-10-07,14672569629
2020-10-08,14831643076
2020-10-09,14779487847
2020-10-12,14852505167
2020-10-13,14753410233
2020-10-14,14782095609
2020-10-15,14986804880
2020-10-16,14946384578
2020-10-19,14829035314
2020-10-20,14912483680
2020-10-21,15040263989
2020-10-22,15315382819
2020-10-23,15471848504
2020-10-26,15465329101
2020-10-27,15267139233
2020-10-28,15085899814
2020-10-29,15166740418
2020-10-30,15118496832
2020-11-02,15105458025
2020-11-03,15235846096
2020-11-04,15301040131
2020-11-05,14851201286
2020-11-06,14697343363
2020-11-09,13941092551
2020-11-10,15061126081
2020-11-11,15384488497
2020-11-12,15070253246
2020-11-13,15349283718
2020-11-16,15374057451
2020-11-17,15368841928
2020-11-18,14749498591
2020-11-19,14684304556
2020-11-20,14693431720
2020-11-23,14458733193
2020-11-24,14342687810
2020-11-25,14602160071
2020-11-27,14342687810
2020-11-30,14698647243
2020-12-01,14819908149
2020-12-02,14527838870
2020-12-03,14799046058
2020-12-04,14909875918
2020-12-07,14994628165
2020-12-08,14809477104
2020-12-09,14668657987
2020-12-10,14345295571
2020-12-11,14394843038
2020-12-14,14327041241
2020-12-15,14557828127
2020-12-16,14482203045
2020-12-17,14886406066
2020-12-18,14667354106
2020-12-21,14892925469
2020-12-22,15019401898
2020-12-23,14711686050
2020-12-24,14915091441
2020-12-28,14838162479
2020-12-29,14839466360
2020-12-30,14956815624
2020-12-31,15294395438
2021-01-04,14559113351
2021-01-05,14372982697
2021-01-06,14350541412
2021-01-07,14384863377
2021-01-08,14791446649
2021-01-11,14699041360
2021-01-12,14771645516
2021-01-13,14766365214
2021-01-14,14557793275
2021-01-15,14808607632
2021-01-19,14739963702
2021-01-20,15155787504
2021-01-21,15139946597
2021-01-22,15234992037
2021-01-25,15306276118
2021-01-26,15442243900
2021-01-27,15196709846
2021-01-28,14953815943
2021-01-29,15021139797
2021-02-01,15394721180
2021-02-02,15460724958
2021-02-03,15314196571
2021-02-04,15436963598
2021-02-05,15394721180
2021-02-08,15468645412
2021-02-09,15794704075
2021-02-10,15617813950
2021-02-11,15541249567
2021-02-12,15429043145
2021-02-16,15469965487
2021-02-17,15547849945
2021-02-18,15620454101
2021-02-19,15792063924
2021-02-22,15938592311
2021-02-23,16698955834
2021-02-24,16778160367
2021-02-25,17098938728
2021-02-26,16593349789
2021-03-01,16341215357
2021-03-02,16465302459
2021-03-03,16287092259
2021-03-04,16107561983
2021-03-05,16342535432
2021-03-08,16713476665
2021-03-09,16861325127
2021-03-10,17038215252
2021-03-11,17075177368
2021-03-12,17386715200
2021-03-15,17624328801
2021-03-16,17682412126
2021-03-17,17337872405
2021-03-18,17438198147
2021-03-19,16679154700
2021-03-22,16918088376
2021-03-23,17213785302
2021-03-24,17289029609
2021-03-25,17292989836
2021-03-26,17502881850
2021-03-29,17583406459
2021-03-30,17557004948
2021-03-31,17729438655
2021-04-01,18117332824
2021-04-05,18058479916
2021-04-06,18346056627
2021-04-07,18404909536
2021-04-08,18402234403
2021-04-09,18509239691
2021-04-12,18628283074
2021-04-13,18879745501
2021-04-14,18596181488
2021-04-15,19017514809
2021-04-16,19075030152
2021-04-19,19251588877
2021-04-20,19580630137
2021-04-21,19579292571
2021-04-22,19662221670
2021-04-23,19734450239
2021-04-26,19607381459
2021-04-27,19696998388
2021-04-28,19606043893
2021-04-29,19638145480
2021-04-30,19888270340
2021-05-03,19477637548
2021-05-04,19828079866
2021-05-05,19508401568
2021-05-06,19469612151
2021-05-07,19694323256
2021-05-10,19774577222
2021-05-11,19408084111
2021-05-12,18966687298
2021-05-13,19393370883
2021-05-14,19345218504
2021-05-17,19476299982
2021-05-18,19428147602
2021-05-19,19385345487
2021-05-20,19533815324
2021-05-21,19505726436
2021-05-24,19650183575
2021-05-25,19765214259
2021-05-26,19701011086
2021-05-27,19702348653
2021-05-28,20038077744
2021-06-01,20332342286
2021-06-02,20598517940
2021-06-03,20569091485
2021-06-04,20621256563
2021-06-07,20943609993
2021-06-08,21201760251
2021-06-09,21209785647
2021-06-10,21288702047
2021-06-11,21327491464
2021-06-14,21393032203
2021-06-15,21398382467
2021-06-16,21338191993
2021-06-17,21582966589
2021-06-18,21322141200
2021-06-21,21890606792
2021-06-22,21792964467
2021-06-23,22040414195
2021-06-24,21899969755
2021-06-25,22255762337
2021-06-28,22148757049
2021-06-29,22020350704
2021-06-30,21920713245
2021-07-01,22066565872
2021-07-02,22327494885
2021-07-06,22860057690
2021-07-07,22948372125
2021-07-08,22683428820
2021-07-09,23174510602
2021-07-12,23373887130
2021-07-13,22960415002
2021-07-14,23063448510
2021-07-15,23112958117
2021-07-16,23007248415
2021-07-19,22544266680
2021-07-20,22834633837
2021-07-21,22406442637
2021-07-22,22583071507
2021-07-23,22936329247
2021-07-26,22849352910
2021-07-27,22988515050
2021-07-28,23091548557
2021-07-29,23248105965
2021-07-30,23301629865
2021-08-02,23455511077
2021-08-03,23624111362
2021-08-04,23514387367
2021-08-05,23530444537
2021-08-06,23484949222
2021-08-09,23462201565
2021-08-10,23236063087
2021-08-11,23205286845
2021-08-12,23371210935
2021-08-13,23507696880
2021-08-16,23456849175
2021-08-17,23601363705
2021-08-18,23345787082
2021-08-19,23617420875
2021-08-20,23759259210
2021-08-23,23737849650
2021-08-24,23791373550
2021-08-25,24116531242
2021-08-26,24286469625
2021-08-27,24547398637
2021-08-30,24841780087
2021-08-31,25010380372
2021-09-01,25394414355
2021-09-02,25639286197
2021-09-03,25920286672
2021-09-07,25544281275
2021-09-08,25744995900
2021-09-09,25041156615
2021-09-10,25029113737
2021-09-13,24948827887
2021-09-14,24562117710
2021-09-15,24639727365
2021-09-16,24479155665
2021-09-17,24100474072
2021-09-20,24108502657
2021-09-21,24050964465
2021-09-22,23976031005
2021-09-23,23711087700
2021-09-24,23096900947
2021-09-27,22678076430
2021-09-28,22926962565
2021-09-29,23016615097
2021-09-30,22493907365
2021-10-01,22621112627
2021-10-04,22535416450
2021-10-05,22480517337
2021-10-06,22834014066
2021-10-07,23088424590
2021-10-08,22906320215
2021-10-11,23081729576
2021-10-12,23654822758
2021-10-13,24069913613
2021-10-14,24597480701
2021-10-15,24499733499
2021-10-18,24660413830
2021-10-19,24565344634
2021-10-20,24770212057
2021-10-21,24787619093
2021-10-22,24896078316
2021-10-25,25236185017
2021-10-26,25076843689
2021-10-27,24618904745
2021-10-28,25923093433
2021-10-29,26427897474
2021-11-01,26389066394
2021-11-02,27053211763
2021-11-03,26702393039
2021-11-04,26630086890
2021-11-05,26056993709
2021-11-08,26435931490
2021-11-09,26473423567
2021-11-10,26398439413
2021-11-11,26564475755
2021-11-12,26506898636
2021-11-15,26770682180
2021-11-16,26616696863
2021-11-17,26950108550
2021-11-18,27223265113
2021-11-19,27069279796
2021-11-22,26766665172
2021-11-23,26832276307
2021-11-24,27358504392
2021-11-26,26618035866
2021-11-29,27188451041
2021-11-30,26780055200
2021-12-01,26718461073
2021-12-02,27504455693
2021-12-03,26978227608
2021-12-06,27474997632
2021-12-07,27944987601
2021-12-08,28033361783
2021-12-09,27519184723
2021-12-10,27946326603
2021-12-13,28500673746
2021-12-14,28086921893
2021-12-15,28709558177
2021-12-16,28709558177
2021-12-17,28808644381
2021-12-20,28895679560
2021-12-21,28886306541
2021-12-22,29330855457
2021-12-23,29190260168
2021-12-27,29692386203
2021-12-28,29799506423
2021-12-29,30183800215
2021-12-30,30203885257
2021-12-31,32100855571
2022-01-03,31038991606
2022-01-04,31373124800
2022-01-05,30828034631
2022-01-06,30815292264
2022-01-07,29512739133
2022-01-10,29521234045
2022-01-11,29740685931
2022-01-12,29974296004
2022-01-13,29252228507
2022-01-14,28827482921
2022-01-18,28346104591
2022-01-19,28091257239
2022-01-20,27662264197
2022-01-21,27676422383
2022-01-24,27608463090
2022-01-25,27675006565
2022-01-26,27332378459
2022-01-27,26948691613
2022-01-28,27878884446
2022-01-31,28060109229
2022-02-01,27970912656
2022-02-02,29280544880
2022-02-03,28959154053
2022-02-04,28523081918
2022-02-07,28280976934
2022-02-08,28197443635
2022-02-09,29071003724
2022-02-10,28154969077
2022-02-11,27880300265
2022-02-14,27496613419
2022-02-15,27209202239
2022-02-16,27008155995
2022-02-17,26720744815
2022-02-18,26543767487
2022-02-22,26232287391
2022-02-23,26420591267
2022-02-24,26863742495
2022-02-25,27492365963
2022-02-28,26638627335
2022-03-01,27095936749
2022-03-02,27427238306
2022-03-03,27642442736
2022-03-04,28442380257
2022-03-07,28351767865
2022-03-08,27833578250
2022-03-09,28028961220
2022-03-10,27789687873
2022-03-11,27822251701
2022-03-14,27091689293
2022-03-15,26856663402
2022-03-16,27383347929
2022-03-17,27754292407
2022-03-18,27526345610
2022-03-21,27738718403
2022-03-22,27713233667
2022-03-23,27404585208
2022-03-24,27588641629
2022-03-25,27970912656
2022-03-28,28405568973
2022-03-29,29633083716
2022-03-30,29583530064
2022-03-31,29346914090
2022-04-01,29913583589
2022-04-04,29431129456
2022-04-05,29328358162
2022-04-06,30313249734
2022-04-07,30454560264
2022-04-08,30504518532
2022-04-11,30060603635
2022-04-12,30381763930
2022-04-13,30347506832
2022-04-14,30338942557
2022-04-18,30323241387
2022-04-19,31162540292
2022-04-20,31395203084
2022-04-21,30975553632
2022-04-22,30340369937
2022-04-25,29766563542
2022-04-26,29185620253
2022-04-27,29115678677
2022-04-28,29695194588
2022-04-29,27120202710
2022-05-02,26113900451
2022-05-03,26133883758
2022-05-04,27915252863
2022-05-05,27077381337
2022-05-06,25929768548
2022-05-09,24184083921
2022-05-10,25019100689
2022-05-11,24973424558
2022-05-12,24939167460
2022-05-13,25544376194
2022-05-16,25504409580
2022-05-17,25527247645
2022-05-18,24429593125
2022-05-19,24215486261
2022-05-20,24462422844
2022-05-23,24884927055
2022-05-24,25003399519
2022-05-25,24615152407
2022-05-26,24932030565
2022-05-27,25697105757
2022-05-31,25435895383
2022-06-01,25500127442
2022-06-02,25668558175
2022-06-03,25450169174
2022-06-06,24991980486
2022-06-07,25699960515
2022-06-08,24566621517
2022-06-09,24169810130
2022-06-10,23825811770
2022-06-13,22762414348
2022-06-14,22658215674
2022-06-15,23052172303
2022-06-16,22829501165
2022-06-17,22762414348
2022-06-21,23097848434
2022-06-22,23503224095
2022-06-23,23962840162
2022-06-24,24603733374
2022-06-27,24546638210
2022-06-28,24411037197
2022-06-29,24401045543
2022-06-30,24072697055
2022-07-01,24675505011
2022-07-05,24320329432
2022-07-06,24658524505
2022-07-07,24488719447
2022-07-08,24492964574
2022-07-11,24344385148
2022-07-12,23631203905
2022-07-13,23718936518
2022-07-14,23697710886
2022-07-15,23994869737
2022-07-18,23857610649
2022-07-19,24355705485
2022-07-20,24450513309
2022-07-21,24824084437
2022-07-22,25175014890
2022-07-25,25193410438
2022-07-26,25346234990
2022-07-27,25613677957
2022-07-28,26622603010
2022-07-29,26817878826
2022-08-01,26745711677
2022-08-02,26461288205
2022-08-03,27499929143
2022-08-04,27628697978
2022-08-05,27907461282
2022-08-08,28351784517
2022-08-09,28783372373
2022-08-10,29268731830
2022-08-11,29355049401
2022-08-12,29993233411
2022-08-15,30252186124
2022-08-16,30103606699
2022-08-17,30430481435
2022-08-18,30155963258
2022-08-19,29949367104
2022-08-22,29577211019
2022-08-23,29098926772
2022-08-24,29387595371
2022-08-25,29820598269
2022-08-26,29309768052
2022-08-29,29055060465
2022-08-30,28452252510
2022-08-31,28121132646
2022-09-01,28433856962
2022-09-02,28244241314
2022-09-06,28650358411
2022-09-07,29025344580
2022-09-08,28790447583
2022-09-09,28562625797
2022-09-12,28306503168
2022-09-13,27522569817
2022-09-14,27119282804
2022-09-15,26411761729
2022-09-16,26063661360
2022-09-19,25797633436
2022-09-20,25340574822
2022-09-21,25083037150
2022-09-22,24692485517
2022-09-23,24442023056
2022-09-26,24024585622
2022-09-27,23626958778
2022-09-28,24150524374
2022-09-29,23890156618
2022-09-30,23129536324
2022-10-03,23248726222
2022-10-04,24034843865
2022-10-05,23852710987
2022-10-06,23049183583
2022-10-07,22119770219
2022-10-10,22180034775
2022-10-11,22528229983
2022-10-12,22338061831
2022-10-13,22336722618
2022-10-14,21535873639
2022-10-17,22486714400
2022-10-18,22884460465
2022-10-19,22220211145
2022-10-20,22201462172
2022-10-21,22225567994
2022-10-24,22098342822
2022-10-25,23217924338
2022-10-26,22959456356
2022-10-27,23017042487
2022-10-28,23933063728
2022-10-31,23762983760
2022-11-01,23823248316
2022-11-02,21221158739
2022-11-03,20657350344
2022-11-04,20606460275
2022-11-07,20356027568
2022-11-08,20591728939
2022-11-09,20306476711
2022-11-10,21841214053
2022-11-11,21203748979
2022-11-14,20668064043
2022-11-15,20737703084
2022-11-16,21016259251
2022-11-17,20797967640
2022-11-18,21178303944
2022-11-21,21104647266
2022-11-22,20990814217
2022-11-23,20957333908
2022-11-25,20840822435
2022-11-28,20429684246
2022-11-29,20559587843
2022-11-30,21519803091
2022-12-01,21434093501
2022-12-02,21293476206
2022-12-05,21005545552
2022-12-06,20897069353
2022-12-07,21047061135
2022-12-08,21087237505
2022-12-09,20969386819
2022-12-12,21242586137
2022-12-13,21111343327
2022-12-14,20893051716
2022-12-15,20840822435
2022-12-16,19994440236
2022-12-19,19647584240
2022-12-20,19551160951
2022-12-21,19682403760
2022-12-22,19563213862
2022-12-23,19674368486
2022-12-27,19758738864
2022-12-28,19462772937
2022-12-29,19955603078
2022-12-30,19710527220
2023-01-03,19408631581
2023-01-04,19432843610
2023-01-05,18971469943
2023-01-06,19369623312
2023-01-09,19813510512
2023-01-10,19703211269
2023-01-11,20690524012
2023-01-12,20729532282
2023-01-13,20432262368
2023-01-17,20593675896
2023-01-18,20286990193
2023-01-19,20176690950
2023-01-20,20299096208
2023-01-23,20348865379
2023-01-24,20457819510
2023-01-25,20409395452
2023-01-26,21017386406
2023-01-27,21197631512
2023-01-30,20580224769
2023-01-31,21229914217
2023-02-01,21311966094
2023-02-02,22209156285
2023-02-03,21942823964
2023-02-06,22596548751
2023-02-07,22550814918
2023-02-08,22370569812
2023-02-09,22284482597
2023-02-10,21757198407
2023-02-13,21915921709
2023-02-14,21516423229
2023-02-15,21815038255
2023-02-16,21365770603
2023-02-17,21385947294
2023-02-21,21322726995
2023-02-22,20755089423
2023-02-23,21338868348
2023-02-24,21628067585
2023-02-27,21774684873
2023-02-28,22147281099
2023-03-01,22014114939
2023-03-02,22452621689
2023-03-03,22747201377
2023-03-06,22499700634
2023-03-07,22030256291
2023-03-08,22024875841
2023-03-09,21576953301
2023-03-10,20654205969
2023-03-13,21197631512
2023-03-14,21168039032
2023-03-15,21196286399
2023-03-16,21516423229
2023-03-17,21457238268
2023-03-20,21567537512
2023-03-21,21341558574
2023-03-22,20114815764
2023-03-23,20078497720
2023-03-24,20607127023
2023-03-27,20627303714
2023-03-28,20330033801
2023-03-29,20938024755
2023-03-30,21364425490
2023-03-31,21968215559
2023-04-03,20832928166
2023-04-04,21596078599
2023-04-05,21575853764
2023-04-06,21949339047
2023-04-10,22142149139
2023-04-11,22204171965
2023-04-12,22034283353
2023-04-13,21410010119
2023-04-14,20913827505
2023-04-17,21075626183
2023-04-18,20896299315
2023-04-19,20638769752
2023-04-20,20483712685
2023-04-21,20381240189
2023-04-24,20524162355
2023-04-25,20270677758
2023-04-26,20142587138
2023-04-27,20375846899
2023-04-28,20499892553
2023-05-01,20548432156
2023-05-02,20387981800
2023-05-03,19855394484
2023-05-04,20331352263
2023-05-05,20863939579
2023-05-08,21165963779
2023-05-09,21091806051
2023-05-10,21141693977
2023-05-11,20571353636
2023-05-12,20702140901
2023-05-15,20524162355
2023-05-16,20106182435
2023-05-17,20116969014
2023-05-18,20114272369
2023-05-19,19968653559
2023-05-22,20042811286
2023-05-23,19967305236
2023-05-24,19747528698
2023-05-25,19603258210
2023-05-26,19763708566
2023-05-30,19708427351
2023-05-31,19452246110
2023-06-01,19329548779
2023-06-02,19692247483
2023-06-05,19475167590
2023-06-06,19324155490
2023-06-07,20157418684
2023-06-08,19705730706
2023-06-09,19483257524
2023-06-12,19600561565
2023-06-13,19670674326
2023-06-14,19324155490
2023-06-15,19655842780
2023-06-16,19588426664
2023-06-20,19388874961
2023-06-21,19686854194
2023-06-22,19309323944
2023-06-23,19140783654
2023-06-26,19646404524
