,HRL
2009-04-13,4253736960
2009-04-14,4210769920
2009-04-15,4264478720
2009-04-16,4280591360
2009-04-17,4307445760
2009-04-20,4248366080
2009-04-21,4242995200
2009-04-22,4173173760
2009-04-23,4183915520
2009-04-24,4114094080
2009-04-27,4027650000
2009-04-28,4081352000
2009-04-29,4135054000
2009-04-30,4199496400
2009-05-01,4204866600
2009-05-04,4253198400
2009-05-05,4210236800
2009-05-06,4210236800
2009-05-07,4215607000
2009-05-08,4290789800
2009-05-11,4237087800
2009-05-12,4344491800
2009-05-13,4355232200
2009-05-14,4355232200
2009-05-15,4376713000
2009-05-18,4414304400
2009-05-19,4446525600
2009-05-20,4425044800
2009-05-21,4516338200
2009-05-22,4596891200
2009-05-26,4661333600
2009-05-27,4602261400
2009-05-28,4650593200
2009-05-29,4666703800
2009-06-01,4731146200
2009-06-02,4790218400
2009-06-03,4747256800
2009-06-04,4715035600
2009-06-05,4709665400
2009-06-08,4709665400
2009-06-09,4704295200
2009-06-10,4623742200
2009-06-11,4693554800
2009-06-12,4715035600
2009-06-15,4639852800
2009-06-16,4553929600
2009-06-17,4553929600
2009-06-18,4613001800
2009-06-19,4629112400
2009-06-22,4537819000
2009-06-23,4580780600
2009-06-24,4586150800
2009-06-25,4613001800
2009-06-26,4629112400
2009-06-29,4677444200
2009-06-30,4634482600
2009-07-01,4757997200
2009-07-02,4634482600
2009-07-06,4666703800
2009-07-07,4639852800
2009-07-08,4591521000
2009-07-09,4580780600
2009-07-10,4629112400
2009-07-13,4655963400
2009-07-14,4634482600
2009-07-15,4661333600
2009-07-16,4715035600
2009-07-17,4645223000
2009-07-20,4731146200
2009-07-21,4715035600
2009-07-22,4741886600
2009-07-23,4838550200
2009-07-24,4817069400
2009-07-27,4813459600
2009-07-28,4829540200
2009-07-29,4829540200
2009-07-30,4850981000
2009-07-31,4813459600
2009-08-03,4840260600
2009-08-04,4867061600
2009-08-05,4824180000
2009-08-06,4813459600
2009-08-07,4840260600
2009-08-10,5118991000
2009-08-11,5092190000
2009-08-12,5081469600
2009-08-13,4995706400
2009-08-14,5011787000
2009-08-17,4942104400
2009-08-18,4909943200
2009-08-19,4990346200
2009-08-20,5017147200
2009-08-21,5092190000
2009-08-24,5011787000
2009-08-25,4995706400
2009-08-26,4974265600
2009-08-27,4979625800
2009-08-28,4942104400
2009-08-31,4952824800
2009-09-01,4942104400
2009-09-02,4909943200
2009-09-03,4915303400
2009-09-04,4942104400
2009-09-08,5011787000
2009-09-09,4984986000
2009-09-10,4979625800
2009-09-11,5022507400
2009-09-14,5033227800
2009-09-15,5017147200
2009-09-16,4952824800
2009-09-17,4931384000
2009-09-18,4979625800
2009-09-21,4979625800
2009-09-22,4952824800
2009-09-23,4968905400
2009-09-24,4909943200
2009-09-25,4824180000
2009-09-28,4829540200
2009-09-29,4781298400
2009-09-30,4759857600
2009-10-01,4749137200
2009-10-02,4754497400
2009-10-05,4684814800
2009-10-06,4700895400
2009-10-07,4738416800
2009-10-08,4743777000
2009-10-09,4722336200
2009-10-12,4716976000
2009-10-13,4727696400
2009-10-14,4738416800
2009-10-15,4792018800
2009-10-16,4834900400
2009-10-19,4893862600
2009-10-20,4904583000
2009-10-21,4856341200
2009-10-22,4867061600
2009-10-23,4867061600
2009-10-26,4846608920
2009-10-27,4905388080
2009-10-28,4851952480
2009-10-29,4953480120
2009-10-30,4873326720
2009-11-02,4926762320
2009-11-03,4964167240
2009-11-04,4948136560
2009-11-05,4990885040
2009-11-06,5017602840
2009-11-09,5081725560
2009-11-10,5124474040
2009-11-11,5087069120
2009-11-12,5097756240
2009-11-13,5124474040
2009-11-16,5151191840
2009-11-17,5156535400
2009-11-18,5145848280
2009-11-19,5124474040
2009-11-20,5113786920
2009-11-23,5193940320
2009-11-24,5108443360
2009-11-25,5087069120
2009-11-27,5017602840
2009-11-30,5012259280
2009-12-01,5108443360
2009-12-02,5108443360
2009-12-03,5087069120
2009-12-04,5129817600
2009-12-07,5204627440
2009-12-08,5145848280
2009-12-09,5129817600
2009-12-10,5145848280
2009-12-11,5156535400
2009-12-14,5119130480
2009-12-15,5071038440
2009-12-16,5060351320
2009-12-17,5022946400
2009-12-18,5038977080
2009-12-21,5049664200
2009-12-22,5087069120
2009-12-23,5081725560
2009-12-24,5177909640
2009-12-28,5188596760
2009-12-29,5188596760
2009-12-30,5177909640
2009-12-31,5135161160
2010-01-04,5113786920
2010-01-05,5140504720
2010-01-06,5113786920
2010-01-07,5087069120
2010-01-08,5087069120
2010-01-11,5097756240
2010-01-12,5145848280
2010-01-13,5177909640
2010-01-14,5177909640
2010-01-15,5151191840
2010-01-19,5193940320
2010-01-20,5145848280
2010-01-21,5151191840
2010-01-22,5156535400
2010-01-25,5156689800
2010-01-26,5162033520
2010-01-27,5199439560
2010-01-28,5167377240
2010-01-29,5172720960
2010-02-01,5226158160
2010-02-02,5295626520
2010-02-03,5268907920
2010-02-04,5188752120
2010-02-05,5210127000
2010-02-08,5194095840
2010-02-09,5242189320
2010-02-10,5290282800
2010-02-11,5317001400
2010-02-12,5295626520
2010-02-16,5375782320
2010-02-17,5423875800
2010-02-18,5648312040
2010-02-19,5546781360
2010-02-22,5557468800
2010-02-23,5504031600
2010-02-24,5536093920
2010-02-25,5498687880
2010-02-26,5493344160
2010-03-01,5520062760
2010-03-02,5589531120
2010-03-03,5530750200
2010-03-04,5584187400
2010-03-05,5589531120
2010-03-08,5568156240
2010-03-09,5568156240
2010-03-10,5562812520
2010-03-11,5552125080
2010-03-12,5514719040
2010-03-15,5520062760
2010-03-16,5530750200
2010-03-17,5552125080
2010-03-18,5552125080
2010-03-19,5530750200
2010-03-22,5557468800
2010-03-23,5589531120
2010-03-24,5594874840
2010-03-25,5568156240
2010-03-26,5605562280
2010-03-29,5669686920
2010-03-30,5637624600
2010-03-31,5610906000
2010-04-01,5632280880
2010-04-05,5600218560
2010-04-06,5584187400
2010-04-07,5578843680
2010-04-08,5552125080
2010-04-09,5578843680
2010-04-12,5584187400
2010-04-13,5605562280
2010-04-14,5605562280
2010-04-15,5621593440
2010-04-16,5589531120
2010-04-19,5589531120
2010-04-20,5578843680
2010-04-21,5546781360
2010-04-22,5370438600
2010-04-23,5349063720
2010-04-26,5200167040
2010-04-27,5221479200
2010-04-28,5280087640
2010-04-29,5407960600
2010-04-30,5429272760
2010-05-03,5450584920
2010-05-04,5370664320
2010-05-05,5434600800
2010-05-06,5360008240
2010-05-07,5360008240
2010-05-10,5487881200
2010-05-11,5466569040
2010-05-12,5498537280
2010-05-13,5493209240
2010-05-14,5461241000
2010-05-17,5530505520
2010-05-18,5567801800
2010-05-19,5418616680
2010-05-20,5354680200
2010-05-21,5322711960
2010-05-24,5322711960
2010-05-25,5264103520
2010-05-26,5280087640
2010-05-27,5317383920
2010-05-28,5301399800
2010-06-01,5338696080
2010-06-02,5429272760
2010-06-03,5487881200
2010-06-04,5397304520
2010-06-07,5375992360
2010-06-08,5439928840
2010-06-09,5445256880
2010-06-10,5541161600
2010-06-11,5530505520
2010-06-14,5567801800
2010-06-15,5615754160
2010-06-16,5567801800
2010-06-17,5679690640
2010-06-18,5615754160
2010-06-21,5578457880
2010-06-22,5541161600
2010-06-23,5621082200
2010-06-24,5594442000
2010-06-25,5535833560
2010-06-28,5583785920
2010-06-29,5493209240
2010-06-30,5391976480
2010-07-01,5471897080
2010-07-02,5482553160
2010-07-06,5530505520
2010-07-07,5573129840
2010-07-08,5599770040
2010-07-09,5621082200
2010-07-12,5599770040
2010-07-13,5690346720
2010-07-14,5695674760
2010-07-15,5701002800
2010-07-16,5605098080
2010-07-19,5615754160
2010-07-20,5695674760
2010-07-21,5589113960
2010-07-22,5647722400
2010-07-23,5695674760
2010-07-26,5850240760
2010-07-27,5839594280
2010-07-28,5743775960
2010-07-29,5685220320
2010-07-30,5711836520
2010-08-02,5754422440
2010-08-03,5727806240
2010-08-04,5759745680
2010-08-05,5722483000
2010-08-06,5706513280
2010-08-09,5743775960
2010-08-10,5802331600
2010-08-11,5690543560
2010-08-12,5679897080
2010-08-13,5706513280
2010-08-16,5711836520
2010-08-17,5781038640
2010-08-18,5802331600
2010-08-19,5770392160
2010-08-20,5786361880
2010-08-23,5818301320
2010-08-24,5770392160
2010-08-25,5695866800
2010-08-26,5727806240
2010-08-27,5738452720
2010-08-30,5685220320
2010-08-31,5743775960
2010-09-01,5802331600
2010-09-02,5855564000
2010-09-03,5898149920
2010-09-07,5834271040
2010-09-08,5866210480
2010-09-09,5876856960
2010-09-10,5930089360
2010-09-13,5914119640
2010-09-14,5924766120
2010-09-15,5924766120
2010-09-16,5892826680
2010-09-17,5876856960
2010-09-20,5908796400
2010-09-21,5924766120
2010-09-22,5914119640
2010-09-23,5903473160
2010-09-24,5967352040
2010-09-27,5935412600
2010-09-28,5956705560
2010-09-29,5914119640
2010-09-30,5935412600
2010-10-01,5946059080
2010-10-04,5935412600
2010-10-05,6020584440
2010-10-06,6052523880
2010-10-07,6009937960
2010-10-08,6031230920
2010-10-11,5972675280
2010-10-12,5892826680
2010-10-13,5962028800
2010-10-14,5999291480
2010-10-15,5983321760
2010-10-18,5972675280
2010-10-19,5940735840
2010-10-20,5946059080
2010-10-21,5956705560
2010-10-22,5993968240
2010-10-25,5999291480
2010-10-26,6004614720
2010-10-27,5988645000
2010-10-28,6009937960
2010-10-29,6111079520
2010-11-01,6088230400
2010-11-02,6098892800
2010-11-03,6104224000
2010-11-04,6114886400
2010-11-05,6125548800
2010-11-08,6098892800
2010-11-09,6098892800
2010-11-10,6114886400
2010-11-11,6109555200
2010-11-12,6088230400
2010-11-15,6146873600
2010-11-16,6077568000
2010-11-17,6114886400
2010-11-18,6248166400
2010-11-19,6349459200
2010-11-22,6386777600
2010-11-23,6552044800
2010-11-24,6530720000
2010-11-26,6605356800
2010-11-29,6546713600
2010-11-30,6541382400
2010-12-01,6648006400
2010-12-02,6632012800
2010-12-03,6621350400
2010-12-06,6621350400
2010-12-07,6653337600
2010-12-08,6648006400
2010-12-09,6695987200
2010-12-10,6749299200
2010-12-13,6807942400
2010-12-14,6839929600
2010-12-15,6882579200
2010-12-16,6850592000
2010-12-17,6871916800
2010-12-20,6898572800
2010-12-21,6861254400
2010-12-22,6877248000
2010-12-23,6903904000
2010-12-27,6866585600
2010-12-28,6887910400
2010-12-29,6882579200
2010-12-30,6829267200
2010-12-31,6829267200
2011-01-03,6818604800
2011-01-04,6754630400
2011-01-05,6642675200
2011-01-06,6632012800
2011-01-07,6621350400
2011-01-10,6648006400
2011-01-11,6733305600
2011-01-12,6727974400
2011-01-13,6717312000
2011-01-14,6717312000
2011-01-18,6770624000
2011-01-19,6743968000
2011-01-20,6759961600
2011-01-21,6765292800
2011-01-24,6770624000
2011-01-25,6706649600
2011-01-26,6770624000
2011-01-27,6727974400
2011-01-28,6621350400
2011-01-31,6600012900
2011-02-01,6637421880
2011-02-02,6594668760
2011-02-03,6706895700
2011-02-04,6760337100
2011-02-07,6749648820
2011-02-08,6803090220
2011-02-09,6813778500
2011-02-10,6797746080
2011-02-11,6856531620
2011-02-14,6899284740
2011-02-15,6909973020
2011-02-16,6990135120
2011-02-17,7086329640
2011-02-18,7193212440
2011-02-22,7305439380
2011-02-23,7150459320
2011-02-24,7166491740
2011-02-25,7251997980
2011-02-28,7321471800
2011-03-01,7235965560
2011-03-02,7273374540
2011-03-03,7380257340
2011-03-04,7326815940
2011-03-07,7251997980
2011-03-08,7364224920
2011-03-09,7423010460
2011-03-10,7369569060
2011-03-11,7412322180
2011-03-14,7364224920
2011-03-15,7273374540
2011-03-16,7193212440
2011-03-17,7230621420
2011-03-18,7385601480
2011-03-21,7460419440
2011-03-22,7364224920
2011-03-23,7326815940
2011-03-24,7364224920
2011-03-25,7497828420
2011-03-28,7444387020
2011-03-29,7508516700
2011-03-30,7471107720
2011-03-31,7439042880
2011-04-01,7545925680
2011-04-04,7503172560
2011-04-05,7481796000
2011-04-06,7471107720
2011-04-07,7439042880
2011-04-08,7412322180
2011-04-11,7374913200
2011-04-12,7380257340
2011-04-13,7588678800
2011-04-14,7583334660
2011-04-15,7636776060
2011-04-18,7556613960
2011-04-19,7567302240
2011-04-20,7604711220
2011-04-21,7604711220
2011-04-25,7572646380
2011-04-26,7684873320
2011-04-27,7749003000
2011-04-28,7818476820
2011-04-29,7861229940
2011-05-02,7847595000
2011-05-03,7847595000
2011-05-04,7778194500
2011-05-05,7703455500
2011-05-06,7740825000
2011-05-09,7762179000
2011-05-10,7799548500
2011-05-11,7740825000
2011-05-12,7954365000
2011-05-13,7965042000
2011-05-16,7900980000
2011-05-17,7959703500
2011-05-18,8034442500
2011-05-19,8077150500
2011-05-20,8029104000
2011-05-23,8023765500
2011-05-24,8013088500
2011-05-25,7634055000
2011-05-26,7730148000
2011-05-27,7751502000
2011-05-31,7831579500
2011-06-01,7815564000
2011-06-02,7708794000
2011-06-03,7569993000
2011-06-06,7591347000
2011-06-07,7580670000
2011-06-08,7703455500
2011-06-09,7692778500
2011-06-10,7580670000
2011-06-13,7623378000
2011-06-14,7719471000
2011-06-15,7602024000
2011-06-16,7714132500
2011-06-17,7730148000
2011-06-20,7778194500
2011-06-21,7874287500
2011-06-22,7852933500
2011-06-23,7778194500
2011-06-24,7778194500
2011-06-27,7815564000
2011-06-28,7874287500
2011-06-29,7938349500
2011-06-30,7959703500
2011-07-01,8029104000
2011-07-05,8023765500
2011-07-06,8082489000
2011-07-07,7970380500
2011-07-08,7986396000
2011-07-11,7826241000
2011-07-12,7874287500
2011-07-13,7868949000
2011-07-14,7900980000
2011-07-15,7943688000
2011-07-18,7868949000
2011-07-19,8045119500
2011-07-20,7975719000
2011-07-21,8109181500
2011-07-22,8082489000
2011-07-25,8061135000
2011-07-26,7991734500
2011-07-27,7820902500
2011-07-28,7799548500
2011-07-29,7735486500
2011-08-01,7592463900
2011-08-02,7491796200
2011-08-03,7581867300
2011-08-04,7221582900
2011-08-05,7396426800
2011-08-08,7089125400
2011-08-09,7232179500
2011-08-10,7078528800
2011-08-11,7216284600
2011-08-12,7332847200
2011-08-15,7465304700
2011-08-16,7518287700
2011-08-17,7576569000
2011-08-18,7428216600
2011-08-19,7338145500
2011-08-22,7412321700
2011-08-23,7507691100
2011-08-24,7534182600
2011-08-25,6983159400
2011-08-26,7094423700
2011-08-29,7295759100
2011-08-30,7285162500
2011-08-31,7316952300
2011-09-01,7253372700
2011-09-02,7184494800
2011-09-06,7094423700
2011-09-07,7242776100
2011-09-08,7301057400
2011-09-09,7094423700
2011-09-12,7126213500
2011-09-13,7173898200
2011-09-14,7338145500
2011-09-15,7343443800
2011-09-16,7417620000
2011-09-19,7348742100
2011-09-20,7375233600
2011-09-21,7205688000
2011-09-22,7089125400
2011-09-23,7120915200
2011-09-26,7253372700
2011-09-27,7343443800
2011-09-28,7062633900
2011-09-29,7205688000
2011-09-30,7158003300
2011-10-03,7030844100
2011-10-04,7210986300
2011-10-05,7258671000
2011-10-06,7449409800
2011-10-07,7465304700
2011-10-10,7565972400
2011-10-11,7597762200
2011-10-12,7624253700
2011-10-13,7629552000
2011-10-14,7645446900
2011-10-17,7544779200
2011-10-18,7682535000
2011-10-19,7528884300
2011-10-20,7576569000
2011-10-21,7814992500
2011-10-24,7746114600
2011-10-25,7640148600
2011-10-26,7693131600
2011-10-27,7926256800
2011-10-28,7936853400
2011-10-31,7781128080
2011-11-01,7606923720
2011-11-02,7717781040
2011-11-03,7839196200
2011-11-04,7786407000
2011-11-07,7865590800
2011-11-08,7907822160
2011-11-09,7654434000
2011-11-10,7749454560
2011-11-11,7812801600
2011-11-14,7770570240
2011-11-15,7897264320
2011-11-16,7807522680
2011-11-17,7728338880
2011-11-18,7723059960
2011-11-21,7612202640
2011-11-22,7606923720
2011-11-23,7459113960
2011-11-25,7575250200
2011-11-28,7617481560
2011-11-29,7728338880
2011-11-30,7950053520
2011-12-01,7897264320
2011-12-02,7654434000
2011-12-05,7712502120
2011-12-06,7812801600
2011-12-07,7786407000
2011-12-08,7680828600
2011-12-09,7807522680
2011-12-12,7664991840
2011-12-13,7633318320
2011-12-14,7548855600
2011-12-15,7617481560
2011-12-16,7548855600
2011-12-19,7559413440
2011-12-20,7633318320
2011-12-21,7728338880
2011-12-22,7728338880
2011-12-23,7781128080
2011-12-27,7796964840
2011-12-28,7712502120
2011-12-29,7765291320
2011-12-30,7728338880
2012-01-03,7701944280
2012-01-04,7675549680
2012-01-05,7617481560
2012-01-06,7654434000
2012-01-09,7654434000
2012-01-10,7728338880
2012-01-11,7701944280
2012-01-12,7738896720
2012-01-13,7649155080
2012-01-17,7717781040
2012-01-18,7723059960
2012-01-19,7728338880
2012-01-20,7723059960
2012-01-23,7765291320
2012-01-24,7802243760
2012-01-25,7812801600
2012-01-26,7807522680
2012-01-27,7664991840
2012-01-30,7570879200
2012-01-31,7586695800
2012-02-01,7639417800
2012-02-02,7649962200
2012-02-03,7702684200
2012-02-06,7660506600
2012-02-07,7665778800
2012-02-08,7676323200
2012-02-09,7750134000
2012-02-10,7639417800
2012-02-13,7607784600
2012-02-14,7623601200
2012-02-15,7639417800
2012-02-16,7681595400
2012-02-17,7692139800
2012-02-21,7681595400
2012-02-22,7655234400
2012-02-23,7486524000
2012-02-24,7586695800
2012-02-27,7549790400
2012-02-28,7507612800
2012-02-29,7507612800
2012-03-01,7475979600
2012-03-02,7486524000
2012-03-05,7512885000
2012-03-06,7444346400
2012-03-07,7502340600
2012-03-08,7523429400
2012-03-09,7576151400
2012-03-12,7576151400
2012-03-13,7655234400
2012-03-14,7549790400
2012-03-15,7565607000
2012-03-16,7581423600
2012-03-19,7618329000
2012-03-20,7623601200
2012-03-21,7639417800
2012-03-22,7644690000
2012-03-23,7671051000
2012-03-26,7744861800
2012-03-27,7755406200
2012-03-28,7765950600
2012-03-29,7792311600
2012-03-30,7781767200
2012-04-02,7808128200
2012-04-03,7771222800
2012-04-04,7681595400
2012-04-05,7697412000
2012-04-09,7613056800
2012-04-10,7486524000
2012-04-11,7481251800
2012-04-12,7449618600
2012-04-13,7381080000
2012-04-16,7428529800
2012-04-17,7497068400
2012-04-18,7460163000
2012-04-19,7470707400
2012-04-20,7539246000
2012-04-23,7439074200
2012-04-24,7481251800
2012-04-25,7523429400
2012-04-26,7613056800
2012-04-27,7649962200
2012-04-30,7653212540
2012-05-01,7632143820
2012-05-02,7621609460
2012-05-03,7568937660
2012-05-04,7563670480
2012-05-07,7616342280
2012-05-08,7653212540
2012-05-09,7711151520
2012-05-10,7700617160
2012-05-11,7669014080
2012-05-14,7695349980
2012-05-15,7748021780
2012-05-16,7805960760
2012-05-17,7753288960
2012-05-18,7737487420
2012-05-21,7711151520
2012-05-22,7690082800
2012-05-23,7769090500
2012-05-24,7821762300
2012-05-25,7937640260
2012-05-29,7969243340
2012-05-30,7911304360
2012-05-31,7879701280
2012-06-01,7732220240
2012-06-04,7742754600
2012-06-05,7711151520
2012-06-06,7805960760
2012-06-07,7784892040
2012-06-08,7837563840
2012-06-11,7795426400
2012-06-12,7805960760
2012-06-13,7774357680
2012-06-14,7763823320
2012-06-15,7821762300
2012-06-18,7932373080
2012-06-19,7969243340
2012-06-20,7842831020
2012-06-21,7705884340
2012-06-22,7705884340
2012-06-25,7669014080
2012-06-26,7658479720
2012-06-27,7769090500
2012-06-28,7816495120
2012-06-29,8011380780
2012-07-02,8079854120
2012-07-03,8053518220
2012-07-05,7985044880
2012-07-06,7890235640
2012-07-09,7737487420
2012-07-10,7616342280
2012-07-11,7658479720
2012-07-12,7542601760
2012-07-13,7595273560
2012-07-16,7542601760
2012-07-17,7532067400
2012-07-18,7584739200
2012-07-19,7542601760
2012-07-20,7453059700
2012-07-23,7395120720
2012-07-24,7352983280
2012-07-25,7342448920
2012-07-26,7368784820
2012-07-27,7479395600
2012-07-30,7420420780
2012-07-31,7341536080
2012-08-01,7273169340
2012-08-02,7225838520
2012-08-03,7362572000
2012-08-06,7294205260
2012-08-07,7304723220
2012-08-08,7409902820
2012-08-09,7430938740
2012-08-10,7441456700
2012-08-13,7420420780
2012-08-14,7467751600
2012-08-15,7509823440
2012-08-16,7467751600
2012-08-17,7530859360
2012-08-20,7488787520
2012-08-21,7494046500
2012-08-22,7473010580
2012-08-23,7578190180
2012-08-24,7567672220
2012-08-27,7530859360
2012-08-28,7567672220
2012-08-29,7551895280
2012-08-30,7494046500
2012-08-31,7551895280
2012-09-04,7604485080
2012-09-05,7520341400
2012-09-06,7620262020
2012-09-07,7636038960
2012-09-10,7641297940
2012-09-11,7646556920
2012-09-12,7636038960
2012-09-13,7678110800
2012-09-14,7620262020
2012-09-17,7672851820
2012-09-18,7688628760
2012-09-19,7725441620
2012-09-20,7735959580
2012-09-21,7688628760
2012-09-24,7720182640
2012-09-25,7636038960
2012-09-26,7646556920
2012-09-27,7683369780
2012-09-28,7688628760
2012-10-01,7767513460
2012-10-02,7825362240
2012-10-03,7772772440
2012-10-04,7730700600
2012-10-05,7746477540
2012-10-08,7714923660
2012-10-09,7636038960
2012-10-10,7636038960
2012-10-11,7657074880
2012-10-12,7583449160
2012-10-15,7641297940
2012-10-16,7725441620
2012-10-17,7793808360
2012-10-18,7756995500
2012-10-19,7599226100
2012-10-22,7604485080
2012-10-23,7530859360
2012-10-24,7520341400
2012-10-25,7699146720
2012-10-26,7714923660
2012-10-31,7796905760
2012-11-01,7934156640
2012-11-02,7854973440
2012-11-05,7886646720
2012-11-06,7939435520
2012-11-07,7854973440
2012-11-08,7812742400
2012-11-09,7818021280
2012-11-12,7902483360
2012-11-13,7992224320
2012-11-14,7986945440
2012-11-15,8081965280
2012-11-16,8150590720
2012-11-19,8261447200
2012-11-20,7934156640
2012-11-21,8034455360
2012-11-23,8087244160
2012-11-26,8050292000
2012-11-27,8066128640
2012-11-28,8108359680
2012-11-29,8140032960
2012-11-30,8182264000
2012-12-03,8182264000
2012-12-04,8176985120
2012-12-05,8187542880
2012-12-06,8187542880
2012-12-07,8192821760
2012-12-10,8140032960
2012-12-11,8198100640
2012-12-12,8198100640
2012-12-13,8224495040
2012-12-14,8208658400
2012-12-17,8287841600
2012-12-18,8324793760
2012-12-19,8272004960
2012-12-20,8277283840
2012-12-21,8182264000
2012-12-24,8198100640
2012-12-26,8108359680
2012-12-27,8108359680
2012-12-28,8097801920
2012-12-31,8240331680
2013-01-02,8446208000
2013-01-03,8762940800
2013-01-04,9058558080
2013-01-07,9011048160
2013-01-08,9058558080
2013-01-09,9106068000
2013-01-10,9106068000
2013-01-11,9106068000
2013-01-14,9069115840
2013-01-15,9095510240
2013-01-16,9084952480
2013-01-17,9100789120
2013-01-18,9158856800
2013-01-22,9206366720
2013-01-23,9216924480
2013-01-24,9311944320
2013-01-25,9327780960
2013-01-28,9307461520
2013-01-29,9270380000
2013-01-30,9243893200
2013-01-31,9169730160
2013-02-01,9381624560
2013-02-04,9296866800
2013-02-05,9381624560
2013-02-06,9413408720
2013-02-07,9424003440
2013-02-08,9492869120
2013-02-11,9439895520
2013-02-12,9439895520
2013-02-13,9492869120
2013-02-14,9508761200
2013-02-15,9556437440
2013-02-19,9678276720
2013-02-20,9567032160
2013-02-21,9667682000
2013-02-22,9837197520
2013-02-25,9683574080
2013-02-26,9800116000
2013-02-27,9895468480
2013-02-28,9906063200
2013-03-01,9927252640
2013-03-04,10059686640
2013-03-05,10112660240
2013-03-06,10086173440
2013-03-07,10139147040
2013-03-08,10208012720
2013-03-11,10208012720
2013-03-12,10218607440
2013-03-13,10441096560
2013-03-14,10324554640
2013-03-15,10404015040
2013-03-18,10329852000
2013-03-19,10472880720
2013-03-20,10536449040
2013-03-21,10425204480
2013-03-22,10504664880
2013-03-25,10504664880
2013-03-26,10631801520
2013-03-27,10631801520
2013-03-28,10944345760
2013-04-01,10785424960
2013-04-02,10859588000
2013-04-03,10716559280
2013-04-04,10716559280
2013-04-05,10621206800
2013-04-08,10674180400
2013-04-09,10642396240
2013-04-10,10764235520
2013-04-11,10796019680
2013-04-12,10838398560
2013-04-15,10700667200
2013-04-16,10875480080
2013-04-17,10833101200
2013-04-18,10790722320
2013-04-19,10917858960
2013-04-22,10896669520
2013-04-23,11087374480
2013-04-24,10923156320
2013-04-25,10965535200
2013-04-26,10917858960
2013-04-29,10912310200
2013-04-30,10922894400
2013-05-01,10896433900
2013-05-02,11118702100
2013-05-03,11044612700
2013-05-06,10959939100
2013-05-07,11034028500
2013-05-08,10954647000
2013-05-09,10917602300
2013-05-10,10975815400
2013-05-13,11129286300
2013-05-14,11351554500
2013-05-15,11388599200
2013-05-16,11282757200
2013-05-17,11298633500
2013-05-20,11251004600
2013-05-21,11277465100
2013-05-22,11219252000
2013-05-23,10917602300
2013-05-24,10991691700
2013-05-28,11028736400
2013-05-29,10806468200
2013-05-30,10727086700
2013-05-31,10536571100
2013-06-03,10525986900
2013-06-04,10531279000
2013-06-05,10335471300
2013-06-06,10287842400
2013-06-07,10478358000
2013-06-10,10483650100
2013-06-11,10488942200
2013-06-12,10451897500
2013-06-13,10536571100
2013-06-14,10621244700
2013-06-17,10753547200
2013-06-18,10372516000
2013-06-19,10282550300
2013-06-20,9954440100
2013-06-21,10028529500
2013-06-24,10049697900
2013-06-25,10081450500
2013-06-26,10197876700
2013-06-27,10224337200
2013-06-28,10208460900
2013-07-01,10393684400
2013-07-02,10319595000
2013-07-03,10208460900
2013-07-05,10351347600
2013-07-08,10473065900
2013-07-09,10525986900
2013-07-10,10525986900
2013-07-11,10748255100
2013-07-12,10843512900
2013-07-15,10907018100
2013-07-16,10959939100
2013-07-17,10891141800
2013-07-18,10880557600
2013-07-19,10949354900
2013-07-22,10922894400
2013-07-23,10959939100
2013-07-24,10891141800
2013-07-25,10933478600
2013-07-26,10965231200
2013-07-29,11145150720
2013-07-30,11102934240
2013-07-31,11176813080
2013-08-01,11340401940
2013-08-02,11356233120
2013-08-05,11398449600
2013-08-06,11445943140
2013-08-07,11377341360
2013-08-08,11398449600
2013-08-09,11398449600
2013-08-12,11451220200
2013-08-13,11562038460
2013-08-14,11456497260
2013-08-15,11277077220
2013-08-16,11287631340
2013-08-19,11208475440
2013-08-20,11287631340
2013-08-21,11113488360
2013-08-22,11282354280
2013-08-23,11271800160
2013-08-26,11076548940
2013-08-27,10902405960
2013-08-28,10796864760
2013-08-29,10907683020
2013-08-30,10928791260
2013-09-03,10886574780
2013-09-04,11060717760
2013-09-05,11034332460
2013-09-06,11139873660
2013-09-09,11150427780
2013-09-10,11197921320
2013-09-11,11287631340
2013-09-12,11266523100
2013-09-13,11287631340
2013-09-16,11377341360
2013-09-17,11409003720
2013-09-18,11641194360
2013-09-19,11598977880
2013-09-20,11556761400
2013-09-23,11467051380
2013-09-24,11382618420
2013-09-25,11250691920
2013-09-26,11261246040
2013-09-27,11155704840
2013-09-30,11113488360
2013-10-01,11192644260
2013-10-02,11139873660
2013-10-03,11013224220
2013-10-04,11092380120
2013-10-07,11023778340
2013-10-08,10971007740
2013-10-09,11029055400
2013-10-10,11308739580
2013-10-11,11372064300
2013-10-14,11340401940
2013-10-15,11245414860
2013-10-16,11409003720
2013-10-17,11445943140
2013-10-18,11361510180
2013-10-21,11319293700
2013-10-22,11472328440
2013-10-23,11535653160
2013-10-24,11546207280
2013-10-25,11509267860
2013-10-28,11489037120
2013-10-29,11636738240
2013-10-30,11525962400
2013-10-31,11462661920
2013-11-01,11436286720
2013-11-04,11388811360
2013-11-05,11478487040
2013-11-06,11573437760
2013-11-07,11330785920
2013-11-08,11394086400
2013-11-11,11325510880
2013-11-12,11330785920
2013-11-13,11457386880
2013-11-14,11541787520
2013-11-15,11583987840
2013-11-18,11541787520
2013-11-19,11446836800
2013-11-20,11140884480
2013-11-21,11293860640
2013-11-22,11314960800
2013-11-25,11193634880
