,FSLR
2016-02-25,7358879250
2016-02-26,7155173250
2016-02-29,7320175110
2016-03-01,7029894060
2016-03-02,7042116420
2016-03-03,7100172629
2016-03-04,7080820560
2016-03-07,7046190540
2016-03-08,6810910110
2016-03-09,6975911969
2016-03-10,7053320250
2016-03-11,7162302959
2016-03-14,7220359170
2016-03-15,7209155340
2016-03-16,7339527180
2016-03-17,7456658129
2016-03-18,7378231320
2016-03-21,7256007719
2016-03-22,7261100370
2016-03-23,6949430190
2016-03-24,6972856379
2016-03-28,6966745200
2016-03-29,7058412900
2016-03-30,7024801410
2016-03-31,7003590890
2016-04-01,6902326760
2016-04-04,6877777879
2016-04-05,6384754540
2016-04-06,6419532120
2016-04-07,6266101620
2016-04-08,6201660810
2016-04-11,6133128520
2016-04-12,6171997580
2016-04-13,6305993550
2016-04-14,6180180540
2016-04-15,6095282330
2016-04-18,6174043320
2016-04-19,6190409240
2016-04-20,6313153640
2016-04-21,6335656780
2016-04-22,6294741980
2016-04-25,6177111930
2016-04-26,6264055880
2016-04-27,6344862610
2016-04-28,5832404740
2016-04-29,5711706080
2016-05-02,5610441950
2016-05-03,5405867950
2016-05-04,5296420860
2016-05-05,5314832520
2016-05-06,5298466600
2016-05-09,5175722200
2016-05-10,5244254490
2016-05-11,5190042380
2016-05-12,5021268830
2016-05-13,4967056720
2016-05-16,5019223090
2016-05-17,4961942370
2016-05-18,4982399770
2016-05-19,4816694830
2016-05-20,4911821740
2016-05-23,5016154480
2016-05-24,5161402020
2016-05-25,5171630720
2016-05-26,5086732510
2016-05-27,5104121300
2016-05-31,5078549550
2016-06-01,5121510090
2016-06-02,5097984080
2016-06-03,5037634750
2016-06-06,5129693050
2016-06-07,5170607850
2016-06-08,5209476910
2016-06-09,5160379150
2016-06-10,4961942370
2016-06-13,4888295730
2016-06-14,4898524430
2016-06-15,4930233400
2016-06-16,4949667930
2016-06-17,4962965240
2016-06-20,5044794840
2016-06-21,5002857170
2016-06-22,4973193940
2016-06-23,4976262550
2016-06-24,4707247740
2016-06-27,4524154010
2016-06-28,4743048190
2016-06-29,4918981830
2016-06-30,5009874720
2016-07-01,5010908110
2016-07-05,4936504030
2016-07-06,5077045070
2016-07-07,4582051260
2016-07-08,4712258400
2016-07-11,4804230110
2016-07-12,4855899610
2016-07-13,4774261800
2016-07-14,4893101650
2016-07-15,4932370470
2016-07-18,4955105050
2016-07-19,4933403860
2016-07-20,5004707770
2016-07-21,4994373870
2016-07-22,4972672680
2016-07-25,4959238610
2016-07-26,5020208620
2016-07-27,5017108450
2016-07-28,4870367070
2016-07-29,4823864520
2016-08-01,4896201820
2016-08-02,4935470640
2016-08-03,5088412360
2016-08-04,4517981080
2016-08-05,4558283290
2016-08-08,4527281590
2016-08-09,4305102740
2016-08-10,3995085739
2016-08-11,4031254390
2016-08-12,4008519810
2016-08-15,3960983870
2016-08-16,3900013860
2016-08-17,3812175710
2016-08-18,3877279280
2016-08-19,3906214199
2016-08-22,3893813520
2016-08-23,3870045550
2016-08-24,3856611480
2016-08-25,3827676560
2016-08-26,3878312670
2016-08-29,3884513010
2016-08-30,3952716750
2016-08-31,3908280980
2016-09-01,3972351160
2016-09-02,3945483020
2016-09-06,4027637525
2016-09-07,3977518110
2016-09-08,3975451330
2016-09-09,3836977070
2016-09-12,3867978770
2016-09-13,3763606380
2016-09-14,3619965170
2016-09-15,3653033650
2016-09-16,3598263980
2016-09-19,3556928380
2016-09-20,3513526000
2016-09-21,3516626170
2016-09-22,3660267380
2016-09-23,3829743340
2016-09-26,3849377750
2016-09-27,4039521510
2016-09-28,4038488120
2016-09-29,4038488120
2016-09-30,4100724450
2016-10-03,4005189719
2016-10-04,3967806564
2016-10-05,4126684974
2016-10-06,4127723395
2016-10-07,3902386042
2016-10-10,4006228140
2016-10-11,3975075511
2016-10-12,3970921827
2016-10-13,4016612350
2016-10-14,4098647608
2016-10-17,4080994451
2016-10-18,4109031817
2016-10-19,4353060748
2016-10-20,4369675483
2016-10-21,4387328640
2016-10-24,4244026545
2016-10-25,4224296546
2016-10-26,4268948648
2016-10-27,4263756543
2016-10-28,4221181283
2016-10-31,4204566548
2016-11-01,4262718122
2016-11-02,4213912336
2016-11-03,3583590801
2016-11-04,3372791343
2016-11-07,3505709228
2016-11-08,3477671862
2016-11-09,3333331345
2016-11-10,3317755031
2016-11-11,3329177661
2016-11-14,3435096601
2016-11-15,3446519232
2016-11-16,3408097656
2016-11-17,3235719773
2016-11-18,3033227682
2016-11-21,3050880839
2016-11-22,3079956626
2016-11-23,3092417678
2016-11-25,3177568198
2016-11-28,3230527668
2016-11-29,3110070835
2016-11-30,3148492411
2016-12-01,3129800833
2016-12-02,3130839254
2016-12-05,3359291870
2016-12-06,3328139240
2016-12-07,3488056071
2016-12-08,3444442390
2016-12-09,3482863966
2016-12-12,3499478702
2016-12-13,3491171334
2016-12-14,3379021868
2016-12-15,3386290815
2016-12-16,3645896060
2016-12-19,3632396588
2016-12-20,3579437118
2016-12-21,3447557653
2016-12-22,3393559762
2016-12-23,3387329236
2016-12-27,3529592911
2016-12-28,3406020814
2016-12-29,3382137131
2016-12-30,3332292924
2017-01-03,3491614620
2017-01-04,3557199510
2017-01-05,3527009640
2017-01-06,3468711960
2017-01-09,3494737710
2017-01-10,3475999170
2017-01-11,3643605000
2017-01-12,3630071609
2017-01-13,3721682250
2017-01-17,3661302510
2017-01-18,3582184229
2017-01-19,3583225260
2017-01-20,3617579250
2017-01-23,3504106979
2017-01-24,3386470590
2017-01-25,3424988700
2017-01-26,3360444840
2017-01-27,3277162440
2017-01-30,3229275060
2017-01-31,3246972570
2017-02-01,3309434370
2017-02-02,3288613770
2017-02-03,3346911450
2017-02-06,3344829390
2017-02-07,3309434370
2017-02-08,3284449650
2017-02-09,3355239689
2017-02-10,3419783550
2017-02-13,3469752990
2017-02-14,3531173760
2017-02-15,3615497189
2017-02-16,3550953330
2017-02-17,3626948520
2017-02-21,3812251859
2017-02-22,3494737710
2017-02-23,3871590570
2017-02-24,3945503700
2017-02-27,3938216490
2017-02-28,3767487570
2017-03-01,3645687060
2017-03-02,3697738560
2017-03-03,3603004830
2017-03-06,3469752990
2017-03-07,3396880890
2017-03-08,3400003979
2017-03-09,3381265439
2017-03-10,3372937200
2017-03-13,3418222005
2017-03-14,3338583210
2017-03-15,3435399000
2017-03-16,3433316939
2017-03-17,3313598490
2017-03-20,3158485020
2017-03-21,3023151120
2017-03-22,3005453610
2017-03-23,2975263740
2017-03-24,2947155930
2017-03-27,2938827690
2017-03-28,2944032840
2017-03-29,2918007090
2017-03-30,2859709410
2017-03-31,2827559800
2017-04-03,2747219540
2017-04-04,2798345160
2017-04-05,2773304040
2017-04-06,2777477560
2017-04-07,2797301780
2017-04-10,2918333860
2017-04-11,2931897800
2017-04-12,2912073580
2017-04-13,2860947960
2017-04-17,2852600920
2017-04-18,2805648820
2017-04-19,2769130520
2017-04-20,2789998120
2017-04-21,2796258400
2017-04-24,2825473040
2017-04-25,2873468520
2017-04-26,3024758620
2017-04-27,3071710720
2017-04-28,3083187900
2017-05-01,3083187900
2017-05-02,3163528160
2017-05-03,3538101579
2017-05-04,3572533120
2017-05-05,3603834520
2017-05-08,3667480700
2017-05-09,3733213640
2017-05-10,3815640660
2017-05-11,3820857559
2017-05-12,3795816440
2017-05-15,3882416980
2017-05-16,3837551640
2017-05-17,3649743239
2017-05-18,3647656480
2017-05-19,3791642920
2017-05-22,3801033340
2017-05-23,3805206860
2017-05-24,4058748200
2017-05-25,3958583720
2017-05-26,3843811920
2017-05-30,4121351000
2017-05-31,4018056380
2017-06-01,3998232160
2017-06-02,3999275540
2017-06-05,3930412460
2017-06-06,3906414720
2017-06-07,3854245720
2017-06-08,3943976399
2017-06-09,3823987700
2017-06-12,3797903200
2017-06-13,3804163480
2017-06-14,3775992220
2017-06-15,3727996739
2017-06-16,3738430540
2017-06-19,3792686300
2017-06-20,3698782100
2017-06-21,3884503739
2017-06-22,4008665960
2017-06-23,4146392120
2017-06-26,4191257460
2017-06-27,4178736899
2017-06-28,4224645620
2017-06-29,4181867040
2017-06-30,4164748160
2017-07-03,4184590240
2017-07-05,4077025280
2017-07-06,4038385440
2017-07-07,4114620800
2017-07-10,4129241280
2017-07-11,4157437920
2017-07-12,4364213280
2017-07-13,4337060960
2017-07-14,4484310080
2017-07-17,4461335040
2017-07-18,4597096640
2017-07-19,4769409440
2017-07-20,4832068640
2017-07-21,4715104800
2017-07-24,4697351360
2017-07-25,4747478720
2017-07-26,4745390080
2017-07-27,4679597920
2017-07-28,5103591840
2017-07-31,5149541920
2017-08-01,5185048800
2017-08-02,5078528160
2017-08-03,4939633600
2017-08-04,5010647360
2017-08-07,5072262240
2017-08-08,4996026880
2017-08-09,4953209760
2017-08-10,4882196000
2017-08-11,4964697280
2017-08-14,5103591840
2017-08-15,5126566880
2017-08-16,5124478240
2017-08-17,4988716640
2017-08-18,5019001920
2017-08-21,4799694720
2017-08-22,4865486880
2017-08-23,4853999360
2017-08-24,4929190400
2017-08-25,4952165440
2017-08-28,5014824640
2017-08-29,5054508800
2017-08-30,5022134880
2017-08-31,4904126720
2017-09-01,4996026880
2017-09-05,4998115520
2017-09-06,4944855200
2017-09-07,4955298400
2017-09-08,4898905120
2017-09-11,4925013120
2017-09-12,4958431360
2017-09-13,4890550560
2017-09-14,5057641760
2017-09-15,5268594400
2017-09-18,5069129280
2017-09-19,5102547520
2017-09-20,5101503200
2017-09-21,5092104320
2017-09-22,5368849120
2017-09-25,4895772160
2017-09-26,4821625440
2017-09-27,4913525600
2017-09-28,4818492480
2017-09-29,4791340160
2017-10-02,4927856640
2017-10-03,4933079040
2017-10-04,4976947200
2017-10-05,5006192640
2017-10-06,5035438080
2017-10-09,4899655680
2017-10-10,4979036160
2017-10-11,4929945600
2017-10-12,4920545280
2017-10-13,4971724800
2017-10-16,4941434880
2017-10-17,4934123520
2017-10-18,4902789120
2017-10-19,4975902720
2017-10-20,4985303040
2017-10-23,5109596160
2017-10-24,5077217280
2017-10-25,4949790720
2017-10-26,5005148160
2017-10-27,6023516160
2017-10-30,6311792640
2017-10-31,5725839360
2017-11-01,5975470080
2017-11-02,6044405760
2017-11-03,6253301760
2017-11-06,6420418560
2017-11-07,6367150080
2017-11-08,6453841920
2017-11-09,6323281920
2017-11-10,6432952320
2017-11-13,6430863360
2017-11-14,6400573440
2017-11-15,6329548800
2017-11-16,6303436800
2017-11-17,6285680640
2017-11-20,6377594880
2017-11-21,6291947520
2017-11-22,6320148480
2017-11-24,6330593280
2017-11-27,6439219200
2017-11-28,6489354240
2017-11-29,6268968960
2017-11-30,6486220800
2017-12-01,6298214400
2017-12-04,5981736960
2017-12-05,6393262080
2017-12-06,6605291520
2017-12-07,7147376640
2017-12-08,7313448960
2017-12-11,7316582400
2017-12-12,7197511680
2017-12-13,7152599040
2017-12-14,7090974720
2017-12-15,7202734079
2017-12-18,7377162240
2017-12-19,7222579200
2017-12-20,7174533120
2017-12-21,7218401280
2017-12-22,7191244799
2017-12-26,7106641920
2017-12-27,7190200320
2017-12-28,7139020799
2017-12-29,7052328960
2018-01-02,7363456500
2018-01-03,7297590000
2018-01-04,7228587000
2018-01-05,7231723500
2018-01-08,7278771000
2018-01-09,7320591000
2018-01-10,7280862000
2018-01-11,7974028500
2018-01-12,7675015500
2018-01-16,7446051000
2018-01-17,7527600000
2018-01-18,7432459500
2018-01-19,7321636500
2018-01-22,7209767999
2018-01-23,7159584000
2018-01-24,7211859000
2018-01-25,7364502000
2018-01-26,7377048000
2018-01-29,7145992499
2018-01-30,7014259500
2018-01-31,7022623500
2018-02-01,7062352500
2018-02-02,6946302000
2018-02-05,6638925000
2018-02-06,6636834000
2018-02-07,6580377000
2018-02-08,6345139500
2018-02-09,6400551000
2018-02-12,6536466000
2018-02-13,6714201000
2018-02-14,6820841999
2018-02-15,6881480999
2018-02-16,6884617499
2018-02-20,6960939000
2018-02-21,6973485000
2018-02-22,6929574000
2018-02-23,6460144500
2018-02-26,6806204999
2018-02-27,6636834000
2018-02-28,6570967500
2018-03-01,6491509500
2018-03-02,6725701500
2018-03-05,6905527500
2018-03-06,7051897500
2018-03-07,7104172500
2018-03-08,7076989500
2018-03-09,7098945000
2018-03-12,7323727500
2018-03-13,7229632500
2018-03-14,7268316000
2018-03-15,7186766999
2018-03-16,7304908500
2018-03-19,7450233000
2018-03-20,7632150000
2018-03-21,7723108500
2018-03-22,7537009500
2018-03-23,7386457500
2018-03-26,7738791000
2018-03-27,7476370500
2018-03-28,7247405999
2018-03-29,7420959000
2018-04-02,7270406640
2018-04-03,7309173760
2018-04-04,7354227440
2018-04-05,7506152640
2018-04-06,7302887200
2018-04-09,7423379599
2018-04-10,7417093040
2018-04-11,7465290000
2018-04-12,7463194480
2018-04-13,7405567680
2018-04-16,7346893120
2018-04-17,7615119680
2018-04-18,8128522080
2018-04-19,8063560959
2018-04-20,7911635760
2018-04-23,7792191120
2018-04-24,7760758319
2018-04-25,7709418080
2018-04-26,7866582080
2018-04-27,8167289200
2018-04-30,7429666160
2018-05-01,7073427760
2018-05-02,7126863520
2018-05-03,6913120480
2018-05-04,6953983120
2018-05-07,7035708400
2018-05-08,7047233760
2018-05-09,7274597680
2018-05-10,7649695760
2018-05-11,7625597280
2018-05-14,7705227040
2018-05-15,7694749440
2018-05-16,7624549520
2018-05-17,7479958640
2018-05-18,7334320000
2018-05-21,7430713920
2018-05-22,7333272239
2018-05-23,7168773920
2018-05-24,7163535120
2018-05-25,7150962000
2018-05-29,7251546959
2018-05-30,7233735040
2018-05-31,7083905360
2018-06-01,6907881680
2018-06-04,6468870240
2018-06-05,6102154240
2018-06-06,5818211280
2018-06-07,5582465280
2018-06-08,5518551920
2018-06-11,5429492320
2018-06-12,5642187600
2018-06-13,5520647440
2018-06-14,5627518960
2018-06-15,5349862560
2018-06-18,5430540080
2018-06-19,5472450480
2018-06-20,5413775920
2018-06-21,5480832560
2018-06-22,5516456400
2018-06-25,5515408640
2018-06-26,5438922160
2018-06-27,5341480480
2018-06-28,5461972880
2018-06-29,5517504160
2018-07-02,5559852200
2018-07-03,5487537440
2018-07-05,5586053200
2018-07-06,5714962120
2018-07-09,5746403320
2018-07-10,5787276880
2018-07-11,5734874880
2018-07-12,5732778800
2018-07-13,5665704240
2018-07-16,5660464040
2018-07-17,5633215000
2018-07-18,5659416000
2018-07-19,5646839520
2018-07-20,5604917920
2018-07-23,5514786480
2018-07-24,5559852200
2018-07-25,5663608160
2018-07-26,5624830680
2018-07-27,5413126600
2018-07-30,5404742280
2018-07-31,5486489400
2018-08-01,5594437520
2018-08-02,5616446360
2018-08-03,5537843360
2018-08-06,5614350280
2018-08-07,5617494400
2018-08-08,5707625840
2018-08-09,5706577800
2018-08-10,5532603160
2018-08-13,5499065880
2018-08-14,5450856040
2018-08-15,5313562800
2018-08-16,5330331440
2018-08-17,5345004000
2018-08-20,5483345280
2018-08-21,5547275720
2018-08-22,5507450200
2018-08-23,5404742280
2018-08-24,5458192320
2018-08-27,5513738440
2018-08-28,5443519760
2018-08-29,5561948280
2018-08-30,5466576640
2018-08-31,5458192320
2018-09-04,5377493240
2018-09-05,5372253040
2018-09-06,5255920600
2018-09-07,5084042040
2018-09-10,5047360640
2018-09-11,5077753800
2018-09-12,5124915600
2018-09-13,5073561640
2018-09-14,5052600840
2018-09-17,5004391000
2018-09-18,5193038200
2018-09-19,5198278400
2018-09-20,5270593160
2018-09-21,5238103920
2018-09-24,5264304920
2018-09-25,5203518600
2018-09-26,5088234200
2018-09-27,5085090080
2018-09-28,5074609680
2018-10-01,5135308100
2018-10-02,5161519350
2018-10-03,5064013500
2018-10-04,4995864250
2018-10-05,4924569650
2018-10-08,4956023150
2018-10-09,4941344850
2018-10-10,4860614200
2018-10-11,4756817650
2018-10-12,4773592850
2018-10-15,4835451400
2018-10-16,4991670450
2018-10-17,4950780900
2018-10-18,4897309950
2018-10-19,4884728550
2018-10-22,4754720750
2018-10-23,4633100550
2018-10-24,4448573350
2018-10-25,4562854400
2018-10-26,4128271875
2018-10-29,3870353175
2018-10-30,4170734100
2018-10-31,4382521000
2018-11-01,4346873700
2018-11-02,4508335000
2018-11-05,4605840850
2018-11-06,4490511350
2018-11-07,4631003650
2018-11-08,4473736150
2018-11-09,4426555900
2018-11-12,4477929950
2018-11-13,4450670250
2018-11-14,4460106300
2018-11-15,4621567600
2018-11-16,4651972650
2018-11-19,4606889300
2018-11-20,4408732250
2018-11-21,4466397000
2018-11-23,4543982300
2018-11-26,4553418350
2018-11-27,4704395150
2018-11-28,4759963000
2018-11-29,4648827300
2018-11-30,4660360250
2018-12-03,4864808000
2018-12-04,4665602500
2018-12-06,4582774950
2018-12-07,4465348550
2018-12-10,4530352450
2018-12-11,4450670250
2018-12-12,4571242000
2018-12-13,4749478500
2018-12-14,4575435800
2018-12-17,4407683800
2018-12-18,4532449350
2018-12-19,4429701250
2018-12-20,4442282650
2018-12-21,4251464749
2018-12-24,4114117800
2018-12-26,4402441550
2018-12-27,4434943500
2018-12-28,4444379550
2018-12-31,4459727930
2019-01-02,4470757760
2019-01-03,4563198240
2019-01-04,4865730720
2019-01-07,4810056340
2019-01-08,4856276580
2019-01-09,4932960160
2019-01-10,5014896040
2019-01-11,4989685000
2019-01-14,4908799580
2019-01-15,4922455560
2019-01-16,4968675800
2019-01-17,5082125480
2019-01-18,5035905240
2019-01-22,4854175660
2019-01-23,4888840840
2019-01-24,5105235600
2019-01-25,5237593560
2019-01-28,5325832200
2019-01-29,5260703680
2019-01-30,5326882660
2019-01-31,5314277140
2019-02-01,5087377780
2019-02-04,5177717340
2019-02-05,5179818260
2019-02-06,5135698940
2019-02-07,5042208000
2019-02-08,5052712600
2019-02-11,5222887120
2019-02-12,5279611960
2019-02-13,5319529440
2019-02-14,5359446920
2019-02-15,5166162280
2019-02-19,5468694760
2019-02-20,5429827740
2019-02-21,5457139700
2019-02-22,5644121580
2019-02-25,5438231420
2019-02-26,5450836940
2019-02-27,5502309480
2019-02-28,5520167300
2019-03-01,5610506860
2019-03-04,5513864540
2019-03-05,5482350740
2019-03-06,5396213020
2019-03-07,5290116560
2019-03-08,5374153360
2019-03-11,5632566520
2019-03-12,5665130780
2019-03-13,5747066660
2019-03-14,5718704240
2019-03-15,5642020660
2019-03-18,5743915280
2019-03-19,5824800700
2019-03-20,5845809900
2019-03-21,5757571260
2019-03-22,5505460860
2019-03-25,5432979120
2019-03-26,5348942320
2019-03-27,5377304740
2019-03-28,5464492920
2019-03-29,5550630640
2019-04-01,5575734864
2019-04-02,5554095531
2019-04-03,5651987753
2019-04-04,5706601308
2019-04-05,5800371752
2019-04-08,5881776863
2019-04-09,5783884641
2019-04-10,6262010861
2019-04-11,6247584639
2019-04-12,6201214639
2019-04-15,6206366862
2019-04-16,6235219306
2019-04-17,6250675973
2019-04-18,6167209973
2019-04-22,6178544862
2019-04-23,6349598639
2019-04-24,6370207528
2019-04-25,6311472195
2019-04-26,6341355083
2019-04-29,6372268416
2019-04-30,6340324639
2019-05-01,6272315306
2019-05-02,6168240417
2019-05-03,6364024861
2019-05-06,6212549528
2019-05-07,6356811750
2019-05-08,6216671306
2019-05-09,6071378640
2019-05-10,6181636195
2019-05-13,6017795529
2019-05-14,6113626862
2019-05-15,6168240417
2019-05-16,6251706417
2019-05-17,6015734640
2019-05-20,5952877529
2019-05-21,6073439529
2019-05-22,6085804862
2019-05-23,5907537974
2019-05-24,5905477085
2019-05-28,6012643307
2019-05-29,5962151529
2019-05-30,6145570640
2019-05-31,5980699529
2019-06-03,6053861085
2019-06-04,6272315306
2019-06-05,6278497972
2019-06-06,6328989750
2019-06-07,6443369083
2019-06-10,6508287083
2019-06-11,6620605527
2019-06-12,6170301306
2019-06-13,6404212194
2019-06-14,6310441750
2019-06-17,6279528417
2019-06-18,6478404194
2019-06-19,6469130194
2019-06-20,6495921749
2019-06-21,6482525972
2019-06-24,6458825749
2019-06-25,6364024861
2019-06-26,6447490861
2019-06-27,6746319748
2019-06-28,6767959081
2019-07-01,6969903609
2019-07-02,7024710050
2019-07-03,6976227430
2019-07-05,7044735480
2019-07-08,7023656080
2019-07-09,7073192670
2019-07-10,6983605220
2019-07-11,6967795670
2019-07-12,6954094060
2019-07-15,6956202000
2019-07-16,6797052529
2019-07-17,6830779570
2019-07-18,6951986119
2019-07-19,7012062410
2019-07-22,7018386230
2019-07-23,6998360800
2019-07-24,6960417880
2019-07-25,6910881289
2019-07-26,6852912940
2019-07-29,6961471850
2019-07-30,6960417880
2019-07-31,6797052529
2019-08-01,7043681510
2019-08-02,7022602109
2019-08-05,6535667970
2019-08-06,6618931600
2019-08-07,6731706390
2019-08-08,6825509720
2019-08-09,6692709500
2019-08-12,6422893180
2019-08-13,6554639430
2019-08-14,6217369030
2019-08-15,6245826220
2019-08-16,6501940930
2019-08-19,6647388790
2019-08-20,6648442760
2019-08-21,6731706390
2019-08-22,6645280850
2019-08-23,6417623330
2019-08-26,6559909280
2019-08-27,6519858420
2019-08-28,6539883850
2019-08-29,6586258530
2019-08-30,6541991790
2019-09-03,6426055090
2019-09-04,6583096620
2019-09-05,6622093510
2019-09-06,6619985570
2019-09-09,6534614000
2019-09-10,6574664860
2019-09-11,6672684070
2019-09-12,6558855310
2019-09-13,6713788900
2019-09-16,6686385680
2019-09-17,6937230539
2019-09-18,6929852750
2019-09-19,7068976789
2019-09-20,7029979900
2019-09-23,7094272070
2019-09-24,6901395560
2019-09-25,7072138699
2019-09-26,6591528380
2019-09-27,6161508620
2019-09-30,6115704250
2019-10-01,5933319000
2019-10-02,5893784625
2019-10-03,6027147250
2019-10-04,6253283875
2019-10-07,6005008000
2019-10-08,6005008000
2019-10-09,5924885000
2019-10-10,5970217750
2019-10-11,5990248500
2019-10-14,5955458250
2019-10-15,5891149000
2019-10-16,5799429250
2019-10-17,5824731250
2019-10-18,5821568500
2019-10-21,5939644500
2019-10-22,5926993500
2019-10-23,5827894000
2019-10-24,5892203250
2019-10-25,5551680500
2019-10-28,5612827000
2019-10-29,5618098250
2019-10-30,5466286250
2019-10-31,5459960750
2019-11-01,5543246500
2019-11-04,5593850500
2019-11-05,5679244750
2019-11-06,5625478000
2019-11-07,5548517750
2019-11-08,5478937250
2019-11-11,5532704000
2019-11-12,5584362250
2019-11-13,5597013250
2019-11-14,5539029500
2019-11-15,5625478000
2019-11-18,5603338750
2019-11-19,5755150750
2019-11-20,5726686000
2019-11-21,5678190500
2019-11-22,5733011500
2019-11-25,5794158000
2019-11-26,5807863250
2019-11-27,5863738500
2019-11-29,5823677000
2019-12-02,5768856000
2019-12-03,5729848750
2019-12-04,5776235750
2019-12-05,5513727500
2019-12-06,5626532250
2019-12-09,5528487000
2019-12-10,5531649750
2019-12-11,5679244750
2019-12-12,5802592000
2019-12-13,5796266500
2019-12-16,5959675250
2019-12-17,5935427500
2019-12-18,5955458250
2019-12-19,6016604750
2019-12-20,6041906750
2019-12-23,6099890500
2019-12-24,6112541500
2019-12-26,6184230500
2019-12-27,5947024250
2019-12-30,5931210500
2019-12-31,5909096200
2020-01-02,6044257800
2020-01-03,6021026900
2020-01-06,5895368850
2020-01-07,5984068650
2020-01-08,5987236500
2020-01-09,5987236500
2020-01-10,5966117500
2020-01-13,6065376800
2020-01-14,6206874100
2020-01-15,5781326250
2020-01-16,5694738350
2020-01-17,5651444400
2020-01-21,5443422250
2020-01-22,5338883200
2020-01-23,5493051900
2020-01-24,5484604300
2020-01-27,5331491550
2020-01-28,5396960450
2020-01-29,5374785500
2020-01-30,5355778400
2020-01-31,5235400100
2020-02-03,5305092800
2020-02-04,5561688650
2020-02-05,5607094500
2020-02-06,5559576750
2020-02-07,5539513700
2020-02-10,5570136250
2020-02-11,5651972375
2020-02-12,5925991400
2020-02-13,5766542950
2020-02-14,5835179700
2020-02-18,5876361750
2020-02-19,6057985150
2020-02-20,6263895400
2020-02-21,5342051050
2020-02-24,5407519950
2020-02-25,5128749150
2020-02-26,4868985450
2020-02-27,4672578750
2020-02-28,4833083150
2020-03-02,4746495250
2020-03-03,4668354950
2020-03-04,4802460600
2020-03-05,4801404650
2020-03-06,4579655150
2020-03-09,4134044250
2020-03-10,4337842600
2020-03-11,3931301849
2020-03-12,3860553200
2020-03-13,3797196200
2020-03-16,3330466300
2020-03-17,3406494700
2020-03-18,3188969000
2020-03-19,3533208700
2020-03-20,3557495549
2020-03-23,3492026650
2020-03-24,3559607450
2020-03-25,3673650050
2020-03-26,3972483899
2020-03-27,3762349850
2020-03-30,3807755700
2020-03-31,3819727620
2020-04-01,3542198879
2020-04-02,3740282370
2020-04-03,3641770260
2020-04-06,3892817250
2020-04-07,3956373450
2020-04-08,4120560300
2020-04-09,4284747150
2020-04-13,4301695470
2020-04-14,4461645240
2020-04-15,4335592110
2020-04-16,4252969050
2020-04-17,4470119400
2020-04-20,4343007000
2020-04-21,4150219860
2020-04-22,4261443209
2020-04-23,4479652830
2020-04-24,4326058680
2020-04-27,4582402020
2020-04-28,4424570790
2020-04-29,4824974850
2020-04-30,4661847270
2020-05-01,4446815460
2020-05-04,4597231800
2020-05-05,4565453700
2020-05-06,4567572240
2020-05-07,4730699820
2020-05-08,4677736320
2020-05-11,4541090490
2020-05-12,4274154450
2020-05-13,4176701610
2020-05-14,4214835330
2020-05-15,4170345989
2020-05-18,4488126990
2020-05-19,4579224210
2020-05-20,4654432380
2020-05-21,4635365520
2020-05-22,4604646690
2020-05-26,4931961120
2020-05-27,4937257470
2020-05-28,4821797040
2020-05-29,4938316740
2020-06-01,5085555270
2020-06-02,5073903300
2020-06-03,5243386500
2020-06-04,5255038470
2020-06-05,5442529260
2020-06-08,5766665880
2020-06-09,5620486620
2020-06-10,5422403130
2020-06-11,5184067380
2020-06-12,5234912340
2020-06-15,5308001970
2020-06-16,5435114370
2020-06-17,5285757300
2020-06-18,5346135690
2020-06-19,5317535400
2020-06-22,5275164600
2020-06-23,5499729840
2020-06-24,5198897160
2020-06-25,5336602260
2020-06-26,5165000520
2020-06-29,5255038470
2020-06-30,5245366500
2020-07-01,5201920030
2020-07-02,5285633960
2020-07-06,5659697470
2020-07-07,5633205720
2020-07-08,6152444020
2020-07-09,6061312400
2020-07-10,6092042830
2020-07-13,5956405070
2020-07-14,6546641260
2020-07-15,6461867660
2020-07-16,6255232010
2020-07-17,6463987000
2020-07-20,6586908720
2020-07-21,6436435580
2020-07-22,6479882050
2020-07-23,6622937500
2020-07-24,6586908720
2020-07-27,6597505420
2020-07-28,6324110560
2020-07-29,6369676370
2020-07-30,6326229900
2020-07-31,6310334850
2020-08-03,6447032280
2020-08-04,6786126680
2020-08-05,6965210910
2020-08-06,6830632819
2020-08-07,7728173310
2020-08-10,7682607500
2020-08-11,7437823730
2020-08-12,7791753510
2020-08-13,8022761569
2020-08-14,7874407770
2020-08-17,7800230870
2020-08-18,7885004470
2020-08-19,8037596949
2020-08-20,7805529220
2020-08-21,7852154699
2020-08-24,8108594840
2020-08-25,8198666790
2020-08-26,8285559730
2020-08-27,8224098870
2020-08-28,8477360000
2020-08-31,8116012530
2020-09-01,8309932140
2020-09-02,8207144150
2020-09-03,7682607500
2020-09-04,7635982020
2020-09-08,7350930790
2020-09-09,7597833900
2020-09-10,7406033630
2020-09-11,7408152970
2020-09-14,7572401819
2020-09-15,7723934630
2020-09-16,7625385319
2020-09-17,6781888000
2020-09-18,6543462250
2020-09-21,6534984890
2020-09-22,6522268850
2020-09-23,6572073340
2020-09-24,6495777100
2020-09-25,6681219350
2020-09-28,6927062790
2020-09-29,6968389920
2020-09-30,7015611200
2020-10-01,7266774319
2020-10-02,7125826239
2020-10-05,7577284000
2020-10-06,7782877440
2020-10-07,8341370959
2020-10-08,8172869120
2020-10-09,8351968560
