,NVDA
2009-04-13,6317876550
2009-04-14,6355838040
2009-04-15,6176876730
2009-04-16,6334145760
2009-04-17,6377530320
2009-04-20,5992492350
2009-04-21,5976223140
2009-04-22,6155184450
2009-04-23,6057569190
2009-04-24,6198569010
2009-04-27,6023961780
2009-04-28,6040360950
2009-04-29,5947432320
2009-04-30,6275415719
2009-05-01,6379277130
2009-05-04,6723659700
2009-05-05,6450340200
2009-05-06,6319146840
2009-05-07,5865436470
2009-05-08,5056410750
2009-05-11,5154805770
2009-05-12,4908818220
2009-05-13,4591767600
2009-05-14,4657364280
2009-05-15,4777624860
2009-05-18,5067343530
2009-05-19,5165738550
2009-05-20,5318797470
2009-05-21,5285999130
2009-05-22,5367994980
2009-05-26,5657713650
2009-05-27,5668646430
2009-05-28,5745175890
2009-05-29,5701444770
2009-06-01,5980230660
2009-06-02,5931033150
2009-06-03,5745175890
2009-06-04,5952898710
2009-06-05,5920100370
2009-06-08,5887302030
2009-06-09,6209819039
2009-06-10,6406609080
2009-06-11,6324613230
2009-06-12,6291814890
2009-06-15,6187953479
2009-06-16,6018495390
2009-06-17,6166087919
2009-06-18,6045827340
2009-06-19,6111424020
2009-06-22,5767041450
2009-06-23,5739709500
2009-06-24,5931033150
2009-06-25,6242617379
2009-06-26,6324613230
2009-06-29,6324613230
2009-06-30,6171554310
2009-07-01,6198886259
2009-07-02,5958365100
2009-07-06,5767041450
2009-07-07,5515587509
2009-07-08,5526520289
2009-07-09,5646780870
2009-07-10,5668646430
2009-07-13,5734243110
2009-07-14,5854503690
2009-07-15,6095024850
2009-07-16,6412075470
2009-07-17,6597932730
2009-07-20,6679928580
2009-07-21,6543268830
2009-07-22,6707260530
2009-07-23,7106307000
2009-07-24,7084441440
2009-07-27,7177704660
2009-07-28,7188730320
2009-07-29,7045396740
2009-07-30,7100525040
2009-07-31,7128089190
2009-08-03,7321038240
2009-08-04,7370653710
2009-08-05,7387192200
2009-08-06,7232832960
2009-08-07,7558089930
2009-08-10,7310012580
2009-08-11,7139114850
2009-08-12,7403730690
2009-08-13,7624243890
2009-08-14,7398217860
2009-08-17,7089499380
2009-08-18,7348602390
2009-08-19,7265909940
2009-08-20,7552577100
2009-08-21,7679372190
2009-08-24,7464371820
2009-08-25,7530525780
2009-08-26,7618731059
2009-08-27,7723474830
2009-08-28,8120398590
2009-08-31,8004629160
2009-09-01,7734500490
2009-09-02,7844757090
2009-09-03,8032193310
2009-09-04,8329886129
2009-09-08,8561424990
2009-09-09,8798476680
2009-09-10,9079631010
2009-09-11,8995835994
2009-09-14,8848092150
2009-09-15,9030015540
2009-09-16,8787451020
2009-09-17,8401552920
2009-09-18,8390527260
2009-09-21,8351937449
2009-09-22,8368475940
2009-09-23,8236168020
2009-09-24,8125911420
2009-09-25,7993603500
2009-09-28,8175526890
2009-09-29,8026680480
2009-09-30,8285783489
2009-10-01,7695910679
2009-10-02,7635269550
2009-10-05,7596679739
2009-10-06,7723474830
2009-10-07,7662833699
2009-10-08,7712449170
2009-10-09,7811680110
2009-10-12,7723474830
2009-10-13,7695910679
2009-10-14,7684885019
2009-10-15,7458858990
2009-10-16,7287961260
2009-10-19,7552577100
2009-10-20,7558089930
2009-10-21,7376166540
2009-10-22,7425782010
2009-10-23,7249371450
2009-10-26,7243943300
2009-10-27,6998385900
2009-10-28,6708181700
2009-10-29,7003966749
2009-10-30,6674696600
2009-11-02,6736085950
2009-11-03,6702600850
2009-11-04,6685858300
2009-11-05,6847702950
2009-11-06,7344398600
2009-11-09,7511824100
2009-11-10,7327656050
2009-11-11,7534147500
2009-11-12,7511824100
2009-11-13,7567632600
2009-11-16,7673668750
2009-11-17,7662507050
2009-11-18,7545309200
2009-11-19,7243943300
2009-11-20,7199296500
2009-11-23,7255105000
2009-11-24,7210458200
2009-11-25,7294170950
2009-11-27,7137907150
2009-11-30,7288590100
2009-12-01,7433692200
2009-12-02,7656926200
2009-12-03,7718315550
2009-12-04,7958292100
2009-12-07,8979587650
2009-12-08,8544281350
2009-12-09,8756353650
2009-12-10,8600089850
2009-12-11,8488472849
2009-12-14,8745191950
2009-12-15,8734030250
2009-12-16,9437217350
2009-12-17,9392570550
2009-12-18,9386989700
2009-12-21,9721840700
2009-12-22,9978559800
2009-12-23,10118081050
2009-12-24,10095757650
2009-12-28,9933913000
2009-12-29,10056691700
2009-12-30,10419446950
2009-12-31,10425027800
2010-01-04,10318991650
2010-01-05,10469674600
2010-01-06,10536644800
2010-01-07,10330153350
2010-01-08,10352476750
2010-01-11,10207374650
2010-01-12,9861361950
2010-01-13,9995302350
2010-01-14,9839038550
2010-01-15,9548834350
2010-01-19,9727421550
2010-01-20,9685676792
2010-01-21,9515349250
2010-01-22,9186079100
2010-01-25,9342342900
2010-01-26,9046557850
2010-01-27,9292115250
2010-01-28,8979587650
2010-01-29,8588928150
2010-02-01,9398222310
2010-02-02,9494643420
2010-02-03,9574049040
2010-02-04,9018209700
2010-02-05,9199708260
2010-02-08,9182692770
2010-02-09,9108958980
2010-02-10,9284785710
2010-02-11,9710172960
2010-02-12,9840625050
2010-02-16,10022123610
2010-02-17,10118544720
2010-02-18,9454940610
2010-02-19,9403894140
2010-02-22,9420909630
2010-02-23,9194036430
2010-02-24,9386878650
2010-02-25,9301801200
2010-02-26,9188364600
2010-03-01,9557033550
2010-03-02,9551361720
2010-03-03,9432253290
2010-03-04,9449268780
2010-03-05,9738532110
2010-03-08,9596736360
2010-03-09,9954061650
2010-03-10,9976748970
2010-03-11,9749875770
2010-03-12,9783906750
2010-03-15,9732860280
2010-03-16,10070447601
2010-03-17,10266012300
2010-03-18,9903015180
2010-03-19,9783906750
2010-03-22,9942717990
2010-03-23,10146903870
2010-03-24,9806594070
2010-03-25,9834953220
2010-03-26,9834953220
2010-03-29,9959733480
2010-03-30,9999436290
2010-03-31,9868984200
2010-04-01,9766891260
2010-04-05,9914358840
2010-04-06,9670470150
2010-04-07,9732860280
2010-04-08,9574049040
2010-04-09,9636439170
2010-04-12,9812265900
2010-04-13,10016451780
2010-04-14,10141232040
2010-04-15,10214965830
2010-04-16,9676141980
2010-04-19,9630767340
2010-04-20,9664798320
2010-04-21,9415237800
2010-04-22,9454940610
2010-04-23,9324488520
2010-04-26,9415237800
2010-04-27,9148661790
2010-04-28,9165677280
2010-04-29,9443596950
2010-04-30,8910444930
2010-05-03,8900752560
2010-05-04,8448269000
2010-05-05,8305078000
2010-05-06,8133248800
2010-05-07,7995785439
2010-05-10,8339443840
2010-05-11,8247801600
2010-05-12,8408175520
2010-05-13,8390992600
2010-05-14,7423021440
2010-05-17,7440204360
2010-05-18,7193915840
2010-05-19,7308468640
2010-05-20,7136639440
2010-05-21,7291285719
2010-05-24,7079363040
2010-05-25,7268375159
2010-05-26,7302740999
2010-05-27,7732314000
2010-05-28,7526118960
2010-06-01,7205371120
2010-06-02,7285558080
2010-06-03,7274102800
2010-06-04,6927695132
2010-06-07,6588160633
2010-06-08,6403501520
2010-06-09,6248855240
2010-06-10,6500871400
2010-06-11,6649790040
2010-06-14,6506599039
2010-06-15,6828721513
2010-06-16,6741432280
2010-06-17,6999176080
2010-06-18,7044997200
2010-06-21,6878895640
2010-06-22,6621151839
2010-06-23,6695611160
2010-06-24,6363408040
2010-06-25,6346225120
2010-06-28,6357680400
2010-06-29,6002566720
2010-06-30,5847920439
2010-07-01,5945290320
2010-07-02,5870830999
2010-07-06,5807826960
2010-07-07,6088481320
2010-07-08,5905196839
2010-07-09,5928107400
2010-07-12,6036932560
2010-07-13,6254582880
2010-07-14,6317586920
2010-07-15,6140030080
2010-07-16,5756278199
2010-07-19,5991111440
2010-07-20,6140030080
2010-07-21,5939562680
2010-07-22,6036932560
2010-07-23,5933835040
2010-07-26,6042660200
2010-07-27,5991111440
2010-07-28,5802099319
2010-07-29,5229335320
2010-07-30,5263701160
2010-08-02,5299825140
2010-08-03,5161267620
2010-08-04,5380650360
2010-08-05,5449929120
2010-08-06,5513434650
2010-08-09,5565393720
2010-08-10,5335850095
2010-08-11,5128013815
2010-08-12,5173506867
2010-08-13,5421062970
2010-08-16,5282505450
2010-08-17,5351784210
2010-08-18,5380650360
2010-08-19,5703951240
2010-08-20,5755910310
2010-08-23,5669311860
2010-08-24,5611579560
2010-08-25,5727044160
2010-08-26,5657765400
2010-08-27,5842508760
2010-08-30,5565393720
2010-08-31,5383652439
2010-09-01,5427528987
2010-09-02,5524981110
2010-09-03,5715035841
2010-09-07,5767456770
2010-09-08,5957973360
2010-09-09,5877148140
2010-09-10,5813642609
2010-09-13,6142716720
2010-09-14,6084984420
2010-09-15,6096530880
2010-09-16,6099532959
2010-09-17,6090757650
2010-09-20,6183129330
2010-09-21,6517976670
2010-09-22,6575708970
2010-09-23,6708493260
2010-09-24,7077979980
2010-09-27,6925104849
2010-09-28,6911249097
2010-09-29,6858597240
2010-09-30,6744287285
2010-10-01,6552616050
2010-10-04,6489110520
2010-10-05,6535296359
2010-10-06,6223541940
2010-10-07,6177356100
2010-10-08,6269727780
2010-10-11,6240861630
2010-10-12,6359097380
2010-10-13,6546842819
2010-10-14,6442924680
2010-10-15,6517745740
2010-10-18,6558389279
2010-10-19,6516591094
2010-10-20,6517976670
2010-10-21,6402512070
2010-10-22,6812411400
2010-10-25,6875916930
2010-10-26,6852824010
2010-10-27,6950968920
2010-10-28,6956742150
2010-10-29,6939653389
2010-11-01,7024713920
2010-11-02,7167541990
2010-11-03,7223086240
2010-11-04,7234755200
2010-11-05,7354478729
2010-11-08,7385051404
2010-11-09,7345610319
2010-11-10,7433127520
2010-11-11,7357979417
2010-11-12,7736520480
2010-11-15,7643402179
2010-11-16,7417024355
2010-11-17,7538148160
2010-11-18,7771527360
2010-11-19,8023576896
2010-11-22,8028244479
2010-11-23,7841541120
2010-11-24,8034078960
2010-11-26,7958230720
2010-11-29,8022410000
2010-11-30,7940260521
2010-12-01,8290796080
2010-12-02,8389982240
2010-12-03,8629195920
2010-12-06,8467230755
2010-12-07,8740051040
2010-12-08,8815899280
2010-12-09,8671437555
2010-12-10,8721147324
2010-12-13,8499903843
2010-12-14,8513906595
2010-12-15,8325802960
2010-12-16,8336071644
2010-12-17,8384147760
2010-12-20,8349140880
2010-12-21,8675871760
2010-12-22,8769223440
2010-12-23,8705044160
2010-12-27,8751720000
2010-12-28,8716713120
2010-12-29,8716713120
2010-12-30,8745885520
2010-12-31,8985099200
2011-01-03,9230147360
2011-01-04,9200974960
2011-01-05,9906947040
2011-01-06,11278049840
2011-01-07,11593111760
2011-01-10,12037232377
2011-01-11,11849828880
2011-01-12,13624911075
2011-01-13,13646848720
2011-01-14,13763538320
2011-01-18,13439841369
2011-01-19,13075069680
2011-01-20,13086271881
2011-01-21,12963514422
2011-01-24,14428669040
2011-01-25,13985248559
2011-01-26,14317813920
2011-01-27,14277439318
2011-01-28,13862724480
2011-01-31,14227663840
2011-02-01,14554804940
2011-02-02,15215035159
2011-02-03,14926675150
2011-02-04,15268567340
2011-02-07,14632842962
2011-02-08,14199113344
2011-02-09,13852938580
2011-02-10,13573381640
2011-02-11,13960002940
2011-02-14,13745874220
2011-02-15,13412785100
2011-02-16,13906470760
2011-02-17,15274515360
2011-02-18,15244775260
2011-02-22,13805354420
2011-02-23,13151072220
2011-02-24,13472265300
2011-02-25,13751822239
2011-02-28,13478213320
2011-03-01,12877463300
2011-03-02,12342141500
2011-03-03,12413517740
2011-03-04,12345234470
2011-03-07,12175596940
2011-03-08,11628379100
2011-03-09,11384510280
2011-03-10,10658851840
2011-03-11,10736176100
2011-03-14,10825396400
2011-03-15,10504203320
2011-03-16,10426879060
2011-03-17,10623163720
2011-03-18,10480411240
2011-03-21,10563683520
2011-03-22,10376439850
2011-03-23,10593423620
2011-03-24,11438042460
2011-03-25,11081161260
2011-03-28,11491574640
2011-03-29,11402354340
2011-03-30,10974096900
2011-03-31,10980044920
2011-04-01,10825396400
2011-04-04,10438775100
2011-04-05,10456619160
2011-04-06,10385242920
2011-04-07,10765916200
2011-04-08,10438775100
2011-04-11,10301970640
2011-04-12,10331710740
2011-04-13,10563683520
2011-04-14,11009785020
2011-04-15,11128745420
2011-04-18,10759968180
2011-04-19,10718332040
2011-04-20,11045473140
2011-04-21,11015733040
2011-04-25,11188225620
2011-04-26,11479678600
2011-04-27,11479678600
2011-04-28,11604587020
2011-04-29,11896040000
2011-05-02,11864438200
2011-05-03,11299178600
2011-05-04,11214991000
2011-05-05,11221004400
2011-05-06,11617888800
2011-05-09,11876465000
2011-05-10,11894505200
2011-05-11,11948625800
2011-05-12,12327469999
2011-05-13,10980468400
2011-05-16,10644439608
2011-05-17,10601624200
2011-05-18,10848173600
2011-05-19,10691825200
2011-05-20,10878240600
2011-05-23,10866213800
2011-05-24,10909029208
2011-05-25,11040602400
2011-05-26,11317218800
2011-05-27,11726130000
2011-05-31,12050853600
2011-06-01,11509647600
2011-06-02,11452640568
2011-06-03,11100736400
2011-06-06,10866213800
2011-06-07,10860200400
2011-06-08,10565543800
2011-06-09,10445275800
2011-06-10,10294940800
2011-06-13,10219893568
2011-06-14,10306967600
2011-06-15,10084471800
2011-06-16,9735694600
2011-06-17,9504298968
2011-06-20,9392930800
2011-06-21,9597386400
2011-06-22,9465091600
2011-06-23,9747721400
2011-06-24,9465091600
2011-06-27,9266649400
2011-06-28,9320770000
2011-06-29,9465091600
2011-06-30,9582473168
2011-07-01,9708754568
2011-07-05,9549279200
2011-07-06,9422997800
2011-07-07,9456191768
2011-07-08,9278676200
2011-07-11,8953952600
2011-07-12,8833684600
2011-07-13,8815644400
2011-07-14,8466867199
2011-07-15,8478893999
2011-07-18,8295605568
2011-07-19,8551776408
2011-07-20,8442813599
2011-07-21,8839698000
2011-07-22,9020100000
2011-07-25,8875778400
2011-07-26,8659296000
2011-07-27,8331685968
2011-07-28,8316532200
2011-07-29,8316532200
2011-08-01,8844907910
2011-08-02,8753848460
2011-08-03,8990603030
2011-08-04,8134644200
2011-08-05,7861465850
2011-08-08,7242261590
2011-08-09,7849324590
2011-08-10,7491157420
2011-08-11,8140714830
2011-08-12,7818971440
2011-08-15,8116432310
2011-08-16,7885748370
2011-08-17,7776477029
2011-08-18,7248332220
2011-08-19,7120848990
2011-08-22,7248332220
2011-08-23,8031443490
2011-08-24,7916101520
2011-08-25,7576146240
2011-08-26,7897889630
2011-08-29,8110361680
2011-08-30,8304621840
2011-08-31,8080008530
2011-09-01,8061796640
2011-09-02,7843253960
2011-09-06,8001090340
2011-09-07,8650647750
2011-09-08,8608153340
2011-09-09,8426034439
2011-09-12,8626365230
2011-09-13,8820625390
2011-09-14,9275922640
2011-09-15,9406562597
2011-09-16,9385193980
2011-09-19,9190933820
2011-09-20,8954179250
2011-09-21,8781287707
2011-09-22,8201421130
2011-09-23,8371398770
2011-09-26,8389610659
2011-09-27,8401751919
2011-09-28,8146785460
2011-09-29,7946454670
2011-09-30,7594358129
2011-10-03,7169414030
2011-10-04,7831112700
2011-10-05,8110361680
2011-10-06,8432105070
2011-10-07,8589941450
2011-10-10,8972391140
2011-10-11,8875261060
2011-10-12,8869190430
2011-10-13,9385193980
2011-10-14,9543030360
2011-10-17,9069521220
2011-10-18,9397335240
2011-10-19,9209145710
2011-10-20,8747777830
2011-10-21,8790272240
2011-10-24,9118086260
2011-10-25,8772060350
2011-10-26,8875261060
2011-10-27,9257710750
2011-10-28,9470182800
2011-10-31,9049193600
2011-11-01,8596733920
2011-11-02,8447055366
2011-11-03,8957478800
2011-11-04,9061422240
2011-11-07,9012507680
2011-11-08,9220394560
2011-11-09,8755706240
2011-11-10,8847421040
2011-11-11,9159251360
2011-11-14,8981936080
2011-11-15,9098108160
2011-11-16,8914678560
2011-11-17,8596733920
2011-11-18,8517247760
2011-11-21,8945250160
2011-11-22,9220394560
2011-11-23,8829078080
2011-11-25,8584505279
2011-11-28,9067536560
2011-11-29,9116451120
2011-11-30,9556682160
2011-12-01,9672854240
2011-12-02,9611711040
2011-12-05,9464967360
2011-12-06,9330452320
2011-12-07,9275423440
2011-12-08,8981936080
2011-12-09,9110336800
2011-12-12,8884106960
2011-12-13,8639534160
2011-12-14,8303246560
2011-12-15,8229874720
2011-12-16,8260446320
2011-12-19,8043510246
2011-12-20,8498904799
2011-12-21,8388847040
2011-12-22,8746657046
2011-12-23,8663991440
2011-12-27,8596733920
2011-12-28,8382732720
2011-12-29,8541705040
2011-12-30,8474447519
2012-01-03,8584505279
2012-01-04,8682334400
2012-01-05,8994164720
2012-01-06,8890221280
2012-01-09,8890221280
2012-01-10,8853535360
2012-01-11,8676220080
2012-01-12,8621191200
2012-01-13,8394961360
2012-01-17,8266560640
2012-01-18,8547819359
2012-01-19,8774049200
2012-01-20,8694563040
2012-01-23,8933021520
2012-01-24,9134794080
2012-01-25,9079765200
2012-01-26,8994164720
2012-01-27,9116451120
2012-01-30,9113544000
2012-01-31,9095070600
2012-02-01,9193595400
2012-02-02,9535476456
2012-02-03,9741639600
2012-02-06,9664790256
2012-02-07,9692377200
2012-02-08,10043371800
2012-02-09,10037214000
2012-02-10,9787946256
2012-02-13,9944847000
2012-02-14,10000267200
2012-02-15,9957162600
2012-02-16,10129581000
2012-02-17,9760113000
2012-02-21,9806419656
2012-02-22,9741639600
2012-02-23,9797059800
2012-02-24,9723166200
2012-02-27,9526116600
2012-02-28,9439907400
2012-02-29,9329067000
2012-03-01,9390645000
2012-03-02,9470696400
2012-03-05,9150490800
2012-03-06,9064281600
2012-03-07,9119701800
2012-03-08,9147535056
2012-03-09,9125859600
2012-03-12,8981274456
2012-03-13,9107386200
2012-03-14,8845802856
2012-03-15,8978072400
2012-03-16,8990388000
2012-03-19,9015019200
2012-03-20,8867232000
2012-03-21,8904178800
2012-03-22,8891863200
2012-03-23,8956643256
2012-03-26,9064281600
2012-03-27,9125859600
2012-03-28,9335224800
2012-03-29,9378329400
2012-03-30,9480056256
2012-04-02,9439907400
2012-04-03,9285962400
2012-04-04,9021177000
2012-04-05,9008861400
2012-04-09,8891863200
2012-04-10,8719444800
2012-04-11,8830285200
2012-04-12,9039650400
2012-04-13,8719444800
2012-04-16,8614762200
2012-04-17,8633235600
2012-04-18,8540868600
2012-04-19,8408599056
2012-04-20,8245294200
2012-04-23,8146769400
2012-04-24,7894299600
2012-04-25,8054402400
2012-04-26,8060560200
2012-04-27,7992824400
2012-04-30,8046948000
2012-05-01,8189317080
2012-05-02,7954098599
2012-05-03,7817919479
2012-05-04,7588890960
2012-05-07,7718880120
2012-05-08,7712690160
2012-05-09,7743639959
2012-05-10,7687930320
2012-05-11,8176937160
2012-05-14,8127417480
2012-05-15,8046948000
2012-05-16,7883037859
2012-05-17,7830299399
2012-05-18,7477471680
2012-05-21,7607460840
2012-05-22,7514611440
2012-05-23,7700310240
2012-05-24,7496041560
2012-05-25,7675550400
2012-05-29,7873629120
2012-05-30,7780779719
2012-05-31,7694120280
2012-06-01,7415572080
2012-06-04,7260823080
2012-06-05,7468062940
2012-06-06,7669360440
2012-06-07,7359862440
2012-06-08,7502231520
2012-06-11,7588890960
2012-06-12,7743639959
2012-06-13,7539371280
2012-06-14,7446521880
2012-06-15,7607460840
2012-06-18,7675550400
2012-06-19,8192535859
2012-06-20,8325496200
2012-06-21,7944937459
2012-06-22,8043976819
2012-06-25,7793159639
2012-06-26,7879819079
2012-06-27,8133607440
2012-06-28,8195507040
2012-06-29,8554524719
2012-07-02,8322525019
2012-07-03,8542144799
2012-07-05,8455485360
2012-07-06,8294546400
2012-07-09,8183127120
2012-07-10,7935528720
2012-07-11,7805539559
2012-07-12,7675550400
2012-07-13,7771618579
2012-07-16,7796378419
2012-07-17,7656980520
2012-07-18,8084087760
2012-07-19,8161586059
2012-07-20,7926367579
2012-07-23,8034568080
2012-07-24,7947908640
2012-07-25,8102657640
2012-07-26,8139797400
2012-07-27,8341094899
2012-07-30,8295952160
2012-07-31,8426646080
2012-08-01,8333293280
2012-08-02,8364410880
2012-08-03,8538669440
2012-08-06,8719151520
2012-08-07,8806280800
2012-08-08,8856068960
2012-08-09,9154797920
2012-08-10,9099533062
2012-08-13,9217033120
2012-08-14,9080115680
2012-08-15,9011656960
2012-08-16,9198362560
2012-08-17,9117456800
2012-08-20,9117456800
2012-08-21,9092562720
2012-08-22,9111233280
2012-08-23,8902869830
2012-08-24,9086339200
2012-08-27,8930751200
2012-08-28,8893410080
2012-08-29,8912080640
2012-08-30,8744045600
2012-08-31,8731598560
2012-09-04,8261847270
2012-09-05,8289728640
2012-09-06,8544892960
2012-09-07,8339516800
2012-09-10,8264834560
2012-09-11,8364410880
2012-09-12,8457763680
2012-09-13,8510788070
2012-09-14,8613351680
2012-09-17,8376857920
2012-09-18,8432869600
2012-09-19,8532445920
2012-09-20,8470210720
2012-09-21,8504564550
2012-09-24,8501328320
2012-09-25,8345740320
2012-09-26,8202599360
2012-09-27,8261847270
2012-09-28,8302175680
2012-10-01,8162270950
2012-10-02,8196375840
2012-10-03,8112482790
2012-10-04,8476434240
2012-10-05,8277281600
2012-10-08,8196375840
2012-10-09,8022117280
2012-10-10,7885199839
2012-10-11,7928764480
2012-10-12,7860305759
2012-10-15,7959882079
2012-10-16,8190152320
2012-10-17,8127917120
2012-10-18,8003446720
2012-10-19,7533446489
2012-10-22,7449553440
2012-10-23,7673600160
2012-10-24,7574023840
2012-10-25,7580247360
2012-10-26,7499341600
2012-10-31,7426647808
2012-11-01,7783120949
2012-11-02,7745910810
2012-11-05,8074600380
2012-11-06,8068398690
2012-11-07,7820331089
2012-11-08,7863742920
2012-11-09,7559860110
2012-11-12,7389437668
2012-11-13,7336599270
2012-11-14,7156750259
2012-11-15,7187758710
2012-11-16,7057523219
2012-11-19,7254985029
2012-11-20,7125741810
2012-11-21,7330397580
2012-11-23,7380011100
2012-11-26,7507021711
2012-11-27,7538278228
2012-11-28,7603271940
2012-11-29,7466834760
2012-11-30,7423422930
2012-12-03,7286985750
2012-12-04,7501068088
2012-12-05,7417469307
2012-12-06,7429624620
2012-12-07,7414244428
2012-12-10,7665288840
2012-12-11,7845137849
2012-12-12,7764515880
2012-12-13,7770717569
2012-12-14,7807927709
2012-12-17,7773942448
2012-12-18,7789322640
2012-12-19,7845137849
2012-12-20,7838936160
2012-12-21,7659087150
2012-12-24,7597070250
2012-12-26,7590868560
2012-12-27,7541255040
2012-12-28,7504044900
2012-12-31,7603271940
2013-01-02,7888549680
2013-01-03,7894751369
2013-01-04,8155222350
2013-01-07,7919558129
2013-01-08,7746903080
2013-01-09,7572263490
2013-01-10,7584666870
2013-01-11,7572263490
2013-01-14,7566061800
2013-01-15,7429624620
2013-01-16,7497843210
2013-01-17,7597070250
2013-01-18,7547456730
2013-01-22,7510246590
2013-01-23,7522649970
2013-01-24,7559860110
2013-01-25,7696297290
2013-01-28,7778755919
2013-01-29,7612200480
2013-01-30,7599863040
2013-01-31,7562850720
2013-02-01,7630706640
2013-02-04,7501163520
2013-02-05,7673887680
2013-02-06,7612200480
2013-02-07,7581356880
2013-02-08,7630706640
2013-02-11,7717068719
2013-02-12,7667718960
2013-02-13,7630706640
2013-02-14,7852780559
2013-02-15,7853274057
2013-02-19,7744951334
2013-02-20,7636875360
2013-02-21,7581356880
2013-02-22,7723237440
2013-02-25,7587525600
2013-02-26,7630706640
2013-02-27,7772587200
2013-02-28,7809599520
2013-03-01,7840443119
2013-03-04,7806638534
2013-03-05,7895961600
2013-03-06,7889792879
2013-03-07,7871286720
2013-03-08,7908299040
2013-03-11,7831313414
2013-03-12,7858949280
2013-03-13,7858949280
2013-03-14,7865117999
2013-03-15,7797262080
2013-03-18,7741743599
2013-03-19,7692393840
2013-03-20,7784924640
2013-03-21,7661550240
2013-03-22,7698562560
2013-03-25,7655381520
2013-03-26,7710900000
2013-03-27,7803430799
2013-03-28,7914467759
2013-04-01,7655381520
2013-04-02,7572227174
2013-04-03,7480189871
2013-04-04,7553474265
2013-04-05,7686225120
2013-04-08,7667718960
2013-04-09,7791093359
2013-04-10,7914467759
2013-04-11,7877455439
2013-04-12,8074854480
2013-04-15,7908299040
2013-04-16,7994661120
2013-04-17,7886831894
2013-04-18,7735574880
2013-04-19,7754081039
2013-04-22,7766418479
2013-04-23,7969986240
2013-04-24,8241409920
2013-04-25,8309265840
2013-04-26,8272253520
2013-04-29,7943131650
2013-04-30,8060200650
2013-05-01,7989959250
2013-05-02,8083614450
2013-05-03,8118735150
2013-05-06,8095321350
2013-05-07,7989959250
2013-05-08,8135827224
2013-05-09,8142148950
2013-05-10,8510916300
2013-05-13,8335312800
2013-05-14,8458235250
2013-05-15,8601761844
2013-05-16,8563597350
2013-05-17,8704080150
2013-05-20,8686519800
2013-05-21,8733347400
2013-05-22,8428968000
2013-05-23,8563597350
2013-05-24,8510916300
2013-05-28,8505062850
2013-05-29,8452381800
2013-05-30,8563597350
2013-05-31,8469942150
2013-06-03,8458235250
2013-06-04,8469942150
2013-06-05,8288485200
2013-06-06,8341166250
2013-06-07,8455425594
2013-06-10,8452381800
2013-06-11,8294338650
2013-06-12,8224097250
2013-06-13,8411407650
2013-06-14,8399700750
2013-06-17,8481649050
2013-06-18,8428968000
2013-06-19,8686519800
2013-06-20,8452381800
2013-06-21,8437865243
2013-06-24,8265071400
2013-06-25,8323605900
2013-06-26,8276778300
2013-06-27,8200683450
2013-06-28,8218243799
2013-07-01,8253364500
2013-07-02,8247511050
2013-07-03,8270924850
2013-07-05,8335312800
2013-07-08,8291528994
2013-07-09,8336015214
2013-07-10,8446528350
2013-07-11,8563597350
2013-07-12,8569450800
2013-07-15,8551890450
2013-07-16,8598718050
2013-07-17,8551890450
2013-07-18,8516769750
2013-07-19,8335312800
2013-07-22,8329459350
2013-07-23,8317752450
2013-07-24,8317752450
2013-07-25,8347019700
2013-07-26,8311899000
2013-07-29,8230927900
2013-07-30,8370336700
2013-07-31,8384974623
2013-08-01,8503936800
2013-08-02,8573641200
2013-08-05,8614302100
2013-08-06,8486510700
2013-08-07,8480702000
2013-08-08,8538324303
2013-08-09,8416806300
2013-08-12,8347101900
2013-08-13,8376145400
2013-08-14,8730476100
2013-08-15,8785774924
2013-08-16,8822950604
2013-08-19,8684006500
2013-08-20,8684006500
2013-08-21,8643345600
2013-08-22,8689815200
2013-08-23,8689815200
2013-08-26,8710261824
2013-08-27,8599896524
2013-08-28,8596876000
2013-08-29,8579449900
2013-08-30,8567832500
2013-09-03,8573641200
2013-09-04,8654963000
2013-09-05,8678197800
2013-09-06,8643345600
2013-09-09,8785774924
2013-09-10,8974441500
2013-09-11,9125467700
2013-09-12,9119659000
2013-09-13,9177746000
2013-09-16,9183554700
2013-09-17,9212598200
2013-09-18,9293455304
2013-09-19,9250470924
2013-09-20,9174957824
2013-09-23,9084806800
2013-09-24,9119659000
2013-09-25,9134296924
2013-09-26,9102232900
2013-09-27,9049954600
2013-09-30,9038337200
2013-10-01,9032528500
2013-10-02,9026719800
2013-10-03,8933780600
2013-10-04,9055763300
2013-10-07,9055763300
2013-10-08,8980250200
2013-10-09,8840841400
2013-10-10,8936801124
2013-10-11,8864076200
2013-10-14,8997676300
2013-10-15,8951206700
2013-10-16,9061572000
2013-10-17,9078998100
2013-10-18,9183554700
2013-10-21,9206789500
2013-10-22,9160319900
2013-10-23,9004182044
2013-10-24,8936801124
2013-10-25,8852458800
2013-10-28,8646626430
2013-10-29,8657996090
2013-10-30,8652311260
2013-10-31,8634801983
2013-11-01,8672321861
2013-11-04,8424918060
2013-11-05,8413548400
2013-11-06,8470396700
2013-11-07,8268698931
2013-11-08,8845595480
2013-11-11,8919498270
2013-11-12,8933824041
2013-11-13,9181000450
2013-11-14,9220794260
2013-11-15,9192370110
2013-11-18,8970661740
2013-11-19,8777377520
2013-11-20,8646626430
2013-11-21,8714844390
2013-11-22,8629571940
2013-11-25,8817171330
