,LOW
2009-04-13,29649360000
2009-04-14,28991459999
2009-04-15,28406660000
2009-04-16,29430060000
2009-04-17,30307260000
2009-04-20,28830640000
2009-04-21,30044100000
2009-04-22,30555799999
2009-04-23,29780940000
2009-04-24,30833580000
2009-04-27,30424220000
2009-04-28,30935920000
2009-04-29,31082120000
2009-04-30,31433000000
2009-05-01,30524400000
2009-05-04,30773280000
2009-05-05,30773280000
2009-05-06,30524400000
2009-05-07,29821680000
2009-05-08,28987200000
2009-05-11,27859920000
2009-05-12,28152720000
2009-05-13,27698880000
2009-05-14,27625680000
2009-05-15,27010800000
2009-05-18,29192160000
2009-05-19,29353200000
2009-05-20,28870080000
2009-05-21,28255200000
2009-05-22,28357680000
2009-05-26,29338560000
2009-05-27,28738320000
2009-05-28,27845280000
2009-05-29,27830640000
2009-06-01,29543520000
2009-06-02,30143760000
2009-06-03,29719200000
2009-06-04,29411760000
2009-06-05,29338560000
2009-06-08,29441040000
2009-06-09,29953440000
2009-06-10,29821680000
2009-06-11,29206800000
2009-06-12,29060400000
2009-06-15,28782240000
2009-06-16,27962400000
2009-06-17,27845280000
2009-06-18,26952240000
2009-06-19,27493920000
2009-06-22,27318240000
2009-06-23,26805840000
2009-06-24,26615520000
2009-06-25,27625680000
2009-06-26,28138080000
2009-06-29,28504080000
2009-06-30,28416240000
2009-07-01,28562640000
2009-07-02,27259680000
2009-07-06,27625680000
2009-07-07,27274320000
2009-07-08,27596400000
2009-07-09,27742800000
2009-07-10,27596400000
2009-07-13,28196640000
2009-07-14,28650480000
2009-07-15,29323920000
2009-07-16,29426400000
2009-07-17,29894880000
2009-07-20,30378000000
2009-07-21,30099840000
2009-07-22,30378000000
2009-07-23,31695599999
2009-07-24,32208000000
2009-07-27,31153920000
2009-07-28,31637040000
2009-07-29,31680960000
2009-07-30,32427599999
2009-07-31,32926360000
2009-08-03,33336839999
2009-08-04,33146260000
2009-08-05,32941020000
2009-08-06,33322180000
2009-08-07,34964100000
2009-08-10,34201779999
2009-08-11,34099160000
2009-08-12,33498100000
2009-08-13,34172460000
2009-08-14,33468779999
2009-08-17,30009020000
2009-08-18,29305339999
2009-08-19,29642520000
2009-08-20,29891740000
2009-08-21,31020560000
2009-08-24,30375520000
2009-08-25,30888620000
2009-08-26,31650940000
2009-08-27,31812200000
2009-08-28,31812200000
2009-08-31,31519000000
2009-09-01,30580760000
2009-09-02,30580760000
2009-09-03,31240460000
2009-09-04,31694920000
2009-09-08,31914820000
2009-09-09,31841520000
2009-09-10,32046760000
2009-09-11,31416380000
2009-09-14,31313760000
2009-09-15,31093860000
2009-09-16,31665600000
2009-09-17,31753560000
2009-09-18,32208020000
2009-09-21,32178700000
2009-09-22,30888620000
2009-09-23,31562980000
2009-09-24,31357740000
2009-09-25,30859300000
2009-09-28,31152500000
2009-09-29,31093860000
2009-09-30,30698040000
2009-10-01,29847760000
2009-10-02,29363980000
2009-10-05,29994360000
2009-10-06,30316880000
2009-10-07,29613200000
2009-10-08,30463480000
2009-10-09,30698040000
2009-10-12,30800660000
2009-10-13,31445700000
2009-10-14,31856180000
2009-10-15,31738899999
2009-10-16,31313760000
2009-10-19,31900160000
2009-10-20,31357740000
2009-10-21,30434160000
2009-10-22,31035220000
2009-10-23,30360860000
2009-10-26,29818440000
2009-10-27,29217380000
2009-10-28,28587000000
2009-10-29,29290680000
2009-10-30,28493920000
2009-11-02,28508479999
2009-11-03,28319200000
2009-11-04,28406560000
2009-11-05,29221920000
2009-11-06,30488640000
2009-11-09,30940000000
2009-11-10,30590560000
2009-11-11,31012800000
2009-11-12,31260320000
2009-11-13,31813600000
2009-11-16,31653439999
2009-11-17,31274880000
2009-11-18,31435040000
2009-11-19,31289439999
2009-11-20,31085600000
2009-11-23,31857280000
2009-11-24,32046560000
2009-11-25,32250399999
2009-11-27,31973760000
2009-11-30,31755360000
2009-12-01,32876479999
2009-12-02,32978399999
2009-12-03,32730880000
2009-12-04,33313280000
2009-12-07,33167680000
2009-12-08,33065760000
2009-12-09,33211360000
2009-12-10,33619040000
2009-12-11,34769280000
2009-12-14,35191520000
2009-12-15,34944000000
2009-12-16,34492640000
2009-12-17,34492640000
2009-12-18,34390720000
2009-12-21,34711040000
2009-12-22,34740160000
2009-12-23,34303360000
2009-12-24,34434400000
2009-12-28,34434400000
2009-12-29,34376160000
2009-12-30,34259680000
2009-12-31,34055840000
2010-01-04,33720960000
2010-01-05,33371520000
2010-01-06,33458880000
2010-01-07,34419840000
2010-01-08,34347040000
2010-01-11,34055840000
2010-01-12,33968479999
2010-01-13,33808320000
2010-01-14,33764640000
2010-01-15,33677280000
2010-01-19,33648160000
2010-01-20,33196800000
2010-01-21,33327840000
2010-01-22,32483360000
2010-01-25,32206720000
2010-01-26,31973760000
2010-01-27,32206720000
2010-01-28,32002880000
2010-01-29,31132699999
2010-02-01,31621619999
2010-02-02,32470039999
2010-02-03,31794180000
2010-02-04,31060800000
2010-02-05,31046420000
2010-02-08,31290880000
2010-02-09,31405920000
2010-02-10,31348400000
2010-02-11,31880460000
2010-02-12,31866080000
2010-02-16,32700119999
2010-02-17,33145900000
2010-02-18,33289699999
2010-02-19,33260940000
2010-02-22,33174660000
2010-02-23,32800780000
2010-02-24,33994320000
2010-02-25,34253160000
2010-02-26,34094980000
2010-03-01,34483240000
2010-03-02,34066220000
2010-03-03,33965560000
2010-03-04,34210020000
2010-03-05,34583900000
2010-03-08,34440100000
2010-03-09,34526380000
2010-03-10,34929020000
2010-03-11,35360420000
2010-03-12,35878100000
2010-03-15,36007520000
2010-03-16,36021900000
2010-03-17,36180080000
2010-03-18,35806200000
2010-03-19,35633640000
2010-03-22,35820580000
2010-03-23,35705540000
2010-03-24,35058440000
2010-03-25,35000920000
2010-03-26,35202240000
2010-03-29,34957780000
2010-03-30,35000920000
2010-03-31,34857120000
2010-04-01,35288520000
2010-04-05,35763060000
2010-04-06,35921240000
2010-04-07,36309500000
2010-04-08,36798420000
2010-04-09,36855940000
2010-04-12,36812800000
2010-04-13,37704360000
2010-04-14,38236420000
2010-04-15,38337080000
2010-04-16,37805020000
2010-04-19,38035100000
2010-04-20,38279560000
2010-04-21,38337080000
2010-04-22,39588140000
2010-04-23,40580360000
2010-04-26,40494080000
2010-04-27,38826000000
2010-04-28,38869140000
2010-04-29,39401200000
2010-04-30,38429040000
2010-05-03,39307580000
2010-05-04,38216490000
2010-05-05,37763050000
2010-05-06,36161840000
2010-05-07,35864270000
2010-05-10,37833900000
2010-05-11,38400700000
2010-05-12,38344020000
2010-05-13,37196250000
2010-05-14,36941190000
2010-05-17,35793420000
2010-05-18,34999900000
2010-05-19,35169940000
2010-05-20,33582900000
2010-05-21,34291400000
2010-05-24,34263060000
2010-05-25,34603140000
2010-05-26,34489780000
2010-05-27,35595040000
2010-05-28,35070750000
2010-06-01,34418930000
2010-06-02,34617310000
2010-06-03,34631480000
2010-06-04,33327840000
2010-06-07,33143630000
2010-06-08,33115290000
2010-06-09,32987760000
2010-06-10,33781280000
2010-06-11,33271160000
2010-06-14,33228650000
2010-06-15,33908810000
2010-06-16,32874400000
2010-06-17,32137560000
2010-06-18,32052540000
2010-06-21,31896670000
2010-06-22,30833920000
2010-06-23,30961450000
2010-06-24,30097079999
2010-06-25,30224609999
2010-06-28,30082910000
2010-06-29,29190200000
2010-06-30,28935140000
2010-07-01,28920970000
2010-07-02,28722590000
2010-07-06,28283320000
2010-07-07,28892630000
2010-07-08,28665910000
2010-07-09,28949310000
2010-07-12,28850120000
2010-07-13,29983720000
2010-07-14,29572790000
2010-07-15,29586960000
2010-07-16,28396680000
2010-07-19,28240810000
2010-07-20,28807609999
2010-07-21,28311660000
2010-07-22,29516109999
2010-07-23,29912870000
2010-07-26,30890600000
2010-07-27,29969549999
2010-07-28,29331900000
2010-07-29,29020160000
2010-07-30,28828599999
2010-08-02,29648699999
2010-08-03,28828599999
2010-08-04,28925900000
2010-08-05,28828599999
2010-08-06,28189200000
2010-08-09,28230900000
2010-08-10,27688800000
2010-08-11,27535900000
2010-08-12,27438599999
2010-08-13,27230100000
2010-08-16,27383000000
2010-08-17,27786099999
2010-08-18,28898100000
2010-08-19,28355999999
2010-08-20,28689600000
2010-08-23,28119700000
2010-08-24,28105800000
2010-08-25,28786900000
2010-08-26,28703499999
2010-08-27,29329000000
2010-08-30,28439400000
2010-08-31,28189200000
2010-09-01,29523599999
2010-09-02,30496600000
2010-09-03,30524400000
2010-09-07,29926700000
2010-09-08,29940600000
2010-09-09,29982300000
2010-09-10,29912800000
2010-09-13,30176900000
2010-09-14,29926700000
2010-09-15,29857200000
2010-09-16,29620900000
2010-09-17,29217800000
2010-09-20,29829400000
2010-09-21,30149100000
2010-09-22,30246400000
2010-09-23,29912800000
2010-09-24,31247200000
2010-09-27,30955300000
2010-09-28,31149900000
2010-09-29,30844100000
2010-09-30,30983100000
2010-10-01,31066500000
2010-10-04,30913599999
2010-10-05,31511300000
2010-10-06,31511300000
2010-10-07,31455700000
2010-10-08,31553000000
2010-10-11,31400100000
2010-10-12,30635600000
2010-10-13,30427100000
2010-10-14,30135200000
2010-10-15,29968400000
2010-10-18,29259500000
2010-10-19,29259500000
2010-10-20,30093499999
2010-10-21,30649500000
2010-10-22,30580000000
2010-10-25,30385400000
2010-10-26,30190800000
2010-10-27,29829400000
2010-10-28,29718200000
2010-10-29,29001060000
2010-11-01,28797210000
2010-11-02,29789280000
2010-11-03,29789280000
2010-11-04,30305700000
2010-11-05,30292110000
2010-11-08,30020310000
2010-11-09,29422349999
2010-11-10,29707740000
2010-11-11,30305700000
2010-11-12,29476710000
2010-11-15,29164140000
2010-11-16,29313630000
2010-11-17,29245680000
2010-11-18,29408760000
2010-11-19,30020310000
2010-11-22,30346469999
2010-11-23,29993130000
2010-11-24,30794940000
2010-11-26,30224159999
2010-11-29,30387240000
2010-11-30,30849300000
2010-12-01,32276250000
2010-12-02,33866280000
2010-12-03,33784740000
2010-12-06,33730380000
2010-12-07,34178849999
2010-12-08,34871940000
2010-12-09,34219620000
2010-12-10,34273980000
2010-12-13,33975000000
2010-12-14,34124490000
2010-12-15,34192440000
2010-12-16,34586550000
2010-12-17,34206030000
2010-12-20,34736040000
2010-12-21,34899120000
2010-12-22,34885530000
2010-12-23,34681680000
2010-12-27,34627320000
2010-12-28,34178849999
2010-12-29,34015770000
2010-12-30,33961409999
2010-12-31,34083719999
2011-01-03,34192440000
2011-01-04,33377040000
2011-01-05,33540120000
2011-01-06,32792670000
2011-01-07,32602409999
2011-01-10,33037290000
2011-01-11,33146010000
2011-01-12,33213960000
2011-01-13,33363450000
2011-01-14,33975000000
2011-01-18,33988590000
2011-01-19,33159599999
2011-01-20,34382700000
2011-01-21,33988590000
2011-01-24,34070130000
2011-01-25,34736040000
2011-01-26,35130150000
2011-01-27,35660160000
2011-01-28,33431000000
2011-01-31,32835200000
2011-02-01,33100000000
2011-02-02,32120240000
2011-02-03,32438000000
2011-02-04,32716040000
2011-02-07,32596880000
2011-02-08,32769000000
2011-02-09,32398280000
2011-02-10,32345320000
2011-02-11,33219160000
2011-02-14,33325080000
2011-02-15,33867919999
2011-02-16,34145960000
2011-02-17,34609360000
2011-02-18,34821200000
2011-02-22,34410760000
2011-02-23,34066520000
2011-02-24,33245640000
2011-02-25,33457480000
2011-02-28,34649080000
2011-03-01,33762000000
2011-03-02,34132720000
2011-03-03,34794720000
2011-03-04,34741760000
2011-03-07,34424000000
2011-03-08,35231640000
2011-03-09,35509680000
2011-03-10,35324320000
2011-03-11,35668560000
2011-03-14,35496440000
2011-03-15,35271360000
2011-03-16,34424000000
2011-03-17,34529920000
2011-03-18,34688800000
2011-03-21,34847680000
2011-03-22,35019800000
2011-03-23,35708280000
2011-03-24,36118720000
2011-03-25,35999560000
2011-03-28,35377280000
2011-03-29,35655320000
2011-03-30,35708280000
2011-03-31,34993320000
2011-04-01,35403760000
2011-04-04,35191920000
2011-04-05,35456720000
2011-04-06,35311080000
2011-04-07,35218400000
2011-04-08,35509680000
2011-04-11,35456720000
2011-04-12,35867160000
2011-04-13,35628840000
2011-04-14,35867160000
2011-04-15,35814200000
2011-04-18,35033040000
2011-04-19,35297840000
2011-04-20,35297840000
2011-04-21,35311080000
2011-04-25,34874160000
2011-04-26,34781480000
2011-04-27,35403760000
2011-04-28,35218400000
2011-04-29,33468750000
2011-05-02,33634500000
2011-05-03,33213750000
2011-05-04,32844000000
2011-05-05,32844000000
2011-05-06,32691000000
2011-05-09,32844000000
2011-05-10,33417750000
2011-05-11,33073500000
2011-05-12,33124500000
2011-05-13,32844000000
2011-05-16,31671000000
2011-05-17,31556250000
2011-05-18,31938750000
2011-05-19,31594500000
2011-05-20,31186500000
2011-05-23,31084500000
2011-05-24,30791250000
2011-05-25,31033500000
2011-05-26,30995250000
2011-05-27,30918750000
2011-05-31,30778500000
2011-06-01,30243000000
2011-06-02,30077250000
2011-06-03,29835000000
2011-06-06,29159250000
2011-06-07,29312249999
2011-06-08,28968000000
2011-06-09,29031750000
2011-06-10,28381500000
2011-06-13,28113750000
2011-06-14,28968000000
2011-06-15,28190250000
2011-06-16,28917000000
2011-06-17,29108249999
2011-06-20,29465250000
2011-06-21,30192000000
2011-06-22,29567250000
2011-06-23,30230250000
2011-06-24,29643750000
2011-06-27,29516250000
2011-06-28,29924250000
2011-06-29,29809500000
2011-06-30,29720250000
2011-07-01,30370500000
2011-07-05,29937000000
2011-07-06,29656500000
2011-07-07,30587249999
2011-07-08,30102750000
2011-07-11,29554500000
2011-07-12,29554500000
2011-07-13,29682000000
2011-07-14,29465250000
2011-07-15,29146500000
2011-07-18,28687500000
2011-07-19,29274000000
2011-07-20,29031750000
2011-07-21,29248500000
2011-07-22,28840500000
2011-07-25,28827750000
2011-07-26,29121000000
2011-07-27,28636500000
2011-07-28,27782250000
2011-07-29,26974999999
2011-08-01,26362500000
2011-08-02,25575000000
2011-08-03,25525000000
2011-08-04,25275000000
2011-08-05,25187500000
2011-08-08,23337500000
2011-08-09,23962500000
2011-08-10,22637500000
2011-08-11,23862500000
2011-08-12,24387500000
2011-08-15,24600000000
2011-08-16,25112500000
2011-08-17,25125000000
2011-08-18,24474999999
2011-08-19,24137500000
2011-08-22,24412500000
2011-08-23,25150000000
2011-08-24,25425000000
2011-08-25,25137500000
2011-08-26,25299999999
2011-08-29,25612499999
2011-08-30,25037500000
2011-08-31,24912500000
2011-09-01,24762500000
2011-09-02,23675000000
2011-09-06,24012500000
2011-09-07,24575000000
2011-09-08,24474999999
2011-09-09,23700000000
2011-09-12,23912500000
2011-09-13,23937500000
2011-09-14,24474999999
2011-09-15,24987499999
2011-09-16,25475000000
2011-09-19,25012500000
2011-09-20,24900000000
2011-09-21,23975000000
2011-09-22,23625000000
2011-09-23,24674999999
2011-09-26,24775000000
2011-09-27,25299999999
2011-09-28,24850000000
2011-09-29,25025000000
2011-09-30,24175000000
2011-10-03,23725000000
2011-10-04,24575000000
2011-10-05,24674999999
2011-10-06,25299999999
2011-10-07,25425000000
2011-10-10,26075000000
2011-10-11,25662500000
2011-10-12,25775000000
2011-10-13,25562500000
2011-10-14,26162500000
2011-10-17,26112500000
2011-10-18,26862499999
2011-10-19,26300000000
2011-10-20,26900000000
2011-10-21,27662500000
2011-10-24,27225000000
2011-10-25,26887500000
2011-10-26,27050000000
2011-10-27,27375000000
2011-10-28,26391950000
2011-10-31,25959700000
2011-11-01,25441000000
2011-11-02,26342549999
2011-11-03,26713050000
2011-11-04,26601900000
2011-11-07,27552850000
2011-11-08,28120950000
2011-11-09,27417000000
2011-11-10,27738100000
2011-11-11,28540850000
2011-11-14,29022500000
2011-11-15,28652000000
2011-11-16,29010149999
2011-11-17,28874300000
2011-11-18,28787850000
2011-11-21,28516150000
2011-11-22,28170350000
2011-11-23,27762800000
2011-11-25,28009800000
2011-11-28,28849600000
2011-11-29,30010500000
2011-11-30,29652350000
2011-12-01,29479450000
2011-12-02,30022850000
2011-12-05,30072250000
2011-12-06,30590950000
2011-12-07,31122000000
2011-12-08,30726800000
2011-12-09,30837950000
2011-12-12,30492150000
2011-12-13,29862300000
2011-12-14,30232800000
2011-12-15,30455100000
2011-12-16,30899700000
2011-12-19,30529200000
2011-12-20,31776550000
2011-12-21,32060600000
2011-12-22,31443100000
2011-12-23,31208450000
2011-12-27,31541900000
2011-12-28,30949100000
2011-12-29,31714800000
2011-12-30,31344300000
2012-01-03,31517200000
2012-01-04,32690450000
2012-01-05,32566950000
2012-01-06,32529900000
2012-01-09,32233500000
2012-01-10,32641050000
2012-01-11,32764550000
2012-01-12,32591650000
2012-01-13,32505200000
2012-01-17,33098000000
2012-01-18,33913100000
2012-01-19,33752549999
2012-01-20,32764550000
2012-01-23,32517549999
2012-01-24,33196800000
2012-01-25,33233850000
2012-01-26,33283250000
2012-01-27,33233850000
2012-01-30,33122700000
2012-01-31,33135049999
2012-02-01,33196800000
2012-02-02,33122700000
2012-02-03,32803200000
2012-02-06,32574060000
2012-02-07,32513760000
2012-02-08,32417280000
2012-02-09,32453460000
2012-02-10,32670540000
2012-02-13,33032340000
2012-02-14,32791140000
2012-02-15,33080580000
2012-02-16,32935860000
2012-02-17,33382080000
2012-02-21,33478560000
2012-02-22,32501700000
2012-02-23,32634360000
2012-02-24,32754960000
2012-02-27,32972040000
2012-02-28,33418260000
2012-02-29,34226280000
2012-03-01,34226280000
2012-03-02,33924780000
2012-03-05,34057440000
2012-03-06,33575040000
2012-03-07,34817220000
2012-03-08,35408160000
2012-03-09,35902620000
2012-03-12,35987040000
2012-03-13,36457380000
2012-03-14,36770940000
2012-03-15,37012140000
2012-03-16,36674460000
2012-03-19,36819180000
2012-03-20,36891540000
2012-03-21,37217160000
2012-03-22,37325700000
2012-03-23,37072440000
2012-03-26,37603080000
2012-03-27,37603080000
2012-03-28,37651320000
2012-03-29,37639260000
2012-03-30,37844280000
2012-04-02,37844280000
2012-04-03,37470420000
2012-04-04,37711620000
2012-04-05,37808100000
2012-04-09,37494540000
2012-04-10,36577980000
2012-04-11,37410120000
2012-04-12,37989000000
2012-04-13,38218140000
2012-04-16,38652300000
2012-04-17,38688480000
2012-04-18,38543760000
2012-04-19,38592000000
2012-04-20,38169900000
2012-04-23,37530720000
2012-04-24,37844280000
2012-04-25,38266380000
2012-04-26,37904580000
2012-04-27,38121660000
2012-04-30,37952820000
2012-05-01,38121660000
2012-05-02,38712600000
2012-05-03,38181960000
2012-05-04,35971130000
2012-05-07,35624030000
2012-05-08,35485190000
2012-05-09,35103380000
2012-05-10,34918260000
2012-05-11,34270340000
2012-05-14,34200920000
2012-05-15,33587710000
2012-05-16,33923240000
2012-05-17,32824090000
2012-05-18,32951360000
2012-05-21,29619200000
2012-05-22,29491930000
2012-05-23,30301830000
2012-05-24,31354700000
2012-05-25,31516680000
2012-05-29,31805930000
2012-05-30,31227430000
2012-05-31,30915040000
2012-06-01,30498520000
2012-06-04,30845620000
2012-06-05,30579510000
2012-06-06,31794360000
2012-06-07,32037330000
2012-06-08,32303440000
2012-06-11,31215860000
2012-06-12,31748080000
2012-06-13,31100160000
2012-06-14,32129890000
2012-06-15,32453850000
2012-06-18,32893510000
2012-06-19,33020780000
2012-06-20,33124910000
2012-06-21,31817500000
2012-06-22,31597670000
2012-06-25,31158010000
2012-06-26,31539820000
2012-06-27,31586100000
2012-06-28,31516680000
2012-06-29,32905080000
2012-07-02,33113340000
2012-07-03,31956340000
2012-07-05,31910059999
2012-07-06,32222450000
2012-07-09,31562960000
2012-07-10,31435690000
2012-07-11,30857190000
2012-07-12,30741490000
2012-07-13,30915040000
2012-07-16,29850600000
2012-07-17,29561350000
2012-07-18,29688620000
2012-07-19,30116710000
2012-07-20,29839030000
2012-07-23,29815890000
2012-07-24,29815890000
2012-07-25,29619200000
2012-07-26,30776200000
2012-07-27,31319990000
2012-07-30,31077020000
2012-07-31,29353090000
2012-08-01,29086980000
2012-08-02,28751450000
2012-08-03,28701740000
2012-08-06,28611660000
2012-08-07,29242220000
2012-08-08,29748920000
2012-08-09,30300660000
2012-08-10,30143020000
2012-08-13,29895300000
2012-08-14,29884040000
2012-08-15,30210579999
2012-08-16,30908700000
2012-08-17,31381620000
2012-08-20,29568760000
2012-08-21,29760180000
2012-08-22,30672240000
2012-08-23,30807360000
2012-08-24,31223980000
2012-08-27,31190200000
2012-08-28,31359100000
2012-08-29,31910840000
2012-08-30,31730680000
2012-08-31,32068480000
2012-09-04,32012180000
2012-09-05,31640600000
2012-09-06,31955880000
2012-09-07,31888320000
2012-09-10,32304940000
2012-09-11,32203600000
2012-09-12,31775720000
2012-09-13,32676520000
2012-09-14,33104400000
2012-09-17,32912980000
2012-09-18,32856680000
2012-09-19,33318340000
2012-09-20,33780000000
2012-09-21,33993940000
2012-09-24,33554800000
2012-09-25,33408420000
2012-09-26,33791260000
2012-09-27,34072760000
2012-09-28,34050240000
2012-10-01,34129060000
2012-10-02,34106540000
2012-10-03,34568200000
2012-10-04,34849700000
2012-10-05,35773020000
2012-10-08,35525300000
2012-10-09,35052380000
2012-10-10,34782140000
2012-10-11,34647020000
2012-10-12,35108680000
2012-10-15,36257200000
2012-10-16,36426100000
2012-10-17,36921540000
2012-10-18,36673820000
2012-10-19,36752640000
2012-10-22,36831460000
2012-10-23,36369800000
2012-10-24,36358540000
2012-10-25,35795540000
2012-10-26,35311360000
2012-10-31,36459880000
2012-11-01,37112960000
2012-11-02,36763350000
2012-11-05,36663540000
2012-11-06,36918610000
2012-11-07,36341930000
2012-11-08,35598900000
2012-11-09,34900230000
2012-11-12,35465820000
2012-11-13,35454730000
2012-11-14,35465820000
2012-11-15,34822600000
2012-11-16,35465820000
2012-11-19,37661640000
2012-11-20,38205050000
2012-11-21,38315950000
2012-11-23,38981350000
2012-11-26,39203150000
2012-11-27,39192060000
2012-11-28,39668930000
2012-11-29,39491490000
2012-11-30,40023810000
2012-12-03,39968360000
2012-12-04,39502580000
2012-12-05,39036800000
2012-12-06,39003530000
2012-12-07,38936990000
2012-12-10,38604290000
2012-12-11,38615380000
2012-12-12,38515570000
2012-12-13,38293770000
2012-12-14,38216140000
2012-12-17,39757650000
2012-12-18,39735470000
2012-12-19,38936990000
2012-12-20,39236420000
2012-12-21,38859360000
2012-12-24,39081160000
2012-12-26,39036800000
2012-12-27,38959170000
2012-12-28,38792820000
2012-12-31,39391680000
2013-01-02,40134710000
2013-01-03,39757650000
2013-01-04,39458220000
2013-01-07,38548840000
2013-01-08,38571020000
2013-01-09,38681920000
2013-01-10,39424950000
2013-01-11,39735470000
2013-01-14,39236420000
2013-01-15,39846370000
2013-01-16,39668930000
2013-01-17,41033000000
2013-01-18,41021910000
2013-01-22,41520960000
2013-01-23,42008920000
2013-01-24,42596690000
2013-01-25,42785220000
2013-01-28,42530150000
2013-01-29,42397070000
2013-01-30,42374890000
2013-01-31,42352710000
2013-02-01,41953280000
2013-02-04,41278720000
2013-02-05,41703040000
2013-02-06,42072960000
2013-02-07,42181760000
2013-02-08,42464640000
2013-02-11,42497280000
2013-02-12,43291520000
2013-02-13,43269760000
2013-02-14,43052160000
2013-02-15,42584320000
2013-02-19,42878080000
2013-02-20,42040320000
2013-02-21,40984960000
2013-02-22,40984960000
2013-02-25,39015680000
2013-02-26,39809920000
2013-02-27,41028480000
2013-02-28,41507200000
2013-03-01,41757440000
2013-03-04,41811840000
2013-03-05,42170880000
2013-03-06,42247040000
2013-03-07,42105600000
2013-03-08,42769280000
2013-03-11,43160960000
2013-03-12,42475520000
2013-03-13,42867200000
2013-03-14,42649600000
2013-03-15,42225280000
2013-03-18,42149120000
2013-03-19,41605120000
2013-03-20,41790080000
2013-03-21,41082880000
2013-03-22,41159040000
2013-03-25,41474560000
2013-03-26,41583360000
2013-03-27,41539840000
2013-03-28,41256960000
2013-04-01,40821760000
2013-04-02,41365760000
2013-04-03,41202560000
2013-04-04,42029440000
2013-04-05,41768320000
2013-04-08,42410240000
2013-04-09,42290560000
2013-04-10,42442880000
2013-04-11,42257920000
2013-04-12,42344960000
2013-04-15,41246080000
2013-04-16,41333120000
2013-04-17,40897920000
2013-04-18,40604160000
2013-04-19,41474560000
2013-04-22,41006720000
2013-04-23,41354880000
2013-04-24,41028480000
2013-04-25,41115520000
2013-04-26,41017600000
2013-04-29,41616000000
2013-04-30,41800960000
2013-05-01,41539840000
2013-05-02,42290560000
2013-05-03,42242530000
2013-05-06,43544270000
2013-05-07,42989430000
2013-05-08,45187450000
2013-05-09,44568590000
2013-05-10,44888690000
2013-05-13,44910030000
2013-05-14,45646260000
2013-05-15,46126410000
2013-05-16,45624920000
2013-05-17,45528890000
2013-05-20,45219460000
2013-05-21,45294150000
2013-05-22,45848990000
2013-05-23,45550230000
2013-05-24,45496880000
2013-05-28,45731620000
2013-05-29,45977030000
2013-05-30,45518220000
2013-05-31,44931370000
2013-06-03,45198120000
2013-06-04,43736330000
2013-06-05,42253200000
2013-06-06,43426900000
2013-06-07,44387200000
2013-06-10,43939060000
2013-06-11,43629630000
2013-06-12,43330870000
2013-06-13,43939060000
2013-06-14,43917720000
2013-06-17,44141790000
2013-06-18,44237820000
2013-06-19,43779010000
2013-06-20,42487940000
2013-06-21,42199850000
2013-06-24,42093150000
2013-06-25,42157170000
2013-06-26,43245510000
2013-06-27,43907050000
2013-06-28,43640300000
2013-07-01,43811020000
2013-07-02,45208790000
2013-07-03,45155440000
2013-07-05,45646260000
2013-07-08,46414500000
2013-07-09,46745270000
2013-07-10,46297130000
2013-07-11,46275790000
2013-07-12,46766610000
2013-07-15,46681250000
2013-07-16,46723930000
2013-07-17,47225420000
2013-07-18,47257430000
2013-07-19,47236090000
2013-07-22,47673560000
2013-07-23,48121700000
2013-07-24,47748250000
2013-07-25,47086710000
2013-07-26,46915990000
2013-07-29,46350480000
2013-07-30,46990680000
2013-07-31,47566860000
2013-08-01,48057680000
2013-08-02,47104530000
2013-08-05,47607090000
2013-08-06,46978890000
2013-08-07,46382100000
2013-08-08,48329520000
2013-08-09,47826960000
2013-08-12,47952600000
2013-08-13,48298110000
2013-08-14,47115000000
2013-08-15,45910950000
2013-08-16,46026120000
2013-08-19,45722490000
2013-08-20,46151760000
2013-08-21,47963070000
2013-08-22,49617330000
2013-08-23,49188060000
2013-08-26,49198530000
2013-08-27,48162000000
2013-08-28,48559860000
2013-08-29,48601740000
2013-08-30,47973540000
2013-09-03,47753670000
2013-09-04,48130590000
2013-09-05,48015420000
2013-09-06,47743200000
2013-09-09,48821610000
2013-09-10,49366050000
2013-09-11,49596390000
2013-09-12,49198530000
2013-09-13,49062420000
2013-09-16,49041480000
2013-09-17,49051950000
2013-09-18,49994250000
2013-09-19,51282060000
2013-09-20,50088480000
2013-09-23,49491690000
2013-09-24,50297880000
2013-09-25,49774380000
2013-09-26,50140830000
2013-09-27,50015190000
2013-09-30,49847670000
2013-10-01,50454930000
2013-10-02,50685270000
2013-10-03,50182710000
2013-10-04,50402580000
2013-10-07,49481220000
2013-10-08,48716910000
2013-10-09,48790200000
2013-10-10,50067540000
2013-10-11,51093600000
2013-10-14,51177360000
2013-10-15,50727150000
2013-10-16,50748090000
2013-10-17,51323940000
2013-10-18,49900020000
2013-10-21,50276940000
2013-10-22,50454930000
2013-10-23,51564750000
2013-10-24,52810680000
2013-10-25,52967730000
2013-10-28,52465170000
2013-10-29,52988670000
2013-10-30,52507050000
2013-10-31,52119660000
2013-11-01,50901300000
2013-11-04,51511950000
2013-11-05,51936300000
2013-11-06,51718950000
2013-11-07,50787450000
2013-11-08,50425200000
2013-11-11,50818500000
2013-11-12,51874200000
2013-11-13,53074800000
2013-11-14,53768250000
2013-11-15,53581950000
2013-11-18,52671150000
2013-11-19,52205400000
2013-11-20,48986550000
2013-11-21,49887000000
2013-11-22,49576500000
2013-11-25,49421250000
