,SPGI
2009-04-13,7815016780
2009-04-14,7693248640
2009-04-15,7980496560
2009-04-16,8664271500
2009-04-17,9201300220
2009-04-20,8626804380
2009-04-21,8820384500
2009-04-22,8729838960
2009-04-23,8679882800
2009-04-24,9076409820
2009-04-27,9063920780
2009-04-28,8786039640
2009-04-29,9357413220
2009-04-30,9413613900
2009-05-01,9557237860
2009-05-04,9550993340
2009-05-05,9960009400
2009-05-06,10356536420
2009-05-07,10275357659
2009-05-08,10525138460
2009-05-11,10297213479
2009-05-12,10063043979
2009-05-13,9332435140
2009-05-14,9522893000
2009-05-15,9404247120
2009-05-18,10031821380
2009-05-19,10119244659
2009-05-20,10125489180
2009-05-21,9591582720
2009-05-22,9629049840
2009-05-26,10038065900
2009-05-27,9538504300
2009-05-28,9413613900
2009-05-29,9394880340
2009-06-01,10031821380
2009-06-02,10016210080
2009-06-03,9691495040
2009-06-04,9600949500
2009-06-05,9600949500
2009-06-08,9663394700
2009-06-09,9906930980
2009-06-10,9900686460
2009-06-11,9963131660
2009-06-12,9988109740
2009-06-15,9535382040
2009-06-16,9241889600
2009-06-17,9401124860
2009-06-18,9398002600
2009-06-19,9269989940
2009-06-22,8848484840
2009-06-23,9116999200
2009-06-24,9182566660
2009-06-25,9279356720
2009-06-26,9241889600
2009-06-29,9394880340
2009-06-30,9408501810
2009-07-01,9570986730
2009-07-02,9180397980
2009-07-06,9277263990
2009-07-07,9021037770
2009-07-08,9321009930
2009-07-09,9374130000
2009-07-10,9399127680
2009-07-13,9524116080
2009-07-14,9645979770
2009-07-15,10024069680
2009-07-16,10117810980
2009-07-17,10111561560
2009-07-20,10320917130
2009-07-21,10170931050
2009-07-22,10402159590
2009-07-23,10224051120
2009-07-24,10164681630
2009-07-27,10361538359
2009-07-28,10342790100
2009-07-29,10070940329
2009-07-30,9842836500
2009-07-31,9795965850
2009-08-03,9855335340
2009-08-04,9714723390
2009-08-05,9505367820
2009-08-06,9330384060
2009-08-07,9386628840
2009-08-10,9396002970
2009-08-11,9167899140
2009-08-12,9327259350
2009-08-13,9061659000
2009-08-14,8936670600
2009-08-17,8717940900
2009-08-18,8802308070
2009-08-19,9011663640
2009-08-20,9077282550
2009-08-21,9271014570
2009-08-24,9595984410
2009-08-25,9695975130
2009-08-26,10045942650
2009-08-27,10305293579
2009-08-28,10502150310
2009-08-31,10502150310
2009-09-01,10392785460
2009-09-02,10095938010
2009-09-03,9064783710
2009-09-04,9092906100
2009-09-08,8436717000
2009-09-09,8455465260
2009-09-10,8621074890
2009-09-11,8655446700
2009-09-14,8608576050
2009-09-15,8496086490
2009-09-16,8811682200
2009-09-17,8446091130
2009-09-18,8377347510
2009-09-21,8127370710
2009-09-22,8221112010
2009-09-23,8083624770
2009-09-24,7555548780
2009-09-25,7396188570
2009-09-28,7602419429
2009-09-29,8158617810
2009-09-30,7861051740
2009-10-01,7936097580
2009-10-02,7698452420
2009-10-05,7901701570
2009-10-06,8123712180
2009-10-07,8173742740
2009-10-08,8539591210
2009-10-09,8530210480
2009-10-12,8889805130
2009-10-13,8855409120
2009-10-14,9139957930
2009-10-15,9249399780
2009-10-16,9249399780
2009-10-19,9549583140
2009-10-20,9546456230
2009-10-21,9330699440
2009-10-22,9574598420
2009-10-23,9533948590
2009-10-26,9215003770
2009-10-27,9108688830
2009-10-28,9136831020
2009-10-29,9408872190
2009-10-30,8999246980
2009-11-02,8917947320
2009-11-03,8983612430
2009-11-04,8961724060
2009-11-05,9211876860
2009-11-06,9168100120
2009-11-09,9493298760
2009-11-10,9315064890
2009-11-11,9474537300
2009-11-12,9605867520
2009-11-13,9712182460
2009-11-16,9965462170
2009-11-17,9959208350
2009-11-18,9977969810
2009-11-19,9921685430
2009-11-20,9690294090
2009-11-23,9674659540
2009-11-24,9643390440
2009-11-25,9765339930
2009-11-27,9521440950
2009-11-30,9368222360
2009-12-01,9480791120
2009-12-02,9487044940
2009-12-03,9399491460
2009-12-04,9984223630
2009-12-07,10181218960
2009-12-08,10234376429
2009-12-09,10293787720
2009-12-10,10503290690
2009-12-11,10887900620
2009-12-14,10809727870
2009-12-15,10803474050
2009-12-16,10778458770
2009-12-17,10753443490
2009-12-18,10706539840
2009-12-21,10628367090
2009-12-22,10518925240
2009-12-23,10665890010
2009-12-24,10731555120
2009-12-28,10581463440
2009-12-29,10497036870
2009-12-30,10662763100
2009-12-31,10502034000
2010-01-04,10533374000
2010-01-05,10542776000
2010-01-06,10448756000
2010-01-07,10680672000
2010-01-08,10639930000
2010-01-11,10580384000
2010-01-12,10420550000
2010-01-13,10461292000
2010-01-14,10448756000
2010-01-15,10414281999
2010-01-19,10483230000
2010-01-20,10555312000
2010-01-21,10448756000
2010-01-22,10423684000
2010-01-25,10467560000
2010-01-26,10727681999
2010-01-27,11191514000
2010-01-28,11144504000
2010-01-29,11110030000
2010-02-01,11106896000
2010-02-02,11141370000
2010-02-03,11141370000
2010-02-04,10771558000
2010-02-05,10724548000
2010-02-08,10545910000
2010-02-09,10658734000
2010-02-10,10520838000
2010-02-11,10677538000
2010-02-12,10708878000
2010-02-16,10812300000
2010-02-17,10890650000
2010-02-18,10972134000
2010-02-19,11072422000
2010-02-22,10906320000
2010-02-23,10749620000
2010-02-24,10843640000
2010-02-25,10708878000
2010-02-26,10718280000
2010-03-01,10755888000
2010-03-02,10755888000
2010-03-03,10746486000
2010-03-04,10809166000
2010-03-05,11056752000
2010-03-08,11116298000
2010-03-09,11063020000
2010-03-10,10981536000
2010-03-11,11000340000
2010-03-12,10984670000
2010-03-15,11059886000
2010-03-16,11072422000
2010-03-17,11213452000
2010-03-18,11313740000
2010-03-19,11210318000
2010-03-22,11260462000
2010-03-23,11294936000
2010-03-24,11241658000
2010-03-25,11191514000
2010-03-26,11163308000
2010-03-29,11166442000
2010-03-30,11232256000
2010-03-31,11094280000
2010-04-01,11078720000
2010-04-05,11081832000
2010-04-06,11050712000
2010-04-07,11013368000
2010-04-08,11013368000
2010-04-09,11144072000
2010-04-12,11212536000
2010-04-13,11309008000
2010-04-14,11458384000
2010-04-15,11374360000
2010-04-16,10817312000
2010-04-19,10761296000
2010-04-20,10807975999
2010-04-21,10714616000
2010-04-22,10341175999
2010-04-23,10347400000
2010-04-26,10543456000
2010-04-27,10471880000
2010-04-28,10338064000
2010-04-29,10618144000
2010-04-30,10493664000
2010-05-03,10515448000
2010-05-04,10166904000
2010-05-05,9930392000
2010-05-06,9457368000
2010-05-07,9423136000
2010-05-10,9071480000
2010-05-11,9354672000
2010-05-12,9323552000
2010-05-13,9096376000
2010-05-14,9018576000
2010-05-17,9149280000
2010-05-18,9009240000
2010-05-19,9108824000
2010-05-20,8735384000
2010-05-21,8841192000
2010-05-24,8800736000
2010-05-25,8710488000
2010-05-26,8710488000
2010-05-27,8869200000
2010-05-28,8651360000
2010-06-01,8408624000
2010-06-02,8726048000
2010-06-03,8716712000
2010-06-04,8508208000
2010-06-07,8542440000
2010-06-08,8778952000
2010-06-09,8688704000
2010-06-10,8981232000
2010-06-11,8984344000
2010-06-14,8925216000
2010-06-15,9435584000
2010-06-16,9575624000
2010-06-17,9336000000
2010-06-18,9367120000
2010-06-21,9326664000
2010-06-22,9248864000
2010-06-23,9476040000
2010-06-24,9413800000
2010-06-25,9255088000
2010-06-28,9289320000
2010-06-29,9146168000
2010-06-30,8644608000
2010-07-01,8641536000
2010-07-02,8540160000
2010-07-06,8509440000
2010-07-07,8515584000
2010-07-08,9074688000
2010-07-09,9059328000
2010-07-12,9148416000
2010-07-13,9421824000
2010-07-14,9338880000
2010-07-15,9391104000
2010-07-16,9010176000
2010-07-19,9108480000
2010-07-20,9148416000
2010-07-21,8976384000
2010-07-22,9434112000
2010-07-23,9111552000
2010-07-26,9412608000
2010-07-27,9424896000
2010-07-28,9277440000
2010-07-29,9252864000
2010-07-30,9427968000
2010-08-02,9587712000
2010-08-03,9375744000
2010-08-04,9446400000
2010-08-05,9458688000
2010-08-06,9394176000
2010-08-09,9560064000
2010-08-10,9550848000
2010-08-11,9228288000
2010-08-12,9016320000
2010-08-13,8918016000
2010-08-16,8804352000
2010-08-17,8924160000
2010-08-18,8982528000
2010-08-19,8838144000
2010-08-20,8656896000
2010-08-23,8595456000
2010-08-24,8580096000
2010-08-25,8561664000
2010-08-26,8558592000
2010-08-27,8709120000
2010-08-30,8491008000
2010-08-31,8494080000
2010-09-01,8755200000
2010-09-02,9016320000
2010-09-03,9117696000
2010-09-07,8918016000
2010-09-08,8945664000
2010-09-09,9025536000
2010-09-10,9289728000
2010-09-13,9354240000
2010-09-14,9357312000
2010-09-15,9305088000
2010-09-16,9348096000
2010-09-17,9384960000
2010-09-20,9630720000
2010-09-21,9772032000
2010-09-22,9836544000
2010-09-23,9854976000
2010-09-24,10192896000
2010-09-27,10088448000
2010-09-28,10140672000
2010-09-29,10171392000
2010-09-30,10089912000
2010-10-01,10068548000
2010-10-04,10062444000
2010-10-05,10266928000
2010-10-06,10263876000
2010-10-07,10312708000
2010-10-08,10477516000
2010-10-11,10544660000
2010-10-12,10599595999
2010-10-13,10785768000
2010-10-14,10794924000
2010-10-15,10846808000
2010-10-18,10840704000
2010-10-19,10678948000
2010-10-20,10996356000
2010-10-21,11087916000
2010-10-22,11109280000
2010-10-25,11158112000
2010-10-26,11390064000
2010-10-27,11399220000
2010-10-28,11454156000
2010-10-29,11490780000
2010-11-01,11472468000
2010-11-02,11594548000
2010-11-03,11545716000
2010-11-04,11853968000
2010-11-05,11997412000
2010-11-08,11792928000
2010-11-09,11588444000
2010-11-10,11478572000
2010-11-11,11347336000
2010-11-12,11170320000
2010-11-15,11136748000
2010-11-16,10868172000
2010-11-17,10782716000
2010-11-18,10736936000
2010-11-19,10721676000
2010-11-22,10685052000
2010-11-23,10419528000
2010-11-24,10578231999
2010-11-26,10471412000
2010-11-29,10495828000
2010-11-30,10526348000
2010-12-01,10691156000
2010-12-02,10880380000
2010-12-03,10892588000
2010-12-06,10923108000
2010-12-07,10959731999
2010-12-08,10984148000
2010-12-09,11002460000
2010-12-10,10981095999
2010-12-13,11036031999
2010-12-14,11051292000
2010-12-15,11109280000
2010-12-16,11158112000
2010-12-17,11078760000
2010-12-20,11060448000
2010-12-21,11005512000
2010-12-22,11075708000
2010-12-23,11066552000
2010-12-27,11057395999
2010-12-28,11072656000
2010-12-29,11188631999
2010-12-30,11100124000
2010-12-31,11112331999
2011-01-03,11161164000
2011-01-04,11243568000
2011-01-05,11445000000
2011-01-06,11551820000
2011-01-07,11518248000
2011-01-10,11506040000
2011-01-11,11429740000
2011-01-12,11472468000
2011-01-13,11393116000
2011-01-14,11445000000
2011-01-18,11588444000
2011-01-19,11448052000
2011-01-20,11481624000
2011-01-21,11487728000
2011-01-24,11759356000
2011-01-25,11722731999
2011-01-26,11884488000
2011-01-27,11899748000
2011-01-28,11680004000
2011-01-31,11896695999
2011-02-01,11267984000
2011-02-02,11216100000
2011-02-03,11280192000
2011-02-04,11164216000
2011-02-07,11237464000
2011-02-08,11332076000
2011-02-09,11353440000
2011-02-10,11365648000
2011-02-11,11429740000
2011-02-14,11576236000
2011-02-15,11521300000
2011-02-16,11618964000
2011-02-17,11667795999
2011-02-18,11857020000
2011-02-22,11609808000
2011-02-23,11475520000
2011-02-24,11493831999
2011-02-25,11618964000
2011-02-28,11805136000
2011-03-01,11487728000
2011-03-02,11625068000
2011-03-03,11890592000
2011-03-04,11637276000
2011-03-07,11457208000
2011-03-08,11560976000
2011-03-09,11637276000
2011-03-10,11466364000
2011-03-11,11457208000
2011-03-14,11313764000
2011-03-15,11298504000
2011-03-16,11139800000
2011-03-17,11365648000
2011-03-18,11582340000
2011-03-21,11872280000
2011-03-22,11765460000
2011-03-23,11792928000
2011-03-24,11765460000
2011-03-25,11759356000
2011-03-28,11771564000
2011-03-29,12223260000
2011-03-30,12241572000
2011-03-31,11961840000
2011-04-01,11898084000
2011-04-04,11882904000
2011-04-05,11895048000
2011-04-06,12016488000
2011-04-07,11973984000
2011-04-08,11831292000
2011-04-11,11870760000
2011-04-12,11837364000
2011-04-13,11888975999
2011-04-14,11728068000
2011-04-15,11934516000
2011-04-18,11800932000
2011-04-19,11876832000
2011-04-20,11946660000
2011-04-21,12083280000
2011-04-25,12019524000
2011-04-26,11885940000
2011-04-27,11867724000
2011-04-28,12207756000
2011-04-29,12286692000
2011-05-02,12259368000
2011-05-03,12265440000
2011-05-04,12374736000
2011-05-05,12383844000
2011-05-06,12474924000
2011-05-09,12629760000
2011-05-10,12748164000
2011-05-11,12626724000
2011-05-12,12808884000
2011-05-13,12775488000
2011-05-16,12830136000
2011-05-17,12899964000
2011-05-18,13121592000
2011-05-19,13133736000
2011-05-20,12994080000
2011-05-23,12854424000
2011-05-24,12778524000
2011-05-25,12827100000
2011-05-26,12781560000
2011-05-27,12811920000
2011-05-31,12893892000
2011-06-01,12499212000
2011-06-02,12544752000
2011-06-03,12502248000
2011-06-06,12459744000
2011-06-07,12614580000
2011-06-08,12402060000
2011-06-09,12562968000
2011-06-10,12399024000
2011-06-13,12371700000
2011-06-14,12687444000
2011-06-15,12477960000
2011-06-16,12471888000
2011-06-17,12025596000
2011-06-20,12195612000
2011-06-21,12344375999
2011-06-22,12235080000
2011-06-23,12165252000
2011-06-24,11995236000
2011-06-27,12180432000
2011-06-28,12314016000
2011-06-29,12538680000
2011-06-30,12480797999
2011-07-01,12626720000
2011-07-05,12599918000
2011-07-06,12722016000
2011-07-07,12817312000
2011-07-08,12620764000
2011-07-11,12448040000
2011-07-12,12433150000
2011-07-13,12671390000
2011-07-14,12585028000
2011-07-15,12608852000
2011-07-18,12552270000
2011-07-19,12835180000
2011-07-20,12817312000
2011-07-21,13177650000
2011-07-22,13079376000
2011-07-25,13073420000
2011-07-26,13091288000
2011-07-27,12826246000
2011-07-28,12701170000
2011-07-29,12388480000
2011-08-01,12331897999
2011-08-02,13231254000
2011-08-03,13296770000
2011-08-04,12864960000
2011-08-05,12424216000
2011-08-08,11352136000
2011-08-09,11185368000
2011-08-10,10527230000
2011-08-11,10994776000
2011-08-12,11247906000
2011-08-15,11614200000
2011-08-16,11557618000
2011-08-17,11926890000
2011-08-18,11063270000
2011-08-19,11018600000
2011-08-22,11030512000
2011-08-23,11521882000
2011-08-24,12299140000
2011-08-25,12001340000
2011-08-26,12087702000
2011-08-29,12602896000
2011-08-30,12567160000
2011-08-31,12540358000
2011-09-01,12373590000
2011-09-02,12096636000
2011-09-06,11941780000
2011-09-07,12242558000
2011-09-08,12043032000
2011-09-09,11530816000
2011-09-12,11989428000
2011-09-13,12358700000
2011-09-14,12939410000
2011-09-15,13269968000
2011-09-16,13487362000
2011-09-19,13532032000
2011-09-20,13475450000
2011-09-21,12909630000
2011-09-22,12698192000
2011-09-23,12784554000
2011-09-26,12864960000
2011-09-27,12995992000
2011-09-28,12835180000
2011-09-29,12599918000
2011-09-30,11398000000
2011-10-03,11103320000
2011-10-04,11425800000
2011-10-05,11364640000
2011-10-06,11653760000
2011-10-07,11628740000
2011-10-10,12045740000
2011-10-11,12151380000
2011-10-12,12295940000
2011-10-13,12293160000
2011-10-14,12501660000
2011-10-17,12181960000
2011-10-18,12298720000
2011-10-19,11973460000
2011-10-20,11928980000
2011-10-21,12404360000
2011-10-24,12426600000
2011-10-25,12017940000
2011-10-26,12040180000
2011-10-27,12318180000
2011-10-28,12054080000
2011-10-31,11815000000
2011-11-01,11587040000
2011-11-02,11673220000
2011-11-03,11689900000
2011-11-04,11812220000
2011-11-07,11831680000
2011-11-08,12020720000
2011-11-09,11625960000
2011-11-10,11759400000
2011-11-11,12015160000
2011-11-14,11840020000
2011-11-15,12170840000
2011-11-16,12067980000
2011-11-17,11915080000
2011-11-18,11998480000
2011-11-21,12079100000
2011-11-22,12145820000
2011-11-23,11314600000
2011-11-25,11270120000
2011-11-28,11453600000
2011-11-29,11423020000
2011-11-30,11870600000
2011-12-01,11898400000
2011-12-02,12015160000
2011-12-05,12084660000
2011-12-06,11884500000
2011-12-07,11714920000
2011-12-08,11645420000
2011-12-09,12012380000
2011-12-12,12073540000
2011-12-13,11826120000
2011-12-14,11753840000
2011-12-15,11806660000
2011-12-16,11884500000
2011-12-19,11751060000
2011-12-20,12079100000
2011-12-21,12137480000
2011-12-22,12332080000
2011-12-23,12551700000
2011-12-27,12668460000
2011-12-28,12379340000
2011-12-29,12607300000
2011-12-30,12501660000
2012-01-03,12696260000
2012-01-04,12554480000
2012-01-05,12771320000
2012-01-06,12790780000
2012-01-09,12860280000
2012-01-10,13274500000
2012-01-11,12885300000
2012-01-12,12793560000
2012-01-13,12813020000
2012-01-17,12618420000
2012-01-18,12799120000
2012-01-19,12896420000
2012-01-20,12860280000
2012-01-23,12888080000
2012-01-24,12935340000
2012-01-25,13174420000
2012-01-26,13024300000
2012-01-27,13038200000
2012-01-30,12874180000
2012-01-31,12788000000
2012-02-01,12735180000
2012-02-02,12790780000
2012-02-03,12896420000
2012-02-06,12774100000
2012-02-07,12774100000
2012-02-08,12774100000
2012-02-09,12712940000
2012-02-10,12654560000
2012-02-13,12757420000
2012-02-14,12649000000
2012-02-15,12668460000
2012-02-16,12826920000
2012-02-17,12779660000
2012-02-21,12699040000
2012-02-22,12712940000
2012-02-23,12779660000
2012-02-24,12796340000
2012-02-27,12982600000
2012-02-28,13013180000
2012-02-29,12938120000
2012-03-01,12943680000
2012-03-02,12851940000
2012-03-05,12896420000
2012-03-06,12718500000
2012-03-07,12735180000
2012-03-08,12879740000
2012-03-09,12954800000
2012-03-12,13013180000
2012-03-13,13121600000
2012-03-14,13018740000
2012-03-15,13071560000
2012-03-16,13216120000
2012-03-19,13135500000
2012-03-20,13143840000
2012-03-21,13107700000
2012-03-22,12901980000
2012-03-23,13116040000
2012-03-26,13152180000
2012-03-27,13207780000
2012-03-28,13110480000
2012-03-29,13227240000
2012-03-30,13474660000
2012-04-02,13615796000
2012-04-03,13654954000
2012-04-04,13635375000
2012-04-05,13702503000
2012-04-09,13618593000
2012-04-10,13383645000
2012-04-11,13506713000
2012-04-12,13713691000
2012-04-13,13585029000
2012-04-16,13506713000
2012-04-17,13710894000
2012-04-18,13875917000
2012-04-19,13780819000
2012-04-20,13853541000
2012-04-23,13733270000
2012-04-24,13341690000
2012-04-25,13414412000
2012-04-26,13652157000
2012-04-27,13766834000
2012-04-30,13752849000
2012-05-01,13817180000
2012-05-02,13794804000
2012-05-03,13775225000
2012-05-04,13621390000
2012-05-07,13596217000
2012-05-08,13338893000
2012-05-09,13207434000
2012-05-10,13257780000
2012-05-11,13227013000
2012-05-14,13025629000
2012-05-15,12983674000
2012-05-16,12835433000
2012-05-17,12477417000
2012-05-18,12449447000
2012-05-21,12499793000
2012-05-22,12580906000
2012-05-23,12552936000
2012-05-24,12519372000
2012-05-25,12457838000
2012-05-29,12429868000
2012-05-30,12256454000
2012-05-31,12133386000
2012-06-01,11959972000
2012-06-04,11990739000
2012-06-05,12021506000
2012-06-06,12200514000
2012-06-07,12248063000
2012-06-08,12172544000
2012-06-11,11987942000
2012-06-12,12147371000
2012-06-13,11923611000
2012-06-14,11887250000
2012-06-15,11887250000
2012-06-18,12035491000
2012-06-19,12211701999
2012-06-20,12172544000
2012-06-21,11962769000
2012-06-22,12069055000
2012-06-25,11859280000
2012-06-26,12046679000
2012-06-27,12276033000
2012-06-28,12192123000
2012-06-29,12586500000
2012-07-02,12591666000
2012-07-03,12733803000
2012-07-05,12814626000
2012-07-06,12600027000
2012-07-09,12480186000
2012-07-10,12457890000
2012-07-11,12446742000
2012-07-12,12413298000
2012-07-13,12878727000
2012-07-16,12956763000
2012-07-17,13160214000
2012-07-18,13285629000
2012-07-19,13232676000
2012-07-20,13096113000
2012-07-23,12836922000
2012-07-24,12683637000
2012-07-25,12538713000
2012-07-26,12859218000
2012-07-27,13107261000
2012-07-30,13082178000
2012-07-31,13087752000
2012-08-01,13009716000
2012-08-02,13054308000
2012-08-03,13494654000
2012-08-06,13503015000
2012-08-07,13770567000
2012-08-08,13678596000
2012-08-09,13575477000
2012-08-10,13709253000
2012-08-13,13790076000
2012-08-14,13812372000
2012-08-15,13678596000
2012-08-16,13689744000
2012-08-17,13686957000
2012-08-20,13625643000
2012-08-21,13614495000
2012-08-22,13801224000
2012-08-23,13798437000
2012-08-24,13815159000
2012-08-27,13862538000
2012-08-28,13918278000
2012-08-29,14155173000
2012-08-30,14227635000
2012-08-31,14269440000
2012-09-04,14347476000
2012-09-05,14433873000
2012-09-06,14732082000
2012-09-07,14746017000
2012-09-10,14701425000
2012-09-11,14754378000
2012-09-12,14865858000
2012-09-13,15002421000
2012-09-14,14913237000
2012-09-17,15024717000
2012-09-18,14938320000
2012-09-19,14938320000
2012-09-20,15164067000
2012-09-21,15189150000
2012-09-24,15233742000
2012-09-25,15066522000
2012-09-26,15099966000
2012-09-27,15275547000
2012-09-28,15214233000
2012-10-01,15209467000
2012-10-02,15231699000
2012-10-03,15265047000
2012-10-04,15348417000
2012-10-05,15515157000
2012-10-08,15454019000
2012-10-09,15326185000
2012-10-10,15320627000
2012-10-11,15415113000
2012-10-12,15384544000
2012-10-15,15512378000
2012-10-16,15587411000
2012-10-17,15529052000
2012-10-18,15506820000
2012-10-19,15587411000
2012-10-22,15470693000
2012-10-23,15203909000
2012-10-24,15198351000
2012-10-25,15259489000
2012-10-26,15570737000
2012-10-31,15362312000
2012-11-01,15701350000
2012-11-02,15126097000
2012-11-05,14517496000
2012-11-06,14687015000
2012-11-07,14423010000
2012-11-08,14203469000
2012-11-09,14108983000
2012-11-12,14245154000
2012-11-13,14247933000
2012-11-14,13961696000
2012-11-15,13936685000
2012-11-16,14097867000
2012-11-19,14164563000
2012-11-20,14261828000
2012-11-21,14270165000
2012-11-23,14434126000
2012-11-26,14420231000
2012-11-27,14386883000
2012-11-28,14286839000
2012-11-29,14370209000
2012-11-30,14759269000
2012-12-03,14850976000
2012-12-04,14787059000
2012-12-05,14870429000
2012-12-06,15081633000
2012-12-07,15709687000
2012-12-10,15718024000
2012-12-11,15743035000
2012-12-12,15576295000
2012-12-13,15267826000
2012-12-14,15001042000
2012-12-17,15170561000
2012-12-18,15151108000
2012-12-19,15165003000
2012-12-20,15256710000
2012-12-21,15017716000
2012-12-24,14978810000
2012-12-26,14948241000
2012-12-27,14898219000
2012-12-28,14792617000
2012-12-31,15334935000
2013-01-02,15629460000
2013-01-03,15506040000
2013-01-04,15455550000
2013-01-07,15477990000
2013-01-08,15399450000
2013-01-09,15357375000
2013-01-10,15231150000
2013-01-11,15110535000
2013-01-14,15312495000
2013-01-15,15292860000
2013-01-16,15065655000
2013-01-17,15147000000
2013-01-18,15242370000
2013-01-22,15225540000
2013-01-23,15621045000
2013-01-24,15971670000
2013-01-25,15982890000
2013-01-28,15952035000
2013-01-29,16038990000
2013-01-30,16095090000
2013-01-31,16134360000
2013-02-01,16364370000
2013-02-04,14109150000
2013-02-05,12600060000
2013-02-06,12513105000
2013-02-07,12288705000
2013-02-08,11968935000
2013-02-11,12420540000
2013-02-12,12350415000
2013-02-13,12434565000
2013-02-14,12583230000
2013-02-15,12608475000
2013-02-19,12908610000
2013-02-20,12874950000
2013-02-21,12860925000
2013-02-22,12914220000
2013-02-25,12776775000
2013-02-26,12866535000
2013-02-27,13104960000
2013-02-28,13057275000
2013-03-01,13256430000
2013-03-04,13222770000
2013-03-05,13517295000
2013-03-06,13444365000
2013-03-07,13388265000
2013-03-08,13340580000
2013-03-11,13629495000
2013-03-12,13590225000
2013-03-13,13842675000
2013-03-14,13708035000
2013-03-15,13716450000
2013-03-18,13573395000
2013-03-19,13405095000
2013-03-20,13612665000
2013-03-21,13629495000
2013-03-22,13567785000
2013-03-25,14033415000
2013-03-26,14120370000
2013-03-27,14154030000
2013-03-28,14608440000
2013-04-01,14140165000
2013-04-02,14214226000
2013-04-03,14063361000
2013-04-04,14090791000
2013-04-05,14137422000
2013-04-08,14244399000
2013-04-09,14104506000
2013-04-10,14244399000
2013-04-11,14214226000
2013-04-12,14208740000
2013-04-15,14052389000
2013-04-16,14266343000
2013-04-17,14211483000
2013-04-18,14120964000
2013-04-19,14222455000
2013-04-22,14263600000
2013-04-23,14244399000
2013-04-24,14211483000
2013-04-25,14140165000
2013-04-26,14263600000
2013-04-29,14661335000
2013-04-30,14842373000
2013-05-01,14814943000
2013-05-02,14771055000
2013-05-03,14930149000
2013-05-06,14889004000
2013-05-07,14979523000
2013-05-08,15083757000
2013-05-09,15015182000
2013-05-10,15275767000
2013-05-13,15135874000
2013-05-14,15251080000
2013-05-15,15338856000
2013-05-16,15223650000
2013-05-17,15278510000
2013-05-20,15083757000
2013-05-21,15242851000
2013-05-22,15004210000
2013-05-23,14820429000
2013-05-24,14661335000
2013-05-28,14921920000
2013-05-29,14836887000
2013-05-30,15144103000
2013-05-31,14963065000
2013-06-03,15086500000
2013-06-04,14982266000
2013-06-05,14757340000
2013-06-06,14831401000
2013-06-07,15015182000
2013-06-10,15037126000
2013-06-11,14935635000
2013-06-12,14960322000
2013-06-13,15105701000
2013-06-14,15012439000
2013-06-17,15100215000
2013-06-18,15382744000
2013-06-19,15226393000
2013-06-20,14968551000
2013-06-21,14924663000
2013-06-24,14592760000
2013-06-25,14548872000
2013-06-26,14579045000
2013-06-27,14611961000
2013-06-28,14590017000
2013-07-01,14747568000
2013-07-02,14728472000
2013-07-03,14807584000
2013-07-05,14968536000
2013-07-08,15192232000
2013-07-09,15143128000
2013-07-10,15246792000
2013-07-11,15702368000
2013-07-12,15669632000
2013-07-15,16040640000
2013-07-16,15702368000
2013-07-17,15707824000
2013-07-18,15808760000
2013-07-19,15956072000
2013-07-22,16095200000
2013-07-23,15784208000
2013-07-24,16226144000
2013-07-25,16395280000
2013-07-26,16504400000
2013-07-29,16310712000
2013-07-30,16444384000
2013-07-31,16875408000
2013-08-01,17080008000
2013-08-02,17120928000
2013-08-05,17189128000
2013-08-06,17279152000
2013-08-07,17153664000
2013-08-08,17172760000
2013-08-09,17120928000
2013-08-12,17107288000
2013-08-13,17341896000
2013-08-14,16785384000
2013-08-15,16449840000
2013-08-16,16548048000
2013-08-19,16368000000
2013-08-20,16408920000
2013-08-21,16163400000
2013-08-22,16370728000
2013-08-23,16368000000
2013-08-26,16414376000
2013-08-27,15947888000
2013-08-28,16007904000
2013-08-29,15988808000
2013-08-30,15923336000
2013-09-03,16346176000
2013-09-04,16313440000
2013-09-05,16327080000
2013-09-06,16376184000
2013-09-09,16689904000
2013-09-10,16899960000
2013-09-11,16973616000
2013-09-12,16921784000
2013-09-13,16842672000
2013-09-16,17189128000
2013-09-17,17592872000
2013-09-18,17663800000
2013-09-19,17846576000
2013-09-20,17917504000
2013-09-23,17890224000
2013-09-24,18012984000
2013-09-25,17862944000
2013-09-26,18004800000
2013-09-27,17982976000
2013-09-30,17735536000
2013-10-01,18124912000
2013-10-02,18022160000
2013-10-03,17789616000
2013-10-04,17854512000
2013-10-07,17811248000
2013-10-08,17724720000
2013-10-09,17846400000
2013-10-10,18360160000
2013-10-11,18346640000
2013-10-14,18357456000
2013-10-15,18173584000
2013-10-16,18595408000
2013-10-17,18717088000
2013-10-18,18638672000
2013-10-21,18871216000
2013-10-22,19103760000
2013-10-23,19136208000
2013-10-24,19311968000
2013-10-25,19293040000
2013-10-28,19044272000
2013-10-29,19387680000
2013-10-30,19092944000
2013-10-31,18841472000
2013-11-01,19220032000
2013-11-04,19284928000
2013-11-05,19206512000
2013-11-06,19163248000
2013-11-07,18892848000
2013-11-08,19311968000
2013-11-11,19341712000
2013-11-12,19244368000
2013-11-13,19260592000
2013-11-14,19547216000
2013-11-15,19501248000
2013-11-18,19695936000
2013-11-19,19890624000
2013-11-20,19817616000
2013-11-21,19942000000
2013-11-22,20085312000
2013-11-25,19960928000
