,SPGI
2004-08-24,14139110800
2004-08-25,14158048800
2004-08-26,14078509200
2004-08-27,14165624000
2004-08-30,14158048800
2004-08-31,14343641199
2004-09-01,14498932800
2004-09-02,14597410400
2004-09-03,14639074000
2004-09-07,14718613600
2004-09-08,14570897200
2004-09-09,14608773200
2004-09-10,14498932800
2004-09-13,14521658400
2004-09-14,14593622800
2004-09-15,14468632000
2004-09-16,14658012000
2004-09-17,14733764000
2004-09-20,14582260000
2004-09-21,14733764000
2004-09-22,14809516000
2004-09-23,14858754799
2004-09-24,14904206000
2004-09-27,14805728400
2004-09-28,14885267999
2004-09-29,14930719200
2004-09-30,15096375500
2004-10-01,14967573300
2004-10-04,15047127600
2004-10-05,15054704200
2004-10-06,15141835100
2004-10-07,15115317000
2004-10-08,15050915899
2004-10-11,15107740400
2004-10-12,15187294700
2004-10-13,15119105299
2004-10-14,14982726499
2004-10-15,15062280800
2004-10-18,15225177700
2004-10-19,15092587200
2004-10-20,15263060700
2004-10-21,15649467300
2004-10-22,15744174800
2004-10-25,15842670600
2004-10-26,16244230400
2004-10-27,16429857099
2004-10-28,16399550700
2004-10-29,16338937900
2004-11-01,16157099500
2004-11-02,16119216499
2004-11-03,16236653800
2004-11-04,16588965700
2004-11-05,16657155100
2004-11-08,16596542300
2004-11-09,16604118900
2004-11-10,16369244300
2004-11-11,16327573000
2004-11-12,16509411400
2004-11-15,16403338999
2004-11-16,16365456000
2004-11-17,16285901700
2004-11-18,16505623100
2004-11-19,16543506100
2004-11-22,16611695500
2004-11-23,16570024200
2004-11-24,16744286000
2004-11-26,16767015800
2004-11-29,16778380700
2004-11-30,16619272099
2004-12-01,16914759500
2004-12-02,16653366800
2004-12-03,16566235899
2004-12-06,16664731700
2004-12-07,16562447600
2004-12-08,16751862600
2004-12-09,17047350000
2004-12-10,17142057500
2004-12-13,17017043600
2004-12-14,17085233000
2004-12-15,16922336100
2004-12-16,16884453100
2004-12-17,17157210700
2004-12-20,17062503200
2004-12-21,17145845800
2004-12-22,17232976700
2004-12-23,17066291499
2004-12-27,17149634100
2004-12-28,17282224600
2004-12-29,17335260800
2004-12-30,17399661900
2004-12-31,17339049100
2005-01-03,17058714900
2005-01-04,17051138300
2005-01-05,17085233000
2005-01-06,17380720400
2005-01-07,17354202300
2005-01-10,17437544900
2005-01-11,17445121500
2005-01-12,17286012900
2005-01-13,17176152200
2005-01-14,17206458600
2005-01-18,17456486400
2005-01-19,17554982200
2005-01-20,17562558800
2005-01-21,17429968300
2005-01-24,17263283100
2005-01-25,17032196800
2005-01-26,17024620200
2005-01-27,16941277600
2005-01-28,17051138300
2005-01-31,17142057500
2005-02-01,17448909800
2005-02-02,17653478000
2005-02-03,17805010000
2005-02-04,17835316400
2005-02-07,17854257900
2005-02-08,17930023900
2005-02-09,17850469600
2005-02-10,17820163200
2005-02-11,17983060100
2005-02-14,17831528100
2005-02-15,17952753700
2005-02-16,17869411100
2005-02-17,17710302500
2005-02-18,17626959900
2005-02-22,17346625700
2005-02-23,17422391700
2005-02-24,17501946000
2005-02-25,17551193900
2005-02-28,17395873600
2005-03-01,17490581100
2005-03-02,17759550400
2005-03-03,17854257900
2005-03-04,18168686800
2005-03-07,18070191000
2005-03-08,18153533600
2005-03-09,16914759500
2005-03-10,16441222000
2005-03-11,16581389100
2005-03-14,16907182900
2005-03-15,16744286000
2005-03-16,16698826400
2005-03-17,16854146700
2005-03-18,16801110500
2005-03-21,16683673200
2005-03-22,16630637000
2005-03-23,16744286000
2005-03-24,16630637000
2005-03-28,16736709400
2005-03-29,16301054900
2005-03-30,16649578500
2005-03-31,16297288420
2005-04-01,16065697340
2005-04-04,16192698900
2005-04-05,16215110939
2005-04-06,16024608600
2005-04-07,16069432680
2005-04-08,16069432680
2005-04-11,15994725880
2005-04-12,15845312280
2005-04-13,15680957319
2005-04-14,15524073040
2005-04-15,15251393220
2005-04-18,15344776720
2005-04-19,15397071480
2005-04-20,15150539040
2005-04-21,15561426439
2005-04-22,15404542160
2005-04-25,15449366240
2005-04-26,16005931900
2005-04-27,16278611720
2005-04-28,16084374040
2005-04-29,16263670360
2005-05-02,16442966680
2005-05-03,16611056980
2005-05-04,17036885740
2005-05-05,16663351740
2005-05-06,16678293100
2005-05-09,16715646500
2005-05-10,16472849400
2005-05-11,16390671920
2005-05-12,16293553079
2005-05-13,16271141040
2005-05-16,16386936579
2005-05-17,16297288420
2005-05-18,16435496000
2005-05-19,16622263000
2005-05-20,16215110939
2005-05-23,16192698900
2005-05-24,16416819300
2005-05-25,16166551520
2005-05-26,16353318520
2005-05-27,16286082400
2005-05-31,16308494439
2005-06-01,16304759100
2005-06-02,16323435800
2005-06-03,16278611720
2005-06-06,16327171140
2005-06-07,16450437360
2005-06-08,16476584740
2005-06-09,16543820860
2005-06-10,16278611720
2005-06-13,16323435800
2005-06-14,16218846280
2005-06-15,15905077720
2005-06-16,15912548400
2005-06-17,16248729000
2005-06-20,16263670360
2005-06-21,16237522980
2005-06-22,16446702020
2005-06-23,16435496000
2005-06-24,16435496000
2005-06-27,16267405699
2005-06-28,16562497560
2005-06-29,16577438920
2005-06-30,16529676000
2005-07-01,16507262880
2005-07-05,16484849760
2005-07-06,16458701120
2005-07-07,16111297760
2005-07-08,16369048640
2005-07-11,16552089120
2005-07-12,16458701120
2005-07-13,16447494560
2005-07-14,16499791840
2005-07-15,16552089120
2005-07-18,16264454080
2005-07-19,16522204959
2005-07-20,16735129599
2005-07-21,16578237760
2005-07-22,16712716480
2005-07-25,16596915360
2005-07-26,17381374560
2005-07-27,17351490400
2005-07-28,17482233600
2005-07-29,17187127520
2005-08-01,17340283840
2005-08-02,17400052160
2005-08-03,17605505760
2005-08-04,17620447840
2005-08-05,17635389920
2005-08-08,17373903520
2005-08-09,17497175680
2005-08-10,17571886080
2005-08-11,17930496000
2005-08-12,17736248960
2005-08-15,17934231520
2005-08-16,17680216160
2005-08-17,17863256640
2005-08-18,17893140800
2005-08-19,17908082880
2005-08-22,18087387840
2005-08-23,18135949600
2005-08-24,17967851200
2005-08-25,17975322240
2005-08-26,17878198720
2005-08-29,17926760480
2005-08-30,17900611840
2005-08-31,18012677440
2005-09-01,18001470880
2005-09-02,17941702560
2005-09-06,18072445760
2005-09-07,18113536480
2005-09-08,17949173600
2005-09-09,18035090560
2005-09-12,17986528800
2005-09-13,17997735360
2005-09-14,17852050080
2005-09-15,17881934240
2005-09-16,17893140800
2005-09-19,17721306880
2005-09-20,17702629280
2005-09-21,17243160320
2005-09-22,17605505760
2005-09-23,17725042400
2005-09-26,17747455520
2005-09-27,17866992160
2005-09-28,17747455520
2005-09-29,17710100320
2005-09-30,17652586240
2005-10-03,17472532800
2005-10-04,17182242560
2005-10-05,16858881280
2005-10-06,17215313600
2005-10-07,17285130240
2005-10-10,16936047040
2005-10-11,17027911040
2005-10-12,16954419840
2005-10-13,17009538240
2005-10-14,17097727680
2005-10-17,16895626879
2005-10-18,16969118080
2005-10-19,17325550400
2005-10-20,17108751360
2005-10-21,17523976640
2005-10-24,17696680960
2005-10-25,17788544960
2005-10-26,17817941440
2005-10-27,17586444160
2005-10-28,17906130880
2005-10-31,17983296640
2005-11-01,18005344000
2005-11-02,18376474560
2005-11-03,18699835840
2005-11-04,18703510400
2005-11-07,18655741120
2005-11-08,18442616640
2005-11-09,18556528000
2005-11-10,19085664640
2005-11-11,19037895360
2005-11-14,18982776960
2005-11-15,19107712000
2005-11-16,18990126080
2005-11-17,19302463680
2005-11-18,19386978560
2005-11-21,19217948800
2005-11-22,19232647040
2005-11-23,19434747840
2005-11-25,19482517120
2005-11-28,19603777600
2005-11-29,19530286400
2005-11-30,19493540800
2005-12-01,19666245120
2005-12-02,19651546880
2005-12-05,19508239040
2005-12-06,19412700480
2005-12-07,19548659200
2005-12-08,19578055680
2005-12-09,19504564480
2005-12-12,19350232960
2005-12-13,19533960960
2005-12-14,19386978560
2005-12-15,19284090880
2005-12-16,19243670720
2005-12-19,19173854080
2005-12-20,19291440000
2005-12-21,19188552320
2005-12-22,19335534720
2005-12-23,19173854080
2005-12-27,19273067200
2005-12-28,19239996160
2005-12-29,19276741760
2005-12-30,18971753280
2006-01-03,19041569920
2006-01-04,18971753280
2006-01-05,18953380480
2006-01-06,19273067200
2006-01-09,18942356800
2006-01-10,18108231680
2006-01-11,17968598400
2006-01-12,17292479360
2006-01-13,17619515200
2006-01-17,18372800000
2006-01-18,18251539520
2006-01-19,18472013120
2006-01-20,18130279040
2006-01-23,18236841280
2006-01-24,18413220160
2006-01-25,18295634240
2006-01-26,18593273600
2006-01-27,18765977920
2006-01-30,18942356800
2006-01-31,18754954240
2006-02-01,18872540160
2006-02-02,18850492800
2006-02-03,19048919040
2006-02-06,19019522560
2006-02-07,18979102400
2006-02-08,19280416320
2006-02-09,19640523200
2006-02-10,19633174080
2006-02-13,19614801280
2006-02-14,19901416960
2006-02-15,20052073920
2006-02-16,20210080000
2006-02-17,20121890560
2006-02-21,19971233600
2006-02-22,20107192320
2006-02-23,19883044160
2006-02-24,19956535360
2006-02-27,19956535360
2006-02-28,19508239040
2006-03-01,19945511680
2006-03-02,19960209920
2006-03-03,20000630080
2006-03-06,20059423040
2006-03-07,20191707200
2006-03-08,20188032640
2006-03-09,20169659840
2006-03-10,20173334400
2006-03-13,20338689600
2006-03-14,20731867520
2006-03-15,21624785600
2006-03-16,21698276800
2006-03-17,21407986560
2006-03-20,20992761280
2006-03-21,20853128000
2006-03-22,20786985920
2006-03-23,20812707840
2006-03-24,21088299840
2006-03-27,20941317440
2006-03-28,20812707840
2006-03-29,21011134080
2006-03-30,21003784960
2006-03-31,20500216460
2006-04-03,20461080330
2006-04-04,20578488720
2006-04-05,20592720040
2006-04-06,20742148900
2006-04-07,20695897110
2006-04-10,20699454940
2006-04-11,20429059860
2006-04-12,20667434470
2006-04-13,20653203150
2006-04-17,20589162210
2006-04-18,20877346440
2006-04-19,20461080330
2006-04-20,20436175520
2006-04-21,20347229770
2006-04-24,20439733350
2006-04-25,20012793750
2006-04-26,19617874620
2006-04-27,19589411980
2006-04-28,19802881780
2006-05-01,19528928870
2006-05-02,19525371040
2006-05-03,19909616680
2006-05-04,19692589050
2006-05-05,19507581890
2006-05-08,19286996430
2006-05-09,19148241060
2006-05-10,19052179650
2006-05-11,18870730320
2006-05-12,19073526630
2006-05-15,19055737480
2006-05-16,19141125400
2006-05-17,18785342400
2006-05-18,18582546090
2006-05-19,18582546090
2006-05-22,18408212420
2006-05-23,18166279980
2006-05-24,18650144860
2006-05-25,18589661750
2006-05-26,18625240050
2006-05-30,18237436580
2006-05-31,18358402800
2006-06-01,18401096760
2006-06-02,18472253360
2006-06-05,18337055820
2006-06-06,18144933000
2006-06-07,18340613650
2006-06-08,18386865440
2006-06-09,18418885910
2006-06-12,18198300450
2006-06-13,18112912530
2006-06-14,18244552240
2006-06-15,18571872600
2006-06-16,18646587030
2006-06-19,18393981100
2006-06-20,18322824500
2006-06-21,18536294300
2006-06-22,17956368010
2006-06-23,17767803020
2006-06-26,17789150000
2006-06-27,17315958610
2006-06-28,17312400780
2006-06-29,17661068120
2006-06-30,17637711970
2006-07-03,17669314480
2006-07-05,18027476260
2006-07-06,18136329350
2006-07-07,18006407920
2006-07-10,18101215450
2006-07-11,18150374910
2006-07-12,17630689190
2006-07-13,17163674320
2006-07-14,17125049030
2006-07-17,17142605980
2006-07-18,17163674320
2006-07-19,17785190350
2006-07-20,17405960230
2006-07-21,17195276830
2006-07-24,17697405600
2006-07-25,19073870480
2006-07-26,19017688240
2006-07-27,19119518550
2006-07-28,19463634770
2006-07-31,19769125700
2006-08-01,19811262380
2006-08-02,20278277250
2006-08-03,20130798870
2006-08-04,20095684970
2006-08-07,19825307940
2006-08-08,19937672420
2006-08-09,19951717980
2006-08-10,19962252150
2006-08-11,20043014120
2006-08-14,20000877440
2006-08-15,19927138250
2006-08-16,19927138250
2006-08-17,19723477630
2006-08-18,19698897900
2006-08-21,19748057360
2006-08-22,19874467400
2006-08-23,19709432070
2006-08-24,19751568750
2006-08-25,19716454850
2006-08-28,19709432070
2006-08-29,19597067590
2006-08-30,19892024350
2006-08-31,19632181490
2006-09-01,19916604080
2006-09-05,19979809100
2006-09-06,19674318170
2006-09-07,19667295390
2006-09-08,19856910450
2006-09-11,19818285160
2006-09-12,19807750990
2006-09-13,20011411610
2006-09-14,19923626860
2006-09-15,19944695200
2006-09-18,19779659870
2006-09-19,19877978790
2006-09-20,19790194040
2006-09-21,19972786320
2006-09-22,19769125700
2006-09-25,20155378600
2006-09-26,20302856980
2006-09-27,20194003890
2006-09-28,20092173580
2006-09-29,20376596170
2006-10-02,20363445700
2006-10-03,20409103650
2006-10-04,20482858800
2006-10-05,20693587800
2006-10-06,20598759750
2006-10-09,20405591500
2006-10-10,20507443850
2006-10-11,20567150400
2006-10-12,20539053200
2006-10-13,20437200850
2006-10-16,20468810200
2006-10-17,20640905550
2006-10-18,20732221450
2006-10-19,22056302000
2006-10-20,22161666500
2006-10-23,22456687100
2006-10-24,22274055300
2006-10-25,22130057150
2006-10-26,22252982400
2006-10-27,22217860900
2006-10-30,22389956250
2006-10-31,22537466550
2006-11-01,22477760000
2006-11-02,22702537600
2006-11-03,22593660950
2006-11-06,23001070350
2006-11-07,22713074050
2006-11-08,22800877800
2006-11-09,22565563750
2006-11-10,22548003000
2006-11-13,22579612350
2006-11-14,22888681550
2006-11-15,22828975000
2006-11-16,22920290900
2006-11-17,22948388100
2006-11-20,22906242300
2006-11-21,23180190000
2006-11-22,23218823650
2006-11-24,23015118950
2006-11-27,23039703999
2006-11-28,23152092800
2006-11-29,23608672300
2006-11-30,23408479750
2006-12-01,23324188150
2006-12-04,23580575100
2006-12-05,23563014350
2006-12-06,23538429300
2006-12-07,23373358250
2006-12-08,23390918999
2006-12-11,23299603100
2006-12-12,23882620000
2006-12-13,24030130300
2006-12-14,24205737800
2006-12-15,24233835000
2006-12-18,24268956499
2006-12-19,24174128450
2006-12-20,23984472350
2006-12-21,23872083550
2006-12-22,23963399450
2006-12-26,23928277950
2006-12-27,24188177050
2006-12-28,24040666750
2006-12-29,23889644300
2007-01-03,23563014350
2007-01-04,23454137700
2007-01-05,23464674150
2007-01-08,23390918999
2007-01-09,23489259200
2007-01-10,23801840550
2007-01-11,24311102300
2007-01-12,23843986350
2007-01-16,24153055550
2007-01-17,24142519100
2007-01-18,24388369600
2007-01-19,24275980800
2007-01-22,23995008799
2007-01-23,23805352700
2007-01-24,24023106000
2007-01-25,23306627400
2007-01-26,23471698450
2007-01-29,23429552649
2007-01-30,23246920850
2007-01-31,23559502200
2007-02-01,23843986350
2007-02-02,23636769500
2007-02-05,23791304100
2007-02-06,23942326550
2007-02-07,24142519100
2007-02-08,24493734100
2007-02-09,24012569550
2007-02-12,23601648000
2007-02-13,23738621850
2007-02-14,23907205049
2007-02-15,23773743350
2007-02-16,24086324700
2007-02-20,24096861150
2007-02-21,24110909750
2007-02-22,23829937749
2007-02-23,23454137700
2007-02-26,22987021750
2007-02-27,22439126350
2007-02-28,22674440400
2007-03-01,22737659100
2007-03-02,22530442250
2007-03-05,22330249700
2007-03-06,22607709550
2007-03-07,22470735700
2007-03-08,22611221700
2007-03-09,22755219850
2007-03-12,22491808600
2007-03-13,21726159900
2007-03-14,21835036550
2007-03-15,22101959950
2007-03-16,22098447800
2007-03-19,22277567450
2007-03-20,22604197400
2007-03-21,22958924550
2007-03-22,22913266600
2007-03-23,23180190000
2007-03-26,22333761850
2007-03-27,22242445950
2007-03-28,22228397350
2007-03-29,22000107600
2007-03-30,22084399200
2007-04-02,21207008220
2007-04-03,21186597240
2007-04-04,21002898420
2007-04-05,20982487440
2007-04-09,21081140510
2007-04-10,20826003260
2007-04-11,20720546530
2007-04-12,20795386790
2007-04-13,20880432540
2007-04-16,21179793580
2007-04-17,21788721150
2007-04-18,21778515660
2007-04-19,21635638800
2007-04-20,21826141280
2007-04-23,21615227820
2007-04-24,22530320090
2007-04-25,22598356690
2007-04-26,22693607929
2007-04-27,22537123750
2007-04-30,22292191990
2007-05-01,22418059700
2007-05-02,22462283490
2007-05-03,22639178650
2007-05-04,23020183610
2007-05-07,23118836679
2007-05-08,23421599549
2007-05-09,23462421510
2007-05-10,23343357460
2007-05-11,23761782549
2007-05-14,23812810000
2007-05-15,23642718500
2007-05-16,23969294179
2007-05-17,23857033790
2007-05-18,23819613660
2007-05-21,23693745950
2007-05-22,23703951440
2007-05-23,24020321630
2007-05-24,23816211830
2007-05-25,23877444770
2007-05-29,23894453920
2007-05-30,24118974700
2007-05-31,23918266730
2007-06-01,23945481370
2007-06-04,24479568679
2007-06-05,24374111950
2007-06-06,24238038750
2007-06-07,23782193530
2007-06-08,23625709350
2007-06-11,23819613660
2007-06-12,23166462299
2007-06-13,23384179420
2007-06-14,23782193530
2007-06-15,24152993000
2007-06-18,24180207640
2007-06-19,24326486330
2007-06-20,23567878240
2007-06-21,23799202679
2007-06-22,23414795890
2007-06-25,22958950670
2007-06-26,23084818380
2007-06-27,23200480600
2007-06-28,23353562950
2007-06-29,23159658640
2007-07-02,22453629510
2007-07-03,22212547740
2007-07-05,22513074330
2007-07-06,22347949830
2007-07-09,22199337780
2007-07-10,21215195760
2007-07-11,20643864990
2007-07-12,20508462900
2007-07-13,20993928930
2007-07-16,21347295360
2007-07-17,21205288289
2007-07-18,20964206520
2007-07-19,21400135200
2007-07-20,20917971660
2007-07-23,20927879130
2007-07-24,19745587710
2007-07-25,20518370370
2007-07-26,20079139200
2007-07-27,19818242490
2007-07-30,19960249560
2007-07-31,19980064500
2007-08-01,19937132130
2007-08-02,19699352850
2007-08-03,18606228660
2007-08-06,18857217900
2007-08-07,18913360230
2007-08-08,18520363920
2007-08-09,17869773390
2007-08-10,17856563430
2007-08-13,17717858850
2007-08-14,17146528080
2007-08-15,16756834260
2007-08-16,16132663650
2007-08-17,16228435860
2007-08-20,15762784769
2007-08-21,15914699310
2007-08-22,16568592330
2007-08-23,16628037150
2007-08-24,16561987350
2007-08-27,16938471210
2007-08-28,16258158269
2007-08-29,16443097710
2007-08-30,16601617230
2007-08-31,16664364540
2007-09-04,16812976589
2007-09-05,16561987350
2007-09-06,16436492730
2007-09-07,16271368230
2007-09-10,16185503490
2007-09-11,16403467830
2007-09-12,16555382370
2007-09-13,16476122610
2007-09-14,16264763250
2007-09-17,15789204690
2007-09-18,17205972900
2007-09-19,16905446310
2007-09-20,16680876990
2007-09-21,16770044220
2007-09-24,16301090640
2007-09-25,15832137060
2007-09-26,16423282769
2007-09-27,17202670410
2007-09-28,16812976589
2007-10-01,16640339450
2007-10-02,16576350450
2007-10-03,17142653100
2007-10-04,16953885550
2007-10-05,17296226700
2007-10-08,17401808550
2007-10-09,17283428900
2007-10-10,17152251450
2007-10-11,16925090500
2007-10-12,16883497650
2007-10-15,16566752100
2007-10-16,16521959800
2007-10-17,16291599400
2007-10-18,16451571900
2007-10-19,16051640650
2007-10-22,16205214250
2007-10-23,16006848350
2007-10-24,15987651650
2007-10-25,15757291250
2007-10-26,15917263750
2007-10-29,15894867600
2007-10-30,16070837349
2007-10-31,16010047800
2007-11-01,15158994100
2007-11-02,14858245800
2007-11-05,15245379250
2007-11-06,15037415000
2007-11-07,14464713450
2007-11-08,14762262300
2007-11-09,14995822150
2007-11-12,15034215550
2007-11-13,15488537449
2007-11-14,15219783650
2007-11-15,14739866150
2007-11-16,15015018850
2007-11-19,14845448000
2007-11-20,14874243050
2007-11-21,14605489250
2007-11-23,14775060100
2007-11-26,14419921150
2007-11-27,14592691450
2007-11-28,15242179800
2007-11-29,15232581450
2007-11-30,15702900600
2007-12-03,14813453500
2007-12-04,14490309050
2007-12-05,14803855150
2007-12-06,14714270550
2007-12-07,14794256800
2007-12-10,14909437000
2007-12-11,14650281550
2007-12-12,14496707950
2007-12-13,14547899150
2007-12-14,14531901900
2007-12-17,14282344800
2007-12-18,14563896400
2007-12-19,14307940400
2007-12-20,14131970650
2007-12-21,14365530500
2007-12-24,14426320050
2007-12-26,14519104100
2007-12-27,14208757449
2007-12-28,14032787700
2007-12-31,14016790450
2008-01-02,13668050400
2008-01-03,13428091650
2008-01-04,13056955450
2008-01-07,13559269100
2008-01-08,12964171400
2008-01-09,13552870200
2008-01-10,13594463050
2008-01-11,13664850950
2008-01-14,13741637750
2008-01-15,13383299350
2008-01-16,12884185150
2008-01-17,12682619800
2008-01-18,12343478100
2008-01-22,12452259400
2008-01-23,12705015950
2008-01-24,13661651500
2008-01-25,13437690000
2008-01-28,13370501550
2008-01-29,13328908699
2008-01-30,13543271850
2008-01-31,13680848200
2008-02-01,14096776700
2008-02-04,13943203100
2008-02-05,13738438300
2008-02-06,13271318599
2008-02-07,13760834450
2008-02-08,13008963699
2008-02-11,13162537300
2008-02-12,13309712000
2008-02-13,13440889450
2008-02-14,13389698250
2008-02-15,13098548300
2008-02-19,13114545550
2008-02-20,13437690000
2008-02-21,13338507050
2008-02-22,13152938950
2008-02-25,13370501550
2008-02-26,13981596500
2008-02-27,13904809700
2008-02-28,13450487800
2008-02-29,13095348850
2008-03-03,13024960950
2008-03-04,12944974700
2008-03-05,12922578550
2008-03-06,12397868750
2008-03-07,12442661050
2008-03-10,12154710550
2008-03-11,11933948500
2008-03-12,11863560600
2008-03-13,11805970500
2008-03-14,11390042000
2008-03-17,11262064000
2008-03-18,11799571600
2008-03-19,11495623850
2008-03-20,11962743550
2008-03-24,12404267650
2008-03-25,12381871500
2008-03-26,12276289650
2008-03-27,12077923750
2008-03-28,11949945750
2008-03-31,11740714700
2008-04-01,12287237820
2008-04-02,12465175579
2008-04-03,12223688620
2008-04-04,12319012420
2008-04-07,12388916540
2008-04-08,12242753380
2008-04-09,11950427060
2008-04-10,11874168020
2008-04-11,11585019160
2008-04-14,11705762640
2008-04-15,11724827400
2008-04-16,12090235300
2008-04-17,12109300060
2008-04-18,12306302579
2008-04-21,12315834960
2008-04-22,12128364820
2008-04-23,12522369859
2008-04-24,12503305100
2008-04-25,12722549840
2008-04-28,12833760940
2008-04-29,13126087260
2008-04-30,13024408540
2008-05-01,13265895500
2008-05-02,13189636460
2008-05-05,12925907280
2008-05-06,12967214260
2008-05-07,12830583480
2008-05-08,12964036800
2008-05-09,12979924100
2008-05-12,13183281540
2008-05-13,13895032579
2008-05-14,13831483380
2008-05-15,14139697000
2008-05-16,14139697000
2008-05-19,14244553180
2008-05-20,13850548140
2008-05-21,13084780280
2008-05-22,13008521240
2008-05-23,12684420320
2008-05-27,12662178100
2008-05-28,12611338740
2008-05-29,13151506940
2008-05-30,13183281540
2008-06-02,12970391720
2008-06-03,13091135200
2008-06-04,13942694480
2008-06-05,14330344600
2008-06-06,14095212560
2008-06-09,13882322740
2008-06-10,13872790359
2008-06-11,13723449740
2008-06-12,13688497680
2008-06-13,13895032579
2008-06-16,13993533840
2008-06-17,13929984640
2008-06-18,13678965300
2008-06-19,13866435440
2008-06-20,13717094820
2008-06-23,13472430400
2008-06-24,13091135200
2008-06-25,13615416100
2008-06-26,13148329480
2008-06-27,12938617120
2008-06-30,12561772600
2008-07-01,12683883550
2008-07-02,12214226050
2008-07-03,12198570800
2008-07-07,11888596850
2008-07-08,12063935650
2008-07-09,11559836600
2008-07-10,11465905100
2008-07-11,11306221550
2008-07-14,11293697350
2008-07-15,11193503750
2008-07-16,11559836600
2008-07-17,11913645250
2008-07-18,12070197750
2008-07-21,11951217850
2008-07-22,12226750250
2008-07-23,12408351150
2008-07-24,12132818750
2008-07-25,11976266250
2008-07-28,11653768100
2008-07-29,12455316900
2008-07-30,12608738350
2008-07-31,12733980350
2008-08-01,13047085350
2008-08-04,13043954299
2008-08-05,13679557450
2008-08-06,13767226850
2008-08-07,13134754750
2008-08-08,13804799450
2008-08-11,13710867950
2008-08-12,13770357899
2008-08-13,13548053350
2008-08-14,13854896250
2008-08-15,14086593950
2008-08-18,13632591700
2008-08-19,13244341500
2008-08-20,13156672100
2008-08-21,13106575300
2008-08-22,13544922300
2008-08-25,13115968450
2008-08-26,13159803150
2008-08-27,13278783049
2008-08-28,13845503100
2008-08-29,13413418200
2008-09-02,13842372050
2008-09-03,14130428650
2008-09-04,13538660200
2008-09-05,13582494900
2008-09-08,14358995300
2008-09-09,13926910399
2008-09-10,13698343750
2008-09-11,13829847850
2008-09-12,13654509050
2008-09-15,13040823250
2008-09-16,12940629650
2008-09-17,11944955750
2008-09-18,12596214149
2008-09-19,11944955750
2008-09-22,11647506000
2008-09-23,11162193250
2008-09-24,11625588650
2008-09-25,10783336200
2008-09-26,10654963150
2008-09-29,9393150000
2008-09-30,9841109690
2008-10-01,9691671770
2008-10-02,9339870000
2008-10-03,8910235980
2008-10-06,8110120450
2008-10-07,7577747860
2008-10-08,7643126950
2008-10-09,6923956959
2008-10-10,6790085490
2008-10-13,8408996290
2008-10-14,8611360140
2008-10-15,7468782709
2008-10-16,7960682530
2008-10-17,7562181410
2008-10-20,8169272959
2008-10-21,7621333920
2008-10-22,7073394880
2008-10-23,7126320810
2008-10-24,6497436230
2008-10-27,6295072380
2008-10-28,7095187910
2008-10-29,7288211890
2008-10-30,8057194520
2008-10-31,8362296940
2008-11-03,8144366640
2008-11-04,8617586720
2008-11-05,8181726120
2008-11-06,7503028900
2008-11-07,7783225000
2008-11-10,7527935220
2008-11-11,7366044140
2008-11-12,6880370900
2008-11-13,7783225000
2008-11-14,7272645440
2008-11-17,7054715140
2008-11-18,6808765230
2008-11-19,6055349050
2008-11-20,5787606110
2008-11-21,6450736880
2008-11-24,7381610590
2008-11-25,7319344790
2008-11-26,7624447209
2008-11-28,7783225000
2008-12-01,6895937350
2008-12-02,7176133450
2008-12-03,7767658550
2008-12-04,7222832800
2008-12-05,7543501670
2008-12-08,7786338290
2008-12-09,7742752230
2008-12-10,7705392750
2008-12-11,7197926480
2008-12-12,7204153060
2008-12-15,7179246740
2008-12-16,7736525650
2008-12-17,7633787080
2008-12-18,7568407990
2008-12-19,7568407990
2008-12-22,7437649810
2008-12-23,7067168300
2008-12-24,7039148690
2008-12-26,7163680290
2008-12-29,7079621459
2008-12-30,7113867650
2008-12-31,7235674230
2009-01-02,7678738370
2009-01-05,7672498030
2009-01-06,7953313329
2009-01-07,7713060240
2009-01-08,7379202050
2009-01-09,7338639840
2009-01-12,7129588450
2009-01-13,7120227940
2009-01-14,6933017740
2009-01-15,6795730260
2009-01-16,6689644480
2009-01-20,6280902210
2009-01-21,6486833430
2009-01-22,6449391390
2009-01-23,6337065270
2009-01-26,6259061020
2009-01-27,6477472920
2009-01-28,7092146410
2009-01-29,7001661480
2009-01-30,6861253829
2009-02-02,7129588450
2009-02-03,7273116270
2009-02-04,7313678480
2009-02-05,7497768510
2009-02-06,7800425000
2009-02-09,7906510780
2009-02-10,7638176160
2009-02-11,7691219050
2009-02-12,7706819900
2009-02-13,7447845790
2009-02-17,7076545560
2009-02-18,7039103520
2009-02-19,6967339609
2009-02-20,6602279720
2009-02-23,6218498810
2009-02-24,6433790540
2009-02-25,6230979490
2009-02-26,6237219829
2009-02-27,6156095410
2009-03-02,5600705150
2009-03-03,5666228720
2009-03-04,5875280109
2009-03-05,5581984130
2009-03-06,5503979880
2009-03-09,5425975630
2009-03-10,5887760790
2009-03-11,6096812180
2009-03-12,6240340000
2009-03-13,6146734900
2009-03-16,6053129800
2009-03-17,6243460170
2009-03-18,6255940850
2009-03-19,6128013880
2009-03-20,5900241470
2009-03-23,6630361250
2009-03-24,7142069130
2009-03-25,7191991850
2009-03-26,7816025850
2009-03-27,7709940070
2009-03-30,7073425390
2009-03-31,7140608620
2009-04-01,7178075739
2009-04-02,7543380160
2009-04-03,7621436660
2009-04-06,7521524340
2009-04-07,7149975400
2009-04-08,7312332920
2009-04-09,7680759600
