,SJM
2014-01-31,9884764137
2014-02-03,9632491912
2014-02-04,9609930981
2014-02-05,9518661761
2014-02-06,9597625019
2014-02-07,9575064088
2014-02-10,9608905484
2014-02-11,9642746880
2014-02-12,9609930981
2014-02-13,9756577030
2014-02-14,9415086579
2014-02-18,9774010477
2014-02-19,9798622401
2014-02-20,10078583041
2014-02-21,10043716148
2014-02-24,10121653909
2014-02-25,10153444311
2014-02-26,10112424437
2014-02-27,10218050613
2014-02-28,10255993996
2014-03-03,10157546299
2014-03-04,10180107229
2014-03-05,10093965494
2014-03-06,10011925746
2014-03-07,10002696274
2014-03-10,9968854878
2014-03-11,9901172086
2014-03-12,10047818136
2014-03-13,9946293948
2014-03-14,9863228703
2014-03-17,9857075722
2014-03-18,10021155218
2014-03-19,9859126715
2014-03-20,9916554539
2014-03-21,9846820753
2014-03-24,9866305193
2014-03-25,9838616778
2014-03-26,9837591282
2014-03-27,9851948237
2014-03-28,9893993608
2014-03-31,9971931369
2014-04-01,9961676400
2014-04-02,10028333696
2014-04-03,10039614161
2014-04-04,10003721771
2014-04-07,10039614161
2014-04-08,9958599910
2014-04-09,9970905872
2014-04-10,9793494917
2014-04-11,9673511786
2014-04-14,9782214452
2014-04-15,9750424049
2014-04-16,9929885998
2014-04-17,9916554539
2014-04-21,9919631030
2014-04-22,9940140967
2014-04-23,9887840627
2014-04-24,9946293948
2014-04-25,9846820753
2014-04-28,9994492300
2014-04-29,9919631030
2014-04-30,9838975679
2014-05-01,9888842229
2014-05-02,9865435481
2014-05-05,9891895284
2014-05-06,9815568931
2014-05-07,10035388826
2014-05-08,10094414539
2014-05-09,10192112270
2014-05-12,10238925766
2014-05-13,10217554388
2014-05-14,10033353457
2014-05-15,9923443509
2014-05-16,10030300403
2014-05-19,10001805231
2014-05-20,9980433852
2014-05-21,10080166953
2014-05-22,10049636412
2014-05-23,10087290746
2014-05-27,10221625126
2014-05-28,10239943451
2014-05-29,10482152410
2014-05-30,10441445022
2014-06-02,10428215120
2014-06-03,10476046301
2014-06-04,10464851770
2014-06-05,10615469105
2014-06-06,10755909594
2014-06-09,10752856540
2014-06-10,10695866197
2014-06-11,10665335656
2014-06-12,10678565557
2014-06-13,10710113782
2014-06-16,10770157180
2014-06-17,10797634667
2014-06-18,10851571956
2014-06-19,10848518902
2014-06-20,10834271316
2014-06-23,10859713433
2014-06-24,10822059099
2014-06-25,10766086441
2014-06-26,10734538215
2014-06-27,10792546243
2014-06-30,10845465847
2014-07-01,10869890280
2014-07-02,10851571956
2014-07-03,10943163579
2014-07-07,10924845254
2014-07-08,10854625010
2014-07-09,10848518902
2014-07-10,10808829198
2014-07-11,10835289000
2014-07-14,10830200577
2014-07-15,10746750432
2014-07-16,10750821170
2014-07-17,10657194178
2014-07-18,10755909594
2014-07-21,10694848512
2014-07-22,10691795458
2014-07-23,10660247232
2014-07-24,10701972305
2014-07-25,10648035016
2014-07-28,10592062357
2014-07-29,10507594527
2014-07-30,10391578471
2014-07-31,10145481705
2014-08-01,10235084514
2014-08-04,10273776636
2014-08-05,10117989934
2014-08-06,10305341262
2014-08-07,10245266651
2014-08-08,10368470514
2014-08-11,10495747231
2014-08-12,10445854758
2014-08-13,10454000468
2014-08-14,10518147934
2014-08-15,10474364743
2014-08-18,10500838300
2014-08-19,10533421140
2014-08-20,10428545125
2014-08-21,10350142667
2014-08-22,10320614468
2014-08-25,10380689079
2014-08-26,10433636193
2014-08-27,10428545125
2014-08-28,10422435842
2014-08-29,10446872972
2014-09-02,10452982254
2014-09-03,10425490483
2014-09-04,10387816575
2014-09-05,10458073323
2014-09-08,10382725506
2014-09-09,10310432331
2014-09-10,10292104483
2014-09-11,10297195552
2014-09-12,10151590987
2014-09-15,10154645629
2014-09-16,10263594499
2014-09-17,10152609201
2014-09-18,10204538102
2014-09-19,10201483461
2014-09-22,10132244926
2014-09-23,10060969964
2014-09-24,10171955262
2014-09-25,10000895354
2014-09-26,10032459980
2014-09-29,10023296056
2014-09-30,10079297812
2014-10-01,9967294300
2014-10-02,9953039308
2014-10-03,10045696758
2014-10-06,10029405339
2014-10-07,9902128621
2014-10-08,10052824255
2014-10-09,9965257873
2014-10-10,9948966453
2014-10-13,9918420041
2014-10-14,9976458224
2014-10-15,9913328972
2014-10-16,9966276087
2014-10-17,10045696758
2014-10-20,10287013415
2014-10-21,10425490483
2014-10-22,10358288377
2014-10-23,10360324804
2014-10-24,10420399415
2014-10-27,10501856514
2014-10-28,10580258972
2014-10-29,10438727262
2014-10-30,10490656163
2014-10-31,10587285800
2014-11-03,10594411857
2014-11-04,10618844055
2014-11-05,10723698905
2014-11-06,10770527285
2014-11-07,10672798493
2014-11-10,10720644880
2014-11-11,10660582394
2014-11-12,10218766813
2014-11-13,10166848392
2014-11-14,10203496689
2014-11-17,10334819754
2014-11-18,10380630125
2014-11-19,10349071869
2014-11-20,10293081415
2014-11-21,10311405564
2014-11-24,10245235028
2014-11-25,10301225481
2014-11-26,10295117432
2014-11-28,10441710620
2014-12-01,10463088793
2014-12-02,10509917173
2014-12-03,10375540084
2014-12-04,10297153448
2014-12-05,10355179919
2014-12-08,10367396018
2014-12-09,10302243490
2014-12-10,10203496689
2014-12-11,10245235028
2014-12-12,10094569807
2014-12-15,10006003089
2014-12-16,10008039105
2014-12-17,10215712788
2014-12-18,10445782653
2014-12-19,10464106801
2014-12-22,10500755098
2014-12-23,10551655511
2014-12-24,10531295346
2014-12-26,10525187296
2014-12-29,10495665057
2014-12-30,10434584562
2014-12-31,10279847308
2015-01-02,10228946896
2015-01-05,10061993543
2015-01-06,9981570891
2015-01-07,10204514698
2015-01-08,10352125894
2015-01-09,10285955358
2015-01-12,10214694780
2015-01-13,10275775275
2015-01-14,10277811292
2015-01-15,10312423572
2015-01-16,10369432034
2015-01-20,10606627956
2015-01-21,10794959483
2015-01-22,10879454167
2015-01-23,10840769854
2015-01-26,10836697821
2015-01-27,10767473260
2015-01-28,10661600402
2015-01-29,10699266707
2015-01-30,10500755098
2015-02-02,11446661415
2015-02-03,11601153543
2015-02-04,12282672008
2015-02-05,12417441737
2015-02-06,12381284005
2015-02-09,12371422805
2015-02-10,12397719337
2015-02-11,12190634145
2015-02-12,12314446985
2015-02-13,12478800312
2015-02-17,12404293470
2015-02-18,12523723555
2015-02-19,12477704623
2015-02-20,12429494314
2015-02-23,12408676226
2015-02-24,12432781380
2015-02-25,12393336582
2015-02-26,12623431240
2015-02-27,12638770884
2015-03-02,12596039019
2015-03-03,12504001156
2015-03-04,12517149422
2015-03-05,12516053733
2015-03-06,12356083161
2015-03-09,12386762449
2015-03-10,12132562636
2015-03-11,12175294501
2015-03-12,12319925429
2015-03-13,12164337612
2015-03-16,12247609965
2015-03-17,12117222992
2015-03-18,12338552139
2015-03-19,12271715120
2015-03-20,12459077913
2015-03-23,12424015870
2015-03-24,12339647828
2015-03-25,12560976976
2015-03-26,12543445954
2015-03-27,12711086348
2015-03-30,12833803500
2015-03-31,12680407061
2015-04-01,12653014839
2015-04-02,12711086348
2015-04-06,12845856077
2015-04-07,12695746704
2015-04-08,12660684661
2015-04-09,12725330303
2015-04-10,12792167323
2015-04-13,12808602656
2015-04-14,12906118964
2015-04-15,12937893940
2015-04-16,12926937052
2015-04-17,12865578476
2015-04-20,12828325055
2015-04-21,12867769854
2015-04-22,12922554296
2015-04-23,12816272478
2015-04-24,12743957014
2015-04-27,12951042207
2015-04-28,12730808748
2015-04-29,12712182037
2015-04-30,13866553607
2015-05-01,13978998055
2015-05-04,14159626902
2015-05-05,13909617438
2015-05-06,13906028786
2015-05-07,13848610344
2015-05-08,13874927130
2015-05-11,13908421221
2015-05-12,13931149354
2015-05-13,13945503964
2015-05-14,14158430685
2015-05-15,14175177730
2015-05-18,14195513428
2015-05-19,14267286480
2015-05-20,14340255749
2015-05-21,14268482697
2015-05-22,14401262843
2015-05-26,14291210830
2015-05-27,14342648184
2015-05-28,14294799483
2015-05-29,14181158818
2015-06-01,14165607990
2015-06-02,14181158818
2015-06-03,14138094987
2015-06-04,13606974403
2015-06-05,13316293543
2015-06-08,13215811271
2015-06-09,13349787634
2015-06-10,13346198982
2015-06-11,13367730897
2015-06-12,13312704891
2015-06-15,13276818365
2015-06-16,13439503949
2015-06-17,13483763998
2015-06-18,13555537049
2015-06-19,13574676530
2015-06-22,13598600881
2015-06-23,13494529955
2015-06-24,13361749810
2015-06-25,13269641060
2015-06-26,13232558316
2015-06-29,12964605590
2015-06-30,12968194242
2015-07-01,13063891645
2015-07-02,13008865638
2015-07-06,12922737976
2015-07-07,13135664696
2015-07-08,12974175330
2015-07-09,12955035849
2015-07-10,12870104405
2015-07-13,13002884551
2015-07-14,12983745070
2015-07-15,12932307716
2015-07-16,12992118593
2015-07-17,12974175330
2015-07-20,12927522846
2015-07-21,12844983837
2015-07-22,12850964924
2015-07-23,12791154048
2015-07-24,12630860899
2015-07-27,12677513382
2015-07-28,13004080768
2015-07-29,13130879826
2015-07-30,13249305362
2015-07-31,13365975583
2015-08-03,13391106346
2015-08-04,13415040405
2015-08-05,13581382120
2015-08-06,13374352504
2015-08-07,13168519591
2015-08-10,13224764631
2015-08-11,13032095452
2015-08-12,13085947086
2015-08-13,12999784471
2015-08-14,13089537195
2015-08-17,13045259184
2015-08-18,13040472373
2015-08-19,13388712940
2015-08-20,13374352504
2015-08-21,13151765750
2015-08-24,12938752619
2015-08-25,12786771341
2015-08-26,13062013026
2015-08-27,13916458954
2015-08-28,14072030341
2015-08-31,14087587480
2015-09-01,13644807377
2015-09-02,13838673260
2015-09-03,13987064430
2015-09-04,13835083151
2015-09-08,13923639172
2015-09-09,13714216150
2015-09-10,13710626041
2015-09-11,13894918300
2015-09-14,13837476557
2015-09-15,13908082033
2015-09-16,14064850123
2015-09-17,13975097400
2015-09-18,13949966637
2015-09-21,14007408380
2015-09-22,13549071139
2015-09-23,13588562337
2015-09-24,13574201902
2015-09-25,13685495279
2015-09-28,13523940376
2015-09-29,13467695336
2015-09-30,13653184298
2015-10-01,13595742555
2015-10-02,13839869963
2015-10-05,13969113885
2015-10-06,13740543616
2015-10-07,13880557865
2015-10-08,13996638054
2015-10-09,14131865490
2015-10-12,14171356689
2015-10-13,14218028105
2015-10-14,14276666551
2015-10-15,14314961046
2015-10-16,14252732491
2015-10-19,14213241293
2015-10-20,13751313943
2015-10-21,13836279854
2015-10-22,14153406144
2015-10-23,14153406144
2015-10-26,14039719361
2015-10-27,14013391895
2015-10-28,13923639172
2015-10-29,13964327073
2015-10-30,14048096282
2015-11-02,14053102946
2015-11-03,14027969650
2015-11-04,14077039418
2015-11-05,14118928245
2015-11-06,13763471630
2015-11-09,13752700217
2015-11-10,13729960568
2015-11-11,13792195396
2015-11-12,13563602085
2015-11-13,13373307129
2015-11-16,13563602085
2015-11-17,13417589603
2015-11-18,13569586203
2015-11-19,14515076863
2015-11-20,14647924285
2015-11-23,14665876639
2015-11-24,14618003694
2015-11-25,14713749584
2015-11-27,14752047940
2015-11-30,14504305450
2015-12-01,14458826153
2015-12-02,14436086504
2015-12-03,14397788148
2015-12-04,14737686056
2015-12-07,14801117708
2015-12-08,14778378059
2015-12-09,14671860757
2015-12-10,14602444987
2015-12-11,14431299209
2015-12-14,14382229441
2015-12-15,14606035458
2015-12-16,14848990653
2015-12-17,14797527237
2015-12-18,14547391101
2015-12-21,14720930526
2015-12-22,14717340055
2015-12-23,14943539719
2015-12-24,14933965130
2015-12-28,14868139831
2015-12-29,14936358777
2015-12-30,14834628769
2015-12-31,14761622529
2016-01-04,14646727461
2016-01-05,14756835234
2016-01-06,14649121108
2016-01-07,14398984972
2016-01-08,14366670734
2016-01-11,14450448387
2016-01-12,14561752984
2016-01-13,14261350255
2016-01-14,14397788148
2016-01-15,14153636130
2016-01-19,14329569202
2016-01-20,14287680375
2016-01-21,14273318492
2016-01-22,14707765466
2016-01-25,14583295809
2016-01-26,14712552760
2016-01-27,14893273127
2016-01-28,15114685496
2016-01-29,15357640691
2016-02-01,15334908561
2016-02-02,15239904094
2016-02-03,15363409902
2016-02-04,14954890693
2016-02-05,14900263124
2016-02-08,14926389352
2016-02-09,15123523622
2016-02-10,15179338746
2016-02-11,14981016921
2016-02-12,15072458721
2016-02-16,15165088076
2016-02-17,15133024069
2016-02-18,15144899627
2016-02-19,15171025856
2016-02-22,15065333386
2016-02-23,14707879078
2016-02-24,15172213411
2016-02-25,15387161018
2016-02-26,15161525409
2016-02-29,15149649850
2016-03-01,15228028536
2016-03-02,15178151191
2016-03-03,15237528983
2016-03-04,15146087183
2016-03-07,15058208051
2016-03-08,14988142256
2016-03-09,15090272058
2016-03-10,15258904988
2016-03-11,15381223239
2016-03-14,15350346787
2016-03-15,15255342320
2016-03-16,15336096117
2016-03-17,15427537917
2016-03-18,15301656998
2016-03-21,15241091650
2016-03-22,15165088076
2016-03-23,15292156551
2016-03-24,15285031216
2016-03-28,15390723686
2016-03-29,15435850808
2016-03-30,15459601925
2016-03-31,15419225026
2016-04-01,15737489991
2016-04-04,15149649850
2016-04-05,14964391139
2016-04-06,15146087183
2016-04-07,15167463188
2016-04-08,15188839193
2016-04-11,15174588523
2016-04-12,15197152084
2016-04-13,15226840980
2016-04-14,15129461401
2016-04-15,15248216985
2016-04-18,15364597457
2016-04-19,15382410795
2016-04-20,15264842767
2016-04-21,14794570654
2016-04-22,14981016921
2016-04-25,15133024069
2016-04-26,15118773399
2016-04-27,15193589416
2016-04-28,15174588523
2016-04-29,15079584056
2016-05-02,14853581299
2016-05-03,14753533680
2016-05-04,14908258486
2016-05-05,14935015407
2016-05-06,15038553058
2016-05-09,15056003224
2016-05-10,15271221938
2016-05-11,15176991042
2016-05-12,15299142204
2016-05-13,15189787830
2016-05-16,15220034785
2016-05-17,14860561365
2016-05-18,14741900236
2016-05-19,14783780635
2016-05-20,14727940104
2016-05-23,14767493813
2016-05-24,14882664909
2016-05-25,14982712527
2016-05-26,15061819946
2016-05-27,15032736336
2016-05-31,15024592926
2016-06-01,15090903556
2016-06-02,15170010976
2016-06-03,15323572436
2016-06-06,15348002669
2016-06-07,15417803333
2016-06-08,15438743532
2016-06-09,16662581841
2016-06-10,16780079625
2016-06-13,16777752936
2016-06-14,16761466115
2016-06-15,16696318828
2016-06-16,16915027576
2016-06-17,16835920156
2016-06-20,16887107310
2016-06-21,16984828240
2016-06-22,17111632779
2016-06-23,17049975526
2016-06-24,16906884165
2016-06-27,17072079070
2016-06-28,17098835991
2016-06-29,17346628348
2016-06-30,17730532000
2016-07-01,17640954481
2016-07-05,17697958357
2016-07-06,17804986042
2016-07-07,17823599552
2016-07-08,17924810515
2016-07-11,17828252930
2016-07-12,17666548058
2016-07-13,17761942299
2016-07-14,17624667660
2016-07-15,17771249054
2016-07-18,17768922365
2016-07-19,17779392465
2016-07-20,17728205311
2016-07-21,17768922365
2016-07-22,17795679286
2016-07-25,17999264556
2016-07-26,17766595676
2016-07-27,17652587925
2016-07-28,17723551934
2016-07-29,17934117270
2016-08-01,17962763624
2016-08-02,17997692514
2016-08-03,17786954880
2016-08-04,18186308518
2016-08-05,18073371775
2016-08-08,17984885255
2016-08-09,17917356068
2016-08-10,17928999031
2016-08-11,17797433547
2016-08-12,17793940658
2016-08-15,17704289841
2016-08-16,17620460506
2016-08-17,17846333992
2016-08-18,17973242291
2016-08-19,18001185403
2016-08-22,18189801407
2016-08-23,16722788044
2016-08-24,16565608040
2016-08-25,16415413815
2016-08-26,16181390255
2016-08-29,16473628631
2016-08-30,16272205368
2016-08-31,16508557521
2016-09-01,16376992037
2016-09-02,16471300039
2016-09-06,16512050410
2016-09-07,16316448628
2016-09-08,16251248034
2016-09-09,15826279877
2016-09-12,16047496178
2016-09-13,15885658990
2016-09-14,15945038102
2016-09-15,16030031733
2016-09-16,15954352472
2016-09-19,15954352472
2016-09-20,15798336766
2016-09-21,15872851730
2016-09-22,16052153363
2016-09-23,15971816917
2016-09-26,16034688919
2016-09-27,15560820316
2016-09-28,15685400023
2016-09-29,15691221504
2016-09-30,15780872321
2016-10-03,15763407876
2016-10-04,15506098389
2016-10-05,15496784019
2016-10-06,15494455426
2016-10-07,15478155278
2016-10-10,15648142540
2016-10-11,15388504461
2016-10-12,15437404906
2016-10-13,15592256317
2016-10-14,15545684464
2016-10-17,15492126833
2016-10-18,15394325943
2016-10-19,15464183722
2016-10-20,15110237640
2016-10-21,15137016456
2016-10-24,15123044900
2016-10-25,15157973790
2016-10-26,15191738383
2016-10-27,15052022824
2016-10-28,15359397053
2016-10-31,15289117667
2016-11-01,15247200963
2016-11-02,15213434730
2016-11-03,15162203203
2016-11-04,15051589679
2016-11-07,15307747313
2016-11-08,15436990483
2016-11-09,15277474138
2016-11-10,14844334867
2016-11-11,14794267693
2016-11-14,14999193800
2016-11-15,14996865094
2016-11-16,15130765675
2016-11-17,14536945706
2016-11-18,14536945706
2016-11-21,14724406520
2016-11-22,14777966752
2016-11-23,14621943467
2016-11-25,14724406520
2016-11-28,14786117223
2016-11-29,14818719103
2016-11-30,14665024523
2016-12-01,14524137825
2016-12-02,14587012880
2016-12-05,14672010640
2016-12-06,14758172754
2016-12-07,14979399801
2016-12-08,14992207682
2016-12-09,15193640731
2016-12-12,15158710144
2016-12-13,15204119907
2016-12-14,14913031687
2016-12-15,14839677455
2016-12-16,15036453092
2016-12-19,15065561914
2016-12-20,15043439209
2016-12-21,14967756272
2016-12-22,15045767915
2016-12-23,15073712384
2016-12-27,15006179917
2016-12-28,14899059452
2016-12-29,15037617445
2016-12-30,14910702981
2017-01-03,15016659093
2017-01-04,14965427566
2017-01-05,15041110503
2017-01-06,15024809563
2017-01-09,14904881216
2017-01-10,14989878977
2017-01-11,15212270377
2017-01-12,15201791201
2017-01-13,15253022728
2017-01-17,15399731190
2017-01-18,15485893304
2017-01-19,15469592363
2017-01-20,15552261418
2017-01-23,15542946595
2017-01-24,15661710588
2017-01-25,15719928232
2017-01-26,15814240816
2017-01-27,15787460699
2017-01-30,15616300826
2017-01-31,15597835381
2017-02-01,15557649571
2017-02-02,15796468103
2017-02-03,15934248025
2017-02-06,15844691076
2017-02-07,16035286635
2017-02-08,15751689628
2017-02-09,15810246095
2017-02-10,15846987408
2017-02-13,15935396191
2017-02-14,15836653913
2017-02-15,15905543875
2017-02-16,15826320419
2017-02-17,15609317041
2017-02-21,16294772155
2017-02-22,16158140399
2017-02-23,16169622059
2017-02-24,16209807870
2017-02-27,16184548217
2017-02-28,16272957001
2017-03-01,16153547735
2017-03-02,16183400051
2017-03-03,16130584414
2017-03-06,16073176113
2017-03-07,15979026500
2017-03-08,15895210380
2017-03-09,16038731133
2017-03-10,16015767812
2017-03-13,15972137504
2017-03-14,15950322349
2017-03-15,15975582002
2017-03-16,15927359029
2017-03-17,15907840207
2017-03-20,15902099377
2017-03-21,15455462795
2017-03-22,15344090691
2017-03-23,15288978722
2017-03-24,15277497062
2017-03-27,15257978239
2017-03-28,15286682390
2017-03-29,15223533259
2017-03-30,15070827178
2017-03-31,15050160190
2017-04-03,15050160190
2017-04-04,15018011541
2017-04-05,14928454592
2017-04-06,14861860962
2017-04-07,14857268298
2017-04-10,14660931909
2017-04-11,14670117237
2017-04-12,14719488376
2017-04-13,14625338762
2017-04-17,14697673222
2017-04-18,14709154882
2017-04-19,14639116755
2017-04-20,14634524090
2017-04-21,14533485481
2017-04-24,14600079110
2017-04-25,14573671291
2017-04-26,14570226793
2017-04-27,14513966658
2017-04-28,14549559805
2017-05-01,14288515000
2017-05-02,14150045000
2017-05-03,14182960000
2017-05-04,14255600000
2017-05-05,14310080000
2017-05-08,14328240000
2017-05-09,14243115000
2017-05-10,14226090000
2017-05-11,14192040000
2017-05-12,14159125000
2017-05-15,14162530000
2017-05-16,14161395000
2017-05-17,14277165000
2017-05-18,14289650000
2017-05-19,14302135000
2017-05-22,14409960000
2017-05-23,14475790000
2017-05-24,14499625000
2017-05-25,14528000000
2017-05-26,14547294999
2017-05-30,14501895000
2017-05-31,14510975000
2017-06-01,14781104999
2017-06-02,14812884999
2017-06-05,14811750000
2017-06-06,14814020000
2017-06-07,14854880000
2017-06-08,14585884999
2017-06-09,14432660000
2017-06-12,14533675000
2017-06-13,14555240000
2017-06-14,14468980000
2017-06-15,14431525000
2017-06-16,14155720000
2017-06-19,14092160000
2017-06-20,13888995000
2017-06-21,13798195000
2017-06-22,13759605000
2017-06-23,13701720000
2017-06-26,13853810000
2017-06-27,13639295000
2017-06-28,13598435000
2017-06-29,13395270000
2017-06-30,13430455000
2017-07-03,13410025000
2017-07-05,13200050000
2017-07-06,13064985000
2017-07-07,13096765000
2017-07-10,12985535000
2017-07-11,12990075000
2017-07-12,13070660000
2017-07-13,13204590000
2017-07-14,13251125000
2017-07-17,13457695000
2017-07-18,13220480000
2017-07-19,13252260000
2017-07-20,13421375000
2017-07-21,13447480000
2017-07-24,13575735000
2017-07-25,13735770000
2017-07-26,13700585000
2017-07-27,13861755000
2017-07-28,13894670000
2017-07-31,13847840000
2017-08-01,13716064000
2017-08-02,13724016000
2017-08-03,13764912000
2017-08-04,13798992000
2017-08-07,13923952000
2017-08-08,13835344000
2017-08-09,13880784000
2017-08-10,13827392000
2017-08-11,13891008000
2017-08-14,13973936000
2017-08-15,13963712000
2017-08-16,13993248000
2017-08-17,13934176000
2017-08-18,13847840000
2017-08-21,13842160000
2017-08-22,13616096000
2017-08-23,13501360000
2017-08-24,12213136000
2017-08-25,11945040000
2017-08-28,11973440000
2017-08-29,11893920000
2017-08-30,11841664000
2017-08-31,11900736000
2017-09-01,11909824000
2017-09-05,12050688000
2017-09-06,12065456000
2017-09-07,12043872000
2017-09-08,12171104000
2017-09-11,12166560000
2017-09-12,12240400000
2017-09-13,12160880000
2017-09-14,12324464000
2017-09-15,12520992000
2017-09-18,12616416000
2017-09-19,12440336000
2017-09-20,12115440000
2017-09-21,12032512000
2017-09-22,11881424000
2017-09-25,11992752000
2017-09-26,12050688000
2017-09-27,12132480000
2017-09-28,11941632000
2017-09-29,11920048000
2017-10-02,11896192000
2017-10-03,11847344000
2017-10-04,11930272000
2017-10-05,11996160000
2017-10-06,11841664000
2017-10-09,11689440000
2017-10-10,11779184000
2017-10-11,11845072000
2017-10-12,12042736000
2017-10-13,11940496000
2017-10-16,12037056000
2017-10-17,11888240000
2017-10-18,11830304000
2017-10-19,11814400000
2017-10-20,11839392000
2017-10-23,11904144000
2017-10-24,11862112000
2017-10-25,11806448000
2017-10-26,11830304000
2017-10-27,11781456000
2017-10-30,11576976000
2017-10-31,12043629016
2017-11-01,11949369591
2017-11-02,11712017543
2017-11-03,11608672872
2017-11-06,11355421644
2017-11-07,11557568364
2017-11-08,11740408936
2017-11-09,11651827789
2017-11-10,11824447460
2017-11-13,12093597868
2017-11-14,12286659342
2017-11-15,12095869180
2017-11-16,13247424090
2017-11-17,12968052780
2017-11-20,12947610977
2017-11-21,12894235158
2017-11-22,12798840077
2017-11-24,12647797865
2017-11-27,12861301142
2017-11-28,13052091304
2017-11-29,13362125319
2017-11-30,13249695401
2017-12-01,13129315894
2017-12-04,13558593760
2017-12-05,13339412204
2017-12-06,13504082285
2017-12-07,13454113433
2017-12-08,13470012613
2017-12-11,13316699089
2017-12-12,13395059335
2017-12-13,13417772449
2017-12-14,13459791711
2017-12-15,13564272039
2017-12-18,13697143759
2017-12-19,13794810152
2017-12-20,14016263019
2017-12-21,14071910150
2017-12-22,14220681051
2017-12-26,14226359329
2017-12-27,14171847854
2017-12-28,14183204411
2017-12-29,14109386789
2018-01-02,14050332691
2018-01-03,14013991708
2018-01-04,14126421625
2018-01-05,14258157690
2018-01-08,14387622443
2018-01-09,14398979000
2018-01-10,14100301543
2018-01-11,13985600314
2018-01-12,14017398675
2018-01-16,14083266707
2018-01-17,14291091706
2018-01-18,14272921214
2018-01-19,14483017524
2018-01-22,14465982688
2018-01-23,14540935966
2018-01-24,14416013836
2018-01-25,14712419982
2018-01-26,14883903997
2018-01-29,14697656457
2018-01-30,14475067934
2018-01-31,14414704000
2018-02-01,14317008000
2018-02-02,13645632000
2018-02-05,13249168000
2018-02-06,13622912000
2018-02-07,13612688000
2018-02-08,13446832000
2018-02-09,13577472000
2018-02-12,13563840000
2018-02-13,13596784000
2018-02-14,13746736000
2018-02-15,13933040000
2018-02-16,14138656000
2018-02-20,14071632000
2018-02-21,13725152000
2018-02-22,13954624000
2018-02-23,14148880000
2018-02-26,14429472000
2018-02-27,14386304000
2018-02-28,14347680000
2018-03-01,14415840000
2018-03-02,14591919999
2018-03-05,14770272000
2018-03-06,14731648000
2018-03-07,14622592000
2018-03-08,14730511999
2018-03-09,14758911999
2018-03-12,14803216000
2018-03-13,14941808000
2018-03-14,14864560000
2018-03-15,14182960000
2018-03-16,14295424000
2018-03-19,14346544000
2018-03-20,14248848000
2018-03-21,13650176000
2018-03-22,13436608000
2018-03-23,13491136000
2018-03-26,13825120000
2018-03-27,13905776000
2018-03-28,14006880000
2018-03-29,14087536000
2018-04-02,13605872000
2018-04-03,13827392000
2018-04-04,14052320000
2018-04-05,14086400000
2018-04-06,14079584000
2018-04-09,14212496000
2018-04-10,14130704000
2018-04-11,14042096000
2018-04-12,13931904000
2018-04-13,13955760000
2018-04-16,13739920000
2018-04-17,13694480000
2018-04-18,13652448000
2018-04-19,13295744000
2018-04-20,13054912000
2018-04-23,13015152000
2018-04-24,13012880000
2018-04-25,13125344000
2018-04-26,13104896000
2018-04-27,13198048000
2018-04-30,12968068299
2018-05-01,13073786247
2018-05-02,12939649495
2018-05-03,12664555480
2018-05-04,12880538385
2018-05-07,12805512744
2018-05-08,12828247787
2018-05-09,12935102487
2018-05-10,12977162316
2018-05-11,12847572573
2018-05-14,12683880266
2018-05-15,12616811890
2018-05-16,12736170864
2018-05-17,12654324711
2018-05-18,12270102491
2018-05-21,12309888815
2018-05-22,12437205054
2018-05-23,12529281976
2018-05-24,12486085395
2018-05-25,12474717874
2018-05-29,12354222148
2018-05-30,12343991379
2018-05-31,12220085397
2018-06-01,12072307620
2018-06-04,12167794799
2018-06-05,12060940099
2018-06-06,12108683688
2018-06-07,11458461470
2018-06-08,11653982836
2018-06-11,12068897364
2018-06-12,12038205056
2018-06-13,11802897365
2018-06-14,11793803348
2018-06-15,12018880270
2018-06-18,11843820442
2018-06-19,11881333262
2018-06-20,12090495654
2018-06-21,11980230698
2018-06-22,12016606766
2018-06-25,12303068302
2018-06-26,12404239242
2018-06-27,12508820438
2018-06-28,12396281977
2018-06-29,12217811893
2018-07-02,11954085399
2018-07-03,12196213602
2018-07-05,12577025566
2018-07-06,12702068300
2018-07-09,12607717873
2018-07-10,12406512746
2018-07-11,12487222148
2018-07-12,12473581122
2018-07-13,12624769155
2018-07-16,12323529841
2018-07-17,12616811890
2018-07-18,12391734969
2018-07-19,12455393088
2018-07-20,12444025567
2018-07-23,12356495653
2018-07-24,12232589670
2018-07-25,12336034114
2018-07-26,12521324711
2018-07-27,12506546934
2018-07-30,12622495651
2018-07-31,12578784000
2018-08-01,12384080000
2018-08-02,12714624000
2018-08-03,13158368000
2018-08-06,12958004000
2018-08-07,12770092000
2018-08-08,12668212000
2018-08-09,12531240000
2018-08-10,12545956000
2018-08-13,12576520000
2018-08-14,12615008000
2018-08-15,12745188000
2018-08-16,12688588000
2018-08-17,12971588000
2018-08-20,13116484000
2018-08-21,12248240000
2018-08-22,11931280000
2018-08-23,11823740000
2018-08-24,11891660000
2018-08-27,11979956000
2018-08-28,11801100000
2018-08-29,11734312000
2018-08-30,11656204000
2018-08-31,11702616000
2018-09-04,11737708000
2018-09-05,12129380000
2018-09-06,12425964000
2018-09-07,12398796000
2018-09-10,12471244000
2018-09-11,12360308000
2018-09-12,12474640000
2018-09-13,12557276000
2018-09-14,12574256000
2018-09-17,12638780000
