,APA
2009-04-14,22898400000
2009-04-15,22619519999
2009-04-16,22851360000
2009-04-17,23214240000
2009-04-20,21967680000
2009-04-21,22192800000
2009-04-22,22055040000
2009-04-23,22599360000
2009-04-24,23210880000
2009-04-27,22898400000
2009-04-28,22864800000
2009-04-29,23462880000
2009-04-30,24480960000
2009-05-01,25861920000
2009-05-04,26943840000
2009-05-05,26658240000
2009-05-06,27736800000
2009-05-07,27370559999
2009-05-08,28523040000
2009-05-11,27498240000
2009-05-12,27360480000
2009-05-13,26208000000
2009-05-14,26419680000
2009-05-15,25740960000
2009-05-18,26614559999
2009-05-19,26658240000
2009-05-20,27148800000
2009-05-21,26292000000
2009-05-22,26150880000
2009-05-26,26732160000
2009-05-27,26735519999
2009-05-28,27894720000
2009-05-29,28311360000
2009-06-01,28896000000
2009-06-02,28751519999
2009-06-03,27666240000
2009-06-04,27982080000
2009-06-05,27639360000
2009-06-08,27901440000
2009-06-09,28123200000
2009-06-10,28220640000
2009-06-11,28674240000
2009-06-12,28291200000
2009-06-15,27558720000
2009-06-16,27017760000
2009-06-17,26507040000
2009-06-18,26171040000
2009-06-19,25314240000
2009-06-22,23856000000
2009-06-23,23929920000
2009-06-24,24003840000
2009-06-25,24598559999
2009-06-26,24265920000
2009-06-29,24370080000
2009-06-30,24253871850
2009-07-01,23897543310
2009-07-02,23194971000
2009-07-06,22694094090
2009-07-07,22317596010
2009-07-08,22226833080
2009-07-09,23221863720
2009-07-10,22875619950
2009-07-13,23285733930
2009-07-14,23917712850
2009-07-15,25067376629
2009-07-16,25319495879
2009-07-17,25380004500
2009-07-20,26035514550
2009-07-21,26079215220
2009-07-22,25679186010
2009-07-23,26647323930
2009-07-24,26808680250
2009-07-27,26902804770
2009-07-28,26408651040
2009-07-29,26193509280
2009-07-30,27662524110
2009-07-31,28220548050
2009-08-03,29108007810
2009-08-04,29434082040
2009-08-05,29286172080
2009-08-06,29178601200
2009-08-07,29266002540
2009-08-10,29716455600
2009-08-11,28976905800
2009-08-12,29329872750
2009-08-13,29558460870
2009-08-14,29215578690
2009-08-17,28254163950
2009-08-18,28842442200
2009-08-19,29168516430
2009-08-20,28862611740
2009-08-21,29874450330
2009-08-24,29703009240
2009-08-25,28997075340
2009-08-26,28822272660
2009-08-27,29057583960
2009-08-28,29346680700
2009-08-31,28556707050
2009-09-01,28018852649
2009-09-02,27954982440
2009-09-03,27944897670
2009-09-04,28247440770
2009-09-08,28963459440
2009-09-09,29400466139
2009-09-10,30224055690
2009-09-11,30714847830
2009-09-14,30718209420
2009-09-15,30768633270
2009-09-16,31817449350
2009-09-17,31699793700
2009-09-18,31662816210
2009-09-21,30946797540
2009-09-22,31299764490
2009-09-23,30587107410
2009-09-24,30765271680
2009-09-25,30919904820
2009-09-28,31161939300
2009-09-29,30768633270
2009-09-30,30939730920
2009-10-01,30188390399
2009-10-02,30306313800
2009-10-05,31168839240
2009-10-06,32513166000
2009-10-07,32907367080
2009-10-08,33867600480
2009-10-09,33645230640
2009-10-12,33466660920
2009-10-13,33021921240
2009-10-14,33662076840
2009-10-15,34591987080
2009-10-16,34618941000
2009-10-19,35060311440
2009-10-20,35087265360
2009-10-21,34184309039
2009-10-22,34393201920
2009-10-23,33486876360
2009-10-26,32961274920
2009-10-27,33072459840
2009-10-28,31620317399
2009-10-29,32711951160
2009-10-30,31711286880
2009-11-02,32169503520
2009-11-03,32927582520
2009-11-04,33052244399
2009-11-05,33368952960
2009-11-06,33311675880
2009-11-09,33968677679
2009-11-10,33874338960
2009-11-11,33904662120
2009-11-12,33001705800
2009-11-13,33065721360
2009-11-16,33823800360
2009-11-17,33901292880
2009-11-18,33608169000
2009-11-19,32705212679
2009-11-20,32503058280
2009-11-23,32941059480
2009-11-24,32762489760
2009-11-25,33001705800
2009-11-27,32260473000
2009-11-30,32102118720
2009-12-01,32924213280
2009-12-02,32469365880
2009-12-03,31974087600
2009-12-04,31738240800
2009-12-07,31448486160
2009-12-08,31172208480
2009-12-09,31364255160
2009-12-10,31990933800
2009-12-11,31883118120
2009-12-14,33187014000
2009-12-15,33389168399
2009-12-16,34147247399
2009-12-17,33682292280
2009-12-18,33645230640
2009-12-21,34295493960
2009-12-22,34905326400
2009-12-23,35208558000
2009-12-24,35339958360
2009-12-28,35420820120
2009-12-29,35215296480
2009-12-30,35114219280
2009-12-31,34768290000
2010-01-04,35678190000
2010-01-05,36099440000
2010-01-06,36665600000
2010-01-07,36109550000
2010-01-08,35920830000
2010-01-11,36028670000
2010-01-12,35482730000
2010-01-13,35998340000
2010-01-14,36193800000
2010-01-15,36281420000
2010-01-19,36530800000
2010-01-20,35877020000
2010-01-21,35405220000
2010-01-22,34384110000
2010-01-25,35048000000
2010-01-26,34495320000
2010-01-27,34171800000
2010-01-28,34269530000
2010-01-29,33285490000
2010-02-01,34508800000
2010-02-02,35260310000
2010-02-03,34818840000
2010-02-04,33322560000
2010-02-05,33160800000
2010-02-08,32753030000
2010-02-09,33197870000
2010-02-10,33211350000
2010-02-11,33639339999
2010-02-12,33558460000
2010-02-16,34940160000
2010-02-17,34903090000
2010-02-18,34909830000
2010-02-19,35388370000
2010-02-22,35054740000
2010-02-23,34529020000
2010-02-24,34464990000
2010-02-25,34758180000
2010-02-26,34926680000
2010-03-01,35395110000
2010-03-02,35782660000
2010-03-03,35725370000
2010-03-04,35317600000
2010-03-05,36197170000
2010-03-08,35728740000
2010-03-09,35792770000
2010-03-10,35920830000
2010-03-11,36038780000
2010-03-12,36008450000
2010-03-15,35155840000
2010-03-16,35267050000
2010-03-17,35782660000
2010-03-18,34862650000
2010-03-19,34266160000
2010-03-22,34239199999
2010-03-23,34798620000
2010-03-24,34481840000
2010-03-25,33386589999
2010-03-26,33130470000
2010-03-29,33632600000
2010-03-30,33605640000
2010-03-31,34307000000
2010-04-01,35108060000
2010-04-05,35898980000
2010-04-06,36010520000
2010-04-07,35648860000
2010-04-08,35926020000
2010-04-09,36084880000
2010-04-12,36203180000
2010-04-13,36095020000
2010-04-14,36524280000
2010-04-15,36054460000
2010-04-16,35638720000
2010-04-19,35550840000
2010-04-20,36439780000
2010-04-21,36524280000
2010-04-22,36585120000
2010-04-23,37136060000
2010-04-26,37007620000
2010-04-27,35780680000
2010-04-28,36024040000
2010-04-29,34786960000
2010-04-30,34394880000
2010-05-03,35337900000
2010-05-04,34110960000
2010-05-05,33563400000
2010-05-06,32434479999
2010-05-07,31613140000
2010-05-10,33215260000
2010-05-11,32671080000
2010-05-12,33272720000
2010-05-13,32603479999
2010-05-14,31866640000
2010-05-17,32174220000
2010-05-18,31785520000
2010-05-19,31521880000
2010-05-20,29733860000
2010-05-21,30278040000
2010-05-24,29524299999
2010-05-25,29757520000
2010-05-26,29679780000
2010-05-27,31041920000
2010-05-28,30264520000
2010-06-01,28871960000
2010-06-02,30095520000
2010-06-03,30284799999
2010-06-04,29598659999
2010-06-07,29078140000
2010-06-08,30044820000
2010-06-09,30027920000
2010-06-10,31521880000
2010-06-11,31650320000
2010-06-14,32224920000
2010-06-15,33191600000
2010-06-16,32995560000
2010-06-17,32850220000
2010-06-18,32978659999
2010-06-21,32295900000
2010-06-22,31545540000
2010-06-23,31166979999
2010-06-24,30308460000
2010-06-25,30392960000
2010-06-28,29645979999
2010-06-29,28564380000
2010-06-30,30055830000
2010-07-01,29880900000
2010-07-02,29577449999
2010-07-06,29591730000
2010-07-07,31076850000
2010-07-08,31201800000
2010-07-09,31373160000
2010-07-12,30369989999
2010-07-13,30934050000
2010-07-14,30998310000
2010-07-15,30748410000
2010-07-16,29541750000
2010-07-19,30555630000
2010-07-20,31515960000
2010-07-21,31219650000
2010-07-22,31872960000
2010-07-23,33126030000
2010-07-26,34093500000
2010-07-27,33886440000
2010-07-28,33690090000
2010-07-29,34057800000
2010-07-30,34122060000
2010-08-02,35153790000
2010-08-03,34993140000
2010-08-04,34900320000
2010-08-05,34825350000
2010-08-06,34254150000
2010-08-09,34350540000
2010-08-10,34079219999
2010-08-11,32961810000
2010-08-12,32790449999
2010-08-13,32579820000
2010-08-16,32629800000
2010-08-17,33201000000
2010-08-18,33140310000
2010-08-19,32754750000
2010-08-20,32319210000
2010-08-23,31937219999
2010-08-24,31230360000
2010-08-25,30937620000
2010-08-26,31162530000
2010-08-27,32119290000
2010-08-30,31969350000
2010-08-31,32076449999
2010-09-01,33008219999
2010-09-02,32594100000
2010-09-03,33065340000
2010-09-07,32258520000
2010-09-08,32826150000
2010-09-09,33097469999
2010-09-10,33461610000
2010-09-13,33772199999
2010-09-14,33807900000
2010-09-15,33640110000
2010-09-16,33665100000
2010-09-17,33729360000
2010-09-20,34282710000
2010-09-21,34296989999
2010-09-22,34064940000
2010-09-23,33911430000
2010-09-24,35032410000
2010-09-27,34828920000
2010-09-28,34664700000
2010-09-29,34996710000
2010-09-30,37442080000
2010-10-01,37641240000
2010-10-04,37154830000
2010-10-05,37878700000
2010-10-06,38208080000
2010-10-07,38165950000
2010-10-08,38885990000
2010-10-11,39069830000
2010-10-12,38901310000
2010-10-13,39560070000
2010-10-14,39537090000
2010-10-15,39885620000
2010-10-18,40732050000
2010-10-19,39173240000
2010-10-20,39602200000
2010-10-21,39437510000
2010-10-22,38797900000
2010-10-25,38709810000
2010-10-26,38441710000
2010-10-27,38495330000
2010-10-28,38437880000
2010-10-29,38690660000
2010-11-01,38683000000
2010-11-02,39494960000
2010-11-03,39288140000
2010-11-04,41283570000
2010-11-05,41628270000
2010-11-08,41942330000
2010-11-09,42118510000
2010-11-10,42225750000
2010-11-11,42401930000
2010-11-12,41942330000
2010-11-15,41222290000
2010-11-16,40314580000
2010-11-17,40517570000
2010-11-18,41448260000
2010-11-19,41789130000
2010-11-22,41494220000
2010-11-23,40398840000
2010-11-24,41540180000
2010-11-26,41053770000
2010-11-29,41524860000
2010-11-30,41226120000
2010-12-01,42612580000
2010-12-02,43807540000
2010-12-03,44087130000
2010-12-06,44588860000
2010-12-07,44550560000
2010-12-08,43508800000
2010-12-09,43849670000
2010-12-10,44014360000
2010-12-13,44734400000
2010-12-14,44523750000
2010-12-15,44435660000
2010-12-16,44684610000
2010-12-17,44600350000
2010-12-20,44837810000
2010-12-21,45255280000
2010-12-22,45278260000
2010-12-23,45377840000
2010-12-27,45312730000
2010-12-28,45370180000
2010-12-29,45806800000
2010-12-30,45929360000
2010-12-31,45665090000
2011-01-03,46354490000
2011-01-04,46672380000
2011-01-05,47840530000
2011-01-06,46871540000
2011-01-07,47174110000
2011-01-10,47775420000
2011-01-11,47924790000
2011-01-12,48334600000
2011-01-13,47943940000
2011-01-14,48116290000
2011-01-18,48855480000
2011-01-19,47560940000
2011-01-20,47553280000
2011-01-21,48104800000
2011-01-24,47461360000
2011-01-25,46971120000
2011-01-26,46764300000
2011-01-27,44554390000
2011-01-28,43983720000
2011-01-31,45714880000
2011-02-01,45569340000
2011-02-02,46365980000
2011-02-03,45316560000
2011-02-04,44749720000
2011-02-07,45105910000
2011-02-08,45002500000
2011-02-09,44485450000
2011-02-10,45098250000
2011-02-11,45856590000
2011-02-14,46411940000
2011-02-15,45707220000
2011-02-16,46155330000
2011-02-17,46197460000
2011-02-18,45963830000
2011-02-22,44837810000
2011-02-23,46316190000
2011-02-24,46151500000
2011-02-25,47311990000
2011-02-28,47729460000
2011-03-01,46289380000
2011-03-02,46377470000
2011-03-03,47725630000
2011-03-04,46963460000
2011-03-07,46331510000
2011-03-08,46480880000
2011-03-09,46216610000
2011-03-10,44405020000
2011-03-11,45508060000
2011-03-14,45622960000
2011-03-15,45132720000
2011-03-16,43573910000
2011-03-17,45236130000
2011-03-18,46002130000
2011-03-21,47913300000
2011-03-22,48212040000
2011-03-23,47694990000
2011-03-24,47832870000
2011-03-25,48235020000
2011-03-28,48353750000
2011-03-29,49001020000
2011-03-30,49954690000
2011-03-31,50273279999
2011-04-01,49912319999
2011-04-04,50035200000
2011-04-05,50400000000
2011-04-06,49762560000
2011-04-07,49455360000
2011-04-08,49981440000
2011-04-11,48480000000
2011-04-12,47001600000
2011-04-13,46947840000
2011-04-14,47005440000
2011-04-15,47001600000
2011-04-18,46437120000
2011-04-19,46805760000
2011-04-20,47581440000
2011-04-21,47354880000
2011-04-25,47078400000
2011-04-26,48460800000
2011-04-27,48737280000
2011-04-28,49920000000
2011-04-29,51214080000
2011-05-02,50280960000
2011-05-03,49593600000
2011-05-04,48618240000
2011-05-05,47170560000
2011-05-06,47696640000
2011-05-09,48894720000
2011-05-10,49132800000
2011-05-11,47393280000
2011-05-12,47393280000
2011-05-13,47712000000
2011-05-16,46951680000
2011-05-17,46629120000
2011-05-18,47343360000
2011-05-19,47174400000
2011-05-20,47232000000
2011-05-23,46487040000
2011-05-24,46840320000
2011-05-25,47589120000
2011-05-26,47581440000
2011-05-27,47328000000
2011-05-31,47846400000
2011-06-01,46471680000
2011-06-02,46325760000
2011-06-03,45864960000
2011-06-06,44993280000
2011-06-07,45273600000
2011-06-08,45884160000
2011-06-09,46191360000
2011-06-10,45216000000
2011-06-13,44601600000
2011-06-14,45427200000
2011-06-15,44597760000
2011-06-16,44928000000
2011-06-17,44989440000
2011-06-20,44851200000
2011-06-21,45734400000
2011-06-22,45427200000
2011-06-23,45085440000
2011-06-24,44536320000
2011-06-27,44636160000
2011-06-28,45999360000
2011-06-29,46498560000
2011-06-30,47381760000
2011-07-01,47516160000
2011-07-05,47804160000
2011-07-06,47504640000
2011-07-07,48529920000
2011-07-08,48049920000
2011-07-11,46567680000
2011-07-12,46437120000
2011-07-13,46586880000
2011-07-14,46041600000
2011-07-15,47431680000
2011-07-18,47166720000
2011-07-19,48284160000
2011-07-20,48257280000
2011-07-21,49232640000
2011-07-22,49332480000
2011-07-25,49175040000
2011-07-26,49048320000
2011-07-27,47815680000
2011-07-28,47857920000
2011-07-29,47508480000
2011-08-01,47639040000
2011-08-02,46087680000
2011-08-03,45484800000
2011-08-04,41925120000
2011-08-05,40972800000
2011-08-08,37777920000
2011-08-09,39217920000
2011-08-10,37958400000
2011-08-11,39598080000
2011-08-12,39621120000
2011-08-15,40481280000
2011-08-16,40066560000
2011-08-17,40277760000
2011-08-18,37593600000
2011-08-19,37259520000
2011-08-22,36925440000
2011-08-23,38499840000
2011-08-24,38576640000
2011-08-25,38008320000
2011-08-26,38511360000
2011-08-29,39644160000
2011-08-30,39432960000
2011-08-31,39578880000
2011-09-01,39079680000
2011-09-02,37881600000
2011-09-06,36675840000
2011-09-07,38254080000
2011-09-08,37716480000
2011-09-09,36526080000
2011-09-12,36345600000
2011-09-13,35900160000
2011-09-14,36253440000
2011-09-15,37559040000
2011-09-16,37708800000
2011-09-19,36744960000
2011-09-20,36295680000
2011-09-21,35078400000
2011-09-22,32136960000
2011-09-23,31768320000
2011-09-26,32855040000
2011-09-27,32970240000
2011-09-28,31706879999
2011-09-29,31825920000
2011-09-30,30812159999
2011-10-03,29376000000
2011-10-04,30266879999
2011-10-05,31833600000
2011-10-06,33112320000
2011-10-07,32578560000
2011-10-10,34014720000
2011-10-11,33400320000
2011-10-12,33765120000
2011-10-13,33450240000
2011-10-14,35082240000
2011-10-17,33765120000
2011-10-18,34717440000
2011-10-19,34621440000
2011-10-20,35055360000
2011-10-21,36376320000
2011-10-24,37351680000
2011-10-25,36299520000
2011-10-26,37386240000
2011-10-27,39490560000
2011-10-28,40316160000
2011-10-31,38257920000
2011-11-01,36145920000
2011-11-02,37770240000
2011-11-03,39014400000
2011-11-04,38476800000
2011-11-07,38964480000
2011-11-08,40177920000
2011-11-09,38315520000
2011-11-10,38991360000
2011-11-11,40208640000
2011-11-14,39598080000
2011-11-15,39717120000
2011-11-16,39375360000
2011-11-17,37632000000
2011-11-18,37847040000
2011-11-21,36637440000
2011-11-22,35508480000
2011-11-23,33845760000
2011-11-25,33342720000
2011-11-28,34894080000
2011-11-29,35696640000
2011-11-30,38184960000
2011-12-01,37816320000
2011-12-02,37044480000
2011-12-05,37213440000
2011-12-06,37393920000
2011-12-07,37351680000
2011-12-08,35988480000
2011-12-09,37432320000
2011-12-12,36072960000
2011-12-13,35454720000
2011-12-14,33672960000
2011-12-15,33849600000
2011-12-16,34076159999
2011-12-19,32931840000
2011-12-20,33968639999
2011-12-21,34417920000
2011-12-22,34794240000
2011-12-23,35009280000
2011-12-27,34851840000
2011-12-28,33991680000
2011-12-29,34552320000
2011-12-30,34782720000
2012-01-03,36933050000
2012-01-04,37121700000
2012-01-05,37410450000
2012-01-06,37360400000
2012-01-09,38053400000
2012-01-10,37764650000
2012-01-11,37052400000
2012-01-12,36305500000
2012-01-13,35743400000
2012-01-17,36447950000
2012-01-18,36740550000
2012-01-19,37406600000
2012-01-20,37268000000
2012-01-23,37876300000
2012-01-24,37618350000
2012-01-25,38434550000
2012-01-26,37695350000
2012-01-27,37730000000
2012-01-30,38061100000
2012-01-31,38068800000
2012-02-01,38272850000
2012-02-02,38326750000
2012-02-03,38942750000
2012-02-06,39624200000
2012-02-07,40244050000
2012-02-08,40467350000
2012-02-09,41071800000
2012-02-10,40475050000
2012-02-13,40906250000
2012-02-14,41314350000
2012-02-15,41452950000
2012-02-16,41429850000
2012-02-17,42138250000
2012-02-21,42334600000
2012-02-22,42400050000
2012-02-23,42319200000
2012-02-24,42954450000
2012-02-27,42361550000
2012-02-28,42192150000
2012-02-29,41553050000
2012-03-01,42022750000
2012-03-02,40983250000
2012-03-05,41168050000
2012-03-06,39774350000
2012-03-07,40667550000
2012-03-08,41387500000
2012-03-09,41368250000
2012-03-12,40964000000
2012-03-13,41603100000
2012-03-14,41191150000
2012-03-15,41183450000
2012-03-16,41957300000
2012-03-19,41811000000
2012-03-20,40659850000
2012-03-21,39839800000
2012-03-22,38846500000
2012-03-23,39177600000
2012-03-26,38900400000
2012-03-27,39031300000
2012-03-28,38107300000
2012-03-29,38041850000
2012-03-30,38669400000
2012-04-02,39277330000
2012-04-03,38600470000
2012-04-04,37943060000
2012-04-05,37293430000
2012-04-09,36791620000
2012-04-10,36371500000
2012-04-11,36103090000
2012-04-12,36916100000
2012-04-13,36429850000
2012-04-16,35893030000
2012-04-17,36779950000
2012-04-18,35904700000
2012-04-19,35830790000
2012-04-20,35581830000
2012-04-23,35383440000
2012-04-24,35500140000
2012-04-25,36320930000
2012-04-26,36873310000
2012-04-27,36919990000
2012-04-30,37320660000
2012-05-01,38032530000
2012-05-02,37165060000
2012-05-03,35772440000
2012-05-04,34644340000
2012-05-07,34169760000
2012-05-08,34068620000
2012-05-09,33909130000
2012-05-10,34181430000
2012-05-11,33944140000
2012-05-14,33084450000
2012-05-15,32096390000
2012-05-16,31944680000
2012-05-17,31769630000
2012-05-18,31322280000
2012-05-21,32178080000
2012-05-22,32143070000
2012-05-23,32244210000
2012-05-24,31933010000
2012-05-25,32045820000
2012-05-29,32691560000
2012-05-30,31719060000
2012-05-31,31656820000
2012-06-01,30874930000
2012-06-04,30948840000
2012-06-05,31567350000
2012-06-06,32516510000
2012-06-07,32473720000
2012-06-08,32275330000
2012-06-11,31831870000
2012-06-12,32392030000
2012-06-13,32275330000
2012-06-14,33457890000
2012-06-15,34154200000
2012-06-18,33208930000
2012-06-19,33247830000
2012-06-20,32781030000
2012-06-21,31637370000
2012-06-22,31995250000
2012-06-25,31707390000
2012-06-26,32057490000
2012-06-27,33061109999
2012-06-28,33154470000
2012-06-29,34189210000
2012-07-02,34130390000
2012-07-03,35264290000
2012-07-05,34364990000
2012-07-06,33442230000
2012-07-09,33395310000
2012-07-10,32718880000
2012-07-11,32922200000
2012-07-12,32343520000
2012-07-13,32679780000
2012-07-16,32597670000
2012-07-17,33598630000
2012-07-18,33500880000
2012-07-19,33985720000
2012-07-20,33266280000
2012-07-23,32812720000
2012-07-24,32323970000
2012-07-25,32675869999
2012-07-26,33297560000
2012-07-27,34239869999
2012-07-30,34255510000
2012-07-31,33672920000
2012-08-01,33962260000
2012-08-02,32288780000
2012-08-03,33176349999
2012-08-06,33633820000
2012-08-07,34419730000
2012-08-08,34537030000
2012-08-09,34603500000
2012-08-10,34353260000
2012-08-13,34392360000
2012-08-14,34427550000
2012-08-15,34302430000
2012-08-16,34654330000
2012-08-17,34822460000
2012-08-20,34822460000
2012-08-21,34560490000
2012-08-22,34681700000
2012-08-23,34232050000
2012-08-24,34212500000
2012-08-27,34185130000
2012-08-28,34024820000
2012-08-29,33833230000
2012-08-30,33270190000
2012-08-31,33528250000
2012-09-04,32988670000
2012-09-05,33027770000
2012-09-06,33841050000
2012-09-07,35150900000
2012-09-10,35025780000
2012-09-11,35107890000
2012-09-12,35389410000
2012-09-13,36159680000
2012-09-14,36159680000
2012-09-17,36011100000
2012-09-18,35444150000
2012-09-19,34881110000
2012-09-20,34865470000
2012-09-21,34638690000
2012-09-24,33997450000
2012-09-25,33344480000
2012-09-26,33328839999
2012-09-27,33954440000
2012-09-28,33809770000
2012-10-01,33786310000
2012-10-02,33841050000
2012-10-03,33821500000
2012-10-04,33829320000
2012-10-05,33582990000
2012-10-08,33794130000
2012-10-09,33997450000
2012-10-10,33418770000
2012-10-11,33614270000
2012-10-12,33364030000
2012-10-15,33407040000
2012-10-16,34052190000
2012-10-17,34693430000
2012-10-18,34689520000
2012-10-19,33966170000
2012-10-22,33442230000
2012-10-23,32503830000
2012-10-24,32159750000
2012-10-25,32378710000
2012-10-26,32202760000
2012-10-31,32343520000
2012-11-01,32003349999
2012-11-02,31757020000
2012-11-05,31651450000
2012-11-06,32382619999
2012-11-07,31236990000
2012-11-08,30845990000
2012-11-09,30716960000
2012-11-12,30720869999
2012-11-13,30239940000
2012-11-14,29841119999
2012-11-15,29579150000
2012-11-16,29442300000
2012-11-19,30146099999
2012-11-20,29637800000
2012-11-21,29833300000
2012-11-23,30161740000
2012-11-26,29903680000
2012-11-27,30196930000
2012-11-28,30341599999
2012-11-29,30095270000
2012-11-30,30142190000
2012-12-03,29856760000
2012-12-04,29817660000
2012-12-05,30392430000
2012-12-06,29860670000
2012-12-07,29915410000
2012-12-10,29352369999
2012-12-11,29852849999
2012-12-12,30423710000
2012-12-13,30263400000
2012-12-14,30114820000
2012-12-17,30286859999
2012-12-18,31342560000
2012-12-19,31233080000
2012-12-20,31268270000
2012-12-21,31280000000
2012-12-24,30763880000
2012-12-26,30591839999
2012-12-27,30591839999
2012-12-28,30126550000
2012-12-31,30772000000
2013-01-02,31650079999
2013-01-03,32073439999
2013-01-04,32614400000
2013-01-07,31497199999
2013-01-08,31324720000
2013-01-09,31203199999
2013-01-10,31638319999
2013-01-11,31583439999
2013-01-14,31489360000
2013-01-15,31516800000
2013-01-16,31685360000
2013-01-17,31877439999
2013-01-18,32073439999
2013-01-22,32371360000
2013-01-23,32167520000
2013-01-24,32630079999
2013-01-25,32986800000
2013-01-28,32822160000
2013-01-29,33468960000
2013-01-30,33069120000
2013-01-31,32833920000
2013-02-01,33461120000
2013-02-04,32759439999
2013-02-05,33414079999
2013-02-06,33284720000
2013-02-07,32826079999
2013-02-08,33182800000
2013-02-11,32853520000
2013-02-12,32998560000
2013-02-13,33057360000
2013-02-14,31489360000
2013-02-15,30125199999
2013-02-19,30301600000
2013-02-20,29588160000
2013-02-21,29443120000
2013-02-22,29556800000
2013-02-25,28714000000
2013-02-26,28835520000
2013-02-27,29156960000
2013-02-28,29113840000
2013-03-01,28910000000
2013-03-04,28510160000
2013-03-05,28557199999
2013-03-06,28831600000
2013-03-07,29654800000
2013-03-08,29654800000
2013-03-11,29599920000
2013-03-12,29505840000
2013-03-13,29509760000
2013-03-14,29588160000
2013-03-15,29666560000
2013-03-18,29682240000
2013-03-19,29266720000
2013-03-20,29545040000
2013-03-21,29066800000
2013-03-22,29192240000
2013-03-25,29254960000
2013-03-26,29164800000
2013-03-27,29764560000
2013-03-28,30246720000
2013-04-01,30070319999
2013-04-02,29854720000
2013-04-03,29341199999
2013-04-04,29400000000
2013-04-05,29086400000
2013-04-08,29258880000
2013-04-09,29592079999
2013-04-10,29646960000
2013-04-11,29995840000
2013-04-12,29435280000
2013-04-15,28467040000
2013-04-16,28243600000
2013-04-17,28008400000
2013-04-18,27761439999
2013-04-19,26985280000
2013-04-22,27130319999
2013-04-23,27620319999
2013-04-24,27965280000
2013-04-25,28412160000
2013-04-26,28329840000
2013-04-29,28678720000
2013-04-30,28960960000
2013-05-01,28780640000
2013-05-02,28929600000
2013-05-03,29494079999
2013-05-06,29799840000
2013-05-07,30066400000
2013-05-08,30481920000
2013-05-09,31936240000
2013-05-10,32665360000
2013-05-13,32645760000
2013-05-14,32547760000
2013-05-15,32100880000
2013-05-16,31708880000
2013-05-17,31869600000
2013-05-20,32959360000
2013-05-21,33069120000
2013-05-22,32681040000
2013-05-23,32085199999
2013-05-24,32010720000
2013-05-28,32296880000
2013-05-29,33041680000
2013-05-30,33222000000
2013-05-31,32194960000
2013-06-03,33151439999
2013-06-04,33065199999
2013-06-05,33218079999
2013-06-06,33633600000
2013-06-07,33214160000
2013-06-10,33559120000
2013-06-11,33084800000
2013-06-12,33104400000
2013-06-13,33367040000
2013-06-14,33276880000
2013-06-17,33915840000
2013-06-18,34151040000
2013-06-19,33935439999
2013-06-20,33292560000
2013-06-21,33335680000
2013-06-24,32214560000
2013-06-25,32394880000
2013-06-26,32602640000
2013-06-27,32951520000
2013-06-28,32861360000
2013-07-01,33236700000
2013-07-02,32769870000
2013-07-03,32011770000
2013-07-05,32785830000
2013-07-08,32498550000
2013-07-09,32502539999
2013-07-10,32051670000
2013-07-11,32594310000
2013-07-12,32881590000
2013-07-15,33105030000
2013-07-16,32729970000
2013-07-17,32921490000
2013-07-18,33356399999
2013-07-19,33907020000
2013-07-22,33476100000
2013-07-23,33344429999
2013-07-24,32921490000
2013-07-25,33025230000
2013-07-26,32741940000
2013-07-29,32378850000
2013-07-30,32151420000
2013-07-31,32019750000
2013-08-01,32590320000
2013-08-02,32718000000
2013-08-05,32841690000
2013-08-06,32821740000
2013-08-07,32694060000
2013-08-08,33188820000
2013-08-09,33196800000
2013-08-12,32997300000
2013-08-13,32921490000
2013-08-14,32215259999
2013-08-15,32027730000
2013-08-16,31517009999
2013-08-19,30072630000
2013-08-20,30431730000
2013-08-21,30810780000
2013-08-22,31517009999
2013-08-23,31840200000
2013-08-26,31812270000
2013-08-27,31349429999
2013-08-28,31588830000
2013-08-29,31377360000
2013-08-30,34186320000
2013-09-03,33831210000
2013-09-04,34126470000
2013-09-05,34389810000
2013-09-06,34517490000
2013-09-09,34577340000
2013-09-10,34816740000
2013-09-11,34724970000
2013-09-12,34792800000
2013-09-13,34637190000
2013-09-16,34713000000
2013-09-17,35211750000
2013-09-18,35483070000
2013-09-19,35299530000
2013-09-20,35052150000
2013-09-23,34860630000
2013-09-24,34713000000
2013-09-25,34565370000
2013-09-26,34509510000
2013-09-27,34413750000
2013-09-30,33970860000
2013-10-01,34501530000
2013-10-02,34341929999
2013-10-03,34166370000
2013-10-04,34713000000
2013-10-07,34641180000
2013-10-08,34353899999
2013-10-09,34282080000
2013-10-10,34960380000
2013-10-11,35092050000
2013-10-14,35359380000
2013-10-15,35403270000
2013-10-16,36001770000
2013-10-17,36137430000
2013-10-18,36412740000
2013-10-21,35746410000
2013-10-22,35790300000
2013-10-23,35407260000
2013-10-24,35818230000
2013-10-25,36089550000
2013-10-28,36053640000
2013-10-29,36249150000
2013-10-30,35483070000
2013-10-31,35431200000
2013-11-01,35606760000
2013-11-04,36049650000
2013-11-05,35562870000
2013-11-06,35291550000
2013-11-07,35347410000
2013-11-08,35830200000
2013-11-11,35826210000
2013-11-12,35794290000
2013-11-13,36249150000
2013-11-14,36759870000
2013-11-15,36907500000
2013-11-18,36704010000
2013-11-19,37110990000
2013-11-20,37178820000
2013-11-21,37502010000
2013-11-22,37673580000
2013-11-25,37202760000
2013-11-26,37402260000
