,D
2013-11-27,37761525000
2013-11-29,37680255000
2013-12-02,37331955000
2013-12-03,37610595000
2013-12-04,37227465000
2013-12-05,36832725000
2013-12-06,37395810000
2013-12-09,37001070000
2013-12-10,36861750000
2013-12-11,36716625000
2013-12-12,36861750000
2013-12-13,36908190000
2013-12-16,37070730000
2013-12-17,37082340000
2013-12-18,37604790000
2013-12-19,37442250000
2013-12-20,37471275000
2013-12-23,37221660000
2013-12-24,37529325000
2013-12-26,37401615000
2013-12-27,37390005000
2013-12-30,37378395000
2013-12-31,37623704000
2014-01-02,36978128000
2014-01-03,36937416000
2014-01-06,36943232000
2014-01-07,37623704000
2014-01-08,37664416000
2014-01-09,38571711999
2014-01-10,39420848000
2014-01-13,39066072000
2014-01-14,39031176000
2014-01-15,38752008000
2014-01-16,38664768000
2014-01-17,38554264000
2014-01-21,38897408000
2014-01-22,39036992000
2014-01-23,38618240000
2014-01-24,38344888000
2014-01-27,38629872000
2014-01-28,38536816000
2014-01-29,38548448000
2014-01-30,38996280000
2014-01-31,39496456000
2014-02-03,39036992000
2014-02-04,38298360000
2014-02-05,38211120000
2014-02-06,38344888000
2014-02-07,38926488000
2014-02-10,39833784000
2014-02-11,40211824000
2014-02-12,40339776000
2014-02-13,41113304000
2014-02-14,41357576000
2014-02-18,41212176000
2014-02-19,41084224000
2014-02-20,41584400000
2014-02-21,41520424000
2014-02-24,41462264000
2014-02-25,41444816000
2014-02-26,40572416000
2014-02-27,40467728000
2014-02-28,40363040000
2014-03-03,39891944000
2014-03-04,40299064000
2014-03-05,39851232000
2014-03-06,39531352000
2014-03-07,39804704000
2014-03-10,39752360000
2014-03-11,39577880000
2014-03-12,40118768000
2014-03-13,40421200000
2014-03-14,40648024000
2014-03-17,41060960000
2014-03-18,41002800000
2014-03-19,40613128000
2014-03-20,40578232000
2014-03-21,40746896000
2014-03-24,40578232000
2014-03-25,40752711999
2014-03-26,40921376000
2014-03-27,41264520000
2014-03-28,41345944000
2014-03-31,41309081000
2014-04-01,40965760000
2014-04-02,40895932000
2014-04-03,40599163000
2014-04-04,40511878000
2014-04-07,40261661000
2014-04-08,41012312000
2014-04-09,40907570000
2014-04-10,40488602000
2014-04-11,40395498000
2014-04-14,40866837000
2014-04-15,41064682999
2014-04-16,41623307000
2014-04-17,41122873000
2014-04-21,41157787000
2014-04-22,41239253000
2014-04-23,41349814000
2014-04-24,41617488000
2014-04-25,42088827000
2014-04-28,42327406000
2014-04-29,42164474000
2014-04-30,42211026000
2014-05-01,42176112000
2014-05-02,41233434000
2014-05-05,41408004000
2014-05-06,41105416000
2014-05-07,42018999000
2014-05-08,41361452000
2014-05-09,40651534000
2014-05-12,40343127000
2014-05-13,40616620000
2014-05-14,41064682999
2014-05-15,40779552000
2014-05-16,40925027000
2014-05-19,40174376000
2014-05-20,40104548000
2014-05-21,40127824000
2014-05-22,40628257999
2014-05-23,40337307999
2014-05-27,40395498000
2014-05-28,39772865000
2014-05-29,39871788000
2014-05-30,40127824000
2014-06-02,40500240000
2014-06-03,40657353000
2014-06-04,40762095000
2014-06-05,40866837000
2014-06-06,40645715000
2014-06-09,40156919000
2014-06-10,39935797000
2014-06-11,39400449000
2014-06-12,39586657000
2014-06-13,39825236000
2014-06-16,39860150000
2014-06-17,39848512000
2014-06-18,40703905000
2014-06-19,41314900000
2014-06-20,40954122000
2014-06-23,40756276000
2014-06-24,40930846000
2014-06-25,40593344000
2014-06-26,41390547000
2014-06-27,41210157999
2014-06-30,41703312000
2014-07-01,41493396000
2014-07-02,40607084000
2014-07-03,40035646000
2014-07-07,40152266000
2014-07-08,40321365000
2014-07-09,40350520000
2014-07-10,40805338000
2014-07-11,40525450000
2014-07-14,40175590000
2014-07-15,40537112000
2014-07-16,40682887000
2014-07-17,40315534000
2014-07-18,40910296000
2014-07-21,40828662000
2014-07-22,40782014000
2014-07-23,40939451000
2014-07-24,41015254000
2014-07-25,40735366000
2014-07-28,41330128000
2014-07-29,40776183000
2014-07-30,40216407000
2014-07-31,39440884000
2014-08-01,39411729000
2014-08-04,39085193000
2014-08-05,38490431000
2014-08-06,37849021000
2014-08-07,38344656000
2014-08-08,39563335000
2014-08-11,39388405000
2014-08-12,39353419000
2014-08-13,39516687000
2014-08-14,39819899000
2014-08-15,40175590000
2014-08-18,40047308000
2014-08-19,40577929000
2014-08-20,40612915000
2014-08-21,40636239000
2014-08-22,40531281000
2014-08-25,40869479000
2014-08-26,40484633000
2014-08-27,40513788000
2014-08-28,40729535000
2014-08-29,40945282000
2014-09-02,40507957000
2014-09-03,40618746000
2014-09-04,40974437000
2014-09-05,41569199000
2014-09-08,41312635000
2014-09-09,40741197000
2014-09-10,40542943000
2014-09-11,40770352000
2014-09-12,39988998000
2014-09-15,40035646000
2014-09-16,40432154000
2014-09-17,40263055000
2014-09-18,39954012000
2014-09-19,40187252000
2014-09-22,39825730000
2014-09-23,39825730000
2014-09-24,39714941000
2014-09-25,39435053000
2014-09-26,39668293000
2014-09-29,39930688000
2014-09-30,40362378000
2014-10-01,40461692000
2014-10-02,40496743999
2014-10-03,40917368000
2014-10-06,40934893999
2014-10-07,41004998000
2014-10-08,42132504000
2014-10-09,41145206000
2014-10-10,41256204000
2014-10-13,40888158000
2014-10-14,39830756000
2014-10-15,38749986000
2014-10-16,39713916000
2014-10-17,40152066000
2014-10-20,40584374000
2014-10-21,40899842000
2014-10-22,40911526000
2014-10-23,40952420000
2014-10-24,41314624000
2014-10-27,41104312000
2014-10-28,41308782000
2014-10-29,40993314000
2014-10-30,41817036000
2014-10-31,41653460000
2014-11-03,42389552000
2014-11-04,41957243999
2014-11-05,43335956000
2014-11-06,42693336000
2014-11-07,43166538000
2014-11-10,43441112000
2014-11-11,43178222000
2014-11-12,42477182000
2014-11-13,42214292000
2014-11-14,41811193999
2014-11-17,42155872000
2014-11-18,42179240000
2014-11-19,42331132000
2014-11-20,42453814000
2014-11-21,42792650000
2014-11-24,42675810000
2014-11-25,42430446000
2014-11-26,42372026000
2014-11-28,42383710000
2014-12-01,42225976000
2014-12-02,42553128000
2014-12-03,42401236000
2014-12-04,42494708000
2014-12-05,42150030000
2014-12-08,42266870000
2014-12-09,42360342000
2014-12-10,41992296000
2014-12-11,42862754000
2014-12-12,42483024000
2014-12-15,42050716000
2014-12-16,41939718000
2014-12-17,43213274000
2014-12-18,44007786000
2014-12-19,44048680000
2014-12-22,44697142000
2014-12-23,44924980000
2014-12-24,45789596000
2014-12-26,46315376000
2014-12-29,46870366000
2014-12-30,45742860000
2014-12-31,45209510000
2015-01-02,45556371000
2015-01-05,45003745000
2015-01-06,44774464000
2015-01-07,44956713000
2015-01-08,45485823000
2015-01-09,44974350000
2015-01-12,44974350000
2015-01-13,44939076000
2015-01-14,44944955000
2015-01-15,45368243000
2015-01-16,45715104000
2015-01-20,46073723000
2015-01-21,46602833000
2015-01-22,46279488000
2015-01-23,46497011000
2015-01-26,46402947000
2015-01-27,46432342000
2015-01-28,45768015000
2015-01-29,46526406000
2015-01-30,45203631000
2015-02-02,45691588000
2015-02-03,46197182000
2015-02-04,45638677000
2015-02-05,46261851000
2015-02-06,44509909000
2015-02-09,44227717000
2015-02-10,45068414000
2015-02-11,43575148000
2015-02-12,43339988000
2015-02-13,42863789000
2015-02-17,43022522000
2015-02-18,43898493000
2015-02-19,43381141000
2015-02-20,43498721000
2015-02-23,43445810000
2015-02-24,43539874000
2015-02-25,42746209000
2015-02-26,42299405000
2015-02-27,42381711000
2015-03-02,41341127999
2015-03-03,41723263000
2015-03-04,41511619000
2015-03-05,41846722000
2015-03-06,40906082000
2015-03-09,40900202999
2015-03-10,40717954000
2015-03-11,40418125000
2015-03-12,41047177999
2015-03-13,40541584000
2015-03-16,41141242000
2015-03-17,41147121000
2015-03-18,42281768000
2015-03-19,42093640000
2015-03-20,42440501000
2015-03-23,42446380000
2015-03-24,42011334000
2015-03-25,41564530000
2015-03-26,41364644000
2015-03-27,41382281000
2015-03-30,41823206000
2015-03-31,41919605000
2015-04-01,42298165000
2015-04-02,42339570000
2015-04-06,43007965000
2015-04-07,42558425000
2015-04-08,42440125000
2015-04-09,42215355000
2015-04-10,42528850000
2015-04-13,42049735000
2015-04-14,42369145000
2015-04-15,42836430000
2015-04-16,42469700000
2015-04-17,42274505000
2015-04-20,43031625000
2015-04-21,42641235000
2015-04-22,42895580000
2015-04-23,43297800000
2015-04-24,43498910000
2015-04-27,42925154999
2015-04-28,43025710000
2015-04-29,42765450000
2015-04-30,42398720000
2015-05-01,42410550000
2015-05-04,42446040000
2015-05-05,41890029999
2015-05-06,41824965000
2015-05-07,41955095000
2015-05-08,42463785000
2015-05-11,42002415000
2015-05-12,42049735000
2015-05-13,41937350000
2015-05-14,42351400000
2015-05-15,42700385000
2015-05-18,42741790000
2015-05-19,42700385000
2015-05-20,42522935000
2015-05-21,42599830000
2015-05-22,42570255000
2015-05-26,42298165000
2015-05-27,41895945000
2015-05-28,41978755000
2015-05-29,41712580000
2015-06-01,41700750000
2015-06-02,41162485000
2015-06-03,40476345000
2015-06-04,40151020000
2015-06-05,39713310000
2015-06-08,39589095000
2015-06-09,39529945000
2015-06-10,39541775000
2015-06-11,39790205000
2015-06-12,39512200000
2015-06-15,39689650000
2015-06-16,39849355000
2015-06-17,40222000000
2015-06-18,40724775000
2015-06-19,40251575000
2015-06-22,40375790000
2015-06-23,39961740000
2015-06-24,40014975000
2015-06-25,39654160000
2015-06-26,39790205000
2015-06-29,39802035000
2015-06-30,39760902000
2015-07-01,39879821999
2015-07-02,40373340000
2015-07-06,40343610000
2015-07-07,41223618000
2015-07-08,41283078000
2015-07-09,40819290000
2015-07-10,41003616000
2015-07-13,41080914000
2015-07-14,41146320000
2015-07-15,41336592000
2015-07-16,41729028000
2015-07-17,41413890000
2015-07-20,41199834000
2015-07-21,40890642000
2015-07-22,40866858000
2015-07-23,40569558000
2015-07-24,40783614000
2015-07-27,41110644000
2015-07-28,41699298000
2015-07-29,42008490000
2015-07-30,42246330000
2015-07-31,42632820000
2015-08-03,42644712000
2015-08-04,41770650000
2015-08-05,42311736000
2015-08-06,42412818000
2015-08-07,43013364000
2015-08-10,43019310000
2015-08-11,43215528000
2015-08-12,44291754000
2015-08-13,44553378000
2015-08-14,44815002000
2015-08-17,45320412000
2015-08-18,45243114000
2015-08-19,45272844000
2015-08-20,45023112000
2015-08-21,44832840000
2015-08-24,43025256000
2015-08-25,41758758000
2015-08-26,41990652000
2015-08-27,42341466000
2015-08-28,42234438000
2015-08-31,41473350000
2015-09-01,40313880000
2015-09-02,40486314000
2015-09-03,40486314000
2015-09-04,39974958000
2015-09-08,40860912000
2015-09-09,40480368000
2015-09-10,39998742000
2015-09-11,40290096000
2015-09-14,40498206000
2015-09-15,40480368000
2015-09-16,40878750000
2015-09-17,41300916000
2015-09-18,41027400000
2015-09-21,41217671999
2015-09-22,41074968000
2015-09-23,41158212000
2015-09-24,41277132000
2015-09-25,41657676000
2015-09-28,41283078000
2015-09-29,41199834000
2015-09-30,41925366000
2015-10-01,41198612000
2015-10-02,41311795000
2015-10-05,41889623999
2015-10-06,41567946000
2015-10-07,41567946000
2015-10-08,42121947000
2015-10-09,42306614000
2015-10-12,42890400000
2015-10-13,42830830000
2015-10-14,42944013000
2015-10-15,43366960000
2015-10-16,43569498000
2015-10-19,43706509000
2015-10-20,43897133000
2015-10-21,44034144000
2015-10-22,44373693000
2015-10-23,43533756000
2015-10-26,43390788000
2015-10-27,43104852000
2015-10-28,42604464000
2015-10-29,42223216000
2015-10-30,42550851000
2015-11-02,42133861000
2015-11-03,42121947000
2015-11-04,42038548999
2015-11-05,41841968000
2015-11-06,40418245000
2015-11-09,40346761000
2015-11-10,40388460000
2015-11-11,40692267000
2015-11-12,40453987000
2015-11-13,40626740000
2015-11-16,41258182000
2015-11-17,40686310000
2015-11-18,40793536000
2015-11-19,40996073999
2015-11-20,41103300000
2015-11-23,40257406000
2015-11-24,40197836000
2015-11-25,40042954000
2015-11-27,40132309000
2015-11-30,40132309000
2015-12-01,40156137000
2015-12-02,39399598000
2015-12-03,38821769000
2015-12-04,39673620000
2015-12-07,39399598000
2015-12-08,39262587000
2015-12-09,39429383000
2015-12-10,38839640000
2015-12-11,38654973000
2015-12-14,38958780000
2015-12-15,39405555000
2015-12-16,40251448999
2015-12-17,40233578000
2015-12-18,39852330000
2015-12-21,39649792000
2015-12-22,39995298000
2015-12-23,40555256000
2015-12-24,40370589000
2015-12-28,40424202000
2015-12-29,40888848000
2015-12-30,40912676000
2015-12-31,40354024000
2016-01-04,40252602000
2016-01-05,40598630000
2016-01-06,40849202000
2016-01-07,40873066000
2016-01-08,41475632000
2016-01-11,41410006000
2016-01-12,41105740000
2016-01-13,41177332000
2016-01-14,41565122000
2016-01-15,41093808000
2016-01-19,41702340000
2016-01-20,41004318000
2016-01-21,40861134000
2016-01-22,41618816000
2016-01-25,41499496000
2016-01-26,41594952000
2016-01-27,41588986000
2016-01-28,42322804000
2016-01-29,43056622000
2016-02-01,41869388000
2016-02-02,41696374000
2016-02-03,41720238000
2016-02-04,42018538000
2016-02-05,42394396000
2016-02-08,41457734000
2016-02-09,42018538000
2016-02-10,41935014000
2016-02-11,41290686000
2016-02-12,41129604000
2016-02-16,41254890000
2016-02-17,41624782000
2016-02-18,41612850000
2016-02-19,41439836000
2016-02-22,42203484000
2016-02-23,42287008000
2016-02-24,42489852000
2016-02-25,42853778000
2016-02-26,41773932000
2016-02-29,41714272000
2016-03-01,41732170000
2016-03-02,41028182000
2016-03-03,41756034000
2016-03-04,42131892000
2016-03-07,42489852000
2016-03-08,42788152000
2016-03-09,43014860000
2016-03-10,42710594000
2016-03-11,43086452000
2016-03-14,43158044000
2016-03-15,43545834000
2016-03-16,43885896000
2016-03-17,44476530000
2016-03-18,43826236000
2016-03-21,43927658000
2016-03-22,43527936000
2016-03-23,43856066000
2016-03-24,43802372000
2016-03-28,43641290000
2016-03-29,44530224000
2016-03-30,44595850000
2016-03-31,46243872000
2016-04-01,46410084000
2016-04-04,45911448000
2016-04-05,44969580000
2016-04-06,44784900000
2016-04-07,44920332000
2016-04-08,44963424000
2016-04-11,44858772000
2016-04-12,45074232000
2016-04-13,44815680000
2016-04-14,44754120000
2016-04-15,44969580000
2016-04-18,44858772000
2016-04-19,44827991999
2016-04-20,43756848000
2016-04-21,42790356000
2016-04-22,43128936000
2016-04-25,43215120000
2016-04-26,43030440000
2016-04-27,43553700000
2016-04-28,43726068000
2016-04-29,43996932000
2016-05-02,44384760000
2016-05-03,44286264000
2016-05-04,44803368000
2016-05-05,44317044000
2016-05-06,43873812000
2016-05-09,44003088000
2016-05-10,44027712000
2016-05-11,44150832000
2016-05-12,44495568000
2016-05-13,44378604000
2016-05-16,44458632000
2016-05-17,43756848000
2016-05-18,42851916000
2016-05-19,43633728000
2016-05-20,43695288000
2016-05-23,43178184000
2016-05-24,43572168000
2016-05-25,43670664000
2016-05-26,44058491999
2016-05-27,44083116000
2016-05-31,44477100000
2016-06-01,44126208000
2016-06-02,44009244000
2016-06-03,44920332000
2016-06-06,44797212000
2016-06-07,44631000000
2016-06-08,44908020000
2016-06-09,45394344000
2016-06-10,45154260000
2016-06-13,45178884000
2016-06-14,45351252000
2016-06-15,45357408000
2016-06-16,45486684000
2016-06-17,45628272000
2016-06-20,45776016000
2016-06-21,45769860000
2016-06-22,45425124000
2016-06-23,45523620000
2016-06-24,45659052000
2016-06-27,46139220000
2016-06-28,47056464000
2016-06-29,47037996000
2016-06-30,48883363615
2016-07-01,48839454524
2016-07-05,49209545433
2016-07-06,49504363614
2016-07-07,48594818160
2016-07-08,49046454524
2016-07-11,49021363615
2016-07-12,48557181797
2016-07-13,48782999978
2016-07-14,48387818160
2016-07-15,48632454524
2016-07-18,48814363615
2016-07-19,48820636342
2016-07-20,48488181797
2016-07-21,48676363615
2016-07-22,49247181796
2016-07-25,49309909069
2016-07-26,48632454524
2016-07-27,47998909070
2016-07-28,48262363615
2016-07-29,48939818160
2016-08-01,48663818160
2016-08-02,48532090887
2016-08-03,48143181797
2016-08-04,47936181797
2016-08-05,47277545433
2016-08-08,47039181797
2016-08-09,46876090888
2016-08-10,47051727252
2016-08-11,47296363615
2016-08-12,47647636342
2016-08-15,47045454525
2016-08-16,46844727252
2016-08-17,48080454524
2016-08-18,48212181797
2016-08-19,47547272706
2016-08-22,47848363615
2016-08-23,47566090888
2016-08-24,47747999979
2016-08-25,47823272706
2016-08-26,46882363615
2016-08-29,47478272706
2016-08-30,47014090888
2016-08-31,46518545434
2016-09-01,46455818161
2016-09-02,46888636343
2016-09-06,47359090888
2016-09-07,47290090888
2016-09-08,47365363615
2016-09-09,45477272707
2016-09-12,46449545434
2016-09-13,46117090889
2016-09-14,46286454525
2016-09-15,46700454525
2016-09-16,47083090888
2016-09-19,47609999979
2016-09-20,47440636343
2016-09-21,48143181797
2016-09-22,48325090888
2016-09-23,48306272706
2016-09-26,48049090888
2016-09-27,47534727252
2016-09-28,47572363615
2016-09-29,46888636343
2016-09-30,46574742251
2016-10-03,45953912915
2016-10-04,45245289531
2016-10-05,45075972439
2016-10-06,45094785449
2016-10-07,44837674310
2016-10-10,45289186554
2016-10-11,44956823374
2016-10-12,45251560534
2016-10-13,45972725925
2016-10-14,45640362745
2016-10-17,45671717762
2016-10-18,46010351945
2016-10-19,45910015891
2016-10-20,45847305857
2016-10-21,45677988765
2016-10-24,45853576860
2016-10-25,46029164956
2016-10-26,46298818102
2016-10-27,45966454922
2016-10-28,46085603986
2016-10-31,47157945568
2016-11-01,46693891316
2016-11-02,46468135194
2016-11-03,46624910279
2016-11-04,46273734088
2016-11-07,46856937404
2016-11-08,47346075670
2016-11-09,45916286894
2016-11-10,44605647184
2016-11-11,44373620058
2016-11-14,43890752796
2016-11-15,44674628221
2016-11-16,44555479157
2016-11-17,44542937150
2016-11-18,44618189191
2016-11-21,45307999565
2016-11-22,45897473884
2016-11-23,45696801775
2016-11-25,46374070143
2016-11-28,47139132557
2016-11-29,47728606877
2016-11-30,45960183918
2016-12-01,45621549735
2016-12-02,46267463085
2016-12-05,46079332983
2016-12-06,45596465721
2016-12-07,46091874990
2016-12-08,46091874990
2016-12-09,46737788340
2016-12-12,47320991656
2016-12-13,47628270823
2016-12-14,46480677200
2016-12-15,46762872353
2016-12-16,47578102795
2016-12-19,47979447013
2016-12-20,47979447013
2016-12-21,47810129921
2016-12-22,48054699054
2016-12-23,48129951095
2016-12-27,48079783067
2016-12-28,47866568952
2016-12-29,48280455176
2016-12-30,48029615040
2017-01-03,47892625000
2017-01-04,47848658000
2017-01-05,47911468000
2017-01-06,48300890000
2017-01-09,47559732000
2017-01-10,47377583000
2017-01-11,47503203000
2017-01-12,47283368000
2017-01-13,47239400999
2017-01-17,47861220000
2017-01-18,47842377000
2017-01-19,47496922000
2017-01-20,47603699000
2017-01-23,47471798000
2017-01-24,47402707000
2017-01-25,47616261000
2017-01-26,47540889000
2017-01-27,47434112000
2017-01-30,47270806000
2017-01-31,47911468000
2017-02-01,45128985000
2017-02-02,45022208000
2017-02-03,45034770000
2017-02-06,45355100999
2017-02-07,45443035000
2017-02-08,46064854000
2017-02-09,45317415000
2017-02-10,46083697000
2017-02-13,46309813000
2017-02-14,45926672000
2017-02-15,45461878000
2017-02-16,46027168000
2017-02-17,46334937000
2017-02-21,46956756000
2017-02-22,47327335000
2017-02-23,47836096000
2017-02-24,48363700000
2017-02-27,48282047000
2017-02-28,48765684000
2017-03-01,47892625000
2017-03-02,48501882000
2017-03-03,48087336000
2017-03-06,47886344000
2017-03-07,47810972000
2017-03-08,47189153000
2017-03-09,47044690000
2017-03-10,47528327000
2017-03-13,47792129000
2017-03-14,47942873000
2017-03-15,48897585000
2017-03-16,48238080000
2017-03-17,48439072000
2017-03-20,48256923000
2017-03-21,49123700999
2017-03-22,49400065000
2017-03-23,49155106000
2017-03-24,49155106000
2017-03-27,48941552000
2017-03-28,49029486000
2017-03-29,48784527000
2017-03-30,48621221000
2017-03-31,48794032253
2017-04-03,48900967736
2017-04-04,48825483865
2017-04-05,49039354833
2017-04-06,49196612898
2017-04-07,48806612898
2017-04-10,49007903220
2017-04-11,48737419349
2017-04-12,49020483865
2017-04-13,48768870962
2017-04-17,49026774188
2017-04-18,49058225801
2017-04-19,48649354833
2017-04-20,48661935478
2017-04-21,48775161285
2017-04-24,49108548382
2017-04-25,48875806446
2017-04-26,48743709672
2017-04-27,48869516124
2017-04-28,48705967736
2017-05-01,48397741930
2017-05-02,48573870962
2017-05-03,48164999995
2017-05-04,48624193543
2017-05-05,49209193543
2017-05-08,49397903220
2017-05-09,48737419349
2017-05-10,48894677414
2017-05-11,48819193543
2017-05-12,49020483865
2017-05-15,49045645156
2017-05-16,48567580640
2017-05-17,48737419349
2017-05-18,49265806446
2017-05-19,49435645156
2017-05-22,50133870962
2017-05-23,50140161285
2017-05-24,50504999994
2017-05-25,50932741930
2017-05-26,50970483865
2017-05-30,50964193543
2017-05-31,50806935478
2017-06-01,51209516123
2017-06-02,51077419349
2017-06-05,50750322575
2017-06-06,50511290317
2017-06-07,50611935478
2017-06-08,50114999994
2017-06-09,49869677414
2017-06-12,49982903220
2017-06-13,49926290317
2017-06-14,50316290317
2017-06-15,50435806446
2017-06-16,50769193543
2017-06-19,50555322575
2017-06-20,50448387091
2017-06-21,49794193543
2017-06-22,49649516123
2017-06-23,49309838704
2017-06-26,49473387091
2017-06-27,49001612898
2017-06-28,48466935478
2017-06-29,48473225801
2017-06-30,49474708664
2017-07-03,49132524198
2017-07-05,48938834878
2017-07-06,48887184393
2017-07-07,48932378567
2017-07-10,48809708665
2017-07-11,49087330024
2017-07-12,49442427110
2017-07-13,49138980509
2017-07-14,49423058178
2017-07-17,49468252353
2017-07-18,49623203809
2017-07-19,49700679537
2017-07-20,49681310605
2017-07-21,50081601867
2017-07-24,49565097013
2017-07-25,49578009634
2017-07-26,49745873712
2017-07-27,49791067887
2017-07-28,49707135848
2017-07-31,49829805751
2017-08-01,49907281479
2017-08-02,50268834876
2017-08-03,50617475652
2017-08-04,50410873711
2017-08-07,50307572740
2017-08-08,50333397983
2017-08-09,50255922255
2017-08-10,50243009633
2017-08-11,49965388275
2017-08-14,50152621284
2017-08-15,50294660119
2017-08-16,50514174682
2017-08-17,50436698954
2017-08-18,50804708662
2017-08-21,50836990215
2017-08-22,50985485360
2017-08-23,51146893127
2017-08-24,51295388273
2017-08-25,51702135845
2017-08-28,51740873709
2017-08-29,51805436816
2017-08-30,50888640700
2017-08-31,50856359147
2017-09-01,50572281478
2017-09-05,50481893128
2017-09-06,50352766915
2017-09-07,50520630992
2017-09-08,51159805749
2017-09-11,51598834874
2017-09-12,50475436818
2017-09-13,50404417400
2017-09-14,51114611574
2017-09-15,51327669826
2017-09-18,50714320312
2017-09-19,50572281478
2017-09-20,50113883420
2017-09-21,49907281479
2017-09-22,49739417401
2017-09-25,50372135847
2017-09-26,50494805750
2017-09-27,49571553324
2017-09-28,49732961091
2017-09-29,49668397984
2017-10-02,49412897511
2017-10-03,48904216392
2017-10-04,49496604530
2017-10-05,49457970521
2017-10-06,49457970521
2017-10-09,49348507496
2017-10-10,50056797661
2017-10-11,50230650701
2017-10-12,50629868794
2017-10-13,50623429793
2017-10-16,50887428854
2017-10-17,50842355843
2017-10-18,50790843832
2017-10-19,51479816992
2017-10-20,51512012000
2017-10-23,51756694057
2017-10-24,51737377052
2017-10-25,51305963952
2017-10-26,51776011061
2017-10-27,51840401076
2017-10-30,52464984222
2017-10-31,52246058171
2017-11-01,51827523073
2017-11-02,52052888126
2017-11-03,51943425100
2017-11-06,51872596084
2017-11-07,52407033208
2017-11-08,52078644132
2017-11-09,52310448186
2017-11-10,52033571121
2017-11-13,52703227277
2017-11-14,53340688426
2017-11-15,52947909334
2017-11-16,52774056293
2017-11-17,52361960197
2017-11-20,52252497172
2017-11-21,52394155205
2017-11-22,52902836324
2017-11-24,52935031331
2017-11-27,53417956443
2017-11-28,54048978591
2017-11-29,54087612600
2017-11-30,54171319619
2017-12-01,53810735535
2017-12-04,53797857532
2017-12-05,53520980468
2017-12-06,53784979529
2017-12-07,53881564552
2017-12-08,54010344582
2017-12-11,54177758621
2017-12-12,53720589514
2017-12-13,54158441616
2017-12-14,54332294657
2017-12-15,54673561736
2017-12-18,53282737412
2017-12-19,52374838201
2017-12-20,51891913088
2017-12-21,51930547097
2017-12-22,51795328066
2017-12-26,51724499049
2017-12-27,51936986099
2017-12-28,52200985160
2017-12-29,52194546159
2018-01-02,52442649330
2018-01-03,50424116864
2018-01-04,50188948032
2018-01-05,50195480500
2018-01-08,50966311669
2018-01-09,50437181799
2018-01-10,49783935046
2018-01-11,49783935046
2018-01-12,49607558422
2018-01-16,49169883098
2018-01-17,49320129851
2018-01-18,48921649332
2018-01-19,48986974007
2018-01-22,48921649332
2018-01-23,49457311669
2018-01-24,49359324656
2018-01-25,50097493487
2018-01-26,49320129851
2018-01-29,49052298682
2018-01-30,49202545435
2018-01-31,49934181799
2018-02-01,49581428552
2018-02-02,49437714267
2018-02-05,48790999981
2018-02-06,48412116864
2018-02-07,48183480501
2018-02-08,47889519462
2018-02-09,48588493488
2018-02-12,49163350630
2018-02-13,49039233747
2018-02-14,48562363618
2018-02-15,49267870111
2018-02-16,49516103877
2018-02-20,48830194786
2018-02-21,48039766215
2018-02-22,48065896085
2018-02-23,49333194786
2018-02-26,49640220760
2018-02-27,48510103877
2018-02-28,48385986994
2018-03-01,47262402579
2018-03-02,47360389592
2018-03-05,48144285696
2018-03-06,47634753228
2018-03-07,47615155826
2018-03-08,47575961020
2018-03-09,47602090891
2018-03-12,47667415566
2018-03-13,47687012969
2018-03-14,48026701280
2018-03-15,46537298683
2018-03-16,46125753229
2018-03-19,45172012969
2018-03-20,44714740242
2018-03-21,44185610372
2018-03-22,44335857126
2018-03-23,43963506476
2018-03-26,44486103879
2018-03-27,45217740242
2018-03-28,44283597385
2018-03-29,44048428554
2018-04-02,43657115963
2018-04-03,43813289876
2018-04-04,43566014514
2018-04-05,43819797122
2018-04-06,43090985528
2018-04-09,43188594224
2018-04-10,42622463789
2018-04-11,42219014513
2018-04-12,41691927556
2018-04-13,41607333353
2018-04-16,42121405817
2018-04-17,42746101470
2018-04-18,42993376832
2018-04-19,42986869586
2018-04-20,42511840600
2018-04-23,42225521759
2018-04-24,42153942049
2018-04-25,42166956542
2018-04-26,42297101470
2018-04-27,43175579731
2018-04-30,43312231905
2018-05-01,43123521760
2018-05-02,43071463789
2018-05-03,42641985528
2018-05-04,42668014513
2018-05-07,42349159441
2018-05-08,41086753643
2018-05-09,40780913063
2018-05-10,41685420310
2018-05-11,42101884078
2018-05-14,41796043498
2018-05-15,41984753643
2018-05-16,41496710165
2018-05-17,41438144947
2018-05-18,41184362339
2018-05-21,41464173933
2018-05-22,41529246397
2018-05-23,41587811614
2018-05-24,41646376832
2018-05-25,41757000020
2018-05-29,41867623208
2018-05-30,41984753643
2018-05-31,41770014513
2018-06-01,41229913063
2018-06-04,40761391324
2018-06-05,40845985527
2018-06-06,40182246396
2018-06-07,40598710164
2018-06-08,40735362338
2018-06-11,41132304367
2018-06-12,42225521759
2018-06-13,41848101469
2018-06-14,42635478281
2018-06-15,43149550745
2018-06-18,42947826108
2018-06-19,43559507267
2018-06-20,43227637702
2018-06-21,43338260890
2018-06-22,43559507267
2018-06-25,44171188427
2018-06-26,43949942050
2018-06-27,44268797123
2018-06-28,44555115963
2018-06-29,44366405818
2018-07-02,44834750000
2018-07-03,45398050000
2018-07-05,45679700000
2018-07-06,45863100000
2018-07-09,44592400000
2018-07-10,45247400000
2018-07-11,45561800000
2018-07-12,45889300000
2018-07-13,45843450000
2018-07-16,45771400000
2018-07-17,46098900000
