,IGT
2004-09-23,3861957530
2004-09-24,3906637549
2004-09-27,3826442643
2004-09-28,3825297001
2004-09-29,4055570945
2004-09-30,4118581228
2004-10-01,3984541171
2004-10-04,3961628341
2004-10-05,3803529813
2004-10-06,3738228247
2004-10-07,3685528737
2004-10-08,3620227171
2004-10-11,3595023058
2004-10-12,3585857926
2004-10-13,3682091813
2004-10-14,3632829228
2004-10-15,3608770756
2004-10-18,3644285643
2004-10-19,3609916398
2004-10-20,3577838435
2004-10-21,3652305133
2004-10-22,3631683586
2004-10-25,3666052832
2004-10-26,3753121586
2004-10-27,3774888775
2004-10-28,3811549303
2004-10-29,3785199549
2004-11-01,3790927756
2004-11-02,3997143228
2004-11-03,3952463209
2004-11-04,4095668398
2004-11-05,4201067417
2004-11-08,4080775058
2004-11-09,3999434511
2004-11-10,3986832454
2004-11-11,3979958605
2004-11-12,4089940190
2004-11-15,4097959681
2004-11-16,4055570945
2004-11-17,4048697096
2004-11-18,4079629417
2004-11-19,4013182209
2004-11-22,4055570945
2004-11-23,4001725794
2004-11-24,4072755568
2004-11-26,4068173002
2004-11-29,4049842737
2004-11-30,4049842737
2004-12-01,4064736077
2004-12-02,3993706303
2004-12-03,3981104247
2004-12-06,4016619134
2004-12-07,3908928832
2004-12-08,3872268303
2004-12-09,3942152435
2004-12-10,3869977020
2004-12-13,3922676530
2004-12-14,3984541171
2004-12-15,3998288869
2004-12-16,3923822171
2004-12-17,3837899058
2004-12-20,3845918549
2004-12-21,3816131869
2004-12-22,3932987303
2004-12-23,3931841662
2004-12-27,3881433435
2004-12-28,3915802681
2004-12-29,3914657039
2004-12-30,3943298077
2004-12-31,3938715511
2005-01-03,3013844740
2005-01-04,3008504199
2005-01-05,2989812310
2005-01-06,2968450150
2005-01-07,2955098800
2005-01-10,2916824930
2005-01-11,2946197900
2005-01-12,2937297000
2005-01-13,2980021319
2005-01-14,2975570870
2005-01-18,3014734830
2005-01-19,2986251949
2005-01-20,2674720450
2005-01-21,2661369100
2005-01-24,2670270000
2005-01-25,2768179900
2005-01-26,2753048370
2005-01-27,2762839360
2005-01-28,2749488010
2005-01-31,2785981700
2005-02-01,2793992510
2005-02-02,2770850170
2005-02-03,2795772690
2005-02-04,2794882600
2005-02-07,2823365480
2005-02-08,2782421340
2005-02-09,2745927650
2005-02-10,2777970890
2005-02-11,2806453770
2005-02-14,2775300620
2005-02-15,2806453770
2005-02-16,2774410530
2005-02-17,2753048370
2005-02-18,2737916840
2005-02-22,2735246570
2005-02-23,2707653780
2005-02-24,2713884410
2005-02-25,2728125850
2005-02-28,2711214140
2005-03-01,2687181710
2005-03-02,2703203330
2005-03-03,2694302430
2005-03-04,2666709640
2005-03-07,2666709640
2005-03-08,2642677210
2005-03-09,2590161900
2005-03-10,2603513250
2005-03-11,2534976320
2005-03-14,2518954700
2005-03-15,2498482630
2005-03-16,2459318670
2005-03-17,2429055610
2005-03-18,2409473630
2005-03-21,2396122280
2005-03-22,2363188950
2005-03-23,2334706070
2005-03-24,2351617780
2005-03-28,2362298860
2005-03-29,2335596160
2005-03-30,2374760120
2005-03-31,2372979940
2005-04-01,2360518680
2005-04-04,2415704260
2005-04-05,2411253810
2005-04-06,2422824980
2005-04-07,2431725880
2005-04-08,2396122280
2005-04-11,2309783550
2005-04-12,2314234000
2005-04-13,2234125900
2005-04-14,2197632210
2005-04-15,2155797980
2005-04-18,2226115090
2005-04-19,2251927700
2005-04-20,2229675450
2005-04-21,2376540300
2005-04-22,2287531300
2005-04-25,2364079040
2005-04-26,2367639400
2005-04-27,2412143900
2005-04-28,2383661020
2005-04-29,2393452010
2005-05-02,2407693450
2005-05-03,2412143900
2005-05-04,2474450200
2005-05-05,2484241190
2005-05-06,2486021370
2005-05-09,2467329480
2005-05-10,2421044800
2005-05-11,2460208760
2005-05-12,2420154710
2005-05-13,2397902460
2005-05-16,2429945700
2005-05-17,2445967320
2005-05-18,2545657400
2005-05-19,2582151090
2005-05-20,2540316860
2005-05-23,2547437580
2005-05-24,2518954700
2005-05-25,2505603350
2005-05-26,2545657400
2005-05-27,2528745690
2005-05-31,2508273620
2005-06-01,2531415960
2005-06-02,2552778120
2005-06-03,2528745690
2005-06-06,2501152900
2005-06-07,2518954700
2005-06-08,2526965510
2005-06-09,2568799740
2005-06-10,2537646590
2005-06-13,2554558300
2005-06-14,2580370910
2005-06-15,2618644780
2005-06-16,2665819550
2005-06-17,2642677210
2005-06-20,2665819550
2005-06-21,2677390720
2005-06-22,2688961890
2005-06-23,2599062800
2005-06-24,2491361910
2005-06-27,2512724070
2005-06-28,2558118660
2005-06-29,2536756500
2005-06-30,2505603350
2005-07-01,2513614160
2005-07-05,2533196140
2005-07-06,2531415960
2005-07-07,2538536680
2005-07-08,2582151090
2005-07-11,2614194330
2005-07-12,2579480820
2005-07-13,2592832170
2005-07-14,2606183520
2005-07-15,2619534870
2005-07-18,2575920460
2005-07-19,2572360100
2005-07-20,2581261000
2005-07-21,2421934890
2005-07-22,2486021370
2005-07-25,2421044800
2005-07-26,2429055610
2005-07-27,2490471820
2005-07-28,2473560110
2005-07-29,2435286240
2005-08-01,2425495250
2005-08-02,2451307860
2005-08-03,2451307860
2005-08-04,2428165520
2005-08-05,2413033990
2005-08-08,2390781740
2005-08-09,2447747500
2005-08-10,2434396150
2005-08-11,2430835790
2005-08-12,2415704260
2005-08-15,2413924080
2005-08-16,2360518680
2005-08-17,2384551110
2005-08-18,2364079040
2005-08-19,2357848410
2005-08-22,2394342100
2005-08-23,2397902460
2005-08-24,2380100660
2005-08-25,2369419580
2005-08-26,2397902460
2005-08-29,2405023180
2005-08-30,2442406960
2005-08-31,2467329480
2005-09-01,2429945700
2005-09-02,2401462820
2005-09-06,2421044800
2005-09-07,2432615970
2005-09-08,2392561920
2005-09-09,2402352910
2005-09-12,2412143900
2005-09-13,2408583540
2005-09-14,2395232190
2005-09-15,2421934890
2005-09-16,2438846600
2005-09-19,2494032180
2005-09-20,2447747500
2005-09-21,2435286240
2005-09-22,2472670020
2005-09-23,2449527680
2005-09-26,2414814170
2005-09-27,2413924080
2005-09-28,2420154710
2005-09-29,2426385340
2005-09-30,2403243000
2005-10-03,2431725880
2005-10-04,2460208760
2005-10-05,2427275430
2005-10-06,2405023180
2005-10-07,2392561920
2005-10-10,2368529490
2005-10-11,2345387150
2005-10-12,2328475440
2005-10-13,2322244810
2005-10-14,2339156520
2005-10-17,2330255620
2005-10-18,2317794360
2005-10-19,2355178140
2005-10-20,2337376340
2005-10-21,2338266430
2005-10-24,2367639400
2005-10-25,2378320480
2005-10-26,2358738500
2005-10-27,2348057420
2005-10-28,2366749310
2005-10-31,2357848410
2005-11-01,2378320480
2005-11-02,2341826790
2005-11-03,2308003370
2005-11-04,2343606970
2005-11-07,2343606970
2005-11-08,2340936700
2005-11-09,2316014180
2005-11-10,2478900650
2005-11-11,2477120470
2005-11-14,2461098850
2005-11-15,2474450200
2005-11-16,2540316860
2005-11-17,2546547490
2005-11-18,2540316860
2005-11-21,2612414150
2005-11-22,2587491630
2005-11-23,2623985320
2005-11-25,2607073610
2005-11-28,2640006940
2005-11-29,2633776310
2005-11-30,2612414150
2005-12-01,2643567300
2005-12-02,2643567300
2005-12-05,2665819550
2005-12-06,2673830360
2005-12-07,2683621350
2005-12-08,2659588920
2005-12-09,2664039370
2005-12-12,2691632160
2005-12-13,2668489820
2005-12-14,2670270000
2005-12-15,2652468200
2005-12-16,2625765500
2005-12-19,2624875410
2005-12-20,2653358290
2005-12-21,2713884410
2005-12-22,2733466390
2005-12-23,2729015940
2005-12-27,2737916840
2005-12-28,2775300620
2005-12-29,2765509630
2005-12-30,2739697020
2006-01-03,3854734520
2006-01-04,3892353920
2006-01-05,3828400940
2006-01-06,3871036260
2006-01-09,3877306160
2006-01-10,3906147700
2006-01-11,3943767100
2006-01-12,3967592720
2006-01-13,3982640480
2006-01-17,4025275800
2006-01-18,4002704160
2006-01-19,4429057360
2006-01-20,4445359100
2006-01-23,4472946660
2006-01-24,4479216560
2006-01-25,4442851140
2006-01-26,4490502380
2006-01-27,4513074020
2006-01-30,4489248400
2006-01-31,4486740440
2006-02-01,4520597900
2006-02-02,4501788200
2006-02-03,4493010340
2006-02-06,4525613820
2006-02-07,4514328000
2006-02-08,4545677500
2006-02-09,4540661580
2006-02-10,4619662320
2006-02-13,4617154360
2006-02-14,4589566800
2006-02-15,4584550880
2006-02-16,4605868540
2006-02-17,4565741180
2006-02-21,4481724520
2006-02-22,4470438700
2006-02-23,4485486460
2006-02-24,4535645660
2006-02-27,4590820780
2006-02-28,4485486460
2006-03-01,4516835960
2006-03-02,4454136960
2006-03-03,4442851140
2006-03-06,4415263580
2006-03-07,4444105120
2006-03-08,4461660840
2006-03-09,4382660100
2006-03-10,4395199900
2006-03-13,4402723780
2006-03-14,4388930000
2006-03-15,4419025520
2006-03-16,4366358360
2006-03-17,4386422040
2006-03-20,4356326520
2006-03-21,4376390200
2006-03-22,4292373539
2006-03-23,4271055880
2006-03-24,4345040700
2006-03-27,4343786720
2006-03-28,4335008860
2006-03-29,4408993680
2006-03-30,4444105120
2006-03-31,4416517560
2006-04-03,4495518300
2006-04-04,4536899640
2006-04-05,4554455360
2006-04-06,4613392420
2006-04-07,4599598640
2006-04-10,4544423520
2006-04-11,4489248400
2006-04-12,4406485720
2006-04-13,4420279500
2006-04-17,4440343180
2006-04-18,4393945920
2006-04-19,4378898160
2006-04-20,4782679720
2006-04-21,4630948140
2006-04-24,4723742660
2006-04-25,4852902600
2006-04-26,4777663800
2006-04-27,4786441660
2006-04-28,4756346140
2006-05-01,4726250620
2006-05-02,4717472760
2006-05-03,4771393900
2006-05-04,4909331700
2006-05-05,4915601600
2006-05-08,4916855580
2006-05-09,4921871500
2006-05-10,4915601600
2006-05-11,4913093640
2006-05-12,4872966280
2006-05-15,4851648620
2006-05-16,4807759320
2006-05-17,4717472760
2006-05-18,4629694160
2006-05-19,4614646400
2006-05-22,4580788940
2006-05-23,4526867800
2006-05-24,4514328000
2006-05-25,4584550880
2006-05-26,4651011820
2006-05-30,4577027000
2006-05-31,4668567540
2006-06-01,4671075500
2006-06-02,4584550880
2006-06-05,4543169540
2006-06-06,4446613080
2006-06-07,4452882980
2006-06-08,4544423520
2006-06-09,4566995160
2006-06-12,4477962580
2006-06-13,4449121040
2006-06-14,4465422780
2006-06-15,4568249140
2006-06-16,4568249140
2006-06-19,4486740440
2006-06-20,4520597900
2006-06-21,4558217300
2006-06-22,4462914820
2006-06-23,4461660840
2006-06-26,4444105120
2006-06-27,4416517560
2006-06-28,4506804120
2006-06-29,4663551620
2006-06-30,4757600120
2006-07-03,4669821520
2006-07-05,4639726000
2006-07-06,4652265800
2006-07-07,4614646400
2006-07-10,4570757100
2006-07-11,4628440180
2006-07-12,4578280980
2006-07-13,4539407600
2006-07-14,4489248400
2006-07-17,4519343920
2006-07-18,4505550140
2006-07-19,4599598640
2006-07-20,4746314300
2006-07-21,4686123260
2006-07-24,4854156580
2006-07-25,4857918520
2006-07-26,4807759320
2006-07-27,4733774500
2006-07-28,4740044400
2006-07-31,4847886680
2006-08-01,4895537920
2006-08-02,4831584940
2006-08-03,4795219520
2006-08-04,4741298380
2006-08-07,4678599380
2006-08-08,4671075500
2006-08-09,4656027740
2006-08-10,4674837440
2006-08-11,4628440180
2006-08-14,4578280980
2006-08-15,4652265800
2006-08-16,4693647140
2006-08-17,4677345400
2006-08-18,4709948880
2006-08-21,4666059580
2006-08-22,4740044400
2006-08-23,4698663060
2006-08-24,4698663060
2006-08-25,4672329480
2006-08-28,4763870020
2006-08-29,4786441660
2006-08-30,4816537180
2006-08-31,4850394640
2006-09-01,4788949620
2006-09-05,4792711560
2006-09-06,4737536440
2006-09-07,4847886680
2006-09-08,4849140660
2006-09-11,4829076980
2006-09-12,4921871500
2006-09-13,4928141400
2006-09-14,4921871500
2006-09-15,5048523480
2006-09-18,4940681200
2006-09-19,4925633440
2006-09-20,4954474980
2006-09-21,4951967020
2006-09-22,4920617520
2006-09-25,5005888160
2006-09-26,5108714520
2006-09-27,5210286900
2006-09-28,5224080680
2006-09-29,5204017000
2006-10-02,5182699340
2006-10-03,5167651580
2006-10-04,5246652320
2006-10-05,5325653060
2006-10-06,5308097340
2006-10-09,5360764500
2006-10-10,5370796340
2006-10-11,5283017740
2006-10-12,5329415000
2006-10-13,5266716000
2006-10-16,5240382420
2006-10-17,5212794860
2006-10-18,5212794860
2006-10-19,5168905560
2006-10-20,5227842620
2006-10-23,5266716000
2006-10-24,5283017740
2006-10-25,5298065500
2006-10-26,5278001820
2006-10-27,5311859280
2006-10-30,5320637140
2006-10-31,5330668980
2006-11-01,5252922220
2006-11-02,5209032920
2006-11-03,5199001080
2006-11-06,5415939620
2006-11-07,5140064020
2006-11-08,5417193600
2006-11-09,5392114000
2006-11-10,5357002560
2006-11-13,5437257280
2006-11-14,5430987380
2006-11-15,5550115480
2006-11-16,5578957020
2006-11-17,5651687860
2006-11-20,5635386120
2006-11-21,5566417220
2006-11-22,5650433880
2006-11-24,5601528660
2006-11-27,5487416480
2006-11-28,5466098820
2006-11-29,5528797820
2006-11-30,5489924440
2006-12-01,5486162500
2006-12-04,5556385380
2006-12-05,5659211740
2006-12-06,5632878160
2006-12-07,5655449800
2006-12-08,5649179900
2006-12-11,5665481640
2006-12-12,5664227660
2006-12-13,5708116960
2006-12-14,5738212480
2006-12-15,5645417960
2006-12-18,5684291340
2006-12-19,5728180640
2006-12-20,5795895560
2006-12-21,5783355760
2006-12-22,5767054020
2006-12-26,5778339840
2006-12-27,5863610480
2006-12-28,5782101780
2006-12-29,5793387600
2007-01-03,6994465290
2007-01-04,6971800140
2007-01-05,6906826710
2007-01-08,6934024890
2007-01-09,7066993770
2007-01-10,7166720430
2007-01-11,7246803960
2007-01-12,7252848000
2007-01-16,7292134260
2007-01-17,7128945180
2007-01-18,6965756100
2007-01-19,7024685490
2007-01-22,7041306600
2007-01-23,7030729530
2007-01-24,7156143360
2007-01-25,6980866200
2007-01-26,6852430350
2007-01-29,6663554100
2007-01-30,6736082580
2007-01-31,6566849460
2007-02-01,6696796320
2007-02-02,6639377940
2007-02-05,6699818340
2007-02-06,6651466020
2007-02-07,6604624710
2007-02-08,6649955010
2007-02-09,6554761380
2007-02-12,6377973210
2007-02-13,6344730990
2007-02-14,6374951190
2007-02-15,6464100780
2007-02-16,6488276940
2007-02-20,6584981580
2007-02-21,6707373390
2007-02-22,6705862380
2007-02-23,6597069659
2007-02-26,6455034720
2007-02-27,6163409790
2007-02-28,6234427260
2007-03-01,6189096960
2007-03-02,6112035450
2007-03-05,5891427990
2007-03-06,6036484950
2007-03-07,6009286770
2007-03-08,6072749190
2007-03-09,6016841820
2007-03-12,5888405970
2007-03-13,5859696780
2007-03-14,5820410520
2007-03-15,5906538090
2007-03-16,5905027080
2007-03-19,6012308790
2007-03-20,6034973940
2007-03-21,6155854740
2007-03-22,6107502420
2007-03-23,6187585950
2007-03-26,6152832720
2007-03-27,6037995960
2007-03-28,6063683130
2007-03-29,6134700600
2007-03-30,6101458380
2007-04-02,6045551010
2007-04-03,5994176670
2007-04-04,6009286770
2007-04-05,6136211610
2007-04-09,6101458380
2007-04-10,6021374850
2007-04-11,5906538090
2007-04-12,5957912430
2007-04-13,6016841820
2007-04-16,6081815250
2007-04-17,5995687680
2007-04-18,5998709700
2007-04-19,5938269300
2007-04-20,6044040000
2007-04-23,5814366480
2007-04-24,5938269300
2007-04-25,5923159200
2007-04-26,5923159200
2007-04-27,5888405970
2007-04-30,5762992140
2007-05-01,5749393050
2007-05-02,6093903330
2007-05-03,6053106060
2007-05-04,6160387770
2007-05-07,6056128080
2007-05-08,6018352830
2007-05-09,6081815250
2007-05-10,5892939000
2007-05-11,5879339909
2007-05-14,5826454560
2007-05-15,5752415070
2007-05-16,5781124260
2007-05-17,5723705880
2007-05-18,6137722620
2007-05-21,6051595050
2007-05-22,6187585950
2007-05-23,6255581400
2007-05-24,6134700600
2007-05-25,6166431810
2007-05-29,6131678580
2007-05-30,6072749190
2007-05-31,6072749190
2007-06-01,6107502420
2007-06-04,6263136450
2007-06-05,6284290590
2007-06-06,6172475850
2007-06-07,5988132630
2007-06-08,5989643640
2007-06-11,5920137180
2007-06-12,5841564659
2007-06-13,5870273850
2007-06-14,5892939000
2007-06-15,5920137180
2007-06-18,5920137180
2007-06-19,5929203240
2007-06-20,5864229810
2007-06-21,5891427990
2007-06-22,5852141730
2007-06-25,5873295870
2007-06-26,5894450010
2007-06-27,5951868390
2007-06-28,5983599600
2007-06-29,5998709700
2007-07-02,6072749190
2007-07-03,6054617070
2007-07-05,6071238180
2007-07-06,6089370300
2007-07-09,6084837270
2007-07-10,5936758290
2007-07-11,5837031630
2007-07-12,5598292050
2007-07-13,5693485680
2007-07-16,5643622350
2007-07-17,5581670940
2007-07-18,5646644370
2007-07-19,5755437090
2007-07-20,5592248010
2007-07-23,5625490230
2007-07-24,5592248010
2007-07-25,5566560840
2007-07-26,5478922260
2007-07-27,5364085500
2007-07-30,5397327720
2007-07-31,5336887320
2007-08-01,5415459840
2007-08-02,5355019440
2007-08-03,5169165210
2007-08-06,5182764300
2007-08-07,5225072580
2007-08-08,5350486409
2007-08-09,5211473490
2007-08-10,5356530450
2007-08-13,5314222170
2007-08-14,5279468940
2007-08-15,5205429450
2007-08-16,5199385409
2007-08-17,5274935909
2007-08-20,5324799240
2007-08-21,5359552470
2007-08-22,5494032360
2007-08-23,5386750650
2007-08-24,5494032360
2007-08-27,5471367210
2007-08-28,5404882770
2007-08-29,5640600330
2007-08-30,5779613250
2007-08-31,5767525170
2007-09-04,5883872940
2007-09-05,5902005060
2007-09-06,5888405970
2007-09-07,5779613250
2007-09-10,5867251830
2007-09-11,5989643640
2007-09-12,6183052920
2007-09-13,6217806150
2007-09-14,6249537360
2007-09-17,6229894230
2007-09-18,6415748460
2007-09-19,6424814520
2007-09-20,6429347550
2007-09-21,6429347550
2007-09-24,6325087860
2007-09-25,6329620890
2007-09-26,6430858560
2007-09-27,6424814520
2007-09-28,6512453100
2007-10-01,6588003600
2007-10-02,6565338450
2007-10-03,6513964110
2007-10-04,6622756830
2007-10-05,6663554100
2007-10-08,6642399960
2007-10-09,6616712790
2007-10-10,6640888950
2007-10-11,6504898050
2007-10-12,6622756830
2007-10-15,6442946640
2007-10-16,6436902600
2007-10-17,6483743909
2007-10-18,6622756830
2007-10-19,6406682400
2007-10-22,6219317159
2007-10-23,6362863110
2007-10-24,6270691500
2007-10-25,6296378670
2007-10-26,6464100780
2007-10-29,6575915520
2007-10-30,6572893500
2007-10-31,6589514610
2007-11-01,6459567750
2007-11-02,6597069659
2007-11-05,6702840360
2007-11-06,6807100050
2007-11-07,6616712790
2007-11-08,6637866930
2007-11-09,6701329350
2007-11-12,6589514610
2007-11-13,6663554100
2007-11-14,6376462200
2007-11-15,6317532810
2007-11-16,6332642909
2007-11-19,6187585950
2007-11-20,6214784130
2007-11-21,6198163020
2007-11-23,6306955740
2007-11-26,6214784130
2007-11-27,6279757560
2007-11-28,6480721890
2007-11-29,6595558650
2007-11-30,6597069659
2007-12-03,6529074210
2007-12-04,6445968659
2007-12-05,6500365020
2007-12-06,6672620159
2007-12-07,6583470570
2007-12-10,6568360470
2007-12-11,6509431080
2007-12-12,6649955010
2007-12-13,6801056010
2007-12-14,6669598140
2007-12-17,6687730260
2007-12-18,6621245820
2007-12-19,6616712790
2007-12-20,6716439450
2007-12-21,6798033990
2007-12-24,6778390860
2007-12-26,6791989950
2007-12-27,6666576120
2007-12-28,6665065110
2007-12-31,6637866930
2008-01-02,6496798750
2008-01-03,6489288000
2008-01-04,6378128900
2008-01-07,6400661150
2008-01-08,6170832200
2008-01-09,6239931100
2008-01-10,6366111700
2008-01-11,6185853700
2008-01-14,6146797800
2008-01-15,5950016150
2008-01-16,5966539800
2008-01-17,5919973149
2008-01-18,5721689350
2008-01-22,5886925850
2008-01-23,6079201050
2008-01-24,6197870900
2008-01-25,5942505400
2008-01-28,6097226850
2008-01-29,6148299950
2008-01-30,6143793500
2008-01-31,6411176200
2008-02-01,6525339600
2008-02-04,6459245000
2008-02-05,6390146100
2008-02-06,6336068700
2008-02-07,6589932050
2008-02-08,6526841750
2008-02-11,6954954500
2008-02-12,7043581350
2008-02-13,6947443750
2008-02-14,6984997500
2008-02-15,6942937300
2008-02-19,6991006100
2008-02-20,7021049100
2008-02-21,6879847000
2008-02-22,7249375900
2008-02-25,7369547900
2008-02-26,7300449000
2008-02-27,7078130800
2008-02-28,6988001800
2008-02-29,6782207250
2008-03-03,7052594250
2008-03-04,7061607150
2008-03-05,6906885700
2008-03-06,6695082550
2008-03-07,6550876150
2008-03-10,6433708450
2008-03-11,6800233050
2008-03-12,6645511600
2008-03-13,6770190050
2008-03-14,6594438500
2008-03-17,6610962150
2008-03-18,6824267450
2008-03-19,6537356800
2008-03-20,6785211550
2008-03-24,6942937300
2008-03-25,6971478149
2008-03-26,6879847000
2008-03-27,6348085900
2008-03-28,6011604300
2008-03-31,6040145150
2008-04-01,6181347250
2008-04-02,6205381650
2008-04-03,6185853700
2008-04-04,6238428950
2008-04-07,5934994650
2008-04-08,6023621500
2008-04-09,5823835550
2008-04-10,5813320500
2008-04-11,5739715150
2008-04-14,5670616250
2008-04-15,5547439950
2008-04-16,5709672150
2008-04-17,5362675500
2008-04-18,5334134650
2008-04-21,5266537900
2008-04-22,5075764850
2008-04-23,5152374500
2008-04-24,5216966950
2008-04-25,5338641100
2008-04-28,5194434700
2008-04-29,5143361600
2008-04-30,5218469100
2008-05-01,5358169050
2008-05-02,5365679800
2008-05-05,5241001350
2008-05-06,5212460500
2008-05-07,5113318600
2008-05-08,5204949750
2008-05-09,5296580900
2008-05-12,5301087350
2008-05-13,5398727100
2008-05-14,5332632500
2008-05-15,5458813100
2008-05-16,5436280850
2008-05-19,5406237850
2008-05-20,5362675500
2008-05-21,5176408900
2008-05-22,5191430400
2008-05-23,5192932550
2008-05-27,5164391700
2008-05-28,5310100250
2008-05-29,5398727100
2008-05-30,5356666899
2008-06-02,5218469100
2008-06-03,5218469100
2008-06-04,5269542200
2008-06-05,5368684100
2008-06-06,5069756250
2008-06-09,5003661650
2008-06-10,4957095000
2008-06-11,4712244550
2008-06-12,4560527400
2008-06-13,4695720900
2008-06-16,4725763900
2008-06-17,4578553200
2008-06-18,4464389800
2008-06-19,4536493000
2008-06-20,4404303800
2008-06-23,4324689850
2008-06-24,4348724250
2008-06-25,4264603850
2008-06-26,4102371650
2008-06-27,3741855650
2008-06-30,3752370700
2008-07-01,3647220200
2008-07-02,3551082600
2008-07-03,3481983700
2008-07-07,3708808350
2008-07-08,3863529800
2008-07-09,3549580450
2008-07-10,3554086900
2008-07-11,3588636350
2008-07-14,3533056800
2008-07-15,3569108400
2008-07-16,3704301900
2008-07-17,3420395550
2008-07-18,3376833200
2008-07-21,3349794500
2008-07-22,3498507350
2008-07-23,3600653550
2008-07-24,3385846100
2008-07-25,3321253650
2008-07-28,3282197750
2008-07-29,3319751500
2008-07-30,3265674100
2008-07-31,3261167650
2008-08-01,3136489200
2008-08-04,3217605300
2008-08-05,3366318150
2008-08-06,3406876200
2008-08-07,3316747199
2008-08-08,3578121300
2008-08-11,3519537450
2008-08-12,3486490150
2008-08-13,3418893400
2008-08-14,3636705150
2008-08-15,3603657850
2008-08-18,3426404150
2008-08-19,3292712800
2008-08-20,3207090250
2008-08-21,3282197750
2008-08-22,3337777300
2008-08-25,3151510700
2008-08-26,3160523600
2008-08-27,3213098850
2008-08-28,3261167650
2008-08-29,3219107450
2008-09-02,3304730000
2008-09-03,3256661200
2008-09-04,3020823650
2008-09-05,3041853750
2008-09-08,3177047250
2008-09-09,3029836550
2008-09-10,2996789250
2008-09-11,3022325800
2008-09-12,2930694650
2008-09-15,2822539850
2008-09-16,2825544150
2008-09-17,2658805500
2008-09-18,2685844200
2008-09-19,2762453850
2008-09-22,2610736700
2008-09-23,2413955050
2008-09-24,2465028150
2008-09-25,2513096950
2008-09-26,2769964600
2008-09-29,2523612000
2008-09-30,2580693700
2008-10-01,2669320550
2008-10-02,2439491600
2008-10-03,2331336800
2008-10-06,2157087400
2008-10-07,2053439050
2008-10-08,2158589550
2008-10-09,2027902500
2008-10-10,2042924000
2008-10-13,2224684150
2008-10-14,2128546550
2008-10-15,1838631600
2008-10-16,1873181050
2008-10-17,1922752000
2008-10-20,2009876700
2008-10-21,1940777800
2008-10-22,1751506900
2008-10-23,1676399400
2008-10-24,1629832750
2008-10-27,1533695150
2008-10-28,1692923050
2008-10-29,1888202550
2008-10-30,1804082150
2008-10-31,2103010000
2008-11-03,1963310050
2008-11-04,2193139000
2008-11-05,2009876700
2008-11-06,1856657400
2008-11-07,1858159550
2008-11-10,1757515500
2008-11-11,1670390800
2008-11-12,1572751050
2008-11-13,1670390800
2008-11-14,1613309100
2008-11-17,1508158599
2008-11-18,1508158599
2008-11-19,1305368350
2008-11-20,1138629700
2008-11-21,1155153350
2008-11-24,1351935000
2008-11-25,1378973700
2008-11-26,1520175800
2008-11-28,1608802650
2008-12-01,1472107000
2008-12-02,1553223100
2008-12-03,1611806950
2008-12-04,1560733850
2008-12-05,1631334900
2008-12-08,1709446700
2008-12-09,1656871450
2008-12-10,1665884350
2008-12-11,1550218800
2008-12-12,1529188700
2008-12-15,1541205900
2008-12-16,1766528400
2008-12-17,1802580000
2008-12-18,1692923050
2008-12-19,1759017650
2008-12-22,1656871450
2008-12-23,1607300500
2008-12-24,1640347800
2008-12-26,1613309100
2008-12-29,1577257500
2008-12-30,1691420900
2008-12-31,1786056350
2009-01-02,1917253337
2009-01-05,1996639608
2009-01-06,2082017296
2009-01-07,2076025879
2009-01-08,2073030171
2009-01-09,2044570942
2009-01-12,1953201837
2009-01-13,1930734025
2009-01-14,1806412129
2009-01-15,1864828441
2009-01-16,1789935733
2009-01-20,1650635295
2009-01-21,1733017274
2009-01-22,1734515128
2009-01-23,1765970066
2009-01-26,1776455045
2009-01-27,1780948608
2009-01-28,1809407837
2009-01-29,1680592378
2009-01-30,1587725420
2009-02-02,1562261899
2009-02-03,1566755461
2009-02-04,1521819836
2009-02-05,1595214691
2009-02-06,1652133149
2009-02-09,1644643878
2009-02-10,1520321982
2009-02-11,1508339149
2009-02-12,1467897086
2009-02-13,1406485065
2009-02-17,1413974336
2009-02-18,1398995794
2009-02-19,1376527982
2009-02-20,1404987211
2009-02-23,1361549440
2009-02-24,1457412107
2009-02-25,1428952878
2009-02-26,1388510815
2009-02-27,1321107377
2009-03-02,1202776898
2009-03-03,1270180336
2009-03-04,1240223252
2009-03-05,1166828398
2009-03-06,1118897064
2009-03-09,1066472169
2009-03-10,1231236127
2009-03-11,1217755440
2009-03-12,1304630982
2009-03-13,1385515107
2009-03-16,1376527982
2009-03-17,1398995794
2009-03-18,1479879919
2009-03-19,1448424982
2009-03-20,1366043003
2009-03-23,1496356315
2009-03-24,1463403524
2009-03-25,1473888503
2009-03-26,1503845586
2009-03-27,1478382065
2009-03-30,1376527982
2009-03-31,1381021544
2009-04-01,1401013200
2009-04-02,1476146400
2009-04-03,1717751200
2009-04-06,1708912000
2009-04-07,1582216800
2009-04-08,1586636400
2009-04-09,1701546000
2009-04-13,1692706800
2009-04-14,1683867600
2009-04-15,1714804800
2009-04-16,1679448000
2009-04-17,1710385200
2009-04-20,1588109600
2009-04-21,1633778800
2009-04-22,1647037600
2009-04-23,1664716000
2009-04-24,1685340800
2009-04-27,1526235200
2009-04-28,1520342400
2009-04-29,1610207600
2009-04-30,1819402000
2009-05-01,1873910400
2009-05-04,2093417200
2009-05-05,2220112400
2009-05-06,2360066400
2009-05-07,2230424800
2009-05-08,2209800000
2009-05-11,2171496800
