,IGT
2009-05-12,2102256400
2009-05-13,1947570400
2009-05-14,2013864400
2009-05-15,2003552000
2009-05-18,2171496800
2009-05-19,2184755600
2009-05-20,2208326800
2009-05-21,2327656000
2009-05-22,2271674400
2009-05-26,2333548800
2009-05-27,2408682000
2009-05-28,2416048000
2009-05-29,2557475200
2009-06-01,2610510400
2009-06-02,2539796800
2009-06-03,2454351200
2009-06-04,2507386400
2009-06-05,2507386400
2009-06-08,2483815200
2009-06-09,2497074000
2009-06-10,2399842800
2009-06-11,2424887200
2009-06-12,2401316000
2009-06-15,2321763200
2009-06-16,2309977600
2009-06-17,2295245600
2009-06-18,2314397200
2009-06-19,2395423200
2009-06-22,2223058800
2009-06-23,2170023600
2009-06-24,2227478400
2009-06-25,2318816800
2009-06-26,2433726400
2009-06-29,2413101600
2009-06-30,2342388000
2009-07-01,2295855000
2009-07-02,2203434000
2009-07-06,2141820000
2009-07-07,2043531000
2009-07-08,2050866000
2009-07-09,2108079000
2009-07-10,2152089000
2009-07-13,2177028000
2009-07-14,2294388000
2009-07-15,2400012000
2009-07-16,2512971000
2009-07-17,2593656000
2009-07-20,2655270000
2009-07-21,2568717000
2009-07-22,2565783000
2009-07-23,2898792000
2009-07-24,2895858000
2009-07-27,2867985000
2009-07-28,2829843000
2009-07-29,2819574000
2009-07-30,2892924000
2009-07-31,2897325000
2009-08-03,2995614000
2009-08-04,3023487000
2009-08-05,2929599000
2009-08-06,2876787000
2009-08-07,2922264000
2009-08-10,2848914000
2009-08-11,2771163000
2009-08-12,2806371000
2009-08-13,2872385999
2009-08-14,2796102000
2009-08-17,2677275000
2009-08-18,2812239000
2009-08-19,2825442000
2009-08-20,2929599000
2009-08-21,3049893000
2009-08-24,3007350000
2009-08-25,3032289000
2009-08-26,3114441000
2009-08-27,3114441000
2009-08-28,3092435999
2009-08-31,3068964000
2009-09-01,2888523000
2009-09-02,2944269000
2009-09-03,3019085999
2009-09-04,3079233000
2009-09-08,3121776000
2009-09-09,3228867000
2009-09-10,3311019000
2009-09-11,3319821000
2009-09-14,3381435000
2009-09-15,3338892000
2009-09-16,3318354000
2009-09-17,3265542000
2009-09-18,3202460999
2009-09-21,3149649000
2009-09-22,3176055000
2009-09-23,3117375000
2009-09-24,3080700000
2009-09-25,3060162000
2009-09-28,3130578000
2009-09-29,3139380000
2009-09-30,3151116000
2009-10-01,2966274000
2009-10-02,2925198000
2009-10-05,3019085999
2009-10-06,3049893000
2009-10-07,3035223000
2009-10-08,3120309000
2009-10-09,3156984000
2009-10-12,3146715000
2009-10-13,3168720000
2009-10-14,3259674000
2009-10-15,3224466000
2009-10-16,3184857000
2009-10-19,3184857000
2009-10-20,3089502000
2009-10-21,3159918000
2009-10-22,3139380000
2009-10-23,3054294000
2009-10-26,3011751000
2009-10-27,2810772000
2009-10-28,2655270000
2009-10-29,2734488000
2009-10-30,2617128000
2009-11-02,2706615000
2009-11-03,2716884000
2009-11-04,2728620000
2009-11-05,2722752000
2009-11-06,2960406000
2009-11-09,3008817000
2009-11-10,2998548000
2009-11-11,3020553000
2009-11-12,2942802000
2009-11-13,3024954000
2009-11-16,3048426000
2009-11-17,3005883000
2009-11-18,2938401000
2009-11-19,2870919000
2009-11-20,2851848000
2009-11-23,2866518000
2009-11-24,2853315000
2009-11-25,2920797000
2009-11-27,2847447000
2009-11-30,2771163000
2009-12-01,2775564000
2009-12-02,2782899000
2009-12-03,2694879000
2009-12-04,2705148000
2009-12-07,2636199000
2009-12-08,2677275000
2009-12-09,2669940000
2009-12-10,2674341000
2009-12-11,2716884000
2009-12-14,2769696000
2009-12-15,2765295000
2009-12-16,2803437000
2009-12-17,2790234000
2009-12-18,2841579000
2009-12-21,2831310000
2009-12-22,2804904000
2009-12-23,2818107000
2009-12-24,2797569000
2009-12-28,2785833000
2009-12-29,2793168000
2009-12-30,2768229000
2009-12-31,2753559000
2010-01-04,3308208000
2010-01-05,3225839000
2010-01-06,3170366000
2010-01-07,3256097000
2010-01-08,3234243999
2010-01-11,3326699000
2010-01-12,3288036000
2010-01-13,3299803000
2010-01-14,3430921000
2010-01-15,3410749000
2010-01-19,3432602000
2010-01-20,3414111000
2010-01-21,3395620000
2010-01-22,3469584000
2010-01-25,3358638000
2010-01-26,3351914000
2010-01-27,3200624000
2010-01-28,3165322999
2010-01-29,3082954000
2010-02-01,3165322999
2010-02-02,3192218999
2010-02-03,3151875000
2010-02-04,2995542000
2010-02-05,2940068999
2010-02-08,2953517000
2010-02-09,2961922000
2010-02-10,2977051000
2010-02-11,3077911000
2010-02-12,3039247999
2010-02-16,3114893000
2010-02-17,3054377000
2010-02-18,2985456000
2010-02-19,3029162000
2010-02-22,3022438000
2010-02-23,2940068999
2010-02-24,2953517000
2010-02-25,2946793000
2010-02-26,2950155000
2010-03-01,2990499000
2010-03-02,2928302000
2010-03-03,2992180000
2010-03-04,2886277000
2010-03-05,2874510000
2010-03-08,2904768000
2010-03-09,2856018999
2010-03-10,2835847000
2010-03-11,2852657000
2010-03-12,2857700000
2010-03-15,2793822000
2010-03-16,2842571000
2010-03-17,2864424000
2010-03-18,2842571000
2010-03-19,2857700000
2010-03-22,3002266000
2010-03-23,3007309000
2010-03-24,2992180000
2010-03-25,2965284000
2010-03-26,2985456000
2010-03-29,3099764000
2010-03-30,3091359000
2010-03-31,3101445000
2010-04-01,3083660672
2010-04-05,3231371006
2010-04-06,3269543339
2010-04-07,3221413006
2010-04-08,3316014006
2010-04-09,3301077006
2010-04-12,3274522339
2010-04-13,3242988673
2010-04-14,3236350006
2010-04-15,3249627339
2010-04-16,3173282673
2010-04-19,3133450672
2010-04-20,3203156673
2010-04-21,3228051673
2010-04-22,3252946673
2010-04-23,3515174007
2010-04-26,3477001673
2010-04-27,3412274673
2010-04-28,3440489006
2010-04-29,3566623673
2010-04-30,3498577340
2010-05-03,3604796007
2010-05-04,3438829340
2010-05-05,3445468006
2010-05-06,3374102340
2010-05-07,3314354339
2010-05-10,3515174007
2010-05-11,3500237007
2010-05-12,3545048007
2010-05-13,3500237007
2010-05-14,3481980673
2010-05-17,3453766340
2010-05-18,3430531006
2010-05-19,3385720006
2010-05-20,3181581006
2010-05-21,3204816339
2010-05-24,3148387672
2010-05-25,3115194339
2010-05-26,3110215339
2010-05-27,3312694673
2010-05-28,3247967673
2010-06-01,3173282673
2010-06-02,3203156673
2010-06-03,3297757673
2010-06-04,3156686006
2010-06-07,3098597672
2010-06-08,3093618672
2010-06-09,3040509339
2010-06-10,3176602006
2010-06-11,3189879339
2010-06-14,3191539006
2010-06-15,3251287006
2010-06-16,3077022006
2010-06-17,3073702672
2010-06-18,3045488339
2010-06-21,3005656339
2010-06-22,2934290672
2010-06-23,2897778005
2010-06-24,2781601338
2010-06-25,2836370339
2010-06-28,2769983672
2010-06-29,2677042338
2010-06-30,2605676671
2010-07-01,2633453000
2010-07-02,2547705000
2010-07-06,2547705000
2010-07-07,2644996000
2010-07-08,2628506000
2010-07-09,2615314000
2010-07-12,2564195000
2010-07-13,2663135000
2010-07-14,2686221000
2010-07-15,2598824000
2010-07-16,2468553000
2010-07-19,2504831000
2010-07-20,2521321000
2010-07-21,2493288000
2010-07-22,2587281000
2010-07-23,2631804000
2010-07-26,2760425999
2010-07-27,2753830000
2010-07-28,2476798000
2010-07-29,2470202000
2010-07-30,2513076000
2010-08-02,2590579000
2010-08-03,2574089000
2010-08-04,2580685000
2010-08-05,2570791000
2010-08-06,2555950000
2010-08-09,2597175000
2010-08-10,2569142000
2010-08-11,2531215000
2010-08-12,2516374000
2010-08-13,2509778000
2010-08-16,2509778000
2010-08-17,2577387000
2010-08-18,2583983000
2010-08-19,2532864000
2010-08-20,2527917000
2010-08-23,2521321000
2010-08-24,2448765000
2010-08-25,2465255000
2010-08-26,2485043000
2010-08-27,2508129000
2010-08-30,2445467000
2010-08-31,2407540000
2010-09-01,2489990000
2010-09-02,2534513000
2010-09-03,2572440000
2010-09-07,2493288000
2010-09-08,2496586000
2010-09-09,2552652000
2010-09-10,2560897000
2010-09-13,2595526000
2010-09-14,2565844000
2010-09-15,2522970000
2010-09-16,2489990000
2010-09-17,2481745000
2010-09-20,2514725000
2010-09-21,2468553000
2010-09-22,2389401000
2010-09-23,2338282000
2010-09-24,2278918000
2010-09-27,2346527000
2010-09-28,2374560000
2010-09-29,2369613000
2010-09-30,2382805000
2010-10-01,2308031280
2010-10-04,2259644880
2010-10-05,2296741120
2010-10-06,2291902480
2010-10-07,2293515360
2010-10-08,2369320720
2010-10-11,2422545760
2010-10-12,2393513920
2010-10-13,2425771520
2010-10-14,2375772240
2010-10-15,2345127520
2010-10-18,2328998720
2010-10-19,2296741120
2010-10-20,2316095680
2010-10-21,2320934320
2010-10-22,2388675280
2010-10-25,2440287440
2010-10-26,2469319280
2010-10-27,2435448800
2010-10-28,2527382960
2010-10-29,2514479920
2010-11-01,2498351120
2010-11-02,2606414080
2010-11-03,2651574720
2010-11-04,2641897440
2010-11-05,2669316400
2010-11-08,2637058800
2010-11-09,2632220160
2010-11-10,2622542880
2010-11-11,2619317119
2010-11-12,2628994400
2010-11-15,2628994400
2010-11-16,2561253440
2010-11-17,2530608720
2010-11-18,2569317840
2010-11-19,2572543600
2010-11-22,2564479200
2010-11-23,2499964000
2010-11-24,2524157200
2010-11-26,2493512480
2010-11-29,2506415520
2010-11-30,2496738240
2010-12-01,2517705680
2010-12-02,2509641280
2010-12-03,2633833039
2010-12-06,2761250560
2010-12-07,2762863440
2010-12-08,2685445200
2010-12-09,2722541440
2010-12-10,2720928560
2010-12-13,2656413360
2010-12-14,2691896720
2010-12-15,2654800480
2010-12-16,2637058800
2010-12-17,2725767200
2010-12-20,2793508160
2010-12-21,2806411200
2010-12-22,2793508160
2010-12-23,2816088480
2010-12-27,2814475600
2010-12-28,2812862720
2010-12-29,2830604400
2010-12-30,2822540000
2010-12-31,2853184720
2011-01-03,3031868534
2011-01-04,3026812611
2011-01-05,3136357611
2011-01-06,3165007841
2011-01-07,3104336764
2011-01-10,3116133918
2011-01-11,3122875149
2011-01-12,3168378457
2011-01-13,3181860918
2011-01-14,3168378457
2011-01-18,3159951918
2011-01-19,3100966149
2011-01-20,3087483688
2011-01-21,3080742457
2011-01-24,3090854303
2011-01-25,3048721611
2011-01-26,2947603149
2011-01-27,2944232534
2011-01-28,2927379457
2011-01-31,2893673303
2011-02-01,2956029688
2011-02-02,2900414534
2011-02-03,2949288457
2011-02-04,2950973765
2011-02-07,2964456226
2011-02-08,2991421149
2011-02-09,3001532995
2011-02-10,2999847688
2011-02-11,2952659072
2011-02-14,2908841072
2011-02-15,2886932072
2011-02-16,2883561457
2011-02-17,2861652457
2011-02-18,2853225919
2011-02-22,2760533996
2011-02-23,2740310303
2011-02-24,2679639227
2011-02-25,2740310303
2011-02-28,2774016457
2011-03-01,2725142534
2011-03-02,2763904611
2011-03-03,2853225919
2011-03-04,2812778534
2011-03-07,2735254380
2011-03-08,2816149149
2011-03-09,2785813611
2011-03-10,2703233534
2011-03-11,2698177611
2011-03-14,2659415534
2011-03-15,2630765304
2011-03-16,2573464842
2011-03-17,2625709381
2011-03-18,2683009842
2011-03-21,2740310303
2011-03-22,2691436380
2011-03-23,2644247765
2011-03-24,2777387073
2011-03-25,2780757688
2011-03-28,2720086611
2011-03-29,2731883765
2011-03-30,2779072380
2011-03-31,2735254380
2011-04-01,2788889191
2011-04-04,2819667858
2011-04-05,2804278525
2011-04-06,2903454229
2011-04-07,2804278525
2011-04-08,2744431117
2011-04-11,2717072302
2011-04-12,2629866080
2011-04-13,2698263117
2011-04-14,2662354673
2011-04-15,2696553191
2011-04-18,2713652450
2011-04-19,2699973043
2011-04-20,2737591413
2011-04-21,2792309043
2011-04-25,3050507859
2011-04-26,3012889488
2011-04-27,3028278822
2011-04-28,3000920007
2011-04-29,3024858970
2011-05-02,2987240599
2011-05-03,2968431414
2011-05-04,2997500155
2011-05-05,3031698673
2011-05-06,3026568896
2011-05-09,3081286525
2011-05-10,3142843859
2011-05-11,3153103414
2011-05-12,3170202674
2011-05-13,3136004155
2011-05-16,3055637636
2011-05-17,3060767414
2011-05-18,3069317044
2011-05-19,3065897192
2011-05-20,3047088007
2011-05-23,3011179562
2011-05-24,2983820747
2011-05-25,2963301636
2011-05-26,2954752007
2011-05-27,2941072599
2011-05-31,2947912303
2011-06-01,2915423710
2011-06-02,2906874081
2011-06-03,2833347266
2011-06-06,2782049488
2011-06-07,2752980747
2011-06-08,2730751710
2011-06-09,2737591413
2011-06-10,2713652450
2011-06-13,2741011265
2011-06-14,2841896895
2011-06-15,2807698377
2011-06-16,2785469339
2011-06-17,2794018969
2011-06-20,2831637340
2011-06-21,2903454229
2011-06-22,2870965636
2011-06-23,2900034377
2011-06-24,2860706080
2011-06-27,2927393192
2011-06-28,2994080303
2011-06-29,2983820747
2011-06-30,3006049784
2011-07-01,3094597469
2011-07-05,3037831646
2011-07-06,3082556234
2011-07-07,3120400116
2011-07-08,3142762410
2011-07-11,3018909704
2011-07-12,3118679940
2011-07-13,3149643116
2011-07-14,3108358881
2011-07-15,3098037822
2011-07-18,3051593057
2011-07-19,3108358881
2011-07-20,3129000998
2011-07-21,3156523822
2011-07-22,3139322057
2011-07-25,3166844881
2011-07-26,3111799234
2011-07-27,3233931763
2011-07-28,3259734410
2011-07-29,3197808057
2011-08-01,3189207175
2011-08-02,3036111469
2011-08-03,3030950940
2011-08-04,2809048175
2011-08-05,2784965704
2011-08-08,2404806705
2011-08-09,2578544528
2011-08-10,2528659410
2011-08-11,2692076175
2011-08-12,2667993704
2011-08-15,2741961293
2011-08-16,2717878822
2011-08-17,2686915646
2011-08-18,2427168999
2011-08-19,2406526881
2011-08-22,2391045293
2011-08-23,2478774293
2011-08-24,2490815528
2011-08-25,2430609352
2011-08-26,2525219057
2011-08-29,2652512116
2011-08-30,2681755116
2011-08-31,2624989293
2011-09-01,2609507704
2011-09-02,2502856763
2011-09-06,2444370763
2011-09-07,2547581352
2011-09-08,2530379587
2011-09-09,2401366352
2011-09-12,2420288293
2011-09-13,2516618175
2011-09-14,2561342763
2011-09-15,2588865587
2011-09-16,2637030528
2011-09-19,2618108587
2011-09-20,2585425234
2011-09-21,2508017293
2011-09-22,2349761058
2011-09-23,2329118940
2011-09-26,2470173410
2011-09-27,2544140999
2011-09-28,2530379587
2011-09-29,2561342763
2011-09-30,2499416410
2011-10-03,2361802293
2011-10-04,2502856763
2011-10-05,2516618175
2011-10-06,2671434057
2011-10-07,2654232293
2011-10-10,2797006940
2011-10-11,2745401646
2011-10-12,2821089410
2011-10-13,2738520940
2011-10-14,2803887646
2011-10-17,2766043763
2011-10-18,2810768351
2011-10-19,2736800763
2011-10-20,2729920057
2011-10-21,2795286763
2011-10-24,2948382469
2011-10-25,2812488528
2011-10-26,2846892057
2011-10-27,3037831646
2011-10-28,3048152704
2011-10-31,3025790410
2011-11-01,2907098234
2011-11-02,2996547410
2011-11-03,3060193940
2011-11-04,3041271998
2011-11-07,3024070234
2011-11-08,3041271998
2011-11-09,2941501763
2011-11-10,2893336822
2011-11-11,2986226351
2011-11-14,2967304410
2011-11-15,3012028998
2011-11-16,2929460528
2011-11-17,2853772763
2011-11-18,2874414881
2011-11-21,2846892057
2011-11-22,2855492940
2011-11-23,2788406057
2011-11-25,2805607822
2011-11-28,2845171881
2011-11-29,2862373646
2011-11-30,2934621057
2011-12-01,2905378057
2011-12-02,2922579822
2011-12-05,3010308822
2011-12-06,2982785998
2011-12-07,2903657881
2011-12-08,2776364822
2011-12-09,2883015763
2011-12-12,2843451704
2011-12-13,2781525351
2011-12-14,2704117410
2011-12-15,2729920057
2011-12-16,2700677057
2011-12-19,2659392822
2011-12-20,2733360410
2011-12-21,2757442881
2011-12-22,2745401646
2011-12-23,2846892057
2011-12-27,2987946528
2011-12-28,2936341234
2011-12-29,2953542998
2011-12-30,2958703528
2012-01-03,3045393937
2012-01-04,3013962119
2012-01-05,3027931816
2012-01-06,3026185603
2012-01-09,2954590907
2012-01-10,3020946967
2012-01-11,3013962119
2012-01-12,3104765149
2012-01-13,3052378785
2012-01-17,2930143937
2012-01-18,2966814391
2012-01-19,2961575755
2012-01-20,2919666664
2012-01-23,2816640149
2012-01-24,2771238634
2012-01-25,2764253785
2012-01-26,2804416664
2012-01-27,2809655301
2012-01-30,2710121210
2012-01-31,2781715907
2012-02-01,2830609846
2012-02-02,2851564391
2012-02-03,2722344695
2012-02-06,2701390149
2012-02-07,2767746210
2012-02-08,2750284089
2012-02-09,2722344695
2012-02-10,2708374998
2012-02-13,2678689392
2012-02-14,2642018937
2012-02-15,2622810604
2012-02-16,2568678028
2012-02-17,2580901513
2012-02-21,2568678028
2012-02-22,2512799240
2012-02-23,2638526513
2012-02-24,2662973483
2012-02-27,2619318180
2012-02-28,2598363634
2012-02-29,2622810604
2012-03-01,2591378786
2012-03-02,2715359846
2012-03-05,2664719695
2012-03-06,2589632573
2012-03-07,2589632573
2012-03-08,2715359846
2012-03-09,2732821967
2012-03-12,2680435604
2012-03-13,2863787876
2012-03-14,2856803028
2012-03-15,2895219694
2012-03-16,2874265149
2012-03-19,2926651513
2012-03-20,2881249998
2012-03-21,2863787876
2012-03-22,2846325755
2012-03-23,2916174240
2012-03-26,3005231058
2012-03-27,2987768937
2012-03-28,2973799240
2012-03-29,2951098482
2012-03-30,2931890149
2012-04-02,2960702916
2012-04-03,2921019835
2012-04-04,2898590268
2012-04-05,2893414213
2012-04-09,2829576213
2012-04-10,2755386105
2012-04-11,2779541024
2012-04-12,2876160700
2012-04-13,2822674808
2012-04-16,2779541024
2012-04-17,2845104376
2012-04-18,2833026916
2012-04-19,2784717078
2012-04-20,2858907186
2012-04-23,2793343835
2012-04-24,2743308646
2012-04-25,2800245241
2012-04-26,2750210051
2012-04-27,2724329781
2012-04-30,2688097403
2012-05-01,2694998808
2012-05-02,2715703024
2012-05-03,2650139673
2012-05-04,2643238268
2012-05-07,2608731241
2012-05-08,2577674916
2012-05-09,2565597457
2012-05-10,2570773511
2012-05-11,2610456592
2012-05-14,2536266484
2012-05-15,2486231295
2012-05-16,2524189025
2012-05-17,2439646808
2012-05-18,2415491890
2012-05-21,2500034106
2012-05-22,2453449619
2012-05-23,2413766538
2012-05-24,2436196106
2012-05-25,2437921457
2012-05-29,2470703133
2012-05-30,2389611619
2012-05-31,2467252430
2012-06-01,2313696160
2012-06-04,2308520106
2012-06-05,2353379241
2012-06-06,2386160917
2012-06-07,2394787673
2012-06-08,2387886268
2012-06-11,2308520106
2012-06-12,2334400376
2012-06-13,2280914484
2012-06-14,2608731241
2012-06-15,2567322808
2012-06-18,2601829835
2012-06-19,2586301673
2012-06-20,2577674916
2012-06-21,2574224214
2012-06-22,2601829835
2012-06-25,2601829835
2012-06-26,2603555187
2012-06-27,2653590376
2012-06-28,2657041079
2012-06-29,2717428376
2012-07-02,2730449323
2012-07-03,2795085680
2012-07-05,2774122537
2012-07-06,2774122537
2012-07-09,2767134823
2012-07-10,2749665537
2012-07-11,2695510752
2012-07-12,2637862110
2012-07-13,2674547610
2012-07-16,2721714680
2012-07-17,2695510752
2012-07-18,2723461609
2012-07-19,2730449323
2012-07-20,2669306824
2012-07-23,2599429682
2012-07-24,2566238039
2012-07-25,2054387974
2012-07-26,1946078404
2012-07-27,1982763904
2012-07-30,2000233189
2012-07-31,1977523118
2012-08-01,1970535404
2012-08-02,1939090690
2012-08-03,1956559975
2012-08-06,1956559975
2012-08-07,1981016975
2012-08-08,1961800761
2012-08-09,1942584547
2012-08-10,1986257761
2012-08-13,1991498547
2012-08-14,2000233189
2012-08-15,2012461689
2012-08-16,2061375689
2012-08-17,2054387974
2012-08-20,2052641046
2012-08-21,2061375689
2012-08-22,2087579617
2012-08-23,2092820402
2012-08-24,2099808117
2012-08-27,2127758973
2012-08-28,2124265116
2012-08-29,2134746688
2012-08-30,2134746688
2012-08-31,2146975187
2012-09-04,2117277402
2012-09-05,2112036616
2012-09-06,2187154544
2012-09-07,2185407616
2012-09-10,2160950616
2012-09-11,2222093115
2012-09-12,2229080829
2012-09-13,2255284758
2012-09-14,2309439543
2012-09-17,2284982543
2012-09-18,2246550115
2012-09-19,2283235614
2012-09-20,2201129973
2012-09-21,2239562401
2012-09-24,2230827758
2012-09-25,2229080829
2012-09-26,2244803186
2012-09-27,2288476400
2012-09-28,2286729471
2012-10-01,2254701496
2012-10-02,2284073086
2012-10-03,2261612458
2012-10-04,2278889864
2012-10-05,2230513127
2012-10-08,2232240868
2012-10-09,2211507980
2012-10-10,2197686055
2012-10-11,2225329905
2012-10-12,2204597018
2012-10-15,2230513127
2012-10-16,2303078233
2012-10-17,2322083379
2012-10-18,2327266601
2012-10-19,2246062793
2012-10-22,2223602165
2012-10-23,2190775093
2012-10-24,2183864131
2012-10-25,2209780240
2012-10-26,2189047352
2012-10-31,2218418943
2012-11-01,2301350492
2012-11-02,2233968608
2012-11-05,2244335052
2012-11-06,2244335052
2012-11-07,2227057646
2012-11-08,2216691202
2012-11-09,2332449823
2012-11-12,2277162123
2012-11-13,2244335052
2012-11-14,2176953168
2012-11-15,2171769946
2012-11-16,2199413796
2012-11-19,2247790533
2012-11-20,2292711789
2012-11-21,2278889864
2012-11-23,2268523420
2012-11-26,2242607311
2012-11-27,2308261454
2012-11-28,2373915598
2012-11-29,2408470410
2012-11-30,2396376226
2012-12-03,2474124553
2012-12-04,2467213591
2012-12-05,2536323215
2012-12-06,2496585181
2012-12-07,2487946478
2012-12-10,2482763256
2012-12-11,2481035515
2012-12-12,2496585181
2012-12-13,2508679365
2012-12-14,2493129700
2012-12-17,2481035515
2012-12-18,2519045809
2012-12-19,2460302628
2012-12-20,2462030369
2012-12-21,2448208444
2012-12-24,2411925891
2012-12-26,2375643338
2012-12-27,2372187857
2012-12-28,2358365932
2012-12-31,2448208444
2013-01-02,2537751618
2013-01-03,2555133478
2013-01-04,2595111757
2013-01-07,2551657106
2013-01-08,2570777153
2013-01-09,2562086222
2013-01-10,2602064501
2013-01-11,2603802687
2013-01-14,2588159013
2013-01-15,2636828222
2013-01-16,2605540873
2013-01-17,2640304594
2013-01-18,2609017246
2013-01-22,2645519152
2013-01-23,2582944455
2013-01-24,2635090036
2013-01-25,2628137292
2013-01-28,2654210083
2013-01-29,2605540873
2013-01-30,2612493618
2013-01-31,2671591943
2013-02-01,2702879292
2013-02-04,2648995524
2013-02-05,2718522966
2013-02-06,2770668547
2013-02-07,2828028687
2013-02-08,2918414361
2013-02-11,2883650640
2013-02-12,2861054221
2013-02-13,2854101477
2013-02-14,2864530593
2013-02-15,2828028687
2013-02-19,2885388826
2013-02-20,2817599570
2013-02-21,2751548501
2013-02-22,2761977617
2013-02-25,2725475710
2013-02-26,2761977617
2013-02-27,2791526780
2013-02-28,2770668547
2013-03-01,2822814128
2013-03-04,2869745152
2013-03-05,2930581663
2013-03-06,2927105291
2013-03-07,2935796221
2013-03-08,2954916268
2013-03-11,2994894546
2013-03-12,2972298128
2013-03-13,2970559942
2013-03-14,3008800035
2013-03-15,2958392640
2013-03-18,3000109105
2013-03-19,2951439895
2013-03-20,2942748965
2013-03-21,2916676175
2013-03-22,2897556128
2013-03-25,2895817942
2013-03-26,2906247058
2013-03-27,2868006966
2013-03-28,2868006966
2013-04-01,2837076655
2013-04-02,2840525989
2013-04-03,2759466656
2013-04-04,2802583322
2013-04-05,2778437989
2013-04-08,2797409322
2013-04-09,2809481989
2013-04-10,2871569988
2013-04-11,2928483988
2013-04-12,2921585322
2013-04-15,2833627322
2013-04-16,2837076655
2013-04-17,2795684655
2013-04-18,2747393989
2013-04-19,2771539322
2013-04-22,2799133989
2013-04-23,2883642655
2013-04-24,2881917988
2013-04-25,2983673321
2013-04-26,2925034655
2013-04-29,2923309988
2013-04-30,2923309988
2013-05-01,2942281321
2013-05-02,2978499321
2013-05-03,3009543321
2013-05-06,2992296655
2013-05-07,2995745988
2013-05-08,2990571988
2013-05-09,3025065321
2013-05-10,3128545321
2013-05-13,3118197321
2013-05-14,3102675321
2013-05-15,3107849321
2013-05-16,3016441988
2013-05-17,3145791987
2013-05-20,3180285321
2013-05-21,3197531987
2013-05-22,3131994654
2013-05-23,3104399988
2013-05-24,3147516654
2013-05-28,3244097987
2013-05-29,3145791987
2013-05-30,3140617987
2013-05-31,3083703988
2013-06-03,3011267988
2013-06-04,3019891321
2013-06-05,2954353988
2013-06-06,2997470655
2013-06-07,3009543321
2013-06-10,3044036654
2013-06-11,3026789988
2013-06-12,2978499321
2013-06-13,3009543321
2013-06-14,2975049988
2013-06-17,2997470655
2013-06-18,2956078655
2013-06-19,2925034655
2013-06-20,2812931322
2013-06-21,2800858655
2013-06-24,2730147322
2013-06-25,2830177989
2013-06-26,2828453322
2013-06-27,2887091988
2013-06-28,2881917988
2013-07-01,3036672158
2013-07-02,2981297548
2013-07-03,2959862215
2013-07-05,2992015214
2013-07-08,3067038879
2013-07-09,3074183990
2013-07-10,3083115379
2013-07-11,3168856710
2013-07-12,3154566488
2013-07-15,3224231320
2013-07-16,3331407985
2013-07-17,3401072816
2013-07-18,3602922201
2013-07-19,3338553096
2013-07-22,3374278650
2013-07-23,3268888264
2013-07-24,3363560984
2013-07-25,3315331485
2013-07-26,3290323597
2013-07-29,3284964763
2013-07-30,3304613819
2013-07-31,3299254985
2013-08-01,3390355150
2013-08-02,3445729760
2013-08-05,3438584649
2013-08-06,3349270762
2013-08-07,3381423761
2013-08-08,3431439538
2013-08-09,3449302315
2013-08-12,3417149316
2013-08-13,3456447426
2013-08-14,3397500261
2013-08-15,3359988428
2013-08-16,3334980540
2013-08-19,3349270762
2013-08-20,3436798371
2013-08-21,3404645372
2013-08-22,3461806260
2013-08-23,3454661149
2013-08-26,3501104370
2013-08-27,3388568872
2013-08-28,3349270762
2013-08-29,3397500261
2013-08-30,3374278650
2013-09-03,3395713983
2013-09-04,3406431650
2013-09-05,3449302315
2013-09-06,3458233704
2013-09-09,3490386703
2013-09-10,3577914313
2013-09-11,3570769202
2013-09-12,3567196646
2013-09-13,3629716367
2013-09-16,3744038143
2013-09-17,3726175365
2013-09-18,3727961643
2013-09-19,3770832309
2013-09-20,3752969531
2013-09-23,3717243976
2013-09-24,3727961643
2013-09-25,3735106754
2013-09-26,3692236088
2013-09-27,3435012094
2013-09-30,3381423761
2013-10-01,3396066214
2013-10-02,3369671916
2013-10-03,3345037239
2013-10-04,3346796859
2013-10-07,3276412067
2013-10-08,3198988796
2013-10-09,3223623473
2013-10-10,3271133208
2013-10-11,3264094729
2013-10-14,3242979291
2013-10-15,3248258150
2013-10-16,3292248645
2013-10-17,3311604463
2013-10-18,3276412067
2013-10-21,3262335109
2013-10-22,3253537010
2013-10-23,3179632978
2013-10-24,3218344614
2013-10-25,3286969786
2013-10-28,3410143172
2013-10-29,3485806823
2013-10-30,3410143172
2013-10-31,3308085224
2013-11-01,3281690926
2013-11-04,3436537469
2013-11-05,3304565984
2013-11-06,3450614427
2013-11-07,3023026816
2013-11-08,3074055790
2013-11-11,3151479061
2013-11-12,3158517541
2013-11-13,3160277160
2013-11-14,3128604004
2013-11-15,3139161723
2013-11-18,2963199743
2013-11-19,2936805446
2013-11-20,2891055331
2013-11-21,3030065295
2013-11-22,2984315180
2013-11-25,3019507576
2013-11-26,3008949858
2013-11-27,3059978832
2013-11-29,3077575030
2013-12-02,3049421113
2013-12-03,3040623014
2013-12-04,3128604004
2013-12-05,3116286665
2013-12-06,3144440582
2013-12-09,3186671457
2013-12-10,3125084764
2013-12-11,3096930848
2013-12-12,3037103774
2013-12-13,3065257691
2013-12-16,3015988337
2013-12-17,2993113279
2013-12-18,3056459592
2013-12-19,3035344155
2013-12-20,3068776931
2013-12-23,3112767426
2013-12-24,3133882863
2013-12-26,3109248186
