,KDP
2022-04-19,53241300000
2022-04-20,53879175000
2022-04-21,53170425000
2022-04-22,52447500000
2022-04-25,52872749999
2022-04-26,52518374999
2022-04-27,53666550000
2022-04-28,53850825000
2022-04-29,53014500000
2022-05-02,51781275000
2022-05-03,52716825000
2022-05-04,52759350000
2022-05-05,52532550000
2022-05-06,52390800000
2022-05-09,52645950000
2022-05-10,52447500000
2022-05-11,53042850000
2022-05-12,52249050000
2022-05-13,52745175000
2022-05-16,52419149999
2022-05-17,50987475000
2022-05-18,48932100000
2022-05-19,48662775000
2022-05-20,49017150000
2022-05-23,49555800000
2022-05-24,50023575000
2022-05-25,50094450000
2022-05-26,50363775000
2022-05-27,49867650000
2022-05-31,49243950000
2022-06-01,49102200000
2022-06-02,50066100000
2022-06-03,49513275000
2022-06-06,52022250000
2022-06-07,51611174999
2022-06-08,51072525000
2022-06-09,50618925000
2022-06-10,50307075000
2022-06-13,49187250000
2022-06-14,48762000000
2022-06-15,49399875000
2022-06-16,48818700000
2022-06-17,48691125000
2022-06-21,49527450000
2022-06-22,49442400000
2022-06-23,49910175000
2022-06-24,50689800000
2022-06-27,50874075000
2022-06-28,50335425000
2022-06-29,50576400000
2022-06-30,50115779000
2022-07-01,51078727000
2022-07-05,51347786000
2022-07-06,50908795000
2022-07-07,51192015000
2022-07-08,51262820000
2022-07-11,51177854000
2022-07-12,51404429999
2022-07-13,51588523000
2022-07-14,51531879000
2022-07-15,51871743000
2022-07-18,51206175999
2022-07-19,51659327999
2022-07-20,51418591000
2022-07-21,51376108000
2022-07-22,51588523000
2022-07-25,52055836000
2022-07-26,52494827000
2022-07-27,52551471000
2022-07-28,54519850000
2022-07-29,54859714000
2022-08-01,55100450999
2022-08-02,54604816000
2022-08-03,55369510000
2022-08-04,54774748000
2022-08-05,54831392000
2022-08-08,54916358000
2022-08-09,55383671000
2022-08-10,56219170000
2022-08-11,55256222000
2022-08-12,55652729999
2022-08-15,56573195000
2022-08-16,56757288000
2022-08-17,56714804999
2022-08-18,56686483000
2022-08-19,56587356000
2022-08-22,55907627999
2022-08-23,55921789000
2022-08-24,56091721000
2022-08-25,56205009000
2022-08-26,54689782000
2022-08-29,54944679999
2022-08-30,54406562000
2022-08-31,53981732000
2022-09-01,54279113000
2022-09-02,53571063000
2022-09-06,53202877000
2022-09-07,54293274000
2022-09-08,54463206000
2022-09-09,54788909000
2022-09-12,55242061000
2022-09-13,53372809000
2022-09-14,53443614000
2022-09-15,52721402999
2022-09-16,52636437000
2022-09-19,53486097000
2022-09-20,53004623000
2022-09-21,52622275999
2022-09-22,52551471000
2022-09-23,52508988000
2022-09-26,52792208000
2022-09-27,50937117000
2022-09-28,51786777000
2022-09-29,51149532000
2022-09-30,50703210000
2022-10-03,52189485000
2022-10-04,52741530000
2022-10-05,52996320000
2022-10-06,52571670000
2022-10-07,51665750000
2022-10-10,52331035000
2022-10-11,53152024999
2022-10-12,53378505000
2022-10-13,53987170000
2022-10-14,52840615000
2022-10-17,53449280000
2022-10-18,54312735000
2022-10-19,53477590000
2022-10-20,52769840000
2022-10-21,53251110000
2022-10-24,54411820000
2022-10-25,54567524999
2022-10-26,54864780000
2022-10-27,53944705000
2022-10-28,55983024999
2022-10-31,54978020000
2022-11-01,53562520000
2022-11-02,52345189999
2022-11-03,51368495000
2022-11-04,52345189999
2022-11-07,53024630000
2022-11-08,53704070000
2022-11-09,53180335000
2022-11-10,53704070000
2022-11-11,52854770000
2022-11-14,51722370000
2022-11-15,51793145000
2022-11-16,51934695000
2022-11-17,52147020000
2022-11-18,52968010000
2022-11-21,53789000000
2022-11-22,54256115000
2022-11-23,54241960000
2022-11-25,54142875000
2022-11-28,54072100000
2022-11-29,53930550000
2022-11-30,54737385000
2022-12-01,54794005000
2022-12-02,54836470000
2022-12-05,53732380000
2022-12-06,53321885000
2022-12-07,53704070000
2022-12-08,54227805000
2022-12-09,53689915000
2022-12-12,53916395000
2022-12-13,53279420000
2022-12-14,52854770000
2022-12-15,51849765000
2022-12-16,51057085000
2022-12-19,51410960000
2022-12-20,51326030000
2022-12-21,51708215000
2022-12-22,51368495000
2022-12-23,51481735000
2022-12-27,51099550000
2022-12-28,50632435000
2022-12-29,50717365000
2022-12-30,50476729999
2023-01-03,49990409999
2023-01-04,50398208000
2023-01-05,49624798000
2023-01-06,50988812000
2023-01-09,50665386000
2023-01-10,50187278000
2023-01-11,50299774000
2023-01-12,50018534000
2023-01-13,50187278000
2023-01-17,50243525999
2023-01-18,49118566000
2023-01-19,48317032000
2023-01-20,48809202000
2023-01-23,48781078000
2023-01-24,49188875999
2023-01-25,49160752000
2023-01-26,49118566000
2023-01-27,48795140000
2023-01-30,48823264000
2023-01-31,49610736000
2023-02-01,49695108000
2023-02-02,49512302000
2023-02-03,49427930000
2023-02-06,49526364000
2023-02-07,49498240000
2023-02-08,49034194000
2023-02-09,49034194000
2023-02-10,49610736000
2023-02-13,50145091999
2023-02-14,49765418000
2023-02-15,50201340000
2023-02-16,50482580000
2023-02-17,50159154000
2023-02-21,49990409999
2023-02-22,50313836000
2023-02-23,50777882000
2023-02-24,50327898000
2023-02-27,49737294000
2023-02-28,48584209999
2023-03-01,48077978000
2023-03-02,48626396000
2023-03-03,48584209999
2023-03-06,48963884000
2023-03-07,48977946000
2023-03-08,48907636000
2023-03-09,48598272000
2023-03-10,48260784000
2023-03-13,48162350000
2023-03-14,48696706000
2023-03-15,49104504000
2023-03-16,49357620000
2023-03-17,49020132000
2023-03-20,49526364000
2023-03-21,49427930000
2023-03-22,48752954000
2023-03-23,47965482000
2023-03-24,49034194000
2023-03-27,49357620000
2023-03-28,49413868000
2023-03-29,49624798000
2023-03-30,49399806000
2023-03-31,49402584000
2023-04-03,49556617000
2023-04-04,49514608000
2023-04-05,49570620000
2023-04-06,49906692000
2023-04-10,49332568999
2023-04-11,49360575000
2023-04-12,49304563000
2023-04-13,49346572000
2023-04-14,49150530000
2023-04-17,49556617000
2023-04-18,49556617000
2023-04-19,49500605000
2023-04-20,49752659000
2023-04-21,49444593000
2023-04-24,49514608000
2023-04-25,50256767000
2023-04-26,49710650000
2023-04-27,46966062000
2023-04-28,45789810000
2023-05-01,45607771000
2023-05-02,45565762000
2023-05-03,45915837000
2023-05-04,45495747000
2023-05-05,46531968999
2023-05-08,45999855000
2023-05-09,45803813000
2023-05-10,45635777000
2023-05-11,45411729000
2023-05-12,45747801000
2023-05-15,45313708000
2023-05-16,44613558000
2023-05-17,44977636000
2023-05-18,44627561000
2023-05-19,44571549000
2023-05-22,44683573000
2023-05-23,44837606000
2023-05-24,44697576000
2023-05-25,44179465000
2023-05-26,43983423000
2023-05-30,43409300000
2023-05-31,43577336000
2023-06-01,43647351000
2023-06-02,44039435000
2023-06-05,43843393000
2023-06-06,43521324000
2023-06-07,43843393000
2023-06-08,43983423000
2023-06-09,43843393000
2023-06-12,43731369000
2023-06-13,44137456000
2023-06-14,44473528000
2023-06-15,44473528000
2023-06-16,45047651000
2023-06-20,44711579000
2023-06-21,44445522000
2023-06-22,44697576000
2023-06-23,43661354000
2023-06-26,43577336000
2023-06-27,43759375000
2023-06-28,43269270000
2023-06-29,43073228000
2023-06-30,43696698000
2023-07-03,43976178000
2023-07-05,44367450000
2023-07-06,44996280000
2023-07-07,44381424000
2023-07-10,43962204000
2023-07-11,43864386000
2023-07-12,43696698000
2023-07-13,44032074000
2023-07-14,44241684000
2023-07-17,44171814000
2023-07-18,44101944000
2023-07-19,44563086000
2023-07-20,45317682000
2023-07-21,45527292000
2023-07-24,45219864000
2023-07-25,45163968000
2023-07-26,45471396000
2023-07-27,47176224000
2023-07-28,47399808000
2023-07-31,47525574000
2023-08-01,47693262000
2023-08-02,48154404000
2023-08-03,47413782000
2023-08-04,46952640000
2023-08-07,47260068000
2023-08-08,46715082000
2023-08-09,46980588000
2023-08-10,46673160000
2023-08-11,47232119999
2023-08-14,47148276000
2023-08-15,46770978000
2023-08-16,47301990000
2023-08-17,47050458000
2023-08-18,47162250000
2023-08-21,46994562000
2023-08-22,46743030000
2023-08-23,47022510000
2023-08-24,46715082000
2023-08-25,46505472000
2023-08-28,47092380000
2023-08-29,47371860000
2023-08-30,47190198000
2023-08-31,47022510000
2023-09-01,46882769999
2023-09-05,46184069999
2023-09-06,46393680000
2023-09-07,46547394000
2023-09-08,46617264000
2023-09-11,46854822000
2023-09-12,46477524000
2023-09-13,46295862000
2023-09-14,47050458000
2023-09-15,46533419999
2023-09-18,47022510000
2023-09-19,46687133999
2023-09-20,47190198000
2023-09-21,46575342000
2023-09-22,46281888000
2023-09-25,45387551999
2023-09-26,44940383999
2023-09-27,44255658000
2023-09-28,43962204000
2023-09-29,44115918000
2023-10-02,43494256000
2023-10-03,43327024000
2023-10-04,44177120000
2023-10-05,42100656000
2023-10-06,41905552000
2023-10-09,41445664000
2023-10-10,42212144000
2023-10-11,40818544000
2023-10-12,38881440000
2023-10-13,39174096000
2023-10-16,39731536000
2023-10-17,40107808000
2023-10-18,40121744000
2023-10-19,39647920000
2023-10-20,39926640000
2023-10-23,39480688000
2023-10-24,40567696000
2023-10-25,40553760000
2023-10-26,41125136000
2023-10-27,41626832000
2023-10-30,41835872000
2023-10-31,42267888000
2023-11-01,42449056000
2023-11-02,43006496000
2023-11-03,43368832000
2023-11-06,43159792000
2023-11-07,43201600000
2023-11-08,43271280000
2023-11-09,43062240000
2023-11-10,43159792000
2023-11-13,43591808000
2023-11-14,44427968000
2023-11-15,44441904000
2023-11-16,44288608000
2023-11-17,44218928000
2023-11-20,44288608000
2023-11-21,44469776000
2023-11-22,45166575999
2023-11-24,45459232000
2023-11-27,45361679999
2023-11-28,44929664000
2023-11-29,44218928000
2023-11-30,43995952000
2023-12-01,44832112000
2023-12-04,44915727999
2023-12-05,44637008000
2023-12-06,44859984000
2023-12-07,45096896000
2023-12-08,44748496000
2023-12-11,45654336000
2023-12-12,45528912000
2023-12-13,46323264000
2023-12-14,44887856000
2023-12-15,44553392000
2023-12-18,45152640000
2023-12-19,45347744000
2023-12-20,44985408000
2023-12-21,45319872000
2023-12-22,45751888000
2023-12-26,46058479999
2023-12-27,46142096000
2023-12-28,46476560000
2023-12-29,46434752000
2024-01-02,46073959000
2024-01-03,44997013000
2024-01-04,44693259000
2024-01-05,44140979000
2024-01-08,43920067000
2024-01-09,44154786000
2024-01-10,43864839000
2024-01-11,44113365000
2024-01-12,44058137000
2024-01-16,43947681000
2024-01-17,43823418000
2024-01-18,43906260000
2024-01-19,44030523000
2024-01-22,43492050000
2024-01-23,43823418000
2024-01-24,42994998000
2024-01-25,43616313000
2024-01-26,44154786000
2024-01-29,44196207000
2024-01-30,43906260000
2024-01-31,43409208000
2024-02-01,44154786000
2024-02-02,43699155000
2024-02-05,42856928000
2024-02-06,42953577000
2024-02-07,43160682000
2024-02-08,43478243000
2024-02-09,43008805000
2024-02-12,43243524000
2024-02-13,42691244000
2024-02-14,42939770000
2024-02-15,42925963000
2024-02-16,42760279000
2024-02-20,43119261000
2024-02-21,43630120000
2024-02-22,41931859000
2024-02-23,41683333000
2024-02-26,40730650000
2024-02-27,40730650000
2024-02-28,41462421000
2024-02-29,41296737000
2024-03-01,40426896000
2024-03-04,40178370000
2024-03-05,40164563000
2024-03-06,40316440000
2024-03-07,39985072000
2024-03-08,40233598000
2024-03-11,40454510000
2024-03-12,40440703000
2024-03-13,39902230000
2024-03-14,40040300000
2024-03-15,39874616000
2024-03-18,40744457000
2024-03-19,40468317000
2024-03-20,41020597000
2024-03-21,40841106000
2024-03-22,41144860000
2024-03-25,42083736000
2024-03-26,42428911000
2024-03-27,42235613000
2024-03-28,42346069000
2024-04-01,43119261000
2024-04-02,42691244000
2024-04-03,42815507000
2024-04-04,42359876000
2024-04-05,42484139000
2024-04-08,42525560000
2024-04-09,42815507000
2024-04-10,42318455000
2024-04-11,42553174000
2024-04-12,41724754000
2024-04-15,42014701000
2024-04-16,42028508000
2024-04-17,42636016000
2024-04-18,42981191000
2024-04-19,43492050000
2024-04-22,43851032000
2024-04-23,43851032000
2024-04-24,44651838000
2024-04-25,46722888000
2024-04-26,46557204000
2024-04-29,46529590000
2024-04-30,46529590000
2024-05-01,46032538000
2024-05-02,46336292000
2024-05-03,46709081000
2024-05-06,46336292000
2024-05-07,46681467000
2024-05-08,46529590000
2024-05-09,46929993000
2024-05-10,46985221000
2024-05-13,47109484000
2024-05-14,47178519000
2024-05-15,46681467000
2024-05-16,47137098000
2024-05-17,46598625000
2024-05-20,46501976000
2024-05-21,46888572000
2024-05-22,47316589000
2024-05-23,46916185999
2024-05-24,47206133000
2024-05-28,46543397000
2024-05-29,46474361999
2024-05-30,46805730000
2024-05-31,47288975000
2024-06-03,47454659000
2024-06-04,48075974000
2024-06-05,48020746000
2024-06-06,47647957000
2024-06-07,47813641000
2024-06-10,47164711999
2024-06-11,46709081000
2024-06-12,46405327000
2024-06-13,47026642000
2024-06-14,46999028000
2024-06-17,47896483000
2024-06-18,47620343000
2024-06-20,47233747000
2024-06-21,47468466000
2024-06-24,47868869000
2024-06-25,47509886999
2024-06-26,47440852000
2024-06-27,47109484000
2024-06-28,46115380000
2024-07-01,45342188000
2024-07-02,45259346000
2024-07-03,45176504000
2024-07-05,45093661999
2024-07-08,44582803000
2024-07-09,44113365000
2024-07-10,44113365000
2024-07-11,44776101000
2024-07-12,45038434000
2024-07-15,45107469000
2024-07-16,45093661999
2024-07-17,45673556000
2024-07-18,45756398000
2024-07-19,45535485999
2024-07-22,44504348000
2024-07-23,44233228000
2024-07-24,44423012000
2024-07-25,45019476000
2024-07-26,45737944000
2024-07-29,46307295999
2024-07-30,46253072000
2024-07-31,46469968000
2024-08-01,46849536000
2024-08-02,47540892000
2024-08-05,46497079999
2024-08-06,46741087999
2024-08-07,46876648000
2024-08-08,46808868000
2024-08-09,46849536000
