,KDP
2013-01-14,1489488000
2013-01-15,1491534000
2013-01-16,1481304000
2013-01-17,1485396000
2013-01-18,1491534000
2013-01-22,1489488000
2013-01-23,1458798000
2013-01-24,1466982000
2013-01-25,1466982000
2013-01-28,1471074000
2013-01-29,1483350000
2013-01-30,1491534000
2013-01-31,1485396000
2013-02-01,1489488000
2013-02-04,1495626000
2013-02-05,1511994000
2013-02-06,1516086000
2013-02-07,1514040000
2013-02-08,1505856000
2013-02-11,1495626000
2013-02-12,1493580000
2013-02-13,1405602000
2013-02-14,1409694000
2013-02-15,1413786000
2013-02-19,1415832000
2013-02-20,1399464000
2013-02-21,1401510000
2013-02-22,1413786000
2013-02-25,1407648000
2013-02-26,1409694000
2013-02-27,1424016000
2013-02-28,1436292000
2013-03-01,1442430000
2013-03-04,1444476000
2013-03-05,1458798000
2013-03-06,1454706000
2013-03-07,1444476000
2013-03-08,1448568000
2013-03-11,1454706000
2013-03-12,1462890000
2013-03-13,1440384000
2013-03-14,1442430000
2013-03-15,1452660000
2013-03-18,1460844000
2013-03-19,1481304000
2013-03-20,1507902000
2013-03-21,1501764000
2013-03-22,1528362000
2013-03-25,1526316000
2013-03-26,1538592000
2013-03-27,1536546000
2013-03-28,1546776000
2013-04-01,1532791000
2013-04-02,1532791000
2013-04-03,1520545000
2013-04-04,1528709000
2013-04-05,1516463000
2013-04-08,1534832000
2013-04-09,1522586000
2013-04-10,1542996000
2013-04-11,1565447000
2013-04-12,1565447000
2013-04-15,1534832000
2013-04-16,1561365000
2013-04-17,1542996000
2013-04-18,1547078000
2013-04-19,1579734000
2013-04-22,1573611000
2013-04-23,1569529000
2013-04-24,1583816000
2013-04-25,1581775000
2013-04-26,1579734000
2013-04-29,1581775000
2013-04-30,1604226000
2013-05-01,1579734000
2013-05-02,1600144000
2013-05-03,1616472000
2013-05-06,1620554000
2013-05-07,1626677000
2013-05-08,1622595000
2013-05-09,1598103000
2013-05-10,1610349000
2013-05-13,1608308000
2013-05-14,1620554000
2013-05-15,1655251000
2013-05-16,1628718000
2013-05-17,1618513000
2013-05-20,1602185000
2013-05-21,1585857000
2013-05-22,1585857000
2013-05-23,1565447000
2013-05-24,1579734000
2013-05-28,1596062000
2013-05-29,1559324000
2013-05-30,1542996000
2013-05-31,1510340000
2013-06-03,1545037000
2013-06-04,1540955000
2013-06-05,1526668000
2013-06-06,1514422000
2013-06-07,1522586000
2013-06-10,1547078000
2013-06-11,1532791000
2013-06-12,1545037000
2013-06-13,1538914000
2013-06-14,1542996000
2013-06-17,1547078000
2013-06-18,1559324000
2013-06-19,1530750000
2013-06-20,1491971000
2013-06-21,1496053000
2013-06-24,1485848000
2013-06-25,1477684000
2013-06-26,1500135000
2013-06-27,1512381000
2013-06-28,1508299000
2013-07-01,1518651000
2013-07-02,1524750000
2013-07-03,1524750000
2013-07-05,1518651000
2013-07-08,1518651000
2013-07-09,1524750000
2013-07-10,1536948000
2013-07-11,1557278000
2013-07-12,1553212000
2013-07-15,1555245000
2013-07-16,1549146000
2013-07-17,1561344000
2013-07-18,1567443000
2013-07-19,1579641000
2013-07-22,1565410000
2013-07-23,1561344000
2013-07-24,1516618000
2013-07-25,1508486000
2013-07-26,1526783000
2013-07-29,1530849000
2013-07-30,1520684000
2013-07-31,1530849000
2013-08-01,1547113000
2013-08-02,1551179000
2013-08-05,1553212000
2013-08-06,1543047000
2013-08-07,1545080000
2013-08-08,1538981000
2013-08-09,1532882000
2013-08-12,1526783000
2013-08-13,1520684000
2013-08-14,1500354000
2013-08-15,1482057000
2013-08-16,1467826000
2013-08-19,1480024000
2013-08-20,1492222000
2013-08-21,1477991000
2013-08-22,1480024000
2013-08-23,1492222000
2013-08-26,1484090000
2013-08-27,1484090000
2013-08-28,1469859000
2013-08-29,1459694000
2013-08-30,1465793000
2013-09-03,1459694000
2013-09-04,1482057000
2013-09-05,1459694000
2013-09-06,1455628000
2013-09-09,1459694000
2013-09-10,1457661000
2013-09-11,1449529000
2013-09-12,1457661000
2013-09-13,1469859000
2013-09-16,1477991000
2013-09-17,1490189000
2013-09-18,1508486000
2013-09-19,1498321000
2013-09-20,1492222000
2013-09-23,1482057000
2013-09-24,1482057000
2013-09-25,1471892000
2013-09-26,1475958000
2013-09-27,1471892000
2013-09-30,1443278000
2013-10-01,1431284000
2013-10-02,1415292000
2013-10-03,1397301000
2013-10-04,1399300000
2013-10-07,1395302000
2013-10-08,1399300000
2013-10-09,1403298000
2013-10-10,1417291000
2013-10-11,1413293000
2013-10-14,1421289000
2013-10-15,1409295000
2013-10-16,1449275000
2013-10-17,1449275000
2013-10-18,1449275000
2013-10-21,1447276000
2013-10-22,1459270000
2013-10-23,1495252000
2013-10-24,1495252000
2013-10-25,1501249000
2013-10-28,1529235000
2013-10-29,1535232000
2013-10-30,1527236000
2013-10-31,1523238000
2013-11-01,1527236000
2013-11-04,1519240000
2013-11-05,1521239000
2013-11-06,1537231000
2013-11-07,1523238000
2013-11-08,1541229000
2013-11-11,1541229000
2013-11-12,1543228000
2013-11-13,1549225000
2013-11-14,1569215000
2013-11-15,1563218000
2013-11-18,1565217000
2013-11-19,1559220000
2013-11-20,1557221000
2013-11-21,1583208000
2013-11-22,1575212000
2013-11-25,1561219000
2013-11-26,1551224000
2013-11-27,1559220000
2013-11-29,1553223000
2013-12-02,1537231000
2013-12-03,1549225000
2013-12-04,1565217000
2013-12-05,1551224000
2013-12-06,1577211000
2013-12-09,1569215000
2013-12-10,1557221000
2013-12-11,1555222000
2013-12-12,1523238000
2013-12-13,1531234000
2013-12-16,1537231000
2013-12-17,1523238000
2013-12-18,1551224000
2013-12-19,1539230000
2013-12-20,1559220000
2013-12-23,1551224000
2013-12-24,1561219000
2013-12-26,1563218000
2013-12-27,1571214000
2013-12-30,1571214000
2013-12-31,1551536000
2014-01-02,1517893000
2014-01-03,1515914000
2014-01-06,1519872000
2014-01-07,1531746000
2014-01-08,1519872000
2014-01-09,1527788000
2014-01-10,1543620000
2014-01-13,1511956000
2014-01-14,1529767000
2014-01-15,1531746000
2014-01-16,1539662000
2014-01-17,1545599000
2014-01-21,1581221000
2014-01-22,1575284000
2014-01-23,1563410000
2014-01-24,1543620000
2014-01-27,1563410000
2014-01-28,1561431000
2014-01-29,1525809000
2014-01-30,1537683000
2014-01-31,1525809000
2014-02-03,1504040000
2014-02-04,1507998000
2014-02-05,1515914000
2014-02-06,1525809000
2014-02-07,1557473000
2014-02-10,1551536000
2014-02-11,1557473000
2014-02-12,1593095000
2014-02-13,1595074000
2014-02-14,1602990000
2014-02-18,1612885000
2014-02-19,1622779999
2014-02-20,1640590999
2014-02-21,1648507000
2014-02-24,1648507000
2014-02-25,1672254999
2014-02-26,1644549000
2014-02-27,1646528000
2014-02-28,1660381000
2014-03-03,1646528000
2014-03-04,1654444000
2014-03-05,1658402000
2014-03-06,1656422999
2014-03-07,1666318000
2014-03-10,1672254999
2014-03-11,1688086999
2014-03-12,1688086999
2014-03-13,1652465000
2014-03-14,1668297000
2014-03-17,1680171000
2014-03-18,1682150000
2014-03-19,1666318000
2014-03-20,1674234000
2014-03-21,1682150000
2014-03-24,1670276000
2014-03-25,1680171000
2014-03-26,1701940000
2014-03-27,1711835000
2014-03-28,1719751000
2014-03-31,1724182000
2014-04-01,1702556000
2014-04-02,1700590000
2014-04-03,1702556000
2014-04-04,1700590000
2014-04-07,1698624000
2014-04-08,1633746000
2014-04-09,1665202000
2014-04-10,1647508000
2014-04-11,1619984000
2014-04-14,1619984000
2014-04-15,1635712000
2014-04-16,1659304000
2014-04-17,1663236000
2014-04-21,1663236000
2014-04-22,1657338000
2014-04-23,1724182000
2014-04-24,1704522000
2014-04-25,1696658000
2014-04-28,1753672000
2014-04-29,1743841999
2014-04-30,1753672000
2014-05-01,1759569999
2014-05-02,1771366000
2014-05-05,1767434000
2014-05-06,1777263999
2014-05-07,1794958000
2014-05-08,1791026000
2014-05-09,1800856000
2014-05-12,1808719999
2014-05-13,1810686000
2014-05-14,1812652000
2014-05-15,1798890000
2014-05-16,1810686000
2014-05-19,1810686000
2014-05-20,1806754000
2014-05-21,1812652000
2014-05-22,1810686000
2014-05-23,1804788000
2014-05-27,1796924000
2014-05-28,1798890000
2014-05-29,1830346000
2014-05-30,1826413999
2014-06-02,1822482000
2014-06-03,1798890000
2014-06-04,1838210000
2014-06-05,1851972000
2014-06-06,1851972000
2014-06-09,1853938000
2014-06-10,1850006000
2014-06-11,1842141999
2014-06-12,1830346000
2014-06-13,1828380000
2014-06-16,1857869999
2014-06-17,1846074000
2014-06-18,1907019999
2014-06-19,1905054000
2014-06-20,1899156000
2014-06-23,1877530000
2014-06-24,1853938000
2014-06-25,1851972000
2014-06-26,1853938000
2014-06-27,1844108000
2014-06-30,1836964000
2014-07-01,1850600000
2014-07-02,1850600000
2014-07-03,1852548000
2014-07-07,1844756000
2014-07-08,1831120000
2014-07-09,1836964000
2014-07-10,1848652000
2014-07-11,1850600000
2014-07-14,1858391999
2014-07-15,1862288000
2014-07-16,1860340000
2014-07-17,1846704000
2014-07-18,1864236000
2014-07-21,1846704000
2014-07-22,1840859999
2014-07-23,1833068000
2014-07-24,1912936000
2014-07-25,1930468000
2014-07-28,1936312000
2014-07-29,1903196000
2014-07-30,1872028000
2014-07-31,1842808000
2014-08-01,1840859999
2014-08-04,1852548000
2014-08-05,1850600000
2014-08-06,1887612000
2014-08-07,1879820000
2014-08-08,1893456000
2014-08-11,1899300000
2014-08-12,1893456000
2014-08-13,1895404000
2014-08-14,1897352000
2014-08-15,1893456000
2014-08-18,1907091999
2014-08-19,1916832000
2014-08-20,1910988000
2014-08-21,1916832000
2014-08-22,1897352000
2014-08-25,1910988000
2014-08-26,1909040000
2014-08-27,1938259999
2014-08-28,1959688000
2014-08-29,1973324000
2014-09-02,1977220000
2014-09-03,1990856000
2014-09-04,1963584000
2014-09-05,1951896000
2014-09-08,1953843999
2014-09-09,1951896000
2014-09-10,1967480000
2014-09-11,1969428000
2014-09-12,1940208000
2014-09-15,1961636000
2014-09-16,1992804000
2014-09-17,1979168000
2014-09-18,1986959999
2014-09-19,2012284000
2014-09-22,2049296000
2014-09-23,2000596000
2014-09-24,2037608000
2014-09-25,2006440000
2014-09-26,2008388000
2014-09-29,2010336000
2014-09-30,2007900000
2014-10-01,1984620000
2014-10-02,1986560000
2014-10-03,2021480000
2014-10-06,2021480000
2014-10-07,2004020000
2014-10-08,2037000000
2014-10-09,2007900000
2014-10-10,2011779999
2014-10-13,1992380000
2014-10-14,2002080000
2014-10-15,1940000000
2014-10-16,1932240000
2014-10-17,1971040000
2014-10-20,2027299999
2014-10-21,2040880000
2014-10-22,2042819999
2014-10-23,2091319999
2014-10-24,2085500000
2014-10-27,2122360000
2014-10-28,2120420000
2014-10-29,2114600000
2014-10-30,2153400000
2014-10-31,2163100000
2014-11-03,2170860000
2014-11-04,2198020000
2014-11-05,2155340000
2014-11-06,2184440000
2014-11-07,2184440000
2014-11-10,2201900000
2014-11-11,2178620000
2014-11-12,2207720000
2014-11-13,2207720000
2014-11-14,2190260000
2014-11-17,2209660000
2014-11-18,2213540000
2014-11-19,2223240000
2014-11-20,2240700000
2014-11-21,2248460000
2014-11-24,2269800000
2014-11-25,2287260000
2014-11-26,2277560000
2014-11-28,2310540000
2014-12-01,2281440000
2014-12-02,2298900000
2014-12-03,2262040000
2014-12-04,2252340000
2014-12-05,2246520000
2014-12-08,2240700000
2014-12-09,2225180000
2014-12-10,2225180000
2014-12-11,2219360000
2014-12-12,2192200000
2014-12-15,2184440000
2014-12-16,2182500000
2014-12-17,2201900000
2014-12-18,2258160000
2014-12-19,2238760000
2014-12-22,2271740000
2014-12-23,2295020000
2014-12-24,2295020000
2014-12-26,2283380000
2014-12-29,2277560000
2014-12-30,2269800000
2014-12-31,2219627003
2015-01-02,2217703582
2015-01-05,2210009901
2015-01-06,2213856742
2015-01-07,2246554887
2015-01-08,2298487234
2015-01-09,2286946712
2015-01-12,2267712510
2015-01-13,2285023292
2015-01-14,2315798017
2015-01-15,2338879060
2015-01-16,2367730364
2015-01-20,2410045610
2015-01-21,2438896915
2015-01-22,2456207697
2015-01-23,2431203233
2015-01-26,2450437436
2015-01-27,2452360857
2015-01-28,2429279813
2015-01-29,2448514016
2015-01-30,2392734828
2015-02-02,2431203233
2015-02-03,2410045610
2015-02-04,2435050074
2015-02-05,2394658248
2015-02-06,2415815871
2015-02-09,2411969031
2015-02-10,2440820335
2015-02-11,2461977958
2015-02-12,2425432973
2015-02-13,2383117726
2015-02-17,2386964567
2015-02-18,2415815871
2015-02-19,2421586132
2015-02-20,2440820335
2015-02-23,2440820335
2015-02-24,2442743755
2015-02-25,2446590596
2015-02-26,2421586132
2015-02-27,2440820335
2015-03-02,2452360857
2015-03-03,2446590596
2015-03-04,2415815871
2015-03-05,2442743755
2015-03-06,2425432973
2015-03-09,2440820335
2015-03-10,2413892451
2015-03-11,2381194306
2015-03-12,2402351929
2015-03-13,2375424045
2015-03-16,2392734828
2015-03-17,2344649321
2015-03-18,2373500625
2015-03-19,2356189843
2015-03-20,2385041147
2015-03-23,2396581668
2015-03-24,2404275350
2015-03-25,2388887987
2015-03-26,2450437436
2015-03-27,2444667175
2015-03-30,2467748219
2015-03-31,2419296000
2015-04-01,2419296000
2015-04-02,2407812000
2015-04-06,2425038000
2015-04-07,2444178000
2015-04-08,2428866000
2015-04-09,2434608000
2015-04-10,2425038000
2015-04-13,2405898000
2015-04-14,2407812000
2015-04-15,2403984000
2015-04-16,2415468000
2015-04-17,2371446000
2015-04-20,2396328000
2015-04-21,2440350000
2015-04-22,2428866000
2015-04-23,2432694000
2015-04-24,2430780000
2015-04-27,2381016000
2015-04-28,2350392000
2015-04-29,2319768000
2015-04-30,2298714000
2015-05-01,2340822000
2015-05-04,2346564000
2015-05-05,2327424000
2015-05-06,2327424000
2015-05-07,2335080000
2015-05-08,2358048000
2015-05-11,2354220000
2015-05-12,2335080000
2015-05-13,2373360000
2015-05-14,2392500000
2015-05-15,2384844000
2015-05-18,2382930000
2015-05-19,2386758000
2015-05-20,2384844000
2015-05-21,2394414000
2015-05-22,2375274000
2015-05-26,2356134000
2015-05-27,2384844000
2015-05-28,2373360000
2015-05-29,2361876000
2015-06-01,2356134000
2015-06-02,2342736000
2015-06-03,2346564000
2015-06-04,2319768000
2015-06-05,2275746000
2015-06-08,2264262000
2015-06-09,2258520000
2015-06-10,2281488000
2015-06-11,2285316000
2015-06-12,2266176000
2015-06-15,2241294000
2015-06-16,2266176000
2015-06-17,2283402000
2015-06-18,2304456000
2015-06-19,2298714000
2015-06-22,2300628000
2015-06-23,2287230000
2015-06-24,2292972000
2015-06-25,2302542000
2015-06-26,2306370000
2015-06-29,2260434000
2015-06-30,2235296000
2015-07-01,2286704000
2015-07-02,2273376000
2015-07-06,2303840000
2015-07-07,2370480000
2015-07-08,2334304000
2015-07-09,2340016000
2015-07-10,2366672000
2015-07-13,2400944000
2015-07-14,2408560000
2015-07-15,2400944000
2015-07-16,2414272000
2015-07-17,2412368000
2015-07-20,2425696000
2015-07-21,2414272000
2015-07-22,2412368000
2015-07-23,2368576000
2015-07-24,2389520000
2015-07-27,2380000000
2015-07-28,2421888000
2015-07-29,2437120000
2015-07-30,2446640000
2015-07-31,2459968000
2015-08-03,2471392000
2015-08-04,2499952000
2015-08-05,2551360000
2015-08-06,2522800000
2015-08-07,2509472000
2015-08-10,2505664000
2015-08-11,2503760000
2015-08-12,2501856000
2015-08-13,2517088000
2015-08-14,2520896000
2015-08-17,2543744000
2015-08-18,2538032000
2015-08-19,2532320000
2015-08-20,2496144000
2015-08-21,2421888000
2015-08-24,2353344000
2015-08-25,2300032000
2015-08-26,2349536000
2015-08-27,2362864000
2015-08-28,2362864000
2015-08-31,2351440000
2015-09-01,2311456000
2015-09-02,2347632000
2015-09-03,2359056000
2015-09-04,2322880000
2015-09-08,2380000000
2015-09-09,2330496000
2015-09-10,2328592000
2015-09-11,2343824000
2015-09-14,2336208000
2015-09-15,2353344000
2015-09-16,2368576000
2015-09-17,2385712000
2015-09-18,2366672000
2015-09-21,2393328000
2015-09-22,2368576000
2015-09-23,2380000000
2015-09-24,2385712000
2015-09-25,2397136000
2015-09-28,2366672000
2015-09-29,2399040000
2015-09-30,2402151000
2015-10-01,2405925000
2015-10-02,2417247000
2015-10-05,2507823000
2015-10-06,2490840000
2015-10-07,2524806000
2015-10-08,2539902000
2015-10-09,2543676000
2015-10-12,2553111000
2015-10-13,2539902000
2015-10-14,2515371000
2015-10-15,2521032000
2015-10-16,2554998000
2015-10-19,2579529000
2015-10-20,2573868000
2015-10-21,2577642000
2015-10-22,2722941000
2015-10-23,2730489000
2015-10-26,2730489000
2015-10-27,2749359000
2015-10-28,2762568000
2015-10-29,2736150000
2015-10-30,2715393000
2015-11-02,2707845000
2015-11-03,2681427000
2015-11-04,2679540000
2015-11-05,2664444000
2015-11-06,2621043000
2015-11-09,2609721000
2015-11-10,2647461000
2015-11-11,2688975000
2015-11-12,2638026000
2015-11-13,2638026000
2015-11-16,2673879000
2015-11-17,2647461000
2015-11-18,2696523000
2015-11-19,2713506000
2015-11-20,2670105000
2015-11-23,2707845000
2015-11-24,2717280000
2015-11-25,2728602000
2015-11-27,2751246000
2015-11-30,2726715000
2015-12-01,2783325000
2015-12-02,2760681000
2015-12-03,2728602000
2015-12-04,2807856000
2015-12-07,2788986000
2015-12-08,2811630000
2015-12-09,2762568000
2015-12-10,2766342000
2015-12-11,2747472000
2015-12-14,2788986000
2015-12-15,2836161000
2015-12-16,2858805000
2015-12-17,2826726000
2015-12-18,2783325000
2015-12-21,2800308000
2015-12-22,2841822000
2015-12-23,2851257000
2015-12-24,2853144000
2015-12-28,2866353000
2015-12-29,2885223000
2015-12-30,2875788000
2015-12-31,2815876000
2016-01-04,2785860000
2016-01-05,2819628000
2016-01-06,2853396000
2016-01-07,2817752000
2016-01-08,2793364000
2016-01-11,2797116000
2016-01-12,2800868000
2016-01-13,2729580000
2016-01-14,2725828000
2016-01-15,2692060000
2016-01-19,2738960000
2016-01-20,2725828000
2016-01-21,2718324000
2016-01-22,2735208000
2016-01-25,2748340000
2016-01-26,2761472000
2016-01-27,2735208000
2016-01-28,2780232000
2016-01-29,2834636000
2016-02-01,2885288000
2016-02-02,2860900000
2016-02-03,2815876000
2016-02-04,2725828000
2016-02-05,2699564000
2016-02-08,2688308000
2016-02-09,2727704000
2016-02-10,2718324000
2016-02-11,2705192000
2016-02-12,2778356000
2016-02-16,2778356000
2016-02-17,2697688000
2016-02-18,2716448000
2016-02-19,2735208000
2016-02-22,2757720000
2016-02-23,2782108000
2016-02-24,2798992000
2016-02-25,2815876000
2016-02-26,2783984000
2016-02-29,2765224000
2016-03-01,2800868000
2016-03-02,2778356000
2016-03-03,2776480000
2016-03-04,2772728000
2016-03-07,2723952000
2016-03-08,2740836000
2016-03-09,2780232000
2016-03-10,2782108000
2016-03-11,2750216000
2016-03-14,2740836000
2016-03-15,2738960000
2016-03-16,2723952000
2016-03-17,2772728000
2016-03-18,2729580000
2016-03-21,2725828000
2016-03-22,2699564000
2016-03-23,2716448000
2016-03-24,2665796000
2016-03-28,2701440000
2016-03-29,2718324000
2016-03-30,2716448000
2016-03-31,2674080000
2016-04-01,2729790000
2016-04-04,2720505000
2016-04-05,2729790000
2016-04-06,2727933000
2016-04-07,2690793000
2016-04-08,2735361000
2016-04-11,2713077000
2016-04-12,2709363000
2016-04-13,2672223000
2016-04-14,2638797000
2016-04-15,2644368000
2016-04-18,2655510000
2016-04-19,2677794000
2016-04-20,2625798000
2016-04-21,2583087000
2016-04-22,2590515000
2016-04-25,2620227000
2016-04-26,2623941000
2016-04-27,2701935000
2016-04-28,2709363000
2016-04-29,2718648000
2016-05-02,2752074000
2016-05-03,2752074000
2016-05-04,2772501000
2016-05-05,2779929000
2016-05-06,2809641000
2016-05-09,2837496000
2016-05-10,2852352000
2016-05-11,2833782000
2016-05-12,2857923000
2016-05-13,2837496000
2016-05-16,2822640000
2016-05-17,2763216000
2016-05-18,2746503000
2016-05-19,2755788000
2016-05-20,2726076000
2016-05-23,2748360000
2016-05-24,2770644000
2016-05-25,2742789000
2016-05-26,2755788000
2016-05-27,2755788000
2016-05-31,2733504000
2016-06-01,2761359000
2016-06-02,2752074000
2016-06-03,2772501000
2016-06-06,2759502000
2016-06-07,2744646000
2016-06-08,2746503000
2016-06-09,2761359000
2016-06-10,2757645000
2016-06-13,2739075000
2016-06-14,2742789000
2016-06-15,2729790000
2016-06-16,2763216000
2016-06-17,2731647000
2016-06-20,2750217000
2016-06-21,2761359000
2016-06-22,2753931000
2016-06-23,2766930000
2016-06-24,2755788000
2016-06-27,2865351000
2016-06-28,2831925000
2016-06-29,2813355000
2016-06-30,2875488000
2016-07-01,2845920000
2016-07-05,2895816000
2016-07-06,2908752000
2016-07-07,2886576000
2016-07-08,2890272000
2016-07-11,2871792000
2016-07-12,2881032000
2016-07-13,2892120000
2016-07-14,2884728000
2016-07-15,2886576000
2016-07-18,2875488000
2016-07-19,2912448000
2016-07-20,2908752000
2016-07-21,2903208000
2016-07-22,2925384000
2016-07-25,2916144000
2016-07-26,2892120000
2016-07-27,2862552000
2016-07-28,2912448000
2016-07-29,2930928000
2016-08-01,2916144000
2016-08-02,2886576000
2016-08-03,2875488000
2016-08-04,2892120000
2016-08-05,2879184000
2016-08-08,2853312000
2016-08-09,2853312000
2016-08-10,2886576000
2016-08-11,2884728000
2016-08-12,2892120000
2016-08-15,2886576000
2016-08-16,2832984000
2016-08-17,2853312000
2016-08-18,2845920000
2016-08-19,2825592000
2016-08-22,2810808000
2016-08-23,2781240000
2016-08-24,2779392000
2016-08-25,2783088000
2016-08-26,2775696000
2016-08-29,2779392000
2016-08-30,2772000000
2016-08-31,2788632000
2016-09-01,2775696000
2016-09-02,2810808000
2016-09-06,2796024000
2016-09-07,2783088000
2016-09-08,2766456000
2016-09-09,2672208000
2016-09-12,2714712000
2016-09-13,2679600000
2016-09-14,2686992000
2016-09-15,2685144000
2016-09-16,2699928000
2016-09-19,2699928000
2016-09-20,2701776000
2016-09-21,2720256000
2016-09-22,2736888000
2016-09-23,2725800000
2016-09-26,2686992000
2016-09-27,2696232000
2016-09-28,2716560000
2016-09-29,2699928000
2016-09-30,2698920000
2016-10-03,2682396000
2016-10-04,2566728000
2016-10-05,2575908000
2016-10-06,2601612000
2016-10-07,2586924000
2016-10-10,2594268000
2016-10-11,2575908000
2016-10-12,2581416000
2016-10-13,2581416000
2016-10-14,2575908000
2016-10-17,2590596000
2016-10-18,2590596000
2016-10-19,2601612000
2016-10-20,2575908000
2016-10-21,2597940000
2016-10-24,2610792000
2016-10-25,2610792000
2016-10-26,2619972000
2016-10-27,2574072000
2016-10-28,2608956000
2016-10-31,2594268000
2016-11-01,2566728000
2016-11-02,2574072000
2016-11-03,2561220000
2016-11-04,2557548000
2016-11-07,2592432000
2016-11-08,2618136000
2016-11-09,2539188000
2016-11-10,2460240000
2016-11-11,2434536000
2016-11-14,2436372000
2016-11-15,2460240000
2016-11-16,2449224000
2016-11-17,2454732000
2016-11-18,2467584000
2016-11-21,2520828000
2016-11-22,2586924000
2016-11-23,2579580000
2016-11-25,2601612000
2016-11-28,2625480000
2016-11-29,2643840000
2016-11-30,2564892000
2016-12-01,2518992000
2016-12-02,2517156000
2016-12-05,2541024000
2016-12-06,2581416000
2016-12-07,2618136000
2016-12-08,2592432000
2016-12-09,2654856000
2016-12-12,2669544000
2016-12-13,2662200000
2016-12-14,2653020000
2016-12-15,2675052000
2016-12-16,2678724000
2016-12-19,2671380000
2016-12-20,2675052000
2016-12-21,2669544000
2016-12-22,2675052000
2016-12-23,2684232000
2016-12-27,2686068000
2016-12-28,2673216000
2016-12-29,2687904000
2016-12-30,2680560000
2017-01-03,2683142000
2017-01-04,2695980000
2017-01-05,2697814000
2017-01-06,2684976000
2017-01-09,2673972000
2017-01-10,2659300000
2017-01-11,2657466000
2017-01-12,2642794000
2017-01-13,2644628000
2017-01-17,2664802000
2017-01-18,2666636000
2017-01-19,2668470000
2017-01-20,2677640000
2017-01-23,2692312000
2017-01-24,2699648000
2017-01-25,2690478000
2017-01-26,2675806000
2017-01-27,2657466000
2017-01-30,2677640000
2017-01-31,2692312000
2017-02-01,2670304000
2017-02-02,2703316000
2017-02-03,2708818000
2017-02-06,2692312000
2017-02-07,2734494000
2017-02-08,2739996000
2017-02-09,2751000000
2017-02-10,2762004000
2017-02-13,2760170000
2017-02-14,2747332000
2017-02-15,2739996000
2017-02-16,2778510000
2017-02-17,2774842000
2017-02-21,2793182000
2017-02-22,2784012000
2017-02-23,2793182000
2017-02-24,2798684000
2017-02-27,2754668000
2017-02-28,2758336000
2017-03-01,2754668000
2017-03-02,2793182000
2017-03-03,2802352000
2017-03-06,2787680000
2017-03-07,2782178000
2017-03-08,2785846000
2017-03-09,2793182000
2017-03-10,2796850000
2017-03-13,2796850000
2017-03-14,2795016000
2017-03-15,2839032000
2017-03-16,2846368000
2017-03-17,2822526000
2017-03-20,2839032000
2017-03-21,2851870000
2017-03-22,2862874000
2017-03-23,2855538000
2017-03-24,2862874000
2017-03-27,2870210000
2017-03-28,2868376000
2017-03-29,2866542000
2017-03-30,2873878000
2017-03-31,2889064000
2017-04-03,2872576000
2017-04-04,2878072000
2017-04-05,2857920000
2017-04-06,2837768000
2017-04-07,2846928000
2017-04-10,2863416000
2017-04-11,2865248000
2017-04-12,2868912000
2017-04-13,2867080000
2017-04-17,2894560000
2017-04-18,2916544000
2017-04-19,2903720000
2017-04-20,2892728000
2017-04-21,2889064000
2017-04-24,2898224000
2017-04-25,2901888000
2017-04-26,2742504000
2017-04-27,2718688000
2017-04-28,2704032000
2017-05-01,2680216000
2017-05-02,2661896000
2017-05-03,2678384000
2017-05-04,2689376000
2017-05-05,2689376000
2017-05-08,2685712000
2017-05-09,2669224000
2017-05-10,2669224000
2017-05-11,2680216000
2017-05-12,2665560000
2017-05-15,2687544000
2017-05-16,2683880000
2017-05-17,2663728000
2017-05-18,2667392000
2017-05-19,2682048000
2017-05-22,2698536000
2017-05-23,2711360000
2017-05-24,2751664000
2017-05-25,2751664000
2017-05-26,2757160000
2017-05-30,2731512000
2017-05-31,2737008000
2017-06-01,2740672000
2017-06-02,2738840000
2017-06-05,2738840000
2017-06-06,2722352000
2017-06-07,2757160000
2017-06-08,2716856000
2017-06-09,2696704000
2017-06-12,2733344000
2017-06-13,2740672000
2017-06-14,2764488000
2017-06-15,2766320000
2017-06-16,2749832000
2017-06-19,2817616000
2017-06-20,2834104000
2017-06-21,2824944000
2017-06-22,2722352000
2017-06-23,2740672000
2017-06-26,2740672000
2017-06-27,2702200000
2017-06-28,2720520000
2017-06-29,2680216000
2017-06-30,2661138000
2017-07-03,2672022000
2017-07-05,2621230000
2017-07-06,2601276000
2017-07-07,2606718000
2017-07-10,2604904000
2017-07-11,2592206000
2017-07-12,2606718000
2017-07-13,2612160000
2017-07-14,2637556000
2017-07-17,2637556000
2017-07-18,2657510000
2017-07-19,2670208000
2017-07-20,2664766000
2017-07-21,2668394000
2017-07-24,2672022000
2017-07-25,2682906000
2017-07-26,2691976000
2017-07-27,2688348000
2017-07-28,2653882000
2017-07-31,2662952000
2017-08-01,2659324000
2017-08-02,2657510000
2017-08-03,2653882000
2017-08-04,2648440000
2017-08-07,2659324000
2017-08-08,2637556000
2017-08-09,2637556000
2017-08-10,2639370000
2017-08-11,2639370000
2017-08-14,2666580000
2017-08-15,2686534000
2017-08-16,2699232000
2017-08-17,2679278000
2017-08-18,2659324000
2017-08-21,2670208000
2017-08-22,2684720000
2017-08-23,2661138000
2017-08-24,2626672000
2017-08-25,2637556000
2017-08-28,2637556000
2017-08-29,2639370000
