,VRSN
2009-04-13,3960863439
2009-04-14,3935819070
2009-04-15,3887656820
2009-04-16,3883803840
2009-04-17,3820229669
2009-04-20,3695007820
2009-04-21,3708493250
2009-04-22,3642992590
2009-04-23,3681522390
2009-04-24,3729684640
2009-04-27,3704640270
2009-04-28,3669963450
2009-04-29,3835641590
2009-04-30,3964716419
2009-05-01,4101497210
2009-05-04,4206221206
2009-05-05,4197821710
2009-05-06,4170850849
2009-05-07,4012878669
2009-05-08,4673664740
2009-05-11,4660179310
2009-05-12,4623576000
2009-05-13,4446338920
2009-05-14,4523398520
2009-05-15,4427074020
2009-05-18,4525325010
2009-05-19,4477162760
2009-05-20,4486795210
2009-05-21,4403956140
2009-05-22,4376985280
2009-05-26,4459824350
2009-05-27,4465603820
2009-05-28,4467530310
2009-05-29,4509913090
2009-06-01,4613943550
2009-06-02,4534957460
2009-06-03,4390470710
2009-06-04,4469456800
2009-06-05,4467530310
2009-06-08,3833715099
2009-06-09,3646845570
2009-06-10,3747023050
2009-06-11,3706566759
2009-06-12,3706566759
2009-06-15,3531256169
2009-06-16,3483093919
2009-06-17,3540888620
2009-06-18,3567859480
2009-06-19,3581344910
2009-06-22,3587124380
2009-06-23,3571712460
2009-06-24,3633360140
2009-06-25,3671889939
2009-06-26,3687301860
2009-06-29,3604462790
2009-06-30,3567303880
2009-07-01,3565377690
2009-07-02,3476772950
2009-07-06,3569230070
2009-07-07,3453658670
2009-07-08,3455584860
2009-07-09,3496034849
2009-07-10,3478699139
2009-07-13,3509518180
2009-07-14,3578861019
2009-07-15,3788815730
2009-07-16,3784963349
2009-07-17,3825413340
2009-07-20,3827339530
2009-07-21,3846601430
2009-07-22,3838896670
2009-07-23,3929427599
2009-07-24,3898608559
2009-07-27,3883199040
2009-07-28,3885125230
2009-07-29,3898608559
2009-07-30,3954468070
2009-07-31,3937132360
2009-08-03,3985287110
2009-08-04,3956394260
2009-08-05,3964099019
2009-08-06,3960246639
2009-08-07,3594270540
2009-08-10,3621237200
2009-08-11,3682875280
2009-08-12,3798446680
2009-08-13,3904387130
2009-08-14,4043072809
2009-08-17,3940984740
2009-08-18,3948689500
2009-08-19,3998770440
2009-08-20,3964099019
2009-08-21,4033441860
2009-08-24,3994918059
2009-08-25,3960246639
2009-08-26,4044999000
2009-08-27,4064260900
2009-08-28,4133603740
2009-08-31,4081596610
2009-09-01,4010327580
2009-09-02,3971803780
2009-09-03,3987213300
2009-09-04,4035368050
2009-09-08,4093153750
2009-09-09,4093153750
2009-09-10,4233765620
2009-09-11,4364746540
2009-09-14,4324296550
2009-09-15,4360894160
2009-09-16,4499579840
2009-09-17,4536177450
2009-09-18,4478391750
2009-09-21,4472613180
2009-09-22,4486096510
2009-09-23,4518841740
2009-09-24,4414827480
2009-09-25,4391713200
2009-09-28,4462982230
2009-09-29,4422532240
2009-09-30,4339392060
2009-10-01,4203843300
2009-10-02,4213002000
2009-10-05,4211170259
2009-10-06,4322906400
2009-10-07,4370531640
2009-10-08,4341223800
2009-10-09,4341223800
2009-10-12,4299093780
2009-10-13,4300925520
2009-10-14,4328401620
2009-10-15,4289935080
2009-10-16,4267954200
2009-10-19,4463950380
2009-10-20,4429147320
2009-10-21,4421820360
2009-10-22,4467613860
2009-10-23,4357709460
2009-10-26,4326569880
2009-10-27,4300925520
2009-10-28,4125078480
2009-10-29,4264290720
2009-10-30,4178198940
2009-11-02,4238646360
2009-11-03,4205675040
2009-11-04,4245973320
2009-11-05,4396176000
2009-11-06,4256963759
2009-11-09,4216665480
2009-11-10,4150722840
2009-11-11,4198348080
2009-11-12,4167208500
2009-11-13,4165376759
2009-11-16,4213002000
2009-11-17,4187357640
2009-11-18,4150722840
2009-11-19,4007847120
2009-11-20,3949231440
2009-11-23,4033491480
2009-11-24,4081116720
2009-11-25,4112256300
2009-11-27,4084780200
2009-11-30,4110424560
2009-12-01,4136068919
2009-12-02,4057304099
2009-12-03,4075621500
2009-12-04,4097602380
2009-12-07,4097602380
2009-12-08,4049977140
2009-12-09,4002351900
2009-12-10,4033491480
2009-12-11,4064631060
2009-12-14,4073789759
2009-12-15,4081116720
2009-12-16,4128741960
2009-12-17,4064631060
2009-12-18,4368699900
2009-12-21,4377858600
2009-12-22,4366868160
2009-12-23,4432810800
2009-12-24,4445632980
2009-12-28,4463950380
2009-12-29,4471277340
2009-12-30,4509743880
2009-12-31,4440137760
2010-01-04,4531724760
2010-01-05,4579350000
2010-01-06,4529893020
2010-01-07,4467613860
2010-01-08,4502416920
2010-01-11,4489594740
2010-01-12,4429147320
2010-01-13,4469445600
2010-01-14,4456623420
2010-01-15,4392512520
2010-01-19,4451128200
2010-01-20,4398007740
2010-01-21,4401671220
2010-01-22,4275281160
2010-01-25,4286271599
2010-01-26,4308252480
2010-01-27,4324738140
2010-01-28,4227655919
2010-01-29,4196516340
2010-02-01,4247805060
2010-02-02,4289935080
2010-02-03,4267954200
2010-02-04,4220328960
2010-02-05,4256963759
2010-02-08,4209338520
2010-02-09,4213002000
2010-02-10,4189189380
2010-02-11,4277112900
2010-02-12,4266122460
2010-02-16,4324738140
2010-02-17,4418156880
2010-02-18,4392512520
2010-02-19,4418156880
2010-02-22,4454791680
2010-02-23,4465782120
2010-02-24,4515239100
2010-02-25,4553705640
2010-02-26,4564696080
2010-03-01,4659946560
2010-03-02,4626975240
2010-03-03,4643460900
2010-03-04,4808317500
2010-03-05,4854111000
2010-03-08,4863269700
2010-03-09,4855484805
2010-03-10,4927380600
2010-03-11,4896241020
2010-03-12,4879755360
2010-03-15,4920053640
2010-03-16,4899904500
2010-03-17,4894409280
2010-03-18,4940202780
2010-03-19,4909063200
2010-03-22,4859606220
2010-03-23,4839457080
2010-03-24,4830298380
2010-03-25,4777177920
2010-03-26,4751533560
2010-03-29,4724057460
2010-03-30,4753365300
2010-03-31,4712742400
2010-04-01,4774323200
2010-04-05,4855827200
2010-04-06,4875750400
2010-04-07,4806924800
2010-04-08,4817792000
2010-04-09,4861260800
2010-04-12,4832281600
2010-04-13,4803302400
2010-04-14,4854016000
2010-04-15,4863072000
2010-04-16,4817792000
2010-04-19,4861260800
2010-04-20,4904729600
2010-04-21,4960876800
2010-04-22,4966310400
2010-04-23,4968121600
2010-04-26,4960876800
2010-04-27,4910163200
2010-04-28,4868505600
2010-04-29,4982611200
2010-04-30,4940953600
2010-05-03,5018835200
2010-05-04,4850393600
2010-05-05,4846771200
2010-05-06,4772512000
2010-05-07,4518944000
2010-05-10,4790624000
2010-05-11,4803302400
2010-05-12,4953632000
2010-05-13,4913785600
2010-05-14,4837715200
2010-05-17,4861260800
2010-05-18,5113017600
2010-05-19,5069548800
2010-05-20,4991667200
2010-05-21,4953632000
2010-05-24,4908352000
2010-05-25,4767078400
2010-05-26,4859449600
2010-05-27,5035136000
2010-05-28,5055059200
2010-06-01,4928275200
2010-06-02,5049625600
2010-06-03,5232556800
2010-06-04,5123884800
2010-06-07,5009779200
2010-06-08,4989856000
2010-06-09,5064115200
2010-06-10,5160108800
2010-06-11,5205388800
2010-06-14,5190899200
2010-06-15,5297760000
2010-06-16,5341228800
2010-06-17,5346662400
2010-06-18,5323116800
2010-06-21,5256102400
2010-06-22,5118451200
2010-06-23,5154675200
2010-06-24,5056870400
2010-06-25,5022457600
2010-06-28,5047814400
2010-06-29,4835904000
2010-06-30,4608336600
2010-07-01,4563207880
2010-07-02,4530229200
2010-07-06,4502457680
2010-07-07,4748929920
2010-07-08,4858280280
2010-07-09,4729837000
2010-07-12,4736779880
2010-07-13,4945066280
2010-07-14,5019702240
2010-07-15,4986723560
2010-07-16,4842658800
2010-07-19,4905144720
2010-07-20,4939859120
2010-07-21,4873901760
2010-07-22,4961555620
2010-07-23,4998873600
2010-07-26,5024909400
2010-07-27,5007552200
2010-07-28,4934651960
2010-07-29,4938123400
2010-07-30,4886051800
2010-08-02,4860016000
2010-08-03,5071773840
2010-08-04,5149881240
2010-08-05,5122109720
2010-08-06,5120374000
2010-08-09,5142938360
2010-08-10,5170709880
2010-08-11,4995402160
2010-08-12,4983252120
2010-08-13,4952009160
2010-08-16,5035323720
2010-08-17,5075245280
2010-08-18,5066566680
2010-08-19,5094338200
2010-08-20,5097809640
2010-08-23,5050945200
2010-08-24,4943330560
2010-08-25,5004080760
2010-08-26,5037059440
2010-08-27,5127316880
2010-08-30,5042266600
2010-08-31,5049209480
2010-09-01,5133825830
2010-09-02,5162031280
2010-09-03,5224517200
2010-09-07,5165502720
2010-09-08,5292210280
2010-09-09,5319981800
2010-09-10,5358167640
2010-09-13,5479668040
2010-09-14,5430200020
2010-09-15,5444953640
2010-09-16,5444953640
2010-09-17,5458839400
2010-09-20,5572529059
2010-09-21,5528268200
2010-09-22,5535211080
2010-09-23,5455367960
2010-09-24,5490082360
2010-09-27,5479668040
2010-09-28,5464046560
2010-09-29,5486610920
2010-09-30,5401925820
2010-10-01,5396820030
2010-10-04,5408733540
2010-10-05,5543186010
2010-10-06,5434262490
2010-10-07,5442772140
2010-10-08,5444474070
2010-10-11,5403627750
2010-10-12,5463195300
2010-10-13,5476810740
2010-10-14,5451281790
2010-10-15,5473406879
2010-10-18,5459791440
2010-10-19,5391714240
2010-10-20,5475108810
2010-10-21,5478512670
2010-10-22,5592541980
2010-10-25,5675936550
2010-10-26,5660619180
2010-10-27,5662321110
2010-10-28,5692955850
2010-10-29,5914206750
2010-11-01,5859744990
2010-11-02,5844427620
2010-11-03,5875062360
2010-11-04,6002707110
2010-11-05,5982283950
2010-11-08,6020577375
2010-11-09,5970370440
2010-11-10,5888677800
2010-11-11,5885273940
2010-11-12,5822302530
2010-11-15,5796773580
2010-11-16,5801879370
2010-11-17,5852937270
2010-11-18,5929524120
2010-11-19,5931226050
2010-11-22,6028236060
2010-11-23,5875062360
2010-11-24,6041851500
2010-11-26,6006110970
2010-11-29,5890379730
2010-11-30,5839321830
2010-12-01,5963562720
2010-12-02,6007812899
2010-12-03,5946543420
2010-12-06,5956755000
2010-12-07,6001005180
2010-12-08,6001005180
2010-12-09,5961860790
2010-12-10,6075039135
2010-12-13,6029937990
2010-12-14,6040149570
2010-12-15,6298842930
2010-12-16,5805283230
2010-12-17,5834216040
2010-12-20,5808687090
2010-12-21,5772946560
2010-12-22,5720186730
2010-12-23,5679340410
2010-12-27,5643599879
2010-12-28,5606157420
2010-12-29,5601051629
2010-12-30,5602753560
2010-12-31,5560205310
2011-01-03,5686148129
2011-01-04,5650407600
2011-01-05,5699763570
2011-01-06,5745715680
2011-01-07,5674234620
2011-01-10,5601051629
2011-01-11,5577224610
2011-01-12,5538080220
2011-01-13,5543186010
2011-01-14,5641897950
2011-01-18,5662321110
2011-01-19,5549993730
2011-01-20,5563609170
2011-01-21,5481916530
2011-01-24,5567013030
2011-01-25,5532974430
2011-01-26,5609561280
2011-01-27,5599349700
2011-01-28,5744013750
2011-01-31,5726994450
2011-02-01,5812090950
2011-02-02,5791667790
2011-02-03,5863148850
2011-02-04,6004409040
2011-02-07,6046957290
2011-02-08,6041851500
2011-02-09,6137159580
2011-02-10,6162688530
2011-02-11,6247785030
2011-02-14,6225659940
2011-02-15,6229063800
2011-02-16,6293737139
2011-02-17,6278419770
2011-02-18,6252039855
2011-02-22,5973774300
2011-02-23,5977178160
2011-02-24,6063976590
2011-02-25,6123544139
2011-02-28,6006110970
2011-03-01,5965264649
2011-03-02,6065678520
2011-03-03,6118438350
2011-03-04,6148647607
2011-03-07,6046957290
2011-03-08,6174602040
2011-03-09,6147371160
2011-03-10,6069082379
2011-03-11,6126948000
2011-03-14,6063976590
2011-03-15,6058870800
2011-03-16,5941437629
2011-03-17,5968668510
2011-03-18,5956755000
2011-03-21,6041426017
2011-03-22,5997601320
2011-03-23,6004409040
2011-03-24,6099717120
2011-03-25,6160986600
2011-03-28,6138861510
2011-03-29,6201832920
2011-03-30,6203534850
2011-03-31,6064124910
2011-04-01,6109342079
2011-04-04,6162932800
2011-04-05,6193077579
2011-04-06,6191402870
2011-04-07,6183029320
2011-04-08,6100968530
2011-04-11,6044028390
2011-04-12,6171306350
2011-04-13,6260065980
2011-04-14,6183029320
2011-04-15,6152884540
2011-04-18,6126089180
2011-04-19,6109342079
2011-04-20,6246668300
2011-04-21,6246668300
2011-04-25,6221547650
2011-04-26,6201451130
2011-04-27,6228246490
2011-04-28,6236620040
2011-04-29,6193077579
2011-05-02,6219872940
2011-05-03,6122739760
2011-05-04,6064124910
2011-05-05,5801195440
2011-05-06,5956943470
2011-05-09,5961967600
2011-05-10,5992112380
2011-05-11,5955268760
2011-05-12,6142836280
2011-05-13,6117715630
2011-05-16,5978714700
2011-05-17,5995461800
2011-05-18,6244993590
2011-05-19,6239969460
2011-05-20,6241644170
2011-05-23,6142836280
2011-05-24,6074173170
2011-05-25,6065799620
2011-05-26,6085896140
2011-05-27,5923449270
2011-05-31,5864834420
2011-06-01,5781098920
2011-06-02,5869858550
2011-06-03,5846412609
2011-06-06,5742580590
2011-06-07,5729182910
2011-06-08,5714110520
2011-06-09,5697363420
2011-06-10,5643772700
2011-06-13,5571760170
2011-06-14,5603579660
2011-06-15,5523193579
2011-06-16,5488024670
2011-06-17,5478813765
2011-06-20,5459554600
2011-06-21,5571760170
2011-06-22,5549151585
2011-06-23,5538265970
2011-06-24,5483000540
2011-06-27,5484675250
2011-06-28,5483837895
2011-06-29,5622001470
2011-06-30,5455519160
2011-07-01,5523998480
2011-07-05,5582695040
2011-07-06,5616934700
2011-07-07,5644652520
2011-07-08,5612043320
2011-07-11,5514215720
2011-07-12,5471823760
2011-07-13,5445736400
2011-07-14,5346278340
2011-07-15,5488128359
2011-07-18,5419649040
2011-07-19,5497911120
2011-07-20,5432692720
2011-07-21,5408235820
2011-07-22,5506063420
2011-07-25,5493019740
2011-07-26,5507693880
2011-07-27,5333234660
2011-07-28,5221548150
2011-07-29,5088665660
2011-08-01,4997359900
2011-08-02,4889749540
2011-08-03,4958228860
2011-08-04,4772356420
2011-08-05,4716920780
2011-08-08,4560396620
2011-08-09,4770725960
2011-08-10,4581592600
2011-08-11,4893010460
2011-08-12,5059317380
2011-08-15,5140840380
2011-08-16,5020186340
2011-08-17,4981055300
2011-08-18,4713659860
2011-08-19,4684311580
2011-08-22,4703877100
2011-08-23,4968011620
2011-08-24,4971272540
2011-08-25,4867738330
2011-08-26,4959859320
2011-08-29,5054426000
2011-08-30,5069100140
2011-08-31,5078882900
2011-09-01,5019371110
2011-09-02,4893010460
2011-09-06,5227254760
2011-09-07,5625087000
2011-09-08,5528889859
2011-09-09,4733225380
2011-09-12,4785400100
2011-09-13,4800074240
2011-09-14,4746269060
2011-09-15,4743008140
2011-09-16,4728334000
2011-09-19,4756051820
2011-09-20,4637028240
2011-09-21,4632136860
2011-09-22,4531048340
2011-09-23,4620723640
2011-09-26,4744638600
2011-09-27,4808226540
2011-09-28,4659854680
2011-09-29,4720181700
2011-09-30,4558831840
2011-10-03,4385146880
2011-10-04,4496687680
2011-10-05,4711802080
2011-10-06,4750044640
2011-10-07,4730923360
2011-10-10,4893454240
2011-10-11,4885487040
2011-10-12,4861585440
2011-10-13,4786693760
2011-10-14,4856805120
2011-10-17,4797847840
2011-10-18,4848837920
2011-10-19,4770759360
2011-10-20,4786693760
2011-10-21,4920542720
2011-10-24,4925323040
2011-10-25,4901421440
2011-10-26,4850431360
2011-10-27,5159558720
2011-10-28,5234450400
2011-10-31,5113348960
2011-11-01,5038457280
2011-11-02,5111755520
2011-11-03,5261538880
2011-11-04,5256758560
2011-11-07,5312528960
2011-11-08,5382640320
2011-11-09,5114942400
2011-11-10,5172306240
2011-11-11,5295001119
2011-11-14,5275879840
2011-11-15,5344397760
2011-11-16,5290220800
2011-11-17,5137250560
2011-11-18,5148404640
2011-11-21,5075106400
2011-11-22,5089447360
2011-11-23,5019336000
2011-11-25,5016149120
2011-11-28,5145217760
2011-11-29,5156371840
2011-11-30,5350771520
2011-12-01,5396981280
2011-12-02,5325276480
2011-12-05,5369892800
2011-12-06,5347584640
2011-12-07,5315715840
2011-12-08,5299781440
2011-12-09,5408135360
2011-12-12,5369892800
2011-12-13,5317309280
2011-12-14,5296594560
2011-12-15,5433630400
2011-12-16,5532423680
2011-12-19,5545171200
2011-12-20,5667866080
2011-12-21,5685393920
2011-12-22,5731603680
2011-12-23,5712482400
2011-12-27,5774626560
2011-12-28,5682207039
2011-12-29,5683800480
2011-12-30,5691767680
2012-01-03,5707702080
2012-01-04,5707702080
2012-01-05,5694954560
2012-01-06,5640777600
2012-01-09,5580226880
2012-01-10,5691767680
2012-01-11,5669459520
2012-01-12,5706108640
2012-01-13,5663085760
2012-01-17,5704515200
2012-01-18,5722043039
2012-01-19,5696548000
2012-01-20,5737977440
2012-01-23,5752318400
2012-01-24,5819242880
2012-01-25,5801715039
2012-01-26,5723636480
2012-01-27,5787374080
2012-01-30,5913255840
2012-01-31,5902101760
2012-02-01,5969026240
2012-02-02,5868639520
2012-02-03,5902101760
2012-02-06,5831990400
2012-02-07,5820836320
2012-02-08,5819242880
2012-02-09,5875013280
2012-02-10,5833583840
2012-02-13,5889354240
2012-02-14,5927596800
2012-02-15,5875013280
2012-02-16,5927596800
2012-02-17,5924409920
2012-02-21,5946718080
2012-02-22,5967432800
2012-02-23,6050291680
2012-02-24,5997708160
2012-02-27,5988147520
2012-02-28,5948311520
2012-02-29,5887760800
2012-03-01,5895728000
2012-03-02,5895728000
2012-03-05,5854298560
2012-03-06,5768252800
2012-03-07,5733197119
2012-03-08,5812869119
2012-03-09,5887760800
2012-03-12,5961059039
2012-03-13,6077380160
2012-03-14,6048698240
2012-03-15,6051885119
2012-03-16,6129963680
2012-03-19,6144304640
2012-03-20,6085347360
2012-03-21,6058258880
2012-03-22,6129963680
2012-03-23,6077380160
2012-03-26,6126776800
2012-03-27,6107655520
2012-03-28,6090127680
2012-03-29,6141117760
2012-03-30,6110842400
2012-04-02,6106961250
2012-04-03,6146361000
2012-04-04,6073865460
2012-04-05,6136905060
2012-04-09,6146361000
2012-04-10,6146361000
2012-04-11,6215704560
2012-04-12,6255104310
2012-04-13,6409551330
2012-04-16,6395367420
2012-04-17,6601822110
2012-04-18,6730265295
2012-04-19,6611278050
2012-04-20,6614430030
2012-04-23,6669589680
2012-04-24,6502534740
2012-04-25,6579758250
2012-04-26,6623885970
2012-04-27,6571878300
2012-04-30,6478894890
2012-05-01,6519870630
2012-05-02,6523022610
2012-05-03,6513566670
2012-05-04,6417431280
2012-05-07,6436343160
2012-05-08,6412703310
2012-05-09,6382759500
2012-05-10,6329175839
2012-05-11,6352815690
2012-05-14,6266136240
2012-05-15,6270864210
2012-05-16,6326023860
2012-05-17,6240920400
2012-05-18,6086473380
2012-05-21,6237768420
2012-05-22,6212552580
2012-05-23,6292928070
2012-05-24,6184184760
2012-05-25,6272440200
2012-05-29,6291352080
2012-05-30,6086473380
2012-05-31,6025009769
2012-06-01,5946210269
2012-06-04,5952514230
2012-06-05,6040769670
2012-06-06,6144785010
2012-06-07,6209400600
2012-06-08,6274016190
2012-06-11,6240920400
2012-06-12,6351239700
2012-06-13,6486774839
2012-06-14,6620733990
2012-06-15,6671165670
2012-06-18,6868164420
2012-06-19,6846100560
2012-06-20,6863436450
2012-06-21,6748389180
2012-06-22,6809852790
2012-06-25,6716869380
2012-06-26,6896532240
2012-06-27,6874468380
2012-06-28,6701109480
2012-06-29,6866588430
2012-07-02,6778602180
2012-07-03,6921424733
2012-07-05,7030182390
2012-07-06,6845794410
2012-07-09,6786415230
2012-07-10,6731723880
2012-07-11,6709847340
2012-07-12,6645780330
2012-07-13,6745787370
2012-07-16,6758288250
2012-07-17,6806729160
2012-07-18,6845794410
2012-07-19,6875484000
2012-07-20,6748912590
2012-07-23,6584838540
2012-07-24,6528584580
2012-07-25,6475455840
2012-07-26,6661406430
2012-07-27,7097374620
2012-07-30,7111438110
2012-07-31,6941113620
2012-08-01,7031745000
2012-08-02,7048933710
2012-08-03,7133314650
2012-08-06,7167692070
2012-08-07,7163004240
2012-08-08,7266136500
2012-08-09,7281762600
2012-08-10,7306764360
2012-08-13,7420834890
2012-08-14,7339579170
2012-08-15,7452087090
2012-08-16,7463025360
2012-08-17,7525529759
2012-08-20,7458337529
2012-08-21,7420834890
2012-08-22,7477088850
2012-08-23,7428647940
2012-08-24,7422397500
2012-08-27,7378644420
2012-08-28,7384894860
2012-08-29,7411459230
2012-08-30,7375519200
2012-08-31,7450524480
2012-09-04,7516154100
2012-09-05,7545843690
2012-09-06,7658351610
2012-09-07,7645850730
2012-09-10,7484901900
2012-09-11,7383332250
2012-09-12,7409896620
2012-09-13,7501309305
2012-09-14,7466150580
2012-09-17,7344267000
2012-09-18,7319265240
2012-09-19,7383332250
2012-09-20,7389613942
2012-09-21,7438023600
2012-09-24,7403646180
2012-09-25,7472385393
2012-09-26,7469275800
2012-09-27,7594284600
2012-09-28,7608348090
2012-10-01,7545756390
2012-10-02,7503229840
2012-10-03,7651686159
2012-10-04,7654779000
2012-10-05,7609932820
2012-10-08,7483126380
2012-10-09,7357866360
2012-10-10,7372557350
2012-10-11,7407351800
2012-10-12,7427455260
2012-10-15,7463022920
2012-10-16,7515601200
2012-10-17,7572818740
2012-10-18,7531065400
2012-10-19,7325499789
2012-10-22,7316113020
2012-10-23,7326937960
2012-10-24,7220234980
2012-10-25,7206317200
2012-10-26,6091348380
2012-10-31,5732578940
2012-11-01,6363858512
2012-11-02,6134648140
2012-11-05,6207329880
2012-11-06,6261454580
2012-11-07,6250629640
2012-11-08,6456303500
2012-11-09,6414550159
2012-11-12,6644966740
2012-11-13,6539810180
2012-11-14,6484139060
2012-11-15,6434653620
2012-11-16,6327950640
2012-11-19,6280011620
2012-11-20,6256815320
2012-11-21,6320218540
2012-11-23,6320218540
2012-11-26,6137740980
2012-11-27,6165576540
2012-11-28,6193412100
2012-11-29,6083616280
2012-11-30,5281024300
2012-12-03,5548554960
2012-12-04,5505533555
2012-12-05,5485151740
2012-12-06,5653711520
2012-12-07,5610411760
2012-12-10,5720207580
2012-12-11,5712475480
2012-12-12,5690825600
2012-12-13,5548554960
2012-12-14,5551647800
2012-12-17,5604226080
2012-12-18,5711114630
2012-12-19,5922788600
2012-12-20,5859385380
2012-12-21,5882581680
2012-12-24,5879488840
2012-12-26,5845467600
2012-12-27,5894953040
2012-12-28,5876396000
2012-12-31,5921719260
2013-01-02,6078838550
2013-01-03,6106296290
2013-01-04,6107821720
2013-01-07,6110872580
2013-01-08,6084940270
2013-01-09,6034601080
2013-01-10,5929346410
2013-01-11,5796634000
2013-01-14,5854600340
2013-01-15,6004092480
2013-01-16,5987312750
2013-01-17,6011719629
2013-01-18,6033075650
2013-01-22,6055957100
2013-01-23,6081889410
2013-01-24,6100194570
2013-01-25,6553247280
2013-01-28,6541043840
2013-01-29,6528840400
2013-01-30,6585281310
2013-01-31,6621891629
2013-02-01,6763756620
2013-02-04,6804943230
2013-02-05,6878163870
2013-02-06,6853756990
2013-02-07,6861384139
2013-02-08,6923926770
2013-02-11,6965113379
2013-02-12,6945282790
2013-02-13,6952909940
2013-02-14,6966638810
2013-02-15,7038334020
2013-02-19,7050537460
2013-02-20,6959011660
2013-02-21,6910197900
2013-02-22,6986469400
2013-02-25,6846129840
2013-02-26,6830875540
2013-02-27,6913248760
2013-02-28,6987994830
2013-03-01,7042910310
2013-03-04,7079520629
2013-03-05,7105452940
2013-03-06,7113080090
2013-03-07,7079520629
2013-03-08,7135961540
2013-03-11,7146639550
2013-03-12,7079520629
2013-03-13,7062740900
2013-03-14,6980367680
2013-03-15,6963587950
2013-03-18,6899519889
2013-03-19,6916299620
2013-03-20,7013927139
2013-03-21,6959011660
2013-03-22,7071893480
2013-03-25,7065791760
2013-03-26,7134436110
2013-03-27,7187826160
2013-03-28,7210707610
2013-04-01,7026159040
2013-04-02,6968214400
2013-04-03,6902840960
2013-04-04,6929584640
2013-04-05,6827067200
2013-04-08,6856782400
2013-04-09,6760208000
2013-04-10,6895412159
2013-04-11,6908784000
2013-04-12,6942956480
2013-04-15,6821124159
2013-04-16,6834496000
2013-04-17,6766151040
2013-04-18,6734950080
2013-04-19,6642832960
2013-04-22,6595288640
2013-04-23,6616089280
2013-04-24,6740893120
2013-04-25,6849353600
2013-04-26,6651896096
2013-04-29,6721578240
2013-04-30,6844896320
2013-05-01,6873125760
2013-05-02,6947413760
2013-05-03,7035073600
2013-05-06,7073703360
2013-05-07,7168792000
2013-05-08,7257937600
2013-05-09,7234165440
2013-05-10,7274280960
2013-05-13,7269823680
2013-05-14,7275766720
2013-05-15,7320339520
2013-05-16,7262394880
2013-05-17,7235651200
2013-05-20,7197021440
2013-05-21,7185135360
2013-05-22,7097475520
2013-05-23,7058845760
2013-05-24,7042502400
2013-05-28,7029130560
2013-05-29,6892440640
2013-05-30,6996443840
2013-05-31,6989015040
2013-06-03,6938499200
2013-06-04,6813695360
2013-06-05,6767636800
2013-06-06,6754264960
2013-06-07,6864211200
2013-06-10,6795866240
2013-06-11,6788437440
2013-06-12,6724549760
2013-06-13,6742378880
2013-06-14,6690377280
2013-06-17,6711177920
2013-06-18,6685920000
2013-06-19,6678491200
2013-06-20,6500200000
2013-06-21,6565573440
2013-06-24,6476427840
2013-06-25,6636889920
2013-06-26,6599745920
2013-06-27,6636889920
2013-06-28,6635404159
2013-07-01,6363791909
2013-07-02,6365208920
2013-07-03,6376545000
2013-07-05,6443144470
2013-07-08,6414804270
2013-07-09,6417638290
2013-07-10,6470067659
2013-07-11,6532416100
2013-07-12,6523914040
2013-07-15,6504075900
2013-07-16,6441727460
2013-07-17,6477152710
2013-07-18,6501241880
2013-07-19,6481403740
2013-07-22,6468650650
2013-07-23,6420472310
2013-07-24,6424723340
2013-07-25,6508326930
2013-07-26,6705291320
2013-07-29,6710959360
2013-07-30,6740716570
2013-07-31,6778975840
2013-08-01,6855494380
2013-08-02,6861162420
2013-08-05,6892336640
2013-08-06,6879583550
2013-08-07,6844158300
2013-08-08,6844158300
2013-08-09,6909340760
2013-08-12,6963187140
2013-08-13,6988693320
2013-08-14,6978774250
2013-08-15,6900838700
2013-08-16,6903672720
2013-08-19,6885251590
2013-08-20,6929178900
2013-08-21,6889502620
2013-08-22,6967438170
2013-08-23,7014199500
2013-08-26,7075130930
2013-08-27,6907923750
2013-08-28,6866830460
2013-08-29,6855494380
2013-08-30,6800230990
2013-09-03,6881000560
2013-09-04,6910757770
2013-09-05,6919259830
2013-09-06,6987276310
2013-09-09,7014199500
2013-09-10,7070879900
2013-09-11,7072296909
2013-09-12,7068045880
2013-09-13,7063794850
2013-09-16,7069462890
2013-09-17,7147398440
2013-09-18,7269261300
2013-09-19,7354281900
2013-09-20,7325941700
2013-09-23,7250840170
2013-09-24,7314605620
2013-09-25,7260759240
2013-09-26,7330192730
2013-09-27,7252257180
2013-09-30,6908775510
2013-10-01,6954933570
2013-10-02,7007879580
2013-10-03,6948145620
2013-10-04,7006521990
2013-10-07,6901987560
2013-10-08,6744507120
2013-10-09,6745864710
2013-10-10,6944072850
2013-10-11,6965794290
2013-10-14,7017382710
2013-10-15,7010594760
2013-10-16,7070328720
2013-10-17,7073043900
2013-10-18,7206087720
2013-10-21,7195227000
2013-10-22,7231881930
2013-10-23,7211518080
2013-10-24,7207445310
2013-10-25,7298403840
2013-10-28,7271252040
2013-10-29,7330986000
2013-10-30,7359495390
2013-10-31,7368998520
2013-11-01,7356780210
2013-11-04,7381216830
2013-11-05,7371713700
2013-11-06,7373071290
2013-11-07,7234597110
2013-11-08,7351349850
2013-11-11,7371713700
2013-11-12,7430090070
2013-11-13,7480320900
2013-11-14,7576709790
2013-11-15,7554988350
2013-11-18,7533266910
2013-11-19,7533266910
2013-11-20,7504757520
2013-11-21,7594358460
2013-11-22,7700250480
2013-11-25,7663595550
