,COMS
2012-11-23,7901921.28
2012-11-26,7183564.8
2012-11-27,5567262.72
2012-11-28,5567262.72
2012-11-29,7722332.16
2012-11-30,7183564.8
2012-12-03,6285619.2
2012-12-04,7183564.8
2012-12-05,7183564.8
2012-12-06,6106030.08
2012-12-07,6106030.08
2012-12-10,7183564.8
2012-12-11,6285619.2
2012-12-12,6285619.2
2012-12-13,4848906.24
2012-12-14,5387673.6
2012-12-17,2155069.44
2012-12-18,3232604.16
2012-12-19,3232604.16
2012-12-20,3771371.52
2012-12-21,5028495.36
2012-12-24,4489728.0
2012-12-26,3053015.04
2012-12-27,3232604.16
2012-12-28,3412193.28
2012-12-31,3688857.6
2013-01-02,4611072.0
2013-01-03,4611072.0
2013-01-04,4611072.0
2013-01-07,4611072.0
2013-01-08,4611072.0
2013-01-09,5533286.4
2013-01-10,5533286.4
2013-01-11,4979957.76
2013-01-14,4611072.0
2013-01-15,4611072.0
2013-01-16,4611072.0
2013-01-17,4611072.0
2013-01-18,5533286.4
2013-01-22,4242186.24
2013-01-23,5164400.64
2013-01-24,5164400.64
2013-01-25,5164400.64
2013-01-28,5164400.64
2013-01-29,5164400.64
2013-01-30,5164400.64
2013-01-31,5164400.64
2013-02-01,4426629.12
2013-02-04,4426629.12
2013-02-05,3873300.48
2013-02-06,5164400.64
2013-02-07,5164400.64
2013-02-08,5348843.52
2013-02-11,4611072.0
2013-02-12,4611072.0
2013-02-13,5533286.4
2013-02-14,5533286.4
2013-02-15,5533286.4
2013-02-19,5533286.4
2013-02-20,4426629.12
2013-02-21,2766643.2
2013-02-22,4426629.12
2013-02-25,4426629.12
2013-02-26,3504414.72
2013-02-27,3873300.48
2013-02-28,3135528.96
2013-03-01,3135528.96
2013-03-04,3873300.48
2013-03-05,3688857.6
2013-03-06,4242186.24
2013-03-07,3504414.72
2013-03-08,3688857.6
2013-03-11,5533286.4
2013-03-12,6271057.92
2013-03-13,5533286.4
2013-03-14,4795514.88
2013-03-15,5533286.4
2013-03-18,4242186.24
2013-03-19,4242186.24
2013-03-20,5533286.4
2013-03-21,4426629.12
2013-03-22,5533286.4
2013-03-25,5533286.4
2013-03-26,5533286.4
2013-03-27,4426629.12
2013-03-28,4979957.76
2013-04-01,5569689.6
2013-04-02,6126658.56
2013-04-03,6126658.56
2013-04-04,5569689.6
2013-04-05,6497971.2
2013-04-08,7054940.16
2013-04-09,7240596.48
2013-04-10,7426252.8
2013-04-11,7426252.8
2013-04-12,7426252.8
2013-04-15,7426252.8
2013-04-16,7426252.8
2013-04-17,7426252.8
2013-04-18,6497971.2
2013-04-19,6497971.2
2013-04-22,6497971.2
2013-04-23,6497971.2
2013-04-24,7426252.8
2013-04-25,7426252.8
2013-04-26,7426252.8
2013-04-29,7426252.8
2013-04-30,7426252.8
2013-05-01,7240596.48
2013-05-02,6869283.84
2013-05-03,7426252.8
2013-05-06,6869283.84
2013-05-07,6869283.84
2013-05-08,6869283.84
2013-05-09,6869283.84
2013-05-10,6312314.88
2013-05-13,7426252.8
2013-05-14,7426252.8
2013-05-15,7426252.8
2013-05-16,7426252.8
2013-05-17,8354534.4
2013-05-20,8354534.4
2013-05-21,9282816.0
2013-05-22,9282816.0
2013-05-23,9282816.0
2013-05-24,8540190.72
2013-05-28,9097159.68
2013-05-29,7611909.12
2013-05-30,7611909.12
2013-05-31,8911503.36
2013-06-03,7611909.12
2013-06-04,7983221.76
2013-06-05,7983221.76
2013-06-06,6126658.56
2013-06-07,6126658.56
2013-06-10,7426252.8
2013-06-11,7426252.8
2013-06-12,7426252.8
2013-06-13,7983221.76
2013-06-14,8354534.4
2013-06-17,7426252.8
2013-06-18,6869283.84
2013-06-19,6869283.84
2013-06-20,6869283.84
2013-06-21,5569689.6
2013-06-24,5569689.6
2013-06-25,5384033.28
2013-06-26,6497971.2
2013-06-27,4641408.0
2013-06-28,5569689.6
2013-07-01,7147161.6
2013-07-02,7147161.6
2013-07-03,5830579.2
2013-07-05,6018662.4
2013-07-08,6018662.4
2013-07-09,6206745.6
2013-07-10,6206745.6
2013-07-11,6018662.4
2013-07-12,6770995.2
2013-07-15,6770995.2
2013-07-16,7523328.0
2013-07-17,7335244.8
2013-07-18,5642496.0
2013-07-19,6206745.6
2013-07-22,4325913.6
2013-07-23,4702080.0
2013-07-24,4702080.0
2013-07-25,4702080.0
2013-07-26,5642496.0
2013-07-29,5642496.0
2013-07-30,5642496.0
2013-07-31,5642496.0
2013-08-01,5642496.0
2013-08-02,5642496.0
2013-08-05,4325913.6
2013-08-06,4513996.8
2013-08-07,5642496.0
2013-08-08,5642496.0
2013-08-09,5454412.8
2013-08-12,5266329.6
2013-08-13,4702080.0
2013-08-14,4325913.6
2013-08-15,5642496.0
2013-08-16,4702080.0
2013-08-19,5266329.6
2013-08-20,4325913.6
2013-08-21,4513996.8
2013-08-22,4513996.8
2013-08-23,4513996.8
2013-08-26,4513996.8
2013-08-27,4137830.4
2013-08-28,4513996.8
2013-08-29,4513996.8
2013-08-30,4513996.8
2013-09-03,4137830.4
2013-09-04,4137830.4
2013-09-05,3761664.0
2013-09-06,3761664.0
2013-09-09,2821248.0
2013-09-10,2633164.8
2013-09-11,4137830.4
2013-09-12,3761664.0
2013-09-13,2821248.0
2013-09-16,3573580.8
2013-09-17,2821248.0
2013-09-18,3573580.8
2013-09-19,4325913.6
2013-09-20,4325913.6
2013-09-23,4137830.4
2013-09-24,3761664.0
2013-09-25,4513996.8
2013-09-26,4325913.6
2013-09-27,4325913.6
2013-09-30,3810201.6
2013-10-01,3810201.6
2013-10-02,3048161.28
2013-10-03,3810201.6
2013-10-04,3429181.44
2013-10-07,3429181.44
2013-10-08,3048161.28
2013-10-09,3238671.36
2013-10-10,3048161.28
2013-10-11,2857651.2
2013-10-14,4762752.0
2013-10-15,4762752.0
2013-10-16,4762752.0
2013-10-17,3619691.52
2013-10-18,4762752.0
2013-10-21,4762752.0
2013-10-22,4762752.0
2013-10-23,3619691.52
2013-10-24,3429181.44
2013-10-25,3429181.44
2013-10-28,3429181.44
2013-10-29,3429181.44
2013-10-30,3810201.6
2013-10-31,3810201.6
2013-11-01,3429181.44
2013-11-04,3429181.44
2013-11-05,3810201.6
2013-11-06,3429181.44
2013-11-07,3429181.44
2013-11-08,2857651.2
2013-11-11,2857651.2
2013-11-12,3810201.6
2013-11-13,3429181.44
2013-11-14,3429181.44
2013-11-15,3619691.52
2013-11-18,3048161.28
2013-11-19,3810201.6
2013-11-20,3810201.6
2013-11-21,3048161.28
2013-11-22,3048161.28
2013-11-25,3810201.6
2013-11-26,3810201.6
2013-11-27,3238671.36
2013-11-29,3619691.52
2013-12-02,3619691.52
2013-12-03,4191221.76
2013-12-04,4762752.0
2013-12-05,6477342.72
2013-12-06,6477342.72
2013-12-09,6477342.72
2013-12-10,6667852.8
2013-12-11,7429893.12
2013-12-12,5715302.4
2013-12-13,5715302.4
2013-12-16,4762752.0
2013-12-17,4381731.84
2013-12-18,7239383.04
2013-12-19,5143772.16
2013-12-20,6667852.8
2013-12-23,5715302.4
2013-12-24,5715302.4
2013-12-26,4381731.84
2013-12-27,4572241.92
2013-12-30,3810201.6
2013-12-31,4746977.28
2014-01-02,4351395.84
2014-01-03,4351395.84
2014-01-06,4351395.84
2014-01-07,4549186.56
2014-01-08,4746977.28
2014-01-09,4351395.84
2014-01-10,4944768.0
2014-01-13,4944768.0
2014-01-14,4944768.0
2014-01-15,4944768.0
2014-01-16,3758023.68
2014-01-17,3758023.68
2014-01-21,3560232.96
2014-01-22,4351395.84
2014-01-23,4351395.84
2014-01-24,5933721.6
2014-01-27,4944768.0
2014-01-28,4944768.0
2014-01-29,7318256.64
2014-01-30,7318256.64
2014-01-31,5538140.16
2014-02-03,5538140.16
2014-02-04,5142558.72
2014-02-05,6527093.76
2014-02-06,7713838.08
2014-02-07,7911628.8
2014-02-10,6922675.2
2014-02-11,6922675.2
2014-02-12,6922675.2
2014-02-13,7911628.8
2014-02-14,7318256.64
2014-02-18,8109419.52
2014-02-19,7713838.08
2014-02-20,5538140.16
2014-02-21,6329303.04
2014-02-24,6329303.04
2014-02-25,6131512.32
2014-02-26,6329303.04
2014-02-27,5933721.6
2014-02-28,5933721.6
2014-03-03,7516047.36
2014-03-04,7516047.36
2014-03-05,5933721.6
2014-03-06,6131512.32
2014-03-07,7516047.36
2014-03-10,7120465.92
2014-03-11,7911628.8
2014-03-12,7516047.36
2014-03-13,4549186.56
2014-03-14,4944768.0
2014-03-17,2966860.8
2014-03-18,3560232.96
2014-03-19,2373488.64
2014-03-20,2373488.64
2014-03-21,2571279.36
2014-03-24,2966860.8
2014-03-25,2769070.08
2014-03-26,2769070.08
2014-03-27,2769070.08
2014-03-28,2769070.08
2014-03-31,8776204.8
2014-04-01,8776204.8
2014-04-02,9574041.6
2014-04-03,11169715.0
2014-04-04,11169715.0
2014-04-07,11169715.0
2014-04-08,7978368.0
2014-04-09,8776204.8
2014-04-10,7978368.0
2014-04-11,7978368.0
2014-04-14,7978368.0
2014-04-15,7978368.0
2014-04-16,7978368.0
2014-04-17,10371878.0
2014-04-21,7978368.0
2014-04-22,8776204.8
2014-04-23,8776204.8
2014-04-24,9574041.6
2014-04-25,6382694.4
2014-04-28,3191347.2
2014-04-29,7180531.2
2014-04-30,7180531.2
2014-05-01,3989184.0
2014-05-02,6382694.4
2014-05-05,6375120.0
2014-05-06,36294000.0
2014-05-07,14202000.0
2014-05-08,14833200.0
2014-05-09,23670000.0
2014-05-12,16095600.0
2014-05-13,8679000.0
2014-05-14,8521200.0
2014-05-15,8000460.0
2014-05-16,8521200.0
2014-05-19,11992800.0
2014-05-20,11992800.0
2014-05-21,13018500.0
2014-05-22,13018500.0
2014-05-23,13207860.0
2014-05-27,13128960.0
2014-05-28,13255200.0
2014-05-29,13255200.0
2014-05-30,13097400.0
2014-06-02,13097400.0
2014-06-03,12624000.0
2014-06-04,12624000.0
2014-06-05,14991000.0
2014-06-06,16411200.0
2014-06-09,15780000.0
2014-06-10,17200200.0
2014-06-11,16726800.0
2014-06-12,15780000.0
2014-06-13,15780000.0
2014-06-16,15543300.0
2014-06-17,13097400.0
2014-06-18,13886400.0
2014-06-19,15464400.0
2014-06-20,15622200.0
2014-06-23,13886400.0
2014-06-24,13996860.0
2014-06-25,14044200.0
2014-06-26,14044200.0
2014-06-27,14044200.0
2014-06-30,19234800.0
2014-07-01,18379920.0
2014-07-02,18379920.0
2014-07-03,20089680.0
2014-07-07,19234800.0
2014-07-08,18807360.0
2014-07-09,18807360.0
2014-07-10,17525040.0
2014-07-11,15601560.0
2014-07-14,17931108.0
2014-07-15,17418180.0
2014-07-16,15601560.0
2014-07-17,15174120.0
2014-07-18,14319240.0
2014-07-21,13891800.0
2014-07-22,13998660.0
2014-07-23,12823200.0
2014-07-24,15708420.0
2014-07-25,15708420.0
2014-07-28,14960400.0
2014-07-29,15601560.0
2014-07-30,13678080.0
2014-07-31,14532960.0
2014-08-01,12075180.0
2014-08-04,13678080.0
2014-08-05,14319240.0
2014-08-06,14212380.0
2014-08-07,14212380.0
2014-08-08,14319240.0
2014-08-11,13314756.0
2014-08-12,13250640.0
2014-08-13,13250640.0
2014-08-14,13464360.0
2014-08-15,15387840.0
2014-08-18,16050372.0
2014-08-19,16242720.0
2014-08-20,16029000.0
2014-08-21,19021080.0
2014-08-22,22654320.0
2014-08-25,24791520.0
2014-08-26,19769100.0
2014-08-27,17097600.0
2014-08-28,18166200.0
2014-08-29,22013160.0
2014-09-02,22013160.0
2014-09-03,22013160.0
2014-09-04,19875960.0
2014-09-05,18166200.0
2014-09-08,16563300.0
2014-09-09,15922140.0
2014-09-10,16563300.0
2014-09-11,15922140.0
2014-09-12,16135860.0
2014-09-15,14960400.0
2014-09-16,14105520.0
2014-09-17,14276496.0
2014-09-18,14532960.0
2014-09-19,13784940.0
2014-09-22,11391276.0
2014-09-23,10792860.0
2014-09-24,10002096.0
2014-09-25,10258560.0
2014-09-26,10044840.0
2014-09-29,8335080.0
2014-09-30,13789296.0
2014-10-01,14753064.0
2014-10-02,15753900.0
2014-10-03,15197880.0
2014-10-06,13715160.0
2014-10-07,13344480.0
2014-10-08,12973800.0
2014-10-09,10823856.0
2014-10-10,10749720.0
2014-10-13,11157468.0
2014-10-14,11120400.0
2014-10-15,11491080.0
2014-10-16,11120400.0
2014-10-17,10972128.0
2014-10-20,12603120.0
2014-10-21,15197880.0
2014-10-22,14456520.0
2014-10-23,14271180.0
2014-10-24,12788460.0
2014-10-27,13196208.0
2014-10-28,13344480.0
2014-10-29,13344480.0
2014-10-30,14085840.0
2014-10-31,13529820.0
2014-11-03,12603120.0
2014-11-04,10935060.0
2014-11-05,10749720.0
2014-11-06,9823020.0
2014-11-07,11120400.0
2014-11-10,11491080.0
2014-11-11,10749720.0
2014-11-12,10749720.0
2014-11-13,10749720.0
2014-11-14,11083332.0
2014-11-17,11009196.0
2014-11-18,12195372.0
2014-11-19,11898828.0
2014-11-20,10786788.0
2014-11-21,10897992.0
2014-11-24,10786788.0
2014-11-25,10564380.0
2014-11-26,9452340.0
2014-11-28,9452340.0
2014-12-01,8562708.0
2014-12-02,8117892.0
2014-12-03,6375696.0
2014-12-04,6116220.0
2014-12-05,6486900.0
2014-12-08,7376532.0
2014-12-09,7042920.0
2014-12-10,6746376.0
2014-12-11,5930880.0
2014-12-12,6005016.0
2014-12-15,6301560.0
2014-12-16,6338628.0
2014-12-17,6672240.0
2014-12-18,6598104.0
2014-12-19,6894648.0
2014-12-22,6857580.0
2014-12-23,7154124.0
2014-12-24,7413600.0
2014-12-26,7042920.0
2014-12-29,6857580.0
2014-12-30,6820512.0
2014-12-31,7674480.0
2015-01-02,7472520.0
2015-01-05,7270560.0
2015-01-06,7108992.0
2015-01-07,7108992.0
2015-01-08,7512912.0
2015-01-09,7270560.0
2015-01-12,7270560.0
2015-01-13,7310952.0
2015-01-14,7270560.0
2015-01-15,7351344.0
2015-01-16,7068600.0
2015-01-20,6866640.0
2015-01-21,6462720.0
2015-01-22,6745464.0
2015-01-23,6301152.0
2015-01-26,6381936.0
2015-01-27,6462720.0
2015-01-28,6058800.0
2015-01-29,6099192.0
2015-01-30,5654880.0
2015-02-02,6058800.0
2015-02-03,5856840.0
2015-02-04,5856840.0
2015-02-05,5654880.0
2015-02-06,5695272.0
2015-02-09,5574096.0
2015-02-10,5250960.0
2015-02-11,5533704.0
2015-02-12,5533704.0
2015-02-13,6058800.0
2015-02-17,7230168.0
2015-02-18,7674480.0
2015-02-19,8684280.0
2015-02-20,9613296.0
2015-02-23,8078400.0
2015-02-24,7472520.0
2015-02-25,10098000.0
2015-02-26,10501920.0
2015-02-27,11067408.0
2015-03-02,11834856.0
2015-03-03,12117600.0
2015-03-04,14298768.0
2015-03-05,19509336.0
2015-03-06,20196000.0
2015-03-09,15348960.0
2015-03-10,15954840.0
2015-03-11,14662296.0
2015-03-12,15833664.0
2015-03-13,16641504.0
2015-03-16,15752880.0
2015-03-17,16156800.0
2015-03-18,16116408.0
2015-03-19,16197192.0
2015-03-20,16479936.0
2015-03-23,15752880.0
2015-03-24,16479936.0
2015-03-25,15348960.0
2015-03-26,14541120.0
2015-03-27,15025824.0
2015-03-30,15066216.0
2015-03-31,18921600.0
2015-04-01,18396000.0
2015-04-02,17292240.0
2015-04-06,14611680.0
2015-04-07,14927040.0
2015-04-08,15662880.0
2015-04-09,14769360.0
2015-04-10,16293600.0
2015-04-13,16293600.0
2015-04-14,16293600.0
2015-04-15,15242400.0
2015-04-16,16661520.0
2015-04-17,14979600.0
2015-04-20,15189840.0
2015-04-21,14927040.0
2015-04-22,14401440.0
2015-04-23,13928400.0
2015-04-24,14191200.0
2015-04-27,13928400.0
2015-04-28,13402800.0
2015-04-29,12877200.0
2015-04-30,12193920.0
2015-05-01,13613040.0
2015-05-04,11563200.0
2015-05-05,11668320.0
2015-05-06,12088800.0
2015-05-07,13875840.0
2015-05-08,16030800.0
2015-05-11,15242400.0
2015-05-12,13718160.0
2015-05-13,14716800.0
2015-05-14,15242400.0
2015-05-15,16293600.0
2015-05-18,15452640.0
2015-05-19,14927040.0
2015-05-20,14716800.0
2015-05-21,14454000.0
2015-05-22,13665600.0
2015-05-26,13402800.0
2015-05-27,13665600.0
2015-05-28,13245120.0
2015-05-29,13928400.0
2015-06-01,14191200.0
2015-06-02,14296320.0
2015-06-03,16871760.0
2015-06-04,16819200.0
2015-06-05,17449920.0
2015-06-08,18763920.0
2015-06-09,17975520.0
2015-06-10,16556400.0
2015-06-11,16819200.0
2015-06-12,15715440.0
2015-06-15,15505200.0
2015-06-16,15505200.0
2015-06-17,15505200.0
2015-06-18,15084720.0
2015-06-19,15032160.0
2015-06-22,14979600.0
2015-06-23,15242400.0
2015-06-24,16924320.0
2015-06-25,15768000.0
2015-06-26,15189840.0
2015-06-29,14348880.0
2015-06-30,21655800.0
2015-07-01,22473000.0
2015-07-02,22473000.0
2015-07-06,21247200.0
2015-07-07,19531080.0
2015-07-08,19612800.0
2015-07-09,18795600.0
2015-07-10,18632160.0
2015-07-13,18795600.0
2015-07-14,18795600.0
2015-07-15,19204200.0
2015-07-16,18141840.0
2015-07-17,16752600.0
2015-07-20,17488080.0
2015-07-21,16670880.0
2015-07-22,17161200.0
2015-07-23,15526800.0
2015-07-24,15526800.0
2015-07-27,15036480.0
2015-07-28,14709600.0
2015-07-29,13483800.0
2015-07-30,13402080.0
2015-07-31,15853680.0
2015-08-03,16752600.0
2015-08-04,17161200.0
2015-08-05,18795600.0
2015-08-06,18795600.0
2015-08-07,16017120.0
2015-08-10,15281640.0
2015-08-11,15118200.0
2015-08-12,14709600.0
2015-08-13,13892400.0
2015-08-14,14301000.0
2015-08-17,14301000.0
2015-08-18,13647240.0
2015-08-19,13647240.0
2015-08-20,13892400.0
2015-08-21,13238640.0
2015-08-24,12421440.0
2015-08-25,13075200.0
2015-08-26,13075200.0
2015-08-27,13892400.0
2015-08-28,13892400.0
2015-08-31,14301000.0
2015-09-01,13483800.0
2015-09-02,14301000.0
2015-09-03,14709600.0
2015-09-04,13728960.0
2015-09-08,13483800.0
2015-09-09,12748320.0
2015-09-10,13483800.0
2015-09-11,13728960.0
2015-09-14,14382720.0
2015-09-15,14627880.0
2015-09-16,15526800.0
2015-09-17,13892400.0
2015-09-18,14546160.0
2015-09-21,13483800.0
2015-09-22,13402080.0
2015-09-23,13075200.0
2015-09-24,13402080.0
2015-09-25,14546160.0
2015-09-28,13483800.0
2015-09-29,13565520.0
2015-09-30,33008220.0
2015-10-01,33623280.0
2015-10-02,33418260.0
2015-10-05,32393160.0
2015-10-06,32393160.0
2015-10-07,33213240.0
2015-10-08,31163040.0
2015-10-09,31573080.0
2015-10-12,30753000.0
2015-10-13,31163040.0
2015-10-14,31778100.0
2015-10-15,30753000.0
2015-10-16,30753000.0
2015-10-19,30753000.0
2015-10-20,32803200.0
2015-10-21,30958020.0
2015-10-22,28702800.0
2015-10-23,29932920.0
2015-10-26,28497780.0
2015-10-27,29317860.0
2015-10-28,28087740.0
2015-10-29,26242560.0
2015-10-30,30240450.0
2015-11-02,24909930.0
2015-11-03,21783375.0
2015-11-04,21014550.0
2015-11-05,23577300.0
2015-11-06,23577300.0
2015-11-09,25627500.0
2015-11-10,28754055.0
2015-11-11,25166205.0
2015-11-12,24089850.0
2015-11-13,22552200.0
2015-11-16,23064750.0
2015-11-17,23782320.0
2015-11-18,24499890.0
2015-11-19,22808475.0
2015-11-20,22295925.0
2015-11-23,24602400.0
2015-11-24,26755110.0
2015-11-25,25627500.0
2015-11-27,25627500.0
2015-11-30,26396325.0
2015-12-01,26652600.0
2015-12-02,25627500.0
2015-12-03,25935030.0
2015-12-04,24499890.0
2015-12-07,25371225.0
2015-12-08,22808475.0
2015-12-09,23208264.0
2015-12-10,21732120.0
2015-12-11,20758275.0
2015-12-14,22500945.0
2015-12-15,19528155.0
2015-12-16,19784430.0
2015-12-17,19907442.0
2015-12-18,18964350.0
2015-12-21,18784957.0
2015-12-22,20502000.0
2015-12-23,20091960.0
2015-12-24,19681920.0
2015-12-28,19374390.0
2015-12-29,17324190.0
2015-12-30,17580465.0
2015-12-31,17497233.0
2016-01-04,17713917.0
2016-01-05,17334720.0
2016-01-06,16630497.0
2016-01-07,15438735.0
2016-01-08,17334720.0
2016-01-11,17984772.0
2016-01-12,19068192.0
2016-01-13,18959850.0
2016-01-14,18418140.0
2016-01-15,16359642.0
2016-01-19,15438735.0
2016-01-20,14788683.0
2016-01-21,15438735.0
2016-01-22,15319558.0
2016-01-25,17605575.0
2016-01-26,18959850.0
2016-01-27,18147285.0
2016-01-28,16576326.0
2016-01-29,16901352.0
2016-02-01,19501560.0
2016-02-02,18418140.0
2016-02-03,18634824.0
2016-02-04,17280549.0
2016-02-05,17199292.0
2016-02-08,16955523.0
2016-02-09,16197129.0
2016-02-10,16305471.0
2016-02-11,15926274.0
2016-02-12,15920856.0
2016-02-16,16668416.0
2016-02-17,16251300.0
2016-02-18,14897025.0
2016-02-19,14355315.0
2016-02-22,14626170.0
2016-02-23,13726931.0
2016-02-24,16197129.0
2016-02-25,18959850.0
2016-02-26,17334720.0
2016-02-29,17480981.0
2016-03-01,17876430.0
2016-03-02,18472311.0
2016-03-03,18472311.0
2016-03-04,17876430.0
2016-03-07,17876430.0
2016-03-08,17399725.0
2016-03-09,16793010.0
2016-03-10,16251300.0
2016-03-11,16034616.0
2016-03-14,17876430.0
2016-03-15,16088787.0
2016-03-16,16630497.0
2016-03-17,16251300.0
2016-03-18,15601248.0
2016-03-21,15167880.0
2016-03-22,15709590.0
2016-03-23,16251300.0
2016-03-24,17334720.0
2016-03-28,16684668.0
2016-03-29,15980445.0
2016-03-30,16251300.0
2016-03-31,19358100.0
2016-04-01,19035465.0
2016-04-04,19358100.0
2016-04-05,19035465.0
2016-04-06,18067560.0
2016-04-07,19035465.0
2016-04-08,19099992.0
2016-04-11,18067560.0
2016-04-12,17551344.0
2016-04-13,18970938.0
2016-04-14,18390195.0
2016-04-15,18390195.0
2016-04-18,18390195.0
2016-04-19,18345026.0
2016-04-20,18261141.0
2016-04-21,18261141.0
2016-04-22,17422290.0
2016-04-25,17744925.0
2016-04-26,17422290.0
2016-04-27,18777357.0
2016-04-28,19551681.0
2016-04-29,19358100.0
2016-05-02,19358100.0
2016-05-03,19532322.0
2016-05-04,19035465.0
2016-05-05,19358100.0
2016-05-06,18745093.0
2016-05-09,19358100.0
2016-05-10,18712830.0
2016-05-11,19035465.0
2016-05-12,18712830.0
2016-05-13,19164519.0
2016-05-16,19229046.0
2016-05-17,19293573.0
2016-05-18,18712830.0
2016-05-19,18777357.0
2016-05-20,19293573.0
2016-05-23,18712830.0
2016-05-24,18841884.0
2016-05-25,18777357.0
2016-05-26,18712830.0
2016-05-27,18067560.0
2016-05-31,19099992.0
2016-06-01,18712830.0
2016-06-02,19358100.0
2016-06-03,19422627.0
2016-06-06,19358100.0
2016-06-07,20713167.0
2016-06-08,20648640.0
2016-06-09,19358100.0
2016-06-10,19874316.0
2016-06-13,18970938.0
2016-06-14,19099992.0
2016-06-15,19745262.0
2016-06-16,20003370.0
2016-06-17,20003370.0
2016-06-20,20003370.0
2016-06-21,19938843.0
2016-06-22,19358100.0
2016-06-23,19099992.0
2016-06-24,20326005.0
2016-06-27,20326005.0
2016-06-28,19680735.0
2016-06-29,19616208.0
2016-06-30,21630870.0
2016-07-01,20933100.0
2016-07-05,20933100.0
2016-07-06,21212208.0
2016-07-07,19886445.0
2016-07-08,20653992.0
2016-07-11,20933100.0
2016-07-12,20653992.0
2016-07-13,20933100.0
2016-07-14,20444661.0
2016-07-15,21351762.0
2016-07-18,21002877.0
2016-07-19,21351762.0
2016-07-20,21700647.0
2016-07-21,22119309.0
2016-07-22,21979755.0
2016-07-25,22119309.0
2016-07-26,21630870.0
2016-07-27,23026410.0
2016-07-28,26305929.0
2016-07-29,29166786.0
2016-08-01,27841023.0
2016-08-02,26864145.0
2016-08-03,27213030.0
2016-08-04,27003699.0
2016-08-05,22956633.0
2016-08-08,23724180.0
2016-08-09,24980166.0
2016-08-10,25119720.0
2016-08-11,27771246.0
2016-08-12,27213030.0
2016-08-15,25957044.0
2016-08-16,23863734.0
2016-08-17,24770835.0
2016-08-18,23514849.0
2016-08-19,25677936.0
2016-08-22,25119720.0
2016-08-23,25189497.0
2016-08-24,23724180.0
2016-08-25,25119720.0
2016-08-26,24421950.0
2016-08-29,25119720.0
2016-08-30,25468605.0
2016-08-31,25119720.0
2016-09-01,24421950.0
2016-09-02,24421950.0
2016-09-06,24212619.0
2016-09-07,24212619.0
2016-09-08,23793957.0
2016-09-09,24770835.0
2016-09-12,22677525.0
2016-09-13,23026410.0
2016-09-14,22677525.0
2016-09-15,22886856.0
2016-09-16,22677525.0
2016-09-19,21979755.0
2016-09-20,21212208.0
2016-09-21,21281985.0
2016-09-22,20584215.0
2016-09-23,22119309.0
2016-09-26,23061298.0
2016-09-27,22537971.0
2016-09-28,23375295.0
2016-09-29,23584626.0
2016-09-30,29903868.0
2016-10-03,28933536.0
2016-10-04,28316052.0
2016-10-05,28668900.0
2016-10-06,28668900.0
2016-10-07,27522144.0
2016-10-10,27786780.0
2016-10-11,27522144.0
2016-10-12,26551812.0
2016-10-13,26728236.0
2016-10-14,26551812.0
2016-10-17,26551812.0
2016-10-18,27257508.0
2016-10-19,27786780.0
2016-10-20,27786780.0
2016-10-21,27433932.0
2016-10-24,27257508.0
2016-10-25,27081084.0
2016-10-26,27786780.0
2016-10-27,27786780.0
2016-10-28,27125190.0
2016-10-31,26728236.0
2016-11-01,26772342.0
2016-11-02,26701772.0
2016-11-03,25228632.0
2016-11-04,25934328.0
2016-11-07,26816448.0
2016-11-08,27345720.0
2016-11-09,26904660.0
2016-11-10,27345720.0
2016-11-11,27345720.0
2016-11-14,27610356.0
2016-11-15,26992872.0
2016-11-16,23614352.0
2016-11-17,23993664.0
2016-11-18,25405056.0
2016-11-21,25757904.0
2016-11-22,25581480.0
2016-11-23,23993664.0
2016-11-25,27345720.0
2016-11-28,25140420.0
2016-11-29,26022540.0
2016-11-30,25581480.0
2016-12-01,25757904.0
2016-12-02,26022540.0
2016-12-05,26287176.0
2016-12-06,26463600.0
2016-12-07,26022540.0
2016-12-08,26375388.0
2016-12-09,25757904.0
2016-12-12,24699360.0
2016-12-13,24699360.0
2016-12-14,24699360.0
2016-12-15,24611148.0
2016-12-16,25052208.0
2016-12-19,25316844.0
2016-12-20,25140420.0
2016-12-21,26904660.0
2016-12-22,26463600.0
2016-12-23,26463600.0
2016-12-27,26816448.0
2016-12-28,26463600.0
2016-12-29,26022540.0
2016-12-30,25061029.0
2017-01-03,25959180.0
2017-01-04,25090980.0
2017-01-05,25177800.0
2017-01-06,25872360.0
2017-01-09,25177800.0
2017-01-10,24830520.0
2017-01-11,24926022.0
2017-01-12,25438260.0
2017-01-13,25525080.0
2017-01-17,25525080.0
2017-01-18,25264620.0
2017-01-19,24917340.0
2017-01-20,24743700.0
2017-01-23,25264620.0
2017-01-24,24656880.0
2017-01-25,24656880.0
2017-01-26,24656880.0
2017-01-27,24830520.0
2017-01-30,24830520.0
2017-01-31,25351440.0
2017-02-01,25177800.0
2017-02-02,25264620.0
2017-02-03,25264620.0
2017-02-06,25525080.0
2017-02-07,25177800.0
2017-02-08,25090980.0
2017-02-09,25004160.0
2017-02-10,25090980.0
2017-02-13,24830520.0
2017-02-14,24743700.0
2017-02-15,25090980.0
2017-02-16,25264620.0
2017-02-17,25134390.0
2017-02-21,24656880.0
2017-02-22,24135960.0
2017-02-23,24813156.0
2017-02-24,25004160.0
2017-02-27,24656880.0
2017-02-28,24570060.0
2017-03-01,25177800.0
2017-03-02,24396420.0
2017-03-03,24396420.0
