,COMS
2008-08-15,60672000.0
2008-08-18,60672000.0
2008-08-19,60672000.0
2008-08-20,60672000.0
2008-08-21,60672000.0
2008-08-22,60672000.0
2008-08-25,60672000.0
2008-08-26,60672000.0
2008-08-27,60672000.0
2008-08-28,60672000.0
2008-08-29,60672000.0
2008-09-02,60672000.0
2008-09-03,60672000.0
2008-09-04,60672000.0
2008-09-05,60672000.0
2008-09-08,60672000.0
2008-09-09,60672000.0
2008-09-10,60672000.0
2008-09-11,66739200.0
2008-09-12,66739200.0
2008-09-15,66739200.0
2008-09-16,66739200.0
2008-09-17,66739200.0
2008-09-18,66739200.0
2008-09-19,66739200.0
2008-09-22,66739200.0
2008-09-23,66739200.0
2008-09-24,66739200.0
2008-09-25,66739200.0
2008-09-26,66739200.0
2008-09-29,66739200.0
2008-09-30,66739200.0
2008-10-01,66739200.0
2008-10-02,66739200.0
2008-10-03,66739200.0
2008-10-06,66496510.0
2008-10-07,66496510.0
2008-10-08,66496510.0
2008-10-09,66496510.0
2008-10-10,66496510.0
2008-10-13,66496510.0
2008-10-14,66496510.0
2008-10-15,66496510.0
2008-10-16,66496510.0
2008-10-17,66496510.0
2008-10-20,66496510.0
2008-10-21,66496510.0
2008-10-22,66496510.0
2008-10-23,66496510.0
2008-10-24,66496510.0
2008-10-27,48294910.0
2008-10-28,49508350.0
2008-10-29,48537600.0
2008-10-30,52177920.0
2008-10-31,52177920.0
2008-11-03,52177920.0
2008-11-04,52177920.0
2008-11-05,51935230.0
2008-11-06,52177920.0
2008-11-07,48537600.0
2008-11-10,52177920.0
2008-11-11,52177920.0
2008-11-12,50236415.0
2008-11-13,50236415.0
2008-11-14,49022975.0
2008-11-17,49022975.0
2008-11-18,49022975.0
2008-11-19,49022975.0
2008-11-20,49022975.0
2008-11-21,49022975.0
2008-11-24,49022975.0
2008-11-25,49022975.0
2008-11-26,49022975.0
2008-11-28,49022975.0
2008-12-01,49022975.0
2008-12-02,48780290.0
2008-12-03,48780290.0
2008-12-04,48780290.0
2008-12-05,48780290.0
2008-12-08,48780290.0
2008-12-09,48780290.0
2008-12-10,48780290.0
2008-12-11,48780290.0
2008-12-12,48780290.0
2008-12-15,48780290.0
2008-12-16,48780290.0
2008-12-17,48780290.0
2008-12-18,48780290.0
2008-12-19,48780290.0
2008-12-22,48780290.0
2008-12-23,48780290.0
2008-12-24,48780290.0
2008-12-26,48780290.0
2008-12-29,48780290.0
2008-12-30,48780290.0
2008-12-31,52438811.0
2009-01-02,52438811.0
2009-01-05,52438811.0
2009-01-06,52438811.0
2009-01-07,52438811.0
2009-01-08,52438811.0
2009-01-09,52438811.0
2009-01-12,52438811.0
2009-01-13,52438811.0
2009-01-14,52438811.0
2009-01-15,52438811.0
2009-01-16,52438811.0
2009-01-20,52438811.0
2009-01-21,52438811.0
2009-01-22,52438811.0
2009-01-23,52438811.0
2009-01-26,52438811.0
2009-01-27,51917028.0
2009-01-28,51917028.0
2009-01-29,51917028.0
2009-01-30,51917028.0
2009-02-02,51917028.0
2009-02-03,50873472.0
2009-02-04,50873472.0
2009-02-05,50873472.0
2009-02-06,50873472.0
2009-02-09,50873472.0
2009-02-10,50873472.0
2009-02-11,50873472.0
2009-02-12,27654297.0
2009-02-13,27654297.0
2009-02-17,27132518.0
2009-02-18,27654297.0
2009-02-19,27654297.0
2009-02-20,27654297.0
2009-02-23,28697856.0
2009-02-24,28697856.0
2009-02-25,27132518.0
2009-02-26,26349849.0
2009-02-27,26088960.0
2009-03-02,23480064.0
2009-03-03,23480064.0
2009-03-04,23480064.0
2009-03-05,22175616.0
2009-03-06,22175616.0
2009-03-09,18523161.0
2009-03-10,18523161.0
2009-03-11,18523161.0
2009-03-12,18523161.0
2009-03-13,18523161.0
2009-03-16,18523161.0
2009-03-17,15653376.0
2009-03-18,15653376.0
2009-03-19,15653376.0
2009-03-20,14348928.0
2009-03-23,14348928.0
2009-03-24,13566259.0
2009-03-25,13566259.0
2009-03-26,13044480.0
2009-03-27,13044480.0
2009-03-30,13044480.0
2009-03-31,12013056.0
2009-04-01,13080883.0
2009-04-02,9877402.04
2009-04-03,7474789.96
2009-04-06,7474789.96
2009-04-07,7741747.2
2009-04-08,8248965.12
2009-04-09,6673920.0
2009-04-13,6673920.0
2009-04-14,10411315.0
2009-04-15,10411315.0
2009-04-16,10411315.0
2009-04-17,10144357.0
2009-04-20,10411315.0
2009-04-21,10411315.0
2009-04-22,10144357.0
2009-04-23,10144357.0
2009-04-24,10144357.0
2009-04-27,10144357.0
2009-04-28,10144357.0
2009-04-29,12013056.0
2009-04-30,12013056.0
2009-05-01,12013056.0
2009-05-04,12013056.0
2009-05-05,12013056.0
2009-05-06,12013056.0
2009-05-07,12013056.0
2009-05-08,12013056.0
2009-05-11,12013056.0
2009-05-12,12013056.0
2009-05-13,12013056.0
2009-05-14,12013056.0
2009-05-15,8008704.0
2009-05-18,8008704.0
2009-05-19,8008704.0
2009-05-20,8008704.0
2009-05-21,8008704.0
2009-05-22,8008704.0
2009-05-26,8008704.0
2009-05-27,8008704.0
2009-05-28,8008704.0
2009-05-29,6673920.0
2009-06-01,6673920.0
2009-06-02,6673920.0
2009-06-03,6673920.0
2009-06-04,6673920.0
2009-06-05,6673920.0
2009-06-08,6673920.0
2009-06-09,7474789.96
2009-06-10,7474789.96
2009-06-11,7474789.96
2009-06-12,7474789.96
2009-06-15,7474789.96
2009-06-16,7474789.96
2009-06-17,7474789.96
2009-06-18,7474789.96
2009-06-19,7474789.96
2009-06-22,7474789.96
2009-06-23,7474789.96
2009-06-24,7474789.96
2009-06-25,7474789.96
2009-06-26,7474789.96
2009-06-29,7474789.96
2009-06-30,10745010.0
2009-07-01,10745010.0
2009-07-02,10745010.0
2009-07-06,10745010.0
2009-07-07,10745010.0
2009-07-08,10745010.0
2009-07-09,10745010.0
2009-07-10,10745010.0
2009-07-13,10745010.0
2009-07-14,10745010.0
2009-07-15,10745010.0
2009-07-16,10745010.0
2009-07-17,10745010.0
2009-07-20,10745010.0
2009-07-21,10745010.0
2009-07-22,10745010.0
2009-07-23,10745010.0
2009-07-24,9343488.0
2009-07-27,9343488.0
2009-07-28,9343488.0
2009-07-29,9343488.0
2009-07-30,6774028.8
2009-07-31,6587159.04
2009-08-03,6306854.4
2009-08-04,6306854.4
2009-08-05,6306854.4
2009-08-06,6306854.4
2009-08-07,6306854.4
2009-08-10,6306854.4
2009-08-11,6306854.4
2009-08-12,6306854.4
2009-08-13,6306854.4
2009-08-14,6306854.4
2009-08-17,6306854.4
2009-08-18,6306854.4
2009-08-19,6306854.4
2009-08-20,4204569.6
2009-08-21,3270220.8
2009-08-24,3036633.6
2009-08-25,2102284.8
2009-08-26,2102284.8
2009-08-27,1868697.6
2009-08-28,1868697.6
2009-08-31,1448240.64
2009-09-01,1635110.4
2009-09-02,1821980.16
2009-09-03,1821980.16
2009-09-04,1821980.16
2009-09-08,1821980.16
2009-09-09,1821980.16
2009-09-10,1821980.16
2009-09-11,934348.8
2009-09-14,1821980.16
2009-09-15,1401523.2
2009-09-16,1962132.48
2009-09-17,2335872.0
2009-09-18,1868697.6
2009-09-21,1635110.4
2009-09-22,1448240.64
2009-09-23,1775262.72
2009-09-24,2102284.8
2009-09-25,2335872.0
2009-09-28,2102284.8
2009-09-29,2055567.36
2009-09-30,2162350.08
2009-10-01,2457216.0
2009-10-02,2457216.0
2009-10-05,2457216.0
2009-10-06,2211494.4
2009-10-07,2457216.0
2009-10-08,2457216.0
2009-10-09,2457216.0
2009-10-12,2162350.08
2009-10-13,1965772.8
2009-10-14,2457216.0
2009-10-15,2457216.0
2009-10-16,2457216.0
2009-10-19,2457216.0
2009-10-20,2457216.0
2009-10-21,1965772.8
2009-10-22,1965772.8
2009-10-23,1965772.8
2009-10-26,1965772.8
2009-10-27,1965772.8
2009-10-28,2457216.0
2009-10-29,2211494.4
2009-10-30,2211494.4
2009-11-02,2211494.4
2009-11-03,2211494.4
2009-11-04,2457216.0
2009-11-05,2457216.0
2009-11-06,2457216.0
2009-11-09,2457216.0
2009-11-10,2211494.4
2009-11-11,2211494.4
2009-11-12,2211494.4
2009-11-13,2309783.04
2009-11-16,2309783.04
2009-11-17,2309783.04
2009-11-18,2309783.04
2009-11-19,2309783.04
2009-11-20,1474329.6
2009-11-23,1965772.8
2009-11-24,2457216.0
2009-11-25,2457216.0
2009-11-27,2457216.0
2009-11-30,2211494.4
2009-12-01,1720051.2
2009-12-02,1965772.8
2009-12-03,2211494.4
2009-12-04,2211494.4
2009-12-07,2309783.04
2009-12-08,2309783.04
2009-12-09,2211494.4
2009-12-10,1916628.48
2009-12-11,1965772.8
2009-12-14,1965772.8
2009-12-15,2014917.12
2009-12-16,1916628.48
2009-12-17,1965772.8
2009-12-18,1720051.2
2009-12-21,1572618.24
2009-12-22,1965772.8
2009-12-23,1228608.0
2009-12-24,1228608.0
2009-12-28,1965772.8
2009-12-29,1965772.8
2009-12-30,1965772.8
2009-12-31,2378342.4
2010-01-04,2378342.4
2010-01-05,2378342.4
2010-01-06,2378342.4
2010-01-07,2081049.6
2010-01-08,2081049.6
2010-01-11,1783756.8
2010-01-12,2081049.6
2010-01-13,2081049.6
2010-01-14,2081049.6
2010-01-15,2081049.6
2010-01-19,1783756.8
2010-01-20,1783756.8
2010-01-21,1783756.8
2010-01-22,1783756.8
2010-01-25,1783756.8
2010-01-26,891878.4
2010-01-27,891878.4
2010-01-28,2081049.6
2010-01-29,2081049.6
2010-02-01,2081049.6
2010-02-02,2081049.6
2010-02-03,2081049.6
2010-02-04,2081049.6
2010-02-05,2081049.6
2010-02-08,2081049.6
2010-02-09,2081049.6
2010-02-10,2081049.6
2010-02-11,1783756.8
2010-02-12,1783756.8
2010-02-16,1724298.24
2010-02-17,1724298.24
2010-02-18,1724298.24
2010-02-19,1724298.24
2010-02-22,1724298.24
2010-02-23,1724298.24
2010-02-24,1367546.88
2010-02-25,1367546.88
2010-02-26,1783756.8
2010-03-01,1367546.88
2010-03-02,1367546.88
2010-03-03,1367546.88
2010-03-04,1664839.68
2010-03-05,1664839.68
2010-03-08,2021591.04
2010-03-09,1783756.8
2010-03-10,1724298.24
2010-03-11,1724298.24
2010-03-12,1724298.24
2010-03-15,1783756.8
2010-03-16,1724298.24
2010-03-17,1724298.24
2010-03-18,1724298.24
2010-03-19,1486464.0
2010-03-22,1486464.0
2010-03-23,1724298.24
2010-03-24,1724298.24
2010-03-25,1486464.0
2010-03-26,1486464.0
2010-03-29,2972928.0
2010-03-30,2378342.4
2010-03-31,2523955.2
2010-04-01,2523955.2
2010-04-05,2523955.2
2010-04-06,2523955.2
2010-04-07,2271559.68
2010-04-08,2523955.2
2010-04-09,2523955.2
2010-04-12,2523955.2
2010-04-13,2523955.2
2010-04-14,2523955.2
2010-04-15,2523955.2
2010-04-16,3154944.0
2010-04-19,2082263.04
2010-04-20,2839449.6
2010-04-21,2208460.8
2010-04-22,2208460.8
2010-04-23,2208460.8
2010-04-26,2208460.8
2010-04-27,2208460.8
2010-04-28,2208460.8
2010-04-29,2208460.8
2010-04-30,1892966.4
2010-05-03,2145361.92
2010-05-04,1451274.24
2010-05-05,2208460.8
2010-05-06,2208460.8
2010-05-07,2208460.8
2010-05-10,1892966.4
2010-05-11,1892966.4
2010-05-12,1892966.4
2010-05-13,1892966.4
2010-05-14,1892966.4
2010-05-17,1892966.4
2010-05-18,1892966.4
2010-05-19,1892966.4
2010-05-20,1577472.0
2010-05-21,1892966.4
2010-05-24,1892966.4
2010-05-25,1892966.4
2010-05-26,1577472.0
2010-05-27,2019164.16
2010-05-28,2208460.8
2010-06-01,2208460.8
2010-06-02,1892966.4
2010-06-03,1892966.4
2010-06-04,1892966.4
2010-06-07,1892966.4
2010-06-08,1892966.4
2010-06-09,2839449.6
2010-06-10,2839449.6
2010-06-11,1892966.4
2010-06-14,1892966.4
2010-06-15,1892966.4
2010-06-16,1261977.6
2010-06-17,1261977.6
2010-06-18,1261977.6
2010-06-21,1261977.6
2010-06-22,1261977.6
2010-06-23,2397757.44
2010-06-24,2397757.44
2010-06-25,2397757.44
2010-06-28,2397757.44
2010-06-29,2397757.44
2010-06-30,3504414.72
2010-07-01,3504414.72
2010-07-02,3688857.6
2010-07-06,3688857.6
2010-07-07,3688857.6
2010-07-08,3688857.6
2010-07-09,3688857.6
2010-07-12,2766643.2
2010-07-13,2766643.2
2010-07-14,2766643.2
2010-07-15,2766643.2
2010-07-16,2766643.2
2010-07-19,2766643.2
2010-07-20,1844428.8
2010-07-21,1844428.8
2010-07-22,1844428.8
2010-07-23,1844428.8
2010-07-26,1844428.8
2010-07-27,1844428.8
2010-07-28,1844428.8
2010-07-29,1844428.8
2010-07-30,1844428.8
2010-08-02,1844428.8
2010-08-03,1936650.24
2010-08-04,1936650.24
2010-08-05,1936650.24
2010-08-06,2028871.68
2010-08-09,2028871.68
2010-08-10,2028871.68
2010-08-11,2028871.68
2010-08-12,2028871.68
2010-08-13,2028871.68
2010-08-16,2028871.68
2010-08-17,2028871.68
2010-08-18,2028871.68
2010-08-19,1936650.24
2010-08-20,1383321.6
2010-08-23,1936650.24
2010-08-24,1936650.24
2010-08-25,1936650.24
2010-08-26,1936650.24
2010-08-27,1936650.24
2010-08-30,1936650.24
2010-08-31,1936650.24
2010-09-01,1936650.24
2010-09-02,1936650.24
2010-09-03,3688857.6
2010-09-07,1383321.6
2010-09-08,4611072.0
2010-09-09,3688857.6
2010-09-10,3688857.6
2010-09-13,2766643.2
2010-09-14,3596636.16
2010-09-15,3596636.16
2010-09-16,4518850.56
2010-09-17,4149964.8
2010-09-20,4149964.8
2010-09-21,4149964.8
2010-09-22,1844428.8
2010-09-23,1844428.8
2010-09-24,1844428.8
2010-09-27,1383321.6
2010-09-28,1383321.6
2010-09-29,1383321.6
2010-09-30,3538391.04
2010-10-01,3538391.04
2010-10-04,3538391.04
2010-10-05,3538391.04
2010-10-06,1965772.8
2010-10-07,2850370.56
2010-10-08,3931545.6
2010-10-11,3931545.6
2010-10-12,2948659.2
2010-10-13,2948659.2
2010-10-14,2948659.2
2010-10-15,3145236.48
2010-10-18,3145236.48
2010-10-19,3145236.48
2010-10-20,3046947.84
2010-10-21,3046947.84
2010-10-22,3046947.84
2010-10-25,3046947.84
2010-10-26,3046947.84
2010-10-27,3046947.84
2010-10-28,3440102.4
2010-10-29,14743296.0
2010-11-01,29486592.0
2010-11-02,35383910.0
2010-11-03,32435249.0
2010-11-04,21623502.0
2010-11-05,28012262.0
2010-11-08,26537934.0
2010-11-09,26046489.0
2010-11-10,25063601.0
2010-11-11,22606385.0
2010-11-12,24572160.0
2010-11-15,22606385.0
2010-11-16,22606385.0
2010-11-17,23589273.0
2010-11-18,22606385.0
2010-11-19,26537934.0
2010-11-22,19166284.0
2010-11-23,17691955.0
2010-11-24,19657728.0
2010-11-26,23097830.0
2010-11-29,23097830.0
2010-11-30,19657728.0
2010-12-01,16709068.0
2010-12-02,21623502.0
2010-12-03,18674841.0
2010-12-06,14743296.0
2010-12-07,19657728.0
2010-12-08,19657728.0
2010-12-09,22606385.0
2010-12-10,21132057.0
2010-12-13,16709068.0
2010-12-14,17200512.0
2010-12-15,19657728.0
2010-12-16,19657728.0
2010-12-17,19657728.0
2010-12-20,23589273.0
2010-12-21,24572160.0
2010-12-22,23589273.0
2010-12-23,23589273.0
2010-12-27,23884137.0
2010-12-28,24473871.0
2010-12-29,21623502.0
2010-12-30,23589273.0
2010-12-31,20628480.0
2011-01-03,25269889.0
2011-01-04,24754175.0
2011-01-05,25785600.0
2011-01-06,25785600.0
2011-01-07,25785600.0
2011-01-10,25785600.0
2011-01-11,23722750.0
2011-01-12,22691329.0
2011-01-13,21659904.0
2011-01-14,25785600.0
2011-01-18,24754175.0
2011-01-19,25785600.0
2011-01-20,26817024.0
2011-01-21,26817024.0
2011-01-24,22691329.0
2011-01-25,25785600.0
2011-01-26,25785600.0
2011-01-27,25785600.0
2011-01-28,24238464.0
2011-01-31,23722750.0
2011-02-01,20628480.0
2011-02-02,20628480.0
2011-02-03,20628480.0
2011-02-04,20628480.0
2011-02-07,18565632.0
2011-02-08,20628480.0
2011-02-09,21144192.0
2011-02-10,19597056.0
2011-02-11,21659904.0
2011-02-14,20628480.0
2011-02-15,19597056.0
2011-02-16,18565632.0
2011-02-17,19597056.0
2011-02-18,19597056.0
2011-02-22,20628480.0
2011-02-23,22691329.0
2011-02-24,24754175.0
2011-02-25,20628480.0
2011-02-28,20628480.0
2011-03-01,20628480.0
2011-03-02,24754175.0
2011-03-03,24754175.0
2011-03-04,20628480.0
2011-03-07,20628480.0
2011-03-08,21659904.0
2011-03-09,21659904.0
2011-03-10,20628480.0
2011-03-11,22691329.0
2011-03-14,24135321.0
2011-03-15,23722750.0
2011-03-16,23207040.0
2011-03-17,23207040.0
2011-03-18,24651033.0
2011-03-21,23310182.0
2011-03-22,21659904.0
2011-03-23,20628480.0
2011-03-24,21247334.0
2011-03-25,21659904.0
2011-03-28,22175616.0
2011-03-29,23722750.0
2011-03-30,23722750.0
2011-03-31,20957322.0
2011-04-01,20231078.0
2011-04-04,20749824.0
2011-04-05,20749824.0
2011-04-06,22306060.0
2011-04-07,21268569.0
2011-04-08,21268569.0
2011-04-11,20542325.0
2011-04-12,19816081.0
2011-04-13,20231078.0
2011-04-14,22098562.0
2011-04-15,20749824.0
2011-04-18,20749824.0
2011-04-19,20749824.0
2011-04-20,20749824.0
2011-04-21,20749824.0
2011-04-25,19712332.0
2011-04-26,19919831.0
2011-04-27,19919831.0
2011-04-28,20749824.0
2011-04-29,20749824.0
2011-05-02,19712332.0
