,MAR
2004-08-24,9963241784
2004-08-25,10081743287
2004-08-26,10072627787
2004-08-27,10045281286
2004-08-30,10013377035
2004-08-31,10081743287
2004-09-01,10086301037
2004-09-02,10177456040
2004-09-03,10195687040
2004-09-07,10277726543
2004-09-08,10250380042
2004-09-09,10232149041
2004-09-10,10903844000
2004-09-13,10981348000
2004-09-14,11102448000
2004-09-15,11058852000
2004-09-16,11112136000
2004-09-17,11228392000
2004-09-20,11170264000
2004-09-21,11286520000
2004-09-22,11276832000
2004-09-23,11271988000
2004-09-24,11281676000
2004-09-27,11223548000
2004-09-28,11291364000
2004-09-29,11393088000
2004-09-30,11732168000
2004-10-01,11906552000
2004-10-04,12061560000
2004-10-05,12047028000
2004-10-06,12153596000
2004-10-07,11969524000
2004-10-08,11998588000
2004-10-11,12095468000
2004-10-12,12013120000
2004-10-13,11892020000
2004-10-14,11853268000
2004-10-15,11993744000
2004-10-18,12124532000
2004-10-19,12134220000
2004-10-20,12114844000
2004-10-21,12124532000
2004-10-22,12168128000
2004-10-25,12100312000
2004-10-26,12177816000
2004-10-27,12231100000
2004-10-28,12361888000
2004-10-29,12303760000
2004-11-01,12313448000
2004-11-02,12289228000
2004-11-03,12487832000
2004-11-04,12865664000
2004-11-05,13112708000
2004-11-08,13083644000
2004-11-09,12996452000
2004-11-10,12885040000
2004-11-11,12923792000
2004-11-12,13006140000
2004-11-15,12977076000
2004-11-16,12793004000
2004-11-17,12744564000
2004-11-18,12793004000
2004-11-19,12613776000
2004-11-22,12812380000
2004-11-23,12855976000
2004-11-24,12855976000
2004-11-26,12870508000
2004-11-29,12855976000
2004-11-30,12836600000
2004-12-01,13069112000
2004-12-02,13054580000
2004-12-03,13161148000
2004-12-06,13073956000
2004-12-07,13088488000
2004-12-08,13321000000
2004-12-09,13606796000
2004-12-10,13601952000
2004-12-13,13941032000
2004-12-14,13999160000
2004-12-15,14004004000
2004-12-16,14125104000
2004-12-17,14309176000
2004-12-20,14236516000
2004-12-21,14246204000
2004-12-22,14270424000
2004-12-23,14280112000
2004-12-27,14178388000
2004-12-28,14347928000
2004-12-29,14236516000
2004-12-30,14265580000
2004-12-31,13393446297
2005-01-03,13297648486
2005-01-04,13092367463
2005-01-05,13101491064
2005-01-06,13224659678
2005-01-07,13206412476
2005-01-10,13147109069
2005-01-11,12969198849
2005-01-12,12996569652
2005-01-13,13206412476
2005-01-14,13466435105
2005-01-18,13626098123
2005-01-19,13580480118
2005-01-20,13443626102
2005-01-21,13288524885
2005-01-24,13165356271
2005-01-25,13188165274
2005-01-26,13297648486
2005-01-27,13548547514
2005-01-28,13539423913
2005-01-31,13434502501
2005-02-01,13443626102
2005-02-02,13502929509
2005-02-03,13635221724
2005-02-04,13936300558
2005-02-07,14141581581
2005-02-08,13977356762
2005-02-09,13726457734
2005-02-10,13626098123
2005-02-11,13845064547
2005-02-14,13822255545
2005-02-15,13813131944
2005-02-16,13776637540
2005-02-17,13594165519
2005-02-18,13557671115
2005-02-22,13325019289
2005-02-23,13288524885
2005-02-24,13306772087
2005-02-25,13635221724
2005-02-28,13630659923
2005-03-01,13744704936
2005-03-02,13918053356
2005-03-03,13991042164
2005-03-04,14223693990
2005-03-07,14410727811
2005-03-08,14237379391
2005-03-09,14064030972
2005-03-10,14045783770
2005-03-11,14050345570
2005-03-14,14228255790
2005-03-15,14319491800
2005-03-16,14173514184
2005-03-17,14004727565
2005-03-18,13872435350
2005-03-21,13813131944
2005-03-22,13735581335
2005-03-23,13845064547
2005-03-24,13863311749
2005-03-28,13626808415
2005-03-29,13527802541
2005-03-30,13973328972
2005-03-31,14022831909
2005-04-01,13838320963
2005-04-04,13833820696
2005-04-05,14063334312
2005-04-06,14000330574
2005-04-07,14166840453
2005-04-08,14148839385
2005-04-11,14229844190
2005-04-12,14333350331
2005-04-13,14153339652
2005-04-14,13932826570
2005-04-15,13446797736
2005-04-18,13181281984
2005-04-19,13140779581
2005-04-20,13046273975
2005-04-21,13293788658
2005-04-22,13397294799
2005-04-25,13622308148
2005-04-26,13811319361
2005-04-27,13820319895
2005-04-28,13293788658
2005-04-29,13163280916
2005-05-02,12857262761
2005-05-03,12767257422
2005-05-04,13028272907
2005-05-05,13028272907
2005-05-06,12992270771
2005-05-09,13140779581
2005-05-10,12933767300
2005-05-11,12996771038
2005-05-12,12861763028
2005-05-13,12753756621
2005-05-16,12978769970
2005-05-17,13113777979
2005-05-18,13518802007
2005-05-19,13676311352
2005-05-20,13635808949
2005-05-23,13806819094
2005-05-24,14054333778
2005-05-25,13964328438
2005-05-26,14112837249
2005-05-27,14144339118
2005-05-31,14166840453
2005-06-01,14220843656
2005-06-02,14643868752
2005-06-03,14585365282
2005-06-06,14540362612
2005-06-07,14517861277
2005-06-08,14432356204
2005-06-09,14607866617
2005-06-10,14391853802
2005-06-13,14306348729
2005-06-14,14463858073
2005-06-15,14418855403
2005-06-16,14472858607
2005-06-17,14305277379
2005-06-20,14318568129
2005-06-21,14207811878
2005-06-22,14256544628
2005-06-23,14083764877
2005-06-24,14017311126
2005-06-27,13986299376
2005-06-28,14136927877
2005-06-29,14110346377
2005-06-30,14088195127
2005-07-01,14185660628
2005-07-05,14269835378
2005-07-06,14212242128
2005-07-07,14163509377
2005-07-08,14349579879
2005-07-11,14562231881
2005-07-12,14513499131
2005-07-13,14535650381
2005-07-14,14021741376
2005-07-15,14012880876
2005-07-18,13866682625
2005-07-19,13959717876
2005-07-20,14132497627
2005-07-21,14061613626
2005-07-22,14163509377
2005-07-25,14105916127
2005-07-26,14274265628
2005-07-27,14123637127
2005-07-28,14371731129
2005-07-29,14136927877
2005-08-01,14154648877
2005-08-02,14252114378
2005-08-03,14287556379
2005-08-04,14207811878
2005-08-05,14123637127
2005-08-08,14083764877
2005-08-09,14123637127
2005-08-10,14234393378
2005-08-11,14167939627
2005-08-12,13999590126
2005-08-15,13999590126
2005-08-16,13977438876
2005-08-17,13968578376
2005-08-18,13937566625
2005-08-19,13946427125
2005-08-22,13791368374
2005-08-23,13826810374
2005-08-24,13769217124
2005-08-25,13747065874
2005-08-26,13583146622
2005-08-29,13441378621
2005-08-30,12927469616
2005-08-31,13051516617
2005-09-01,12674945364
2005-09-02,12661654614
2005-09-06,12918609116
2005-09-07,13211005619
2005-09-08,12887597366
2005-09-09,13083821462
2005-09-12,12932305818
2005-09-13,13083821462
2005-09-14,13008063640
2005-09-15,12883286051
2005-09-16,12776333832
2005-09-19,12651556243
2005-09-20,12535691339
2005-09-21,12459933518
2005-09-22,12682750641
2005-09-23,12847635312
2005-09-26,12789702860
2005-09-27,12749595778
2005-09-28,12633730874
2005-09-29,12575798422
2005-09-30,13083821462
2005-10-03,13097190489
2005-10-04,13186317339
2005-10-05,13119472202
2005-10-06,13235337106
2005-10-07,13186317339
2005-10-10,12865460682
2005-10-11,12771877490
2005-10-12,12553516709
2005-10-13,12598080134
2005-10-14,12745139435
2005-10-17,12557973052
2005-10-18,12277223477
2005-10-19,12829809942
2005-10-20,12669381613
2005-10-21,12736226750
2005-10-24,12869917024
2005-10-25,12673837956
2005-10-26,12424282778
2005-10-27,12067775381
2005-10-28,12339612271
2005-10-31,12384175696
2005-11-01,12250485422
2005-11-02,12553516709
2005-11-03,12767421147
2005-11-04,12887742394
2005-11-07,12794159202
2005-11-08,12696119668
2005-11-09,12718401380
2005-11-10,13208599051
2005-11-11,13123928544
2005-11-14,13239793448
2005-11-15,13101646832
2005-11-16,13034801695
2005-11-17,13110559517
2005-11-18,13217511736
2005-11-21,13391309092
2005-11-22,13409134462
2005-11-23,13453697886
2005-11-25,13435872516
2005-11-28,13239793448
2005-11-29,13467066914
2005-11-30,13422503489
2005-12-01,13975089954
2005-12-02,13984002639
2005-12-05,13952808242
2005-12-06,13926070187
2005-12-07,13930526529
2005-12-08,14050847776
2005-12-09,14059760461
2005-12-12,14113236570
2005-12-13,14064216803
2005-12-14,14055304118
2005-12-15,14073129488
2005-12-16,14064216803
2005-12-19,13908244817
2005-12-20,13908244817
2005-12-21,13957264584
2005-12-22,14135518283
2005-12-23,14010740694
2005-12-27,13948351899
2005-12-28,13921613845
2005-12-29,14073129488
2005-12-30,12997745018
2006-01-03,13101826897
2006-01-04,13243378252
2006-01-05,13210072050
2006-01-06,13297500829
2006-01-09,13447378734
2006-01-10,13405745983
2006-01-11,13580603539
2006-01-12,13451542009
2006-01-13,13497338036
2006-01-17,13393256157
2006-01-18,13226725151
2006-01-19,13309990654
2006-01-20,12918642790
2006-01-23,12922806065
2006-01-24,12997745018
2006-01-25,13035214494
2006-01-26,13222561876
2006-01-27,13397419432
2006-01-30,13047704320
2006-01-31,12931132615
2006-02-01,13189255675
2006-02-02,12935295891
2006-02-03,12818724186
2006-02-06,12964438817
2006-02-07,12918642790
2006-02-08,12827050737
2006-02-09,13126806547
2006-02-10,13476521660
2006-02-13,13368276506
2006-02-14,13339133580
2006-02-15,13530644237
2006-02-16,13484848210
2006-02-17,13443215459
2006-02-21,13164276024
2006-02-22,13255868077
2006-02-23,13339133580
2006-02-24,13301664104
2006-02-27,13439052184
2006-02-28,13272521178
2006-03-01,13351623406
2006-03-02,13268357903
2006-03-03,13205908775
2006-03-06,13276684453
2006-03-07,13172602574
2006-03-08,13289174278
2006-03-09,13264194627
2006-03-10,13180929124
2006-03-13,13135133098
2006-03-14,13114316722
2006-03-15,13114316722
2006-03-16,13205908775
2006-03-17,13439052184
2006-03-20,13397419432
2006-03-21,13480684935
2006-03-22,13493174761
2006-03-23,13447378734
2006-03-24,13400477593
2006-03-27,13413013119
2006-03-28,13358692505
2006-03-29,13479869259
2006-03-30,13500761803
2006-03-31,13358692505
2006-04-03,13634474083
2006-04-04,13768186364
2006-04-05,13993825837
2006-04-06,14081574521
2006-04-07,14098288556
2006-04-10,13918612679
2006-04-11,13676259171
2006-04-12,13667902153
2006-04-13,13647009610
2006-04-17,13943683732
2006-04-18,14165144696
2006-04-19,14232000836
2006-04-20,14269607415
2006-04-21,14290499959
2006-04-24,14202751275
2006-04-25,14089931538
2006-04-26,14148430661
2006-04-27,14353177590
2006-04-28,14232000836
2006-05-01,14294678467
2006-05-02,14223643819
2006-05-03,14382427151
2006-05-04,14566281537
2006-05-05,14666565747
2006-05-08,14875491185
2006-05-09,14929811799
2006-05-10,14871312676
2006-05-11,14716707852
2006-05-12,14591352589
2006-05-15,14624780660
2006-05-16,14608066624
2006-05-17,14194394257
2006-05-18,14077396012
2006-05-19,14303035485
2006-05-22,14106645573
2006-05-23,13960397767
2006-05-24,14023075398
2006-05-25,14148430661
2006-05-26,14244536362
2006-05-30,13964576275
2006-05-31,14085753029
2006-06-01,14532853467
2006-06-02,14428390748
2006-06-05,14236179345
2006-06-06,14060681977
2006-06-07,14219465310
2006-06-08,14035610924
2006-06-09,14190215748
2006-06-12,14052324959
2006-06-13,13826685486
2006-06-14,13663723645
2006-06-15,14031432416
2006-06-16,13655434036
2006-06-19,13667651842
2006-06-20,13740958675
2006-06-21,13867209333
2006-06-22,13667651842
2006-06-23,13773539490
2006-06-26,13781684694
2006-06-27,13724668268
2006-06-28,13883499740
2006-06-29,14319268139
2006-06-30,14474027010
2006-07-03,14453664001
2006-07-05,14254106510
2006-07-06,14278542121
2006-07-07,14188944880
2006-07-10,14245961306
2006-07-11,14237816102
2006-07-12,14188944880
2006-07-13,13724668268
2006-07-14,13382569711
2006-07-17,13907935351
2006-07-18,13757249083
2006-07-19,14017895602
2006-07-20,13842773722
2006-07-21,13472166952
2006-07-24,13964951777
2006-07-25,14254106510
2006-07-26,13859064129
2006-07-27,13219665637
2006-07-28,13415150526
2006-07-31,13358134100
2006-08-01,13349988897
2006-08-02,13639143629
2006-08-03,13818338110
2006-08-04,13667651842
2006-08-07,13663579240
2006-08-08,13345916295
2006-08-09,13272609461
2006-08-10,13423295730
2006-08-11,13472166952
2006-08-14,13671724444
2006-08-15,13769466888
2006-08-16,14038258611
2006-08-17,14136001056
2006-08-18,14123783250
2006-08-21,13932370963
2006-08-22,13960879176
2006-08-23,13818338110
2006-08-24,13814265509
2006-08-25,13667651842
2006-08-28,13875354537
2006-08-29,14070839426
2006-08-30,14083057231
2006-08-31,14298905130
2006-09-01,14197090083
2006-09-05,14274469519
2006-09-06,14099347639
2006-09-07,14091202435
2006-09-08,14849009999
2006-09-11,14980605000
2006-09-12,15439064999
2006-09-13,15447555000
2006-09-14,15290490000
2006-09-15,15303224999
2006-09-18,15307470000
2006-09-19,15358410000
2006-09-20,15511230000
2006-09-21,15494250000
2006-09-22,15231060000
2006-09-25,15383880000
2006-09-26,15307470000
2006-09-27,15294735000
2006-09-28,15226814999
2006-09-29,15290490000
2006-10-02,15473025000
2006-10-03,15023055000
2006-10-04,15167384999
2006-10-05,16164960000
2006-10-06,15965445000
2006-10-09,15901770000
2006-10-10,16046099999
2006-10-11,15710745000
2006-10-12,15867810000
2006-10-13,16164960000
2006-10-16,16241370000
2006-10-17,16322025000
2006-10-18,16254105000
2006-10-19,16262595000
2006-10-20,16462110000
2006-10-23,16572480000
2006-10-24,16589460000
2006-10-25,16551255000
2006-10-26,16474845000
2006-10-27,16423904999
2006-10-30,16610685000
2006-10-31,16530029999
2006-11-01,16623419999
2006-11-02,16704075000
2006-11-03,16602195000
2006-11-06,16899345000
2006-11-07,16988490000
2006-11-08,17124330000
2006-11-09,17171025000
2006-11-10,17311110000
2006-11-13,17629485000
2006-11-14,17714385000
2006-11-15,17756835000
2006-11-16,17841735000
2006-11-17,17909655000
2006-11-20,18075210000
2006-11-21,17913900000
2006-11-22,18499710000
2006-11-24,18380850000
2006-11-27,17773815000
2006-11-28,17744100000
2006-11-29,17888430000
2006-11-30,17867205000
2006-12-01,17892675000
2006-12-04,18393585000
2006-12-05,18410565000
2006-12-06,18359625000
2006-12-07,18317175000
2006-12-08,18359625000
2006-12-11,18172845000
2006-12-12,18202560000
2006-12-13,18304440000
2006-12-14,18469995000
2006-12-15,18177090000
2006-12-18,18151620000
2006-12-19,18342645000
2006-12-20,18520935000
2006-12-21,18444525000
2006-12-22,18465750000
2006-12-26,18720450000
2006-12-27,18894495000
2006-12-28,19034580000
2006-12-29,17464887668
2007-01-03,17323566932
2007-01-04,16895679147
2007-01-05,16503121546
2007-01-08,16699400346
2007-01-09,16919232603
2007-01-10,16997744123
2007-01-11,17146916011
2007-01-12,17264683291
2007-01-16,17347120388
2007-01-17,17292162324
2007-01-18,17174395043
2007-01-19,17229353107
2007-01-22,17139064859
2007-01-23,17272534444
2007-01-24,17445259788
2007-01-25,17182246195
2007-01-26,17221501955
2007-01-29,17131213707
2007-01-30,17099809099
2007-01-31,17617985132
2007-02-01,17939882365
2007-02-02,17853519693
2007-02-05,18061575222
2007-02-06,18147937894
2007-02-07,18344216694
2007-02-08,18740699871
2007-02-09,17963435821
2007-02-12,17896701029
2007-02-13,17947733517
2007-02-14,17963435821
2007-02-15,18069426374
2007-02-16,18057649646
2007-02-20,18167565774
2007-02-21,18198970382
2007-02-22,18100830982
2007-02-23,18112607710
2007-02-26,17955584669
2007-02-27,17382450572
2007-02-28,17531622460
2007-03-01,17449185364
2007-03-02,17402078452
2007-03-05,17001669699
2007-03-06,17307864628
2007-03-07,17402078452
2007-03-08,17731826837
2007-03-09,17763231445
2007-03-12,17723975685
2007-03-13,17515920156
2007-03-14,17468813244
2007-03-15,17500217852
2007-03-16,17354971540
2007-03-19,17672943197
2007-03-20,18006617157
2007-03-21,18261779598
2007-03-22,18253928446
2007-03-23,17922938287
2007-03-26,17981066736
2007-03-27,17837683229
2007-03-28,17616795125
2007-03-29,17605169435
2007-03-30,17686549263
2007-04-02,17934563977
2007-04-03,18043070414
2007-04-04,18201954840
2007-04-05,18070197023
2007-04-09,18008193345
2007-04-10,18008193345
2007-04-11,17872560298
2007-04-12,18008193345
2007-04-13,18112824552
2007-04-16,18461595243
2007-04-17,18663107198
2007-04-18,18736736566
2007-04-19,17337778572
2007-04-20,17392031791
2007-04-23,17341653802
2007-04-24,17147892307
2007-04-25,16934754663
2007-04-26,16686739949
2007-04-27,16768119777
2007-04-30,16334094028
2007-05-01,16380596787
2007-05-02,16450350925
2007-05-03,16442600465
2007-05-04,16458101385
2007-05-07,16500728914
2007-05-08,16411598626
2007-05-09,16241088510
2007-05-10,15915569199
2007-05-11,15911693969
2007-05-14,16403848166
2007-05-15,16330218798
2007-05-16,16396097706
2007-05-17,16264339890
2007-05-18,16353470178
2007-05-21,16163583912
2007-05-22,16326343568
2007-05-23,16291466499
2007-05-24,15977572877
2007-05-25,15927194889
2007-05-29,16167459142
2007-05-30,16368971097
2007-05-31,16636361960
2007-06-01,16837873915
2007-06-04,17295151043
2007-06-05,17062637249
2007-06-06,16636361960
2007-06-07,16310842649
2007-06-08,16465851845
2007-06-11,16403848166
2007-06-12,16303092189
2007-06-13,16655738110
2007-06-14,16539481213
2007-06-15,16415344425
2007-06-18,16290642223
2007-06-19,16290642223
2007-06-20,16071468656
2007-06-21,16003449273
2007-06-22,15814506542
2007-06-25,15742708305
2007-06-26,15470630773
2007-06-27,15398832535
2007-06-28,15413947954
2007-06-29,15232562932
2007-07-02,15417726808
2007-07-03,15663352358
2007-07-05,16759220195
2007-07-06,16596729447
2007-07-09,16555162046
2007-07-10,16101699493
2007-07-11,16328430769
2007-07-12,15867410507
2007-07-13,15527313592
2007-07-16,15644458085
2007-07-17,15905199053
2007-07-18,15893862489
2007-07-19,15890083635
2007-07-20,15595332975
2007-07-23,15806948833
2007-07-24,15478188482
2007-07-25,15202332096
2007-07-26,14514580557
2007-07-27,14057339149
2007-07-30,14499465138
2007-07-31,14635503904
2007-08-01,14832004344
2007-08-02,15255236060
2007-08-03,14635503904
2007-08-06,14915139145
2007-08-07,14998273947
2007-08-08,15478188482
2007-08-09,15330813152
2007-08-10,14971821964
2007-08-13,14979379674
2007-08-14,14688407869
2007-08-15,14537253684
2007-08-16,14552369103
2007-08-17,14911360291
2007-08-20,15009610510
2007-08-21,15081408748
2007-08-22,15259014915
2007-08-23,15410169099
2007-08-24,15534871301
2007-08-27,15376159408
2007-08-28,14956706546
2007-08-29,15134312713
2007-08-30,15413947954
2007-08-31,15648236940
2007-09-04,15621784957
2007-09-05,15372380553
2007-09-06,15364822844
2007-09-07,15191268000
2007-09-10,15026062000
2007-09-11,15310370000
2007-09-12,15118270000
2007-09-13,15325738000
2007-09-14,15410262000
2007-09-17,15356474000
2007-09-18,15825198000
2007-09-19,15990403999
2007-09-20,15782936000
2007-09-21,15990403999
2007-09-24,16013456000
2007-09-25,15490944000
2007-09-26,15391052000
2007-09-27,15517838000
2007-09-28,15567784000
2007-10-01,15771409999
2007-10-02,16094138000
2007-10-03,15875144000
2007-10-04,15141321999
2007-10-05,15402578000
2007-10-08,15256582000
2007-10-09,15033746000
2007-10-10,14845488000
2007-10-11,14810909999
2007-10-12,14991484000
2007-10-15,14568864000
2007-10-16,15091376000
2007-10-17,14899276000
2007-10-18,14810909999
2007-10-19,14296082000
2007-10-22,14538128000
2007-10-23,14561180000
2007-10-24,14346028000
2007-10-25,14165453999
2007-10-26,14219242000
2007-10-29,14169296000
2007-10-30,14211558000
2007-10-31,14722544000
2007-11-01,14253820000
2007-11-02,14238452000
2007-11-05,13896514000
2007-11-06,13754359999
2007-11-07,13228006000
2007-11-08,13101220000
2007-11-09,12909120000
2007-11-12,12955224000
2007-11-13,13262584000
2007-11-14,12985959999
2007-11-15,12709336000
2007-11-16,12763124000
2007-11-19,12286716000
2007-11-20,12071564000
2007-11-21,12375082000
2007-11-23,12574865999
2007-11-26,12421186000
2007-11-27,12636338000
2007-11-28,13139640000
2007-11-29,13243374000
2007-11-30,13431632000
2007-12-03,13262584000
2007-12-04,13093536000
2007-12-05,13089694000
2007-12-06,13304846000
2007-12-07,13254900000
2007-12-10,13416264000
2007-12-11,12966750000
2007-12-12,12782334000
2007-12-13,12113826000
2007-12-14,11280112000
2007-12-17,11656628000
2007-12-18,11645102000
2007-12-19,11948620000
2007-12-20,11860254000
2007-12-21,12133036000
2007-12-24,12317452000
2007-12-26,12198350000
2007-12-27,12079248000
2007-12-28,11393461976
2007-12-31,11411370593
2008-01-02,11028126194
2008-01-03,11031707918
2008-01-04,10569665605
2008-01-07,10727261433
2008-01-08,10616228009
2008-01-09,11157068235
2008-01-10,11414952316
2008-01-11,10970818621
2008-01-14,11106924108
2008-01-15,10641300072
2008-01-16,10970818621
2008-01-17,10802477623
2008-01-18,10909929324
2008-01-22,11017381024
2008-01-23,11705071907
2008-01-24,11801778438
2008-01-25,11336154402
2008-01-28,11626273994
2008-01-29,11629855717
2008-01-30,11529567463
2008-01-31,12005936669
2008-02-01,12460815534
2008-02-04,11880576351
2008-02-05,11952210818
2008-02-06,11647764334
2008-02-07,11715817077
2008-02-08,11558221250
2008-02-11,11776706374
2008-02-12,11927138755
2008-02-13,11651346057
2008-02-14,11726562247
2008-02-15,11862667735
2008-02-19,11783869821
2008-02-20,11927138755
2008-02-21,11851922565
2008-02-22,11762379481
2008-02-25,11862667735
2008-02-26,12174277666
2008-02-27,12124133539
2008-02-28,11669254674
2008-02-29,11386298529
2008-03-03,11422115763
2008-03-04,11834013948
2008-03-05,11654927780
2008-03-06,11196467192
2008-03-07,11171395128
2008-03-10,10888438984
2008-03-11,11407788869
2008-03-12,11128414448
2008-03-13,11081852044
2008-03-14,10985145514
2008-03-17,10612646286
2008-03-18,10988727237
2008-03-19,11096178938
2008-03-20,11457932996
2008-03-24,12065921192
2008-03-25,12008532743
2008-03-26,11972664964
2008-03-27,11714416947
2008-03-28,11520730936
2008-03-31,11488449934
2008-04-01,12227326202
2008-04-02,12252433647
2008-04-03,12033640189
2008-04-04,12051574080
2008-04-07,11865061624
2008-04-08,11761045062
2008-04-09,11398780484
2008-04-10,11420301152
2008-04-11,11162053136
2008-04-14,11011408460
2008-04-15,10641970326
2008-04-16,10864350562
2008-04-17,11187160582
2008-04-18,11187160582
2008-04-21,10885871230
2008-04-22,10824896004
2008-04-23,10986301014
2008-04-24,11427474708
2008-04-25,11674962389
2008-04-28,11649854943
2008-04-29,11660615278
2008-04-30,11466929266
2008-05-01,12004945966
2008-05-02,12299061762
2008-05-05,12098202193
2008-05-06,12195045200
2008-05-07,11811259954
2008-05-08,11890169070
2008-05-09,11994185632
2008-05-12,12306235318
2008-05-13,12108962528
2008-05-14,12037226968
2008-05-15,12008532743
2008-05-16,11976251742
2008-05-19,11961904630
2008-05-20,11793326064
2008-05-21,11409540818
2008-05-22,11301937478
2008-05-23,11233788696
2008-05-27,11251722586
2008-05-28,11416714374
2008-05-29,11179987026
2008-05-30,11004234904
2008-06-02,10763920778
2008-06-03,10749573666
2008-06-04,10408829756
2008-06-05,10430350424
2008-06-06,10007110620
2008-06-09,9881573390
2008-06-10,9949722172
2008-06-11,9483441032
2008-06-12,9756036160
2008-06-13,9808828434
2008-06-16,9862079403
2008-06-17,9645525463
2008-06-18,9404121072
2008-06-19,9570974107
2008-06-20,9084615260
2008-06-23,8992313581
2008-06-24,8985213451
2008-06-25,9322469587
2008-06-26,8843210868
2008-06-27,8832560675
2008-06-30,8683457962
2008-07-01,8562755766
2008-07-02,8367502215
2008-07-03,8456253829
2008-07-07,8580506089
2008-07-08,8910662095
2008-07-09,8584056154
2008-07-10,7966344917
2008-07-11,7852742850
2008-07-14,7430285165
2008-07-15,7625538717
2008-07-16,8143848146
2008-07-17,8715408543
2008-07-18,8715408543
2008-07-21,8789959900
2008-07-22,9201767391
2008-07-23,9446721847
2008-07-24,8623106864
2008-07-25,8644407252
2008-07-28,8434953442
2008-07-29,8761559383
2008-07-30,8811260287
2008-07-31,8573405960
2008-08-01,8853861062
2008-08-04,8775759641
2008-08-05,9006513839
2008-08-06,9230167908
2008-08-07,9024264162
2008-08-08,9354420168
2008-08-11,9531923397
2008-08-12,9397020943
2008-08-13,9301169199
2008-08-14,9613574882
2008-08-15,9638425334
2008-08-18,9354420168
2008-08-19,9073965066
2008-08-20,8935512547
2008-08-21,8921312289
2008-08-22,9180467003
2008-08-25,8960362999
2008-08-26,8985213451
2008-08-27,9109465712
2008-08-28,9347320039
2008-08-29,9336669845
2008-09-02,9627775140
2008-09-03,9602924688
2008-09-04,9397020943
2008-09-05,9450185392
2008-09-08,9742314028
2008-09-09,9386832194
2008-09-10,9453705014
2008-09-11,9573372166
2008-09-12,9457224636
2008-09-15,8960957917
2008-09-16,9154537134
2008-09-17,8675868525
2008-09-18,8996154138
2008-09-19,9242527687
2008-09-22,8718103991
2008-09-23,8524524774
2008-09-24,8397818378
2008-09-25,8348543668
2008-09-26,8489328553
2008-09-29,8010659945
2008-09-30,8559720995
2008-10-01,8228876516
2008-10-02,7788923751
2008-10-03,7595344534
2008-10-06,7099077816
2008-10-07,6349398304
2008-10-08,6208613419
2008-10-09,5803856875
2008-10-10,6155819087
2008-10-13,6799909935
2008-10-14,6205093797
2008-10-15,5839053097
2008-10-16,5976318359
2008-10-17,6268446995
2008-10-20,6314202083
2008-10-21,6007994958
2008-10-22,5905925917
2008-10-23,5969279115
2008-10-24,6043191180
2008-10-27,5536365594
2008-10-28,6004475336
2008-10-29,6476104700
2008-10-30,6655605428
2008-10-31,6849184645
2008-11-03,6666164295
2008-11-04,6965332175
2008-11-05,6490183189
2008-11-06,6081907023
2008-11-07,6187495686
2008-11-10,5765141032
2008-11-11,5867210074
2008-11-12,5342786378
2008-11-13,5736984055
2008-11-14,5138648295
2008-11-17,5047138120
2008-11-18,4913392479
2008-11-19,4308017474
2008-11-20,4096840147
2008-11-21,4237625032
2008-11-24,4881715880
2008-11-25,4885235502
2008-11-26,5444855419
2008-11-28,5508208617
2008-12-01,4920431723
2008-12-02,5247756580
2008-12-03,5381502221
2008-12-04,5258315447
2008-12-05,5202001493
2008-12-08,5701787834
2008-12-09,5532845972
2008-12-10,5772180276
2008-12-11,5444855419
2008-12-12,5448375041
2008-12-15,5297031290
2008-12-16,6071348157
2008-12-17,5976318359
2008-12-18,5821454986
2008-12-19,5891847428
2008-12-22,5814415742
2008-12-23,5976318359
2008-12-24,6007994958
2008-12-26,6018553825
2008-12-29,5948161382
2008-12-30,6036151935
2008-12-31,6381074903
2009-01-02,6627280000
2009-01-05,6875359999
2009-01-06,7144704000
2009-01-07,6584751999
2009-01-08,6754864000
2009-01-09,6485520000
2009-01-12,6212632000
2009-01-13,6060240000
2009-01-14,5681032000
2009-01-15,5727104000
2009-01-16,5893672000
2009-01-20,5535728000
2009-01-21,5776720000
2009-01-22,5677488000
2009-01-23,5677488000
2009-01-26,5698751999
2009-01-27,5741280000
2009-01-28,6007080000
2009-01-29,5578256000
2009-01-30,5386880000
2009-02-02,5145888000
2009-02-03,5362072000
2009-02-04,5145888000
2009-02-05,5262840000
2009-02-06,5418776000
2009-02-09,5354984000
2009-02-10,4972232000
2009-02-11,5004128000
2009-02-12,5195504000
2009-02-13,4936792000
2009-02-17,4904896000
2009-02-18,4826928000
2009-02-19,4795032000
2009-02-20,4731240000
2009-02-23,4550496000
2009-02-24,4816296000
2009-02-25,4674536000
2009-02-26,4635552000
2009-02-27,4678080000
2009-03-02,4380384000
2009-03-03,4483160000
2009-03-04,4557584000
2009-03-05,4302416000
2009-03-06,4171288000
2009-03-09,4281152000
2009-03-10,4759592000
2009-03-11,4851736000
2009-03-12,5174240000
2009-03-13,5113992000
2009-03-16,4901352000
2009-03-17,5018304000
2009-03-18,5209680000
2009-03-19,5248664000
2009-03-20,5177784000
2009-03-23,5652680000
2009-03-24,5716472000
2009-03-25,5613696000
2009-03-26,5907848000
2009-03-27,5660018000
2009-03-30,5389306000
2009-03-31,5432050000
2009-04-01,5620836000
2009-04-02,6119516000
2009-04-03,6432972000
2009-04-06,6340360000
2009-04-07,6037590000
2009-04-08,6119516000
2009-04-09,6372418000
