,TJX
2009-04-13,11254200320
2009-04-14,11105684480
2009-04-15,11155189760
2009-04-16,11402716160
2009-04-17,11699747840
2009-04-20,11270702080
2009-04-21,11600737280
2009-04-22,11468723200
2009-04-23,11369712640
2009-04-24,11600737280
2009-04-27,11138688000
2009-04-28,11534730240
2009-04-29,11419217920
2009-04-30,11534730240
2009-05-01,11501726720
2009-05-04,11980277760
2009-05-05,11996779520
2009-05-06,11765754880
2009-05-07,11815260160
2009-05-08,11584235520
2009-05-11,11485224960
2009-05-12,11650242560
2009-05-13,11386214400
2009-05-14,11072680960
2009-05-15,11072680960
2009-05-18,11534730240
2009-05-19,11980277760
2009-05-20,11683246080
2009-05-21,11633740800
2009-05-22,11666744320
2009-05-26,12128793600
2009-05-27,12046284800
2009-05-28,11897768960
2009-05-29,12178298880
2009-06-01,12673351680
2009-06-02,12656849920
2009-06-03,12673351680
2009-06-04,12557839360
2009-06-05,12590842880
2009-06-08,12706355200
2009-06-09,12788864000
2009-06-10,12590842880
2009-06-11,12359818240
2009-06-12,12673351680
2009-06-15,12541337600
2009-06-16,12260807680
2009-06-17,12722856960
2009-06-18,12656849920
2009-06-19,12722856960
2009-06-22,12706355200
2009-06-23,12491832320
2009-06-24,12475330560
2009-06-25,13118899200
2009-06-26,12937379840
2009-06-29,12937379840
2009-06-30,12986885120
2009-07-01,12904376320
2009-07-02,12293811200
2009-07-06,12755860480
2009-07-07,12491832320
2009-07-08,12838369280
2009-07-09,13250913279
2009-07-10,13151902720
2009-07-13,13613952000
2009-07-14,13943987199
2009-07-15,14175011840
2009-07-16,14604057600
2009-07-17,14521548800
2009-07-20,14686566400
2009-07-21,14587555840
2009-07-22,14554552320
2009-07-23,14802078720
2009-07-24,14802078720
2009-07-27,14818580480
2009-07-28,14950594560
2009-07-29,15000099840
2009-07-30,15099110400
2009-07-31,14950594560
2009-08-03,15289830720
2009-08-04,14955261120
2009-08-05,15172731360
2009-08-06,14570506080
2009-08-07,14838161759
2009-08-10,14704333919
2009-08-11,14670876960
2009-08-12,15005446560
2009-08-13,14787976320
2009-08-14,14670876960
2009-08-17,14804704800
2009-08-18,14353035840
2009-08-19,14637420000
2009-08-20,14905075680
2009-08-21,15005446560
2009-08-24,14804704800
2009-08-25,15323287680
2009-08-26,15306559200
2009-08-27,15557486400
2009-08-28,15273102240
2009-08-31,15038903520
2009-09-01,14787976320
2009-09-02,14570506080
2009-09-03,14955261120
2009-09-04,15139274400
2009-09-08,15105817439
2009-09-09,15239645280
2009-09-10,15172731360
2009-09-11,15323287680
2009-09-14,15457115520
2009-09-15,15590943360
2009-09-16,15858599040
2009-09-17,15791685120
2009-09-18,15908784480
2009-09-21,15925512960
2009-09-22,16059340800
2009-09-23,15724771200
2009-09-24,15691314240
2009-09-25,15406930080
2009-09-28,15624400320
2009-09-29,15473844000
2009-09-30,15540757919
2009-10-01,15373473120
2009-10-02,15172731360
2009-10-05,15574214880
2009-10-06,16076069280
2009-10-07,15925512960
2009-10-08,15724771200
2009-10-09,15808413599
2009-10-12,15841870560
2009-10-13,15758228160
2009-10-14,15858599040
2009-10-15,15942241439
2009-10-16,16025883840
2009-10-19,16343724960
2009-10-20,16209897120
2009-10-21,16460824320
2009-10-22,16828850880
2009-10-23,16644837599
2009-10-26,16795393919
2009-10-27,16310268000
2009-10-28,15825142080
2009-10-29,16092797759
2009-10-30,15624400320
2009-11-02,15633762484
2009-11-03,15699039154
2009-11-04,15617443316
2009-11-05,15617443316
2009-11-06,15633762484
2009-11-09,15976465002
2009-11-10,15992784169
2009-11-11,15976465002
2009-11-12,15796954159
2009-11-13,15894869164
2009-11-16,16123337509
2009-11-17,15878549996
2009-11-18,15976465002
2009-11-19,15960145834
2009-11-20,15829592494
2009-11-23,15780634991
2009-11-24,15813273326
2009-11-25,15943826667
2009-11-27,15747996656
2009-11-30,15666400819
2009-12-01,15715358321
2009-12-02,15666400819
2009-12-03,15225783296
2009-12-04,14866761610
2009-12-07,15078910788
2009-12-08,15013634118
2009-12-09,15144187458
2009-12-10,15454251641
2009-12-11,15258421631
2009-12-14,15568485814
2009-12-15,15470570808
2009-12-16,15176825793
2009-12-17,14980995783
2009-12-18,15013634118
2009-12-21,15160506626
2009-12-22,15078910788
2009-12-23,15127868291
2009-12-24,15013634118
2009-12-28,15062591620
2009-12-29,15013634118
2009-12-30,15046272453
2009-12-31,14915719113
2010-01-04,14703569935
2010-01-05,15095229956
2010-01-06,15160506626
2010-01-07,15943826667
2010-01-08,15731677489
2010-01-11,15699039154
2010-01-12,15568485814
2010-01-13,15617443316
2010-01-14,15421613306
2010-01-15,15209464128
2010-01-19,15454251641
2010-01-20,15258421631
2010-01-21,15029953285
2010-01-22,14997314950
2010-01-25,15095229956
2010-01-26,15535847479
2010-01-27,15666400819
2010-01-28,15601124149
2010-01-29,15503209144
2010-02-01,15715358321
2010-02-02,16009103337
2010-02-03,15813273326
2010-02-04,15568485814
2010-02-05,15633762484
2010-02-08,15421613306
2010-02-09,15470570808
2010-02-10,15340017468
2010-02-11,15307379133
2010-02-12,15340017468
2010-02-16,15699039154
2010-02-17,15829592494
2010-02-18,15943826667
2010-02-19,15976465002
2010-02-22,16058060839
2010-02-23,15992784169
2010-02-24,16531316697
2010-02-25,17037210890
2010-02-26,16988253388
2010-03-01,17004572555
2010-03-02,16759785043
2010-03-03,16792423378
2010-03-04,16743465875
2010-03-05,16939295885
2010-03-08,16955615053
2010-03-09,17004572555
2010-03-10,17086168393
2010-03-11,17037210890
2010-03-12,17184083398
2010-03-15,17494147581
2010-03-16,17641020089
2010-03-17,17592062586
2010-03-18,17608381754
2010-03-19,17543105084
2010-03-22,17804211764
2010-03-23,17755254261
2010-03-24,17641020089
2010-03-25,17755254261
2010-03-26,17673658424
2010-03-29,17657339256
2010-03-30,17624700921
2010-03-31,17347275073
2010-04-01,17428870911
2010-04-05,18097956779
2010-04-06,18244829287
2010-04-07,18212190952
2010-04-08,18293786789
2010-04-09,18293786789
2010-04-12,18603850972
2010-04-13,18832319318
2010-04-14,18913915155
2010-04-15,18864957653
2010-04-16,18636489307
2010-04-19,18554893470
2010-04-20,18767042648
2010-04-21,19126064333
2010-04-22,19452447683
2010-04-23,19583001024
2010-04-26,19534043521
2010-04-27,19175021836
2010-04-28,19060787663
2010-04-29,19289256008
2010-04-30,18913915155
2010-05-03,19243779480
2010-05-04,18639861040
2010-05-05,18901014960
2010-05-06,18215485920
2010-05-07,17823755040
2010-05-10,18672505280
2010-05-11,18672505280
2010-05-12,18982625560
2010-05-13,18509284080
2010-05-14,18460317720
2010-05-17,18460317720
2010-05-18,17823755040
2010-05-19,17627889600
2010-05-20,17725822320
2010-05-21,17954332000
2010-05-24,17938009880
2010-05-25,18509284080
2010-05-26,18166519560
2010-05-27,18770438000
2010-05-28,18558250440
2010-06-01,18476639840
2010-06-02,18819404360
2010-06-03,18901014960
2010-06-04,18150197440
2010-06-07,17938009880
2010-06-08,18264452280
2010-06-09,18378707120
2010-06-10,18868370720
2010-06-11,18786760120
2010-06-14,18803082240
2010-06-15,19031591920
2010-06-16,18901014960
2010-06-17,18737793760
2010-06-18,18754115880
2010-06-21,18395029240
2010-06-22,18150197440
2010-06-23,18248130160
2010-06-24,18019620480
2010-06-25,17611567480
2010-06-28,17644211720
2010-06-29,17154548120
2010-06-30,17121903880
2010-07-01,17513634760
2010-07-02,17285125080
2010-07-06,17317769320
2010-07-07,17758466560
2010-07-08,16942360560
2010-07-09,17023971160
2010-07-12,17138226000
2010-07-13,17448346280
2010-07-14,17334091440
2010-07-15,17497312640
2010-07-16,16828105720
2010-07-19,16893394200
2010-07-20,17154548120
2010-07-21,17023971160
2010-07-22,17236158720
2010-07-23,17497312640
2010-07-26,17529956880
2010-07-27,17252480840
2010-07-28,16991326920
2010-07-29,16697528760
2010-07-30,16942360560
2010-08-02,16623685848
2010-08-03,16243715885
2010-08-04,16291212131
2010-08-05,16623685848
2010-08-06,16497029193
2010-08-09,17019487892
2010-08-10,16892831237
2010-08-11,16544525439
2010-08-12,16528693357
2010-08-13,16196219640
2010-08-16,16370372539
2010-08-17,16544525439
2010-08-18,16655350011
2010-08-19,16592021684
2010-08-20,16544525439
2010-08-23,16402036703
2010-08-24,16132891313
2010-08-25,16259547967
2010-08-26,16053730904
2010-08-27,16275380049
2010-08-30,15990402577
2010-08-31,15705425105
2010-09-01,16180387558
2010-09-02,16402036703
2010-09-03,16576189602
2010-09-07,16212051722
2010-09-08,16338708376
2010-09-09,16275380049
2010-09-10,16275380049
2010-09-13,16322876294
2010-09-14,16718678338
2010-09-15,16829502910
2010-09-16,16940327483
2010-09-17,16940327483
2010-09-20,17082816219
2010-09-21,16987823728
2010-09-22,17225304954
2010-09-23,17478618263
2010-09-24,17826924061
2010-09-27,17747763652
2010-09-28,17906084470
2010-09-29,17795259898
2010-09-30,17668603244
2010-10-01,17636939080
2010-10-04,17636939080
2010-10-05,17700267407
2010-10-06,17636939080
2010-10-07,17478618263
2010-10-08,17684435325
2010-10-11,17811091980
2010-10-12,17747763652
2010-10-13,17589442835
2010-10-14,17621106998
2010-10-15,17826924061
2010-10-18,17890252388
2010-10-19,17636939080
2010-10-20,17795259898
2010-10-21,17763595734
2010-10-22,17763595734
2010-10-25,18080237369
2010-10-26,18254390269
2010-10-27,18317718596
2010-10-28,18381046923
2010-10-29,18159397778
2010-11-01,17699154185
2010-11-02,17899929931
2010-11-03,18085261388
2010-11-04,18100705676
2010-11-05,18177927117
2010-11-08,17776375626
2010-11-09,17560155592
2010-11-10,17637377033
2010-11-11,17668265609
2010-11-12,17683709897
2010-11-15,17652821321
2010-11-16,17390268423
2010-11-17,17529267016
2010-11-18,17699154185
2010-11-19,17791819914
2010-11-22,17869041354
2010-11-23,17699154185
2010-11-24,17946262795
2010-11-26,17899929931
2010-11-29,17482934151
2010-11-30,17606488456
2010-12-01,17606488456
2010-12-02,17189492677
2010-12-03,17482934151
2010-12-06,17374824135
2010-12-07,17328491270
2010-12-08,17266714118
2010-12-09,17359379846
2010-12-10,17405712711
2010-12-13,17035049796
2010-12-14,17174048389
2010-12-15,16942384067
2010-12-16,16911495491
2010-12-17,16772496898
2010-12-20,16942384067
2010-12-21,17065938372
2010-12-22,17127715525
2010-12-23,17174048389
2010-12-27,17112271236
2010-12-28,17143159813
2010-12-29,17235825541
2010-12-30,17266714118
2010-12-31,17143159813
2011-01-03,16911495491
2011-01-04,16834274050
2011-01-05,16602609729
2011-01-06,17575599880
2011-01-07,17621932744
2011-01-10,17606488456
2011-01-11,17637377033
2011-01-12,17714598473
2011-01-13,17575599880
2011-01-14,17745487049
2011-01-18,17838152778
2011-01-19,18054372812
2011-01-20,18162482829
2011-01-21,18239704269
2011-01-24,18363258574
2011-01-25,18749365777
2011-01-26,18764810065
2011-01-27,18764810065
2011-01-28,18425035727
2011-01-31,18301481422
2011-02-01,18517701455
2011-02-02,18193371405
2011-02-03,19120028692
2011-02-04,19197250133
2011-02-07,19228138709
2011-02-08,19243582997
2011-02-09,19058251540
2011-02-10,19305360150
2011-02-11,19614245912
2011-02-14,19135472980
2011-02-15,19042807251
2011-02-16,19089140116
2011-02-17,18996474387
2011-02-18,19336248726
2011-02-22,19197250133
2011-02-23,18842031506
2011-02-24,19398025878
2011-02-25,19428914454
2011-02-28,19259027285
2011-03-01,19166361556
2011-03-02,19490691607
2011-03-03,19676023064
2011-03-04,19537024471
2011-03-07,19042807251
2011-03-08,19120028692
2011-03-09,19150917268
2011-03-10,19104584404
2011-03-11,19212694421
2011-03-14,19073695828
2011-03-15,18950141523
2011-03-16,18764810065
2011-03-17,18795698642
2011-03-18,18795698642
2011-03-21,19027362963
2011-03-22,18872920082
2011-03-23,19135472980
2011-03-24,19428914454
2011-03-25,19367137302
2011-03-28,18996474387
2011-03-29,19104584404
2011-03-30,19336248726
2011-03-31,19197250133
2011-04-01,19120028692
2011-04-04,19150917268
2011-04-05,19676023064
2011-04-06,19907687386
2011-04-07,19737800217
2011-04-08,19583357336
2011-04-11,19722355929
2011-04-12,19722355929
2011-04-13,19799577369
2011-04-14,19737800217
2011-04-15,19861354522
2011-04-18,19969464539
2011-04-19,20000353115
2011-04-20,20201128860
2011-04-21,20293794589
2011-04-25,20324683165
2011-04-26,20525458911
2011-04-27,20571791775
2011-04-28,20741678945
2011-04-29,20710790368
2011-05-02,20313874661
2011-05-03,20268157014
2011-05-04,20298635445
2011-05-05,20329113877
2011-05-06,20085286424
2011-05-09,20252917798
2011-05-10,20390070740
2011-05-11,20359592308
2011-05-12,20832007998
2011-05-13,20786290351
2011-05-16,20694855056
2011-05-17,19841458971
2011-05-18,20070047208
2011-05-19,19871937403
2011-05-20,20054807992
2011-05-23,20100525640
2011-05-24,20161482503
2011-05-25,20054807992
2011-05-26,20451027603
2011-05-27,20374831524
2011-05-31,20207200150
2011-06-01,19810980540
2011-06-02,19551913871
2011-06-03,19445239360
2011-06-06,19170933476
2011-06-07,19247129555
2011-06-08,19125215829
2011-06-09,19216651123
2011-06-10,18850909944
2011-06-13,18866149160
2011-06-14,18896627592
2011-06-15,18881388376
2011-06-16,18896627592
2011-06-17,19079498181
2011-06-20,19201411908
2011-06-21,19460478576
2011-06-22,19430000145
2011-06-23,19460478576
2011-06-24,18942345239
2011-06-27,19064258965
2011-06-28,19643349166
2011-06-29,19810980540
2011-06-30,20009090345
2011-07-01,20252917798
2011-07-05,20466266819
2011-07-06,20496745251
2011-07-07,20953921725
2011-07-08,21014878588
2011-07-11,21121553098
2011-07-12,21030117804
2011-07-13,21060596235
2011-07-14,20984400156
2011-07-15,21060596235
2011-07-18,20984400156
2011-07-19,21350141335
2011-07-20,21304423688
2011-07-21,21456815846
2011-07-22,21411098199
2011-07-25,21075835451
2011-07-26,21365380551
2011-07-27,20892964861
2011-07-28,21030117804
2011-07-29,21075835451
2011-08-01,20652192971
2011-08-02,20033683174
2011-08-03,20229796036
2011-08-04,19716885473
2011-08-05,19882827126
2011-08-08,19143632491
2011-08-09,20078939988
2011-08-10,19128546886
2011-08-11,20018597569
2011-08-12,20320309665
2011-08-15,20229796036
2011-08-16,20727620995
2011-08-17,20561679342
2011-08-18,19943169545
2011-08-19,19943169545
2011-08-22,20018597569
2011-08-23,20818134624
2011-08-24,20999161881
2011-08-25,20290138456
2011-08-26,20622021761
2011-08-29,20833220228
2011-08-30,20772877809
2011-08-31,20606936156
2011-09-01,19988426360
2011-09-02,19716885473
2011-09-06,19641457449
2011-09-07,20033683174
2011-09-08,19988426360
2011-09-09,19535858216
2011-09-12,19792313497
2011-09-13,19867741521
2011-09-14,20184539222
2011-09-15,20968990672
2011-09-16,21587500468
2011-09-19,21632757283
2011-09-20,21964640588
2011-09-21,21300873977
2011-09-22,20953905067
2011-09-23,21331045187
2011-09-26,21828870145
2011-09-27,21783613331
2011-09-28,21708185307
2011-09-29,20999161881
2011-09-30,20923733857
2011-10-03,20365566480
2011-10-04,20908648252
2011-10-05,21270702768
2011-10-06,20968990672
2011-10-07,21014247486
2011-10-10,21798698936
2011-10-11,21904298169
2011-10-12,21768527726
2011-10-13,21693099702
2011-10-14,21768527726
2011-10-17,21557329259
2011-10-18,21678014097
2011-10-19,21813784540
2011-10-20,22100411032
2011-10-21,22568064780
2011-10-24,22613321595
2011-10-25,22296523894
2011-10-26,22085325427
2011-10-27,22930119296
2011-10-28,22764177643
2011-10-31,21997841744
2011-11-01,22162116191
2011-11-02,22430928921
2011-11-03,22819213975
2011-11-04,22625071448
2011-11-07,22625071448
2011-11-08,22759477813
2011-11-09,21967973663
2011-11-10,22401060840
2011-11-11,22908818219
2011-11-14,22610137407
2011-11-15,22729609732
2011-11-16,22550401245
2011-11-17,22102380028
2011-11-18,22236786393
2011-11-21,22072511947
2011-11-22,22087445988
2011-11-23,21953039623
2011-11-25,21938105582
2011-11-28,22356258718
2011-11-29,22625071448
2011-11-30,23043224584
2011-12-01,23356839435
2011-12-02,23237367111
2011-12-05,23685388328
2011-12-06,23715256409
2011-12-07,23536047922
2011-12-08,23282169233
2011-12-09,23610718125
2011-12-12,23476311760
2011-12-13,23341905395
2011-12-14,23207499030
2011-12-15,23252301151
2011-12-16,23207499030
2011-12-19,22968554381
2011-12-20,23565916003
2011-12-21,23715256409
2011-12-22,23984069139
2011-12-23,24387288234
2011-12-27,24402222275
2011-12-28,24208079747
2011-12-29,24402222275
2011-12-30,24103541463
2012-01-03,23789926612
2012-01-04,24058739342
2012-01-05,24760639248
2012-01-06,24805441370
2012-01-09,24521694599
2012-01-10,24476892477
2012-01-11,24476892477
2012-01-12,24387288234
2012-01-13,24327552072
2012-01-17,24641166924
2012-01-18,24954781775
2012-01-19,24984649856
2012-01-20,24865177532
2012-01-23,24865177532
2012-01-24,25119056221
2012-01-25,25372934911
2012-01-26,25372934911
2012-01-27,25148924303
2012-01-30,24984904913
2012-01-31,25251647670
2012-02-01,25296104796
2012-02-02,25236828628
2012-02-03,25577666595
2012-02-06,25429476174
2012-02-07,25636942763
2012-02-08,25503571385
2012-02-09,25622123721
2012-02-10,25459114259
2012-02-13,25488752343
2012-02-14,25562847553
2012-02-15,25222009586
2012-02-16,25355380964
2012-02-17,25829590310
2012-02-21,26096333067
2012-02-22,26037056899
2012-02-23,26629818581
2012-02-24,26659456665
2012-02-27,27222580264
2012-02-28,27385589726
2012-02-29,27133666011
2012-03-01,27489323021
2012-03-02,27474503979
2012-03-05,27711608652
2012-03-06,27281856432
2012-03-07,27533780147
2012-03-08,27963532367
2012-03-09,28245094166
2012-03-12,28215456082
2012-03-13,28185817998
2012-03-14,28230275124
2012-03-15,28289551292
2012-03-16,28082084703
2012-03-19,28230275124
2012-03-20,28511836923
2012-03-21,28823036806
2012-03-22,28823036806
2012-03-23,28630389259
2012-03-26,29163874774
2012-03-27,29282427110
2012-03-28,29252789026
2012-03-29,29060141479
2012-03-30,29430617531
2012-04-02,29534350825
2012-04-03,29356522320
2012-04-04,29163874774
2012-04-05,29860369750
2012-04-09,29638084120
2012-04-10,28645208301
2012-04-11,29326884236
2012-04-12,29460255615
2012-04-13,29504712741
2012-04-16,29771455498
2012-04-17,30630959938
2012-04-18,30660598022
2012-04-19,30453131433
2012-04-20,30393855265
2012-04-23,29964103045
2012-04-24,29830731666
2012-04-25,30542045685
2012-04-26,30956978863
2012-04-27,31460826293
2012-04-30,30710112567
2012-05-01,30960386735
2012-05-02,31298992962
2012-05-03,31254826932
2012-05-04,30724834577
2012-05-07,30548170459
2012-05-08,30400950360
2012-05-09,30386228351
2012-05-10,30769000607
2012-05-11,30371506341
2012-05-14,29223189572
2012-05-15,31254826932
2012-05-16,31240104922
2012-05-17,30135954183
2012-05-18,29488185749
2012-05-21,29694293887
2012-05-22,29870958005
2012-05-23,29929846045
2012-05-24,30106510163
2012-05-25,30077066143
2012-05-29,30621780508
2012-05-30,30430394380
2012-05-31,31254826932
2012-06-01,30106510163
2012-06-04,30283174282
2012-06-05,30268452272
2012-06-06,31078162814
2012-06-07,30592336489
2012-06-08,30518726439
2012-06-11,30371506341
2012-06-12,30695390558
2012-06-13,30489282420
2012-06-14,30960386735
2012-06-15,31254826932
2012-06-18,31681765218
2012-06-19,32005649435
2012-06-20,31740653258
2012-06-21,31225382913
2012-06-22,31799541297
2012-06-25,31240104922
2012-06-26,31725931248
2012-06-27,31107606834
2012-06-28,30621780508
2012-06-29,31608155169
2012-07-02,31814263307
2012-07-03,31284270952
2012-07-05,32462031741
2012-07-06,32712305908
2012-07-09,32859526007
2012-07-10,32388421692
2012-07-11,32108703504
2012-07-12,32447309731
2012-07-13,32977302086
2012-07-16,32933136056
2012-07-17,33183410224
2012-07-18,33109800175
2012-07-19,33109800175
2012-07-20,32623973849
2012-07-23,32550363800
2012-07-24,32388421692
2012-07-25,32594529830
2012-07-26,32535641790
2012-07-27,32903692037
2012-07-30,32743446454
2012-07-31,32291309777
2012-08-01,31985023641
2012-08-02,32816371725
2012-08-03,32903882049
2012-08-06,33005977428
2012-08-07,32918467103
2012-08-08,32889296995
2012-08-09,32816371725
2012-08-10,32422575264
2012-08-13,32262139669
2012-08-14,32830956779
2012-08-15,32830956779
2012-08-16,32947637211
2012-08-17,33487284213
2012-08-20,33428943997
2012-08-21,33385188834
2012-08-22,33618549700
2012-08-23,33239338293
2012-08-24,33443529051
2012-08-27,33312263564
2012-08-28,33399773888
2012-08-29,34012346161
2012-08-30,33253923348
2012-08-31,33399773888
2012-09-04,33662304862
2012-09-05,33283093456
2012-09-06,33749815187
2012-09-07,33428943997
2012-09-10,33428943997
2012-09-11,33224753239
2012-09-12,33253923348
2012-09-13,33954005944
2012-09-14,33881080674
2012-09-17,33531039375
2012-09-18,33064317644
2012-09-19,33035147536
2012-09-20,32933052157
2012-09-21,32495500534
2012-09-24,32320479885
2012-09-25,32130874182
2012-09-26,32524670643
2012-09-27,32860126887
2012-09-28,32670521183
2012-10-01,33122657861
2012-10-02,32933052157
2012-10-03,32976807320
2012-10-04,33180998077
2012-10-05,33108072807
2012-10-08,33020562482
2012-10-09,32568425805
2012-10-10,32641351075
2012-10-11,31999608695
2012-10-12,31241185882
2012-10-15,31620397288
2012-10-16,31430791585
2012-10-17,31401621477
2012-10-18,31532886964
2012-10-19,31036995124
2012-10-22,30511933177
2012-10-23,31051580178
2012-10-24,30628613610
2012-10-25,30147306824
2012-10-26,29695170147
2012-10-31,30143279321
2012-11-01,30621054642
2012-11-02,30056411081
2012-11-05,30403884042
2012-11-06,30085367161
2012-11-07,29694460081
2012-11-08,29216684760
2012-11-09,29477289480
2012-11-12,29665504000
2012-11-13,30447318162
2012-11-14,30476274242
2012-11-15,30403884042
2012-11-16,30736878962
2012-11-19,31909600204
2012-11-20,31518693123
2012-11-21,31460780963
2012-11-23,31793775883
2012-11-26,31489737043
2012-11-27,31200176243
2012-11-28,31880644124
2012-11-29,31938556284
2012-11-30,32097814724
2012-12-03,31895122164
2012-12-04,31373912723
2012-12-05,31373912723
2012-12-06,31518693123
2012-12-07,31460780963
2012-12-10,31185698203
2012-12-11,30881659362
2012-12-12,30823747202
2012-12-13,30765835042
2012-12-14,30852703282
2012-12-17,31576605283
2012-12-18,31620039403
2012-12-19,31316000563
2012-12-20,30650010722
2012-12-21,30374927961
2012-12-24,30563142482
2012-12-26,29853718521
2012-12-27,30056411081
2012-12-28,30128801281
2012-12-31,30736878962
2013-01-02,31243610363
2013-01-03,32271551204
2013-01-04,32257073164
2013-01-07,32039902564
2013-01-08,31489737043
2013-01-09,31605561363
2013-01-10,31663473523
2013-01-11,31822731963
2013-01-14,31808253923
2013-01-15,32097814724
2013-01-16,32083336684
2013-01-17,32300507284
2013-01-18,32401853564
2013-01-22,32329463364
2013-01-23,32155726884
2013-01-24,32474243764
2013-01-25,32662458285
2013-01-28,32532155924
2013-01-29,32763804565
2013-01-30,32952019085
2013-01-31,32705892405
2013-02-01,32792760645
2013-02-04,32562541965
2013-02-05,32850451266
2013-02-06,32720892081
2013-02-07,32677705686
2013-02-08,32879242197
2013-02-11,32677705686
2013-02-12,32533751035
2013-02-13,32389796385
2013-02-14,32548146500
2013-02-15,32389796385
2013-02-19,32504960105
2013-02-20,31885955107
2013-02-21,31828373247
2013-02-22,31828373247
2013-02-25,31367718365
2013-02-26,31425300225
2013-02-27,32217050804
2013-02-28,32375400919
2013-03-01,32375400919
2013-03-04,32533751035
2013-03-05,32519355570
2013-03-06,32346609989
2013-03-07,32116282548
2013-03-08,32332214524
2013-03-11,32245841734
2013-03-12,32101887083
2013-03-13,32404191850
2013-03-14,32533751035
2013-03-15,32332214524
2013-03-18,32361005454
2013-03-19,32461773710
2013-03-20,32677705686
2013-03-21,32836055801
2013-03-22,33555829054
2013-03-25,33915715681
2013-03-26,33843738356
2013-03-27,33757365565
2013-03-28,33656597310
2013-04-01,33757365565
2013-04-02,34088461262
2013-04-03,33901320216
2013-04-04,34117252192
2013-04-05,33930111146
2013-04-08,34160438587
2013-04-09,34304393237
2013-04-10,34189229517
2013-04-11,35081748351
2013-04-12,34966584630
2013-04-15,34232415912
2013-04-16,34347579633
2013-04-17,34059670331
2013-04-18,33613410915
2013-04-19,33829342891
2013-04-22,33930111146
2013-04-23,33944506611
2013-04-24,34131647657
2013-04-25,34765048119
2013-04-26,34837025445
2013-04-29,35153725676
2013-04-30,35110539281
2013-05-01,34808234515
2013-05-02,35168121141
2013-05-03,35671962418
2013-05-06,35261116115
2013-05-07,35776085762
2013-05-08,36047875298
2013-05-09,36248141272
2013-05-10,36448407246
2013-05-13,36233836559
2013-05-14,36806025056
2013-05-15,36920462756
2013-05-16,36305360121
2013-05-17,36720196782
2013-05-20,36720196782
2013-05-21,36991986318
2013-05-22,35933437599
2013-05-23,35976351736
2013-05-24,36362578971
2013-05-28,36248141272
2013-05-29,35761781050
2013-05-30,35804695187
2013-05-31,36205227135
2013-06-03,36004961161
2013-06-04,36119398860
2013-06-05,35761781050
2013-06-06,35704562200
2013-06-07,36090789435
2013-06-10,35976351736
2013-06-11,35690257487
2013-06-12,35747476337
2013-06-13,36605759082
2013-06-14,36062180010
2013-06-17,35604429213
2013-06-18,36133703572
2013-06-19,35647343350
2013-06-20,35032240716
2013-06-21,35404163239
2013-06-24,34932107729
2013-06-25,35232506690
2013-06-26,35418467951
2013-06-27,35847609324
2013-06-28,35804695187
2013-07-01,36105094148
2013-07-02,35933437599
2013-07-03,35976351736
2013-07-05,36419797821
2013-07-08,36777415631
2013-07-09,36662977932
2013-07-10,37034900455
2013-07-11,37363908841
2013-07-12,37421127690
2013-07-15,37320994703
2013-07-16,37378213553
2013-07-17,37506955965
2013-07-18,37492651252
2013-07-19,37478346540
2013-07-22,37306689991
2013-07-23,37149338154
2013-07-24,36906158043
2013-07-25,37034900455
2013-07-26,36949072180
2013-07-29,37049205167
2013-07-30,37263775854
2013-07-31,37220861716
2013-08-01,38250801011
2013-08-02,38579809396
2013-08-05,38589649221
2013-08-06,38234049799
2013-08-07,37622418794
2013-08-08,37551298910
2013-08-09,37266819373
2013-08-12,37266819373
2013-08-13,37465955049
2013-08-14,36968115859
2013-08-15,36114677247
2013-08-16,35901317594
2013-08-19,36100453270
2013-08-20,38575425244
2013-08-21,38490081383
2013-08-22,38518529336
2013-08-23,38717665012
2013-08-26,38418961498
2013-08-27,37665090725
2013-08-28,37551298910
2013-08-29,37693538679
2013-08-30,37494403002
2013-09-03,37793106517
2013-09-04,38305169683
2013-09-05,38490081383
2013-09-06,38347841614
2013-09-09,38376289568
2013-09-10,38347841614
2013-09-11,38817232850
2013-09-12,38461633429
2013-09-13,38546977290
2013-09-16,39329296017
2013-09-17,39784463277
2013-09-18,40424542236
2013-09-19,40339198374
2013-09-20,40253854513
2013-09-23,39912479069
2013-09-24,39727567369
2013-09-25,39556879647
2013-09-26,40168510652
2013-09-27,40168510652
2013-09-30,40111614745
2013-10-01,40381870305
2013-10-02,40339198374
2013-10-03,39955150999
2013-10-04,40068942814
2013-10-07,39371967948
2013-10-08,38874128758
2013-10-09,39059040457
2013-10-10,39642223508
2013-10-11,39528431693
2013-10-14,39955150999
2013-10-15,39571103624
2013-10-16,41050397217
2013-10-17,40936605403
2013-10-18,41093069148
2013-10-21,40950829379
2013-10-22,41676252199
2013-10-23,41747372084
2013-10-24,41818491968
2013-10-25,42031851621
2013-10-28,41790044014
2013-10-29,42700378533
2013-10-30,42842618302
2013-10-31,43240889654
2013-11-01,43297785561
2013-11-04,42893224423
2013-11-05,43217532169
2013-11-06,43513639241
2013-11-07,42738120719
2013-11-08,43513639241
2013-11-11,43485438567
2013-11-12,43443137557
2013-11-13,44218656079
2013-11-14,44416060794
2013-11-15,44782669549
2013-11-18,44063552375
2013-11-19,44500662814
2013-11-20,44613465508
2013-11-21,45121077632
2013-11-22,44458361804
2013-11-25,44528863488
