,FHN
2009-04-13,2761237312
2009-04-14,2454172721
2009-04-15,2629973060
2009-04-16,2709669213
2009-04-17,2651069100
2009-04-20,2332284487
2009-04-21,2463548740
2009-04-22,2390884600
2009-04-23,2479956771
2009-04-24,2491676794
2009-04-27,2369788559
2009-04-28,2336972496
2009-04-29,2465892744
2009-04-30,2421356658
2009-05-01,2374476568
2009-05-04,2618253037
2009-05-05,2597156997
2009-05-06,2890157560
2009-05-07,2592468988
2009-05-08,2627629055
2009-05-11,2353380528
2009-05-12,2346348514
2009-05-13,2367444555
2009-05-14,2400260618
2009-05-15,2372132564
2009-05-18,2496364803
2009-05-19,2365100550
2009-05-20,2238524307
2009-05-21,2320564464
2009-05-22,2355724532
2009-05-26,2472924758
2009-05-27,2419012654
2009-05-28,2494020798
2009-05-29,2554964915
2009-06-01,2639349078
2009-06-02,2564340933
2009-06-03,2587780979
2009-06-04,2758893308
2009-06-05,2690917177
2009-06-08,2716701227
2009-06-09,2763581317
2009-06-10,2854997493
2009-06-11,2845621475
2009-06-12,2798741384
2009-06-15,2728421249
2009-06-16,2667477132
2009-06-17,2608877019
2009-06-18,2667477132
2009-06-19,2735453263
2009-06-22,2622941046
2009-06-23,2538556884
2009-06-24,2503396816
2009-06-25,2578404961
2009-06-26,2552620911
2009-06-29,2606533015
2009-06-30,2564967938
2009-07-01,2520420963
2009-07-02,2405536658
2009-07-06,2452428211
2009-07-07,2384435459
2009-07-08,2389124615
2009-07-09,2433671590
2009-07-10,2447739056
2009-07-13,2593102869
2009-07-14,2576690826
2009-07-15,2628271534
2009-07-16,2710331751
2009-07-17,2583724559
2009-07-20,2637649845
2009-07-21,2506353497
2009-07-22,2464151099
2009-07-23,2539177584
2009-07-24,2539177584
2009-07-27,2618893223
2009-07-28,2682196820
2009-07-29,2656406466
2009-07-30,2679852242
2009-07-31,2740811261
2009-08-03,2806459435
2009-08-04,2832249789
2009-08-05,2874452186
2009-08-06,2848661832
2009-08-07,2947134093
2009-08-10,2921343739
2009-08-11,2815837745
2009-08-12,2853350987
2009-08-13,2907276273
2009-08-14,2888519652
2009-08-17,2761912459
2009-08-18,2775979925
2009-08-19,2768946192
2009-08-20,2841628099
2009-08-21,2909620851
2009-08-24,2853350987
2009-08-25,2916654584
2009-08-26,2902587118
2009-08-27,2918999161
2009-08-28,2879141341
2009-08-31,2860384720
2009-09-01,2700953441
2009-09-02,2637649845
2009-09-03,2717365484
2009-09-04,2731432950
2009-09-08,2773635348
2009-09-09,2883830497
2009-09-10,2841628099
2009-09-11,2841628099
2009-09-14,2841628099
2009-09-15,2972924447
2009-09-16,3207382211
2009-09-17,3064362975
2009-09-18,3017471422
2009-09-21,2951823248
2009-09-22,3012782267
2009-09-23,2991681068
2009-09-24,2904931695
2009-09-25,2895553385
2009-09-28,2944789515
2009-09-29,2900242540
2009-09-30,2874525219
2009-10-01,2764327270
2009-10-02,2717434526
2009-10-05,2787773642
2009-10-06,2785429005
2009-10-07,2771361182
2009-10-08,2776050456
2009-10-09,2872180582
2009-10-12,2897971591
2009-10-13,2874525219
2009-10-14,2956587521
2009-10-15,2930796512
2009-10-16,2933141149
2009-10-19,2935485786
2009-10-20,2851078847
2009-10-21,2757293358
2009-10-22,2829977112
2009-10-23,2761982633
2009-10-26,2696332791
2009-10-27,2677575693
2009-10-28,2609581214
2009-10-29,2640061498
2009-10-30,2569722382
2009-11-02,2567377744
2009-11-03,2600202665
2009-11-04,2628338312
2009-11-05,2689298879
2009-11-06,2668197144
2009-11-09,2769016545
2009-11-10,2698677428
2009-11-11,2698677428
2009-11-12,2651784684
2009-11-13,2656473958
2009-11-16,2672886419
2009-11-17,2684609605
2009-11-18,2752604084
2009-11-19,2769016545
2009-11-20,2848734210
2009-11-23,2912039414
2009-11-24,2933141149
2009-11-25,2937830424
2009-11-27,2872180582
2009-11-30,2942519698
2009-12-01,2963621433
2009-12-02,3024582000
2009-12-03,3001135628
2009-12-04,3080853293
2009-12-07,3038649824
2009-12-08,3055062284
2009-12-09,3073819382
2009-12-10,3052717647
2009-12-11,3010514177
2009-12-14,3064440833
2009-12-15,2984723168
2009-12-16,2972999982
2009-12-17,2965966070
2009-12-18,2965966070
2009-12-21,3040994461
2009-12-22,3029271275
2009-12-23,2989412442
2009-12-24,3017548089
2009-12-28,2968310707
2009-12-29,2963621433
2009-12-30,2975344619
2009-12-31,2980986548
2010-01-04,2980986548
2010-01-05,2995181722
2010-01-06,3080352766
2010-01-07,3156060361
2010-01-08,3165523810
2010-01-11,3139499325
2010-01-12,3070889317
2010-01-13,3101645527
2010-01-14,3137133462
2010-01-15,3030669657
2010-01-19,2969157236
2010-01-20,3002279309
2010-01-21,3023572070
2010-01-22,2962059649
2010-01-25,2940766888
2010-01-26,2857961706
2010-01-27,2945498613
2010-01-28,2900547228
2010-01-29,2881620330
2010-02-01,2841400670
2010-02-02,2836668945
2010-02-03,2794083423
2010-02-04,2768058937
2010-02-05,2808278597
2010-02-08,2796449285
2010-02-09,2850864119
2010-02-10,2926571714
2010-02-11,2865059293
2010-02-12,2898181366
2010-02-16,2905278953
2010-02-17,2902913091
2010-02-18,2883986192
2010-02-19,2872156880
2010-02-22,2905278953
2010-02-23,2829571358
2010-02-24,2848498257
2010-02-25,2834303083
2010-02-26,2846132395
2010-03-01,2829571358
2010-03-02,2846132395
2010-03-03,2867425156
2010-03-04,2943132750
2010-03-05,3004645171
2010-03-08,3016474483
2010-03-09,2952596200
2010-03-10,2992815860
2010-03-11,3066157592
2010-03-12,3021206208
2010-03-15,2980986548
2010-03-16,3030669657
2010-03-17,3144231049
2010-03-18,3217572782
2010-03-19,3257792442
2010-03-22,3191548296
2010-03-23,3196280021
2010-03-24,3186816571
2010-03-25,3127670013
2010-03-26,3170255535
2010-03-29,3174987260
2010-03-30,3153694499
2010-03-31,3141897866
2010-04-01,3191136563
2010-04-05,3233341162
2010-04-06,3277890460
2010-04-07,3291958659
2010-04-08,3324784458
2010-04-09,3359954956
2010-04-12,3362299656
2010-04-13,3345886757
2010-04-14,3477189951
2010-04-15,3425606553
2010-04-16,3134863766
2010-04-19,3139553166
2010-04-20,3193481263
2010-04-21,3235685862
2010-04-22,3287269259
2010-04-23,3310716258
2010-04-26,3184102464
2010-04-27,3090314468
2010-04-28,3146587265
2010-04-29,3249754061
2010-04-30,3165344865
2010-05-03,3191136563
2010-05-04,3118450867
2010-05-05,3113761467
2010-05-06,3019973471
2010-05-07,3001215872
2010-05-10,3090314468
2010-05-11,3146587265
2010-05-12,3193481263
2010-05-13,3137208466
2010-05-14,3045765170
2010-05-17,3078590968
2010-05-18,2984802972
2010-05-19,2923840775
2010-05-20,2804261080
2010-05-21,2893359676
2010-05-24,2771435281
2010-05-25,2804261080
2010-05-26,2769090581
2010-05-27,2848810378
2010-05-28,2785503481
2010-06-01,2710473084
2010-06-02,2813639880
2010-06-03,2773779981
2010-06-04,2642476787
2010-06-07,2628408587
2010-06-08,2633097987
2010-06-09,2567446390
2010-06-10,2649510887
2010-06-11,2694060185
2010-06-14,2647166187
2010-06-15,2726885983
2010-06-16,2729230683
2010-06-17,2696404885
2010-06-18,2715162484
2010-06-21,2724541283
2010-06-22,2715162484
2010-06-23,2722196583
2010-06-24,2694060185
2010-06-25,2825363379
2010-06-28,2740954183
2010-06-29,2649510887
2010-06-30,2621888776
2010-07-01,2522323379
2010-07-02,2515211565
2010-07-06,2527064588
2010-07-07,2650336032
2010-07-08,2693006916
2010-07-09,2759383847
2010-07-12,2778348684
2010-07-13,2854208034
2010-07-14,2809166545
2010-07-15,2773607475
2010-07-16,2700118730
2010-07-19,2619518171
2010-07-20,2607665148
2010-07-21,2500987937
2010-07-22,2576847287
2010-07-23,2629000590
2010-07-26,2690636311
2010-07-27,2695377521
2010-07-28,2669300869
2010-07-29,2643224218
2010-07-30,2626629985
2010-08-02,2709601149
2010-08-03,2671671474
2010-08-04,2655077241
2010-08-05,2612406357
2010-08-06,2546029426
2010-08-09,2588700310
2010-08-10,2541288216
2010-08-11,2413275564
2010-08-12,2389569517
2010-08-13,2368234075
2010-08-16,2346898633
2010-08-17,2380087098
2010-08-18,2349269237
2010-08-19,2337416214
2010-08-20,2351639842
2010-08-23,2344528028
2010-08-24,2339786819
2010-08-25,2294745330
2010-08-26,2282892306
2010-08-27,2363492865
2010-08-30,2266298074
2010-08-31,2308968958
2010-09-01,2422757982
2010-09-02,2453575843
2010-09-03,2427499192
2010-09-07,2399051936
2010-09-08,2463058262
2010-09-09,2548400031
2010-09-10,2591070915
2010-09-13,2631371194
2010-09-14,2546029426
2010-09-15,2550770635
2010-09-16,2550770635
2010-09-17,2557882449
2010-09-20,2588700310
2010-09-21,2567364868
2010-09-22,2479652495
2010-09-23,2519952774
2010-09-24,2538917612
2010-09-27,2553141240
2010-09-28,2600553333
2010-09-29,2619518171
2010-09-30,2927760540
2010-10-01,2953877940
2010-10-04,2904254880
2010-10-05,2927760540
2010-10-06,2979995340
2010-10-07,2982607080
2010-10-08,2948654460
2010-10-11,3000889260
2010-10-12,2925148800
2010-10-13,2896419660
2010-10-14,2794561800
2010-10-15,2572563900
2010-10-18,2588234340
2010-10-19,2630022180
2010-10-20,2609128260
2010-10-21,2549058240
2010-10-22,2546446500
2010-10-25,2494211700
2010-10-26,2496823440
2010-10-27,2509882140
2010-10-28,2559505200
2010-10-29,2588234340
2010-11-01,2413247760
2010-11-02,2457647340
2010-11-03,2577787380
2010-11-04,2619575220
2010-11-05,2666586540
2010-11-08,2705762640
2010-11-09,2653527840
2010-11-10,2716209600
2010-11-11,2687480460
2010-11-12,2619575220
2010-11-15,2596069560
2010-11-16,2572563900
2010-11-17,2528164320
2010-11-18,2522940840
2010-11-19,2525552580
2010-11-22,2475929520
2010-11-23,2444588640
2010-11-24,2481153000
2010-11-26,2462870820
2010-11-29,2478541260
2010-11-30,2455035600
2010-12-01,2535999540
2010-12-02,2614351740
2010-12-03,2637857400
2010-12-06,2637857400
2010-12-07,2588234340
2010-12-08,2687480460
2010-12-09,2716209600
2010-12-10,2750162220
2010-12-13,2852020080
2010-12-14,2729268300
2010-12-15,2781503100
2010-12-16,2786726580
2010-12-17,2841573120
2010-12-20,2930372280
2010-12-21,2946042720
2010-12-22,3068794500
2010-12-23,3058347540
2010-12-27,3094911900
2010-12-28,3113194080
2010-12-29,3105358860
2010-12-30,3089688420
2010-12-31,3076629720
2011-01-03,3175875840
2011-01-04,3131476260
2011-01-05,3228110640
2011-01-06,3207216720
2011-01-07,3131476260
2011-01-10,3136699740
2011-01-11,3162817140
2011-01-12,3249004560
2011-01-13,3259451520
2011-01-14,3272510220
2011-01-18,3201993240
2011-01-19,3134088000
2011-01-20,3131476260
2011-01-21,3079241460
2011-01-24,2974771860
2011-01-25,2979995340
2011-01-26,2951266200
2011-01-27,3029618400
2011-01-28,2938207500
2011-01-31,2959101420
2011-02-01,3066182760
2011-02-02,3013947960
2011-02-03,2987830560
2011-02-04,3074017980
2011-02-07,3081853200
2011-02-08,3084464940
2011-02-09,3060959280
2011-02-10,3011336220
2011-02-11,3094911900
2011-02-14,3089688420
2011-02-15,3068794500
2011-02-16,3102747120
2011-02-17,3089688420
2011-02-18,3076629720
2011-02-22,2979995340
2011-02-23,2948654460
2011-02-24,2948654460
2011-02-25,3024394920
2011-02-28,3003501000
2011-03-01,2982607080
2011-03-02,2979995340
2011-03-03,3019171440
2011-03-04,2985218820
2011-03-07,2951266200
2011-03-08,3034841880
2011-03-09,3003501000
2011-03-10,2956489680
2011-03-11,2987830560
2011-03-14,2909478360
2011-03-15,2909478360
2011-03-16,2878137480
2011-03-17,2901643140
2011-03-18,2974771860
2011-03-21,2966936640
2011-03-22,2922537060
2011-03-23,2891196180
2011-03-24,2909478360
2011-03-25,2948654460
2011-03-28,2961713160
2011-03-29,2885972700
2011-03-30,2912090100
2011-03-31,2929049690
2011-04-01,2976081710
2011-04-04,2970855930
2011-04-05,2965630150
2011-04-06,3030952400
2011-04-07,3017887950
2011-04-08,2994371940
2011-04-11,2991759050
2011-04-12,2976081710
2011-04-13,2879404780
2011-04-14,2848050100
2011-04-15,2840211430
2011-04-18,2824534090
2011-04-19,2824534090
2011-04-20,2803630970
2011-04-21,2704341150
2011-04-25,2761824730
2011-04-26,2816695420
2011-04-27,2824534090
2011-04-28,2827146980
2011-04-29,2861114550
2011-05-02,2837598540
2011-05-03,2926436800
2011-05-04,2926436800
2011-05-05,2858501660
2011-05-06,2871566110
2011-05-09,2740921610
2011-05-10,2806243860
2011-05-11,2769663400
2011-05-12,2725244270
2011-05-13,2680825140
2011-05-16,2691276700
2011-05-17,2759211840
2011-05-18,2751373170
2011-05-19,2748760280
2011-05-20,2683438030
2011-05-23,2683438030
2011-05-24,2704341150
2011-05-25,2678212250
2011-05-26,2727857160
2011-05-27,2733082940
2011-05-31,2746147390
2011-06-01,2628567340
2011-06-02,2625954450
2011-06-03,2631180230
2011-06-06,2565857980
2011-06-07,2563245090
2011-06-08,2529277520
2011-06-09,2518825960
2011-06-10,2508374400
2011-06-13,2584148210
2011-06-14,2602438440
2011-06-15,2576309540
2011-06-16,2571083760
2011-06-17,2670373580
2011-06-20,2633793120
2011-06-21,2633793120
2011-06-22,2618115780
2011-06-23,2573696650
2011-06-24,2492697060
2011-06-27,2487471280
2011-06-28,2456116600
2011-06-29,2490084170
2011-06-30,2492649360
2011-07-01,2534454800
2011-07-05,2463908120
2011-07-06,2445618240
2011-07-07,2503100720
2011-07-08,2461295280
2011-07-11,2435166880
2011-07-12,2487423680
2011-07-13,2539680480
2011-07-14,2476972320
2011-07-15,2508326400
2011-07-18,2443005400
2011-07-19,2453456760
2011-07-20,2450843920
2011-07-21,2518777760
2011-07-22,2487423680
2011-07-25,2450843920
2011-07-26,2445618240
2011-07-27,2367233040
2011-07-28,2346330320
2011-07-29,2348943160
2011-08-01,2317589080
2011-08-02,2270557960
2011-08-03,2291460680
2011-08-04,2202624120
2011-08-05,2111174720
2011-08-08,1896921840
2011-08-09,1975307040
2011-08-10,1766279840
2011-08-11,1823762320
2011-08-12,1792408240
2011-08-15,1873406280
2011-08-16,1813310960
2011-08-17,1828988000
2011-08-18,1719248720
2011-08-19,1680056120
2011-08-22,1659153400
2011-08-23,1719248720
2011-08-24,1774118360
2011-08-25,1737538600
2011-08-26,1776731200
2011-08-29,1904760360
2011-08-30,1826375160
2011-08-31,1839439360
2011-09-01,1768892680
2011-09-02,1648702040
2011-09-06,1630412160
2011-09-07,1758441320
2011-09-08,1669604760
2011-09-09,1622573640
2011-09-12,1601670920
2011-09-13,1630412160
2011-09-14,1682668960
2011-09-15,1774118360
2011-09-16,1766279840
2011-09-19,1714023040
2011-09-20,1711410200
2011-09-21,1612122280
2011-09-22,1591219560
2011-09-23,1588606720
2011-09-26,1700958840
2011-09-27,1651314880
2011-09-28,1557252640
2011-09-29,1656540560
2011-09-30,1505894485
2011-10-03,1422514421
2011-10-04,1500841148
2011-10-05,1538741177
2011-10-06,1594327886
2011-10-07,1536214508
2011-10-10,1601907892
2011-10-11,1634754584
2011-10-12,1695394630
2011-10-13,1647387927
2011-10-14,1657494601
2011-10-17,1581694543
2011-10-18,1685287956
2011-10-19,1652441264
2011-10-20,1718134648
2011-10-21,1748454671
2011-10-24,1804041380
2011-10-25,1700447967
2011-10-26,1750981339
2011-10-27,1841941409
2011-10-28,1841941409
2011-10-31,1766141351
2011-11-01,1649914595
2011-11-02,1723187985
2011-11-03,1809094717
2011-11-04,1793934706
2011-11-07,1834361403
2011-11-08,1884894775
2011-11-09,1761088014
2011-11-10,1811621386
2011-11-11,1862154758
2011-11-14,1801514711
2011-11-15,1804041380
2011-11-16,1788881368
2011-11-17,1826781397
2011-11-18,1846994746
2011-11-21,1804041380
2011-11-22,1733294659
2011-11-23,1687814624
2011-11-25,1715607979
2011-11-28,1756034677
2011-11-29,1824254729
2011-11-30,1945534822
2011-12-01,1905108124
2011-12-02,1910161461
2011-12-05,1963221502
2011-12-06,1877314769
2011-12-07,1940481484
2011-12-08,1905108124
2011-12-09,1978381513
2011-12-12,1922794804
2011-12-13,1884894775
2011-12-14,1879841438
2011-12-15,1869734764
2011-12-16,1874788101
2011-12-19,1826781397
2011-12-20,1948061490
2011-12-21,1975854845
2011-12-22,2084501595
2011-12-23,2061761577
2011-12-27,2016281542
2011-12-28,1973328176
2011-12-29,2026388217
2011-12-30,2021334880
2012-01-03,2079448257
2012-01-04,2102188275
2012-01-05,2132508298
2012-01-06,2152721647
2012-01-09,2170408327
2012-01-10,2205781687
2012-01-11,2213361693
2012-01-12,2208308356
2012-01-13,2193148344
2012-01-17,2183041670
2012-01-18,2243681716
2012-01-19,2215888362
2012-01-20,2284108414
2012-01-23,2337168455
2012-01-24,2276528408
2012-01-25,2304321763
2012-01-26,2205781687
2012-01-27,2220941699
2012-01-30,2198201682
2012-01-31,2205781687
2012-02-01,2246208385
2012-02-02,2279055077
2012-02-03,2380121821
2012-02-06,2334641786
2012-02-07,2327061780
2012-02-08,2390228495
2012-02-09,2387701827
2012-02-10,2352328466
2012-02-13,2402861838
2012-02-14,2390228495
2012-02-15,2387701827
2012-02-16,2418021850
2012-02-17,2423075187
2012-02-21,2433181861
2012-02-22,2377595152
2012-02-23,2395281832
2012-02-24,2370015146
2012-02-27,2380121821
2012-02-28,2377595152
2012-02-29,2375068484
2012-03-01,2405388507
2012-03-02,2395281832
2012-03-05,2382648489
2012-03-06,2327061780
2012-03-07,2387701827
2012-03-08,2440761867
2012-03-09,2549408617
2012-03-12,2524141931
2012-03-13,2625208675
2012-03-14,2660582035
2012-03-15,2701008733
2012-03-16,2706062070
2012-03-19,2731328756
2012-03-20,2723748750
2012-03-21,2751542105
2012-03-22,2627735344
2012-03-23,2645422024
2012-03-26,2701008733
2012-03-27,2647948692
2012-03-28,2660582035
2012-03-29,2642895355
2012-03-30,2622682006
2012-04-02,2605041736
2012-04-03,2632410847
2012-04-04,2580160726
2012-04-05,2530398706
2012-04-09,2460731879
2012-04-10,2410969859
2012-04-11,2480636687
2012-04-12,2540351110
2012-04-13,2430874667
2012-04-16,2445803273
2012-04-17,2517958201
2012-04-18,2478148586
2012-04-19,2284076708
2012-04-20,2259195698
2012-04-23,2226850386
2012-04-24,2256707597
2012-04-25,2274124304
2012-04-26,2289052910
2012-04-27,2299005314
2012-04-30,2284076708
2012-05-01,2308957718
2012-05-02,2303981516
2012-05-03,2308957718
2012-05-04,2276612405
2012-05-07,2294029112
2012-05-08,2289052910
2012-05-09,2224362285
2012-05-10,2261683799
2012-05-11,2259195698
2012-05-14,2231826588
2012-05-15,2174600265
2012-05-16,2139766851
2012-05-17,2117373942
2012-05-18,2099957235
2012-05-21,2119862043
2012-05-22,2167135962
2012-05-23,2142254952
2012-05-24,2154695457
2012-05-25,2167135962
2012-05-29,2189528871
2012-05-30,2102445336
2012-05-31,2109909639
2012-06-01,2002921296
2012-06-04,1893444853
2012-06-05,1878516247
2012-06-06,1958135479
2012-06-07,1987992691
2012-06-08,1980528388
2012-06-11,1905885358
2012-06-12,1925790166
2012-06-13,1933254469
2012-06-14,1975552186
2012-06-15,2012873700
2012-06-18,2022826104
2012-06-19,2094981033
2012-06-20,2092492932
2012-06-21,2002921296
2012-06-22,2022826104
2012-06-25,1968087883
2012-06-26,2042730912
2012-06-27,2070100023
2012-06-28,2070100023
2012-06-29,2152207356
2012-07-02,2150596160
2012-07-03,2155528720
2012-07-05,2096338000
2012-07-06,2098804280
2012-07-09,2054411240
2012-07-10,2032214720
2012-07-11,2111135680
2012-07-12,2123467079
2012-07-13,2175258960
2012-07-16,2145663599
2012-07-17,2194989200
2012-07-18,2187590360
2012-07-19,2108669400
2012-07-20,1995220520
2012-07-23,1950827480
2012-07-24,1965625160
2012-07-25,1963158880
2012-07-26,1973024000
2012-07-27,2027282160
2012-07-30,2012484480
2012-07-31,2029748440
2012-08-01,2029748440
2012-08-02,1987821680
2012-08-03,2044546119
2012-08-06,2032214720
2012-08-07,2074141480
2012-08-08,2088939160
2012-08-09,2054411240
2012-08-10,2059343800
2012-08-13,2076607760
2012-08-14,2096338000
2012-08-15,2106203119
2012-08-16,2130865920
2012-08-17,2133332200
2012-08-20,2128399640
2012-08-21,2118534520
2012-08-22,2101270560
2012-08-23,2051944960
2012-08-24,2076607760
2012-08-27,2123467079
2012-08-28,2135798480
2012-08-29,2212253160
2012-08-30,2214719440
2012-08-31,2209786880
2012-09-04,2217185720
2012-09-05,2224584560
2012-09-06,2298572960
2012-09-07,2310904360
2012-09-10,2318303200
2012-09-11,2360229960
2012-09-12,2416954400
2012-09-13,2468746280
2012-09-14,2523004440
2012-09-17,2473678840
2012-09-18,2478611400
2012-09-19,2493409080
2012-09-20,2449016040
2012-09-21,2429285800
2012-09-24,2431752080
2012-09-25,2379960200
2012-09-26,2355297400
2012-09-27,2399690440
2012-09-28,2375027640
2012-10-01,2365334443
2012-10-02,2365334443
2012-10-03,2370206399
2012-10-04,2414053999
2012-10-05,2418925955
2012-10-08,2397002155
2012-10-09,2362898466
2012-10-10,2365334443
2012-10-11,2423797911
2012-10-12,2319050865
2012-10-15,2336102710
2012-10-16,2284947176
2012-10-17,2353154554
2012-10-18,2358026510
2012-10-19,2272767287
2012-10-22,2292255109
2012-10-23,2260587398
2012-10-24,2255715442
2012-10-25,2275203265
2012-10-26,2241099576
2012-10-31,2267895331
2012-11-01,2284947176
2012-11-02,2260587398
2012-11-05,2245971531
2012-11-06,2328794776
2012-11-07,2231355664
2012-11-08,2192380020
2012-11-09,2202123931
2012-11-12,2258151420
2012-11-13,2231355664
2012-11-14,2228919687
2012-11-15,2231355664
2012-11-16,2267895331
2012-11-19,2336102710
2012-11-20,2355590532
2012-11-21,2338538688
2012-11-23,2399438133
2012-11-26,2353154554
2012-11-27,2333666732
2012-11-28,2333666732
2012-11-29,2328794776
2012-11-30,2304434998
2012-12-03,2309306954
2012-12-04,2275203265
2012-12-05,2289819132
2012-12-06,2284947176
2012-12-07,2292255109
2012-12-10,2282511198
2012-12-11,2301999021
2012-12-12,2323922821
2012-12-13,2314178910
2012-12-14,2289819132
2012-12-17,2379950310
2012-12-18,2462773555
2012-12-19,2457901600
2012-12-20,2474953444
2012-12-21,2440849755
2012-12-24,2431105844
2012-12-26,2416489977
2012-12-27,2392130199
2012-12-28,2379950310
2012-12-31,2387021700
2013-01-02,2435195700
2013-01-03,2423152200
2013-01-04,2519500200
2013-01-07,2512274100
2013-01-08,2502639300
2013-01-09,2420743500
2013-01-10,2432787000
2013-01-11,2401473900
2013-01-14,2399065200
2013-01-15,2423152200
2013-01-16,2440013100
2013-01-17,2473734900
2013-01-18,2401473900
2013-01-22,2430378300
2013-01-23,2413517400
2013-01-24,2442421800
2013-01-25,2440013100
2013-01-28,2447239200
2013-01-29,2449647900
2013-01-30,2464100100
2013-01-31,2459282700
2013-02-01,2495413200
2013-02-04,2478552300
2013-02-05,2538769800
2013-02-06,2582126400
2013-02-07,2553222000
2013-02-08,2558039400
2013-02-11,2574900300
2013-02-12,2606213400
2013-02-13,2598987300
2013-02-14,2598987300
2013-02-15,2558039400
2013-02-19,2565265500
2013-02-20,2565265500
2013-02-21,2514682800
2013-02-22,2541178500
2013-02-25,2488187100
2013-02-26,2485778400
2013-02-27,2533952400
2013-02-28,2560448100
2013-03-01,2567674200
2013-03-04,2594169900
2013-03-05,2608622100
2013-03-06,2618256900
2013-03-07,2704970100
2013-03-08,2683291800
2013-03-11,2712196200
2013-03-12,2690517900
2013-03-13,2688109200
2013-03-14,2704970100
2013-03-15,2692926600
2013-03-18,2649570000
2013-03-19,2668839600
2013-03-20,2676065700
2013-03-21,2642343900
2013-03-22,2632709100
2013-03-25,2618256900
2013-03-26,2639935200
2013-03-27,2598987300
2013-03-28,2572491600
2013-04-01,2530633887
2013-04-02,2508983977
2013-04-03,2460873066
2013-04-04,2460873066
2013-04-05,2477711885
2013-04-08,2494550704
2013-04-09,2496956249
2013-04-10,2523417250
2013-04-11,2501767340
2013-04-12,2463278612
2013-04-15,2403139974
2013-04-16,2419978793
2013-04-17,2369462337
2013-04-18,2338190245
2013-04-19,2381490064
2013-04-22,2391112246
2013-04-23,2446439793
2013-04-24,2496956249
2013-04-25,2521011704
2013-04-26,2516200613
2013-04-29,2537850523
2013-04-30,2501767340
2013-05-01,2453656430
2013-05-02,2477711885
2013-05-03,2528228341
2013-05-06,2576339251
2013-05-07,2619639071
2013-05-08,2626855707
2013-05-09,2605205798
2013-05-10,2622044616
2013-05-13,2646100072
2013-05-14,2708644255
2013-05-15,2718266437
2013-05-16,2701427618
2013-05-17,2732699710
2013-05-20,2754349620
2013-05-21,2742321892
2013-05-22,2691805436
2013-05-23,2670155527
2013-05-24,2677372163
2013-05-28,2771188439
2013-05-29,2763971802
2013-05-30,2807271621
2013-05-31,2761566256
2013-06-03,2759160711
2013-06-04,2744727438
2013-06-05,2706238710
2013-06-06,2715860892
2013-06-07,2725483074
2013-06-10,2768782893
2013-06-11,2725483074
2013-06-12,2672561072
2013-06-13,2699022073
2013-06-14,2638883435
2013-06-17,2631666798
2013-06-18,2641288980
2013-06-19,2593178070
2013-06-20,2585961434
2013-06-21,2585961434
2013-06-24,2581150342
2013-06-25,2660533345
2013-06-26,2679777709
2013-06-27,2725483074
2013-06-28,2694210982
2013-07-01,2653964450
2013-07-02,2765038653
2013-07-03,2798124585
2013-07-05,2923378473
2013-07-08,2899745664
2013-07-09,2902108945
2013-07-10,2861933169
2013-07-11,2802851147
2013-07-12,2869023012
2013-07-15,2902108945
2013-07-16,2835937080
2013-07-17,2833573799
2013-07-18,2869023012
2013-07-19,2859569889
2013-07-22,2904472226
2013-07-23,2923378473
2013-07-24,2965917529
2013-07-25,2947011282
2013-07-26,2913925349
2013-07-29,2904472226
2013-07-30,2944648001
2013-07-31,2913925349
2013-08-01,2961190967
2013-08-02,2961190967
2013-08-05,2961190967
2013-08-06,2906835507
2013-08-07,2885565978
2013-08-08,2871386293
2013-08-09,2840663641
2013-08-12,2850116765
2013-08-13,2864296450
2013-08-14,2854843327
2013-08-15,2819394113
2013-08-16,2814667551
2013-08-19,2762675372
2013-08-20,2805214428
2013-08-21,2783944900
2013-08-22,2817030832
2013-08-23,2776855057
2013-08-26,2748495686
2013-08-27,2661054293
2013-08-28,2651601169
2013-08-29,2682323821
2013-08-30,2613788675
2013-09-03,2611425394
2013-09-04,2651601169
2013-09-05,2665780855
2013-09-06,2687050383
2013-09-09,2672870697
2013-09-10,2646874608
2013-09-11,2637421484
2013-09-12,2665780855
2013-09-13,2665780855
2013-09-16,2694140226
2013-09-17,2717773035
2013-09-18,2734316001
2013-09-19,2684687102
2013-09-20,2703593349
2013-09-23,2663417574
2013-09-24,2663417574
2013-09-25,2668144136
2013-09-26,2635058203
2013-09-27,2611425394
2013-09-30,2571973995
2013-10-01,2609418566
2013-10-02,2576654566
2013-10-03,2578994852
2013-10-04,2630481138
2013-10-07,2590696280
2013-10-08,2574314281
2013-10-09,2550911423
2013-10-10,2618779709
2013-10-11,2653883995
2013-10-14,2660904852
2013-10-15,2628140852
2013-10-16,2667925709
2013-10-17,2677286852
2013-10-18,2576654566
2013-10-21,2546230852
2013-10-22,2539209995
2013-10-23,2534529423
2013-10-24,2550911423
2013-10-25,2520487709
2013-10-28,2532189138
2013-10-29,2541550281
2013-10-30,2511126566
2013-10-31,2492404281
2013-11-01,2553251709
2013-11-04,2576654566
2013-11-05,2574314281
2013-11-06,2576654566
2013-11-07,2553251709
2013-11-08,2644522852
2013-11-11,2651543709
2013-11-12,2593036566
2013-11-13,2618779709
2013-11-14,2635161709
2013-11-15,2623460280
2013-11-18,2618779709
2013-11-19,2614099138
2013-11-20,2590696280
2013-11-21,2644522852
2013-11-22,2691328566
2013-11-25,2712391137
