,BAX
2009-04-13,16376860000
2009-04-14,16194760000
2009-04-15,16243320000
2009-04-16,16801760000
2009-04-17,17099190000
2009-04-20,16704640000
2009-04-21,16631800000
2009-04-22,16043010000
2009-04-23,16152270000
2009-04-24,15848770000
2009-04-27,16231180000
2009-04-28,16382930000
2009-04-29,16370790000
2009-04-30,15994450000
2009-05-01,16176550000
2009-05-04,16516470000
2009-05-05,16401140000
2009-05-06,16091570000
2009-05-07,16401140000
2009-05-08,16571100000
2009-05-11,16607520000
2009-05-12,16892809999
2009-05-13,16813900000
2009-05-14,16698570000
2009-05-15,16413280000
2009-05-18,16273670000
2009-05-19,16194760000
2009-05-20,16055150000
2009-05-21,16115850000
2009-05-22,16419350000
2009-05-26,16680360000
2009-05-27,16449700000
2009-05-28,16431490000
2009-05-29,16880670000
2009-06-01,16231180000
2009-06-02,15891260000
2009-06-03,16249390000
2009-06-04,15624180000
2009-06-05,15684880000
2009-06-08,15338890000
2009-06-09,15429940000
2009-06-10,15302470000
2009-06-11,15788070000
2009-06-12,16334370000
2009-06-15,15927680000
2009-06-16,15775930000
2009-06-17,16079430000
2009-06-18,16401140000
2009-06-19,16947440000
2009-06-22,16643940000
2009-06-23,16637870000
2009-06-24,16698570000
2009-06-25,17220590000
2009-06-26,17232730000
2009-06-29,17463390000
2009-06-30,17405850000
2009-07-01,17333250000
2009-07-02,17466350000
2009-07-06,17381650000
2009-07-07,17345350000
2009-07-08,17200150000
2009-07-09,17303000000
2009-07-10,17339300000
2009-07-13,17557100000
2009-07-14,17581300000
2009-07-15,17448200000
2009-07-16,17992700000
2009-07-17,17799100000
2009-07-20,17641800000
2009-07-21,17744650000
2009-07-22,17805150000
2009-07-23,17750700000
2009-07-24,17962450000
2009-07-27,17944300000
2009-07-28,18131850000
2009-07-29,18337550000
2009-07-30,18470650000
2009-07-31,18525100000
2009-08-03,18585600000
2009-08-04,18337550000
2009-08-05,18264950000
2009-08-06,18035050000
2009-08-07,18204450000
2009-08-10,18240750000
2009-08-11,18143950000
2009-08-12,18137900000
2009-08-13,18095550000
2009-08-14,18150000000
2009-08-17,18228650000
2009-08-18,18125800000
2009-08-19,18464600000
2009-08-20,18446450000
2009-08-21,18500900000
2009-08-24,18609800000
2009-08-25,18700550000
2009-08-26,18682400000
2009-08-27,18676350000
2009-08-28,18664250000
2009-08-31,18706600000
2009-09-01,18428300000
2009-09-02,18264950000
2009-09-03,18531150000
2009-09-04,18609800000
2009-09-08,18277050000
2009-09-09,18343600000
2009-09-10,18446450000
2009-09-11,18688450000
2009-09-14,18700550000
2009-09-15,18392000000
2009-09-16,18446450000
2009-09-17,19239000000
2009-09-18,19178500000
2009-09-21,19154300000
2009-09-22,19111950000
2009-09-23,18664250000
2009-09-24,18767100000
2009-09-25,18857850000
2009-09-28,18882050000
2009-09-29,18664250000
2009-09-30,18643940000
2009-10-01,18216520000
2009-10-02,18541600000
2009-10-05,18625880000
2009-10-06,18728220000
2009-10-07,18830560000
2009-10-08,18818520000
2009-10-09,19029220000
2009-10-12,18884740000
2009-10-13,18872700000
2009-10-14,18643940000
2009-10-15,17825220000
2009-10-16,18041940000
2009-10-19,18150300000
2009-10-20,18126220000
2009-10-21,18090100000
2009-10-22,18180400000
2009-10-23,18011840000
2009-10-26,18011840000
2009-10-27,17861340000
2009-10-28,17831240000
2009-10-29,17752980000
2009-10-30,17680740000
2009-11-02,17837260000
2009-11-03,17632580000
2009-11-04,17650640000
2009-11-05,17933580000
2009-11-06,18023880000
2009-11-09,18409160000
2009-11-10,18800460000
2009-11-11,18674040000
2009-11-12,17909500000
2009-11-13,17927560000
2009-11-16,17939600000
2009-11-17,17969700000
2009-11-18,18210500000
2009-11-19,17969700000
2009-11-20,17771040000
2009-11-23,17873380000
2009-11-24,18060000000
2009-11-25,17903480000
2009-11-27,17933580000
2009-11-30,17837260000
2009-12-01,18060000000
2009-12-02,18300800000
2009-12-03,18469360000
2009-12-04,18541600000
2009-12-07,18318860000
2009-12-08,18023880000
2009-12-09,18282740000
2009-12-10,18993100000
2009-12-11,19456640000
2009-12-14,19276040000
2009-12-15,19294100000
2009-12-16,19107480000
2009-12-17,18963000000
2009-12-18,18836580000
2009-12-21,19071360000
2009-12-22,19185740000
2009-12-23,19215840000
2009-12-24,19233900000
2009-12-28,19342260000
2009-12-29,19366340000
2009-12-30,19294100000
2009-12-31,19191760000
2010-01-04,19065340000
2010-01-05,18932900000
2010-01-06,18999120000
2010-01-07,19306140000
2010-01-08,19348280000
2010-01-11,19239920000
2010-01-12,19546940000
2010-01-13,19745600000
2010-01-14,20179040000
2010-01-15,20136900000
2010-01-19,20094760000
2010-01-20,19884060000
2010-01-21,19492760000
2010-01-22,19209820000
2010-01-25,19282060000
2010-01-26,19312160000
2010-01-27,19264000000
2010-01-28,19035240000
2010-01-29,18836580000
2010-02-01,18920860000
2010-02-02,19119520000
2010-02-03,18800460000
2010-02-04,18427220000
2010-02-05,18505480000
2010-02-08,18433240000
2010-02-09,18439260000
2010-02-10,18354980000
2010-02-11,18318860000
2010-02-12,18288760000
2010-02-16,18619860000
2010-02-17,18854640000
2010-02-18,18764340000
2010-02-19,18818520000
2010-02-22,18884740000
2010-02-23,18625880000
2010-02-24,18836580000
2010-02-25,18668020000
2010-02-26,18619860000
2010-03-01,18728220000
2010-03-02,19113500000
2010-03-03,19294100000
2010-03-04,19306140000
2010-03-05,19450620000
2010-03-08,19336240000
2010-03-09,19288080000
2010-03-10,19125540000
2010-03-11,19023200000
2010-03-12,18908820000
2010-03-15,19089420000
2010-03-16,18987080000
2010-03-17,19077380000
2010-03-18,19288080000
2010-03-19,19378380000
2010-03-22,19516840000
2010-03-23,19414500000
2010-03-24,19264000000
2010-03-25,19203800000
2010-03-26,19107480000
2010-03-29,19197780000
2010-03-30,19185740000
2010-03-31,18750660000
2010-04-01,18756590000
2010-04-05,18768450000
2010-04-06,18750660000
2010-04-07,18673570000
2010-04-08,18590550000
2010-04-09,18679500000
2010-04-12,18732870000
2010-04-13,19023440000
2010-04-14,19094600000
2010-04-15,19171690000
2010-04-16,19041230000
2010-04-19,19112390000
2010-04-20,19302150000
2010-04-21,18993790000
2010-04-22,16473540000
2010-04-23,15886470000
2010-04-26,15329050000
2010-04-27,15299400000
2010-04-28,15429860000
2010-04-29,15536600000
2010-04-30,15210450000
2010-05-03,15299400000
2010-05-04,14522570000
2010-05-05,14706400000
2010-05-06,14819070000
2010-05-07,14534430000
2010-05-10,14913950000
2010-05-11,14658960000
2010-05-12,14457340000
2010-05-13,14226070000
2010-05-14,14024450000
2010-05-17,13674580000
2010-05-18,13977010000
2010-05-19,13722020000
2010-05-20,13384010000
2010-05-21,13099370000
2010-05-24,13472960000
2010-05-25,13455170000
2010-05-26,13372150000
2010-05-27,13550050000
2010-05-28,13603420000
2010-06-01,13384010000
2010-06-02,13467030000
2010-06-03,13591560000
2010-06-04,13324710000
2010-06-07,13300990000
2010-06-08,13200180000
2010-06-09,13040070000
2010-06-10,13235760000
2010-06-11,13342500000
2010-06-14,13354360000
2010-06-15,13644930000
2010-06-16,13704230000
2010-06-17,13716090000
2010-06-18,13532260000
2010-06-21,13644930000
2010-06-22,13419590000
2010-06-23,13312850000
2010-06-24,13247620000
2010-06-25,13461100000
2010-06-28,13591560000
2010-06-29,13277270000
2010-06-30,12894719999
2010-07-01,13052400000
2010-07-02,13215920000
2010-07-06,13256800000
2010-07-07,13578000000
2010-07-08,13764880000
2010-07-09,13928400000
2010-07-12,13870000000
2010-07-13,13881680000
2010-07-14,13724000000
2010-07-15,13519600000
2010-07-16,13467040000
2010-07-19,13519600000
2010-07-20,13548800000
2010-07-21,13262640000
2010-07-22,13724000000
2010-07-23,13957600000
2010-07-26,14185360000
2010-07-27,14214560000
2010-07-28,13998480000
2010-07-29,13864160000
2010-07-30,13887520000
2010-08-02,14202880000
2010-08-03,14091920000
2010-08-04,14278800000
2010-08-05,14284640000
2010-08-06,14319680000
2010-08-09,14389760000
2010-08-10,14693440000
2010-08-11,14471520000
2010-08-12,14529920000
2010-08-13,14500719999
2010-08-16,14424800000
2010-08-17,14564960000
2010-08-18,14541600000
2010-08-19,14272960000
2010-08-20,14138640000
2010-08-23,14202880000
2010-08-24,13957600000
2010-08-25,14010160000
2010-08-26,13782400000
2010-08-27,13881680000
2010-08-30,13706480000
2010-08-31,13502080000
2010-09-01,13794080000
2010-09-02,13957600000
2010-09-03,14033520000
2010-09-07,14080240000
2010-09-08,13630560000
2010-09-09,13583840000
2010-09-10,13665600000
2010-09-13,13729840000
2010-09-14,13980960000
2010-09-15,14308000000
2010-09-16,14272960000
2010-09-17,14272960000
2010-09-20,14512400000
2010-09-21,15038000000
2010-09-22,15201520000
2010-09-23,15113920000
2010-09-24,15236560000
2010-09-27,15160640000
2010-09-28,15213200000
2010-09-29,15108080000
2010-09-30,14955840000
2010-10-01,14938530000
2010-10-04,14915450000
2010-10-05,15152020000
2010-10-06,15221260000
2010-10-07,15290500000
2010-10-08,15411670000
2010-10-11,15469370000
2010-10-12,15492450000
2010-10-13,15480909999
2010-10-14,15503990000
2010-10-15,15284730000
2010-10-18,15359740000
2010-10-19,15232800000
2010-10-20,15480909999
2010-10-21,16005980000
2010-10-22,16023290000
2010-10-25,15809800000
2010-10-26,15988670000
2010-10-27,15925200000
2010-10-28,15977130000
2010-10-29,15965590000
2010-11-01,15867500000
2010-11-02,15936740000
2010-11-03,15890580000
2010-11-04,16132920000
2010-11-05,16150230000
2010-11-08,16132920000
2010-11-09,16196390000
2010-11-10,16271400000
2010-11-11,16294480000
2010-11-12,16132920000
2010-11-15,16127150000
2010-11-16,15775180000
2010-11-17,15844420000
2010-11-18,16017520000
2010-11-19,16109840000
2010-11-22,15838650000
2010-11-23,15521300000
2010-11-24,15671320000
2010-11-26,15596310000
2010-11-29,15555920000
2010-11-30,15221260000
2010-12-01,15463600000
2010-12-02,15567460000
2010-12-03,15625159999
2010-12-06,15515530000
2010-12-07,15492450000
2010-12-08,15515530000
2010-12-09,15602080000
2010-12-10,15757870000
2010-12-13,15786720000
2010-12-14,16236780000
2010-12-15,16236780000
2010-12-16,16288710000
2010-12-17,16069450000
2010-12-20,15919430000
2010-12-21,15717480000
2010-12-22,15873270000
2010-12-23,16017520000
2010-12-27,15971360000
2010-12-28,16017520000
2010-12-29,15959820000
2010-12-30,15896350000
2010-12-31,15867500000
2011-01-03,15844420000
2011-01-04,15700170000
2011-01-05,15890580000
2011-01-06,15752100000
2011-01-07,15486680000
2011-01-10,15423210000
2011-01-11,15555920000
2011-01-12,15977130000
2011-01-13,15780950000
2011-01-14,15769409999
2011-01-18,15925200000
2011-01-19,15769409999
2011-01-20,15844420000
2011-01-21,15515530000
2011-01-24,15567460000
2011-01-25,15982900000
2011-01-26,15954050000
2011-01-27,15353970000
2011-01-28,15232800000
2011-01-31,15198180000
2011-02-01,15250110000
2011-02-02,15203950000
2011-02-03,15163560000
2011-02-04,15209720000
2011-02-07,15313580000
2011-02-08,15388590000
2011-02-09,15625159999
2011-02-10,15607850000
2011-02-11,16202159999
2011-02-14,16207930000
2011-02-15,16179080000
2011-02-16,16421420000
2011-02-17,16473350000
2011-02-18,16623370000
2011-02-22,16392570000
2011-02-23,16213700000
2011-02-24,16202159999
2011-02-25,16432960000
2011-02-28,16657990000
2011-03-01,16357950000
2011-03-02,16294480000
2011-03-03,16900330000
2011-03-04,16865710000
2011-03-07,16646450000
2011-03-08,16629140000
2011-03-09,16640680000
2011-03-10,16334870000
2011-03-11,16490659999
2011-03-14,16340640000
2011-03-15,16063680000
2011-03-16,15740560000
2011-03-17,16000210000
2011-03-18,16231010000
2011-03-21,16513740000
2011-03-22,16507970000
2011-03-23,16432960000
2011-03-24,16640680000
2011-03-25,16588750000
2011-03-28,16709920000
2011-03-29,16652220000
2011-03-30,16623370000
2011-03-31,16649700000
2011-04-01,16695300000
2011-04-04,16815000000
2011-04-05,16615500000
2011-04-06,16655400000
2011-04-07,16581300000
2011-04-08,16638300000
2011-04-11,16809300000
2011-04-12,16820700000
2011-04-13,16763700000
2011-04-14,16649700000
2011-04-15,17020200000
2011-04-18,16723800000
2011-04-19,16644000000
2011-04-20,16883400000
2011-04-21,17521800000
2011-04-25,17350800000
2011-04-26,17630100000
2011-04-27,17670000000
2011-04-28,17749800000
2011-04-29,17618700000
2011-05-02,17841000000
2011-05-03,17977800000
2011-05-04,17972100000
2011-05-05,17738400000
2011-05-06,17892300000
2011-05-09,18245700000
2011-05-10,18285600000
2011-05-11,18171600000
2011-05-12,18382500000
2011-05-13,18342600000
2011-05-16,18485100000
2011-05-17,18450900000
2011-05-18,18661800000
2011-05-19,18644700000
2011-05-20,18678900000
2011-05-23,18285600000
2011-05-24,18411000000
2011-05-25,18279900000
2011-05-26,18354000000
2011-05-27,18302700000
2011-05-31,18428100000
2011-06-01,18177300000
2011-06-02,18160200000
2011-06-03,17943600000
2011-06-06,17852400000
2011-06-07,18006300000
2011-06-08,17898000000
2011-06-09,18240000000
2011-06-10,17841000000
2011-06-13,17972100000
2011-06-14,18171600000
2011-06-15,17983500000
2011-06-16,17960700000
2011-06-17,18063300000
2011-06-20,18559200000
2011-06-21,18519300000
2011-06-22,18473699999
2011-06-23,18268500000
2011-06-24,18114600000
2011-06-27,18245700000
2011-06-28,18217200000
2011-06-29,18416700000
2011-06-30,18355380000
2011-07-01,18519520000
2011-07-05,18502540000
2011-07-06,18661020000
2011-07-07,18774220000
2011-07-08,18734600000
2011-07-11,18411980000
2011-07-12,18513860000
2011-07-13,18627059999
2011-07-14,18751580000
2011-07-15,18694980000
2011-07-18,18542160000
2011-07-19,18881760000
2011-07-20,18706300000
2011-07-21,19187400000
2011-07-22,19000620000
2011-07-25,18864780000
2011-07-26,18649700000
2011-07-27,18213880000
2011-07-28,18049740000
2011-07-29,17885600000
2011-08-01,17591280000
2011-08-02,17195080000
2011-08-03,17115840000
2011-08-04,16436640000
2011-08-05,16476260000
2011-08-08,15468779999
2011-08-09,16085720000
2011-08-10,15525380000
2011-08-11,16176279999
2011-08-12,16385700000
2011-08-15,16651720000
2011-08-16,16510220000
2011-08-17,16532860000
2011-08-18,15983840000
2011-08-19,15876300000
2011-08-22,15938560000
2011-08-23,16549840000
2011-08-24,16680020000
2011-08-25,16249860000
2011-08-26,16521540000
2011-08-29,16996980000
2011-08-30,17042260000
2011-08-31,17212060000
2011-09-01,17025279999
2011-09-02,16640400000
2011-09-06,16623420000
2011-09-07,17081880000
2011-09-08,16861140000
2011-09-09,16346080000
2011-09-12,16391360000
2011-09-13,16595120000
2011-09-14,16940380000
2011-09-15,17240360000
2011-09-16,17427140000
2011-09-19,17127160000
2011-09-20,17353560000
2011-09-21,16776240000
2011-09-22,16266840000
2011-09-23,16442300000
2011-09-26,16708320000
2011-09-27,17178100000
2011-09-28,17115840000
2011-09-29,17285640000
2011-09-30,17141000000
2011-10-03,16387920000
2011-10-04,16489080000
2011-10-05,16623959999
2011-10-06,16860000000
2011-10-07,16989260000
2011-10-10,17416380000
2011-10-11,17129760000
2011-10-12,16607100000
2011-10-13,16916200000
2011-10-14,17073560000
2011-10-17,16708260000
2011-10-18,17011740000
2011-10-19,16792560000
2011-10-20,16444120000
2011-10-21,16736360000
2011-10-24,16904959999
2011-10-25,16534040000
2011-10-26,16792560000
2011-10-27,16978020000
2011-10-28,16843140000
2011-10-31,16786940000
2011-11-01,16342959999
2011-11-02,16663300000
2011-11-03,16792560000
2011-11-04,16393540000
2011-11-07,16635200000
2011-11-08,16640820000
2011-11-09,16213700000
2011-11-10,16387920000
2011-11-11,16685780000
2011-11-14,16477840000
2011-11-15,16663300000
2011-11-16,16466600000
2011-11-17,15679800000
2011-11-18,15393180000
2011-11-21,14988540000
2011-11-22,14864900000
2011-11-23,14600760000
2011-11-25,14567040000
2011-11-28,14971680000
2011-11-29,15089700000
2011-11-30,15769720000
2011-12-01,15915840000
2011-12-02,15713520000
2011-12-05,15758480000
2011-12-06,15780959999
2011-12-07,15488720000
2011-12-08,15106560000
2011-12-09,15376320000
2011-12-12,15190860000
2011-12-13,15050360000
2011-12-14,14780600000
2011-12-15,14763740000
2011-12-16,14679440000
2011-12-19,14550180000
2011-12-20,14949200000
2011-12-21,15100940000
2011-12-22,15190860000
2011-12-23,15280780000
2011-12-27,15117800000
2011-12-28,15072840000
2011-12-29,15202100000
2011-12-30,15106560000
2012-01-03,15350140000
2012-01-04,15081820000
2012-01-05,15081820000
2012-01-06,15227160000
2012-01-09,15104180000
2012-01-10,15238340000
2012-01-11,15445170000
2012-01-12,15730260000
2012-01-13,15579330000
2012-01-17,15774980000
2012-01-18,15713490000
2012-01-19,15981810000
2012-01-20,15998580000
2012-01-23,16026530000
2012-01-24,16278080000
2012-01-25,16512860000
2012-01-26,16898570000
2012-01-27,16965650000
2012-01-30,16792360000
2012-01-31,16848260000
2012-02-01,17110990000
2012-02-02,17172480000
2012-02-03,17323410000
2012-02-06,17345770000
2012-02-07,17317820000
2012-02-08,17329000000
2012-02-09,17250740000
2012-02-10,17261920000
2012-02-13,17323410000
2012-02-14,17306640000
2012-02-15,17261920000
2012-02-16,17245150000
2012-02-17,17301050000
2012-02-21,17200430000
2012-02-22,17200430000
2012-02-23,17183660000
2012-02-24,17502290000
2012-02-27,17597320000
2012-02-28,17681170000
2012-02-29,17653220000
2012-03-01,17703530000
2012-03-02,17608500000
2012-03-05,17563780000
2012-03-06,17457570000
2012-03-07,17451980000
2012-03-08,17915950000
2012-03-09,17882410000
2012-03-12,17815330000
2012-03-13,18139550000
2012-03-14,18094830000
2012-03-15,18156320000
2012-03-16,18161910000
2012-03-19,18083650000
2012-03-20,18072470000
2012-03-21,18038930000
2012-03-22,17988620000
2012-03-23,18010980000
2012-03-26,18206630000
2012-03-27,18301660000
2012-03-28,18094830000
2012-03-29,18072470000
2012-03-30,18156320000
2012-04-02,18001500000
2012-04-03,18007000000
2012-04-04,17858500000
2012-04-05,17798000000
2012-04-09,17468000000
2012-04-10,17231500000
2012-04-11,17369000000
2012-04-12,17539500000
2012-04-13,17341500000
2012-04-16,16164500000
2012-04-17,16324000000
2012-04-18,16252500000
2012-04-19,16186500000
2012-04-20,16186500000
2012-04-23,16170000000
2012-04-24,16362500000
2012-04-25,16417500000
2012-04-26,16340500000
2012-04-27,16461500000
2012-04-30,16555000000
2012-05-01,16637500000
2012-05-02,16571500000
2012-05-03,16555000000
2012-05-04,16329500000
2012-05-07,16368000000
2012-05-08,16379000000
2012-05-09,16214000000
2012-05-10,16258000000
2012-05-11,16159000000
2012-05-14,15972000000
2012-05-15,15906000000
2012-05-16,15779500000
2012-05-17,15598000000
2012-05-18,15389000000
2012-05-21,15576000000
2012-05-22,15526500000
2012-05-23,15515500000
2012-05-24,15614500000
2012-05-25,15532000000
2012-05-29,15411000000
2012-05-30,15345000000
2012-05-31,15125000000
2012-06-01,14993000000
2012-06-04,14960000000
2012-06-05,15009500000
2012-06-06,15048000000
2012-06-07,15081000000
2012-06-08,15125000000
2012-06-11,14965500000
2012-06-12,15053500000
2012-06-13,14877500000
2012-06-14,14652000000
2012-06-15,14729000000
2012-06-18,14916000000
2012-06-19,15400000000
2012-06-20,15455000000
2012-06-21,15383500000
2012-06-22,15499000000
2012-06-25,15356000000
2012-06-26,15312000000
2012-06-27,15565000000
2012-06-28,15411000000
2012-06-29,15878500000
2012-07-02,16034480000
2012-07-03,16144080000
2012-07-05,16078320000
2012-07-06,15952280000
2012-07-09,16105720000
2012-07-10,16018040000
2012-07-11,16067360000
2012-07-12,16034480000
2012-07-13,16231760000
2012-07-16,16297520000
2012-07-17,16577000000
2012-07-18,16719480000
2012-07-19,16801680000
2012-07-20,16735920000
2012-07-23,16511240000
2012-07-24,16363280000
2012-07-25,16916760000
2012-07-26,17190760000
2012-07-27,17771640000
2012-07-30,17557920000
2012-07-31,17420920000
2012-08-01,17453800000
2012-08-02,17251040000
2012-08-03,17541480000
2012-08-06,17464760000
2012-08-07,17596280000
2012-08-08,17492160000
2012-08-09,17497640000
2012-08-10,17519560000
2012-08-13,17486680000
2012-08-14,17596280000
2012-08-15,17694920000
2012-08-16,17541480000
2012-08-17,17536000000
2012-08-20,17508600000
2012-08-21,17503120000
2012-08-22,17360640000
2012-08-23,17349680000
2012-08-24,17492160000
2012-08-27,17525040000
2012-08-28,17453800000
2012-08-29,17448320000
2012-08-30,17399000000
2012-08-31,17470240000
2012-09-04,17536000000
2012-09-05,17289400000
2012-09-06,17574360000
2012-09-07,17618200000
2012-09-10,17662040000
2012-09-11,17771640000
2012-09-12,17952480000
2012-09-13,18089480000
2012-09-14,18007280000
2012-09-17,18160720000
2012-09-18,18149760000
2012-09-19,18100440000
2012-09-20,18160720000
2012-09-21,18160720000
2012-09-24,18204560000
2012-09-25,18111400000
2012-09-26,17810000000
2012-09-27,17930560000
2012-09-28,17941520000
2012-10-01,17886720000
2012-10-02,18001800000
2012-10-03,18210040000
2012-10-04,18385400000
2012-10-05,18434720000
2012-10-08,18401840000
2012-10-09,18007280000
2012-10-10,18116880000
2012-10-11,18149760000
2012-10-12,18067560000
2012-10-15,18138800000
2012-10-16,18319640000
2012-10-17,18434720000
2012-10-18,18675840000
2012-10-19,18434720000
2012-10-22,18451160000
2012-10-23,18138800000
2012-10-24,18226480000
2012-10-25,18286760000
2012-10-26,18210040000
2012-10-31,18642960000
2012-11-01,18938880000
2012-11-02,19278640000
2012-11-05,19421120000
2012-11-06,19673200000
2012-11-07,19514280000
2012-11-08,19229320000
2012-11-09,19136160000
2012-11-12,19366320000
2012-11-13,19634840000
2012-11-14,19360840000
2012-11-15,19618400000
2012-11-16,19656760000
2012-11-19,19793760000
2012-11-20,19738960000
2012-11-21,19684160000
2012-11-23,20484240000
2012-11-26,19897880000
2012-11-27,19591000000
2012-11-28,19645800000
2012-11-29,19634840000
2012-11-30,19728000000
2012-12-03,19591000000
2012-12-04,19415640000
2012-12-05,19190960000
2012-12-06,19180000000
2012-12-07,19371800000
2012-12-10,19497840000
2012-12-11,19552640000
2012-12-12,19596480000
2012-12-13,19547160000
2012-12-14,19634840000
2012-12-17,19744440000
2012-12-18,19930760000
2012-12-19,19766360000
2012-12-20,20182840000
2012-12-21,20018440000
2012-12-24,19936240000
2012-12-26,19706080000
2012-12-27,19804720000
2012-12-28,19525240000
2012-12-31,19734450000
2013-01-02,20028750000
2013-01-03,20066900000
2013-01-04,20263100000
2013-01-07,20279450000
2013-01-08,20263100000
2013-01-09,20246750000
2013-01-10,20263100000
2013-01-11,20415700000
2013-01-14,20143200000
2013-01-15,19848900000
2013-01-16,19696300000
2013-01-17,19892500000
2013-01-18,19854350000
2013-01-22,19821650000
2013-01-23,19718100000
2013-01-24,20066900000
2013-01-25,20132300000
2013-01-28,19963350000
2013-01-29,19941550000
2013-01-30,20105050000
2013-01-31,20083250000
2013-02-01,20361200000
2013-02-04,20224950000
2013-02-05,20415700000
2013-02-06,20508350000
2013-02-07,20290350000
2013-02-08,20426600000
2013-02-11,20350300000
2013-02-12,20333950000
2013-02-13,20175900000
2013-02-14,20181350000
2013-02-15,20181350000
2013-02-19,20230400000
2013-02-20,19996050000
2013-02-21,19663600000
2013-02-22,19838000000
2013-02-25,19865250000
2013-02-26,19767150000
2013-02-27,19930650000
2013-02-28,20012400000
2013-03-01,20399350000
2013-03-04,20481100000
2013-03-05,20797200000
2013-03-06,20715450000
2013-03-07,20513800000
2013-03-08,20693650000
2013-03-11,20715450000
2013-03-12,20513800000
2013-03-13,20617350000
2013-03-14,20742700000
2013-03-15,20551950000
2013-03-18,20399350000
2013-03-19,20541050000
2013-03-20,20699100000
2013-03-21,20742700000
2013-03-22,21004300000
2013-03-25,20960700000
2013-03-26,21156900000
2013-03-27,21282250000
2013-03-28,21505700000
2013-04-01,21329040000
2013-04-02,21301890000
2013-04-03,21052110000
2013-04-04,20981520000
2013-04-05,20796900000
2013-04-08,20682870000
2013-04-09,20807760000
2013-04-10,21068400000
2013-04-11,21198720000
2013-04-12,21177000000
2013-04-15,20775180000
2013-04-16,20916360000
2013-04-17,20715450000
2013-04-18,20324490000
2013-04-19,20378790000
2013-04-22,20395080000
2013-04-23,20606850000
2013-04-24,20509110000
2013-04-25,20378790000
2013-04-26,20498250000
2013-04-29,20813190000
2013-04-30,20612280000
2013-05-01,20329920000
2013-05-02,20856630000
2013-05-03,20720880000
2013-05-06,20742600000
2013-05-07,20232180000
2013-05-08,21024960000
2013-05-09,20943510000
2013-05-10,20872920000
2013-05-13,20786040000
2013-05-14,20791470000
2013-05-15,20813190000
2013-05-16,21193290000
2013-05-17,21519090000
2013-05-20,21519090000
2013-05-21,21546240000
2013-05-22,21329040000
2013-05-23,21285600000
2013-05-24,21095550000
2013-05-28,21329040000
2013-05-29,21046680000
2013-05-30,21236730000
2013-05-31,20748030000
2013-06-03,20780610000
2013-06-04,20585130000
2013-06-05,20302770000
2013-06-06,20509110000
2013-06-07,20639430000
2013-06-10,20720880000
2013-06-11,20579700000
2013-06-12,20574270000
2013-06-13,20872920000
2013-06-14,20824050000
2013-06-17,20862060000
2013-06-18,20910930000
2013-06-19,20547120000
2013-06-20,20091000000
2013-06-21,20639430000
2013-06-24,20492820000
2013-06-25,20503680000
2013-06-26,20574270000
2013-06-27,20563410000
2013-06-28,20433090000
2013-07-01,20666580000
2013-07-02,20552550000
2013-07-03,20471100000
2013-07-05,20612280000
2013-07-08,20965230000
2013-07-09,21079260000
2013-07-10,21041250000
2013-07-11,21421350000
2013-07-12,21388770000
2013-07-15,21437640000
2013-07-16,21486510000
2013-07-17,21551670000
2013-07-18,21562530000
2013-07-19,21839460000
2013-07-22,21953490000
2013-07-23,21915480000
2013-07-24,21714570000
2013-07-25,21475650000
2013-07-26,21540810000
2013-07-29,21486510000
2013-07-30,21692850000
2013-07-31,21546240000
2013-08-01,21296460000
2013-08-02,20780610000
2013-08-05,20976090000
2013-08-06,21247590000
2013-08-07,21133560000
2013-08-08,21578820000
2013-08-09,21768870000
2013-08-12,21730860000
2013-08-13,21779730000
2013-08-14,21671130000
2013-08-15,21334470000
2013-08-16,20981520000
2013-08-19,21057540000
2013-08-20,21046680000
2013-08-21,20954370000
2013-08-22,21068400000
2013-08-23,21220440000
2013-08-26,21160710000
2013-08-27,20824050000
2013-08-28,20862060000
2013-08-29,20693730000
2013-08-30,20519970000
2013-09-03,20514540000
2013-09-04,20563410000
2013-09-05,20585130000
2013-09-06,20650290000
2013-09-09,20856630000
2013-09-10,21068400000
2013-09-11,21307320000
2013-09-12,21128130000
2013-09-13,21177000000
2013-09-16,21215010000
2013-09-17,21117270000
2013-09-18,21149850000
2013-09-19,21296460000
2013-09-20,21117270000
2013-09-23,21193290000
2013-09-24,21019530000
2013-09-25,19678320000
2013-09-26,19575150000
2013-09-27,19580580000
2013-09-30,19379670000
2013-10-01,19347090000
2013-10-02,18847530000
2013-10-03,19015860000
2013-10-04,19178760000
2013-10-07,19124460000
2013-10-08,18999570000
2013-10-09,19173330000
2013-10-10,19455690000
2013-10-11,19471980000
2013-10-14,19613160000
2013-10-15,19553430000
2013-10-16,19928100000
2013-10-17,19835790000
2013-10-18,19471980000
2013-10-21,19249350000
2013-10-22,19260210000
2013-10-23,19249350000
2013-10-24,19303650000
2013-10-25,19319940000
2013-10-28,19689180000
2013-10-29,19651170000
2013-10-30,19466550000
2013-10-31,19428540000
2013-11-01,19395960000
2013-11-04,19482840000
2013-11-05,19211340000
2013-11-06,19287360000
2013-11-07,19238490000
2013-11-08,19211340000
2013-11-11,19238490000
2013-11-12,19439400000
2013-11-13,19580580000
2013-11-14,19938960000
2013-11-15,20253900000
2013-11-18,20302770000
2013-11-19,20389650000
2013-11-20,20367930000
2013-11-21,20177880000
2013-11-22,19993260000
2013-11-25,19966110000
