,BDX
2004-08-02,11594048607
2004-08-03,11716538555
2004-08-04,11731537324
2004-08-05,11574050248
2004-08-06,11361567684
2004-08-09,11311571786
2004-08-10,11539053119
2004-08-11,11746536094
2004-08-12,11706539376
2004-08-13,11621546350
2004-08-16,11596548401
2004-08-17,11551552094
2004-08-18,11661543068
2004-08-19,11679041632
2004-08-20,11796531991
2004-08-23,11656543478
2004-08-24,11656543478
2004-08-25,11669042453
2004-08-26,11546552504
2004-08-27,11536553325
2004-08-30,11454060094
2004-08-31,11726537735
2004-09-01,11881525017
2004-09-02,12161502042
2004-09-03,12056510658
2004-09-07,12321488914
2004-09-08,12336487683
2004-09-09,12276492606
2004-09-10,12236495888
2004-09-13,12243995273
2004-09-14,12528971888
2004-09-15,12518972708
2004-09-16,12428980093
2004-09-17,12403982144
2004-09-20,12411481529
2004-09-21,12626463888
2004-09-22,12321488914
2004-09-23,12333987888
2004-09-24,12568968606
2004-09-27,12486475375
2004-09-28,12513973119
2004-09-29,12398982555
2004-09-30,12598966144
2004-10-01,12881442965
2004-10-04,12793950144
2004-10-05,12636463067
2004-10-06,12826447477
2004-10-07,12506473734
2004-10-08,12381483991
2004-10-11,12406481939
2004-10-12,12571468401
2004-10-13,12203998555
2004-10-14,12176500811
2004-10-15,12263993632
2004-10-18,12386483580
2004-10-19,12216497529
2004-10-20,12431479888
2004-10-21,12291491375
2004-10-22,12286491786
2004-10-25,12069009632
2004-10-26,12576467990
2004-10-27,12521472503
2004-10-28,12653961631
2004-10-29,12793950144
2004-11-01,12578967785
2004-11-02,12441479067
2004-11-03,12598966144
2004-11-04,12618964503
2004-11-05,12751453631
2004-11-08,13048929221
2004-11-09,13083926349
2004-11-10,12968935785
2004-11-11,13148921016
2004-11-12,13268911169
2004-11-15,13401400298
2004-11-16,13288909528
2004-11-17,13316407272
2004-11-18,13221415067
2004-11-19,13126422862
2004-11-22,13336405631
2004-11-23,13221415067
2004-11-24,13208916093
2004-11-26,13181418349
2004-11-29,13401400298
2004-11-30,13351404400
2004-12-01,13516390862
2004-12-02,13661378964
2004-12-03,13688876708
2004-12-06,13613882862
2004-12-07,13573886144
2004-12-08,13661378964
2004-12-09,13806367067
2004-12-10,13721374041
2004-12-13,13891360092
2004-12-14,14011350246
2004-12-15,13856362964
2004-12-16,14061346143
2004-12-17,14093843477
2004-12-20,13863862349
2004-12-21,13911358451
2004-12-22,13911358451
2004-12-23,13876361323
2004-12-27,13816366246
2004-12-28,13928857015
2004-12-29,13898859477
2004-12-30,13826365425
2004-12-31,14080739202
2005-01-03,13884961499
2005-01-04,13722237175
2005-01-05,13645960148
2005-01-06,13648502715
2005-01-07,13600193931
2005-01-10,13460352715
2005-01-11,13373905418
2005-01-12,13600193931
2005-01-13,13361192580
2005-01-14,13424756769
2005-01-18,13635789877
2005-01-19,13534087175
2005-01-20,13498491229
2005-01-21,13404416229
2005-01-24,13412043931
2005-01-25,13457810148
2005-01-26,13867163526
2005-01-27,13986664202
2005-01-28,13981579067
2005-01-31,14042600689
2005-02-01,14279059473
2005-02-02,14729093933
2005-02-03,14731636500
2005-02-04,14693497987
2005-02-07,14805370960
2005-02-08,14724008797
2005-02-09,14530773662
2005-02-10,14584167581
2005-02-11,14614678392
2005-02-14,14584167581
2005-02-15,14721466230
2005-02-16,14474837176
2005-02-17,14393475013
2005-02-18,14551114203
2005-02-22,14543486500
2005-02-23,14563827040
2005-02-24,14787572987
2005-02-25,14863850014
2005-02-28,14840966906
2005-03-01,14843509473
2005-03-02,14797743257
2005-03-03,14868935149
2005-03-04,14724008797
2005-03-07,14711295960
2005-03-08,14589252716
2005-03-09,14390932446
2005-03-10,14500262851
2005-03-11,14596880419
2005-03-14,14660444608
2005-03-15,14589252716
2005-03-16,14451954067
2005-03-17,14566369608
2005-03-18,14662987176
2005-03-21,14647731770
2005-03-22,14530773662
2005-03-23,14576539878
2005-03-24,14485007446
2005-03-28,14589252716
2005-03-29,14599422986
2005-03-30,14657902041
2005-03-31,14404652392
2005-04-01,14192224232
2005-04-04,14103712498
2005-04-05,14321198472
2005-04-06,14417296925
2005-04-07,14612022739
2005-04-08,14409710205
2005-04-11,14392007858
2005-04-12,14424883645
2005-04-13,14455230525
2005-04-14,14295909405
2005-04-15,14073365618
2005-04-18,14080952338
2005-04-19,13982324978
2005-04-20,13817946044
2005-04-21,14204868765
2005-04-22,14091067965
2005-04-25,14103712498
2005-04-26,13941862471
2005-04-27,14480519592
2005-04-28,14343958632
2005-04-29,14427412552
2005-05-02,14558915699
2005-05-03,14589262579
2005-05-04,14708121192
2005-05-05,14698005566
2005-05-06,14670187592
2005-05-09,14695476659
2005-05-10,14589262579
2005-05-11,14579146952
2005-05-12,14515924285
2005-05-13,14457759432
2005-05-16,14558915699
2005-05-17,14561444605
2005-05-18,14546271165
2005-05-19,14546271165
2005-05-20,14477990685
2005-05-23,14520982099
2005-05-24,14366718792
2005-05-25,14237744552
2005-05-26,14212455485
2005-05-27,14151761725
2005-05-31,14164406258
2005-06-01,14179579698
2005-06-02,14063249991
2005-06-03,13906457778
2005-06-06,13850821831
2005-06-07,13982324978
2005-06-08,13883697618
2005-06-09,13812888231
2005-06-10,13724376498
2005-06-13,13782541351
2005-06-14,13795185884
2005-06-15,13559997564
2005-06-16,13390560817
2005-06-17,13246413137
2005-06-20,13289404550
2005-06-21,12993522470
2005-06-22,12856961510
2005-06-23,12710284923
2005-06-24,12642004443
2005-06-27,12715342736
2005-06-28,12808912283
2005-06-29,12801325563
2005-06-30,12665588191
2005-07-01,12690345009
2005-07-05,12638355691
2005-07-06,12573987963
2005-07-07,12611123191
2005-07-08,12630928645
2005-07-11,12616074554
2005-07-12,12457630918
2005-07-13,12380884781
2005-07-14,12576463645
2005-07-15,12677966600
2005-07-18,12556658191
2005-07-19,12712626145
2005-07-20,12876021145
2005-07-21,12858691373
2005-07-22,13252324782
2005-07-25,13076551373
2005-07-26,13175578646
2005-07-27,13413244100
2005-07-28,13433049555
2005-07-29,13363730464
2005-08-01,13420671146
2005-08-02,13433049555
2005-08-03,13329070918
2005-08-04,13061697282
2005-08-05,13049318873
2005-08-08,13081502736
2005-08-09,13168151600
2005-08-10,13081502736
2005-08-11,13138443418
2005-08-12,13108735236
2005-08-15,13138443418
2005-08-16,12962670009
2005-08-17,12952767282
2005-08-18,12999805236
2005-08-19,12923059100
2005-08-22,12972572736
2005-08-23,12913156373
2005-08-24,12776993873
2005-08-25,12668063872
2005-08-26,12658161145
2005-08-29,12670539554
2005-08-30,12524474327
2005-08-31,12702723418
2005-09-01,12838885918
2005-09-02,12950291600
2005-09-06,13019610691
2005-09-07,12960194327
2005-09-08,12970097054
2005-09-09,13034464782
2005-09-12,13113686600
2005-09-13,13022086373
2005-09-14,12987426827
2005-09-15,12915632054
2005-09-16,12992378191
2005-09-19,12888399554
2005-09-20,12871069782
2005-09-21,12564085236
2005-09-22,12645782736
2005-09-23,12732431600
2005-09-26,12727480236
2005-09-27,12720053191
2005-09-28,12794323645
2005-09-29,12628452963
2005-09-30,12655685463
2005-10-03,12734907282
2005-10-04,12814129100
2005-10-05,12472485009
2005-10-06,12556658191
2005-10-07,12509620236
2005-10-10,12420495690
2005-10-11,12202635690
2005-10-12,12190257281
2005-10-13,12279381827
2005-10-14,12410592963
2005-10-17,12279381827
2005-10-18,12390787509
2005-10-19,12524474327
2005-10-20,12370982054
2005-10-21,12267003418
2005-10-24,12534377054
2005-10-25,12328895463
2005-10-26,12200160008
2005-10-27,12086278645
2005-10-28,12195208645
2005-10-31,12249673645
2005-11-01,12262052054
2005-11-02,12489814781
2005-11-03,13539503873
2005-11-04,13878672282
2005-11-07,14056921373
2005-11-08,13945515692
2005-11-09,14014834783
2005-11-10,14150997283
2005-11-11,14113862055
2005-11-14,13995029328
2005-11-15,14108910692
2005-11-16,14302013874
2005-11-17,14309440919
2005-11-18,14309440919
2005-11-21,14225267737
2005-11-22,14237646146
2005-11-23,14269830010
2005-11-25,14264878646
2005-11-28,14257451601
2005-11-29,14269830010
2005-11-30,14054445692
2005-12-01,14113862055
2005-12-02,14163375692
2005-12-05,14012359101
2005-12-06,13952942737
2005-12-07,13848964101
2005-12-08,14086629555
2005-12-09,14029688873
2005-12-12,13888575010
2005-12-13,14019786146
2005-12-14,14103959328
2005-12-15,14284684101
2005-12-16,14341624783
2005-12-19,14309440919
2005-12-20,14326770692
2005-12-21,14514922510
2005-12-22,14638706601
2005-12-23,14656036374
2005-12-27,14601571374
2005-12-28,14574338874
2005-12-29,14559484783
2005-12-30,14500068419
2006-01-03,14646399859
2006-01-04,14862592052
2006-01-05,14758223407
2006-01-06,15031569859
2006-01-09,15068844375
2006-01-10,15093694052
2006-01-11,14805437794
2006-01-12,14753253472
2006-01-13,14882471794
2006-01-17,14740828633
2006-01-18,14735858698
2006-01-19,14656339730
2006-01-20,14286079537
2006-01-23,14345718763
2006-01-24,14405357988
2006-01-25,14320869085
2006-01-26,15605597407
2006-01-27,15553413084
2006-01-30,15466439213
2006-01-31,15700026181
2006-02-01,15468924181
2006-02-02,15419224826
2006-02-03,15327281020
2006-02-06,15280066633
2006-02-07,15381950310
2006-02-08,15389405213
2006-02-09,15488803923
2006-02-10,15585717665
2006-02-13,15603112439
2006-02-14,15806879794
2006-02-15,15816819665
2006-02-16,15873973923
2006-02-17,15834214439
2006-02-21,15613052310
2006-02-22,15931128181
2006-02-23,15859064116
2006-02-24,15856579148
2006-02-27,15856579148
2006-02-28,15468924181
2006-03-01,15821789600
2006-03-02,15744755600
2006-03-03,15610567342
2006-03-06,15374495407
2006-03-07,15188122826
2006-03-08,15215457472
2006-03-09,15227882310
2006-03-10,15232852246
2006-03-13,15409284955
2006-03-14,15560867987
2006-03-15,15508683665
2006-03-16,15521108504
2006-03-17,15506198697
2006-03-20,15528563407
2006-03-21,15347160762
2006-03-22,15650326826
2006-03-23,15384435278
2006-03-24,15294976439
2006-03-27,15247762052
2006-03-28,15399345084
2006-03-29,15309886246
2006-03-30,14986840439
2006-03-31,14750755865
2006-04-03,14866226472
2006-04-04,15008722115
2006-04-05,15180699615
2006-04-06,15119279080
2006-04-07,15224922401
2006-04-10,15079969937
2006-04-11,15045574437
2006-04-12,15052944901
2006-04-13,14966956151
2006-04-17,14888337865
2006-04-18,15161045044
2006-04-19,15374788508
2006-04-20,15438665866
2006-04-21,15517284151
2006-04-24,15635211580
2006-04-25,15278972473
2006-04-26,14839201437
2006-04-27,14986610723
2006-04-28,15099624508
2006-05-01,14878510580
2006-05-02,14851485544
2006-05-03,14861312830
2006-05-04,14905535615
2006-05-05,15001351651
2006-05-08,15097167687
2006-05-09,14831830972
2006-05-10,14684421687
2006-05-11,14647569365
2006-05-12,14708989901
2006-05-15,14885881044
2006-05-16,14699162615
2006-05-17,14546839687
2006-05-18,14419084972
2006-05-19,14392059936
2006-05-22,14460850936
2006-05-23,14365034901
2006-05-24,14335553044
2006-05-25,14541926044
2006-05-26,14659853472
2006-05-30,14338009865
2006-05-31,14475591865
2006-06-01,14681964865
2006-06-02,14578778365
2006-06-05,14419084972
2006-06-06,14524728294
2006-06-07,14409257686
2006-06-08,14315898472
2006-06-09,14256934758
2006-06-12,13967029829
2006-06-13,14146377793
2006-06-14,14261848401
2006-06-15,14559123794
2006-06-16,14625457972
2006-06-19,14414171329
2006-06-20,14448566829
2006-06-21,14620544329
2006-06-22,14286416615
2006-06-23,14384689472
2006-06-26,14303614365
2006-06-27,14254477936
2006-06-28,14252021115
2006-06-29,14588605651
2006-06-30,14682048938
2006-07-03,14820001076
2006-07-05,14632780318
2006-07-06,14625390025
2006-07-07,14425852111
2006-07-10,14376583491
2006-07-11,14595828852
2006-07-12,14396290939
2006-07-13,14132703819
2006-07-14,14135167250
2006-07-17,14349485749
2006-07-18,14154874698
2006-07-19,14817537645
2006-07-20,14753488438
2006-07-21,14800293628
2006-07-24,15076197903
2006-07-25,15034319576
2006-07-26,15191979162
2006-07-27,15007221834
2006-07-28,15709299678
2006-07-31,15832471229
2006-08-01,15709299678
2006-08-02,15743787712
2006-08-03,15788129471
2006-08-04,15852178678
2006-08-07,15773348885
2006-08-08,15985203953
2006-08-09,15926081608
2006-08-10,15987667384
2006-08-11,15928545039
2006-08-14,15975350229
2006-08-15,15901447298
2006-08-16,16056643453
2006-08-17,16288205970
2006-08-18,16453255849
2006-08-21,16527158780
2006-08-22,16554256521
2006-08-23,16529622211
2006-08-24,16724233262
2006-08-25,16559183383
2006-08-28,16534549073
2006-08-29,16605988573
2006-08-30,16635549745
2006-08-31,16739013848
2006-09-01,16859721969
2006-09-05,16751331004
2006-09-06,16475426728
2006-09-07,16374426056
2006-09-08,16475426728
2006-09-11,16790745900
2006-09-12,16756257866
2006-09-13,16670037780
2006-09-14,16482817021
2006-09-15,16591207987
2006-09-18,16423694677
2006-09-19,16438475263
2006-09-20,16593671418
2006-09-21,16554256521
2006-09-22,16549329659
2006-09-25,16635549745
2006-09-26,16544402797
2006-09-27,16591207987
2006-09-28,16667574348
2006-09-29,16973039796
2006-10-02,16830160796
2006-10-03,16941015193
2006-10-04,17088821055
2006-10-05,17120845658
2006-10-06,17248944072
2006-10-09,17369652192
2006-10-10,17490360313
2006-10-11,17460799140
2006-10-12,17721922829
2006-10-13,17672654209
2006-10-16,17446018554
2006-10-17,17266188089
2006-10-18,17468189433
2006-10-19,17367188761
2006-10-20,17337627589
2006-10-23,17298212692
2006-10-24,17118382227
2006-10-25,17017381555
2006-10-26,17019844986
2006-10-27,16977966658
2006-10-30,16941015193
2006-10-31,16817843641
2006-11-01,16527158780
2006-11-02,16904063727
2006-11-03,16936088331
2006-11-06,17391823071
2006-11-07,17670190778
2006-11-08,17354871606
2006-11-09,17143016537
2006-11-10,17096211348
2006-11-13,17056796451
2006-11-14,17088821055
2006-11-15,16975503227
2006-11-16,17143016537
2006-11-17,17108528503
2006-11-20,17110991934
2006-11-21,17224309761
2006-11-22,17290822399
2006-11-24,17056796451
2006-11-27,16849868245
2006-11-28,17042015865
2006-11-29,17293285830
2006-11-30,17224309761
2006-12-01,17219382899
2006-12-04,17399213364
2006-12-05,17322847002
2006-12-06,17411530520
2006-12-07,17539628933
2006-12-08,17502677468
2006-12-11,17453408847
2006-12-12,17423847675
2006-12-13,17409067089
2006-12-14,17490360313
2006-12-15,17288358968
2006-12-18,17303139554
2006-12-19,17211992606
2006-12-20,17135626244
2006-12-21,17125772520
2006-12-22,17024771848
2006-12-26,16941015193
2006-12-27,16963186072
2006-12-28,16923771176
2006-12-29,16847404814
2007-01-03,16820520970
2007-01-04,16683330586
2007-01-05,16720078011
2007-01-08,16825420627
2007-01-09,17011607576
2007-01-10,17138998646
2007-01-11,17251690747
2007-01-12,17190445040
2007-01-16,17325185596
2007-01-17,17376631990
2007-01-18,17646113100
2007-01-19,17673061211
2007-01-22,17545670141
2007-01-23,17653462585
2007-01-24,17949891807
2007-01-25,17820050908
2007-01-26,17788203141
2007-01-29,17844549191
2007-01-30,18354113473
2007-01-31,18376161928
2007-02-01,18488854029
2007-02-02,18422708665
2007-02-05,18474155059
2007-02-06,18540300423
2007-02-07,18618694928
2007-02-08,18662791837
2007-02-09,18510902483
2007-02-12,18344314160
2007-02-13,18346763988
2007-02-14,18476604887
2007-02-15,18501103170
2007-02-16,18613795271
2007-02-20,18510902483
2007-02-21,18488854029
2007-02-22,18498653342
2007-02-23,18530501109
2007-02-26,18442307291
2007-02-27,17864147817
2007-02-28,18140978413
2007-03-01,18109130645
2007-03-02,17881296615
2007-03-05,17670611383
2007-03-06,17798002454
2007-03-07,17709808636
2007-03-08,17893545757
2007-03-09,17913144383
2007-03-12,17795552625
2007-03-13,17550569797
2007-03-14,17805351939
2007-03-15,17802902110
2007-03-16,17771054343
2007-03-19,17878846787
2007-03-20,17942542322
2007-03-21,18136078756
2007-03-22,18118929958
2007-03-23,18001338201
2007-03-26,17993988716
2007-03-27,17991538888
2007-03-28,17952341635
2007-03-29,18177725837
2007-03-30,18363912786
2007-04-02,18593243550
2007-04-03,18828260190
2007-04-04,18830708280
2007-04-05,18715648050
2007-04-09,18593243550
2007-04-10,18600587820
2007-04-11,18681374790
2007-04-12,18725440410
2007-04-13,18683822880
2007-04-16,18796435020
2007-04-17,18762161760
2007-04-18,18627516810
2007-04-19,18620172540
2007-04-20,18867429630
2007-04-23,18732784680
2007-04-24,18642205350
2007-04-25,18742577040
2007-04-26,18595691640
2007-04-27,18774402210
2007-04-30,18781746480
2007-05-01,19004522670
2007-05-02,19300741560
2007-05-03,19173440880
2007-05-04,19041244020
2007-05-07,19038795930
2007-05-08,18921287610
2007-05-09,18965353230
2007-05-10,18632412990
2007-05-11,18683822880
2007-05-14,18519800850
2007-05-15,18627516810
2007-05-16,18784194570
2007-05-17,18483079500
2007-05-18,18566314560
2007-05-21,18372915450
2007-05-22,18355778820
2007-05-23,18387603990
2007-05-24,18416981070
2007-05-25,18409636800
2007-05-29,18277439940
2007-05-30,18243166680
2007-05-31,18199101060
2007-06-01,18142794990
2007-06-04,18159931620
2007-06-05,18030182850
2007-06-06,17846576100
2007-06-07,17773133400
2007-06-08,17991013410
2007-06-11,17900434080
2007-06-12,17765789130
2007-06-13,17741308230
2007-06-14,18162379710
2007-06-15,18196652970
2007-06-18,17991013410
2007-06-19,17981221050
2007-06-20,17888193630
2007-06-21,17910226440
2007-06-22,17946947790
2007-06-25,17714379240
2007-06-26,17638488450
2007-06-27,17577286200
2007-06-28,17594422830
2007-06-29,17780477670
2007-07-02,17897704228
2007-07-03,17902596984
2007-07-05,17863454930
2007-07-06,17927060768
2007-07-09,17993112984
2007-07-10,17714225849
2007-07-11,17861008552
2007-07-12,18024915903
2007-07-13,18147234822
2007-07-16,17968649201
2007-07-17,17958863687
2007-07-18,17763153417
2007-07-19,17838991146
2007-07-20,17706886714
2007-07-23,17755814282
2007-07-24,17763153417
2007-07-25,18078736228
2007-07-26,18401658174
2007-07-27,18301356660
2007-07-30,18607153958
2007-07-31,18213287039
2007-08-01,18834667147
2007-08-02,18717240985
2007-08-03,18174144985
2007-08-06,18440800228
2007-08-07,18509298823
2007-08-08,18643849633
2007-08-09,17907489741
2007-08-10,18541101742
2007-08-13,18389426282
2007-08-14,18064057957
2007-08-15,17861008552
2007-08-16,17887918714
2007-08-17,18338052336
2007-08-20,18428568336
2007-08-21,18379640768
2007-08-22,18352730606
2007-08-23,18377194390
2007-08-24,18482388660
2007-08-27,18621832228
2007-08-28,18435907471
2007-08-29,18497066931
2007-08-30,18291571147
2007-08-31,18350284228
2007-09-04,18369855255
2007-09-05,18218179795
2007-09-06,18379640768
2007-09-07,18311142174
2007-09-10,18374748012
2007-09-11,18533762606
2007-09-12,18783293201
2007-09-13,18797971471
2007-09-14,18795525093
2007-09-17,18731919255
2007-09-18,18900719363
2007-09-19,19333728337
2007-09-20,19218748553
2007-09-21,19524545850
2007-09-24,19350852985
2007-09-25,19553902391
2007-09-26,19703131472
2007-09-27,19568580661
2007-09-28,19568580661
2007-10-01,19739827148
2007-10-02,19761844553
2007-10-03,19588151688
2007-10-04,19627293742
2007-10-05,19869485202
2007-10-08,19849914175
2007-10-09,19940430175
2007-10-10,19957554824
2007-10-11,19896395364
2007-10-12,19962447580
2007-10-15,19734934391
2007-10-16,19683560445
2007-10-17,19629740121
2007-10-18,20033392553
2007-10-19,19495189310
2007-10-22,19419351580
2007-10-23,19502528445
2007-10-24,19487850175
2007-10-25,19937983797
2007-10-26,20114123040
2007-10-29,20092105634
2007-10-30,19901288121
2007-10-31,19906180878
2007-11-01,19218748553
2007-11-02,19744719904
2007-11-05,19169820985
2007-11-06,19152696337
2007-11-07,19182052877
2007-11-08,19316603688
2007-11-09,19426690715
2007-11-12,19463386391
2007-11-13,19800986607
2007-11-14,19898841742
2007-11-15,19896395364
2007-11-16,19911073634
2007-11-19,20344082608
2007-11-20,20114123040
2007-11-21,19632186499
2007-11-23,19920859148
2007-11-26,19257890607
2007-11-27,19509867580
2007-11-28,19759398175
2007-11-29,19385102283
2007-11-30,19732488013
2007-12-03,19382655904
2007-12-04,19172267364
2007-12-05,19580812553
2007-12-06,19595490823
2007-12-07,19720256121
2007-12-10,20106783905
2007-12-11,19651757526
2007-12-12,19703131472
2007-12-13,19827896769
2007-12-14,19666435796
2007-12-17,19284800769
2007-12-18,19646864769
2007-12-19,19571027040
2007-12-20,19612615472
2007-12-21,20111676661
2007-12-24,20165496986
2007-12-26,20131247689
2007-12-27,20197299905
2007-12-28,20260905743
2007-12-31,19917093460
2008-01-02,20679657353
2008-01-03,21014501113
2008-01-04,20911848282
2008-01-07,21530209387
2008-01-08,21131818635
2008-01-09,21698853325
2008-01-10,21332236069
2008-01-11,21733070935
2008-01-14,21823503192
2008-01-15,21755067971
2008-01-16,22004367705
2008-01-17,21346900759
2008-01-18,20877630671
2008-01-22,20339925362
2008-01-23,20168837310
2008-01-24,20772533724
2008-01-25,20635663282
2008-01-28,20552563371
2008-01-29,20425469389
2008-01-30,20234828416
2008-01-31,20596557442
2008-02-01,20772533724
2008-02-04,21016945228
2008-02-05,20745648459
2008-02-06,20792086645
2008-02-07,21346900759
2008-02-08,21434888900
2008-02-11,21283353768
2008-02-12,21557094652
2008-02-13,21664635714
2008-02-14,21684188634
2008-02-15,21532653502
2008-02-19,21415335980
2008-02-20,21451997706
2008-02-21,21197809741
2008-02-22,21425112440
2008-02-25,21833279652
2008-02-26,21860164917
2008-02-27,21786841466
2008-02-28,21843056112
2008-02-29,21544874077
2008-03-03,21491103546
2008-03-04,21569315228
2008-03-05,21285797883
2008-03-06,20657660318
2008-03-07,20515901645
2008-03-10,20022190407
2008-03-11,20229940186
2008-03-12,20584336866
2008-03-13,20437689964
2008-03-14,20344813592
2008-03-17,20249493106
2008-03-18,21058495184
2008-03-19,21029165804
2008-03-20,21043830494
2008-03-24,21224695007
2008-03-25,21200253856
2008-03-26,20735871999
2008-03-27,20919180627
2008-03-28,20784754300
2008-03-31,20445650100
2008-04-01,20777861380
2008-04-02,20257559890
2008-04-03,20049927840
2008-04-04,20496947430
2008-04-07,20123209740
2008-04-08,20492061970
2008-04-09,20411451880
2008-04-10,20391910040
2008-04-11,20255117160
2008-04-14,20113438820
2008-04-15,19966875020
2008-04-16,19979088670
2008-04-17,19439245340
2008-04-18,20081683330
2008-04-21,20435879180
2008-04-22,20142751580
2008-04-23,20514046540
2008-04-24,20682594910
2008-04-25,21005035270
2008-04-28,21090530820
2008-04-29,21158927260
2008-04-30,21290834680
2008-05-01,21251751000
2008-05-02,21022134380
2008-05-05,21237094620
2008-05-06,21127171770
2008-05-07,20663053070
2008-05-08,20956180670
2008-05-09,20716793130
2008-05-12,21005035270
2008-05-13,20479848320
2008-05-14,20555572950
2008-05-15,20396795500
2008-05-16,20159850690
2008-05-19,19940004990
2008-05-20,20032828730
2008-05-21,20110996090
2008-05-22,20098782440
2008-05-23,19905806770
2008-05-27,20167178880
2008-05-28,20118324280
2008-05-29,20394352770
2008-05-30,20110996090
2008-06-02,20023057810
2008-06-03,19651762850
2008-06-04,20035271460
2008-06-05,20130537930
2008-06-06,19654205580
2008-06-09,19666419230
2008-06-10,19812983030
2008-06-11,19383062550
2008-06-12,19368406170
2008-06-13,19661533770
2008-06-16,19485657210
2008-06-17,19089934950
2008-06-18,18787036430
2008-06-19,18975126640
2008-06-20,18823677380
2008-06-23,18799250080
2008-06-24,18559862540
2008-06-25,18877417440
2008-06-26,18765051860
2008-06-27,19004439400
2008-06-30,19212386220
2008-07-01,19605069360
2008-07-02,19447511310
2008-07-03,19462055130
2008-07-07,19190570490
2008-07-08,19270561500
2008-07-09,19212386220
2008-07-10,19609917300
2008-07-11,19183298580
2008-07-14,18856062630
2008-07-15,18882726300
2008-07-16,19379640150
2008-07-17,19755355500
2008-07-18,20000176470
2008-07-21,19840194450
2008-07-22,20198942010
2008-07-23,20228029650
2008-07-24,20390435640
2008-07-25,20089863360
2008-07-28,20082591450
2008-07-29,20029264110
2008-07-30,20261965230
2008-07-31,20065623660
2008-08-01,19818378720
2008-08-04,20009872350
2008-08-05,19995328530
2008-08-06,20162582460
2008-08-07,20169854370
2008-08-08,20657072340
2008-08-11,20598897060
2008-08-12,20407403430
2008-08-13,20603745000
2008-08-14,20472850620
2008-08-15,20691007920
2008-08-18,20657072340
2008-08-19,20671616160
2008-08-20,20577081330
2008-08-21,20792814660
2008-08-22,20911589190
2008-08-25,20686159980
2008-08-26,20800086570
2008-08-27,20710399680
2008-08-28,20688583950
2008-08-29,20649800430
2008-09-02,20707975710
2008-09-03,20715247620
2008-09-04,20271661110
2008-09-05,20097135270
2008-09-08,20644952490
2008-09-09,20443762980
2008-09-10,19876554000
2008-09-11,19706876100
2008-09-12,19369944270
2008-09-15,19309345020
2008-09-16,19142091090
2008-09-17,18601545780
2008-09-18,19013620680
2008-09-19,19495990710
2008-09-22,18960293340
2008-09-23,19062100080
2008-09-24,19323888840
2008-09-25,19544470110
2008-09-26,19464479100
2008-09-29,18783343530
2008-09-30,18967565250
2008-10-01,18948173490
2008-10-02,18858486600
2008-10-03,18962717310
2008-10-06,18434291850
2008-10-07,17937378000
2008-10-08,18320365260
2008-10-09,17084140560
2008-10-10,15952146570
2008-10-13,17488943550
2008-10-14,17680437180
2008-10-15,16640554050
2008-10-16,16861135320
2008-10-17,16858711350
2008-10-20,17101108350
2008-10-21,16902342810
2008-10-22,16572682890
2008-10-23,16555715100
2008-10-24,15818828220
2008-10-27,15106181040
2008-10-28,15486744330
2008-10-29,15637030470
2008-10-30,16126672410
2008-10-31,16400581020
2008-11-03,16398157050
2008-11-04,16606618470
2008-11-05,16543595250
2008-11-06,16158184020
2008-11-07,16715697119
2008-11-10,16725393000
2008-11-11,16133944320
2008-11-12,15850339830
2008-11-13,16592074650
2008-11-14,15995778029
2008-11-17,15355849950
2008-11-18,15605518859
2008-11-19,14633506890
2008-11-20,14240823750
2008-11-21,14446861200
2008-11-24,14822576550
2008-11-25,14769249210
2008-11-26,15028614000
2008-11-28,15014070180
2008-12-01,14660170560
2008-12-02,14946199020
2008-12-03,15346154070
2008-12-04,14822576550
2008-12-05,15418873170
2008-12-08,15351002010
2008-12-09,14871055950
2008-12-10,14955894900
2008-12-11,15237075420
2008-12-12,15123148830
2008-12-15,15530375789
2008-12-16,16126672410
2008-12-17,15927906869
2008-12-18,15956994510
2008-12-19,15772772789
2008-12-22,15935178779
2008-12-23,15661270170
2008-12-24,15535223730
2008-12-26,15695205750
2008-12-29,15518255939
2008-12-30,16000625970
2008-12-31,16019136520
2009-01-02,16362678290
2009-01-05,16187303819
2009-01-06,16016734130
2009-01-07,15846164439
2009-01-08,16187303819
2009-01-09,16694208109
2009-01-12,16629343580
2009-01-13,16871984970
2009-01-14,16634148359
2009-01-15,16711024840
2009-01-16,16984897300
2009-01-20,16619734020
2009-01-21,16929642330
2009-01-22,17249160200
2009-01-23,16730243960
2009-01-26,16977690130
2009-01-27,17366877310
2009-01-28,16405921310
2009-01-29,16706220060
2009-01-30,17020933149
2009-02-02,17056969000
2009-02-03,17285196050
2009-02-04,17302012780
2009-02-05,17342853410
2009-02-06,17352462970
2009-02-09,17056969000
2009-02-10,16557271880
2009-02-11,16602917290
2009-02-12,16691805720
2009-02-13,16545259930
2009-02-17,16300216149
2009-02-18,16285801810
2009-02-19,16343459170
2009-02-20,16305020930
2009-02-23,16079196270
2009-02-24,16076793880
2009-02-25,15841359660
2009-02-26,15247969330
2009-02-27,14496021260
2009-03-02,14921244290
2009-03-03,15142264170
2009-03-04,15226347820
2009-03-05,14978901650
2009-03-06,15024547060
2009-03-09,14601726420
2009-03-10,14705029190
2009-03-11,14421547170
2009-03-12,14978901650
2009-03-13,15267188450
2009-03-16,15240762160
2009-03-17,15377698390
2009-03-18,15404124680
