,BDX
2009-03-19,14966889700
2009-03-20,15123045050
2009-03-23,15557877640
2009-03-24,15468989210
2009-03-25,15555475250
2009-03-26,15521841790
2009-03-27,15973491109
2009-03-30,15548268080
2009-03-31,15739144950
2009-04-01,15544656659
2009-04-02,15638299169
2009-04-03,15443810879
2009-04-06,15323756380
2009-04-07,15306948750
2009-04-08,15549458840
2009-04-09,15739144950
2009-04-13,15741546040
2009-04-14,15988858310
2009-04-15,15796771110
2009-04-16,15895215800
2009-04-17,15984056129
2009-04-20,16015270300
2009-04-21,15849595090
2009-04-22,15676716610
2009-04-23,14990004870
2009-04-24,14622638100
2009-04-27,15189295340
2009-04-28,14550605400
2009-04-29,14260073510
2009-04-30,14156826640
2009-05-01,14322501850
2009-05-04,14248068060
2009-05-05,14550605400
2009-05-06,14387331280
2009-05-07,14420946540
2009-05-08,14706676250
2009-05-11,14639445730
2009-05-12,14999609230
2009-05-13,15292542210
2009-05-14,15424602159
2009-05-15,15254124770
2009-05-18,15198899700
2009-05-19,15114861550
2009-05-20,15230113870
2009-05-21,15222910600
2009-05-22,15427003250
2009-05-26,15715134050
2009-05-27,15715134050
2009-05-28,15683919879
2009-05-29,15842391820
2009-06-01,15921627790
2009-06-02,16108912810
2009-06-03,16137725889
2009-06-04,15806375470
2009-06-05,15758353669
2009-06-08,15739144950
2009-06-09,15921627790
2009-06-10,15823183100
2009-06-11,15984056129
2009-06-12,16000863760
2009-06-15,15715134050
2009-06-16,15674315520
2009-06-17,15933633240
2009-06-18,16224165129
2009-06-19,16188148780
2009-06-22,15972050679
2009-06-23,15976852860
2009-06-24,16034479020
2009-06-25,16598735169
2009-06-26,16605938440
2009-06-29,16786020190
2009-06-30,16501267200
2009-07-01,16361224800
2009-07-02,15979075199
2009-07-06,16275775199
2009-07-07,16062151200
2009-07-08,15891252000
2009-07-09,15770198400
2009-07-10,15672880800
2009-07-13,15986195999
2009-07-14,16135732800
2009-07-15,16389708000
2009-07-16,16403949600
2009-07-17,16081140000
2009-07-20,16119117600
2009-07-21,16195072800
2009-07-22,16178457600
2009-07-23,16527376799
2009-07-24,16600958400
2009-07-27,16731506399
2009-07-28,16672166399
2009-07-29,17032953600
2009-07-30,15594552000
2009-07-31,15077107200
2009-08-03,15155436000
2009-08-04,15169677600
2009-08-05,15079480800
2009-08-06,14751924000
2009-08-07,14908581600
2009-08-10,15205281600
2009-08-11,15274115999
2009-08-12,15566068800
2009-08-13,15224270400
2009-08-14,15364312800
2009-08-17,15342950400
2009-08-18,15191040000
2009-08-19,15193413600
2009-08-20,15675254400
2009-08-21,15931603200
2009-08-24,15888878400
2009-08-25,15948218400
2009-08-26,16159468800
2009-08-27,16176084000
2009-08-28,16316126399
2009-08-31,16111996799
2009-09-01,15801055199
2009-09-02,15815296799
2009-09-03,15967207200
2009-09-04,16268654400
2009-09-08,16009932000
2009-09-09,16280522400
2009-09-10,16418191200
2009-09-11,16508388000
2009-09-14,16375466399
2009-09-15,16313752800
2009-09-16,16297137600
2009-09-17,16187952000
2009-09-18,16259160000
2009-09-21,16323247200
2009-09-22,16249665599
2009-09-23,16045535999
2009-09-24,15900746399
2009-09-25,15850900800
2009-09-28,16313752800
2009-09-29,16285269600
2009-09-30,16140480000
2009-10-01,15803428800
2009-10-02,15573189600
2009-10-05,15563695199
2009-10-06,15634903200
2009-10-07,15670507200
2009-10-08,15841406399
2009-10-09,15910240800
2009-10-12,15877010400
2009-10-13,15924482400
2009-10-14,15865142400
2009-10-15,15817670400
2009-10-16,16026547200
2009-10-19,15943471200
2009-10-20,15625408800
2009-10-21,15615914400
2009-10-22,15744088800
2009-10-23,15620661600
2009-10-26,15620661600
2009-10-27,15606420000
2009-10-28,15411784800
2009-10-29,15751209600
2009-10-30,15820044000
2009-11-02,15955339200
2009-11-03,16178457600
2009-11-04,15853274400
2009-11-05,15931603200
2009-11-06,16323247200
2009-11-09,16577222400
2009-11-10,16631815199
2009-11-11,16852560000
2009-11-12,16707770400
2009-11-13,16828824000
2009-11-16,16959372000
2009-11-17,17080425599
2009-11-18,17025832800
2009-11-19,16999723200
2009-11-20,17054315999
2009-11-23,17412729600
2009-11-24,17500552800
2009-11-25,17479190400
2009-11-27,17291676000
2009-11-30,17310664800
2009-12-01,17588376000
2009-12-02,17702308800
2009-12-03,17889823200
2009-12-04,18060722400
2009-12-07,18051228000
2009-12-08,17904064800
2009-12-09,17813868000
2009-12-10,17970525600
2009-12-11,17923053600
2009-12-14,17949163200
2009-12-15,17968152000
2009-12-16,17851845600
2009-12-17,17467322400
2009-12-18,17322532800
2009-12-21,17631100800
2009-12-22,18139051200
2009-12-23,18317071200
2009-12-24,18328939200
2009-12-28,18412015200
2009-12-29,18447619200
2009-12-30,18440498400
2009-12-31,18091786000
2010-01-04,18032954750
2010-01-05,17865874000
2010-01-06,17816455750
2010-01-07,17811749250
2010-01-08,17875287000
2010-01-11,17988243000
2010-01-12,17722325750
2010-01-13,17781157000
2010-01-14,17675260750
2010-01-15,17503473500
2010-01-19,17731738750
2010-01-20,17618782750
2010-01-21,17470528000
2010-01-22,17225790000
2010-01-25,17385811000
2010-01-26,17338746000
2010-01-27,17437582500
2010-01-28,17545832000
2010-01-29,17291681000
2010-02-01,17369338250
2010-02-02,17670554250
2010-02-03,17583484000
2010-02-04,17141073000
2010-02-05,17181078250
2010-02-08,17134013250
2010-02-09,17265795250
2010-02-10,17124600250
2010-02-11,17256382250
2010-02-12,17399930500
2010-02-16,17644668500
2010-02-17,17748211500
2010-02-18,17887053250
2010-02-19,17790570000
2010-02-22,17781157000
2010-02-23,17865874000
2010-02-24,18082373000
2010-02-25,18014128750
2010-02-26,17865874000
2010-03-01,18129438000
2010-03-02,18157677000
2010-03-03,18051780750
2010-03-04,18009422250
2010-03-05,18032954750
2010-03-08,17884700000
2010-03-09,18002362500
2010-03-10,18105905500
2010-03-11,18000009250
2010-03-12,17981183250
2010-03-15,18124731500
2010-03-16,18131791250
2010-03-17,18178856250
2010-03-18,18214155000
2010-03-19,18148264000
2010-03-22,18385942250
2010-03-23,18287105750
2010-03-24,18127084750
2010-03-25,18094139250
2010-03-26,18011775500
2010-03-29,18124731500
2010-03-30,18136497750
2010-03-31,17903655920
2010-04-01,17954969160
2010-04-05,17852342680
2010-04-06,17833683320
2010-04-07,17850010260
2010-04-08,17880331720
2010-04-09,17943307060
2010-04-12,17964298840
2010-04-13,17901323500
2010-04-14,17847677840
2010-04-15,17747383780
2010-04-16,17677411180
2010-04-19,17840680580
2010-04-20,18113573720
2010-04-21,17864004780
2010-04-22,17570119860
2010-04-23,17635427620
2010-04-26,17374196580
2010-04-27,17290229460
2010-04-28,17441836760
2010-04-29,17418512560
2010-04-30,17367199320
2010-05-03,17332213020
2010-05-04,17154949100
2010-05-05,17194600240
2010-05-06,17026666000
2010-05-07,16749108020
2010-05-10,17185270560
2010-05-11,16998676959
2010-05-12,17077979240
2010-05-13,16933369199
2010-05-14,16658143640
2010-05-17,16777097060
2010-05-18,16896050480
2010-05-19,16765434959
2010-05-20,16291953699
2010-05-21,16256967400
2010-05-24,16219648680
2010-05-25,16245305300
2010-05-26,16068041380
2010-05-27,16420236800
2010-05-28,16212651420
2010-06-01,16079703480
2010-06-02,16464552780
2010-06-03,16462220360
2010-06-04,15935093439
2010-06-07,15755497100
2010-06-08,15671529980
2010-06-09,15608554640
2010-06-10,15862788420
2010-06-11,15846461480
2010-06-14,15960750060
2010-06-15,16170667860
2010-06-16,16382918079
2010-06-17,16354929040
2010-06-18,16217316260
2010-06-21,16254634980
2010-06-22,16182329959
2010-06-23,15928096180
2010-06-24,15785818560
2010-06-25,15701851439
2010-06-28,15727508060
2010-06-29,15337993920
2010-06-30,15037512190
2010-07-01,14962244799
2010-07-02,15115060410
2010-07-06,15160677010
2010-07-07,15628247160
2010-07-08,15557541429
2010-07-09,15445780760
2010-07-12,15361390049
2010-07-13,15459465740
2010-07-14,15475431549
2010-07-15,15422972460
2010-07-16,15064882150
2010-07-19,15133307049
2010-07-20,15149272860
2010-07-21,14880134919
2010-07-22,14987333929
2010-07-23,14873292429
2010-07-26,15242786890
2010-07-27,15181204480
2010-07-28,15194889460
2010-07-29,15019265549
2010-07-30,15299807640
2010-08-02,15655617120
2010-08-03,15667021270
2010-08-04,15831241030
2010-08-05,15924755059
2010-08-06,15938440039
2010-08-09,15984056640
2010-08-10,16098098140
2010-08-11,15810713559
2010-08-12,15801590240
2010-08-13,15778781940
2010-08-16,15705795380
2010-08-17,16006864940
2010-08-18,16084413160
2010-08-19,15856330160
2010-08-20,15749131150
2010-08-23,15790186090
2010-08-24,15409287480
2010-08-25,15511924830
2010-08-26,15306650130
2010-08-27,15502801510
2010-08-30,15400164160
2010-08-31,15162957840
2010-09-01,15459465740
2010-09-02,15625966330
2010-09-03,15703514549
2010-09-07,15527890640
2010-09-08,15500520679
2010-09-09,15749131150
2010-09-10,15847206840
2010-09-13,15831241030
2010-09-14,15920193400
2010-09-15,16132310590
2010-09-16,16177927190
2010-09-17,16339866120
2010-09-20,16362674419
2010-09-21,16390044380
2010-09-22,16339866120
2010-09-23,16257756240
2010-09-24,16517770860
2010-09-27,16504085880
2010-09-28,16636374020
2010-09-29,16492681730
2010-09-30,16476715919
2010-10-01,16522332520
2010-10-04,16380921059
2010-10-05,16647778169
2010-10-06,16707079750
2010-10-07,16570229950
2010-10-08,16622689039
2010-10-11,16659182320
2010-10-12,16800593780
2010-10-13,16903231130
2010-10-14,16916916110
2010-10-15,16928320260
2010-10-18,17081135870
2010-10-19,16978498520
2010-10-20,17099382510
2010-10-21,17122190809
2010-10-22,16989902669
2010-10-25,17101663340
2010-10-26,17062889230
2010-10-27,16932881919
2010-10-28,16987621840
2010-10-29,16793751289
2010-11-01,16741292200
2010-11-02,16761819669
2010-11-03,16798312950
2010-11-04,17400452070
2010-11-05,17243074800
2010-11-08,17247636460
2010-11-09,17295533890
2010-11-10,17384486260
2010-11-11,17405013730
2010-11-12,17181492390
2010-11-15,17208862350
2010-11-16,17035519270
2010-11-17,17074293380
2010-11-18,17275006420
2010-11-19,17309218870
2010-11-22,17259040610
2010-11-23,17042361760
2010-11-24,17370801280
2010-11-26,17379924600
2010-11-29,17354835470
2010-11-30,17329746340
2010-12-01,17749419060
2010-12-02,17959255420
2010-12-03,18130317670
2010-12-06,17977502060
2010-12-07,18096105220
2010-12-08,18023118660
2010-12-09,18114351860
2010-12-10,18239797510
2010-12-13,18326469050
2010-12-14,18543147900
2010-12-15,18465599680
2010-12-16,18853340780
2010-12-17,18946854810
2010-12-20,18645785250
2010-12-21,18636661930
2010-12-22,18764388410
2010-12-23,18821409160
2010-12-27,18702806000
2010-12-28,18971943940
2010-12-29,18896676550
2010-12-30,18933169830
2010-12-31,18201665600
2011-01-03,18248053340
2011-01-04,17949846440
2011-01-05,17954264320
2011-01-06,17927757040
2011-01-07,17923339160
2011-01-10,17887996120
2011-01-11,18086800720
2011-01-12,18011696760
2011-01-13,17903458700
2011-01-14,17810683220
2011-01-18,18084591780
2011-01-19,17874742480
2011-01-20,17894622940
2011-01-21,17916712340
2011-01-24,18016114640
2011-01-25,18221546060
2011-01-26,18117725880
2011-01-27,17994025240
2011-01-28,17779758060
2011-01-31,17863697780
2011-02-01,18051457680
2011-02-02,18029368280
2011-02-03,18124352700
2011-02-04,18197247720
2011-02-07,18442440060
2011-02-08,17450626000
2011-02-09,17525729960
2011-02-10,17488177980
2011-02-11,17505849500
2011-02-14,17572117700
2011-02-15,17322507480
2011-02-16,17229732000
2011-02-17,17284955500
2011-02-18,17503640560
2011-02-22,17159045920
2011-02-23,17033136340
2011-02-24,17030927399
2011-02-25,17265075040
2011-02-28,17229732000
2011-03-01,17057434680
2011-03-02,17114867120
2011-03-03,17459461760
2011-03-04,17273910800
2011-03-07,17101613480
2011-03-08,17216478360
2011-03-09,17152419100
2011-03-10,16869674780
2011-03-11,16984539660
2011-03-14,16726093680
2011-03-15,16573676820
2011-03-16,16480901340
2011-03-17,16476483460
2011-03-18,16560423180
2011-03-21,16779108239
2011-03-22,16807824460
2011-03-23,16715048980
2011-03-24,16794570820
2011-03-25,16938151920
2011-03-28,16931525100
2011-03-29,17119285000
2011-03-30,17119285000
2011-03-31,16996140920
2011-04-01,17199779300
2011-04-04,17296124340
2011-04-05,17162555079
2011-04-06,17289555360
2011-04-07,17282986380
2011-04-08,17241382840
2011-04-11,17399038360
2011-04-12,17370572780
2011-04-13,17477866120
2011-04-14,17464728160
2011-04-15,17815073760
2011-04-18,17734056340
2011-04-19,17793177160
2011-04-20,17928936080
2011-04-21,17931125740
2011-04-25,17915798120
2011-04-26,18121626160
2011-04-27,18253005760
2011-04-28,18266143720
2011-04-29,18347161140
2011-05-02,18539851220
2011-05-03,18535471900
2011-05-04,18447885500
2011-05-05,18347161140
2011-05-06,18447885500
2011-05-09,18561747820
2011-05-10,18732541300
2011-05-11,18800420760
2011-05-12,18938369340
2011-05-13,18809179400
2011-05-16,18769765520
2011-05-17,18785093140
2011-05-18,19100404180
2011-05-19,19124490440
2011-05-20,18977783220
2011-05-23,18673420480
2011-05-24,18517954620
2011-05-25,18520144280
2011-05-26,18493868360
2011-05-27,18581454760
2011-05-31,18690937760
2011-06-01,18603351360
2011-06-02,18432557880
2011-06-03,18307747260
2011-06-06,18189505620
2011-06-07,18139143440
2011-06-08,18255195420
2011-06-09,18423799240
2011-06-10,18128195140
2011-06-13,18158850380
2011-06-14,18412850940
2011-06-15,18126005480
2011-06-16,18119436500
2011-06-17,18174178000
2011-06-20,18351540460
2011-06-21,18471971760
2011-06-22,18441316520
2011-06-23,18290229980
2011-06-24,18110677860
2011-06-27,18198264260
2011-06-28,18382195700
2011-06-29,18325264540
2011-06-30,18003343000
2011-07-01,18656958000
2011-07-05,18631242000
2011-07-06,18652672000
2011-07-07,18749107000
2011-07-08,18656958000
2011-07-11,18254074000
2011-07-12,18296934000
2011-07-13,18337651000
2011-07-14,18290505000
2011-07-15,18196213000
2011-07-18,18108350000
2011-07-19,18363367000
2011-07-20,18318364000
2011-07-21,18588382000
2011-07-22,18211214000
2011-07-25,18097635000
2011-07-26,17750469000
2011-07-27,17444020000
2011-07-28,17328298000
2011-07-29,17467593000
2011-08-01,17195432000
2011-08-02,16711114000
2011-08-03,16751831000
2011-08-04,16216081000
2011-08-05,16552531999
2011-08-08,15965350000
2011-08-09,16464669000
2011-08-10,15965350000
2011-08-11,16436810000
2011-08-12,16773261000
2011-08-15,16944700999
2011-08-16,16773261000
2011-08-17,16674683000
2011-08-18,16186079000
2011-08-19,16070356999
2011-08-22,16055356000
2011-08-23,16522529999
2011-08-24,16638252000
2011-08-25,16329660000
2011-08-26,16657539000
2011-08-29,16888983000
2011-08-30,16867552999
2011-08-31,17002562000
2011-09-01,16805406000
2011-09-02,16398236000
2011-09-06,16385377999
2011-09-07,16721829000
2011-09-08,16406808000
2011-09-09,15881773000
2011-09-12,15958921000
2011-09-13,15969636000
2011-09-14,16141075999
2011-09-15,16192508000
2011-09-16,16138933000
2011-09-19,15787481000
2011-09-20,15761765000
2011-09-21,15397454999
2011-09-22,15335308000
2011-09-23,15406027000
2011-09-26,15478889000
2011-09-27,15909631999
2011-09-28,15303163000
2011-09-29,15532464000
2011-09-30,15318164000
2011-10-03,14799558000
2011-10-04,15114579000
2011-10-05,15234587000
2011-10-06,15296733999
2011-10-07,15221729000
2011-10-10,15553894000
2011-10-11,15339594000
2011-10-12,15502462000
2011-10-13,15433886000
2011-10-14,15521749000
2011-10-17,15208871000
2011-10-18,15354595000
2011-10-19,15431743000
2011-10-20,15350308999
2011-10-21,15967493000
2011-10-24,16344661000
2011-10-25,16029640000
2011-10-26,16029640000
2011-10-27,16436810000
2011-10-28,16638252000
2011-10-31,16344661000
2011-11-01,15901060000
2011-11-02,15168154000
2011-11-03,15123150999
2011-11-04,15185298000
2011-11-07,15549608000
2011-11-08,15609612000
2011-11-09,15170297000
2011-11-10,15369596000
2011-11-11,15485318000
2011-11-14,15526035000
2011-11-15,15802481999
2011-11-16,15538893000
2011-11-17,15403883999
2011-11-18,15283875999
2011-11-21,15009572000
2011-11-22,15067433000
2011-11-23,14786700000
2011-11-25,14857419000
2011-11-28,15041717000
2011-11-29,14994571000
2011-11-30,15414599000
2011-12-01,15489604000
2011-12-02,15384597000
2011-12-05,15547465000
2011-12-06,15433886000
2011-12-07,15485318000
2011-12-08,15153152999
2011-12-09,15234587000
2011-12-12,15151010000
2011-12-13,15001000000
2011-12-14,14943139000
2011-12-15,14865991000
2011-12-16,14760983999
2011-12-19,14763127000
2011-12-20,15256017000
2011-12-21,15382454000
2011-12-22,15410313000
2011-12-23,15551750999
2011-12-27,15628899000
2011-12-28,15418885000
2011-12-29,15575324000
2011-12-30,15611754999
2012-01-03,14982399080
2012-01-04,14728495099
2012-01-05,14629410620
2012-01-06,14697531200
2012-01-09,14761523260
2012-01-10,14936985360
2012-01-11,15042262620
2012-01-12,15031941319
2012-01-13,15075290780
2012-01-17,15143411360
2012-01-18,15391122560
2012-01-19,15680118959
2012-01-20,15727596940
2012-01-23,15616126900
2012-01-24,15756496580
2012-01-25,15948472760
2012-01-26,15973243880
2012-01-27,15917508860
2012-01-30,15896866260
2012-01-31,15779203440
2012-02-01,16000079260
2012-02-02,15975308140
2012-02-03,16082649660
2012-02-06,16206505260
2012-02-07,15599612819
2012-02-08,15459243140
2012-02-09,15465435920
2012-02-10,15378737000
2012-02-13,15467500180
2012-02-14,15436536280
2012-02-15,15548006319
2012-02-16,15620255420
2012-02-17,15576905959
2012-02-21,15519106680
2012-02-22,15461307400
2012-02-23,15384929780
2012-02-24,15552134840
2012-02-27,15521170940
2012-02-28,15539749280
2012-02-29,15339516060
2012-03-01,15372544220
2012-03-02,15430343500
2012-03-05,15298230860
2012-03-06,15182632300
2012-03-07,15184696560
2012-03-08,15415893680
2012-03-09,15459243140
2012-03-12,15438600540
2012-03-13,15657412099
2012-03-14,15618191160
2012-03-15,15715211380
2012-03-16,15719339900
2012-03-19,15667733400
2012-03-20,15514978160
2012-03-21,15461307400
2012-03-22,15471628700
2012-03-23,15376672739
2012-03-26,15630576720
2012-03-27,15649155060
2012-03-28,15605805599
2012-03-29,15517042420
2012-03-30,15626448200
2012-04-02,15345059399
2012-04-03,15387482550
2012-04-04,15314757150
2012-04-05,15292535500
2012-04-09,15104661550
2012-04-10,14971331650
2012-04-11,14977392100
2012-04-12,15023855550
2012-04-13,14730933800
2012-04-16,14775377100
2012-04-17,15084460050
2012-04-18,15021835400
2012-04-19,15007694350
2012-04-20,15052137650
2012-04-23,14898606250
2012-04-24,14979412250
2012-04-25,15143044399
2012-04-26,15227890700
2012-04-27,15357180300
2012-04-30,15450107200
2012-05-01,15262233250
2012-05-02,15264253400
2012-05-03,15292535500
2012-05-04,15104661550
2012-05-07,15110722000
2012-05-08,15112742150
2012-05-09,14971331650
2012-05-10,15090520500
2012-05-11,15118802600
2012-05-14,15062238400
2012-05-15,14967291350
2012-05-16,14961230900
2012-05-17,14730933800
2012-05-18,14611744950
2012-05-21,14848102500
2012-05-22,14728913650
2012-05-23,14656188250
2012-05-24,14716792749
2012-05-25,14656188250
2012-05-29,14631946450
2012-05-30,14464273999
2012-05-31,14403669500
2012-06-01,14219835850
2012-06-04,14215795550
2012-06-05,14296601550
2012-06-06,14324883650
2012-06-07,14357206049
2012-06-08,14427911300
2012-06-11,14284480649
2012-06-12,14345085150
2012-06-13,14375387400
2012-06-14,14405689650
2012-06-15,14494576250
2012-06-18,14462253850
2012-06-19,14722853200
2012-06-20,14706692000
2012-06-21,14520838200
2012-06-22,14573362100
2012-06-25,14385488149
2012-06-26,14332964250
2012-06-27,14472354600
2012-06-28,14405689650
2012-06-29,14722853200
2012-07-02,14627810560
2012-07-03,14689522880
2012-07-05,14621838400
2012-07-06,14584014720
2012-07-09,14548181760
2012-07-10,14520311680
2012-07-11,14558135360
2012-07-12,14430729279
2012-07-13,14442673600
2012-07-16,14456608640
2012-07-17,14597949760
2012-07-18,14637764160
2012-07-19,14741281600
2012-07-20,14516330240
2012-07-23,14367026240
2012-07-24,14201796480
2012-07-25,14307304640
2012-07-26,14456608640
2012-07-27,14739290880
2012-07-30,14791049600
2012-07-31,14693504320
2012-08-01,14591977600
2012-08-02,14442673600
2012-08-03,14430729279
2012-08-06,14512348800
2012-08-07,14647717760
2012-08-08,14663643520
2012-08-09,14653689920
2012-08-10,14729337279
2012-08-13,14791049600
2012-08-14,14761188800
2012-08-15,14783086720
2012-08-16,14729337279
2012-08-17,14856743360
2012-08-20,14862715520
2012-08-21,14781096000
2012-08-22,14749244480
2012-08-23,14607903360
2012-08-24,14737300160
2012-08-27,14713411520
2012-08-28,14681560000
2012-08-29,14657671360
2012-08-30,14713411520
2012-08-31,14747253760
2012-09-04,14862715520
2012-09-05,14844799039
2012-09-06,14984149440
2012-09-07,15115536960
2012-09-10,15071741119
2012-09-11,15187202880
2012-09-12,15139425600
2012-09-13,15258868800
2012-09-14,15364376960
2012-09-17,15412154240
2012-09-18,15428080000
2012-09-19,15370349119
2012-09-20,15374330560
2012-09-21,15394237760
2012-09-24,15354423360
2012-09-25,15332525440
2012-09-26,15205119360
2012-09-27,15282757440
2012-09-28,15246924480
2012-10-01,15118986190
2012-10-02,15168092940
2012-10-03,15085593600
2012-10-04,15168092940
2012-10-05,15215235419
2012-10-08,15217199690
2012-10-09,14788988830
2012-10-10,14631847229
2012-10-11,14751667699
2012-10-12,14673096900
2012-10-15,14651489930
2012-10-16,14794881639
2012-10-17,14761489050
2012-10-18,14724167919
2012-10-19,14486491250
2012-10-22,14535598000
2012-10-23,14439348770
2012-10-24,14411848990
2012-10-25,14417741800
2012-10-26,14427563150
2012-10-31,14492384060
2012-11-01,14608275990
2012-11-02,14490419790
2012-11-05,14667204090
2012-11-06,15026665500
2012-11-07,14464884280
2012-11-08,14378456400
2012-11-09,14405956180
2012-11-12,14292028520
2012-11-13,14339171000
2012-11-14,14292028520
2012-11-15,14449170120
2012-11-16,14476669900
2012-11-19,14513991030
2012-11-20,14588633290
2012-11-21,14710418030
2012-11-23,14885238060
2012-11-26,14891130870
2012-11-27,14775238940
2012-11-28,14863631090
2012-11-29,14739882080
2012-11-30,14682918250
2012-12-03,14600418910
2012-12-04,14739882080
2012-12-05,14820417150
2012-12-06,14765417590
2012-12-07,14865595360
2012-12-10,14838095580
2012-12-11,14979523020
2012-12-12,15054165280
2012-12-13,15026665500
2012-12-14,14883273790
2012-12-17,15077736520
2012-12-18,15097379220
2012-12-19,15038451120
2012-12-20,15154343050
2012-12-21,15101307760
2012-12-24,15044343930
2012-12-26,14940237620
2012-12-27,14991308639
2012-12-28,14810595800
2012-12-31,14835044070
2013-01-02,15074413139
2013-01-03,15253453420
2013-01-04,15245669060
2013-01-07,15296267399
2013-01-08,15432493700
2013-01-09,15473361590
2013-01-10,15496714670
2013-01-11,15512283389
2013-01-14,15615426159
2013-01-15,15691323670
2013-01-16,15747760280
2013-01-17,15720515020
2013-01-18,15926800560
2013-01-22,15887878760
2013-01-23,15876202220
2013-01-24,15903447480
2013-01-25,16049404230
2013-01-28,15948207550
2013-01-29,15991021530
2013-01-30,15959884090
2013-01-31,15944315370
2013-02-01,16156439180
2013-02-04,16158385270
2013-02-05,16633231230
2013-02-06,16674099120
2013-02-07,16677991300
2013-02-08,16744158360
2013-02-11,16755834899
2013-02-12,16800594970
2013-02-13,16785026250
2013-02-14,16769457530
2013-02-15,16788918430
2013-02-19,16804487149
2013-02-20,16586525070
2013-02-21,16473651850
2013-02-22,16679937389
2013-02-25,16477544030
2013-02-26,16479490120
2013-02-27,16728589639
2013-02-28,16707182649
2013-03-01,16839516770
2013-03-04,16822001960
2013-03-05,16921252550
2013-03-06,16718859190
2013-03-07,16742212270
2013-03-08,16855085490
2013-03-11,17001042240
2013-03-12,17102238920
2013-03-13,17279333110
2013-03-14,17549839620
2013-03-15,17512863910
2013-03-18,17427235950
2013-03-19,17405828960
2013-03-20,17643251940
2013-03-21,17442804670
2013-03-22,17592653600
2013-03-25,17536216990
2013-03-26,17818400040
2013-03-27,18055823020
2013-03-28,18139504890
2013-04-01,18184159490
2013-04-02,18349806640
2013-04-03,18316677210
2013-04-04,18345909060
2013-04-05,18260162300
2013-04-08,18137388530
2013-04-09,18246520770
2013-04-10,18316677210
2013-04-11,18363448170
2013-04-12,18308882050
2013-04-15,18018512340
2013-04-16,18129593370
2013-04-17,17963946220
2013-04-18,17792452700
2013-04-19,17965895010
2013-04-22,18080873620
2013-04-23,18209493760
2013-04-24,18041897820
2013-04-25,18312779630
2013-04-26,17977587750
2013-04-29,18012665970
2013-04-30,17917175260
2013-05-01,17778811170
2013-05-02,18269906250
2013-05-03,18511556210
2013-05-06,18412167920
2013-05-07,18519351370
2013-05-08,18538839270
2013-05-09,18571968700
2013-05-10,18924699690
2013-05-13,19063063780
2013-05-14,19335894380
2013-05-15,19254045200
2013-05-16,19094244420
2013-05-17,19337843170
2013-05-20,19213120610
2013-05-21,19191683920
2013-05-22,19002651290
2013-05-23,19031883140
2013-05-24,19156605700
2013-05-28,19365126230
2013-05-29,19152708120
2013-05-30,19154656910
2013-05-31,18737615850
2013-06-03,18846748090
2013-06-04,18688896100
2013-06-05,18414116710
2013-06-06,18571968700
2013-06-07,18751257380
2013-06-10,18718127950
2013-06-11,18679152150
2013-06-12,18556378380
2013-06-13,18733718270
2013-06-14,18741513430
2013-06-17,19031883140
2013-06-18,19074756520
2013-06-19,18768796490
2013-06-20,18287445360
2013-06-21,18244571980
2013-06-24,18560275960
2013-06-25,18618739660
2013-06-26,18838952930
2013-06-27,18762950120
2013-06-28,18776591650
2013-07-01,18838881720
2013-07-02,18439752870
2013-07-03,18564358950
2013-07-05,18729851400
2013-07-08,18860298390
2013-07-09,18745427160
2013-07-10,18811624140
2013-07-11,18982957500
2013-07-12,19362616650
2013-07-15,19393768170
2013-07-16,19343146950
2013-07-17,19352881800
2013-07-18,19547578800
2013-07-19,19672184880
2013-07-22,19835730360
2013-07-23,19800684900
2013-07-24,19689707610
2013-07-25,19650768210
2013-07-26,19598200020
2013-07-29,19572889410
2013-07-30,19549525770
2013-07-31,19687760640
2013-08-01,19572889410
2013-08-02,19269162090
2013-08-05,19127033280
2013-08-06,19014109020
2013-08-07,18981010530
2013-08-08,19041366600
2013-08-09,18971275680
2013-08-12,18981010530
2013-08-13,18955699920
2013-08-14,18893396880
2013-08-15,18570199860
2013-08-16,18478692270
2013-08-19,18548783190
2013-08-20,18636396840
2013-08-21,18646131690
2013-08-22,18762949890
2013-08-23,18796048380
2013-08-26,18811624140
2013-08-27,18459222570
2013-08-28,18523472580
2013-08-29,18521525610
2013-08-30,18484533180
2013-09-03,18470904390
2013-09-04,18739586250
2013-09-05,18757108980
2013-09-06,18864192330
2013-09-09,18928442340
2013-09-10,18922601430
2013-09-11,19049154480
2013-09-12,18914813550
2013-09-13,18979063560
2013-09-16,19121192370
2013-09-17,19132874190
2013-09-18,19422972720
2013-09-19,19526162130
2013-09-20,19372351500
2013-09-23,19339253010
2013-09-24,19189336320
2013-09-25,19029684780
2013-09-26,19156237830
2013-09-27,18961540830
2013-09-30,18936734530
2013-10-01,19107633170
2013-10-02,19057140390
2013-10-03,18839633030
2013-10-04,19012473700
2013-10-07,18826038820
2013-10-08,18618241610
2013-10-09,18763893860
2013-10-10,19152299860
2013-10-11,19464966690
2013-10-14,19455256540
2013-10-15,19134821590
2013-10-16,19478560900
2013-10-17,19707720440
2013-10-18,19843662540
2013-10-21,19884445170
2013-10-22,19964068400
2013-10-23,20177691700
2013-10-24,20070880050
2013-10-25,19983488700
2013-10-28,20134967040
2013-10-29,20164097490
2013-10-30,20002909000
2013-10-31,19905807500
2013-11-01,19911633590
