,DHR
2009-04-13,11964858400
2009-04-14,11696128960
2009-04-15,11510577679
2009-04-16,11798502080
2009-04-17,11856086960
2009-04-20,11433797840
2009-04-21,11683332320
2009-04-22,11830493679
2009-04-23,12476724000
2009-04-24,12988589600
2009-04-27,12572698800
2009-04-28,12355155920
2009-04-29,12681470240
2009-04-30,12559902160
2009-05-01,12719860160
2009-05-04,13180539200
2009-05-05,13398082080
2009-05-06,13359692160
2009-05-07,13110157679
2009-05-08,13193335840
2009-05-11,12988589600
2009-05-12,12918208080
2009-05-13,12540707200
2009-05-14,12489520640
2009-05-15,12431935760
2009-05-18,12764648400
2009-05-19,12886216480
2009-05-20,12975792960
2009-05-21,12681470240
2009-05-22,12726258480
2009-05-26,13167742559
2009-05-27,12956598000
2009-05-28,12899013120
2009-05-29,12969394640
2009-06-01,13590031679
2009-06-02,13487658559
2009-06-03,13359692160
2009-06-04,13532446800
2009-06-05,13679608160
2009-06-08,13686006480
2009-06-09,13749989679
2009-06-10,13577235040
2009-06-11,13590031679
2009-06-12,13487658559
2009-06-15,13295708960
2009-06-16,13026979520
2009-06-17,13129352640
2009-06-18,13193335840
2009-06-19,13154945920
2009-06-22,12783843360
2009-06-23,12790241679
2009-06-24,12956598000
2009-06-25,13263717360
2009-06-26,13487658559
2009-06-29,13487658559
2009-06-30,13270115679
2009-07-01,13148547600
2009-07-02,12815834960
2009-07-06,12830876280
2009-07-07,12509783280
2009-07-08,12458408400
2009-07-09,12529048860
2009-07-10,12599689320
2009-07-13,12766657680
2009-07-14,12869407440
2009-07-15,13222609740
2009-07-16,13428109260
2009-07-17,13222609740
2009-07-20,13652874360
2009-07-21,13762045980
2009-07-22,13826264580
2009-07-23,13068485100
2009-07-24,13498749720
2009-07-27,13338203220
2009-07-28,13087750680
2009-07-29,13113438120
2009-07-30,13190500440
2009-07-31,13209766020
2009-08-03,13402421820
2009-08-04,13479484139
2009-08-05,13209766020
2009-08-06,13209766020
2009-08-07,13312515780
2009-08-10,13229031600
2009-08-11,13004266500
2009-08-12,13074906960
2009-08-13,12959313480
2009-08-14,12965735340
2009-08-17,12734548379
2009-08-18,12907938600
2009-08-19,13036375800
2009-08-20,13107016260
2009-08-21,13351046940
2009-08-24,13440952980
2009-08-25,13550124600
2009-08-26,13453796700
2009-08-27,13473062280
2009-08-28,13286828340
2009-08-31,13094172540
2009-09-01,13036375800
2009-09-02,13402421820
2009-09-03,13839108300
2009-09-04,14185888740
2009-09-08,14211576180
2009-09-09,14359278960
2009-09-10,14539091040
2009-09-11,14545512900
2009-09-14,14654684520
2009-09-15,14654684520
2009-09-16,14744590560
2009-09-17,14802387300
2009-09-18,14699637540
2009-09-21,14596887780
2009-09-22,14738168700
2009-09-23,14616153360
2009-09-24,14384966400
2009-09-25,14262951060
2009-09-28,14474872440
2009-09-29,14532669180
2009-09-30,14519825460
2009-10-01,14083138980
2009-10-02,14246380500
2009-10-05,14311881100
2009-10-06,14416682060
2009-10-07,14377381700
2009-10-08,14645934160
2009-10-09,14927586740
2009-10-12,14921036680
2009-10-13,14993087340
2009-10-14,15327140400
2009-10-15,15359890700
2009-10-16,15235439560
2009-10-19,15399191060
2009-10-20,15543292380
2009-10-21,15530192260
2009-10-22,15648093340
2009-10-23,15399191060
2009-10-26,15189589140
2009-10-27,15143738720
2009-10-28,14914486620
2009-10-29,15215789380
2009-10-30,15012737520
2009-11-02,15084788180
2009-11-03,15176489020
2009-11-04,15399191060
2009-11-05,15733244120
2009-11-06,15831495020
2009-11-09,15962496220
2009-11-10,15995246520
2009-11-11,15936295979
2009-11-12,15903545680
2009-11-13,15969046280
2009-11-16,16080397300
2009-11-17,16139347840
2009-11-18,15903545680
2009-11-19,15765994420
2009-11-20,15772544479
2009-11-23,15955946160
2009-11-24,15805294780
2009-11-25,15838045080
2009-11-27,15661193460
2009-11-30,15602242920
2009-12-01,15824944960
2009-12-02,15811844840
2009-12-03,15726694060
2009-12-04,15936295979
2009-12-07,15936295979
2009-12-08,15700493820
2009-12-09,15903545680
2009-12-10,15870795380
2009-12-11,15857695260
2009-12-14,16034546880
2009-12-15,16008346640
2009-12-16,16027996820
2009-12-17,16381700060
2009-12-18,16538901500
2009-12-21,16735403300
2009-12-22,16643702460
2009-12-23,16683002820
2009-12-24,16741953360
2009-12-28,16676452760
2009-12-29,16676452760
2009-12-30,16676452760
2009-12-31,16392931680
2010-01-04,16379952319
2010-01-05,16360483280
2010-01-06,16392931680
2010-01-07,16529214960
2010-01-08,16756353760
2010-01-11,16951044160
2010-01-12,16710926000
2010-01-13,16756353760
2010-01-14,16827740240
2010-01-15,16613580800
2010-01-19,16743374400
2010-01-20,16568153040
2010-01-21,16289096800
2010-01-22,16010040560
2010-01-25,16243669040
2010-01-26,16146323840
2010-01-27,16172282560
2010-01-28,15880246960
2010-01-29,15555762960
2010-02-01,15666087520
2010-02-02,15925674720
2010-02-03,15886736640
2010-02-04,15425969360
2010-02-05,15477886800
2010-02-08,15289686080
2010-02-09,15451928080
2010-02-10,15471397120
2010-02-11,15672577200
2010-02-12,15679066880
2010-02-16,16023019920
2010-02-17,16399421360
2010-02-18,16457828480
2010-02-19,16555173680
2010-02-22,16516235600
2010-02-23,16269627760
2010-02-24,16243669040
2010-02-25,16250158720
2010-02-26,16126854800
2010-03-01,16425380080
2010-03-02,16464318160
2010-03-03,16412400720
2010-03-04,16542194319
2010-03-05,16775822800
2010-03-08,16697946640
2010-03-09,16905616400
2010-03-10,16983492560
2010-03-11,17061368720
2010-03-12,17028920319
2010-03-15,17009451280
2010-03-16,16996471920
2010-03-17,16873168000
2010-03-18,17002961600
2010-03-19,16782312480
2010-03-22,16886147360
2010-03-23,16905616400
2010-03-24,16646029200
2010-03-25,16671987920
2010-03-26,16704436319
2010-03-29,16866678319
2010-03-30,17632460560
2010-03-31,17418301120
2010-04-01,17574053440
2010-04-05,17734352040
2010-04-06,17656054680
2010-04-07,17623430780
2010-04-08,17499459960
2010-04-09,17603856440
2010-04-12,17610381220
2010-04-13,17362439580
2010-04-14,17734352040
2010-04-15,17773500720
2010-04-16,17499459960
2010-04-19,17519034300
2010-04-20,17714777700
2010-04-21,17858322860
2010-04-22,18497751300
2010-04-23,18719593820
2010-04-26,18628246900
2010-04-27,18249809660
2010-04-28,18302007900
2010-04-29,18634771680
2010-04-30,18471652180
2010-05-03,18732643380
2010-05-04,18217185760
2010-05-05,18073640600
2010-05-06,17590806880
2010-05-07,17492935180
2010-05-10,18445553060
2010-05-11,18458602620
2010-05-12,19163278860
2010-05-13,18882713320
2010-05-14,18634771680
2010-05-17,18497751300
2010-05-18,18178037080
2010-05-19,17695203360
2010-05-20,17212369640
2010-05-21,17512509520
2010-05-24,17258043100
2010-05-25,17284142220
2010-05-26,17251518320
2010-05-27,17643005120
2010-05-28,17395063480
2010-06-01,17264567880
2010-06-02,17799599840
2010-06-03,17858322860
2010-06-04,17049250140
2010-06-07,16683862460
2010-06-08,16801308500
2010-06-09,16696912020
2010-06-10,17231943980
2010-06-11,17244993540
2010-06-14,17382013920
2010-06-15,17832223740
2010-06-16,17851798080
2010-06-17,17780025500
2010-06-18,17845273300
2010-06-21,17760451160
2010-06-22,17382013920
2010-06-23,17342865240
2010-06-24,16997051900
2010-06-25,17140597060
2010-06-28,17016626239
2010-06-29,16475069500
2010-06-30,16272801320
2010-07-01,16070533140
2010-07-02,15939485650
2010-07-06,15788927880
2010-07-07,16364975000
2010-07-08,16515532770
2010-07-09,16594084650
2010-07-12,16502440790
2010-07-13,16751188410
2010-07-14,16751188410
2010-07-15,16862470240
2010-07-16,16450072870
2010-07-19,16574446680
2010-07-20,16764280390
2010-07-21,16620268610
2010-07-22,16476256830
2010-07-23,16738096430
2010-07-26,16973752070
2010-07-27,16849378259
2010-07-28,16718458460
2010-07-29,16836286280
2010-07-30,16888654200
2010-08-02,17157039790
2010-08-03,16999936030
2010-08-04,17320689540
2010-08-05,17458155330
2010-08-06,17157039790
2010-08-09,17235591670
2010-08-10,17117763850
2010-08-11,16515532770
2010-08-12,16364975000
2010-08-13,16279877130
2010-08-16,16358429009
2010-08-17,16535170740
2010-08-18,16423888910
2010-08-19,15991853570
2010-08-20,15978761590
2010-08-23,15985307580
2010-08-24,15716921990
2010-08-25,15847841790
2010-08-26,15775835900
2010-08-27,16155503320
2010-08-30,15978761590
2010-08-31,15978761590
2010-09-01,16711912470
2010-09-02,16914838160
2010-09-03,17255229640
2010-09-07,17209407710
2010-09-08,17333781520
2010-09-09,17366511470
2010-09-10,17412333400
2010-09-13,17680718990
2010-09-14,17674173000
2010-09-15,17615259090
2010-09-16,17667627010
2010-09-17,17936012600
2010-09-20,18086570370
2010-09-21,18047294430
2010-09-22,17870552700
2010-09-23,17641443050
2010-09-24,18132392300
2010-09-27,17942558590
2010-09-28,18230582150
2010-09-29,17844368740
2010-09-30,17857460720
2010-10-01,17825959100
2010-10-04,17523824200
2010-10-05,17996731000
2010-10-06,18036139900
2010-10-07,17970458400
2010-10-08,18266025150
2010-10-11,18226616250
2010-10-12,18252888850
2010-10-13,18548455600
2010-10-14,18463069650
2010-10-15,18495910400
2010-10-18,18522183000
2010-10-19,18187207350
2010-10-20,18351411100
2010-10-21,19139589100
2010-10-22,19054203150
2010-10-25,18909703850
2010-10-26,18962249050
2010-10-27,18922840150
2010-10-28,19008226100
2010-10-29,19133020950
2010-11-01,19060771300
2010-11-02,19270952100
2010-11-03,19330065450
2010-11-04,19724154450
2010-11-05,19855517450
2010-11-08,19540246250
2010-11-09,19152725400
2010-11-10,19270952100
2010-11-11,19454860300
2010-11-12,19218406900
2010-11-15,19316929150
2010-11-16,18883431250
2010-11-17,18791477150
2010-11-18,19073907600
2010-11-19,19277520250
2010-11-22,19257815800
2010-11-23,18995089800
2010-11-24,19520541800
2010-11-26,19402315100
2010-11-29,19119884650
2010-11-30,19087043900
2010-12-01,19467996600
2010-12-02,19638768500
2010-12-03,19671609250
2010-12-06,19743858900
2010-12-07,20013153050
2010-12-08,20065698250
2010-12-09,20078834550
2010-12-10,20243038300
2010-12-13,20203629400
2010-12-14,20177356800
2010-12-15,20256174600
2010-12-16,20643695450
2010-12-17,20650263600
2010-12-20,20643695450
2010-12-21,20899853300
2010-12-22,20794762900
2010-12-23,20794762900
2010-12-27,20827603650
2010-12-28,20847308100
2010-12-29,20807899200
2010-12-30,20801331050
2010-12-31,20966072310
2011-01-03,20972688300
2011-01-04,20853600480
2011-01-05,20833752510
2011-01-06,20846984490
2011-01-07,20833752510
2011-01-10,20569112910
2011-01-11,20747744640
2011-01-12,20932992360
2011-01-13,20840368500
2011-01-14,20959456320
2011-01-18,21078544140
2011-01-19,20906528400
2011-01-20,20562496920
2011-01-21,20582344890
2011-01-24,21052080180
2011-01-25,20972688300
2011-01-26,21025616220
2011-01-27,20734512660
2011-01-28,20469873060
2011-01-31,20469873060
2011-02-01,21151320030
2011-02-02,21191015970
2011-02-03,21091776120
2011-02-04,21323335769
2011-02-07,21793071060
2011-02-08,22110638580
2011-02-09,22150334519
2011-02-10,22672997730
2011-02-11,22937637330
2011-02-14,22838397480
2011-02-15,22845013470
2011-02-16,22785469560
2011-02-17,22732541640
2011-02-18,23017029210
2011-02-22,22434822089
2011-02-23,22044478680
2011-02-24,22117254570
2011-02-25,22448054070
2011-02-28,22487750010
2011-03-01,21965086800
2011-03-02,22328966250
2011-03-03,22706077680
2011-03-04,22560525900
2011-03-07,22282654320
2011-03-08,22884709410
2011-03-09,22957485300
2011-03-10,22408358130
2011-03-11,22845013470
2011-03-14,22646533769
2011-03-15,22421590110
2011-03-16,21971702790
2011-03-17,22150334519
2011-03-18,22408358130
2011-03-21,22798701540
2011-03-22,22785469560
2011-03-23,22878093420
2011-03-24,22924405350
2011-03-25,23069957130
2011-03-28,22911173370
2011-03-29,23083189110
2011-03-30,23096421089
2011-03-31,23069957130
2011-04-01,23565751240
2011-04-04,23445653980
2011-04-05,23432309840
2011-04-06,23385605350
2011-04-07,23332228790
2011-04-08,23105378410
2011-04-11,23185443250
2011-04-12,23132066690
2011-04-13,23378933280
2011-04-14,23272180160
2011-04-15,23625799869
2011-04-18,23312212580
2011-04-19,23592439520
2011-04-20,24006107859
2011-04-21,23839306109
2011-04-25,23505702609
2011-04-26,24319695150
2011-04-27,24773395910
2011-04-28,25000246290
2011-04-29,24760051770
2011-05-02,24760051770
2011-05-03,24773395910
2011-05-04,24646626580
2011-05-05,24266318590
2011-05-06,24306351010
2011-05-09,24493168970
2011-05-10,24686659000
2011-05-11,24206269960
2011-05-12,24359727570
2011-05-13,24139549260
2011-05-16,24199597890
2011-05-17,24006107859
2011-05-18,24606594160
2011-05-19,24753379700
2011-05-20,24499841040
2011-05-23,24079500630
2011-05-24,23865994390
2011-05-25,24166237540
2011-05-26,24046140280
2011-05-27,24399759990
2011-05-31,24439792410
2011-06-01,23505702609
2011-06-02,23705864710
2011-06-03,23258836020
2011-06-06,23138738760
2011-06-07,23278852230
2011-06-08,23198787390
2011-06-09,23458998119
2011-06-10,23072018060
2011-06-13,23005297359
2011-06-14,23472342260
2011-06-15,23185443250
2011-06-16,23132066690
2011-06-17,23238819810
2011-06-20,23305540510
2011-06-21,23785929550
2011-06-22,23685848500
2011-06-23,23392277420
2011-06-24,22998625290
2011-06-27,22925232520
2011-06-28,23372261210
2011-06-29,23372261210
2011-06-30,23752569200
2011-07-01,25174297170
2011-07-05,25105571270
2011-07-06,25243023069
2011-07-07,25414837819
2011-07-08,25181169760
2011-07-11,24700088460
2011-07-12,24603872199
2011-07-13,24658852920
2011-07-14,24232752340
2011-07-15,24294605650
2011-07-18,24232752340
2011-07-19,24473292990
2011-07-20,24521401120
2011-07-21,24205261980
2011-07-22,23868505069
2011-07-25,23792906580
2011-07-26,23270589740
2011-07-27,22727655130
2011-07-28,22555840380
2011-07-29,22672674410
2011-08-01,22363407860
2011-08-02,21504334110
2011-08-03,21607422960
2011-08-04,20384101940
2011-08-05,20549044100
2011-08-08,19016456530
2011-08-09,19841167330
2011-08-10,19133290560
2011-08-11,20012982080
2011-08-12,20390974530
2011-08-15,20645260360
2011-08-16,20390974530
2011-08-17,20150433880
2011-08-18,18988966170
2011-08-19,18803406240
2011-08-22,18720935160
2011-08-23,19277614950
2011-08-24,19958001360
2011-08-25,19380703800
2011-08-26,19799931790
2011-08-29,20439082660
2011-08-30,20803329930
2011-08-31,21153832020
2011-09-01,20597152230
2011-09-02,19875530280
2011-09-06,19820549560
2011-09-07,20425337480
2011-09-08,20081707980
2011-09-09,19662479990
2011-09-12,20116070930
2011-09-13,20390974530
2011-09-14,20899546190
2011-09-15,21394372670
2011-09-16,21208812740
2011-09-19,21243175690
2011-09-20,21346264540
2011-09-21,20672750720
2011-09-22,19724333300
2011-09-23,19717460710
2011-09-26,20074835390
2011-09-27,20432210070
2011-09-28,19744951070
2011-09-29,20095453160
2011-09-30,19408524120
2011-10-03,18699128100
2011-10-04,19071044460
2011-10-05,19305214020
2011-10-06,19739116440
2011-10-07,19560045600
2011-10-10,20448512460
2011-10-11,20427850440
2011-10-12,20882414880
2011-10-13,20751555420
2011-10-14,20999499660
2011-10-17,20345202360
2011-10-18,20868640200
2011-10-19,20393413740
2011-10-20,20958175620
2011-10-21,21702008340
2011-10-24,22342530960
2011-10-25,21943065240
2011-10-26,22122136080
2011-10-27,23065701660
2011-10-28,23534040780
2011-10-31,22370080319
2011-11-01,21908628540
2011-11-02,22438953720
2011-11-03,22693785300
2011-11-04,22556038500
2011-11-07,22680010620
2011-11-08,22962391560
2011-11-09,22225446180
2011-11-10,22480277760
2011-11-11,23003715600
2011-11-14,22797095400
2011-11-15,22900405500
2011-11-16,22314981600
2011-11-17,21763994400
2011-11-18,21894853860
2011-11-21,21385190700
2011-11-22,21302542620
2011-11-23,20662020000
2011-11-25,20620695960
2011-11-28,21405852720
2011-11-29,21536712180
2011-11-30,22383855000
2011-12-01,22397629680
2011-12-02,21977501940
2011-12-05,22039488000
2011-12-06,22211671500
2011-12-07,21901741200
2011-12-08,21240556560
2011-12-09,21708895680
2011-12-12,21137246460
2011-12-13,20985724980
2011-12-14,21268105920
2011-12-15,21364528680
2011-12-16,21454064100
2011-12-19,21378303360
2011-12-20,22197896819
2011-12-21,21812205780
2011-12-22,21736445040
2011-12-23,22108361400
2011-12-27,22053262680
2011-12-28,21674458980
2011-12-29,21970614600
2011-12-30,21763994400
2012-01-03,22508324999
2012-01-04,22466835000
2012-01-05,22570560000
2012-01-06,22453005000
2012-01-09,22570560000
2012-01-10,23109930000
2012-01-11,23351955000
2012-01-12,23600895000
2012-01-13,23455680000
2012-01-17,23614725000
2012-01-18,23960475000
2012-01-19,23932815000
2012-01-20,23849835000
2012-01-23,24112605000
2012-01-24,24527505000
2012-01-25,24638145000
2012-01-26,24451440000
2012-01-27,24278565000
2012-01-30,24354630000
2012-01-31,24396120000
2012-02-01,24603570000
2012-02-02,24458355000
2012-02-03,24562080000
2012-02-06,24541335000
2012-02-07,24361544999
2012-02-08,24174840000
2012-02-09,24299310000
2012-02-10,23939730000
2012-02-13,24112605000
2012-02-14,24029625000
2012-02-15,23794514999
2012-02-16,24340800000
2012-02-17,24354630000
2012-02-21,24721125000
2012-02-22,24672720000
2012-02-23,24845595000
2012-02-24,24769530000
2012-02-27,24707294999
2012-02-28,24790275000
2012-02-29,24541335000
2012-03-01,24568995000
2012-03-02,24783360000
2012-03-05,24693465000
2012-03-06,24250905000
2012-03-07,24396120000
2012-03-08,24624315000
2012-03-09,24783360000
2012-03-12,24921660000
2012-03-13,25447199999
2012-03-14,25308900000
2012-03-15,25530180000
2012-03-16,25550925000
2012-03-19,25516350000
2012-03-20,25357305000
2012-03-21,25398794999
2012-03-22,25295070000
2012-03-23,25260495000
2012-03-26,25550925000
2012-03-27,25682310000
2012-03-28,25447199999
2012-03-29,25564755000
2012-03-30,26168472000
2012-04-02,26203252000
2012-04-03,26091956000
2012-04-04,25820672000
2012-04-05,25758068000
2012-04-09,25507652000
2012-04-10,24686844000
2012-04-11,25187676000
2012-04-12,25465916000
2012-04-13,25180720000
2012-04-16,25257236000
2012-04-17,25605036000
2012-04-18,25556344000
2012-04-19,24770316000
2012-04-20,24832920000
2012-04-23,24638152000
2012-04-24,24860744000
2012-04-25,24958128000
2012-04-26,25285060000
2012-04-27,25556344000
2012-04-30,25340708000
2012-05-01,25507652000
2012-05-02,25452004000
2012-05-03,25194632000
2012-05-04,25048556000
2012-05-07,25062468000
2012-05-08,25312884000
2012-05-09,25166808000
2012-05-10,25111160000
2012-05-11,25076379999
2012-05-14,24798140000
2012-05-15,24728579999
2012-05-16,24505987999
2012-05-17,24241660000
2012-05-18,24102540000
2012-05-21,24617284000
2012-05-22,24352956000
2012-05-23,24652064000
2012-05-24,24686844000
2012-05-25,24659020000
2012-05-29,24985952000
2012-05-30,24380779999
2012-05-31,24283395999
2012-06-01,23281732000
2012-06-04,23379116000
2012-06-05,23511279999
2012-06-06,23984287999
2012-06-07,23886904000
2012-06-08,24074716000
2012-06-11,23719960000
2012-06-12,24060804000
2012-06-13,23803432000
2012-06-14,24026024000
2012-06-15,24158187999
2012-06-18,24248616000
2012-06-19,24686844000
2012-06-20,24568592000
2012-06-21,23928640000
2012-06-22,24074716000
2012-06-25,23622576000
2012-06-26,23518236000
2012-06-27,23664312000
2012-06-28,23330424000
2012-06-29,24325048000
2012-07-02,24325048000
2012-07-03,24596176000
2012-07-05,24450184000
2012-07-06,23991352000
2012-07-09,23845359999
2012-07-10,23768888000
2012-07-11,23490808000
2012-07-12,23136256000
2012-07-13,23671559999
2012-07-16,23490808000
2012-07-17,23741080000
2012-07-18,24338952000
2012-07-19,23873168000
2012-07-20,23887072000
2012-07-23,23727176000
2012-07-24,23407384000
2012-07-25,23859264000
2012-07-26,24311144000
2012-07-27,24679600000
2012-07-30,24665695999
2012-07-31,24665695999
2012-08-01,24797784000
2012-08-02,24672648000
2012-08-03,24922920000
2012-08-06,24735216000
2012-08-07,24902064000
2012-08-08,24881208000
2012-08-09,24742168000
2012-08-10,24978536000
2012-08-13,25187095999
2012-08-14,25027200000
2012-08-15,25020248000
2012-08-16,24936824000
2012-08-17,25124528000
2012-08-20,25110624000
2012-08-21,24985488000
2012-08-22,25082816000
2012-08-23,24825592000
2012-08-24,24895112000
2012-08-27,24943776000
2012-08-28,24922920000
2012-08-29,24895112000
2012-08-30,24749120000
2012-08-31,25020248000
2012-09-04,24700456000
2012-09-05,24679600000
2012-09-06,25437368000
2012-09-07,25715448000
2012-09-10,25263568000
2012-09-11,25472128000
2012-09-12,25590312000
2012-09-13,25882295999
2012-09-14,25576408000
2012-09-17,25611168000
2012-09-18,25993528000
2012-09-19,25937912000
2012-09-20,25694592000
2012-09-21,25638976000
2012-09-24,25569456000
2012-09-25,25479080000
2012-09-26,25701544000
2012-09-27,25896200000
2012-09-28,25616369999
2012-10-01,26128006000
2012-10-02,25948242000
2012-10-03,26217888000
2012-10-04,26266286000
2012-10-05,26224802000
2012-10-08,26397652000
2012-10-09,25747736000
2012-10-10,25699338000
2012-10-11,25975898000
2012-10-12,25975898000
2012-10-15,26148748000
2012-10-16,26287028000
2012-10-17,26058866000
2012-10-18,24828173999
2012-10-19,24772862000
2012-10-22,24537786000
2012-10-23,24337280000
2012-10-24,24268140000
2012-10-25,24268140000
2012-10-26,24046892000
2012-10-31,24026150000
2012-11-01,24295796000
2012-11-02,24129860000
2012-11-05,24247398000
2012-11-06,24523958000
2012-11-07,24136773999
2012-11-08,24095290000
2012-11-09,24164430000
2012-11-12,24185171999
2012-11-13,24205914000
2012-11-14,23880956000
2012-11-15,23957010000
2012-11-16,24150602000
2012-11-19,24572356000
2012-11-20,24447904000
2012-11-21,24634582000
2012-11-23,24848916000
2012-11-26,24475560000
2012-11-27,24254312000
2012-11-28,24523958000
2012-11-29,24918056000
2012-11-30,25070164000
2012-12-03,24814346000
2012-12-04,24731378000
2012-12-05,24779776000
2012-12-06,24648410000
2012-12-07,24848916000
2012-12-10,24807432000
2012-12-11,24862744000
2012-12-12,25395121999
2012-12-13,25498832000
2012-12-14,25325982000
2012-12-17,25733908000
2012-12-18,26162576000
2012-12-19,25858360000
2012-12-20,26245544000
2012-12-21,26038123999
2012-12-24,25982812000
2012-12-26,25851446000
2012-12-27,25906758000
2012-12-28,25554144000
2012-12-31,25984599999
2013-01-02,26725040000
2013-01-03,26981080000
2013-01-04,27008760000
2013-01-07,27008760000
2013-01-08,26815000000
2013-01-09,27797640000
2013-01-10,27887599999
2013-01-11,27790719999
2013-01-14,27700760000
2013-01-15,27887599999
2013-01-16,27929120000
2013-01-17,28226680000
2013-01-18,28129800000
2013-01-22,28081360000
2013-01-23,28109040000
2013-01-24,28122880000
2013-01-25,28143640000
2013-01-28,28226680000
2013-01-29,28358159999
2013-01-30,27894520000
2013-01-31,27859920000
2013-02-01,28109040000
2013-02-04,27873760000
2013-02-05,28212840000
2013-02-06,28095200000
2013-02-07,27970640000
2013-02-08,28268200000
2013-02-11,28212840000
2013-02-12,28344320000
2013-02-13,28365080000
2013-02-14,28434280000
2013-02-15,28676480000
2013-02-19,28731840000
2013-02-20,28344320000
2013-02-21,28351240000
2013-02-22,28572680000
2013-02-25,27846080000
2013-02-26,28032920000
2013-02-27,28468880000
2013-02-28,28634960000
2013-03-01,28621120000
2013-03-04,28662640000
2013-03-05,28925599999
2013-03-06,28718000000
2013-03-07,28551920000
2013-03-08,28794120000
2013-03-11,28946360000
2013-03-12,28897920000
2013-03-13,28877159999
2013-03-14,29105520000
2013-03-15,29126280000
2013-03-18,28738760000
2013-03-19,28489640000
2013-03-20,28503480000
2013-03-21,28448120000
2013-03-22,28669560000
2013-03-25,28378920000
2013-03-26,28752599999
2013-03-27,28752599999
2013-03-28,28891000000
2013-04-01,28857752000
2013-04-02,28836895999
2013-04-03,28531008000
2013-04-04,28371112000
2013-04-05,28280736000
2013-04-08,28385016000
2013-04-09,28273784000
2013-04-10,28850800000
2013-04-11,28927272000
2013-04-12,28753472000
2013-04-15,27981800000
2013-04-16,28468440000
2013-04-17,27898376000
2013-04-18,27112800000
2013-04-19,27599440000
2013-04-22,27550776000
2013-04-23,27599440000
2013-04-24,28002656000
2013-04-25,28225120000
2013-04-26,27995704000
2013-04-29,28127792000
2013-04-30,28461488000
2013-05-01,28086080000
2013-05-02,28239024000
2013-05-03,28398920000
2013-05-06,28635288000
2013-05-07,28739568000
2013-05-08,28788231999
2013-05-09,28836895999
2013-05-10,28913368000
2013-05-13,28767376000
2013-05-14,28885559999
2013-05-15,28982888000
2013-05-16,29080216000
2013-05-17,29539048000
2013-05-20,29921408000
2013-05-21,29817128000
2013-05-22,29309631999
2013-05-23,29135831999
2013-05-24,29003744000
2013-05-28,29233159999
2013-05-29,29052408000
2013-05-30,29191448000
2013-05-31,28871656000
2013-06-03,29128880000
2013-06-04,28857752000
2013-06-05,28225120000
2013-06-06,28225120000
2013-06-07,29003744000
2013-06-10,29094120000
2013-06-11,29052408000
2013-06-12,28677000000
2013-06-13,29184495999
2013-06-14,29198400000
2013-06-17,29594664000
2013-06-18,30060448000
2013-06-19,29740656000
2013-06-20,29080216000
2013-06-21,29010695999
2013-06-24,28795184000
2013-06-25,29094120000
2013-06-26,29587712000
2013-06-27,29719800000
2013-06-28,29673181000
2013-07-01,30329019000
2013-07-02,29847606000
2013-07-03,29826675000
2013-07-05,30280180000
2013-07-08,30203433000
2013-07-09,31229052000
2013-07-10,31780234999
2013-07-11,32038384000
2013-07-12,31961637000
2013-07-15,32059315000
2013-07-16,31905820999
2013-07-17,32066292000
2013-07-18,31759304000
2013-07-19,32198855000
2013-07-22,31954659999
2013-07-23,31829074000
2013-07-24,31703488000
2013-07-25,31536040000
2013-07-26,31270914000
2013-07-29,31494178000
2013-07-30,31487201000
2013-07-31,31563948000
2013-08-01,31703488000
2013-08-02,31515109000
2013-08-05,31459293000
2013-08-06,31431384999
2013-08-07,31633718000
2013-08-08,31556970999
2013-08-09,31403477000
2013-08-12,31180213000
2013-08-13,31703488000
2013-08-14,31249983000
2013-08-15,31173236000
2013-08-16,31277891000
2013-08-19,31340684000
2013-08-20,31082534999
2013-08-21,31019742000
2013-08-22,31543017000
2013-08-23,31563948000
2013-08-26,31236029000
2013-08-27,30656938000
2013-08-28,30601122000
2013-08-29,30754616000
2013-08-30,30712754000
2013-09-03,30873225000
2013-09-04,31410454000
2013-09-05,31508131999
2013-09-06,31326730000
2013-09-09,31710465000
2013-09-10,32087223000
2013-09-11,32484912000
2013-09-12,32554681999
2013-09-13,32701199000
2013-09-16,32861670000
2013-09-17,32826784999
2013-09-18,33043072000
2013-09-19,32945394000
2013-09-20,32610498000
2013-09-23,32596544000
2013-09-24,32317464000
2013-09-25,32603520999
2013-09-26,32701199000
2013-09-27,32811060000
2013-09-30,32552430000
2013-10-01,32622330000
2013-10-02,32461560000
2013-10-03,31930320000
2013-10-04,32174970000
2013-10-07,31867410000
2013-10-08,31608780000
2013-10-09,31531890000
2013-10-10,32391660000
2013-10-11,32608350000
2013-10-14,32657280000
2013-10-15,32412630000
2013-10-16,32475540000
2013-10-17,33957420000
2013-10-18,33810630000
2013-10-21,33775680000
2013-10-22,33922470000
2013-10-23,33761699999
2013-10-24,33831600000
2013-10-25,33859560000
2013-10-28,33887519999
2013-10-29,34062269999
2013-10-30,33831600000
2013-10-31,33852570000
2013-11-01,34104210000
2013-11-04,34160130000
2013-11-05,34090230000
2013-11-06,34271970000
2013-11-07,33719760000
2013-11-08,35033880000
2013-11-11,34922040000
2013-11-12,34705350000
2013-11-13,34635450000
2013-11-14,34956990000
2013-11-15,34977960000
2013-11-18,35005920000
2013-11-19,34810200000
2013-11-20,34649430000
2013-11-21,34908060000
2013-11-22,35054850000
2013-11-25,34991940000
