,MAT
2009-04-13,4721808000
2009-04-14,4495764000
2009-04-15,4520880000
2009-04-16,4675164000
2009-04-17,5385588000
2009-04-20,5331768000
2009-04-21,5270772000
2009-04-22,5313828000
2009-04-23,5306652000
2009-04-24,5414292000
2009-04-27,5267184000
2009-04-28,5328180000
2009-04-29,5471700000
2009-04-30,5367648000
2009-05-01,5389176000
2009-05-04,5547048000
2009-05-05,5654688000
2009-05-06,5593692000
2009-05-07,5464524000
2009-05-08,5568576000
2009-05-11,5392764000
2009-05-12,5324592000
2009-05-13,5062668000
2009-05-14,5051904000
2009-05-15,5001672000
2009-05-18,5234892000
2009-05-19,5313828000
2009-05-20,5224128000
2009-05-21,5098548000
2009-05-22,5008848000
2009-05-26,5328180000
2009-05-27,5256420000
2009-05-28,5306652000
2009-05-29,5600868000
2009-06-01,5855616000
2009-06-02,5848440000
2009-06-03,5916611999
2009-06-04,5905848000
2009-06-05,5866380000
2009-06-08,5798208000
2009-06-09,5834088000
2009-06-10,5859203999
2009-06-11,5927376000
2009-06-12,5841264000
2009-06-15,5669040000
2009-06-16,5618808000
2009-06-17,5665452000
2009-06-18,5869968000
2009-06-19,5884319999
2009-06-22,5737212000
2009-06-23,5640336000
2009-06-24,5661864000
2009-06-25,5776680000
2009-06-26,5719272000
2009-06-29,5780268000
2009-06-30,5790840000
2009-07-01,5902688000
2009-07-02,5628480000
2009-07-06,5635696000
2009-07-07,5538280000
2009-07-08,5494984000
2009-07-09,5574360000
2009-07-10,5480552000
2009-07-13,5563536000
2009-07-14,5689816000
2009-07-15,5873824000
2009-07-16,5841352000
2009-07-17,6285136000
2009-07-20,6534088000
2009-07-21,6494400000
2009-07-22,6350080000
2009-07-23,6404200000
2009-07-24,6382552000
2009-07-27,6281528000
2009-07-28,6270704000
2009-07-29,6267096000
2009-07-30,6382552000
2009-07-31,6342863999
2009-08-03,6350080000
2009-08-04,6350080000
2009-08-05,6249056000
2009-08-06,6202152000
2009-08-07,6451104000
2009-08-10,6306784000
2009-08-11,6389768000
2009-08-12,6415024000
2009-08-13,6534088000
2009-08-14,6494400000
2009-08-17,6321216000
2009-08-18,6310391999
2009-08-19,6368119999
2009-08-20,6425848000
2009-08-21,6559344000
2009-08-24,6548519999
2009-08-25,6667584000
2009-08-26,6595424000
2009-08-27,6620680000
2009-08-28,6609856000
2009-08-31,6490791999
2009-09-01,6353688000
2009-09-02,6476360000
2009-09-03,6570168000
2009-09-04,6649544000
2009-09-08,6660368000
2009-09-09,6674800000
2009-09-10,6599032000
2009-09-11,6566560000
2009-09-14,6602640000
2009-09-15,6707272000
2009-09-16,6765000000
2009-09-17,6894888000
2009-09-18,6685624000
2009-09-21,6602640000
2009-09-22,6519656000
2009-09-23,6494400000
2009-09-24,6483576000
2009-09-25,6479968000
2009-09-28,6523263999
2009-09-29,6631504000
2009-09-30,6678846460
2009-10-01,6534126060
2009-10-02,6494327950
2009-10-05,6537744070
2009-10-06,6544980090
2009-10-07,6508799989
2009-10-08,6704172530
2009-10-09,6743970640
2009-10-12,6794622780
2009-10-13,6827184870
2009-10-14,7015321390
2009-10-15,7084063579
2009-10-16,7402448460
2009-10-19,7254110050
2009-10-20,7192603880
2009-10-21,7152805770
2009-10-22,7272200100
2009-10-23,7062355520
2009-10-26,7113007660
2009-10-27,6939343180
2009-10-28,6667992430
2009-10-29,6921253130
2009-10-30,6848892930
2009-11-02,6950197210
2009-11-03,6895927060
2009-11-04,6892309050
2009-11-05,7069591540
2009-11-06,7141951739
2009-11-09,7355414329
2009-11-10,7406066470
2009-11-11,7373504380
2009-11-12,7387976420
2009-11-13,7406066470
2009-11-16,7449482590
2009-11-17,7478426670
2009-11-18,7435010550
2009-11-19,7319234230
2009-11-20,7239638010
2009-11-23,7402448460
2009-11-24,7391594430
2009-11-25,7203457910
2009-11-27,7080445570
2009-11-30,7040647460
2009-12-01,7236020000
2009-12-02,7181749850
2009-12-03,7116625670
2009-12-04,7196221890
2009-12-07,7246874030
2009-12-08,7203457910
2009-12-09,7109389649
2009-12-10,7178131840
2009-12-11,7192603880
2009-12-14,7225165970
2009-12-15,7203457910
2009-12-16,7250492040
2009-12-17,7192603880
2009-12-18,7207075920
2009-12-21,7214311940
2009-12-22,7232401989
2009-12-23,7279436120
2009-12-24,7257728060
2009-12-28,7315616220
2009-12-29,7311998210
2009-12-30,7326470250
2009-12-31,7256736000
2010-01-04,7260367999
2010-01-05,7111455999
2010-01-06,7082400000
2010-01-07,7264000000
2010-01-08,7180464000
2010-01-11,7227679999
2010-01-12,7027920000
2010-01-13,7260367999
2010-01-14,7438336000
2010-01-15,7365696000
2010-01-19,7547296000
2010-01-20,7474655999
2010-01-21,7474655999
2010-01-22,7245840000
2010-01-25,7249472000
2010-01-26,7209520000
2010-01-27,7249472000
2010-01-28,7278528000
2010-01-29,7162304000
2010-02-01,7362064000
2010-02-02,7558192000
2010-02-03,7598144000
2010-02-04,7274896000
2010-02-05,7300320000
2010-02-08,7285792000
2010-02-09,7449232000
2010-02-10,7362064000
2010-02-11,7485552000
2010-02-12,7623567999
2010-02-16,7718000000
2010-02-17,7830592000
2010-02-18,7954079999
2010-02-19,7910496000
2010-02-22,7837855999
2010-02-23,7917760000
2010-02-24,7990400000
2010-02-25,8019455999
2010-02-26,7986767999
2010-03-01,8015824000
2010-03-02,8095728000
2010-03-03,7968608000
2010-03-04,8012192000
2010-03-05,8172000000
2010-03-08,8204688000
2010-03-09,8208320000
2010-03-10,8313648000
2010-03-11,8288224000
2010-03-12,8266432000
2010-03-15,8331808000
2010-03-16,8404448000
2010-03-17,8429872000
2010-03-18,8404448000
2010-03-19,8422608000
2010-03-22,8451664000
2010-03-23,8433504000
2010-03-24,8331808000
2010-03-25,8277328000
2010-03-26,8291855999
2010-03-29,8386288000
2010-03-30,8397184000
2010-03-31,8250071999
2010-04-01,8202908000
2010-04-05,8533056000
2010-04-06,8456868000
2010-04-07,8395192000
2010-04-08,8522171999
2010-04-09,8409704000
2010-04-12,8445984000
2010-04-13,8511288000
2010-04-14,8460496000
2010-04-15,8616500000
2010-04-16,8649152000
2010-04-19,8533056000
2010-04-20,8572964000
2010-04-21,8562080000
2010-04-22,8500404000
2010-04-23,8540312000
2010-04-26,8656408000
2010-04-27,8445984000
2010-04-28,8431471999
2010-04-29,8580219999
2010-04-30,8351656000
2010-05-03,8692688000
2010-05-04,8340771999
2010-05-05,8300864000
2010-05-06,8017880000
2010-05-07,7782060000
2010-05-10,8159371999
2010-05-11,8279096000
2010-05-12,8398819999
2010-05-13,8028764000
2010-05-14,7970716000
2010-05-17,8152116000
2010-05-18,8101323999
2010-05-19,8021508000
2010-05-20,7749408000
2010-05-21,7782060000
2010-05-24,7785688000
2010-05-25,7753036000
2010-05-26,7720384000
2010-05-27,7872760000
2010-05-28,7858248000
2010-06-01,7713128000
2010-06-02,7861876000
2010-06-03,7880016000
2010-06-04,7565287000
2010-06-07,7401119999
2010-06-08,7509960000
2010-06-09,7509960000
2010-06-10,7814712000
2010-06-11,7818340000
2010-06-14,7867318000
2010-06-15,8075928000
2010-06-16,8195652000
2010-06-17,8217419999
2010-06-18,8163000000
2010-06-21,8101323999
2010-06-22,7992484000
2010-06-23,8104952000
2010-06-24,8130348000
2010-06-25,7977971999
2010-06-28,7963460000
2010-06-29,7771176000
2010-06-30,7630296000
2010-07-01,7662750000
2010-07-02,7554570000
2010-07-06,7594236000
2010-07-07,7839443999
2010-07-08,7875504000
2010-07-09,8138742000
2010-07-12,8207256000
2010-07-13,8301012000
2010-07-14,8174802000
2010-07-15,8293800000
2010-07-16,7504086000
2010-07-19,7669962000
2010-07-20,7626689999
2010-07-21,7449996000
2010-07-22,7590630000
2010-07-23,7659143999
2010-07-26,7857474000
2010-07-27,7767324000
2010-07-28,7724052000
2010-07-29,7684386000
2010-07-30,7630296000
2010-08-02,7752900000
2010-08-03,7633902000
2010-08-04,7846656000
2010-08-05,7944018000
2010-08-06,7951230000
2010-08-09,8055804000
2010-08-10,8055804000
2010-08-11,7861080000
2010-08-12,7850262000
2010-08-13,7839443999
2010-08-16,7828626000
2010-08-17,8001714000
2010-08-18,8041380000
2010-08-19,7846656000
2010-08-20,7835838000
2010-08-23,7770930000
2010-08-24,7651932000
2010-08-25,7774536000
2010-08-26,7637508000
2010-08-27,7669962000
2010-08-30,7525722000
2010-08-31,7568993999
2010-09-01,7648326000
2010-09-02,7810596000
2010-09-03,7911564000
2010-09-07,7796172000
2010-09-08,7821414000
2010-09-09,7940412000
2010-09-10,7947624000
2010-09-13,7951230000
2010-09-14,7879110000
2010-09-15,7983684000
2010-09-16,8070228000
2010-09-17,8145954000
2010-09-20,8329860000
2010-09-21,8275770000
2010-09-22,8301012000
2010-09-23,8373132000
2010-09-24,8567856000
2010-09-27,8401980000
2010-09-28,8531796000
2010-09-29,8492130000
2010-09-30,8189886000
2010-10-01,8242251000
2010-10-04,8116575000
2010-10-05,8402837000
2010-10-06,8200358999
2010-10-07,8259706000
2010-10-08,8360945000
2010-10-11,8374908999
2010-10-12,8353963000
2010-10-13,8479639000
2010-10-14,8378400000
2010-10-15,7837295000
2010-10-18,7872205000
2010-10-19,7917588000
2010-10-20,7795402999
2010-10-21,7935043000
2010-10-22,8116575000
2010-10-25,8245742000
2010-10-26,8156721499
2010-10-27,8175922000
2010-10-28,8097374500
2010-10-29,8144502999
2010-11-01,8168939999
2010-11-02,8399346000
2010-11-03,8287633999
2010-11-04,8423783000
2010-11-05,8357454000
2010-11-08,8346981000
2010-11-09,8252724000
2010-11-10,8310325500
2010-11-11,8357454000
2010-11-12,8270179000
2010-11-15,8222177749
2010-11-16,8493602999
2010-11-17,8699572000
2010-11-18,8765901000
2010-11-19,8762410000
2010-11-22,8790338000
2010-11-23,8818266000
2010-11-24,8884595000
2010-11-26,8982343000
2010-11-29,8964888000
2010-11-30,9020744000
2010-12-01,8943942000
2010-12-02,8926487000
2010-12-03,9083582000
2010-12-06,8984961250
2010-12-07,8954415000
2010-12-08,8922996000
2010-12-09,8891577000
2010-12-10,8893322500
2010-12-13,8867140000
2010-12-14,8888086000
2010-12-15,8825248000
2010-12-16,8853176000
2010-12-17,8957906000
2010-12-20,8957906000
2010-12-21,9031217000
2010-12-22,9156893000
2010-12-23,9034708000
2010-12-27,9038199000
2010-12-28,8971870000
2010-12-29,8975361000
2010-12-30,8929978000
2010-12-31,8877613000
2011-01-03,8999798000
2011-01-04,8825248000
2011-01-05,8891577000
2011-01-06,8676007750
2011-01-07,8441238000
2011-01-10,8343489999
2011-01-11,8392364000
2011-01-12,8360945000
2011-01-13,8395855000
2011-01-14,8360945000
2011-01-18,8326035000
2011-01-19,8319052999
2011-01-20,8294616000
2011-01-21,8207341000
2011-01-24,8256214999
2011-01-25,8287633999
2011-01-26,8378400000
2011-01-27,8479639000
2011-01-28,8207341000
2011-01-31,8266688000
2011-02-01,8430764999
2011-02-02,8507567000
2011-02-03,8751937000
2011-02-04,8814775000
2011-02-07,8860158000
2011-02-08,8926487000
2011-02-09,8975361000
2011-02-10,8947433000
2011-02-11,8922996000
2011-02-14,8846194000
2011-02-15,8835721000
2011-02-16,8926487000
2011-02-17,9024235000
2011-02-18,8916014000
2011-02-22,8746700500
2011-02-23,8682117000
2011-02-24,8598333000
2011-02-25,8699572000
2011-02-28,8748446000
2011-03-01,8675135000
2011-03-02,8755428000
2011-03-03,8929978000
2011-03-04,8909032000
2011-03-07,8856667000
2011-03-08,8929978000
2011-03-09,8922996000
2011-03-10,8751937000
2011-03-11,8751937000
2011-03-14,8730991000
2011-03-15,8661171000
2011-03-16,8528513000
2011-03-17,8559932000
2011-03-18,8601824000
2011-03-21,8656807250
2011-03-22,8580877999
2011-03-23,8682117000
2011-03-24,8818266000
2011-03-25,8796447250
2011-03-28,8737973000
2011-03-29,8727500000
2011-03-30,8720518000
2011-03-31,8653203000
2011-04-01,8767746000
2011-04-04,8795514000
2011-04-05,8833695000
2011-04-06,8875347000
2011-04-07,8899644000
2011-04-08,8805927000
2011-04-11,8948238000
2011-04-12,8788572000
2011-04-13,8826753000
2011-04-14,8934354000
2011-04-15,9302280000
2011-04-18,9107904000
2011-04-19,9212034000
2011-04-20,9347403000
2011-04-21,9257157000
2011-04-25,9229389000
2011-04-26,9281454000
2011-04-27,9350874000
2011-04-28,9392526000
2011-04-29,9274512000
2011-05-02,9267570000
2011-05-03,9149556000
2011-05-04,9284925000
2011-05-05,9246744000
2011-05-06,9250215000
2011-05-09,9284925000
2011-05-10,9326577000
2011-05-11,9180795000
2011-05-12,9295338000
2011-05-13,9215505000
2011-05-16,9180795000
2011-05-17,9274512000
2011-05-18,9309222000
2011-05-19,9364758000
2011-05-20,9264099000
2011-05-23,9135672000
2011-05-24,9142614000
2011-05-25,9149556000
2011-05-26,9094020000
2011-05-27,9062781000
2011-05-31,9161704500
2011-06-01,9073194000
2011-06-02,9073194000
2011-06-03,8916999000
2011-06-06,8930883000
2011-06-07,8910057000
2011-06-08,8757333000
2011-06-09,8857992000
2011-06-10,8805927000
2011-06-13,8882289000
2011-06-14,8944767000
2011-06-15,8896173000
2011-06-16,8951709000
2011-06-17,9066252000
2011-06-20,9309222000
2011-06-21,9430707000
2011-06-22,9336990000
2011-06-23,9347403000
2011-06-24,9284925000
2011-06-27,9330048000
2011-06-28,9489714000
2011-06-29,9468888000
2011-06-30,9434568000
2011-07-01,9606168000
2011-07-05,9578712000
2011-07-06,9482616000
2011-07-07,9609600000
2011-07-08,9489480000
2011-07-11,9311016000
2011-07-12,9362496000
2011-07-13,9276696000
2011-07-14,9194328000
2011-07-15,9365928000
2011-07-18,9221784000
2011-07-19,9273264000
2011-07-20,9160008000
2011-07-21,9206340000
2011-07-22,9269832000
2011-07-25,9304152000
2011-07-26,9290424000
2011-07-27,9170304000
2011-07-28,9135984000
2011-07-29,9149712000
2011-08-01,9051900000
2011-08-02,8744736000
2011-08-03,8830536000
2011-08-04,8449584000
2011-08-05,8408400000
2011-08-08,7873008000
2011-08-09,8308872000
2011-08-10,7907328000
2011-08-11,8264255999
2011-08-12,8380944000
2011-08-15,8514792000
2011-08-16,8552544000
2011-08-17,8504496000
2011-08-18,8175024000
2011-08-19,8126976000
2011-08-22,8253960000
2011-08-23,8580000000
2011-08-24,8734440000
2011-08-25,8586864000
2011-08-26,8758464000
2011-08-29,9050184000
2011-08-30,9355632000
2011-08-31,9221784000
2011-09-01,9201192000
2011-09-02,9002136000
2011-09-06,9029592000
2011-09-07,9317880000
2011-09-08,9158292000
2011-09-09,8967816000
2011-09-12,8998704000
2011-09-13,9051900000
2011-09-14,9118824000
2011-09-15,9201192000
2011-09-16,9286992000
2011-09-19,9242376000
2011-09-20,9230364000
2011-09-21,9022728000
2011-09-22,8940360000
2011-09-23,8780772000
2011-09-26,8940360000
2011-09-27,9180600000
2011-09-28,9043320000
2011-09-29,9060480000
2011-09-30,8779299000
2011-10-03,8501237000
2011-10-04,8677569000
2011-10-05,8931894000
2011-10-06,9016669000
2011-10-07,9070925000
2011-10-10,9416807000
2011-10-11,9399852000
2011-10-12,9504973000
2011-10-13,9420198000
2011-10-14,9328641000
2011-10-17,9220129000
2011-10-18,9254039000
2011-10-19,9230302000
2011-10-20,9243866000
2011-10-21,9389679000
2011-10-24,9582966000
2011-10-25,9477845000
2011-10-26,9650786000
2011-10-27,9898329000
2011-10-28,9762689000
2011-10-31,9576184000
2011-11-01,9542274000
2011-11-02,9755907000
2011-11-03,9861028000
2011-11-04,9766080000
2011-11-07,9796599000
2011-11-08,9891547000
2011-11-09,9498191000
2011-11-10,9667741000
2011-11-11,9854246000
2011-11-14,9603312000
2011-11-15,9772862000
2011-11-16,9494800000
2011-11-17,9403243000
2011-11-18,9627049000
2011-11-21,9413416000
2011-11-22,9501582000
2011-11-23,9294731000
2011-11-25,9342205000
2011-11-28,9447326000
2011-11-29,9549056000
2011-11-30,9769471000
2011-12-01,9742343000
2011-12-02,9647395000
2011-12-05,9871201000
2011-12-06,9874592000
2011-12-07,9844073000
2011-12-08,9582966000
2011-12-09,9742343000
2011-12-12,9681305000
2011-12-13,9498191000
2011-12-14,9426980000
2011-12-15,9440544000
2011-12-16,9477845000
2011-12-19,9216738000
2011-12-20,9437153000
2011-12-21,9491409000
2011-12-22,9433762000
2011-12-23,9542274000
2011-12-27,9433762000
2011-12-28,9284558000
2011-12-29,9471063000
2011-12-30,9413416000
2012-01-03,9411720500
2012-01-04,9555838000
2012-01-05,9654177000
2012-01-06,9547360500
2012-01-09,9672827500
2012-01-10,9779644000
2012-01-11,9840682000
2012-01-12,9799990000
2012-01-13,9542274000
2012-01-17,9566011000
2012-01-18,9769471000
2012-01-19,9721997000
2012-01-20,9674523000
2012-01-23,9799990000
2012-01-24,9864419000
2012-01-25,10013623000
2012-01-26,10020405000
2012-01-27,9952585000
2012-01-30,10013623000
2012-01-31,10512100000
2012-02-01,10512100000
2012-02-02,10532446000
2012-02-03,10691823000
2012-02-06,10766425000
2012-02-07,10851200000
2012-02-08,10766425000
2012-02-09,10915629000
2012-02-10,10907151500
2012-02-13,10986840000
2012-02-14,11019054500
2012-02-15,10983449000
2012-02-16,11051269000
2012-02-17,11000404000
2012-02-21,10857982000
2012-02-22,10854591000
2012-02-23,10956321000
2012-02-24,10905455999
2012-02-27,10963103000
2012-02-28,11051269000
2012-02-29,11000404000
2012-03-01,11129262000
2012-03-02,11081788000
2012-03-05,11200473000
2012-03-06,10929192999
2012-03-07,11020750000
2012-03-08,11210646000
2012-03-09,11322549000
2012-03-12,11322549000
2012-03-13,11370023000
2012-03-14,11332722000
2012-03-15,11312376000
2012-03-16,11210646000
2012-03-19,11370023000
2012-03-20,11359850000
2012-03-21,11298812000
2012-03-22,11407324000
2012-03-23,11448016000
2012-03-26,11659953500
2012-03-27,11658258000
2012-03-28,11563310000
2012-03-29,11539573000
2012-03-30,11414105999
2012-04-02,11648569000
2012-04-03,11686112000
2012-04-04,11563244000
2012-04-05,11576896000
2012-04-09,11481332000
2012-04-10,11262900000
2012-04-11,11494984000
2012-04-12,11706589999
2012-04-13,11648569000
2012-04-16,10583713000
2012-04-17,10851633500
2012-04-18,10959143000
2012-04-19,10839688000
2012-04-20,10942078000
2012-04-23,10856753000
2012-04-24,11034229000
2012-04-25,11221944000
2012-04-26,11344812000
2012-04-27,11440376000
2012-04-30,11467680000
2012-05-01,11535939999
2012-05-02,11559831000
2012-05-03,11464267000
2012-05-04,11256073999
2012-05-07,11239009000
2012-05-08,11099076000
2012-05-09,10952317000
2012-05-10,11064946000
2012-05-11,11082011000
2012-05-14,10877231000
2012-05-15,10914774000
2012-05-16,10948904000
2012-05-17,10604191000
2012-05-18,10624669000
2012-05-21,10665625000
2012-05-22,10703168000
2012-05-23,10638321000
2012-05-24,10593952000
2012-05-25,10669038000
2012-05-29,10754363000
2012-05-30,10638321000
2012-05-31,10624669000
2012-06-01,10430128000
2012-06-04,10436954000
2012-06-05,10505214000
2012-06-06,10774841000
2012-06-07,10764602000
2012-06-08,10815797000
2012-06-11,10713407000
2012-06-12,10959143000
2012-06-13,10839688000
2012-06-14,10965969000
2012-06-15,11059826500
2012-06-18,11064946000
2012-06-19,11068359000
2012-06-20,11071772000
2012-06-21,10928426000
2012-06-22,10993273000
2012-06-25,10807264500
2012-06-26,10901122000
2012-06-27,10870405000
2012-06-28,10856753000
2012-06-29,11071772000
2012-07-02,11137926000
2012-07-03,11216724000
2012-07-05,11244132000
2012-07-06,11103665999
2012-07-09,10894680000
2012-07-10,10819308000
2012-07-11,10767918000
2012-07-12,10651434000
2012-07-13,10699398000
2012-07-16,10634304000
2012-07-17,11665529999
2012-07-18,11727197999
2012-07-19,11847108000
2012-07-20,11782014000
2012-07-23,11764884000
2012-07-24,11809422000
2012-07-25,11819700000
2012-07-26,11867664000
2012-07-27,12086928000
2012-07-30,12148596000
2012-07-31,12049242000
2012-08-01,11908776000
2012-08-02,11840256000
2012-08-03,12066372000
2012-08-06,12086928000
2012-08-07,12121188000
2012-08-08,12193134000
2012-08-09,12141744000
2012-08-10,12213690000
2012-08-13,12193134000
2012-08-14,12217115999
2012-08-15,12169152000
2012-08-16,12220542000
2012-08-17,12251376000
2012-08-20,12241097999
2012-08-21,12176004000
2012-08-22,12155447999
2012-08-23,12117762000
2012-08-24,12213690000
2012-08-27,12056094000
2012-08-28,11994426000
2012-08-29,12114336000
2012-08-30,12062946000
2012-08-31,12038964000
2012-09-04,11980722000
2012-09-05,11908776000
2012-09-06,12210366780
2012-09-07,12162300000
2012-09-10,12179429999
2012-09-11,12176004000
2012-09-12,12176004000
2012-09-13,12217115999
2012-09-14,12391842000
2012-09-17,12381564000
2012-09-18,12330174000
2012-09-19,12076650000
2012-09-20,12333600000
2012-09-21,12277071000
2012-09-24,12258228000
2012-09-25,12186282000
2012-09-26,12097206000
2012-09-27,12179429999
2012-09-28,12152022000
2012-10-01,12125644000
2012-10-02,12172029999
2012-10-03,12144542000
2012-10-04,12292290000
2012-10-05,12348984000
2012-10-08,12352420000
2012-10-09,12149696000
2012-10-10,12087848000
2012-10-11,12111900000
2012-10-12,12373036000
2012-10-15,12170312000
2012-10-16,12783328759
2012-10-17,12850640000
2012-10-18,12984644000
2012-10-19,12885000000
2012-10-22,12764740000
2012-10-23,12623864000
2012-10-24,12641044000
2012-10-25,12733816000
2012-10-26,12661660000
2012-10-31,12637608000
2012-11-01,12768175999
2012-11-02,12527656000
2012-11-05,12534527999
2012-11-06,12647916000
2012-11-07,12455500000
2012-11-08,12335240000
2012-11-09,12366164000
2012-11-12,12300879999
2012-11-13,12197800000
2012-11-14,12062077999
2012-11-15,12067232000
2012-11-16,12132516000
2012-11-19,12314624000
2012-11-20,12434884000
2012-11-21,12462372000
2012-11-23,12668532000
2012-11-26,12616992000
2012-11-27,12520784000
2012-11-28,12644479999
2012-11-29,12720072000
2012-11-30,12888436000
2012-12-03,12678840000
2012-12-04,12639325999
2012-12-05,12613556000
2012-12-06,12750996000
2012-12-07,12737252000
2012-12-10,12737252000
2012-12-11,12826588000
2012-12-12,12778484000
2012-12-13,12661660000
2012-12-14,12692584000
2012-12-17,12781920000
2012-12-18,12895308000
2012-12-19,12843768000
2012-12-20,12830024000
2012-12-21,12675404000
2012-12-24,12575760000
2012-12-26,12441756000
2012-12-27,12417704000
2012-12-28,12314624000
2012-12-31,12608266000
2013-01-02,12670239999
2013-01-03,12642696000
2013-01-04,12549735000
2013-01-07,12401686000
2013-01-08,12291510000
2013-01-09,12673683000
2013-01-10,12739100000
2013-01-11,12783859000
2013-01-14,12677126000
2013-01-15,12749429000
2013-01-16,12849276000
2013-01-17,13007654000
2013-01-18,13093729000
2013-01-22,13138487999
2013-01-23,13076513999
2013-01-24,13097172000
2013-01-25,12790745000
2013-01-28,12721885000
2013-01-29,12828618000
2013-01-30,12776973000
2013-01-31,12956009000
2013-02-01,13172918000
2013-02-04,13351954000
2013-02-05,13555091000
2013-02-06,13603293000
2013-02-07,13658381000
2013-02-08,13882176000
2013-02-11,13864961000
2013-02-12,14002681000
2013-02-13,14112857000
2013-02-14,14167945000
2013-02-15,14064310699
2013-02-19,14185160000
2013-02-20,14037111000
2013-02-21,13916606000
2013-02-22,13951036000
2013-02-25,13758228000
2013-02-26,13840860000
2013-02-27,14054326000
2013-02-28,14030225000
2013-03-01,13944150000
2013-03-04,13978580000
2013-03-05,14174831000
2013-03-06,14095642000
2013-03-07,14205818000
2013-03-08,14264349000
2013-03-11,14346981000
2013-03-12,14326323000
2013-03-13,14433056000
2013-03-14,14563889999
2013-03-15,14508802000
2013-03-18,14388297000
2013-03-19,14395183000
2013-03-20,14563545700
2013-03-21,14660294000
2013-03-22,14887532000
2013-03-25,14980493000
2013-03-26,14997708000
2013-03-27,14925405000
2013-03-28,15070011000
2013-04-01,15094429999
2013-04-02,15257332000
2013-04-03,14900334000
2013-04-04,15000848000
2013-04-05,14779024000
2013-04-08,14872605999
2013-04-09,14993916000
2013-04-10,15269463000
2013-04-11,15326652000
2013-04-12,15257332000
2013-04-15,14910732000
2013-04-16,14896867999
2013-04-17,15174148000
2013-04-18,15243467999
2013-04-19,15253519400
2013-04-22,15274662000
2013-04-23,15323186000
2013-04-24,15333584000
2013-04-25,15534612000
2013-04-26,15475690000
2013-04-29,15531146000
2013-04-30,15825755999
2013-05-01,15572738000
2013-05-02,15524214000
2013-05-03,15718310000
2013-05-06,15777232000
2013-05-07,15905474000
2013-05-08,16033716000
2013-05-09,15971328000
2013-05-10,15936667999
2013-05-13,16002522000
2013-05-14,16144628000
2013-05-15,16168890000
2013-05-16,16009454000
2013-05-17,16217414000
2013-05-20,16002522000
2013-05-21,16168890000
2013-05-22,15898542000
2013-05-23,15718310000
2013-05-24,15815358000
2013-05-28,15850017999
2013-05-29,15545010000
2013-05-30,15600466000
2013-05-31,15510350000
2013-06-03,15576204000
2013-06-04,15531146000
2013-06-05,15246934000
2013-06-06,15361312000
2013-06-07,15659388000
2013-06-10,15572738000
2013-06-11,15503417999
2013-06-12,15240002000
2013-06-13,15558874000
2013-06-14,15496486000
2013-06-17,15409836000
2013-06-18,15614329999
2013-06-19,15669786000
2013-06-20,15257332000
2013-06-21,15291992000
2013-06-24,15222672000
2013-06-25,15375176000
2013-06-26,15402904000
2013-06-27,15586602000
2013-06-28,15704446000
2013-07-01,15671645000
2013-07-02,15462232000
2013-07-03,15424469000
2013-07-05,15685377000
2013-07-08,15798666000
2013-07-09,15922254000
2013-07-10,15970316000
2013-07-11,16028677000
2013-07-12,16162564000
2013-07-15,16008079000
2013-07-16,15905089000
2013-07-17,14816827999
2013-07-18,14971313000
2013-07-19,14549054000
2013-07-22,14446064000
2013-07-23,14559352999
2013-07-24,14459796000
2013-07-25,14566219000
2013-07-26,14682941000
2013-07-29,14600549000
2013-07-30,14452930000
2013-07-31,14428899000
2013-08-01,14658910000
2013-08-02,14706972000
2013-08-05,14713838000
2013-08-06,14634879000
2013-08-07,14531889000
2013-08-08,14741302000
2013-08-09,14720704000
2013-08-12,14549054000
2013-08-13,14614281000
2013-08-14,14628013000
2013-08-15,14428899000
2013-08-16,14298445000
2013-08-19,14284713000
2013-08-20,14425466000
2013-08-21,14264114999
2013-08-22,14312177000
2013-08-23,14325908999
2013-08-26,14219486000
2013-08-27,13913949000
2013-08-28,13979176000
2013-08-29,13865887000
2013-08-30,13903650000
2013-09-03,14013506000
2013-09-04,14119929000
2013-09-05,14113063000
2013-09-06,14154258999
2013-09-09,14384270000
2013-09-10,14452930000
2013-09-11,14370538000
2013-09-12,14257249000
2013-09-13,14428899000
2013-09-16,14394569000
2013-09-17,14459796000
2013-09-18,14655477000
2013-09-19,14902652999
2013-09-20,14775632000
2013-09-23,14648611000
2013-09-24,14676075000
2013-09-25,14463229000
2013-09-26,14473527999
2013-09-27,14449497000
2013-09-30,14213108760
2013-10-01,14359040870
2013-10-02,14392978569
2013-10-03,14314921860
2013-10-04,14440491349
2013-10-07,13965363550
2013-10-08,13707437030
2013-10-09,13833006520
2013-10-10,13989119940
2013-10-11,14168989750
2013-10-14,14233471380
2013-10-15,14101114349
2013-10-16,14243652690
2013-10-17,14392978569
2013-10-18,14488004130
2013-10-21,14498185440
2013-10-22,14593211000
2013-10-23,14647850697
2013-10-24,14902044069
2013-10-25,14949556849
2013-10-28,14971616355
2013-10-29,15241421069
2013-10-30,15156576819
2013-10-31,15061211883
2013-11-01,15207483370
2013-11-04,15455228580
2013-11-05,15285540080
2013-11-06,15238027300
2013-11-07,15000463400
2013-11-08,14990282090
2013-11-11,15047976180
2013-11-12,15105670270
2013-11-13,15458622349
2013-11-14,15557041680
2013-11-15,15672429860
2013-11-18,15628310849
2013-11-19,15546860370
2013-11-20,15485772510
2013-11-21,15546860370
2013-11-22,15512922670
2013-11-25,15455228580
