,RMD
2009-05-12,2957887660
2009-05-13,2917203520
2009-05-14,2893094400
2009-05-15,2906655780
2009-05-18,2926244440
2009-05-19,2882546660
2009-05-20,2853917080
2009-05-21,2787617000
2009-05-22,2804192020
2009-05-26,2784603360
2009-05-27,2751453320
2009-05-28,2721316920
2009-05-29,2793644280
2009-06-01,2808712480
2009-06-02,2911176240
2009-06-03,2915696700
2009-06-04,2884053480
2009-06-05,2920217160
2009-06-08,2899121680
2009-06-09,2894601220
2009-06-10,2894601220
2009-06-11,2965421760
2009-06-12,3022680920
2009-06-15,2981996780
2009-06-16,2929258080
2009-06-17,2968435400
2009-06-18,2997064980
2009-06-19,3007612720
2009-06-22,2923230800
2009-06-23,2909669420
2009-06-24,2953367200
2009-06-25,3043776400
2009-06-26,3098021920
2009-06-29,3131171960
2009-06-30,3070043680
2009-07-01,3045917600
2009-07-02,2987110280
2009-07-06,2961476320
2009-07-07,2981078760
2009-07-08,2976555120
2009-07-09,2993141800
2009-07-10,3009728480
2009-07-13,2993141800
2009-07-14,3005204840
2009-07-15,3006712720
2009-07-16,3053457000
2009-07-17,2987110280
2009-07-20,2962984200
2009-07-21,2978063000
2009-07-22,2972031480
2009-07-23,2985602400
2009-07-24,3002189080
2009-07-27,3045917600
2009-07-28,3023299400
2009-07-29,3012744240
2009-07-30,3048933360
2009-07-31,3091154000
2009-08-03,3166548000
2009-08-04,3178611039
2009-08-05,3195197720
2009-08-06,3166548000
2009-08-07,3412332440
2009-08-10,3398761520
2009-08-11,3404793039
2009-08-12,3427411240
2009-08-13,3416856080
2009-08-14,3439474280
2009-08-17,3406300920
2009-08-18,3398761520
2009-08-19,3428919120
2009-08-20,3403285160
2009-08-21,3407808800
2009-08-24,3433442760
2009-08-25,3466616120
2009-08-26,3443997920
2009-08-27,3433442760
2009-08-28,3451537320
2009-08-31,3462092480
2009-09-01,3424395480
2009-09-02,3418363960
2009-09-03,3445505800
2009-09-04,3434950640
2009-09-08,3443997920
2009-09-09,3483202800
2009-09-10,3477171280
2009-09-11,3459076720
2009-09-14,3450029440
2009-09-15,3451537320
2009-09-16,3465108240
2009-09-17,3413840320
2009-09-18,3431934880
2009-09-21,3433442760
2009-09-22,3419871840
2009-09-23,3413840320
2009-09-24,3392730000
2009-09-25,3315828120
2009-09-28,3362572400
2009-09-29,3392730000
2009-09-30,3395559600
2009-10-01,3311421840
2009-10-02,3330953820
2009-10-05,3243811140
2009-10-06,3299402160
2009-10-07,3267850500
2009-10-08,3357998100
2009-10-09,3436126020
2009-10-12,3520263780
2009-10-13,3572849880
2009-10-14,3572849880
2009-10-15,3632948280
2009-10-16,3656987640
2009-10-19,3691544220
2009-10-20,3700558980
2009-10-21,3702061440
2009-10-22,3730608179
2009-10-23,3732110640
2009-10-26,3745632780
2009-10-27,3717086040
2009-10-28,3646470420
2009-10-29,3724598340
2009-10-30,3697554060
2009-11-02,3724598340
2009-11-03,3681027000
2009-11-04,3708071280
2009-11-05,3760657380
2009-11-06,3562332660
2009-11-09,3699056520
2009-11-10,3679524540
2009-11-11,3673514700
2009-11-12,3681027000
2009-11-13,3796716420
2009-11-16,3844795140
2009-11-17,3825263160
2009-11-18,3820755780
2009-11-19,3807233640
2009-11-20,3775681980
2009-11-23,3792209040
2009-11-24,3820755780
2009-11-25,3924425520
2009-11-27,3786199200
2009-11-30,3777184440
2009-12-01,3841790220
2009-12-02,3900386160
2009-12-03,3870336960
2009-12-04,3925927980
2009-12-07,3925927980
2009-12-08,3867332040
2009-12-09,3904893540
2009-12-10,3971001780
2009-12-11,3971001780
2009-12-14,3978514080
2009-12-15,3967996860
2009-12-16,3921420600
2009-12-17,3837282840
2009-12-18,3834277920
2009-12-21,3891371400
2009-12-22,3924425520
2009-12-23,3943957500
2009-12-24,3937947660
2009-12-28,3958982100
2009-12-29,3987528840
2009-12-30,3963489480
2009-12-31,3943898640
2010-01-04,3981617640
2010-01-05,3814145280
2010-01-06,3936354840
2010-01-07,3942389880
2010-01-08,3940881120
2010-01-11,3986143920
2010-01-12,3880530720
2010-01-13,3937863600
2010-01-14,3965021280
2010-01-15,3934846079
2010-01-19,3992178960
2010-01-20,3992178960
2010-01-21,3918249720
2010-01-22,3921267240
2010-01-25,4001231520
2010-01-26,4034424240
2010-01-27,3974073840
2010-01-28,3930319800
2010-01-29,3857899320
2010-02-01,3883548240
2010-02-02,3939372360
2010-02-03,3934846079
2010-02-04,3841302960
2010-02-05,4141546200
2010-02-08,4137019920
2010-02-09,4094774640
2010-02-10,4094774640
2010-02-11,4186809000
2010-02-12,4223019240
2010-02-16,4183791480
2010-02-17,4207931640
2010-02-18,4331649960
2010-02-19,4336176240
2010-02-22,4372386480
2010-02-23,4295439720
2010-02-24,4339193760
2010-02-25,4340702520
2010-02-26,4306001040
2010-03-01,4388982840
2010-03-02,4443298200
2010-03-03,4470455880
2010-03-04,4458385800
2010-03-05,4488561000
2010-03-08,4464420840
2010-03-09,4477999680
2010-03-10,4539858840
2010-03-11,4574560320
2010-03-12,4579086600
2010-03-15,4574560320
2010-03-16,4601718000
2010-03-17,4662068400
2010-03-18,4729962600
2010-03-19,4690734840
2010-03-22,4708839960
2010-03-23,4740523920
2010-03-24,4784277960
2010-03-25,4767681600
2010-03-26,4749576480
2010-03-29,4790313000
2010-03-30,4818979440
2010-03-31,4819902680
2010-04-01,4827476380
2010-04-05,4815358460
2010-04-06,4788093140
2010-04-07,4744165680
2010-04-08,4648737060
2010-04-09,4663884460
2010-04-12,4665399200
2010-04-13,4688120300
2010-04-14,4706297180
2010-04-15,4691149780
2010-04-16,4666913940
2010-04-19,4686605560
2010-04-20,4812328980
2010-04-21,4797181580
2010-04-22,4828991120
2010-04-23,4818387940
2010-04-26,4788093140
2010-04-27,4615412780
2010-04-28,4694179260
2010-04-29,4672972900
2010-04-30,5181925540
2010-05-03,5201617160
2010-05-04,5128909640
2010-05-05,5119821200
2010-05-06,4975920900
2010-05-07,4819902680
2010-05-10,5030451540
2010-05-11,5118306460
2010-05-12,5209190860
2010-05-13,5212220339
2010-05-14,5171322360
2010-05-17,5204646640
2010-05-18,5031966280
2010-05-19,4901698640
2010-05-20,4738106720
2010-05-21,4630560180
2010-05-24,4703267700
2010-05-25,4695694000
2010-05-26,4630560180
2010-05-27,4827476380
2010-05-28,4763857300
2010-06-01,4794152100
2010-06-02,4921390260
2010-06-03,4962288240
2010-06-04,4878977540
2010-06-07,4766886780
2010-06-08,4759313080
2010-06-09,4748709900
2010-06-10,4821417420
2010-06-11,4875948060
2010-06-14,4931993440
2010-06-15,5006215700
2010-06-16,4957744020
2010-06-17,4900183900
2010-06-18,4800211060
2010-06-21,4819902680
2010-06-22,4792637360
2010-06-23,4692664520
2010-06-24,4650251800
2010-06-25,4672972900
2010-06-28,4668428680
2010-06-29,4585117980
2010-06-30,4606324340
2010-07-01,4515439940
2010-07-02,4633589660
2010-07-06,4692664520
2010-07-07,4848682740
2010-07-08,4922905000
2010-07-09,4916846040
2010-07-12,4950170320
2010-07-13,5016818880
2010-07-14,5060746339
2010-07-15,5062261080
2010-07-16,5033481020
2010-07-19,4901698640
2010-07-20,4897154420
2010-07-21,4786578400
2010-07-22,4868374360
2010-07-23,4974406160
2010-07-26,4900183900
2010-07-27,4847168000
2010-07-28,4830505860
2010-07-29,4847168000
2010-07-30,4975920900
2010-08-02,5069834780
2010-08-03,5104673800
2010-08-04,5127394900
2010-08-05,5153145480
2010-08-06,4921390260
2010-08-09,4960773500
2010-08-10,4866859620
2010-08-11,4797181580
2010-08-12,4703267700
2010-08-13,4753254120
2010-08-16,4757798340
2010-08-17,4862315400
2010-08-18,4815358460
2010-08-19,4803240540
2010-08-20,4754768860
2010-08-23,4750224640
2010-08-24,4609353820
2010-08-25,4595721160
2010-08-26,4526043120
2010-08-27,4635104400
2010-08-30,4573000060
2010-08-31,4565426360
2010-09-01,4669943420
2010-09-02,4769916260
2010-09-03,4882007020
2010-09-07,4854741700
2010-09-08,4800211060
2010-09-09,4903213380
2010-09-10,4894124940
2010-09-13,5007730440
2010-09-14,5013789400
2010-09-15,5063775820
2010-09-16,5039539980
2010-09-17,5007730440
2010-09-20,5022877839
2010-09-21,4910787080
2010-09-22,4939567140
2010-09-23,4900183900
2010-09-24,4972891420
2010-09-27,4977435640
2010-09-28,4988038820
2010-09-29,4880492280
2010-09-30,5000900200
2010-10-01,5003948600
2010-10-04,4942980600
2010-10-05,5049674600
2010-10-06,5066440800
2010-10-07,4985658200
2010-10-08,4978037199
2010-10-11,4938408000
2010-10-12,4918593400
2010-10-13,4833238200
2010-10-14,4828665600
2010-10-15,4814947800
2010-10-18,4793609000
2010-10-19,4650334200
2010-10-20,4715874800
2010-10-21,4779891200
2010-10-22,4814947800
2010-10-25,4789036400
2010-10-26,4801230000
2010-10-27,4892682000
2010-10-28,4878964200
2010-10-29,4857625400
2010-11-01,4784463800
2010-11-02,4811899400
2010-11-03,4875915800
2010-11-04,4984134000
2010-11-05,5090828000
2010-11-08,5049674600
2010-11-09,5026811600
2010-11-10,5095400600
2010-11-11,5136554000
2010-11-12,5080158600
2010-11-15,5096924800
2010-11-16,4996327600
2010-11-17,4993279200
2010-11-18,4996327600
2010-11-19,4976513000
2010-11-22,4923166000
2010-11-23,4862198000
2010-11-24,4965843600
2010-11-26,4904875600
2010-11-29,4939932199
2010-11-30,4869819000
2010-12-01,5011569600
2010-12-02,5096924800
2010-12-03,5112166800
2010-12-06,5090828000
2010-12-07,5048150400
2010-12-08,5049674600
2010-12-09,5084731200
2010-12-10,5086255400
2010-12-13,5087779600
2010-12-14,5263062600
2010-12-15,5311837000
2010-12-16,5301167600
2010-12-17,5421579400
2010-12-20,5371280800
2010-12-21,5351466200
2010-12-22,5427676200
2010-12-23,5426152000
2010-12-27,5380426000
2010-12-28,5359087199
2010-12-29,5343845200
2010-12-30,5398716400
2010-12-31,5279378480
2011-01-03,5337293140
2011-01-04,5376918960
2011-01-05,5268709990
2011-01-06,5256517430
2011-01-07,5140688110
2011-01-10,5084297520
2011-01-11,4977612619
2011-01-12,5055340190
2011-01-13,5034003210
2011-01-14,5027906930
2011-01-18,5064484610
2011-01-19,4965420060
2011-01-20,4889216560
2011-01-21,4877024000
2011-01-24,4912077610
2011-01-25,4864831440
2011-01-26,4878548070
2011-01-27,5037051350
2011-01-28,4736809560
2011-01-31,4799296430
2011-02-01,4689563390
2011-02-02,4803868640
2011-02-03,4878548070
2011-02-04,4907505400
2011-02-07,4934938660
2011-02-08,4974564480
2011-02-09,4918173890
2011-02-10,4919697960
2011-02-11,4941034940
2011-02-14,4896836910
2011-02-15,4930366450
2011-02-16,4988281110
2011-02-17,4988281110
2011-02-18,5005045880
2011-02-22,4875499930
2011-02-23,4797772360
2011-02-24,4739857700
2011-02-25,4794724220
2011-02-28,4816061200
2011-03-01,4796248290
2011-03-02,4825205620
2011-03-03,4957799710
2011-03-04,4867879580
2011-03-07,4845018530
2011-03-08,4899885050
2011-03-09,4791676080
2011-03-10,4718520720
2011-03-11,4745953980
2011-03-14,4668226410
2011-03-15,4582878490
2011-03-16,4555445230
2011-03-17,4599643260
2011-03-18,4584402560
2011-03-21,4652985710
2011-03-22,4642317220
2011-03-23,4529536040
2011-03-24,4523439760
2011-03-25,4579830350
2011-03-28,4576782210
2011-03-29,4585926630
2011-03-30,4564589650
2011-03-31,4579590000
2011-04-01,4553638990
2011-04-04,4521581860
2011-04-05,4584169590
2011-04-06,4759720540
2011-04-07,4732243000
2011-04-08,4776512370
2011-04-11,4794830730
2011-04-12,4846732750
2011-04-13,4915426600
2011-04-14,4932218430
2011-04-15,4973434740
2011-04-18,4985646979
2011-04-19,5008544930
2011-04-20,5068079600
2011-04-21,5107769380
2011-04-25,5060446950
2011-04-26,5112348970
2011-04-27,5177989760
2011-04-28,5130667330
2011-04-29,4868104170
2011-05-02,4884896000
2011-05-03,4875736820
2011-05-04,4840626630
2011-05-05,4845206220
2011-05-06,4930691900
2011-05-09,4918479660
2011-05-10,4961222500
2011-05-11,4916953130
2011-05-12,4953589850
2011-05-13,4811622560
2011-05-16,4800936850
2011-05-17,4802463380
2011-05-18,4810096030
2011-05-19,4840626630
2011-05-20,4782618490
2011-05-23,4692553220
2011-05-24,4756667480
2011-05-25,4785671550
2011-05-26,4889475590
2011-05-27,4897108240
2011-05-31,4915426600
2011-06-01,4811622560
2011-06-02,4797883790
2011-06-03,4849785810
2011-06-06,4744455240
2011-06-07,4749034830
2011-06-08,4732243000
2011-06-09,4723083820
2011-06-10,4666602210
2011-06-13,4669655270
2011-06-14,4762773600
2011-06-15,4648283850
2011-06-16,4683394040
2011-06-17,4735296060
2011-06-20,4774985840
2011-06-21,4866577640
2011-06-22,4686447100
2011-06-23,4631492020
2011-06-24,4587222650
2011-06-27,4571957350
2011-06-28,4604014480
2011-06-29,4677287920
2011-06-30,4653827700
2011-07-01,4664353320
2011-07-05,4665856980
2011-07-06,4659842340
2011-07-07,4658338680
2011-07-08,4607214240
2011-07-11,4539549540
2011-07-12,4563608100
2011-07-13,4834266900
2011-07-14,4987640220
2011-07-15,4965085320
2011-07-18,4853814480
2011-07-19,4864340100
2011-07-20,4861332780
2011-07-21,4819230300
2011-07-22,4807201020
2011-07-25,4732018020
2011-07-26,4712470440
2011-07-27,4604206920
2011-07-28,4580148360
2011-07-29,4554586140
2011-08-01,4538045880
2011-08-02,4410234780
2011-08-03,4419256740
2011-08-04,4228291920
2011-08-05,4235810220
2011-08-08,3873428160
2011-08-09,4074918600
2011-08-10,4011764880
2011-08-11,4241824860
2011-08-12,4314000540
2011-08-15,4399709160
2011-08-16,4377154260
2011-08-17,4368132300
2011-08-18,4142583300
2011-08-19,4181678460
2011-08-22,4241824860
2011-08-23,4404220140
2011-08-24,4465870200
2011-08-25,4360614000
2011-08-26,4447826280
2011-08-29,4538045880
2011-08-30,4574133720
2011-08-31,4656835020
2011-09-01,4671871620
2011-09-02,4516994640
2011-09-06,4416249420
2011-09-07,4556089800
2011-09-08,4474892160
2011-09-09,4348584720
2011-09-12,4317007860
2011-09-13,4417753080
2011-09-14,4435797000
2011-09-15,4420760400
2011-09-16,4477899480
2011-09-19,4369635960
2011-09-20,4359110340
2011-09-21,4303474920
2011-09-22,4195211400
2011-09-23,4310993220
2011-09-26,4321518840
2011-09-27,4437300660
2011-09-28,4338059100
2011-09-29,4386176220
2011-09-30,4213963510
2011-10-03,3959281450
2011-10-04,4061739750
2011-10-05,4171516500
2011-10-06,4379360480
2011-10-07,4342768230
2011-10-10,4421807490
2011-10-11,4335449780
2011-10-12,4423271180
2011-10-13,4430589630
2011-10-14,4451081290
2011-10-17,4341304540
2011-10-18,4424734870
2011-10-19,4386678930
2011-10-20,4424734870
2011-10-21,4550612210
2011-10-24,4639897300
2011-10-25,4006119530
2011-10-26,3990018940
2011-10-27,4190544470
2011-10-28,4260801590
2011-10-31,4142242700
2011-11-01,4076376650
2011-11-02,4133460560
2011-11-03,4205181370
2011-11-04,4278365870
2011-11-07,4304712290
2011-11-08,4319349190
2011-11-09,4126142110
2011-11-10,4067594510
2011-11-11,4104186760
2011-11-14,4057348680
2011-11-15,4079304030
2011-11-16,4036857019
2011-11-17,3913907060
2011-11-18,3875851120
2011-11-21,3789493410
2011-11-22,3744119019
2011-11-23,3691426180
2011-11-25,3657761310
2011-11-28,3789493410
2011-11-29,3716308910
2011-11-30,3812912450
2011-12-01,3777783890
2011-12-02,3773392820
2011-12-05,3799739240
2011-12-06,3720699980
2011-12-07,3722163670
2011-12-08,3657761310
2011-12-09,3672398210
2011-12-12,3606532160
2011-12-13,3521638140
2011-12-14,3433816740
2011-12-15,3552375630
2011-12-16,3618241680
2011-12-19,3561157769
2011-12-20,3717772600
2011-12-21,3710454150
2011-12-22,3723627360
2011-12-23,3700208320
2011-12-27,3694353560
2011-12-28,3657761310
2011-12-29,3706063080
2011-12-30,3717772600
2012-01-03,3688454640
2012-01-04,3597719520
2012-01-05,3573235440
2012-01-06,3589078080
2012-01-09,3574675680
2012-01-10,3764787360
2012-01-11,3812315280
2012-01-12,3751825200
2012-01-13,3715819200
2012-01-17,3763347120
2012-01-18,3744624000
2012-01-19,3797912880
2012-01-20,3748944720
2012-01-23,3846881040
2012-01-24,3868484640
2012-01-25,3944817360
2012-01-26,3918893040
2012-01-27,4329361440
2012-01-30,4218462960
2012-01-31,4181016720
2012-02-01,4196859360
2012-02-02,4202620320
2012-02-03,4263110400
2012-02-06,4227104400
2012-02-07,4274632320
2012-02-08,4281833520
2012-02-09,4309198080
2012-02-10,4281833520
2012-02-13,4303437120
2012-02-14,4227104400
2012-02-15,4234305600
2012-02-16,4235745840
2012-02-17,4192538640
2012-02-21,4168054560
2012-02-22,4172375280
2012-02-23,4159413120
2012-02-24,4237186080
2012-02-27,4237186080
2012-02-28,4240066560
2012-02-29,4219903200
2012-03-01,4299116400
2012-03-02,4329361440
2012-03-05,4290474960
2012-03-06,4183897200
2012-03-07,4212702000
2012-03-08,4296235920
2012-03-09,4317839520
2012-03-12,4340883360
2012-03-13,4464744000
2012-03-14,4532435280
2012-03-15,4551158400
2012-03-16,4545397440
2012-03-19,4604447280
2012-03-20,4588604640
2012-03-21,4556919360
2012-03-22,4526674320
2012-03-23,4565560800
2012-03-26,4607327760
2012-03-27,4536756000
2012-03-28,4458983040
2012-03-29,4463303760
2012-03-30,4451781840
2012-04-02,4436423160
2012-04-03,4500677760
2012-04-04,4405009800
2012-04-05,4389303120
2012-04-09,4336471560
2012-04-10,4260793920
2012-04-11,4357889760
2012-04-12,4402154040
2012-04-13,4325048520
2012-04-16,4282212120
2012-04-17,4352178240
2012-04-18,4345038840
2012-04-19,4316481240
2012-04-20,4355034000
2012-04-23,4350750360
2012-04-24,4462125000
2012-04-25,4527807480
2012-04-26,4576355400
2012-04-27,4870498680
2012-04-30,4856219880
2012-05-01,4917618720
2012-05-02,4999007880
2012-05-03,4911907200
2012-05-04,4827662280
2012-05-07,4826234400
2012-05-08,4771974960
2012-05-09,4791965280
2012-05-10,4883349600
2012-05-11,4813383480
2012-05-14,4763407680
2012-05-15,4859075640
2012-05-16,4741989480
2012-05-17,4583494800
2012-05-18,4519240200
2012-05-21,4600629360
2012-05-22,4593489960
2012-05-23,4589206320
2012-05-24,4582066920
2012-05-25,4509245040
2012-05-29,4482115320
2012-05-30,4443562560
2012-05-31,4423572240
2012-06-01,4363601280
2012-06-04,4343610960
2012-06-05,4407865560
2012-06-06,4534946880
2012-06-07,4563504480
2012-06-08,4576355400
2012-06-11,4522095960
2012-06-12,4593489960
2012-06-13,4564932360
2012-06-14,4539230520
2012-06-15,4539230520
2012-06-18,4577783280
2012-06-19,4634898480
2012-06-20,4620619680
2012-06-21,4423572240
2012-06-22,4487826840
2012-06-25,4360745520
2012-06-26,4352178240
2012-06-27,4360745520
2012-06-28,4316481240
2012-06-29,4454985600
2012-07-02,4449284690
2012-07-03,4413621940
2012-07-05,4412195430
2012-07-06,4402209860
2012-07-09,4423607510
2012-07-10,4400783350
2012-07-11,4460696770
2012-07-12,4480667910
2012-07-13,4546287370
2012-07-16,4519183680
2012-07-17,4617612870
2012-07-18,4607627300
2012-07-19,4553419920
2012-07-20,4466402810
2012-07-23,4369400130
2012-07-24,4376532680
2012-07-25,4403636370
2012-07-26,4376532680
2012-07-27,4544860860
2012-07-30,4524889720
2012-07-31,4502065560
2012-08-01,4509198110
2012-08-02,4540581330
2012-08-03,5085508150
2012-08-06,5034153790
2012-08-07,5104052780
2012-08-08,5076949090
2012-08-09,5101199760
2012-08-10,5119744390
2012-08-13,5172525260
2012-08-14,5199628950
2012-08-15,5248130290
2012-08-16,5260968880
2012-08-17,5263821900
2012-08-20,5300911159
2012-08-21,5365104110
2012-08-22,5286646060
2012-08-23,5248130290
2012-08-24,5310896730
2012-08-27,5328014850
2012-08-28,5350839010
2012-08-29,5383648740
2012-08-30,5339426930
2012-08-31,5359398070
2012-09-04,5590492690
2012-09-05,5484930950
2012-09-06,5638994030
2012-09-07,5663244700
2012-09-10,5619022890
2012-09-11,5636141010
2012-09-12,5634714500
2012-09-13,5674656780
2012-09-14,5651832620
2012-09-17,5563389000
2012-09-18,5563389000
2012-09-19,5603331280
2012-09-20,5610463830
2012-09-21,5603331280
2012-09-24,5663244700
2012-09-25,5707466510
2012-09-26,5707466510
2012-09-27,5748835300
2012-09-28,5773085970
2012-10-01,5782981320
2012-10-02,5883231120
2012-10-03,5848859760
2012-10-04,5860316880
2012-10-05,5861749020
2012-10-08,5834538360
2012-10-09,5717102880
2012-10-10,5705645760
2012-10-11,5747177820
2012-10-12,5744313540
2012-10-15,5788709880
2012-10-16,5861749020
2012-10-17,5878934700
2012-10-18,5821649100
2012-10-19,5744313540
2012-10-22,5790142020
2012-10-23,5828809800
2012-10-24,5999234460
2012-10-25,5920466760
2012-10-26,5717102880
2012-10-31,5719967160
2012-11-01,5837402640
2012-11-02,5774388480
2012-11-05,5840266920
2012-11-06,5950541700
2012-11-07,5888959680
2012-11-08,5805895560
2012-11-09,5833106220
2012-11-12,5711374320
2012-11-13,5638335180
2012-11-14,5559567480
2012-11-15,5582481720
2012-11-16,5599667400
2012-11-19,5831674080
2012-11-20,5755770660
2012-11-21,5737152840
2012-11-23,5800167000
2012-11-26,5801599140
2012-11-27,5891823960
2012-11-28,5896120380
2012-11-29,5911873920
2012-11-30,5884663260
2012-12-03,5825945520
2012-12-04,5851724040
2012-12-05,5828809800
2012-12-06,5890391820
2012-12-07,5947677420
2012-12-10,5949109560
2012-12-11,6026445120
2012-12-12,6083730720
2012-12-13,5969159520
2012-12-14,6010691580
2012-12-17,6076570020
2012-12-18,6125262780
2012-12-19,6032173680
2012-12-20,6049359360
2012-12-21,5946245280
2012-12-24,5943381000
2012-12-26,5890391820
2012-12-27,5903281080
2012-12-28,5858884739
2012-12-31,5956690010
2013-01-02,6087086640
2013-01-03,6120044030
2013-01-04,6141537980
2013-01-07,6161599000
2013-01-08,6227513780
2013-01-09,6277666330
2013-01-10,6313489580
2013-01-11,6256172379
2013-01-14,6269068750
2013-01-15,6296294420
2013-01-16,6383703150
2013-01-17,6357910410
2013-01-18,6389434870
2013-01-22,6448185000
2013-01-23,6466813090
2013-01-24,6515532710
2013-01-25,6922484830
2013-01-28,6931082410
2013-01-29,6813582150
2013-01-30,6711844120
2013-01-31,6276233400
2013-02-01,6372239710
2013-02-04,6360776270
2013-02-05,6347879900
2013-02-06,6353611620
2013-02-07,6340715250
2013-02-08,6317788370
2013-02-11,6247574800
2013-02-12,6254739450
2013-02-13,6238977220
2013-02-14,6187391740
2013-02-15,6112879379
2013-02-19,6195989320
2013-02-20,6145836770
2013-02-21,6069891480
2013-02-22,6180227090
2013-02-25,6131507470
2013-02-26,6181660020
2013-02-27,6261904100
2013-02-28,6375105570
2013-03-01,6251873590
2013-03-04,6320654230
2013-03-05,6472544810
2013-03-06,6449617930
2013-03-07,6257605310
2013-03-08,6269068750
2013-03-11,6283398050
2013-03-12,6261904100
2013-03-13,6217483270
2013-03-14,6267635820
2013-03-15,6214617410
2013-03-18,6246141870
2013-03-19,6294861490
2013-03-20,6398032450
2013-03-21,6355044550
2013-03-22,6327818879
2013-03-25,6240410150
2013-03-26,6489739970
2013-03-27,6572849910
2013-03-28,6643063480
2013-04-01,6612708150
2013-04-02,6619841600
2013-04-03,6567054070
2013-04-04,6632681810
2013-04-05,6672629130
2013-04-08,6616988220
2013-04-09,6602721320
2013-04-10,6561347310
2013-04-11,6587027730
2013-04-12,6524253370
2013-04-15,6283142760
2013-04-16,6404411410
2013-04-17,6348770500
2013-04-18,6283142760
2013-04-19,6280289380
2013-04-22,6487159430
2013-04-23,6595587870
2013-04-24,6527106750
2013-04-25,6494292880
2013-04-26,6584174350
2013-04-29,6731123420
2013-04-30,6850965380
2013-05-01,6762510600
2013-05-02,6793897780
2013-05-03,6832418410
2013-05-06,6775350810
2013-05-07,6819578200
2013-05-08,7109196270
2013-05-09,7154850350
2013-05-10,7243305130
2013-05-13,7260425410
2013-05-14,7300372730
2013-05-15,7210491260
2013-05-16,7104916200
2013-05-17,7143436830
2013-05-20,7130596620
2013-05-21,7144863520
2013-05-22,7093502680
2013-05-23,7136303380
2013-05-24,7052128670
2013-05-28,7100636130
2013-05-29,7097782750
2013-05-30,7110622960
2013-05-31,6848112000
2013-06-03,6736830180
2013-06-04,6781057570
2013-06-05,6666922370
2013-06-06,6497146260
2013-06-07,6525680060
2013-06-10,6549933789
2013-06-11,6676909200
2013-06-12,6672629130
2013-06-13,6821004890
2013-06-14,6753950460
2013-06-17,6828138340
2013-06-18,6799604539
2013-06-19,6753950460
2013-06-20,6739683560
2013-06-21,6900899530
2013-06-24,6863805590
2013-06-25,6739683560
2013-06-26,6722563280
2013-06-27,6668349060
2013-06-28,6438651970
2013-07-01,6346203450
2013-07-02,6363244050
2013-07-03,6332002950
2013-07-05,6377444549
2013-07-08,6346203450
2013-07-09,6218398950
2013-07-10,6143136300
2013-07-11,6297921750
2013-07-12,6337683150
2013-07-15,6395905200
2013-07-16,6410105700
2013-07-17,6408685650
2013-07-18,6360403950
2013-07-19,6458387400
2013-07-22,6461227500
2013-07-23,6476848050
2013-07-24,6334843050
2013-07-25,6458387400
2013-07-26,6503829000
2013-07-29,6553530750
2013-07-30,6650094150
2013-07-31,6766538250
2013-08-01,6870201900
2013-08-02,6800619450
2013-08-05,6699795900
2013-08-06,6811979850
2013-08-07,6864521700
2013-08-08,7084629450
2013-08-09,7134331200
2013-08-12,7057648500
2013-08-13,6982385850
2013-08-14,6918483600
2013-08-15,6919903650
2013-08-16,7032087600
2013-08-19,7030667550
2013-08-20,7003686600
2013-08-21,6939784350
2013-08-22,6978125700
2013-08-23,6983805900
2013-08-26,6998006400
2013-08-27,6928423950
2013-08-28,6844641000
2013-08-29,6848901150
2013-08-30,6708316200
2013-09-03,6743817450
2013-09-04,6807719700
2013-09-05,6985225950
2013-09-06,6979545750
2013-09-09,7195393350
2013-09-10,7421181300
2013-09-11,7385680050
2013-09-12,7438221900
2013-09-13,7480823400
2013-09-16,7585907100
2013-09-17,7629928650
2013-09-18,7719391800
2013-09-19,7638448950
2013-09-20,7483663500
2013-09-23,7500704100
2013-09-24,7462362750
2013-09-25,7483663500
2013-09-26,7512064500
2013-09-27,7483663500
2013-09-30,7511109640
2013-10-01,7595008819
2013-10-02,7563724380
2013-10-03,7589320740
2013-10-04,7680330020
2013-10-07,7633403360
2013-10-08,7522485800
2013-10-09,7721568600
2013-10-10,7950513819
2013-10-11,7983220280
2013-10-14,7967578060
2013-10-15,7845284340
2013-10-16,7950513819
2013-10-17,7944825740
2013-10-18,7994596440
2013-10-21,8011660680
2013-10-22,8092715819
2013-10-23,8121156220
2013-10-24,8007394620
2013-10-25,7046109100
2013-10-28,7128586260
2013-10-29,7208219380
2013-10-30,7316292900
2013-10-31,7357531480
2013-11-01,7238081800
2013-11-04,7221017560
2013-11-05,7166980800
2013-11-06,7093035760
2013-11-07,7010558600
2013-11-08,7196843220
2013-11-11,7215329480
2013-11-12,7105833940
2013-11-13,7287852500
2013-11-14,7323403000
2013-11-15,7259412100
2013-11-18,7213907460
2013-11-19,7236659780
2013-11-20,7287852500
2013-11-21,7225283620
2013-11-22,7263678160
2013-11-25,7213907460
2013-11-26,7048953140
2013-11-27,6920971340
2013-11-29,6940879620
2013-12-02,6945145680
2013-12-03,6928081440
2013-12-04,6711934400
2013-12-05,6716200460
2013-12-06,6808631760
2013-12-09,6844182260
2013-12-10,6743218840
2013-12-11,6468768980
2013-12-12,6450282720
2013-12-13,6606704920
2013-12-16,6562622300
2013-12-17,6521383720
2013-12-18,6508585540
2013-12-19,6491521300
2013-12-20,6554090180
2013-12-23,6628035220
2013-12-24,6676383900
2013-12-26,6723310560
