,KMB
2009-04-13,19238124000
2009-04-14,19233968000
2009-04-15,19570604000
2009-04-16,19828276000
2009-04-17,20011140000
2009-04-20,19886460000
2009-04-21,19898928000
2009-04-22,19828276000
2009-04-23,19666192000
2009-04-24,19641256000
2009-04-27,19757624000
2009-04-28,19853212000
2009-04-29,19761780000
2009-04-30,19574760000
2009-05-01,19815808000
2009-05-04,20048544000
2009-05-05,19886460000
2009-05-06,20306216000
2009-05-07,20597136000
2009-05-08,20692724000
2009-05-11,20572200000
2009-05-12,20671944000
2009-05-13,20526484000
2009-05-14,20131664000
2009-05-15,20110884000
2009-05-18,20730128000
2009-05-19,20389336000
2009-05-20,20472456000
2009-05-21,20231408000
2009-05-22,20376868000
2009-05-26,20942084000
2009-05-27,20368556000
2009-05-28,20538952000
2009-05-29,20667788000
2009-06-01,21303656000
2009-06-02,21465740000
2009-06-03,21108324000
2009-06-04,20971176000
2009-06-05,20875588000
2009-06-08,21025204000
2009-06-09,20946240000
2009-06-10,20908836000
2009-06-11,20879744000
2009-06-12,21004424000
2009-06-15,20480768000
2009-06-16,20260500000
2009-06-17,20302060000
2009-06-18,20447520000
2009-06-19,20185692000
2009-06-22,20339464000
2009-06-23,20364400000
2009-06-24,20622072000
2009-06-25,21012736000
2009-06-26,20854808000
2009-06-29,21199756000
2009-06-30,20898975000
2009-07-01,21443804000
2009-07-02,21098607000
2009-07-06,21231695000
2009-07-07,21065335000
2009-07-08,20944724000
2009-07-09,20782523000
2009-07-10,20707661000
2009-07-13,21181787000
2009-07-14,21160992000
2009-07-15,21510348000
2009-07-16,21676708000
2009-07-17,21714139000
2009-07-20,21855545000
2009-07-21,21643436000
2009-07-22,21709980000
2009-07-23,23040860000
2009-07-24,23128199000
2009-07-27,23340308000
2009-07-28,23452601000
2009-07-29,23352785000
2009-07-30,23269605000
2009-07-31,23298718000
2009-08-03,23228015000
2009-08-04,23577371000
2009-08-05,23336149000
2009-08-06,23045019000
2009-08-07,22945203000
2009-08-10,23036701000
2009-08-11,23169789000
2009-08-12,23282082000
2009-08-13,23481714000
2009-08-14,23494191000
2009-08-17,23273764000
2009-08-18,23294559000
2009-08-19,23498350000
2009-08-20,23448442000
2009-08-21,23731254000
2009-08-24,23627279000
2009-08-25,23743731000
2009-08-26,23980794000
2009-08-27,23839388000
2009-08-28,23822752000
2009-08-31,24101405000
2009-09-01,23560735000
2009-09-02,23240492000
2009-09-03,23136517000
2009-09-04,23198902000
2009-09-08,23049178000
2009-09-09,23090768000
2009-09-10,23298718000
2009-09-11,23319513000
2009-09-14,23136517000
2009-09-15,22995111000
2009-09-16,22920249000
2009-09-17,22787161000
2009-09-18,23074132000
2009-09-21,22920249000
2009-09-22,22974316000
2009-09-23,23169789000
2009-09-24,23074132000
2009-09-25,22999270000
2009-09-28,23307036000
2009-09-29,22970157000
2009-09-30,23454297000
2009-10-01,23147271000
2009-10-02,23408658000
2009-10-05,23201208000
2009-10-06,23392062000
2009-10-07,23333976000
2009-10-08,23487489000
2009-10-09,23566320000
2009-10-12,23674194000
2009-10-13,23466744000
2009-10-14,23412807000
2009-10-15,23611959000
2009-10-16,23491638000
2009-10-19,23719833000
2009-10-20,23686641000
2009-10-21,23736429000
2009-10-22,25089003000
2009-10-23,24483249000
2009-10-26,24445908000
2009-10-27,24466653000
2009-10-28,24271650000
2009-10-29,24549633000
2009-10-30,24321438000
2009-11-02,24947937000
2009-11-03,24653358000
2009-11-04,24914745000
2009-11-05,25271559000
2009-11-06,25333794000
2009-11-09,25491456000
2009-11-10,25553691000
2009-11-11,25454115000
2009-11-12,25284006000
2009-11-13,25466562000
2009-11-16,25781886000
2009-11-17,25960293000
2009-11-18,25898058000
2009-11-19,25748694000
2009-11-20,25748694000
2009-11-23,26117955000
2009-11-24,26151147000
2009-11-25,26250723000
2009-11-27,26072316000
2009-11-30,26234127000
2009-12-01,26570196000
2009-12-02,26561898000
2009-12-03,26259021000
2009-12-04,26192637000
2009-12-07,25922952000
2009-12-08,25810929000
2009-12-09,25499754000
2009-12-10,25694757000
2009-12-11,25732098000
2009-12-14,25860717000
2009-12-15,25852419000
2009-12-16,25831674000
2009-12-17,25487307000
2009-12-18,25184430000
2009-12-21,25644969000
2009-12-22,25541244000
2009-12-23,25545393000
2009-12-24,25454115000
2009-12-28,25603479000
2009-12-29,25611777000
2009-12-30,25607628000
2009-12-31,25498656000
2010-01-04,25724160000
2010-01-05,25745040000
2010-01-06,25427664000
2010-01-07,25260624000
2010-01-08,25101936000
2010-01-11,25068528000
2010-01-12,25223040000
2010-01-13,25465248000
2010-01-14,25223040000
2010-01-15,24905664000
2010-01-19,25135344000
2010-01-20,24851376000
2010-01-21,24458832000
2010-01-22,24108048000
2010-01-25,24195744000
2010-01-26,24057936000
2010-01-27,23815728000
2010-01-28,23657040000
2010-01-29,23769792000
2010-02-01,23819904000
2010-02-02,24287616000
2010-02-03,24170688000
2010-02-04,23707152000
2010-02-05,23598576000
2010-02-08,23594400000
2010-02-09,23861664000
2010-02-10,23586048000
2010-02-11,23690448000
2010-02-12,23560992000
2010-02-16,23719680000
2010-02-17,23753088000
2010-02-18,24174864000
2010-02-19,24116400000
2010-02-22,23974416000
2010-02-23,24166512000
2010-02-24,24137280000
2010-02-25,24174864000
2010-02-26,24312672000
2010-03-01,24316848000
2010-03-02,24149808000
2010-03-03,24024528000
2010-03-04,24032880000
2010-03-05,24057936000
2010-03-08,24062112000
2010-03-09,24020352000
2010-03-10,23807376000
2010-03-11,23899248000
2010-03-12,24045408000
2010-03-15,24153984000
2010-03-16,24229152000
2010-03-17,24387840000
2010-03-18,24529824000
2010-03-19,24588288000
2010-03-22,25214688000
2010-03-23,25419312000
2010-03-24,25172928000
2010-03-25,25231392000
2010-03-26,25139520000
2010-03-29,25302384000
2010-03-30,25273152000
2010-03-31,24933699000
2010-04-01,24780630000
2010-04-05,24685479000
2010-04-06,24664794000
2010-04-07,24400026000
2010-04-08,24317286000
2010-04-09,24457944000
2010-04-12,24342108000
2010-04-13,24209724000
2010-04-14,24284190000
2010-04-15,24420711000
2010-04-16,24511725000
2010-04-19,24644109000
2010-04-20,24793041000
2010-04-21,24962658000
2010-04-22,24631698000
2010-04-23,24160080000
2010-04-26,24164217000
2010-04-27,24077340000
2010-04-28,24197313000
2010-04-29,24296601000
2010-04-30,24292464000
2010-05-03,24246957000
2010-05-04,24263505000
2010-05-05,24391752000
2010-05-06,24222135000
2010-05-07,24189039000
2010-05-10,24954384000
2010-05-11,24896466000
2010-05-12,24900603000
2010-05-13,24656520000
2010-05-14,24428985000
2010-05-17,24697890000
2010-05-18,24582054000
2010-05-19,24582054000
2010-05-20,24280053000
2010-05-21,24433122000
2010-05-24,24180765000
2010-05-25,24011148000
2010-05-26,23891175000
2010-05-27,24259368000
2010-05-28,24069066000
2010-06-01,24234546000
2010-06-02,24226272000
2010-06-03,24296601000
2010-06-04,23862216000
2010-06-07,24139395000
2010-06-08,24449670000
2010-06-09,24491040000
2010-06-10,24673068000
2010-06-11,24644109000
2010-06-14,24764082000
2010-06-15,24991617000
2010-06-16,24913014000
2010-06-17,25032987000
2010-06-18,24892329000
2010-06-21,24859233000
2010-06-22,24730986000
2010-06-23,24714438000
2010-06-24,24540684000
2010-06-25,24375204000
2010-06-28,24486903000
2010-06-29,24176628000
2010-06-30,23766990000
2010-07-01,23771080000
2010-07-02,23713820000
2010-07-06,23595210000
2010-07-07,24024660000
2010-07-08,24270060000
2010-07-09,24188260000
2010-07-12,24278240000
2010-07-13,24450020000
2010-07-14,24433660000
2010-07-15,24511370000
2010-07-16,24327320000
2010-07-19,24548180000
2010-07-20,24871290000
2010-07-21,24445930000
2010-07-22,24679060000
2010-07-23,24949000000
2010-07-26,25141230000
2010-07-27,25443890000
2010-07-28,25247570000
2010-07-29,25063520000
2010-07-30,25137140000
2010-08-02,25529780000
2010-08-03,25402990000
2010-08-04,25615670000
2010-08-05,25603400000
2010-08-06,25595220000
2010-08-09,25820170000
2010-08-10,25881520000
2010-08-11,25529780000
2010-08-12,25570680000
2010-08-13,25407080000
2010-08-16,25525690000
2010-08-17,25447980000
2010-08-18,25591130000
2010-08-19,25398900000
2010-08-20,25366180000
2010-08-23,25464340000
2010-08-24,25370270000
2010-08-25,25276200000
2010-08-26,25124870000
2010-08-27,25268020000
2010-08-30,25153500000
2010-08-31,25247570000
2010-09-01,25632030000
2010-09-02,25828350000
2010-09-03,25942870000
2010-09-07,26008310000
2010-09-08,25906060000
2010-09-09,25918330000
2010-09-10,25975590000
2010-09-13,26065570000
2010-09-14,26053300000
2010-09-15,26110560000
2010-09-16,26102380000
2010-09-17,26016490000
2010-09-20,26229170000
2010-09-21,26073750000
2010-09-22,26171910000
2010-09-23,26061480000
2010-09-24,25893790000
2010-09-27,25607490000
2010-09-28,25370270000
2010-09-29,25505240000
2010-09-30,25374999988
2010-10-01,25366860453
2010-10-04,25423837197
2010-10-05,25554069755
2010-10-06,25761627895
2010-10-07,25777906964
2010-10-08,25920348825
2010-10-11,25871511616
2010-10-12,26013953476
2010-10-13,26062790685
2010-10-14,25916279057
2010-10-15,25891860453
2010-10-18,26062790685
2010-10-19,25773837197
2010-10-20,25969186034
2010-10-21,26079069755
2010-10-22,25965116267
2010-10-25,25928488360
2010-10-26,24422674407
2010-10-27,24320930221
2010-10-28,24394186035
2010-10-29,24707558128
2010-11-01,24251744174
2010-11-02,24556976732
2010-11-03,24561046500
2010-11-04,24565116267
2010-11-05,24585465105
2010-11-08,24504069756
2010-11-09,24247674407
2010-11-10,24129651151
2010-11-11,24243604640
2010-11-12,24190697663
2010-11-15,24255813942
2010-11-16,23999418593
2010-11-17,24056395337
2010-11-18,24223255802
2010-11-19,24121511616
2010-11-22,24231395337
2010-11-23,23974999989
2010-11-24,23905813942
2010-11-26,24044186035
2010-11-29,23999418593
2010-11-30,24141860454
2010-12-01,24365697663
2010-12-02,24060465105
2010-12-03,24186627895
2010-12-06,24060465105
2010-12-07,24162209291
2010-12-08,24158139523
2010-12-09,24178488361
2010-12-10,24068604640
2010-12-13,24044186035
2010-12-14,24186627895
2010-12-15,24182558128
2010-12-16,24276162779
2010-12-17,24471511616
2010-12-20,24593604639
2010-12-21,24585465105
2010-12-22,24650581384
2010-12-23,24658720918
2010-12-27,24634302314
2010-12-28,24723837198
2010-12-29,24638372081
2010-12-30,24589534872
2010-12-31,24373428000
2011-01-03,24216102000
2011-01-04,24320986000
2011-01-05,24401666000
2011-01-06,24365360000
2011-01-07,24353258000
2011-01-10,24325020000
2011-01-11,24272578000
2011-01-12,24696148000
2011-01-13,24591264000
2011-01-14,24607400000
2011-01-18,24700182000
2011-01-19,24764726000
2011-01-20,24954324000
2011-01-21,24853474000
2011-01-24,24732454000
2011-01-25,25365792000
2011-01-26,25180228000
2011-01-27,25180228000
2011-01-28,25026936000
2011-01-31,25026936000
2011-02-01,24946256000
2011-02-02,24736488000
2011-02-03,25063242000
2011-02-04,25135854000
2011-02-07,25107616000
2011-02-08,25160058000
2011-02-09,25164092000
2011-02-10,25127786000
2011-02-11,25458574000
2011-02-14,25156024000
2011-02-15,25115684000
2011-02-16,25156024000
2011-02-17,25273010000
2011-02-18,25385962000
2011-02-22,25156024000
2011-02-23,25212500000
2011-02-24,25063242000
2011-02-25,25164092000
2011-02-28,25478744000
2011-03-01,25313350000
2011-03-02,24918018000
2011-03-03,25220568000
2011-03-04,25043072000
2011-03-07,24857508000
2011-03-08,24978528000
2011-03-09,25035004000
2011-03-10,25087446000
2011-03-11,24994664000
2011-03-14,24889780000
2011-03-15,24655808000
2011-03-16,24458142000
2011-03-17,24663876000
2011-03-18,24857508000
2011-03-21,25200398000
2011-03-22,25135854000
2011-03-23,25075344000
2011-03-24,25224602000
2011-03-25,25172160000
2011-03-28,25216534000
2011-03-29,25285112000
2011-03-30,25430336000
2011-03-31,24604848000
2011-04-01,24644178000
2011-04-04,24825096000
2011-04-05,24644178000
2011-04-06,24777900000
2011-04-07,24703173000
2011-04-08,24663843000
2011-04-11,24663843000
2011-04-12,24766101000
2011-04-13,24589116000
2011-04-14,24640245000
2011-04-15,24726771000
2011-04-18,24785766000
2011-04-19,24813297000
2011-04-20,24982416000
2011-04-21,24899823000
2011-04-25,24215481000
2011-04-26,24431796000
2011-04-27,24502590000
2011-04-28,24722838000
2011-04-29,24903756000
2011-05-02,24978483000
2011-05-03,25241994000
2011-05-04,25348185000
2011-05-05,25190865000
2011-05-06,25210529999
2011-05-09,25332453000
2011-05-10,25509438000
2011-05-11,25438644000
2011-05-12,25784748000
2011-05-13,25741485000
2011-05-16,25666758000
2011-05-17,25765083000
2011-05-18,25741485000
2011-05-19,25796547000
2011-05-20,25702154999
2011-05-23,25611696000
2011-05-24,25765083000
2011-05-25,25489773000
2011-05-26,25525170000
2011-05-27,25505504999
2011-05-31,25745417999
2011-06-01,25446510000
2011-06-02,25218396000
2011-06-03,24888024000
2011-06-06,24935220000
2011-06-07,24840828000
2011-06-08,24675642000
2011-06-09,24663843000
2011-06-10,24361002000
2011-06-13,24463260000
2011-06-14,24730704000
2011-06-15,24561585000
2011-06-16,24773967000
2011-06-17,24962751000
2011-06-20,25175133000
2011-06-21,25198730999
2011-06-22,25033545000
2011-06-23,24911622000
2011-06-24,24640245000
2011-06-27,24659910000
2011-06-28,24773967000
2011-06-29,24943086000
2011-06-30,25022360000
2011-07-01,25147864000
2011-07-05,25006672000
2011-07-06,24963530000
2011-07-07,25077268000
2011-07-08,25041970000
2011-07-11,25034126000
2011-07-12,25077268000
2011-07-13,25089034000
2011-07-14,24951764000
2011-07-15,25222382000
2011-07-18,24951764000
2011-07-19,25120410000
2011-07-20,25175318000
2011-07-21,25489077999
2011-07-22,25524376000
2011-07-25,24990984000
2011-07-26,25159630000
2011-07-27,24885090000
2011-07-28,24736054000
2011-07-29,24571330000
2011-08-01,24496812000
2011-08-02,24257570000
2011-08-03,24265414000
2011-08-04,23696724000
2011-08-05,24085002000
2011-08-08,23630050000
2011-08-09,24147754000
2011-08-10,23520234000
2011-08-11,24285024000
2011-08-12,24485046000
2011-08-15,24845870000
2011-08-16,24841948000
2011-08-17,24798806000
2011-08-18,24657614000
2011-08-19,24567408000
2011-08-22,24724288000
2011-08-23,25285134000
2011-08-24,25536142000
2011-08-25,25296900000
2011-08-26,25496922000
2011-08-29,25724398000
2011-08-30,25755774000
2011-08-31,25998938000
2011-09-01,25853824000
2011-09-02,25610660000
2011-09-06,25657724000
2011-09-07,25744008000
2011-09-08,25602816000
2011-09-09,25273368000
2011-09-12,25281211999
2011-09-13,25375340000
2011-09-14,25642036000
2011-09-15,25845980000
2011-09-16,26230336000
2011-09-19,26273477999
2011-09-20,26481344000
2011-09-21,26046002000
2011-09-22,26014626000
2011-09-23,26300932000
2011-09-26,26614692000
2011-09-27,26755884000
2011-09-28,26246024000
2011-09-29,26775494000
2011-09-30,26849670000
2011-10-03,26719485000
2011-10-04,26612969999
2011-10-05,26597190000
2011-10-06,26837835000
2011-10-07,26829945000
2011-10-10,27094260000
2011-10-11,27015360000
2011-10-12,27220500000
2011-10-13,26995635000
2011-10-14,27188940000
2011-10-17,26928570000
2011-10-18,27141600000
2011-10-19,27062699999
2011-10-20,27110040000
2011-10-21,27603165000
2011-10-24,26336820000
2011-10-25,26297370000
2011-10-26,26573520000
2011-10-27,26853614999
2011-10-28,26609025000
2011-10-31,26356545000
2011-11-01,25977824999
2011-11-02,26127735000
2011-11-03,26352600000
2011-11-04,26356545000
2011-11-07,26538015000
2011-11-08,26802330000
2011-11-09,26380215000
2011-11-10,26636640000
2011-11-11,26885175000
2011-11-14,26908844999
2011-11-15,26991690000
2011-11-16,26581410000
2011-11-17,26478840000
2011-11-18,26506455000
2011-11-21,26261864999
2011-11-22,26242140000
2011-11-23,25906815000
2011-11-25,25973880000
2011-11-28,26344710000
2011-11-29,26372324999
2011-11-30,27023250000
2011-12-01,26960130000
2011-12-02,26743155000
2011-12-05,26628750000
2011-12-06,26766824999
2011-12-07,26703705000
2011-12-08,26399940000
2011-12-09,26522235000
2011-12-12,26435445000
2011-12-13,26514344999
2011-12-14,26545905000
2011-12-15,26940405000
2011-12-16,26952239999
2011-12-19,26916735000
2011-12-20,27449310000
2011-12-21,27622890000
2011-12-22,27571605000
2011-12-23,27879315000
2011-12-27,27910875000
2011-12-28,27745185000
2011-12-29,27981885000
2011-12-30,27812250000
2012-01-03,27636884000
2012-01-04,27550247999
2012-01-05,27475426000
2012-01-06,27412418000
2012-01-09,27443922000
2012-01-10,27506929999
2012-01-11,27376976000
2012-01-12,27491178000
2012-01-13,27439984000
2012-01-17,27798342000
2012-01-18,27920420000
2012-01-19,27991304000
2012-01-20,27865288000
2012-01-23,27751086000
2012-01-24,27278526000
2012-01-25,27124944000
2012-01-26,27168261999
2012-01-27,26849284000
2012-01-30,26928044000
2012-01-31,27010742000
2012-02-01,27195828000
2012-02-02,27294278000
2012-02-03,27262774000
2012-02-06,27250960000
2012-02-07,27077688000
2012-02-08,27061936000
2012-02-09,27128882000
2012-02-10,27010742000
2012-02-13,27077688000
2012-02-14,27034370000
2012-02-15,26872911999
2012-02-16,26959547999
2012-02-17,27014679999
2012-02-21,26947734000
2012-02-22,26884726000
2012-02-23,27136758000
2012-02-24,27105254000
2012-02-27,27121006000
2012-02-28,27262774000
2012-02-29,27506929999
2012-03-01,27239146000
2012-03-02,27306092000
2012-03-05,27424232000
2012-03-06,27400604000
2012-03-07,26963486000
2012-03-08,27097378000
2012-03-09,27089502000
2012-03-12,27254897999
2012-03-13,27573876000
2012-03-14,27483302000
2012-03-15,27522682000
2012-03-16,27522682000
2012-03-19,27558124000
2012-03-20,27699892000
2012-03-21,27711706000
2012-03-22,27688078000
2012-03-23,27601442000
2012-03-26,27818032000
2012-03-27,27810156000
2012-03-28,27892854000
2012-03-29,27869226000
2012-03-30,27888915999
2012-04-02,28130592000
2012-04-03,28083359999
2012-04-04,28000704000
2012-04-05,28055808000
2012-04-09,27929855999
2012-04-10,27740928000
2012-04-11,27894432000
2012-04-12,27981024000
2012-04-13,28047936000
2012-04-16,28193568000
2012-04-17,28480896000
2012-04-18,28543872000
2012-04-19,28394304000
2012-04-20,28846944000
2012-04-23,28917792000
2012-04-24,29689248000
2012-04-25,29701055999
2012-04-26,29819136000
2012-04-27,29681376000
2012-04-30,29602655999
2012-05-01,29531808000
2012-05-02,29630208000
2012-05-03,29704992000
2012-05-04,29535744000
2012-05-07,29803392000
2012-05-08,29756159999
2012-05-09,30008063999
2012-05-10,30082848000
2012-05-11,29949024000
2012-05-14,30004128000
2012-05-15,30063168000
2012-05-16,30090720000
2012-05-17,29807328000
2012-05-18,29740416000
2012-05-21,29665632000
2012-05-22,29681376000
2012-05-23,29610528000
2012-05-24,29882112000
2012-05-25,29976576000
2012-05-29,30090720000
2012-05-30,29901792000
2012-05-31,29933280000
2012-06-01,29531808000
2012-06-04,29748288000
2012-06-05,29897855999
2012-06-06,30267840000
2012-06-07,30405600000
2012-06-08,30633888000
2012-06-11,30610272000
2012-06-12,30748032000
2012-06-13,30803136000
2012-06-14,31149504000
2012-06-15,31114080000
2012-06-18,31232159999
2012-06-19,31389600000
2012-06-20,30787392000
2012-06-21,30448896000
2012-06-22,30700800000
2012-06-25,30559104000
2012-06-26,30811008000
2012-06-27,30881855999
2012-06-28,31145568000
2012-06-29,31602144000
2012-07-02,31677438000
2012-07-03,31712889000
2012-07-05,31752279000
2012-07-06,31677438000
2012-07-09,31827120000
2012-07-10,32004375000
2012-07-11,31846814999
2012-07-12,31838937000
2012-07-13,32169813000
2012-07-16,32165874000
2012-07-17,32402214000
2012-07-18,32496750000
2012-07-19,32421909000
2012-07-20,32028009000
2012-07-23,31976802000
2012-07-24,31519878000
2012-07-25,31488366000
2012-07-26,32362824000
2012-07-27,32965491000
2012-07-30,33197892000
2012-07-31,32811870000
2012-08-01,32910345000
2012-08-02,32800053000
2012-08-03,32221020000
2012-08-06,31602597000
2012-08-07,31228392000
2012-08-08,31429281000
2012-08-09,31279599000
2012-08-10,31267782000
2012-08-13,31141734000
2012-08-14,31315050000
2012-08-15,31346562000
2012-08-16,31504122000
2012-08-17,31693193999
2012-08-20,31744401000
2012-08-21,31775913000
2012-08-22,31657743000
2012-08-23,31496243999
2012-08-24,31586841000
2012-08-27,31571085000
2012-08-28,31586841000
2012-08-29,31519878000
2012-08-30,31515939000
2012-08-31,31563207000
2012-09-04,31610475000
2012-09-05,31185063000
2012-09-06,31571085000
2012-09-07,31311110999
2012-09-10,31098405000
2012-09-11,31090527000
2012-09-12,31086588000
2012-09-13,31437159000
2012-09-14,31216575000
2012-09-17,31342622999
2012-09-18,31575024000
2012-09-19,31854693000
2012-09-20,32091033000
2012-09-21,32213142000
2012-09-24,32315556000
2012-09-25,32280105000
2012-09-26,32224959000
2012-09-27,32351007000
2012-09-28,32386458000
2012-10-01,32249612000
2012-10-02,32226254000
2012-10-03,32257398000
2012-10-04,32385867000
2012-10-05,32420904000
2012-10-08,32331365000
2012-10-09,32117250000
2012-10-10,32086106000
2012-10-11,32086106000
2012-10-12,31957637000
2012-10-15,32191217000
2012-10-16,32335258000
2012-10-17,32627233000
2012-10-18,32716772000
2012-10-19,32417011000
2012-10-22,32292435000
2012-10-23,32066641000
2012-10-24,31424296000
2012-10-25,30910420000
2012-10-26,30875383000
2012-10-31,31136214000
2012-11-01,31253004000
2012-11-02,31097284000
2012-11-05,31019424000
2012-11-06,31128427999
2012-11-07,31003852000
2012-11-08,30820881000
2012-11-09,31019424000
2012-11-12,31210181000
2012-11-13,31486584000
2012-11-14,31291934000
2012-11-15,31280254999
2012-11-16,31727950000
2012-11-19,32089999000
2012-11-20,32171752000
2012-11-21,32195110000
2012-11-23,32588302999
2012-11-26,32230147000
2012-11-27,31934279000
2012-11-28,32101677999
2012-11-29,31965423000
2012-11-30,31984888000
2012-12-03,31973209000
2012-12-04,32019925000
2012-12-05,31657875999
2012-12-06,31712377999
2012-12-07,32054962000
2012-12-10,31980995000
2012-12-11,32008246000
2012-12-12,31903135000
2012-12-13,32008246000
2012-12-14,31735736000
2012-12-17,31910921000
2012-12-18,32148394000
2012-12-19,31716271000
2012-12-20,31696806000
2012-12-21,31362008000
2012-12-24,31264683000
2012-12-26,31151786000
2012-12-27,31315292000
2012-12-28,31019424000
2012-12-31,31340316000
2013-01-02,32064567000
2013-01-03,31929012000
2013-01-04,32056821000
2013-01-07,31351935000
2013-01-08,31193142000
2013-01-09,31410029999
2013-01-10,31526220000
2013-01-11,31592060999
2013-01-14,31793457000
2013-01-15,31812822000
2013-01-16,31735362000
2013-01-17,32045201999
2013-01-18,32227232999
2013-01-22,32370534000
2013-01-23,32296947000
2013-01-24,32138154000
2013-01-25,32021964000
2013-01-28,32219487000
2013-01-29,32719104000
2013-01-30,32722976999
2013-01-31,33226467000
2013-02-01,33412371000
2013-02-04,33149007000
2013-02-05,33497576999
2013-02-06,33741576000
2013-02-07,33772560000
2013-02-08,33741576000
2013-02-11,33559545000
2013-02-12,33373641000
2013-02-13,33369768000
2013-02-14,33478212000
2013-02-15,33853893000
2013-02-19,34229574000
2013-02-20,34055289000
2013-02-21,34097892000
2013-02-22,35077761000
2013-02-25,34984809000
2013-02-26,34977063000
2013-02-27,35337252000
2013-02-28,34996428000
2013-03-01,35004174000
2013-03-04,35279157000
2013-03-05,35588997000
2013-03-06,35131983000
2013-03-07,34884111000
2013-03-08,34965444000
2013-03-11,34849254000
2013-03-12,34922841000
2013-03-13,34671096000
2013-03-14,34810524000
2013-03-15,34620747000
2013-03-18,34485192000
2013-03-19,34857000000
2013-03-20,35465061000
2013-03-21,35240427000
2013-03-22,35511537000
2013-03-25,35093253000
2013-03-26,36127344000
2013-03-27,35972424000
2013-03-28,36371343000
2013-04-01,36107942000
2013-04-02,36796555000
2013-04-03,36092554000
2013-04-04,36307986000
2013-04-05,36619593000
2013-04-08,36669604000
2013-04-09,36619593000
2013-04-10,36981211000
2013-04-11,37285124000
2013-04-12,37327441000
2013-04-15,36950435000
2013-04-16,37454392000
2013-04-17,37115856000
2013-04-18,37373605000
2013-04-19,39120143000
2013-04-22,38931640000
2013-04-23,38897017000
2013-04-24,38127617000
2013-04-25,38146852000
2013-04-26,38023748000
2013-04-29,38092994000
2013-04-30,38046830000
2013-05-01,38085300000
2013-05-02,38550787000
2013-05-03,38854700000
2013-05-06,38520011000
2013-05-07,38535399000
2013-05-08,38446918000
2013-05-09,37966043000
2013-05-10,38135311000
2013-05-13,38239180000
2013-05-14,38739290000
2013-05-15,38573869000
2013-05-16,38254568000
2013-05-17,38477694000
2013-05-20,37931420000
2013-05-21,37577496000
2013-05-22,37665977000
2013-05-23,37808316000
2013-05-24,38166087000
2013-05-28,38543093000
2013-05-29,36684992000
2013-05-30,36985058000
2013-05-31,35704007000
2013-06-03,35653996000
2013-06-04,35980991000
2013-06-05,35288531000
2013-06-06,35527045000
2013-06-07,35811723000
2013-06-10,35977144000
2013-06-11,36115636000
2013-06-12,35696313000
2013-06-13,35977144000
2013-06-14,36084860000
2013-06-17,36704227000
2013-06-18,36665757000
2013-06-19,35580903000
2013-06-20,34903831000
2013-06-21,35315460000
2013-06-24,35061558000
2013-06-25,35250061000
2013-06-26,35761712000
2013-06-27,35884816000
2013-06-28,35819417000
2013-07-01,35650164000
2013-07-02,35604228000
2013-07-03,35600400000
2013-07-05,35730552000
2013-07-08,35983200000
2013-07-09,36151632000
2013-07-10,36174600000
2013-07-11,36561228000
2013-07-12,36645444000
2013-07-15,36733488000
2013-07-16,36760284000
2013-07-17,36557400000
2013-07-18,36289440000
2013-07-19,36503808000
2013-07-22,35837736000
2013-07-23,36029136000
2013-07-24,35902812000
2013-07-25,36128664000
2013-07-26,36098040000
2013-07-29,36006168000
2013-07-30,35941092000
2013-07-31,36251160000
2013-08-01,36247332000
2013-08-02,36545916000
2013-08-05,36438732000
2013-08-06,36595680000
2013-08-07,36308580000
2013-08-08,36166944000
2013-08-09,36151632000
2013-08-12,36067416000
2013-08-13,36006168000
2013-08-14,35508528000
2013-08-15,35148696000
2013-08-16,34834800000
2013-08-19,34708476000
2013-08-20,34850112000
2013-08-21,34517076000
2013-08-22,35079792000
2013-08-23,35183148000
2013-08-26,34681680000
2013-08-27,34318020000
2013-08-28,33950532000
2013-08-29,34103652000
2013-08-30,34298879999
2013-09-03,33988812000
2013-09-04,33935220000
2013-09-05,33854832000
2013-09-06,34141932000
2013-09-09,34344816000
2013-09-10,34452000000
2013-09-11,34693164000
2013-09-12,34800348000
2013-09-13,35110416000
2013-09-16,35378376000
2013-09-17,35355408000
2013-09-18,35849220000
2013-09-19,35661648000
2013-09-20,35294160000
2013-09-23,35144868000
2013-09-24,34991748000
2013-09-25,34742928000
2013-09-26,35026200000
2013-09-27,34777380000
2013-09-30,34522758906
2013-10-01,34580099331
2013-10-02,34534226991
2013-10-03,34603035502
2013-10-04,34534226991
2013-10-07,34388964579
2013-10-08,34144312097
2013-10-09,34541872381
2013-10-10,35149680892
2013-10-11,35520482311
2013-10-14,35524305006
2013-10-15,35375219900
2013-10-16,35906574510
2013-10-17,36288844014
2013-10-18,36338539050
2013-10-21,36212390113
2013-10-22,37726177349
2013-10-23,38456312102
2013-10-24,38181078059
2013-10-25,38658914939
2013-10-28,39316418486
2013-10-29,39633702174
2013-10-30,39534312103
2013-10-31,39568716359
2013-11-01,39572539054
2013-11-04,39882177352
2013-11-05,39866886572
2013-11-06,40168879480
2013-11-07,39526666713
2013-11-08,39580184444
2013-11-11,39557248273
2013-11-12,39648992954
2013-11-13,39878354657
2013-11-14,40195638345
2013-11-15,40031262458
2013-11-18,39568716359
2013-11-19,39526666713
2013-11-20,39503730543
2013-11-21,39541957493
2013-11-22,39935695082
2013-11-25,39702510685
