,LIN
2009-04-13,21430727630
2009-04-14,21082736219
2009-04-15,21356817950
2009-04-16,21356817950
2009-04-17,21181282460
2009-04-20,20103432960
2009-04-21,20682392120
2009-04-22,21168964180
2009-04-23,21566228710
2009-04-24,22348439489
2009-04-27,22179063140
2009-04-28,22009686790
2009-04-29,22065119050
2009-04-30,22976671770
2009-05-01,22616362080
2009-05-04,23820473950
2009-05-05,22918159940
2009-05-06,23189162100
2009-05-07,22493179280
2009-05-08,22530134120
2009-05-11,22102073890
2009-05-12,22339200780
2009-05-13,21507716880
2009-05-14,21874185710
2009-05-15,21710968500
2009-05-18,22333041640
2009-05-19,22413110460
2009-05-20,22311484650
2009-05-21,21686331940
2009-05-22,21895742700
2009-05-26,22388473900
2009-05-27,21621660969
2009-05-28,21978891090
2009-05-29,22542452400
2009-06-01,23503278239
2009-06-02,23641858890
2009-06-03,22970512630
2009-06-04,23407811570
2009-06-05,23361618020
2009-06-08,23226116940
2009-06-09,23432448130
2009-06-10,22945876070
2009-06-11,23377015870
2009-06-12,23016706180
2009-06-15,22333041640
2009-06-16,21948095390
2009-06-17,22009686790
2009-06-18,22357678200
2009-06-19,22216017980
2009-06-22,21273669560
2009-06-23,21483080320
2009-06-24,21455364190
2009-06-25,21864947000
2009-06-26,22228336260
2009-06-29,22271450239
2009-06-30,21886503989
2009-07-01,21791824000
2009-07-02,21564377600
2009-07-06,21638144000
2009-07-07,20697622400
2009-07-08,21054160000
2009-07-09,21346152000
2009-07-10,21278532800
2009-07-13,21837928000
2009-07-14,21923988800
2009-07-15,22212907200
2009-07-16,22154508800
2009-07-17,21868664000
2009-07-20,22000828800
2009-07-21,22547929600
2009-07-22,22763081600
2009-07-23,23445420800
2009-07-24,23451568000
2009-07-27,23672867200
2009-07-28,23482304000
2009-07-29,22594033600
2009-07-30,23245636800
2009-07-31,24029404800
2009-08-03,24044772800
2009-08-04,24023257600
2009-08-05,23992521600
2009-08-06,23915681600
2009-08-07,24050920000
2009-08-10,23688235199
2009-08-11,23599100800
2009-08-12,23943344000
2009-08-13,23872651200
2009-08-14,23328624000
2009-08-17,23012043200
2009-08-18,23254857600
2009-08-19,23700529600
2009-08-20,23620616000
2009-08-21,24127760000
2009-08-24,23808105599
2009-08-25,23814252800
2009-08-26,23780443200
2009-08-27,23596027200
2009-08-28,23543776000
2009-08-31,23549923200
2009-09-01,23196459200
2009-09-02,23052000000
2009-09-03,23393169600
2009-09-04,23540702400
2009-09-08,23513040000
2009-09-09,23663646400
2009-09-10,23838841600
2009-09-11,23746633600
2009-09-14,23927976000
2009-09-15,24149275199
2009-09-16,24551916800
2009-09-17,24573432000
2009-09-18,24911528000
2009-09-21,25003736000
2009-09-22,25154342400
2009-09-23,24656419200
2009-09-24,24444340800
2009-09-25,24459708800
2009-09-28,24757848000
2009-09-29,24896160000
2009-09-30,25108238400
2009-10-01,24278366400
2009-10-02,24345985599
2009-10-05,24315249600
2009-10-06,24865424000
2009-10-07,24813172800
2009-10-08,25037545599
2009-10-09,25311096000
2009-10-12,25449408000
2009-10-13,25437113600
2009-10-14,25799798400
2009-10-15,25790577600
2009-10-16,25845902400
2009-10-19,26002656000
2009-10-20,25695296000
2009-10-21,25483217600
2009-10-22,25968846400
2009-10-23,25412524800
2009-10-26,25252697600
2009-10-27,25059060800
2009-10-28,24554990400
2009-10-29,25311096000
2009-10-30,24416678400
2009-11-02,24613388800
2009-11-03,24628756800
2009-11-04,24376721600
2009-11-05,24957632000
2009-11-06,25114385599
2009-11-09,25704516800
2009-11-10,25639971200
2009-11-11,25544689600
2009-11-12,25344905599
2009-11-13,25670707200
2009-11-16,26039539200
2009-11-17,26091790400
2009-11-18,25781356800
2009-11-19,25314169600
2009-11-20,25391009600
2009-11-23,25652265599
2009-11-24,25443260800
2009-11-25,25541616000
2009-11-27,25052913600
2009-11-30,25212740800
2009-12-01,25510880000
2009-12-02,25424819200
2009-12-03,25344905599
2009-12-04,25351052800
2009-12-07,25323390400
2009-12-08,24942264000
2009-12-09,25360273600
2009-12-10,25228108800
2009-12-11,25003736000
2009-12-14,25209667200
2009-12-15,25092870400
2009-12-16,25148195199
2009-12-17,24828540800
2009-12-18,24674860800
2009-12-21,24585726400
2009-12-22,24484297600
2009-12-23,24490444800
2009-12-24,24536548800
2009-12-28,24807025599
2009-12-29,24880792000
2009-12-30,24979147200
2009-12-31,24684081600
2010-01-04,25022037080
2010-01-05,24555711720
2010-01-06,24773534750
2010-01-07,24837961279
2010-01-08,25000561570
2010-01-11,25236792180
2010-01-12,24966814340
2010-01-13,25408596259
2010-01-14,24853300930
2010-01-15,24837961279
2010-01-19,24874776440
2010-01-20,24773534750
2010-01-21,24390043500
2010-01-22,24003484320
2010-01-25,24368567990
2010-01-26,24132337380
2010-01-27,23552498610
2010-01-28,23362286950
2010-01-29,23107648759
2010-02-01,23564770330
2010-02-02,23696691320
2010-02-03,23589313770
2010-02-04,22883689870
2010-02-05,22705749930
2010-02-08,22745633020
2010-02-09,23067765670
2010-02-10,23076969460
2010-02-11,23386830390
2010-02-12,23601585490
2010-02-16,23905310560
2010-02-17,23942125720
2010-02-18,23840884029
2010-02-19,23690555460
2010-02-22,23592381700
2010-02-23,23365354880
2010-02-24,23316268000
2010-02-25,23012542930
2010-02-26,23052426020
2010-03-01,23334675580
2010-03-02,23613857210
2010-03-03,23500343800
2010-03-04,23702827180
2010-03-05,24233579070
2010-03-08,24307209390
2010-03-09,24307209390
2010-03-10,24239714930
2010-03-11,24393111430
2010-03-12,24417654870
2010-03-15,24463673820
2010-03-16,24724447870
2010-03-17,25169297720
2010-03-18,25196909090
2010-03-19,25040444660
2010-03-22,25178501509
2010-03-23,25362577310
2010-03-24,25242928040
2010-03-25,24960678480
2010-03-26,25028172940
2010-03-29,25107939120
2010-03-30,25390188680
2010-03-31,25463819000
2010-04-01,25718155319
2010-04-05,25758042700
2010-04-06,25856227020
2010-04-07,25908387440
2010-04-08,25923728740
2010-04-09,26064868700
2010-04-12,26077141740
2010-04-13,26061800440
2010-04-14,26350216880
2010-04-15,26890230640
2010-04-16,26635565060
2010-04-19,26733749380
2010-04-20,27043643640
2010-04-21,26865684560
2010-04-22,26911708459
2010-04-23,27068189720
2010-04-26,27083531020
2010-04-27,26512834660
2010-04-28,25877704840
2010-04-29,25868500060
2010-04-30,25702814020
2010-05-03,25776452260
2010-05-04,25211892420
2010-05-05,25129049400
2010-05-06,24343574840
2010-05-07,24202434880
2010-05-10,24944953800
2010-05-11,24665742140
2010-05-12,25083025500
2010-05-13,24702561260
2010-05-14,23901745400
2010-05-17,23956974080
2010-05-18,23867994540
2010-05-19,23484462040
2010-05-20,22787967020
2010-05-21,23656284600
2010-05-24,23309571220
2010-05-25,23407755540
2010-05-26,23579578100
2010-05-27,24211639660
2010-05-28,23809697600
2010-06-01,23395482500
2010-06-02,23944701040
2010-06-03,23456847700
2010-06-04,22741943120
2010-06-07,22778762240
2010-06-08,23297298180
2010-06-09,23349458600
2010-06-10,23825038900
2010-06-11,23864926280
2010-06-14,23779015000
2010-06-15,24331301800
2010-06-16,24573694340
2010-06-17,24773131240
2010-06-18,24905066420
2010-06-21,25107571580
2010-06-22,24714834300
2010-06-23,24607445200
2010-06-24,24269936600
2010-06-25,24377325700
2010-06-28,24346643100
2010-06-29,23739127620
2010-06-30,23315707740
2010-07-01,23578139790
2010-07-02,23611923760
2010-07-06,23790057419
2010-07-07,24542518570
2010-07-08,24901857160
2010-07-09,24978638910
2010-07-12,25030850500
2010-07-13,25642033230
2010-07-14,25439329410
2010-07-15,25433186870
2010-07-16,24865001919
2010-07-19,24886500810
2010-07-20,25322621150
2010-07-21,25294979720
2010-07-22,25900019910
2010-07-23,26225574530
2010-07-26,26305427550
2010-07-27,26360710410
2010-07-28,26498917560
2010-07-29,26354567870
2010-07-30,26664766139
2010-08-02,26987249490
2010-08-03,26965750600
2010-08-04,27165383150
2010-08-05,27199167120
2010-08-06,26953465520
2010-08-09,27266735060
2010-08-10,27239093630
2010-08-11,26677051220
2010-08-12,26815258370
2010-08-13,26809115830
2010-08-16,27021033460
2010-08-17,27377300780
2010-08-18,27361944430
2010-08-19,27060959970
2010-08-20,27134670450
2010-08-23,26870541230
2010-08-24,26468204860
2010-08-25,26391423110
2010-08-26,26283928660
2010-08-27,26806044560
2010-08-30,26394494380
2010-08-31,26422135810
2010-09-01,26750761700
2010-09-02,26458991050
2010-09-03,26793759480
2010-09-07,26544986610
2010-09-08,26591055660
2010-09-09,26587984389
2010-09-10,26551129150
2010-09-13,26830614720
2010-09-14,26990320760
2010-09-15,27088601400
2010-09-16,27346588080
2010-09-17,27137741720
2010-09-20,27217594740
2010-09-21,27051746160
2010-09-22,27042532350
2010-09-23,27036389810
2010-09-24,27669071430
2010-09-27,27583075870
2010-09-28,27773494610
2010-09-29,27558505710
2010-09-30,27721283020
2010-10-01,27445002750
2010-10-04,27258260400
2010-10-05,27916450650
2010-10-06,27913389300
2010-10-07,27616438349
2010-10-08,27741953700
2010-10-11,27689910750
2010-10-12,27815426100
2010-10-13,28133806500
2010-10-14,27769505849
2010-10-15,27769505849
2010-10-18,27790935300
2010-10-19,27371530350
2010-10-20,27861346350
2010-10-21,28397082600
2010-10-22,28219524300
2010-10-25,28706278950
2010-10-26,28623622500
2010-10-27,27708278850
2010-10-28,27833794200
2010-10-29,27962370900
2010-11-01,27962370900
2010-11-02,28259321850
2010-11-03,28237892400
2010-11-04,28253199150
2010-11-05,28452186900
2010-11-08,28660358700
2010-11-09,28170542700
2010-11-10,28498107150
2010-11-11,28415450699
2010-11-12,28035843300
2010-11-15,28014413850
2010-11-16,27674604000
2010-11-17,27647051850
2010-11-18,28124622450
2010-11-19,28314426150
2010-11-22,28164420000
2010-11-23,27907266600
2010-11-24,28363407750
2010-11-26,28179726750
2010-11-29,28139929200
2010-11-30,28179726750
2010-12-01,28626683850
2010-12-02,28908328050
2010-12-03,28837917000
2010-12-06,28715463000
2010-12-07,28801180800
2010-12-08,28638929250
2010-12-09,28690972200
2010-12-10,28589947650
2010-12-13,28583824950
2010-12-14,28338916949
2010-12-15,28498107150
2010-12-16,28733831100
2010-12-17,28629745200
2010-12-20,29018536650
2010-12-21,29379775950
2010-12-22,29281812750
2010-12-23,29238953850
2010-12-27,29199156300
2010-12-28,29269567350
2010-12-29,29367530550
2010-12-30,29036904750
2010-12-31,29226708450
2011-01-03,28953640620
2011-01-04,28752953760
2011-01-05,28731668790
2011-01-06,28293806550
2011-01-07,28670854590
2011-01-10,28333335780
2011-01-11,28369824300
2011-01-12,28497534120
2011-01-13,28248195900
2011-01-14,28275562290
2011-01-18,28412394240
2011-01-19,28059671880
2011-01-20,27725193780
2011-01-21,27682623840
2011-01-24,27804252240
2011-01-25,27743438040
2011-01-26,27819455790
2011-01-27,27947165610
2011-01-28,27630931770
2011-01-31,28290765840
2011-02-01,28971884880
2011-02-02,28892826420
2011-02-03,28832012219
2011-02-04,28959722040
2011-02-07,28914111390
2011-02-08,28941477780
2011-02-09,28816808670
2011-02-10,29047902630
2011-02-11,29494887000
2011-02-14,29431032090
2011-02-15,29452317060
2011-02-16,29868894330
2011-02-17,29896260719
2011-02-18,30130395390
2011-02-22,29750306640
2011-02-23,29494887000
2011-02-24,29634759660
2011-02-25,29890179300
2011-02-28,30218575980
2011-03-01,29732062380
2011-03-02,29792876580
2011-03-03,29950993500
2011-03-04,29878016460
2011-03-07,29470561320
2011-03-08,29722940250
2011-03-09,29716858830
2011-03-10,29385421440
2011-03-11,29792876580
2011-03-14,29844568650
2011-03-15,29573945460
2011-03-16,28947559200
2011-03-17,29336770080
2011-03-18,29537456940
2011-03-21,29777673030
2011-03-22,29765510190
2011-03-23,30023970540
2011-03-24,30270268050
2011-03-25,30367570770
2011-03-28,30239860950
2011-03-29,30686845320
2011-03-30,30717252420
2011-03-31,30893613600
2011-04-01,30972243820
2011-04-04,31096764510
2011-04-05,31288101180
2011-04-06,31321509170
2011-04-07,31136246680
2011-04-08,31066393610
2011-04-11,30786981330
2011-04-12,30531865770
2011-04-13,30790018420
2011-04-14,30932761650
2011-04-15,31327583350
2011-04-18,31251656100
2011-04-19,32144560560
2011-04-20,32263007070
2011-04-21,32348045590
2011-04-25,32439158290
2011-04-26,32837017080
2011-04-27,32223524900
2011-04-28,32551530620
2011-04-29,32320711780
2011-05-02,32017002780
2011-05-03,31880333730
2011-05-04,31373139700
2011-05-05,31251656100
2011-05-06,31464252400
2011-05-09,31713293780
2011-05-10,31938038440
2011-05-11,31458178220
2011-05-12,31631292350
2011-05-13,31236470650
2011-05-16,31291138270
2011-05-17,31042096890
2011-05-18,31743664680
2011-05-19,31907667540
2011-05-20,31728479230
2011-05-23,31373139700
2011-05-24,31285064090
2011-05-25,31761887220
2011-05-26,31670774520
2011-05-27,31895519180
2011-05-31,32144560560
2011-06-01,31400473510
2011-06-02,31327583350
2011-06-03,30632089740
2011-06-06,30425567620
2011-06-07,30398233810
2011-06-08,30370900000
2011-06-09,30872019850
2011-06-10,30376974180
2011-06-13,30510606140
2011-06-14,31017800170
2011-06-15,30513643230
2011-06-16,30698905720
2011-06-17,30692831540
2011-06-20,31014763080
2011-06-21,31528031290
2011-06-22,31534105470
2011-06-23,31436918590
2011-06-24,31370102610
2011-06-27,31534105470
2011-06-28,32223524900
2011-06-29,32794497820
2011-06-30,32919018510
2011-07-01,32876761940
2011-07-05,32695805540
2011-07-06,33006447360
2011-07-07,33567412200
2011-07-08,33317089180
2011-07-11,32680725840
2011-07-12,32487705680
2011-07-13,32361036200
2011-07-14,32068490020
2011-07-15,32279605820
2011-07-18,31926740840
2011-07-19,32189127620
2011-07-20,32044362500
2011-07-21,32327860860
2011-07-22,31700545340
2011-07-25,31697529400
2011-07-26,31341648480
2011-07-27,30669093860
2011-07-28,30813858980
2011-07-29,31257202160
2011-08-01,30916400940
2011-08-02,30331308579
2011-08-03,30732428600
2011-08-04,29465733800
2011-08-05,29055565960
2011-08-08,27553627840
2011-08-09,28479521420
2011-08-10,27861253720
2011-08-11,29320968680
2011-08-12,29737168400
2011-08-15,30056858040
2011-08-16,29779391560
2011-08-17,29676849600
2011-08-18,28177927420
2011-08-19,27191715040
2011-08-22,26820754420
2011-08-23,27677281380
2011-08-24,27882365300
2011-08-25,27888397180
2011-08-26,28467457660
2011-08-29,29354144020
2011-08-30,29625578620
2011-08-31,29703993060
2011-09-01,29613514860
2011-09-02,29133980400
2011-09-06,29067629720
2011-09-07,29673833660
2011-09-08,29263665820
2011-09-09,28566983680
2011-09-12,28467457660
2011-09-13,28886673320
2011-09-14,29619546740
2011-09-15,30150352180
2011-09-16,30403691140
2011-09-19,30186543460
2011-09-20,30614806940
2011-09-21,29272713640
2011-09-22,28186975240
2011-09-23,28021098540
2011-09-26,28675557520
2011-09-27,29109852880
2011-09-28,28413170740
2011-09-29,28775083540
2011-09-30,28193007120
2011-10-03,27482827020
2011-10-04,28444456350
2011-10-05,29445030170
2011-10-06,29576842290
2011-10-07,29385115570
2011-10-10,30544463080
2011-10-11,30214932780
2011-10-12,30442608260
2011-10-13,30268855920
2011-10-14,30751168450
2011-10-17,30229911430
2011-10-18,30876989109
2011-10-19,30175988290
2011-10-20,30421638150
2011-10-21,31005805500
2011-10-24,31035762800
2011-10-25,30451595450
2011-10-26,31251455359
2011-10-27,31628917340
2011-10-28,31536049710
2011-10-31,30457586910
2011-11-01,29516927690
2011-11-02,30095103580
2011-11-03,30523492970
2011-11-04,30095103580
2011-11-07,30265860190
2011-11-08,30616360600
2011-11-09,29448025900
2011-11-10,29909368320
2011-11-11,30403663770
2011-11-14,30373706470
2011-11-15,30205945590
2011-11-16,29492961850
2011-11-17,28977696290
2011-11-18,29058581000
2011-11-21,28741033620
2011-11-22,28561289820
2011-11-23,28144883350
2011-11-25,28013071230
2011-11-28,29118495600
2011-11-29,29001662130
2011-11-30,30556446000
2011-12-01,30211937050
2011-12-02,30095103580
2011-12-05,30499527130
2011-12-06,30688258120
2011-12-07,31125634700
2011-12-08,30802095859
2011-12-09,31014792690
2011-12-12,30658300820
2011-12-13,30592394760
2011-12-14,30520497240
2011-12-15,30939899440
2011-12-16,31086690210
2011-12-19,30873993380
2011-12-20,31610942960
2011-12-21,31500100950
2011-12-22,31673853290
2011-12-23,31931486070
2011-12-27,32141187170
2011-12-28,31766720920
2011-12-29,32096251220
2011-12-30,32024353700
2012-01-03,32255454450
2012-01-04,32596402230
2012-01-05,32273399070
2012-01-06,32288352920
2012-01-09,31977312840
2012-01-10,32174703660
2012-01-11,32216574440
2012-01-12,32757903810
2012-01-13,32461817580
2012-01-17,32847626910
2012-01-18,33221473160
2012-01-19,33098851590
2012-01-20,32695097639
2012-01-23,32781829970
2012-01-24,32629300700
2012-01-25,31723097389
2012-01-26,31836746650
2012-01-27,31639355830
2012-01-30,31818802030
2012-01-31,31761977400
2012-02-01,31914506670
2012-02-02,31609448130
2012-02-03,32306297540
2012-02-06,32399011410
2012-02-07,32446863730
2012-02-08,32399011410
2012-02-09,32369103710
2012-02-10,32049091320
2012-02-13,32055072860
2012-02-14,32081989790
2012-02-15,32198629820
2012-02-16,32590420690
2012-02-17,32898470000
2012-02-21,32898470000
2012-02-22,32799774590
2012-02-23,32913423850
2012-02-24,32865571530
2012-02-27,32871553070
2012-02-28,32802765360
2012-02-29,32599393000
2012-03-01,32838654600
2012-03-02,32808746900
2012-03-05,32425928340
2012-03-06,32138814420
2012-03-07,32348168320
2012-03-08,32883516150
2012-03-09,32802765360
2012-03-12,32901460770
2012-03-13,33236427010
2012-03-14,33036045420
2012-03-15,33042026960
2012-03-16,33113805440
2012-03-19,33251380860
2012-03-20,33131750060
2012-03-21,33412882440
2012-03-22,33155676220
2012-03-23,33547467090
2012-03-26,34091787230
2012-03-27,34262261120
2012-03-28,34017017980
2012-03-29,34208427260
2012-03-30,34286187280
2012-04-02,34383730400
2012-04-03,34306020300
2012-04-04,33992191050
2012-04-05,34054956900
2012-04-09,33579729750
2012-04-10,32772740250
2012-04-11,33286822450
2012-04-12,33959313700
2012-04-13,33484086550
2012-04-16,33759060750
2012-04-17,34147611250
2012-04-18,34066912300
2012-04-19,34019090699
2012-04-20,33980235650
2012-04-23,33675372950
2012-04-24,33603640550
2012-04-25,34004146450
2012-04-26,34470407050
2012-04-27,34811135950
2012-04-30,34580994500
2012-05-01,34727448150
2012-05-02,34802169400
2012-05-03,34724459300
2012-05-04,34288087200
2012-05-07,34291076050
2012-05-08,34183477450
2012-05-09,33555818950
2012-05-10,33400398750
2012-05-11,33379476800
2012-05-14,32996904000
2012-05-15,32880338850
2012-05-16,32689052450
2012-05-17,31642954950
2012-05-18,31415802350
2012-05-21,32393156300
2012-05-22,32183936800
2012-05-23,32384189750
2012-05-24,32512710300
2012-05-25,32240724950
2012-05-29,32695030150
2012-05-30,31759520100
2012-05-31,31753542400
2012-06-01,30937586350
2012-06-04,31078062300
2012-06-05,30513169650
2012-06-06,31140828150
2012-06-07,31284292950
2012-06-08,31654910350
2012-06-11,31364991900
2012-06-12,31846196750
2012-06-13,31284292950
2012-06-14,31242449050
2012-06-15,31556278300
2012-06-18,31657899200
2012-06-19,32324412750
2012-06-20,32088293600
2012-06-21,31347058800
2012-06-22,31490523600
2012-06-25,31095995400
2012-06-26,31206582850
2012-06-27,31122895050
2012-06-28,31484545900
2012-06-29,32497766050
2012-07-02,32330389440
2012-07-03,32712361920
2012-07-05,32760108480
2012-07-06,32530328160
2012-07-09,32542264800
2012-07-10,32127466560
2012-07-11,32037941760
2012-07-12,31590317760
2012-07-13,32037941760
2012-07-16,31960353600
2012-07-17,32413945920
2012-07-18,32422898400
2012-07-19,32563153920
2012-07-20,32088672480
2012-07-23,31715652480
2012-07-24,31276980960
2012-07-25,30718943040
2012-07-26,31178503680
2012-07-27,31632096000
2012-07-30,31456030560
2012-07-31,30963644160
2012-08-01,31029295680
2012-08-02,30757737119
2012-08-03,31566444480
2012-08-06,31348600800
2012-08-07,31942448640
2012-08-08,32222959680
2012-08-09,32219975520
2012-08-10,32276674560
2012-08-13,32139403200
2012-08-14,32020036800
2012-08-15,32219975520
2012-08-16,32437819200
2012-08-17,32142387360
2012-08-20,32369183520
2012-08-21,32237880480
2012-08-22,32691472800
2012-08-23,32112545760
2012-08-24,31966321920
2012-08-27,31605238560
2012-08-28,31214313600
2012-08-29,31372474080
2012-08-30,31279965119
2012-08-31,31482888000
2012-09-04,31103899680
2012-09-05,31163582880
2012-09-06,31799208960
2012-09-07,31936480320
2012-09-10,31867844640
2012-09-11,31805177280
2012-09-12,31629111840
2012-09-13,31790256480
2012-09-14,32211023040
2012-09-17,32216991360
2012-09-18,32309500320
2012-09-19,32348294400
2012-09-20,32393056800
2012-09-21,32172228960
2012-09-24,31945432800
2012-09-25,31721620800
2012-09-26,30990501600
2012-09-27,31163582880
2012-09-28,30999454080
2012-10-01,30879216870
2012-10-02,30813901730
2012-10-03,31027660370
2012-10-04,31280014320
2012-10-05,31354236070
2012-10-08,31366111550
2012-10-09,31265169970
2012-10-10,30831714950
2012-10-11,30787181900
2012-10-12,30837652690
2012-10-15,31137508560
2012-10-16,31642216460
2012-10-17,32129111140
2012-10-18,32054889390
2012-10-19,31137508560
2012-10-22,31250325620
2012-10-23,31158290650
2012-10-24,31051411330
2012-10-25,31107819860
2012-10-26,31262201100
2012-10-31,31532368270
2012-11-01,32209270630
2012-11-02,32568503900
2012-11-05,32500219890
2012-11-06,32657570000
2012-11-07,32378496220
2012-11-08,32057858260
2012-11-09,31885663800
2012-11-12,31894570410
2012-11-13,31835193010
2012-11-14,31532368270
2012-11-15,31330485110
2012-11-16,30962345230
2012-11-19,31366111550
2012-11-20,31339391720
2012-11-21,31226574660
2012-11-23,31746126910
2012-11-26,31680811770
2012-11-27,31562056970
2012-11-28,31636278720
2012-11-29,31502679570
2012-11-30,31829255270
2012-12-03,31282983190
2012-12-04,31383924770
2012-12-05,31449239910
2012-12-06,31556119230
2012-12-07,31858943970
2012-12-10,32016294080
2012-12-11,32057858260
2012-12-12,31657060810
2012-12-13,31909414760
2012-12-14,31755033520
2012-12-17,31980667640
2012-12-18,32515064240
2012-12-19,32182550800
2012-12-20,32497251020
2012-12-21,32259741420
2012-12-24,32580379380
2012-12-26,32684289830
2012-12-27,32532877460
2012-12-28,32034107300
2012-12-31,32494282150
2013-01-02,33391678320
2013-01-03,33391678320
2013-01-04,33617097360
2013-01-07,33542946360
2013-01-08,33777263520
2013-01-09,33774297480
2013-01-10,33866244720
2013-01-11,33812856000
2013-01-14,33842516400
2013-01-15,33756501240
2013-01-16,33388712279
2013-01-17,33584470920
2013-01-18,33670486080
2013-01-22,33818788080
2013-01-23,32854825080
2013-01-24,32958636480
2013-01-25,33139564920
2013-01-28,32620507920
2013-01-29,32789572200
2013-01-30,32608643760
2013-01-31,32736183480
2013-02-01,33098040360
2013-02-04,32679828720
2013-02-05,32798470320
2013-02-06,32860757160
2013-02-07,32753979720
2013-02-08,33103972440
2013-02-11,32920077960
2013-02-12,32917111920
2013-02-13,33151429080
2013-02-14,32985330840
2013-02-15,32670930600
2013-02-19,32845926960
2013-02-20,32739149520
2013-02-21,32614575840
2013-02-22,32973466680
2013-02-25,32490002160
2013-02-26,32798470320
2013-02-27,33284900880
2013-02-28,33531082200
2013-03-01,33667520040
2013-03-04,33486591600
2013-03-05,33637859640
2013-03-06,33486591600
2013-03-07,33418372680
2013-03-08,33706078560
2013-03-11,33646757760
2013-03-12,33492523680
2013-03-13,33448033080
2013-03-14,33694214400
2013-03-15,33676418160
2013-03-18,33513285960
2013-03-19,33658621920
2013-03-20,33706078560
2013-03-21,33003127080
2013-03-22,33098040360
2013-03-25,33261172560
2013-03-26,33249308400
2013-03-27,33023889360
2013-03-28,33083210160
2013-04-01,32842801440
2013-04-02,32819148000
2013-04-03,32615137080
2013-04-04,32896021680
2013-04-05,32813234640
2013-04-08,32978808720
2013-04-09,32925588480
2013-04-10,33401613960
2013-04-11,33218299800
2013-04-12,32819148000
2013-04-15,31840486920
2013-04-16,32561916840
2013-04-17,32591483640
2013-04-18,32458433040
2013-04-19,32449563000
2013-04-22,32449563000
2013-04-23,32408169480
2013-04-24,33342480360
2013-04-25,33357263759
2013-04-26,33330653640
2013-04-29,33818505840
2013-04-30,33794852400
2013-05-01,33463704240
2013-05-02,33546491280
2013-05-03,33910162920
2013-05-06,33605624880
2013-05-07,33729805440
2013-05-08,33673628520
2013-05-09,33774155640
2013-05-10,33706152000
2013-05-13,33443007480
2013-05-14,33788939040
2013-05-15,34037300160
2013-05-16,33706152000
2013-05-17,34356621600
2013-05-20,34229484360
2013-05-21,34270877880
2013-05-22,34208787600
2013-05-23,34238354400
2013-05-24,34285661280
2013-05-28,34362534960
2013-05-29,34158524040
2013-05-30,34093477080
2013-05-31,33803722440
2013-06-03,34152610680
2013-06-04,34492628880
2013-06-05,34001820000
2013-06-06,33753458880
2013-06-07,33768242280
2013-06-10,33951556440
2013-06-11,33726848759
2013-06-12,33995906640
2013-06-13,34501498920
2013-06-14,34862213880
2013-06-17,35021874600
2013-06-18,35187448680
2013-06-19,35338239360
2013-06-20,34403928480
2013-06-21,34078693680
2013-06-24,33735718800
2013-06-25,33821462520
2013-06-26,34279747920
2013-06-27,33969296520
2013-06-28,34049126880
2013-07-01,34449824520
2013-07-02,33850722800
2013-07-03,33871381480
2013-07-05,34142895560
2013-07-08,34157651760
2013-07-09,34703631160
2013-07-10,34576727840
2013-07-11,34644606360
2013-07-12,34556069160
2013-07-15,34373092280
2013-07-16,34243237720
2013-07-17,34370141040
2013-07-18,34440970800
2013-07-19,34570825360
2013-07-22,34532459240
2013-07-23,34529508000
2013-07-24,34842339440
2013-07-25,35178780800
2013-07-26,35119756000
2013-07-29,35255513040
2013-07-30,35615564320
2013-07-31,35465051080
2013-08-01,35426684960
2013-08-02,35506368440
2013-08-05,35444392400
2013-08-06,35556539520
2013-08-07,35518173400
2013-08-08,35801492440
2013-08-09,35727711440
2013-08-12,35361757680
2013-08-13,35494563480
2013-08-14,35187634520
2013-08-15,34895461760
2013-08-16,34792168360
2013-08-19,34600337760
2013-08-20,34668216280
2013-08-21,34682972480
2013-08-22,34886608040
2013-08-23,35034170040
2013-08-26,34806924560
2013-08-27,34479336920
2013-08-28,34355384840
2013-08-29,34308165000
2013-08-30,34647557600
2013-09-03,34668216280
2013-09-04,34762655960
2013-09-05,34801022080
2013-09-06,34857095640
2013-09-09,35193537000
2013-09-10,35394221320
2013-09-11,35739516400
2013-09-12,35485709760
2013-09-13,35553588280
2013-09-16,36067104040
2013-09-17,35825102360
2013-09-18,36515692520
2013-09-19,36235324720
2013-09-20,35925444520
2013-09-23,35665735400
2013-09-24,35565393240
2013-09-25,35273220480
2013-09-26,35470953560
2013-09-27,35373562640
2013-09-30,35476856040
2013-10-01,35608238510
2013-10-02,35785056710
2013-10-03,35393109700
2013-10-04,35779162770
2013-10-07,35298806660
2013-10-08,34700571750
2013-10-09,35074836940
2013-10-10,35749693070
2013-10-11,35867571870
2013-10-14,36026708250
2013-10-15,35687806700
2013-10-16,36297829490
2013-10-17,36660306800
2013-10-18,36819443180
2013-10-21,36775238630
2013-10-22,37075829570
2013-10-23,36492329510
2013-10-24,36548321940
2013-10-25,36907852280
2013-10-28,36554215880
2013-10-29,36736928020
2013-10-30,36689776500
2013-10-31,36751662870
2013-11-01,36568950730
2013-11-04,36462859810
2013-11-05,36840071970
2013-11-06,37099405330
2013-11-07,36595473460
2013-11-08,36686829530
2013-11-11,36742821960
2013-11-12,36557162850
2013-11-13,36701564380
2013-11-14,37019837140
2013-11-15,37367579600
2013-11-18,37217284130
2013-11-19,37202549280
2013-11-20,36689776500
2013-11-21,36960897740
2013-11-22,37299799290
2013-11-25,37152450790
