,PBI
2009-04-13,4981720680
2009-04-14,4853666500
2009-04-15,4952805220
2009-04-16,5157278830
2009-04-17,5171736560
2009-04-20,4967262950
2009-04-21,5064336280
2009-04-22,4979655290
2009-04-23,4996178410
2009-04-24,5054009330
2009-04-27,4961066780
2009-04-28,4919758980
2009-04-29,4973459120
2009-04-30,5068467060
2009-05-01,5155213440
2009-05-04,5256417550
2009-05-05,5367948610
2009-05-06,4791704800
2009-05-07,4628538990
2009-05-08,4622342820
2009-05-11,4547988780
2009-05-12,4469503960
2009-05-13,4388953750
2009-05-14,4436457720
2009-05-15,4407542260
2009-05-18,4488092470
2009-05-19,4477765520
2009-05-20,4483961690
2009-05-21,4471569350
2009-05-22,4593427360
2009-05-26,4723546930
2009-05-27,4657454450
2009-05-28,4704958420
2009-05-29,4725612320
2009-06-01,4791704800
2009-06-02,4760723950
2009-06-03,4684304520
2009-06-04,4634735160
2009-06-05,4612015870
2009-06-08,4616146650
2009-06-09,4597558140
2009-06-10,4568642680
2009-06-11,4578969630
2009-06-12,4556250340
2009-06-15,4459177010
2009-06-16,4411673040
2009-06-17,4471569350
2009-06-18,4411673040
2009-06-19,4374496020
2009-06-22,4287749640
2009-06-23,4310468930
2009-06-24,4347645950
2009-06-25,4523204100
2009-06-26,4531465660
2009-06-29,4558315730
2009-06-30,4541176680
2009-07-01,4572238080
2009-07-02,4354808280
2009-07-06,4309251560
2009-07-07,4282331680
2009-07-08,4303039280
2009-07-09,4286473200
2009-07-10,4327888400
2009-07-13,4390011200
2009-07-14,4371374360
2009-07-15,4551530480
2009-07-16,4617794800
2009-07-17,4597087200
2009-07-20,4690271400
2009-07-21,4702695960
2009-07-22,4750323440
2009-07-23,4889064360
2009-07-24,4893205880
2009-07-27,4924267280
2009-07-28,4936691840
2009-07-29,4864215240
2009-07-30,4866286000
2009-07-31,4276119399
2009-08-03,4269907120
2009-08-04,4340312960
2009-08-05,4441780200
2009-08-06,4503903000
2009-08-07,4634360880
2009-08-10,4626077840
2009-08-11,4630219360
2009-08-12,4555672000
2009-08-13,4530822880
2009-08-14,4476983120
2009-08-17,4429355640
2009-08-18,4454204760
2009-08-19,4476983120
2009-08-20,4528752120
2009-08-21,4648856200
2009-08-24,4681988360
2009-08-25,4710979000
2009-08-26,4657139240
2009-08-27,4655068480
2009-08-28,4655068480
2009-08-31,4628148600
2009-09-01,4499761480
2009-09-02,4452134000
2009-09-03,4491478440
2009-09-04,4553601240
2009-09-08,4621936320
2009-09-09,4632290120
2009-09-10,4721332800
2009-09-11,4808304720
2009-09-14,4858002960
2009-09-15,4905630440
2009-09-16,4913913480
2009-09-17,5137555560
2009-09-18,5268013440
2009-09-21,5265942680
2009-09-22,5268013440
2009-09-23,5210032160
2009-09-24,5162404680
2009-09-25,5118918720
2009-09-28,5236952040
2009-09-29,5201749120
2009-09-30,5146584100
2009-10-01,5001609900
2009-10-02,4933264920
2009-10-05,5028533680
2009-10-06,5138299860
2009-10-07,5123802440
2009-10-08,5181792120
2009-10-09,5219071200
2009-10-12,5235639680
2009-10-13,5231497560
2009-10-14,5270847700
2009-10-15,5256350280
2009-10-16,5245994980
2009-10-19,5349547980
2009-10-20,5374400700
2009-10-21,5324695260
2009-10-22,5459314160
2009-10-23,5357832220
2009-10-26,5183863180
2009-10-27,5179721060
2009-10-28,5069954880
2009-10-29,5169365760
2009-10-30,5074097000
2009-11-02,5080310180
2009-11-03,5109305020
2009-11-04,5142441980
2009-11-05,5146584100
2009-11-06,5175578940
2009-11-09,5165223640
2009-11-10,5072025940
2009-11-11,5142441980
2009-11-12,5142441980
2009-11-13,5134157740
2009-11-16,5181792120
2009-11-17,5192147420
2009-11-18,5086523360
2009-11-19,4968472940
2009-11-20,4895985840
2009-11-23,4891843720
2009-11-24,4883559480
2009-11-25,4922909620
2009-11-27,4819356620
2009-11-30,4771722240
2009-12-01,4792432840
2009-12-02,4763438000
2009-12-03,4738585280
2009-12-04,4765509060
2009-12-07,4773793300
2009-12-08,4719945740
2009-12-09,4661956060
2009-12-10,4707519380
2009-12-11,4794503900
2009-12-14,4860777820
2009-12-15,4825569800
2009-12-16,4755153760
2009-12-17,4713732560
2009-12-18,4728229980
2009-12-21,4715803620
2009-12-22,4740656340
2009-12-23,4742727400
2009-12-24,4757224820
2009-12-28,4734443160
2009-12-29,4740656340
2009-12-30,4767580120
2009-12-31,4718899080
2010-01-04,4752072360
2010-01-05,4565472660
2010-01-06,4611085920
2010-01-07,4617305910
2010-01-08,4617305910
2010-01-11,4548886020
2010-01-12,4584132630
2010-01-13,4617305910
2010-01-14,4615232580
2010-01-15,4546812690
2010-01-19,4575839310
2010-01-20,4546812690
2010-01-21,4459732830
2010-01-22,4401679590
2010-01-25,4412046240
2010-01-26,4387166280
2010-01-27,4395459600
2010-01-28,4391312940
2010-01-29,4337406360
2010-02-01,4380946290
2010-02-02,4438999530
2010-02-03,4465952820
2010-02-04,4416192900
2010-02-05,4631819220
2010-02-08,4579985970
2010-02-09,4619379240
2010-02-10,4648405860
2010-02-11,4658772510
2010-02-12,4638039210
2010-02-16,4741705710
2010-02-17,4683652470
2010-02-18,4714752420
2010-02-19,4735485720
2010-02-22,4706459100
2010-02-23,4683652470
2010-02-24,4754145690
2010-02-25,4756219020
2010-02-26,4747925700
2010-03-01,4808052270
2010-03-02,4729265730
2010-03-03,4720972410
2010-03-04,4731339060
2010-03-05,4758292350
2010-03-08,4754145690
2010-03-09,4729265730
2010-03-10,4791465630
2010-03-11,4888912140
2010-03-12,4975992000
2010-03-15,4961478690
2010-03-16,4994651970
2010-03-17,5075511840
2010-03-18,5050631880
2010-03-19,5083805160
2010-03-22,5110758450
2010-03-23,5116978440
2010-03-24,5079658500
2010-03-25,5054778540
2010-03-26,5034045240
2010-03-29,5067218520
2010-03-30,5112831780
2010-03-31,5073790650
2010-04-01,5073790650
2010-04-05,5142271260
2010-04-06,5144346430
2010-04-07,5127745070
2010-04-08,5104918200
2010-04-09,5129820240
2010-04-12,5144346430
2010-04-13,5154722280
2010-04-14,5206601530
2010-04-15,5235653910
2010-04-16,5138120920
2010-04-19,5175473980
2010-04-20,5225278060
2010-04-21,5225278060
2010-04-22,5304134520
2010-04-23,5347713090
2010-04-26,5362239280
2010-04-27,5314510370
2010-04-28,5320735880
2010-04-29,5364314450
2010-04-30,5270931800
2010-05-03,5370539960
2010-05-04,5148496770
2010-05-05,5119444390
2010-05-06,4936829430
2010-05-07,4882875010
2010-05-10,5169248470
2010-05-11,5111143710
2010-05-12,5096617520
2010-05-13,4961731470
2010-05-14,4843446780
2010-05-17,4866273650
2010-05-18,4801943380
2010-05-19,4718936580
2010-05-20,4581975360
2010-05-21,4671207670
2010-05-24,4627629100
2010-05-25,4600651890
2010-05-26,4484442370
2010-05-27,4689884200
2010-05-28,4698184880
2010-06-01,4530096110
2010-06-02,4621403590
2010-06-03,4710635900
2010-06-04,4561223660
2010-06-07,4453314820
2010-06-08,4513494750
2010-06-09,4540471960
2010-06-10,4694034540
2010-06-11,4698184880
2010-06-14,4727237260
2010-06-15,4835146100
2010-06-16,4799868210
2010-06-17,4795717870
2010-06-18,4820619910
2010-06-21,4768740660
2010-06-22,4714786240
2010-06-23,4642155290
2010-06-24,4611027740
2010-06-25,4696109710
2010-06-28,4656681480
2010-06-29,4577825020
2010-06-30,4518511560
2010-07-01,4569951810
2010-07-02,4520569170
2010-07-06,4543202880
2010-07-07,4617276840
2010-07-08,4720157340
2010-07-09,4744848660
2010-07-12,4742791050
2010-07-13,4820980230
2010-07-14,4860074820
2010-07-15,4843613940
2010-07-16,4718099730
2010-07-19,4765424760
2010-07-20,4820980230
2010-07-21,4814807400
2010-07-22,4944436830
2010-07-23,4989704250
2010-07-26,5086411920
2010-07-27,5069951040
2010-07-28,5043202110
2010-07-29,5051432550
2010-07-30,5022626010
2010-08-02,5080239090
2010-08-03,5135794560
2010-08-04,4320981000
2010-08-05,4242791820
2010-08-06,4261310310
2010-08-09,4292174460
2010-08-10,4283944020
2010-08-11,4100816730
2010-08-12,4037030820
2010-08-13,4022627550
2010-08-16,3997936230
2010-08-17,4109047170
2010-08-18,4127565659
2010-08-19,4074067800
2010-08-20,4065837360
2010-08-23,4049376480
2010-08-24,4006166670
2010-08-25,4024685159
2010-08-26,3981475350
2010-08-27,4034973210
2010-08-30,3973244909
2010-08-31,3958841639
2010-09-01,4061722139
2010-09-02,4076125409
2010-09-03,4100816730
2010-09-07,4055549310
2010-09-08,4061722139
2010-09-09,4094643899
2010-09-10,4135796100
2010-09-13,4203697230
2010-09-14,4213985280
2010-09-15,4283944020
2010-09-16,4283944020
2010-09-17,4316865780
2010-09-20,4392997350
2010-09-21,4343614710
2010-09-22,4318923390
2010-09-23,4306577730
2010-09-24,4333326660
2010-09-27,4351845150
2010-09-28,4382709300
2010-09-29,4415631060
2010-09-30,4353759060
2010-10-01,4357831800
2010-10-04,4341540840
2010-10-05,4435213860
2010-10-06,4471868520
2010-10-07,4453541190
2010-10-08,4473904890
2010-10-11,4480014000
2010-10-12,4494268590
2010-10-13,4541105100
2010-10-14,4433177490
2010-10-15,4451504820
2010-10-18,4390413720
2010-10-19,4388377350
2010-10-20,4484086740
2010-10-21,4492232220
2010-10-22,4502414070
2010-10-25,4516668660
2010-10-26,4482050370
2010-10-27,4370050020
2010-10-28,4398559200
2010-10-29,4467795780
2010-11-01,4492232220
2010-11-02,4506486810
2010-11-03,4655141820
2010-11-04,4691796480
2010-11-05,4761033060
2010-11-08,4793614980
2010-11-09,4754923950
2010-11-10,4775287650
2010-11-11,4758996690
2010-11-12,4706051070
2010-11-15,4750851210
2010-11-16,4695869220
2010-11-17,4573687020
2010-11-18,4581832500
2010-11-19,4592014350
2010-11-22,4594050720
2010-11-23,4553323320
2010-11-24,4604232570
2010-11-26,4571650650
2010-11-29,4549250580
2010-11-30,4467795780
2010-12-01,4549250580
2010-12-02,4634778120
2010-12-03,4616450790
2010-12-06,4620523530
2010-12-07,4689760110
2010-12-08,4695869220
2010-12-09,4722342030
2010-12-10,4765105800
2010-12-13,4844524230
2010-12-14,4860815190
2010-12-15,4928015400
2010-12-16,4980961020
2010-12-17,4997251980
2010-12-20,5007433830
2010-12-21,5005397460
2010-12-22,5019652050
2010-12-23,4997251980
2010-12-27,5003361090
2010-12-28,5021688420
2010-12-29,4997251980
2010-12-30,4976888280
2010-12-31,4925224200
2011-01-03,4933371800
2011-01-04,4947630100
2011-01-05,4957814600
2011-01-06,4925224200
2011-01-07,4843748200
2011-01-10,4864117200
2011-01-11,4843748200
2011-01-12,4862080300
2011-01-13,4888560000
2011-01-14,4874301700
2011-01-18,4882449300
2011-01-19,4876338600
2011-01-20,4845785100
2011-01-21,4882449300
2011-01-24,4886523100
2011-01-25,4896707600
2011-01-26,4915039700
2011-01-27,4980220500
2011-01-28,4900781400
2011-01-31,4945593200
2011-02-01,4941519400
2011-02-02,4939482500
2011-02-03,4904855200
2011-02-04,4910965900
2011-02-07,5043364400
2011-02-08,5126877300
2011-02-09,5110582100
2011-02-10,5183910500
2011-02-11,5271497200
2011-02-14,5310198300
2011-02-15,5230759200
2011-02-16,5238906800
2011-02-17,5287792400
2011-02-18,5245017500
2011-02-22,5122803500
2011-02-23,5049475100
2011-02-24,5039290600
2011-02-25,5073917900
2011-02-28,5128914200
2011-03-01,5043364400
2011-03-02,5022995400
2011-03-03,5086139300
2011-03-04,5022995400
2011-03-07,4996515700
2011-03-08,5080028600
2011-03-09,5088176200
2011-03-10,5002626400
2011-03-11,5027069200
2011-03-14,4986331200
2011-03-15,4908929000
2011-03-16,4833563700
2011-03-17,4860043400
2011-03-18,4972072900
2011-03-21,5002626400
2011-03-22,4953740800
2011-03-23,4947630100
2011-03-24,5016884700
2011-03-25,5128914200
2011-03-28,5128914200
2011-03-29,5139098700
2011-03-30,5204279500
2011-03-31,5219462990
2011-04-01,5209304440
2011-04-04,5207272730
2011-04-05,5213367860
2011-04-06,5207272730
2011-04-07,5188987340
2011-04-08,5111782360
2011-04-11,5115845780
2011-04-12,5077243290
2011-04-13,5069116450
2011-04-14,5105687230
2011-04-15,5182892210
2011-04-18,5152416560
2011-04-19,5119909200
2011-04-20,5211336150
2011-04-21,5209304440
2011-04-25,5211336150
2011-04-26,5256033770
2011-04-27,5314953360
2011-04-28,5319016780
2011-04-29,4989879760
2011-05-02,5028482250
2011-05-03,5018323700
2011-05-04,5016291990
2011-05-05,5020355410
2011-05-06,5004101730
2011-05-09,5026450540
2011-05-10,5081306710
2011-05-11,5002070020
2011-05-12,5030513960
2011-05-13,4993943180
2011-05-16,4985816340
2011-05-17,4959404110
2011-05-18,5004101730
2011-05-19,5048799350
2011-05-20,5004101730
2011-05-23,4941118720
2011-05-24,4894389390
2011-05-25,4827342960
2011-05-26,4825311250
2011-05-27,4829374670
2011-05-31,4853755190
2011-06-01,4768423370
2011-06-02,4778581920
2011-06-03,4721694040
2011-06-06,4707472070
2011-06-07,4699345230
2011-06-08,4640425640
2011-06-09,4640425640
2011-06-10,4593696310
2011-06-13,4567284080
2011-06-14,4634330510
2011-06-15,4546966980
2011-06-16,4579474340
2011-06-17,4565252370
2011-06-20,4581506050
2011-06-21,4628235380
2011-06-22,4605886570
2011-06-23,4603854860
2011-06-24,4494142520
2011-06-27,4514459620
2011-06-28,4546966980
2011-06-29,4630267090
2011-06-30,4627749060
2011-07-01,4704240780
2011-07-05,4657943160
2011-07-06,4670020800
2011-07-07,4702227840
2011-07-08,4609632600
2011-07-11,4539179700
2011-07-12,4500933840
2011-07-13,4496907960
2011-07-14,4446584460
2011-07-15,4454636220
2011-07-18,4402299780
2011-07-19,4470739740
2011-07-20,4486843260
2011-07-21,4521063240
2011-07-22,4510998540
2011-07-25,4478791500
2011-07-26,4456649160
2011-07-27,4384183320
2011-07-28,4398273900
2011-07-29,4337885700
2011-08-01,4261393980
2011-08-02,4152695220
2011-08-03,4150682280
2011-08-04,3953414160
2011-08-05,4029905880
2011-08-08,3713874300
2011-08-09,3901077720
2011-08-10,3653486099
2011-08-11,3836663639
2011-08-12,3822573059
2011-08-15,3925233000
2011-08-16,3866857740
2011-08-17,3850754220
2011-08-18,3697770780
2011-08-19,3659524920
2011-08-22,3657511980
2011-08-23,3804456599
2011-08-24,3909129480
2011-08-25,3826598940
2011-08-26,3836663639
2011-08-29,4029905880
2011-08-30,4031918820
2011-08-31,4088281139
2011-09-01,3981595320
2011-09-02,3858805980
2011-09-06,3846728340
2011-09-07,3945362400
2011-09-08,3923220059
2011-09-09,3838676580
2011-09-12,3868870680
2011-09-13,3939323580
2011-09-14,4025880000
2011-09-15,4076203500
2011-09-16,4132565820
2011-09-19,4041983519
2011-09-20,3993672960
2011-09-21,3889000080
2011-09-22,3667576680
2011-09-23,3782314260
2011-09-26,3913155360
2011-09-27,3989647080
2011-09-28,3856793040
2011-09-29,3915168300
2011-09-30,3752334262
2011-10-03,3644554448
2011-10-04,3850134463
2011-10-05,3923983595
2011-10-06,3985857192
2011-10-07,3906020293
2011-10-10,4009808262
2011-10-11,3985857192
2011-10-12,3981865347
2011-10-13,3983861270
2011-10-14,4043738944
2011-10-17,3977873502
2011-10-18,4031763409
2011-10-19,3987853115
2011-10-20,3961906122
2011-10-21,4039747099
2011-10-24,4121579921
2011-10-25,4069685936
2011-10-26,4105612541
2011-10-27,4141539146
2011-10-28,4131559533
2011-10-31,4067690014
2011-11-01,3935959130
2011-11-02,3794248634
2011-11-03,3941946898
2011-11-04,3983861270
2011-11-07,4041743022
2011-11-08,4017791952
2011-11-09,3834167084
2011-11-10,3792252712
2011-11-11,3880073301
2011-11-14,3854126308
2011-11-15,3878077378
2011-11-16,3742354650
2011-11-17,3684472898
2011-11-18,3688464743
2011-11-21,3576693084
2011-11-22,3564717549
2011-11-23,3464921425
2011-11-25,3462925502
2011-11-28,3528790944
2011-11-29,3568709394
2011-11-30,3718403580
2011-12-01,3682476975
2011-12-02,3698444355
2011-12-05,3784269022
2011-12-06,3792252712
2011-12-07,3788260867
2011-12-08,3714411735
2011-12-09,3758322029
2011-12-12,3764309797
2011-12-13,3680481053
2011-12-14,3640562603
2011-12-15,3638566681
2011-12-16,3660521828
2011-12-19,3596652308
2011-12-20,3646550370
2011-12-21,3652538138
2011-12-22,3680481053
2011-12-23,3720399502
2011-12-27,3704432122
2011-12-28,3674493285
2011-12-29,3704432122
2011-12-30,3700440277
2012-01-03,3743251200
2012-01-04,3761247599
2012-01-05,3795240800
2012-01-06,3795240800
2012-01-09,3803239200
2012-01-10,3835232800
2012-01-11,3865226799
2012-01-12,3855228800
2012-01-13,3845230800
2012-01-17,3863227200
2012-01-18,3903219200
2012-01-19,3897220399
2012-01-20,3877224400
2012-01-23,3879223999
2012-01-24,3873225200
2012-01-25,3879223999
2012-01-26,3877224400
2012-01-27,3877224400
2012-01-30,3841231600
2012-01-31,3793241200
2012-02-01,3831233600
2012-02-02,3823235200
2012-02-03,3857228400
2012-02-06,3843231200
2012-02-07,3897220399
2012-02-08,3899220000
2012-02-09,3907218400
2012-02-10,3699260000
2012-02-13,3695260800
2012-02-14,3701259600
2012-02-15,3615276799
2012-02-16,3539292000
2012-02-17,3559288000
2012-02-21,3593281200
2012-02-22,3557288400
2012-02-23,3559288000
2012-02-24,3599280000
2012-02-27,3615276799
2012-02-28,3611277599
2012-02-29,3625274800
2012-03-01,3641271600
2012-03-02,3601279600
2012-03-05,3587282400
2012-03-06,3521295600
2012-03-07,3507298400
2012-03-08,3513297200
2012-03-09,3571285600
2012-03-12,3677264400
2012-03-13,3709258000
2012-03-14,3667266400
2012-03-15,3675264800
2012-03-16,3629273999
2012-03-19,3631273600
2012-03-20,3611277599
2012-03-21,3645270800
2012-03-22,3625274800
2012-03-23,3597280399
2012-03-26,3641271600
2012-03-27,3609278000
2012-03-28,3585282800
2012-03-29,3553289200
2012-03-30,3515296799
2012-04-02,3552470479
2012-04-03,3536450320
2012-04-04,3496399920
2012-04-05,3434321799
2012-04-09,3446336920
2012-04-10,3310165560
2012-04-11,3358226040
2012-04-12,3418301640
2012-04-13,3340203360
2012-04-16,3332193280
2012-04-17,3450341960
2012-04-18,3416299119
2012-04-19,3390266360
2012-04-20,3452344479
2012-04-23,3378251240
2012-04-24,3394271400
2012-04-25,3362231080
2012-04-26,3396273920
2012-04-27,3440329360
2012-04-30,3430316760
2012-05-01,3558478040
2012-05-02,3444334400
2012-05-03,3474372200
2012-05-04,3424309200
2012-05-07,3362231080
2012-05-08,3208037040
2012-05-09,3053843000
2012-05-10,3037822840
2012-05-11,2989762360
2012-05-14,2851588480
2012-05-15,2693389400
2012-05-16,2705404520
2012-05-17,2665354120
2012-05-18,2593263400
2012-05-21,2757470040
2012-05-22,2717419640
2012-05-23,2771487680
2012-05-24,2767482640
2012-05-25,2789510360
2012-05-29,2805530520
2012-05-30,2687381840
2012-05-31,2731437280
2012-06-01,2703402000
2012-06-04,2651336480
2012-06-05,2687381840
2012-06-06,2815543120
2012-06-07,2803528000
2012-06-08,2859598560
2012-06-11,2815543120
2012-06-12,2819548160
2012-06-13,2811538080
2012-06-14,2931689280
2012-06-15,3011790080
2012-06-18,2973742200
2012-06-19,2979749760
2012-06-20,3011790080
2012-06-21,2937696840
2012-06-22,2983754800
2012-06-25,2897646440
2012-06-26,2895643920
2012-06-27,2963729600
2012-06-28,3013792600
2012-06-29,2997772440
2012-07-02,2946711170
2012-07-03,2930663730
2012-07-05,2910604430
2012-07-06,2902580710
2012-07-09,2858450250
2012-07-10,2858450250
2012-07-11,2874497690
2012-07-12,2776207120
2012-07-13,2788242700
2012-07-16,2794260490
2012-07-17,2728064800
2012-07-18,2697975850
2012-07-19,2703993640
2012-07-20,2699981780
2012-07-23,2681928410
2012-07-24,2667886900
2012-07-25,2643815740
2012-07-26,2619744580
2012-07-27,2613726790
2012-07-30,2655851320
2012-07-31,2679922480
2012-08-01,2657857250
2012-08-02,2595673420
2012-08-03,2780218980
2012-08-06,2810307930
2012-08-07,2858450250
2012-08-08,2796266420
2012-08-09,2744112240
2012-08-10,2724052940
2012-08-13,2718035150
2012-08-14,2699981780
2012-08-15,2679922480
2012-08-16,2697975850
2012-08-17,2714023290
2012-08-20,2744112240
2012-08-21,2738094450
2012-08-22,2714023290
2012-08-23,2730070730
2012-08-24,2730070730
2012-08-27,2675910620
2012-08-28,2677916550
2012-08-29,2677916550
2012-08-30,2671898760
2012-08-31,2679922480
2012-09-04,2645821670
2012-09-05,2677916550
2012-09-06,2760159680
2012-09-07,2802284210
2012-09-10,2840396880
2012-09-11,2892551060
2012-09-12,2940693380
2012-09-13,2954734890
2012-09-14,3063055110
2012-09-17,2984823840
2012-09-18,2930663730
2012-09-19,2898568850
2012-09-20,2882521410
2012-09-21,2866473970
2012-09-24,2858450250
2012-09-25,2800278280
2012-09-26,2796266420
2012-09-27,2812313860
2012-09-28,2772195260
2012-10-01,2764443378
2012-10-02,2728333087
2012-10-03,2746388232
2012-10-04,2754412741
2012-10-05,2770461759
2012-10-08,2746388232
2012-10-09,2722314705
2012-10-10,2688210541
2012-10-11,2714290196
2012-10-12,2680186032
2012-10-15,2694228923
2012-10-16,2800553668
2012-10-17,2828639450
2012-10-18,2906878414
2012-10-19,2862743614
2012-10-22,2842682341
2012-10-23,2804565923
2012-10-24,2820614941
2012-10-25,2878792632
2012-10-26,2874780377
2012-10-31,2880798759
2012-11-01,2936970323
2012-11-02,2553800014
2012-11-05,2547781632
2012-11-06,2557812269
2012-11-07,2447475269
2012-11-08,2411364978
2012-11-09,2387291451
2012-11-12,2391303705
2012-11-13,2341150524
2012-11-14,2176648087
2012-11-15,2204733869
2012-11-16,2210752251
2012-11-19,2226801269
2012-11-20,2206739997
2012-11-21,2188684851
2012-11-23,2240844160
2012-11-26,2228807396
2012-11-27,2206739997
2012-11-28,2250874796
2012-11-29,2224795142
2012-11-30,2244856415
2012-12-03,2335132142
2012-12-04,2212758378
2012-12-05,2182666469
2012-12-06,2184672597
2012-12-07,2192697106
2012-12-10,2194703233
2012-12-11,2208746124
2012-12-12,2170629706
2012-12-13,2164611324
2012-12-14,2142543924
2012-12-17,2178654215
2012-12-18,2238838033
2012-12-19,2196709360
2012-12-20,2224795142
2012-12-21,2162605197
2012-12-24,2144550051
2012-12-26,2120476524
2012-12-27,2110445888
2012-12-28,2088378488
2012-12-31,2140214720
2013-01-02,2170386920
2013-01-03,2230731320
2013-01-04,2287052760
2013-01-07,2343374200
2013-01-08,2369523440
2013-01-09,2389638240
2013-01-10,2393661200
2013-01-11,2395672680
2013-01-14,2361477520
2013-01-15,2353431600
2013-01-16,2355443080
2013-01-17,2359466040
2013-01-18,2337339760
2013-01-22,2423833400
2013-01-23,2411764520
2013-01-24,2443948200
2013-01-25,2443948200
2013-01-28,2474120400
2013-01-29,2443948200
2013-01-30,2409753040
2013-01-31,2898542680
2013-02-01,2779865360
2013-02-04,2683314320
2013-02-05,2707452080
2013-02-06,2783888320
2013-02-07,2791934240
2013-02-08,2783888320
2013-02-11,2785899800
2013-02-12,2793945720
2013-02-13,2757739080
2013-02-14,2713486520
2013-02-15,2705440600
2013-02-19,2731589840
2013-02-20,2671245440
2013-02-21,2602855120
2013-02-22,2669233960
2013-02-25,2588774760
2013-02-26,2608889560
2013-02-27,2649119160
2013-02-28,2635038800
2013-03-01,2620958440
2013-03-04,2727566880
2013-03-05,2747681680
2013-03-06,2773830920
2013-03-07,2822106440
2013-03-08,2808026080
2013-03-11,2862336040
2013-03-12,2948829680
2013-03-13,2993082240
2013-03-14,3119805480
2013-03-15,3065495520
2013-03-18,3075552920
2013-03-19,3075552920
2013-03-20,3057449600
2013-03-21,3051415160
2013-03-22,3023254440
2013-03-25,3017220000
2013-03-26,3041357760
2013-03-27,3003139640
2013-03-28,2989059280
2013-04-01,2916674490
2013-04-02,2906596140
2013-04-03,2896517790
2013-04-04,2918690160
2013-04-05,2942878200
2013-04-08,2967066240
2013-04-09,3013426650
2013-04-10,3025520670
2013-04-11,3059787060
2013-04-12,3041646030
2013-04-15,2906596140
2013-04-16,2956987890
2013-04-17,2910627480
2013-04-18,2870314080
2013-04-19,2884423770
2013-04-22,2904580470
2013-04-23,2965050570
2013-04-24,2975128920
2013-04-25,3037614690
2013-04-26,3204915300
2013-04-29,3265385400
2013-04-30,2755420890
2013-05-01,2878376760
2013-05-02,2932799850
2013-05-03,3102116130
2013-05-06,3053740050
2013-05-07,3106147470
2013-05-08,3114210150
2013-05-09,3158554890
2013-05-10,3112194480
2013-05-13,3025520670
2013-05-14,3033583350
2013-05-15,2979160260
2013-05-16,2965050570
2013-05-17,2981175930
2013-05-20,3063818400
2013-05-21,3061802730
2013-05-22,3033583350
2013-05-23,3035599020
2013-05-24,3047693040
2013-05-28,3039630360
2013-05-29,3025520670
2013-05-30,3025520670
2013-05-31,2959003560
2013-06-03,2912643150
2013-06-04,3021489330
2013-06-05,2920705830
2013-06-06,2836047690
2013-06-07,2950940880
2013-06-10,2981175930
2013-06-11,2977144590
2013-06-12,2884423770
2013-06-13,2940862530
2013-06-14,2940862530
2013-06-17,2924737170
2013-06-18,2961019230
2013-06-19,2872329750
2013-06-20,2777593260
2013-06-21,2842094700
2013-06-24,2811859650
2013-06-25,2904580470
2013-06-26,2973113250
2013-06-27,3061802730
2013-06-28,2959003560
2013-07-01,3019331920
2013-07-02,2841724160
2013-07-03,2865943400
2013-07-05,2902272260
2013-07-08,2892180910
2013-07-09,2876034750
2013-07-10,2884107830
2013-07-11,2849797240
2013-07-12,2817504920
2013-07-15,2809431840
2013-07-16,2825578000
2013-07-17,2857870320
2013-07-18,2861906860
2013-07-19,2837687620
2013-07-22,2948692470
2013-07-23,2930528040
2013-07-24,2934564580
2013-07-25,2944655930
2013-07-26,2910345340
2013-07-29,2970893440
2013-07-30,3350328200
2013-07-31,3332163770
2013-08-01,3412894570
2013-08-02,3523899420
2013-08-05,3548118659
2013-08-06,3610685030
2013-08-07,3574356170
2013-08-08,3558210010
2013-08-09,3493625369
2013-08-12,3487570560
2013-08-13,3590502330
2013-08-14,3564264820
2013-08-15,3519862880
2013-08-16,3529954229
2013-08-19,3544082119
2013-08-20,3576374440
2013-08-21,3511789799
2013-08-22,3469406130
2013-08-23,3497661909
2013-08-26,3469406130
2013-08-27,3398766680
2013-08-28,3400784950
2013-08-29,3364456090
2013-08-30,3293816640
2013-09-03,3297853180
2013-09-04,3362437820
2013-09-05,3360419549
2013-09-06,3394730140
2013-09-09,3431059000
2013-09-10,3459314780
2013-09-11,3459314780
2013-09-12,3420967650
2013-09-13,3475460940
2013-09-16,3465369590
2013-09-17,3521881150
2013-09-18,3568301360
2013-09-19,3733799500
2013-09-20,3665178320
2013-09-23,3628849460
2013-09-24,3655086970
2013-09-25,3632886000
2013-09-26,3632886000
2013-09-27,3644995619
2013-09-30,3641597581
2013-10-01,3789743937
2013-10-02,3851805248
2013-10-03,3817771626
2013-10-04,3783738004
2013-10-07,3749704381
2013-10-08,3699654937
2013-10-09,3703658893
2013-10-10,3827781515
2013-10-11,3837791404
2013-10-14,3861815137
2013-10-15,3847801293
2013-10-16,3917870515
2013-10-17,3927880404
2013-10-18,3983935782
2013-10-21,3995947648
2013-10-22,4023975337
2013-10-23,3993945671
2013-10-24,3949902159
2013-10-25,3893846782
2013-10-28,3851805248
2013-10-29,4158107849
2013-10-30,4172121693
2013-10-31,4272220582
2013-11-01,4300248271
2013-11-04,4380327382
2013-11-05,4364311560
2013-11-06,4366313538
2013-11-07,4268216626
2013-11-08,4286234426
2013-11-11,4354301671
2013-11-12,4382329360
2013-11-13,4458404516
2013-11-14,4574519227
2013-11-15,4768711071
2013-11-18,4672616138
2013-11-19,4684628005
2013-11-20,4646590427
2013-11-21,4738681405
2013-11-22,4822764472
2013-11-25,4730673494
