,PDCO
2009-04-13,2316650880
2009-04-14,2330776800
2009-04-15,2369623080
2009-04-16,2450847120
2009-04-17,2542665600
2009-04-20,2437898360
2009-04-21,2403760720
2009-04-22,2393166280
2009-04-23,2347257040
2009-04-24,2342548400
2009-04-27,2344662150
2009-04-28,2322219540
2009-04-29,2377735470
2009-04-30,2416714740
2009-05-01,2413171170
2009-05-04,2540739690
2009-05-05,2578537770
2009-05-06,2583262530
2009-05-07,2642322030
2009-05-08,2726186520
2009-05-11,2695475580
2009-05-12,2700200340
2009-05-13,2612792280
2009-05-14,2628147750
2009-05-15,2608067520
2009-05-18,2663583450
2009-05-19,2680120110
2009-05-20,2665945830
2009-05-21,2383641420
2009-05-22,2373010710
2009-05-26,2432070210
2009-05-27,2393090940
2009-05-28,2403721650
2009-05-29,2432070210
2009-06-01,2469868290
2009-06-02,2500579230
2009-06-03,2469868290
2009-06-04,2426164260
2009-06-05,2414352360
2009-06-08,2400178080
2009-06-09,2398996890
2009-06-10,2396634510
2009-06-11,2417895930
2009-06-12,2416714740
2009-06-15,2335212630
2009-06-16,2356474050
2009-06-17,2398996890
2009-06-18,2423801880
2009-06-19,2461599960
2009-06-22,2398996890
2009-06-23,2397815700
2009-06-24,2432070210
2009-06-25,2478136620
2009-06-26,2528927790
2009-06-29,2547826830
2009-06-30,2563182300
2009-07-01,2597436810
2009-07-02,2552551590
2009-07-06,2571450630
2009-07-07,2531290170
2009-07-08,2505303990
2009-07-09,2486404950
2009-07-10,2481680190
2009-07-13,2524203030
2009-07-14,2532471360
2009-07-15,2584443720
2009-07-16,2663583450
2009-07-17,2636416080
2009-07-20,2658858690
2009-07-21,2668308210
2009-07-22,2642322030
2009-07-23,2773434120
2009-07-24,2850211470
2009-07-27,2883848320
2009-07-28,2888581760
2009-07-29,2905148800
2009-07-30,2945383040
2009-07-31,3001000960
2009-08-03,3044785280
2009-08-04,3018751360
2009-08-05,2929999360
2009-08-06,2915799040
2009-08-07,2958400000
2009-08-10,3001000960
2009-08-11,2941832960
2009-08-12,3012834560
2009-08-13,3021118080
2009-08-14,2989167360
2009-08-17,2953666560
2009-08-18,2966683520
2009-08-19,3004551040
2009-08-20,3216372480
2009-08-21,3245956480
2009-08-24,3271990400
2009-08-25,3276723840
2009-08-26,3244773120
2009-08-27,3243589760
2009-08-28,3225839360
2009-08-31,3222289280
2009-09-01,3147737600
2009-09-02,3143004160
2009-09-03,3165488000
2009-09-04,3234122880
2009-09-08,3222289280
2009-09-09,3236489600
2009-09-10,3260156800
2009-09-11,3260156800
2009-09-14,3267256960
2009-09-15,3224656000
2009-09-16,3290924160
2009-09-17,3314591360
2009-09-18,3286190720
2009-09-21,3294474240
2009-09-22,3281457280
2009-09-23,3244773120
2009-09-24,3218739200
2009-09-25,3209272320
2009-09-28,3266073600
2009-09-29,3245956480
2009-09-30,3224656000
2009-10-01,3166671360
2009-10-02,3147737600
2009-10-05,3151287680
2009-10-06,3160754560
2009-10-07,3157204480
2009-10-08,3170221440
2009-10-09,3186788480
2009-10-12,3151287680
2009-10-13,3112236800
2009-10-14,3153654400
2009-10-15,3182055040
2009-10-16,3159571200
2009-10-19,3212822400
2009-10-20,3173771520
2009-10-21,3179688320
2009-10-22,3219922560
2009-10-23,3176138240
2009-10-26,3158504700
2009-10-27,3158504700
2009-10-28,3093319800
2009-10-29,3113467860
2009-10-30,3025764540
2009-11-02,3048282960
2009-11-03,3062505120
2009-11-04,3019838640
2009-11-05,3089764260
2009-11-06,3066060660
2009-11-09,3095690160
2009-11-10,3117023400
2009-11-11,3111097500
2009-11-12,3067245840
2009-11-13,3077912460
2009-11-16,3094504980
2009-11-17,3056579220
2009-11-18,3119393760
2009-11-19,3106356780
2009-11-20,3066060660
2009-11-23,3107541960
2009-11-24,3088579080
2009-11-25,3101616060
2009-11-27,3064875480
2009-11-30,3047097780
2009-12-01,3082653180
2009-12-02,3120578940
2009-12-03,3079097640
2009-12-04,3124134480
2009-12-07,3120578940
2009-12-08,3111097500
2009-12-09,3108727140
2009-12-10,3181023120
2009-12-11,3209467440
2009-12-14,3248578380
2009-12-15,3281763420
2009-12-16,3259245000
2009-12-17,3223689600
2009-12-18,3197615640
2009-12-21,3242652480
2009-12-22,3284133780
2009-12-23,3305467020
2009-12-24,3290059680
2009-12-28,3281763420
2009-12-29,3331540980
2009-12-30,3324429900
2009-12-31,3316133640
2010-01-04,3414503580
2010-01-05,3402651780
2010-01-06,3400281420
2010-01-07,3473762580
2010-01-08,3543688200
2010-01-11,3644428500
2010-01-12,3570947340
2010-01-13,3623095260
2010-01-14,3624280440
2010-01-15,3556725180
2010-01-19,3602947200
2010-01-20,3557910360
2010-01-21,3506947620
2010-01-22,3426355380
2010-01-25,3452613450
2010-01-26,3441953580
2010-01-27,3436031430
2010-01-28,3385100940
2010-01-29,3382732080
2010-02-01,3409973970
2010-02-02,3477486480
2010-02-03,3459720030
2010-02-04,3391023090
2010-02-05,3385100940
2010-02-08,3389838660
2010-02-09,3453797880
2010-02-10,3418264980
2010-02-11,3430109280
2010-02-12,3406420680
2010-02-16,3507097230
2010-02-17,3508281660
2010-02-18,3498806220
2010-02-19,3528416970
2010-02-22,3555658860
2010-02-23,3511834950
2010-02-24,3563949870
2010-02-25,3555658860
2010-02-26,3515388240
2010-03-01,3567503160
2010-03-02,3674101860
2010-03-03,3646859970
2010-03-04,3620802510
2010-03-05,3644491110
2010-03-08,3631462380
2010-03-09,3566318730
2010-03-10,3576978600
2010-03-11,3611327070
2010-03-12,3598298340
2010-03-15,3601851630
2010-03-16,3620802510
2010-03-17,3669364140
2010-03-18,3661073130
2010-03-19,3655150980
2010-03-22,3689499450
2010-03-23,3680024010
2010-03-24,3646859970
2010-03-25,3640937820
2010-03-26,3632646810
2010-03-29,3678839580
2010-03-30,3700159320
2010-03-31,3677655150
2010-04-01,3642122250
2010-04-05,3669364140
2010-04-06,3678839580
2010-04-07,3650413260
2010-04-08,3663441990
2010-04-09,3687130590
2010-04-12,3675286290
2010-04-13,3698974890
2010-04-14,3768856260
2010-04-15,3767671830
2010-04-16,3792544860
2010-04-19,3766487400
2010-04-20,3817417889
2010-04-21,3785438280
2010-04-22,3804389159
2010-04-23,3882561540
2010-04-26,3847981260
2010-04-27,3795611580
2010-04-28,3838459500
2010-04-29,3883687860
2010-04-30,3803943120
2010-05-03,3808704000
2010-05-04,3709915740
2010-05-05,3708725520
2010-05-06,3514719660
2010-05-07,3511149000
2010-05-10,3668258040
2010-05-11,3665877600
2010-05-12,3737290800
2010-05-13,3670638480
2010-05-14,3599225280
2010-05-17,3614698140
2010-05-18,3559948020
2010-05-19,3561138240
2010-05-20,3493295700
2010-05-21,3520670760
2010-05-24,3493295700
2010-05-25,3479013060
2010-05-26,3462349980
2010-05-27,3573040440
2010-05-28,3539714280
2010-06-01,3467110860
2010-06-02,3580181760
2010-06-03,3625410120
2010-06-04,3465920640
2010-06-07,3452828220
2010-06-08,3451638000
2010-06-09,3474252180
2010-06-10,3553996920
2010-06-11,3564708900
2010-06-14,3580181760
2010-06-15,3637312320
2010-06-16,3643263420
2010-06-17,3627790560
2010-06-18,3659926500
2010-06-21,3645643860
2010-06-22,3598035060
2010-06-23,3565899120
2010-06-24,3492105480
2010-06-25,3519480540
2010-06-28,3540904500
2010-06-29,3420692280
2010-06-30,3395697660
2010-07-01,3419502060
2010-07-02,3393317220
2010-07-06,3368322600
2010-07-07,3408790080
2010-07-08,3404029200
2010-07-09,3406409640
2010-07-12,3395697660
2010-07-13,3465920640
2010-07-14,3470681520
2010-07-15,3446877120
2010-07-16,3323094240
2010-07-19,3299289840
2010-07-20,3286197420
2010-07-21,3164794980
2010-07-22,3199311360
2010-07-23,3207642900
2010-07-26,3248110380
2010-07-27,3220735320
2010-07-28,3164794980
2010-07-29,3102903540
2010-07-30,3175506960
2010-08-02,3251264560
2010-08-03,3261940000
2010-08-04,3303455600
2010-08-05,3293966320
2010-08-06,3284477040
2010-08-09,3286849360
2010-08-10,3290407840
2010-08-11,3188398080
2010-08-12,3167047200
2010-08-13,3162302560
2010-08-16,3159930240
2010-08-17,3238216800
2010-08-18,3246519920
2010-08-19,3209748960
2010-08-20,3194328880
2010-08-23,3187211920
2010-08-24,3144510160
2010-08-25,3163488720
2010-08-26,3008101760
2010-08-27,3011660240
2010-08-30,3008101760
2010-08-31,2997426320
2010-09-01,3048431200
2010-09-02,3106553040
2010-09-03,3137393200
2010-09-07,3100622240
2010-09-08,3111297680
2010-09-09,3132648560
2010-09-10,3157557920
2010-09-13,3199073520
2010-09-14,3215679760
2010-09-15,3266684640
2010-09-16,3276173920
2010-09-17,3220424400
2010-09-20,3292780160
2010-09-21,3315317200
2010-09-22,3293966320
2010-09-23,3257195360
2010-09-24,3333109600
2010-09-27,3324806480
2010-09-28,3361577440
2010-09-29,3374625200
2010-09-30,3398348400
2010-10-01,3397162240
2010-10-04,3317689520
2010-10-05,3395976080
2010-10-06,3358018960
2010-10-07,3368694400
2010-10-08,3394789920
2010-10-11,3368694400
2010-10-12,3355646640
2010-10-13,3369880560
2010-10-14,3362763600
2010-10-15,3380556000
2010-10-18,3363949760
2010-10-19,3259567680
2010-10-20,3279732400
2010-10-21,3289221680
2010-10-22,3311758720
2010-10-25,3307014080
2010-10-26,3307014080
2010-10-27,3295152480
2010-10-28,3279732400
2010-10-29,3279732400
2010-11-01,3276693380
2010-11-02,3312091580
2010-11-03,3300292180
2010-11-04,3327430800
2010-11-05,3338050260
2010-11-08,3322711040
2010-11-09,3329790680
2010-11-10,3365188880
2010-11-11,3411206540
2010-11-12,3375808340
2010-11-15,3361649060
2010-11-16,3316811340
2010-11-17,3330970620
2010-11-18,3369908640
2010-11-19,3382887980
2010-11-22,3428905640
2010-11-23,3426545760
2010-11-24,3562238860
2010-11-26,3551619400
2010-11-29,3519761020
2010-11-30,3507961620
2010-12-01,3569318500
2010-12-02,3587017600
2010-12-03,3601176880
2010-12-06,3542179880
2010-12-07,3537460120
2010-12-08,3498522100
2010-12-09,3493802340
2010-12-10,3510321500
2010-12-13,3499702040
2010-12-14,3557519100
2010-12-15,3572858320
2010-12-16,3648374480
2010-12-17,3644834660
2010-12-20,3655454120
2010-12-21,3660173880
2010-12-22,3657814000
2010-12-23,3634215200
2010-12-27,3614156220
2010-12-28,3641294840
2010-12-29,3644834660
2010-12-30,3631855320
2010-12-31,3614156220
2011-01-03,3656634060
2011-01-04,3660173880
2011-01-05,3660173880
2011-01-06,3670793340
2011-01-07,3668433460
2011-01-10,3682592740
2011-01-11,3709731360
2011-01-12,3715631060
2011-01-13,3714451120
2011-01-14,3705011600
2011-01-18,3734510100
2011-01-19,3703831660
2011-01-20,3689672380
2011-01-21,3721530760
2011-01-24,3728610400
2011-01-25,3870203199
2011-01-26,3887902300
2011-01-27,3907961279
2011-01-28,3891442119
2011-01-31,3885508740
2011-02-01,3916066280
2011-02-02,3910189830
2011-02-03,3899612220
2011-02-04,3924293310
2011-02-07,3952500270
2011-02-08,3966603750
2011-02-09,3963077880
2011-02-10,3960727300
2011-02-11,3987758970
2011-02-14,3983057810
2011-02-15,3991284840
2011-02-16,4014790639
2011-02-17,4038296440
2011-02-18,3978356650
2011-02-22,3782083220
2011-02-23,3847899460
2011-02-24,3836146560
2011-02-25,3889034610
2011-02-28,3923118020
2011-03-01,3871405259
2011-03-02,3869054680
2011-03-03,3920767440
2011-03-04,3906663960
2011-03-07,3870229970
2011-03-08,3925468600
2011-03-09,3863178229
2011-03-10,3811465470
2011-03-11,3763278580
2011-03-14,3724494010
2011-03-15,3691585890
2011-03-16,3692761180
2011-03-17,3710390530
2011-03-18,3710390530
2011-03-21,3731545750
2011-03-22,3695111760
2011-03-23,3676307120
2011-03-24,3705689370
2011-03-25,3702163500
2011-03-28,3738597490
2011-03-29,3769155030
2011-03-30,3778557350
2011-03-31,3783258509
2011-04-01,3860827650
2011-04-04,3876106419
2011-04-05,3885508740
2011-04-06,3913715699
2011-04-07,3916066280
2011-04-08,3879632290
2011-04-11,3886684030
2011-04-12,3872580550
2011-04-13,3899612220
2011-04-14,3911365120
2011-04-15,3925468600
2011-04-18,3866704100
2011-04-19,3887859320
2011-04-20,3926643889
2011-04-21,3985408389
2011-04-25,3965428460
2011-04-26,3972480199
2011-04-27,3998336580
2011-04-28,4061802240
2011-04-29,4079431590
2011-05-02,4092546159
2011-05-03,4069430960
2011-05-04,4049783040
2011-05-05,4016266000
2011-05-06,4050938799
2011-05-09,4107571040
2011-05-10,4126063200
2011-05-11,4105259520
2011-05-12,4148022640
2011-05-13,4119128640
2011-05-16,4148022640
2011-05-17,4183851200
2011-05-18,4243950720
2011-05-19,4253196799
2011-05-20,4136465040
2011-05-23,4099480720
2011-05-24,4071742479
2011-05-25,4060184880
2011-05-26,4057873360
2011-05-27,4056717600
2011-05-31,3997773840
2011-06-01,3911091840
2011-06-02,3855615360
2011-06-03,3787425520
2011-06-06,3734260560
2011-06-07,3718079920
2011-06-08,3666070720
2011-06-09,3759687280
2011-06-10,3708833840
2011-06-13,3709989600
2011-06-14,3752752720
2011-06-15,3670693760
2011-06-16,3703055040
2011-06-17,3692653200
2011-06-20,3715768400
2011-06-21,3792048560
2011-06-22,3731949040
2011-06-23,3718079920
2011-06-24,3656824640
2011-06-27,3706522320
2011-06-28,3758531520
2011-06-29,3763154560
2011-06-30,3801294640
2011-07-01,3903001520
2011-07-05,3894911200
2011-07-06,3909936080
2011-07-07,3934207040
2011-07-08,3877574799
2011-07-11,3796671600
2011-07-12,3818631040
2011-07-13,3846369280
2011-07-14,3793204320
2011-07-15,3792048560
2011-07-18,3720391439
2011-07-19,3734260560
2011-07-20,3733104799
2011-07-21,3786269760
2011-07-22,3785114000
2011-07-25,3756220000
2011-07-26,3668382240
2011-07-27,3564363840
2011-07-28,3563208080
2011-07-29,3564363840
2011-08-01,3370513100
2011-08-02,3335626320
2011-08-03,3297363400
2011-08-04,3194953820
2011-08-05,3268103520
2011-08-08,3095920380
2011-08-09,3193828440
2011-08-10,3055406700
2011-08-11,3214085280
2011-08-12,3268103520
2011-08-15,3328874040
2011-08-16,3287234980
2011-08-17,3297363400
2011-08-18,3139810200
2011-08-19,3129681780
2011-08-22,3118427980
2011-08-23,3265852760
2011-08-24,3366011580
2011-08-25,3023896060
2011-08-26,3066660500
2011-08-29,3210709140
2011-08-30,3233216740
2011-08-31,3288360360
2011-09-01,3277106560
2011-09-02,3164568560
2011-09-06,3118427980
2011-09-07,3227589840
2011-09-08,3188201540
2011-09-09,3061033600
2011-09-12,3056532080
2011-09-13,3079039680
2011-09-14,3143186340
2011-09-15,3121804120
2011-09-16,3154440140
2011-09-19,3144311720
2011-09-20,3199455340
2011-09-21,3166819320
2011-09-22,3102672660
2011-09-23,3148813240
2011-09-26,3203956860
2011-09-27,3349130880
2011-09-28,3246721300
2011-09-29,3287234980
2011-09-30,3221962940
2011-10-03,3079039680
2011-10-04,3148813240
2011-10-05,3201706100
2011-10-06,3234342120
2011-10-07,3203956860
2011-10-10,3319871000
2011-10-11,3306366440
2011-10-12,3296238020
2011-10-13,3246721300
2011-10-14,3286109600
2011-10-17,3207333000
2011-10-18,3237718260
2011-10-19,3250097440
2011-10-20,3265852760
2011-10-21,3391895320
2011-10-24,3496555660
2011-10-25,3441412040
2011-10-26,3474048060
2011-10-27,3638353540
2011-10-28,3650732719
2011-10-31,3351680880
2011-11-01,3117372080
2011-11-02,3194054960
2011-11-03,3221746000
2011-11-04,3198315120
2011-11-07,3229201280
2011-11-08,3298428880
2011-11-09,3147193200
2011-11-10,3185534640
2011-11-11,3196185040
2011-11-14,3187664720
2011-11-15,3218550880
2011-11-16,3164233840
2011-11-17,3130152560
2011-11-18,3090746080
2011-11-21,3122697280
2011-11-22,3021518480
2011-11-23,2990632320
2011-11-25,2991697360
2011-11-28,3100331440
2011-11-29,3059859920
2011-11-30,3213225680
2011-12-01,3253697200
2011-12-02,3208965520
2011-12-05,3236656560
2011-12-06,3221746000
2011-12-07,3199380160
2011-12-08,3110981840
2011-12-09,3124827360
2011-12-12,3077965600
2011-12-13,3058794880
2011-12-14,3034298960
2011-12-15,3042819280
2011-12-16,3040689200
2011-12-19,3005542880
2011-12-20,3087550960
2011-12-21,3093941200
2011-12-22,3130152560
2011-12-23,3148258240
2011-12-27,3178079360
2011-12-28,3156778560
2011-12-29,3167428960
2011-12-30,3143998080
2012-01-03,3195120000
2012-01-04,3140802960
2012-01-05,3123762320
2012-01-06,3150388320
2012-01-09,3152518400
2012-01-10,3159973680
2012-01-11,3240916720
2012-01-12,3301624000
2012-01-13,3222811040
2012-01-17,3246241920
2012-01-18,3234526480
2012-01-19,3310144320
2012-01-20,3339965440
2012-01-23,3366591440
2012-01-24,3404932880
2012-01-25,3418778400
2012-01-26,3417713360
2012-01-27,3421973520
2012-01-30,3379210800
2012-01-31,3407794349
2012-02-01,3445905749
2012-02-02,3420498150
2012-02-03,3455433600
2012-02-06,3425791400
2012-02-07,3423674100
2012-02-08,3410970300
2012-02-09,3397207850
2012-02-10,3368624300
2012-02-13,3387680000
2012-02-14,3434260599
2012-02-15,3448023050
2012-02-16,3517893949
2012-02-17,3497779600
2012-02-21,3497779600
2012-02-22,3472371999
2012-02-23,3407794349
2012-02-24,3402501100
2012-02-27,3394031900
2012-02-28,3415204900
2012-02-29,3379210800
2012-03-01,3327336950
2012-03-02,3284990950
2012-03-05,3261700650
2012-03-06,3237351700
2012-03-07,3233117100
2012-03-08,3277580400
2012-03-09,3286049600
2012-03-12,3281815000
2012-03-13,3333688850
2012-03-14,3392973249
2012-03-15,3416263550
2012-03-16,3425791400
2012-03-19,3423674100
2012-03-20,3395090550
2012-03-21,3387680000
2012-03-22,3366507000
2012-03-23,3361213750
2012-03-26,3444847100
2012-03-27,3452257650
2012-03-28,3494603650
2012-03-29,3487193099
2012-03-30,3535891000
2012-04-02,3544360199
2012-04-03,3524245850
2012-04-04,3490369050
2012-04-05,3494603650
2012-04-09,3442729800
2012-04-10,3406735700
2012-04-11,3443788450
2012-04-12,3502014200
2012-04-13,3481899850
2012-04-16,3452257650
2012-04-17,3509424750
2012-04-18,3515776650
2012-04-19,3476606600
2012-04-20,3487193099
2012-04-23,3431084649
2012-04-24,3442729800
2012-04-25,3484017149
2012-04-26,3516835300
2012-04-27,3598351350
2012-04-30,3580643150
2012-05-01,3625808200
2012-05-02,3619506100
2012-05-03,3601650150
2012-05-04,3523924249
2012-05-07,3518672500
2012-05-08,3552283700
2012-05-09,3538629149
2012-05-10,3520773200
2012-05-11,3519722850
2012-05-14,3490313049
2012-05-15,3514471100
2012-05-16,3521823550
2012-05-17,3444097650
2012-05-18,3387378750
2012-05-21,3431493450
2012-05-22,3429392750
2012-05-23,3431493450
2012-05-24,3513420750
2012-05-25,3575391400
2012-05-29,3606901900
2012-05-30,3543880900
2012-05-31,3491363400
2012-06-01,3424141000
2012-06-04,3402083650
2012-06-05,3440946600
2012-06-06,3465104650
2012-06-07,3456701849
2012-06-08,3486111649
2012-06-11,3446198350
2012-06-12,3470356400
2012-06-13,3441996950
2012-06-14,3438845900
2012-06-15,3468255700
2012-06-18,3554384400
2012-06-19,3598499100
2012-06-20,3594297700
2012-06-21,3529176000
2012-06-22,3576441749
2012-06-25,3496615150
2012-06-26,3474557800
2012-06-27,3534427750
2012-06-28,3530226350
2012-06-29,3620556450
2012-07-02,3664671150
2012-07-03,3694080950
2012-07-05,3703534100
2012-07-06,3661520100
2012-07-09,3662570449
2012-07-10,3643664149
2012-07-11,3661520100
2012-07-12,3597448750
2012-07-13,3624757850
2012-07-16,3610052949
2012-07-17,3662570449
2012-07-18,3678325700
2012-07-19,3681476749
2012-07-20,3652066950
2012-07-23,3577492100
2012-07-24,3513420750
2012-07-25,3568038950
2012-07-26,3604801200
2012-07-27,3701433400
2012-07-30,3638006480
2012-07-31,3536374600
2012-08-01,3516670459
2012-08-02,3494892200
2012-08-03,3571634640
2012-08-06,3595487020
2012-08-07,3612079980
2012-08-08,3606894680
2012-08-09,3576819940
2012-08-10,3668081219
2012-08-13,3667044160
2012-08-14,3668081219
2012-08-15,3708526560
2012-08-16,3724082459
2012-08-17,3746897780
2012-08-20,3751046020
2012-08-21,3745860719
2012-08-22,3724082459
2012-08-23,3541559900
2012-08-24,3532226360
2012-08-27,3541559900
2012-08-28,3532226360
2012-08-29,3563338160
2012-08-30,3529115180
2012-08-31,3522892820
2012-09-04,3515633400
2012-09-05,3518744580
2012-09-06,3568523459
2012-09-07,3550893440
2012-09-10,3544671080
2012-09-11,3561264040
2012-09-12,3573708760
2012-09-13,3583042299
2012-09-14,3566449340
2012-09-17,3560226980
2012-09-18,3567486400
2012-09-19,3545708140
2012-09-20,3611042920
2012-09-21,3636969420
2012-09-24,3641117660
2012-09-25,3617265280
2012-09-26,3569560520
2012-09-27,3589264660
2012-09-28,3550893440
2012-10-01,3554004620
2012-10-02,3554004620
2012-10-03,3586153480
2012-10-04,3652525320
2012-10-05,3670155340
2012-10-08,3698155959
2012-10-09,3597561140
2012-10-10,3571634640
2012-10-11,3596524080
2012-10-12,3562301100
2012-10-15,3587190540
2012-10-16,3597561140
2012-10-17,3567486400
2012-10-18,3517707520
2012-10-19,3473113940
2012-10-22,3482447480
2012-10-23,3452372740
2012-10-24,3471039820
2012-10-25,3492818080
2012-10-26,3473113940
2012-10-31,3411142000
2012-11-01,3472420000
2012-11-02,3460164400
2012-11-05,3511229400
2012-11-06,3560251800
2012-11-07,3516335900
2012-11-08,3483654300
2012-11-09,3496931200
2012-11-12,3493867300
2012-11-13,3508165500
2012-11-14,3478547800
2012-11-15,3530634100
2012-11-16,3600082500
2012-11-19,3678722600
2012-11-20,3369268700
2012-11-21,3421355000
2012-11-23,3455057900
2012-11-26,3434631900
2012-11-27,3435653200
2012-11-28,3439738400
2012-11-29,3431568000
2012-11-30,3482633000
2012-12-03,3473441300
2012-12-04,3406035500
2012-12-05,3395822500
2012-12-06,3392758600
2012-12-07,3396843800
2012-12-10,3406035500
2012-12-11,3410120700
2012-12-12,3430546700
2012-12-13,3398886400
2012-12-14,3399907700
2012-12-17,3441781000
2012-12-18,3471398700
2012-12-19,3468334800
2012-12-20,3491824700
2012-12-21,3487739500
2012-12-24,3487739500
2012-12-26,3466292200
2012-12-27,3463228299
2012-12-28,3457100500
2012-12-31,3495909899
2013-01-02,3543911000
2013-01-03,3547996200
2013-01-04,3544932300
2013-01-07,3588848200
2013-01-08,3590890799
2013-01-09,3626636300
2013-01-10,3635828000
2013-01-11,3624593700
2013-01-14,3636849300
2013-01-15,3554123999
2013-01-16,3555145300
2013-01-17,3591912100
2013-01-18,3621529800
2013-01-22,3656253999
2013-01-23,3695063400
2013-01-24,3728766300
2013-01-25,3742043200
2013-01-28,3690526050
2013-01-29,3681413640
2013-01-30,3667238780
2013-01-31,3658126370
2013-02-01,3732038140
2013-02-04,3711788339
2013-02-05,3726975690
2013-02-06,3760387860
2013-02-07,3772537740
2013-02-08,3777600190
2013-02-11,3753300430
2013-02-12,3780637660
2013-02-13,3761400350
2013-02-14,3754312920
2013-02-15,3768487780
2013-02-19,3768487780
2013-02-20,3751275449
2013-02-21,3613576810
2013-02-22,3649013960
2013-02-25,3622689220
2013-02-26,3623701710
2013-02-27,3663188820
2013-02-28,3679388660
2013-03-01,3690526050
2013-03-04,3677363680
2013-03-05,3693563519
2013-03-06,3689513560
2013-03-07,3701663440
2013-03-08,3731025650
2013-03-11,3763425330
2013-03-12,3764437820
2013-03-13,3784687620
2013-03-14,3791775050
2013-03-15,3767475290
2013-03-18,3748237980
2013-03-19,3803924930
2013-03-20,3846449510
2013-03-21,3807974890
2013-03-22,3821137260
2013-03-25,3796837500
2013-03-26,3795825010
2013-03-27,3812024850
2013-03-28,3851511960
2013-04-01,3826199710
2013-04-02,3814049830
2013-04-03,3747225490
2013-04-04,3768487780
2013-04-05,3732038140
2013-04-08,3775575210
2013-04-09,3704700910
2013-04-10,3717863280
2013-04-11,3776587699
2013-04-12,3774562720
2013-04-15,3712800830
2013-04-16,3774562720
2013-04-17,3718875769
2013-04-18,3693563519
2013-04-19,3766462800
2013-04-22,3753300430
2013-04-23,3774562720
2013-04-24,3812024850
2013-04-25,3820124769
2013-04-26,3793800030
2013-04-29,3808717900
2013-04-30,3833974650
2013-05-01,3805687090
2013-05-02,3855190319
2013-05-03,3883477880
2013-05-06,3888529230
2013-05-07,3893580580
2013-05-08,3925909220
2013-05-09,3918837330
2013-05-10,3918837330
2013-05-13,3884488150
2013-05-14,3906714090
2013-05-15,3930960569
2013-05-16,3911765440
2013-05-17,3907724360
2013-05-20,3918837330
2013-05-21,3963289209
2013-05-22,3940053000
2013-05-23,3995617849
2013-05-24,3960258400
2013-05-28,4010771900
2013-05-29,3932981110
2013-05-30,3948135160
2013-05-31,3948135160
2013-06-03,3961268670
2013-06-04,3939042730
2013-06-05,3879436800
2013-06-06,3880447069
2013-06-07,3938032459
2013-06-10,3964299480
2013-06-11,3947124890
2013-06-12,3906714090
2013-06-13,3945104349
2013-06-14,3915806520
2013-06-17,3961268670
2013-06-18,3948135160
2013-06-19,3870344370
2013-06-20,3769317370
2013-06-21,3780430340
2013-06-24,3762245480
2013-06-25,3768307099
2013-06-26,3758204400
2013-06-27,3796594660
2013-06-28,3798615200
2013-07-01,3811748709
2013-07-02,3824882220
2013-07-03,3812758980
2013-07-05,3835995190
2013-07-08,3871354640
2013-07-09,3896611390
2013-07-10,3950155700
2013-07-11,3978443260
2013-07-12,4005720550
2013-07-15,4025925950
2013-07-16,4015823250
2013-07-17,4023905410
2013-07-18,4068357290
2013-07-19,4076439450
2013-07-22,4088562690
2013-07-23,4081490800
2013-07-24,4054213510
2013-07-25,4096644849
2013-07-26,4100685930
2013-07-29,4095315880
2013-07-30,4117551060
2013-07-31,4132711410
2013-08-01,4208513160
2013-08-02,4228726960
2013-08-05,4221652130
2013-08-06,4224684199
2013-08-07,4223673510
2013-08-08,4272186630
2013-08-09,4253994210
2013-08-12,4277240080
2013-08-13,4305539400
2013-08-14,4280272150
2013-08-15,4203459710
2013-08-16,4196384880
2013-08-19,4191331430
2013-08-20,4231759029
2013-08-21,4209523850
2013-08-22,4108454850
2013-08-23,4144839690
2013-08-26,4088241050
2013-08-27,4038717240
2013-08-28,4022546199
2013-08-29,4040738619
2013-08-30,4030631720
2013-09-03,4025578270
2013-09-04,4043770690
2013-09-05,4049834830
2013-09-06,4045792070
2013-09-09,4069037940
2013-09-10,4108454850
2013-09-11,4142818310
2013-09-12,4143829000
2013-09-13,4136754170
2013-09-16,4168085560
2013-09-17,4172128320
2013-09-18,4175160390
2013-09-19,4164042800
2013-09-20,4121593820
2013-09-23,4116540369
2013-09-24,4078134150
2013-09-25,4056909660
2013-09-26,4073080699
2013-09-27,4039727930
2013-09-30,4061963110
2013-10-01,4079144840
2013-10-02,4042760000
2013-10-03,4030631720
2013-10-04,4059941730
2013-10-07,4033663789
2013-10-08,4001321710
2013-10-09,4087230360
2013-10-10,4090262430
2013-10-11,4081166220
2013-10-14,4089251740
2013-10-15,4024567580
2013-10-16,4089251740
2013-10-17,4140796930
2013-10-18,4192342119
2013-10-21,4184256600
2013-10-22,4186277980
2013-10-23,4189310050
2013-10-24,4192342119
2013-10-25,4202449020
2013-10-28,4219111649
2013-10-29,4276741499
2013-10-30,4278763600
2013-10-31,4297973550
2013-11-01,4311117200
2013-11-04,4364702850
2013-11-05,4326282950
2013-11-06,4357625500
2013-11-07,4329316100
2013-11-08,4372791250
2013-11-11,4371780200
2013-11-12,4371780200
2013-11-13,4419299550
2013-11-14,4475918350
2013-11-15,4416266400
2013-11-18,4361669700
2013-11-19,4335382400
2013-11-20,4307073000
2013-11-21,4156426550
2013-11-22,4219111649
2013-11-25,4241354750
