,CIEN
2009-04-30,1091799800
2009-05-01,1094540720
2009-05-04,1119209000
2009-05-05,1104590760
2009-05-06,1113727160
2009-05-07,1004090360
2009-05-08,1036067760
2009-05-11,980335720
2009-05-12,908158160
2009-05-13,856994320
2009-05-14,872526200
2009-05-15,876180760
2009-05-18,956581080
2009-05-19,1029672280
2009-05-20,995867600
2009-05-21,996781240
2009-05-22,973940240
2009-05-26,1009572200
2009-05-27,990385760
2009-05-28,987644840
2009-05-29,1005004000
2009-06-01,1096368000
2009-06-02,1072613360
2009-06-03,1006831280
2009-06-04,1062563320
2009-06-05,983990280
2009-06-08,969372040
2009-06-09,997694880
2009-06-10,983076640
2009-06-11,953840160
2009-06-12,930999160
2009-06-15,914553640
2009-06-16,918208200
2009-06-17,913640000
2009-06-18,895367200
2009-06-19,969372040
2009-06-22,900849040
2009-06-23,887144440
2009-06-24,888971720
2009-06-25,927344600
2009-06-26,936481000
2009-06-29,949271960
2009-06-30,945617400
2009-07-01,943790120
2009-07-02,904503600
2009-07-06,857907960
2009-07-07,807657760
2009-07-08,815880520
2009-07-09,849685200
2009-07-10,852426120
2009-07-13,870698920
2009-07-14,882576240
2009-07-15,918208200
2009-07-16,936481000
2009-07-17,915467280
2009-07-20,930085520
2009-07-21,941049200
2009-07-22,944703760
2009-07-23,1018708600
2009-07-24,1045204160
2009-07-27,1072613360
2009-07-28,1062563320
2009-07-29,1027845000
2009-07-30,1019622240
2009-07-31,1024019280
2009-08-03,1044206040
2009-08-04,1055217000
2009-08-05,1061640060
2009-08-06,1043288459
2009-08-07,1069898280
2009-08-10,1068980700
2009-08-11,1042370880
2009-08-12,1083661980
2009-08-13,1158903540
2009-08-14,1148810160
2009-08-17,1078156500
2009-08-18,1175419980
2009-08-19,1211205600
2009-08-20,1197441900
2009-08-21,1232309940
2009-08-24,1208452860
2009-08-25,1189183680
2009-08-26,1222216560
2009-08-27,1233227520
2009-08-28,1249743960
2009-08-31,1229557200
2009-09-01,1134128880
2009-09-02,1125870660
2009-09-03,1192854000
2009-09-04,1252496700
2009-09-08,1324067940
2009-09-09,1359853560
2009-09-10,1437847860
2009-09-11,1452529140
2009-09-14,1431424800
2009-09-15,1458952200
2009-09-16,1491067500
2009-09-17,1486479600
2009-09-18,1470880740
2009-09-21,1485562020
2009-09-22,1514007000
2009-09-23,1487397180
2009-09-24,1456199460
2009-09-25,1421331420
2009-09-28,1486479600
2009-09-29,1491985080
2009-09-30,1493820240
2009-10-01,1380957900
2009-10-02,1345172280
2009-10-05,1300210860
2009-10-06,1197441900
2009-10-07,1233227520
2009-10-08,1171749660
2009-10-09,1178172720
2009-10-12,1230474780
2009-10-13,1235062680
2009-10-14,1323150360
2009-10-15,1300210860
2009-10-16,1283694420
2009-10-19,1302046020
2009-10-20,1294705380
2009-10-21,1265342820
2009-10-22,1235062680
2009-10-23,1164409020
2009-10-26,1140551940
2009-10-27,1088249880
2009-10-28,1079074080
2009-10-29,1124035500
2009-10-30,1076321340
2009-11-02,1070000390
2009-11-03,1110621630
2009-11-04,1086618170
2009-11-05,1121700150
2009-11-06,1130932250
2009-11-09,1150319660
2009-11-10,1126316200
2009-11-11,1150319660
2009-11-12,1133701880
2009-11-13,1142010770
2009-11-16,1206635470
2009-11-17,1294340420
2009-11-18,1255565600
2009-11-19,1243563870
2009-11-20,1215867570
2009-11-23,1107852000
2009-11-24,1147550030
2009-11-25,1163244600
2009-11-27,1121700150
2009-11-30,1121700150
2009-12-01,1133701880
2009-12-02,1189094480
2009-12-03,1118007310
2009-12-04,1161398180
2009-12-07,1176169540
2009-12-08,1194633740
2009-12-09,1221406830
2009-12-10,1082002120
2009-12-11,1061691500
2009-12-14,1014607790
2009-12-15,1004452480
2009-12-16,1012761370
2009-12-17,985065070
2009-12-18,1020147050
2009-12-21,1001682850
2009-12-22,1006298900
2009-12-23,1016454210
2009-12-24,1034918410
2009-12-28,1005375690
2009-12-29,1009068530
2009-12-30,1005375690
2009-12-31,1000759640
2010-01-04,1017377420
2010-01-05,1094927060
2010-01-06,1099543110
2010-01-07,1127239410
2010-01-08,1101389530
2010-01-11,1085694960
2010-01-12,1082002120
2010-01-13,1113391260
2010-01-14,1106005580
2010-01-15,1073693230
2010-01-19,1191864110
2010-01-20,1203865840
2010-01-21,1173399910
2010-01-22,1130009040
2010-01-25,1205712260
2010-01-26,1178939170
2010-01-27,1221406830
2010-01-28,1213097940
2010-01-29,1177092750
2010-02-01,1213243400
2010-02-02,1243806020
2010-02-03,1240101460
2010-02-04,1191942180
2010-02-05,1185459200
2010-02-08,1181754640
2010-02-09,1212317260
2010-02-10,1266033380
2010-02-11,1291039160
2010-02-12,1331789320
2010-02-16,1331789320
2010-02-17,1310488100
2010-02-18,1333641600
2010-02-19,1341050720
2010-02-22,1364204220
2010-02-23,1309561960
2010-02-24,1335493880
2010-02-25,1371613340
2010-02-26,1328084760
2010-03-01,1362351940
2010-03-02,1366982640
2010-03-03,1347533700
2010-03-04,1293817580
2010-03-05,1482750140
2010-03-08,1398471400
2010-03-09,1428107880
2010-03-10,1434590860
2010-03-11,1475341020
2010-03-12,1463301200
2010-03-15,1458670500
2010-03-16,1478119440
2010-03-17,1462375060
2010-03-18,1404861766
2010-03-19,1382727020
2010-03-22,1424403320
2010-03-23,1433664720
2010-03-24,1431812440
2010-03-25,1403102100
2010-03-26,1429960160
2010-03-29,1413289640
2010-03-30,1413289640
2010-03-31,1413289640
2010-04-01,1396619120
2010-04-05,1429034020
2010-04-06,1493863820
2010-04-07,1508682060
2010-04-08,1480897860
2010-04-09,1505903640
2010-04-12,1619818859
2010-04-13,1672608840
2010-04-14,1721694260
2010-04-15,1673534980
2010-04-16,1633710960
2010-04-19,1605926760
2010-04-20,1688353220
2010-04-21,1643898500
2010-04-22,1618892720
2010-04-23,1680017960
2010-04-26,1668904280
2010-04-27,1627227980
2010-04-28,1680017960
2010-04-29,1694836200
2010-04-30,1721548180
2010-05-03,1787511439
2010-05-04,1704825100
2010-05-05,1664875520
2010-05-06,1575685760
2010-05-07,1495786600
2010-05-10,1543168660
2010-05-11,1565466100
2010-05-12,1607273800
2010-05-13,1580331060
2010-05-14,1526445580
2010-05-17,1551530200
2010-05-18,1505077200
2010-05-19,1454907960
2010-05-20,1394519060
2010-05-21,1451191720
2010-05-24,1436326760
2010-05-25,1450262660
2010-05-26,1433539580
2010-05-27,1494857540
2010-05-28,1446546420
2010-06-01,1381512220
2010-06-02,1420532740
2010-06-03,1427965220
2010-06-04,1349924180
2010-06-07,1296038700
2010-06-08,1286051305
2010-06-09,1296038700
2010-06-10,1315548960
2010-06-11,1335988280
2010-06-14,1324839560
2010-06-15,1358285720
2010-06-16,1373150680
2010-06-17,1356427600
2010-06-18,1353640420
2010-06-21,1352711360
2010-06-22,1318336140
2010-06-23,1320194260
2010-06-24,1290464340
2010-06-25,1272812200
2010-06-28,1251443820
2010-06-29,1209636120
2010-06-30,1178048080
2010-07-01,1183622440
2010-07-02,1160395940
2010-07-06,1152963460
2010-07-07,1212423300
2010-07-08,1193842100
2010-07-09,1181764320
2010-07-12,1186409620
2010-07-13,1237507920
2010-07-14,1280058868
2010-07-15,1247727580
2010-07-16,1189196800
2010-07-19,1164112180
2010-07-20,1171544660
2010-07-21,1141814740
2010-07-22,1203132700
2010-07-23,1250514760
2010-07-26,1291393400
2010-07-27,1251443820
2010-07-28,1225430140
2010-07-29,1217068600
2010-07-30,1216139540
2010-08-02,1248324700
2010-08-03,1236123030
2010-08-04,1268973680
2010-08-05,1243631750
2010-08-06,1260526370
2010-08-09,1287745480
2010-08-10,1263342140
2010-08-11,1216412640
2010-08-12,1162913010
2010-08-13,1144141210
2010-08-16,1128185180
2010-08-17,1184500580
2010-08-18,1177930450
2010-08-19,1160097240
2010-08-20,1180746220
2010-08-23,1152588520
2010-08-24,1146956980
2010-08-25,1175114680
2010-08-26,1195763660
2010-08-27,1222982770
2010-08-30,1200456610
2010-08-31,1172298910
2010-09-01,1202333790
2010-09-02,1201395200
2010-09-03,1247386110
2010-09-07,1260526370
2010-09-08,1325289080
2010-09-09,1306517280
2010-09-10,1330920620
2010-09-13,1383481660
2010-09-14,1401314870
2010-09-15,1396621920
2010-09-16,1412577950
2010-09-17,1421025260
2010-09-20,1442612830
2010-09-21,1429472570
2010-09-22,1412577950
2010-09-23,1428533980
2010-09-24,1464200400
2010-09-27,1469831940
2010-09-28,1468893350
2010-09-29,1472647710
2010-09-30,1461384630
2010-10-01,1450121550
2010-10-04,1441683625
2010-10-05,1449182960
2010-10-06,1450121550
2010-10-07,1463261810
2010-10-08,1449182960
2010-10-11,1458568860
2010-10-12,1428533980
2010-10-13,1421025260
2010-10-14,1398499100
2010-10-15,1360955500
2010-10-18,1364709860
2010-10-19,1271554802
2010-10-20,1302762920
2010-10-21,1268973680
2010-10-22,1295254200
2010-10-25,1328104850
2010-10-26,1308394460
2010-10-27,1290561250
2010-10-28,1250201880
2010-10-29,1296192790
2010-11-01,1285145600
2010-11-02,1280420800
2010-11-03,1317274240
2010-11-04,1341843200
2010-11-05,1357907520
2010-11-08,1367357120
2010-11-09,1351292800
2010-11-10,1380586560
2010-11-11,1382476480
2010-11-12,1391926080
2010-11-15,1353182720
2010-11-16,1326723840
2010-11-17,1329558720
2010-11-18,1376617728
2010-11-19,1382476480
2010-11-22,1449568640
2010-11-23,1438229120
2010-11-24,1462798080
2010-11-26,1444843840
2010-11-29,1465632960
2010-11-30,1429724480
2010-12-01,1450513600
2010-12-02,1485477120
2010-12-03,1505321280
2010-12-06,1504376320
2010-12-07,1487367040
2010-12-08,1504376320
2010-12-09,1734946560
2010-12-10,1815268160
2010-12-13,1802747440
2010-12-14,1804873600
2010-12-15,1822827840
2010-12-16,1971186560
2010-12-17,2024104320
2010-12-20,2010874880
2010-12-21,2029774080
2010-12-22,1966461759
2010-12-23,1927718399
2010-12-27,1980636160
2010-12-28,2007095039
2010-12-29,1991975679
2010-12-30,2005205120
2010-12-31,1989140800
2011-01-03,2051508160
2011-01-04,2124270080
2011-01-05,2166793280
2011-01-06,2266959040
2011-01-07,2250894720
2011-01-10,2345390720
2011-01-11,2336886080
2011-01-12,2361455040
2011-01-13,2367124800
2011-01-14,2393583680
2011-01-18,2408703040
2011-01-19,2345390720
2011-01-20,2277353600
2011-01-21,2230105600
2011-01-24,2336886080
2011-01-25,2285858240
2011-01-26,2202701760
2011-01-27,2234830400
2011-01-28,2220656000
2011-01-31,2100780800
2011-02-01,2198048000
2011-02-02,2222841600
2011-02-03,2245728000
2011-02-04,2565184000
2011-02-07,2548019200
2011-02-08,2563276800
2011-02-09,2540390400
2011-02-10,2608096000
2011-02-11,2654822400
2011-02-14,2682476800
2011-02-15,2598560000
2011-02-16,2644332800
2011-02-17,2645286400
2011-02-18,2640518400
2011-02-22,2493664000
2011-02-23,2437401600
2011-02-24,2532761600
2011-02-25,2629265920
2011-02-28,2629075200
2011-03-01,2511782400
2011-03-02,2616678400
2011-03-03,2737785600
2011-03-04,2747321600
2011-03-07,2477452800
2011-03-08,2449083200
2011-03-09,2320108800
2011-03-10,2253356800
2011-03-11,2377324800
2011-03-14,2351577600
2011-03-15,2351577600
2011-03-16,2390675200
2011-03-17,2359206400
2011-03-18,2202816000
2011-03-21,2290547200
2011-03-22,2128435200
2011-03-23,2182790400
2011-03-24,2312480000
2011-03-25,2288640000
2011-03-28,2231424000
2011-03-29,2321062400
2011-03-30,2439308800
2011-03-31,2473638400
2011-04-01,2417376000
2011-04-04,2390675200
2011-04-05,2531808000
2011-04-06,2541344000
2011-04-07,2502246400
2011-04-08,2492710400
2011-04-11,2413561600
2011-04-12,2422144000
2011-04-13,2530854400
2011-04-14,2546112000
2011-04-15,2518457600
2011-04-18,2458380800
2011-04-19,2469824000
2011-04-20,2555648000
2011-04-21,2624307200
2011-04-25,2618585600
2011-04-26,2635750400
2011-04-27,2651008000
2011-04-28,2651008000
2011-04-29,2692966400
2011-05-02,2660165060
2011-05-03,2660165060
2011-05-04,2613934820
2011-05-05,2646681240
2011-05-06,2606229780
2011-05-09,2592745960
2011-05-10,2688095830
2011-05-11,2635123680
2011-05-12,2630308030
2011-05-13,2600451000
2011-05-16,2507990520
2011-05-17,2460797150
2011-05-18,2471391580
2011-05-19,2523400600
2011-05-20,2529179380
2011-05-23,2479096620
2011-05-24,2429013860
2011-05-25,2506064260
2011-05-26,2501248610
2011-05-27,2554220760
2011-05-31,2576372750
2011-06-01,2454055240
2011-06-02,2477170360
2011-06-03,2391451790
2011-06-06,2319217040
2011-06-07,2331737730
2011-06-08,1954190770
2011-06-09,1829947000
2011-06-10,1833799520
2011-06-13,1782753630
2011-06-14,1816463180
2011-06-15,1744228430
2011-06-16,1662362380
2011-06-17,1611316490
2011-06-20,1633468480
2011-06-21,1694145670
2011-06-22,1732670869
2011-06-23,1787569279
2011-06-24,1710518880
2011-06-27,1716297660
2011-06-28,1742302170
2011-06-29,1769269810
2011-06-30,1770232940
2011-07-01,1796237449
2011-07-05,1728818350
2011-07-06,1688366890
2011-07-07,1727855220
2011-07-08,1686440630
2011-07-11,1639247260
2011-07-12,1608427100
2011-07-13,1593017020
2011-07-14,1535229220
2011-07-15,1567012510
2011-07-18,1503445930
2011-07-19,1567012510
2011-07-20,1593980150
2011-07-21,1622874050
2011-07-22,1700887580
2011-07-25,1682588110
2011-07-26,1693182539
2011-07-27,1511150970
2011-07-28,1498148715
2011-07-29,1488998980
2011-08-01,1441230180
2011-08-02,1364403470
2011-08-03,1413027970
2011-08-04,1303136600
2011-08-05,1239924750
2011-08-08,1079463900
2011-08-09,1175740410
2011-08-10,1113501050
2011-08-11,1271044430
2011-08-12,1246732180
2011-08-15,1287576760
2011-08-16,1238952260
2011-08-17,1188382780
2011-08-18,1064876549
2011-08-19,1041536790
2011-08-22,1040564299
2011-08-23,1088702555
2011-08-24,1075573940
2011-08-25,1016252049
2011-08-26,1048344219
2011-08-29,1179630370
2011-08-30,1227282380
2011-08-31,1190327760
2011-09-01,1430532790
2011-09-02,1340091220
2011-09-06,1271044430
2011-09-07,1335228770
2011-09-08,1272989410
2011-09-09,1220474950
2011-09-12,1246732180
2011-09-13,1354678570
2011-09-14,1357596040
2011-09-15,1331338810
2011-09-16,1265209490
2011-09-19,1225337400
2011-09-20,1239924750
2011-09-21,1170877960
2011-09-22,1093078760
2011-09-23,1113501050
2011-09-26,1123225950
2011-09-27,1195190210
2011-09-28,1105721130
2011-09-29,1139758280
2011-09-30,1089188800
2011-10-03,999719719
2011-10-04,1041536790
2011-10-05,1105721130
2011-10-06,1162125550
2011-10-07,1125170930
2011-10-10,1145593220
2011-10-11,1175740410
2011-10-12,1157263100
2011-10-13,1144620730
2011-10-14,1204915110
2011-10-17,1146565710
2011-10-18,1195190210
2011-10-19,1145593220
2011-10-20,1203942620
2011-10-21,1232144830
2011-10-24,1336201260
2011-10-25,1178657880
2011-10-26,1206860090
2011-10-27,1281741820
2011-10-28,1343981180
2011-10-31,1292509880
2011-11-01,1299374500
2011-11-02,1320949020
2011-11-03,1348407500
2011-11-04,1341542880
2011-11-07,1296432520
2011-11-08,1332716940
2011-11-09,1260148100
2011-11-10,1287606580
2011-11-11,1333697600
2011-11-14,1373904660
2011-11-15,1340562220
2011-11-16,1317026380
2011-11-17,1277799980
2011-11-18,1261128760
2011-11-21,1205231140
2011-11-22,1133642960
2011-11-23,1081667980
2011-11-25,1075784020
2011-11-28,1132662300
2011-11-29,1125797680
2011-11-30,1187579260
2011-12-01,1181695300
2011-12-02,1171888700
2011-12-05,1166004740
2011-12-06,1127759000
2011-12-07,1167966060
2011-12-08,1179733980
2011-12-09,1198366520
2011-12-12,1150314180
2011-12-13,1105203820
2011-12-14,1060093460
2011-12-15,1045383560
2011-12-16,1056170820
2011-12-19,1017925080
2011-12-20,1141488240
2011-12-21,1107165140
2011-12-22,1176301670
2011-12-23,1187579260
2011-12-27,1179733980
2011-12-28,1171888700
2011-12-29,1195424540
2011-12-30,1186598600
2012-01-03,1221902360
2012-01-04,1193463220
2012-01-05,1292509880
2012-01-06,1330755620
2012-01-09,1367040040
2012-01-10,1355272120
2012-01-11,1403324460
2012-01-12,1431763600
2012-01-13,1419995680
2012-01-17,1426860300
2012-01-18,1471970660
2012-01-19,1494525840
2012-01-20,1497467820
2012-01-23,1458241420
2012-01-24,1485699900
2012-01-25,1476873960
2012-01-26,1504332440
2012-01-27,1473931980
2012-01-30,1431763600
2012-01-31,1440173550
2012-02-01,1471847470
2012-02-02,1458979940
2012-02-03,1530246260
2012-02-06,1573797900
2012-02-07,1600522770
2012-02-08,1652982700
2012-02-09,1636155930
2012-02-10,1607451439
2012-02-13,1627247640
2012-02-14,1674758520
2012-02-15,1653972510
2012-02-16,1698513960
2012-02-17,1682677000
2012-02-21,1542123980
2012-02-22,1478776140
2012-02-23,1527276830
2012-02-24,1552022080
2012-02-27,1539154550
2012-02-28,1512429680
2012-02-29,1473332185
2012-03-01,1471847470
2012-03-02,1433244880
2012-03-05,1365937800
2012-03-06,1330304640
2012-03-07,1386723810
2012-03-08,1463928990
2012-03-09,1483725190
2012-03-12,1442153170
2012-03-13,1548062840
2012-03-14,1524307400
2012-03-15,1575777520
2012-03-16,1582706190
2012-03-19,1585675620
2012-03-20,1572808090
2012-03-21,1561920180
2012-03-22,1553011890
2012-03-23,1571818280
2012-03-26,1579736760
2012-03-27,1632196689
2012-03-28,1611410680
2012-03-29,1607451439
2012-03-30,1602502390
2012-04-02,1620318970
2012-04-03,1612400490
2012-04-04,1617349540
2012-04-05,1574787710
2012-04-09,1531236070
2012-04-10,1504511200
2012-04-11,1545093410
2012-04-12,1604976915
2012-04-13,1599532960
2012-04-16,1585675620
2012-04-17,1646054030
2012-04-18,1636155930
2012-04-19,1645064220
2012-04-20,1582706190
2012-04-23,1519358350
2012-04-24,1552022080
2012-04-25,1550042460
2012-04-26,1522327780
2012-04-27,1493623290
2012-04-30,1475034600
2012-05-01,1465081600
2012-05-02,1423279000
2012-05-03,1391429400
2012-05-04,1323749000
2012-05-07,1324744300
2012-05-08,1264031000
2012-05-09,1236162600
2012-05-10,1200331800
2012-05-11,1303843000
2012-05-14,1320265450
2012-05-15,1298866500
2012-05-16,1233176700
2012-05-17,1171468100
2012-05-18,1143102050
2012-05-21,1219242500
2012-05-22,1218247200
2012-05-23,1213270700
2012-05-24,1189383500
2012-05-25,1178435200
2012-05-29,1228200200
2012-05-30,1182416400
2012-05-31,1348631500
2012-06-01,1262040400
2012-06-04,1264031000
2012-06-05,1321758400
2012-06-06,1382471700
2012-06-07,1415316600
2012-06-08,1462095700
2012-06-11,1405363600
2012-06-12,1445175600
2012-06-13,1454133300
2012-06-14,1498921800
2012-06-15,1543710300
2012-06-18,1559635100
2012-06-19,1570583400
2012-06-20,1580536400
2012-06-21,1523804300
2012-06-22,1543710300
2012-06-25,1509870100
2012-06-26,1539729100
2012-06-27,1567597500
2012-06-28,1566602200
2012-06-29,1629306100
2012-07-02,1650207399
2012-07-03,1673099299
2012-07-05,1653193300
2012-07-06,1583522300
2012-07-09,1524799600
2012-07-10,1528780800
2012-07-11,1408349500
2012-07-12,1416311900
2012-07-13,1413326000
2012-07-16,1356593900
2012-07-17,1341664400
2012-07-18,1413326000
2012-07-19,1520818400
2012-07-20,1475034600
2012-07-23,1440199100
2012-07-24,1433232000
2012-07-25,1466076900
2012-07-26,1532264350
2012-07-27,1591484700
2012-07-30,1604423600
2012-07-31,1594004396
2012-08-01,1594004396
2012-08-02,1530363547
2012-08-03,1624830433
2012-08-06,1711342212
2012-08-07,1751117743
2012-08-08,1760067237
2012-08-09,1771999897
2012-08-10,1787910109
2012-08-13,1779955003
2012-08-14,1655656469
2012-08-15,1710347824
2012-08-16,1714325377
2012-08-17,1752112131
2012-08-20,1737196307
2012-08-21,1731229978
2012-08-22,1738190695
2012-08-23,1712336600
2012-08-24,1678527399
2012-08-27,1670572293
2012-08-28,1696426388
2012-08-29,1662617187
2012-08-30,1338446611
2012-08-31,1359328765
2012-09-04,1366289482
2012-09-05,1387171636
2012-09-06,1428935943
2012-09-07,1457773203
2012-09-10,1410142005
2012-09-11,1372255812
2012-09-12,1385182860
2012-09-13,1406065013
2012-09-14,1477660969
2012-09-17,1434902273
2012-09-18,1418992061
2012-09-19,1429930332
2012-09-20,1408053790
2012-09-21,1412031343
2012-09-24,1378222142
2012-09-25,1332977475
2012-09-26,1289224392
2012-09-27,1383194083
2012-09-28,1351373658
2012-10-01,1307123380
2012-10-02,1313586904
2012-10-03,1307620575
2012-10-04,1306626186
2012-10-05,1296682304
2012-10-08,1277788926
2012-10-09,1269833820
2012-10-10,1260884326
2012-10-11,1294693527
2012-10-12,1267845044
2012-10-15,1307620575
2012-10-16,1325459900
2012-10-17,1295598420
2012-10-18,1254917996
2012-10-19,1236024619
2012-10-22,1221108795
2012-10-23,1245968502
2012-10-24,1210170524
2012-10-25,1228069513
2012-10-26,1286738421
2012-10-31,1250561863
2012-11-01,1339168501
2012-11-02,1286709344
2012-11-05,1325071990
2012-11-06,1327085777
2012-11-07,1454961266
2012-11-08,1459995734
2012-11-09,1463016415
2012-11-12,1481140500
2012-11-13,1426768245
2012-11-14,1426768245
2012-11-15,1418803716
2012-11-16,1396561437
2012-11-19,1416699309
2012-11-20,1425761351
2012-11-21,1449926798
2012-11-23,1468050883
2012-11-26,1470064670
2012-11-27,1461002628
2012-11-28,1448919904
2012-11-29,1498257691
2012-11-30,1498257691
2012-12-03,1517398739
2012-12-04,1543567904
2012-12-05,1509333521
2012-12-06,1574781606
2012-12-07,1570754031
2012-12-10,1590891903
2012-12-11,1541554116
2012-12-12,1567733350
2012-12-13,1590891903
2012-12-14,1581839930
2012-12-17,1540547223
2012-12-18,1574781606
2012-12-19,1593912584
2012-12-20,1601967733
2012-12-21,1598947052
2012-12-24,1579816074
2012-12-26,1583843648
2012-12-27,1551623053
2012-12-28,1543567904
2012-12-31,1580822967
2013-01-02,1659360669
2013-01-03,1631167648
2013-01-04,1621098712
2013-01-07,1616064244
2013-01-08,1556657521
2013-01-09,1531485180
2013-01-10,1524436925
2013-01-11,1475099138
2013-01-14,1470064670
2013-01-15,1479126713
2013-01-16,1533498968
2013-01-17,1562698882
2013-01-18,1554643733
2013-01-22,1551623053
2013-01-23,1551623053
2013-01-24,1556657521
2013-01-25,1579816074
2013-01-28,1583843648
2013-01-29,1530478287
2013-01-30,1470064670
2013-01-31,1570581990
2013-02-01,1591643435
2013-02-04,1570581990
2013-02-05,1615713657
2013-02-06,1608693175
2013-02-07,1616716583
2013-02-08,1610699027
2013-02-11,1603678546
2013-02-12,1594652212
2013-02-13,1624739990
2013-02-14,1633766323
2013-02-15,1619725360
2013-02-19,1638780953
2013-02-20,1580611249
2013-02-21,1533473731
2013-02-22,1566068824
2013-02-25,1527456176
2013-02-26,1531467879
2013-02-27,1554535176
2013-02-28,1528459102
2013-03-01,1487339139
2013-03-04,1497368398
2013-03-05,1496365472
2013-03-06,1498371324
2013-03-07,1758129137
2013-03-08,1720017952
2013-03-11,1732053063
2013-03-12,1715003323
2013-03-13,1689930175
2013-03-14,1715003323
2013-03-15,1703971138
2013-03-18,1703971138
2013-03-19,1674886286
2013-03-20,1699457971
2013-03-21,1631760471
2013-03-22,1580611249
2013-03-25,1613707805
2013-03-26,1593649286
2013-03-27,1606687323
2013-03-28,1605684397
2013-04-01,1594652212
2013-04-02,1549019083
2013-04-03,1540494213
2013-04-04,1561555657
2013-04-05,1506394731
2013-04-08,1555538101
2013-04-09,1556541027
2013-04-10,1644798508
2013-04-11,1653824842
2013-04-12,1640786805
2013-04-15,1573590768
2013-04-16,1567573212
2013-04-17,1511910824
2013-04-18,1471292324
2013-04-19,1467280620
2013-04-22,1470289398
2013-04-23,1527456176
2013-04-24,1499374250
2013-04-25,1492353768
2013-04-26,1482324509
2013-04-29,1484330361
2013-04-30,1536586480
2013-05-01,1472904420
2013-05-02,1470850160
2013-05-03,1510908230
2013-05-06,1566373250
2013-05-07,1549939170
2013-05-08,1551993430
2013-05-09,1550966300
2013-05-10,1558156210
2013-05-13,1548912040
2013-05-14,1531450830
2013-05-15,1546857780
2013-05-16,1646489390
2013-05-17,1679357550
2013-05-20,1640326610
2013-05-21,1629952597
2013-05-22,1594105760
2013-05-23,1589997240
2013-05-24,1592565065
2013-05-28,1653679300
2013-05-29,1713252840
2013-05-30,1714279970
2013-05-31,1719415619
2013-06-03,1697845890
2013-06-04,1692710240
2013-06-05,1675249029
2013-06-06,1966953949
2013-06-07,2028581750
2013-06-10,2071721210
2013-06-11,2056314260
2013-06-12,2056314260
2013-06-13,2107670760
2013-06-14,2067612690
2013-06-17,2064531300
2013-06-18,2093290940
2013-06-19,2073775470
2013-06-20,2043988699
2013-06-21,2032690270
2013-06-24,1977225250
2013-06-25,2016256190
2013-06-26,1987496550
2013-06-27,2020364710
2013-06-28,1995713590
2013-07-01,1998794980
2013-07-02,2016256190
2013-07-03,2014201930
2013-07-05,2050151480
2013-07-08,2062477039
2013-07-09,2039880180
2013-07-10,2026527490
2013-07-11,2232980620
2013-07-12,2201139590
2013-07-15,2241197660
2013-07-16,2226817840
2013-07-17,2281255730
2013-07-18,2333639360
2013-07-19,2341342835
2013-07-22,2329530840
2013-07-23,2354181960
2013-07-24,2358290480
2013-07-25,2345964920
2013-07-26,2238116270
2013-07-29,2251468960
2013-07-30,2295635550
2013-07-31,2283717380
2013-08-01,2331337960
2013-08-02,2366535780
2013-08-05,2383099460
2013-08-06,2324091350
2013-08-07,2406909750
2013-08-08,2380511385
2013-08-09,2332373190
2013-08-12,2313739050
2013-08-13,2389310840
2013-08-14,2328232270
2013-08-15,2196654537
2013-08-16,2178123920
2013-08-19,2148102250
2013-08-20,2157419320
2013-08-21,2146031790
2013-08-22,2184335300
2013-08-23,2166736390
2013-08-26,2191581910
2013-08-27,2069424769
2013-08-28,2081847530
2013-08-29,2102552129
2013-08-30,2062178160
2013-09-03,2140855640
2013-09-04,2436931420
2013-09-05,2439001880
2013-09-06,2500080450
2013-09-09,2511467980
2013-09-10,2583416465
2013-09-11,2563229480
2013-09-12,2542007265
2013-09-13,2606709140
2013-09-16,2620167130
2013-09-17,2689527540
2013-09-18,2687457080
2013-09-19,2668926463
2013-09-20,2617061440
2013-09-23,2567370400
2013-09-24,2600497760
2013-09-25,2599462530
2013-09-26,2618096670
2013-09-27,2575652240
2013-09-30,2589006707
2013-10-01,2655364950
2013-10-02,2659505870
2013-10-03,2664682020
2013-10-04,2827213130
2013-10-07,2814790370
2013-10-08,2693150845
2013-10-09,2660541100
2013-10-10,2726795820
2013-10-11,2725242975
2013-10-14,2772345940
2013-10-15,2718513980
2013-10-16,2778039705
2013-10-17,2783733470
2013-10-18,2792015310
2013-10-21,2859305260
2013-10-22,2864481410
2013-10-23,2783733470
2013-10-24,2561159020
2013-10-25,2507327060
2013-10-28,2496974760
2013-10-29,2479479373
2013-10-30,2436931420
2013-10-31,2431738270
2013-11-01,2429648250
2013-11-04,2441143360
2013-11-05,2410838070
2013-11-06,2417108130
2013-11-07,2375307730
2013-11-08,2402477990
2013-11-11,2429648250
2013-11-12,2447413420
2013-11-13,2459953540
2013-11-14,2284391860
2013-11-15,2395162920
2013-11-18,2347092460
2013-11-19,2307382080
2013-11-20,2304247050
2013-11-21,2264536670
2013-11-22,2245726490
2013-11-25,2257221600
2013-11-26,2292751940
2013-11-27,2303202040
2013-11-29,2320967210
2013-12-02,2280211820
2013-12-03,2238411420
2013-12-04,2382622800
2013-12-05,2430693260
2013-12-06,2440098350
2013-12-09,2416063120
2013-12-10,2447413420
2013-12-11,2393072900
2013-12-12,2226916310
2013-12-13,2264536670
2013-12-16,2278121800
2013-12-17,2291184425
2013-12-18,2296931980
2013-12-19,2322012220
