,DAL
2016-08-04,27039600000
2016-08-05,27875800000
2016-08-08,27705600000
2016-08-09,27491000000
2016-08-10,26995199999
2016-08-11,27158000000
2016-08-12,26899000000
2016-08-15,27320800000
2016-08-16,27335600000
2016-08-17,27757400000
2016-08-18,27431800000
2016-08-19,27209800000
2016-08-22,27091400000
2016-08-23,27150600000
2016-08-24,27209800000
2016-08-25,26987800000
2016-08-26,26706600000
2016-08-29,27046999999
2016-08-30,27498399999
2016-08-31,27195000000
2016-09-01,27246800000
2016-09-02,27505800000
2016-09-06,27246800000
2016-09-07,28786000000
2016-09-08,29074600000
2016-09-09,27935000000
2016-09-12,28445600000
2016-09-13,27772200000
2016-09-14,27468800000
2016-09-15,27594600000
2016-09-16,27209800000
2016-09-19,27801800000
2016-09-20,27846200000
2016-09-21,28156999999
2016-09-22,28490000000
2016-09-23,28697200000
2016-09-26,28149600000
2016-09-27,29015400000
2016-09-28,29030199999
2016-09-29,28882200000
2016-09-30,28811520000
2016-10-03,29265359999
2016-10-04,29389800000
2016-10-05,29514240000
2016-10-06,29236080000
2016-10-07,28511400000
2016-10-10,29111640000
2016-10-11,28504080000
2016-10-12,28745640000
2016-10-13,29287320000
2016-10-14,29309280000
2016-10-17,28804200000
2016-10-18,28884720000
2016-10-19,29938800000
2016-10-20,30348720000
2016-10-21,30136440000
2016-10-24,30282840000
2016-10-25,30165720000
2016-10-26,30304800000
2016-10-27,30356040000
2016-10-28,30260880000
2016-10-31,30575640000
2016-11-01,30656160000
2016-11-02,30692760000
2016-11-03,30685440000
2016-11-04,31388160000
2016-11-07,32361720000
2016-11-08,32595960000
2016-11-09,33123000000
2016-11-10,33635400000
2016-11-11,33950160000
2016-11-14,34748040000
2016-11-15,34879800000
2016-11-16,34682160000
2016-11-17,35509320000
2016-11-18,35794800000
2016-11-21,35582520000
2016-11-22,35794800000
2016-11-23,36021720000
2016-11-25,36043680000
2016-11-28,35494680000
2016-11-29,35567880000
2016-11-30,35267760000
2016-12-01,34967640000
2016-12-02,35362920000
2016-12-05,35004240000
2016-12-06,36182760000
2016-12-07,37405200000
2016-12-08,37588200000
2016-12-09,37902960000
2016-12-12,36578040000
2016-12-13,36351120000
2016-12-14,36468240000
2016-12-15,36966000000
2016-12-16,36717120000
2016-12-19,36907440000
2016-12-20,37156320000
2016-12-21,37273440000
2016-12-22,36453600000
2016-12-23,36519480000
2016-12-27,36863520000
2016-12-28,36241320000
2016-12-29,36094920000
2016-12-30,36007080000
2017-01-03,36021440000
2017-01-04,36909600000
2017-01-05,36203440000
2017-01-06,36167040000
2017-01-09,36174320000
2017-01-10,37077040000
2017-01-11,37448320000
2017-01-12,37047920000
2017-01-13,37295440000
2017-01-17,36640240000
2017-01-18,36618400000
2017-01-19,36181600000
2017-01-20,36764000000
2017-01-23,35504560000
2017-01-24,35992320000
2017-01-25,36538320000
2017-01-26,37055200000
2017-01-27,36181600000
2017-01-30,34703760000
2017-01-31,34390720000
2017-02-01,34405280000
2017-02-02,34492640000
2017-02-03,34805680000
2017-02-06,35133280000
2017-02-07,35053200000
2017-02-08,35016800000
2017-02-09,35912240000
2017-02-10,35861280000
2017-02-13,36443680000
2017-02-14,36298080000
2017-02-15,37251760000
2017-02-16,37004240000
2017-02-17,37295440000
2017-02-21,37280880000
2017-02-22,37077040000
2017-02-23,36749440000
2017-02-24,36734880000
2017-02-27,36720320000
2017-02-28,36349040000
2017-03-01,37149840000
2017-03-02,36370880000
2017-03-03,36494640000
2017-03-06,35562800000
2017-03-07,34681920000
2017-03-08,34703760000
2017-03-09,34398000000
2017-03-10,34878480000
2017-03-13,34470800000
2017-03-14,33691840000
2017-03-15,34354320000
2017-03-16,34514480000
2017-03-17,33859280000
2017-03-20,34106800000
2017-03-21,33138560000
2017-03-22,33298720000
2017-03-23,33429760000
2017-03-24,33488000000
2017-03-27,33560800000
2017-03-28,33873840000
2017-03-29,33451600000
2017-03-30,33684560000
2017-03-31,33458880000
2017-04-03,33720960000
2017-04-04,32840080000
2017-04-05,32818240000
2017-04-06,32949280000
2017-04-07,32883760000
2017-04-10,32738160000
2017-04-11,32971120000
2017-04-12,32796399999
2017-04-13,32053840000
2017-04-17,32286800000
2017-04-18,32330479999
2017-04-19,32818240000
2017-04-20,33437040000
2017-04-21,33145840000
2017-04-24,34077680000
2017-04-25,34019439999
2017-04-26,33757360000
2017-04-27,33298720000
2017-04-28,33080320000
2017-05-01,33051200000
2017-05-02,34820240000
2017-05-03,35169680000
2017-05-04,35409920000
2017-05-05,35453600000
2017-05-08,35322560000
2017-05-09,36079680000
2017-05-10,36378160000
2017-05-11,36174320000
2017-05-12,35664720000
2017-05-15,36043280000
2017-05-16,36043280000
2017-05-17,34754720000
2017-05-18,34696480000
2017-05-19,35089600000
2017-05-22,35300720000
2017-05-23,35373520000
2017-05-24,35577360000
2017-05-25,36691200000
2017-05-26,36982400000
2017-05-30,35715680000
2017-05-31,35766640000
2017-06-01,36290800000
2017-06-02,37266320000
2017-06-05,37411920000
2017-06-06,37295440000
2017-06-07,38052560000
2017-06-08,38467520000
2017-06-09,38591280000
2017-06-12,38038000000
2017-06-13,37761360000
2017-06-14,37790480000
2017-06-15,37535680000
2017-06-16,37856000000
2017-06-19,38227280000
2017-06-20,37681280000
2017-06-21,38052560000
2017-06-22,38445680000
2017-06-23,38525760000
2017-06-26,38489360000
2017-06-27,38467520000
2017-06-28,39195520000
2017-06-29,39217360000
2017-06-30,38477840000
2017-07-03,38706960000
2017-07-05,38900280000
2017-07-06,38928920000
2017-07-07,39709360000
2017-07-10,39243960000
2017-07-11,38864480000
2017-07-12,39723680000
2017-07-13,39022000000
2017-07-14,39473080000
2017-07-17,39122240000
2017-07-18,38635360000
2017-07-19,38513640000
2017-07-20,37826280000
2017-07-21,37418160000
2017-07-24,36895480000
2017-07-25,36616240000
2017-07-26,36609080000
2017-07-27,35857280000
2017-07-28,36036280000
2017-07-31,35341760000
2017-08-01,35850120000
2017-08-02,35807160000
2017-08-03,36208120000
2017-08-04,36236760000
2017-08-07,36337000000
2017-08-08,36021960000
2017-08-09,35563720000
2017-08-10,35112640000
2017-08-11,35427680000
2017-08-14,35850120000
2017-08-15,35742720000
2017-08-16,35893080000
2017-08-17,34031480000
2017-08-18,34031480000
2017-08-21,34231960000
2017-08-22,33759400000
2017-08-23,33064880000
2017-08-24,32370360000
2017-08-25,33422880000
2017-08-28,33616200000
2017-08-29,33379920000
2017-08-30,33530280000
2017-08-31,33788040000
2017-09-01,34024320000
2017-09-05,32821440000
2017-09-06,33931240000
2017-09-07,33737920000
2017-09-08,33974200000
2017-09-11,34955120000
2017-09-12,35112640000
2017-09-13,35069680000
2017-09-14,34561320000
2017-09-15,34547000000
2017-09-18,34339360000
2017-09-19,34296400000
2017-09-20,34396640000
2017-09-21,34482560000
2017-09-22,34704520000
2017-09-25,34597120000
2017-09-26,34726000000
2017-09-27,34167520000
2017-09-28,34589960000
2017-09-29,34525520000
2017-10-02,33995006850
2017-10-03,36243896423
2017-10-04,36463127797
2017-10-05,36547991554
2017-10-06,36781366887
2017-10-09,36590423433
2017-10-10,37269333493
2017-10-11,37530996745
2017-10-12,37559284664
2017-10-13,38160402946
2017-10-16,37919955633
2017-10-17,37311765372
2017-10-18,37382485169
2017-10-19,36965238362
2017-10-20,37672436341
2017-10-23,36972310342
2017-10-24,37608788523
2017-10-25,36944022422
2017-10-26,36017593070
2017-10-27,35755929818
2017-10-30,35593274283
2017-10-31,35381114889
2017-11-01,35607418242
2017-11-02,35600346262
2017-11-03,35642778141
2017-11-06,35763001798
2017-11-07,35296251131
2017-11-08,35402330828
2017-11-09,34787068587
2017-11-10,34574909193
2017-11-13,34553693253
2017-11-14,34581981173
2017-11-15,34886076304
2017-11-16,35678138040
2017-11-17,35232603313
2017-11-20,35211387374
2017-11-21,35833721595
2017-11-22,35649850121
2017-11-24,35437690727
2017-11-27,35069947778
2017-11-28,35770073777
2017-11-29,36845014705
2017-11-30,37424917048
2017-12-01,36816726786
2017-12-04,37417845068
2017-12-05,37050102119
2017-12-06,36986454301
2017-12-07,37771444058
2017-12-08,37806803957
2017-12-11,38450354118
2017-12-12,37919955633
2017-12-13,37927027613
2017-12-14,39072688339
2017-12-15,39673806621
2017-12-18,39652590682
2017-12-19,39426287329
2017-12-20,39758670379
2017-12-21,39624302763
2017-12-22,39624302763
2017-12-26,39907181954
2017-12-27,39687950581
2017-12-28,39850606116
2017-12-29,39603086824
2018-01-02,39944960000
2018-01-03,39205760000
2018-01-04,39205760000
2018-01-05,39402880000
2018-01-08,38494720000
2018-01-09,38135680000
2018-01-10,39325440000
2018-01-11,41198080000
2018-01-12,42120320000
2018-01-16,41782400000
2018-01-17,42042880000
2018-01-18,41852800000
2018-01-19,42247040000
2018-01-22,42331520000
2018-01-23,42190720000
2018-01-24,39987200000
2018-01-25,38586240000
2018-01-26,38903040000
2018-01-29,39255040000
2018-01-30,39508480000
2018-01-31,39966080000
2018-02-01,39719680000
2018-02-02,38452480000
2018-02-05,36974080000
2018-02-06,37382400000
2018-02-07,37910400000
2018-02-08,36065920000
2018-02-09,35523840000
2018-02-12,36643200000
2018-02-13,36727680000
2018-02-14,36748800000
2018-02-15,37276800000
2018-02-16,37206400000
2018-02-20,36938880000
2018-02-21,37424640000
2018-02-22,36995200000
2018-02-23,37635840000
2018-02-26,38501760000
2018-02-27,37748480000
2018-02-28,37945600000
2018-03-01,37558400000
2018-03-02,37495040000
2018-03-05,37868160000
2018-03-06,37903360000
2018-03-07,37685120000
2018-03-08,38466560000
2018-03-09,39487360000
2018-03-12,39536640000
2018-03-13,39839360000
2018-03-14,39529600000
2018-03-15,39663360000
2018-03-16,39909760000
2018-03-19,39395840000
2018-03-20,39776000000
2018-03-21,39388800000
2018-03-22,38487680000
2018-03-23,37945600000
2018-03-26,38762240000
2018-03-27,38199040000
2018-03-28,37966720000
2018-03-29,38586240000
2018-04-02,36105250000
2018-04-03,37335400000
2018-04-04,37432700000
2018-04-05,37675950000
2018-04-06,36869750000
2018-04-09,36529200000
2018-04-10,36390200000
2018-04-11,35771650000
2018-04-12,36821100000
2018-04-13,36779400000
2018-04-16,37738500000
2018-04-17,37912250000
2018-04-18,38370950000
2018-04-19,38273650000
2018-04-20,38503000000
2018-04-23,37953950000
2018-04-24,37397950000
2018-04-25,37981750000
2018-04-26,36925350000
2018-04-27,37182500000
2018-04-30,36292900000
2018-05-01,36654300000
2018-05-02,36390200000
2018-05-03,35994050000
2018-05-04,36376300000
2018-05-07,36070500000
2018-05-08,36397150000
2018-05-09,35875900000
2018-05-10,36181700000
2018-05-11,36765500000
2018-05-14,36202550000
2018-05-15,36397150000
2018-05-16,37168600000
2018-05-17,36904500000
2018-05-18,36800250000
2018-05-21,37516100000
2018-05-22,37196400000
2018-05-23,37113000000
2018-05-24,37808000000
2018-05-25,38829650000
2018-05-29,37689850000
2018-05-30,37745450000
2018-05-31,37564750000
2018-06-01,37821900000
2018-06-04,38357050000
2018-06-05,37995650000
2018-06-06,37648150000
2018-06-07,37154700000
2018-06-08,37592550000
2018-06-11,38148550000
2018-06-12,37912250000
2018-06-13,37981750000
2018-06-14,38155500000
2018-06-15,38350100000
2018-06-18,38086000000
2018-06-19,37377100000
2018-06-20,37418800000
2018-06-21,37342350000
2018-06-22,36640400000
2018-06-25,35660450000
2018-06-26,35493650000
2018-06-27,34673550000
2018-06-28,34611000000
2018-06-29,34430300000
2018-07-02,34245120000
2018-07-03,33463080000
2018-07-05,33792360000
2018-07-06,34011880000
2018-07-09,34649860000
2018-07-10,34711600000
2018-07-11,34190240000
2018-07-12,34800780000
2018-07-13,34828220000
2018-07-16,34759620000
2018-07-17,35082040000
2018-07-18,36220800000
2018-07-19,36358000000
2018-07-20,35665140000
2018-07-23,35836640000
2018-07-24,35452480000
2018-07-25,35438760000
2018-07-26,37030280000
2018-07-27,37359560000
2018-07-30,36899940000
2018-07-31,37332120000
2018-08-01,36762740000
2018-08-02,36982260000
2018-08-03,37222360000
2018-08-06,37332120000
2018-08-07,37524200000
2018-08-08,37887780000
2018-08-09,37963240000
2018-08-10,37531060000
2018-08-13,37194920000
2018-08-14,37565360000
2018-08-15,37887780000
2018-08-16,38038700000
2018-08-17,38175900000
2018-08-20,39390120000
2018-08-21,39513600000
2018-08-22,39040260000
2018-08-23,39060840000
2018-08-24,39225480000
2018-08-27,39616500000
2018-08-28,40329940000
2018-08-29,40144720000
2018-08-30,40089840000
2018-08-31,40117280000
2018-09-04,40391680000
2018-09-05,39246060000
2018-09-06,38717840000
2018-09-07,39005960000
2018-09-10,39486160000
2018-09-11,39973220000
2018-09-12,39369540000
2018-09-13,39664520000
2018-09-14,39739980000
2018-09-17,39760560000
2018-09-18,39671380000
2018-09-19,39719400000
2018-09-20,39877180000
2018-09-21,40892460000
2018-09-24,39383260000
2018-09-25,39170600000
2018-09-26,39451860000
2018-09-27,39788000000
2018-09-28,39671380000
2018-10-01,38488000000
2018-10-02,37189200000
2018-10-03,36937600000
2018-10-04,36420800000
2018-10-05,35836000000
2018-10-08,35455200000
2018-10-09,34584800000
2018-10-10,33802800000
2018-10-11,35006400000
2018-10-12,35394000000
2018-10-15,35251200000
2018-10-16,36114800000
2018-10-17,36924000000
2018-10-18,36128400000
2018-10-19,36305200000
2018-10-22,36883200000
2018-10-23,36346000000
2018-10-24,35026800000
2018-10-25,36522800000
2018-10-26,36230400000
2018-10-29,36325600000
2018-10-30,37481600000
2018-10-31,37216400000
2018-11-01,38107200000
2018-11-02,38161600000
2018-11-05,38114000000
2018-11-06,37719600000
2018-11-07,38617200000
2018-11-08,38576400000
2018-11-09,38522000000
2018-11-12,38556000000
2018-11-13,38637600000
2018-11-14,38372400000
2018-11-15,38148000000
2018-11-16,38012000000
2018-11-19,38209200000
2018-11-20,37678800000
2018-11-21,38059600000
2018-11-23,38868800000
2018-11-26,38562800000
2018-11-27,39650800000
2018-11-28,40031600000
2018-11-29,40024800000
2018-11-30,41282800000
2018-12-03,40881600000
2018-12-04,38719200000
2018-12-06,39494400000
2018-12-07,38127600000
2018-12-10,38297600000
2018-12-11,38005200000
2018-12-12,38263600000
2018-12-13,36414000000
2018-12-14,36386800000
2018-12-17,35625200000
2018-12-18,36006000000
2018-12-19,35312400000
2018-12-20,34618800000
2018-12-21,33626000000
2018-12-24,32612800000
2018-12-26,34278799999
2018-12-27,34340000000
2018-12-28,34122400000
2018-12-31,33183500000
2019-01-02,33309850000
2019-01-03,30330650000
2019-01-04,31780350000
2019-01-07,31820250000
2019-01-08,31567550000
2019-01-09,32232550000
2019-01-10,32405449999
2019-01-11,32292400000
2019-01-14,31753750000
2019-01-15,31806950000
2019-01-16,31587500000
2019-01-17,32066300000
2019-01-18,31993150000
2019-01-22,31321500000
2019-01-23,31454500000
2019-01-24,31600800000
2019-01-25,31713850000
2019-01-28,31926650000
2019-01-29,32066300000
2019-01-30,33429550000
2019-01-31,32870950000
2019-02-01,33196800000
2019-02-04,33476100000
2019-02-05,33609100000
2019-02-06,33595800000
2019-02-07,33522649999
2019-02-08,33562550000
2019-02-11,33655650000
2019-02-12,33176850000
2019-02-13,33522649999
2019-02-14,33569199999
2019-02-15,33968200000
2019-02-19,34460300000
2019-02-20,34074600000
2019-02-21,34234199999
2019-02-22,34260800000
2019-02-25,34187649999
2019-02-26,33994800000
2019-02-27,33535950000
2019-02-28,32970700000
2019-03-01,32558400000
2019-03-04,32445350000
2019-03-05,33063800000
2019-03-06,33057150000
2019-03-07,32977350000
2019-03-08,32977350000
2019-03-11,33994800000
2019-03-12,33695550000
2019-03-13,33928300000
2019-03-14,33875100000
2019-03-15,34041350000
2019-03-18,33742100000
2019-03-19,33888400000
2019-03-20,33163550000
2019-03-21,33449500000
2019-03-22,33090400000
2019-03-25,32604950000
2019-03-26,32644850000
2019-03-27,33230050000
2019-03-28,33462800000
2019-03-29,34347250000
2019-04-01,33917000000
2019-04-02,35964500000
2019-04-03,37050000000
2019-04-04,37193000000
2019-04-05,37524500000
2019-04-08,37511500000
2019-04-09,37017500000
2019-04-10,37609000000
2019-04-11,37953500000
2019-04-12,37732500000
2019-04-15,37342500000
2019-04-16,37771500000
2019-04-17,37979500000
2019-04-18,37810500000
2019-04-22,37537500000
2019-04-23,37856000000
2019-04-24,37602500000
2019-04-25,36861500000
2019-04-26,37121500000
2019-04-29,37524500000
2019-04-30,37888500000
2019-05-01,37167000000
2019-05-02,37479000000
2019-05-03,37570000000
2019-05-06,37524500000
2019-05-07,37160500000
2019-05-08,36692500000
2019-05-09,36783500000
2019-05-10,36803000000
2019-05-13,35620000000
2019-05-14,35912500000
2019-05-15,35782500000
2019-05-16,35997000000
2019-05-17,35678500000
2019-05-20,35282000000
2019-05-21,35639500000
2019-05-22,35139000000
2019-05-23,35100000000
2019-05-24,35178000000
2019-05-28,35022000000
2019-05-29,34586500000
2019-05-30,34469500000
2019-05-31,33475000000
2019-06-03,33865000000
2019-06-04,35301500000
2019-06-05,35711000000
2019-06-06,35548500000
2019-06-07,35795500000
2019-06-10,35574500000
2019-06-11,35672000000
2019-06-12,36042500000
2019-06-13,36738000000
2019-06-14,36393500000
2019-06-17,36185500000
2019-06-18,36419500000
2019-06-19,36634000000
2019-06-20,36380500000
2019-06-21,36393500000
2019-06-24,36445500000
2019-06-25,36348000000
2019-06-26,36647000000
2019-06-27,36933000000
2019-06-28,36887500000
2019-07-01,37332340000
2019-07-02,37816840000
2019-07-03,38210900000
2019-07-05,37920200000
2019-07-08,38353020000
2019-07-09,38088160000
2019-07-10,38417620000
2019-07-11,38863360000
2019-07-12,39825900000
2019-07-15,39858200000
2019-07-16,40801360000
2019-07-17,40213500000
2019-07-18,40478360000
2019-07-19,39347860000
2019-07-22,39593340000
2019-07-23,40756140000
2019-07-24,40801360000
2019-07-25,40200580000
2019-07-26,40155360000
2019-07-29,40349160000
2019-07-30,40458980000
2019-07-31,39431840000
2019-08-01,38966720000
2019-08-02,38843980000
2019-08-05,37351720000
2019-08-06,37978340000
2019-08-07,38269040000
2019-08-08,38779380000
2019-08-09,38456380000
2019-08-12,37894360000
2019-08-13,38010640000
2019-08-14,36970580000
2019-08-15,36893060000
2019-08-16,37493840000
2019-08-19,37590740000
2019-08-20,37261280000
2019-08-21,37474460000
2019-08-22,37442160000
2019-08-23,36305200000
2019-08-26,36356880000
2019-08-27,36266440000
2019-08-28,36615280000
2019-08-29,37390480000
2019-08-30,37377560000
2019-09-03,37009340000
2019-09-04,36970580000
2019-09-05,37590740000
2019-09-06,37455080000
2019-09-09,37539060000
2019-09-10,37881440000
2019-09-11,37971880000
2019-09-12,38398240000
2019-09-13,38766460000
2019-09-16,38159220000
2019-09-17,38353020000
2019-09-18,38314260000
2019-09-19,37913740000
2019-09-20,37874980000
2019-09-23,37480920000
2019-09-24,37468000000
2019-09-25,37668260000
2019-09-26,37971880000
2019-09-27,37648880000
2019-09-30,36979200000
2019-10-01,36600420000
2019-10-02,34892700000
2019-10-03,33916860000
2019-10-04,34546020000
2019-10-07,34257120000
2019-10-08,34154400000
2019-10-09,34616640000
2019-10-10,34090200000
2019-10-11,33993900000
2019-10-14,34019580000
2019-10-15,34436880000
2019-10-16,34135140000
2019-10-17,34263540000
2019-10-18,34558860000
2019-10-21,35040360000
2019-10-22,35085300000
2019-10-23,34546020000
2019-10-24,34533180000
2019-10-25,35053200000
2019-10-28,35419140000
2019-10-29,35553960000
2019-10-30,35515440000
2019-10-31,35361360000
2019-11-01,35964840000
2019-11-04,36516960000
2019-11-05,36921420000
2019-11-06,36966360000
2019-11-07,37017720000
2019-11-08,36966360000
2019-11-11,36728820000
2019-11-12,36735240000
2019-11-13,36273000000
2019-11-14,36305100000
2019-11-15,36497700000
2019-11-18,36645360000
2019-11-19,36638940000
2019-11-20,35740140000
2019-11-21,35509020000
2019-11-22,36022620000
2019-11-25,36176700000
2019-11-26,36889320000
2019-11-27,36638940000
2019-11-29,36793020000
2019-12-02,36433500000
2019-12-03,35708040000
2019-12-04,35990520000
2019-12-05,35874960000
2019-12-06,36041880000
2019-12-09,35823600000
2019-12-10,35650260000
2019-12-11,35361360000
2019-12-12,36394980000
2019-12-13,36420660000
2019-12-16,37505640000
2019-12-17,37678980000
2019-12-18,37608360000
2019-12-19,37967880000
2019-12-20,37858740000
2019-12-23,38160480000
2019-12-24,38128380000
2019-12-26,38237520000
2019-12-27,37929360000
2019-12-30,37659720000
2019-12-31,37176571386
2020-01-02,37532571386
2020-01-03,36909571387
2020-01-06,36655285673
2020-01-07,36623499958
2020-01-08,37411785672
2020-01-09,37481714243
2020-01-10,37659714243
2020-01-13,37818642814
2020-01-14,39064642813
2020-01-15,39172714241
2020-01-16,39337999955
2020-01-17,39433357098
2020-01-21,38358999956
2020-01-22,37913999957
2020-01-23,38314499956
2020-01-24,37386357100
2020-01-27,36127642816
2020-01-28,36540857101
2020-01-29,36013214245
2020-01-30,36299285673
2020-01-31,35434714245
2020-02-03,35625428531
2020-02-04,36826928530
2020-02-05,37437214243
2020-02-06,36985857101
2020-02-07,36820571387
2020-02-10,36687071387
2020-02-11,37290999958
2020-02-12,37805928528
2020-02-13,37589785672
2020-02-14,37443571386
2020-02-18,37329142815
2020-02-19,37195642815
2020-02-20,37112999958
2020-02-21,36788785672
2020-02-24,34474785675
2020-02-25,32351499963
2020-02-26,31525071393
2020-02-27,30635071394
2020-02-28,29325499967
2020-03-02,29980285680
2020-03-03,29357285681
2020-03-04,30832142822
2020-03-05,28613499967
2020-03-06,29172928538
2020-03-09,27666285683
2020-03-10,28905928538
2020-03-11,27125928540
2020-03-12,21429928547
2020-03-13,24385999972
2020-03-16,22764928545
2020-03-17,20177571405
2020-03-18,14932928554
2020-03-19,13674214270
2020-03-20,13572499984
2020-03-23,14125571412
2020-03-24,17094357123
2020-03-25,19770714263
2020-03-26,20152142834
2020-03-27,18785357121
2020-03-30,18225928550
2020-03-31,18102775801
2020-04-01,15145925635
2020-04-02,14390850164
2020-04-03,14263946723
2020-04-06,14162423970
2020-04-07,14118007766
2020-04-08,14739834625
2020-04-09,15475874581
2020-04-13,14752524969
2020-04-14,15571052161
2020-04-15,15450493893
2020-04-16,14454301884
2020-04-17,15399732516
2020-04-20,14999986678
2020-04-21,14657347389
2020-04-22,14257601551
2020-04-23,14263946723
2020-04-24,14219530519
2020-04-27,14060901218
2020-04-28,15444148721
2020-04-29,17335009985
2020-04-30,16440340729
2020-05-01,15304554936
2020-05-04,14321053271
2020-05-05,13775368477
2020-05-06,13324861263
2020-05-07,13756332961
2020-05-08,14416230852
2020-05-11,13965723638
2020-05-12,13343896779
2020-05-13,12315978910
2020-05-14,12296943394
2020-05-15,12176385125
2020-05-18,13870546057
2020-05-19,13807094337
2020-05-20,14416230852
2020-05-21,14695418421
2020-05-22,14397195336
2020-05-26,16275366256
2020-05-27,16700492782
2020-05-28,16281711428
2020-05-29,15996178687
2020-06-01,16605315202
2020-06-02,16757599331
2020-06-03,18064704769
2020-06-04,20545667033
2020-06-05,21675107654
2020-06-08,23458100994
2020-06-09,21681452826
2020-06-10,20076124302
2020-06-11,17258867921
2020-06-12,19308358487
2020-06-15,19327394003
2020-06-16,19860388453
2020-06-17,19492368476
2020-06-18,19536784680
2020-06-19,18724602660
2020-06-22,18597699219
2020-06-23,18807089896
2020-06-24,17347700330
2020-06-25,17772826856
2020-06-26,17074857932
2020-06-29,18153537177
2020-06-30,17811750000
2020-07-01,17589500000
2020-07-02,17602200000
2020-07-06,18059400000
2020-07-07,17151350000
2020-07-08,17151350000
2020-07-09,16287750000
2020-07-10,17202150000
2020-07-13,17030700000
2020-07-14,16579850000
2020-07-15,18161000000
2020-07-16,17310100000
2020-07-17,17176750000
2020-07-20,16649700000
2020-07-21,16783050000
2020-07-22,16668750000
2020-07-23,17005300000
2020-07-24,16484600000
2020-07-27,16192500000
2020-07-28,16471900000
2020-07-29,16332200000
2020-07-30,15836900000
2020-07-31,15855950000
2020-08-03,16002000000
2020-08-04,16300450000
2020-08-05,16808450000
2020-08-06,17195800000
2020-08-07,17259300000
2020-08-10,18630900000
2020-08-11,18821400000
2020-08-12,18472150000
2020-08-13,18224500000
2020-08-14,18383250000
2020-08-17,17792700000
2020-08-18,17545050000
2020-08-19,17570450000
2020-08-20,17538700000
2020-08-21,17316450000
2020-08-24,18923000000
2020-08-25,19113500000
2020-08-26,19018250000
2020-08-27,19570700000
2020-08-28,20313650000
2020-08-31,19589750000
2020-09-01,19500850000
2020-09-02,19773900000
2020-09-03,19824700000
2020-09-04,20173950000
2020-09-08,20662900000
2020-09-09,20167600000
2020-09-10,20186650000
2020-09-11,20129500000
2020-09-14,20840700000
2020-09-15,21278850000
2020-09-16,21951950000
2020-09-17,21564600000
2020-09-18,20853400000
2020-09-21,18935700000
2020-09-22,19189700000
2020-09-23,18770600000
2020-09-24,18421350000
2020-09-25,18910300000
2020-09-28,19900900000
2020-09-29,19437350000
2020-09-30,19371091238
2020-10-01,19700488473
2020-10-02,20112235016
2020-10-05,20270599072
2020-10-06,19675150224
2020-10-07,20365617505
2020-10-08,20701349302
2020-10-09,20783698611
2020-10-12,20676011053
2020-10-13,20124904141
2020-10-14,20118569578
2020-10-15,19852517966
2020-10-16,19934867274
2020-10-19,19953870961
2020-10-20,20257929947
2020-10-21,19953870961
2020-10-22,21360143772
2020-10-23,21537511514
2020-10-26,20226257136
2020-10-27,19453440546
2020-10-28,18781976952
2020-10-29,19485113357
2020-10-30,19409098611
2020-11-02,19143046998
2020-11-03,19573797228
2020-11-04,19276072805
2020-11-05,20257929947
2020-11-06,19903194463
2020-11-09,23292185246
2020-11-10,23463218425
2020-11-11,22183636859
2020-11-12,21778224877
2020-11-13,23095813817
2020-11-16,24071336398
2020-11-17,23817953909
2020-11-18,24014325338
2020-11-19,24014325338
2020-11-20,23520229485
2020-11-23,24571766812
2020-11-24,26136403678
2020-11-25,26155407365
2020-11-27,26009712434
2020-11-30,25496612895
2020-12-01,25312910591
2020-12-02,26016046996
2020-12-03,27206944691
2020-12-04,26833205521
2020-12-07,26826870959
2020-12-08,26864878332
2020-12-09,26674841466
2020-12-10,26997904139
2020-12-11,26440462664
2020-12-14,25775333632
2020-12-15,26510142848
2020-12-16,26022381558
2020-12-17,26041385245
2020-12-18,25768999070
2020-12-21,25426932710
2020-12-22,24666785245
2020-12-23,25490278333
2020-12-24,25167215660
2020-12-28,25433267273
2020-12-29,25357252526
2020-12-30,25692984323
2020-12-31,25573560000
2021-01-04,24632279999
2021-01-05,25153800000
2021-01-06,25681680000
2021-01-07,25586279999
2021-01-08,25452720000
2021-01-11,25064759999
2021-01-12,25630800000
2021-01-13,25726200000
2021-01-14,26374920000
2021-01-15,25427279999
2021-01-19,25637160000
2021-01-20,26470320000
2021-01-21,25866120000
2021-01-22,25440000000
2021-01-25,24740400000
2021-01-26,25007520000
2021-01-27,24498720000
2021-01-28,25490880000
2021-01-29,24142560000
2021-02-01,24053520000
2021-02-02,24676800000
2021-02-03,25300080000
2021-02-04,26031480000
2021-02-05,26171400000
2021-02-08,27500640000
2021-02-09,27036360000
2021-02-10,27284400000
2021-02-11,27169920000
2021-02-12,27532440000
2021-02-16,28397400000
2021-02-17,28232040000
2021-02-18,28225680000
2021-02-19,29046120000
2021-02-22,30362640000
2021-02-23,30744240000
2021-02-24,31545600000
2021-02-25,30687000000
2021-02-26,30489840000
2021-03-01,30566160000
2021-03-02,30674279999
2021-03-03,30750600000
2021-03-04,29866560000
2021-03-05,29389560000
2021-03-08,30451680000
2021-03-09,30286320000
2021-03-10,30400800000
2021-03-11,30731520000
2021-03-12,31691880000
2021-03-15,32429640000
2021-03-16,31412040000
2021-03-17,32079840000
2021-03-18,31278480000
2021-03-19,31164000000
2021-03-22,30508920000
2021-03-23,29027040000
