,WST
2014-06-06,3021744000
2014-06-09,3038027999
2014-06-10,3024576000
2014-06-11,3006876000
2014-06-12,2950944000
2014-06-13,2922624000
2014-06-16,2934660000
2014-06-17,2933952000
2014-06-18,2961564000
2014-06-19,2986344000
2014-06-20,3015372000
2014-06-23,2992716000
2014-06-24,2941740000
2014-06-25,2958024000
2014-06-26,2959440000
2014-06-27,2984220000
2014-06-30,2994780000
2014-07-01,3088500000
2014-07-02,3043770000
2014-07-03,3082820000
2014-07-07,3038800000
2014-07-08,3005430000
2014-07-09,2999750000
2014-07-10,2991230000
2014-07-11,3011820000
2014-07-14,2984840000
2014-07-15,2929460000
2014-07-16,2864850000
2014-07-17,2819410000
2014-07-18,2863430000
2014-07-21,2842840000
2014-07-22,2882600000
2014-07-23,2893960000
2014-07-24,2871950000
2014-07-25,2864140000
2014-07-28,2859880000
2014-07-29,2847100000
2014-07-30,2859880000
2014-07-31,2893250000
2014-08-01,2857040000
2014-08-04,2874790000
2014-08-05,2888280000
2014-08-06,2905320000
2014-08-07,2852780000
2014-08-08,2849230000
2014-08-11,2835740000
2014-08-12,2787460000
2014-08-13,2875500000
2014-08-14,2946500000
2014-08-15,2983420000
2014-08-18,3034540000
2014-08-19,3084950000
2014-08-20,3119740000
2014-08-21,3127550000
2014-08-22,3100570000
2014-08-25,3135359999
2014-08-26,3172280000
2014-08-27,3112640000
2014-08-28,3084950000
2014-08-29,3083530000
2014-09-02,3121870000
2014-09-03,3131810000
2014-09-04,3113350000
2014-09-05,3122580000
2014-09-08,3135359999
2014-09-09,3092760000
2014-09-10,3101280000
2014-09-11,3116900000
2014-09-12,3097020000
2014-09-15,3079270000
2014-09-16,3094180000
2014-09-17,3124710000
2014-09-18,3187190000
2014-09-19,3180090000
2014-09-22,3159500000
2014-09-23,3146720000
2014-09-24,3151690000
2014-09-25,3136070000
2014-09-26,3159500000
2014-09-29,3191450000
2014-09-30,3191388000
2014-10-01,3140765000
2014-10-02,3165720000
2014-10-03,3201370000
2014-10-06,3190675000
2014-10-07,3120801000
2014-10-08,3192101000
2014-10-09,3180693000
2014-10-10,3157877000
2014-10-13,3177128000
2014-10-14,3234881000
2014-10-15,3190675000
2014-10-16,3157164000
2014-10-17,3167859000
2014-10-20,3206361000
2014-10-21,3219195000
2014-10-22,3189249000
2014-10-23,3215630000
2014-10-24,3242724000
2014-10-27,3271244000
2014-10-28,3398871000
2014-10-29,3373203000
2014-10-30,3577834000
2014-10-31,3654125000
2014-11-03,3600650000
2014-11-04,3619901000
2014-11-05,3622040000
2014-11-06,3625605000
2014-11-07,3564287000
2014-11-10,3589242000
2014-11-11,3669098000
2014-11-12,3740398000
2014-11-13,3717582000
2014-11-14,3661255000
2014-11-17,3685497000
2014-11-18,3689775000
2014-11-19,3614910000
2014-11-20,3634874000
2014-11-21,3628457000
2014-11-24,3726138000
2014-11-25,3703322000
2014-11-26,3715443000
2014-11-28,3708313000
2014-12-01,3690488000
2014-12-02,3781039000
2014-12-03,3825957999
2014-12-04,3805281000
2014-12-05,3845922000
2014-12-08,3820254000
2014-12-09,3911518000
2014-12-10,3797438000
2014-12-11,3840218000
2014-12-12,3803855000
2014-12-15,3728277000
2014-12-16,3732555000
2014-12-17,3863747000
2014-12-18,3927204000
2014-12-19,3897971000
2014-12-22,3888702000
2014-12-23,3820254000
2014-12-24,3845922000
2014-12-26,3843070000
2014-12-29,3833801000
2014-12-30,3805994000
2014-12-31,3817308000
2015-01-02,3739871999
2015-01-05,3688248000
2015-01-06,3625152000
2015-01-07,3683946000
2015-01-08,3756363000
2015-01-09,3713343000
2015-01-12,3719796000
2015-01-13,3762816000
2015-01-14,3701871000
2015-01-15,3644511000
2015-01-16,3718362000
2015-01-20,3699720000
2015-01-21,3656700000
2015-01-22,3656700000
2015-01-23,3635190000
2015-01-26,3684663000
2015-01-27,3639492000
2015-01-28,3571377000
2015-01-29,3598623000
2015-01-30,3535527000
2015-02-02,3526923000
2015-02-03,3576396000
2015-02-04,3593604000
2015-02-05,3683946000
2015-02-06,3654549000
2015-02-09,3572811000
2015-02-10,3628020000
2015-02-11,3660285000
2015-02-12,3640926000
2015-02-13,3681795000
2015-02-17,3694701000
2015-02-18,3754212000
2015-02-19,3846705000
2015-02-20,3853875000
2015-02-23,3881838000
2015-02-24,3924141000
2015-02-25,3937046999
2015-02-26,3939915000
2015-02-27,3923424000
2015-03-02,3965727000
2015-03-03,3922707000
2015-03-04,3909084000
2015-03-05,3928443000
2015-03-06,3866064000
2015-03-09,3891876000
2015-03-10,3862479000
2015-03-11,3883271999
2015-03-12,3899046000
2015-03-13,3886857000
2015-03-16,3989388000
2015-03-17,4009464000
2015-03-18,4035276000
2015-03-19,4069692000
2015-03-20,4152146999
2015-03-23,4152146999
2015-03-24,4182261000
2015-03-25,4152146999
2015-03-26,4134221999
2015-03-27,4184412000
2015-03-30,4280490000
2015-03-31,4335120000
2015-04-01,4096080000
2015-04-02,4080960000
2015-04-06,4034880000
2015-04-07,4024080000
2015-04-08,4048560000
2015-04-09,4035600000
2015-04-10,4060800000
2015-04-13,4073040000
2015-04-14,4075920000
2015-04-15,4098240000
2015-04-16,4039920000
2015-04-17,4001760000
2015-04-20,4058640000
2015-04-21,4073040000
2015-04-22,4041360000
2015-04-23,4075200000
2015-04-24,4131360000
2015-04-27,4026960000
2015-04-28,4032720000
2015-04-29,3983760000
2015-04-30,3836160000
2015-05-01,3859920000
2015-05-04,3882960000
2015-05-05,3822480000
2015-05-06,3847680000
2015-05-07,3885120000
2015-05-08,3890160000
2015-05-11,3886560000
2015-05-12,3861360000
2015-05-13,3880800000
2015-05-14,3921840000
2015-05-15,3902400000
2015-05-18,3952080000
2015-05-19,3940560000
2015-05-20,3945600000
2015-05-21,3936960000
2015-05-22,3969360000
2015-05-26,3888000000
2015-05-27,3995280000
2015-05-28,3957120000
2015-05-29,3898080000
2015-06-01,3938400000
2015-06-02,3952800000
2015-06-03,4052160000
2015-06-04,3962160000
2015-06-05,3990960000
2015-06-08,3975840000
2015-06-09,3977280000
2015-06-10,4029840000
2015-06-11,4037760000
2015-06-12,4054320000
2015-06-15,4008960000
2015-06-16,4097519999
2015-06-17,4098240000
2015-06-18,4199760000
2015-06-19,4213440000
2015-06-22,4264560000
2015-06-23,4263840000
2015-06-24,4200480000
2015-06-25,4240080000
2015-06-26,4221360000
2015-06-29,4168080000
2015-06-30,4193376000
2015-07-01,4210704000
2015-07-02,4155110000
2015-07-06,4171716000
2015-07-07,4378930000
2015-07-08,4354382000
2015-07-09,4314672000
2015-07-10,4326224000
2015-07-13,4359436000
2015-07-14,4391204000
2015-07-15,4374598000
2015-07-16,4419362000
2015-07-17,4407088000
2015-07-20,4430192000
2015-07-21,4418640000
2015-07-22,4440300000
2015-07-23,4391204000
2015-07-24,4317560000
2015-07-27,4312506000
2015-07-28,4318282000
2015-07-29,4376042000
2015-07-30,4316116000
2015-07-31,4322614000
2015-08-03,4320448000
2015-08-04,4354382000
2015-08-05,4382540000
2015-08-06,4318282000
2015-08-07,4309618000
2015-08-10,4321892000
2015-08-11,4306008000
2015-08-12,4283626000
2015-08-13,4281460000
2015-08-14,4287958000
2015-08-17,4339942000
2015-08-18,4341386000
2015-08-19,4282182000
2015-08-20,4126951999
2015-08-21,4048976000
2015-08-24,3944286000
2015-08-25,3989050000
2015-08-26,4170272000
2015-08-27,4121898000
2015-08-28,4105292000
2015-08-31,4032370000
2015-09-01,3948618000
2015-09-02,4017930000
2015-09-03,3995548000
2015-09-04,3973888000
2015-09-08,4085798000
2015-09-09,4037424000
2015-09-10,4098072000
2015-09-11,4150056000
2015-09-14,4108901999
2015-09-15,4132728000
2015-09-16,4112512000
2015-09-17,4151500000
2015-09-18,4108180000
2015-09-21,4089408000
2015-09-22,4059806000
2015-09-23,4090130000
2015-09-24,4178214000
2015-09-25,4018651999
2015-09-28,3922626000
2015-09-29,3920460000
2015-09-30,3912876000
2015-10-01,3891909000
2015-10-02,3933842999
2015-10-05,3983007000
2015-10-06,3882510000
2015-10-07,3935289000
2015-10-08,3943965000
2015-10-09,3968547000
2015-10-12,4022049000
2015-10-13,3975777000
2015-10-14,3961317000
2015-10-15,4055307000
2015-10-16,4074105000
2015-10-19,4040124000
2015-10-20,4006866000
2015-10-21,3983730000
2015-10-22,4013373000
2015-10-23,4122546000
2015-10-26,4131945000
2015-10-27,4165203000
2015-10-28,4335108000
2015-10-29,4345953000
2015-10-30,4338723000
2015-11-02,4398732000
2015-11-03,4418253000
2015-11-04,4484769000
2015-11-05,4521642000
2015-11-06,4601172000
2015-11-09,4572975000
2015-11-10,4562130000
2015-11-11,4523088000
2015-11-12,4449342000
2015-11-13,4481154000
2015-11-16,4524534000
2015-11-17,4558515000
2015-11-18,4554177000
2015-11-19,4504290000
2015-11-20,4499952000
2015-11-23,4531041000
2015-11-24,4604787000
2015-11-25,4599726000
2015-11-27,4636599000
2015-11-30,4558515000
2015-12-01,4624308000
2015-12-02,4607679000
2015-12-03,4481154000
2015-12-04,4540440000
2015-12-07,4493445000
2015-12-08,4585989000
2015-12-09,4542609000
2015-12-10,4557792000
2015-12-11,4452234000
2015-12-14,4440666000
2015-12-15,4473201000
2015-12-16,4528872000
2015-12-17,4486215000
2015-12-18,4382826000
2015-12-21,4391502000
2015-12-22,4415361000
2015-12-23,4404516000
2015-12-24,4455126000
2015-12-28,4488384000
2015-12-29,4495614000
2015-12-30,4481154000
2015-12-31,4365950000
2016-01-04,4176000000
2016-01-05,4123075000
2016-01-06,4150625000
2016-01-07,4059275000
2016-01-08,4019400000
2016-01-11,4002000000
2016-01-12,4064350000
2016-01-13,4045500000
2016-01-14,4118725000
2016-01-15,4076675000
2016-01-19,4134675000
2016-01-20,4220225000
2016-01-21,4118000000
2016-01-22,4200650000
2016-01-25,4149900000
2016-01-26,4152075000
2016-01-27,4118725000
2016-01-28,3990400000
2016-01-29,4148450000
2016-02-01,4139025000
2016-02-02,4123800000
2016-02-03,4122350000
2016-02-04,4062900000
2016-02-05,3962849999
2016-02-08,4045500000
2016-02-09,4026650000
2016-02-10,4035349999
2016-02-11,3961400000
2016-02-12,4000550000
2016-02-16,4082475000
2016-02-17,4123075000
2016-02-18,4073775000
2016-02-19,4292725000
2016-02-22,4310125000
2016-02-23,4323900000
2016-02-24,4476150000
2016-02-25,4531250000
2016-02-26,4560975000
2016-02-29,4496450000
2016-03-01,4611000000
2016-03-02,4626950000
2016-03-03,4650875000
2016-03-04,4676250000
2016-03-07,4702350000
2016-03-08,4635650000
2016-03-09,4651600000
2016-03-10,4632025000
2016-03-11,4721200000
2016-03-14,4702350000
2016-03-15,4688575000
2016-03-16,4690750000
2016-03-17,4694375000
2016-03-18,4747300000
2016-03-21,4741500000
2016-03-22,4811825000
2016-03-23,4739325000
2016-03-24,4737875000
2016-03-28,4816900000
2016-03-29,4993075000
2016-03-30,4963350000
2016-03-31,5081155999
2016-04-01,5172780999
2016-04-04,5128801000
2016-04-05,5085554000
2016-04-06,5117805999
2016-04-07,5049637000
2016-04-08,5079690000
2016-04-11,5033511000
2016-04-12,5139063000
2016-04-13,5205033000
2016-04-14,5214562000
2016-04-15,5226290000
2016-04-18,5247547000
2016-04-19,5274668000
2016-04-20,5273935000
2016-04-21,5260741000
2016-04-22,5304721000
2016-04-25,5297391000
2016-04-26,5273935000
2016-04-27,5284930000
2016-04-28,5297391000
2016-04-29,5218960000
2016-05-02,5266605000
2016-05-03,5184509000
2016-05-04,5131733000
2016-05-05,5181577000
2016-05-06,5159587000
2016-05-09,5222625000
2016-05-10,5265139000
2016-05-11,5298124000
2016-05-12,5224091000
2016-05-13,5252678000
2016-05-16,5368492000
2016-05-17,5213829000
2016-05-18,5218960000
2016-05-19,5223358000
2016-05-20,5331109000
2016-05-23,5299590000
2016-05-24,5426399000
2016-05-25,5409540000
2016-05-26,5402210000
2016-05-27,5466714000
2016-05-31,5503364000
2016-06-01,5511427000
2016-06-02,5551009000
2016-06-03,5515825000
2016-06-06,5525354000
2016-06-07,5590591000
2016-06-08,5649230999
2016-06-09,5674886000
2016-06-10,5616979000
2016-06-13,5558339000
2016-06-14,5525354000
2016-06-15,5489437000
2016-06-16,5500432000
2016-06-17,5416137000
2016-06-20,5486505000
2016-06-21,5471112000
2016-06-22,5507029000
2016-06-23,5553208000
2016-06-24,5339905000
2016-06-27,5247547000
2016-06-28,5427132000
2016-06-29,5444724000
2016-06-30,5562004000
2016-07-01,5617712000
2016-07-05,5562737000
2016-07-06,5568601000
2016-07-07,5592790000
2016-07-08,5664624000
2016-07-11,5697609000
2016-07-12,5759180999
2016-07-13,5711536000
2016-07-14,5738657000
2016-07-15,5702007000
2016-07-18,5677085000
2016-07-19,5676352000
2016-07-20,5752584000
2016-07-21,5674153000
2016-07-22,5718866000
2016-07-25,5680750000
2016-07-26,5721798000
2016-07-27,5748919000
2016-07-28,5864000000
2016-07-29,5884524000
2016-08-01,5933635000
2016-08-02,5923373000
2016-08-03,5934368000
2016-08-04,5973950000
2016-08-05,5990809000
2016-08-08,5910912000
2016-08-09,5961489000
2016-08-10,5981280000
2016-08-11,5965887000
2016-08-12,5937300000
2016-08-15,5950494000
2016-08-16,5879393000
2016-08-17,5872796000
2016-08-18,5946829000
2016-08-19,5993008000
2016-08-22,5978348000
2016-08-23,5962222000
2016-08-24,5941698000
2016-08-25,5940965000
2016-08-26,5978348000
2016-08-29,6055313000
2016-08-30,6043585000
2016-08-31,5998139000
2016-09-01,5990809000
2016-09-02,6159399000
2016-09-06,6120550000
2016-09-07,6116885000
2016-09-08,6047983000
2016-09-09,5877927000
2016-09-12,6035522000
2016-09-13,5874995000
2016-09-14,5919708000
2016-09-15,6047250000
2016-09-16,5965887000
2016-09-19,5960755999
2016-09-20,5960755999
2016-09-21,5495301000
2016-09-22,5469646000
2016-09-23,5317915000
2016-09-26,5262207000
2016-09-27,5388283000
2016-09-28,5479908000
2016-09-29,5405142000
2016-09-30,5453400000
2016-10-03,5451936000
2016-10-04,5361900000
2016-10-05,5414604000
2016-10-06,5483412000
2016-10-07,5522208000
2016-10-10,5533920000
2016-10-11,5429244000
2016-10-12,5413140000
2016-10-13,5348723999
2016-10-14,5331888000
2016-10-17,5315052000
2016-10-18,5341404000
2016-10-19,5323836000
2016-10-20,5306268000
2016-10-21,5246976000
2016-10-24,5282844000
2016-10-25,5206716000
2016-10-26,5165723999
2016-10-27,5301144000
2016-10-28,5365560000
2016-10-31,5565396000
2016-11-01,5435832000
2016-11-02,5448276000
2016-11-03,5464380000
2016-11-04,5518548000
2016-11-07,5666412000
2016-11-08,5678123999
2016-11-09,5677392000
2016-11-10,5673000000
2016-11-11,5676660000
2016-11-14,5652504000
2016-11-15,5805492000
2016-11-16,5821596000
2016-11-17,5869908000
2016-11-18,5866248000
2016-11-21,5878692000
2016-11-22,5894796000
2016-11-23,5965800000
2016-11-25,6005328000
2016-11-28,5978976000
2016-11-29,6027288000
2016-11-30,5940180000
2016-12-01,5835504000
2016-12-02,5897723999
2016-12-05,5962872000
2016-12-06,6104148000
2016-12-07,6110736000
2016-12-08,6165636000
2016-12-09,6164172000
2016-12-12,6181740000
2016-12-13,6183936000
2016-12-14,6197112000
2016-12-15,6243960000
2016-12-16,6194916000
2016-12-19,6222732000
2016-12-20,6167100000
2016-12-21,6194184000
2016-12-22,6142944000
2016-12-23,6152460000
2016-12-27,6207360000
2016-12-28,6203700000
2016-12-29,6238836000
2016-12-30,6209556000
2017-01-03,6162330999
2017-01-04,6252490000
2017-01-05,6232699000
2017-01-06,6349979000
2017-01-09,6365372000
2017-01-10,6428410000
2017-01-11,6301601000
2017-01-12,6304533000
2017-01-13,6294271000
2017-01-17,6176258000
2017-01-18,6182855000
2017-01-19,6136676000
2017-01-20,6123482000
2017-01-23,6039920000
2017-01-24,6179190000
2017-01-25,6197515000
2017-01-26,6141807000
2017-01-27,6135210000
2017-01-30,6115419000
2017-01-31,6203379000
2017-02-01,6193850000
2017-02-02,6196782000
2017-02-03,6335319000
2017-02-06,6275946000
2017-02-07,6278878000
2017-02-08,6303800000
2017-02-09,6303800000
2017-02-10,6297203000
2017-02-13,6334586000
2017-02-14,6371969000
2017-02-15,6374168000
2017-02-16,6014998000
2017-02-17,6093429000
2017-02-21,6118351000
2017-02-22,6101492000
2017-02-23,6140341000
2017-02-24,6166729000
2017-02-27,6138875000
2017-02-28,6045051000
2017-03-01,6189452000
2017-03-02,6079502000
2017-03-03,5989343000
2017-03-06,5965887000
2017-03-07,5951227000
2017-03-08,5899917000
2017-03-09,5958557000
2017-03-10,5965154000
2017-03-13,6007668000
2017-03-14,5986411000
2017-03-15,6079502000
2017-03-16,6026726000
2017-03-17,6062643000
2017-03-20,6058245000
2017-03-21,5873529000
2017-03-22,5850073000
2017-03-23,5833214000
2017-03-24,5939499000
2017-03-27,5944630000
2017-03-28,5972484000
2017-03-29,5987877000
2017-03-30,6006935000
2017-03-31,6030979000
2017-04-03,6059061000
2017-04-04,5972597999
2017-04-05,5923085000
2017-04-06,5924563000
2017-04-07,5878745000
2017-04-10,5839578000
2017-04-11,5861747999
2017-04-12,5850663000
2017-04-13,5809279000
2017-04-17,5858792000
2017-04-18,5900915000
2017-04-19,5956340000
2017-04-20,6050193000
2017-04-21,6052410000
2017-04-24,6092316000
2017-04-25,6124093000
2017-04-26,6207600000
2017-04-27,6849791000
2017-04-28,6801017000
2017-05-01,6887480000
2017-05-02,6966553000
2017-05-03,6974682000
2017-05-04,7080359000
2017-05-05,7135045000
2017-05-08,7112136000
2017-05-09,7060406000
2017-05-10,7012371000
2017-05-11,7011632000
2017-05-12,6977638000
2017-05-15,7061884000
2017-05-16,7112875000
2017-05-17,7096617000
2017-05-18,7026412000
2017-05-19,7043409000
2017-05-22,7063362000
2017-05-23,7042670000
2017-05-24,7066318000
2017-05-25,7129133000
2017-05-26,7171256000
2017-05-30,7194904000
2017-05-31,7169778000
2017-06-01,7307971000
2017-06-02,7310927000
2017-06-05,7331619000
2017-06-06,7334575000
2017-06-07,7348616000
2017-06-08,7302059000
2017-06-09,7237766000
2017-06-12,7101051000
2017-06-13,7214857000
2017-06-14,7164605000
2017-06-15,7112136000
2017-06-16,7092183000
2017-06-19,7166822000
2017-06-20,7099572999
2017-06-21,7135784000
2017-06-22,7128394000
2017-06-23,7125438000
2017-06-26,7144652000
2017-06-27,7078881000
2017-06-28,7111397000
2017-06-29,6977638000
2017-06-30,7013384000
2017-07-03,6932506000
2017-07-05,6996318000
2017-07-06,6954766000
2017-07-07,7103166000
2017-07-10,6928796000
2017-07-11,6948088000
2017-07-12,6980736000
2017-07-13,6948830000
2017-07-14,6946604000
2017-07-17,6951056000
2017-07-18,6964412000
2017-07-19,6977768000
2017-07-20,6936216000
2017-07-21,6900600000
2017-07-24,6969606000
2017-07-25,7008932000
2017-07-26,6876114000
2017-07-27,6845692000
2017-07-28,6644610000
2017-07-31,6581540000
2017-08-01,6514760000
2017-08-02,6482854000
2017-08-03,6493242000
2017-08-04,6410880000
2017-08-07,6459852000
2017-08-08,6433882000
2017-08-09,6407912000
2017-08-10,6283998000
2017-08-11,6301806000
2017-08-14,6314420000
2017-08-15,6338164000
2017-08-16,6380458000
2017-08-17,6330002000
2017-08-18,6318130000
2017-08-21,6327776000
2017-08-22,6371554000
2017-08-23,6272868000
2017-08-24,6352262000
2017-08-25,6338906000
2017-08-28,6284740000
2017-08-29,6312936000
2017-08-30,6376006000
2017-08-31,6458368000
2017-09-01,6491758000
2017-09-05,6494726000
2017-09-06,6597122000
2017-09-07,6623834000
2017-09-08,6784106000
2017-09-11,6777428000
2017-09-12,6775202000
2017-09-13,6751458000
2017-09-14,6802656000
2017-09-15,7116522000
2017-09-18,7178850000
2017-09-19,7016352000
2017-09-20,7025256000
2017-09-21,6984446000
2017-09-22,7064582000
2017-09-25,7068292000
2017-09-26,7063840000
2017-09-27,7103166000
2017-09-28,7146202000
2017-09-29,7142492000
2017-10-02,7165493999
2017-10-03,7020804000
2017-10-04,7048258000
2017-10-05,7037128000
2017-10-06,7082390000
2017-10-09,6979993999
2017-10-10,7012642000
2017-10-11,6971090000
2017-10-12,7053452000
2017-10-13,7061614000
2017-10-16,7098714000
2017-10-17,6900600000
2017-10-18,6856822000
2017-10-19,6847176000
2017-10-20,6962928000
2017-10-23,6864242000
2017-10-24,6856822000
2017-10-25,6800430000
2017-10-26,7489006000
2017-10-27,7506072000
2017-10-30,7520170000
2017-10-31,7523880000
2017-11-01,7486038000
2017-11-02,7420000000
2017-11-03,7490490000
2017-11-06,7464520000
2017-11-07,7497168000
2017-11-08,7512008000
2017-11-09,7526106000
2017-11-10,7542430000
2017-11-13,7540946000
2017-11-14,7483070000
2017-11-15,7299054000
2017-11-16,7323540000
2017-11-17,7342832000
2017-11-20,7362124000
2017-11-21,7404418000
2017-11-22,7314636000
2017-11-24,7231532000
2017-11-27,7212982000
2017-11-28,7149170000
2017-11-29,7411096000
2017-11-30,7414806000
2017-12-01,7353962000
2017-12-04,7374738000
2017-12-05,7382158000
2017-12-06,7359898000
2017-12-07,7391062000
2017-12-08,7392546000
2017-12-11,7351736000
2017-12-12,7345800000
2017-12-13,7326508000
2017-12-14,7289408000
2017-12-15,7325766000
2017-12-18,7316862000
2017-12-19,7394030000
2017-12-20,7442260000
2017-12-21,7401450000
2017-12-22,7385868000
2017-12-26,7359898000
2017-12-27,7374738000
2017-12-28,7347284000
2017-12-29,7321314000
2018-01-02,7353050000
2018-01-03,7361918000
2018-01-04,7359701000
2018-01-05,7452076000
2018-01-08,7494199000
2018-01-09,7560709000
2018-01-10,7405519000
2018-01-11,7322751000
2018-01-12,7222986000
2018-01-16,7229637000
2018-01-17,7342704000
2018-01-18,7285801000
2018-01-19,7435079000
2018-01-22,7410692000
2018-01-23,7418082000
2018-01-24,7412170000
2018-01-25,7465378000
2018-01-26,7502328000
2018-01-29,7567360000
2018-01-30,7447642000
2018-01-31,7404780000
2018-02-01,7400346000
2018-02-02,7302059000
2018-02-05,7040453000
2018-02-06,6966553000
2018-02-07,6962119000
2018-02-08,6682038000
2018-02-09,6743375000
2018-02-12,6795844000
2018-02-13,6872700000
2018-02-14,7023456000
2018-02-15,6528326000
2018-02-16,6462555000
2018-02-20,6624396000
2018-02-21,6436690000
2018-02-22,6411564000
2018-02-23,6398262000
2018-02-26,6373136000
2018-02-27,6449253000
2018-02-28,6445558000
2018-03-01,6322884000
2018-03-02,6336186000
2018-03-05,6444080000
2018-03-06,6627352000
2018-03-07,6571927000
2018-03-08,6625874000
2018-03-09,6801756000
2018-03-12,6799539000
2018-03-13,6803972999
2018-03-14,6811363000
2018-03-15,6747809000
2018-03-16,6723422000
2018-03-19,6653956000
2018-03-20,6718249000
2018-03-21,6651000000
2018-03-22,6568232000
2018-03-23,6365007000
2018-03-26,6458860000
2018-03-27,6375353000
2018-03-28,6392350000
2018-03-29,6524631000
2018-04-02,6263360000
2018-04-03,6187551999
2018-04-04,6322240000
2018-04-05,6257472000
2018-04-06,6132351999
2018-04-09,6229504000
2018-04-10,6414976000
2018-04-11,6427488000
2018-04-12,6487104000
2018-04-13,6540096000
2018-04-16,6587200000
2018-04-17,6709376000
2018-04-18,6768256000
2018-04-19,6753536000
2018-04-20,6699072000
2018-04-23,6770464000
2018-04-24,6771200000
2018-04-25,6478272000
2018-04-26,6635040000
2018-04-27,6545984000
2018-04-30,6492256000
2018-05-01,6459136000
2018-05-02,6301632000
2018-05-03,6337696000
2018-05-04,6476800000
2018-05-07,6448096000
2018-05-08,6448832000
2018-05-09,6469440000
2018-05-10,6562912000
2018-05-11,6629888000
2018-05-14,6629151999
2018-05-15,6565120000
2018-05-16,6539360000
2018-05-17,6507712000
2018-05-18,6566592000
2018-05-21,6634304000
2018-05-22,6632096000
2018-05-23,6688768000
2018-05-24,6713792000
2018-05-25,6736608000
2018-05-29,6786656000
2018-05-30,6927232000
2018-05-31,6844800000
2018-06-01,6844800000
2018-06-04,7014816000
2018-06-05,6994208000
2018-06-06,7089888000
2018-06-07,7014080000
2018-06-08,7120800000
2018-06-11,7159072000
2018-06-12,7240032000
2018-06-13,7266528000
2018-06-14,7361472000
2018-06-15,7435808000
2018-06-18,7470400000
2018-06-19,7485120000
2018-06-20,7498368000
2018-06-21,7427712000
2018-06-22,7432864000
2018-06-25,7259904000
2018-06-26,7309951999
2018-06-27,7216480000
2018-06-28,7262848000
2018-06-29,7307744000
2018-07-02,7293191000
2018-07-03,7310188000
2018-07-05,7346399000
2018-07-06,7431384000
2018-07-09,7466117000
2018-07-10,7449120000
2018-07-11,7390000000
2018-07-12,7432862000
2018-07-13,7392217000
2018-07-16,7275455000
2018-07-17,7306493000
2018-07-18,7242939000
2018-07-19,7350833000
2018-07-20,7361179000
2018-07-23,7395912000
2018-07-24,7315361000
2018-07-25,7365613000
2018-07-26,8191815000
2018-07-27,8102396000
2018-07-30,8055839000
2018-07-31,8103135000
2018-08-01,8211029000
2018-08-02,8416471000
2018-08-03,8480025000
2018-08-06,8574617000
2018-08-07,8582007000
2018-08-08,8542101000
2018-08-09,8522147999
2018-08-10,8485197999
2018-08-13,8508107000
2018-08-14,8664775000
2018-08-15,8490371000
2018-08-16,8479286000
2018-08-17,8573878000
2018-08-20,8528060000
2018-08-21,8569444000
2018-08-22,8569444000
2018-08-23,8579790000
2018-08-24,8632998000
2018-08-27,8675121000
2018-08-28,8658124000
2018-08-29,8672165000
2018-08-30,8652951000
2018-08-31,8649995000
2018-09-04,8585702000
2018-09-05,8600482000
2018-09-06,8615262000
2018-09-07,8592353000
2018-09-10,8648517000
2018-09-11,8610089000
2018-09-12,8699508000
2018-09-13,8783754000
2018-09-14,8910862000
2018-09-17,8793361000
2018-09-18,8848047000
2018-09-19,8890909000
2018-09-20,8875390000
2018-09-21,8985501000
2018-09-24,9072703000
2018-09-25,9059401000
2018-09-26,9041665000
2018-09-27,9068269000
2018-09-28,9124433000
2018-10-01,9089700000
2018-10-02,8997325000
2018-10-03,9162122000
2018-10-04,8837701000
2018-10-05,8896821000
2018-10-08,8838440000
2018-10-09,8777842000
2018-10-10,8508107000
2018-10-11,8431990000
2018-10-12,8567966000
2018-10-15,8539145000
2018-10-16,8817748000
2018-10-17,8788927000
2018-10-18,8611567000
2018-10-19,8407603000
2018-10-22,8423122000
2018-10-23,8417949000
2018-10-24,8267932000
2018-10-25,7711465000
2018-10-26,7473507000
2018-10-29,7487547999
2018-10-30,7736591000
2018-10-31,7827488000
2018-11-01,7754327000
2018-11-02,7845224000
2018-11-05,7955335000
2018-11-06,8004109000
2018-11-07,8214724000
2018-11-08,8259064000
2018-11-09,8201422000
2018-11-12,7899910000
2018-11-13,7900649000
2018-11-14,7867394000
2018-11-15,8025540000
2018-11-16,8139346000
2018-11-19,7788321000
2018-11-20,7772063000
2018-11-21,7776497000
2018-11-23,7811969000
2018-11-26,7847441000
2018-11-27,7761717000
2018-11-28,7986372999
2018-11-29,8038103000
2018-11-30,8096484000
2018-12-03,8191815000
2018-12-04,8073575000
2018-12-06,8018150000
2018-12-07,7834878000
2018-12-10,7953118000
2018-12-11,7882174000
2018-12-12,7962725000
2018-12-13,7916168000
2018-12-14,7732157000
2018-12-17,7540017000
2018-12-18,7435818000
2018-12-19,7341965000
2018-12-20,7216335000
2018-12-21,7028629000
2018-12-24,6872700000
2018-12-26,7132089000
2018-12-27,7117309000
2018-12-28,7111397000
2018-12-31,7264023000
2019-01-02,7143981000
2019-01-03,7004673000
2019-01-04,7279584000
2019-01-07,7302555000
2019-01-08,7535229000
2019-01-09,7690839000
2019-01-10,7696026000
2019-01-11,7693803000
2019-01-14,7607106000
2019-01-15,7692321000
2019-01-16,7744191000
2019-01-17,7725666000
2019-01-18,7799025000
2019-01-22,7739745000
2019-01-23,7758270000
