,FOSL
2004-11-24,2081142000
2004-11-26,2084130000
2004-11-29,2087865000
2004-11-30,2020635000
2004-12-01,1959381000
2004-12-02,1992249000
2004-12-03,1958634000
2004-12-06,1879452000
2004-12-07,1857789000
2004-12-08,1867500000
2004-12-09,1898127000
2004-12-10,1867500000
2004-12-13,1867500000
2004-12-14,1906344000
2004-12-15,1913067000
2004-12-16,1872729000
2004-12-17,1865259000
2004-12-20,1765161000
2004-12-21,1813716000
2004-12-22,1855548000
2004-12-23,1877958000
2004-12-27,1845837000
2004-12-28,1879452000
2004-12-29,1900368000
2004-12-30,1894392000
2004-12-31,1915308000
2005-01-03,1794937890
2005-01-04,1747983510
2005-01-05,1743003500
2005-01-06,1725929180
2005-01-07,1767903550
2005-01-10,1814857930
2005-01-11,1838335120
2005-01-12,1822683660
2005-01-13,1927263870
2005-01-14,1969949670
2005-01-18,1967103950
2005-01-19,1999829730
2005-01-20,1992715430
2005-01-21,1979909689
2005-01-24,1946472480
2005-01-25,1920861000
2005-01-26,1968526810
2005-01-27,1957143930
2005-01-28,1949318200
2005-01-31,1984889700
2005-02-01,1996272580
2005-02-02,1967815380
2005-02-03,1950741060
2005-02-04,1977063970
2005-02-07,1987023990
2005-02-08,2002675450
2005-02-09,1992715430
2005-02-10,1999829730
2005-02-11,1995561150
2005-02-14,2001964020
2005-02-15,2003386880
2005-02-16,2007655460
2005-02-17,2009789750
2005-02-18,2040381240
2005-02-22,1821972230
2005-02-23,1839046550
2005-02-24,1821260800
2005-02-25,1842603700
2005-02-28,1835489400
2005-03-01,1844737990
2005-03-02,1849718000
2005-03-03,1846160850
2005-03-04,1864658030
2005-03-07,1866080890
2005-03-08,1833355110
2005-03-09,1883155210
2005-03-10,1854698010
2005-03-11,1853275150
2005-03-14,1849718000
2005-03-15,1858255160
2005-03-16,1850429430
2005-03-17,1858966590
2005-03-18,1806320770
2005-03-21,1797783610
2005-03-22,1791380740
2005-03-23,1792803600
2005-03-24,1799917900
2005-03-28,1779286430
2005-03-29,1715969160
2005-03-30,1825529380
2005-03-31,1844382275
2005-04-01,1793515030
2005-04-04,1792531840
2005-04-05,1817418240
2005-04-06,1808174720
2005-04-07,1820262400
2005-04-08,1808174720
2005-04-11,1804619520
2005-04-12,1816707200
2005-04-13,1790398720
2005-04-14,1800353280
2005-04-15,1742759040
2005-04-18,1761246080
2005-04-19,1787554560
2005-04-20,1717872640
2005-04-21,1763379200
2005-04-22,1683742720
2005-04-25,1716450560
2005-04-26,1681609600
2005-04-27,1700807680
2005-04-28,1661700480
2005-04-29,1653879040
2005-05-02,1653168000
2005-05-03,1665255680
2005-05-04,1666677760
2005-05-05,1698674560
2005-05-06,1713606400
2005-05-09,1754135680
2005-05-10,1354531200
2005-05-11,1478963200
2005-05-12,1424924160
2005-05-13,1409992319
2005-05-16,1422080000
2005-05-17,1424213120
2005-05-18,1471852800
2005-05-19,1494606080
2005-05-20,1493895040
2005-05-23,1486073600
2005-05-24,1493895040
2005-05-25,1496739200
2005-05-26,1518070400
2005-05-27,1518070400
2005-05-31,1518070400
2005-06-01,1554333440
2005-06-02,1518070400
2005-06-03,1545800960
2005-06-06,1536557440
2005-06-07,1561443840
2005-06-08,1541534720
2005-06-09,1547223040
2005-06-10,1549356160
2005-06-13,1559310720
2005-06-14,1563576960
2005-06-15,1544378880
2005-06-16,1564288000
2005-06-17,1532291200
2005-06-20,1560021760
2005-06-21,1574953600
2005-06-22,1551489280
2005-06-23,1552200319
2005-06-24,1506693760
2005-06-27,1515937280
2005-06-28,1522336640
2005-06-29,1519492480
2005-06-30,1614060800
2005-07-01,1654590080
2005-07-05,1693512000
2005-07-06,1674459990
2005-07-07,1658230500
2005-07-08,1658230500
2005-07-11,1699157039
2005-07-12,1750668030
2005-07-13,1711152750
2005-07-14,1714680900
2005-07-15,1668814950
2005-07-18,1648351680
2005-07-19,1673048730
2005-07-20,1679399400
2005-07-21,1657524870
2005-07-22,1668814950
2005-07-25,1644823530
2005-07-26,1662464280
2005-07-27,1706918970
2005-07-28,1729499130
2005-07-29,1678693770
2005-08-01,1679399400
2005-08-02,1693512000
2005-08-03,1680810660
2005-08-04,1670226210
2005-08-05,1642706640
2005-08-08,1659641760
2005-08-09,1519221390
2005-08-10,1516398870
2005-08-11,1517104500
2005-08-12,1517810130
2005-08-15,1520632650
2005-08-16,1502991900
2005-08-17,1500169380
2005-08-18,1474766700
2005-08-19,1450069650
2005-08-22,1434545789
2005-08-23,1428900750
2005-08-24,1433134530
2005-08-25,1423961340
2005-08-26,1550269110
2005-08-29,1549563480
2005-08-30,1519927020
2005-08-31,1551680370
2005-09-01,1529100210
2005-09-02,1505108789
2005-09-06,1510753830
2005-09-07,1506520050
2005-09-08,1502286270
2005-09-09,1488879300
2005-09-12,1488879300
2005-09-13,1463476620
2005-09-14,1445130240
2005-09-15,1434545789
2005-09-16,1425372600
2005-09-19,1403498070
2005-09-20,1385151690
2005-09-21,1332935070
2005-09-22,1318116840
2005-09-23,1314588690
2005-09-26,1332935070
2005-09-27,1315999950
2005-09-28,1292714160
2005-09-29,1272956520
2005-09-30,1283540970
2005-10-03,1255024800
2005-10-04,1229184000
2005-10-05,1194264000
2005-10-06,1187978400
2005-10-07,1185883200
2005-10-10,1172613600
2005-10-11,1122328800
2005-10-12,1125820800
2005-10-13,1134900000
2005-10-14,1133503200
2005-10-17,1138392000
2005-10-18,1125122400
2005-10-19,1134900000
2005-10-20,1130011200
2005-10-21,1134900000
2005-10-24,1127217600
2005-10-25,1098583200
2005-10-26,1076932800
2005-10-27,1060869600
2005-10-28,1072044000
2005-10-31,1093694400
2005-11-01,1083916800
2005-11-02,1137693600
2005-11-03,1185184800
2005-11-04,1196359200
2005-11-07,1183089600
2005-11-08,1311595200
2005-11-09,1303912800
2005-11-10,1331848800
2005-11-11,1366070400
2005-11-14,1361880000
2005-11-15,1325563200
2005-11-16,1341626400
2005-11-17,1365372000
2005-11-18,1396800000
2005-11-21,1411466400
2005-11-22,1445688000
2005-11-23,1470830400
2005-11-25,1451275200
2005-11-28,1405879200
2005-11-29,1407974400
2005-11-30,1392609600
2005-12-01,1427529600
2005-12-02,1415656800
2005-12-05,1400292000
2005-12-06,1418450400
2005-12-07,1394704800
2005-12-08,1391911200
2005-12-09,1397498400
2005-12-12,1414260000
2005-12-13,1399593600
2005-12-14,1435212000
2005-12-15,1410069600
2005-12-16,1404482400
2005-12-19,1417053600
2005-12-20,1423339200
2005-12-21,1446386400
2005-12-22,1433116800
2005-12-23,1441497600
2005-12-27,1447783200
2005-12-28,1444989600
2005-12-29,1518321600
2005-12-30,1502258400
2006-01-03,1478330840
2006-01-04,1494472760
2006-01-05,1548279160
2006-01-06,1535500140
2006-01-09,1559713020
2006-01-10,1546261420
2006-01-11,1512632420
2006-01-12,1493800180
2006-01-13,1489092120
2006-01-17,1480348580
2006-01-18,1548279160
2006-01-19,1537517880
2006-01-20,1515322740
2006-01-23,1518013060
2006-01-24,1530119500
2006-01-25,1533482400
2006-01-26,1546934000
2006-01-27,1540880780
2006-01-30,1531464660
2006-01-31,1593342020
2006-02-01,1585943640
2006-02-02,1559713020
2006-02-03,1168944040
2006-02-06,1166926300
2006-02-07,1217369800
2006-02-08,1199210140
2006-02-09,1200555300
2006-02-10,1216024640
2006-02-13,1210644000
2006-02-14,1222750440
2006-02-15,1234184300
2006-02-16,1230148820
2006-02-17,1238219780
2006-02-21,1246290740
2006-02-22,1190466600
2006-02-23,1161545660
2006-02-24,1152129540
2006-02-27,1152129540
2006-02-28,1144731160
2006-03-01,1155492440
2006-03-02,1173652100
2006-03-03,1146076320
2006-03-06,1144058580
2006-03-07,1142040840
2006-03-08,1143386000
2006-03-09,1143386000
2006-03-10,1165581140
2006-03-13,1172979520
2006-03-14,1186431120
2006-03-15,1174324680
2006-03-16,1168944040
2006-03-17,1213334320
2006-03-20,1243600420
2006-03-21,1256379440
2006-03-22,1264450400
2006-03-23,1259742340
2006-03-24,1285300380
2006-03-27,1306822940
2006-03-28,1265122980
2006-03-29,1251671380
2006-03-30,1236874620
2006-03-31,1249653640
2006-04-03,1209298840
2006-04-04,1257724600
2006-04-05,1183740800
2006-04-06,1165581140
2006-04-07,1150111800
2006-04-10,1147729440
2006-04-11,1131008440
2006-04-12,1123651200
2006-04-13,1131008440
2006-04-17,1115625120
2006-04-18,1116962800
2006-04-19,1141041040
2006-04-20,1120307000
2006-04-21,1096897600
2006-04-24,1083520800
2006-04-25,1072819360
2006-04-26,1078838920
2006-04-27,1078170080
2006-04-28,1087533840
2006-05-01,1070812840
2006-05-02,1080176600
2006-05-03,1088202680
2006-05-04,1096897600
2006-05-05,1098235280
2006-05-08,1106930200
2006-05-09,1100910640
2006-05-10,1098235280
2006-05-11,1076163560
2006-05-12,1070812840
2006-05-15,1076163560
2006-05-16,1169801160
2006-05-17,1210600400
2006-05-18,1176489560
2006-05-19,1208593880
2006-05-22,1229327920
2006-05-23,1181840280
2006-05-24,1198561280
2006-05-25,1192541720
2006-05-26,1280828600
2006-05-30,1203912000
2006-05-31,1219295320
2006-06-01,1237354000
2006-06-02,1229327920
2006-06-05,1186522160
2006-06-06,1242035880
2006-06-07,1266782960
2006-06-08,1225983720
2006-06-09,1228659080
2006-06-12,1213275760
2006-06-13,1194548240
2006-06-14,1203243160
2006-06-15,1209931560
2006-06-16,1203243160
2006-06-19,1163781600
2006-06-20,1165788120
2006-06-21,1155755520
2006-06-22,1133683800
2006-06-23,1135690320
2006-06-26,1137028000
2006-06-27,1139703360
2006-06-28,1145054080
2006-06-29,1189866360
2006-06-30,1204580840
2006-07-03,1213944600
2006-07-05,1187859840
2006-07-06,1221301840
2006-07-07,1216619960
2006-07-10,1229766640
2006-07-11,1235136800
2006-07-12,1193518060
2006-07-13,1194860600
2006-07-14,1183449010
2006-07-17,1178750120
2006-07-18,1182106470
2006-07-19,1227752830
2006-07-20,1212313620
2006-07-21,1202244570
2006-07-24,1255946170
2006-07-25,1261987600
2006-07-26,1253261090
2006-07-27,1206943460
2006-07-28,1221711400
2006-07-31,1219026320
2006-08-01,1202244570
2006-08-02,1226410290
2006-08-03,1228424100
2006-08-04,1239164420
2006-08-07,1217683780
2006-08-08,1274070460
2006-08-09,1243192040
2006-08-10,1211642350
2006-08-11,1241178230
2006-08-14,1267357760
2006-08-15,1266015220
2006-08-16,1264672680
2006-08-17,1261316330
2006-08-18,1242520770
2006-08-21,1210299810
2006-08-22,1192175520
2006-08-23,1155926940
2006-08-24,1156598210
2006-08-25,1180092660
2006-08-28,1217683780
2006-08-29,1271385380
2006-08-30,1261316330
2006-08-31,1263330140
2006-09-01,1268700300
2006-09-05,1285482050
2006-09-06,1278098080
2006-09-07,1304948880
2006-09-08,1330457140
2006-09-11,1340526190
2006-09-12,1383487470
2006-09-13,1384158740
2006-09-14,1366034450
2006-09-15,1362678100
2006-09-18,1354622860
2006-09-19,1367376990
2006-09-20,1425106210
2006-09-21,1408995730
2006-09-22,1397584140
2006-09-25,1421078590
2006-09-26,1483506700
2006-09-27,1463368600
2006-09-28,1471423840
2006-09-29,1445915580
2006-10-02,1416379700
2006-10-03,1416379700
2006-10-04,1421078590
2006-10-05,1407653190
2006-10-06,1408995730
2006-10-09,1426684800
2006-10-10,1420622400
2006-10-11,1407824000
2006-10-12,1431400000
2006-10-13,1442851200
2006-10-16,1479225600
2006-10-17,1474510400
2006-10-18,1487308800
2006-10-19,1490676800
2006-10-20,1496065600
2006-10-23,1502128000
2006-10-24,1482593600
2006-10-25,1471816000
2006-10-26,1481920000
2006-10-27,1471816000
2006-10-30,1478552000
2006-10-31,1471142400
2006-11-01,1467100800
2006-11-02,1460364800
2006-11-03,1454302400
2006-11-06,1506169600
2006-11-07,1545912000
2006-11-08,1533787200
2006-11-09,1514252800
2006-11-10,1486635200
2006-11-13,1461038400
2006-11-14,1485961600
2006-11-15,1518294400
2006-11-16,1506843200
2006-11-17,1496065600
2006-11-20,1479899200
2006-11-21,1453628800
2006-11-22,1450934400
2006-11-24,1453628800
2006-11-27,1413212800
2006-11-28,1414560000
2006-11-29,1423316800
2006-11-30,1415907200
2006-12-01,1408497600
2006-12-04,1465080000
2006-12-05,1463059200
2006-12-06,1469795200
2006-12-07,1459017600
2006-12-08,1464406400
2006-12-11,1464406400
2006-12-12,1448913600
2006-12-13,1479899200
2006-12-14,1492024000
2006-12-15,1501454400
2006-12-18,1485288000
2006-12-19,1501454400
2006-12-20,1503475200
2006-12-21,1505496000
2006-12-22,1508864000
2006-12-26,1519641600
2006-12-27,1538502400
2006-12-28,1537828800
2006-12-29,1520988800
2007-01-03,1547259200
2007-01-04,1562078400
2007-01-05,1527051200
2007-01-08,1549517680
2007-01-09,1557626800
2007-01-10,1571142000
2007-01-11,1572493520
2007-01-12,1582629920
2007-01-16,1580602640
2007-01-17,1555599520
2007-01-18,1552220720
2007-01-19,1550869200
2007-01-22,1533975200
2007-01-23,1537354000
2007-01-24,1553572240
2007-01-25,1505593280
2007-01-26,1521811520
2007-01-29,1505593280
2007-01-30,1492078080
2007-01-31,1521135760
2007-02-01,1529244880
2007-02-02,1544787360
2007-02-05,1535326720
2007-02-06,1548166160
2007-02-07,1555599520
2007-02-08,1564384400
2007-02-09,1546138880
2007-02-12,1543435840
2007-02-13,1554248000
2007-02-14,1563708640
2007-02-15,1580602640
2007-02-16,1630608880
2007-02-20,1862394560
2007-02-21,1918482640
2007-02-22,1906994720
2007-02-23,1901588640
2007-02-26,1888749200
2007-02-27,1811712560
2007-02-28,1819145920
2007-03-01,1830633840
2007-03-02,1780627600
2007-03-05,1715078880
2007-03-06,1781979120
2007-03-07,1777924560
2007-03-08,1801576160
2007-03-09,1824552000
2007-03-12,1825903520
2007-03-13,1763733600
2007-03-14,1770491200
2007-03-15,1752245680
2007-03-16,1736703200
2007-03-19,1746839600
2007-03-20,1757651760
2007-03-21,1790764000
2007-03-22,1826579280
2007-03-23,1836715680
2007-03-26,1831309600
2007-03-27,1796845840
2007-03-28,1782654880
2007-03-29,1769139680
2007-03-30,1788736720
2007-04-02,1779951840
2007-04-03,1793467040
2007-04-04,1784682160
2007-04-05,1796170080
2007-04-09,1824196600
2007-04-10,1875057100
2007-04-11,1881838500
2007-04-12,1921170620
2007-04-13,1924561320
2007-04-16,1986272060
2007-04-17,1983559500
2007-04-18,1949652500
2007-04-19,1955755760
2007-04-20,1966606000
2007-04-23,1973387400
2007-04-24,1979490660
2007-04-25,1960502740
2007-04-26,1969318560
2007-04-27,1951686920
2007-04-30,1910320380
2007-05-01,1899639675
2007-05-02,1917101780
2007-05-03,1920492480
2007-05-04,2047982800
2007-05-07,2007294400
2007-05-08,2085280500
2007-05-09,2130037740
2007-05-10,2102234000
2007-05-11,2112406100
2007-05-14,2054086060
2007-05-15,2024926040
2007-05-16,2041879540
2007-05-17,2062901880
2007-05-18,2071039560
2007-05-21,2102912140
2007-05-22,2105624700
2007-05-23,2086636780
2007-05-24,2043913960
2007-05-25,2040523260
2007-05-29,2069683280
2007-05-30,2121221920
2007-05-31,2116474940
2007-06-01,2118509360
2007-06-04,2122578200
2007-06-05,2112406100
2007-06-06,2089349340
2007-06-07,2045270240
2007-06-08,2068327000
2007-06-11,2073752120
2007-06-12,2039166980
2007-06-13,2079855380
2007-06-14,2078499100
2007-06-15,2118509360
2007-06-18,2118509360
2007-06-19,2120543780
2007-06-20,2075786540
2007-06-21,2083246080
2007-06-22,2050017220
2007-06-25,2028316740
2007-06-26,2028994880
2007-06-27,2073073980
2007-06-28,2047982800
2007-06-29,2003225560
2007-07-02,2037810700
2007-07-03,2022213480
2007-07-05,2037810700
2007-07-06,2042557680
2007-07-09,2050422870
2007-07-10,2004085630
2007-07-11,1999315620
2007-07-12,2044971430
2007-07-13,2016351370
2007-07-16,2016351370
2007-07-17,2015669940
2007-07-18,1987049880
2007-07-19,2007492780
2007-07-20,1905278280
2007-07-23,1907322570
2007-07-24,1880065370
2007-07-25,1868481060
2007-07-26,1839861000
2007-07-27,1821462390
2007-07-30,1772399430
2007-07-31,1741053650
2007-08-01,1748549380
2007-08-02,1750593670
2007-08-03,1696079270
2007-08-06,1726062190
2007-08-07,1741053650
2007-08-08,1839179570
2007-08-09,1790116610
2007-08-10,1865073910
2007-08-13,1910729720
2007-08-14,2007492780
2007-08-15,2119247300
2007-08-16,2121291590
2007-08-17,2179213140
2007-08-20,2233727540
2007-08-21,2258940450
2007-08-22,2335942040
2007-08-23,2290967660
2007-08-24,2318224860
2007-08-27,2294374810
2007-08-28,2192841740
2007-08-29,2265754750
2007-08-30,2241904700
2007-08-31,2283471930
2007-09-04,2388412150
2007-09-05,2377509270
2007-09-06,2481768060
2007-09-07,2375464980
2007-09-10,2386367860
2007-09-11,2479723770
2007-09-12,2528105300
2007-09-13,2541733900
2007-09-14,2459962300
2007-09-17,2453148000
2007-09-18,2549911060
2007-09-19,2511750980
2007-09-20,2502210960
2007-09-21,2551273920
2007-09-24,2513113840
2007-09-25,2558088220
2007-09-26,2601018310
2007-09-27,2620779780
2007-09-28,2545822480
2007-10-01,2623505500
2007-10-02,2592159720
2007-10-03,2622142640
2007-10-04,2636452670
2007-10-05,2657577000
2007-10-08,2679911200
2007-10-09,2675752000
2007-10-10,2686843200
2007-10-11,2639012400
2007-10-12,2704173200
2007-10-15,2609204800
2007-10-16,2652876400
2007-10-17,2620296000
2007-10-18,2575238000
2007-10-19,2507304400
2007-10-22,2564840000
2007-10-23,2589795200
2007-10-24,2550976000
2007-10-25,2535032400
2007-10-26,2589102000
2007-10-29,2620989200
2007-10-30,2599500000
2007-10-31,2603659200
2007-11-01,2446996000
2007-11-02,2474724000
2007-11-05,2428972800
2007-11-06,2580090400
2007-11-07,2513543200
2007-11-08,2495520000
2007-11-09,2335390800
2007-11-12,2349948000
2007-11-13,2758242800
2007-11-14,2867075200
2007-11-15,2842120000
2007-11-16,2868461600
2007-11-19,2862916000
2007-11-20,2876780000
2007-11-21,2828949200
2007-11-23,2887871200
2007-11-26,3039682000
2007-11-27,2897576000
2007-11-28,2916292400
2007-11-29,2940554400
2007-11-30,3004328800
2007-12-03,2950952400
2007-12-04,3056318800
2007-12-05,3028590800
2007-12-06,3110388400
2007-12-07,3120786400
2007-12-10,3171390000
2007-12-11,3099297200
2007-12-12,3119400000
2007-12-13,3074342000
2007-12-14,2998783200
2007-12-17,2976600800
2007-12-18,3047307200
2007-12-19,3051466400
2007-12-20,3046614000
2007-12-21,3057705200
2007-12-24,3049386800
2007-12-26,3040375200
2007-12-27,2981453200
2007-12-28,2958577600
2007-12-31,2910053600
2008-01-02,2758242800
2008-01-03,2752004000
2008-01-04,2493440400
2008-01-07,2588761320
2008-01-08,2483755890
2008-01-09,2588761320
2008-01-10,2504345190
2008-01-11,2372573670
2008-01-14,2435027880
2008-01-15,2237370600
2008-01-16,2228448570
2008-01-17,2132365170
2008-01-18,2075401440
2008-01-22,2119325280
2008-01-23,2199623550
2008-01-24,2199623550
2008-01-25,2163249120
2008-01-28,2261391450
2008-01-29,2238743220
2008-01-30,2232566430
2008-01-31,2332081380
2008-02-01,2386299870
2008-02-04,2286098610
2008-02-05,2373259980
2008-02-06,2301197430
2008-02-07,2403457620
2008-02-08,2430910020
2008-02-11,2436400500
2008-02-12,2378750460
2008-02-13,2479638030
2008-02-14,2384927250
2008-02-15,2386299870
2008-02-19,2445322530
2008-02-20,2471402310
2008-02-21,2378064150
2008-02-22,2389045110
2008-02-25,2337571860
2008-02-26,2380123080
2008-02-27,2346493890
2008-02-28,2264136690
2008-02-29,2208545580
2008-03-03,2196192000
2008-03-04,2200309860
2008-03-05,2203741410
2008-03-06,2124815760
2008-03-07,2120011590
2008-03-10,2036968080
2008-03-11,2128247310
2008-03-12,2155699710
2008-03-13,2180406870
2008-03-14,2107658010
2008-03-17,1997162100
2008-03-18,2180406870
2008-03-19,2100794910
2008-03-20,2214722370
2008-03-24,2341689720
2008-03-25,2281294440
2008-03-26,2246292630
2008-03-27,2194133070
2008-03-28,2065793100
2008-03-31,2095990740
2008-04-01,2209918200
2008-04-02,2223644400
2008-04-03,2200309860
2008-04-04,2234625360
2008-04-07,2212675520
2008-04-08,2176669440
2008-04-09,2154250560
2008-04-10,2186859840
2008-04-11,2085635200
2008-04-14,2113488960
2008-04-15,2177348800
2008-04-16,2259551360
2008-04-17,2284687680
2008-04-18,2305747840
2008-04-21,2266344960
2008-04-22,2189577280
2008-04-23,2256833920
2008-04-24,2294878080
2008-04-25,2341074560
2008-04-28,2423956480
2008-04-29,2470152960
2008-04-30,2431429440
2008-05-01,2495289280
2008-05-02,2513632000
2008-05-05,2527219200
2008-05-06,2545561920
2008-05-07,2453848320
2008-05-08,2417162880
2008-05-09,2402216960
2008-05-12,2530616000
2008-05-13,2324769920
2008-05-14,2295557440
2008-05-15,2329525440
2008-05-16,2281970240
2008-05-19,2271100480
2008-05-20,2233056320
2008-05-21,2086993920
2008-05-22,2128434880
2008-05-23,2064575040
2008-05-27,2078162240
2008-05-28,2087673280
2008-05-29,2181424960
2008-05-30,2154250560
2008-06-02,2074086080
2008-06-03,2029927680
2008-06-04,2070689280
2008-06-05,2193653440
2008-06-06,2089032000
2008-06-09,2059819520
2008-06-10,2059140160
2008-06-11,2000035840
2008-06-12,2075444800
2008-06-13,2157647360
2008-06-16,2214713600
2008-06-17,2201126400
2008-06-18,2147456960
2008-06-19,2165799680
2008-06-20,2100581120
2008-06-23,2055743360
2008-06-24,2034683200
2008-06-25,2106695360
2008-06-26,2066613120
2008-06-27,2032645120
2008-06-30,1974899520
2008-07-01,1975578880
2008-07-02,1911719040
2008-07-03,1882506560
2008-07-07,1834207470
2008-07-08,1972092520
2008-07-09,1759547760
2008-07-10,1631079250
2008-07-11,1550366050
2008-07-14,1583996550
2008-07-15,1606192680
2008-07-16,1676816730
2008-07-17,1805957850
2008-07-18,1869183190
2008-07-21,1818064830
2008-07-22,1925682430
2008-07-23,1971419910
2008-07-24,1845641840
2008-07-25,1822773100
2008-07-28,1809320900
2008-07-29,1846987060
2008-07-30,1859094040
2008-07-31,1801249580
2008-08-01,1833534860
2008-08-04,1840933570
2008-08-05,1927700260
2008-08-06,1849677500
2008-08-07,1770309520
2008-08-08,1895414980
2008-08-11,1939807240
2008-08-12,2148316340
2008-08-13,2120066720
2008-08-14,2097870590
2008-08-15,2124102380
2008-08-18,2056168770
2008-08-19,1997651700
2008-08-20,1972765130
2008-08-21,1954604660
2008-08-22,1984872110
2008-08-25,1900123250
2008-08-26,1942497680
2008-08-27,1979491230
2008-08-28,2003705190
2008-08-29,2012449120
2008-09-02,2076347070
2008-09-03,2085763610
2008-09-04,2019175220
2008-09-05,1996979090
2008-09-08,2083073170
2008-09-09,2056841380
2008-09-10,2041371350
2008-09-11,2019175220
2008-09-12,1955277270
2008-09-15,1876581900
2008-09-16,1846987060
2008-09-17,1752149050
2008-09-18,1816047000
2008-09-19,1864474920
2008-09-22,1816719610
2008-09-23,1796541310
2008-09-24,1782416500
2008-09-25,1822100490
2008-09-26,1838243130
2008-09-29,1786452160
2008-09-30,1898778030
2008-10-01,1894742370
2008-10-02,1762238200
2008-10-03,1704393740
2008-10-06,1644413600
2008-10-07,1572138970
2008-10-08,1517104160
2008-10-09,1415654450
2008-10-10,1389794720
2008-10-13,1401729980
2008-10-14,1257843790
2008-10-15,1117936020
2008-10-16,1213418100
2008-10-17,1183579950
2008-10-20,1149100310
2008-10-21,1184243020
2008-10-22,1106000760
2008-10-23,1064890419
2008-10-24,1055607440
2008-10-27,1017812450
2008-10-28,1150426450
2008-10-29,1146448030
2008-10-30,1153078730
2008-10-31,1203472050
2008-11-03,1193526000
2008-11-04,1259833000
2008-11-05,1092739360
2008-11-06,1009192540
2008-11-07,970734480
2008-11-10,993278860
2008-11-11,1048976740
2008-11-12,1003224910
2008-11-13,1082793310
2008-11-14,974049830
2008-11-17,938244050
2008-11-18,898459850
2008-11-19,788390230
2008-11-20,797673210
2008-11-21,861991000
2008-11-24,895807570
2008-11-25,898459850
2008-11-26,999909560
2008-11-28,1007866400
2008-12-01,881883100
2008-12-02,918351950
2008-12-03,957473080
2008-12-04,899122920
2008-12-05,936917910
2008-12-08,1025106220
2008-12-09,982006670
2008-12-10,1017149380
2008-12-11,937580980
2008-12-12,915036600
2008-12-15,903764410
2008-12-16,937580980
2008-12-17,967419130
2008-12-18,1021790870
2008-12-19,1029747710
2008-12-22,1044335250
2008-12-23,1038367620
2008-12-24,1021790870
2008-12-26,1066879630
2008-12-29,1025769290
2008-12-30,1094065500
2008-12-31,1107326900
2009-01-02,1151752590
2009-01-05,1156042980
2009-01-06,1136742320
2009-01-07,1083499120
2009-01-08,1076178180
2009-01-09,1002303240
2009-01-12,933087080
2009-01-13,928428300
2009-01-14,862539840
2009-01-15,890492520
2009-01-16,879843880
2009-01-20,809296640
2009-01-21,813955420
2009-01-22,796651380
2009-01-23,777350720
2009-01-26,818614200
2009-01-27,811958800
2009-01-28,865867540
2009-01-29,795320300
2009-01-30,768033160
2009-02-02,767367620
2009-02-03,754056820
2009-02-04,758050060
2009-02-05,768033160
2009-02-06,831925000
2009-02-09,797316920
2009-02-10,756718980
2009-02-11,749398040
2009-02-12,755387900
2009-02-13,804637860
2009-02-17,835252700
2009-02-18,905799940
2009-02-19,921772900
2009-02-20,907796560
2009-02-23,837249320
2009-02-24,883171580
2009-02-25,856549980
2009-02-26,833921620
2009-02-27,839911480
2009-03-02,784006120
2009-03-03,805968940
2009-03-04,853222280
2009-03-05,791992600
2009-03-06,782009500
2009-03-09,752725740
2009-03-10,833256080
2009-03-11,861208760
2009-03-12,900475620
2009-03-13,905799940
2009-03-16,877847260
2009-03-17,929093840
2009-03-18,988326900
2009-03-19,1052884280
2009-03-20,1038242400
2009-03-23,1126759220
2009-03-24,1078840340
2009-03-25,1092816680
2009-03-26,1161367300
2009-03-27,1115445040
2009-03-30,1068857239
2009-03-31,1044897800
2009-04-01,1059539680
2009-04-02,1140070020
2009-04-03,1172015940
2009-04-06,1136689400
2009-04-07,1089355120
2009-04-08,1134689360
2009-04-09,1244691560
2009-04-13,1247358280
2009-04-14,1198690640
2009-04-15,1158689840
2009-04-16,1199357320
2009-04-17,1213357600
2009-04-20,1164023280
2009-04-21,1210024200
2009-04-22,1283359000
2009-04-23,1268025360
2009-04-24,1301359360
2009-04-27,1298692640
2009-04-28,1295359240
2009-04-29,1309359520
2009-04-30,1344026880
2009-05-01,1309359520
2009-05-04,1328559904
2009-05-05,1342693520
2009-05-06,1306692800
2009-05-07,1282692320
2009-05-08,1341360160
2009-05-11,1316026320
2009-05-12,1436695400
2009-05-13,1371360760
2009-05-14,1438695440
2009-05-15,1393361200
2009-05-18,1472029440
2009-05-19,1460695880
2009-05-20,1426695200
2009-05-21,1412694920
2009-05-22,1425361840
2009-05-26,1496029920
2009-05-27,1456029120
2009-05-28,1438695440
2009-05-29,1489363120
2009-06-01,1566031320
2009-06-02,1566698000
2009-06-03,1548030960
2009-06-04,1551364360
2009-06-05,1596698600
2009-06-08,1553364400
2009-06-09,1602032040
2009-06-10,1617365680
2009-06-11,1576698200
2009-06-12,1541364160
2009-06-15,1524697160
2009-06-16,1494029880
2009-06-17,1509363520
2009-06-18,1506696800
2009-06-19,1555364440
2009-06-22,1490696480
2009-06-23,1488696440
2009-06-24,1480029600
2009-06-25,1551364360
2009-06-26,1593365200
2009-06-29,1594698560
2009-06-30,1605365440
2009-07-01,1646032920
2009-07-02,1560697880
2009-07-06,1503733560
2009-07-07,1463038020
2009-07-08,1448360940
2009-07-09,1441689540
2009-07-10,1445025240
2009-07-13,1503066420
2009-07-14,1527083460
2009-07-15,1589127480
2009-07-16,1619148780
2009-07-17,1617147360
2009-07-20,1643165820
2009-07-21,1654507200
