,FOSL
2014-03-11,6224375000
2014-03-12,6244401250
2014-03-13,6123702500
2014-03-14,6085273750
2014-03-17,6107465000
2014-03-18,6388915000
2014-03-19,6507448750
2014-03-20,6441416250
2014-03-21,6463607500
2014-03-24,6320176250
2014-03-25,6321800000
2014-03-26,6321800000
2014-03-27,6260638750
2014-03-28,6329377500
2014-03-31,6309351250
2014-04-01,6404611250
2014-04-02,6383502500
2014-04-03,6362393750
2014-04-04,6189193750
2014-04-07,5845931308
2014-04-08,5856523120
2014-04-09,5816402620
2014-04-10,5750070060
2014-04-11,5716368840
2014-04-14,5731347160
2014-04-15,5722253180
2014-04-16,5697111000
2014-04-17,5853313480
2014-04-21,5742045960
2014-04-22,5849033960
2014-04-23,5792330320
2014-04-24,5816937560
2014-04-25,5723323060
2014-04-28,5690156780
2014-04-29,5713159200
2014-04-30,5705135100
2014-05-01,5752744760
2014-05-02,5777352000
2014-05-05,5807308640
2014-05-06,5800354420
2014-05-07,5763443560
2014-05-08,5886479760
2014-05-09,5914831580
2014-05-12,5995607520
2014-05-13,5961906300
2014-05-14,5349400000
2014-05-15,5395939780
2014-05-16,5451038600
2014-05-19,5473506080
2014-05-20,5400754240
2014-05-21,5394334960
2014-05-22,5408243400
2014-05-23,5441409680
2014-05-27,5456922940
2014-05-28,5520045860
2014-05-29,5565515760
2014-05-30,5604031440
2014-06-02,5650571220
2014-06-03,5637732660
2014-06-04,5660735080
2014-06-05,5686947140
2014-06-06,5719578480
2014-06-09,5729207400
2014-06-10,5689621840
2014-06-11,5652176040
2014-06-12,5623289280
2014-06-13,5693901360
2014-06-16,5615265180
2014-06-17,5731347160
2014-06-18,5713694140
2014-06-19,5671968820
2014-06-20,5648966400
2014-06-23,5627033860
2014-06-24,5578354320
2014-06-25,5562306120
2014-06-26,5546792860
2014-06-27,5628103740
2014-06-30,5591192880
2014-07-01,5616870000
2014-07-02,5643082060
2014-07-03,5772002600
2014-07-07,5588407460
2014-07-08,5526758990
2014-07-09,5561008140
2014-07-10,5428753730
2014-07-11,5409784970
2014-07-14,5382912560
2014-07-15,5302822240
2014-07-16,5322844820
2014-07-17,5243808320
2014-07-18,5279638200
2014-07-21,5256454160
2014-07-22,5270680730
2014-07-23,5319683360
2014-07-24,5404515870
2014-07-25,5320737180
2014-07-28,5307037520
2014-07-29,5262250170
2014-07-30,5256981070
2014-07-31,5163718000
2014-08-01,5146856880
2014-08-04,5194805690
2014-08-05,5279638200
2014-08-06,5379751100
2014-08-07,5294918590
2014-08-08,5499359670
2014-08-11,5438238110
2014-08-12,5387654750
2014-08-13,5087316050
2014-08-14,5132103400
2014-08-15,5112080820
2014-08-18,5160556540
2014-08-19,5209032260
2014-08-20,5246442870
2014-08-21,5269100000
2014-08-22,5402935140
2014-08-25,5412419520
2014-08-26,5400827500
2014-08-27,5389235480
2014-08-28,5305456790
2014-08-29,5337071390
2014-09-02,5369476355
2014-09-03,5333909930
2014-09-04,5441926480
2014-09-05,5451410860
2014-09-08,5539404830
2014-09-09,5422957720
2014-09-10,5401354410
2014-09-11,5416107890
2014-09-12,5427173000
2014-09-15,5285961120
2014-09-16,5276476740
2014-09-17,5186375130
2014-09-18,5193224960
2014-09-19,5127888120
2014-09-22,5057282180
2014-09-23,5053593810
2014-09-24,5070454930
2014-09-25,5061497460
2014-09-26,5091531330
2014-09-29,5055174540
2014-09-30,4947684900
2014-10-01,4887617160
2014-10-02,5015129380
2014-10-03,5146856880
2014-10-06,4957722000
2014-10-07,4900490000
2014-10-08,4978162000
2014-10-09,4944436000
2014-10-10,4941370000
2014-10-13,4904578000
2014-10-14,5065032000
2014-10-15,5028751000
2014-10-16,5012910000
2014-10-17,4956189000
2014-10-20,5013421000
2014-10-21,5161611000
2014-10-22,5092626000
2014-10-23,5081895000
2014-10-24,5148836000
2014-10-27,5133506000
2014-10-28,5166721000
2014-10-29,5136061000
2014-10-30,5117154000
2014-10-31,5194826000
2014-11-03,5257168000
2014-11-04,5103868000
2014-11-05,5148325000
2014-11-06,5248992000
2014-11-07,5264066500
2014-11-10,5274542000
2014-11-11,5301625000
2014-11-12,5747728000
2014-11-13,5611035500
2014-11-14,5535152000
2014-11-17,5489162000
2014-11-18,5519822000
2014-11-19,5489673000
2014-11-20,5588807000
2014-11-21,5588807000
2014-11-24,5675677000
2014-11-25,5651149000
2014-11-26,5629176000
2014-11-28,5708892000
2014-12-01,5619467000
2014-12-02,5563257000
2014-12-03,5611291000
2014-12-04,5595961000
2014-12-05,5594428000
2014-12-08,5515223000
2014-12-09,5494783000
2014-12-10,5490695000
2014-12-11,5507047000
2014-12-12,5463612000
2014-12-15,5439084000
2014-12-16,5386706500
2014-12-17,5444705000
2014-12-18,5518289000
2014-12-19,5474343000
2014-12-22,5554570000
2014-12-23,5619978000
2014-12-24,5609758000
2014-12-26,5641951000
2014-12-29,5708381000
2014-12-30,5694584000
2014-12-31,5658814000
2015-01-02,5637863000
2015-01-05,5465448980
2015-01-06,5394534440
2015-01-07,5277349420
2015-01-08,5231078940
2015-01-09,5198387840
2015-01-12,5171229080
2015-01-13,5154632060
2015-01-14,5094782200
2015-01-15,4958485460
2015-01-16,4915735560
2015-01-20,4927806120
2015-01-21,4983632460
2015-01-22,5077179300
2015-01-23,4997714780
2015-01-26,4988661860
2015-01-27,5042727910
2015-01-28,5020598550
2015-01-29,5028897060
2015-01-30,4918753200
2015-02-02,4948678130
2015-02-03,5179779060
2015-02-04,4978100120
2015-02-05,4884553280
2015-02-06,4844318080
2015-02-09,4842306320
2015-02-10,4890085620
2015-02-11,4915232620
2015-02-12,4966029560
2015-02-13,4950941360
2015-02-17,4995200080
2015-02-18,4209104860
2015-02-19,4270463540
2015-02-20,4282031160
2015-02-23,4329307520
2015-02-24,4293095840
2015-02-25,4293347309
2015-02-26,4291587020
2015-02-27,4325786940
2015-03-02,4356466280
2015-03-03,4300137000
2015-03-04,4280019399
2015-03-05,4308686980
2015-03-06,4080352220
2015-03-09,4057719920
2015-03-10,4068784600
2015-03-11,4035590559
2015-03-12,4045146420
2015-03-13,4032572920
2015-03-16,4045146420
2015-03-17,4094937480
2015-03-18,4145231480
2015-03-19,4150763820
2015-03-20,4184460800
2015-03-23,4229222460
2015-03-24,4164343200
2015-03-25,4118575660
2015-03-26,4078843399
2015-03-27,4112037440
2015-03-30,4132657980
2015-03-31,4146740300
2015-04-01,4143722660
2015-04-02,4193010780
2015-04-06,4096441820
2015-04-07,4138996570
2015-04-08,4118327120
2015-04-09,4131944639
2015-04-10,4151398240
2015-04-13,3982395090
2015-04-14,3943244720
2015-04-15,4040512720
2015-04-16,4075529200
2015-04-17,4009873300
2015-04-20,3964886850
2015-04-21,3978747540
2015-04-22,4011818659
2015-04-23,4052184879
2015-04-24,4073097500
2015-04-27,3988474340
2015-04-28,4075529200
2015-04-29,4094982800
2015-04-30,4084283320
2015-05-01,4135349020
2015-05-04,4155775300
2015-05-05,4204895639
2015-05-06,3921359420
2015-05-07,3873698100
2015-05-08,3872239080
2015-05-11,3895826570
2015-05-12,3860080580
2015-05-13,3778375460
2015-05-14,3787129580
2015-05-15,3766216960
2015-05-18,3786156899
2015-05-19,3776430100
2015-05-20,3816309980
2015-05-21,3818741680
2015-05-22,3813878280
2015-05-26,3680134780
2015-05-27,3441828180
2015-05-28,3496784600
2015-05-29,3453500340
2015-06-01,3494352899
2015-06-02,3505052379
2015-06-03,3500188980
2015-06-04,3522074280
2015-06-05,3504566040
2015-06-08,3489975840
2015-06-09,3452527659
2015-06-10,3474899300
2015-06-11,3453014000
2015-06-12,3461281780
2015-06-15,3437451120
2015-06-16,3477331000
2015-06-17,3475385639
2015-06-18,3471981260
2015-06-19,3490948520
2015-06-22,3519642580
2015-06-23,3560008800
2015-06-24,3541041540
2015-06-25,3521587940
2015-06-26,3491434860
2015-06-29,3376658620
2015-06-30,3373254240
2015-07-01,3405839020
2015-07-02,3490948520
2015-07-06,3377451420
2015-07-07,3360597870
2015-07-08,3341336670
2015-07-09,3301369680
2015-07-10,3326409240
2015-07-13,3438605730
2015-07-14,3394786500
2015-07-15,3377932950
2015-07-16,3389008140
2015-07-17,3341336670
2015-07-20,3325927709
2015-07-21,3369746940
2015-07-22,3373599180
2015-07-23,3273922469
2015-07-24,3272477879
2015-07-27,3245030670
2015-07-28,3258513510
2015-07-29,3300888150
2015-07-30,3321593940
2015-07-31,3310518750
2015-08-03,3105386969
2015-08-04,3081792000
2015-08-05,3082273530
2015-08-06,3096237900
2015-08-07,3094793310
2015-08-10,3106831560
2015-08-11,2990782830
2015-08-12,2921442510
2015-08-13,2955631140
2015-08-14,2957075730
2015-08-17,3005710260
2015-08-18,2997042720
2015-08-19,2985967530
2015-08-20,2918071800
2015-08-21,2910367320
2015-08-24,2849213010
2015-08-25,2784206460
2015-08-26,2819839680
2015-08-27,2944074420
2015-08-28,2966224800
2015-08-31,2965261740
2015-09-01,2874252570
2015-09-02,2917108740
2015-09-03,2940222180
2015-09-04,2876660220
2015-09-08,2947445130
2015-09-09,2864621970
2015-09-10,2855472900
2015-09-11,2828988750
2015-09-14,2794318590
2015-09-15,2812135200
2015-09-16,2898810600
2015-09-17,2848731480
2015-09-18,2828507220
2015-09-21,2825618040
2015-09-22,2818876620
2015-09-23,2754351600
2015-09-24,2765426790
2015-09-25,2742313350
2015-09-28,2696568000
2015-09-29,2704272480
2015-09-30,2690789640
2015-10-01,2615189430
2015-10-02,2666713140
2015-10-05,2670031000
2015-10-06,2645981000
2015-10-07,2670031000
2015-10-08,2784509000
2015-10-09,2750358000
2015-10-12,2706106000
2015-10-13,2667626000
2015-10-14,2671955000
2015-10-15,2657525000
2015-10-16,2642133000
2015-10-19,2642133000
2015-10-20,2671955000
2015-10-21,2604134000
2015-10-22,2623374000
2015-10-23,2501200000
2015-10-26,2516592000
2015-10-27,2545933000
2015-10-28,2578641000
2015-10-29,2549781000
2015-10-30,2617121000
2015-11-02,2651272000
2015-11-03,2641171000
2015-11-04,2591628000
2015-11-05,2671474000
2015-11-06,2651272000
2015-11-09,2582970000
2015-11-10,2611830000
2015-11-11,2503124000
2015-11-12,2453581000
2015-11-13,1557959000
2015-11-16,1531985000
2015-11-17,1662817000
2015-11-18,1702259000
2015-11-19,1719575000
2015-11-20,1769599000
2015-11-23,1783067000
2015-11-24,1866761000
2015-11-25,1867242000
2015-11-27,1879267000
2015-11-30,1850407000
2015-12-01,1872533000
2015-12-02,1840306000
2015-12-03,1868685000
2015-12-04,1853293000
2015-12-07,1855698000
2015-12-08,1791244000
2015-12-09,1788839000
2015-12-10,1823470999
2015-12-11,1778737999
2015-12-14,1788839000
2015-12-15,1818661000
2015-12-16,1834534000
2015-12-17,1818179999
2015-12-18,1768156000
2015-12-21,1760941000
2015-12-22,1777295000
2015-12-23,1849445000
2015-12-24,1805674000
2015-12-28,1764789000
2015-12-29,1783548000
2015-12-30,1785953000
2015-12-31,1758536000
2016-01-04,1650446280
2016-01-05,1606646160
2016-01-06,1569103200
2016-01-07,1543593240
2016-01-08,1439628120
2016-01-11,1475245800
2016-01-12,1473801840
2016-01-13,1430483040
2016-01-14,1448773200
2016-01-15,1470432600
2016-01-19,1391496120
2016-01-20,1465619400
2016-01-21,1509900840
2016-01-22,1477171080
2016-01-25,1456474320
2016-01-26,1509419520
2016-01-27,1505087640
2016-01-28,1513751400
2016-01-29,1569103200
2016-02-01,1576323000
2016-02-02,1578248280
2016-02-03,1627824240
2016-02-04,1656222119
2016-02-05,1666329839
2016-02-08,1638894599
2016-02-09,1620604440
2016-02-10,1602795599
2016-02-11,1566215280
2016-02-12,1604720880
2016-02-16,1658628720
2016-02-17,2132247599
2016-02-18,2153907000
2016-02-19,2133691560
2016-02-22,2210702760
2016-02-23,2215515960
2016-02-24,2212146720
2016-02-25,2233806120
2016-02-26,2264129280
2016-02-29,2257872120
2016-03-01,2285788680
2016-03-02,2369538360
2016-03-03,2424408840
2016-03-04,2463395760
2016-03-07,2450400120
2016-03-08,2367613080
2016-03-09,2362799880
2016-03-10,2355580080
2016-03-11,2393604360
2016-03-14,2385903240
2016-03-15,2254984200
2016-03-16,2147649840
2016-03-17,2182786200
2016-03-18,2183748840
2016-03-21,2207814840
2016-03-22,2173641120
2016-03-23,2098073880
2016-03-24,2115401400
2016-03-28,2125027800
2016-03-29,2101443119
2016-03-30,2120214599
2016-03-31,2138023440
2016-04-01,2044166040
2016-04-04,2005118730
2016-04-05,1955556160
2016-04-06,1951225449
2016-04-07,1888189560
2016-04-08,1852581500
2016-04-11,1864611250
2016-04-12,1885302420
2016-04-13,2026772279
2016-04-14,1997419690
2016-04-15,1953150210
2016-04-18,1967104720
2016-04-19,1984427560
2016-04-20,2056606060
2016-04-21,2029178230
2016-04-22,2061417960
2016-04-25,2006081110
2016-04-26,2052275350
2016-04-27,2022441570
2016-04-28,1952187830
2016-04-29,1948819500
2016-05-02,1894926220
2016-05-03,1981540420
2016-05-04,1933902610
2016-05-05,1904550020
2016-05-06,1911286680
2016-05-09,1896850980
2016-05-10,1929571900
2016-05-11,1368504360
2016-05-12,1359361750
2016-05-13,1311723940
2016-05-16,1295363480
2016-05-17,1312205130
2016-05-18,1280927780
2016-05-19,1294401100
2016-05-20,1309799180
2016-05-23,1308355610
2016-05-24,1293919910
2016-05-25,1353106280
2016-05-26,1326159640
2016-05-27,1333377490
2016-05-31,1341076530
2016-06-01,1345407240
2016-06-02,1368985550
2016-06-03,1343482480
2016-06-06,1366098410
2016-06-07,1411811460
2016-06-08,1413736220
2016-06-09,1379571730
2016-06-10,1349737950
2016-06-13,1292957530
2016-06-14,1299694190
2016-06-15,1382458870
2016-06-16,1387270770
2016-06-17,1425765970
2016-06-20,1476772110
2016-06-21,1505643510
2016-06-22,1471479020
2016-06-23,1470997830
2016-06-24,1338189390
2016-06-27,1262642560
2016-06-28,1276115880
2016-06-29,1347332000
2016-06-30,1372835070
2016-07-01,1416142170
2016-07-05,1321649800
2016-07-06,1348602600
2016-07-07,1360635100
2016-07-08,1423204100
2016-07-11,1465558500
2016-07-12,1520908000
2016-07-13,1483847900
2016-07-14,1476147100
2016-07-15,1379405800
2016-07-18,1399139100
2016-07-19,1403470800
2016-07-20,1420316300
2016-07-21,1425610600
2016-07-22,1415984600
2016-07-25,1452082100
2016-07-26,1482404000
2016-07-27,1503099900
2016-07-28,1505506400
2016-07-29,1520908000
2016-08-01,1519464100
2016-08-02,1445825200
2016-08-03,1442456100
2016-08-04,1421760200
2016-08-05,1470371500
2016-08-08,1479516200
2016-08-09,1461226800
2016-08-10,1471334100
2016-08-11,1537753500
2016-08-12,1521870600
2016-08-15,1539678700
2016-08-16,1529090100
2016-08-17,1514651100
2016-08-18,1517538900
2016-08-19,1530534000
2016-08-22,1511763300
2016-08-23,1527164900
2016-08-24,1448231700
2016-08-25,1446787800
2016-08-26,1419835000
2016-08-29,1417428500
2016-08-30,1376036700
2016-08-31,1374592800
2016-09-01,1354859500
2016-09-02,1353896900
2016-09-06,1345714800
2016-09-07,1377961900
2016-09-08,1354859500
2016-09-09,1307210800
2016-09-12,1333682300
2016-09-13,1307210800
2016-09-14,1283627100
2016-09-15,1299510000
2016-09-16,1290365300
2016-09-19,1315874200
2016-09-20,1344270900
2016-09-21,1404433400
2016-09-22,1450638200
2016-09-23,1460745500
2016-09-26,1384700100
2016-09-27,1383737500
2016-09-28,1362079000
2016-09-29,1327425400
2016-09-30,1336570100
2016-10-03,1325500000
2016-10-04,1341406000
2016-10-05,1401174000
2016-10-06,1400210000
2016-10-07,1381412000
2016-10-10,1436842000
2016-10-11,1396836000
2016-10-12,1393462000
2016-10-13,1352974000
2016-10-14,1376110000
2016-10-17,1337068000
2016-10-18,1350564000
2016-10-19,1379484000
2016-10-20,1376110000
2016-10-21,1368880000
2016-10-24,1406476000
2016-10-25,1385750000
2016-10-26,1403102000
2016-10-27,1281156000
2016-10-28,1276818000
2016-10-31,1314414000
2016-11-01,1266214000
2016-11-02,1240668000
2016-11-03,1191022000
2016-11-04,1232956000
2016-11-07,1297544000
2016-11-08,1311040000
2016-11-09,1352974000
2016-11-10,1503358000
2016-11-11,1529868000
2016-11-14,1625304000
2016-11-15,1586744000
2016-11-16,1720740000
2016-11-17,1679770000
2016-11-18,1654706000
2016-11-21,1698568000
2016-11-22,1748696000
2016-11-23,1764602000
2016-11-25,1733272000
2016-11-28,1681216000
2016-11-29,1679288000
2016-11-30,1610844000
2016-12-01,1595420000
2016-12-02,1575658000
2016-12-05,1639282000
2016-12-06,1631088000
2016-12-07,1635426000
2016-12-08,1668683999
2016-12-09,1625304000
2016-12-12,1571320000
2016-12-13,1541918000
2016-12-14,1528904000
2016-12-15,1509142000
2016-12-16,1391534000
2016-12-19,1363578000
2016-12-20,1384786000
2016-12-21,1340924000
2016-12-22,1264286000
2016-12-23,1274890000
2016-12-27,1270070000
2016-12-28,1262358000
2016-12-29,1241632000
2016-12-30,1246452000
2017-01-03,1270664820
2017-01-04,1304876880
2017-01-05,1205131860
2017-01-06,1214769060
2017-01-09,1181038860
2017-01-10,1206095580
2017-01-11,1198867680
2017-01-12,1189712340
2017-01-13,1212359760
2017-01-17,1235007180
2017-01-18,1217178360
2017-01-19,1183448160
2017-01-20,1195976520
2017-01-23,1184893740
2017-01-24,1242716940
2017-01-25,1276447140
2017-01-26,1212841620
2017-01-27,1220551380
2017-01-30,1199831400
2017-01-31,1232116020
2017-02-01,1200795120
2017-02-02,1192603500
2017-02-03,1221033240
2017-02-06,1234043460
2017-02-07,1144417500
2017-02-08,1159837020
2017-02-09,1123215660
2017-02-10,1102495680
2017-02-13,1107314280
2017-02-14,1102013820
2017-02-15,938663280
2017-02-16,975284639
2017-02-17,998895780
2017-02-21,957937680
2017-02-22,958901399
2017-02-23,935772120
2017-02-24,924689340
2017-02-27,933362820
2017-02-28,911197260
2017-03-01,915052139
2017-03-02,899632620
2017-03-03,839400120
2017-03-06,836027100
2017-03-07,817716420
2017-03-08,833617800
2017-03-09,810488520
2017-03-10,822053159
2017-03-13,789286680
2017-03-14,795550860
2017-03-15,797960159
2017-03-16,807115500
2017-03-17,808561080
2017-03-20,795069000
2017-03-21,782540639
2017-03-22,775312740
2017-03-23,790250399
2017-03-24,789286680
2017-03-27,804706200
2017-03-28,815788980
2017-03-29,833135940
2017-03-30,829281060
2017-03-31,840845700
2017-04-03,820327284
2017-04-04,795601107
2017-04-05,789783183
2017-04-06,801903858
2017-04-07,819357629
2017-04-10,820812111
2017-04-11,832932786
2017-04-12,819842457
2017-04-13,814509360
2017-04-17,814994186
2017-04-18,805297647
2017-04-19,822266592
2017-04-20,842629326
2017-04-21,823721072
2017-04-24,819842457
2017-04-25,831478304
2017-04-26,849416904
2017-04-27,855719654
2017-04-28,836326575
2017-05-01,830023824
2017-05-02,859598271
2017-05-03,843114153
2017-05-04,820812111
2017-05-05,838265883
2017-05-08,842144499
2017-05-09,879961004
2017-05-10,700090188
2017-05-11,643850256
2017-05-12,636577851
2017-05-15,628335792
2017-05-16,608457885
2017-05-17,605064096
2017-05-18,597306864
2017-05-19,598761345
2017-05-22,614275809
2017-05-23,591488940
2017-05-24,586640670
2017-05-25,571611033
2017-05-26,544460721
2017-05-30,540582105
2017-05-31,522158679
2017-06-01,529431084
2017-06-02,519734544
2017-06-05,534279354
2017-06-06,530885564
2017-06-07,525552468
2017-06-08,518280063
2017-06-09,525552468
2017-06-12,513916620
2017-06-13,488220789
2017-06-14,472221498
2017-06-15,450889110
2017-06-16,446040839
2017-06-19,447010494
2017-06-20,454767726
2017-06-21,444586359
2017-06-22,466888401
2017-06-23,480463557
2017-06-26,481433211
2017-06-27,479493903
2017-06-28,472706325
2017-06-29,497432502
2017-06-30,501795945
2017-07-03,504133190
2017-07-05,498310670
2017-07-06,475991010
2017-07-07,506559240
2017-07-10,511411339
2017-07-11,484239580
2017-07-12,458523449
2017-07-13,475505800
2017-07-14,491517730
2017-07-17,504618400
2017-07-18,495399410
2017-07-19,511411339
2017-07-20,527423269
2017-07-21,521115540
2017-07-24,513352180
2017-07-25,534701420
2017-07-26,525482430
2017-07-27,532275370
2017-07-28,535671839
2017-07-31,545861250
2017-08-01,557506290
2017-08-02,514322600
2017-08-03,541009150
2017-08-04,564784440
2017-08-07,543435200
2017-08-08,574488640
2017-08-09,430381269
2017-08-10,427470010
2017-08-11,397872199
2017-08-14,398357410
2017-08-15,390108839
2017-08-16,381375060
2017-08-17,377008170
2017-08-18,363422290
2017-08-21,348380780
2017-08-22,346925150
2017-08-23,363422290
2017-08-24,398842620
2017-08-25,419221440
2017-08-28,428925640
2017-08-29,431351690
2017-08-30,414854550
2017-08-31,402239089
2017-09-01,412428500
2017-09-05,412428500
2017-09-06,426499589
2017-09-07,425529170
2017-09-08,388168000
2017-09-11,383801110
2017-09-12,391079260
2017-09-13,404665140
2017-09-14,410487660
2017-09-15,422132699
2017-09-18,437659420
2017-09-19,444937570
2017-09-20,436689000
2017-09-21,426499589
2017-09-22,430866480
2017-09-25,428440430
2017-09-26,437659420
2017-09-27,461434710
2017-09-28,461919920
2017-09-29,452700930
2017-10-02,457342927
2017-10-03,448147673
2017-10-04,434596771
2017-10-05,436532614
2017-10-06,432176967
2017-10-09,413786458
2017-10-10,410398732
2017-10-11,390072380
2017-10-12,399751596
2017-10-13,411850615
2017-10-16,425401516
2017-10-17,434596771
2017-10-18,436048653
2017-10-19,431693006
2017-10-20,445727869
2017-10-23,440888261
2017-10-24,440888261
2017-10-25,453471241
2017-10-26,448147673
2017-10-27,424917556
2017-10-30,403623282
2017-10-31,381361086
2017-11-01,379909204
2017-11-02,374585635
2017-11-03,354743244
2017-11-06,337804617
2017-11-07,331513127
2017-11-08,274405756
2017-11-09,274889717
2017-11-10,319414108
2017-11-13,326673519
2017-11-14,348451754
2017-11-15,346515911
2017-11-16,368778106
2017-11-17,384748812
2017-11-20,373617714
2017-11-21,351839479
2017-11-22,363454538
2017-11-24,364422459
2017-11-27,365390381
2017-11-28,374101675
2017-11-29,377489400
2017-11-30,342644225
2017-12-01,323769755
2017-12-04,323285794
2017-12-05,323285794
2017-12-06,323285794
2017-12-07,324737676
2017-12-08,332965009
2017-12-11,335384813
2017-12-12,313122618
2017-12-13,329093323
2017-12-14,335384813
2017-12-15,331997088
2017-12-18,340224421
2017-12-19,349903636
2017-12-20,342644225
2017-12-21,375069596
2017-12-22,359582852
2017-12-26,390556341
2017-12-27,377005439
2017-12-28,371681871
2017-12-29,376037518
2018-01-02,421358800
2018-01-03,414052000
2018-01-04,409180800
2018-01-05,406258080
2018-01-08,401874000
2018-01-09,395541439
2018-01-10,401874000
2018-01-11,430126960
2018-01-12,456918560
2018-01-16,446689040
2018-01-17,454482960
2018-01-18,443766320
2018-01-19,488581359
2018-01-22,461302640
2018-01-23,525115359
2018-01-24,480300320
2018-01-25,474942000
2018-01-26,472506399
2018-01-29,470070800
2018-01-30,447176160
2018-01-31,387747520
2018-02-01,378492240
2018-02-02,364365760
2018-02-05,357546080
2018-02-06,399925520
2018-02-07,430126960
2018-02-08,397002800
2018-02-09,408206560
2018-02-12,408693680
2018-02-13,440356479
2018-02-14,826642640
2018-02-15,756010240
2018-02-16,707054680
2018-02-20,665893040
2018-02-21,673686960
2018-02-22,649818080
2018-02-23,666380160
2018-02-26,678071040
2018-02-27,654202160
2018-02-28,651766560
2018-03-01,650792320
2018-03-02,672225600
2018-03-05,685864960
2018-03-06,675635440
2018-03-07,651766560
2018-03-08,662970320
2018-03-09,612309840
2018-03-12,612796960
2018-03-13,612796960
2018-03-14,574801600
2018-03-15,565546320
2018-03-16,580647040
2018-03-19,588440960
2018-03-20,593312160
2018-03-21,608900000
2018-03-22,611335600
2018-03-23,604028800
2018-03-26,631794640
2018-03-27,607925760
2018-03-28,605977280
2018-03-29,618642400
2018-04-02,596700000
2018-04-03,616200000
2018-04-04,680062500
2018-04-05,708825000
2018-04-06,690300000
2018-04-09,699075000
2018-04-10,721987500
2018-04-11,703462500
2018-04-12,733687500
2018-04-13,724912500
2018-04-16,742950000
2018-04-17,765862500
2018-04-18,734662500
2018-04-19,702975000
2018-04-20,691275000
2018-04-23,700537500
2018-04-24,692250000
2018-04-25,691275000
2018-04-26,723937500
2018-04-27,732225000
2018-04-30,728812500
2018-05-01,703950000
2018-05-02,738075000
2018-05-03,710775000
2018-05-04,707362500
2018-05-07,710287500
2018-05-08,801450000
2018-05-09,874087500
2018-05-10,919912500
2018-05-11,905287500
2018-05-14,908700000
2018-05-15,919912500
2018-05-16,951112500
2018-05-17,951112500
2018-05-18,955500000
2018-05-21,965737499
2018-05-22,951112500
2018-05-23,953549999
2018-05-24,1002299999
2018-05-25,1000350000
2018-05-29,1025212500
2018-05-30,1047637499
2018-05-31,1066650000
2018-06-01,1155375000
2018-06-04,1255800000
2018-06-05,1326975000
2018-06-06,1355737500
2018-06-07,1353787500
2018-06-08,1384500000
2018-06-11,1396687500
2018-06-12,1417162500
2018-06-13,1391325000
2018-06-14,1406437500
2018-06-15,1437637500
2018-06-18,1452750000
2018-06-19,1397662500
2018-06-20,1424962500
2018-06-21,1515150000
2018-06-22,1511250000
2018-06-25,1494675000
2018-06-26,1518075000
2018-06-27,1444462500
2018-06-28,1430325000
2018-06-29,1309912500
2018-07-02,1339212720
2018-07-03,1310571740
2018-07-05,1357977500
2018-07-06,1412296600
2018-07-09,1424148040
2018-07-10,1439949960
2018-07-11,1326867470
2018-07-12,1265141220
2018-07-13,1259709310
2018-07-16,1273042180
2018-07-17,1303164590
2018-07-18,1327361280
2018-07-19,1353533210
2018-07-20,1327855090
2018-07-23,1334274620
2018-07-24,1316003650
2018-07-25,1340200340
2018-07-26,1346619870
2018-07-27,1209340690
2018-07-30,1239463100
2018-07-31,1293782200
2018-08-01,1303164590
2018-08-02,1374767040
2018-08-03,1421185180
2018-08-06,1415259460
2018-08-07,1299214110
2018-08-08,1147861345
2018-08-09,1226130230
2018-08-10,1151071110
2018-08-13,1210328310
2018-08-14,1268104080
2018-08-15,1210822120
2018-08-16,1184156380
2018-08-17,1223167370
2018-08-20,1218723080
2018-08-21,1277980280
2018-08-22,1289831720
2018-08-23,1309584120
2018-08-24,1311065550
2018-08-27,1187613050
2018-08-28,1187613050
2018-08-29,1104652970
2018-08-30,1152058730
2018-08-31,1119467270
2018-09-04,1096258200
2018-09-05,1094282960
2018-09-06,1141194910
2018-09-07,1168848270
2018-09-10,1179712090
2018-09-11,1176255420
2018-09-12,1195514010
2018-09-13,1215266410
2018-09-14,1209340690
2018-09-17,1202427350
2018-09-18,1205390210
2018-09-19,1095270580
2018-09-20,1111072500
2018-09-21,1131812520
2018-09-24,1096752010
2018-09-25,1117492030
2018-09-26,1161934930
2018-09-27,1192057340
2018-09-28,1149589680
2018-10-01,1055340000
2018-10-02,1002375000
2018-10-03,1039995000
2018-10-04,1037520000
2018-10-05,1061280000
2018-10-08,1071180000
2018-10-09,1055834999
2018-10-10,982080000
2018-10-11,977129999
2018-10-12,1023165000
2018-10-15,1040985000
2018-10-16,1073160000
2018-10-17,1031084999
2018-10-18,947430000
2018-10-19,923670000
2018-10-22,966735000
2018-10-23,978120000
2018-10-24,963270000
2018-10-25,1060290000
2018-10-26,1047420000
2018-10-29,1078605000
2018-10-30,1167210000
2018-10-31,1074645000
2018-11-01,1149390000
2018-11-02,1170675000
2018-11-05,1161765000
2018-11-06,1171665000
2018-11-07,1022670000
2018-11-08,1081575000
2018-11-09,930105000
2018-11-12,973170000
2018-11-13,948915000
2018-11-14,924660000
2018-11-15,947924999
2018-11-16,937530000
2018-11-19,975645000
2018-11-20,929610000
2018-11-21,964260000
2018-11-23,992969999
2018-11-26,1059299999
2018-11-27,943717500
2018-11-28,924907499
2018-11-29,940995000
2018-11-30,956834999
2018-12-03,1024155000
