,FDS
2009-05-15,2625997600
2009-05-18,2633536800
2009-05-19,2640604800
2009-05-20,2593013600
2009-05-21,2535527200
2009-05-22,2547307200
2009-05-26,2593956000
2009-05-27,2520920000
2009-05-28,2539768000
2009-05-29,2492648000
2009-06-01,2590555000
2009-06-02,2571714600
2009-06-03,2523200570
2009-06-04,2521316530
2009-06-05,2515193400
2009-06-08,2471389470
2009-06-09,2511425320
2009-06-10,2477041590
2009-06-11,2446425940
2009-06-12,2391317770
2009-06-15,2398382920
2009-06-16,2355050000
2009-06-17,2287695570
2009-06-18,2353165960
2009-06-19,2308420010
2009-06-22,2260376990
2009-06-23,2244362650
2009-06-24,2293347690
2009-06-25,2327731420
2009-06-26,2344216770
2009-06-29,2362586160
2009-06-30,2348926870
2009-07-01,2371535350
2009-07-02,2324434350
2009-07-06,2334325560
2009-07-07,2297115770
2009-07-08,2298528800
2009-07-09,2330086470
2009-07-10,2328673440
2009-07-13,2387549690
2009-07-14,2397440900
2009-07-15,2469034420
2009-07-16,2519903500
2009-07-17,2544867030
2009-07-20,2564178440
2009-07-21,2583960860
2009-07-22,2578779750
2009-07-23,2617402570
2009-07-24,2583960860
2009-07-27,2588199950
2009-07-28,2609866410
2009-07-29,2626351760
2009-07-30,2647547210
2009-07-31,2670626700
2009-08-03,2672510740
2009-08-04,2668271650
2009-08-05,2615989540
2009-08-06,2519432490
2009-08-07,2569830560
2009-08-10,2589141970
2009-08-11,2546280060
2009-08-12,2605627320
2009-08-13,2641424080
2009-08-14,2602801260
2009-08-17,2541098950
2009-08-18,2556171270
2009-08-19,2599033180
2009-08-20,2625409740
2009-08-21,2663090540
2009-08-24,2677220840
2009-08-25,2674394780
2009-08-26,2649902260
2009-08-27,2636242970
2009-08-28,2622583680
2009-08-31,2593297003
2009-09-01,2589056510
2009-09-02,2589056510
2009-09-03,2629105610
2009-09-04,2671510539
2009-09-08,2711559639
2009-09-09,2802023488
2009-09-10,2814744967
2009-09-11,2832178104
2009-09-14,2852909403
2009-09-15,2891545005
2009-09-16,2933007603
2009-09-17,2937719261
2009-09-18,2929238275
2009-09-21,2937719261
2009-09-22,3187908344
2009-09-23,3308997975
2009-09-24,3242563586
2009-09-25,3108281310
2009-09-28,3156811396
2009-09-29,3149272741
2009-09-30,3121002789
2009-10-01,3063991717
2009-10-02,3017817461
2009-10-05,3071059205
2009-10-06,3092261670
2009-10-07,3070116874
2009-10-08,3109223642
2009-10-09,3151628571
2009-10-12,3127127945
2009-10-13,3127127945
2009-10-14,3115819964
2009-10-15,3143618751
2009-10-16,3087078845
2009-10-19,3130426106
2009-10-20,3119589291
2009-10-21,3070116874
2009-10-22,3131368438
2009-10-23,3131368438
2009-10-26,3099329158
2009-10-27,3066818712
2009-10-28,3032423603
2009-10-29,3080482523
2009-10-30,3017817461
2009-11-02,3034779433
2009-11-03,3106867812
2009-11-04,3129954940
2009-11-05,3224659282
2009-11-06,3235496097
2009-11-09,3333969766
2009-11-10,3346220079
2009-11-11,3355643397
2009-11-12,3333027435
2009-11-13,3401817653
2009-11-16,3499820156
2009-11-17,3495579663
2009-11-18,3466367379
2009-11-19,3413596800
2009-11-20,3385798013
2009-11-23,3433856933
2009-11-24,3415952630
2009-11-25,3446107246
2009-11-27,3385326847
2009-11-30,3411736599
2009-12-01,3457006360
2009-12-02,3483885280
2009-12-03,3430599000
2009-12-04,3480584360
2009-12-07,3469738480
2009-12-08,3434371480
2009-12-09,3466437560
2009-12-10,3538586240
2009-12-11,3581498200
2009-12-14,3586685360
2009-12-15,3151907040
2009-12-16,3106165720
2009-12-17,3087774880
2009-12-18,3090604240
2009-12-21,3108523520
2009-12-22,3124085000
2009-12-23,3145305200
2009-12-24,3143418960
2009-12-28,3138703360
2009-12-29,3145305200
2009-12-30,3133516200
2009-12-31,3106165720
2010-01-04,3144362080
2010-01-05,3174070360
2010-01-06,3181143759
2010-01-07,3208022680
2010-01-08,3215096080
2010-01-11,3165110720
2010-01-12,3140589599
2010-01-13,3203778640
2010-01-14,3163696040
2010-01-15,3150492360
2010-01-19,3160866680
2010-01-20,3101921680
2010-01-21,3050993200
2010-01-22,3011853720
2010-01-25,2990633520
2010-01-26,3015626200
2010-01-27,3051936320
2010-01-28,3002422520
2010-01-29,2970828000
2010-02-01,3006666560
2010-02-02,3048635400
2010-02-03,3021756480
2010-02-04,2932631640
2010-02-05,2963754600
2010-02-08,2938290360
2010-02-09,2975072040
2010-02-10,2975543600
2010-02-11,3033545480
2010-02-12,3060424400
2010-02-16,3078343680
2010-02-17,3105222599
2010-02-18,3079758360
2010-02-19,3075042759
2010-02-22,3075985880
2010-02-23,3065140000
2010-02-24,3123613439
2010-02-25,3119369400
2010-02-26,3121727200
2010-03-01,3205118799
2010-03-02,3260592010
2010-03-03,3296151760
2010-03-04,3271971130
2010-03-05,3333133900
2010-03-08,3330763250
2010-03-09,3366323000
2010-03-10,3373909080
2010-03-11,3385762330
2010-03-12,3374857340
2010-03-15,3395719060
2010-03-16,3503346570
2010-03-17,3611448210
2010-03-18,3558345650
2010-03-19,3443132060
2010-03-22,3462571390
2010-03-23,3487226150
2010-03-24,3446925100
2010-03-25,3424640990
2010-03-26,3432701200
2010-03-29,3460200740
2010-03-30,3473002250
2010-03-31,3478691810
2010-04-01,3489596799
2010-04-05,3528001330
2010-04-06,3537958060
2010-04-07,3559768040
2010-04-08,3538906320
2010-04-09,3553604350
2010-04-12,3578259110
2010-04-13,3576836720
2010-04-14,3602439740
2010-04-15,3583474540
2010-04-16,3535113280
2010-04-19,3539854580
2010-04-20,3590112360
2010-04-21,3601965610
2010-04-22,3611448210
2010-04-23,3632309930
2010-04-26,3647482090
2010-04-27,3607655170
2010-04-28,3555026740
2010-04-29,3552656090
2010-04-30,3566405860
2010-05-03,3636577100
2010-05-04,3545070010
2010-05-05,3508087869
2010-05-06,3421322080
2010-05-07,3345461280
2010-05-10,3482958979
2010-05-11,3450718140
2010-05-12,3523260030
2010-05-13,3543173490
2010-05-14,3482010720
2010-05-17,3495286360
2010-05-18,3421796210
2010-05-19,3390503630
2010-05-20,3228351170
2010-05-21,3275290040
2010-05-24,3251583540
2010-05-25,3204644670
2010-05-26,3167188400
2010-05-27,3283824380
2010-05-28,3226454650
2010-06-01,3112724160
2010-06-02,3158438400
2010-06-03,3201843840
2010-06-04,3161208959
2010-06-07,3053618880
2010-06-08,3036995520
2010-06-09,3049924800
2010-06-10,3115494720
2010-06-11,3159361920
2010-06-14,3189838080
2010-06-15,3290963520
2010-06-16,3305278080
2010-06-17,3303431040
2010-06-18,3294657599
2010-06-21,3318669120
2010-06-22,3230934720
2010-06-23,3220314240
2010-06-24,3163056000
2010-06-25,3253560959
2010-06-28,3274340160
2010-06-29,3143200319
2010-06-30,3093330240
2010-07-01,3085018560
2010-07-02,3054080640
2010-07-06,3062854080
2010-07-07,3158438400
2010-07-08,3172291200
2010-07-09,3189838080
2010-07-12,3188914560
2010-07-13,3302507520
2010-07-14,3308972160
2010-07-15,3282651840
2010-07-16,3222623040
2010-07-19,3251252160
2010-07-20,3295581120
2010-07-21,3284037120
2010-07-22,3364845120
2010-07-23,3446114880
2010-07-26,3508452480
2010-07-27,3483055680
2010-07-28,3459967680
2010-07-29,3438264959
2010-07-30,3463200000
2010-08-02,3530155200
2010-08-03,3534311040
2010-08-04,3592492800
2010-08-05,3546778560
2010-08-06,3599880959
2010-08-09,3633589440
2010-08-10,3610963200
2010-08-11,3544931520
2010-08-12,3502911360
2010-08-13,3467355840
2010-08-16,3451194240
2010-08-17,3488596800
2010-08-18,3468741120
2010-08-19,3420256319
2010-08-20,3471973440
2010-08-23,3496908480
2010-08-24,3411021120
2010-08-25,3377774400
2010-08-26,3411482880
2010-08-27,3439188480
2010-08-30,3394859520
2010-08-31,3408817069
2010-09-01,3539051956
2010-09-02,3573812157
2010-09-03,3660480926
2010-09-07,3622939908
2010-09-08,3670677252
2010-09-09,3695241127
2010-09-10,3734172552
2010-09-13,3850503359
2010-09-14,3848186013
2010-09-15,3817597035
2010-09-16,3825012545
2010-09-17,3802766016
2010-09-20,3875067235
2010-09-21,3897313764
2010-09-22,3733709083
2010-09-23,3704510514
2010-09-24,3732318675
2010-09-27,3729074390
2010-09-28,3791642752
2010-09-29,3800448670
2010-09-30,3760126836
2010-10-01,3799521731
2010-10-04,3724903165
2010-10-05,3815743158
2010-10-06,3798594792
2010-10-07,3816206627
2010-10-08,3831501116
2010-10-11,3867651725
2010-10-12,3900558049
2010-10-13,3994642327
2010-10-14,3990007634
2010-10-15,4019669672
2010-10-18,4061381914
2010-10-19,4041916201
2010-10-20,4085945789
2010-10-21,4075749463
2010-10-22,4128121500
2010-10-25,4085482320
2010-10-26,4075749463
2010-10-27,4064162730
2010-10-28,4072968647
2010-10-29,4068333954
2010-11-01,4082701504
2010-11-02,4083628442
2010-11-03,4071114770
2010-11-04,4145733335
2010-11-05,4138781295
2010-11-08,4097069054
2010-11-09,4091507421
2010-11-10,4103094155
2010-11-11,4099849870
2010-11-12,4051185588
2010-11-15,4076676402
2010-11-16,4009936816
2010-11-17,4047941302
2010-11-18,4122559868
2010-11-19,4143879458
2010-11-22,4176785782
2010-11-23,4114680889
2010-11-24,4208301698
2010-11-26,4184664761
2010-11-29,4154539253
2010-11-30,4098859420
2010-12-01,4192235940
2010-12-02,4276829520
2010-12-03,4313348060
2010-12-06,4337847840
2010-12-07,4337847840
2010-12-08,4354489200
2010-12-09,4367894740
2010-12-10,4412271700
2010-12-13,4450639280
2010-12-14,4290235060
2010-12-15,4220433800
2010-12-16,4305951900
2010-12-17,4299018000
2010-12-20,4290697319
2010-12-21,4370206040
2010-12-22,4391932260
2010-12-23,4391470000
2010-12-27,4410422660
2010-12-28,4394705820
2010-12-29,4406262320
2010-12-30,4371130560
2010-12-31,4334149760
2011-01-03,4398866160
2011-01-04,4322593260
2011-01-05,4331838460
2011-01-06,4351253380
2011-01-07,4363272140
2011-01-10,4373904120
2011-01-11,4384536100
2011-01-12,4365583440
2011-01-13,4368357000
2011-01-14,4393781300
2011-01-18,4531534780
2011-01-19,4485771040
2011-01-20,4455261880
2011-01-21,4442318600
2011-01-24,4482997480
2011-01-25,4503799180
2011-01-26,4552798740
2011-01-27,4612430280
2011-01-28,4606883160
2011-01-31,4659580800
2011-02-01,4678071200
2011-02-02,4700259680
2011-02-03,4685467360
2011-02-04,4710891660
2011-02-07,4753419580
2011-02-08,4787626820
2011-02-09,4786702300
2011-02-10,4790400380
2011-02-11,4845871580
2011-02-14,4869446840
2011-02-15,4871758140
2011-02-16,4918908660
2011-02-17,4968832740
2011-02-18,4986860880
2011-02-22,4866673280
2011-02-23,4703495500
2011-02-24,4685005100
2011-02-25,4853730000
2011-02-28,4806692352
2011-03-01,4692116352
2011-03-02,4729238976
2011-03-03,4817233344
2011-03-04,4768194816
2011-03-07,4717323072
2011-03-08,4777819200
2011-03-09,4766361600
2011-03-10,4676075712
2011-03-11,4694407872
2011-03-14,4682033664
2011-03-15,4503295104
2011-03-16,4428133248
2011-03-17,4451506752
2011-03-18,4514752704
2011-03-21,4605955200
2011-03-22,4581206784
2011-03-23,4612829760
2011-03-24,4659576768
2011-03-25,4679742144
2011-03-28,4703573952
2011-03-29,4764986688
2011-03-30,4795234752
2011-03-31,4799817792
2011-04-01,4808067264
2011-04-04,4848398016
2011-04-05,4840606848
2011-04-06,4813566912
2011-04-07,4807608960
2011-04-08,4787443584
2011-04-11,4755362304
2011-04-12,4713198336
2011-04-13,4758570432
2011-04-14,4734280320
2011-04-15,4766361600
2011-04-18,4658201856
2011-04-19,4697616000
2011-04-20,4792484928
2011-04-21,4835107200
2011-04-25,4820441472
2011-04-26,4881854208
2011-04-27,4978556352
2011-04-28,4964807232
2011-04-29,5014304064
2011-05-02,4966640448
2011-05-03,4904311104
2011-05-04,4882770816
2011-05-05,4852522752
2011-05-06,4877729472
2011-05-09,5000554944
2011-05-10,5107339776
2011-05-11,5122005504
2011-05-12,5100465216
2011-05-13,5018428800
2011-05-16,4927684608
2011-05-17,4891478592
2011-05-18,4952891328
2011-05-19,4949683200
2011-05-20,4956557760
2011-05-23,4864896960
2011-05-24,4860313920
2011-05-25,4906602624
2011-05-26,4931809344
2011-05-27,4952433024
2011-05-31,5001330390
2011-06-01,4859221508
2011-06-02,4895312652
2011-06-03,4837566821
2011-06-06,4795159725
2011-06-07,4796964283
2011-06-08,4727037690
2011-06-09,4773505039
2011-06-10,4692751102
2011-06-13,4704931863
2011-06-14,4506881706
2011-06-15,4450489293
2011-06-16,4391841182
2011-06-17,4419811820
2011-06-20,4438308531
2011-06-21,4551995637
2011-06-22,4502821453
2011-06-23,4500565756
2011-06-24,4441015367
2011-06-27,4480715626
2011-06-28,4554251334
2011-06-29,4602523240
2011-06-30,4616057419
2011-07-01,4653050843
2011-07-05,4633200713
2011-07-06,4646283753
2011-07-07,4642674639
2011-07-08,4576808299
2011-07-11,4489738413
2011-07-12,4441917646
2011-07-13,4427481188
2011-07-14,4292590534
2011-07-15,4285372305
2011-07-18,4238002678
2011-07-19,4344471555
2011-07-20,4286725723
2011-07-21,4345373833
2011-07-22,4335448769
2011-07-25,4313342942
2011-07-26,4274996101
2011-07-27,4151835069
2011-07-28,4186121657
2011-07-29,4154541905
2011-08-01,4124766711
2011-08-02,4017846694
2011-08-03,4048975307
2011-08-04,3899648195
2011-08-05,3855887682
2011-08-08,3539187886
2011-08-09,3783254253
2011-08-10,3616783848
2011-08-11,3773780328
2011-08-12,3814382866
2011-08-15,3905513006
2011-08-16,3864008190
2011-08-17,3883407180
2011-08-18,3661897779
2011-08-19,3570767638
2011-08-22,3616332708
2011-08-23,3757539312
2011-08-24,3747163108
2011-08-25,3697086645
2011-08-26,3812127169
2011-08-29,3926716554
2011-08-30,3961003141
2011-08-31,3965514534
2011-09-01,3909573260
2011-09-02,3789119064
2011-09-06,3720094750
2011-09-07,3853180846
2011-09-08,3826112488
2011-09-09,3710169685
2011-09-12,3768817795
2011-09-13,3822503373
2011-09-14,3896490220
2011-09-15,3953784912
2011-09-16,3936190479
2011-09-19,4006568212
2011-09-20,4099954049
2011-09-21,4120255318
2011-09-22,4015139859
2011-09-23,4088224427
2011-09-26,4153188487
2011-09-27,4215896851
2011-09-28,4124766711
2011-09-29,4150030512
2011-09-30,4013786441
2011-10-03,3911377817
2011-10-04,4057998093
2011-10-05,4075141387
2011-10-06,4185219378
2011-10-07,4081457337
2011-10-10,4246123185
2011-10-11,4213641155
2011-10-12,4255145971
2011-10-13,4319207753
2011-10-14,4324621425
2011-10-17,4227175334
2011-10-18,4305673574
2011-10-19,4210934319
2011-10-20,4219505966
2011-10-21,4352140923
2011-10-24,4448233596
2011-10-25,4378307003
2011-10-26,4445526760
2011-10-27,4568687792
2011-10-28,4542070573
2011-10-31,4485227020
2011-11-01,4278605216
2011-11-02,4375600167
2011-11-03,4499663477
2011-11-04,4464925751
2011-11-07,4469888283
2011-11-08,4514099935
2011-11-09,4314245221
2011-11-10,4375149028
2011-11-11,4432443720
2011-11-14,4344020415
2011-11-15,4423872073
2011-11-16,4270484708
2011-11-17,4154993045
2011-11-18,4113037089
2011-11-21,4062509486
2011-11-22,4045817332
2011-11-23,3972732763
2011-11-25,3982206689
2011-11-28,4094089238
2011-11-29,4034087710
2011-11-30,4173057308
2011-12-01,4162314696
2011-12-02,4144857950
2011-12-05,4258102990
2011-12-06,4251836466
2011-12-07,4185590356
2011-12-08,4172162090
2011-12-09,4267055167
2011-12-12,4241093853
2011-12-13,3949700492
2011-12-14,3930900920
2011-12-15,3911653740
2011-12-16,3895092212
2011-12-19,3856597851
2011-12-20,3973423761
2011-12-21,3880768729
2011-12-22,3917472655
2011-12-23,3957309842
2011-12-27,3964471584
2011-12-28,3904491998
2011-12-29,3933586573
2011-12-30,3906730042
2012-01-03,3942538750
2012-01-04,3904491998
2012-01-05,3928662876
2012-01-06,3884797209
2012-01-09,3866892855
2012-01-10,3923739179
2012-01-11,3953281363
2012-01-12,3972080934
2012-01-13,3905834825
2012-01-17,3944329186
2012-01-18,3972080934
2012-01-19,4126505988
2012-01-20,4119344246
2012-01-23,4118001420
2012-01-24,4143962733
2012-01-25,4095173368
2012-01-26,4047279221
2012-01-27,4088906844
2012-01-30,3988194853
2012-01-31,3953281363
2012-02-01,4010575295
2012-02-02,4006994425
2012-02-03,4075030970
2012-02-06,4087564018
2012-02-07,4165000349
2012-02-08,4151572083
2012-02-09,4161867087
2012-02-10,4094725759
2012-02-13,4035641391
2012-02-14,4069659664
2012-02-15,3987747244
2012-02-16,4046384004
2012-02-17,4004308772
2012-02-21,3972528543
2012-02-22,4020870299
2012-02-23,4021765517
2012-02-24,3983271156
2012-02-27,3979242676
2012-02-28,3973423761
2012-02-29,3916801983
2012-03-01,3932935263
2012-03-02,3865713261
2012-03-05,3881398395
2012-03-06,3861679941
2012-03-07,3876020635
2012-03-08,3966098118
2012-03-09,4039594173
2012-03-12,4069620001
2012-03-13,4421415144
2012-03-14,4381530090
2012-03-15,4426344758
2012-03-16,4460852052
2012-03-19,4451889119
2012-03-20,4432618811
2012-03-21,4448303945
2012-03-22,4411107771
2012-03-23,4419622558
2012-03-26,4489981586
2012-03-27,4472952013
2012-03-28,4438892865
2012-03-29,4407074451
2012-03-30,4438444718
2012-04-02,4492222320
2012-04-03,4492222320
2012-04-04,4447855799
2012-04-05,4459955759
2012-04-09,4391837464
2012-04-10,4334026542
2012-04-11,4367637543
2012-04-12,4414244798
2012-04-13,4426792905
2012-04-16,4420966998
2012-04-17,4553170268
2012-04-18,4551377682
2012-04-19,4650866245
2012-04-20,4646832924
2012-04-23,4583644243
2012-04-24,4562133202
2012-04-25,4637421844
2012-04-26,4659381031
2012-04-27,4688062419
2012-04-30,4699266086
2012-05-01,4697473499
2012-05-02,4715399366
2012-05-03,4672377285
2012-05-04,4639662578
2012-05-07,4633388524
2012-05-08,4692095739
2012-05-09,4677755045
2012-05-10,4713606780
2012-05-11,4863287771
2012-05-14,4765143648
2012-05-15,4783069515
2012-05-16,4807269436
2012-05-17,4754388128
2012-05-18,4633388524
2012-05-21,4697025353
2012-05-22,4735565967
2012-05-23,4760662181
2012-05-24,4796962062
2012-05-25,4840432290
2012-05-29,4826091596
2012-05-30,4748562221
2012-05-31,4668357532
2012-06-01,4492569052
2012-06-04,4532863137
2012-06-05,4616993643
2012-06-06,4720164212
2012-06-07,4657287728
2012-06-08,4693596684
2012-06-11,4630277407
2012-06-12,4060403923
2012-06-13,4098484047
2012-06-14,4109996643
2012-06-15,4152504688
2012-06-18,4191913189
2012-06-19,4187485267
2012-06-20,4165345660
2012-06-21,4051548081
2012-06-22,4109996643
2012-06-25,4038264316
2012-06-26,4026751721
2012-06-27,4052876457
2012-06-28,4005497698
2012-06-29,4115310149
2012-07-02,4129922289
2012-07-03,4156932610
2012-07-05,4148519559
2012-07-06,4097598463
2012-07-09,4070588143
2012-07-10,4038264316
2012-07-11,4025866136
2012-07-12,3922695568
2012-07-13,4038707108
2012-07-16,4056418794
2012-07-17,4073244895
2012-07-18,4152504688
2012-07-19,4202540200
2012-07-20,4142763261
2012-07-23,4117966902
2012-07-24,4009925619
2012-07-25,4010811204
2012-07-26,4091399373
2012-07-27,4146748391
2012-07-30,4120180862
2012-07-31,4116195733
2012-08-01,4089185412
2012-08-02,4011253996
2012-08-03,4104683137
2012-08-06,4100255216
2012-08-07,4203868577
2012-08-08,4183057346
2012-08-09,4159589363
2012-08-10,4117524109
2012-08-13,4165345660
2012-08-14,4129922289
2012-08-15,4138778132
2012-08-16,4158260986
2012-08-17,4156489818
2012-08-20,4187928060
2012-08-21,4206082537
2012-08-22,4204311369
2012-08-23,4183500138
2012-08-24,4170659166
2012-08-27,4111767812
2012-08-28,4081657946
2012-08-29,4104240345
2012-08-30,4040035485
2012-08-31,4091473432
2012-09-04,4165968667
2012-09-05,4105219577
2012-09-06,4165081819
2012-09-07,4220066398
2012-09-10,4229821726
2012-09-11,4436013896
2012-09-12,4498093258
2012-09-13,4553964685
2012-09-14,4600967631
2012-09-17,4566823981
2012-09-18,4552190989
2012-09-19,4548643597
2012-09-20,4480356298
2012-09-21,4458628521
2012-09-24,4558398925
2012-09-25,4367283172
2012-09-26,4318949954
2012-09-27,4324271043
2012-09-28,4275494400
2012-10-01,4225387486
2012-10-02,4151779099
2012-10-03,4184149052
2012-10-04,4205876829
2012-10-05,4215188734
2012-10-08,4203659709
2012-10-09,4165968667
2012-10-10,4172620028
2012-10-11,4157100187
2012-10-12,4136259258
2012-10-15,4123399961
2012-10-16,4142023770
2012-10-17,4130494746
2012-10-18,4099011640
2012-10-19,4038262550
2012-10-22,4080387832
2012-10-23,4079944408
2012-10-24,4073293047
2012-10-25,4070632503
2012-10-26,4028507221
2012-10-31,4015204501
2012-11-01,4089256312
2012-11-02,4022742709
2012-11-05,4015204501
2012-11-06,4018308469
2012-11-07,3966871282
2012-11-08,3959776498
2012-11-09,3983277971
2012-11-12,3936718449
2012-11-13,3926963121
2012-11-14,3892819471
2012-11-15,4033384885
2012-11-16,4020525589
2012-11-19,4022742709
2012-11-20,4036488854
2012-11-21,4038262550
2012-11-23,4052452118
2012-11-26,4130494746
2012-11-27,4113201209
2012-11-28,4091916856
2012-11-29,4094133976
2012-11-30,4026298641
2012-12-03,4027606022
2012-12-04,4006687921
2012-12-05,4068570636
2012-12-06,4081208656
2012-12-07,4063776905
2012-12-10,4096461438
2012-12-11,4191900273
2012-12-12,4112585807
2012-12-13,4098640406
2012-12-14,4096461438
2012-12-17,4200616149
2012-12-18,4017582765
2012-12-19,3950034731
2012-12-20,3929116630
2012-12-21,3862440183
2012-12-24,3872027646
2012-12-26,3812759693
2012-12-27,3811016518
2012-12-28,3821039775
2012-12-31,3837599938
2013-01-02,3909941704
2013-01-03,3922579723
2013-01-04,3889459397
2013-01-07,3874642409
2013-01-08,3855467483
2013-01-09,3875078202
2013-01-10,3853724308
2013-01-11,3872899233
2013-01-14,3882486696
2013-01-15,3968338069
2013-01-16,3928680836
2013-01-17,3971824419
2013-01-18,3982719264
2013-01-22,3988820376
2013-01-23,4033271341
2013-01-24,4072492780
2013-01-25,4074671749
2013-01-28,4082516037
2013-01-29,4090360325
2013-01-30,4072056986
2013-01-31,4031963960
2013-02-01,4078593893
2013-02-04,4075107543
2013-02-05,4074235955
2013-02-06,4080772862
2013-02-07,4089488737
2013-02-08,4079029687
2013-02-11,4059854761
2013-02-12,4055496823
2013-02-13,4092975087
2013-02-14,4057239998
2013-02-15,4109535251
2013-02-19,4239837588
2013-02-20,4225892187
2013-02-21,4194515036
2013-02-22,4264242039
2013-02-25,4250296638
2013-02-26,4225020600
2013-02-27,4270778946
2013-02-28,4284489320
2013-03-01,4283168170
2013-03-04,4310031552
2013-03-05,4363758317
2013-03-06,4368602534
2013-03-07,4392823617
2013-03-08,4376089050
2013-03-11,4403392816
2013-03-12,4430256199
2013-03-13,4376089050
2013-03-14,4424971599
2013-03-15,4372565984
2013-03-18,4317077685
2013-03-19,4087637976
2013-03-20,4074426476
2013-03-21,3959486430
2013-03-22,3999120928
2013-03-25,4000442078
2013-03-26,4040957344
2013-03-27,4092482192
2013-03-28,4077949543
2013-04-01,4037874661
2013-04-02,4040516961
2013-04-03,3963449880
2013-04-04,3966532563
2013-04-05,3966972946
2013-04-08,3988111345
2013-04-09,4023342011
2013-04-10,4105693692
2013-04-11,4080151459
2013-04-12,4061655360
2013-04-15,3978422912
2013-04-16,4031709294
2013-04-17,3978422912
2013-04-18,3937467264
2013-04-19,3971817163
2013-04-22,4001763228
2013-04-23,3997359395
2013-04-24,4001763228
2013-04-25,4028186228
2013-04-26,4058572677
2013-04-29,4082793759
2013-04-30,4142685891
2013-05-01,4114060975
2013-05-02,4141805124
2013-05-03,4149732024
2013-05-06,4121547491
2013-05-07,4140043591
2013-05-08,4170430040
2013-05-09,4154576240
2013-05-10,4171751190
2013-05-13,4221954888
2013-05-14,4301664269
2013-05-15,4312233469
2013-05-16,4287131620
2013-05-17,4299462353
2013-05-20,4302104653
2013-05-21,4361116017
2013-05-22,4274800887
2013-05-23,4428494665
2013-05-24,4417925466
2013-05-28,4377850584
2013-05-29,4320160369
2013-05-30,4364198701
2013-05-31,4254023817
2013-06-03,4266154652
2013-06-04,4294748763
2013-06-05,4286083881
2013-06-06,4334173976
2013-06-07,4365367551
2013-06-10,4377498386
2013-06-11,4375332165
2013-06-12,4340672637
2013-06-13,4418223331
2013-06-14,4370566480
2013-06-17,4495340781
2013-06-18,4294315519
2013-06-19,4312511771
2013-06-20,4256190038
2013-06-21,4311212039
2013-06-24,4270487093
2013-06-25,4287816857
2013-06-26,4355402937
2013-06-27,4428621190
2013-06-28,4416490355
2013-07-01,4470645867
2013-07-02,4439885536
2013-07-03,4461980985
2013-07-05,4489275364
2013-07-08,4553395491
2013-07-09,4634412137
2013-07-10,4638311334
2013-07-11,4668638421
2013-07-12,4655641098
2013-07-15,4660406783
2013-07-16,4589787995
2013-07-17,4594986924
2013-07-18,4658240563
2013-07-19,4739257209
2013-07-22,4744022895
2013-07-23,4764818611
2013-07-24,4748355336
2013-07-25,4757020218
2013-07-26,4720627713
2013-07-29,4669938153
2013-07-30,4679036280
2013-07-31,4730159083
2013-08-01,4835004156
2013-08-02,4831971447
2013-08-05,4807709777
2013-08-06,4777815934
2013-08-07,4762652391
2013-08-08,4773916737
2013-08-09,4789513525
2013-08-12,4789513525
2013-08-13,4825906029
2013-08-14,4730592327
2013-08-15,4587188530
2013-08-16,4607551003
2013-08-19,4606684515
2013-08-20,4625747255
2013-08-21,4573324719
2013-08-22,4592387460
2013-08-23,4599319365
2013-08-26,4602352074
2013-08-27,4533899506
2013-08-28,4504438907
2013-08-29,4462414230
2013-08-30,4434253363
2013-09-03,4382234335
2013-09-04,4451445609
2013-09-05,4555047579
2013-09-06,4536562580
2013-09-09,4728290706
2013-09-10,4828883489
2013-09-11,4801800817
2013-09-12,4803090468
2013-09-13,4793203143
2013-09-16,4825444420
2013-09-17,4742046984
2013-09-18,4772568726
2013-09-19,4760102099
2013-09-20,4727001055
2013-09-23,4691750592
2013-09-24,4687021872
2013-09-25,4693040243
2013-09-26,4752364192
2013-09-27,4714964311
2013-09-30,4690031057
2013-10-01,4769129656
2013-10-02,4781166400
2013-10-03,4795352561
2013-10-04,4863704068
2013-10-07,4787614655
2013-10-08,4671546059
2013-10-09,4638874898
2013-10-10,4694759778
2013-10-11,4716253962
2013-10-14,4682723035
2013-10-15,4632426643
2013-10-16,4687881639
2013-10-17,4688311523
2013-10-18,4713244777
2013-10-21,4693900011
2013-10-22,4687451755
2013-10-23,4657789781
2013-10-24,4691750592
2013-10-25,4687451755
2013-10-28,4666817338
2013-10-29,4687881639
2013-10-30,4641454200
2013-10-31,4683152918
2013-11-01,4670256408
2013-11-04,4698628731
2013-11-05,4683582802
2013-11-06,4720982683
2013-11-07,4669826524
2013-11-08,4736458496
2013-11-11,4766980238
2013-11-12,4748495239
2013-11-13,4809968607
2013-11-14,4875310928
2013-11-15,4849517906
2013-11-18,4846938604
2013-11-19,4848658139
2013-11-20,4820715699
2013-11-21,4917439529
2013-11-22,4919159064
2013-11-25,4936354412
2013-11-26,4905832670
2013-11-27,4909271739
2013-11-29,4857685697
2013-12-02,4806362339
2013-12-03,4802126166
2013-12-04,4807633191
2013-12-05,4805091487
2013-12-06,4826695971
2013-12-09,4852960247
2013-12-10,4849994925
2013-12-11,4764424222
2013-12-12,4833897466
2013-12-13,4932600306
2013-12-16,4959288199
2013-12-17,4643693281
2013-12-18,4656401801
2013-12-19,4633102847
2013-12-20,4636491786
2013-12-23,4633950082
2013-12-24,4630561143
2013-12-26,4578032593
2013-12-27,4608533041
2013-12-30,4612345597
2013-12-31,4599637077
