,FDS
2004-09-28,1521516240
2004-09-29,1537697520
2004-09-30,1529130960
2004-10-01,1551975120
2004-10-04,1561017599
2004-10-05,1545788159
2004-10-06,1602422640
2004-10-07,1602422640
2004-10-08,1591000560
2004-10-11,1593856080
2004-10-12,1586241360
2004-10-13,1557686159
2004-10-14,1566252719
2004-10-15,1565300880
2004-10-18,1563397200
2004-10-19,1555782480
2004-10-20,1546740000
2004-10-21,1554830640
2004-10-22,1529130960
2004-10-25,1529130960
2004-10-26,1545312240
2004-10-27,1590524640
2004-10-28,1567204560
2004-10-29,1581482159
2004-11-01,1573867440
2004-11-02,1577674800
2004-11-03,1589096880
2004-11-04,1630977840
2004-11-05,1665720000
2004-11-08,1690943760
2004-11-09,1709028719
2004-11-10,1702365840
2004-11-11,1666195920
2004-11-12,1708552800
2004-11-15,1672382880
2004-11-16,1646207280
2004-11-17,1670955120
2004-11-18,1671906960
2004-11-19,1640496240
2004-11-22,1639544400
2004-11-23,1659533039
2004-11-24,1660960800
2004-11-26,1649062800
2004-11-29,1666195920
2004-11-30,1652674430
2004-12-01,1676674930
2004-12-02,1690115210
2004-12-03,1674274880
2004-12-06,1663714659
2004-12-07,1625793869
2004-12-08,1609473530
2004-12-09,1606593470
2004-12-10,1597953290
2004-12-13,1596993270
2004-12-14,1575872830
2004-12-15,1579712909
2004-12-16,1608993520
2004-12-17,1632514010
2004-12-20,1649314360
2004-12-21,1716995770
2004-12-22,1802437549
2004-12-23,1841798369
2004-12-27,1798117460
2004-12-28,1871078979
2004-12-29,1892679430
2004-12-30,1875399070
2004-12-31,1870118960
2005-01-03,1824518010
2005-01-04,1787557240
2005-01-05,1753476530
2005-01-06,1760196670
2005-01-07,1745796369
2005-01-10,1746756390
2005-01-11,1741956290
2005-01-12,1730436049
2005-01-13,1719875830
2005-01-14,1742916310
2005-01-18,1789477280
2005-01-19,1751076479
2005-01-20,1727075979
2005-01-21,1709795619
2005-01-24,1654114460
2005-01-25,1653154440
2005-01-26,1682915060
2005-01-27,1657474530
2005-01-28,1666594720
2005-01-31,1708835600
2005-02-01,1665154690
2005-02-02,1664674680
2005-02-03,1694915310
2005-02-04,1751556490
2005-02-07,1748676430
2005-02-08,1741956290
2005-02-09,1676194920
2005-02-10,1594113210
2005-02-11,1611393570
2005-02-14,1591233150
2005-02-15,1584033000
2005-02-16,1575872830
2005-02-17,1578272880
2005-02-18,1561472530
2005-02-22,1520671680
2005-02-23,1521631700
2005-02-24,1532191920
2005-02-25,1557632450
2005-02-28,1584971560
2005-03-01,1587854199
2005-03-02,1585932440
2005-03-03,1577764960
2005-03-04,1587854199
2005-03-07,1592658600
2005-03-08,1578725840
2005-03-09,1568156160
2005-03-10,1551821199
2005-03-11,1513386000
2005-03-14,1529720960
2005-03-15,1500894560
2005-03-16,1496570600
2005-03-17,1536447120
2005-03-18,1537888440
2005-03-21,1575843199
2005-03-22,1537888440
2005-03-23,1541251520
2005-03-24,1556625600
2005-03-28,1557106039
2005-03-29,1549419000
2005-03-30,1585452000
2005-03-31,1585932440
2005-04-01,1570558360
2005-04-04,1545095039
2005-04-05,1549419000
2005-04-06,1531162280
2005-04-07,1512905560
2005-04-08,1473989920
2005-04-11,1482637840
2005-04-12,1489364000
2005-04-13,1472548600
2005-04-14,1461018040
2005-04-15,1424985040
2005-04-18,1438917800
2005-04-19,1411052280
2005-04-20,1393276000
2005-04-21,1427867680
2005-04-22,1382706320
2005-04-25,1370214880
2005-04-26,1341388480
2005-04-27,1333701440
2005-04-28,1330818800
2005-04-29,1333701440
2005-05-02,1329377480
2005-05-03,1338986280
2005-05-04,1340427600
2005-05-05,1345712440
2005-05-06,1339947160
2005-05-09,1339947160
2005-05-10,1328897040
2005-05-11,1332740560
2005-05-12,1326494840
2005-05-13,1328897040
2005-05-16,1347153760
2005-05-17,1400002160
2005-05-18,1514827320
2005-05-19,1525877440
2005-05-20,1521553480
2005-05-23,1546536360
2005-05-24,1561430000
2005-05-25,1523475240
2005-05-26,1532603600
2005-05-27,1536927560
2005-05-31,1535807790
2005-06-01,1539646110
2005-06-02,1530530100
2005-06-03,1492146900
2005-06-06,1495505430
2005-06-07,1479192570
2005-06-08,1489747950
2005-06-09,1525252410
2005-06-10,1528610940
2005-06-13,1527171570
2005-06-14,1529090730
2005-06-15,1537247160
2005-06-16,1583307000
2005-06-17,1614493350
2005-06-20,1595301750
2005-06-21,1712370510
2005-06-22,1728683370
2005-06-23,1733961060
2005-06-24,1709971560
2005-06-27,1705173660
2005-06-28,1734920639
2005-06-29,1722446100
2005-06-30,1719567360
2005-07-01,1747395180
2005-07-05,1727244000
2005-07-06,1714769460
2005-07-07,1718607780
2005-07-08,1733961060
2005-07-11,1751713290
2005-07-12,1748354760
2005-07-13,1740198330
2005-07-14,1743077070
2005-07-15,1744516440
2005-07-18,1729642949
2005-07-19,1763708040
2005-07-20,1795853970
2005-07-21,1770904889
2005-07-22,1763228250
2005-07-25,1745476020
2005-07-26,1756031400
2005-07-27,1742117490
2005-07-28,1775702790
2005-07-29,1759869720
2005-08-01,1799692290
2005-08-02,1812166830
2005-08-03,1802571030
2005-08-04,1777621949
2005-08-05,1722446100
2005-08-08,1678785210
2005-08-09,1640402010
2005-08-10,1652876550
2005-08-11,1668709620
2005-08-12,1645679699
2005-08-15,1651437180
2005-08-16,1642321169
2005-08-17,1667270250
2005-08-18,1649038229
2005-08-19,1649038229
2005-08-22,1643280750
2005-08-23,1635124320
2005-08-24,1636563690
2005-08-25,1656235080
2005-08-26,1651437180
2005-08-29,1663911720
2005-08-30,1659593610
2005-08-31,1693055000
2005-09-01,1708050630
2005-09-02,1695473649
2005-09-06,1717241500
2005-09-07,1671287149
2005-09-08,1637426050
2005-09-09,1677575640
2005-09-12,1687250240
2005-09-13,1655807789
2005-09-14,1650003030
2005-09-15,1641295890
2005-09-16,1574541149
2005-09-19,1547936000
2005-09-20,1826080750
2005-09-21,1828499399
2005-09-22,1745297840
2005-09-23,1722562530
2005-09-26,1722078800
2005-09-27,1701762140
2005-09-28,1690152620
2005-09-29,1717241500
2005-09-30,1704664520
2005-10-03,1694989920
2005-10-04,1669352230
2005-10-05,1660645090
2005-10-06,1657742710
2005-10-07,1640812160
2005-10-10,1621946690
2005-10-11,1641295890
2005-10-12,1603564950
2005-10-13,1621946690
2005-10-14,1627751450
2005-10-17,1609853440
2005-10-18,1603564950
2005-10-19,1641779620
2005-10-20,1590020509
2005-10-21,1616141929
2005-10-24,1666449850
2005-10-25,1649035570
2005-10-26,1641779620
2005-10-27,1612755820
2005-10-28,1641295890
2005-10-31,1696441110
2005-11-01,1696924840
2005-11-02,1733204590
2005-11-03,1733204590
2005-11-04,1709018090
2005-11-07,1741428000
2005-11-08,1723046259
2005-11-09,1743362920
2005-11-10,1785931160
2005-11-11,1755939899
2005-11-14,1775772830
2005-11-15,1753521250
2005-11-16,1746749030
2005-11-17,1792219649
2005-11-18,1819308530
2005-11-21,1810117660
2005-11-22,1816406149
2005-11-23,1832852970
2005-11-25,1824145830
2005-11-28,1833820429
2005-11-29,1852685899
2005-11-30,1880591680
2005-12-01,1913132910
2005-12-02,1871363570
2005-12-05,1887877029
2005-12-06,1881563060
2005-12-07,1863592529
2005-12-08,1874763400
2005-12-09,1891276860
2005-12-12,1865049600
2005-12-13,1853393039
2005-12-14,1907304630
2005-12-15,1918475500
2005-12-16,1967044500
2005-12-19,1960730529
2005-12-20,1992786070
2005-12-21,2041840760
2005-12-22,2028241440
2005-12-23,2021927470
2005-12-27,2001042800
2005-12-28,2004928320
2005-12-29,1987929170
2005-12-30,1999100039
2006-01-03,1983557960
2006-01-04,2029698510
2006-01-05,1933046199
2006-01-06,1961216220
2006-01-09,1957330699
2006-01-10,1986957789
2006-01-11,1985986410
2006-01-12,1971901400
2006-01-13,1966073119
2006-01-17,1941302930
2006-01-18,1926246539
2006-01-19,1935474650
2006-01-20,1883991510
2006-01-23,1868449430
2006-01-24,1937417410
2006-01-25,1912161529
2006-01-26,1931589130
2006-01-27,1949073970
2006-01-30,1926732230
2006-01-31,1936931720
2006-02-01,1943731380
2006-02-02,1927217920
2006-02-03,1916047050
2006-02-06,1888362720
2006-02-07,1868935119
2006-02-08,1852907350
2006-02-09,1849507520
2006-02-10,1852907350
2006-02-13,1835908199
2006-02-14,1852421660
2006-02-15,1852421660
2006-02-16,1873792020
2006-02-17,1894191000
2006-02-21,1883991510
2006-02-22,1907790320
2006-02-23,1927217920
2006-02-24,1933531890
2006-02-27,1941788619
2006-02-28,1912438350
2006-03-01,1958356410
2006-03-02,1947121140
2006-03-03,1940282280
2006-03-06,1935397379
2006-03-07,1926116070
2006-03-08,1912926839
2006-03-09,1910484390
2006-03-10,1952494530
2006-03-13,1949563589
2006-03-14,1978872990
2006-03-15,1986200339
2006-03-16,1983269400
2006-03-17,2002809000
2006-03-20,1990108260
2006-03-21,2115650190
2006-03-22,2110276800
2006-03-23,2126396970
2006-03-24,2134212810
2006-03-27,2137632240
2006-03-28,2128350930
2006-03-29,2157660330
2006-03-30,2141540160
2006-03-31,2166453150
2006-04-03,2125419990
2006-04-04,2139586199
2006-04-05,2152775430
2006-04-06,2129327910
2006-04-07,2118581129
2006-04-10,2131770360
2006-04-11,2092202670
2006-04-12,2114673210
2006-04-13,2110276800
2006-04-17,2085852300
2006-04-18,2146425060
2006-04-19,2155706370
2006-04-20,2196251040
2006-04-21,2207486310
2006-04-24,2173780500
2006-04-25,2166453150
2006-04-26,2194785570
2006-04-27,2211394230
2006-04-28,2156194860
2006-05-01,2116627170
2006-05-02,2158148820
2006-05-03,2156683350
2006-05-04,2149356000
2006-05-05,2181596340
2006-05-08,2163033720
2006-05-09,2167430130
2006-05-10,2188435200
2006-05-11,2123466030
2006-05-12,2056542900
2006-05-15,2080478910
2006-05-16,2258289270
2006-05-17,2219210070
2006-05-18,2160591270
2006-05-19,2148379020
2006-05-22,2149356000
2006-05-23,2158148820
2006-05-24,2146425060
2006-05-25,2199670470
2006-05-26,2285156220
2006-05-30,2219210070
2006-05-31,2198658870
2006-06-01,2242720170
2006-06-02,2259855120
2006-06-05,2199638010
2006-06-06,2164388970
2006-06-07,2189846610
2006-06-08,2140889609
2006-06-09,2129629500
2006-06-12,2077735080
2006-06-13,2041017330
2006-06-14,2060600130
2006-06-15,2118369390
2006-06-16,2089974330
2006-06-19,2095849170
2006-06-20,2260834260
2006-06-21,2260344690
2006-06-22,2219220810
2006-06-23,2266219530
2006-06-26,2264261250
2006-06-27,2190336180
2006-06-28,2183482200
2006-06-29,2200127580
2006-06-30,2315666100
2006-07-03,2310770400
2006-07-05,2307343410
2006-07-06,2301958140
2006-07-07,2256917700
2006-07-10,2247615870
2006-07-11,2257407270
2006-07-12,2239782750
2006-07-13,2223626940
2006-07-14,2205023280
2006-07-17,2096828310
2006-07-18,2086057770
2006-07-19,2134525200
2006-07-20,2110536270
2006-07-21,2135014770
2006-07-24,2168795100
2006-07-25,2173201230
2006-07-26,2129629500
2006-07-27,2101234440
2006-07-28,2160472410
2006-07-31,2149212300
2006-08-01,2128160790
2006-08-02,2151660150
2006-08-03,2148233160
2006-08-04,2155087140
2006-08-07,2126692080
2006-08-08,2130119070
2006-08-09,2097807450
2006-08-10,2109557130
2006-08-11,2091443040
2006-08-14,2124244230
2006-08-15,2171242950
2006-08-16,2212856400
2006-08-17,2203554570
2006-08-18,2198658870
2006-08-21,2163899400
2006-08-22,2134525200
2006-08-23,2125223369
2006-08-24,2123754660
2006-08-25,2121306810
2006-08-28,2141379180
2006-08-29,2149701870
2006-08-30,2153128860
2006-08-31,2159003700
2006-09-01,2184950910
2006-09-05,2165857680
2006-09-06,2120817240
2006-09-07,2122285950
2006-09-08,2141379180
2006-09-11,2224606080
2006-09-12,2263771680
2006-09-13,2316155670
2006-09-14,2328884490
2006-09-15,2311259970
2006-09-18,2234887050
2006-09-19,2354831700
2006-09-20,2378331060
2006-09-21,2358258690
2006-09-22,2364623100
2006-09-25,2396445150
2006-09-26,2407705260
2006-09-27,2422392360
2006-09-28,2419454940
2006-09-29,2377841490
2006-10-02,2385674610
2006-10-03,2383716330
2006-10-04,2444912580
2006-10-05,2469880650
2006-10-06,2444912580
2006-10-09,2497786140
2006-10-10,2491421730
2006-10-11,2464005810
2006-10-12,2508556680
2006-10-13,2487994740
2006-10-16,2496317430
2006-10-17,2502192270
2006-10-18,2498275710
2006-10-19,2480161620
2006-10-20,2456172690
2006-10-23,2479182480
2006-10-24,2497296570
2006-10-25,2524222920
2006-10-26,2557513680
2006-10-27,2531076900
2006-10-30,2524222920
2006-10-31,2491911300
2006-11-01,2472818070
2006-11-02,2511004530
2006-11-03,2503660980
2006-11-06,2565346800
2006-11-07,2551149270
2006-11-08,2574159060
2006-11-09,2539889160
2006-11-10,2552128410
2006-11-13,2545274430
2006-11-14,2569752930
2006-11-15,2601574980
2006-11-16,2619689070
2006-11-17,2592273150
2006-11-20,2568773790
2006-11-21,2593741860
2006-11-22,2615772510
2006-11-24,2625074340
2006-11-27,2575627770
2006-11-28,2581502610
2006-11-29,2599616700
2006-11-30,2588846160
2006-12-01,2605491540
2006-12-04,2636334450
2006-12-05,2649063270
2006-12-06,2659344240
2006-12-07,2619689070
2006-12-08,2640740580
2006-12-11,2632907460
2006-12-12,2641230150
2006-12-13,2663260800
2006-12-14,2679906180
2006-12-15,2668156500
2006-12-18,2674520910
2006-12-19,2771945340
2006-12-20,2778799320
2006-12-21,2776841040
2006-12-22,2770966200
2006-12-26,2778799320
2006-12-27,2801809110
2006-12-28,2792017710
2006-12-29,2765091360
2007-01-03,2730821460
2007-01-04,2744039850
2007-01-05,2709769950
2007-01-08,2711238660
2007-01-09,2707322100
2007-01-10,2709280380
2007-01-11,2739144150
2007-01-12,2820412770
2007-01-16,2877692460
2007-01-17,2877692460
2007-01-18,2818944060
2007-01-19,2815027500
2007-01-22,2795934270
2007-01-23,2773414050
2007-01-24,2798871690
2007-01-25,2793486420
2007-01-26,2817964920
2007-01-29,2822371050
2007-01-30,2858109660
2007-01-31,2843422560
2007-02-01,2899233540
2007-02-02,2906577090
2007-02-05,2894827410
2007-02-06,2911472790
2007-02-07,2944763550
2007-02-08,2932034730
2007-02-09,2902660530
2007-02-12,2890421280
2007-02-13,2911962360
2007-02-14,2941826130
2007-02-15,2995189260
2007-02-16,3022115610
2007-02-20,3063239490
2007-02-21,3096530250
2007-02-22,3068624760
2007-02-23,3062260350
2007-02-26,3025053030
2007-02-27,2924201610
2007-02-28,2976723460
2007-03-01,2934660000
2007-03-02,2956180840
2007-03-05,2953246180
2007-03-06,3029547340
2007-03-07,3039818650
2007-03-08,3095088080
2007-03-09,3096555410
2007-03-12,3225680450
2007-03-13,3190953639
2007-03-14,3205137830
2007-03-15,3264320139
2007-03-16,3256494380
2007-03-19,3164541700
2007-03-20,3164541700
2007-03-21,3220789349
2007-03-22,3228615110
2007-03-23,3210518040
2007-03-26,3138129760
2007-03-27,3078458340
2007-03-28,3021721580
2007-03-29,3075523680
2007-03-30,3074056350
2007-04-02,3038840430
2007-04-03,3078458340
2007-04-04,3065252370
2007-04-05,3056448390
2007-04-09,3054491950
2007-04-10,3023188910
2007-04-11,2984060110
2007-04-12,2986994770
2007-04-13,2968408590
2007-04-16,3017808700
2007-04-17,3037373100
2007-04-18,3027590900
2007-04-19,2985527440
2007-04-20,3000689850
2007-04-23,3033949330
2007-04-24,3011939380
2007-04-25,3047155300
2007-04-26,3057915720
2007-04-27,3059872160
2007-04-30,3008515610
2007-05-01,3008515610
2007-05-02,3042753310
2007-05-03,3054981060
2007-05-04,3095088080
2007-05-07,3080414780
2007-05-08,3100468290
2007-05-09,3092153420
2007-05-10,3092642530
2007-05-11,3130793110
2007-05-14,3123456460
2007-05-15,3099979180
2007-05-16,3099979180
2007-05-17,3075034570
2007-05-18,3132260440
2007-05-21,3173834790
2007-05-22,3142042639
2007-05-23,3121500020
2007-05-24,3044709750
2007-05-25,3075523680
2007-05-29,3123945570
2007-05-30,3139597090
2007-05-31,3088159230
2007-06-01,3045100140
2007-06-04,3060098250
2007-06-05,3079450650
2007-06-06,3016071540
2007-06-07,2917374300
2007-06-08,2988010560
2007-06-11,3030585840
2007-06-12,3022361070
2007-06-13,3019458210
2007-06-14,3058163010
2007-06-15,3066387780
2007-06-18,3090094470
2007-06-19,3294262290
2007-06-20,3355706160
2007-06-21,3355222349
2007-06-22,3237656520
2007-06-25,3226045080
2007-06-26,3241043189
2007-06-27,3297648960
2007-06-28,3309260400
2007-06-29,3306841349
2007-07-02,3325226130
2007-07-03,3314582310
2007-07-05,3300551820
2007-07-06,3310711830
2007-07-09,3332483280
2007-07-10,3236688900
2007-07-11,3181050750
2007-07-12,3217336500
2007-07-13,3220239360
2007-07-16,3246848910
2007-07-17,3251203200
2007-07-18,3245881290
2007-07-19,3270555599
2007-07-20,3259427970
2007-07-23,3267168930
2007-07-24,3258944160
2007-07-25,3229431750
2007-07-26,3170890740
2007-07-27,3143797380
2007-07-30,3139926900
2007-07-31,3192662189
2007-08-01,3202338390
2007-08-02,3237172710
2007-08-03,3113801160
2007-08-06,3127831650
2007-08-07,3026231550
2007-08-08,3043648710
2007-08-09,2687080740
2007-08-10,2897054280
2007-08-13,3025747740
2007-08-14,2871896160
2007-08-15,2854479000
2007-08-16,2692886460
2007-08-17,2774166540
2007-08-20,2729172210
2007-08-21,2728688400
2007-08-22,2753846520
2007-08-23,2754814140
2007-08-24,2758684620
2007-08-27,2721431250
2007-08-28,2710303620
2007-08-29,2739332220
2007-08-30,2832707550
2007-08-31,2899473330
2007-09-04,2851576140
2007-09-05,2816258010
2007-09-06,2818193250
2007-09-07,2747073180
2007-09-10,2729656020
2007-09-11,2765941770
2007-09-12,2828837070
2007-09-13,2819160870
2007-09-14,2921244780
2007-09-17,2876734260
2007-09-18,2939629560
2007-09-19,2996235330
2007-09-20,2985107700
2007-09-21,3140894520
2007-09-24,3107027820
2007-09-25,3197984099
2007-09-26,3184437419
2007-09-27,3295713720
2007-09-28,3316517550
2007-10-01,3311679450
2007-10-02,3331031849
2007-10-03,3347965200
2007-10-04,3346513770
2007-10-05,3461660550
2007-10-08,3386186189
2007-10-09,3459241500
2007-10-10,3557454930
2007-10-11,3546327300
2007-10-12,3481012950
2007-10-15,3459725310
2007-10-16,3428277660
2007-10-17,3420536700
2007-10-18,3420536700
2007-10-19,3314098500
2007-10-22,3344094720
2007-10-23,3372155700
2007-10-24,3301519439
2007-10-25,3267652740
2007-10-26,3297648960
2007-10-29,3362963310
2007-10-30,3326193750
2007-10-31,3411828120
2007-11-01,3303938490
2007-11-02,3350868060
2007-11-05,3289424189
2007-11-06,3252654630
2007-11-07,3180083130
2007-11-08,3132185939
2007-11-09,3063484920
2007-11-12,3011717250
2007-11-13,3103157340
2007-11-14,3088643040
2007-11-15,3096867810
2007-11-16,3101222099
2007-11-19,3000105810
2007-11-20,2928985740
2007-11-21,2858349480
2007-11-23,2903827620
2007-11-26,2916406680
2007-11-27,2901408570
2007-11-28,3064936350
2007-11-29,3041229660
2007-11-30,3012964920
2007-12-03,3046613220
2007-12-04,3158133300
2007-12-05,3126888450
2007-12-06,3057188400
2007-12-07,3085068420
2007-12-10,3130253280
2007-12-11,3116313270
2007-12-12,3143712600
2007-12-13,3172554000
2007-12-14,3131695350
2007-12-17,3012484230
2007-12-18,2850491700
2007-12-19,2754834390
2007-12-20,2772139230
2007-12-21,2798577180
2007-12-24,2794731660
2007-12-26,2805787530
2007-12-27,2694748140
2007-12-28,2715898500
2007-12-31,2677443300
2008-01-02,2646198450
2008-01-03,2647640520
2008-01-04,2558712870
2008-01-07,2521699740
2008-01-08,2530832850
2008-01-09,2502952830
2008-01-10,2543330790
2008-01-11,2529871470
2008-01-14,2539965960
2008-01-15,2554867350
2008-01-16,2532755610
2008-01-17,2489974200
2008-01-18,2499588000
2008-01-22,2487090060
2008-01-23,2548618380
2008-01-24,2652447420
2008-01-25,2707246080
2008-01-28,2705323320
2008-01-29,2708207460
2008-01-30,2641391550
2008-01-31,2693786760
2008-02-01,2684653650
2008-02-04,2694748140
2008-02-05,2597648760
2008-02-06,2495742480
2008-02-07,2487090060
2008-02-08,2502472140
2008-02-11,2480360400
2008-02-12,2480360400
2008-02-13,2490935580
2008-02-14,2491416270
2008-02-15,2504394900
2008-02-19,2458729350
2008-02-20,2476514880
2008-02-21,2513047320
2008-02-22,2518334910
2008-02-25,2527948710
2008-02-26,2611108080
2008-02-27,2613511530
2008-02-28,2572652880
2008-02-29,2523245760
2008-03-03,2499758100
2008-03-04,2535708600
2008-03-05,2563989660
2008-03-06,2523725100
2008-03-07,2492568000
2008-03-10,2451344760
2008-03-11,2525642460
2008-03-12,2516535000
2008-03-13,2464766280
2008-03-14,2348766000
2008-03-17,2134501020
2008-03-18,2513179620
2008-03-19,2537625960
2008-03-20,2613361680
2008-03-24,2714502420
2008-03-25,2749494240
2008-03-26,2655543600
2008-03-27,2543378040
2008-03-28,2534749920
2008-03-31,2582204580
2008-04-01,2664171720
2008-04-02,2657940300
2008-04-03,2626303860
2008-04-04,2596105440
2008-04-07,2603774880
2008-04-08,2614320360
2008-04-09,2543857380
2008-04-10,2570221080
2008-04-11,2520369720
2008-04-14,2470997700
2008-04-15,2546733420
2008-04-16,2659378320
2008-04-17,2697725520
2008-04-18,2840089500
2008-04-21,2821874580
2008-04-22,2803659660
2008-04-23,2850155640
2008-04-24,2918221920
2008-04-25,2947941000
2008-04-28,2910552480
2008-04-29,2879874720
2008-04-30,2877478020
2008-05-01,2963759220
2008-05-02,2921577300
2008-05-05,2939792220
2008-05-06,2949858360
2008-05-07,2879874720
2008-05-08,2872684620
2008-05-09,2877478020
2008-05-12,2954172420
2008-05-13,2951296380
2008-05-14,2954172420
2008-05-15,3091743000
2008-05-16,3073528080
2008-05-19,3052437120
2008-05-20,2975742720
2008-05-21,2971908000
2008-05-22,2985808860
2008-05-23,2907197100
2008-05-27,3016965960
2008-05-28,3042370980
2008-05-29,3085032240
2008-05-30,3101809139
2008-06-02,2970835920
2008-06-03,2939069880
2008-06-04,3046695120
2008-06-05,3094581240
2008-06-06,3024411480
2008-06-09,3033419760
2008-06-10,2984111280
2008-06-11,2924846280
2008-06-12,2930061600
2008-06-13,2995016040
2008-06-16,3078461160
2008-06-17,3150053280
2008-06-18,3053332800
2008-06-19,3147208560
2008-06-20,3042428040
2008-06-23,2993119560
2008-06-24,2880279000
2008-06-25,2897347320
2008-06-26,2758904280
2008-06-27,2731405320
2008-06-30,2672140320
2008-07-01,2662183800
2008-07-02,2702958120
2008-07-03,2661709680
2008-07-07,2594858760
2008-07-08,2688260400
2008-07-09,2638003680
2008-07-10,2607660000
2008-07-11,2573523360
2008-07-14,2577790440
2008-07-15,2570204520
2008-07-16,2656494360
2008-07-17,2709595800
2008-07-18,2703906360
2008-07-21,2690631000
2008-07-22,2745628920
2008-07-23,2773602000
2008-07-24,2727612360
2008-07-25,2710544040
2008-07-28,2636581320
2008-07-29,2747051280
2008-07-30,2774550240
2008-07-31,2734250040
2008-08-01,2771231400
2008-08-04,2737568880
2008-08-05,2786403240
2008-08-06,2854202400
2008-08-07,2904933240
2008-08-08,3004498440
2008-08-11,3030575040
2008-08-12,3016825560
2008-08-13,3037686839
2008-08-14,3113546040
2008-08-15,3152423879
2008-08-18,3103115400
2008-08-19,3035316240
2008-08-20,2986956000
2008-08-21,3003076080
2008-08-22,3034368000
2008-08-25,2928165120
2008-08-26,2962301760
2008-08-27,2998334880
2008-08-28,3010187880
2008-08-29,2973206520
2008-09-02,3014929080
2008-09-03,2943811080
2008-09-04,2795411520
2008-09-05,2746577160
2008-09-08,2866055400
2008-09-09,2818169280
2008-09-10,2853254160
2008-09-11,2803471560
2008-09-12,2719552320
2008-09-15,2569730400
2008-09-16,2560248000
2008-09-17,2453096880
2008-09-18,2500983000
2008-09-19,2678778000
2008-09-22,2515680720
2008-09-23,2570678640
2008-09-24,2514732480
2008-09-25,2560722120
2008-09-26,2544602040
2008-09-29,2370600000
2008-09-30,2477277000
2008-10-01,2420382600
2008-10-02,2335041000
2008-10-03,2257759440
2008-10-06,2179055520
2008-10-07,2060999640
2008-10-08,2116471680
2008-10-09,1986562800
2008-10-10,2039664240
2008-10-13,2275776000
2008-10-14,2183796720
2008-10-15,1942943759
2008-10-16,1998415800
2008-10-17,1984192200
2008-10-20,2002208759
2008-10-21,1893161160
2008-10-22,1834370280
2008-10-23,1737649800
2008-10-24,1697349599
2008-10-27,1615800960
2008-10-28,1749028680
2008-10-29,1747606320
2008-10-30,1798337160
2008-10-31,1839111480
2008-11-03,1863765720
2008-11-04,1899324720
2008-11-05,1796914800
2008-11-06,1713943800
2008-11-07,1749502800
2008-11-10,1719159120
2008-11-11,1654204680
2008-11-12,1611059759
2008-11-13,1760881680
2008-11-14,1810190160
2008-11-17,1749502800
2008-11-18,1712521439
2008-11-19,1698771960
2008-11-20,1573130160
2008-11-21,1616749200
2008-11-24,1749028680
2008-11-25,1773682919
2008-11-26,1858550400
2008-11-28,1896480000
2008-12-01,1675550000
2008-12-02,1771900000
2008-12-03,1840519999
2008-12-04,1704220000
2008-12-05,1692000000
2008-12-08,1823599999
2008-12-09,1805269999
2008-12-10,1802920000
2008-12-11,1721139999
2008-12-12,1728660000
2008-12-15,1677900000
2008-12-16,1877650000
2008-12-17,1958960000
2008-12-18,1985280000
2008-12-19,2079750000
2008-12-22,2066590000
2008-12-23,2018180000
2008-12-24,1979639999
2008-12-26,1999380000
2008-12-29,1957550000
2008-12-30,2044500000
2008-12-31,2079280000
2009-01-02,2143200000
2009-01-05,2119230000
2009-01-06,2156830000
2009-01-07,2071290000
2009-01-08,2079280000
2009-01-09,2021470000
2009-01-12,2022410000
2009-01-13,2030870000
2009-01-14,1951440000
2009-01-15,1978230000
2009-01-16,2013010000
2009-01-20,1892690000
2009-01-21,1998910000
2009-01-22,1932170000
2009-01-23,1892690000
2009-01-26,1905849999
2009-01-27,1874830000
2009-01-28,1929349999
2009-01-29,1890809999
2009-01-30,1870599999
2009-02-02,1916190000
2009-02-03,1893630000
2009-02-04,1935460000
2009-02-05,1934990000
2009-02-06,1984340000
2009-02-09,2010190000
2009-02-10,1977760000
2009-02-11,1974470000
2009-02-12,2007840000
2009-02-13,1963190000
2009-02-17,1976820000
2009-02-18,1917599999
2009-02-19,1892690000
2009-02-20,1809970000
2009-02-23,1733360000
2009-02-24,1903970000
2009-02-25,1879530000
2009-02-26,1830180000
2009-02-27,1811380000
2009-03-02,1763701600
2009-03-03,1707157599
2009-03-04,1747209600
2009-03-05,1735900800
2009-03-06,1737785600
2009-03-09,1685011200
2009-03-10,1765115200
2009-03-11,1747680800
2009-03-12,1780664800
2009-03-13,1835324000
2009-03-16,1836266400
2009-03-17,1978568800
2009-03-18,2081290400
2009-03-19,2098253600
2009-03-20,2026160000
2009-03-23,2128410400
2009-03-24,2183069600
2009-03-25,2215111200
2009-03-26,2276367200
2009-03-27,2252807200
2009-03-30,2211341600
2009-03-31,2355528800
2009-04-01,2295686400
2009-04-02,2273540000
2009-04-03,2290032000
2009-04-06,2209928000
2009-04-07,2180713600
2009-04-08,2195320800
2009-04-09,2272126400
2009-04-13,2301340800
2009-04-14,2283906400
2009-04-15,2310293600
2009-04-16,2315476800
2009-04-17,2316419200
2009-04-20,2268356800
2009-04-21,2287676000
2009-04-22,2321131200
2009-04-23,2347518400
2009-04-24,2373905600
2009-04-27,2477569600
2009-04-28,2460606400
2009-04-29,2519506400
2009-04-30,2525160800
2009-05-01,2518564000
2009-05-04,2524689600
2009-05-05,2556731200
2009-05-06,2578877600
2009-05-07,2486993600
2009-05-08,2519035200
2009-05-11,2522804800
2009-05-12,2578406400
2009-05-13,2570396000
2009-05-14,2617516000
