,HOLX
2014-05-16,6611010840
2014-05-19,6619316130
2014-05-20,6536263230
2014-05-21,6594400260
2014-05-22,6599937120
2014-05-23,6594400260
2014-05-27,6627621420
2014-05-28,6635926710
2014-05-29,6713442750
2014-05-30,6766042920
2014-06-02,6763274490
2014-06-03,6802032510
2014-06-04,6802032510
2014-06-05,6824179950
2014-06-06,6893390700
2014-06-09,6923843430
2014-06-10,6893390700
2014-06-11,6862937970
2014-06-12,6777116640
2014-06-13,6799264080
2014-06-16,6893390700
2014-06-17,6993054180
2014-06-18,7012433190
2014-06-19,6998591040
2014-06-20,7087180800
2014-06-23,7042885920
2014-06-24,6959833020
2014-06-25,7087180800
2014-06-26,7062264930
2014-06-27,7081643940
2014-06-30,7043624250
2014-07-01,7168659000
2014-07-02,7110309450
2014-07-03,7229787100
2014-07-07,7075577575
2014-07-08,7038067150
2014-07-09,7088081050
2014-07-10,7079745400
2014-07-11,7140873500
2014-07-14,7104752350
2014-07-15,7070020475
2014-07-16,7029731500
2014-07-17,6960267750
2014-07-18,7065852650
2014-07-21,7004724550
2014-07-22,7010281650
2014-07-23,7110309450
2014-07-24,7121423650
2014-07-25,7018617300
2014-07-28,7190887400
2014-07-29,7093638150
2014-07-30,7213115800
2014-07-31,7243679850
2014-08-01,7249236950
2014-08-04,7185330300
2014-08-05,7129759300
2014-08-06,7110309450
2014-08-07,7038067150
2014-08-08,7121423650
2014-08-11,7121423650
2014-08-12,7046402800
2014-08-13,7227008550
2014-08-14,7302029400
2014-08-15,7101973800
2014-08-18,7064463375
2014-08-19,7076966850
2014-08-20,7093638150
2014-08-21,7001946000
2014-08-22,6918589500
2014-08-25,6890804000
2014-08-26,6907475300
2014-08-27,6940817900
2014-08-28,6865797050
2014-08-29,6910253850
2014-09-02,7028342225
2014-09-03,7001946000
2014-09-04,6915810950
2014-09-05,6954710650
2014-09-08,7093638150
2014-09-09,7024174400
2014-09-10,7035288600
2014-09-11,6985274700
2014-09-12,6871354150
2014-09-15,6826897350
2014-09-16,6890804000
2014-09-17,6851904300
2014-09-18,6826897350
2014-09-19,6707419700
2014-09-22,6888025450
2014-09-23,6762990700
2014-09-24,6851904300
2014-09-25,6726869550
2014-09-26,6768547800
2014-09-29,6824652790
2014-09-30,6780065430
2014-10-01,6643516640
2014-10-02,6654663480
2014-10-03,6858093310
2014-10-06,6899893960
2014-10-07,6715971100
2014-10-08,6827439500
2014-10-09,6679743870
2014-10-10,6704824260
2014-10-13,6534834950
2014-10-14,6665810320
2014-10-15,6509754560
2014-10-16,6451233650
2014-10-17,6649090060
2014-10-20,6690890710
2014-10-21,6899893960
2014-10-22,6774492010
2014-10-23,6902680670
2014-10-24,6950054740
2014-10-27,7025295910
2014-10-28,7131190890
2014-10-29,7172991540
2014-10-30,7223152320
2014-10-31,7298393490
2014-11-03,7512970160
2014-11-04,7535263840
2014-11-05,7373634660
2014-11-06,7407075180
2014-11-07,7303966910
2014-11-10,7398715050
2014-11-11,7415435310
2014-11-12,7398715050
2014-11-13,7390354920
2014-11-14,7329047300
2014-11-17,7348554270
2014-11-18,7423795440
2014-11-19,7326260590
2014-11-20,7354127690
2014-11-21,7387568210
2014-11-24,7423795440
2014-11-25,7398715050
2014-11-26,7379208080
2014-11-28,7468382800
2014-12-01,7337407430
2014-12-02,7379208080
2014-12-03,7421008730
2014-12-04,7390354920
2014-12-05,7400108405
2014-12-08,7421008730
2014-12-09,7517150225
2014-12-10,7370847950
2014-12-11,7348554270
2014-12-12,7203645350
2014-12-15,7132584245
2014-12-16,7145124440
2014-12-17,7348554270
2014-12-18,7511576805
2014-12-19,7503216675
2014-12-22,7538050550
2014-12-23,7465596090
2014-12-24,7493463190
2014-12-26,7504610030
2014-12-29,7549502340
2014-12-30,7545297270
2014-12-31,7496238120
2015-01-02,7395316440
2015-01-05,7322428560
2015-01-06,7217301810
2015-01-07,7400923200
2015-01-08,7599963180
2015-01-09,7501844880
2015-01-12,8054110740
2015-01-13,8068127640
2015-01-14,8125596930
2015-01-15,8061119190
2015-01-16,8136810450
2015-01-20,8206894950
2015-01-21,8241937200
2015-01-22,8272774380
2015-01-23,8226518610
2015-01-26,8303611560
2015-01-27,8300808180
2015-01-28,8300808180
2015-01-29,8724118560
2015-01-30,8512463370
2015-02-02,8480224500
2015-02-03,8567129280
2015-02-04,8408738310
2015-02-05,8485831260
2015-02-06,8398926480
2015-02-09,8410140000
2015-02-10,8429763660
2015-02-11,8424156900
2015-02-12,8480224500
2015-02-13,8539095480
2015-02-17,8553112380
2015-02-18,8641418850
2015-02-19,8876902770
2015-02-20,8896526430
2015-02-23,8892321360
2015-02-24,8928765300
2015-02-25,8987636280
2015-02-26,9029686980
2015-02-27,9077344440
2015-03-02,9161445840
2015-03-03,9129206970
2015-03-04,9070335990
2015-03-05,9092763030
2015-03-06,9015670079
2015-03-09,8910543330
2015-03-10,8946987270
2015-03-11,8959602480
2015-03-12,9040900500
2015-03-13,9052114020
2015-03-16,9116591760
2015-03-17,9099771480
2015-03-18,9178266120
2015-03-19,9245547240
2015-03-20,9324041880
2015-03-23,9248350620
2015-03-24,9136215420
2015-03-25,8979226140
2015-03-26,8953995720
2015-03-27,9108181620
2015-03-30,9325467360
2015-03-31,9286101600
2015-04-01,9159568800
2015-04-02,9263606880
2015-04-06,9338120640
2015-04-07,9287507520
2015-04-08,9346556160
2015-04-09,9391545600
2015-04-10,9363427200
2015-04-13,9328279200
2015-04-14,9329685120
2015-04-15,9205964160
2015-04-16,9228458880
2015-04-17,9128638560
2015-04-20,9301566720
2015-04-21,9371862720
2015-04-22,9352179840
2015-04-23,9397169280
2015-04-24,9556038240
2015-04-27,9319843680
2015-04-28,9290319360
2015-04-29,9183469439
2015-04-30,9487148160
2015-05-01,9561661920
2015-05-04,9671323680
2015-05-05,9456217920
2015-05-06,9411228480
2015-05-07,9459029760
2015-05-08,9557444160
2015-05-11,9630552000
2015-05-12,9516672480
2015-05-13,9582750720
2015-05-14,9644611200
2015-05-15,9685382880
2015-05-18,9734590080
2015-05-19,9931418880
2015-05-20,9810509760
2015-05-21,9830192640
2015-05-22,9855499200
2015-05-26,9731778240
2015-05-27,9967972800
2015-05-28,9922983360
2015-05-29,10057951680
2015-06-01,10161989760
2015-06-02,10187296320
2015-06-03,10243533120
2015-06-04,10195731840
2015-06-05,10225256160
2015-06-08,10192920000
2015-06-09,10277275200
2015-06-10,10433332320
2015-06-11,10516281600
2015-06-12,10488163200
2015-06-15,10424896800
2015-06-16,10544400000
2015-06-17,10507846080
2015-06-18,10648438080
2015-06-19,10758099840
2015-06-22,10715922240
2015-06-23,10665309120
2015-06-24,10579548000
2015-06-25,10596419040
2015-06-26,10755288000
2015-06-29,10614369360
2015-06-30,10735660320
2015-07-01,10755405360
2015-07-02,10834385519
2015-07-06,10814640480
2015-07-07,10944393600
2015-07-08,10662321600
2015-07-09,10707453120
2015-07-10,10919007120
2015-07-13,11068505280
2015-07-14,10831564800
2015-07-15,10814640480
2015-07-16,10746943200
2015-07-17,10721556720
2015-07-20,10690528800
2015-07-21,10689118440
2015-07-22,10715915280
2015-07-23,10611548640
2015-07-24,10693349519
2015-07-27,10622831519
2015-07-28,10588982880
2015-07-29,10727198160
2015-07-30,11494434000
2015-07-31,11751119519
2015-08-03,11725733040
2015-08-04,11674960080
2015-08-05,11926004160
2015-08-06,11401350240
2015-08-07,11491613280
2015-08-10,11708808720
2015-08-11,11632649280
2015-08-12,11818816800
2015-08-13,11770864560
2015-08-14,11973956400
2015-08-17,12106530240
2015-08-18,12016267200
2015-08-19,11906259120
2015-08-20,11528282640
2015-08-21,11209541280
2015-08-24,10727198160
2015-08-25,10718736000
2015-08-26,10921827840
2015-08-27,11088250320
2015-08-28,11215182720
2015-08-31,10947214320
2015-09-01,10498719840
2015-09-02,10684887360
2015-09-03,10840026960
2015-09-04,10868234160
2015-09-08,11189796240
2015-09-09,10983883680
2015-09-10,11110816080
2015-09-11,11313907920
2015-09-14,11412633120
2015-09-15,11604442080
2015-09-16,11711629440
2015-09-17,11844203280
2015-09-18,11737015920
2015-09-21,11779326720
2015-09-22,11674960080
2015-09-23,11618545680
2015-09-24,11483151120
2015-09-25,11282880000
2015-09-28,10685173760
2015-09-29,10713471360
2015-09-30,11072850880
2015-10-01,11044553280
2015-10-02,11154913920
2015-10-05,10973809280
2015-10-06,10603110720
2015-10-07,10605940480
2015-10-08,10526707200
2015-10-09,10549345280
2015-10-12,10645557120
2015-10-13,10529536960
2015-10-14,10382389440
2015-10-15,10659705920
2015-10-16,10710641600
2015-10-19,10905895040
2015-10-20,10605940480
2015-10-21,10543685760
2015-10-22,10348432320
2015-10-23,10458792960
2015-10-26,10671024960
2015-10-27,10874767680
2015-10-28,11188871040
2015-10-29,10942681920
2015-10-30,10996447360
2015-11-02,11203019840
2015-11-03,11239806720
2015-11-04,11183211520
2015-11-05,11307720960
2015-11-06,11392613760
2015-11-09,11217168640
2015-11-10,11602016000
2015-11-11,11420911360
2015-11-12,11234147200
2015-11-13,11222828159
2015-11-16,11242636480
2015-11-17,11333188800
2015-11-18,11485995840
2015-11-19,11276593600
2015-11-20,11321869760
2015-11-23,11319040000
2015-11-24,11321869760
2015-11-25,11302061440
2015-11-27,11336018560
2015-11-30,11418081600
2015-12-01,11664270720
2015-12-02,11565229120
2015-12-03,11084169920
2015-12-04,11197360320
2015-12-07,10987958080
2015-12-08,10987958080
2015-12-09,10608770240
2015-12-10,10688003520
2015-12-11,10787045120
2015-12-14,10608770240
2015-12-15,10894576000
2015-12-16,11033234240
2015-12-17,10866278400
2015-12-18,10917214080
2015-12-21,11016255680
2015-12-22,10976639040
2015-12-23,10990787840
2015-12-24,11058702080
2015-12-28,11101228200
2015-12-29,11171846700
2015-12-30,11112527160
2015-12-31,10928919060
2016-01-04,10685991420
2016-01-05,10711414080
2016-01-06,10852651080
2016-01-07,10556053380
2016-01-08,10324424700
2016-01-11,10191661920
2016-01-12,10352672100
2016-01-13,10019352780
2016-01-14,9988280640
2016-01-15,9875291040
2016-01-19,9739703520
2016-01-20,9827270460
2016-01-21,9578693339
2016-01-22,9945909540
2016-01-25,10081497060
2016-01-26,10293352560
2016-01-27,10104094980
2016-01-28,9341415180
2016-01-29,9587167560
2016-02-01,9993930120
2016-02-02,9838569420
2016-02-03,9914837400
2016-02-04,9945909540
2016-02-05,9397909980
2016-02-08,9251023500
2016-02-09,9290569860
2016-02-10,9262322460
2016-02-11,9157807080
2016-02-12,9208652400
2016-02-16,9556095420
2016-02-17,9736878780
2016-02-18,9717105600
2016-02-19,9742528260
2016-02-22,9745353000
2016-02-23,9714280860
2016-02-24,9776425140
2016-02-25,9928961100
2016-02-26,9909187920
2016-02-29,9782074620
2016-03-01,10067373360
2016-03-02,10180362960
2016-03-03,10154940300
2016-03-04,9815971500
2016-03-07,9827270460
2016-03-08,9784899360
2016-03-09,9770775660
2016-03-10,9745353000
2016-03-11,9926136360
2016-03-14,9985455900
2016-03-15,9700157160
2016-03-16,9739703520
2016-03-17,9587167560
2016-03-18,9739703520
2016-03-21,9731229300
2016-03-22,9883765260
2016-03-23,9604116000
2016-03-24,9702981900
2016-03-28,9605378210
2016-03-29,9585928500
2016-03-30,9585928500
2016-03-31,9585928500
2016-04-01,9613713800
2016-04-04,9783204130
2016-04-05,9663727340
2016-04-06,9933244750
2016-04-07,9794318250
2016-04-08,9827660610
2016-04-11,9730412060
2016-04-12,9788761190
2016-04-13,10002708000
2016-04-14,10072171250
2016-04-15,10049943010
2016-04-18,10222211870
2016-04-19,10174976860
2016-04-20,10366695430
2016-04-21,10419487500
2016-04-22,10402816320
2016-04-25,10500064870
2016-04-26,10475058100
2016-04-27,10511178990
2016-04-28,9424773760
2016-04-29,9333082270
2016-05-02,9447002000
2016-05-03,9519243780
2016-05-04,9416438170
2016-05-05,9377538750
2016-05-06,9369203160
2016-05-09,9413659640
2016-05-10,9560921730
2016-05-11,9494237010
2016-05-12,9380317280
2016-05-13,9377538750
2016-05-16,9477565830
2016-05-17,9327525210
2016-05-18,9246947840
2016-05-19,9246947840
2016-05-20,9263619020
2016-05-23,9191377240
2016-05-24,9294182850
2016-05-25,9338639330
2016-05-26,9405324050
2016-05-27,9560921730
2016-05-31,9560921730
2016-06-01,9630384980
2016-06-02,9680398520
2016-06-03,9535914960
2016-06-06,9583149970
2016-06-07,9524800840
2016-06-08,9560921730
2016-06-09,9710962350
2016-06-10,9485901420
2016-06-13,9283068730
2016-06-14,9194155770
2016-06-15,9205269890
2016-06-16,9363646100
2016-06-17,9394209930
2016-06-20,9485901420
2016-06-21,9413659640
2016-06-22,9477565830
2016-06-23,9897123860
2016-06-24,9477565830
2016-06-27,9139688570
2016-06-28,9256259150
2016-06-29,9453318940
2016-06-30,9603195400
2016-07-01,9672582650
2016-07-05,9558787560
2016-07-06,9630950300
2016-07-07,9852989500
2016-07-08,9972335570
2016-07-11,9883519890
2016-07-12,9911274790
2016-07-13,9936254200
2016-07-14,10138864970
2016-07-15,10088906150
2016-07-18,10113885560
2016-07-19,10130538500
2016-07-20,10219354180
2016-07-21,10116661050
2016-07-22,10136089480
2016-07-25,10149966930
2016-07-26,10222129670
2016-07-27,10324822800
2016-07-28,10621800230
2016-07-29,10682861010
2016-08-01,10818860020
2016-08-02,10832737470
2016-08-03,10824411000
2016-08-04,10735595320
2016-08-05,10816084530
2016-08-08,10660657090
2016-08-09,10738370810
2016-08-10,10699513950
2016-08-11,10782778650
2016-08-12,10735595320
2016-08-15,10824411000
2016-08-16,10688411990
2016-08-17,10569065920
2016-08-18,10652330620
2016-08-19,10641228660
2016-08-22,10671759050
2016-08-23,10766125710
2016-08-24,10641228660
2016-08-25,10666208070
2016-08-26,10768901200
2016-08-29,10749472770
2016-08-30,10674534540
2016-08-31,10663432580
2016-09-01,10674534540
2016-09-02,10688411990
2016-09-06,10685636500
2016-09-07,10732819830
2016-09-08,10685636500
2016-09-09,10313720840
2016-09-12,10463597300
2016-09-13,10383108090
2016-09-14,10360904170
2016-09-15,10477474750
2016-09-16,10433066910
2016-09-19,10521882590
2016-09-20,10613473760
2016-09-21,10693962970
2016-09-22,10763350220
2016-09-23,10671759050
2016-09-26,10580834110
2016-09-27,10800977880
2016-09-28,10791224675
2016-09-29,10628206820
2016-09-30,10820484290
2016-10-03,10834417440
2016-10-04,10909656450
2016-10-05,11015548390
2016-10-06,10943096010
2016-10-07,11074067620
2016-10-10,11160453150
2016-10-11,10781471470
2016-10-12,10814911030
2016-10-13,10678366160
2016-10-14,10714592350
2016-10-17,10748031910
2016-10-18,10791224675
2016-10-19,10692299310
2016-10-20,10720165610
2016-10-21,10611487040
2016-10-24,10636566710
2016-10-25,10497235210
2016-10-26,10199065800
2016-10-27,10056947670
2016-10-28,10026294740
2016-10-31,10034654630
2016-11-01,9937122580
2016-11-02,9856310310
2016-11-03,10363476970
2016-11-04,10611487040
2016-11-07,10778684840
2016-11-08,10803764510
2016-11-09,10355117080
2016-11-10,10477728800
2016-11-11,10238078620
2016-11-14,10157266350
2016-11-15,10477728800
2016-11-16,10444289240
2016-11-17,10750818540
2016-11-18,10692299310
2016-11-21,10770324950
2016-11-22,10720165610
2016-11-23,10859497110
2016-11-25,10884576780
2016-11-28,10778684840
2016-11-29,10862283740
2016-11-30,10667219640
2016-12-01,10488875320
2016-12-02,10566900960
2016-12-05,10731312130
2016-12-06,10837204070
2016-12-07,10867857000
2016-12-08,10856710480
2016-12-09,10873430260
2016-12-12,11076854250
2016-12-13,11291424760
2016-12-14,11366663770
2016-12-15,11338797470
2016-12-16,11171599670
2016-12-19,11168813040
2016-12-20,11154879890
2016-12-21,11143733370
2016-12-22,11166026410
2016-12-23,11238478790
2016-12-27,11224545640
2016-12-28,11115867070
2016-12-29,11168813040
2016-12-30,11179959560
2017-01-03,11250632250
2017-01-04,11217006450
2017-01-05,11149754850
2017-01-06,11174974200
2017-01-09,11222610750
2017-01-10,11330493525
2017-01-11,11401948350
2017-01-12,11256236550
2017-01-13,11259038700
2017-01-17,11188984950
2017-01-18,11194589250
2017-01-19,11096514000
2017-01-20,11026460250
2017-01-23,11001240900
2017-01-24,11034866700
2017-01-25,11284258050
2017-01-26,11256236550
2017-01-27,11371124700
2017-01-30,11247830100
2017-01-31,11357113950
2017-02-01,11446782750
2017-02-02,11060086050
2017-02-03,11090909700
2017-02-06,11023658100
2017-02-07,11020855950
2017-02-08,10973219399
2017-02-09,11242225800
2017-02-10,11188984950
2017-02-13,11214204300
2017-02-14,10936791450
2017-02-15,11040471000
2017-02-16,11076898950
2017-02-17,11208600000
2017-02-21,11233819350
2017-02-22,11284258050
2017-02-23,11292664500
2017-02-24,11438376300
2017-02-27,11404750500
2017-02-28,11371124700
2017-03-01,11542055850
2017-03-02,11494419300
2017-03-03,11556066600
2017-03-06,11536451550
2017-03-07,11477606400
2017-03-08,11746612800
2017-03-09,11823671925
2017-03-10,11833479450
2017-03-13,11883918149
2017-03-14,11858698800
2017-03-15,11987597700
2017-03-16,11909137500
2017-03-17,11934356850
2017-03-20,11886720300
2017-03-21,11752217100
2017-03-22,11794249350
2017-03-23,11833479450
2017-03-24,11850292350
2017-03-27,11970784800
2017-03-28,11917543950
2017-03-29,11945565450
2017-03-30,11967982650
2017-03-31,11923148250
2017-04-03,12083856720
2017-04-04,11912554080
2017-04-05,11965910640
2017-04-06,11918170560
2017-04-07,12005226000
2017-04-10,11923787040
2017-04-11,11960294160
2017-04-12,11935020000
2017-04-13,11912554080
2017-04-17,11974335360
2017-04-18,11859197520
2017-04-19,11988376560
2017-04-20,12148446240
2017-04-21,12159679200
2017-04-24,12420845520
2017-04-25,12477010320
2017-04-26,12524750400
2017-04-27,12519133920
2017-04-28,12679203600
2017-05-01,12738176640
2017-05-02,12721327200
2017-05-03,12665162400
2017-05-04,12666566520
2017-05-05,12648312960
2017-05-08,12724135440
2017-05-09,12797149680
2017-05-10,12906671040
2017-05-11,12249542880
2017-05-12,11971527120
2017-05-15,12142829760
2017-05-16,12198994560
2017-05-17,12036116640
2017-05-18,12097897920
2017-05-19,12075432000
2017-05-22,12125980320
2017-05-23,12044541360
2017-05-24,12075432000
2017-05-25,12215844000
2017-05-26,12173720400
2017-05-30,12106322640
2017-05-31,12162487440
2017-06-01,12454544400
2017-06-02,12645504720
2017-06-05,12625847040
2017-06-06,12474202080
2017-06-07,12673587120
2017-06-08,12682011839
2017-06-09,12544408080
2017-06-12,12437694960
2017-06-13,12561257520
2017-06-14,12555641040
2017-06-15,12558449280
2017-06-16,12446119680
2017-06-19,12642696480
2017-06-20,12749409600
2017-06-21,12858930960
2017-06-22,13055507760
2017-06-23,12954411120
2017-06-26,12957219360
2017-06-27,12774683760
2017-06-28,12856122720
2017-06-29,12771875520
2017-06-30,12743793120
2017-07-03,12503958390
2017-07-05,12624161880
2017-07-06,12464822370
2017-07-07,12601798440
2017-07-10,12526321830
2017-07-11,12434072640
2017-07-12,12624161880
2017-07-13,12534708120
2017-07-14,12626957310
2017-07-17,12470413230
2017-07-18,12565457850
2017-07-19,12657707040
2017-07-20,12694047630
2017-07-21,12582230430
2017-07-24,12615775590
2017-07-25,12604593870
2017-07-26,12618571020
2017-07-27,12422890920
2017-07-28,12333437160
2017-07-31,12358596030
2017-08-01,12299892000
2017-08-02,12207642810
2017-08-03,11156561130
2017-08-04,10972062750
2017-08-07,10910563290
2017-08-08,10890995280
2017-08-09,10714883190
2017-08-10,10452112770
2017-08-11,10678542600
2017-08-14,10745632920
2017-08-15,10675747170
2017-08-16,10681338030
2017-08-17,10608656850
2017-08-18,10460499060
2017-08-21,10519203090
2017-08-22,10510816800
2017-08-23,10396204170
2017-08-24,10494044220
2017-08-25,10597475130
2017-08-28,10480067070
2017-08-29,10558339110
2017-08-30,10600270560
2017-08-31,10790359800
2017-09-01,10765200930
2017-09-05,10879813560
2017-09-06,10918949580
2017-09-07,10874222700
2017-09-08,10846268400
2017-09-11,10958085600
2017-09-12,10675747170
2017-09-13,10499635080
2017-09-14,10549952820
2017-09-15,10544361960
2017-09-18,10443726480
2017-09-19,10379431590
2017-09-20,10449317340
2017-09-21,10491248790
2017-09-22,10502430510
2017-09-25,10443726480
2017-09-26,10460499060
2017-09-27,10390613310
2017-09-28,10245250950
2017-09-29,10256432670
2017-10-02,10249209120
2017-10-03,10437471200
2017-10-04,10459619680
2017-10-05,10462388240
2017-10-06,10434702640
2017-10-09,10213217840
2017-10-10,10204912160
2017-10-11,10149540960
2017-10-12,10121855360
2017-10-13,10044335680
2017-10-16,9939130400
2017-10-17,10191069360
2017-10-18,10213217840
2017-10-19,10265820480
2017-10-20,10246440560
2017-10-23,10299043200
2017-10-24,10254746240
2017-10-25,10251977680
2017-10-26,10279663280
2017-10-27,10310117440
2017-10-30,10301811760
2017-10-31,10478999600
2017-11-01,10575899200
2017-11-02,10636807520
2017-11-03,10952423360
2017-11-06,10813995360
2017-11-07,10935812000
2017-11-08,10946886240
2017-11-09,10977340400
2017-11-10,10789078320
2017-11-13,11251427840
2017-11-14,10969034720
2017-11-15,10866598000
2017-11-16,10996720320
2017-11-17,11063165760
2017-11-20,11126842640
2017-11-21,11240353600
2017-11-22,11317873280
2017-11-24,11315104720
2017-11-27,11287419120
2017-11-28,11198825200
2017-11-29,11702703120
2017-11-30,11550432320
2017-12-01,11309567600
2017-12-04,11586423600
2017-12-05,11597497840
2017-12-06,11472912640
2017-12-07,11539358080
2017-12-08,11818982640
2017-12-11,12131829920
2017-12-12,12062615920
2017-12-13,12093070080
2017-12-14,11893733760
2017-12-15,12051541680
2017-12-18,12004476160
2017-12-19,12040467440
2017-12-20,12026624640
2017-12-21,11974022000
2017-12-22,12007244720
2017-12-26,11968484880
2017-12-27,11968484880
2017-12-28,11987864800
2017-12-29,11835594000
2018-01-02,11874641424
2018-01-03,12046376382
2018-01-04,12123934106
2018-01-05,12182102398
2018-01-08,12303978820
2018-01-09,12248580447
2018-01-10,12065765813
2018-01-11,12062995894
2018-01-12,12107314593
2018-01-16,12118394268
2018-01-17,12187642236
2018-01-18,12146093455
2018-01-19,12038066626
2018-01-22,11977128415
2018-01-23,11896800773
2018-01-24,11882951180
2018-01-25,11882951180
2018-01-26,12015907277
2018-01-29,12118394268
2018-01-30,11946659309
2018-01-31,11827552806
2018-02-01,11794313782
2018-02-02,11644738172
2018-02-05,11162772320
2018-02-06,11187701588
2018-02-07,11204321101
2018-02-08,10747284517
2018-02-09,10456443054
2018-02-12,10536770696
2018-02-13,10470292648
2018-02-14,10534000778
2018-02-15,10852541427
2018-02-16,10883010533
2018-02-20,10766673948
2018-02-21,10761134110
2018-02-22,10786063378
2018-02-23,10860851183
2018-02-26,11032586142
2018-02-27,10957798337
2018-02-28,10755594273
2018-03-01,10522921103
2018-03-02,10583859314
2018-03-05,10702965818
2018-03-06,10639257688
2018-03-07,10702965818
2018-03-08,10708505655
2018-03-09,10960568256
2018-03-12,10783293460
2018-03-13,10741744679
2018-03-14,10647567444
2018-03-15,10658647119
2018-03-16,10653107281
2018-03-19,10481372322
2018-03-20,10473062566
2018-03-21,10578319477
2018-03-22,10567239802
2018-03-23,10320717038
2018-03-26,10434283705
2018-03-27,10423204030
2018-03-28,10356725981
2018-03-29,10348416225
2018-04-02,10029430560
2018-04-03,10067752620
2018-04-04,10201879830
2018-04-05,10251151050
2018-04-06,9971947470
2018-04-09,9999320370
2018-04-10,10130710290
2018-04-11,10065015330
2018-04-12,10141659450
2018-04-13,10133447580
2018-04-16,10316846010
2018-04-17,10585100430
2018-04-18,10719227640
2018-04-19,10568676690
2018-04-20,10483820700
2018-04-23,10519405470
2018-04-24,10571413980
2018-04-25,10634371650
2018-04-26,10730176800
2018-04-27,10773973440
2018-04-30,10617947910
2018-05-01,10847880270
2018-05-02,10850617560
2018-05-03,10103337390
2018-05-04,10382540970
2018-05-07,10106074680
2018-05-08,10111549260
2018-05-09,10103337390
2018-05-10,10453710510
2018-05-11,10472871540
2018-05-14,10483820700
2018-05-15,10368854520
2018-05-16,10593312300
2018-05-17,10669956420
2018-05-18,10626159780
2018-05-21,10694592030
2018-05-22,10645320810
2018-05-23,10626159780
2018-05-24,10598786880
2018-05-25,10653532680
2018-05-29,10560464820
2018-05-30,10680905580
2018-05-31,10371591810
2018-06-01,10429074900
2018-06-04,10456447800
2018-06-05,10401702000
2018-06-06,10393490130
2018-06-07,10440024060
2018-06-08,10494769860
2018-06-11,10522142760
2018-06-12,10615210620
2018-06-13,10604261460
2018-06-14,11012117670
2018-06-15,11066863470
2018-06-18,11014854960
2018-06-19,10880727750
2018-06-20,10880727750
2018-06-21,10831456530
2018-06-22,11075075340
2018-06-25,10850617560
2018-06-26,10897151490
2018-06-27,10765761570
2018-06-28,10790397180
2018-06-29,10880727750
2018-07-02,10807893600
2018-07-03,10777894400
2018-07-05,10974252800
2018-07-06,11206064800
2018-07-09,11241518400
2018-07-10,11279699200
2018-07-11,11336970400
2018-07-12,11440604000
2018-07-13,11456967200
2018-07-16,11206064800
2018-07-17,11317880000
2018-07-18,11203337600
2018-07-19,11268790400
2018-07-20,11214246400
2018-07-23,11290608000
2018-07-24,11377878400
2018-07-25,11454240000
2018-07-26,11620599200
2018-07-27,11585145600
2018-07-30,11705142400
2018-07-31,11702415200
2018-08-01,11298789600
2018-08-02,11486966400
2018-08-03,11484239200
2018-08-06,11454240000
2018-08-07,11366969600
2018-08-08,11260608800
2018-08-09,11189701600
2018-08-10,11088795200
2018-08-13,10641534400
2018-08-14,10709714400
2018-08-15,10475175200
2018-08-16,10406995200
2018-08-17,10453357600
2018-08-20,10434267200
2018-08-21,10496992800
2018-08-22,10641534400
2018-08-23,10535173600
2018-08-24,10652443200
2018-08-27,10652443200
2018-08-28,10706987200
2018-08-29,10761531200
2018-08-30,10824256800
2018-08-31,10843347200
2018-09-04,10832438400
2018-09-05,10646988800
2018-09-06,10565172800
2018-09-07,10486084000
2018-09-10,10578808800
2018-09-11,10559718400
2018-09-12,10649716000
2018-09-13,10761531200
2018-09-14,10810620800
2018-09-17,10780621600
2018-09-18,11045160000
2018-09-19,11162429600
2018-09-20,11227882400
2018-09-21,11246972800
2018-09-24,11091522400
2018-09-25,11244245600
2018-09-26,11195156000
2018-09-27,11113340000
2018-09-28,11176065600
2018-10-01,11105013600
2018-10-02,11083366400
2018-10-03,11067131000
2018-10-04,10967012700
2018-10-05,10953483200
2018-10-08,11002189400
2018-10-09,11188896500
2018-10-10,10975130400
2018-10-11,10645010600
2018-10-12,10834423600
2018-10-15,10858776700
2018-10-16,11167249300
2018-10-17,11253838100
2018-10-18,11121249000
2018-10-19,11048189700
2018-10-22,10980542200
2018-10-23,10877718000
2018-10-24,10488068400
2018-10-25,10547598200
2018-10-26,10341949800
2018-10-29,10255361000
2018-10-30,10458303500
2018-10-31,10550304100
2018-11-01,10847953100
2018-11-02,10858776700
2018-11-05,10820894100
2018-11-06,10950777300
2018-11-07,11164543400
2018-11-08,11489251400
2018-11-09,11305250200
2018-11-12,11086072300
2018-11-13,10912894700
2018-11-14,10774893800
2018-11-15,11186190600
2018-11-16,11394544900
2018-11-19,11248426300
2018-11-20,11172661100
2018-11-21,11240308600
2018-11-23,11491957300
2018-11-26,11621840500
2018-11-27,11816665300
2018-11-28,12043960900
2018-11-29,12016901900
2018-11-30,12016901900
2018-12-03,12146785100
2018-12-04,11878901000
2018-12-06,11703017500
2018-12-07,11359368200
2018-12-10,11467604200
2018-12-11,11483839600
2018-12-12,11602899200
2018-12-13,11592075600
2018-12-14,11348544600
2018-12-17,10893953400
2018-12-18,10866894400
2018-12-19,10737011200
2018-12-20,10442068100
2018-12-21,10393361900
2018-12-24,10217478400
2018-12-26,10815482300
2018-12-27,11015718900
2018-12-28,10945365500
2018-12-31,11065558500
2019-01-02,10344008700
